mean_speed,median_speed,mode_speed,p5_speed,p25_speed,p75_speed,p95_speed,days_from_fall,p25_days_from_fall,p75_days_from_fall,n_samples
0.03226128935418175,0.031133250311332388,0.023255813953488372,0.020694576542822866,0.0254647313470843,0.03929273084479364,0.04724246015077688,43.91126279863481,36.0,51.0,293
0.07737489166248927,0.07692307692307693,0.07587253414264,0.05457036077485432,0.06540323080838642,0.08956562476936722,0.09896093466913383,43.12714776632303,34.0,52.0,291
0.12741350147245234,0.12698417817452384,0.1424501424501428,0.10235414534288642,0.11757801712234195,0.1404494382022471,0.1464128843338205,40.62404580152672,33.0,47.0,524
0.17724620692179321,0.1736111111111111,0.2,0.15673981191222583,0.16339869281046043,0.19193857965451444,0.1990051721543256,37.62356792144026,31.0,44.0,611
0.22827126308980858,0.2325581395348831,0.23529411764705882,0.20120724346076463,0.21598272138228433,0.24038461538461722,0.24813895781637885,32.58568329718004,26.0,39.0,461
0.27224796141184143,0.26666666666666666,0.25125628140703404,0.25125628140703415,0.2567398325753093,0.29154518950436775,0.29673590504451,29.310679611650485,24.0,36.5,103
0.3125575179358822,0.3095975232198142,0.3003003003002966,0.3003003003003007,0.3039513677811584,0.3184713375796192,0.33467262238782397,24.98701298701299,21.0,32.0,77
0.36583734617442265,0.36583734617442265,0.3571428571428629,0.3580123060460189,0.36149010165864276,0.3701845906902025,0.37366238630282633,12.0,7.5,16.5,2
