Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
TDA,1982-01-01,147.51,0.0,0.0,155.2,,,,,,,158.63
TDA,1982-01-02,166.34,0.0,0.0,153.1,,,,,,,158.84
TDA,1982-01-03,138.98,0.0,0.0,133.7,,,,,,,158.88
TDA,1982-01-04,167.63,0.0,0.0,194.2,,,,,,,158.98
TDA,1982-01-05,188.14,0.0,0.0,181.9,,,,,,,158.71
TDA,1982-01-06,180.14,0.0,0.0,184.9,,,,,,,158.5
TDA,1982-01-07,184.33,0.0,0.0,178.8,,,,,,,158.84
TDA,1982-01-08,186.48,0.0,0.0,187.0,,,,,,,158.54
TDA,1982-01-09,191.9,0.0,0.0,200.1,,,,,,,158.38
TDA,1982-01-10,182.71,0.0,0.0,173.0,,,,,,,159.21
TDA,1982-01-11,172.4,0.0,0.0,174.7,,,,,,,159.15
TDA,1982-01-12,182.95,0.0,0.0,179.5,,,,,,,158.44
TDA,1982-01-13,180.51,0.0,0.0,195.9,,,,,,,158.5
TDA,1982-01-14,186.39,0.0,0.0,172.8,,,,,,,159.17
TDA,1982-01-15,166.0,0.0,0.0,172.3,,,,,,,159.35
TDA,1982-01-16,161.98,0.0,0.0,147.9,,,,,,,159.13
TDA,1982-01-17,156.38,0.0,0.0,168.1,,,,,,,159.0
TDA,1982-01-18,172.75,0.0,0.0,164.4,,,,,,,159.29
TDA,1982-01-19,177.33,0.0,0.0,187.0,,,,,,,158.63
TDA,1982-01-20,180.69,0.0,0.0,182.0,,,,,,,158.77
TDA,1982-01-21,186.78,0.0,0.0,184.6,,,,,,,158.99
TDA,1982-01-22,191.63,0.0,0.0,193.4,,,,,,,158.95
TDA,1982-01-23,173.3,0.0,0.0,164.4,,,,,,,159.1
TDA,1982-01-24,147.81,0.0,0.0,141.0,,,,,,,159.3
TDA,1982-01-25,162.09,0.0,0.0,172.1,,,,,,,159.07
TDA,1982-01-26,170.83,0.0,0.0,181.1,,,,,,,158.84
TDA,1982-01-27,200.04,0.0,0.0,196.3,,,,,,,159.01
TDA,1982-01-28,196.31,0.0,0.0,201.5,,,,,,,158.88
TDA,1982-01-29,203.5,0.0,0.0,207.6,,,,,,,158.78
TDA,1982-01-30,203.08,0.0,0.0,198.6,,,,,,,158.71
TDA,1982-01-31,195.19,0.0,0.0,181.1,,,,,,,158.74
TDA,1982-02-01,184.05,0.0,0.0,186.8,,,,,,,158.96
TDA,1982-02-02,176.27,0.0,0.0,182.0,,,,,,,158.99
TDA,1982-02-03,190.16,0.0,0.0,183.9,,,,,,,158.88
TDA,1982-02-04,192.04,0.0,0.0,197.7,,,,,,,158.98
TDA,1982-02-05,193.5,0.0,0.0,184.8,,,,,,,158.76
TDA,1982-02-06,170.07,0.0,0.0,187.4,,,,,,,158.92
TDA,1982-02-07,190.11,0.0,0.0,193.0,,,,,,,158.47
TDA,1982-02-08,195.74,0.0,0.0,195.4,,,,,,,159.02
TDA,1982-02-09,190.83,0.0,0.0,187.3,,,,,,,158.9
TDA,1982-02-10,186.41,0.0,0.0,187.5,,,,,,,158.55
TDA,1982-02-11,189.3,0.0,0.0,191.6,,,,,,,158.64
TDA,1982-02-12,188.52,0.0,0.0,183.6,,,,,,,158.98
TDA,1982-02-13,186.36,0.0,0.0,179.5,,,,,,,158.87
TDA,1982-02-14,180.26,0.0,0.0,181.3,,,,,,,158.35
TDA,1982-02-15,174.43,0.0,0.0,163.3,,,,,,,158.71
TDA,1982-02-16,155.0,0.0,0.0,169.9,,,,,,,159.1
TDA,1982-02-17,181.48,0.0,0.0,159.8,,,,,,,159.02
TDA,1982-02-18,175.44,34.09,19.43,245.7,,,,,,,159.56
TDA,1982-02-19,296.89,88.35,29.76,281.2,,,,,,,158.68
TDA,1982-02-20,305.69,54.83,17.94,297.2,,,,,,,159.03
TDA,1982-02-21,272.08,0.14,0.05,274.4,,,,,,,159.14
TDA,1982-02-22,283.4,43.44,15.33,299.9,,,,,,,159.56
TDA,1982-02-23,331.77,8.24,2.48,337.5,,,,,,,158.72
TDA,1982-02-24,348.83,57.84,16.58,361.6,,,,,,,159.42
TDA,1982-02-25,377.33,252.5,66.92,372.5,,,,,,,159.55
TDA,1982-02-26,354.76,200.66,56.56,326.2,,,,,,,159.07
TDA,1982-02-27,312.81,206.58,66.04,333.8,,,,,,,159.11
TDA,1982-02-28,326.53,217.5,66.61,312.7,,,,,,,158.9
TDA,1982-03-01,315.38,204.04,64.7,326.8,,,,,,,159.27
TDA,1982-03-02,340.09,201.1,59.13,342.3,,,,,,,159.4
TDA,1982-03-03,340.32,201.73,59.28,338.3,,,,,,,159.52
TDA,1982-03-04,335.6,193.24,57.58,334.1,,,,,,,159.32
TDA,1982-03-05,325.29,129.93,39.94,309.4,,,,,,,159.26
TDA,1982-03-06,290.99,160.65,55.21,290.2,,,,,,,159.38
TDA,1982-03-07,286.46,175.33,61.2,276.4,,,,,,,159.24
TDA,1982-03-08,272.23,136.38,50.1,291.1,,,,,,,159.0
TDA,1982-03-09,314.35,177.13,56.35,301.4,,,,,,,158.99
TDA,1982-03-10,293.98,126.56,43.05,313.7,,,,,,,159.4
TDA,1982-03-11,326.85,130.82,40.03,321.9,,,,,,,159.15
TDA,1982-03-12,324.13,124.86,38.52,334.8,,,,,,,159.5
TDA,1982-03-13,339.1,170.13,50.17,345.8,,,,,,,159.29
TDA,1982-03-14,365.1,223.13,61.11,367.5,,,,,,,159.29
TDA,1982-03-15,372.61,169.36,45.45,374.4,,,,,,,159.24
TDA,1982-03-16,364.57,133.33,36.57,359.9,,,,,,,159.43
TDA,1982-03-17,366.85,163.23,44.5,368.2,,,,,,,159.41
TDA,1982-03-18,366.17,183.37,50.08,358.8,,,,,,,159.24
TDA,1982-03-19,332.83,131.08,39.38,312.9,,,,,,,159.22
TDA,1982-03-20,292.95,97.21,33.18,289.8,,,,,,,159.09
TDA,1982-03-21,286.07,116.35,40.67,289.1,,,,,,,159.26
TDA,1982-03-22,286.47,110.4,38.54,285.0,,,,,,,159.47
TDA,1982-03-23,290.15,141.4,48.73,290.2,,,,,,,159.38
TDA,1982-03-24,290.28,143.18,49.32,290.6,,,,,,,159.48
TDA,1982-03-25,291.14,116.13,39.89,289.0,,,,,,,159.44
TDA,1982-03-26,287.56,106.52,37.04,282.2,,,,,,,159.1
TDA,1982-03-27,272.75,11.04,4.05,274.4,,,,,,,158.6
TDA,1982-03-28,278.07,36.1,12.98,280.6,,,,,,,159.62
TDA,1982-03-29,277.38,18.19,6.56,271.7,,,,,,,159.36
TDA,1982-03-30,271.73,0.03,0.01,269.7,,,,,,,159.13
TDA,1982-03-31,274.25,0.0,0.0,284.0,,,,,,,158.85
TDA,1982-04-01,280.24,0.0,0.0,281.7,,,,,,,159.3
TDA,1982-04-02,282.88,0.0,0.0,278.8,,,,,,,159.25
TDA,1982-04-03,277.93,57.49,20.68,268.8,,,,,,,159.15
TDA,1982-04-04,256.36,62.96,24.56,251.6,,,,,,,159.15
TDA,1982-04-05,252.69,31.99,12.66,264.1,,,,,,,158.99
TDA,1982-04-06,280.28,4.93,1.76,279.1,,,,,,,158.87
TDA,1982-04-07,270.39,13.68,5.06,275.1,,,,,,,159.3
TDA,1982-04-08,255.93,4.3,1.68,240.9,,,,,,,158.63
TDA,1982-04-09,235.09,0.14,0.06,223.3,,,,,,,159.24
TDA,1982-04-10,207.32,0.0,0.0,217.7,7.22,,,,,,158.72
TDA,1982-04-11,238.0,0.0,0.0,238.6,7.22,,,,,,159.07
TDA,1982-04-12,250.46,19.3,7.71,263.9,7.22,,,,,,159.28
TDA,1982-04-13,279.41,60.82,21.77,298.4,7.22,,,,,,159.36
TDA,1982-04-14,343.63,77.74,22.62,342.3,7.78,,,,,,159.65
TDA,1982-04-15,328.23,89.24,27.19,339.8,7.78,,,,,,159.51
TDA,1982-04-16,364.2,123.29,33.85,347.7,7.78,,,,,,159.59
TDA,1982-04-17,278.58,103.19,37.04,262.3,8.06,,,,,,159.47
TDA,1982-04-18,267.68,115.53,43.16,271.2,8.33,,,,,,159.5
TDA,1982-04-19,297.23,118.69,39.93,299.2,8.33,,,,,,159.45
TDA,1982-04-20,300.93,108.96,36.21,303.6,8.33,,,,,,159.51
TDA,1982-04-21,310.32,126.2,40.67,320.6,8.33,,,,,,159.07
TDA,1982-04-22,312.23,97.5,31.23,293.3,8.33,,,,,,159.04
TDA,1982-04-23,267.95,48.08,17.94,249.2,8.89,,,,,,158.84
TDA,1982-04-24,237.29,2.96,1.25,266.0,8.89,,,,,,159.0
TDA,1982-04-25,278.63,31.35,11.25,259.5,9.44,,,,,,159.07
TDA,1982-04-26,255.58,14.19,5.55,253.5,9.44,,,,,,159.19
TDA,1982-04-27,252.95,0.0,0.0,255.0,9.44,,,,,,159.01
TDA,1982-04-28,274.81,0.0,0.0,284.1,9.44,,,,,,158.9
TDA,1982-04-29,279.75,0.0,0.0,276.6,9.44,,,,,,158.85
TDA,1982-04-30,261.98,0.0,0.0,256.1,10.56,,,,,,159.18
TDA,1982-05-01,256.07,48.65,19.0,264.6,10.56,,,,,,159.55
TDA,1982-05-02,274.45,94.7,34.51,277.0,10.56,,,,,,159.3
TDA,1982-05-03,283.6,65.32,23.03,293.5,10.56,,,,,,159.03
