Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
RIS,1982-01-01,112.95,0.0,0.0,104.4,,,,,,,612.53
RIS,1982-01-02,99.54,0.0,0.0,115.7,,,,,,,612.65
RIS,1982-01-03,116.1,0.0,0.0,122.8,,,,,,,612.67
RIS,1982-01-04,123.84,0.0,0.0,131.5,,,,,,,612.63
RIS,1982-01-05,124.48,0.0,0.0,131.9,,,,,,,612.62
RIS,1982-01-06,145.34,0.0,0.0,157.3,,,,,,,612.74
RIS,1982-01-07,153.43,0.0,0.0,152.1,,,,,,,612.5
RIS,1982-01-08,132.99,0.0,0.0,121.6,,,,,,,612.67
RIS,1982-01-09,119.4,0.0,0.0,116.9,,,,,,,612.65
RIS,1982-01-10,113.55,0.0,0.0,125.2,,,,,,,612.64
RIS,1982-01-11,125.26,0.0,0.0,129.3,,,,,,,612.62
RIS,1982-01-12,123.53,0.0,0.0,132.7,,,,,,,612.62
RIS,1982-01-13,133.33,0.0,0.0,132.0,,,,,,,612.68
RIS,1982-01-14,119.72,0.0,0.0,114.4,,,,,,,612.66
RIS,1982-01-15,107.67,0.0,0.0,108.2,,,,,,,612.69
RIS,1982-01-16,110.12,0.0,0.0,128.1,,,,,,,612.64
RIS,1982-01-17,125.05,0.0,0.0,121.5,,,,,,,612.68
RIS,1982-01-18,117.12,0.0,0.0,123.7,,,,,,,612.73
RIS,1982-01-19,130.49,0.0,0.0,141.6,,,,,,,612.6
RIS,1982-01-20,132.14,0.0,0.0,133.3,,,,,,,612.67
RIS,1982-01-21,138.48,0.0,0.0,154.1,,,,,,,612.68
RIS,1982-01-22,145.8,0.0,0.0,138.7,,,,,,,612.73
RIS,1982-01-23,111.43,0.0,0.0,98.0,,,,,,,612.7
RIS,1982-01-24,86.72,0.0,0.0,86.8,,,,,,,612.63
RIS,1982-01-25,91.95,0.0,0.0,105.8,,,,,,,612.54
