Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
BON,1982-11-30,166.49,0.0,0.0,161.1,,,,,,,74.65
BON,1982-12-01,163.08,0.0,0.0,173.2,,,,,,,73.73
BON,1982-12-02,187.3,0.0,0.0,204.2,,,,,,,74.65
BON,1982-12-03,198.19,0.0,0.0,189.7,,,,,,,74.73
BON,1982-12-04,168.92,0.0,0.0,161.2,,,,,,,75.88
BON,1982-12-05,159.25,0.0,0.0,132.7,,,,,,,75.18
BON,1982-12-06,143.44,0.0,0.0,158.0,,,,,,,74.67
BON,1982-12-07,170.33,0.0,0.0,178.1,,,,,,,74.8
BON,1982-12-08,211.03,0.0,0.0,207.3,,,,,,,74.4
BON,1982-12-09,185.42,0.0,0.0,198.8,,,,,,,74.46
BON,1982-12-10,199.07,0.0,0.0,190.7,,,,,,,74.69
BON,1982-12-11,170.67,0.0,0.0,165.8,,,,,,,74.2
BON,1982-12-12,153.53,0.0,0.0,152.9,,,,,,,74.93
BON,1982-12-13,158.58,0.0,0.0,158.0,,,,,,,75.08
BON,1982-12-14,157.8,0.0,0.0,172.0,,,,,,,75.18
BON,1982-12-15,174.16,0.0,0.0,157.8,,,,,,,74.97
BON,1982-12-16,165.41,0.0,0.0,182.8,,,,,,,74.62
BON,1982-12-17,189.36,0.0,0.0,178.1,,,,,,,74.6
BON,1982-12-18,166.51,0.0,0.0,176.0,,,,,,,74.94
BON,1982-12-19,164.91,0.0,0.0,159.9,,,,,,,74.19
BON,1982-12-20,176.26,0.0,0.0,193.2,,,,,,,74.17
BON,1982-12-21,201.37,0.0,0.0,204.8,,,,,,,74.09
BON,1982-12-22,200.18,0.0,0.0,182.9,,,,,,,74.14
BON,1982-12-23,168.37,0.0,0.0,176.4,,,,,,,73.66
BON,1982-12-24,157.9,0.0,0.0,146.7,,,,,,,74.86
BON,1982-12-25,158.17,0.0,0.0,157.8,,,,,,,74.19
BON,1982-12-26,143.93,0.0,0.0,129.4,,,,,,,74.4
BON,1982-12-27,138.19,0.0,0.0,151.0,,,,,,,74.19
BON,1982-12-28,163.75,0.0,0.0,164.4,,,,,,,73.98
BON,1982-12-29,170.71,0.0,0.0,176.2,,,,,,,73.83
BON,1982-12-30,170.32,0.0,0.0,175.1,,,,,,,74.34
BON,1982-12-31,169.91,0.0,0.0,173.1,,,,,,,74.64
