Project,Date,Outflow (kcfs),Spill (kcfs),Spill Percent (%),Inflow (kcfs),Temp (Scroll Case) (C),Temperature (C),Barometric Pressure (mmHg),Dissolved Gas (mmHg),Dissolved Gas Percent (%),Turbidity (ft),Elevation (ft)
MCN,1982-01-01,135.9,0.0,0.0,158.6,,,,,,,338.99
MCN,1982-01-02,156.73,0.0,0.0,137.8,,,,,,,339.07
MCN,1982-01-03,153.77,0.0,0.0,170.6,,,,,,,338.76
MCN,1982-01-04,173.81,0.0,0.0,169.7,,,,,,,339.17
MCN,1982-01-05,174.65,0.0,0.0,181.2,,,,,,,338.98
MCN,1982-01-06,168.7,0.0,0.0,188.7,,,,,,,339.33
MCN,1982-01-07,205.13,0.0,0.0,199.3,,,,,,,339.63
MCN,1982-01-08,197.36,0.0,0.0,200.1,,,,,,,339.66
MCN,1982-01-09,180.1,0.0,0.0,151.3,,,,,,,339.43
MCN,1982-01-10,133.81,0.0,0.0,131.3,,,,,,,339.12
MCN,1982-01-11,160.17,0.0,0.0,177.3,,,,,,,339.26
MCN,1982-01-12,178.11,0.0,0.0,169.9,,,,,,,339.19
MCN,1982-01-13,169.68,0.0,0.0,183.6,,,,,,,339.17
MCN,1982-01-14,186.53,0.0,0.0,171.2,,,,,,,339.16
MCN,1982-01-15,161.16,0.0,0.0,149.1,,,,,,,338.79
MCN,1982-01-16,136.9,0.0,0.0,131.3,,,,,,,338.69
MCN,1982-01-17,153.15,0.0,0.0,160.6,,,,,,,338.78
MCN,1982-01-18,156.4,0.0,0.0,169.7,,,,,,,338.95
MCN,1982-01-19,168.13,0.0,0.0,177.2,,,,,,,339.03
MCN,1982-01-20,188.64,0.0,0.0,184.7,,,,,,,339.09
MCN,1982-01-21,184.11,0.0,0.0,193.3,,,,,,,338.8
MCN,1982-01-22,205.88,0.0,0.0,189.1,,,,,,,338.59
MCN,1982-01-23,181.23,0.0,0.0,174.4,,,,,,,338.54
MCN,1982-01-24,140.43,0.0,0.0,127.4,,,,,,,338.91
MCN,1982-01-25,154.72,0.0,0.0,162.9,,,,,,,339.06
MCN,1982-01-26,168.38,0.0,0.0,169.2,,,,,,,339.05
MCN,1982-01-27,175.73,0.0,0.0,176.0,,,,,,,339.08
