Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
The Dalles,1999-04-01,Sp,1,,20,6,,,,,,,,,7.5
The Dalles,1999-04-02,Sp,2,,18,2,,,,,,,,,7.6
The Dalles,1999-04-03,Sp,12,,9,2,,,,,,,,,7.5
The Dalles,1999-04-04,Sp,8,,12,2,,,,,,,,,7.5
The Dalles,1999-04-05,Sp,13,,8,5,,,,,,,,,7.5
The Dalles,1999-04-06,Sp,6,,7,2,,,,,,,,,7.6
The Dalles,1999-04-07,Sp,6,,8,6,,,,,,,,,7.7
The Dalles,1999-04-08,Sp,6,,-1,,,,,,,,,,7.7
The Dalles,1999-04-09,Sp,10,,9,,,,,,,,,,7.7
The Dalles,1999-04-10,Sp,16,1,2,,,,,,,,,,7.8
The Dalles,1999-04-11,Sp,24,,11,1,,,,,,,,,8
The Dalles,1999-04-12,Sp,30,1,8,2,,,,,,,,,8.2
The Dalles,1999-04-13,Sp,66,,13,2,,,,,,,,,8.2
The Dalles,1999-04-14,Sp,71,,7,2,,,,,,,,,8.2
The Dalles,1999-04-15,Sp,98,1,11,7,,,,,,,,,8.4
The Dalles,1999-04-16,Sp,204,3,17,5,,,,,,,,,8.6
The Dalles,1999-04-17,Sp,134,,7,1,,,,,,,,,8.8
The Dalles,1999-04-18,Sp,285,,8,2,,,,,,,,,8.9
The Dalles,1999-04-19,Sp,198,2,12,6,,,,,,,,,9.1
The Dalles,1999-04-20,Sp,134,1,8,1,,,,,,,,,9.3
The Dalles,1999-04-21,Sp,259,6,9,2,,,,,,,,,9.5
The Dalles,1999-04-22,Sp,436,8,16,6,,,,,,,,,9.7
The Dalles,1999-04-23,Sp,357,6,18,5,,,,,,,,,9.9
The Dalles,1999-04-24,Sp,328,17,8,2,,,,,,,,,10.3
The Dalles,1999-04-25,Sp,332,12,10,2,,,,,,,,,10.5
The Dalles,1999-04-26,Sp,488,21,6,1,,,,,,,,,10.5
The Dalles,1999-04-27,Sp,275,14,4,1,,,,,,,,,10.6
The Dalles,1999-04-28,Sp,507,35,7,2,,,,,,,,,10.6
The Dalles,1999-04-29,Sp,368,26,3,1,,,,,,,,,10.6
The Dalles,1999-04-30,Sp,527,41,4,,,,,,,,,,10.9
The Dalles,1999-05-01,Sp,783,44,3,1,,,,,,,,,11
The Dalles,1999-05-02,Sp,620,54,9,3,,,,,,,,,10.9
The Dalles,1999-05-03,Sp,474,44,2,1,,,,,,,,,10.9
The Dalles,1999-05-04,Sp,714,98,5,1,,,,,,,,,10.8
The Dalles,1999-05-05,Sp,458,92,6,1,,,,,,,,,10.7
The Dalles,1999-05-06,Sp,472,103,3,1,,,,,,,,,10.9
The Dalles,1999-05-07,Sp,596,155,1,,,,,,,,,,10.8
The Dalles,1999-05-08,Sp,414,164,2,,,,,,,,,,10.6
The Dalles,1999-05-09,Sp,691,301,13,1,,,,,,,,,10.6
The Dalles,1999-05-10,Sp,521,236,9,2,,,,,,,,,10.7
The Dalles,1999-05-11,Sp,613,295,10,2,,,,,,,,,10.8
The Dalles,1999-05-12,Sp,485,260,7,,,,,14,,,,,10.8
The Dalles,1999-05-13,Sp,288,391,11,1,,,,12,,,,,10.9
The Dalles,1999-05-14,Sp,360,318,10,2,,,,14,,,,,11
The Dalles,1999-05-15,Sp,320,401,9,2,,,,17,,,,,11.1
The Dalles,1999-05-16,Sp,449,350,15,,,,,30,,,,,11.2
The Dalles,1999-05-17,Sp,359,301,23,,,,,94,,,,,11.4
The Dalles,1999-05-18,Sp,255,300,10,,,,,256,,,,,11.7
The Dalles,1999-05-19,Sp,186,235,6,,,,,138,,,,,11.9
The Dalles,1999-05-20,Sp,228,250,13,1,,,,361,,,,,12.2
The Dalles,1999-05-21,Sp,237,197,12,1,,,,233,,,,,12.4
The Dalles,1999-05-22,Sp,339,174,12,,,,,1097,,,,,12.8
The Dalles,1999-05-23,Sp,257,135,13,2,,,,1456,,,,,13.2
The Dalles,1999-05-24,Sp,189,128,11,,,,,3675,,,,,13.5
The Dalles,1999-05-25,Sp,134,153,16,,,,,6656,,,,,13.7
The Dalles,1999-05-26,Sp,216,164,12,2,,,,8724,,,,,13.8
The Dalles,1999-05-27,Sp,244,120,17,,,,,20304,2,,,,14.1
The Dalles,1999-05-28,Sp,245,126,23,1,,,,17909,4,,,,14.4
The Dalles,1999-05-29,Sp,221,78,24,1,,,,12622,2,,,,14.7
The Dalles,1999-05-30,Sp,204,94,19,,,,,21667,8,,,,14.9
The Dalles,1999-05-31,Sp,186,60,17,,,,,25363,6,,,,15
The Dalles,1999-06-01,Sp,171,32,25,,,,,25203,4,,,,14.9
The Dalles,1999-06-02,Sp,195,73,14,,2,,,27889,14,,,,14.7
The Dalles,1999-06-03,Sp,238,59,16,1,,,,21274,8,,,,14.5
The Dalles,1999-06-04,Su,203,49,27,,1,,,9892,6,,,,14.2
The Dalles,1999-06-05,Su,161,44,15,1,1,,,32173,,,,,14.1
The Dalles,1999-06-06,Su,158,56,22,,3,,,33524,4,,,,13.8
The Dalles,1999-06-07,Su,88,37,16,,4,,,47985,2,,,,13.6
The Dalles,1999-06-08,Su,116,36,15,1,6,,,32932,,,,,13.5
The Dalles,1999-06-09,Su,123,37,14,3,16,,,19474,,,,,13.6
The Dalles,1999-06-10,Su,155,50,31,1,19,,,23541,4,,,,13.7
The Dalles,1999-06-11,Su,208,68,33,2,11,,,27356,4,,,,13.9
The Dalles,1999-06-12,Su,210,54,36,1,52,,,72864,2,,,,14.1
The Dalles,1999-06-13,Su,231,42,29,,60,,,67622,10,,,,14.3
The Dalles,1999-06-14,Su,249,54,45,2,87,,,69686,20,,,,14.5
The Dalles,1999-06-15,Su,435,112,80,8,145,,,62549,8,,,,14.9
The Dalles,1999-06-16,Su,287,64,56,8,163,,,75771,12,,,,15.2
The Dalles,1999-06-17,Su,379,83,60,9,172,,,77154,30,,,,15.6
The Dalles,1999-06-18,Su,384,105,53,11,148,,,88127,16,,,,15.9
The Dalles,1999-06-19,Su,324,82,58,7,177,,,95641,16,,,,16.2
The Dalles,1999-06-20,Su,416,68,71,8,196,,,83766,24,,,,16.3
The Dalles,1999-06-21,Su,470,88,69,14,214,,,58567,56,,,,16.4
The Dalles,1999-06-22,Su,267,75,71,12,169,,,63106,30,,,,16.5
The Dalles,1999-06-23,Su,425,82,86,17,353,,,80865,24,,,,16.7
The Dalles,1999-06-24,Su,488,79,89,20,421,,,70028,44,,,,16.9
The Dalles,1999-06-25,Su,423,55,86,21,411,,,29386,30,,,,16.7
The Dalles,1999-06-26,Su,428,60,66,17,353,,,35652,76,,,,16.6
The Dalles,1999-06-27,Su,582,70,99,20,399,,,16338,88,,,,16.3
The Dalles,1999-06-28,Su,388,34,100,35,441,,,17527,22,,,,16.1
The Dalles,1999-06-29,Su,420,62,94,29,540,,,24972,36,,,,16.2
The Dalles,1999-06-30,Su,483,57,149,40,646,,,19790,52,,,,16.3
The Dalles,1999-07-01,Su,440,65,146,43,615,,,16472,48,,,,16.5
The Dalles,1999-07-02,Su,466,42,134,43,478,,,15446,76,,,,16.4
The Dalles,1999-07-03,Su,523,52,158,39,589,,,12388,48,,,,16.4
The Dalles,1999-07-04,Su,526,25,187,60,743,,,10380,44,,,,16.5
The Dalles,1999-07-05,Su,476,45,234,80,779,,,13212,28,,,,16.5
The Dalles,1999-07-06,Su,353,37,203,67,615,,,12223,64,,,,16.7
The Dalles,1999-07-07,Su,611,65,319,103,678,,,8460,48,,,,16.7
The Dalles,1999-07-08,Su,424,39,294,95,380,,,8856,48,,,,16.6
The Dalles,1999-07-09,Su,638,67,401,142,491,,,8347,40,,,,16.9
The Dalles,1999-07-10,Su,567,78,449,171,435,,,9131,38,,,,17.2
The Dalles,1999-07-11,Su,497,63,468,187,446,,,8060,54,,,,17.4
The Dalles,1999-07-12,Su,516,41,508,235,291,,,9831,160,,,,17.7
The Dalles,1999-07-13,Su,628,33,838,334,268,,,10407,96,,,,18.1
The Dalles,1999-07-14,Su,569,40,821,362,179,,,4511,190,,,,18.1
The Dalles,1999-07-15,Su,538,47,889,378,190,,,4441,112,,,,18.2
The Dalles,1999-07-16,Su,384,40,805,350,220,,,4741,112,,,,18.5
The Dalles,1999-07-17,Su,438,53,1007,445,169,,,5299,88,,,,18.3
The Dalles,1999-07-18,Su,249,41,767,326,106,,,3440,132,,,,18.3
The Dalles,1999-07-19,Su,372,38,929,396,117,,,3937,180,,,,18.7
The Dalles,1999-07-20,Su,242,36,810,382,82,,,3122,146,,,,18.9
The Dalles,1999-07-21,Su,340,46,1152,510,111,,,1878,184,,,,18.7
The Dalles,1999-07-22,Su,273,36,1161,552,91,,,2005,192,,,,18.7
The Dalles,1999-07-23,Su,239,16,786,337,91,,,1665,168,,,,18.9
The Dalles,1999-07-24,Su,363,29,1234,589,56,,,1335,168,,,,18.8
The Dalles,1999-07-25,Su,271,27,1150,465,47,,,766,132,,,,18.7
The Dalles,1999-07-26,Su,248,30,1160,524,48,,,1132,168,,,,19.1
The Dalles,1999-07-27,Su,189,44,952,336,35,,,1103,200,,,,19.4
The Dalles,1999-07-28,Su,277,63,1566,666,36,,,783,144,,,,19.5
The Dalles,1999-07-29,Su,330,51,1996,874,30,,,619,188,,,,19.5
The Dalles,1999-07-30,Su,267,49,1726,763,17,,,483,256,,,,19.5
The Dalles,1999-07-31,Su,233,39,2027,895,12,,,358,270,,,,19.8
The Dalles,1999-08-01,Su,256,27,2027,925,10,,,215,266,,,,19.9
The Dalles,1999-08-02,Su,192,51,2095,846,12,,,190,252,,,,20.1
The Dalles,1999-08-03,Su,294,49,2737,1072,10,,,160,264,,,,20.4
The Dalles,1999-08-04,Fa,219,48,2348,949,5,,,129,292,,,,20.7
The Dalles,1999-08-05,Fa,214,51,2465,945,6,,,157,254,,,,21
The Dalles,1999-08-06,Fa,176,53,2193,861,1,,,162,132,,,,21
The Dalles,1999-08-07,Fa,141,83,1903,696,1,,,164,210,,,,20.9
The Dalles,1999-08-08,Fa,189,52,1625,597,1,,,186,140,,,,20.9
The Dalles,1999-08-09,Fa,223,51,1318,483,2,,,140,208,,,,21.1
The Dalles,1999-08-10,Fa,258,81,1423,512,1,,,168,172,,,,21.3
The Dalles,1999-08-11,Fa,238,88,1209,431,1,,,64,168,,,,21.1
The Dalles,1999-08-12,Fa,336,98,1397,515,,,,60,120,,,,19.8
The Dalles,1999-08-13,Fa,294,72,1196,388,,,,38,188,,,,20.6
The Dalles,1999-08-14,Fa,351,122,1537,472,1,,,99,148,,,,20.4
The Dalles,1999-08-15,Fa,391,95,1733,499,,,,73,92,,,,20.3
The Dalles,1999-08-16,Fa,316,130,1700,494,,,,52,94,,,,20.2
The Dalles,1999-08-17,Fa,393,70,1822,480,,,,43,92,,,,20.2
The Dalles,1999-08-18,Fa,502,100,1843,474,1,,,116,126,,,,20.3
The Dalles,1999-08-19,Fa,580,111,1743,432,1,,,87,108,,,,20.1
The Dalles,1999-08-20,Fa,607,139,1920,489,1,,,43,84,,,,20.2
The Dalles,1999-08-21,Fa,1074,151,1924,484,1,1,,34,96,,,,20.3
The Dalles,1999-08-22,Fa,1301,163,2049,477,,1,,29,84,,,,20.3
The Dalles,1999-08-23,Fa,1659,147,2509,578,1,,1,29,112,,,,20.5
The Dalles,1999-08-24,Fa,2044,139,2383,520,,,,28,68,,,,20.6
The Dalles,1999-08-25,Fa,2070,135,2051,412,1,1,1,17,68,,,,20.7
The Dalles,1999-08-26,Fa,1424,138,2014,408,,2,,14,92,,,,20.7
The Dalles,1999-08-27,Fa,1732,106,1521,303,,3,,16,68,,,,20.9
The Dalles,1999-08-28,Fa,2473,228,1834,345,,1,,29,70,,,,21.1
The Dalles,1999-08-29,Fa,1588,152,1352,286,,3,2,4,80,,,,21.1
The Dalles,1999-08-30,Fa,2300,190,1576,328,,2,1,2,56,,,,20.7
The Dalles,1999-08-31,Fa,3662,213,1218,255,,16,2,4,98,,,,20.3
The Dalles,1999-09-01,Fa,3298,220,1074,206,1,15,3,,48,,,,20.4
The Dalles,1999-09-02,Fa,3076,309,1648,292,,23,,,64,,,1,20.3
The Dalles,1999-09-03,Fa,1832,217,1444,201,,28,6,,28,,,,20.2
The Dalles,1999-09-04,Fa,3155,238,1526,264,,43,19,,16,,,,20.1
The Dalles,1999-09-05,Fa,4904,320,1689,270,,115,11,,42,,,,19.9
The Dalles,1999-09-06,Fa,8878,511,2537,519,,165,16,,68,,,,19.5
