Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
John Day,1999-04-01,Sp,1,,169,22,,,,,,,,,7.4
John Day,1999-04-02,Sp,2,,167,17,,,,,,,,,7.3
John Day,1999-04-03,Sp,4,,161,20,,,,,,,,,7.3
John Day,1999-04-04,Sp,2,,181,36,,,,,,,,,7.3
John Day,1999-04-05,Sp,1,,31,-1,,,,,,,,,7.4
John Day,1999-04-06,Sp,,,85,38,,,,,,,,,7.4
John Day,1999-04-07,Sp,2,,68,23,,,,,,,,,7.5
John Day,1999-04-08,Sp,7,,98,31,,,,,,,,,7.6
John Day,1999-04-09,Sp,1,,86,5,,,,,,,,,7.6
John Day,1999-04-10,Sp,6,,77,12,,,,,,,,,8
John Day,1999-04-11,Sp,12,,89,42,,,,,,,,,8.2
John Day,1999-04-12,Sp,5,,53,23,,,,,,,,,8
John Day,1999-04-13,Sp,11,,114,33,,,,,,,,,7.8
John Day,1999-04-14,Sp,18,,121,54,,,,,,,,,8.1
John Day,1999-04-15,Sp,9,,100,26,,,,,,,,,8.4
John Day,1999-04-16,Sp,45,,136,38,,,,,,,,,9
John Day,1999-04-17,Sp,29,,13,10,,,,,,,,,8.7
John Day,1999-04-18,Sp,72,4,46,27,,,,,,,,,8.7
John Day,1999-04-19,Sp,120,,85,34,,,,,,,,,8.9
John Day,1999-04-20,Sp,181,,107,44,,,,,,,,,9.2
John Day,1999-04-21,Sp,177,2,84,19,,,,,,,,,9.5
John Day,1999-04-22,Sp,124,,90,17,,,,,,,,,9.6
John Day,1999-04-23,Sp,149,1,77,22,,,,,,,,,10.2
John Day,1999-04-24,Sp,367,5,98,38,,,,,,,,,10.3
John Day,1999-04-25,Sp,311,6,98,37,,,,,,,,,10.3
John Day,1999-04-26,Sp,204,1,103,51,,,,,,,,,10.4
John Day,1999-04-27,Sp,177,4,33,25,,,,,,,,,10.6
John Day,1999-04-28,Sp,313,7,27,17,,,,,,,,,10.5
John Day,1999-04-29,Sp,204,20,32,19,,,,,,,,,10.7
John Day,1999-04-30,Sp,378,26,73,19,,,,,,,,,10.7
John Day,1999-05-01,Sp,395,39,54,21,,,,,,,,,10.8
John Day,1999-05-02,Sp,493,37,31,21,,,,,,,,,10.8
John Day,1999-05-03,Sp,368,30,12,12,,,,,,,,,10.7
John Day,1999-05-04,Sp,280,23,16,14,,,,,,,,,10.6
John Day,1999-05-05,Sp,380,43,26,12,,,,,,,,,10.9
John Day,1999-05-06,Sp,840,70,39,21,,,,,,,,,11
John Day,1999-05-07,Sp,376,45,6,-2,,,,,,,,,10.5
John Day,1999-05-08,Sp,402,77,19,5,,,,,,,,,10.5
John Day,1999-05-09,Sp,568,126,16,8,,,,,,,,,10.6
John Day,1999-05-10,Sp,529,177,12,7,,,,,,,,,11
John Day,1999-05-11,Sp,393,176,22,12,,,,,,,,,10.7
John Day,1999-05-12,Sp,680,204,20,5,,,,,,,,,10.7
John Day,1999-05-13,Sp,426,258,26,,,,,,,,,,10.4
John Day,1999-05-14,Sp,383,235,41,2,,,,,,,,,10
John Day,1999-05-15,Sp,328,226,17,5,,,,,,,,,11
John Day,1999-05-16,Sp,675,410,19,2,,,,,2,,,,11.2
John Day,1999-05-17,Sp,342,339,18,1,,,,7,4,,,,11.4
John Day,1999-05-18,Sp,424,345,15,-1,,,,8,,,,,11.6
John Day,1999-05-19,Sp,319,227,-5,1,,,,10,,,,,11.9
John Day,1999-05-20,Sp,205,129,3,2,,,,8,-2,,,,12.1
John Day,1999-05-21,Sp,297,267,61,13,,,,12,2,,,,12.3
John Day,1999-05-22,Sp,336,167,55,5,,,,94,44,,,,13.3
John Day,1999-05-23,Sp,366,178,16,2,,,,243,6,,,,13.8
John Day,1999-05-24,Sp,192,184,47,8,,,,261,10,,,,13.3
John Day,1999-05-25,Sp,168,142,38,13,,,,181,,,,,13.4
John Day,1999-05-26,Sp,232,161,25,2,,,,75,16,,,,14.3
John Day,1999-05-27,Sp,263,143,17,,,,,585,,,,,14.1
John Day,1999-05-28,Sp,288,117,31,5,,,,1211,2,,,,14.4
John Day,1999-05-29,Sp,294,90,20,,1,,,2114,8,,,,14.7
John Day,1999-05-30,Sp,258,78,21,-1,,,,1330,10,,,,14.8
John Day,1999-05-31,Sp,228,46,26,-2,,,,1565,,,,,14.9
John Day,1999-06-01,Sp,167,71,15,,2,,,220,,,,,14.8
John Day,1999-06-02,Sp,122,33,25,3,,,,502,-2,,,,14
John Day,1999-06-03,Sp,172,42,22,,,,,152,4,,,,13.7
John Day,1999-06-04,Sp,153,38,14,-4,,,,80,4,,,,13.3
John Day,1999-06-05,Sp,135,40,22,,,,,118,12,,,,13
John Day,1999-06-06,Su,110,39,14,,,,,68,,,,,13.6
John Day,1999-06-07,Su,139,48,28,4,,,,1420,6,,,,13.4
John Day,1999-06-08,Su,122,36,9,,,,,784,,,,,13.4
John Day,1999-06-09,Su,163,46,20,2,2,,,516,-2,,,,13.4
John Day,1999-06-10,Su,163,48,34,2,2,,,6252,,,,,13.5
John Day,1999-06-11,Su,261,49,34,1,5,,,24703,,,,,14.2
John Day,1999-06-12,Su,185,25,30,1,12,,,11964,,,,,14.4
John Day,1999-06-13,Su,233,38,42,,46,,,5012,-2,,,,14
