Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Little Goose,1999-04-01,,,,124,35,,,,,,,,,7.2
Little Goose,1999-04-02,,,,73,25,,,,,,,,,7.1
Little Goose,1999-04-03,,,,80,15,,,,,,,,,7.2
Little Goose,1999-04-04,,,,53,22,,,,,,,,,7
Little Goose,1999-04-05,,,,38,5,,,,,,,,,7.1
Little Goose,1999-04-06,,,,45,19,,,,,,,,,7.3
Little Goose,1999-04-07,,,,42,10,,,,,,,,,7.8
Little Goose,1999-04-08,,,,20,8,,,,,,,,,7.8
Little Goose,1999-04-09,,1,,28,9,,,,,,,,,8
Little Goose,1999-04-10,,,,20,5,,,,,,,,,8.1
Little Goose,1999-04-11,,2,,34,9,,,,,,,,,8
Little Goose,1999-04-12,,,,20,7,,,,,,,,,9.1
Little Goose,1999-04-13,,,,13,7,,,,,,,,,8.4
Little Goose,1999-04-14,,1,,14,6,,,,,,,,,8.6
Little Goose,1999-04-15,Sp,,,18,9,,,,,,,,,8.9
Little Goose,1999-04-16,Sp,,,15,3,,,,,,,,,8.8
Little Goose,1999-04-17,Sp,,,17,8,,,,,,,,,9.3
Little Goose,1999-04-18,Sp,,,28,11,,,,,,,,,9.7
Little Goose,1999-04-19,Sp,,,20,6,,,,,,,,,9.6
Little Goose,1999-04-20,Sp,,,12,2,,,,,,,,,9.7
Little Goose,1999-04-21,Sp,,,6,5,,,,,,,,,9.9
Little Goose,1999-04-22,Sp,3,,12,5,,,,,,,,,10.3
Little Goose,1999-04-23,Sp,2,,16,9,,,,,,,,,10.2
Little Goose,1999-04-24,Sp,5,,16,7,,,,,,,,,10.1
Little Goose,1999-04-25,Sp,6,1,19,6,,,,,,,,,9.9
Little Goose,1999-04-26,Sp,5,-1,13,6,,,,,,,,,9.9
Little Goose,1999-04-27,Sp,5,,14,4,,,,,,,,,10.1
Little Goose,1999-04-28,Sp,10,,14,4,,,,,,,,,10.3
Little Goose,1999-04-29,Sp,9,1,9,2,,,,,,,,,10.6
Little Goose,1999-04-30,Sp,21,2,8,2,,,,,,,,,10.4
Little Goose,1999-05-01,Sp,18,2,9,5,,,,,,,,,10.6
Little Goose,1999-05-02,Sp,11,2,7,3,,,,,,,,,10
Little Goose,1999-05-03,Sp,16,2,4,4,,,,,,,,,9.3
Little Goose,1999-05-04,Sp,22,4,8,1,,,,,,,,,9.6
Little Goose,1999-05-05,Sp,25,5,5,3,,,,,,,,,9.6
Little Goose,1999-05-06,Sp,43,7,5,2,,,,,,,,,10
Little Goose,1999-05-07,Sp,36,13,6,4,,,,,,,,,10.2
Little Goose,1999-05-08,Sp,49,16,2,1,,,,,,,,,10.1
Little Goose,1999-05-09,Sp,39,9,2,1,,,,,,,,,10.1
Little Goose,1999-05-10,Sp,68,18,1,1,,,,,,,,,10.8
Little Goose,1999-05-11,Sp,41,23,4,3,,,,,,,,,11
Little Goose,1999-05-12,Sp,52,22,1,1,,,,,,,,,10.8
Little Goose,1999-05-13,Sp,75,37,2,1,,,,,,,,,10.5
Little Goose,1999-05-14,Sp,106,60,-2,1,,,,,,,,,10.2
Little Goose,1999-05-15,Sp,154,64,,1,,,,,,,,,10.3
Little Goose,1999-05-16,Sp,74,53,1,,,,,,,,,,10.7
