Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Lower Granite,1999-03-03,,,,83,7,,,,,,,,,
Lower Granite,1999-03-04,,,,32,1,,,,,,,,,
Lower Granite,1999-03-05,,,,113,4,,,,,,,,,
Lower Granite,1999-03-06,,,,110,10,,,,,,,,,
Lower Granite,1999-03-07,,,,85,3,,,,,,,,,
Lower Granite,1999-03-08,,,,72,5,,,,,,,,,
Lower Granite,1999-03-09,,,,59,2,,,,,,,,,
Lower Granite,1999-03-10,,,,51,2,,,,,,,,,4.9
Lower Granite,1999-03-11,,,,51,3,,,,,,,,,5
Lower Granite,1999-03-12,,,,69,5,,,,,,,,,5
Lower Granite,1999-03-13,,,,82,6,,,,,,,,,5.3
Lower Granite,1999-03-14,,,,84,6,,,,,,,,,5.7
Lower Granite,1999-03-15,,,,96,8,,,,,,,,,5.9
Lower Granite,1999-03-16,,,,103,6,,,,,,,,,6.4
Lower Granite,1999-03-17,Sp,,,87,3,,,,,,,,,6.7
Lower Granite,1999-03-18,Sp,,,73,2,,,,,,,,,6.7
Lower Granite,1999-03-19,Sp,,,93,5,,,,,,,,,6.7
Lower Granite,1999-03-20,Sp,,,68,3,,,,,,,,,6.6
Lower Granite,1999-03-21,Sp,,,111,9,,,,,,,,,6.8
Lower Granite,1999-03-22,Sp,,,57,5,,,,,,,,,7.1
Lower Granite,1999-03-23,Sp,,,70,5,,,,,,,,,7
Lower Granite,1999-03-24,Sp,,,90,9,,,,,,,,,7.2
Lower Granite,1999-03-25,Sp,,,47,2,,,,,,,,,7.3
Lower Granite,1999-03-26,Sp,,,45,1,,,,,,,,,7.4
Lower Granite,1999-03-27,Sp,,,32,,,,,,,,,,7.7
Lower Granite,1999-03-28,Sp,,,30,1,,,,,,,,,7.4
Lower Granite,1999-03-29,Sp,,,86,9,,,,,,,,,7.1
Lower Granite,1999-03-30,Sp,,,64,7,,,,,,,,,7
Lower Granite,1999-03-31,Sp,,,48,5,,,,,,,,,7
Lower Granite,1999-04-01,Sp,,,67,20,,,,,,,,,6.9
Lower Granite,1999-04-02,Sp,,,68,25,,,,,,,,,7.2
Lower Granite,1999-04-03,Sp,,,80,26,,,,,,,,,7.3
Lower Granite,1999-04-04,Sp,,,76,30,,,,,,,,,7.4
Lower Granite,1999-04-05,Sp,,,49,23,,,,,,,,,7.9
Lower Granite,1999-04-06,Sp,,,46,16,,,,,,,,,7.8
Lower Granite,1999-04-07,Sp,,,29,11,,,,,,,,,8.1
Lower Granite,1999-04-08,Sp,,,35,16,,,,,,,,,8
Lower Granite,1999-04-09,Sp,,,36,17,,,,,,,,,8.1
Lower Granite,1999-04-10,Sp,,,42,17,,,,,,,,,8.3
Lower Granite,1999-04-11,Sp,,,29,8,,,,,,,,,8.7
Lower Granite,1999-04-12,Sp,,,20,8,,,,,,,,,8.2
Lower Granite,1999-04-13,Sp,,,31,12,,,,,,,,,8.2
Lower Granite,1999-04-14,Sp,,,19,8,,,,,,,,,8.6
Lower Granite,1999-04-15,Sp,,,7,2,,,,,,,,,9.1
Lower Granite,1999-04-16,Sp,,,16,7,,,,,,,,,9.4
Lower Granite,1999-04-17,Sp,,,20,7,,,,,,,,,9.6
Lower Granite,1999-04-18,Sp,,,19,11,,,,,,,,,9.7
Lower Granite,1999-04-19,Sp,,,28,13,,,,,,,,,9.9
Lower Granite,1999-04-20,Sp,,,24,11,,,,,,,,,10
Lower Granite,1999-04-21,Sp,,,13,8,,,,,,,,,9.8
Lower Granite,1999-04-22,Sp,,,8,6,,,,,,,,,9.5
Lower Granite,1999-04-23,Sp,,,5,4,,,,,,,,,9.3
Lower Granite,1999-04-24,Sp,6,,14,6,,,,,,,,,9.8
Lower Granite,1999-04-25,Sp,1,,22,11,,,,,,,,,10
Lower Granite,1999-04-26,Sp,5,,11,7,,,,,,,,,10.3
Lower Granite,1999-04-27,Sp,6,1,14,10,,,,,,,,,10.5
Lower Granite,1999-04-28,Sp,6,,4,2,,,,,,,,,10.2
Lower Granite,1999-04-29,Sp,6,,11,8,,,,,,,,,10
Lower Granite,1999-04-30,Sp,5,,12,8,,,,,,,,,9.7
Lower Granite,1999-05-01,Sp,8,,4,2,,,,,,,,,9.2
Lower Granite,1999-05-02,Sp,12,1,6,4,,,,,,,,,9.7
Lower Granite,1999-05-03,Sp,11,2,8,8,,,,,,,,,9.7
Lower Granite,1999-05-04,Sp,14,1,8,6,,,,,,,,,9.8
Lower Granite,1999-05-05,Sp,14,4,5,2,,,,,,,,,10
Lower Granite,1999-05-06,Sp,20,2,7,2,,,,,,,,,10.1
Lower Granite,1999-05-07,Sp,18,4,10,6,,,,,,,,,10.3
Lower Granite,1999-05-08,Sp,55,13,5,2,,,,,,,,,10.6
Lower Granite,1999-05-09,Sp,34,5,2,1,,,,,,,,,10.6
Lower Granite,1999-05-10,Sp,19,12,4,2,,,,,,,,,10.4
Lower Granite,1999-05-11,Sp,40,11,2,1,,,,,,,,,10
Lower Granite,1999-05-12,Sp,53,22,1,1,,,,,,,,,10
Lower Granite,1999-05-13,Sp,44,18,5,2,,,,,,,,,10.3
Lower Granite,1999-05-14,Sp,72,32,2,1,,,,,,,,,10.7
Lower Granite,1999-05-15,Sp,65,50,2,2,,,,,,,,,10.7
Lower Granite,1999-05-16,Sp,92,53,4,1,,,,,,,,,10.8
Lower Granite,1999-05-17,Sp,115,62,4,2,,,,,,,,,11
Lower Granite,1999-05-18,Sp,74,64,1,1,,,,,,,,,11.1
Lower Granite,1999-05-19,Sp,104,109,4,2,,,,,,,,,11.5
Lower Granite,1999-05-20,Sp,136,114,,,,,,,,,,,11.8
Lower Granite,1999-05-21,Sp,133,91,1,1,,,,,,,,,11.9
Lower Granite,1999-05-22,Sp,146,144,2,1,,,,,,,,,12.6
