Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Priest Rapids,1999-01-01,,,,,,,,,,,,,,
Priest Rapids,1999-01-02,,,,,,,,,,,,,,
Priest Rapids,1999-03-01,,,,,,,,,,,,,,
Priest Rapids,1999-03-02,,,,,,,,,,,,,,
Priest Rapids,1999-03-03,,,,,,,,,,,,,,
Priest Rapids,1999-03-04,,,,,,,,,,,,,,
Priest Rapids,1999-03-05,,,,,,,,,,,,,,
Priest Rapids,1999-03-06,,,,,,,,,,,,,,
Priest Rapids,1999-03-07,,,,,,,,,,,,,,
Priest Rapids,1999-03-08,,,,,,,,,,,,,,
Priest Rapids,1999-03-09,,,,,,,,,,,,,,
Priest Rapids,1999-03-10,,,,,,,,,,,,,,
Priest Rapids,1999-03-11,,,,,,,,,,,,,,
Priest Rapids,1999-03-12,,,,,,,,,,,,,,
Priest Rapids,1999-03-13,,,,,,,,,,,,,,
Priest Rapids,1999-03-14,,,,,,,,,,,,,,
Priest Rapids,1999-03-15,,,,,,,,,,,,,,
Priest Rapids,1999-03-16,,,,,,,,,,,,,,
Priest Rapids,1999-03-17,,,,,,,,,,,,,,
Priest Rapids,1999-03-18,,,,,,,,,,,,,,
Priest Rapids,1999-03-19,,,,,,,,,,,,,,
Priest Rapids,1999-03-20,,,,,,,,,,,,,,
Priest Rapids,1999-03-21,,,,,,,,,,,,,,
Priest Rapids,1999-03-22,,,,,,,,,,,,,,
Priest Rapids,1999-03-23,,,,,,,,,,,,,,
Priest Rapids,1999-03-24,,,,,,,,,,,,,,
Priest Rapids,1999-03-25,,,,,,,,,,,,,,
Priest Rapids,1999-03-26,,,,,,,,,,,,,,
Priest Rapids,1999-03-27,,,,,,,,,,,,,,
Priest Rapids,1999-03-28,,,,,,,,,,,,,,
Priest Rapids,1999-03-29,,,,,,,,,,,,,,
Priest Rapids,1999-03-30,,,,,,,,,,,,,,
Priest Rapids,1999-03-31,,,,,,,,,,,,,,5.7
Priest Rapids,1999-04-01,,,,,,,,,,,,,,5.6
Priest Rapids,1999-04-02,,,,,,,,,,,,,,5.8
Priest Rapids,1999-04-03,,,,,,,,,,,,,,5.7
Priest Rapids,1999-04-04,,,,,,,,,,,,,,5.7
Priest Rapids,1999-04-05,,,,,,,,,,,,,,5.8
Priest Rapids,1999-04-06,,,,,,,,,,,,,,6
Priest Rapids,1999-04-07,,,,,,,,,,,,,,6.2
Priest Rapids,1999-04-08,,,,,,,,,,,,,,6.2
Priest Rapids,1999-04-09,,,,,,,,,,,,,,6
Priest Rapids,1999-04-10,,,,,,,,,,,,,,6.4
