Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Lower Granite,1975-03-19,Sp,,,44.0,,,,,,,,,,
Lower Granite,1975-03-20,Sp,,,59.0,,,,,,,,,,
Lower Granite,1975-03-21,Sp,,,24.0,,,,,,,,,,
Lower Granite,1975-03-22,Sp,,,48.0,,,,,,,,,,
Lower Granite,1975-03-23,Sp,,,77.0,,,,,,,,,,
Lower Granite,1975-03-24,Sp,,,41.0,,,,,,,,,,
Lower Granite,1975-03-25,Sp,,,18.0,,,,,,,,,,
Lower Granite,1975-03-26,Sp,,,55.0,,,,,,,,,,
Lower Granite,1975-03-27,Sp,,,20.0,,,,,,,,,,
Lower Granite,1975-03-28,Sp,,,45.0,,,,,,,,,,
Lower Granite,1975-03-29,Sp,,,28.0,,,,,,,,,,
Lower Granite,1975-03-30,Sp,,,16.0,,,,,,,,,,
Lower Granite,1975-04-01,Sp,,,9.0,,,,,,,,,,6.1
Lower Granite,1975-04-02,Sp,,,21.0,,,,,,,,,,6.7
Lower Granite,1975-04-03,Sp,,,38.0,,,,,,,,,,6.7
Lower Granite,1975-04-04,Sp,,,23.0,,,,,,,,,,6.7
Lower Granite,1975-04-05,Sp,,,49.0,,,,,,,,,,6.7
Lower Granite,1975-04-06,Sp,,,112.0,,,,,,,,,,6.7
Lower Granite,1975-04-07,Sp,,,79.0,,,,,,,,,,6.7
Lower Granite,1975-04-08,Sp,,,40.0,,,,,,,,,,6.7
Lower Granite,1975-04-09,Sp,,,28.0,,,,,,,,,,6.7
Lower Granite,1975-04-10,Sp,,,93.0,,,,,,,,,,6.7
Lower Granite,1975-04-11,Sp,,,92.0,,,,,,,,,,6.7
Lower Granite,1975-04-12,Sp,,,86.0,,,,,,,,,,6.7
Lower Granite,1975-04-13,Sp,,,137.0,,,,,,,,,,6.7
Lower Granite,1975-04-14,Sp,,,72.0,,,,,,,,,,6.7
Lower Granite,1975-04-15,Sp,,,51.0,,,,,,,,,,6.7
Lower Granite,1975-04-16,Sp,,,98.0,,,,,,,,,,6.7
Lower Granite,1975-04-17,Sp,,,88.0,,,,,,,,,,7.2
Lower Granite,1975-04-18,Sp,,,61.0,,,,,,,,,,7.2
Lower Granite,1975-04-19,Sp,,,68.0,,,,,,,,,,7.8
Lower Granite,1975-04-20,Sp,,,53.0,,,,,,,,,,8.3
Lower Granite,1975-04-21,Sp,,,51.0,,,,,,,,,,8.3
Lower Granite,1975-04-22,Sp,,,42.0,,,,,,,,,,8.3
Lower Granite,1975-04-23,Sp,,,39.0,,,,,,,,,,8.3
Lower Granite,1975-04-24,Sp,,,62.0,,,,,,,,,,8.3
Lower Granite,1975-04-25,Sp,,,40.0,,,,,,,,,,8.3
Lower Granite,1975-04-26,Sp,,,30.0,,,,,,,,,,8.3
Lower Granite,1975-04-27,Sp,,,58.0,,,,,,,,,,8.9
Lower Granite,1975-04-28,Sp,,,30.0,,,,,,,,,,8.9
Lower Granite,1975-04-29,Sp,,,42.0,,,,,,,,,,8.9
Lower Granite,1975-04-30,Sp,1.0,,32.0,,,,,,,,,,9.4
Lower Granite,1975-05-01,Sp,2.0,,54.0,,,,,,,,,,9.4
Lower Granite,1975-05-02,Sp,9.0,,107.0,,,,,,,,,,10.0
Lower Granite,1975-05-03,Sp,8.0,,31.0,,,,,,,,,,9.4
Lower Granite,1975-05-04,Sp,31.0,,39.0,,,,,,,,,,9.4
Lower Granite,1975-05-05,Sp,100.0,,60.0,,,,,,,,,,10.0
Lower Granite,1975-05-06,Sp,32.0,,57.0,,,,,,,,,,10.0
Lower Granite,1975-05-07,Sp,36.0,,19.0,,,,,,,,,,10.6
Lower Granite,1975-05-08,Sp,7.0,,20.0,,,,,,,,,,10.0
Lower Granite,1975-05-09,Sp,4.0,,28.0,,,,,,,,,,10.0
Lower Granite,1975-05-10,Sp,20.0,,36.0,,,,,,,,,,10.0
Lower Granite,1975-05-11,Sp,178.0,,39.0,,,,,,,,,,10.6
Lower Granite,1975-05-12,Sp,304.0,,56.0,,,,,,,,,,10.6
Lower Granite,1975-05-13,Sp,109.0,,53.0,,,,,,,,,,10.6
Lower Granite,1975-05-14,Sp,147.0,,28.0,,,,,,,,,,10.6
Lower Granite,1975-05-15,Sp,355.0,,47.0,,,,,,,,,,11.1
Lower Granite,1975-05-16,Sp,576.0,,63.0,,,,,,,,,,11.1
Lower Granite,1975-05-17,Sp,279.0,,39.0,,,,,,,,,,11.1
Lower Granite,1975-05-18,Sp,520.0,,48.0,,,,,,,,,,11.1
Lower Granite,1975-05-19,Sp,771.0,,32.0,,,,,,,,,,11.1
Lower Granite,1975-05-20,Sp,266.0,,13.0,,,,,,,,,,11.1
Lower Granite,1975-05-21,Sp,269.0,,20.0,,,,,,,,,,10.6
Lower Granite,1975-05-22,Sp,173.0,,25.0,,,,,,,,,,10.6
Lower Granite,1975-05-23,Sp,352.0,,18.0,,,,,,,,,,10.6
Lower Granite,1975-05-24,Sp,309.0,,25.0,,,,,,,,,,10.6
Lower Granite,1975-05-25,Sp,497.0,,19.0,,,,,,,,,,10.6
Lower Granite,1975-05-26,Sp,1378.0,,31.0,,,,,,,,,,10.6
Lower Granite,1975-05-27,Sp,1894.0,,20.0,,,,,,,,,,10.6
Lower Granite,1975-05-28,Sp,953.0,,16.0,,,,,,,,,,11.1
Lower Granite,1975-05-29,Sp,555.0,,8.0,,,,,,,,,,11.7
Lower Granite,1975-05-30,Sp,555.0,,12.0,,,,,,,,,,11.7
Lower Granite,1975-05-31,Sp,1004.0,,2.0,,,,,,,,,,12.2
Lower Granite,1975-06-01,Sp,135.0,,,,,,,,,,,,12.2
Lower Granite,1975-06-02,Sp,541.0,,11.0,,,,,,,,,,12.8
Lower Granite,1975-06-03,Sp,975.0,,6.0,,,,,,,,,,12.8
Lower Granite,1975-06-04,Sp,344.0,,5.0,,,,,,,,,,12.8
Lower Granite,1975-06-05,Sp,304.0,,5.0,,,,,,,,,,11.7
Lower Granite,1975-06-06,Sp,367.0,,1.0,,,,,,,,,,11.1
Lower Granite,1975-06-07,Sp,1083.0,,1.0,,,,,,,,,,11.1
Lower Granite,1975-06-08,Sp,523.0,,1.0,,,,,,,,,,11.1
Lower Granite,1975-06-09,Sp,207.0,,1.0,,,,,,,,,,11.1
Lower Granite,1975-06-10,Sp,162.0,,1.0,,,,,,,,,,11.1
Lower Granite,1975-06-11,Sp,152.0,,1.0,,,,,,,,,,11.1
Lower Granite,1975-06-12,Sp,82.0,,,,,,,,,,,,11.7
Lower Granite,1975-06-13,Sp,73.0,,,,,,,,,,,,11.7
Lower Granite,1975-06-14,Sp,282.0,,,,,,,,,,,,12.2
Lower Granite,1975-06-15,Sp,282.0,,,,,,,,,,,,12.2
Lower Granite,1975-06-16,Sp,244.0,,,,,,,,,,,,12.8
Lower Granite,1975-06-17,Sp,189.0,,,,,,,,,,,,12.8
Lower Granite,1975-06-18,Su,60.0,,,,,,,,,,,,12.8
Lower Granite,1975-06-19,Su,129.0,,,,,,,,,,,,12.8
Lower Granite,1975-06-20,Su,157.0,,68.0,,,,,,,,,,12.2
Lower Granite,1975-06-21,Su,248.0,,,,,,,,,,,,12.8
Lower Granite,1975-06-22,Su,287.0,,,,,,,,,,,,12.2
Lower Granite,1975-06-23,Su,409.0,,1.0,,,,,,,,,,11.7
Lower Granite,1975-06-24,Su,477.0,,,,,,,,,,,,11.7
Lower Granite,1975-06-25,Su,292.0,,,,,,,,,,,,12.8
Lower Granite,1975-06-26,Su,312.0,,,,,,,,,,,,13.3
Lower Granite,1975-06-27,Su,72.0,,1.0,,,,,,,,,,12.2
Lower Granite,1975-06-28,Su,107.0,,1.0,,,,,,,,,,12.8
Lower Granite,1975-06-29,Su,76.0,,,,,,,,,,,,12.8
Lower Granite,1975-06-30,Su,151.0,,,,,,,,,,,,13.3
Lower Granite,1975-07-01,Su,228.0,,,,,,,,,,,,12.8
Lower Granite,1975-07-02,Su,25.0,,,,,,,,,,,,11.7
Lower Granite,1975-07-03,Su,20.0,,,,,,,,,,,,15.0
Lower Granite,1975-07-04,Su,82.0,,,,3.0,,,,,,,,14.4
Lower Granite,1975-07-05,Su,107.0,,,,,,,,,,,,15.6
Lower Granite,1975-07-06,Su,351.0,,,,1.0,,,,,,,,16.7
Lower Granite,1975-07-07,Su,310.0,,,,1.0,,,,,,,,16.7
Lower Granite,1975-07-08,Su,132.0,,,,6.0,,,,,,,,14.4
Lower Granite,1975-07-09,Su,232.0,,,,,,,,,,,,17.8
Lower Granite,1975-07-10,Su,85.0,,,,1.0,,,1.0,,,,,17.8
Lower Granite,1975-07-11,Su,292.0,,,,1.0,,,,,,,,18.3
Lower Granite,1975-07-12,Su,307.0,,,,1.0,,,,,,,,17.8
Lower Granite,1975-07-13,Su,231.0,,,,4.0,,,,,,,,18.3
Lower Granite,1975-07-14,Su,134.0,,,,3.0,,,,,,,,18.3
Lower Granite,1975-07-15,Su,90.0,,,,3.0,,,,,,,,18.3
Lower Granite,1975-07-16,Su,135.0,,1.0,,4.0,,,,,,,,18.9
Lower Granite,1975-07-17,Su,246.0,,,,26.0,,,,,,,,18.9
Lower Granite,1975-07-18,Su,106.0,,,,23.0,,,,,,,,18.9
Lower Granite,1975-07-19,Su,54.0,,,,6.0,,,,,,,,19.4
Lower Granite,1975-07-20,Su,158.0,,3.0,,19.0,,,,,,,,20.0
Lower Granite,1975-07-21,Su,50.0,,1.0,,11.0,,,,,,,,20.6
