Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
McNary,1956-01-01,,,,,,,,,,,,,,3.3
McNary,1956-01-02,,,,2.0,,,,,,,,,,3.1
McNary,1956-01-03,,,,3.0,,,,,,,,,,2.5
McNary,1956-01-04,,,,1.0,,,,,,,,,,2.2
McNary,1956-01-05,,,,2.0,,,,,,,,,,2.5
McNary,1956-01-06,,,,3.0,,,,,,,,,,2.5
McNary,1956-01-07,,,,,,,,,,,,,,2.8
McNary,1956-01-08,,,,,,,,,,,,,,8.3
McNary,1956-01-09,,,,,,,,,,,,,,3.1
McNary,1956-01-10,,,,,,,,,,,,,,3.3
McNary,1956-01-11,,,,,,,,,,,,,,3.3
McNary,1956-01-12,,,,,,,,,,,,,,3.6
McNary,1956-01-13,,,,,,,,,,,,,,3.6
McNary,1956-01-14,,,,,,,,,,,,,,3.3
McNary,1956-01-15,,,,,,,,,,,,,,3.6
McNary,1956-01-16,,,,4.0,,,,,,,,,,3.3
McNary,1956-01-17,,,,3.0,,,,,,,,,,3.3
McNary,1956-01-18,,,,,,,,,,,,,,3.6
McNary,1956-01-19,,,,,,,,,,,,,,3.6
McNary,1956-01-20,,,,2.0,,,,,,,,,,3.3
McNary,1956-01-21,,,,2.0,,,,,,,,,,8.9
McNary,1956-01-22,,,,,,,,,,,,,,3.3
McNary,1956-01-23,,,,3.0,,,,,,,,,,3.3
McNary,1956-01-24,,,,5.0,,,,,,,,,,3.3
McNary,1956-01-25,,,,9.0,,,,,,,,,,3.3
McNary,1956-01-26,,,,18.0,,,,,,,,,,3.1
McNary,1956-01-27,,,,6.0,,,,,,,,,,3.1
McNary,1956-01-28,,,,2.0,,,,,,,,,,2.5
McNary,1956-01-29,,,,,,,,,,,,,,2.5
McNary,1956-01-30,,,,1.0,,,,,,,,,,1.9
McNary,1956-01-31,,,,,,,,,,,,,,1.4
McNary,1956-02-01,,,,,,,,,,,,,,1.7
McNary,1956-02-02,,,,,,,,,,,,,,1.4
McNary,1956-02-03,,,,,,,,,,,,,,0.8
McNary,1956-02-04,,,,,,,,,,,,,,0.3
McNary,1956-02-05,,,,,,,,,,,,,,
McNary,1956-02-06,,,,,,,,,,,,,,
McNary,1956-02-07,,,,,,,,,,,,,,
McNary,1956-02-08,,,,,,,,,,,,,,
McNary,1956-02-09,,,,,,,,,,,,,,
McNary,1956-02-10,,,,,,,,,,,,,,
McNary,1956-02-11,,,,,,,,,,,,,,0.3
McNary,1956-02-12,,,,,,,,,,,,,,0.6
McNary,1956-02-13,,,,1.0,,,,,,,,,,0.8
McNary,1956-02-14,,,,,,,,,,,,,,1.1
McNary,1956-02-15,,,,,,,,,,,,,,1.1
McNary,1956-02-16,,,,,,,,,,,,,,1.1
McNary,1956-02-17,,,,,,,,,,,,,,6.7
McNary,1956-02-18,,,,,,,,,,,,,,1.1
McNary,1956-02-19,,,,,,,,,,,,,,0.8
McNary,1956-02-20,,,,,,,,,,,,,,0.6
McNary,1956-02-21,,,,,,,,,,,,,,0.3
McNary,1956-02-22,,,,,,,,,,,,,,0.3
McNary,1956-02-23,,,,,,,,,,,,,,0.6
McNary,1956-02-24,,,,,,,,,,,,,,1.1
McNary,1956-02-25,,,,,,,,,,,,,,1.4
McNary,1956-02-26,,,,,,,,,,,,,,1.7
McNary,1956-02-27,,,,,,,,,,,,,,1.9
McNary,1956-02-28,,,,474.0,,,,,,,,,,2.5
McNary,1956-02-29,,,,278.0,,,,,,,,,,3.1
McNary,1956-03-01,,,,2.0,,,,,,,,,,3.3
McNary,1956-03-02,,,,3.0,,,,,,,,,,3.3
McNary,1956-03-03,,,,1.0,,,,,,,,,,3.6
McNary,1956-03-04,,,,5.0,,,,,,,,,,3.9
McNary,1956-03-05,,,,1.0,,,,,,,,,,4.2
McNary,1956-03-06,,1.0,,1.0,,,,,,,,,,4.2
McNary,1956-03-07,,,,,,,,,,,,,,4.2
McNary,1956-03-08,,,,4.0,,,,,,,,,,4.4
McNary,1956-03-09,,1.0,,2.0,,,,,,,,,,4.4
McNary,1956-03-10,,,,1.0,,,,,,,,,,4.4
McNary,1956-03-11,,,,3.0,,,,,,,,,,4.7
McNary,1956-03-12,,,,7.0,,,,,,,,,,4.4
McNary,1956-03-13,,,,9.0,,,,,,,,,,4.4
McNary,1956-03-14,,,,24.0,,,,,,,,,,4.4
McNary,1956-03-15,,,,18.0,,,,,,,,,,4.7
McNary,1956-03-16,,,,1.0,,,,,,,,,,4.7
McNary,1956-03-17,,,,45.0,,,,,,,,,,5.0
McNary,1956-03-18,,,,10.0,,,,,,,,,,5.3
McNary,1956-03-19,,,,4.0,,,,,,,,,,5.3
McNary,1956-03-20,,,,43.0,,,,,,,,,,5.0
McNary,1956-03-21,,,,93.0,,,,,,,,,,5.8
McNary,1956-03-22,,,,75.0,,,,,,,,,,6.4
McNary,1956-03-23,,,,71.0,,,,,,,,,,6.9
McNary,1956-03-24,,,,27.0,,,,,,,,,,6.9
McNary,1956-03-25,,,,21.0,,,,,,,,,,6.7
McNary,1956-03-26,,,,24.0,,,,,,,,,,6.7
McNary,1956-03-27,,1.0,,6.0,,,,,,,,,,6.9
McNary,1956-03-28,,,,28.0,,,,,,,,,,7.2
McNary,1956-03-29,,,,10.0,,,,,,,,,,6.9
McNary,1956-03-30,,2.0,,9.0,,,,,,,,,,6.9
McNary,1956-03-31,,2.0,,15.0,,,,,,,,,,6.9
McNary,1956-04-01,Sp,,,12.0,,,,,,,,,,6.7
McNary,1956-04-02,Sp,,,17.0,,,,,,,,,,6.7
McNary,1956-04-03,Sp,,,18.0,,,,,,,,,,6.4
McNary,1956-04-04,Sp,,,15.0,,,,,,,,,,6.7
McNary,1956-04-05,Sp,,,9.0,,,,,,,,,,6.7
McNary,1956-04-06,Sp,1.0,,25.0,,,,,,,,,,6.9
McNary,1956-04-07,Sp,,,56.0,,,,,,,,,,7.5
McNary,1956-04-08,Sp,,,51.0,,,,,,,,,,7.2
McNary,1956-04-09,Sp,1.0,,82.0,,,,,,,,,,6.9
McNary,1956-04-10,Sp,,,70.0,,,,,,,,,,7.5
McNary,1956-04-11,Sp,1.0,,44.0,,,,,,,,,,7.8
McNary,1956-04-12,Sp,6.0,,150.0,,,,,,,,,,8.6
McNary,1956-04-13,Sp,10.0,,114.0,,,,,,,,,,9.7
McNary,1956-04-14,Sp,5.0,,172.0,,,,,,,,,,9.7
McNary,1956-04-15,Sp,4.0,,172.0,,,,,,,,,,9.4
McNary,1956-04-16,Sp,4.0,,109.0,,,,,,,,,,9.4
McNary,1956-04-17,Sp,2.0,,177.0,,,,,,,,,,9.7
McNary,1956-04-18,Sp,4.0,,85.0,,,,,,,,,,9.7
McNary,1956-04-19,Sp,3.0,,63.0,,,,,,,,,,9.7
McNary,1956-04-20,Sp,8.0,,97.0,,,,,,,,,,9.2
McNary,1956-04-21,Sp,5.0,,64.0,,,,,,,,,,9.2
McNary,1956-04-22,Sp,25.0,,289.0,,,,,,,,,,9.7
McNary,1956-04-23,Sp,27.0,,174.0,,,,,,,,,,9.7
McNary,1956-04-24,Sp,19.0,,48.0,,,,,,,,,,9.2
McNary,1956-04-25,Sp,8.0,,15.0,,,,,,,,,,8.6
McNary,1956-04-26,Sp,17.0,,22.0,,,,,,,,,,8.6
McNary,1956-04-27,Sp,12.0,,26.0,,,,,,,,,,8.6
McNary,1956-04-28,Sp,40.0,,64.0,,,,,,,,,,8.9
McNary,1956-04-29,Sp,58.0,,85.0,,,,,,,,,,9.2
McNary,1956-04-30,Sp,47.0,,40.0,,,,,,,,,,9.2
McNary,1956-05-01,Sp,135.0,,58.0,,,,,,,,,,9.2
McNary,1956-05-02,Sp,118.0,,146.0,,,,,,,,,,9.2
McNary,1956-05-03,Sp,102.0,,160.0,,,,,,,,,,9.4
McNary,1956-05-04,Sp,60.0,,67.0,,,,,,,,,,9.4
McNary,1956-05-05,Sp,41.0,,44.0,,,,,,,,,,9.7
McNary,1956-05-06,Sp,112.0,,52.0,,,,,,,,,,10.3
McNary,1956-05-07,Sp,165.0,,61.0,,,,,,,,,,10.3
McNary,1956-05-08,Sp,288.0,,84.0,,,,,,,,,,10.6
McNary,1956-05-09,Sp,361.0,,63.0,,,,,,,,,,10.8
McNary,1956-05-10,Sp,407.0,,89.0,,,,,,,,,,10.8
McNary,1956-05-11,Sp,221.0,,42.0,,,,,,,,,,10.8
McNary,1956-05-12,Sp,221.0,,32.0,,,,,,,,,,10.6
McNary,1956-05-13,Sp,300.0,,20.0,,,,,,,,,,10.3
McNary,1956-05-14,Sp,230.0,,23.0,,,,,,,,,,10.6
McNary,1956-05-15,Sp,308.0,,28.0,,,,,,,,,,13.6
McNary,1956-05-16,Sp,274.0,,18.0,,,,,,,,,,11.9
