date,qu,fb,af,qd
2013-06-03,70.64,5103.56,66896.55,63.60
2013-06-04,42.99,5103.53,66855.28,63.80
2013-06-05,36.34,5103.49,66800.62,63.90
2013-06-06,43.66,5103.46,66760.07,64.10
2013-06-07,16.04,5103.39,66664.34,64.30
2013-06-08,50.97,5103.37,66637.70,64.40
2013-06-09,30.27,5103.32,66569.40,64.70
2013-06-10,16.70,5103.25,66474.59,64.50
2013-06-11,16.51,5103.18,66379.20,64.60
2013-06-12,10.30,5103.10,66271.49,64.60
2013-06-13,37.48,5103.06,66217.30,64.80
2013-06-14,17.12,5102.99,66122.34,65.00
2013-06-15,23.98,5102.93,66041.38,64.80
2013-06-16,24.32,5102.87,65961.09,64.80
2013-06-17,17.01,5102.80,65866.49,64.70
2013-06-18,16.01,5102.73,65772.70,63.30
2013-06-19,8.16,5102.65,65665.32,62.30
2013-06-20,8.02,5102.57,65558.05,62.10
2013-06-21,21.33,5102.51,65477.78,61.80
2013-06-22,7.67,5102.43,65370.82,61.60
2013-06-23,7.89,5102.35,65264.68,61.40
2013-06-24,0.79,5102.26,65144.47,61.40
2013-06-25,27.92,5102.21,65078.27,61.30
2013-06-26,7.54,5102.13,64972.04,61.10
2013-06-27,20.75,5102.07,64892.41,60.90
2013-06-28,7.07,5101.99,64785.83,60.80
2013-06-29,-15.66,5101.88,64634.57,60.60
2013-06-30,12.03,5101.81,64538.63,60.40
2013-07-01,4.90,5101.73,64428.74,60.30
2013-07-02,-2.29,5101.64,64305.00,60.10
2013-07-03,-8.67,5101.54,64168.80,60.00
2013-07-04,4.96,5101.46,64059.62,60.00
2013-07-05,-22.55,5101.34,63896.09,59.90
2013-07-06,-1.85,5101.25,63774.00,59.70
2013-07-07,-2.12,5101.16,63651.58,59.60
2013-07-08,-1.72,5101.07,63529.95,59.60
2013-07-09,-8.75,5100.97,63394.77,59.40
2013-07-10,-8.45,5100.87,63260.58,59.20
2013-07-11,-22.12,5100.75,63099.09,59.30
2013-07-12,-1.91,5100.66,62977.89,59.20
2013-07-13,-7.95,5100.56,62844.51,59.30
2013-07-14,-15.19,5100.45,62697.16,59.10
2013-07-15,-7.84,5100.35,62564.38,59.10
2013-07-16,-1.45,5100.26,62444.28,59.10
2013-07-17,-0.96,5100.17,62324.96,59.20
2013-07-18,-14.17,5100.06,62179.44,59.20
2013-07-19,-8.81,5099.96,62044.75,59.10
2013-07-20,-31.06,5099.83,61865.92,59.10
2013-07-21,-3.54,5099.74,61741.87,59.00
2013-07-22,-30.66,5099.61,61563.84,59.10
2013-07-23,-16.67,5099.50,61413.76,59.00
2013-07-24,-16.85,5099.39,61263.31,59.00
2013-07-25,-9.22,5099.29,61127.79,59.10
2013-07-26,-23.05,5099.17,60964.85,59.10
2013-07-27,-2.33,5099.08,60843.21,59.00
2013-07-28,-8.96,5098.98,60708.02,59.20
2013-07-29,-29.02,5098.85,60533.03,59.20
2013-07-30,-2.03,5098.76,60411.59,59.20
2013-07-31,-35.39,5098.62,60224.37,59.00
2013-08-01,5.11,5098.54,60117.28,59.10
2013-08-02,-21.62,5098.42,59956.97,59.20
2013-08-03,-21.48,5098.30,59797.15,59.10
2013-08-04,-7.89,5098.20,59664.28,59.10
2013-08-05,-34.13,5098.06,59479.37,59.10
2013-08-06,-7.63,5097.96,59346.82,59.20
2013-08-07,-7.64,5097.86,59214.04,59.30
2013-08-08,-54.13,5097.69,58989.26,59.20
2013-08-09,12.97,5097.62,58897.16,59.40
2013-08-10,-6.93,5097.52,58765.39,59.50
2013-08-11,-20.02,5097.40,58607.66,59.50
2013-08-12,-12.98,5097.29,58463.69,59.60
2013-08-13,-13.00,5097.18,58319.50,59.70
2013-08-14,0.85,5097.09,58202.38,59.90
2013-08-15,-18.90,5096.97,58046.09,59.90
2013-08-16,-18.23,5096.85,57890.92,60.00
2013-08-17,-5.30,5096.75,57761.40,60.00
2013-08-18,-11.62,5096.64,57618.94,60.20
2013-08-19,-11.05,5096.53,57477.41,60.30
2013-08-20,-13.05,5096.37,57272.42,90.30
2013-08-21,-0.21,5096.19,57041.92,116.00
2013-08-22,0.28,5096.01,56812.40,116.00
2013-08-23,-6.13,5095.82,56570.15,116.00
2013-08-24,19.93,5095.67,56379.60,116.00
2013-08-25,-5.24,5095.48,56139.13,116.00
2013-08-26,14.16,5095.32,55937.13,116.00
2013-08-27,8.36,5095.15,55723.63,116.00
2013-08-28,-3.86,5094.96,55485.89,116.00
2013-08-29,15.35,5094.80,55286.25,116.00
2013-08-30,-8.98,5094.60,55038.36,116.00
2013-08-31,16.15,5094.44,54840.32,116.00
2013-09-01,-1.93,5094.25,54606.41,116.00
2013-09-02,23.27,5094.10,54422.48,116.00
2013-09-03,17.67,5093.73,53969.59,246.00
2013-09-04,15.90,5093.19,53314.84,346.00
2013-09-05,3.90,5092.63,52644.22,342.00
2013-09-06,29.87,5092.11,52029.08,340.00
2013-09-07,2.82,5091.56,51362.27,339.00
2013-09-08,9.08,5091.02,50709.86,338.00
2013-09-09,6.11,5090.47,50053.54,337.00
2013-09-10,8.44,5089.92,49405.81,335.00
2013-09-11,-1.37,5089.35,48740.61,334.00
2013-09-12,24.94,5088.82,48129.59,333.00
2013-09-13,28.09,5088.29,47526.80,332.00
2013-09-14,-5.53,5087.71,46859.31,331.00
2013-09-15,1.81,5087.15,46208.36,330.00
2013-09-16,10.25,5086.60,45578.11,328.00
2013-09-17,19.11,5086.06,44967.41,327.00
2013-09-18,10.49,5085.50,44339.62,327.00
2013-09-19,7.03,5084.93,43708.93,325.00
2013-09-20,16.42,5084.37,43098.85,324.00
2013-09-21,7.23,5083.79,42474.52,322.00
2013-09-22,5.61,5083.20,41846.97,322.00
2013-09-23,9.54,5082.61,41229.19,321.00
2013-09-24,7.82,5082.01,40610.00,320.00
2013-09-25,7.56,5081.65,40224.33,202.00
2013-09-26,19.49,5081.60,40171.15,46.30
2013-09-27,24.99,5081.56,40128.48,46.50
2013-09-28,3.52,5081.48,40043.23,46.50
2013-09-29,-1.38,5081.39,39947.27,47.00
2013-09-30,10.99,5081.38,39936.93,16.20
2013-10-01,26.63,5081.43,39989.75,0.00
2013-10-02,16.23,5081.46,40021.95,0.00
2013-10-03,10.73,5081.48,40043.23,0.00
2013-10-04,26.71,5081.53,40096.20,0.00
2013-10-05,16.27,5081.56,40128.48,0.00
2013-10-06,21.51,5081.60,40171.15,0.00
2013-10-07,16.02,5081.63,40202.92,0.00
2013-10-08,10.79,5081.65,40224.33,0.00
2013-10-09,21.57,5081.69,40267.11,0.00
2013-10-10,16.05,5081.72,40298.95,0.00
2013-10-11,16.36,5081.75,40331.40,0.00
2013-10-12,16.08,5081.78,40363.29,0.00
2013-10-13,21.64,5081.82,40406.21,0.00
2013-10-14,21.69,5081.86,40449.23,0.00
2013-10-15,26.97,5081.91,40502.73,0.00
2013-10-16,10.85,5081.93,40524.26,0.00
2013-10-17,16.45,5081.96,40556.89,0.00
2013-10-18,26.78,5082.01,40610.00,0.00
2013-10-19,5.31,5082.02,40620.53,0.00
2013-10-20,31.03,5082.08,40682.08,0.00
2013-10-21,15.41,5082.11,40712.64,0.00
2013-10-22,20.75,5082.15,40753.79,0.00
2013-10-23,15.44,5082.18,40784.41,0.00
2013-10-24,15.61,5082.08,40682.08,67.20
2013-10-25,10.58,5081.91,40502.73,101.00
2013-10-26,9.09,5081.74,40320.42,101.00
2013-10-27,-6.54,5081.54,40107.11,101.00
2013-10-28,49.42,5081.57,40138.88,33.40
2013-10-29,5.51,5081.58,40149.81,0.00
2013-10-30,26.78,5081.63,40202.92,0.00
2013-10-31,32.36,5081.69,40267.11,0.00
2013-11-01,21.59,5081.73,40309.93,0.00
2013-11-02,32.45,5081.79,40374.29,0.00
2013-11-03,0.00,5081.79,40374.29,0.00
2013-11-04,26.92,5081.84,40427.69,0.00
2013-11-05,21.70,5081.88,40470.73,0.00
2013-11-06,26.99,5081.93,40524.26,0.00
2013-11-07,32.62,5081.99,40588.96,0.00
2013-11-08,15.92,5082.02,40620.53,0.00
2013-11-09,25.74,5082.07,40671.58,0.00
2013-11-10,20.70,5082.11,40712.64,0.00
2013-11-11,28.17,5081.91,40502.73,134.00
2013-11-12,13.56,5081.49,40053.60,240.00
2013-11-13,37.75,5081.56,40128.48,0.00
2013-11-14,10.75,5081.58,40149.81,0.00
2013-11-15,32.05,5081.64,40213.38,0.00
2013-11-16,27.09,5081.69,40267.11,0.00
2013-11-17,26.88,5081.74,40320.42,0.00
2013-11-18,10.80,5081.76,40341.85,0.00
2013-11-19,38.00,5081.83,40417.22,0.00
2013-11-20,32.26,5081.89,40481.21,0.00
2013-11-21,38.16,5081.96,40556.89,0.00
2013-11-22,10.87,5081.98,40578.45,0.00
2013-11-23,15.91,5082.01,40610.00,0.00
2013-11-24,15.65,5082.04,40641.05,0.00
2013-11-25,20.69,5082.08,40682.08,0.00
2013-11-26,20.73,5082.12,40723.19,0.00
2013-11-27,20.48,5082.16,40763.81,0.00
2013-11-28,26.08,5082.21,40815.54,0.00
2013-11-29,15.46,5082.24,40846.20,0.00
2013-11-30,20.79,5082.28,40887.44,0.00
2013-12-01,41.66,5082.36,40970.08,0.00
2013-12-02,10.44,5082.38,40990.78,0.00
2013-12-03,15.52,5082.41,41021.57,0.00
2013-12-04,15.79,5082.44,41052.89,0.00
2013-12-05,5.11,5082.45,41063.03,0.00
2013-12-06,15.81,5082.48,41094.38,0.00
2013-12-07,15.56,5082.51,41125.25,0.00
2013-12-08,15.83,5082.54,41156.64,0.00
2013-12-09,15.59,5082.57,41187.57,0.00
2013-12-10,26.35,5082.62,41239.83,0.00
2013-12-11,10.25,5082.64,41260.16,0.00
2013-12-12,21.00,5082.68,41301.82,0.00
2013-12-13,-5.12,5082.67,41291.66,0.00
2013-12-14,21.04,5082.71,41333.39,0.00
2013-12-15,31.58,5082.77,41396.02,0.00
2013-12-16,10.55,5082.79,41416.94,0.00
2013-12-17,15.68,5082.82,41448.05,0.00
2013-12-18,21.09,5082.86,41489.89,0.00
2013-12-19,21.14,5082.90,41531.82,0.00
2013-12-20,26.30,5082.95,41583.98,0.00
2013-12-21,21.19,5082.99,41626.00,0.00
2013-12-22,5.44,5083.00,41636.79,0.00
2013-12-23,53.03,5083.10,41741.98,0.00
2013-12-24,10.63,5083.12,41763.07,0.00
2013-12-25,26.46,5083.17,41815.56,0.00
2013-12-26,10.65,5083.19,41836.68,0.00
2013-12-27,15.85,5083.22,41868.11,0.00
2013-12-28,31.98,5083.28,41931.55,0.00
2013-12-29,5.46,5083.29,41942.38,0.00
2013-12-30,10.68,5083.31,41963.56,0.00
2013-12-31,32.06,5083.37,42027.15,0.00
2014-01-01,21.15,5083.41,42069.11,0.00
2014-01-02,16.19,5083.44,42101.23,0.00
2014-01-03,21.43,5083.48,42143.73,0.00
2014-01-04,26.71,5083.53,42196.70,0.00
2014-01-05,16.26,5083.56,42228.96,0.00
2014-01-06,15.99,5083.59,42260.68,0.00
2014-01-07,21.51,5083.63,42303.35,0.00
2014-01-08,16.02,5083.66,42335.13,0.00
2014-01-09,43.14,5083.74,42420.70,0.00
2014-01-10,32.40,5083.80,42484.97,0.00
2014-01-11,27.18,5083.85,42538.88,0.00
2014-01-12,16.11,5083.88,42570.84,0.00
2014-01-13,21.69,5083.92,42613.87,0.00
2014-01-14,5.28,5083.93,42624.35,0.00
2014-01-15,27.27,5083.98,42678.44,0.00
2014-01-16,16.14,5084.01,42710.45,0.00
2014-01-17,21.67,5084.05,42753.43,0.00
2014-01-18,21.69,5084.09,42796.45,0.00
2014-01-19,21.73,5084.13,42839.56,0.00
2014-01-20,21.73,5084.17,42882.67,0.00
2014-01-21,10.87,5084.19,42904.23,0.00
2014-01-22,16.18,5084.22,42936.33,0.00
2014-01-23,27.37,5084.27,42990.62,0.00
2014-01-24,10.91,5084.29,43012.25,0.00
2014-01-25,16.22,5084.32,43044.42,0.00
2014-01-26,16.52,5084.35,43077.18,0.00
2014-01-27,16.25,5084.38,43109.41,0.00
2014-01-28,10.93,5084.40,43131.09,0.00
2014-01-29,43.78,5084.48,43217.93,0.00
2014-01-30,27.29,5084.53,43272.06,0.00
2014-01-31,10.98,5084.55,43293.83,0.00
2014-02-01,16.59,5084.58,43326.73,0.00
2014-02-02,21.98,5084.62,43370.33,0.00
2014-02-03,21.74,5084.66,43413.45,0.00
2014-02-04,27.67,5084.71,43468.34,0.00
2014-02-05,16.40,5084.74,43500.86,0.00
2014-02-06,22.07,5084.78,43544.63,0.00
2014-02-07,22.09,5084.82,43588.45,0.00
2014-02-08,27.79,5084.87,43643.57,0.00
2014-02-09,27.53,5084.92,43698.18,0.00
2014-02-10,22.17,5084.96,43742.15,0.00
2014-02-11,33.32,5085.02,43808.24,0.00
2014-02-12,27.64,5085.07,43863.06,0.00
2014-02-13,66.82,5085.19,43995.60,0.00
2014-02-14,72.50,5085.32,44139.40,0.00
2014-02-15,134.69,5085.56,44406.56,0.00
2014-02-16,135.23,5085.80,44674.79,0.00
2014-02-17,90.80,5085.96,44854.88,0.00
2014-02-18,113.21,5086.16,45079.42,0.00
2014-02-19,74.13,5086.29,45226.46,0.00
2014-02-20,62.68,5086.40,45350.78,0.00
2014-02-21,45.76,5086.48,45441.54,0.00
2014-02-22,45.88,5086.56,45532.54,0.00
2014-02-23,57.18,5086.66,45645.96,0.00
2014-02-24,28.92,5086.71,45703.33,0.00
2014-02-25,74.88,5086.84,45851.86,0.00
2014-02-26,46.29,5086.92,45943.68,0.00
2014-02-27,98.50,5087.09,46139.05,0.00
2014-02-28,87.29,5087.24,46312.18,0.00
2014-03-01,117.04,5087.44,46544.32,0.00
2014-03-02,99.82,5087.61,46742.31,0.00
2014-03-03,82.63,5087.75,46906.21,0.00
2014-03-04,106.35,5087.93,47117.16,0.00
2014-03-05,126.78,5088.15,47368.63,0.00
2014-03-06,136.61,5088.39,47639.59,0.00
2014-03-07,189.32,5088.72,48015.11,0.00
2014-03-08,179.22,5089.03,48370.58,0.00
2014-03-09,110.46,5089.22,48589.67,0.00
2014-03-10,140.40,5089.46,48868.15,0.00
2014-03-11,164.53,5089.74,49194.49,0.00
2014-03-12,118.41,5089.94,49429.36,0.00
2014-03-13,130.15,5090.16,49687.50,0.00
2014-03-14,118.99,5090.36,49923.51,0.00
2014-03-15,95.61,5090.52,50113.14,0.00
2014-03-16,113.85,5090.71,50338.96,0.00
2014-03-17,96.43,5090.87,50530.23,0.00
2014-03-18,78.44,5091.00,50685.82,0.00
2014-03-19,90.84,5091.15,50866.00,0.00
2014-03-20,36.49,5091.21,50938.38,0.00
2014-03-21,60.92,5091.31,51059.21,0.00
2014-03-22,67.04,5091.42,51192.19,0.00
2014-03-23,54.95,5091.51,51301.18,0.00
2014-03-24,61.36,5091.61,51422.88,0.00
2014-03-25,79.86,5091.74,51581.27,0.00
2014-03-26,98.78,5091.90,51777.20,0.00
2014-03-27,168.41,5092.18,52111.23,0.00
2014-03-28,89.46,5092.33,52288.68,0.00
2014-03-29,77.51,5092.46,52442.42,0.00
2014-03-30,185.95,5092.77,52811.24,0.00
2014-03-31,150.86,5093.02,53110.47,0.00
2014-04-01,127.37,5093.23,53363.10,0.00
2014-04-02,109.49,5093.41,53580.27,0.00
2014-04-03,104.25,5093.58,53787.04,0.00
2014-04-04,85.73,5093.72,53957.09,0.00
2014-04-05,80.28,5093.85,54116.33,0.00
2014-04-06,98.62,5094.01,54311.93,0.00
2014-04-07,92.54,5094.16,54495.49,0.00
2014-04-08,155.01,5094.41,54802.94,0.00
2014-04-09,212.47,5094.75,55224.37,0.00
2014-04-10,372.05,5095.34,55962.32,0.00
2014-04-11,415.73,5095.99,56786.90,0.00
2014-04-12,471.59,5096.72,57722.28,0.00
2014-04-13,459.61,5097.42,58633.91,0.00
2014-04-14,386.24,5098.00,59400.01,0.00
2014-04-15,294.28,5098.44,59983.70,0.00
2014-04-16,242.83,5098.80,60465.34,0.00
2014-04-17,197.74,5099.03,60775.24,41.50
2014-04-18,259.81,5099.41,61290.56,0.00
2014-04-19,290.08,5099.83,61865.92,0.00
2014-04-20,291.59,5100.26,62444.28,0.00
2014-04-21,269.03,5100.66,62977.89,0.00
2014-04-22,294.64,5101.04,63489.71,36.60
2014-04-23,296.64,5101.38,63950.55,64.30
2014-04-24,277.32,5101.69,64373.87,63.90
2014-04-25,229.58,5101.93,64703.09,63.60
2014-04-26,279.91,5102.25,65131.53,63.90
2014-04-27,313.09,5102.62,65625.39,64.10
2014-04-28,294.31,5102.96,66082.21,64.00
2014-04-29,193.32,5103.15,66338.91,63.90
2014-04-30,180.21,5103.32,66569.40,64.00
2014-05-01,146.38,5103.44,66732.80,64.00
2014-05-02,167.28,5103.59,66937.25,64.20
2014-05-03,195.49,5103.78,67197.26,64.40
2014-05-04,210.09,5103.99,67485.84,64.60
2014-05-05,229.27,5104.22,67812.66,64.50
2014-05-06,216.11,5104.43,68112.77,64.80
2014-05-07,202.72,5104.62,68386.14,64.90
2014-05-08,203.13,5104.81,68659.92,65.10
2014-05-09,174.79,5104.96,68876.70,65.50
2014-05-10,196.92,5105.14,69137.56,65.40
2014-05-11,146.50,5105.25,69298.22,65.50
2014-05-12,153.98,5105.37,69473.52,65.60
2014-05-13,161.31,5105.50,69663.56,65.50
2014-05-14,124.80,5105.58,69780.99,65.60
2014-05-15,117.38,5105.65,69883.50,65.70
2014-05-16,117.40,5105.72,69986.24,65.60
2014-05-17,162.67,5105.85,70178.38,65.80
2014-05-18,125.29,5105.93,70295.98,66.00
2014-05-19,139.92,5106.03,70442.39,66.10
2014-05-20,130.79,5106.12,70570.90,66.00
2014-05-21,73.13,5106.13,70584.85,66.10
2014-05-22,145.27,5106.24,70741.49,66.30
2014-05-23,88.12,5106.27,70784.77,66.30
2014-05-24,95.35,5106.31,70841.99,66.50
2014-05-25,95.38,5106.35,70899.27,66.50
2014-05-26,81.14,5106.37,70927.91,66.70
2014-05-27,73.63,5106.38,70941.86,66.60
2014-05-28,59.57,5106.37,70927.91,66.60
2014-05-29,52.16,5106.35,70899.27,66.60
2014-05-30,66.50,5106.35,70899.27,66.50
2014-05-31,44.54,5106.32,70855.92,66.40
2014-06-01,51.97,5106.30,70827.30,66.40
2014-06-02,37.66,5106.26,70770.09,66.50
2014-06-03,37.77,5106.22,70712.91,66.60
2014-06-04,37.81,5106.18,70655.80,66.60
2014-06-05,30.83,5106.13,70584.85,66.60
2014-06-06,16.47,5106.06,70485.41,66.60
2014-06-07,52.35,5106.04,70456.94,66.70
2014-06-08,8.13,5105.96,70340.77,66.70
2014-06-09,21.80,5105.90,70251.92,66.60
2014-06-10,-22.37,5105.78,70074.66,67.00
2014-06-11,44.60,5105.75,70030.82,66.70
2014-06-12,36.88,5105.71,69971.88,66.60
2014-06-13,-14.24,5105.60,69810.34,67.20
2014-06-14,-21.70,5105.48,69634.20,67.10
2014-06-15,7.92,5105.40,69517.01,67.00
2014-06-16,37.60,5105.36,69458.49,67.10
2014-06-17,16.23,5105.29,69356.60,67.60
2014-06-18,37.97,5105.25,69298.22,67.40
2014-06-19,45.46,5105.22,69254.10,67.70
2014-06-20,8.74,5105.14,69137.56,67.50
2014-06-21,31.21,5105.09,69065.18,67.70
2014-06-22,23.92,5105.03,68977.95,67.90
2014-06-23,16.95,5104.96,68876.70,68.00
2014-06-24,9.56,5104.88,68760.79,68.00
2014-06-25,9.76,5104.80,68645.07,68.10
2014-06-26,17.54,5104.73,68544.38,68.30
2014-06-27,24.65,5104.67,68457.80,68.30
2014-06-28,25.25,5104.61,68371.42,68.80
2014-06-29,3.53,5104.52,68242.35,68.60
2014-06-30,17.55,5104.45,68141.50,68.40
2014-07-01,3.64,5104.36,68012.86,68.50
2014-07-02,10.80,5104.28,67898.41,68.50
2014-07-03,-3.42,5104.18,67755.57,68.60
2014-07-04,11.39,5104.10,67642.29,68.50
2014-07-05,-3.64,5104.00,67499.99,68.10
2014-07-06,5.42,5103.91,67375.67,68.10
2014-07-07,-0.80,5103.81,67238.81,68.20
2014-07-08,5.87,5103.72,67114.98,68.30
2014-07-09,-21.61,5103.59,66937.25,68.00
2014-07-10,-1.18,5103.49,66800.62,67.70
2014-07-11,5.90,5103.40,66678.24,67.60
2014-07-12,-7.59,5103.29,66528.91,67.70
2014-07-13,6.02,5103.20,66406.38,67.80
2014-07-14,19.42,5103.13,66311.81,67.10
2014-07-15,12.59,5103.05,66203.49,67.20
2014-07-16,-1.03,5102.95,66068.35,67.10
2014-07-17,-20.96,5102.82,65893.48,67.20
2014-07-18,-0.42,5102.72,65758.97,67.40
2014-07-19,-7.58,5102.61,65611.63,66.70
2014-07-20,-27.98,5102.47,65424.24,66.50
2014-07-21,-34.14,5102.32,65224.42,66.60
2014-07-22,12.78,5102.24,65117.87,66.50
2014-07-23,-7.52,5102.13,64972.04,66.00
2014-07-24,-34.86,5101.98,64772.39,65.80
2014-07-25,-3.78,5101.88,64634.57,65.70
2014-07-26,-17.79,5101.76,64469.57,65.40
2014-07-27,-17.67,5101.64,64305.00,65.30
2014-07-28,-24.67,5101.51,64127.53,64.80
2014-07-29,2.95,5101.42,64005.06,64.70
2014-07-30,-10.58,5101.31,63855.55,64.80
2014-07-31,-17.38,5101.19,63692.54,64.80
2014-08-01,-3.82,5101.09,63557.02,64.50
2014-08-02,-4.38,5100.99,63421.79,63.80
2014-08-03,-24.54,5100.86,63246.76,63.70
2014-08-04,2.90,5100.77,63125.97,63.80
2014-08-05,43.50,5100.74,63085.30,64.00
2014-08-06,84.80,5100.77,63125.97,64.30
2014-08-07,50.75,5100.75,63099.09,64.30
2014-08-08,16.63,5100.68,63004.73,64.20
2014-08-09,3.44,5100.59,62884.41,64.10
2014-08-10,-3.56,5100.49,62750.61,63.90
2014-08-11,-3.42,5100.39,62617.09,63.90
2014-08-12,3.51,5100.30,62497.50,63.80
2014-08-13,3.59,5100.21,62378.08,63.80
2014-08-14,4.04,5100.12,62258.96,64.10
2014-08-15,-2.59,5100.02,62126.48,64.20
2014-08-16,-4.81,5099.92,61989.60,64.20
2014-08-17,-5.24,5099.82,61851.86,64.20
2014-08-18,-39.34,5099.67,61646.09,64.40
2014-08-19,161.46,5099.81,61838.41,64.50
2014-08-20,16.23,5099.74,61741.87,64.90
2014-08-21,30.64,5099.69,61673.51,65.10
2014-08-22,9.91,5099.61,61563.84,65.20
2014-08-23,65.90,5099.61,61563.84,65.90
2014-08-24,24.52,5099.55,61481.77,65.90
2014-08-25,4.45,5099.46,61359.10,66.30
2014-08-26,26.22,5099.40,61277.23,67.50
2014-08-27,12.47,5099.32,61168.27,67.40
2014-08-28,12.66,5099.24,61059.50,67.50
2014-08-29,6.18,5099.15,60937.68,67.60
2014-08-30,-0.47,5099.05,60802.27,67.80
2014-08-31,13.69,5098.97,60694.15,68.20
2014-09-01,0.55,5098.87,60559.96,68.20
2014-09-02,0.55,5098.77,60425.39,68.40
2014-09-03,-19.07,5098.64,60250.50,69.10
2014-09-04,8.02,5098.55,60130.35,68.60
2014-09-05,1.41,5098.45,59996.68,68.80
2014-09-06,-4.77,5098.34,59850.35,69.00
2014-09-07,15.65,5098.26,59743.93,69.30
2014-09-08,2.57,5098.16,59611.18,69.50
2014-09-09,3.65,5098.06,59479.37,70.10
2014-09-10,-22.76,5097.77,59095.05,171.00
2014-09-11,-13.03,5097.43,58646.73,213.00
2014-09-12,1.12,5097.11,58228.46,212.00
2014-09-13,8.99,5096.80,57825.80,212.00
2014-09-14,-3.57,5096.47,57400.21,211.00
2014-09-15,10.89,5096.16,57003.29,211.00
2014-09-16,4.47,5095.84,56595.62,210.00
2014-09-17,5.35,5095.52,56189.70,210.00
2014-09-18,-6.16,5095.18,55760.96,210.00
2014-09-19,20.96,5094.88,55386.01,210.00
2014-09-20,9.72,5094.56,54988.76,210.00
2014-09-21,10.86,5094.24,54593.77,210.00
2014-09-22,18.43,5093.93,54213.80,210.00
2014-09-23,19.41,5093.62,53835.78,210.00
2014-09-24,13.20,5093.30,53447.42,209.00
2014-09-25,14.91,5092.98,53062.44,209.00
2014-09-26,16.01,5092.66,52679.66,209.00
2014-09-27,90.39,5092.46,52442.42,210.00
2014-09-28,49.11,5092.19,52123.30,210.00
2014-09-29,78.67,5091.97,51862.82,210.00
2014-09-30,55.71,5091.72,51556.80,210.00
2014-10-01,44.38,5091.45,51228.29,210.00
2014-10-02,27.35,5091.15,50866.00,210.00
2014-10-03,40.72,5090.87,50530.23,210.00
2014-10-04,29.53,5090.57,50172.27,210.00
2014-10-05,31.11,5090.27,49817.45,210.00
2014-10-06,26.19,5089.96,49452.86,210.00
2014-10-07,32.54,5089.66,49100.87,210.00
2014-10-08,33.07,5089.36,48751.91,209.00
2014-10-09,23.72,5089.04,48382.42,210.00
2014-10-10,30.71,5088.73,48026.81,210.00
2014-10-11,14.78,5088.39,47639.59,210.00
2014-10-12,45.12,5088.10,47312.55,210.00
2014-10-13,41.63,5087.81,46976.61,211.00
2014-10-14,28.27,5087.50,46614.18,211.00
2014-10-15,18.04,5087.17,46231.45,211.00
2014-10-16,31.17,5086.86,45874.77,211.00
2014-10-17,26.99,5086.54,45509.80,211.00
2014-10-18,33.98,5086.23,45158.68,211.00
2014-10-19,34.10,5085.92,44809.79,210.00
2014-10-20,29.23,5085.60,44451.24,210.00
2014-10-21,36.12,5085.29,44106.36,210.00
2014-10-22,25.38,5084.96,43742.15,209.00
2014-10-23,37.92,5084.65,43402.82,209.00
2014-10-24,38.22,5084.34,43066.07,208.00
2014-10-25,54.94,5084.06,42764.46,207.00
2014-10-26,2.33,5083.68,42356.52,208.00
2014-10-27,40.94,5083.37,42027.15,207.00
2014-10-28,51.62,5083.08,41720.95,206.00
2014-10-29,41.18,5082.77,41396.02,205.00
2014-10-30,42.46,5082.46,41073.63,205.00
2014-10-31,37.42,5082.14,40743.23,204.00
2014-11-01,23.27,5081.80,40384.75,204.00
2014-11-02,37.05,5081.49,40053.60,204.00
2014-11-03,33.85,5081.45,40011.05,55.30
2014-11-04,26.95,5081.50,40064.51,0.00
2014-11-05,21.48,5081.54,40107.11,0.00
2014-11-06,37.54,5081.61,40181.56,0.00
2014-11-07,21.56,5081.65,40224.33,0.00
2014-11-08,21.57,5081.69,40267.11,0.00
2014-11-09,26.88,5081.74,40320.42,0.00
2014-11-10,48.80,5081.83,40417.22,0.00
2014-11-11,5.28,5081.84,40427.69,0.00
2014-11-12,21.70,5081.88,40470.73,0.00
2014-11-13,16.13,5081.91,40502.73,0.00
2014-11-14,43.47,5081.99,40588.96,0.00
2014-11-15,31.30,5082.05,40651.05,0.00
2014-11-16,5.29,5082.06,40661.54,0.00
2014-11-17,25.76,5082.11,40712.64,0.00
2014-11-18,15.42,5082.14,40743.23,0.00
2014-11-19,20.76,5082.18,40784.41,0.00
2014-11-20,26.09,5082.23,40836.16,0.00
2014-11-21,25.85,5082.28,40887.44,0.00
2014-11-22,52.10,5082.38,40990.78,0.00
2014-11-23,36.43,5082.45,41063.03,0.00
2014-11-24,10.46,5082.47,41083.78,0.00
2014-11-25,41.86,5082.55,41166.81,0.00
2014-11-26,15.85,5082.58,41198.24,0.00
2014-11-27,36.59,5082.65,41270.81,0.00
2014-11-28,68.26,5082.78,41406.21,0.00
2014-11-29,47.61,5082.87,41500.65,0.00
2014-11-30,0.00,5082.87,41500.65,0.00
2014-12-01,58.04,5082.98,41615.77,0.00
2014-12-02,31.79,5083.04,41678.83,0.00
2014-12-03,42.47,5083.12,41763.07,0.00
2014-12-04,37.11,5083.19,41836.68,0.00
2014-12-05,37.16,5083.26,41910.38,0.00
2014-12-06,37.50,5083.33,41984.76,0.00
2014-12-07,48.00,5083.42,42079.97,0.00
2014-12-08,21.44,5083.46,42122.50,0.00
2014-12-09,42.92,5083.54,42207.63,0.00
