date,qu,fb,mm,mx,mn,af,qj,qd
2017-05-19,25.00,2516.13,61.73,75.50,46.20,23795.00,25.00,
2017-05-20,25.00,2516.11,62.03,74.00,49.60,23777.00,25.00,
2017-05-21,25.00,2516.10,64.64,80.00,46.60,23768.00,25.00,
2017-05-22,25.00,2516.09,69.19,84.50,52.70,23758.00,25.00,
2017-05-23,0.00,2516.06,71.55,85.60,55.90,23731.00,0.00,
2017-05-24,0.00,2515.98,65.99,73.50,54.30,23658.00,0.00,
2017-05-25,0.00,2515.90,57.76,65.40,47.60,23585.00,0.00,
2017-05-26,0.00,2515.81,62.79,74.90,47.80,23504.00,0.00,
2017-05-27,0.00,2515.75,65.88,79.50,46.40,23449.00,0.00,
2017-05-28,8.77,2515.69,68.50,84.20,49.90,23395.00,0.00,
2017-05-29,8.27,2515.63,71.52,90.60,48.20,23340.00,0.00,
2017-05-30,1.82,2515.58,74.22,89.50,54.60,23296.00,0.00,
2017-05-31,-0.73,2515.52,75.08,87.10,63.00,23241.00,0.00,
2017-06-01,22.39,2515.49,64.55,71.40,57.80,23214.00,0.00,
2017-06-02,13.31,2515.44,67.88,83.00,50.50,23169.00,0.00,
2017-06-03,13.85,2515.40,71.38,85.40,55.10,23133.00,0.00,
2017-06-04,9.82,2515.35,68.73,84.30,59.50,23089.00,0.00,
2017-06-05,9.77,2515.29,64.38,79.50,47.90,23035.00,0.00,
2017-06-06,10.24,2515.22,67.80,84.10,47.10,22972.00,0.00,
2017-06-07,4.70,2515.14,75.38,89.10,57.00,22900.00,0.00,
2017-06-08,6.20,2515.06,68.54,76.30,57.00,22829.00,0.00,
2017-06-09,16.35,2515.02,60.54,73.20,49.90,22794.00,0.00,
2017-06-10,10.77,2514.96,55.93,69.50,48.30,22740.00,0.00,
2017-06-11,28.92,2514.94,56.69,68.60,43.20,22722.00,0.00,
2017-06-12,18.28,2514.88,60.99,65.80,55.30,22669.00,0.00,
2017-06-13,31.89,2514.85,61.96,76.00,47.30,22643.00,0.00,
2017-06-14,33.46,2514.84,64.56,77.70,49.20,22634.00,0.00,
2017-06-15,18.31,2514.79,65.48,76.70,52.30,22589.00,0.00,
2017-06-16,8.71,2514.71,66.26,72.10,59.90,22519.00,0.00,
2017-06-17,4.67,2514.62,67.68,80.70,54.80,22439.00,0.00,
2017-06-18,5.17,2514.53,73.30,85.60,56.20,22360.00,0.00,
2017-06-19,-4.01,2514.39,78.75,92.50,62.20,22237.00,0.00,
2017-06-20,-21.08,2514.23,83.71,96.60,69.20,22098.00,0.00,
2017-06-21,-8.97,2514.10,75.86,88.10,66.00,21985.00,0.00,
2017-06-22,0.03,2513.97,72.63,83.40,57.40,21872.00,0.00,
2017-06-23,2.07,2513.85,73.22,86.80,56.10,21769.00,0.00,
2017-06-24,9.53,2513.72,78.64,93.30,64.20,21657.00,0.00,
2017-06-25,5.50,2513.58,79.51,95.20,61.80,21537.00,0.00,
2017-06-26,1.47,2513.43,78.92,93.70,63.00,21409.00,0.00,
2017-06-27,-6.60,2513.26,78.21,91.20,60.80,21265.00,0.00,
2017-06-28,-6.60,2513.09,76.80,88.80,66.10,21121.00,0.00,
2017-06-29,-11.70,2512.89,74.38,85.30,57.70,20953.00,0.00,
2017-06-30,-1.59,2512.72,75.48,87.70,58.30,20811.00,0.00,
2017-07-01,-6.59,2512.55,78.50,93.00,61.50,20669.00,0.00,
2017-07-02,-1.55,2512.39,84.74,98.60,66.90,20537.00,0.00,
2017-07-03,-11.15,2512.20,84.35,97.00,68.50,20380.00,0.00,
2017-07-04,-6.11,2512.02,82.39,99.20,63.00,20233.00,0.00,
2017-07-05,-12.21,2511.81,86.01,102.00,66.80,20062.00,0.00,
2017-07-06,-11.71,2511.60,85.66,99.80,68.30,19892.00,0.00,
2017-07-07,-20.24,2511.38,87.32,103.80,67.30,19715.00,0.00,
2017-07-08,-9.16,2511.18,88.01,101.80,68.10,19556.00,0.00,
2017-07-09,-21.26,2510.95,90.05,103.70,73.80,19373.00,0.00,
2017-07-10,-27.32,2510.70,85.42,95.80,73.50,19176.00,0.00,
2017-07-11,-17.25,2510.47,80.44,92.10,68.00,18997.00,0.00,
2017-07-12,-13.21,2510.25,81.52,95.30,60.20,18826.00,0.00,
2017-07-13,-16.24,2510.02,85.47,101.00,67.60,18649.00,0.00,
2017-07-14,-15.77,2509.78,86.65,99.20,66.80,18465.00,0.00,
2017-07-15,-9.73,2509.55,86.77,100.10,72.70,18291.00,0.00,
2017-07-16,-24.35,2509.28,82.10,91.80,70.40,18088.00,0.00,
2017-07-17,-12.21,2509.05,79.06,91.60,63.00,17917.00,0.00,
2017-07-18,-18.18,2508.83,81.60,95.20,61.80,17754.00,0.00,
2017-07-19,-12.26,2508.58,83.18,94.30,65.10,17571.00,0.00,
2017-07-20,-13.29,2508.32,81.71,94.60,65.40,17382.00,0.00,
2017-07-21,-9.28,2508.06,81.02,95.70,65.40,17195.00,0.00,
2017-07-22,-21.86,2507.77,83.71,97.40,62.80,16989.00,0.00,
2017-07-23,-3.71,2507.53,86.02,98.10,71.50,16819.00,0.00,
2017-07-24,-11.31,2507.25,86.47,98.50,74.60,16624.00,0.00,
2017-07-25,-8.81,2506.97,82.35,94.70,71.10,16430.00,0.00,
2017-07-26,-12.30,2506.69,80.25,92.10,71.40,16239.00,0.00,
2017-07-27,-3.20,2506.44,79.56,93.80,62.90,16070.00,0.00,
2017-07-28,-10.28,2506.16,82.67,98.10,67.50,15883.00,0.00,
2017-07-29,-8.78,2505.88,83.40,98.40,65.40,15697.00,0.00,
2017-07-30,-10.79,2505.59,88.53,102.20,69.70,15507.00,0.00,
2017-07-31,-14.81,2505.29,87.16,99.60,68.60,15313.00,0.00,
2017-08-01,-17.25,2505.01,87.08,100.30,69.70,15134.00,0.00,
2017-08-02,-15.21,2504.74,88.64,101.50,69.50,14963.00,0.00,
2017-08-03,-15.20,2504.47,86.89,104.00,67.90,14794.00,0.00,
2017-08-04,-16.78,2504.17,86.31,101.50,67.00,14606.00,0.00,
2017-08-05,-9.73,2503.89,84.15,105.00,61.40,14432.00,0.00,
2017-08-06,-17.79,2503.58,83.28,98.70,70.80,14242.00,0.00,
2017-08-07,-13.21,2503.30,80.80,90.00,71.60,14071.00,0.00,
2017-08-08,-10.66,2503.04,81.01,95.60,65.10,13913.00,0.00,
2017-08-09,-10.15,2502.78,80.29,93.00,70.40,13756.00,0.00,
2017-08-10,-11.63,2502.53,78.43,91.90,62.20,13606.00,0.00,
2017-08-11,-8.05,2502.31,80.68,96.00,62.40,13475.00,0.00,
2017-08-12,-5.57,2502.08,80.92,94.00,66.50,13339.00,0.00,
2017-08-13,-4.06,2501.85,71.60,80.80,65.40,13204.00,0.00,
2017-08-14,-3.99,2501.65,69.71,85.20,55.70,13087.00,0.00,
2017-08-15,-5.51,2501.44,73.82,86.30,56.50,12965.00,0.00,
2017-08-16,-10.03,2501.22,79.67,94.80,64.10,12838.00,0.00,
2017-08-17,-7.00,2501.01,79.16,94.30,64.20,12717.00,0.00,
2017-08-18,-7.50,2500.80,78.91,93.70,60.00,12597.00,0.00,
2017-08-19,-17.05,2500.57,78.77,89.40,69.10,12466.00,0.00,
2017-08-20,-7.97,2500.37,77.17,90.20,62.70,12353.00,0.00,
2017-08-21,-4.95,2500.18,78.09,93.20,64.00,12246.00,0.00,
2017-08-22,-2.44,2499.99,75.62,91.70,59.10,12140.00,0.00,
2017-08-23,-11.08,2499.74,79.26,95.30,66.20,12001.00,0.00,
2017-08-24,-9.62,2499.47,79.50,89.60,67.30,11853.00,0.00,
2017-08-25,-22.68,2499.17,78.47,93.20,62.40,11689.00,0.00,
2017-08-26,-9.58,2498.91,79.88,94.70,62.80,11549.00,0.00,
2017-08-27,-6.56,2498.66,80.16,96.40,63.00,11415.00,0.00,
2017-08-28,-8.05,2498.41,81.08,96.00,66.60,11282.00,0.00,
2017-08-29,-2.55,2498.16,82.04,97.60,60.10,11150.00,0.00,
2017-08-30,-5.61,2497.88,83.24,94.90,70.30,11004.00,0.00,
2017-08-31,-4.60,2497.60,80.84,96.00,66.40,10860.00,0.00,
2017-09-01,-9.20,2497.27,79.48,97.60,56.90,10691.00,0.00,
2017-09-02,-14.72,2496.93,78.99,95.50,61.40,10519.00,0.00,
2017-09-03,-10.68,2496.60,81.23,98.40,64.00,10355.00,0.00,
2017-09-04,-12.70,2496.26,86.11,100.40,69.50,10187.00,0.00,
2017-09-05,-11.65,2495.94,79.03,93.10,64.90,10031.00,0.00,
2017-09-06,4.50,2495.69,73.31,90.20,58.60,9911.00,0.00,
2017-09-07,-16.68,2495.35,73.93,88.20,59.70,9749.00,0.00,
2017-09-08,-17.15,2495.02,78.98,92.90,63.10,9594.00,0.00,
2017-09-09,-11.53,2494.75,79.89,94.00,66.70,9468.00,0.00,
2017-09-10,-12.53,2494.47,78.58,94.60,64.60,9340.00,0.00,
2017-09-11,-9.46,2494.23,75.54,89.30,59.90,9230.00,0.00,
2017-09-12,0.62,2494.03,73.95,85.70,57.80,9140.00,0.00,
2017-09-13,-16.48,2493.77,75.55,90.00,63.40,9024.00,0.00,
2017-09-14,-7.43,2493.54,68.23,74.60,61.50,8922.00,0.00,
2017-09-15,-15.49,2493.27,62.75,70.10,52.60,8804.00,0.00,
2017-09-16,-6.34,2493.08,56.00,69.50,40.10,8722.00,0.00,
2017-09-17,-1.33,2492.90,60.91,73.90,45.50,8644.00,0.00,
2017-09-18,-9.84,2492.71,61.68,68.80,51.50,8563.00,0.00,
2017-09-19,-0.76,2492.56,53.61,62.10,44.00,8500.00,0.00,
2017-09-20,11.84,2492.47,55.23,65.40,45.10,8462.00,0.00,
2017-09-21,11.84,2492.38,53.76,63.90,46.30,8424.00,0.00,
2017-09-22,-0.24,2492.24,52.46,56.90,49.20,8366.00,0.00,
2017-09-23,0.79,2492.12,54.20,66.40,38.70,8316.00,0.00,
2017-09-24,-1.23,2491.99,58.61,69.50,49.40,8262.00,0.00,
2017-09-25,-0.70,2491.87,59.07,74.30,43.60,8213.00,0.00,
2017-09-26,6.38,2491.80,63.64,76.00,51.90,8184.00,0.00,
2017-09-27,9.90,2491.74,61.00,75.70,48.00,8160.00,0.00,
2017-09-28,-10.77,2491.58,60.86,77.70,45.10,8095.00,0.00,
2017-09-29,-3.20,2491.46,62.41,77.80,45.40,8047.00,0.00,
2017-09-30,-11.77,2491.30,61.19,67.80,54.90,7982.00,0.00,
2017-10-01,-8.75,2491.15,52.36,59.50,45.90,7923.00,0.00,
2017-10-02,-5.20,2491.03,52.16,62.40,40.60,7875.00,0.00,
2017-10-03,-4.70,2490.91,53.42,68.20,40.20,7828.00,0.00,
2017-10-04,-1.66,2490.81,51.68,62.70,40.50,7789.00,0.00,
2017-10-05,2.37,2490.73,52.61,66.80,41.00,7758.00,0.00,
2017-10-06,-0.61,2490.66,54.57,70.30,38.10,7731.00,0.00,
2017-10-07,-2.63,2490.58,57.09,70.30,42.40,7700.00,0.00,
2017-10-08,-6.66,2490.48,51.95,60.00,44.00,7661.00,0.00,
2017-10-09,-6.16,2490.38,48.54,61.20,34.20,7623.00,0.00,
2017-10-10,-3.18,2490.27,50.64,65.90,31.70,7581.00,0.00,
2017-10-11,-10.74,2490.12,51.74,61.60,43.20,7524.00,0.00,
2017-10-12,-9.23,2489.97,45.13,54.30,33.80,7468.00,0.00,
2017-10-13,-2.16,2489.87,45.17,51.80,38.70,7430.00,0.00,
2017-10-14,-5.69,2489.75,42.55,56.90,28.20,7385.00,0.00,
2017-10-15,-3.17,2489.64,42.94,62.80,29.90,7345.00,0.00,
2017-10-16,-6.05,2489.61,45.63,65.60,31.10,7333.00,0.00,
2017-10-17,2.02,2489.62,47.56,63.10,32.90,7337.00,0.00,
2017-10-18,2.02,2489.63,50.64,67.00,34.90,7341.00,0.00,
2017-10-19,0.00,2489.63,52.58,71.30,37.30,7341.00,0.00,
2017-10-20,0.00,2489.63,50.04,60.40,41.80,7341.00,0.00,
2017-10-21,5.55,2489.66,41.44,45.10,35.60,7352.00,0.00,
2017-10-22,2.02,2489.67,50.93,64.40,42.60,7356.00,0.00,
2017-10-23,3.53,2489.69,50.95,64.80,39.90,7363.00,0.00,
2017-10-24,2.02,2489.70,49.25,64.70,37.30,7367.00,0.00,
2017-10-25,2.02,2489.71,48.99,66.90,35.00,7371.00,0.00,
2017-10-26,1.51,2489.72,55.65,73.90,42.30,7374.00,0.00,
2017-10-27,4.03,2489.74,54.37,74.90,41.60,7382.00,0.00,
2017-10-28,1.51,2489.75,51.93,65.70,39.90,7385.00,0.00,
2017-10-29,2.02,2489.76,53.35,72.50,37.40,7389.00,0.00,
2017-10-30,2.02,2489.77,53.00,63.60,47.20,7393.00,0.00,
2017-10-31,0.00,2489.77,44.87,58.20,31.60,7393.00,0.00,
2017-11-01,2.02,2489.78,48.14,67.30,34.60,7397.00,0.00,
2017-11-02,3.53,2489.80,45.94,49.90,42.80,7404.00,0.00,
2017-11-03,11.60,2489.86,42.89,45.70,39.60,7427.00,0.00,
2017-11-04,3.53,2489.88,39.91,47.30,31.40,7434.00,0.00,
2017-11-05,7.56,2489.92,36.04,43.80,27.00,7449.00,0.00,
2017-11-06,5.55,2489.95,37.71,46.50,28.10,7460.00,0.00,
2017-11-07,5.55,2489.98,33.93,42.00,22.10,7471.00,0.00,
2017-11-08,6.05,2490.01,39.67,44.60,33.90,7483.00,0.00,
2017-11-09,9.58,2490.06,41.98,50.90,38.60,7502.00,0.00,
2017-11-10,9.08,2490.11,41.57,45.30,37.30,7520.00,0.00,
2017-11-11,7.56,2490.15,41.91,50.90,35.10,7535.00,0.00,
2017-11-12,8.07,2490.19,39.88,47.70,31.10,7551.00,0.00,
2017-11-13,7.56,2490.23,40.15,51.10,29.10,7566.00,0.00,
2017-11-14,5.55,2490.26,44.75,56.30,37.50,7577.00,0.00,
2017-11-15,9.58,2490.31,38.00,43.50,29.70,7596.00,0.00,
2017-11-16,7.56,2490.35,44.81,49.50,40.90,7611.00,0.00,
2017-11-17,4.03,2490.37,41.24,48.70,30.70,7619.00,0.00,
2017-11-18,7.56,2490.41,35.71,46.20,26.00,7634.00,0.00,
2017-11-19,6.05,2490.44,34.49,44.40,23.70,7646.00,0.00,
2017-11-20,9.58,2490.49,39.54,44.90,33.90,7665.00,0.00,
2017-11-21,9.58,2490.54,45.53,49.90,40.30,7684.00,0.00,
2017-11-22,8.07,2490.58,48.89,53.80,45.90,7700.00,0.00,
2017-11-23,9.58,2490.63,47.98,55.00,44.20,7719.00,0.00,
2017-11-24,8.07,2490.67,48.37,60.30,35.90,7735.00,0.00,
2017-11-25,7.56,2490.71,37.70,44.20,30.00,7750.00,0.00,
2017-11-26,8.07,2490.75,40.29,55.90,34.80,7766.00,0.00,
2017-11-27,5.55,2490.78,45.15,51.50,33.00,7777.00,0.00,
2017-11-28,6.05,2490.81,35.73,43.40,24.30,7789.00,0.00,
2017-11-29,8.07,2490.85,36.17,47.30,25.80,7805.00,0.00,
2017-11-30,5.55,2490.88,29.23,33.70,22.40,7816.00,0.00,
2017-12-01,8.07,2490.92,33.36,40.70,26.70,7832.00,0.00,
2017-12-02,12.10,2490.98,33.75,39.30,26.80,7856.00,0.00,
2017-12-03,9.58,2491.03,38.89,44.00,34.80,7875.00,0.00,
2017-12-04,4.03,2491.05,37.03,45.10,26.80,7883.00,0.00,
2017-12-05,6.05,2491.08,31.57,45.10,23.10,7895.00,0.00,
2017-12-06,4.03,2491.10,29.32,43.30,20.90,7903.00,0.00,
2017-12-07,6.05,2491.13,27.79,42.90,18.20,7915.00,0.00,
2017-12-08,6.05,2491.16,26.02,30.00,18.80,7927.00,0.00,
2017-12-09,8.07,2491.20,29.53,31.70,28.00,7943.00,0.00,
2017-12-10,8.07,2491.24,28.47,29.80,27.50,7959.00,0.00,
2017-12-11,6.05,2491.27,27.74,29.20,26.50,7971.00,0.00,
2017-12-12,7.56,2491.31,24.95,26.50,24.10,7986.00,0.00,
2017-12-13,6.05,2491.34,25.61,37.80,19.30,7998.00,0.00,
2017-12-14,6.05,2491.37,25.33,27.90,19.90,8010.00,0.00,
2017-12-15,12.10,2491.43,26.61,27.80,25.80,8034.00,0.00,
2017-12-16,6.55,2491.46,28.81,42.40,14.70,8047.00,0.00,
2017-12-17,10.08,2491.51,29.89,35.60,22.50,8067.00,0.00,
2017-12-18,10.08,2491.56,34.56,46.20,29.10,8087.00,0.00,
2017-12-19,12.10,2491.62,33.48,42.80,30.70,8111.00,0.00,
2017-12-20,6.05,2491.65,36.94,43.10,30.30,8123.00,0.00,
2017-12-21,6.05,2491.68,31.99,42.10,21.90,8135.00,0.00,
2017-12-22,8.57,2491.72,30.85,34.50,27.60,8152.00,0.00,
2017-12-23,8.07,2491.76,30.97,40.30,20.70,8168.00,0.00,
2017-12-24,4.03,2491.78,19.32,23.40,14.80,8176.00,0.00,
2017-12-25,8.07,2491.82,23.99,43.20,13.10,8192.00,0.00,
2017-12-26,6.55,2491.85,17.29,31.40,7.60,8205.00,0.00,
2017-12-27,6.05,2491.88,23.28,32.40,19.00,8217.00,0.00,
2017-12-28,18.65,2491.97,21.85,28.60,15.10,8254.00,0.00,
2017-12-29,27.23,2492.10,28.48,38.90,24.40,8308.00,0.00,
2017-12-30,31.26,2492.25,34.73,52.80,25.50,8370.00,0.00,
2017-12-31,21.18,2492.35,27.91,40.60,20.50,8412.00,0.00,
2018-01-01,5.21,2492.47,28.35,46.30,21.10,8462.00,20.00,
2018-01-02,-2.86,2492.55,26.73,41.10,19.20,8496.00,20.00,
2018-01-03,-0.84,2492.64,26.79,37.80,20.50,8534.00,20.00,
2018-01-04,1.18,2492.74,27.31,35.10,19.50,8576.00,20.00,
2018-01-05,5.71,2492.86,33.26,42.00,28.80,8627.00,20.00,
2018-01-06,6.22,2492.98,36.81,50.10,30.30,8679.00,20.00,
2018-01-07,6.22,2493.10,33.01,36.20,30.60,8731.00,20.00,
2018-01-08,28.23,2493.23,33.67,41.10,29.90,8787.00,0.00,
2018-01-09,8.23,2493.36,36.87,40.10,34.10,8843.00,20.00,
2018-01-10,6.72,2493.48,39.59,46.90,34.40,8896.00,20.00,
2018-01-11,-8.91,2493.53,35.50,38.10,33.80,8918.00,20.00,
2018-01-12,4.70,2493.64,45.34,55.10,35.20,8967.00,20.00,
2018-01-13,26.89,2493.85,38.26,52.40,29.60,9060.00,20.00,
2018-01-14,36.47,2494.10,35.20,46.70,26.90,9172.00,20.00,
2018-01-15,32.43,2494.33,35.29,46.60,28.70,9276.00,20.00,
2018-01-16,20.94,2494.56,36.11,39.90,30.20,9381.00,32.00,
2018-01-17,18.92,2494.78,35.90,39.80,33.90,9482.00,32.00,
2018-01-18,16.93,2495.00,36.16,40.40,31.60,9585.00,35.00,
2018-01-19,9.37,2495.19,38.88,45.80,30.20,9673.00,35.00,
2018-01-20,17.43,2495.41,35.40,52.30,28.40,9777.00,35.00,
2018-01-21,15.42,2495.62,33.27,41.10,24.60,9877.00,35.00,
2018-01-22,11.38,2495.81,38.02,53.00,30.10,9969.00,35.00,
2018-01-23,15.44,2496.03,32.33,37.20,26.40,10075.00,38.00,
2018-01-24,13.43,2496.24,34.88,40.50,30.30,10177.00,38.00,
2018-01-25,8.93,2496.45,40.51,47.20,34.90,10280.00,43.00,
2018-01-26,4.39,2496.64,36.27,44.20,28.30,10374.00,43.00,
2018-01-27,4.90,2496.83,35.30,39.00,32.80,10469.00,43.00,
2018-01-28,2.38,2497.01,37.25,42.40,34.70,10559.00,43.00,
2018-01-29,2.88,2497.19,36.90,40.40,34.00,10650.00,43.00,
2018-01-30,3.38,2497.37,39.49,47.00,34.30,10742.00,43.00,
2018-01-31,0.86,2497.54,37.60,46.30,32.00,10829.00,43.00,
2018-02-01,23.86,2497.71,39.01,45.10,33.40,10916.00,20.00,
2018-02-02,24.37,2497.88,42.62,54.90,35.30,11004.00,20.00,
2018-02-03,32.43,2498.08,50.88,63.40,33.70,11108.00,20.00,
2018-02-04,25.38,2498.25,55.03,61.60,45.00,11198.00,20.00,
2018-02-05,0.90,2498.43,48.79,55.70,37.70,11293.00,47.00,
2018-02-06,-7.17,2498.58,45.64,59.60,35.20,11372.00,47.00,
2018-02-07,-3.15,2498.74,43.74,57.90,30.90,11457.00,46.00,
2018-02-08,-7.16,2498.89,42.63,51.40,35.90,11538.00,48.00,
2018-02-09,-4.64,2499.05,46.71,54.00,39.90,11624.00,48.00,
2018-02-10,-9.68,2499.19,39.22,49.40,30.20,11700.00,48.00,
2018-02-11,-9.68,2499.33,31.02,36.60,24.60,11776.00,48.00,
2018-02-12,-5.20,2499.46,37.13,46.50,28.30,11847.00,41.00,
2018-02-13,-4.70,2499.59,32.15,44.10,21.50,11919.00,41.00,
2018-02-14,0.34,2499.74,33.61,39.40,28.70,12001.00,41.00,
2018-02-15,-7.22,2499.86,37.89,45.80,29.90,12068.00,41.00,
2018-02-16,-1.67,2500.00,34.70,45.60,25.60,12146.00,41.00,
2018-02-17,1.35,2500.15,40.32,56.00,26.70,12230.00,41.00,
2018-02-18,-4.20,2500.28,37.27,46.00,23.20,12303.00,41.00,
2018-02-19,-10.25,2500.39,25.54,30.10,18.60,12364.00,41.00,
2018-02-20,-21.81,2500.47,21.38,35.00,7.00,12410.00,45.00,
2018-02-21,-18.29,2500.56,25.86,31.60,21.70,12461.00,44.00,
2018-02-22,9.80,2500.69,28.68,36.90,23.70,12534.00,27.00,
2018-02-23,1.74,2500.79,28.55,37.60,15.40,12591.00,27.00,
2018-02-24,10.31,2500.92,31.83,39.30,26.30,12665.00,27.00,
2018-02-25,7.79,2501.04,36.40,45.80,29.40,12734.00,27.00,
2018-02-26,10.43,2501.22,33.75,39.60,29.60,12838.00,42.00,
2018-02-27,-5.19,2501.35,30.29,42.60,15.20,12913.00,43.00,
2018-02-28,1.84,2501.49,34.25,44.30,24.70,12994.00,39.00,
2018-03-01,13.94,2501.67,36.48,44.70,30.50,13099.00,39.00,
2018-03-02,-6.73,2501.78,38.47,49.10,31.50,13163.00,39.00,
2018-03-03,5.37,2501.93,33.50,48.40,29.30,13251.00,39.00,
2018-03-04,-9.20,2502.05,35.83,47.50,25.80,13322.00,45.00,
2018-03-05,-0.66,2502.19,37.35,54.10,23.80,13404.00,42.00,
2018-03-06,-6.20,2502.31,37.72,51.60,22.60,13475.00,42.00,
2018-03-07,3.35,2502.45,39.06,47.70,29.30,13559.00,39.00,
2018-03-08,-6.23,2502.56,45.64,59.70,34.60,13624.00,39.00,
2018-03-09,3.35,2502.70,50.47,59.40,40.60,13708.00,39.00,
2018-03-10,-5.72,2502.81,45.63,57.30,31.80,13774.00,39.00,
2018-03-11,-5.72,2502.92,50.69,63.20,41.40,13840.00,39.00,
2018-03-12,-2.20,2503.04,46.52,61.00,31.60,13913.00,39.00,
2018-03-13,-2.70,2503.16,52.67,65.40,42.50,13985.00,39.00,
2018-03-14,-1.64,2503.30,47.52,55.60,42.40,14071.00,45.00,
2018-03-15,-41.15,2503.44,43.83,56.10,37.00,14156.00,84.00,
2018-03-16,-30.69,2503.68,39.74,48.50,34.00,14303.00,104.80,
2018-03-17,-4.17,2504.00,40.38,47.80,35.10,14501.00,104.00,
2018-03-18,-0.65,2504.33,42.66,57.40,31.40,14706.00,104.00,
2018-03-19,14.78,2504.63,43.21,53.20,28.70,14894.00,80.00,
2018-03-20,6.68,2504.89,46.03,55.20,37.80,15058.00,76.00,
2018-03-21,9.14,2505.13,49.31,59.10,42.60,15211.00,68.00,
2018-03-22,17.20,2505.39,51.36,62.40,41.70,15378.00,67.00,
2018-03-23,16.25,2505.67,45.45,54.60,35.60,15559.00,75.00,
2018-03-24,11.21,2505.93,43.48,51.20,38.50,15730.00,75.00,
2018-03-25,9.14,2506.16,41.72,52.70,34.00,15883.00,68.00,
2018-03-26,-0.95,2506.36,42.18,54.50,28.40,16016.00,68.00,
2018-03-27,7.59,2506.57,49.08,61.60,36.80,16158.00,64.00,
2018-03-28,-8.57,2506.72,53.46,66.30,43.90,16260.00,60.00,
2018-03-29,-3.57,2506.87,50.86,64.60,42.20,16362.00,55.00,
2018-03-30,-8.13,2507.00,51.70,69.70,34.20,16451.00,53.00,
2018-03-31,-4.10,2507.14,54.94,64.30,48.10,16548.00,53.00,
2018-04-01,-4.62,2507.27,51.79,63.30,35.20,16638.00,50.00,
2018-04-02,-13.74,2507.36,42.22,54.00,31.90,16700.00,45.00,
2018-04-03,-6.18,2507.47,40.05,54.20,23.60,16777.00,45.00,
2018-04-04,-6.18,2507.58,50.47,66.50,36.60,16854.00,45.00,
2018-04-05,-0.15,2507.70,54.27,60.80,48.90,16939.00,43.00,
2018-04-06,-1.15,2507.82,55.33,63.30,48.00,17024.00,44.00,
2018-04-07,-1.15,2507.94,55.57,66.40,50.20,17109.00,44.00,
2018-04-08,-4.17,2508.05,51.40,55.90,45.60,17188.00,44.00,
2018-04-09,-6.17,2508.16,48.54,61.00,32.40,17267.00,46.00,
2018-04-10,3.83,2508.27,50.69,60.50,39.60,17346.00,36.00,
2018-04-11,2.39,2508.40,51.85,59.60,43.90,17440.00,45.00,
2018-04-12,-10.67,2508.51,45.88,50.90,41.00,17520.00,51.00,
2018-04-13,-4.67,2508.62,46.32,58.40,34.60,17600.00,45.00,
2018-04-14,-3.16,2508.73,51.14,60.10,42.10,17681.00,44.00,
2018-04-15,-5.20,2508.83,54.75,63.80,44.60,17754.00,42.00,
2018-04-16,-4.69,2508.93,47.56,55.10,41.00,17828.00,42.00,
2018-04-17,-14.78,2509.00,45.50,57.10,36.40,17880.00,41.00,
2018-04-18,-16.29,2509.07,48.02,59.80,33.40,17931.00,42.00,
2018-04-19,15.13,2509.11,56.67,69.90,45.60,17961.00,0.00,
2018-04-20,0.00,2509.11,58.95,73.10,42.20,17961.00,0.00,
2018-04-21,64.03,2509.28,57.99,71.20,44.10,18088.00,0.00,
2018-04-22,64.53,2509.45,54.88,66.40,42.20,18216.00,0.00,
2018-04-23,30.25,2509.53,55.48,66.60,43.00,18276.00,0.00,
2018-04-24,3.53,2509.54,57.30,68.00,44.90,18283.00,0.00,
2018-04-25,12.91,2509.51,59.91,78.00,41.10,18261.00,0.00,
2018-04-26,5.72,2509.42,63.49,79.10,45.60,18193.00,0.00,
2018-04-27,7.10,2509.29,65.91,86.50,46.00,18096.00,0.00,
2018-04-28,-8.03,2509.12,59.37,66.50,52.60,17969.00,0.00,
2018-04-29,-0.47,2508.97,50.63,58.90,45.80,17857.00,0.00,
2018-04-30,19.16,2508.86,52.23,65.10,38.00,17776.00,0.00,
2018-05-01,-8.02,2508.69,54.70,64.70,44.00,17651.00,0.00,
2018-05-02,-28.20,2508.46,60.41,71.80,47.80,17484.00,0.00,
2018-05-03,-15.58,2508.27,64.01,77.40,46.30,17346.00,0.00,
2018-05-04,-13.07,2508.08,65.58,80.30,50.90,17209.00,0.00,
2018-05-05,-13.06,2507.89,66.05,77.30,54.80,17074.00,0.00,
2018-05-06,-13.06,2507.70,65.62,80.80,51.40,16939.00,0.00,
2018-05-07,-17.09,2507.50,67.00,83.30,49.00,16798.00,0.00,
2018-05-08,-13.55,2507.31,69.26,83.20,51.70,16666.00,0.00,
2018-05-09,-32.67,2507.08,66.38,76.00,55.90,16506.00,0.00,
2018-05-10,-28.13,2506.86,59.47,70.30,53.10,16355.00,0.00,
2018-05-11,-30.63,2506.64,55.61,63.20,48.80,16205.00,0.00,
2018-05-12,-42.20,2506.39,62.87,71.80,54.00,16036.00,0.00,
2018-05-13,-31.11,2506.17,59.24,73.00,52.90,15889.00,0.00,
2018-05-14,-35.63,2505.94,64.46,81.80,43.50,15737.00,0.00,
2018-05-15,-35.13,2505.71,66.56,81.90,52.80,15586.00,0.00,
2018-05-16,-32.60,2505.49,63.99,74.90,55.90,15442.00,0.00,
