date,af,fb,qd,qu,mm,mn,mx,pc,pp,sp
1991-09-15,41240.00,2456.60,96.00,39.57,53.94,35.85,75.22,88.63,0.00,6.14
1991-09-16,41156.00,2456.54,96.00,53.65,60.70,43.55,77.04,88.77,0.00,6.14
1991-09-17,41044.00,2456.46,96.00,39.53,60.80,44.25,79.00,88.77,0.00,6.14
1991-09-18,40960.00,2456.40,95.00,52.65,58.92,42.43,80.54,88.77,0.00,6.14
1991-09-19,40848.07,2456.32,95.00,38.57,57.91,38.79,78.30,88.77,0.00,6.14
1991-09-20,40729.00,2456.23,95.00,34.97,52.39,42.29,58.96,88.62,0.00,6.14
1991-09-21,40633.86,2456.16,95.00,47.04,50.52,37.81,62.47,88.62,0.00,6.14
1991-09-22,40522.00,2456.08,95.00,38.60,48.00,31.78,65.27,88.62,0.00,6.14
1991-09-23,40424.00,2456.01,95.00,45.59,57.57,43.97,75.78,88.62,0.00,6.14
1991-09-24,40326.00,2455.94,95.00,45.59,60.14,39.49,82.22,88.48,0.00,6.14
1991-09-25,40231.22,2455.87,95.00,47.22,60.92,42.15,83.62,88.48,0.00,6.14
1991-09-26,40140.00,2455.80,98.00,52.01,61.23,44.25,85.30,,0.00,6.14
1991-09-27,40042.00,2455.73,100.00,50.59,60.03,52.52,75.36,,0.00,6.14
1991-09-28,39915.79,2455.64,100.00,36.37,53.47,50.98,57.28,,0.00,6.14
1991-09-29,39818.00,2455.57,99.00,49.70,56.71,40.89,76.06,3.42,0.00,6.14
1991-09-30,39710.00,2455.48,98.00,43.55,52.41,39.77,78.58,0.00,0.00,6.14
1991-10-01,39590.00,2455.40,97.00,37.00,60.13,48.74,64.71,0.30,0.00,6.14
1991-10-02,39464.04,2455.31,97.00,33.49,52.46,42.71,64.85,0.30,0.00,6.14
1991-10-03,39333.00,2455.21,96.00,29.94,47.64,35.01,63.73,0.15,0.00,6.14
1991-10-04,39235.79,2455.14,96.00,46.99,45.57,28.42,66.81,0.00,0.00,6.14
1991-10-05,39124.00,2455.06,96.00,39.64,48.03,28.70,68.91,0.00,0.00,6.14
1991-10-06,39040.00,2455.00,96.00,53.65,47.21,32.62,62.19,0.00,0.00,6.14
1991-10-07,38914.00,2454.91,95.00,31.47,47.70,35.99,59.38,0.00,0.00,6.14
1991-10-08,38809.09,2454.83,95.00,42.11,45.00,27.02,67.65,0.00,0.00,6.14
1991-10-09,38700.00,2454.75,95.00,40.00,50.15,31.64,74.65,0.00,0.00,6.14
1991-10-10,38587.90,2454.67,95.00,38.48,51.14,32.62,78.16,0.00,0.00,6.14
1991-10-11,38464.00,2454.58,95.00,32.53,52.91,34.45,77.18,0.00,0.00,6.14
1991-10-12,38360.00,2454.50,94.00,41.57,54.37,41.59,61.63,0.00,0.00,6.14
1991-10-13,38262.00,2454.43,94.00,44.59,48.53,30.66,72.13,0.00,0.00,6.14
1991-10-14,38150.17,2454.35,94.00,37.62,53.99,37.81,81.38,,0.00,6.14
1991-10-15,38038.00,2454.27,94.00,37.45,54.88,40.61,72.83,,0.00,6.14
1991-10-16,37982.00,2454.23,94.00,65.77,44.64,40.19,51.54,,0.00,6.14
1991-10-17,37887.87,2454.16,94.00,46.54,37.32,29.54,48.60,,0.00,6.14
1991-10-18,37754.00,2454.06,94.00,26.51,42.80,28.28,56.86,,0.00,6.14
1991-10-19,37656.00,2453.99,94.00,44.59,50.51,41.45,61.77,,0.00,6.14
1991-10-20,37558.00,2453.92,89.00,39.59,51.74,41.87,60.92,,0.00,6.14
1991-10-21,37600.00,2453.95,72.00,93.17,45.30,37.39,54.20,0.15,0.00,6.14
1991-10-22,37544.00,2453.91,72.00,43.77,38.79,33.61,45.51,0.15,0.00,6.14
1991-10-23,37491.22,2453.87,72.00,45.39,37.29,34.03,39.35,0.00,0.00,5.90
1991-10-24,37586.00,2453.94,72.00,119.78,34.72,31.50,37.53,0.74,0.74,6.14
1991-10-25,37544.00,2453.91,72.00,50.82,33.95,31.64,37.67,1.04,0.44,6.14
1991-10-26,37516.97,2453.89,72.00,58.37,35.22,30.80,44.25,1.19,0.00,5.90
1991-10-27,37478.19,2453.86,72.00,52.45,31.48,24.50,34.87,1.19,0.00,5.90
1991-10-28,37452.13,2453.84,72.00,58.86,24.19,21.28,29.26,1.34,0.15,6.14
1991-10-29,37372.00,2453.78,72.00,31.60,22.73,15.39,35.99,1.34,0.00,6.14
1991-10-30,37288.00,2453.72,72.00,29.65,27.02,11.89,37.95,1.34,0.00,6.14
1991-10-31,37358.00,2453.77,72.00,107.29,31.58,28.84,35.57,1.78,0.45,6.38
1991-11-01,37288.00,2453.72,72.00,36.71,27.77,24.22,29.26,1.78,0.00,6.38
1991-11-02,37220.91,2453.67,72.00,38.17,22.89,14.55,30.66,1.78,0.00,6.38
1991-11-03,37181.81,2453.64,72.00,52.29,29.14,23.24,34.87,1.78,0.00,6.38
1991-11-04,37274.00,2453.71,72.00,118.48,35.25,27.72,44.81,2.68,0.89,6.38
1991-11-05,37982.00,2454.23,73.00,429.95,42.77,36.55,53.22,4.46,1.78,6.14
1991-11-06,38332.00,2454.48,74.00,250.46,36.57,29.68,46.49,4.46,0.00,6.14
1991-11-07,38504.04,2454.61,74.00,160.73,35.80,32.90,37.95,4.61,0.15,6.14
1991-11-08,38783.03,2454.81,74.00,214.66,41.37,36.55,48.74,5.06,0.45,6.14
1991-11-09,39082.00,2455.03,74.00,224.73,42.61,35.71,46.49,5.20,0.15,6.14
1991-11-10,39320.00,2455.20,74.00,193.99,43.05,40.05,48.46,5.35,0.15,6.14
1991-11-11,40042.00,2455.73,75.00,439.01,41.39,38.23,48.18,6.54,1.19,6.14
1991-11-12,41874.00,2457.06,77.00,1000.63,44.10,39.49,47.06,7.29,0.74,6.14
1991-11-13,43096.00,2457.94,78.00,694.09,37.71,35.43,41.03,7.43,0.15,6.14
1991-11-14,43768.00,2458.42,79.00,417.80,33.49,26.88,42.15,7.43,0.00,6.14
1991-11-15,44188.00,2458.72,79.00,290.75,31.97,25.48,39.21,7.43,0.00,6.14
1991-11-16,44636.00,2459.04,80.00,305.87,31.11,30.24,32.48,8.03,0.60,6.38
1991-11-17,45070.17,2459.35,80.00,298.90,35.18,32.48,39.77,8.33,0.30,6.38
1991-11-18,45541.93,2459.68,81.00,318.84,35.07,32.76,37.39,8.48,0.15,6.38
1991-11-19,46520.00,2460.37,82.00,575.11,33.84,33.33,35.29,10.71,2.23,6.38
1991-11-20,48298.07,2461.62,84.00,980.44,35.38,31.78,42.15,11.75,1.04,6.38
1991-11-21,49186.00,2462.24,84.00,531.66,33.16,30.94,38.51,12.04,0.30,6.38
1991-11-22,49728.07,2462.62,85.00,358.29,30.54,23.66,39.35,12.04,0.00,6.38
1991-11-23,50172.00,2462.93,85.00,308.81,30.25,29.96,30.66,12.04,0.00,6.38
1991-11-24,50715.04,2463.31,85.00,358.78,30.96,30.24,31.22,13.09,1.04,6.62
1991-11-25,52711.93,2464.68,89.00,1095.77,34.02,31.22,36.27,14.57,1.49,6.62
1991-11-26,53995.00,2465.55,89.00,735.88,32.48,31.36,34.87,15.32,0.74,7.10
1991-11-27,54780.00,2466.08,89.00,484.77,34.49,33.61,35.43,15.46,0.00,7.10
1991-11-28,55639.85,2466.66,89.00,522.51,35.12,31.64,37.95,16.36,0.89,6.86
1991-11-29,56285.00,2467.09,90.00,415.26,27.18,20.30,36.27,16.36,0.00,6.86
1991-11-30,56750.00,2467.40,90.00,324.44,30.22,22.40,33.05,16.21,0.00,6.86
1991-12-01,57615.00,2467.97,90.00,526.10,38.82,33.05,42.99,17.10,0.89,6.38
1991-12-02,58595.04,2468.61,91.00,585.10,36.35,35.99,36.83,17.10,0.00,6.14
1991-12-03,59340.00,2469.10,91.00,466.59,38.13,33.89,42.85,17.25,0.15,6.14
1991-12-04,60136.04,2469.61,92.00,493.34,39.51,35.71,44.11,17.40,0.00,6.14
1991-12-05,63116.00,2471.51,94.00,1596.40,37.43,35.01,44.95,19.63,2.23,6.14
1991-12-06,66127.92,2473.38,97.00,1615.51,35.24,32.06,40.89,20.37,0.74,6.38
1991-12-07,67720.20,2474.35,98.00,900.77,33.55,32.06,36.55,21.12,0.74,6.38
1991-12-08,69460.00,2475.40,100.00,977.15,39.23,36.13,42.01,22.01,0.89,6.14
1991-12-09,71470.00,2476.60,101.00,1114.38,36.85,31.64,42.29,22.90,0.89,6.14
1991-12-10,72677.04,2477.31,101.00,709.55,31.56,24.22,35.15,22.75,0.00,6.14
1991-12-11,73962.00,2478.06,102.00,749.83,36.08,31.50,41.03,23.64,0.89,6.14
1991-12-12,75778.05,2479.11,103.00,1018.59,34.89,30.94,39.63,25.28,1.64,6.38
1991-12-13,76747.82,2479.66,104.00,592.93,28.94,23.94,33.89,25.28,0.00,6.38
1991-12-14,77394.00,2480.03,104.00,429.78,25.01,20.72,28.42,25.13,0.00,6.38
1991-12-15,77888.05,2480.31,104.00,353.08,22.67,19.60,28.56,25.13,0.00,6.38
1991-12-16,78238.00,2480.51,104.00,280.43,23.33,21.00,25.20,24.98,0.00,6.38
1991-12-17,78507.82,2480.66,104.00,240.03,25.75,23.94,28.84,24.98,0.00,6.38
1991-12-18,78811.13,2480.83,104.00,256.92,28.83,24.50,33.05,25.28,0.00,6.38
1991-12-19,79038.00,2480.96,104.00,218.38,31.97,27.86,33.05,25.58,0.30,6.62
1991-12-20,79218.00,2481.06,104.00,194.75,27.76,25.76,32.20,25.58,0.00,6.62
1991-12-21,79433.91,2481.18,104.00,212.86,30.21,26.18,34.03,25.87,0.30,6.62
1991-12-22,79542.00,2481.24,104.00,158.49,31.65,30.10,33.47,26.02,0.15,6.62
1991-12-23,79632.00,2481.29,104.00,149.38,32.83,31.92,34.31,26.02,0.00,6.62
1991-12-24,79740.22,2481.35,104.00,158.56,32.24,31.64,32.90,26.02,0.00,6.62
1991-12-25,79811.95,2481.39,104.00,140.17,32.00,31.08,33.33,26.17,0.15,6.86
1991-12-26,79860.00,2481.42,104.00,128.22,33.00,32.00,36.00,,0.00,
1991-12-27,79898.00,2481.44,104.00,123.16,34.03,30.94,39.77,26.32,0.00,6.86
1991-12-28,79949.00,2481.47,104.00,129.71,30.97,26.74,34.31,26.17,0.00,6.86
1991-12-29,79983.00,2481.49,104.00,121.14,32.80,31.50,34.59,26.17,0.00,6.86
1991-12-30,80018.00,2481.51,104.00,121.65,33.71,32.34,35.85,26.32,0.15,6.86
1991-12-31,80054.00,2481.53,104.00,122.15,33.52,32.34,35.29,26.32,0.00,6.86
1992-01-01,80090.00,2481.55,104.00,122.15,32.42,30.80,33.61,26.47,0.15,6.86
1992-01-02,80233.70,2481.63,104.00,176.45,33.12,28.42,37.39,27.36,0.59,7.61
1992-01-03,80233.70,2481.63,104.00,104.00,30.25,27.30,31.50,27.36,0.00,7.61
1992-01-04,80287.82,2481.66,104.00,131.29,27.95,21.00,31.64,27.51,0.15,7.87
1992-01-05,80305.87,2481.67,104.00,113.10,27.08,21.00,30.10,27.51,0.00,7.87
1992-01-06,80305.87,2481.67,104.00,104.00,28.82,26.74,29.40,27.66,0.00,7.87
1992-01-07,80305.87,2481.67,104.00,104.00,12.93,9.51,14.97,27.51,0.00,7.87
1992-01-08,80287.82,2481.66,104.00,94.90,23.40,20.16,30.24,27.51,0.00,7.87
1992-01-09,80233.70,2481.63,104.00,76.71,27.08,25.48,31.22,27.51,0.00,7.87
1992-01-10,80323.91,2481.68,104.00,149.49,28.39,25.48,34.45,27.96,0.30,8.38
1992-01-11,80360.00,2481.70,104.00,122.19,32.89,28.14,35.71,28.40,0.45,8.63
1992-01-12,80360.00,2481.70,104.00,104.00,28.46,23.52,34.17,28.40,0.00,8.63
1992-01-13,80323.91,2481.68,104.00,85.81,33.41,30.38,38.79,28.40,0.00,8.63
1992-01-14,80287.82,2481.66,104.00,85.80,35.64,30.10,39.63,28.55,0.00,8.63
1992-01-15,80305.87,2481.67,104.00,113.10,34.28,31.78,44.95,28.70,0.00,8.63
1992-01-16,80558.05,2481.81,104.00,231.14,35.03,30.38,39.49,29.44,0.44,8.38
1992-01-17,80594.13,2481.83,104.00,122.19,28.81,25.62,37.67,29.44,0.00,8.38
1992-01-18,80666.30,2481.87,104.00,140.39,26.48,24.64,27.44,29.29,0.00,8.38
1992-01-19,80683.91,2481.88,104.00,112.88,26.43,25.34,27.02,29.15,0.00,8.38
1992-01-20,80720.00,2481.90,104.00,122.19,25.01,24.36,25.48,29.15,0.00,8.12
1992-01-21,80846.00,2481.97,104.00,167.53,30.13,24.08,35.57,29.59,0.45,8.38
1992-01-22,81008.00,2482.06,104.00,185.68,29.01,25.76,31.36,30.33,0.59,9.14
1992-01-23,82612.00,2482.94,106.00,914.68,40.55,31.36,45.37,32.86,1.78,8.63
1992-01-24,85234.28,2484.36,108.00,1430.07,41.12,37.81,45.37,33.16,0.30,7.87
1992-01-25,86810.00,2485.20,108.00,902.43,37.29,29.40,39.91,33.46,0.15,7.61
1992-01-26,87786.00,2485.72,109.00,601.07,32.38,29.54,35.43,33.31,0.00,7.36
1992-01-27,88918.09,2486.32,109.00,679.76,32.83,32.34,33.61,34.94,1.34,8.38
1992-01-28,91114.00,2487.46,111.00,1218.10,35.44,32.76,40.89,36.13,1.19,8.38
1992-01-29,93235.00,2488.55,112.00,1181.34,34.86,31.64,38.65,37.47,1.34,8.63
1992-01-30,95180.00,2489.54,113.00,1093.60,37.29,34.31,41.87,38.22,0.74,8.63
1992-01-31,97150.00,2490.53,114.00,1107.21,38.37,34.59,40.19,38.36,2.08,8.38
1992-02-01,98532.00,2491.22,114.00,810.76,36.15,29.26,41.87,38.51,0.00,8.38
1992-02-02,99459.90,2491.68,114.00,581.82,35.03,29.26,40.19,38.36,0.00,8.12
1992-02-03,100236.00,2492.06,53.00,444.28,34.78,27.02,50.70,38.51,0.00,8.12
1992-02-04,100951.00,2492.41,1.00,361.48,30.11,25.48,40.89,38.36,0.00,8.12
1992-02-05,101582.00,2492.72,1.00,319.13,29.48,22.96,39.77,38.36,0.00,7.87
1992-02-06,102181.00,2493.01,1.00,303.00,33.04,26.32,47.06,38.51,0.00,8.12
1992-02-07,102717.00,2493.27,1.00,271.23,29.79,23.52,36.83,38.36,0.00,8.12
1992-02-08,103220.00,2493.51,1.00,254.60,33.59,32.62,33.75,38.66,0.30,8.12
1992-02-09,103652.00,2493.72,1.00,218.80,32.85,32.20,34.31,38.66,0.00,8.12
1992-02-10,103920.24,2493.85,55.00,190.24,37.06,32.76,44.81,38.81,0.15,8.12
1992-02-11,104083.00,2493.93,119.00,201.06,37.00,31.64,45.37,38.81,0.00,8.12
1992-02-12,104230.00,2494.00,119.00,193.11,36.85,30.24,40.75,38.81,0.00,8.12
1992-02-13,104440.00,2494.10,119.00,224.88,36.78,34.45,42.43,38.96,0.00,7.87
1992-02-14,104650.00,2494.20,119.00,224.88,37.58,34.73,42.01,38.96,0.00,7.61
1992-02-15,104902.10,2494.32,119.00,246.10,33.61,24.36,42.29,39.41,0.45,7.87
1992-02-16,105048.95,2494.39,119.00,193.03,30.22,23.52,40.33,39.26,0.00,7.87
1992-02-17,105238.00,2494.48,119.00,214.32,31.05,26.60,35.71,39.26,0.00,7.87
1992-02-18,105542.64,2494.63,119.00,272.59,32.20,31.64,34.59,40.15,0.89,8.38
1992-02-19,105880.00,2494.79,119.00,289.09,33.88,29.82,41.31,40.45,0.30,8.38
1992-02-20,106170.00,2494.93,119.00,265.21,33.10,30.80,36.55,40.74,0.30,8.89
1992-02-21,106510.00,2495.09,119.00,290.42,34.02,30.80,36.41,41.49,0.74,9.14
1992-02-22,106830.00,2495.24,120.00,281.33,38.08,32.20,41.03,42.08,0.59,8.89
1992-02-23,107210.00,2495.42,120.00,311.58,33.05,29.12,38.93,42.38,0.30,8.89
1992-02-24,107652.64,2495.63,50.00,273.16,37.62,31.78,47.76,42.68,0.15,8.63
1992-02-25,108325.00,2495.95,1.00,339.98,39.73,36.69,42.99,42.68,0.00,8.12
1992-02-26,109196.30,2496.36,1.00,440.28,39.18,36.83,43.13,42.68,0.00,7.61
1992-02-27,110174.11,2496.82,1.00,493.98,38.77,35.85,42.43,42.68,0.00,7.36
1992-02-28,111053.00,2497.23,1.00,444.11,38.04,35.99,40.61,42.53,0.00,6.86
1992-02-29,111871.05,2497.61,1.00,413.44,37.49,35.71,41.17,42.53,0.00,6.38
1992-03-01,112647.00,2497.97,1.00,392.21,38.46,36.69,42.85,42.68,0.15,6.14
1992-03-02,113382.05,2498.31,1.00,371.59,38.12,34.17,45.23,42.68,0.00,5.90
1992-03-03,114195.89,2498.68,1.00,411.31,37.39,32.90,41.17,43.12,0.44,5.90
1992-03-04,114956.00,2499.03,1.00,384.22,37.25,32.76,40.33,43.12,0.00,5.90
1992-03-05,115770.00,2499.40,1.00,411.39,40.19,34.87,48.88,43.42,0.30,5.90
1992-03-06,116540.00,2499.75,1.00,389.21,40.52,35.43,46.07,43.42,0.00,5.90
1992-03-07,117290.00,2500.09,1.00,379.13,40.71,35.99,48.04,43.72,0.29,6.14
1992-03-08,118000.00,2500.41,1.00,358.96,38.82,27.72,56.44,43.72,0.00,6.14
1992-03-09,118551.78,2500.66,76.00,354.19,37.56,23.24,56.58,43.72,0.00,6.14
1992-03-10,119002.32,2500.86,122.00,349.15,40.36,26.04,56.58,43.72,0.00,6.14
1992-03-11,119464.00,2501.07,122.00,354.76,41.41,29.54,57.28,43.87,0.15,6.14
1992-03-12,119980.00,2501.30,122.00,382.15,43.09,26.88,64.15,43.87,0.00,6.14
1992-03-13,120584.00,2501.57,122.00,426.52,44.54,27.30,66.95,44.02,0.15,6.14
1992-03-14,121374.00,2501.92,122.00,520.29,48.03,34.31,60.08,44.02,0.00,6.14
1992-03-15,122482.00,2502.41,123.00,681.62,41.42,35.15,45.65,44.02,0.00,6.14
1992-03-16,123590.00,2502.90,41.00,599.62,38.50,31.50,43.83,43.87,0.00,5.90
1992-03-17,124693.89,2503.38,1.00,557.55,38.84,35.85,40.61,43.87,0.00,5.90
1992-03-18,125627.00,2503.79,1.00,471.44,39.08,28.14,57.14,44.16,0.15,6.14
1992-03-19,126271.00,2504.07,78.00,402.68,38.04,27.58,54.62,44.16,0.00,6.14
1992-03-20,126777.00,2504.29,124.00,379.11,40.42,24.78,60.50,44.16,0.00,6.14
1992-03-21,126961.39,2504.37,124.00,216.96,29.34,25.34,38.37,44.02,0.00,6.14
1992-03-22,127683.89,2504.68,124.00,488.26,43.06,33.33,58.82,44.31,0.15,6.14
1992-03-23,128121.39,2504.87,124.00,344.57,42.13,28.56,56.02,44.31,0.00,6.14
1992-03-24,128535.00,2505.05,124.00,332.53,42.99,29.12,61.35,44.46,0.00,6.14
1992-03-25,129028.00,2505.26,125.00,373.55,44.45,28.14,62.19,44.31,0.00,6.14
1992-03-26,129534.00,2505.48,125.00,380.11,44.83,36.27,54.62,44.31,0.00,6.14
1992-03-27,130119.00,2505.73,125.00,419.94,37.52,26.04,41.87,44.31,0.00,6.14
1992-03-28,130520.00,2505.90,125.00,327.17,34.90,19.46,51.54,44.02,0.00,6.14
1992-03-29,130911.00,2506.07,125.00,322.13,38.93,23.94,58.12,44.16,0.15,6.14
1992-03-30,131220.00,2506.20,125.00,280.79,44.71,28.28,63.45,44.46,0.00,6.14
1992-03-31,131575.28,2506.35,125.00,304.12,47.94,37.81,60.50,44.61,0.15,6.14
1992-04-01,131992.00,2506.53,125.00,335.10,49.72,31.50,72.41,44.61,0.00,6.14
1992-04-02,132653.06,2506.81,126.00,459.29,50.50,32.20,72.55,44.76,0.00,6.14
1992-04-03,133618.00,2507.22,126.00,612.49,42.94,35.71,47.06,44.61,0.00,6.14
1992-04-04,134352.00,2507.53,126.00,496.06,36.02,31.36,41.31,44.46,0.00,6.14
1992-04-05,134880.00,2507.75,126.00,392.20,33.81,31.78,36.97,44.46,0.00,6.14
1992-04-06,135254.00,2507.91,128.00,316.56,32.92,29.12,37.81,44.46,0.00,5.90
1992-04-07,135566.00,2508.04,128.00,285.30,33.43,26.32,44.39,44.61,0.00,6.14
1992-04-08,135470.00,2508.00,266.00,217.60,36.65,23.52,48.46,44.61,0.00,6.14
1992-04-09,134976.00,2507.79,557.00,307.94,34.19,32.34,35.57,45.20,0.59,6.14
1992-04-10,134280.00,2507.50,560.00,209.10,37.46,29.26,45.65,45.35,0.14,6.14
1992-04-11,133523.89,2507.18,561.00,179.79,34.58,25.06,42.71,45.35,0.00,6.14
1992-04-12,132860.00,2506.90,565.00,230.29,42.83,35.57,53.22,45.50,0.15,6.14
1992-04-13,132184.06,2506.61,566.00,225.21,43.82,38.65,52.66,45.65,0.15,6.14
1992-04-14,131147.83,2506.17,746.00,223.56,46.85,38.23,54.20,45.95,0.30,6.14
1992-04-15,129888.61,2505.63,900.00,265.14,46.21,40.47,53.08,45.95,0.00,6.14
1992-04-16,129212.23,2505.34,846.00,504.99,46.77,41.31,53.36,46.54,0.59,6.14
1992-04-17,130424.35,2505.86,565.00,1176.11,41.39,39.21,44.11,47.58,1.04,6.14
1992-04-18,131944.00,2506.51,232.00,998.16,41.02,33.75,47.06,48.03,0.45,6.14
1992-04-19,132908.00,2506.92,141.00,627.02,44.27,27.86,62.61,48.03,0.00,6.14
1992-04-20,133690.00,2507.25,141.00,535.26,44.71,38.37,48.88,48.03,0.00,6.14
1992-04-21,134001.88,2507.38,276.00,433.24,39.72,32.62,47.90,48.18,0.15,6.14
1992-04-22,133546.94,2507.19,630.00,400.64,35.75,32.20,42.29,48.18,0.00,6.14
1992-04-23,132561.00,2506.77,831.00,333.92,41.92,29.26,56.30,48.48,0.30,6.14
1992-04-24,131460.00,2506.30,831.00,275.91,47.32,38.65,58.54,48.62,0.15,6.14
1992-04-25,130376.23,2505.84,828.00,281.60,50.46,34.59,68.07,48.77,0.15,6.14
1992-04-26,129396.00,2505.42,825.00,330.80,51.81,40.89,65.41,49.07,0.30,6.14
1992-04-27,128721.59,2505.13,825.00,484.98,50.58,43.83,58.54,49.07,0.00,6.14
1992-04-28,128397.00,2504.99,675.00,511.35,51.58,45.79,59.24,49.07,0.00,6.14
1992-04-29,128698.12,2505.12,580.00,731.81,50.49,46.35,57.14,49.52,0.45,6.14
1992-04-30,129235.28,2505.35,505.00,775.82,41.31,37.67,46.07,49.52,0.00,6.14
1992-05-01,129212.23,2505.34,505.00,493.38,45.57,33.61,57.28,49.67,0.15,6.14
1992-05-02,129051.00,2505.27,505.00,423.71,48.87,33.47,65.83,49.96,0.30,6.14
1992-05-03,128890.00,2505.20,505.00,423.83,56.22,34.73,78.44,50.26,0.29,6.14
1992-05-04,128650.00,2505.10,615.00,494.00,58.23,37.95,82.22,50.41,0.15,6.38
1992-05-05,128282.00,2504.94,723.00,537.47,61.15,41.03,86.00,50.56,0.00,6.38
1992-05-06,127776.00,2504.72,795.00,539.89,62.68,42.85,84.46,50.71,0.00,6.38
1992-05-07,127214.00,2504.48,792.00,508.66,58.17,46.77,68.35,50.41,0.00,6.38
1992-05-08,126662.00,2504.24,750.00,471.70,44.11,41.03,49.58,49.96,0.00,6.14
1992-05-09,125995.00,2503.95,720.00,383.72,42.95,41.03,45.23,49.96,0.00,6.14
1992-05-10,125489.00,2503.73,720.00,464.89,42.63,38.23,46.35,50.11,0.00,6.14
1992-05-11,124693.89,2503.38,717.00,316.13,39.39,36.41,44.53,50.11,0.00,6.14
1992-05-12,123797.00,2502.99,714.00,261.82,42.68,27.02,59.10,50.41,0.00,6.14
1992-05-13,122887.00,2502.59,714.00,255.21,51.22,37.11,66.25,50.86,0.44,6.14
1992-05-14,121911.78,2502.16,734.00,242.33,51.22,36.55,62.05,51.00,0.00,6.14
1992-05-15,120880.00,2501.70,752.00,231.81,52.83,40.33,61.63,51.00,0.00,6.14
1992-05-16,119892.00,2501.26,752.00,253.88,53.68,31.78,72.55,51.00,0.00,6.38
1992-05-17,118958.22,2500.84,749.00,278.22,56.90,35.71,75.64,51.30,0.00,6.38
1992-05-18,118046.00,2500.43,746.00,286.09,56.33,45.09,64.85,51.30,0.00,6.14
1992-05-19,117134.00,2500.02,746.00,286.20,54.19,48.46,59.52,51.00,0.00,6.14
1992-05-20,116078.00,2499.54,743.00,210.60,44.58,39.91,48.32,50.56,0.00,6.14
1992-05-21,115000.00,2499.05,740.00,196.51,47.79,31.64,60.64,50.86,0.00,6.14
1992-05-22,113910.00,2498.55,737.00,187.46,51.22,31.50,67.79,50.86,0.00,6.14
1992-05-23,112820.00,2498.05,734.00,184.46,58.27,38.65,75.78,51.30,0.45,6.38
1992-05-24,111808.00,2497.58,731.00,220.78,64.69,44.11,85.44,51.60,0.00,6.38
1992-05-25,110947.90,2497.18,728.00,294.37,60.01,47.48,70.17,51.45,0.00,6.38
1992-05-26,110025.00,2496.75,728.00,262.71,54.05,51.12,56.44,51.00,0.00,6.14
1992-05-27,109028.00,2496.28,725.00,222.35,53.75,47.76,63.87,51.00,0.00,6.14
1992-05-28,108031.05,2495.81,722.00,219.37,55.03,46.77,61.07,51.00,0.00,6.14
1992-05-29,107013.16,2495.33,719.00,205.81,56.25,51.26,62.47,51.15,0.00,6.14
1992-05-30,106026.30,2494.86,719.00,221.46,57.36,39.91,72.27,51.30,0.00,6.14
1992-05-31,105007.36,2494.37,716.00,202.28,66.30,50.14,82.64,51.60,0.30,6.38
1992-06-01,103940.30,2493.86,713.00,175.02,60.83,54.20,71.01,51.60,0.00,6.38
1992-06-02,102864.20,2493.34,710.00,167.47,54.72,43.13,65.55,51.30,0.00,6.14
1992-06-03,101750.00,2492.80,707.00,145.26,55.40,32.90,71.29,51.30,0.00,6.14
1992-06-04,100600.00,2492.24,704.00,124.21,53.86,39.49,62.89,51.30,0.00,6.14
1992-06-05,99459.90,2491.68,698.00,123.20,56.58,38.09,71.15,51.45,0.00,6.14
1992-06-06,98349.66,2491.13,695.00,135.25,58.99,43.55,72.69,51.45,0.00,6.14
1992-06-07,97369.70,2490.64,622.00,127.94,58.56,52.38,66.53,51.45,0.00,6.14
1992-06-08,96530.00,2490.22,557.00,133.65,58.90,53.22,67.65,51.45,0.00,6.14
1992-06-09,95671.00,2489.79,554.00,120.92,55.84,51.82,62.47,51.30,0.00,6.14
1992-06-10,94840.34,2489.37,537.00,118.21,58.25,49.30,69.33,51.45,0.00,6.14
1992-06-11,94072.00,2488.98,499.00,111.63,55.02,46.35,61.35,51.30,0.00,6.14
1992-06-12,93540.00,2488.71,437.00,168.78,48.32,46.49,53.22,51.30,0.00,6.14
1992-06-13,93235.00,2488.55,395.00,241.23,46.32,44.11,48.88,51.45,0.00,6.14
1992-06-14,92780.10,2488.32,393.00,163.66,49.70,38.37,57.56,51.75,0.30,6.14
1992-06-15,92340.00,2488.09,349.00,127.12,52.39,50.00,54.62,51.75,0.00,6.14
1992-06-16,92008.00,2487.92,288.00,120.62,53.07,52.10,54.20,51.75,0.00,6.14
1992-06-17,91732.00,2487.78,262.00,122.85,54.80,49.58,62.05,51.90,0.00,6.14
1992-06-18,91459.70,2487.64,262.00,124.72,61.15,41.73,78.58,52.34,0.44,6.14
1992-06-19,91152.00,2487.48,262.00,106.87,63.22,51.26,75.22,52.49,0.15,6.14
1992-06-20,90860.15,2487.33,260.00,112.86,64.31,53.92,74.93,52.49,0.00,6.14
1992-06-21,90569.90,2487.18,260.00,113.67,69.65,52.80,85.02,52.64,0.15,6.38
1992-06-22,90258.00,2487.02,260.00,102.75,72.02,50.28,91.75,52.94,0.00,6.38
1992-06-23,89954.28,2486.86,260.00,106.88,73.98,60.08,88.38,52.94,0.00,6.38
1992-06-24,89630.95,2486.69,258.00,94.99,72.55,55.60,86.28,52.94,0.00,6.38
1992-06-25,89260.00,2486.50,258.00,70.98,71.38,59.10,82.36,52.94,0.00,6.38
