date,qu,qd,qt,mm,mx,mn
2010-07-03,7778.04,13600.00,13153.58,58.26,70.60,48.40
2010-07-04,5542.76,13600.00,13099.42,61.15,74.10,45.10
2010-07-05,8519.96,13800.00,13325.98,64.82,77.70,48.30
2010-07-06,9156.88,13800.00,13359.44,61.83,71.90,51.60
2010-07-07,5632.48,13900.00,13454.75,63.33,76.00,51.20
2010-07-08,3898.58,13500.00,13069.33,66.57,83.90,47.60
2010-07-09,4099.19,13400.00,12941.21,67.92,83.50,53.00
2010-07-10,2646.71,13500.00,13113.06,70.58,90.70,55.00
2010-07-11,944.92,13700.00,13284.19,73.78,87.90,61.00
2010-07-12,3932.70,13200.00,12781.52,73.76,87.40,56.70
2010-07-13,1292.34,12700.00,12418.81,68.93,81.50,56.30
2010-07-14,4611.96,12300.00,11990.69,62.78,79.30,44.70
2010-07-15,3295.23,12100.00,11865.17,67.68,86.40,46.20
2010-07-16,3232.27,12100.00,11877.67,73.38,95.90,54.40
2010-07-17,2500.60,12100.00,11932.35,76.44,95.20,62.40
2010-07-18,3200.21,12100.00,11910.85,75.05,95.60,55.30
2010-07-19,1601.73,12100.00,11891.21,72.29,86.70,56.60
2010-07-20,3669.92,12000.00,11874.63,68.14,88.40,46.40
2010-07-21,8898.37,11800.00,11655.48,68.73,87.10,55.80
2010-07-22,-5710.68,11500.00,11405.27,71.73,88.60,53.90
2010-07-23,5029.17,11400.00,11707.96,69.64,86.00,52.90
2010-07-24,4081.58,11400.00,11705.52,68.93,88.90,47.30
2010-07-25,4397.33,11300.00,11609.17,72.52,97.70,49.60
2010-07-26,4172.46,11200.00,11567.56,73.33,87.70,61.30
2010-07-27,4248.52,11200.00,11501.42,72.12,85.60,58.30
2010-07-28,7898.13,11200.00,11552.46,70.78,89.90,60.80
2010-07-29,574.63,10900.00,11234.81,70.66,86.70,59.30
2010-07-30,2612.01,10100.00,10409.06,71.43,87.70,57.20
2010-07-31,6110.31,9800.00,10097.73,73.06,88.00,61.30
2010-08-01,4363.96,10200.00,10536.38,73.56,92.40,58.10
2010-08-02,5469.96,10800.00,11158.15,72.31,89.10,53.00
2010-08-03,4945.25,10900.00,11330.23,75.86,93.20,61.80
2010-08-04,5036.46,11200.00,11645.85,70.94,92.00,54.40
2010-08-05,6781.40,11300.00,11763.04,75.64,92.10,59.00
2010-08-06,2176.94,11500.00,12014.08,73.50,91.00,61.00
2010-08-07,5633.08,11600.00,12065.63,72.45,92.20,53.80
2010-08-08,4514.86,11800.00,12277.06,75.38,86.60,61.70
2010-08-09,4367.66,11900.00,12495.02,66.75,77.60,59.20
2010-08-10,4391.85,11500.00,12075.75,72.62,86.70,55.50
2010-08-11,3373.60,11400.00,11455.92,71.93,84.30,59.30
2010-08-12,5510.89,11300.00,11395.42,62.93,73.90,54.40
2010-08-13,7106.64,11100.00,11238.65,66.68,85.40,48.40
2010-08-14,2174.85,11000.00,11126.90,64.19,76.80,51.40
2010-08-15,3944.24,10900.00,11010.75,68.02,84.30,52.20
2010-08-16,3192.22,10800.00,10894.33,72.04,91.30,57.60
2010-08-17,4981.75,10900.00,10951.63,71.82,93.60,49.80
2010-08-18,2616.88,10800.00,10910.52,73.19,90.60,55.70
2010-08-19,2901.09,10700.00,10811.21,74.85,89.30,57.20
2010-08-20,4287.98,11000.00,11104.96,78.44,93.10,69.10
2010-08-21,3537.14,11100.00,11215.00,80.44,95.50,64.10
2010-08-22,589.66,11100.00,11168.65,67.45,84.90,54.20
2010-08-23,4417.00,11000.00,11134.73,60.19,74.90,47.10
2010-08-24,3555.64,10900.00,11048.23,60.17,80.60,38.90
2010-08-25,3345.25,10500.00,10637.63,66.44,91.60,45.30
2010-08-26,3110.38,10400.00,10596.60,75.11,97.90,52.10
2010-08-27,3440.47,10400.00,10553.27,70.24,82.80,58.50
2010-08-28,2723.09,10400.00,10514.75,64.28,81.10,52.00
2010-08-29,2879.16,10400.00,10505.38,58.43,70.90,49.60
2010-08-30,4047.25,10400.00,10483.79,58.13,68.80,50.10
2010-08-31,3818.00,10300.00,10415.33,58.71,72.20,45.00
2010-09-01,2949.40,10300.00,10401.71,62.43,75.70,47.50
2010-09-02,6472.02,10200.00,10293.56,59.80,72.40,46.10
2010-09-03,3338.18,10100.00,10208.00,60.59,84.60,42.20
2010-09-04,3351.66,10100.00,10187.96,69.49,91.50,51.80
2010-09-05,579.76,9990.00,10102.13,58.90,67.20,49.70
2010-09-06,5724.45,9860.00,9967.18,54.05,72.20,38.70
2010-09-07,2892.54,9650.00,9751.53,60.71,82.30,40.30
2010-09-08,1931.23,9540.00,9660.03,68.53,79.50,54.60
2010-09-09,2965.97,9050.00,9150.82,51.59,56.80,47.60
2010-09-10,5378.88,8030.00,8119.56,54.19,67.00,46.60
2010-09-11,4343.96,7310.00,7381.49,62.72,78.90,46.50
2010-09-12,4885.63,7170.00,7233.83,60.46,81.50,43.60
2010-09-13,4866.95,7570.00,7654.41,63.31,84.30,46.70
2010-09-14,3457.66,7730.00,7826.89,63.71,85.90,45.80
2010-09-15,5435.43,7720.00,7819.35,60.86,80.10,42.60
2010-09-16,4513.09,7680.00,7777.46,64.97,84.90,44.60
2010-09-17,3948.95,7670.00,7767.26,63.79,85.30,43.40
2010-09-18,4058.52,7630.00,7738.75,66.56,87.90,48.80
2010-09-19,2247.20,7620.00,7734.21,67.56,90.10,46.90
2010-09-20,3920.21,7650.00,7772.11,60.14,71.10,49.40
2010-09-21,3880.95,7620.00,7741.68,58.08,78.10,39.90
2010-09-22,1525.62,7630.00,7751.64,58.37,73.10,46.30
2010-09-23,4475.56,7670.00,7776.67,59.60,76.30,45.90
2010-09-24,3152.15,7360.00,7465.52,60.10,80.30,41.70
2010-09-25,4635.67,7010.00,7122.86,60.48,83.00,43.70
2010-09-26,2742.51,6790.00,6893.91,61.80,91.40,45.40
2010-09-27,4039.13,6380.00,6486.04,61.36,86.90,44.70
2010-09-28,2358.00,6170.00,6285.24,61.76,90.00,42.50
2010-09-29,4090.54,6220.00,6350.48,61.19,83.10,47.50
2010-09-30,3660.75,6180.00,6302.35,58.13,81.00,40.20
2010-10-01,3680.00,5120.00,5155.00,61.13,86.10,45.80
2010-10-02,3566.74,3660.00,3695.00,61.21,86.10,44.90
2010-10-03,2064.77,3120.00,3155.00,66.18,85.30,47.70
2010-10-04,3151.00,3120.00,3151.00,63.99,75.50,52.10
2010-10-05,-1981.94,3080.00,3111.00,60.95,71.30,49.80
2010-10-06,4016.25,3080.00,3115.00,60.33,76.90,50.50
2010-10-07,5414.84,3080.00,3115.00,56.20,70.50,46.90
2010-10-08,3798.36,3090.00,3125.00,54.01,66.40,46.90
2010-10-09,4858.61,3060.00,3095.00,52.35,64.50,42.60
2010-10-10,4580.02,3070.00,3105.00,55.18,74.00,41.30
2010-10-11,3902.63,3070.00,3101.00,51.77,60.60,43.80
2010-10-12,6219.72,3880.00,3911.00,47.81,62.60,34.60
2010-10-13,5274.38,4570.00,4601.00,47.22,68.20,32.50
2010-10-14,5022.64,4190.00,4221.00,52.84,74.40,34.50
2010-10-15,4671.21,3550.00,3581.00,57.24,75.30,40.20
2010-10-16,5412.20,3510.00,3520.33,55.10,79.30,42.70
2010-10-17,4759.30,3220.00,3220.00,55.61,75.10,44.60
2010-10-18,6008.21,3030.00,3030.00,51.62,66.30,36.90
2010-10-19,5152.03,2910.00,2910.00,49.14,70.20,33.70
2010-10-20,5289.33,2880.00,2880.00,46.19,69.90,30.00
2010-10-21,4765.87,2390.00,2390.00,46.75,72.60,30.40
2010-10-22,4362.09,1680.00,1680.00,50.09,68.00,35.40
2010-10-23,5137.25,1630.00,1630.00,48.40,56.90,38.60
2010-10-24,2489.56,1170.00,1170.00,48.87,53.90,43.00
2010-10-25,15125.74,495.00,495.00,39.68,48.30,34.10
2010-10-26,5405.89,572.00,572.00,37.90,44.80,34.20
2010-10-27,7087.12,570.00,570.00,38.26,48.60,33.20
2010-10-28,6105.66,567.00,567.00,43.76,56.20,32.20
2010-10-29,5038.05,563.00,563.00,46.58,62.00,34.90
2010-10-30,5384.11,565.00,565.00,42.12,54.30,32.50
2010-10-31,5929.43,569.00,569.00,48.50,59.30,40.50
2010-11-01,6057.05,546.00,546.00,44.48,64.40,30.40
2010-11-02,5912.52,522.00,522.00,45.58,64.90,33.90
2010-11-03,6375.62,519.00,519.00,44.91,63.00,33.00
2010-11-04,5524.75,516.00,516.00,46.33,66.80,37.60
2010-11-05,4869.30,512.00,512.00,46.89,62.40,36.40
2010-11-06,4712.31,514.00,514.00,52.07,68.50,40.00
2010-11-07,4674.78,516.00,516.00,55.95,63.40,46.80
2010-11-08,4518.75,519.00,519.00,36.73,46.80,32.80
2010-11-09,5702.39,517.00,517.00,33.89,42.80,30.00
2010-11-10,5361.30,515.00,515.00,34.13,37.10,29.70
2010-11-11,3961.30,511.00,511.00,34.89,37.30,30.90
2010-11-12,4290.98,512.00,512.00,39.35,46.90,33.70
2010-11-13,2773.33,514.00,514.00,34.58,36.70,29.80
2010-11-14,6188.00,517.00,517.00,39.18,42.80,36.40
2010-11-15,1027.93,518.00,518.00,44.60,53.50,39.00
2010-11-16,6257.17,520.00,520.00,45.36,54.00,36.40
2010-11-17,5490.62,519.00,519.00,40.47,45.20,32.80
2010-11-18,4691.03,525.00,525.00,47.58,52.90,38.40
2010-11-19,5321.41,523.00,523.00,34.90,38.60,31.70
2010-11-20,4794.04,524.00,524.00,31.95,34.10,22.70
2010-11-21,2196.01,523.00,523.00,26.23,29.70,21.90
2010-11-22,5891.80,521.00,521.00,28.96,32.00,24.90
2010-11-23,3523.18,519.00,519.00,24.67,34.90,10.80
2010-11-24,4913.52,517.00,517.00,10.66,14.10,6.90
2010-11-25,5638.67,517.00,517.00,14.09,28.70,0.40
2010-11-26,3735.25,517.00,517.00,18.61,31.60,13.40
2010-11-27,2829.76,518.00,518.00,26.20,34.90,16.10
2010-11-28,4564.50,523.00,523.00,26.41,30.40,23.60
2010-11-29,2292.82,522.00,522.00,19.43,26.90,9.20
2010-11-30,522.69,523.00,523.00,16.44,26.20,6.50
2010-12-01,11890.89,523.00,523.00,25.20,28.60,21.80
2010-12-02,4810.33,524.00,524.00,34.00,43.90,26.70
2010-12-03,4733.44,528.00,528.00,33.71,38.40,26.90
2010-12-04,4734.11,524.00,524.00,29.38,31.40,27.00
2010-12-05,5165.76,525.00,525.00,33.04,39.80,27.10
2010-12-06,5161.84,521.00,521.00,33.28,39.10,24.40
2010-12-07,5606.38,513.00,513.00,32.77,36.40,28.40
2010-12-08,5044.39,517.00,517.00,33.82,42.60,26.50
2010-12-09,5044.14,516.00,516.00,40.62,47.30,37.20
2010-12-10,5490.40,520.00,520.00,38.99,43.00,34.00
2010-12-11,5512.67,520.00,520.00,31.94,35.60,29.80
2010-12-12,5169.17,521.00,521.00,42.27,50.90,30.90
2010-12-13,4363.30,523.00,523.00,36.88,49.30,27.60
2010-12-14,3968.72,584.00,584.00,38.41,49.40,33.00
2010-12-15,6677.59,514.00,514.00,31.58,39.90,24.30
2010-12-16,5228.10,513.00,513.00,23.69,31.70,18.70
2010-12-17,5092.03,518.00,518.00,21.23,29.80,15.10
2010-12-18,5095.00,520.00,520.00,28.21,36.90,20.30
2010-12-19,2290.66,523.00,523.00,35.10,40.50,33.00
2010-12-20,7906.85,525.00,525.00,33.66,39.60,25.20
2010-12-21,4543.26,523.00,523.00,26.72,31.30,22.70
2010-12-22,5423.58,525.00,525.00,32.08,34.90,28.10
2010-12-23,4999.69,527.00,527.00,33.52,42.70,29.90
2010-12-24,5001.09,528.00,528.00,32.32,37.20,27.80
2010-12-25,5000.78,528.00,528.00,26.90,34.10,21.00
2010-12-26,3949.56,528.00,528.00,35.82,41.70,25.50
2010-12-27,5128.38,523.00,523.00,33.96,39.60,29.40
2010-12-28,4629.42,517.00,517.00,33.20,35.40,30.90
2010-12-29,1675.80,524.00,524.00,29.36,34.90,23.80
2010-12-30,6989.16,519.00,519.00,19.10,29.70,10.20
2010-12-31,4133.71,524.00,524.00,12.82,23.60,7.00
2011-01-01,4135.02,525.00,525.00,8.69,15.00,-0.49
2011-01-02,4139.24,529.00,529.00,7.71,16.30,-0.49
2011-01-03,4464.71,854.00,854.00,5.61,15.80,-0.79
2011-01-04,5416.97,1810.00,1810.00,13.04,23.10,0.40
2011-01-05,3418.42,2460.00,2460.00,19.23,31.30,11.70
2011-01-06,3343.01,2890.00,2890.00,16.31,26.30,8.80
2011-01-07,4250.50,3800.00,3800.00,18.36,29.20,10.90
2011-01-08,4539.17,4030.00,4030.00,27.00,37.60,14.80
2011-01-09,4487.58,4040.00,4040.00,17.87,26.30,5.50
2011-01-10,4361.17,4130.00,4130.00,14.62,22.70,9.00
2011-01-11,4640.10,4130.00,4130.00,9.76,14.70,1.40
2011-01-12,4378.46,4150.00,4150.00,22.07,29.80,11.60
2011-01-13,4662.84,4210.00,4210.00,31.87,38.30,26.80
2011-01-14,3998.74,4220.00,4220.00,40.00,45.50,36.70
2011-01-15,4446.32,4220.00,4220.00,40.77,44.30,37.00
2011-01-16,4393.78,4170.00,4170.00,41.17,45.10,36.50
2011-01-17,5413.33,4230.00,4230.00,42.58,48.20,36.60
2011-01-18,5491.17,4090.00,4090.00,38.79,46.50,34.40
2011-01-19,5471.13,4010.00,4010.00,31.21,34.70,25.50
2011-01-20,5236.52,4060.00,4060.00,27.69,33.80,19.40
2011-01-21,5246.30,4040.00,4040.00,30.67,37.40,22.90
2011-01-22,5202.17,4040.00,4040.00,34.34,43.90,29.60
2011-01-23,4808.10,4050.00,4050.00,32.83,37.80,27.50
2011-01-24,6023.65,4050.00,4050.00,22.88,32.30,17.80
2011-01-25,5976.83,4060.00,4060.00,29.86,34.00,25.20
2011-01-26,6067.83,4100.00,4100.00,30.15,33.50,26.00
2011-01-27,5024.61,4100.00,4100.00,27.49,34.50,18.30
2011-01-28,5762.35,4020.00,4020.00,23.98,34.20,15.90
2011-01-29,5447.39,4000.00,4000.00,23.15,32.80,13.10
2011-01-30,5476.56,4030.00,4030.00,27.96,34.00,22.00
2011-01-31,6114.02,4140.00,4140.00,24.66,30.80,10.10
2011-02-01,5164.78,4240.00,4240.00,8.74,15.90,1.00
2011-02-02,4770.94,4250.00,4250.00,4.46,16.50,-5.19
2011-02-03,4145.42,4140.00,4140.00,10.94,20.80,2.20
2011-02-04,3499.32,4020.00,4020.00,23.79,38.20,13.50
2011-02-05,5518.69,4010.00,4010.00,31.70,37.80,18.40
2011-02-06,4919.31,3990.00,3990.00,28.43,34.70,16.80
2011-02-07,5072.06,4090.00,4090.00,38.35,47.30,30.80
2011-02-08,6145.12,4170.00,4170.00,23.43,30.20,17.10
2011-02-09,5347.01,4130.00,4130.00,17.55,26.50,9.60
2011-02-10,5371.19,4130.00,4130.00,23.33,37.50,15.00
2011-02-11,4848.99,4130.00,4130.00,20.30,33.30,10.60
2011-02-12,5893.49,4110.00,4110.00,30.78,46.30,19.20
2011-02-13,4364.04,4120.00,4120.00,43.05,57.40,29.40
2011-02-14,6092.16,4130.00,4130.00,38.15,49.40,23.50
2011-02-15,4961.91,4190.00,4190.00,47.89,52.20,44.80
2011-02-16,3749.89,4220.00,4220.00,40.91,51.10,27.80
2011-02-17,5375.05,4180.00,4180.00,30.07,37.80,23.60
2011-02-18,5406.39,4160.00,4159.27,36.03,45.30,29.50
2011-02-19,5374.88,4130.00,4127.76,33.24,38.70,28.00
2011-02-20,4934.30,4160.00,4162.29,30.91,34.80,29.00
2011-02-21,5661.90,4170.00,4177.19,31.23,37.30,26.60
2011-02-22,4994.61,4220.00,4222.60,29.82,37.90,23.60
2011-02-23,5865.88,4140.00,4143.65,30.61,34.90,28.00
2011-02-24,5388.42,4140.00,4141.30,27.65,31.90,22.90
2011-02-25,5884.01,4160.00,4161.77,24.06,25.90,20.10
2011-02-26,5167.98,4160.00,4158.39,18.67,24.70,13.30
2011-02-27,5654.02,4170.00,4169.38,22.46,31.10,11.00
2011-02-28,4729.17,4190.00,4194.69,33.86,40.10,28.00
2011-03-01,5149.40,4200.00,4199.17,38.14,46.40,29.50
2011-03-02,5726.30,4180.00,4182.29,35.05,44.10,25.60
2011-03-03,5071.01,4120.00,4120.78,38.59,45.00,34.40
2011-03-04,6263.20,3980.00,3985.00,38.12,47.70,31.40
2011-03-05,5141.74,3870.00,3868.02,41.12,48.80,35.50
2011-03-06,5842.06,3840.00,3840.52,36.03,39.60,32.90
2011-03-07,5478.74,3900.00,3901.77,32.88,38.40,28.30
2011-03-08,5981.91,3980.00,3980.36,33.70,41.30,25.60
2011-03-09,6515.35,3970.00,3967.92,39.59,48.20,33.30
2011-03-10,2709.93,3980.00,3983.65,47.65,54.90,36.10
2011-03-11,7801.77,3980.00,3980.63,38.28,50.00,32.00
2011-03-12,5754.43,3990.00,3995.52,35.39,45.00,27.90
2011-03-13,5815.17,4000.00,3995.57,42.56,53.00,30.90
2011-03-14,5735.42,3970.00,3976.51,44.67,51.80,37.00
2011-03-15,5705.85,3950.00,3946.88,45.29,52.60,35.10
2011-03-16,7540.49,3960.00,3961.98,39.61,48.20,33.50
2011-03-17,4447.23,3960.00,3962.03,37.67,47.00,32.10
2011-03-18,9130.30,3960.00,3961.46,39.73,48.60,30.00
2011-03-19,4229.74,3980.00,3982.45,37.08,42.20,31.90
2011-03-20,5007.89,3950.00,3956.82,37.95,48.20,28.50
2011-03-21,4199.69,3950.00,3952.40,42.44,49.30,34.80
2011-03-22,7414.03,4010.00,4013.49,37.19,47.30,32.30
2011-03-23,7070.37,3980.00,3979.01,38.84,48.80,27.10
2011-03-24,6079.00,3980.00,3976.88,40.30,45.60,36.50
2011-03-25,6820.31,3980.00,3976.30,37.92,44.00,33.20
2011-03-26,4972.42,3980.00,3983.18,39.15,47.20,30.40
2011-03-27,6318.91,3970.00,3969.43,36.37,43.00,32.30
2011-03-28,5789.82,3930.00,3935.05,36.26,44.10,32.20
2011-03-29,8338.04,4750.00,4752.03,39.42,47.20,30.20
2011-03-30,8128.41,5740.00,5740.36,45.92,56.90,38.40
2011-03-31,11047.03,5760.00,5758.13,53.87,65.80,45.80
2011-04-01,12856.00,5740.00,5741.20,54.66,69.30,41.10
2011-04-02,10051.78,5830.00,5833.23,53.37,65.70,37.80
2011-04-03,14013.03,5820.00,5817.29,37.20,48.10,28.90
2011-04-04,11946.41,6620.00,6623.54,42.54,51.60,31.70
2011-04-05,12712.92,7320.00,7325.83,45.43,49.40,37.50
2011-04-06,14235.75,7250.00,7245.42,41.80,50.90,33.30
2011-04-07,12390.22,8350.00,8349.95,36.45,39.30,33.40
2011-04-08,13127.81,9930.00,9921.25,35.50,43.40,31.20
2011-04-09,11521.91,9920.00,9913.80,36.40,45.20,32.20
2011-04-10,16239.37,9650.00,9639.95,42.89,54.50,32.70
2011-04-11,16531.20,10000.00,9997.14,48.00,56.60,44.20
2011-04-12,15044.45,9830.00,9817.19,46.59,57.80,38.10
2011-04-13,12464.45,11200.00,11092.29,41.30,58.80,33.50
2011-04-14,16310.82,13400.00,13043.75,40.03,49.40,32.70
2011-04-15,16109.82,13500.00,13104.17,45.26,56.30,30.60
2011-04-16,15077.32,13500.00,13166.15,53.52,63.90,46.20
2011-04-17,15866.26,13400.00,13065.10,50.28,57.70,44.40
2011-04-18,14435.47,13400.00,13034.90,44.38,50.80,40.30
2011-04-19,17105.76,13800.00,13437.50,38.99,48.10,29.70
2011-04-20,18613.55,14000.00,13611.46,39.01,54.40,26.90
2011-04-21,12493.53,14700.00,14160.94,43.09,54.50,35.90
2011-04-22,22994.35,16100.00,15457.81,37.93,48.50,28.40
2011-04-23,18048.96,16300.00,15581.25,40.24,55.00,30.10
2011-04-24,18119.28,16300.00,15584.90,42.81,57.30,26.10
2011-04-25,16551.42,16400.00,15684.38,42.97,50.10,38.80
2011-04-26,19102.89,16800.00,16025.52,39.98,51.40,33.00
2011-04-27,18620.00,17900.00,16926.56,44.78,56.70,30.30
2011-04-28,16900.75,18600.00,17510.42,51.25,64.20,35.70
2011-04-29,18916.62,18800.00,17765.10,37.19,43.80,30.90
2011-04-30,17558.24,18900.00,17829.17,40.53,52.20,31.50
2011-05-01,18096.76,18900.00,17825.83,43.09,51.80,30.40
2011-05-02,16357.32,18100.00,17170.17,48.53,62.60,31.60
2011-05-03,16013.03,16500.00,15742.04,48.66,56.70,41.40
2011-05-04,18655.09,15200.00,14658.56,44.42,56.30,35.40
2011-05-05,15305.24,14400.00,13950.54,54.43,73.40,37.00
2011-05-06,14937.87,14800.00,14328.21,57.32,70.30,44.00
2011-05-07,14740.86,15000.00,14469.94,52.75,60.20,48.50
2011-05-08,14793.53,15100.00,14522.54,46.50,51.40,43.60
2011-05-09,20222.77,16100.00,15413.40,39.58,43.50,35.60
2011-05-10,21686.30,18100.00,17147.92,44.25,53.30,38.30
2011-05-11,21989.80,20400.00,19144.79,49.06,63.60,36.60
2011-05-12,24665.51,22900.00,21278.65,57.60,72.20,41.90
2011-05-13,24075.26,23600.00,22043.08,61.64,75.40,44.90
2011-05-14,24229.84,23800.00,22265.48,59.34,70.80,49.40
2011-05-15,19844.49,24200.00,22689.44,58.46,74.60,40.60
2011-05-16,26328.67,25100.00,23754.65,46.02,53.50,39.30
2011-05-17,27472.68,26100.00,26649.50,44.77,55.80,34.60
2011-05-18,27509.29,26800.00,27509.29,46.17,54.70,39.10
2011-05-19,29501.79,27000.00,27775.96,52.77,62.40,41.30
2011-05-20,28056.22,27000.00,27780.13,52.89,60.30,48.10
2011-05-21,26304.82,26900.00,27685.42,57.02,71.10,41.80
2011-05-22,27723.46,27000.00,27723.46,55.19,61.70,48.00
2011-05-23,25537.95,27100.00,27863.04,51.78,58.70,47.50
2011-05-24,27861.58,27100.00,27861.58,50.56,60.80,41.80
2011-05-25,25577.76,27100.00,27813.11,54.18,64.20,39.00
2011-05-26,30047.77,27000.00,27812.42,45.92,54.10,35.90
2011-05-27,29751.73,27100.00,27150.54,48.62,57.40,39.20
2011-05-28,31401.01,27000.00,27051.94,46.93,55.30,41.50
2011-05-29,31989.13,27000.00,27087.88,42.88,47.30,38.70
2011-05-30,32854.74,27300.00,27401.16,47.21,58.00,42.00
2011-05-31,30930.79,28300.00,28583.71,56.67,69.60,46.10
2011-06-01,27572.76,28900.00,29298.58,61.67,73.30,48.10
2011-06-02,32246.50,29000.00,29416.17,47.48,57.00,41.30
2011-06-03,29300.44,28900.00,29300.44,50.04,61.50,35.00
2011-06-04,28851.83,29000.00,29404.08,56.80,75.10,41.30
2011-06-05,28777.35,28900.00,29329.61,63.46,80.40,43.40
2011-06-06,23335.36,29000.00,29410.19,62.61,78.30,50.10
2011-06-07,30913.44,29000.00,29463.77,54.71,65.10,49.10
2011-06-08,25560.83,28900.00,29357.58,52.14,64.00,43.30
2011-06-09,28904.08,29000.00,29456.40,51.31,62.20,43.70
2011-06-10,27739.29,28800.00,29188.96,52.26,69.00,38.70
2011-06-11,32414.97,28600.00,28963.31,58.04,70.10,45.60
2011-06-12,29691.87,28700.00,29070.61,59.14,69.40,52.20
2011-06-13,23300.47,28700.00,29099.15,59.60,71.30,49.30
2011-06-14,24233.85,25300.00,26235.83,61.41,73.60,48.20
2011-06-15,19092.44,21300.00,22613.04,61.35,74.80,47.20
2011-06-16,23298.85,20200.00,21227.92,53.51,62.90,48.40
2011-06-17,22775.39,19700.00,20497.31,56.62,71.20,38.40
2011-06-18,21241.98,19600.00,20344.56,58.89,73.80,45.90
2011-06-19,22789.31,19700.00,20511.23,56.84,69.30,50.10
2011-06-20,24587.66,19600.00,20514.75,61.80,72.40,48.80
2011-06-21,22200.04,19800.00,20750.38,66.07,81.70,50.20
2011-06-22,22577.12,19900.00,20851.29,66.42,86.50,52.50
2011-06-23,19587.09,19800.00,20760.67,69.17,87.10,59.20
2011-06-24,16985.22,19700.00,19884.56,64.82,78.70,55.80
2011-06-25,19057.40,19800.00,19885.81,62.65,79.10,46.60
2011-06-26,18468.43,19800.00,19918.10,63.78,76.80,51.20
2011-06-27,20411.08,18600.00,18685.25,63.60,81.80,42.90
2011-06-28,18459.07,15400.00,15559.73,75.47,91.20,55.30
2011-06-29,17736.54,13900.00,14008.79,73.01,84.90,59.10
2011-06-30,16333.73,13000.00,13158.23,67.08,78.00,54.70
2011-07-01,17231.83,12500.00,12606.67,65.74,80.60,49.10
2011-07-02,16130.87,12800.00,12955.44,67.54,86.60,48.90
2011-07-03,17505.15,13000.00,13105.98,73.15,93.90,54.30
2011-07-04,18227.57,13100.00,13265.94,71.64,85.80,62.40
2011-07-05,18030.58,13800.00,13907.56,73.75,88.90,60.10
2011-07-06,16535.72,15300.00,15417.60,73.80,89.70,56.90
2011-07-07,15430.10,15300.00,15430.10,66.82,81.10,53.70
2011-07-08,15791.36,16200.00,16350.42,69.04,80.90,57.40
2011-07-09,21955.44,18600.00,18740.88,66.98,80.00,47.50
2011-07-10,19172.85,20500.00,20640.35,70.83,88.80,55.00
2011-07-11,22122.76,21100.00,21214.31,71.49,86.10,61.30
2011-07-12,22908.42,21000.00,21161.35,72.24,86.80,60.50
2011-07-13,16645.76,20900.00,21048.33,74.08,86.50,62.10
2011-07-14,18958.08,20300.00,20425.58,69.46,83.60,57.60
2011-07-15,19676.79,19300.00,19397.29,67.26,84.00,51.30
2011-07-16,18398.31,18600.00,18677.81,71.13,86.40,52.40
2011-07-17,19657.17,17800.00,17910.10,72.77,90.70,50.90
2011-07-18,19351.06,17500.00,17604.06,78.81,92.10,59.90
2011-07-19,15633.23,17500.00,17659.79,78.04,86.30,64.80
2011-07-20,18205.83,17500.00,17646.77,68.22,81.70,57.80
2011-07-21,15933.23,16300.00,16492.29,69.13,87.70,52.60
2011-07-22,15584.25,15400.00,15584.25,66.66,82.30,53.00
2011-07-23,18488.75,14900.00,14994.63,67.63,85.70,48.10
2011-07-24,17237.49,14800.00,14861.54,70.66,92.60,52.20
2011-07-25,14149.43,14700.00,14778.38,78.70,94.10,60.90
2011-07-26,11521.62,14600.00,14736.19,73.87,86.60,61.20
2011-07-27,12706.38,13400.00,13544.94,70.33,85.70,55.80
2011-07-28,11729.87,13300.00,13476.94,70.08,88.90,52.80
2011-07-29,10334.69,13500.00,13619.15,73.06,94.20,53.10
2011-07-30,10816.30,13600.00,13681.42,69.13,83.10,57.40
2011-07-31,9418.22,14000.00,14100.29,66.11,70.90,60.10
2011-08-01,9892.76,14500.00,14546.85,69.21,81.40,61.80
2011-08-02,11096.88,14200.00,14272.38,67.72,80.70,57.60
2011-08-03,11736.83,14000.00,14083.92,70.61,88.40,54.60
2011-08-04,15125.68,13900.00,13952.10,68.15,85.50,55.40
2011-08-05,12046.24,13700.00,13772.06,69.65,87.60,54.90
2011-08-06,16322.69,13400.00,13423.35,68.58,83.90,55.30
2011-08-07,6680.81,13300.00,13307.90,71.27,89.40,56.10
2011-08-08,14766.45,13300.00,13385.79,69.21,87.50,54.10
2011-08-09,7696.28,13600.00,13702.10,71.39,87.90,57.10
2011-08-10,8313.32,14000.00,14112.00,68.24,88.00,49.70
2011-08-11,6280.35,14300.00,14324.77,70.68,85.30,56.40
2011-08-12,8430.03,14300.00,14390.92,69.03,88.60,48.70
2011-08-13,5114.69,14100.00,14191.58,70.24,92.60,51.70
2011-08-14,7291.25,14100.00,14132.73,76.56,93.50,54.40
2011-08-15,4366.37,14100.00,14177.83,73.32,82.30,60.10
2011-08-16,7434.98,14000.00,14104.48,65.60,85.20,46.60
2011-08-17,5422.53,14000.00,14092.81,67.81,93.10,49.20
2011-08-18,4287.79,14000.00,14045.94,70.28,91.10,53.30
2011-08-19,5360.04,14300.00,14377.06,69.78,91.20,52.70
2011-08-20,4839.22,14300.00,14378.94,69.05,87.60,52.30
2011-08-21,4654.36,13900.00,13947.29,81.64,94.20,66.00
