date,qu,af,mx,mn,mm,qd,fb
2000-05-15,519.80,31460.00,65.15,34.50,45.68,544.00,3424.25
2000-05-16,587.39,31546.06,66.36,35.83,49.51,544.00,3424.32
2000-05-17,680.04,31804.00,49.27,37.37,43.40,550.00,3424.52
2000-05-18,647.54,31926.06,62.38,34.81,47.83,586.00,3424.62
2000-05-19,821.48,32290.00,59.03,43.98,50.45,638.00,3424.90
2000-05-20,847.91,32748.00,62.39,40.43,51.35,617.00,3425.26
2000-05-21,905.81,33306.97,66.13,48.23,55.62,624.00,3425.69
2000-05-22,1011.74,33840.00,61.94,44.36,51.48,743.00,3426.10
2000-05-23,1012.12,33749.00,65.91,40.70,51.37,1058.00,3426.03
2000-05-24,959.82,33554.25,62.85,35.95,49.68,1058.00,3425.88
2000-05-25,854.76,33293.94,57.76,38.35,47.42,986.00,3425.68
2000-05-26,769.84,33008.00,53.55,40.98,46.79,914.00,3425.46
2000-05-27,833.98,32865.16,55.01,42.63,47.68,906.00,3425.35
2000-05-28,840.38,32735.00,53.00,40.43,45.05,906.00,3425.25
2000-05-29,747.19,32420.00,57.37,36.26,45.30,906.00,3425.00
2000-05-30,685.48,32264.25,44.28,35.97,40.78,764.00,3424.88
2000-05-31,559.67,32095.00,50.61,37.64,43.10,645.00,3424.75
2000-06-01,511.23,32030.00,55.62,36.70,46.32,544.00,3424.70
2000-06-02,544.85,32355.00,65.05,35.05,49.40,381.00,3424.95
2000-06-03,620.00,32956.00,74.01,32.77,52.62,317.00,3425.42
2000-06-04,749.58,33814.00,76.78,40.12,57.89,317.00,3426.08
2000-06-05,856.36,34620.00,60.00,44.81,51.92,450.00,3426.70
2000-06-06,822.92,34360.00,57.52,44.24,50.34,954.00,3426.50
2000-06-07,795.74,33697.00,57.13,44.75,49.83,1130.00,3425.99
2000-06-08,772.51,33241.81,50.80,40.98,46.21,1002.00,3425.64
2000-06-09,662.66,33138.00,50.80,38.82,43.30,715.00,3425.56
2000-06-10,578.34,33099.00,44.75,35.95,39.47,598.00,3425.53
2000-06-11,552.67,33021.00,44.04,35.75,40.24,592.00,3425.47
2000-06-12,1023.48,33853.03,52.22,40.35,47.26,604.00,3426.11
2000-06-13,939.30,34048.00,61.10,45.15,52.17,841.00,3426.26
2000-06-14,955.25,33749.00,61.41,49.13,55.41,1106.00,3426.03
2000-06-15,1033.90,33606.00,60.04,40.68,50.48,1106.00,3425.92
2000-06-16,849.81,33320.00,72.87,34.38,52.78,994.00,3425.70
2000-06-17,783.35,33164.00,74.60,37.74,56.05,862.00,3425.58
2000-06-18,803.01,33047.00,59.62,46.85,54.03,862.00,3425.49
2000-06-19,723.92,32787.00,57.74,42.06,48.93,855.00,3425.29
2000-06-20,664.30,32630.90,75.11,38.19,57.12,743.00,3425.17
2000-06-21,689.11,33125.00,68.70,47.28,57.74,440.00,3425.55
2000-06-22,706.17,33904.84,68.66,41.51,54.65,313.00,3426.15
2000-06-23,604.38,34191.22,67.17,39.27,53.87,460.00,3426.37
2000-06-24,558.58,34113.03,62.30,42.14,52.01,598.00,3426.31
2000-06-25,513.89,33970.00,76.11,37.62,56.04,586.00,3426.20
2000-06-26,527.03,33853.03,79.78,41.55,60.54,586.00,3426.11
2000-06-27,540.66,33775.00,82.46,45.10,62.97,580.00,3426.05
2000-06-28,560.34,33736.00,81.34,48.03,63.90,580.00,3426.02
2000-06-29,547.78,33684.00,74.48,50.39,63.04,574.00,3425.98
2000-06-30,483.45,33528.19,62.98,50.98,56.02,562.00,3425.86
2000-07-01,411.62,33241.81,57.97,43.18,50.76,556.00,3425.64
2000-07-02,359.54,32852.13,54.89,42.57,47.98,556.00,3425.34
2000-07-03,378.84,32709.00,46.05,38.62,43.53,451.00,3425.23
2000-07-04,339.16,32852.13,56.03,40.12,46.23,267.00,3425.34
2000-07-05,339.46,33099.00,65.32,36.44,48.88,215.00,3425.53
2000-07-06,366.53,33463.03,62.63,44.28,53.36,183.00,3425.81
2000-07-07,334.41,33684.00,71.57,39.45,55.60,223.00,3425.98
2000-07-08,332.33,33762.00,66.78,46.34,56.67,293.00,3426.04
2000-07-09,325.77,33827.00,62.51,45.18,53.67,293.00,3426.09
2000-07-10,312.69,33866.06,60.71,38.32,53.60,293.00,3426.12
2000-07-11,303.57,33879.09,,,,297.00,3426.13
2000-07-12,290.43,33866.06,75.42,56.22,71.36,297.00,3426.12
2000-07-13,277.31,33827.00,67.13,48.50,58.84,297.00,3426.09
2000-07-14,262.00,33827.00,61.16,44.06,53.36,262.00,3426.09
2000-07-15,247.55,33840.00,74.52,36.56,54.97,241.00,3426.10
2000-07-16,227.89,33814.00,80.49,40.29,60.57,241.00,3426.08
2000-07-17,223.45,33801.00,77.72,49.42,64.11,230.00,3426.07
2000-07-18,218.23,33853.03,72.50,50.92,62.90,192.00,3426.11
2000-07-19,206.12,33904.84,77.54,45.16,60.70,180.00,3426.15
2000-07-20,199.71,33943.94,80.24,46.38,63.69,180.00,3426.18
2000-07-21,199.69,33983.00,86.92,48.48,67.40,180.00,3426.21
2000-07-22,186.55,33996.00,66.23,52.43,58.19,180.00,3426.22
2000-07-23,180.00,33996.00,72.00,48.87,58.10,180.00,3426.22
2000-07-24,173.45,33983.00,77.54,41.00,60.27,180.00,3426.21
2000-07-25,153.74,33930.91,68.07,51.55,59.36,180.00,3426.17
2000-07-26,153.88,33879.09,69.33,50.49,58.86,180.00,3426.13
2000-07-27,144.18,33814.00,71.24,53.26,61.46,177.00,3426.08
2000-07-28,137.67,33736.00,73.69,52.16,64.23,177.00,3426.02
2000-07-29,131.12,33645.00,79.53,50.07,65.04,177.00,3425.95
2000-07-30,137.66,33566.97,85.99,52.77,69.50,177.00,3425.89
2000-07-31,131.17,33476.06,78.71,59.84,68.73,177.00,3425.82
2000-08-01,117.98,33359.00,79.86,51.51,64.32,177.00,3425.73
2000-08-02,117.92,33241.81,82.42,44.87,61.77,177.00,3425.64
2000-08-03,110.78,33047.00,79.94,45.12,62.54,209.00,3425.49
2000-08-04,116.92,32787.00,79.71,49.23,63.28,248.00,3425.29
2000-08-05,111.37,32516.00,84.05,50.29,65.34,248.00,3425.08
2000-08-06,121.08,32264.25,76.66,50.96,64.32,248.00,3424.88
2000-08-07,95.31,31888.00,79.49,48.42,63.93,285.00,3424.59
2000-08-08,120.07,31424.00,82.56,47.48,65.32,354.00,3424.22
2000-08-09,105.72,30878.00,78.61,51.90,64.96,381.00,3423.79
2000-08-10,82.60,30294.06,76.25,48.27,59.73,377.00,3423.32
2000-08-11,103.77,29887.00,63.75,44.85,52.88,309.00,3422.99
2000-08-12,93.08,29546.00,68.90,36.79,53.22,265.00,3422.72
2000-08-13,97.64,29220.00,64.18,40.45,52.30,262.00,3422.45
2000-08-14,99.64,28897.97,72.63,39.39,55.34,262.00,3422.19
2000-08-15,77.52,28540.00,66.40,43.85,54.97,258.00,3421.90
2000-08-16,94.69,28216.09,75.07,37.50,55.66,258.00,3421.63
2000-08-17,100.76,27904.21,71.63,43.71,57.56,258.00,3421.37
2000-08-18,88.50,27568.00,56.44,48.58,52.27,258.00,3421.09
2000-08-19,79.55,27220.00,54.52,47.50,49.94,255.00,3420.80
2000-08-20,91.65,26896.00,65.66,39.94,51.82,255.00,3420.53
2000-08-21,102.74,26594.00,75.89,38.17,54.40,255.00,3420.27
2000-08-22,82.10,26259.00,80.87,42.02,59.25,251.00,3419.99
2000-08-23,92.19,25944.00,86.86,45.50,65.05,251.00,3419.72
2000-08-24,86.64,25618.00,76.65,53.67,65.53,251.00,3419.44
2000-08-25,86.58,25291.88,69.02,49.65,59.68,251.00,3419.16
2000-08-26,90.24,24978.97,56.70,48.06,53.10,248.00,3418.89
2000-08-27,63.99,24614.00,59.06,39.98,49.28,248.00,3418.57
2000-08-28,90.73,24310.00,72.89,33.91,50.92,244.00,3418.30
2000-08-29,79.64,23984.00,63.56,46.51,54.93,244.00,3418.02
2000-08-30,84.68,23668.00,72.34,48.14,57.87,244.00,3417.74
2000-08-31,78.15,23345.00,55.54,44.76,51.09,241.00,3417.45
2000-09-01,83.31,23060.00,57.65,39.22,46.00,227.00,3417.20
2000-09-02,77.45,22807.00,55.84,37.17,45.73,205.00,3416.97
2000-09-03,77.45,22554.00,55.09,34.86,44.64,205.00,3416.74
2000-09-04,74.45,22301.00,56.90,36.51,43.69,202.00,3416.51
2000-09-05,85.54,22070.00,59.63,36.94,46.36,202.00,3416.30
2000-09-06,68.90,21806.00,62.99,42.73,52.08,202.00,3416.06
2000-09-07,80.05,21564.11,65.55,39.89,51.03,202.00,3415.84
2000-09-08,85.01,21332.05,51.71,39.41,46.72,202.00,3415.62
2000-09-09,81.51,21101.00,49.32,38.51,44.85,198.00,3415.41
2000-09-10,86.58,20880.00,57.47,46.49,51.39,198.00,3415.20
2000-09-11,71.96,20630.00,68.85,39.79,52.99,198.00,3414.97
2000-09-12,76.52,20395.00,73.05,40.75,56.18,195.00,3414.75
2000-09-13,72.49,20152.00,80.50,44.37,58.85,195.00,3414.52
2000-09-14,78.03,19920.00,87.38,48.90,64.62,195.00,3414.30
2000-09-15,69.94,19666.00,66.51,49.20,59.18,198.00,3414.06
2000-09-16,73.97,19412.05,75.08,42.72,55.81,202.00,3413.82
2000-09-17,74.92,19160.00,77.43,43.86,58.80,202.00,3413.58
2000-09-18,79.00,18910.07,62.50,55.23,58.57,205.00,3413.33
2000-09-19,67.80,18630.00,74.02,47.78,59.67,209.00,3413.06
2000-09-20,72.87,18360.00,64.31,42.22,51.45,209.00,3412.80
2000-09-21,77.92,18100.00,46.92,39.18,42.37,209.00,3412.54
2000-09-22,77.92,17840.00,49.36,31.40,38.34,209.00,3412.29
2000-09-23,68.87,17570.00,60.75,25.82,39.26,205.00,3412.02
2000-09-24,73.92,17310.00,64.60,28.10,41.79,205.00,3411.75
2000-09-25,65.87,17040.00,69.51,28.25,44.25,202.00,3411.48
2000-09-26,75.96,16790.00,73.72,30.26,47.12,202.00,3411.23
2000-09-27,63.35,16515.00,77.41,34.23,50.65,202.00,3410.95
2000-09-28,79.52,16280.00,67.18,41.42,51.96,198.00,3410.71
2000-09-29,66.92,16020.00,58.67,49.04,53.60,198.00,3410.44
2000-09-30,168.30,15953.15,55.43,50.97,53.65,202.00,3410.37
2000-10-01,175.00,15899.02,53.95,41.89,48.57,204.32,3410.31
2000-10-02,97.66,15700.00,51.05,32.77,41.67,200.89,3410.10
2000-10-03,84.17,15480.17,58.91,30.49,39.96,198.50,3409.87
2000-10-04,86.96,15265.87,59.93,28.45,39.78,195.00,3409.64
2000-10-05,81.12,15040.00,56.39,30.42,39.93,195.00,3409.40
2000-10-06,79.75,14859.00,59.69,27.39,39.55,171.00,3409.21
2000-10-07,69.86,14706.00,64.41,28.10,41.29,147.00,3409.04
2000-10-08,69.45,14552.18,68.34,31.40,45.69,147.00,3408.88
2000-10-09,74.31,14408.00,51.16,39.00,44.80,147.00,3408.72
2000-10-10,78.94,14273.00,48.81,40.36,43.66,147.00,3408.57
2000-10-11,66.86,14120.00,59.77,38.75,45.98,144.00,3408.40
2000-10-12,68.25,13940.00,55.21,40.28,45.83,159.00,3408.20
2000-10-13,74.71,13751.00,51.20,43.89,46.96,170.00,3407.99
2000-10-14,61.10,13535.00,51.01,29.98,40.80,170.00,3407.75
2000-10-15,65.64,13328.00,51.36,27.15,36.81,170.00,3407.52
2000-10-16,80.26,13150.00,47.27,38.63,44.06,170.00,3407.32
2000-10-17,74.21,12960.00,59.95,38.16,47.20,170.00,3407.10
2000-10-18,85.32,12798.00,51.03,35.09,45.55,167.00,3406.92
2000-10-19,75.22,12610.00,51.28,30.22,39.82,170.00,3406.70
2000-10-20,159.35,12582.93,46.88,36.31,42.20,173.00,3406.67
2000-10-21,110.04,12464.00,43.58,28.81,36.32,170.00,3406.53
2000-10-22,100.49,12326.14,49.47,27.12,34.62,170.00,3406.37
2000-10-23,91.11,12139.90,53.91,27.51,35.01,185.00,3406.15
2000-10-24,94.17,11930.00,49.00,26.72,35.38,200.00,3405.90
2000-10-25,83.09,11704.06,45.03,31.16,37.98,197.00,3405.63
2000-10-26,94.61,11500.98,43.86,36.07,39.45,197.00,3405.39
2000-10-27,83.59,11276.04,47.23,38.47,42.51,197.00,3405.12
2000-10-28,103.74,11099.00,42.48,35.88,38.50,193.00,3404.91
2000-10-29,95.67,10905.94,43.03,35.25,37.27,193.00,3404.67
2000-10-30,88.16,10698.00,47.12,29.98,35.11,193.00,3404.41
2000-10-31,80.04,10479.90,45.54,30.06,36.32,190.00,3404.15
2000-11-01,82.17,10271.98,49.99,27.94,35.68,187.00,3403.89
2000-11-02,78.13,10056.04,46.17,28.37,36.33,187.00,3403.62
2000-11-03,84.21,9858.12,58.04,30.34,39.15,184.00,3403.36
2000-11-04,103.23,9697.92,44.64,30.73,36.57,184.00,3403.16
2000-11-05,88.27,9514.00,39.41,30.30,35.18,181.00,3402.93
2000-11-06,96.80,9347.00,41.26,32.34,35.12,181.00,3402.71
2000-11-07,90.27,9173.00,38.28,31.24,34.63,178.00,3402.49
2000-11-08,101.87,9022.00,34.66,27.78,31.60,178.00,3402.29
2000-11-09,75.17,8824.00,32.93,25.23,28.69,175.00,3402.03
2000-11-10,83.27,8650.00,30.77,17.25,23.90,171.00,3401.80
2000-11-11,71.17,8452.00,32.30,12.10,21.27,171.00,3401.54
2000-11-12,65.65,8249.00,35.29,17.21,25.11,168.00,3401.27
2000-11-13,77.32,8085.00,29.43,20.87,25.15,160.00,3401.05
2000-11-14,65.34,7921.05,36.11,17.80,25.03,148.00,3400.83
2000-11-15,62.30,7757.02,36.94,13.44,21.66,145.00,3400.61
2000-11-16,62.30,7592.98,36.15,13.60,22.05,145.00,3400.39
2000-11-17,65.82,7435.94,32.50,17.76,23.62,145.00,3400.17
2000-11-18,60.33,7268.00,33.99,15.01,22.70,145.00,3399.94
2000-11-19,67.36,7114.00,31.75,17.17,23.31,145.00,3399.72
2000-11-20,59.32,6950.00,33.32,20.44,24.54,142.00,3399.50
2000-11-21,62.36,6796.00,36.11,14.34,22.44,140.00,3399.28
2000-11-22,54.37,6646.00,34.82,12.81,21.27,130.00,3399.08
2000-11-23,78.53,6534.00,25.07,18.75,22.04,135.00,3398.92
2000-11-24,69.06,6429.00,35.72,23.46,30.42,122.00,3398.77
2000-11-25,81.22,6365.97,37.14,26.96,31.06,113.00,3398.68
2000-11-26,91.86,6324.03,36.98,31.04,34.22,113.00,3398.62
2000-11-27,76.69,6254.00,35.49,22.87,30.20,112.00,3398.52
2000-11-28,65.66,6156.14,29.51,14.82,23.14,115.00,3398.38
2000-11-29,67.52,6058.00,32.58,26.45,28.55,117.00,3398.24
2000-11-30,74.67,5974.03,35.33,28.69,32.25,117.00,3398.12
2000-12-01,61.05,5869.00,32.85,29.24,30.94,114.00,3397.97
2000-12-02,75.23,5792.10,39.93,26.68,31.17,114.00,3397.86
2000-12-03,62.54,5694.00,32.81,21.57,27.36,112.00,3397.72
2000-12-04,60.59,5596.00,34.97,25.43,28.51,110.00,3397.58
2000-12-05,63.62,5504.00,35.21,23.11,26.96,110.00,3397.44
2000-12-06,60.61,5410.00,31.91,20.28,24.57,108.00,3397.30
2000-12-07,58.56,5311.93,30.93,20.87,24.66,108.00,3397.16
2000-12-08,53.10,5207.00,31.95,17.49,22.10,106.00,3397.01
2000-12-09,52.11,5102.10,33.68,25.07,29.88,105.00,3396.86
2000-12-10,57.57,5012.00,30.61,11.83,24.12,103.00,3396.72
2000-12-11,51.07,4909.00,22.60,10.06,15.37,103.00,3396.57
2000-12-12,44.53,4797.00,20.71,5.39,13.81,101.00,3396.41
2000-12-13,51.10,4702.00,15.92,8.29,12.34,99.00,3396.27
2000-12-14,92.95,4690.00,32.18,10.34,17.44,99.00,3396.25
2000-12-15,45.05,4583.00,30.81,20.91,24.61,99.00,3396.09
2000-12-16,84.88,4555.00,39.73,16.35,27.84,99.00,3396.05
2000-12-17,50.12,4464.00,32.77,17.10,26.94,96.00,3395.92
2000-12-18,51.63,4376.00,29.39,10.69,19.64,96.00,3395.78
2000-12-19,58.69,4305.97,35.88,21.89,29.48,94.00,3395.68
2000-12-20,59.73,4238.00,26.64,20.12,23.44,94.00,3395.58
2000-12-21,63.80,4190.00,25.39,20.87,22.85,88.00,3395.50
2000-12-22,81.00,4190.00,26.41,0.00,22.64,81.00,3395.50
2000-12-23,59.82,4148.00,28.69,0.00,26.03,81.00,3395.44
2000-12-24,50.82,4092.10,34.78,24.99,28.66,79.00,3395.36
2000-12-25,47.19,4029.00,34.97,24.48,29.09,79.00,3395.27
2000-12-26,53.30,3980.00,33.05,28.06,30.17,78.00,3395.20
2000-12-27,53.81,3932.03,39.34,25.19,31.86,78.00,3395.12
2000-12-28,52.29,3885.00,30.81,22.99,26.64,76.00,3395.05
2000-12-29,56.35,3850.00,32.07,22.36,27.26,74.00,3395.00
2000-12-30,55.85,3814.00,33.80,28.77,30.54,74.00,3394.94
2000-12-31,56.36,3782.98,34.70,28.02,29.76,72.00,3394.89
2001-01-01,53.40,3748.07,34.66,19.57,26.86,71.00,3394.84
2001-01-02,53.32,3713.00,33.76,22.12,26.90,71.00,3394.79
2001-01-03,65.47,3706.00,41.30,21.89,29.51,69.00,3394.78
2001-01-04,60.41,3685.00,37.84,31.52,34.32,71.00,3394.75
2001-01-05,96.72,3734.03,38.63,30.89,35.40,72.00,3394.82
2001-01-06,74.54,3741.05,35.21,18.35,25.67,71.00,3394.83
2001-01-07,71.00,3741.05,34.74,14.82,23.38,71.00,3394.83
2001-01-08,71.00,3741.05,31.01,26.29,28.58,71.00,3394.83
2001-01-09,67.46,3734.03,30.57,16.70,24.43,71.00,3394.82
2001-01-10,56.87,3706.00,35.29,26.09,30.02,71.00,3394.78
2001-01-11,72.53,3713.00,32.85,28.65,30.47,69.00,3394.79
2001-01-12,61.94,3699.00,35.29,29.51,31.87,69.00,3394.77
2001-01-13,65.47,3692.00,32.54,25.70,29.53,69.00,3394.76
2001-01-14,61.94,3678.00,32.03,19.65,26.67,69.00,3394.74
2001-01-15,49.85,3643.99,28.92,6.64,15.41,67.00,3394.69
2001-01-16,47.85,3602.03,24.13,-0.78,9.94,69.00,3394.62
2001-01-17,52.88,3576.00,26.96,0.00,16.06,66.00,3394.58
2001-01-18,58.94,3562.00,27.00,22.16,24.40,66.00,3394.56
2001-01-19,54.41,3541.00,34.27,21.34,25.87,65.00,3394.53
2001-01-20,50.39,3514.00,28.14,17.41,23.17,64.00,3394.49
2001-01-21,71.55,3527.00,30.61,23.70,26.46,65.00,3394.51
2001-01-22,54.42,3508.00,35.49,22.28,27.13,64.00,3394.48
2001-01-23,49.90,3484.00,33.76,27.35,29.63,62.00,3394.44
2001-01-24,59.97,3478.00,32.70,27.12,29.66,63.00,3394.43
2001-01-25,39.86,3432.10,34.03,14.27,25.02,63.00,3394.36
2001-01-26,51.39,3411.05,36.51,14.50,26.70,62.00,3394.33
2001-01-27,43.33,3376.00,34.31,4.13,16.37,61.00,3394.28
2001-01-28,46.88,3348.00,22.91,15.72,19.58,61.00,3394.24
2001-01-29,61.00,3348.00,30.85,19.37,25.29,61.00,3394.24
2001-01-30,52.94,3334.00,32.58,22.52,29.67,60.00,3394.22
2001-01-31,39.81,3295.94,39.65,26.13,32.29,59.00,3394.16
2001-02-01,51.94,3283.91,44.29,23.70,31.18,58.00,3394.14
2001-02-02,63.03,3289.93,34.15,27.00,31.68,60.00,3394.15
2001-02-03,49.98,3272.03,35.33,23.62,29.16,59.00,3394.12
2001-02-04,109.36,3362.00,35.80,30.57,33.95,64.00,3394.26
2001-02-05,74.59,3383.00,33.68,26.60,29.66,64.00,3394.29
2001-02-06,66.53,3390.00,31.67,16.47,25.48,63.00,3394.30
2001-02-07,63.00,3390.00,31.99,3.58,16.74,63.00,3394.30
2001-02-08,56.94,3376.00,27.00,17.57,22.01,64.00,3394.28
2001-02-09,60.47,3369.00,32.42,12.62,21.15,64.00,3394.27
2001-02-10,51.41,3348.00,30.77,17.13,22.58,62.00,3394.24
2001-02-11,54.94,3334.00,31.67,13.91,23.21,62.00,3394.22
2001-02-12,51.91,3313.99,40.55,3.70,19.03,62.00,3394.19
2001-02-13,49.87,3289.93,44.21,13.99,25.32,62.00,3394.15
2001-02-14,56.97,3283.91,44.80,14.15,28.58,60.00,3394.14
2001-02-15,47.94,3260.00,35.64,22.44,30.41,60.00,3394.10
2001-02-16,74.06,3283.91,25.90,19.92,22.25,62.00,3394.14
2001-02-17,54.01,3272.03,30.85,18.90,23.42,60.00,3394.12
2001-02-18,53.94,3260.00,38.67,22.99,28.43,60.00,3394.10
2001-02-19,47.41,3239.00,39.69,23.46,29.62,58.00,3394.07
2001-02-20,40.35,3204.00,41.85,17.17,26.98,58.00,3394.02
2001-02-21,50.94,3190.00,38.94,22.05,29.50,58.00,3394.00
2001-02-22,44.90,3166.00,42.17,23.58,31.24,57.00,3393.96
2001-02-23,47.92,3148.00,35.45,15.48,26.50,57.00,3393.93
2001-02-24,38.94,3116.14,43.07,19.85,29.58,55.00,3393.88
2001-02-25,37.31,3081.05,46.02,9.47,24.43,55.00,3393.83
2001-02-26,37.34,3048.00,46.06,7.23,22.99,54.00,3393.78
2001-02-27,38.87,3018.00,46.21,8.80,23.70,54.00,3393.73
2001-02-28,39.39,2992.98,47.27,9.31,26.51,52.00,3393.69
2001-03-01,52.00,2992.98,44.92,21.10,29.83,52.00,3393.69
2001-03-02,44.92,2978.95,35.05,24.29,28.52,52.00,3393.67
2001-03-03,30.86,2937.02,35.88,16.74,26.53,52.00,3393.61
2001-03-04,38.39,2912.00,32.93,23.38,29.17,51.00,3393.57
2001-03-05,41.92,2894.00,45.23,25.31,32.85,51.00,3393.54
2001-03-06,39.92,2876.00,54.43,23.15,33.01,49.00,3393.51
2001-03-07,42.45,2863.00,55.41,20.91,33.10,49.00,3393.49
2001-03-08,52.53,2870.00,40.87,29.43,35.83,49.00,3393.50
2001-03-09,52.03,2876.00,48.92,26.72,34.55,49.00,3393.51
2001-03-10,55.05,2888.00,43.78,23.54,31.69,49.00,3393.53
2001-03-11,58.08,2906.00,47.12,24.21,34.02,49.00,3393.56
2001-03-12,53.03,2912.00,49.20,32.22,37.92,50.00,3393.57
2001-03-13,74.14,2957.90,40.55,27.39,34.60,51.00,3393.64
2001-03-14,61.61,2978.95,37.80,23.93,31.49,51.00,3393.67
2001-03-15,63.61,3000.00,35.60,28.92,31.67,53.00,3393.70
2001-03-16,55.03,3006.00,34.66,22.99,29.98,52.00,3393.71
2001-03-17,58.05,3018.00,43.42,27.70,34.75,52.00,3393.73
2001-03-18,126.59,3160.00,42.32,33.05,37.30,55.00,3393.95
2001-03-19,180.50,3397.02,39.41,28.84,34.03,61.00,3394.31
2001-03-20,150.71,3569.00,50.18,20.83,33.21,64.00,3394.57
2001-03-21,136.07,3706.00,55.17,20.08,33.53,67.00,3394.78
2001-03-22,130.50,3826.00,57.49,19.34,34.22,70.00,3394.96
2001-03-23,129.49,3938.04,60.12,23.15,37.00,73.00,3395.13
2001-03-24,153.67,4092.10,56.82,26.37,38.02,76.00,3395.36
2001-03-25,213.54,4355.00,42.17,33.21,36.53,81.00,3395.75
2001-03-26,207.02,4597.02,37.61,30.06,32.39,85.00,3396.11
2001-03-27,210.00,4839.00,37.14,26.17,31.56,88.00,3396.47
2001-03-28,176.20,5006.00,41.69,29.59,36.54,92.00,3396.71
2001-03-29,179.69,5172.00,41.07,29.87,34.78,96.00,3396.96
2001-03-30,162.01,5304.91,46.45,31.95,36.81,95.00,3397.15
2001-03-31,200.37,5504.00,42.20,32.58,37.05,100.00,3397.44
2001-04-01,203.32,5701.00,36.51,28.29,31.70,104.00,3397.73
2001-04-02,183.64,5855.00,37.10,25.70,30.66,106.00,3397.95
2001-04-03,169.55,5981.05,40.37,24.60,31.89,106.00,3398.13
2001-04-04,157.38,6079.00,48.22,24.29,33.85,108.00,3398.27
2001-04-05,159.94,6184.00,40.79,27.98,33.58,107.00,3398.42
2001-04-06,138.76,6247.00,37.25,29.12,32.50,107.00,3398.51
2001-04-07,131.70,6296.00,36.70,22.71,30.06,107.00,3398.58
2001-04-08,121.13,6324.03,40.59,26.88,32.18,107.00,3398.62
2001-04-09,128.14,6365.97,41.73,23.34,32.55,107.00,3398.68
2001-04-10,123.66,6401.00,36.43,31.28,32.99,106.00,3398.73
2001-04-11,127.18,6443.00,42.56,27.04,32.75,106.00,3398.79
2001-04-12,109.53,6450.00,36.11,24.56,30.60,106.00,3398.80
2001-04-13,102.47,6443.00,38.86,24.01,31.02,106.00,3398.79
2001-04-14,98.94,6429.00,45.70,22.75,33.88,106.00,3398.77
2001-04-15,102.47,6422.00,51.67,25.31,38.10,106.00,3398.76
2001-04-16,96.41,6401.00,58.51,33.32,44.74,107.00,3398.73
2001-04-17,137.24,6457.02,44.64,34.35,38.56,109.00,3398.81
2001-04-18,126.76,6506.14,46.17,31.28,36.64,102.00,3398.88
2001-04-19,124.69,6569.00,50.02,27.90,36.65,93.00,3398.97
2001-04-20,141.88,6660.00,54.39,30.38,37.84,96.00,3399.10
2001-04-21,139.86,6747.00,51.05,29.75,37.73,96.00,3399.21
2001-04-22,150.99,6852.10,45.37,29.91,37.25,98.00,3399.36
2001-04-23,147.36,6950.00,47.51,35.68,40.58,98.00,3399.50
2001-04-24,165.54,7083.96,63.86,33.99,46.18,98.00,3399.68
2001-04-25,226.72,7373.00,71.58,31.44,47.48,81.00,3400.09
2001-04-26,385.12,8002.00,65.61,36.23,47.87,68.00,3400.94
2001-04-27,516.66,8880.00,60.67,35.17,45.97,74.00,3402.10
2001-04-28,551.92,9818.02,45.58,33.17,37.61,79.00,3403.31
2001-04-29,465.15,10576.00,38.39,31.67,35.60,83.00,3404.27
2001-04-30,589.23,11590.00,38.57,32.89,34.79,78.00,3405.50
2001-05-01,423.05,12310.10,37.02,30.34,33.43,60.00,3406.35
2001-05-02,362.97,12915.00,49.87,29.04,37.83,58.00,3407.05
2001-05-03,338.80,13471.96,57.65,28.10,42.53,58.00,3407.68
2001-05-04,362.09,14075.11,57.37,30.82,44.31,58.00,3408.35
2001-05-05,327.67,14610.00,44.37,31.01,37.62,58.00,3408.94
2001-05-06,321.17,15130.00,57.39,26.88,40.86,59.00,3409.50
2001-05-07,321.17,15650.00,67.67,29.16,46.99,59.00,3410.05
2001-05-08,381.67,16290.00,58.75,37.45,47.96,59.00,3410.72
2001-05-09,443.17,17050.00,56.59,32.58,44.18,60.00,3411.49
2001-05-10,435.08,17790.00,61.46,30.10,44.65,62.00,3412.24
2001-05-11,472.38,18600.00,73.43,32.58,51.23,64.00,3413.03
2001-05-12,649.77,19759.88,71.91,38.63,54.33,65.00,3414.15
2001-05-13,749.70,21112.00,57.27,42.38,49.62,68.00,3415.42
2001-05-14,785.37,22521.00,47.57,37.31,40.03,75.00,3416.71
2001-05-15,782.31,23916.00,49.43,37.14,41.46,79.00,3417.96
2001-05-16,737.43,25220.00,45.35,33.48,38.70,80.00,3419.10
2001-05-17,581.65,26215.00,47.39,32.73,39.52,80.00,3419.95
2001-05-18,500.93,27051.88,57.96,34.07,45.05,79.00,3420.66
2001-05-19,490.52,27868.12,52.52,36.90,45.17,79.00,3421.34
2001-05-20,415.74,28540.00,62.76,30.77,45.66,77.00,3421.90
2001-05-21,480.33,29340.00,79.36,34.31,54.84,77.00,3422.55
2001-05-22,673.92,30520.00,84.67,39.75,59.56,79.00,3423.50
2001-05-23,951.62,32108.00,82.27,44.97,63.25,151.00,3424.76
2001-05-24,1068.56,33566.97,73.68,48.16,60.23,333.00,3425.89
2001-05-25,961.50,34282.00,75.31,38.72,57.46,601.00,3426.44
2001-05-26,963.45,34269.00,78.22,39.86,60.03,970.00,3426.43
