date,qu,qd,fb,af
2005-08-03,1.09,0.00,7176.94,6302.00
2005-08-04,1.14,0.00,7176.95,6304.26
2005-08-05,1.09,0.00,7176.96,6306.42
2005-08-06,2.23,0.00,7176.98,6310.84
2005-08-07,0.00,0.00,7176.98,6310.84
2005-08-08,2.23,0.00,7177.00,6315.27
2005-08-09,2.23,0.00,7177.02,6319.70
2005-08-10,0.00,0.00,7177.02,6319.70
2005-08-11,3.32,0.00,7177.05,6326.29
2005-08-12,0.00,0.00,7177.05,6326.29
2005-08-13,0.00,0.00,7177.05,6326.29
2005-08-14,0.00,0.00,7177.05,6326.29
2005-08-15,1.15,0.00,7177.06,6328.57
2005-08-16,2.23,0.00,7177.08,6333.00
2005-08-17,6.73,0.00,7177.14,6346.34
2005-08-18,11.24,0.00,7177.24,6368.63
2005-08-19,-1.15,0.00,7177.23,6366.35
2005-08-20,0.00,0.00,7177.23,6366.35
2005-08-21,2.25,0.00,7177.25,6370.81
2005-08-22,2.25,0.00,7177.27,6375.28
2005-08-23,1.10,0.00,7177.28,6377.46
2005-08-24,-3.35,0.00,7177.25,6370.81
2005-08-25,2.25,0.00,7177.27,6375.28
2005-08-26,0.00,0.00,7177.27,6375.28
2005-08-27,1.10,0.00,7177.28,6377.46
2005-08-28,1.15,0.00,7177.29,6379.75
2005-08-29,1.10,0.00,7177.30,6381.94
2005-08-30,-1.10,0.00,7177.29,6379.75
2005-08-31,0.00,0.00,7177.29,6379.75
2005-09-01,1.10,0.00,7177.30,6381.94
2005-09-02,2.25,0.00,7177.32,6386.41
2005-09-03,0.00,0.00,7177.32,6386.41
2005-09-04,2.26,0.00,7177.34,6390.89
2005-09-05,-1.10,0.00,7177.33,6388.70
2005-09-06,0.00,0.00,7177.33,6388.70
2005-09-07,2.26,0.00,7177.35,6393.19
2005-09-08,1.10,0.00,7177.36,6395.38
2005-09-09,5.68,0.00,7177.41,6406.65
2005-09-10,0.00,0.00,7177.41,6406.65
2005-09-11,-1.16,0.00,7177.40,6404.35
2005-09-12,6.80,0.00,7177.46,6417.83
2005-09-13,1.16,0.00,7177.47,6420.14
2005-09-14,2.27,0.00,7177.49,6424.65
2005-09-15,0.00,0.00,7177.49,6424.65
2005-09-16,1.10,0.00,7177.50,6426.84
2005-09-17,6.83,0.00,7177.56,6440.38
2005-09-18,1.11,0.00,7177.57,6442.58
2005-09-19,1.16,0.00,7177.58,6444.89
2005-09-20,2.28,0.00,7177.60,6449.42
2005-09-21,5.68,0.00,7177.65,6460.68
2005-09-22,3.45,0.00,7177.68,6467.53
2005-09-23,4.58,0.00,7177.72,6476.61
2005-09-24,5.70,0.00,7177.77,6487.92
2005-09-25,1.11,0.00,7177.78,6490.13
2005-09-26,2.30,0.00,7177.80,6494.69
2005-09-27,1.17,0.00,7177.81,6497.02
2005-09-28,1.12,0.00,7177.82,6499.24
2005-09-29,2.30,0.00,7177.84,6503.80
2005-09-30,1.18,0.00,7177.85,6506.14
2005-10-01,2.30,0.00,7177.87,6510.70
2005-10-02,8.04,0.00,7177.94,6526.65
2005-10-03,6.93,0.00,7178.00,6540.39
2005-10-04,4.63,0.00,7178.04,6549.57
2005-10-05,1.13,0.00,7178.05,6551.81
2005-10-06,2.32,0.00,7178.07,6556.41
2005-10-07,3.50,0.00,7178.10,6563.36
2005-10-08,3.45,0.00,7178.13,6570.21
2005-10-09,1.19,0.00,7178.14,6572.57
2005-10-10,1.13,0.00,7178.15,6574.82
2005-10-11,2.32,0.00,7178.17,6579.43
2005-10-12,1.19,0.00,7178.18,6581.80
2005-10-13,2.32,0.00,7178.20,6586.41
2005-10-14,1.14,0.00,7178.21,6588.67
2005-10-15,2.33,0.00,7178.23,6593.29
2005-10-16,1.19,0.00,7178.24,6595.66
2005-10-17,1.14,0.00,7178.25,6597.92
2005-10-18,2.33,0.00,7178.27,6602.54
2005-10-19,2.33,0.00,7178.29,6607.17
2005-10-20,-1.19,0.00,7178.28,6604.80
2005-10-21,2.33,0.00,7178.30,6609.43
2005-10-22,1.20,0.00,7178.31,6611.81
2005-10-23,1.14,0.00,7178.32,6614.07
2005-10-24,3.54,0.00,7178.35,6621.09
2005-10-25,3.48,0.00,7178.38,6628.00
2005-10-26,2.34,0.00,7178.40,6632.65
2005-10-27,4.69,0.00,7178.44,6641.96
2005-10-28,9.40,0.00,7178.52,6660.61
2005-10-29,15.31,0.00,7178.65,6690.98
2005-10-30,7.10,0.00,7178.71,6705.07
2005-10-31,3.59,0.00,7178.74,6712.19
2005-11-01,7.07,0.00,7178.80,6726.21
2005-11-02,8.36,0.00,7178.87,6742.79
2005-11-03,11.94,0.00,7178.97,6766.48
2005-11-04,14.32,0.00,7179.09,6794.89
2005-11-05,8.44,0.00,7179.16,6811.64
2005-11-06,21.68,0.00,7179.34,6854.65
2005-11-07,9.71,0.00,7179.42,6873.90
2005-11-08,15.81,0.00,7179.55,6905.25
2005-11-09,8.58,0.00,7179.62,6922.27
2005-11-10,8.55,0.00,7179.69,6939.23
2005-11-11,6.17,0.00,7179.74,6951.46
2005-11-12,6.12,0.00,7179.79,6963.60
2005-11-13,7.39,0.00,7179.85,6978.26
2005-11-14,8.62,0.00,7179.92,6995.35
2005-11-15,4.95,0.00,7179.96,7005.17
2005-11-16,7.17,0.00,7180.02,7019.40
2005-11-17,2.22,0.00,7180.04,7023.80
2005-11-18,5.53,0.00,7180.09,7034.76
2005-11-19,3.37,0.00,7180.12,7041.44
2005-11-20,3.31,0.00,7180.15,7048.01
2005-11-21,4.46,0.00,7180.19,7056.85
2005-11-22,3.37,0.00,7180.22,7063.54
2005-11-23,4.41,0.00,7180.26,7072.29
2005-11-24,3.38,0.00,7180.29,7079.00
2005-11-25,5.57,0.00,7180.34,7090.05
2005-11-26,10.13,0.00,7180.43,7110.14
2005-11-27,3.34,0.00,7180.46,7116.77
2005-11-28,3.40,0.00,7180.49,7123.52
2005-11-29,8.96,0.00,7180.57,7141.29
2005-11-30,5.68,0.00,7180.62,7152.55
2005-12-01,11.32,0.00,7180.72,7175.01
2005-12-02,5.65,0.00,7180.77,7186.21
2005-12-03,11.37,0.00,7180.87,7208.76
2005-12-04,3.39,0.00,7180.90,7215.49
2005-12-05,12.54,0.00,7181.01,7240.36
2005-12-06,5.75,0.00,7181.06,7251.77
2005-12-07,3.41,0.00,7181.09,7258.54
2005-12-08,4.59,0.00,7181.13,7267.64
2005-12-09,4.60,0.00,7181.17,7276.76
2005-12-10,3.48,0.00,7181.20,7283.66
2005-12-11,3.43,0.00,7181.23,7290.46
2005-12-12,4.61,0.00,7181.27,7299.60
2005-12-13,5.75,0.00,7181.32,7311.00
2005-12-14,3.49,0.00,7181.35,7317.93
2005-12-15,4.63,0.00,7181.39,7327.12
2005-12-16,3.44,0.00,7181.42,7333.95
2005-12-17,2.32,0.00,7181.44,7338.55
2005-12-18,3.51,0.00,7181.47,7345.51
2005-12-19,4.59,0.00,7181.51,7354.61
2005-12-20,5.84,0.00,7181.56,7366.20
2005-12-21,3.47,0.00,7181.59,7373.08
2005-12-22,17.55,0.00,7181.74,7407.88
2005-12-23,6.97,0.00,7181.80,7421.71
2005-12-24,5.90,0.00,7181.85,7433.41
2005-12-25,4.70,0.00,7181.89,7442.74
2005-12-26,10.57,0.00,7181.98,7463.71
2005-12-27,8.24,0.00,7182.05,7480.05
2005-12-28,15.42,0.00,7182.18,7510.64
2005-12-29,9.45,0.00,7182.26,7529.39
2005-12-30,11.91,0.00,7182.36,7553.02
2005-12-31,17.92,0.00,7182.51,7588.56
2006-01-01,7.20,0.00,7182.57,7602.85
2006-01-02,12.03,0.00,7182.67,7626.71
2006-01-03,9.65,0.00,7182.75,7645.86
2006-01-04,8.44,0.00,7182.82,7662.60
2006-01-05,6.09,0.00,7182.87,7674.68
2006-01-06,7.28,0.00,7182.93,7689.12
2006-01-07,12.11,0.00,7183.03,7713.14
2006-01-08,8.58,0.00,7183.10,7730.15
2006-01-09,4.89,0.00,7183.14,7739.84
2006-01-10,11.00,0.00,7183.23,7761.65
2006-01-11,13.49,0.00,7183.34,7788.40
2006-01-12,4.93,0.00,7183.38,7798.17
2006-01-13,4.93,0.00,7183.42,7807.95
2006-01-14,6.21,0.00,7183.47,7820.26
2006-01-15,11.11,0.00,7183.56,7842.29
2006-01-16,4.96,0.00,7183.60,7852.13
2006-01-17,12.43,0.00,7183.70,7876.78
2006-01-18,14.90,0.00,7183.82,7906.34
2006-01-19,5.00,0.00,7183.86,7916.26
2006-01-20,7.51,0.00,7183.92,7931.16
2006-01-21,8.82,0.00,7183.99,7948.65
2006-01-22,4.97,0.00,7184.03,7958.50
2006-01-23,3.80,0.00,7184.06,7966.04
2006-01-24,5.04,0.00,7184.10,7976.04
2006-01-25,6.28,0.00,7184.15,7988.49
2006-01-26,3.82,0.00,7184.18,7996.07
2006-01-27,11.35,0.00,7184.27,8018.59
2006-01-28,10.15,0.00,7184.35,8038.72
2006-01-29,5.09,0.00,7184.39,8048.81
2006-01-30,16.54,0.00,7184.52,8081.61
2006-01-31,7.67,0.00,7184.58,8096.82
2006-02-01,8.94,0.00,7184.65,8114.55
2006-02-02,5.13,0.00,7184.69,8124.73
2006-02-03,5.14,0.00,7184.73,8134.92
2006-02-04,8.98,0.00,7184.80,8152.73
2006-02-05,3.90,0.00,7184.83,8160.46
2006-02-06,3.84,0.00,7184.86,8168.08
2006-02-07,3.90,0.00,7184.89,8175.82
2006-02-08,3.85,0.00,7184.92,8183.45
2006-02-09,3.91,0.00,7184.95,8191.21
2006-02-10,2.59,0.00,7184.97,8196.35
2006-02-11,2.59,0.00,7184.99,8201.49
2006-02-12,3.64,0.00,7185.02,8208.70
2006-02-13,3.52,0.00,7185.05,8215.69
2006-02-14,7.12,0.00,7185.11,8229.81
2006-02-15,3.59,0.00,7185.14,8236.94
2006-02-16,1.16,0.00,7185.15,8239.24
2006-02-17,2.38,0.00,7185.17,8243.96
2006-02-18,3.60,0.00,7185.20,8251.10
2006-02-19,2.38,0.00,7185.22,8255.82
2006-02-20,3.55,0.00,7185.25,8262.86
2006-02-21,7.16,0.00,7185.31,8277.06
2006-02-22,8.34,0.00,7185.38,8293.61
2006-02-23,2.39,0.00,7185.40,8298.36
2006-02-24,3.62,0.00,7185.43,8305.54
2006-02-25,1.17,0.00,7185.44,8307.86
2006-02-26,3.62,0.00,7185.47,8315.05
2006-02-27,4.74,0.00,7185.51,8324.46
2006-02-28,4.81,0.00,7185.55,8334.00
2006-03-01,1.24,0.00,7185.56,8336.45
2006-03-02,3.58,0.00,7185.59,8343.55
2006-03-03,3.64,0.00,7185.62,8350.77
2006-03-04,7.24,0.00,7185.68,8365.13
2006-03-05,2.41,0.00,7185.70,8369.92
2006-03-06,8.43,0.00,7185.77,8386.65
2006-03-07,7.27,0.00,7185.83,8401.06
2006-03-08,3.61,0.00,7185.86,8408.22
2006-03-09,9.72,0.00,7185.94,8427.50
2006-03-10,1.25,0.00,7185.95,8429.97
2006-03-11,3.62,0.00,7185.98,8437.15
2006-03-12,1.25,0.00,7185.99,8439.63
2006-03-13,6.07,0.00,7186.04,8451.66
2006-03-14,7.32,0.00,7186.10,8466.18
2006-03-15,7.34,0.00,7186.16,8480.74
2006-03-16,2.45,0.00,7186.18,8485.59
2006-03-17,4.90,0.00,7186.22,8495.31
2006-03-18,3.65,0.00,7186.25,8502.55
2006-03-19,2.46,0.00,7186.27,8507.42
2006-03-20,3.66,0.00,7186.30,8514.67
2006-03-21,3.72,0.00,7186.33,8522.05
2006-03-22,1.19,0.00,7186.34,8524.42
2006-03-23,2.47,0.00,7186.36,8529.31
2006-03-24,3.72,0.00,7186.39,8536.69
2006-03-25,2.47,0.00,7186.41,8541.58
2006-03-26,4.94,0.00,7186.45,8551.37
2006-03-27,2.47,0.00,7186.47,8556.26
2006-03-28,3.68,0.00,7186.50,8563.56
2006-03-29,3.68,0.00,7186.53,8570.85
2006-03-30,3.74,0.00,7186.56,8578.27
2006-03-31,3.69,0.00,7186.59,8585.59
2006-04-01,7.44,0.00,7186.65,8600.34
2006-04-02,1.27,0.00,7186.66,8602.86
2006-04-03,3.70,0.00,7186.69,8610.20
2006-04-04,7.46,0.00,7186.75,8624.99
2006-04-05,9.97,0.00,7186.83,8644.77
2006-04-06,6.21,0.00,7186.88,8657.09
2006-04-07,5.00,0.00,7186.92,8667.01
2006-04-08,5.01,0.00,7186.96,8676.94
2006-04-09,10.03,0.00,7187.04,8696.83
2006-04-10,6.25,0.00,7187.09,8709.22
2006-04-11,6.32,0.00,7187.14,8721.76
2006-04-12,6.27,0.00,7187.19,8734.19
2006-04-13,7.57,0.00,7187.25,8749.20
2006-04-14,11.35,0.00,7187.34,8771.71
2006-04-15,12.67,0.00,7187.44,8796.85
2006-04-16,21.60,0.00,7187.61,8839.70
2006-04-17,19.14,0.00,7187.76,8877.67
2006-04-18,14.15,0.00,7187.87,8905.73
2006-04-19,12.87,0.00,7187.97,8931.26
2006-04-20,12.85,0.00,7188.07,8956.74
2006-04-21,12.94,0.00,7188.17,8982.41
2006-04-22,14.25,0.00,7188.28,9010.67
2006-04-23,22.19,0.00,7188.45,9054.69
2006-04-24,23.52,0.00,7188.63,9101.34
2006-04-25,22.35,0.00,7188.80,9145.67
2006-04-26,22.52,0.00,7188.97,9190.34
2006-04-27,25.24,0.00,7189.16,9240.40
2006-04-28,28.05,0.00,7189.37,9296.04
2006-04-29,33.63,0.00,7189.62,9362.74
2006-04-30,40.64,0.00,7189.92,9443.35
2006-05-01,39.78,0.00,7190.23,9522.25
2006-05-02,39.19,0.00,7190.54,9599.99
2006-05-03,40.76,0.00,7190.86,9680.84
2006-05-04,42.43,0.00,7191.19,9764.99
2006-05-05,42.80,0.00,7191.52,9849.88
2006-05-06,45.80,0.00,7191.87,9940.72
2006-05-07,54.13,0.00,7192.28,10048.08
2006-05-08,69.55,0.00,7192.80,10186.03
2006-05-09,50.09,0.00,7193.17,10285.38
2006-05-10,47.83,0.00,7193.52,10380.24
2006-05-11,49.62,0.00,7193.88,10478.66
2006-05-12,54.32,0.00,7194.27,10586.40
2006-05-13,61.93,0.00,7194.71,10709.24
2006-05-14,70.45,0.00,7195.22,10848.97
2006-05-15,76.37,0.00,7195.79,11000.44
2006-05-16,84.31,0.00,7196.41,11167.67
2006-05-17,93.90,0.00,7197.09,11353.91
2006-05-18,105.41,0.00,7197.84,11562.99
2006-05-19,108.84,0.00,7198.60,11778.88
2006-05-20,104.91,0.00,7199.32,11986.97
2006-05-21,109.25,0.00,7200.06,12203.66
2006-05-22,108.72,0.00,7200.83,12419.30
2006-05-23,104.84,0.00,7201.56,12627.25
2006-05-24,94.81,0.00,7202.21,12815.31
2006-05-25,97.75,0.00,7202.87,13009.20
2006-05-26,97.68,0.00,7203.52,13202.94
2006-05-27,86.85,0.00,7204.09,13375.20
2006-05-28,81.83,0.00,7204.62,13537.51
2006-05-29,69.50,0.00,7205.07,13675.36
2006-05-30,56.20,0.00,7205.45,13786.84
2006-05-31,56.58,0.00,7205.83,13899.07
2006-06-01,60.07,0.00,7206.23,14018.22
2006-06-02,69.73,0.00,7206.69,14156.52
2006-06-03,79.66,0.00,7207.21,14314.53
2006-06-04,80.54,0.00,7207.73,14474.28
2006-06-05,84.60,0.00,7208.27,14642.09
2006-06-06,82.39,0.00,7208.79,14805.50
2006-06-07,73.34,15.00,7209.16,14921.22
2006-06-08,39.33,30.00,7209.22,14939.73
2006-06-09,33.11,30.00,7209.24,14945.89
2006-06-10,25.30,30.00,7209.21,14936.56
2006-06-11,22.27,30.00,7209.16,14921.22
2006-06-12,0.99,15.00,7209.07,14893.44
2006-06-13,0.99,15.00,7208.98,14865.65
2006-06-14,18.20,15.00,7209.00,14872.00
2006-06-15,16.51,15.00,7209.01,14874.99
2006-06-16,13.49,15.00,7209.00,14872.00
2006-06-17,13.44,15.00,7208.99,14868.90
2006-06-18,10.16,15.00,7208.96,14859.30
2006-06-19,11.79,15.00,7208.94,14852.94
2006-06-20,5.41,15.00,7208.88,14833.92
2006-06-21,3.20,0.00,7208.90,14840.26
2006-06-22,9.60,0.00,7208.96,14859.30
2006-06-23,11.02,0.00,7209.03,14881.15
2006-06-24,9.30,0.00,7209.09,14899.59
2006-06-25,10.91,0.00,7209.16,14921.22
2006-06-26,7.73,0.00,7209.21,14936.56
2006-06-27,9.10,7.50,7209.22,14939.73
2006-06-28,0.97,15.00,7209.13,14911.90
2006-06-29,1.08,15.00,7209.04,14884.29
2006-06-30,0.84,15.00,7208.95,14856.21
2006-07-01,-0.99,15.00,7208.85,14824.50
2006-07-02,0.60,15.00,7208.76,14795.94
2006-07-03,-4.02,15.00,7208.64,14758.21
2006-07-04,-0.88,15.00,7208.54,14726.72
2006-07-05,0.77,15.00,7208.45,14698.50
2006-07-06,-2.43,15.00,7208.34,14663.92
2006-07-07,-3.86,15.00,7208.22,14626.52
2006-07-08,-0.73,15.00,7208.12,14595.32
2006-07-09,-2.32,15.00,7208.01,14560.97
2006-07-10,-2.19,15.00,7207.90,14526.88
2006-07-11,-5.28,15.00,7207.77,14486.66
2006-07-12,-6.87,32.00,7207.52,14409.57
2006-07-13,-19.48,50.00,7207.07,14271.76
2006-07-14,-18.73,50.00,7206.62,14135.43
2006-07-15,-18.14,50.00,7206.17,14000.27
2006-07-16,-18.96,50.00,7205.71,13863.48
2006-07-17,-18.28,50.00,7205.25,13728.05
2006-07-18,-21.23,50.00,7204.78,13586.77
2006-07-19,-13.56,70.00,7204.24,13421.03
2006-07-20,-12.41,90.00,7203.57,13217.91
2006-07-21,-12.23,90.00,7202.89,13015.13
2006-07-22,-12.18,90.00,7202.20,12812.46
2006-07-23,-9.17,90.00,7201.52,12615.75
2006-07-24,-9.04,90.00,7200.83,12419.30
2006-07-25,-6.12,90.00,7200.15,12228.64
2006-07-26,-12.64,90.00,7199.45,12025.06
2006-07-27,-11.00,90.00,7198.76,11824.73
2006-07-28,-10.64,90.00,7198.06,11625.12
2006-07-29,-9.01,90.00,7197.36,11428.74
2006-07-30,-10.03,90.00,7196.64,11230.34
2006-07-31,-5.65,90.00,7195.94,11040.63
2006-08-01,-2.67,90.00,7195.25,10856.83
2006-08-02,-7.69,44.00,7194.87,10754.30
2006-08-03,-4.82,8.00,7194.78,10728.87
2006-08-04,2.39,8.00,7194.74,10717.74
2006-08-05,-6.17,8.00,7194.64,10689.64
2006-08-06,-4.75,8.00,7194.55,10664.35
2006-08-07,-6.03,8.00,7194.45,10636.53
2006-08-08,-4.68,8.00,7194.36,10611.37
2006-08-09,-8.75,8.00,7194.24,10578.14
2006-08-10,-3.19,8.00,7194.16,10555.94
2006-08-11,-7.37,8.00,7194.05,10525.45
2006-08-12,-7.27,8.00,7193.94,10495.17
2006-08-13,-8.64,8.00,7193.82,10462.16
2006-08-14,-4.41,8.00,7193.73,10437.55
2006-08-15,-7.14,8.00,7193.62,10407.52
2006-08-16,-5.75,8.00,7193.52,10380.24
2006-08-17,-5.58,4.00,7193.45,10361.24
2006-08-18,1.35,0.00,7193.46,10363.91
2006-08-19,0.00,0.00,7193.46,10363.91
2006-08-20,0.00,0.00,7193.46,10363.91
2006-08-21,1.40,0.00,7193.47,10366.69
2006-08-22,0.00,0.00,7193.47,10366.69
2006-08-23,2.75,0.00,7193.49,10372.14
2006-08-24,-1.41,0.00,7193.48,10369.35
2006-08-25,1.41,0.00,7193.49,10372.14
2006-08-26,0.00,0.00,7193.49,10372.14
2006-08-27,1.34,0.00,7193.50,10374.79
2006-08-28,1.34,0.00,7193.51,10377.44
2006-08-29,2.75,0.00,7193.53,10382.89
2006-08-30,0.00,0.00,7193.53,10382.89
2006-08-31,-4.08,0.00,7193.50,10374.79
2006-09-01,1.34,0.00,7193.51,10377.44
2006-09-02,0.00,0.00,7193.51,10377.44
2006-09-03,1.41,0.00,7193.52,10380.24
2006-09-04,-1.41,0.00,7193.51,10377.44
2006-09-05,1.41,0.00,7193.52,10380.24
2006-09-06,1.34,0.00,7193.53,10382.89
2006-09-07,1.41,0.00,7193.54,10385.68
2006-09-08,0.00,0.00,7193.54,10385.68
2006-09-09,2.75,0.00,7193.56,10391.14
2006-09-10,0.00,0.00,7193.56,10391.14
2006-09-11,1.35,0.00,7193.57,10393.81
2006-09-12,2.75,0.00,7193.59,10399.26
2006-09-13,4.16,0.00,7193.62,10407.52
2006-09-14,-2.75,0.00,7193.60,10402.06
2006-09-15,8.26,0.00,7193.66,10418.45
2006-09-16,1.35,0.00,7193.67,10421.12
2006-09-17,1.41,0.00,7193.68,10423.92
2006-09-18,1.35,0.00,7193.69,10426.59
2006-09-19,1.41,0.00,7193.70,10429.39
2006-09-20,2.76,0.00,7193.72,10434.87
2006-09-21,12.41,0.00,7193.81,10459.48
2006-09-22,0.00,0.00,7193.81,10459.48
2006-09-23,1.35,0.00,7193.82,10462.16
2006-09-24,1.42,0.00,7193.83,10464.97
2006-09-25,1.35,0.00,7193.84,10467.65
2006-09-26,4.19,0.00,7193.87,10475.97
2006-09-27,1.36,0.00,7193.88,10478.66
2006-09-28,2.77,0.00,7193.90,10484.16
2006-09-29,2.77,0.00,7193.92,10489.66
2006-09-30,2.78,0.00,7193.94,10495.17
2006-10-01,-20.76,0.00,7193.79,10454.00
2006-10-02,8.24,0.00,7193.85,10470.34
2006-10-03,11.10,0.00,7193.93,10492.35
2006-10-04,4.20,0.00,7193.96,10500.68
2006-10-05,6.92,0.00,7194.01,10514.41
2006-10-06,6.99,0.00,7194.06,10528.28
2006-10-07,19.47,0.00,7194.20,10566.90
2006-10-08,7.03,0.00,7194.25,10580.85
2006-10-09,5.60,0.00,7194.29,10591.96
2006-10-10,4.17,0.00,7194.32,10600.24
2006-10-11,2.81,0.00,7194.34,10605.81
2006-10-12,4.17,0.00,7194.37,10614.09
2006-10-13,2.81,0.00,7194.39,10619.66
2006-10-14,4.25,0.00,7194.42,10628.09
2006-10-15,9.83,0.00,7194.49,10647.58
2006-10-16,19.76,0.00,7194.63,10686.78
2006-10-17,4.20,0.00,7194.66,10695.12
2006-10-18,2.83,0.00,7194.68,10700.74
2006-10-19,12.79,0.00,7194.77,10726.11
2006-10-20,12.76,0.00,7194.86,10751.41
2006-10-21,5.69,0.00,7194.90,10762.70
2006-10-22,4.25,0.00,7194.93,10771.12
2006-10-23,4.31,0.00,7194.96,10779.67
2006-10-24,5.71,0.00,7195.00,10791.00
2006-10-25,5.30,0.00,7195.04,10801.51
2006-10-26,1.30,0.00,7195.05,10804.08
2006-10-27,2.65,0.00,7195.07,10809.34
2006-10-28,5.31,0.00,7195.11,10819.88
2006-10-29,2.66,0.00,7195.13,10825.15
2006-10-30,1.30,0.00,7195.14,10827.73
2006-10-31,1.36,0.00,7195.15,10830.43
2006-11-01,1.30,0.00,7195.16,10833.00
2006-11-02,2.66,0.00,7195.18,10838.28
2006-11-03,6.69,0.00,7195.23,10851.55
2006-11-04,3.97,0.00,7195.26,10859.42
2006-11-05,4.03,0.00,7195.29,10867.41
2006-11-06,18.65,0.00,7195.43,10904.40
2006-11-07,12.10,0.00,7195.52,10928.40
2006-11-08,25.52,0.00,7195.71,10979.02
2006-11-09,13.50,0.00,7195.81,11005.80
2006-11-10,12.15,0.00,7195.90,11029.89
2006-11-11,18.99,0.00,7196.04,11067.55
2006-11-12,8.10,0.00,7196.10,11083.61
2006-11-13,16.36,0.00,7196.22,11116.05
2006-11-14,5.46,0.00,7196.26,11126.88
2006-11-15,9.61,0.00,7196.33,11145.94
2006-11-16,12.30,0.00,7196.42,11170.33
2006-11-17,6.83,0.00,7196.47,11183.87
2006-11-18,6.91,0.00,7196.52,11197.57
2006-11-19,5.50,0.00,7196.56,11208.48
2006-11-20,9.61,0.00,7196.63,11227.55
2006-11-21,6.86,0.00,7196.68,11241.15
2006-11-22,4.18,0.00,7196.71,11249.44
2006-11-23,5.53,0.00,7196.75,11260.40
2006-11-24,5.54,0.00,7196.79,11271.38
2006-11-25,4.12,0.00,7196.82,11279.55
2006-11-26,5.54,0.00,7196.86,11290.54
2006-11-27,9.68,0.00,7196.93,11309.74
2006-11-28,9.77,0.00,7197.00,11329.11
2006-11-29,1.36,0.00,7197.01,11331.80
2006-11-30,7.00,0.00,7197.06,11345.68
2006-12-01,9.73,0.00,7197.13,11364.97
2006-12-02,4.15,0.00,7197.16,11373.21
2006-12-03,4.22,0.00,7197.19,11381.59
2006-12-04,5.59,0.00,7197.23,11392.68
2006-12-05,5.60,0.00,7197.27,11403.78
2006-12-06,4.17,0.00,7197.30,11412.06
2006-12-07,4.24,0.00,7197.33,11420.46
2006-12-08,5.55,0.00,7197.37,11431.46
2006-12-09,4.25,0.00,7197.40,11439.88
2006-12-10,5.62,0.00,7197.44,11451.03
2006-12-11,4.18,0.00,7197.47,11459.33
2006-12-12,9.89,0.00,7197.54,11478.95
2006-12-13,16.87,0.00,7197.66,11512.41
2006-12-14,21.28,0.00,7197.81,11554.62
2006-12-15,11.29,0.00,7197.89,11577.02
2006-12-16,5.69,0.00,7197.93,11588.30
2006-12-17,4.31,0.00,7197.96,11596.84
2006-12-18,4.24,0.00,7197.99,11605.25
2006-12-19,5.70,0.00,7198.03,11616.55
2006-12-20,5.71,0.00,7198.07,11627.88
2006-12-21,5.71,0.00,7198.11,11639.21
2006-12-22,4.26,0.00,7198.14,11647.65
2006-12-23,10.05,0.00,7198.21,11667.59
2006-12-24,4.27,0.00,7198.24,11676.05
2006-12-25,7.21,0.00,7198.29,11690.36
2006-12-26,10.02,0.00,7198.36,11710.23
2006-12-27,10.04,0.00,7198.43,11730.15
2006-12-28,2.88,0.00,7198.45,11735.86
2006-12-29,2.88,0.00,7198.47,11741.58
2006-12-30,4.36,0.00,7198.50,11750.23
2006-12-31,4.30,0.00,7198.53,11758.75
2007-01-01,2.89,0.00,7198.55,11764.48
2007-01-02,4.37,0.00,7198.58,11773.14
2007-01-03,18.80,0.00,7198.71,11810.42
2007-01-04,8.71,0.00,7198.77,11827.69
2007-01-05,5.81,0.00,7198.81,11839.21
2007-01-06,10.15,0.00,7198.88,11859.34
2007-01-07,7.25,0.00,7198.93,11873.72
2007-01-08,8.76,0.00,7198.99,11891.09
2007-01-09,8.77,0.00,7199.05,11908.48
2007-01-10,7.28,0.00,7199.10,11922.92
2007-01-11,8.79,0.00,7199.16,11940.36
2007-01-12,4.43,0.00,7199.19,11949.14
2007-01-13,1.44,0.00,7199.20,11951.99
2007-01-14,2.94,0.00,7199.22,11957.82
2007-01-15,2.93,0.00,7199.24,11963.64
2007-01-16,7.39,0.00,7199.29,11978.29
2007-01-17,2.94,0.00,7199.31,11984.12
2007-01-18,2.94,0.00,7199.33,11989.96
2007-01-19,4.38,0.00,7199.36,11998.65
2007-01-20,5.90,0.00,7199.40,12010.35
2007-01-21,1.44,0.00,7199.41,12013.21
2007-01-22,4.46,0.00,7199.44,12022.06
2007-01-23,1.44,0.00,7199.45,12024.91
2007-01-24,2.96,0.00,7199.47,12030.78
2007-01-25,2.95,0.00,7199.49,12036.63
2007-01-26,2.96,0.00,7199.51,12042.50
2007-01-27,1.51,0.00,7199.52,12045.50
2007-01-28,2.96,0.00,7199.54,12051.37
2007-01-29,2.96,0.00,7199.56,12057.25
2007-01-30,2.96,0.00,7199.58,12063.12
2007-01-31,2.89,0.00,7199.60,12068.85
2007-02-01,1.52,0.00,7199.61,12071.86
2007-02-02,2.97,0.00,7199.63,12077.75
2007-02-03,2.97,0.00,7199.65,12083.64
2007-02-04,1.44,0.00,7199.66,12086.50
2007-02-05,2.97,0.00,7199.68,12092.40
2007-02-06,2.96,0.00,7199.70,12098.28
2007-02-07,1.53,0.00,7199.71,12101.31
2007-02-08,10.37,0.00,7199.78,12121.88
2007-02-09,10.39,0.00,7199.85,12142.49
2007-02-10,4.51,0.00,7199.88,12151.44
