date,fb,af
2004-12-24,3349.78,16614.24
2004-12-25,3349.84,16701.63
2004-12-26,3349.93,16828.73
2004-12-27,3350.02,16960.25
2004-12-28,3350.19,17222.98
2004-12-29,3350.30,17392.48
2004-12-30,3350.41,17559.16
2004-12-31,3350.54,17759.74
2005-01-01,3350.65,17929.24
2005-01-02,3350.76,18098.74
2005-01-03,3350.80,18160.89
2005-01-04,3350.82,18189.15
2005-01-05,3350.82,18189.15
2005-01-06,3350.88,18282.37
2005-01-07,3351.08,18595.90
2005-01-08,3351.23,18835.03
2005-01-09,3351.36,19044.63
2005-01-10,3351.45,19189.29
2005-01-11,3351.56,19366.42
2005-01-12,3351.57,19381.18
2005-01-13,3351.57,19381.18
2005-01-14,3351.57,19381.18
2005-01-15,3351.81,19764.97
2005-01-16,3351.93,19959.82
2005-01-17,3351.97,20021.81
2005-01-18,3352.10,20239.17
2005-01-19,3352.23,20458.97
2005-01-20,3352.31,20592.09
2005-01-21,3352.45,20827.37
2005-01-22,3352.70,21248.39
2005-01-23,3352.83,21468.19
2005-01-24,3352.90,21585.83
2005-01-25,3352.93,21635.36
2005-01-26,3353.12,21963.08
2005-01-27,3353.28,22244.27
2005-01-28,3353.44,22525.46
2005-01-29,3353.53,22683.83
2005-01-30,3353.59,22790.49
2005-01-31,3353.69,22965.02
2005-02-01,3353.70,22981.18
2005-02-02,3353.72,23016.73
2005-02-03,3353.79,23139.55
2005-02-04,3353.88,23297.92
2005-02-05,3353.89,23314.08
2005-02-06,3354.02,23545.01
2005-02-07,3354.11,23709.88
2005-02-08,3354.13,23746.89
2005-02-09,3354.15,23783.90
2005-02-10,3354.17,23820.91
2005-02-11,3354.21,23891.57
2005-02-12,3354.26,23982.41
2005-02-13,3354.37,24184.29
2005-02-14,3354.41,24258.31
2005-02-15,3354.45,24332.34
2005-02-16,3354.47,24365.98
2005-02-17,3354.50,24423.18
2005-02-18,3354.55,24514.03
2005-02-19,3354.59,24588.05
2005-02-20,3354.64,24678.89
2005-02-21,3354.75,24880.77
2005-02-22,3354.97,25281.17
2005-02-23,3355.68,26622.08
2005-02-24,3355.82,26887.17
2005-02-25,3355.97,27173.19
2005-02-26,3356.12,27463.14
2005-02-27,3356.58,28363.70
2005-02-28,3356.85,28889.62
2005-03-01,3357.13,29445.11
2005-03-02,3357.39,29969.05
2005-03-03,3357.67,30533.86
2005-03-04,3357.95,31098.67
2005-03-05,3358.25,31717.95
2005-03-06,3358.57,32381.91
2005-03-07,3358.93,33126.00
2005-03-08,3359.37,34057.35
2005-03-09,3359.83,35040.28
2005-03-10,3360.28,36016.73
2005-03-11,3360.70,36934.78
2005-03-12,3361.09,37797.87
2005-03-13,3361.46,38629.97
2005-03-14,3361.75,39283.17
2005-03-15,3361.99,39824.04
2005-03-16,3362.18,40264.02
2005-03-17,3362.41,40798.85
2005-03-18,3362.58,41192.48
2005-03-19,3362.77,41633.18
2005-03-20,3363.01,42190.02
2005-03-21,3363.25,42762.40
2005-03-22,3363.53,43431.65
2005-03-23,3363.97,44479.55
2005-03-24,3364.36,45430.02
2005-03-25,3364.64,46115.98
2005-03-26,3364.87,46675.58
2005-03-27,3365.13,47320.51
2005-03-28,3366.03,49579.98
2005-03-29,3366.89,51788.08
2005-03-30,3367.47,53307.79
2005-03-31,3367.85,54309.23
2005-04-01,3368.17,55160.45
2005-04-02,3368.46,55941.10
2005-04-03,3368.77,56771.46
2005-04-04,3369.10,57668.10
2005-04-05,3369.45,58630.95
2005-04-06,3369.77,59512.29
2005-04-07,3370.19,60679.56
2005-04-08,3370.60,61833.88
2005-04-09,3370.97,62868.61
2005-04-10,3371.29,63788.42
2005-04-11,3371.60,64683.80
2005-04-12,3371.91,65573.85
2005-04-13,3372.21,66451.06
2005-04-14,3372.47,67219.77
2005-04-15,3372.68,67835.83
2005-04-16,3372.88,68424.63
2005-04-17,3373.08,69018.29
2005-04-18,3373.33,69769.54
2005-04-19,3373.54,70403.93
2005-04-20,3373.73,70971.54
2005-04-21,3373.94,71605.93
2005-04-22,3374.15,72242.70
2005-04-23,3374.36,72882.62
2005-04-24,3374.62,73681.09
2005-04-25,3374.99,74808.02
2005-04-26,3375.42,76140.98
2005-04-27,3375.78,77261.77
2005-04-28,3376.18,78506.59
2005-04-29,3376.54,79628.20
2005-04-30,3376.73,80217.91
2005-05-01,3376.89,80720.89
2005-05-02,3377.05,81219.14
2005-05-03,3377.13,81469.41
2005-05-04,3377.14,81498.50
2005-05-05,3377.21,81719.66
2005-05-06,3377.79,83541.34
2005-05-07,3379.18,87920.30
2005-05-08,3379.93,90301.46
2005-05-09,3380.46,91989.98
2005-05-10,3380.97,93621.10
2005-05-11,3381.38,94945.62
2005-05-12,3381.73,96079.27
2005-05-13,3382.04,97082.80
2005-05-14,3382.33,98031.55
2005-05-15,3382.62,98980.31
2005-05-16,3383.02,100288.66
2005-05-17,3383.37,101451.05
2005-05-18,3383.68,102478.15
2005-05-19,3384.16,104041.61
2005-05-20,3384.59,105399.70
2005-05-21,3384.91,106416.80
2005-05-22,3385.19,107384.18
2005-05-23,3385.44,108291.04
2005-05-24,3385.65,109050.12
2005-05-25,3385.77,109480.03
2005-05-26,3385.85,109768.88
2005-05-27,3385.90,109950.26
2005-05-28,3385.93,110057.73
2005-05-29,,110205.00
2005-05-30,,110300.00
2005-05-31,,110250.00
2005-06-01,,110175.00
2005-06-02,,110000.00
2005-06-03,3385.82,109661.41
2005-06-04,3385.68,109157.59
2005-06-05,3385.53,108613.48
2005-06-06,3385.38,108069.37
2005-06-07,3385.24,107565.55
2005-06-08,3385.13,107169.23
2005-06-09,3385.00,106699.00
2005-06-10,3384.86,106258.06
2005-06-11,3384.73,105846.52
2005-06-12,3384.59,105399.70
2005-06-13,3384.45,104958.77
2005-06-14,3384.32,104547.22
2005-06-15,3384.15,104012.21
2005-06-16,3383.95,103369.95
2005-06-17,3383.74,102674.96
2005-06-18,3383.54,102010.73
2005-06-19,3383.32,101285.00
2005-06-20,3383.13,100651.52
2005-06-21,3382.90,99898.66
2005-06-22,3382.63,99010.73
2005-06-23,3382.33,98031.55
2005-06-24,3382.06,97143.62
2005-06-25,3381.77,96205.23
2005-06-26,3381.47,95233.53
2005-06-27,3381.19,94333.81
2005-06-28,3380.88,93336.39
2005-06-29,3380.58,92375.52
2005-06-30,3380.29,91450.23
2005-07-01,3379.98,90460.20
2005-07-02,3379.66,89443.07
2005-07-03,3379.34,88431.81
2005-07-04,3379.01,87385.27
2005-07-05,3378.68,86344.48
2005-07-06,3378.37,85368.20
2005-07-07,3378.03,84292.54
2005-07-08,3377.70,83256.16
2005-07-09,3377.36,82191.09
2005-07-10,3377.05,81219.14
2005-07-11,3376.72,80189.00
2005-07-12,3376.42,79252.40
2005-07-13,3376.12,78315.80
2005-07-14,3375.79,77290.52
2005-07-15,3375.48,76330.65
2005-07-16,3375.15,75307.56
2005-07-17,3374.81,74258.72
2005-07-18,3374.49,73284.69
2005-07-19,3374.15,72242.70
2005-07-20,3373.82,71244.21
2005-07-21,3373.48,70220.29
2005-07-22,3373.12,69140.71
2005-07-23,3372.75,68043.00
2005-07-24,3372.39,66985.34
2005-07-25,3372.04,65954.94
2005-07-26,3371.66,64854.35
2005-07-27,3371.29,63788.42
2005-07-28,3370.93,62759.41
2005-07-29,3370.55,61688.29
2005-07-30,3370.17,60622.37
2005-07-31,3369.79,59568.33
2005-08-01,3369.42,58549.44
2005-08-02,3369.03,57474.51
2005-08-03,3368.65,56448.27
2005-08-04,3368.26,55399.12
2005-08-05,3367.88,54387.01
2005-08-06,3367.48,53336.96
2005-08-07,3367.09,52311.21
2005-08-08,3366.70,51303.73
2005-08-09,3366.29,50249.53
2005-08-10,3365.88,49202.67
2005-08-11,3365.45,48122.52
2005-08-12,3365.03,47070.17
2005-08-13,3364.58,45967.05
2005-08-14,3364.14,44892.98
2005-08-15,3363.72,43885.15
2005-08-16,3363.30,42881.28
2005-08-17,3362.88,41889.89
2005-08-18,3362.47,40935.77
2005-08-19,3362.06,39985.91
2005-08-20,3361.62,38991.93
2005-08-21,3361.19,38022.54
2005-08-22,3360.76,37068.24
2005-08-23,3360.31,36081.44
2005-08-24,3359.86,35103.19
2005-08-25,3359.43,34187.09
2005-08-26,3358.99,33248.11
2005-08-27,3358.56,32359.02
2005-08-28,3358.13,31469.92
2005-08-29,3357.68,30556.15
2005-08-30,3357.24,29668.06
2005-08-31,3356.79,28774.35
2005-09-01,3356.34,27895.41
2005-09-02,3355.91,27058.09
2005-09-03,3355.48,26245.38
2005-09-04,3355.08,25488.47
2005-09-05,3354.67,24732.73
2005-09-06,3354.28,24019.43
2005-09-07,3353.87,23281.76
2005-09-08,3353.50,22632.12
2005-09-09,3353.12,21963.08
2005-09-10,3352.73,21297.92
2005-09-11,3352.34,20644.72
2005-09-12,3351.99,20054.29
2005-09-13,3351.64,19493.37
2005-09-14,3351.33,18997.40
2005-09-15,3351.04,18530.95
2005-09-16,3350.82,18189.15
2005-09-17,3350.59,17836.02
2005-09-18,3350.38,17513.96
2005-09-19,3350.16,17174.95
2005-09-20,3349.93,16828.73
2005-09-21,3349.68,16468.60
2005-09-22,3349.45,16137.61
2005-09-23,3349.22,15806.61
2005-09-24,3348.95,15417.36
2005-09-25,3348.72,15086.36
2005-09-26,3348.50,14771.25
2005-09-27,3348.33,14524.99
2005-09-28,3348.15,14265.49
2005-09-29,3348.02,14080.13
2005-09-30,3347.90,13916.66
2005-10-01,3347.85,13850.71
2005-10-02,3347.75,13718.81
2005-10-03,3347.70,13650.41
2005-10-04,3347.73,13691.94
2005-10-05,3347.82,13811.63
2005-10-06,3347.90,13916.66
2005-10-07,3348.00,14051.00
2005-10-08,3348.06,14135.74
2005-10-09,3348.13,14236.36
2005-10-10,3348.20,14336.98
2005-10-11,3348.28,14453.49
2005-10-12,3348.38,14596.48
2005-10-13,3348.46,14712.99
2005-10-14,3348.57,14871.87
2005-10-15,3348.63,14956.61
2005-10-16,3348.71,15073.12
2005-10-17,3348.81,15216.11
2005-10-18,3348.89,15332.62
2005-10-19,3348.97,15446.48
2005-10-20,3349.06,15576.24
2005-10-21,3349.15,15705.99
2005-10-22,3349.23,15822.50
2005-10-23,3349.31,15936.36
2005-10-24,3349.39,16052.87
2005-10-25,3349.47,16166.73
2005-10-26,3349.57,16312.37
2005-10-27,3349.66,16442.13
2005-10-28,3349.76,16585.12
2005-10-29,3349.81,16656.61
2005-10-30,3349.94,16844.62
2005-10-31,3350.02,16960.25
2005-11-01,3350.13,17129.75
2005-11-02,3350.24,17299.26
2005-11-03,3350.31,17406.61
2005-11-04,3350.32,17423.56
2005-11-05,3350.59,17836.02
2005-11-06,3350.59,17836.02
2005-11-07,3350.91,18327.57
2005-11-08,3351.08,18595.90
2005-11-09,3351.24,18852.74
2005-11-10,3351.36,19044.63
2005-11-11,3351.47,19221.77
2005-11-12,3351.59,19413.66
2005-11-13,3351.71,19605.55
2005-11-14,3351.81,19764.97
2005-11-15,3351.94,19974.58
2005-11-16,3352.05,20155.59
2005-11-17,3352.14,20307.28
2005-11-18,3352.24,20474.45
2005-11-19,3352.33,20626.14
2005-11-20,3352.44,20811.89
2005-11-21,3352.53,20963.58
2005-11-22,3352.63,21130.75
2005-11-23,3352.72,21282.44
2005-11-24,3352.81,21434.14
2005-11-25,3352.93,21635.36
2005-11-26,3353.02,21788.55
2005-11-27,3353.11,21946.92
2005-11-28,3353.19,22085.90
2005-11-29,3353.27,22228.11
2005-11-30,3353.35,22367.09
2005-12-01,3353.48,22596.56
2005-12-02,3353.60,22806.65
2005-12-03,3353.70,22981.18
2005-12-04,3353.76,23087.83
2005-12-05,3353.77,23103.99
2005-12-06,3353.77,23103.99
2005-12-07,3353.90,23333.47
2005-12-08,3353.90,23333.47
2005-12-09,3353.90,23333.47
2005-12-10,3353.91,23349.63
2005-12-11,3353.91,23349.63
2005-12-12,3353.92,23369.02
2005-12-13,3353.92,23369.02
2005-12-14,3353.93,23385.18
2005-12-15,3353.93,23385.18
2005-12-16,3353.96,23436.89
2005-12-17,3353.97,23456.29
2005-12-18,3354.00,23508.00
2005-12-19,3354.82,25008.63
2005-12-20,3354.87,25099.47
2005-12-21,3355.02,25373.37
2005-12-22,3355.11,25544.28
2005-12-23,3355.12,25561.72
2005-12-24,3355.84,26925.54
2005-12-25,3356.09,27405.51
2005-12-26,3356.29,27798.15
2005-12-27,3357.38,29950.47
2005-12-28,3358.96,33187.05
2005-12-29,3361.07,37752.10
2005-12-30,3362.21,40336.76
2005-12-31,3364.24,45136.68
2006-01-01,3364.25,45163.76
2006-01-02,3368.11,54996.36
2006-01-03,3368.60,56314.02
2006-01-04,3368.96,57283.61
2006-01-05,3369.20,57943.20
2006-01-06,3369.49,58743.03
2006-01-07,3369.70,59318.70
2006-01-08,3369.89,59843.43
2006-01-09,3370.11,60455.98
2006-01-10,3370.36,61157.93
2006-01-11,3370.90,62676.22
2006-01-12,3371.42,64166.82
2006-01-13,3371.78,65200.77
2006-01-14,3372.10,66129.40
2006-01-15,3372.40,67012.60
2006-01-16,3372.64,67721.34
2006-01-17,3373.02,68840.21
2006-01-18,3373.84,71305.43
2006-01-19,3374.31,72729.72
2006-01-20,3374.62,73681.09
2006-01-21,3374.86,74411.62
2006-01-22,3375.07,75060.41
2006-01-23,3375.20,75462.75
2006-01-24,3375.33,75865.09
2006-01-25,3375.54,76514.58
2006-01-26,3375.72,77072.10
2006-01-27,3375.87,77537.66
2006-01-28,3376.04,78067.20
2006-01-29,3376.21,78599.09
2006-01-30,3376.40,79188.80
2006-01-31,3376.75,80281.50
2006-02-01,3377.07,81283.16
2006-02-02,3377.38,82255.11
2006-02-03,3377.63,83040.81
2006-02-04,3377.86,83762.50
2006-02-05,3378.06,84391.92
2006-02-06,3378.24,84958.98
2006-02-07,3378.39,85426.66
2006-02-08,3378.54,85900.19
2006-02-09,3378.70,86408.79
2006-02-10,3378.81,86753.70
2006-02-11,3378.91,87069.39
2006-02-12,3379.02,87414.67
2006-02-13,3379.20,87984.98
2006-02-14,3379.34,88431.81
2006-02-15,3379.37,88525.88
2006-02-16,3379.44,88749.30
2006-02-17,3379.47,88843.37
2006-02-18,3379.49,88908.04
2006-02-19,3379.50,88937.44
2006-02-20,3379.63,89349.00
2006-02-21,3379.96,90395.53
2006-02-22,3380.13,90934.20
2006-02-23,3380.27,91384.98
2006-02-24,3380.38,91734.93
2006-02-25,3380.54,92245.02
2006-02-26,3380.67,92660.22
2006-02-27,3380.88,93336.39
2006-02-28,3381.87,96529.13
2006-03-01,3383.06,100423.96
2006-03-02,3383.79,102841.02
2006-03-03,3384.33,104582.49
2006-03-04,3384.71,105781.85
2006-03-05,3385.03,106806.48
2006-03-06,3385.45,108324.63
2006-03-07,3386.32,111422.37
2006-03-08,3386.98,113712.05
2006-03-09,3387.34,114984.06
2006-03-10,3387.67,116145.75
2006-03-11,3387.98,117241.80
2006-03-12,3388.24,118177.13
2006-03-13,3388.48,119040.24
2006-03-14,3388.72,119903.37
2006-03-15,3388.97,120799.95
2006-03-16,3389.22,121715.45
2006-03-17,3389.48,122659.77
2006-03-18,3389.79,123794.31
2006-03-19,3390.05,124748.84
2006-03-20,3390.30,125676.11
2006-03-21,3390.56,126644.90
2006-03-22,3390.85,127717.48
2006-03-23,3391.23,129150.16
2006-03-24,3391.67,130810.07
2006-03-25,3392.86,135355.25
2006-03-26,3394.25,140777.25
2006-03-27,3395.00,143745.00
2006-03-28,3395.71,146595.05
2006-03-29,3396.50,149802.00
2006-03-30,3397.30,153086.14
2006-03-31,3397.96,155821.72
2006-04-01,3398.60,158508.94
2006-04-02,3399.17,160910.08
2006-04-03,3399.67,163039.58
2006-04-04,3400.56,166858.31
2006-04-05,3401.43,170629.53
2006-04-06,3401.85,172462.34
2006-04-07,3402.04,173294.59
2006-04-08,3402.21,174041.61
2006-04-09,3402.34,174608.03
2006-04-10,3402.27,174304.30
2006-04-11,3402.34,174608.03
2006-04-12,3402.41,174919.97
2006-04-13,3402.50,175314.00
2006-04-14,3402.61,175798.33
2006-04-15,3402.74,176372.95
2006-04-16,3402.79,176586.39
2006-04-17,3402.70,176192.36
2006-04-18,3402.51,175355.05
2006-04-19,3402.34,174608.03
2006-04-20,3402.31,174476.69
2006-04-21,3402.36,174698.33
2006-04-22,3402.48,175223.70
2006-04-23,3402.59,175708.03
2006-04-24,3402.66,175121.19
2006-04-25,3402.67,175121.19
2006-04-26,3402.86,175121.19
2006-04-27,3402.61,175798.33
2006-04-28,3402.58,175666.98
2006-04-29,3402.63,175888.63
2006-04-30,3402.66,176019.97
2006-05-01,3402.68,176102.06
2006-05-02,3402.81,176676.69
2006-05-03,3402.95,177292.36
2006-05-04,3403.05,177729.78
2006-05-05,3402.96,177333.41
2006-05-06,3403.60,177953.88
2006-05-07,3402.99,177464.75
2006-05-08,3403.67,180485.06
2006-05-09,3404.09,182355.50
2006-05-10,3404.46,184011.66
2006-05-11,3404.80,185534.00
2006-05-12,3405.00,186429.00
2006-05-13,3405.08,186795.06
2006-05-14,3405.13,187016.41
2006-05-15,3405.15,187110.05
2006-05-16,3405.20,187339.91
2006-05-17,3405.22,187433.55
2006-05-18,3405.29,187748.53
2006-05-19,3405.31,187842.17
2006-05-20,3405.34,187978.39
2006-05-21,3405.43,188387.02
2006-05-22,3405.50,188702.00
2006-05-23,3405.56,188981.89
2006-05-24,3405.52,188795.30
2006-05-25,3405.48,188616.88
2006-05-26,3405.48,188616.88
2006-05-27,3405.46,188523.22
2006-05-28,3405.44,188429.58
2006-05-29,3405.43,188374.56
2006-05-30,3405.41,188293.38
2006-05-31,3405.39,188208.23
2006-06-01,3405.36,188072.03
2006-06-02,3405.32,187884.73
2006-06-03,3405.31,187842.17
2006-06-04,3405.32,187884.73
2006-06-05,3405.30,187791.09
2006-06-06,3405.28,187705.97
2006-06-07,3405.24,187518.67
2006-06-08,3405.28,187705.97
2006-06-09,3405.27,187654.89
2006-06-10,3405.22,187433.55
2006-06-11,3405.18,187246.27
2006-06-12,3405.15,187110.05
2006-06-13,3405.13,187016.41
2006-06-14,3405.06,186701.42
2006-06-15,3405.02,186522.64
2006-06-16,3404.99,186387.17
2006-06-17,3404.91,186027.50
2006-06-18,3404.81,185575.83
2006-06-19,3404.70,185082.31
2006-06-20,3404.56,184463.34
2006-06-21,3404.40,183744.00
2006-06-22,3404.23,182982.83
2006-06-23,3404.04,182129.66
2006-06-24,3403.83,181198.78
2006-06-25,3403.63,180310.78
2006-06-26,3403.43,179422.78
2006-06-27,3403.21,178443.50
2006-06-28,3402.98,177423.70
2006-06-29,3402.78,176545.34
2006-06-30,3402.56,175576.69
2006-07-01,3402.37,174747.58
2006-07-02,3402.17,173861.02
2006-07-03,3401.96,172942.94
2006-07-04,3401.76,172071.34
2006-07-05,3401.54,171110.14
2006-07-06,3401.33,170197.81
2006-07-07,3401.10,169187.73
2006-07-08,3400.86,168152.92
2006-07-09,3400.63,167163.88
2006-07-10,3400.41,166215.03
2006-07-11,3400.15,165089.28
2006-07-12,3399.88,163937.47
2006-07-13,3399.63,162872.72
2006-07-14,3399.39,161847.69
2006-07-15,3399.16,160870.34
2006-07-16,3398.90,159771.41
2006-07-17,3398.64,158673.61
2006-07-18,3398.38,157583.66
2006-07-19,3398.10,156407.44
2006-07-20,3397.81,155203.52
2006-07-21,3397.52,153998.00
2006-07-22,3397.23,152792.50
2006-07-23,3396.94,151598.42
2006-07-24,3396.63,150334.84
2006-07-25,3396.31,149025.58
2006-07-26,3395.98,147679.72
2006-07-27,3395.65,146355.67
2006-07-28,3395.32,145031.64
2006-07-29,3394.97,143626.88
2006-07-30,3394.62,142246.36
2006-07-31,3394.28,140895.38
2006-08-01,3393.94,139555.78
2006-08-02,3393.62,138307.58
2006-08-03,3393.30,137059.38
2006-08-04,3392.98,135812.42
2006-08-05,3392.65,134548.05
2006-08-06,3392.33,133319.38
2006-08-07,3392.00,132055.00
2006-08-08,3391.66,130767.87
2006-08-09,3391.32,129487.77
2006-08-10,3390.98,128201.88
2006-08-11,3390.62,126866.34
2006-08-12,3390.28,125599.99
2006-08-13,3389.94,124337.81
2006-08-14,3389.61,123135.33
2006-08-15,3389.29,121966.81
2006-08-16,3388.95,120726.34
2006-08-17,3388.62,119542.06
2006-08-18,3388.29,118357.77
2006-08-19,3387.96,117169.61
2006-08-20,3387.63,116007.92
2006-08-21,3387.34,114984.06
2006-08-22,3387.00,113783.00
2006-08-23,3386.68,112673.63
2006-08-24,3386.36,111564.27
2006-08-25,3386.04,110454.90
2006-08-26,3385.72,109298.66
2006-08-27,3385.43,108250.73
2006-08-28,3385.12,107135.63
2006-08-29,3384.84,106193.39
2006-08-30,3384.53,105211.57
2006-08-31,3384.23,104265.02
2006-09-01,3383.93,103302.29
2006-09-02,3383.64,102342.84
2006-09-03,3383.35,101383.41
2006-09-04,3383.07,100454.71
2006-09-05,3382.81,99600.66
2006-09-06,3382.56,98785.70
2006-09-07,3382.31,97964.66
2006-09-08,3382.04,97082.80
2006-09-09,3381.79,96271.21
2006-09-10,3381.54,95461.46
2006-09-11,3381.30,94687.70
2006-09-12,3381.05,93877.95
2006-09-13,3380.84,93205.91
2006-09-14,3380.59,92405.17
2006-09-15,3380.34,91610.37
2006-09-16,3380.12,90904.54
2006-09-17,3379.90,90201.52
2006-09-18,3379.69,89537.14
2006-09-19,3379.56,89125.58
2006-09-20,3379.40,88619.95
2006-09-21,3379.25,88143.72
2006-09-22,3379.12,87732.16
2006-09-23,3379.02,87414.67
2006-09-24,3378.92,87098.63
2006-09-25,3378.84,86847.24
2006-09-26,3378.77,86625.09
2006-09-27,3378.70,86408.79
2006-09-28,3378.62,86157.41
2006-09-29,3378.54,85900.19
2006-09-30,3378.45,85619.58
2006-10-01,3378.35,85303.90
2006-10-02,3378.27,85052.52
2006-10-03,3378.18,84766.06
2006-10-04,3378.10,84514.69
2006-10-05,3378.01,84234.08
2006-10-06,3377.94,84012.76
2006-10-07,3377.86,83762.50
2006-10-08,3377.80,83570.44
2006-10-09,3377.72,83320.17
2006-10-10,3377.66,83133.93
2006-10-11,3377.62,83005.89
2006-10-12,3377.57,82848.75
2006-10-13,3377.53,82726.53
2006-10-14,3377.48,82569.39
2006-10-15,3377.50,82633.41
2006-10-16,3377.54,82755.63
2006-10-17,3377.59,82912.77
2006-10-18,3377.64,83069.91
2006-10-19,3377.68,83197.95
2006-10-20,3377.74,83384.20
2006-10-21,3377.78,83512.23
2006-10-22,3377.83,83669.38
2006-10-23,3377.89,83855.62
2006-10-24,3377.93,83977.84
2006-10-25,3377.95,84041.86
2006-10-26,3378.00,84199.00
2006-10-27,3378.04,84327.61
2006-10-28,3378.09,84485.45
2006-10-29,3378.15,84672.52
2006-10-30,3378.18,84766.06
2006-10-31,3378.22,84894.67
2006-11-01,3378.26,85017.45
2006-11-02,3378.29,85116.82
2006-11-03,3378.36,85333.13
2006-11-04,3378.42,85526.05
2006-11-05,3378.48,85713.12
2006-11-06,3378.53,85870.96
2006-11-07,3378.62,86157.41
2006-11-08,3378.68,86344.48
2006-11-09,3378.74,86531.55
2006-11-10,3378.76,86595.87
2006-11-11,3378.84,86847.24
2006-11-12,3378.91,87069.39
2006-11-13,3378.96,87227.23
2006-11-14,3379.03,87449.95
2006-11-15,3379.10,87667.48
2006-11-16,3379.13,87761.55
2006-11-17,3379.20,87984.98
2006-11-18,3379.25,88143.72
2006-11-19,3379.31,88337.74
2006-11-20,3379.38,88555.28
2006-11-21,3379.44,88749.30
2006-11-22,3379.48,88872.77
2006-11-23,3379.56,89125.58
2006-11-24,3379.60,89254.93
2006-11-25,3379.66,89443.07
2006-11-26,3379.73,89666.48
2006-11-27,3379.76,89760.55
2006-11-28,3379.76,89760.55
2006-11-29,3379.76,89760.55
2006-11-30,3379.87,90107.45
2006-12-01,3379.90,90201.52
2006-12-02,3379.90,90201.52
2006-12-03,3379.90,90201.52
2006-12-04,3380.02,90584.24
2006-12-05,3380.08,90779.98
2006-12-06,3380.10,90839.30
2006-12-07,3380.15,90999.44
2006-12-08,3380.19,91129.93
2006-12-09,3380.25,91319.73
2006-12-10,3380.31,91515.47
2006-12-11,3380.39,91770.52
2006-12-12,3380.45,91960.32
2006-12-13,3380.53,92215.37
2006-12-14,3380.67,92660.22
2006-12-15,3380.79,93045.76
2006-12-16,3380.85,93241.49
2006-12-17,3380.86,93271.15
2006-12-18,3380.86,93271.15
2006-12-19,3380.85,93241.49
2006-12-20,3380.85,93241.49
2006-12-21,3381.03,93811.97
2006-12-22,3381.03,93811.97
2006-12-23,3381.14,94171.86
2006-12-24,3381.15,94201.85
2006-12-25,3381.29,94657.71
2006-12-26,3381.41,95041.59
2006-12-27,3381.54,95461.46
2006-12-28,3381.58,95593.42
2006-12-29,3381.58,95593.42
2006-12-30,3381.58,95593.42
2006-12-31,3381.74,96109.26
2007-01-01,3381.76,96175.24
2007-01-02,3381.82,96367.18
2007-01-03,3382.02,97015.90
2007-01-04,3382.10,97277.41
2007-01-05,3382.10,97277.41
2007-01-06,3382.22,97666.65
2007-01-07,3382.32,97995.07
2007-01-08,3382.36,98128.87
2007-01-09,3382.43,98359.98
2007-01-10,3382.48,98518.10
2007-01-11,3382.48,98518.10
2007-01-12,3382.48,98518.10
2007-01-13,3382.47,98487.70
2007-01-14,3382.48,98518.10
2007-01-15,3382.48,98518.10
2007-01-16,3382.48,98518.10
2007-01-17,3382.48,98518.10
2007-01-18,3382.49,98554.59
2007-01-19,3382.56,98785.70
2007-01-20,3382.56,98785.70
2007-01-21,3382.56,98785.70
2007-01-22,3382.56,98785.70
2007-01-23,3382.61,98949.91
2007-01-24,3382.62,98980.31
2007-01-25,3382.62,98980.31
2007-01-26,3382.62,98980.31
2007-01-27,3382.70,99241.84
2007-01-28,3382.70,99241.84
2007-01-29,3382.70,99241.84
2007-01-30,3382.76,99436.45
2007-01-31,3382.76,99436.45
2007-02-01,3382.74,99369.00
2007-02-02,3382.72,99308.73
2007-02-03,3382.72,99308.73
2007-02-04,3383.00,100221.00
2007-02-05,3383.60,102213.69
2007-02-06,3383.68,102478.15
2007-02-07,3383.74,102674.96
2007-02-08,3383.81,102908.67
2007-02-09,3383.96,103400.70
2007-02-10,3384.16,104041.61
2007-02-11,3384.34,104611.89
2007-02-12,3384.50,105117.50
2007-02-13,3384.63,105529.04
2007-02-14,3384.74,105875.91
2007-02-15,3384.81,106099.32
2007-02-16,3384.97,106604.93
2007-02-17,3385.17,107310.29
2007-02-18,3385.33,107894.71
2007-02-19,3385.45,108324.63
2007-02-20,3385.55,108687.38
2007-02-21,3385.65,109050.12
2007-02-22,3385.74,109372.55
2007-02-23,3385.81,109627.82
2007-02-24,3385.90,109950.26
2007-02-25,3385.98,110239.11
2007-02-26,3386.06,110519.39
2007-02-27,3386.14,110796.73
2007-02-28,3386.19,110970.88
2007-03-01,3386.25,111183.73
2007-03-02,3386.33,111461.07
2007-03-03,3386.40,111699.71
2007-03-04,3386.47,111944.80
2007-03-05,3386.55,112222.15
2007-03-06,3386.66,112602.69
2007-03-07,3386.86,113299.27
2007-03-08,3387.16,114347.44
2007-03-09,3387.38,115121.89
2007-03-10,3387.55,115725.70
2007-03-11,3387.71,116290.14
2007-03-12,3387.90,116959.59
2007-03-13,3388.12,117742.22
2007-03-14,3388.32,118464.83
2007-03-15,3388.51,119147.30
2007-03-16,3388.68,119756.17
2007-03-17,3388.86,120405.19
2007-03-18,3389.05,121090.43
2007-03-19,3389.26,121858.12
2007-03-20,3389.48,122659.77
2007-03-21,3389.70,123461.42
2007-03-22,3389.90,124195.14
2007-03-23,3390.08,124859.55
2007-03-24,3390.27,125565.39
2007-03-25,3390.47,126305.82
2007-03-26,3390.67,127053.17
2007-03-27,3390.84,127682.88
