date,qu,qd,mm,mx,mn
2012-06-05,243.55,359.00,48.89,55.30,40.80
2012-06-06,220.12,327.00,50.43,66.60,33.20
2012-06-07,202.12,308.00,53.53,68.20,41.30
2012-06-08,196.12,302.00,54.58,66.60,42.80
2012-06-09,178.98,302.00,51.60,63.10,39.90
2012-06-10,177.98,301.00,58.74,75.10,41.70
2012-06-11,167.92,299.00,67.00,83.90,49.90
2012-06-12,165.71,322.00,70.43,87.30,58.20
2012-06-13,168.14,333.00,64.63,80.10,46.20
2012-06-14,158.07,331.00,67.07,85.00,47.10
2012-06-15,150.51,331.00,69.34,85.10,49.20
2012-06-16,150.01,330.00,70.11,89.30,46.40
2012-06-17,141.95,330.00,73.06,90.50,53.30
2012-06-18,140.74,354.00,61.35,70.50,52.60
2012-06-19,147.68,368.00,55.85,71.30,38.30
2012-06-20,146.12,374.00,63.56,84.00,43.40
2012-06-21,141.55,377.00,74.24,93.00,51.30
2012-06-22,133.50,376.00,72.28,86.00,61.00
2012-06-23,134.50,376.00,63.22,76.60,48.60
2012-06-24,135.51,376.00,66.42,83.80,44.30
2012-06-25,128.96,376.00,68.83,83.60,49.00
2012-06-26,120.40,375.00,59.68,71.00,46.40
2012-06-27,138.55,375.00,65.77,85.90,44.20
2012-06-28,121.42,373.00,71.56,88.70,52.90
2012-06-29,138.07,372.00,73.94,89.30,59.20
2012-06-30,121.94,371.00,75.76,93.60,59.20
2012-07-01,129.02,369.00,75.13,87.80,61.70
2012-07-02,113.46,360.00,76.53,93.10,55.90
2012-07-03,118.55,355.00,71.80,85.50,58.10
2012-07-04,98.92,350.00,71.21,90.20,49.80
2012-07-05,107.00,349.00,76.57,93.40,55.60
2012-07-06,109.02,349.00,81.38,97.20,64.60
2012-07-07,109.53,348.00,81.19,99.90,66.10
2012-07-08,109.55,346.00,79.52,99.80,61.50
2012-07-09,102.99,346.00,85.54,101.60,67.90
2012-07-10,117.63,344.00,84.99,103.00,61.30
2012-07-11,93.46,340.00,86.23,104.00,67.10
2012-07-12,104.03,342.00,84.78,101.00,68.90
2012-07-13,92.43,343.00,82.70,98.80,63.80
2012-07-14,114.62,342.00,79.46,93.70,67.10
2012-07-15,109.58,342.00,75.96,93.00,55.20
2012-07-16,108.03,346.00,76.09,89.60,59.50
2012-07-17,113.60,343.00,78.31,94.20,62.60
2012-07-18,102.56,337.00,78.66,96.00,57.40
2012-07-19,89.13,315.00,79.55,92.70,65.00
2012-07-20,83.65,308.00,78.17,90.40,63.20
2012-07-21,82.16,305.00,77.66,96.30,56.10
2012-07-22,79.13,245.00,82.09,99.10,62.40
2012-07-23,68.32,151.00,75.61,90.80,55.20
2012-07-24,70.52,249.00,76.20,95.40,54.00
2012-07-25,78.75,351.00,80.61,99.20,60.10
2012-07-26,86.77,417.00,81.17,97.30,59.00
2012-07-27,95.70,435.00,82.21,97.30,65.00
2012-07-28,89.78,419.00,80.44,98.40,58.50
2012-07-29,78.26,410.00,80.55,99.90,57.50
2012-07-30,87.85,409.00,80.38,96.00,58.30
2012-07-31,81.77,412.00,79.10,95.70,58.00
2012-08-01,73.20,412.00,78.22,95.40,56.70
2012-08-02,77.24,411.00,74.93,92.90,53.10
2012-08-03,78.77,409.00,76.32,93.80,55.40
2012-08-04,77.26,409.00,77.95,96.30,57.60
2012-08-05,73.25,406.00,80.61,101.30,56.80
2012-08-06,74.74,409.00,84.21,99.30,62.40
2012-08-07,91.87,410.00,81.87,102.50,64.10
2012-08-08,78.77,409.00,77.67,99.10,56.10
2012-08-09,74.76,406.00,82.13,101.90,59.60
2012-08-10,77.31,403.00,80.83,98.10,58.50
2012-08-11,79.35,400.00,76.20,97.80,54.90
2012-08-12,78.35,399.00,79.84,101.10,59.90
2012-08-13,75.35,396.00,81.23,103.60,60.10
2012-08-14,81.98,387.00,80.14,102.00,59.40
2012-08-15,67.57,362.00,79.19,101.00,56.40
2012-08-16,73.31,338.00,80.15,98.50,60.80
2012-08-17,61.72,337.00,79.29,99.60,57.30
2012-08-18,71.81,337.00,76.10,97.90,55.40
2012-08-19,73.34,335.00,73.73,93.30,57.40
2012-08-20,70.34,332.00,76.27,96.40,56.10
2012-08-21,69.41,322.00,77.70,95.60,61.80
2012-08-22,66.95,315.00,74.43,92.90,53.80
2012-08-23,66.95,315.00,73.11,91.10,50.70
2012-08-24,63.95,312.00,67.90,88.40,44.70
2012-08-25,56.63,283.00,69.28,93.00,46.00
2012-08-26,63.80,269.00,70.64,94.30,51.00
2012-08-27,62.80,269.00,71.63,91.00,51.70
2012-08-28,53.94,243.00,68.73,90.90,47.10
2012-08-29,54.06,228.00,67.59,82.40,48.00
2012-08-30,52.69,211.00,69.07,90.80,47.00
2012-08-31,47.72,203.00,71.52,91.30,48.60
2012-09-01,51.25,203.00,70.01,87.90,48.90
2012-09-02,56.30,202.00,65.53,90.10,39.50
2012-09-03,50.77,200.00,69.39,92.80,44.20
2012-09-04,57.32,200.00,69.77,100.20,46.80
2012-09-05,52.79,199.00,71.27,97.50,47.30
2012-09-06,59.40,192.00,67.68,89.20,50.00
2012-09-07,57.92,188.00,70.18,93.00,47.00
2012-09-08,51.40,185.00,74.05,95.80,50.90
2012-09-09,55.94,184.00,72.74,89.40,52.20
2012-09-10,58.98,182.00,66.20,84.60,48.00
2012-09-11,55.55,170.00,60.04,88.00,39.70
2012-09-12,56.14,160.00,59.78,91.20,37.10
2012-09-13,58.70,155.00,62.87,89.90,39.50
2012-09-14,56.19,154.00,66.09,100.00,40.60
2012-09-15,56.61,164.00,68.68,96.70,47.20
2012-09-16,60.58,172.00,68.86,88.90,48.90
2012-09-17,57.06,171.00,65.52,92.90,42.70
2012-09-18,58.07,170.00,66.72,97.90,41.50
2012-09-19,60.49,183.00,67.10,93.20,47.40
2012-09-20,63.45,190.00,68.05,93.50,45.90
2012-09-21,63.96,190.00,65.42,91.70,45.50
2012-09-22,66.98,190.00,61.99,89.90,44.90
2012-09-23,68.51,188.00,59.42,73.30,50.80
2012-09-24,69.54,186.00,58.99,81.20,41.70
2012-09-25,65.21,161.00,63.41,85.00,44.20
2012-09-26,59.37,135.00,64.28,86.60,43.50
2012-09-27,57.40,130.00,64.16,87.00,43.40
2012-09-28,59.93,129.00,66.53,81.20,55.90
2012-09-29,58.93,128.00,64.86,87.50,45.40
2012-09-30,57.92,128.00,65.26,99.20,44.70
2012-10-01,58.43,127.00,63.47,97.00,42.10
2012-10-02,55.93,125.00,61.86,92.90,40.80
2012-10-03,53.37,130.00,52.83,72.40,35.20
2012-10-04,56.28,143.00,48.30,72.30,26.30
2012-10-05,63.28,150.00,47.20,74.40,26.70
2012-10-06,63.29,149.00,45.59,77.20,25.90
2012-10-07,65.82,148.00,46.69,76.80,25.70
2012-10-08,65.33,146.00,49.43,85.20,26.80
2012-10-09,64.34,144.00,53.06,86.90,30.40
2012-10-10,57.63,42.00,55.60,82.90,34.60
2012-10-11,47.69,0.30,55.88,88.90,32.70
2012-10-12,46.16,0.28,57.12,83.20,33.00
2012-10-13,46.65,0.27,58.40,73.60,46.80
2012-10-14,49.70,0.29,55.43,79.20,35.90
2012-10-15,52.75,0.32,59.84,72.60,50.80
2012-10-16,68.06,0.50,56.45,63.10,39.40
2012-10-17,62.65,0.64,44.85,66.80,28.80
2012-10-18,55.95,0.49,47.05,72.70,28.90
2012-10-19,58.20,0.22,52.99,75.10,34.50
2012-10-20,55.65,0.19,50.30,60.90,38.60
2012-10-21,57.18,0.21,40.13,57.90,25.20
2012-10-22,58.20,0.22,36.31,44.90,29.50
2012-10-23,61.21,0.21,36.91,49.70,28.30
2012-10-24,64.73,0.20,33.54,42.80,26.20
2012-10-25,61.71,0.20,36.71,48.60,28.60
2012-10-26,64.72,0.19,35.93,53.00,27.50
2012-10-27,63.72,0.19,36.08,45.30,26.90
2012-10-28,67.24,0.19,48.59,62.40,38.70
2012-10-29,68.76,0.19,52.15,70.10,39.10
2012-10-30,65.23,0.19,54.69,73.00,45.80
2012-10-31,63.71,0.18,46.50,57.50,36.40
2012-11-01,58.15,0.17,49.17,62.50,37.40
2012-11-02,60.67,0.17,44.35,64.80,29.80
2012-11-03,59.66,0.17,46.88,59.50,38.60
2012-11-04,62.69,0.17,47.95,67.80,34.60
2012-11-05,58.64,0.16,48.74,71.40,34.80
2012-11-06,59.65,0.16,48.81,73.40,34.80
2012-11-07,57.63,0.15,45.46,66.30,36.20
2012-11-08,58.13,0.15,37.73,47.50,31.20
2012-11-09,56.11,0.15,33.29,45.90,23.50
2012-11-10,52.08,0.15,26.86,41.60,16.10
2012-11-11,52.58,0.15,27.04,41.80,13.30
2012-11-12,68.72,0.15,32.01,35.20,29.70
2012-11-13,67.20,0.15,35.24,41.80,31.40
2012-11-14,62.16,0.15,35.73,38.90,33.20
2012-11-15,63.17,0.15,37.15,40.20,33.50
2012-11-16,64.17,0.14,42.37,55.40,34.80
2012-11-17,72.75,0.15,41.04,46.50,34.90
2012-11-18,82.83,0.15,38.31,48.20,29.90
2012-11-19,72.24,0.14,44.28,52.00,34.70
2012-11-20,69.71,0.13,52.94,59.80,46.00
2012-11-21,121.16,0.16,41.89,48.30,33.70
2012-11-22,78.29,0.14,34.63,46.80,26.20
2012-11-23,66.68,0.13,34.20,43.70,27.60
2012-11-24,73.74,0.13,40.57,47.30,34.70
2012-11-25,71.72,0.13,39.39,49.90,29.60
2012-11-26,62.64,0.12,31.50,41.10,23.00
2012-11-27,59.60,0.11,29.67,40.80,21.10
2012-11-28,63.64,0.11,31.81,38.90,23.40
2012-11-29,67.67,0.11,37.34,46.70,28.90
2012-11-30,117.59,0.12,44.26,50.00,39.90
2012-12-01,92.89,0.12,45.92,49.20,42.00
2012-12-02,225.00,0.14,43.35,51.30,34.20
2012-12-03,122.65,0.14,38.35,49.90,31.70
2012-12-04,139.28,0.13,39.76,46.70,35.10
2012-12-05,175.58,0.13,46.75,57.90,36.90
2012-12-06,112.05,0.12,36.58,46.20,30.60
2012-12-07,90.37,0.12,33.74,39.50,26.80
2012-12-08,88.34,0.11,34.10,38.60,28.10
2012-12-09,77.25,0.11,34.16,40.50,30.00
2012-12-10,81.79,0.11,38.01,56.50,27.80
2012-12-11,78.76,0.11,33.98,40.40,27.00
2012-12-12,75.74,0.11,36.77,44.20,30.50
2012-12-13,60.11,0.11,32.26,46.80,22.90
2012-12-14,56.58,0.11,30.12,37.90,22.30
2012-12-15,73.21,0.11,27.58,37.60,19.10
2012-12-16,82.29,0.11,32.08,35.10,28.50
2012-12-17,78.77,0.12,34.58,43.60,22.70
2012-12-18,41.45,0.11,20.20,34.50,10.90
2012-12-19,25.32,0.11,17.34,26.40,5.80
2012-12-20,67.16,0.11,32.16,41.00,26.00
2012-12-21,100.94,0.11,33.23,36.80,30.60
2012-12-22,80.78,0.11,31.13,41.20,22.00
2012-12-23,81.79,0.11,27.52,37.70,18.30
2012-12-24,60.11,0.11,26.70,40.40,15.30
2012-12-25,64.64,0.11,18.41,26.20,7.70
2012-12-26,74.22,0.11,28.17,32.90,23.60
2012-12-27,65.15,0.11,18.22,29.40,8.00
2012-12-28,53.05,0.11,11.57,29.90,0.00
2012-12-29,61.61,0.10,16.83,29.20,9.40
2012-12-30,44.47,0.10,9.85,29.60,-0.19
2012-12-31,44.46,0.09,13.12,25.10,3.40
2013-01-01,30.83,0.08,6.04,25.60,-3.99
2013-01-02,44.95,0.08,5.69,23.50,-6.09
2013-01-03,40.41,0.08,7.06,27.00,-3.39
2013-01-04,49.49,0.08,5.75,24.80,-4.09
2013-01-05,63.10,0.08,8.04,21.50,-4.69
2013-01-06,72.18,0.08,16.59,29.00,4.80
2013-01-07,86.80,0.08,21.13,29.60,14.40
2013-01-08,82.26,0.08,28.37,43.20,16.10
2013-01-09,96.86,0.06,27.72,34.30,20.10
2013-01-10,74.16,0.05,28.14,37.90,16.40
2013-01-11,65.59,0.05,18.96,37.80,6.00
2013-01-12,51.48,0.05,8.34,24.90,-3.79
2013-01-13,37.36,0.05,8.29,24.40,-2.09
2013-01-14,51.48,0.05,12.13,29.20,0.60
2013-01-15,57.02,0.05,12.12,33.20,2.00
2013-01-16,56.52,0.05,8.90,26.10,-2.29
2013-01-17,62.06,0.05,10.58,29.90,0.00
2013-01-18,62.06,0.05,7.89,25.60,-2.69
2013-01-19,57.53,0.05,6.56,26.40,-5.99
2013-01-20,62.57,0.05,8.28,29.60,-3.99
2013-01-21,62.57,0.05,5.93,25.50,-5.89
2013-01-22,63.07,0.05,8.16,28.70,-4.79
2013-01-23,68.11,0.05,12.47,22.20,0.30
2013-01-24,78.70,0.05,28.49,39.20,21.40
2013-01-25,73.66,0.05,32.61,40.30,27.10
2013-01-26,83.74,0.05,34.25,45.60,24.60
2013-01-27,74.67,0.05,25.29,38.70,15.50
2013-01-28,74.67,0.05,26.28,35.90,16.40
2013-01-29,70.13,0.05,38.66,49.30,32.20
2013-01-30,85.25,0.05,41.46,52.30,35.10
2013-01-31,75.68,0.05,37.29,51.60,28.90
2013-02-01,76.17,0.04,31.45,46.70,20.80
2013-02-02,71.63,0.04,30.26,47.20,17.20
2013-02-03,81.72,0.04,30.69,36.10,27.00
2013-02-04,72.14,0.04,32.46,39.40,30.10
2013-02-05,77.18,0.04,31.71,39.50,25.70
2013-02-06,78.19,0.04,30.83,49.10,18.70
2013-02-07,77.68,0.04,29.36,36.70,22.60
2013-02-08,68.11,0.05,29.93,42.40,18.00
2013-02-09,73.66,0.05,30.06,42.70,15.20
2013-02-10,73.66,0.05,35.60,50.50,25.30
2013-02-11,63.58,0.05,29.27,47.90,16.60
2013-02-12,90.30,0.05,35.89,48.30,25.00
2013-02-13,80.21,0.05,39.10,52.50,31.70
2013-02-14,80.21,0.05,35.48,50.70,22.90
2013-02-15,86.26,0.05,35.78,52.40,24.60
2013-02-16,91.81,0.05,37.20,57.70,23.70
2013-02-17,97.86,0.05,34.71,47.30,26.00
2013-02-18,97.86,0.05,32.24,42.60,23.20
2013-02-19,82.73,0.05,35.55,47.90,26.50
2013-02-20,82.23,0.05,31.04,47.30,19.00
2013-02-21,83.24,0.05,32.49,42.30,24.50
2013-02-22,77.69,0.05,35.11,42.30,28.50
2013-02-23,89.29,0.05,33.57,42.80,26.50
2013-02-24,72.65,0.05,31.66,44.70,19.80
2013-02-25,84.25,0.05,32.44,47.00,24.00
2013-02-26,73.15,0.05,31.63,45.90,20.20
2013-02-27,79.20,0.05,34.09,48.40,21.10
2013-02-28,85.25,0.05,40.43,52.30,31.80
2013-03-01,125.59,0.05,41.61,61.90,29.40
2013-03-02,154.83,0.05,39.69,51.30,28.80
2013-03-03,138.70,0.05,40.98,50.20,26.00
2013-03-04,110.46,0.05,33.77,49.80,19.50
2013-03-05,110.97,0.05,38.37,46.80,31.40
2013-03-06,93.83,0.05,39.04,49.10,31.30
2013-03-07,99.88,0.05,34.56,49.50,23.30
2013-03-08,100.88,0.05,38.69,60.60,24.00
2013-03-09,100.88,0.05,39.19,65.90,22.80
2013-03-10,113.49,0.05,39.66,62.80,22.10
2013-03-11,131.64,0.05,45.72,56.80,36.30
2013-03-12,193.15,0.05,46.02,66.80,30.70
2013-03-13,206.76,0.05,49.35,68.00,37.90
2013-03-14,202.22,0.05,46.21,65.10,32.40
2013-03-15,204.26,0.07,47.04,67.10,32.90
2013-03-16,199.24,0.09,42.94,58.10,28.70
2013-03-17,188.15,0.10,39.56,51.10,29.10
2013-03-18,157.90,0.10,39.65,64.10,25.30
2013-03-19,152.86,0.10,39.82,56.50,21.00
2013-03-20,165.98,0.11,45.89,61.90,38.20
2013-03-21,193.22,0.12,37.20,49.80,28.90
2013-03-22,148.86,0.13,31.89,43.10,21.70
2013-03-23,143.31,0.13,28.84,50.20,15.90
2013-03-24,137.26,0.13,34.99,52.10,18.50
2013-03-25,151.38,0.13,43.78,55.80,35.60
2013-03-26,132.73,0.13,49.18,59.20,40.50
2013-03-27,139.29,0.14,48.10,62.00,37.50
2013-03-28,140.30,0.14,49.11,64.60,32.80
2013-03-29,181.65,0.15,50.39,68.50,34.40
2013-03-30,202.82,0.14,53.11,80.60,34.50
2013-03-31,224.49,0.14,54.84,76.10,36.30
2013-04-01,233.07,0.14,53.66,71.60,36.80
2013-04-02,248.68,0.13,54.00,77.70,35.10
2013-04-03,244.12,0.10,54.83,71.50,37.60
2013-04-04,246.13,0.10,54.00,66.20,45.20
2013-04-05,261.89,0.23,51.88,64.10,41.70
2013-04-06,249.88,0.32,51.27,62.50,45.00
2013-04-07,273.63,0.37,47.50,58.80,39.20
2013-04-08,239.49,0.51,43.21,53.30,36.40
2013-04-09,212.81,0.56,47.75,63.50,27.20
2013-04-10,206.37,0.67,49.04,66.70,35.50
2013-04-11,192.94,0.85,45.67,62.90,28.10
2013-04-12,187.06,1.02,47.23,64.60,23.30
2013-04-13,172.50,75.70,47.14,59.40,29.90
2013-04-14,180.00,120.00,36.36,48.70,24.50
2013-04-15,171.43,119.00,38.28,52.80,23.70
2013-04-16,134.13,119.00,41.56,51.20,31.60
2013-04-17,141.18,119.00,41.64,55.90,26.00
2013-04-18,149.25,119.00,44.62,63.30,23.10
2013-04-19,134.13,119.00,50.69,61.50,46.30
2013-04-20,174.94,122.00,50.81,66.00,36.20
2013-04-21,145.18,123.00,50.92,67.40,35.10
2013-04-22,137.38,152.00,47.89,59.50,36.80
2013-04-23,149.62,195.00,44.63,62.80,24.00
2013-04-24,167.07,280.00,49.22,71.20,29.50
2013-04-25,180.39,315.00,53.77,76.00,30.10
2013-04-26,187.89,322.00,59.13,81.70,35.90
2013-04-27,196.40,330.00,61.35,80.00,39.60
2013-04-28,201.52,320.00,61.40,74.20,48.40
2013-04-29,176.97,302.00,55.13,68.80,43.60
2013-04-30,186.53,304.00,42.39,55.40,28.50
2013-05-01,205.71,301.00,44.54,68.70,23.40
2013-05-02,188.03,305.00,53.48,73.50,31.30
2013-05-03,171.36,309.00,58.54,76.90,36.80
2013-05-04,176.80,322.00,57.35,71.40,38.10
2013-05-05,192.99,315.00,62.09,78.70,45.10
2013-05-06,185.93,315.00,66.22,83.80,48.80
2013-05-07,215.61,323.00,64.07,83.00,47.80
2013-05-08,214.12,321.00,67.07,85.00,54.20
2013-05-09,211.62,318.00,67.33,85.50,48.40
2013-05-10,232.80,318.00,69.08,90.40,46.30
2013-05-11,236.80,321.00,71.40,91.50,47.80
2013-05-12,236.30,321.00,73.54,92.40,54.90
2013-05-13,236.80,321.00,69.22,87.90,51.30
2013-05-14,243.86,321.00,63.84,80.70,43.50
2013-05-15,230.25,321.00,62.73,80.40,44.80
2013-05-16,216.64,321.00,58.38,72.70,47.90
2013-05-17,223.70,321.00,53.59,66.30,45.90
2013-05-18,209.81,293.00,52.59,66.40,40.60
2013-05-19,182.70,279.00,53.82,66.80,37.80
2013-05-20,172.97,297.00,59.21,77.20,38.00
2013-05-21,140.64,305.00,59.93,74.40,47.00
2013-05-22,155.26,305.00,46.43,59.70,34.90
2013-05-23,141.21,297.00,49.35,68.10,32.40
2013-05-24,155.22,310.00,55.67,70.30,44.10
2013-05-25,136.62,304.00,61.67,76.30,49.10
2013-05-26,122.12,289.00,57.08,70.20,46.10
2013-05-27,159.02,278.00,49.83,61.50,36.00
2013-05-28,161.68,261.00,55.51,70.00,46.90
2013-05-29,152.13,257.00,55.61,66.90,47.40
2013-05-30,141.69,240.00,56.40,70.50,46.50
2013-05-31,125.13,230.00,59.36,77.40,38.30
2013-06-01,113.03,230.00,66.94,85.10,47.60
2013-06-02,113.54,230.00,65.04,75.80,53.00
2013-06-03,117.88,253.00,63.84,82.50,43.90
2013-06-04,109.72,264.00,67.14,84.60,45.90
2013-06-05,111.24,264.00,72.38,93.60,49.30
2013-06-06,102.09,273.00,75.99,96.50,59.30
2013-06-07,98.54,275.00,76.73,93.90,58.80
2013-06-08,94.40,288.00,74.71,95.00,51.20
2013-06-09,95.96,282.00,76.91,97.70,53.10
2013-06-10,73.27,283.00,76.79,95.30,58.40
2013-06-11,89.99,273.00,69.76,83.60,52.90
2013-06-12,85.00,267.00,63.82,80.70,45.30
2013-06-13,77.46,264.00,57.84,72.50,47.30
2013-06-14,84.52,264.00,58.70,77.90,37.70
2013-06-15,79.98,264.00,67.38,85.80,46.90
2013-06-16,67.35,267.00,73.43,93.80,51.20
2013-06-17,75.22,291.00,74.80,92.10,51.20
2013-06-18,82.18,302.00,65.79,84.10,54.20
2013-06-19,86.85,287.00,52.89,57.80,48.40
2013-06-20,78.41,271.00,55.85,71.40,40.30
2013-06-21,86.56,261.00,53.25,64.60,43.70
2013-06-22,78.62,246.00,59.46,80.30,37.20
2013-06-23,66.58,238.00,67.35,82.10,54.10
2013-06-24,84.23,238.00,60.77,69.20,50.50
2013-06-25,77.20,235.00,58.46,65.50,49.50
2013-06-26,97.02,216.00,66.21,81.40,56.30
2013-06-27,81.39,216.00,74.90,96.10,55.10
2013-06-28,74.72,229.00,82.47,103.30,59.90
2013-06-29,69.60,239.00,87.06,104.30,70.50
2013-06-30,63.03,241.00,85.64,103.40,64.30
2013-07-01,59.50,241.00,90.61,109.50,70.00
2013-07-02,71.60,241.00,85.26,108.70,69.50
2013-07-03,54.99,238.00,85.95,101.90,70.70
2013-07-04,54.00,235.00,81.46,98.90,66.40
2013-07-05,45.94,235.00,76.42,93.70,57.90
2013-07-06,43.42,235.00,75.95,98.20,51.80
2013-07-07,47.47,232.00,80.79,99.60,59.60
2013-07-08,47.49,230.00,79.50,97.40,56.30
2013-07-09,40.43,230.00,80.70,103.00,57.40
2013-07-10,45.99,229.00,81.62,101.20,58.40
2013-07-11,39.85,239.00,77.78,95.00,58.60
2013-07-12,35.22,250.00,76.39,95.80,54.70
2013-07-13,38.11,267.00,73.59,91.50,51.70
2013-07-14,37.56,272.00,78.62,99.80,53.80
2013-07-15,39.67,261.00,83.63,103.80,59.90
2013-07-16,38.23,252.00,83.78,104.60,68.00
2013-07-17,38.23,252.00,81.65,99.70,61.00
2013-07-18,35.73,250.00,82.74,102.60,58.60
2013-07-19,33.74,247.00,86.19,107.00,62.20
2013-07-20,36.75,248.00,84.41,105.90,61.30
2013-07-21,35.67,257.00,80.95,106.10,52.10
2013-07-22,34.13,260.00,80.36,102.40,54.40
2013-07-23,39.19,258.00,81.62,108.40,56.90
2013-07-24,38.72,254.00,85.99,106.10,66.00
2013-07-25,45.33,247.00,81.75,103.10,59.00
2013-07-26,46.37,244.00,81.42,106.20,59.20
2013-07-27,42.33,244.00,82.59,100.90,61.30
2013-07-28,39.80,245.00,75.34,96.50,52.90
2013-07-29,42.33,244.00,75.03,94.30,53.50
2013-07-30,47.33,249.00,78.45,99.30,56.30
2013-07-31,41.78,250.00,77.46,96.20,59.70
2013-08-01,52.82,256.00,71.29,90.80,56.20
2013-08-02,51.74,265.00,65.71,84.90,47.70
2013-08-03,50.25,262.00,71.03,92.20,50.90
2013-08-04,46.75,258.00,76.96,98.30,58.00
2013-08-05,47.73,262.00,79.94,100.00,56.60
2013-08-06,51.74,265.00,79.96,100.20,58.10
2013-08-07,47.70,265.00,78.54,100.60,59.10
2013-08-08,46.20,264.00,77.82,95.60,61.10
2013-08-09,55.28,263.00,76.19,96.60,62.20
2013-08-10,52.76,263.00,74.45,94.30,55.30
2013-08-11,44.74,137.00,74.08,94.20,53.00
2013-08-12,42.95,61.10,77.52,98.50,57.30
2013-08-13,41.44,61.10,77.48,98.30,55.70
2013-08-14,40.43,61.10,77.96,100.60,56.50
2013-08-15,37.40,61.10,77.96,101.90,53.00
2013-08-16,36.15,53.80,78.45,98.70,55.60
2013-08-17,37.70,49.80,79.91,98.90,56.80
2013-08-18,40.22,49.80,81.00,102.30,59.90
2013-08-19,36.19,49.80,80.92,103.50,57.40
2013-08-20,37.70,49.80,81.41,101.80,59.50
2013-08-21,38.20,49.80,75.22,97.00,55.10
2013-08-22,43.43,52.00,75.90,98.60,63.70
2013-08-23,46.62,56.20,70.26,91.50,52.10
2013-08-24,42.70,55.30,73.39,93.20,53.10
2013-08-25,42.90,54.50,72.06,90.60,53.80
2013-08-26,41.50,54.10,69.89,92.50,49.20
2013-08-27,39.29,52.90,72.65,97.50,51.00
2013-08-28,39.40,52.00,75.73,97.80,53.20
2013-08-29,39.32,49.40,74.85,95.40,57.60
2013-08-30,36.50,48.60,72.59,95.10,51.40
2013-08-31,31.56,48.20,77.13,101.90,53.50
2013-09-01,35.09,48.20,73.23,94.80,53.40
2013-09-02,37.61,48.20,70.37,78.40,60.00
2013-09-03,46.99,48.00,69.39,92.50,57.90
2013-09-04,61.57,65.10,69.30,91.60,59.20
2013-09-05,91.91,78.80,66.51,80.80,59.50
2013-09-06,68.63,65.60,63.41,80.30,51.20
2013-09-07,56.79,57.80,67.67,93.60,49.40
2013-09-08,52.69,53.70,68.87,88.70,50.50
2013-09-09,48.79,49.80,68.28,89.20,48.80
2013-09-10,49.80,49.80,70.72,92.20,52.20
2013-09-11,49.80,49.80,72.74,100.00,49.60
2013-09-12,47.82,45.80,72.44,89.40,56.80
2013-09-13,52.27,43.70,69.51,84.40,62.90
2013-09-14,49.26,43.71,70.74,91.20,56.20
2013-09-15,66.89,43.70,68.99,93.70,57.60
2013-09-16,56.25,38.10,64.67,85.60,49.10
2013-09-17,47.20,35.10,59.81,71.50,51.50
2013-09-18,48.77,28.10,56.55,77.80,43.20
2013-09-19,46.18,24.00,57.24,82.00,38.90
2013-09-20,45.19,22.50,61.59,82.10,38.90
2013-09-21,42.67,22.50,58.28,68.20,48.80
2013-09-22,48.21,22.50,54.06,68.40,41.60
2013-09-23,44.53,16.30,58.53,72.60,44.70
2013-09-24,44.25,14.00,53.66,64.60,46.00
2013-09-25,46.27,14.00,47.78,56.60,41.60
2013-09-26,45.05,14.80,49.02,59.80,39.70
2013-09-27,48.67,15.90,48.47,65.90,30.60
2013-09-28,48.37,16.61,57.96,70.50,47.70
2013-09-29,62.57,17.70,52.77,65.10,46.80
2013-09-30,97.72,10.50,53.02,73.90,40.80
2013-10-01,67.27,10.30,47.33,64.10,37.30
2013-10-02,58.54,6.61,44.26,61.90,29.20
2013-10-03,59.18,0.19,45.84,57.10,34.00
2013-10-04,55.14,0.19,45.95,71.00,29.20
2013-10-05,56.67,0.20,47.88,76.60,27.60
2013-10-06,54.65,0.20,49.58,73.10,29.60
2013-10-07,54.16,0.21,49.79,68.90,33.80
2013-10-08,55.15,0.20,44.69,60.30,34.70
2013-10-09,56.16,0.20,46.78,69.90,33.60
2013-10-10,55.67,0.21,48.44,70.00,34.10
2013-10-11,54.69,0.24,45.09,62.60,28.80
2013-10-12,53.70,0.26,46.40,64.40,32.00
2013-10-13,56.74,0.27,45.92,62.90,29.00
2013-10-14,53.20,0.26,45.46,65.60,27.10
2013-10-15,54.21,0.26,44.44,65.30,27.10
2013-10-16,55.21,0.26,45.95,70.10,28.60
2013-10-17,54.22,0.27,46.10,71.20,28.10
2013-10-18,54.71,0.26,45.43,70.90,27.50
2013-10-19,55.22,0.27,47.21,73.90,26.40
2013-10-20,54.22,0.27,51.04,77.20,30.00
2013-10-21,52.21,0.28,51.04,75.30,32.10
2013-10-22,53.22,0.28,49.91,76.40,30.30
2013-10-23,53.73,0.29,49.46,76.80,28.20
2013-10-24,45.17,0.30,49.61,78.00,29.40
2013-10-25,50.20,0.29,49.58,76.50,29.60
2013-10-26,50.71,0.29,49.66,76.10,29.40
2013-10-27,53.73,0.29,43.55,63.30,27.70
2013-10-28,71.95,0.36,43.67,48.70,38.70
2013-10-29,55.33,0.38,41.27,53.80,32.30
2013-10-30,58.39,0.41,38.61,56.50,25.40
2013-10-31,58.90,0.42,42.71,63.00,28.00
2013-11-01,57.41,0.44,44.36,65.00,30.00
2013-11-02,52.88,0.45,40.91,59.00,31.30
2013-11-03,60.89,0.39,36.02,48.80,27.00
