date,qu,fb,mm,mx,mn,af,qd
1982-01-01,1065.83,6755.30,,21.50,2.79,513750.00,481.00
1982-01-02,365.04,6755.30,,7.35,-16.39,513520.00,481.00
1982-01-03,481.00,6755.32,,13.09,-3.97,513520.00,481.00
1982-01-04,717.96,6755.35,,23.94,13.25,513990.00,481.00
1982-01-05,1070.83,6755.37,,23.78,3.42,515150.00,486.00
1982-01-06,491.00,6755.37,,18.44,-19.69,515150.00,491.00
1982-01-07,491.00,6755.37,,10.73,-21.42,515150.00,491.00
1982-01-08,722.92,6755.39,,19.15,-5.62,515610.00,491.00
1982-01-09,375.04,6755.38,,26.85,-3.42,515380.00,491.00
1982-01-10,375.04,6755.37,,25.44,-3.42,515150.00,491.00
1982-01-11,375.04,6755.36,,31.73,4.60,514920.00,491.00
1982-01-12,254.04,6755.34,,28.66,-6.25,514450.00,491.00
1982-01-13,495.00,6755.34,,26.06,5.23,514450.00,495.00
1982-01-14,610.96,6755.35,,28.03,12.15,514680.00,495.00
1982-01-15,732.73,6755.37,,27.72,20.64,515151.53,495.00
1982-01-16,495.00,6755.37,,28.19,17.42,515151.53,495.00
1982-01-17,964.13,6755.41,,32.04,23.94,516082.03,495.00
1982-01-18,495.00,6755.41,,30.55,17.73,516082.03,495.00
1982-01-19,495.00,6755.41,,24.65,7.67,516082.03,495.00
1982-01-20,500.00,6755.41,,24.02,3.81,516082.03,500.00
1982-01-21,505.00,6755.41,,28.66,2.16,516082.03,505.00
1982-01-22,384.85,6755.40,,20.40,4.68,515843.72,505.00
1982-01-23,856.04,6755.43,,29.13,10.18,516540.00,505.00
1982-01-24,1210.83,6755.49,,33.38,18.75,517940.00,505.00
1982-01-25,508.00,6755.49,,24.33,4.68,517940.00,508.00
1982-01-26,625.96,6755.50,,41.24,8.69,518170.00,510.00
1982-01-27,741.92,6755.52,,26.30,5.47,518630.00,510.00
1982-01-28,394.04,6755.51,,25.51,1.30,518400.00,510.00
1982-01-29,513.47,6755.51,,57.28,-11.99,518396.97,515.00
1982-01-30,284.61,6755.49,,25.67,6.33,517940.00,515.00
1982-01-31,1215.79,6755.51,,28.74,11.52,519330.00,515.00
1982-02-01,46.12,6755.51,,26.93,2.16,518400.00,515.00
1982-02-02,399.04,6755.50,,19.46,-2.00,518170.00,515.00
1982-02-03,636.96,6755.51,,20.25,-6.17,518400.00,521.00
1982-02-04,409.04,6755.50,,8.14,-26.77,518170.00,525.00
1982-02-05,55.87,6755.46,,3.89,-40.68,517239.50,525.00
1982-02-06,762.17,6755.48,,5.15,-35.97,517700.00,530.00
1982-02-07,414.04,6755.47,,16.08,-1.53,517470.00,530.00
1982-02-08,179.23,6755.44,,20.25,-14.90,516774.25,530.00
1982-02-09,532.90,6755.44,,8.85,-18.28,516780.00,530.00
1982-02-10,292.54,6755.42,,16.55,-27.16,516309.00,530.00
1982-02-11,646.46,6755.43,,19.85,-30.38,516540.00,530.00
1982-02-12,414.04,6755.42,,30.39,-18.67,516310.00,530.00
1982-02-13,414.04,6755.41,,38.09,10.58,516080.00,530.00
1982-02-14,761.92,6755.43,,35.58,27.32,516540.00,530.00
1982-02-15,1351.79,6755.50,,40.06,32.12,518170.00,530.00
1982-02-16,1230.79,6755.56,,41.00,30.47,519560.00,530.00
1982-02-17,525.00,6755.56,,37.07,21.19,519560.00,525.00
1982-02-18,525.00,6755.56,,41.08,18.44,519560.00,525.00
1982-02-19,293.08,6755.54,,36.84,20.95,519100.00,525.00
1982-02-20,525.00,6755.54,,43.05,19.22,519100.00,525.00
1982-02-21,756.92,6755.56,,48.08,34.63,519560.00,525.00
1982-02-22,525.00,6755.56,,42.97,27.40,519560.00,525.00
1982-02-23,484.04,6755.55,,27.95,10.81,519330.00,600.00
1982-02-24,711.00,6755.55,,27.72,-8.45,519330.00,711.00
1982-02-25,480.08,6755.53,,33.77,-10.81,518870.00,712.00
1982-02-26,712.00,6755.53,,40.45,0.28,518870.00,712.00
1982-02-27,359.08,6755.50,,40.29,17.81,518170.00,712.00
1982-02-28,596.04,6755.49,,42.73,1.30,517940.00,712.00
1982-03-01,359.08,6755.46,,44.46,13.49,517240.00,712.00
1982-03-02,596.04,6755.45,,42.34,20.40,517010.00,712.00
1982-03-03,501.04,6755.43,,38.09,16.79,516540.00,738.00
1982-03-04,644.08,6755.41,,33.53,19.38,516080.00,876.00
1982-03-05,152.18,6755.34,,36.36,4.13,514447.97,975.00
1982-03-06,505.87,6755.30,,35.42,5.70,513517.47,975.00
1982-03-07,391.44,6755.25,,34.79,21.11,512360.00,975.00
1982-03-08,860.55,6755.24,,39.74,6.25,512133.00,975.00
1982-03-09,987.03,6755.24,,41.95,30.23,512133.06,987.00
1982-03-10,57.02,6755.13,,47.76,27.95,509568.47,1350.00
1982-03-11,-41.81,6755.00,,36.21,24.89,506550.00,1480.00
1982-03-12,1014.10,6754.96,,31.80,7.20,505625.91,1480.00
1982-03-13,548.19,6754.88,,40.69,-3.97,503777.69,1480.00
1982-03-14,548.20,6754.80,,36.13,1.22,501929.50,1480.00
1982-03-15,900.46,6754.75,,43.05,23.86,500780.00,1480.00
1982-03-16,315.25,6754.65,,41.71,19.07,498469.75,1480.00
1982-03-17,315.25,6754.55,,38.64,13.01,496159.50,1480.00
1982-03-18,803.88,6754.47,,42.81,14.43,494322.56,1730.00
1982-03-19,532.29,6754.35,,36.05,19.93,491550.25,1930.00
1982-03-20,765.25,6754.25,,33.14,15.14,489240.00,1930.00
1982-03-21,289.35,6754.11,,37.70,6.49,486005.66,1920.00
1982-03-22,641.60,6754.00,,35.50,-1.53,483470.00,1920.00
1982-03-23,640.48,6753.89,,39.35,16.94,480951.94,1910.00
1982-03-24,280.65,6753.75,,34.08,15.37,477740.00,1900.00
1982-03-25,630.48,6753.64,,43.28,-1.22,475221.94,1900.00
1982-03-26,624.84,6753.53,,44.07,15.61,472692.69,1900.00
1982-03-27,286.29,6753.39,,42.89,23.78,469491.94,1900.00
1982-03-28,511.98,6753.27,,46.27,25.91,466738.84,1900.00
1982-03-29,743.34,6753.17,,40.22,17.97,464444.63,1900.00
1982-03-30,851.81,6753.08,,30.39,5.31,462385.41,1890.00
1982-03-31,495.60,6752.96,,35.73,20.64,459639.50,1880.00
1982-04-01,849.97,6752.87,,38.88,22.37,457596.47,1880.00
1982-04-02,274.33,6752.69,,35.66,19.85,453499.28,2340.00
1982-04-03,574.32,6752.51,,35.42,25.36,449402.06,2640.00
1982-04-04,1150.93,6752.38,,37.31,12.31,446448.53,2640.00
1982-04-05,569.93,6752.20,,34.01,6.25,442362.44,2630.00
1982-04-06,554.33,6752.02,,35.66,14.90,438265.25,2620.00
1982-04-07,903.85,6751.87,,37.23,6.33,434881.16,2610.00
1982-04-08,541.58,6751.69,,38.33,2.24,430818.19,2590.00
1982-04-09,648.16,6751.52,,40.29,12.15,426986.44,2580.00
1982-04-10,521.58,6751.34,,42.65,1.69,422923.47,2570.00
1982-04-11,2448.97,6751.33,,47.61,31.96,422703.25,2560.00
1982-04-12,966.80,6751.19,,43.28,31.96,419543.19,2560.00
1982-04-13,-170.89,6750.95,,46.19,32.83,414146.38,2550.00
1982-04-14,1195.90,6750.83,,42.34,31.65,411460.56,2550.00
1982-04-15,724.53,6750.67,,32.04,4.76,407879.47,2530.00
1982-04-16,758.66,6750.47,,38.17,-3.58,403414.00,3010.00
1982-04-17,718.77,6750.21,,42.00,-2.00,397600.00,3650.00
1982-04-18,937.67,6749.97,,33.00,19.00,392240.00,3640.00
1982-04-19,604.73,6749.70,,27.24,10.81,386259.31,3620.00
1982-04-20,1070.12,6749.42,,36.60,-4.83,380051.28,4200.00
1982-04-21,360.34,6749.07,,49.34,0.51,372296.59,4270.00
1982-04-22,696.17,6748.75,,55.08,13.33,365267.50,4240.00
1982-04-23,781.87,6748.44,,60.26,15.14,358467.91,4210.00
1982-04-24,751.88,6748.13,,60.74,17.97,351668.34,4180.00
1982-04-25,961.79,6747.84,,51.62,22.92,345344.63,4150.00
1982-04-26,1155.86,6747.57,,54.52,25.51,339485.19,4110.00
1982-04-27,1573.92,6747.34,,53.90,28.58,334494.63,4090.00
1982-04-28,876.83,6747.05,,56.96,21.27,328200.75,4050.00
1982-04-29,1873.26,6746.85,,48.47,25.44,323903.09,4040.00
1982-04-30,1521.75,6746.62,,56.88,18.36,318967.72,4010.00
1982-05-01,1824.00,6746.42,,64.59,21.03,314671.53,3990.00
1982-05-02,1819.28,6746.22,,62.62,30.15,310385.81,3980.00
1982-05-03,2106.26,6746.05,,59.40,32.28,306728.81,3950.00
1982-05-04,2226.43,6745.89,,43.52,21.50,303330.00,3940.00
1982-05-05,2963.94,6745.80,,46.82,11.21,301413.84,3930.00
1982-05-06,2117.05,6745.65,,50.75,21.98,298234.44,3720.00
1982-05-07,2045.54,6745.53,,49.73,33.14,295686.75,3330.00
1982-05-08,3105.92,6745.51,,44.78,27.32,295262.13,3320.00
1982-05-09,1717.03,6745.36,,50.12,31.73,292082.69,3320.00
1982-05-10,2153.70,6745.28,,41.55,30.47,290384.25,3010.00
1982-05-11,1843.34,6745.21,,42.34,28.19,288903.28,2590.00
1982-05-12,1785.92,6745.19,,54.76,25.91,288478.66,2000.00
1982-05-13,1879.66,6745.20,,57.43,23.47,288696.16,1770.00
1982-05-14,2417.00,6745.26,,63.80,24.96,289959.63,1780.00
1982-05-15,2860.38,6745.36,,64.82,25.12,292082.69,1790.00
1982-05-16,3607.05,6745.53,,64.82,29.05,295686.75,1790.00
1982-05-17,3434.46,6745.65,,63.02,29.68,298234.44,2150.00
1982-05-18,4859.26,6745.88,,64.20,30.07,303112.31,2400.00
1982-05-19,4994.06,6746.12,,43.99,37.46,308237.72,2410.00
1982-05-20,4251.86,6746.27,,58.30,32.04,311454.63,2630.00
1982-05-21,4239.42,6746.39,,68.44,26.06,314032.00,2940.00
1982-05-22,4994.98,6746.58,,70.41,27.87,318108.00,2940.00
1982-05-23,5967.35,6746.86,,61.21,33.85,324112.66,2940.00
1982-05-24,6478.39,6747.16,,60.34,38.88,330595.41,3210.00
1982-05-25,7048.99,6747.48,,72.61,28.97,337535.56,3550.00
1982-05-26,8058.26,6747.87,,72.92,33.77,346001.53,3790.00
1982-05-27,9128.42,6748.34,,64.82,35.50,356272.78,3950.00
1982-05-28,9862.90,6748.87,,38.01,29.13,367901.66,4000.00
1982-05-29,6026.04,6749.00,,48.86,25.20,370750.00,4590.00
1982-05-30,4882.03,6748.99,,54.60,25.99,370535.84,4990.00
1982-05-31,4172.59,6748.92,,61.68,25.12,368993.88,4950.00
1982-06-01,4648.01,6748.85,,55.15,34.16,367462.66,5420.00
1982-06-02,4538.58,6748.64,,59.32,36.13,362858.19,6860.00
1982-06-03,5162.63,6748.49,,63.41,35.81,359570.84,6820.00
1982-06-04,5107.23,6748.34,,57.83,32.98,356272.78,6770.00
1982-06-05,5417.33,6748.22,,55.55,27.09,353649.31,6740.00
1982-06-06,4604.54,6748.03,,50.59,32.75,349473.19,6710.00
1982-06-07,4878.73,6747.89,,53.74,29.76,346435.97,6410.00
1982-06-08,4250.01,6747.74,,50.28,31.25,343183.09,5890.00
1982-06-09,3669.77,6747.54,,59.56,27.09,338838.84,5860.00
1982-06-10,3201.97,6747.35,,65.06,29.21,334717.13,5280.00
1982-06-11,4131.95,6747.31,,71.66,30.62,333848.28,4570.00
1982-06-12,4802.92,6747.40,,74.10,34.32,335797.88,3820.00
1982-06-13,7357.05,6747.76,,67.58,44.70,343606.91,3420.00
1982-06-14,7849.01,6748.16,,57.98,40.92,352332.22,3450.00
1982-06-15,8378.19,6748.66,,73.87,36.91,363297.22,2850.00
1982-06-16,8829.97,6749.31,,66.24,38.01,377617.81,1610.00
1982-06-17,8894.46,6750.02,,66.71,40.22,393347.63,964.00
1982-06-18,9761.65,6750.80,,73.79,32.35,410783.63,971.00
1982-06-19,8806.29,6751.49,,77.40,34.01,426314.78,976.00
1982-06-20,9764.65,6752.26,,75.44,37.78,443717.06,991.00
1982-06-21,9486.61,6753.00,,79.76,37.94,460550.00,1000.00
1982-06-22,10080.30,6753.79,,76.77,38.49,478657.69,951.00
1982-06-23,9674.19,6754.54,,76.38,41.32,495934.09,964.00
1982-06-24,10939.67,6755.33,,73.08,44.85,514221.03,1720.00
1982-06-25,9984.80,6755.98,,66.24,47.21,529324.75,2370.00
1982-06-26,9824.23,6756.60,,74.89,46.03,543832.31,2510.00
1982-06-27,10302.41,6757.14,,81.02,40.84,556491.63,3920.00
1982-06-28,10357.29,6757.63,,84.56,43.05,568030.06,4540.00
1982-06-29,11736.60,6758.23,,83.54,41.71,582205.13,4590.00
1982-06-30,10023.81,6758.68,,78.98,43.91,592883.75,4640.00
1982-07-01,9304.60,6759.05,,61.92,38.64,601659.81,4880.00
1982-07-02,8294.66,6759.31,,71.43,41.16,607877.31,5160.00
1982-07-03,7359.01,6759.47,,66.24,38.64,611703.44,5430.00
1982-07-04,6880.88,6759.59,,68.05,38.80,614561.38,5440.00
1982-07-05,7379.00,6759.75,,57.75,42.57,618387.50,5450.00
1982-07-06,5981.12,6759.77,,61.52,36.60,618865.75,5740.00
1982-07-07,6018.75,6759.80,,75.44,34.40,619577.31,5660.00
1982-07-08,6415.65,6759.90,,72.14,44.38,621968.69,5210.00
1982-07-09,7289.26,6760.05,,68.44,45.33,625557.31,5480.00
1982-07-10,6320.00,6760.05,,75.44,39.12,625557.31,6320.00
1982-07-11,6497.37,6760.03,,80.71,43.05,625076.06,6740.00
1982-07-12,6277.34,6760.01,,84.09,41.95,624594.75,6520.00
1982-07-13,6115.29,6760.05,,78.82,44.70,625557.31,5630.00
1982-07-14,5522.20,6760.12,,79.05,46.51,627247.63,4670.00
1982-07-15,5183.64,6760.17,,79.21,42.02,628444.94,4580.00
1982-07-16,4951.65,6760.16,,74.97,42.50,628210.19,5070.00
1982-07-17,5014.71,6760.12,,72.61,41.40,627247.63,5500.00
1982-07-18,4632.07,6760.06,,77.95,36.21,625803.81,5360.00
1982-07-19,3877.37,6760.04,,83.77,40.29,625322.56,4120.00
1982-07-20,3687.34,6760.02,,80.78,42.18,624841.25,3930.00
1982-07-21,3620.00,6760.02,,89.51,45.25,624841.25,3620.00
1982-07-22,3367.37,6760.00,,89.04,45.25,624360.00,3610.00
1982-07-23,4457.00,6760.07,,80.00,54.45,626040.00,3610.00
1982-07-24,3509.00,6760.06,,74.18,50.36,625800.00,3630.00
1982-07-25,3388.00,6760.04,,80.08,52.87,625320.00,3630.00
1982-07-26,2894.00,6759.98,,87.47,44.70,623880.00,3620.00
1982-07-27,3462.00,6760.00,,79.29,49.81,624360.00,3220.00
1982-07-28,2810.00,6760.00,,70.88,52.24,624360.00,2810.00
1982-07-29,2458.88,6759.98,,64.27,45.64,623881.75,2700.00
1982-07-30,2572.37,6759.97,,81.96,39.04,623648.44,2690.00
1982-07-31,2438.88,6759.96,,85.03,44.54,623170.19,2680.00
1982-08-01,1834.24,6759.92,,85.19,56.02,621968.69,2440.00
1982-08-02,2263.49,6759.91,,79.29,47.76,622213.63,2140.00
1982-08-03,2027.63,6759.92,,80.31,38.96,622446.94,1910.00
1982-08-04,1720.00,6759.92,,82.36,38.80,622446.94,1720.00
1982-08-05,1831.12,6759.94,,86.76,39.35,622925.19,1590.00
1982-08-06,1643.52,6759.95,,88.33,39.90,623170.19,1520.00
1982-08-07,864.90,6759.90,,70.96,56.80,621970.00,1470.00
1982-08-08,1340.00,6759.90,,80.78,53.35,621970.00,1340.00
1982-08-09,1881.58,6759.94,,80.55,49.41,622925.19,1400.00
1982-08-10,1318.88,6759.92,,82.67,43.60,622446.94,1560.00
1982-08-11,1501.26,6759.89,,82.51,45.40,621735.38,1860.00
1982-08-12,1276.61,6759.83,,78.50,45.64,620300.56,2000.00
1982-08-13,1227.87,6759.74,,83.06,37.94,618154.19,2310.00
1982-08-14,1073.26,6759.62,,77.01,41.00,615284.63,2520.00
1982-08-15,1431.97,6759.53,,82.04,40.29,613126.56,2520.00
1982-08-16,1206.75,6759.42,,87.47,41.47,610501.94,2530.00
1982-08-17,1206.75,6759.31,,86.05,45.72,607877.31,2530.00
1982-08-18,1365.50,6759.23,,77.40,49.34,605964.25,2330.00
1982-08-19,1027.87,6759.14,,80.86,50.99,603817.88,2110.00
1982-08-20,1135.49,6759.06,,85.97,46.03,601904.81,2100.00
1982-08-21,887.78,6758.96,,88.33,46.35,599520.25,2090.00
1982-08-22,1255.00,6758.89,,85.89,46.19,597864.06,2090.00
1982-08-23,1009.73,6758.80,,82.28,43.05,595721.38,2090.00
1982-08-24,1015.55,6758.71,,79.68,41.24,593590.25,2090.00
1982-08-25,776.17,6758.60,,82.04,38.57,590984.31,2090.00
1982-08-26,919.73,6758.51,,74.42,42.10,588841.63,2000.00
1982-08-27,988.19,6758.43,,82.99,42.50,586953.75,1940.00
1982-08-28,732.95,6758.33,,69.38,45.25,584579.44,1930.00
1982-08-29,855.59,6758.24,,72.53,45.33,582448.38,1930.00
1982-08-30,1328.56,6758.19,,69.07,47.13,581255.44,1930.00
1982-08-31,855.55,6758.10,,74.42,43.60,579124.31,1930.00
1982-09-01,972.37,6758.02,,75.99,33.06,577224.88,1930.00
1982-09-02,977.18,6757.94,,77.48,35.97,575335.00,1930.00
1982-09-03,731.05,6757.84,,79.53,40.06,572976.75,1920.00
1982-09-04,736.82,6757.74,,77.56,43.99,570629.94,1920.00
1982-09-05,731.02,6757.64,,76.46,33.53,568271.63,1920.00
1982-09-06,1084.81,6757.57,,78.03,32.35,566615.06,1920.00
1982-09-07,726.82,6757.47,,77.01,44.46,564268.25,1910.00
1982-09-08,948.83,6757.39,,79.53,36.84,562381.63,1900.00
1982-09-09,473.24,6757.27,,81.02,37.78,559551.69,1900.00
1982-09-10,832.80,6757.18,,59.01,37.15,557434.94,1900.00
1982-09-11,463.24,6757.06,,60.26,33.85,554605.00,1890.00
1982-09-12,704.23,6756.96,,51.69,29.13,552253.06,1890.00
1982-09-13,830.08,6756.87,,44.54,31.17,550150.75,1890.00
1982-09-14,578.11,6756.76,,45.01,31.80,547568.50,1880.00
1982-09-15,1413.39,6756.72,,41.32,29.84,546643.00,1880.00
1982-09-16,1050.49,6756.65,,57.12,35.11,544997.69,1880.00
1982-09-17,810.08,6756.56,,68.68,34.87,542895.38,1870.00
1982-09-18,925.28,6756.48,,71.35,32.83,541021.56,1870.00
1982-09-19,452.91,6756.36,,65.45,34.08,538210.81,1870.00
1982-09-20,925.29,6756.28,,70.88,41.24,536337.00,1870.00
1982-09-21,684.85,6756.18,,69.15,34.63,534006.13,1860.00
1982-09-22,206.74,6756.04,,73.79,35.73,530726.94,1860.00
1982-09-23,683.93,6755.94,,72.06,32.59,528394.25,1860.00
1982-09-24,687.18,6755.84,,64.35,28.89,526068.00,1860.00
1982-09-25,797.30,6755.75,,68.76,47.06,523980.00,1850.00
1982-09-26,1380.87,6755.71,,52.09,44.15,523049.50,1850.00
1982-09-27,901.73,6755.63,,45.88,36.44,521188.47,1840.00
1982-09-28,1171.75,6755.55,,43.99,32.67,519327.47,2110.00
1982-09-29,1471.88,6755.48,,46.66,30.78,517704.75,2290.00
1982-09-30,533.62,6755.33,,42.81,30.78,514221.03,2290.00
1982-10-01,1237.17,6755.23,,38.57,29.05,511894.75,2410.00
1982-10-02,858.04,6755.09,,47.06,32.83,508637.97,2500.00
1982-10-03,748.46,6754.94,,53.27,28.11,505163.84,2500.00
1982-10-04,1057.52,6754.87,,46.19,28.82,503552.31,1870.00
1982-10-05,724.77,6754.82,,42.18,26.77,502391.53,1310.00
1982-10-06,722.06,6754.80,,52.48,22.13,501929.50,955.00
1982-10-07,676.04,6754.78,,49.18,25.44,501467.44,909.00
1982-10-08,530.42,6754.75,,40.84,24.33,500780.00,877.00
1982-10-09,568.04,6754.73,,43.60,22.68,500317.94,801.00
1982-10-10,454.42,6754.70,,48.00,17.65,499630.50,801.00
1982-10-11,568.06,6754.68,,52.01,27.87,499168.47,801.00
1982-10-12,819.62,6754.69,,62.62,26.14,499393.84,706.00
1982-10-13,634.00,6754.69,,59.56,29.37,499393.84,634.00
1982-10-14,629.00,6754.69,,68.52,27.01,499393.84,629.00
1982-10-15,629.00,6754.69,,67.73,29.05,499393.84,629.00
1982-10-16,748.32,6754.70,,59.95,32.04,499630.50,629.00
1982-10-17,509.68,6754.69,,51.22,28.42,499393.84,629.00
1982-10-18,855.96,6754.71,,39.27,21.50,499855.91,623.00
1982-10-19,504.36,6754.70,,40.45,12.31,499630.50,618.00
1982-10-20,385.06,6754.68,,46.66,12.78,499168.47,618.00
1982-10-21,618.00,6754.68,,50.83,14.82,499168.47,618.00
1982-10-22,618.00,6754.68,,44.07,24.73,499168.47,618.00
1982-10-23,618.00,6754.68,,43.60,26.61,499168.47,618.00
1982-10-24,736.62,6754.69,,45.40,31.88,499393.84,623.00
1982-10-25,748.32,6754.70,,43.12,31.57,499630.50,629.00
1982-10-26,861.96,6754.72,,46.82,33.77,500092.56,629.00
1982-10-27,629.00,6754.72,,35.81,26.22,500092.56,629.00
1982-10-28,509.69,6754.71,,39.90,21.43,499855.91,629.00
1982-10-29,986.27,6754.74,,33.38,26.61,500554.63,634.00
1982-10-30,980.58,6754.77,,38.49,32.04,501242.06,634.00
1982-10-31,747.63,6754.78,,40.53,27.64,501467.44,634.00
1982-11-01,786.31,6754.79,,39.04,23.94,501704.09,667.00
1982-11-02,424.75,6754.76,,35.58,11.99,501005.41,777.00
1982-11-03,549.73,6754.74,,35.58,7.98,500554.63,777.00
1982-11-04,424.73,6754.71,,40.53,15.69,499855.91,777.00
1982-11-05,544.04,6754.69,,45.88,20.56,499393.84,777.00
1982-11-06,663.38,6754.68,,43.75,32.12,499168.47,777.00
1982-11-07,657.68,6754.67,,36.91,21.74,498931.81,777.00
1982-11-08,388.40,6754.64,,37.62,25.59,498244.34,735.00
1982-11-09,576.00,6754.64,,38.41,21.35,498244.34,576.00
1982-11-10,576.00,6754.64,,28.27,12.07,498244.34,576.00
1982-11-11,689.64,6754.65,,31.65,15.61,498469.75,576.00
1982-11-12,462.36,6754.64,,26.46,0.36,498244.34,576.00
1982-11-13,694.64,6754.65,,27.24,3.03,498469.75,581.00
1982-11-14,348.04,6754.63,,29.21,-3.50,498007.69,581.00
1982-11-15,462.37,6754.62,,33.06,-0.04,497782.31,576.00
1982-11-16,663.63,6754.63,,35.73,5.15,498007.69,550.00
1982-11-17,486.00,6754.63,,39.19,27.32,498007.69,486.00
1982-11-18,600.31,6754.64,,44.85,26.46,498244.34,481.00
1982-11-19,1060.54,6754.69,,32.35,22.53,499393.84,481.00
1982-11-20,481.00,6754.69,,29.84,17.49,499393.84,481.00
1982-11-21,600.32,6754.70,,25.44,17.73,499630.50,481.00
1982-11-22,718.96,6754.72,,21.82,-1.77,500092.56,486.00
1982-11-23,366.69,6754.71,,18.52,-6.56,499855.91,486.00
1982-11-24,372.36,6754.70,,23.55,-9.63,499630.50,486.00
1982-11-25,486.00,6754.70,,27.09,-2.71,499630.50,486.00
1982-11-26,599.64,6754.71,,24.02,-3.02,499855.91,486.00
1982-11-27,718.94,6754.73,,28.27,-1.85,500317.94,486.00
1982-11-28,486.00,6754.73,,27.64,12.70,500317.94,486.00
1982-11-29,1070.54,6754.78,,31.17,14.90,501467.44,491.00
1982-11-30,491.00,6754.78,,28.97,18.67,501467.44,491.00
1982-12-01,723.96,6754.80,,31.88,21.35,501929.50,491.00
1982-12-02,332.04,6754.78,,30.31,20.09,501467.44,565.00
1982-12-03,597.00,6754.78,,31.33,19.85,501467.44,597.00
1982-12-04,705.31,6754.79,,33.61,18.60,501704.09,586.00
1982-12-05,699.64,6754.80,,35.42,17.49,501929.50,586.00
1982-12-06,1051.90,6754.84,,34.16,18.44,502853.59,586.00
1982-12-07,472.38,6754.83,,25.59,2.16,502628.22,586.00
1982-12-08,466.67,6754.82,,21.90,-8.06,502391.53,586.00
1982-12-09,472.38,6754.81,,24.18,-7.90,502166.16,586.00
1982-12-10,586.00,6754.81,,28.42,-4.36,502166.16,586.00
1982-12-11,466.68,6754.80,,24.57,-2.79,501929.50,586.00
1982-12-12,472.36,6754.79,,22.13,-7.66,501704.09,586.00
1982-12-13,1056.92,6754.83,,24.49,-0.98,502628.22,591.00
1982-12-14,591.00,6754.83,,25.04,13.41,502628.22,591.00
1982-12-15,1056.90,6754.87,,29.52,16.32,503552.31,591.00
1982-12-16,238.73,6754.84,,36.91,28.82,502853.59,591.00
1982-12-17,823.96,6754.86,,38.09,21.19,503315.66,591.00
1982-12-18,591.00,6754.86,,28.34,6.88,503315.66,591.00
1982-12-19,943.25,6754.89,,31.25,11.52,504014.34,591.00
1982-12-20,937.60,6754.92,,32.67,7.27,504701.81,591.00
1982-12-21,1008.26,6754.95,,33.30,28.42,505400.50,656.00
1982-12-22,1123.58,6754.98,,30.15,23.78,506087.94,777.00
1982-12-23,1009.96,6755.00,,33.06,18.75,506550.00,777.00
1982-12-24,430.42,6754.97,,23.16,-2.63,505862.56,777.00
1982-12-25,424.73,6754.94,,12.23,-16.23,505163.84,777.00
1982-12-26,777.00,6754.94,,15.45,-8.45,505163.84,777.00
1982-12-27,665.38,6754.93,,16.47,-4.44,504938.47,779.00
1982-12-28,317.08,6754.89,,6.33,-19.85,504014.34,783.00
1982-12-29,663.69,6754.88,,5.39,-17.33,503777.69,783.00
1982-12-30,317.10,6754.84,,9.08,-18.36,502853.59,783.00
1982-12-31,550.04,6754.82,,22.05,-14.11,502391.53,783.00
1983-01-01,550.06,6754.80,,19.38,-17.73,501929.50,783.00
1983-01-02,663.36,6754.79,,21.19,-17.18,501704.09,777.00
1983-01-03,1123.58,6754.82,,20.40,-11.36,502391.53,777.00
1983-01-04,1242.92,6754.86,,31.41,4.84,503315.66,777.00
1983-01-05,1362.21,6754.91,,38.80,31.25,504476.41,777.00
1983-01-06,777.00,6754.91,,37.15,28.82,504476.41,777.00
1983-01-07,777.00,6754.91,,37.46,30.15,504476.41,777.00
1983-01-08,532.04,6754.89,,36.05,19.62,504014.34,765.00
1983-01-09,765.00,6754.89,,28.19,13.56,504014.34,765.00
1983-01-10,412.75,6754.86,,30.47,17.42,503315.66,765.00
1983-01-11,532.04,6754.84,,33.53,-0.27,502853.59,765.00
1983-01-12,418.42,6754.81,,20.95,-6.56,502166.16,765.00
1983-01-13,765.00,6754.81,,27.48,-11.28,502166.16,765.00
1983-01-14,406.73,6754.78,,28.27,-8.84,501467.44,759.00
1983-01-15,526.06,6754.76,,30.15,-12.14,501005.41,759.00
1983-01-16,298.77,6754.72,,23.39,-15.37,500092.56,759.00
1983-01-17,872.63,6754.73,,31.02,1.77,500317.94,759.00
1983-01-18,412.42,6754.70,,31.33,19.62,499630.50,759.00
1983-01-19,293.10,6754.66,,31.96,1.06,498706.41,759.00
1983-01-20,293.10,6754.62,,28.42,1.14,497782.31,759.00
1983-01-21,872.63,6754.63,,23.16,-7.27,498007.69,759.00
1983-01-22,322.06,6754.61,,28.11,11.44,497545.66,555.00
1983-01-23,1020.90,6754.65,,30.55,18.99,498469.75,555.00
1983-01-24,555.00,6754.65,,28.58,6.57,498469.75,555.00
1983-01-25,669.32,6754.66,,29.68,9.24,498706.41,550.00
1983-01-26,317.04,6754.64,,30.86,5.47,498244.34,550.00
1983-01-27,663.64,6754.65,,42.26,14.19,498469.75,550.00
1983-01-28,431.36,6754.64,,38.33,3.74,498244.34,545.00
1983-01-29,425.69,6754.63,,22.68,-2.24,498007.69,545.00
1983-01-30,431.37,6754.62,,32.28,14.11,497782.31,545.00
1983-01-31,545.00,6754.62,,31.96,8.61,497782.31,545.00
1983-02-01,545.00,6754.62,,66.16,1.30,497782.31,545.00
1983-02-02,425.69,6754.61,,22.53,-5.38,497545.66,545.00
