date,qu,fb,mm,mx,mn,af,qd
2013-05-29,3909.40,6766.97,44.39,52.40,40.70,795513.00,3150.00
2013-05-30,4000.89,6767.05,42.97,50.10,35.60,797518.06,2990.00
2013-05-31,3259.90,6767.09,44.81,55.70,34.60,798529.44,2750.00
2013-06-01,2550.00,6767.09,48.35,66.80,30.00,798529.44,2550.00
2013-06-02,2774.95,6767.11,55.28,72.60,36.10,799035.13,2520.00
2013-06-03,3284.88,6767.17,48.90,58.30,39.00,800552.25,2520.00
2013-06-04,3029.90,6767.21,49.84,61.80,40.00,801563.63,2520.00
2013-06-05,3039.90,6767.25,50.99,67.50,31.50,802575.00,2530.00
2013-06-06,3294.85,6767.31,55.75,74.10,36.90,804092.06,2530.00
2013-06-07,3419.22,6767.38,59.17,74.40,39.50,805855.81,2530.00
2013-06-08,4059.74,6767.50,60.88,71.40,49.50,808890.00,2530.00
2013-06-09,3929.13,6767.61,61.27,78.30,39.50,811665.13,2530.00
2013-06-10,4314.69,6767.75,69.46,82.00,53.30,815205.00,2530.00
2013-06-11,4324.69,6767.89,59.64,71.20,41.30,818744.88,2540.00
2013-06-12,3439.22,6767.96,53.88,62.90,45.50,820508.63,2550.00
2013-06-13,3289.90,6768.00,54.84,73.50,42.20,821520.00,2780.00
2013-06-14,3135.63,6767.99,47.08,58.90,35.50,821273.31,3260.00
2013-06-15,2564.57,6767.92,51.14,71.60,29.80,819497.25,3460.00
2013-06-16,2185.21,6767.82,56.40,79.30,35.60,816968.75,3460.00
2013-06-17,2340.88,6767.71,60.06,79.80,40.70,814193.63,3740.00
2013-06-18,2300.36,6767.55,61.66,81.00,41.70,810148.06,4340.00
2013-06-19,2241.04,6767.36,57.09,73.70,42.80,805350.13,4660.00
2013-06-20,2326.69,6767.16,49.27,64.10,32.40,800305.56,4870.00
2013-06-21,2007.47,6766.93,49.99,64.80,35.50,794508.81,4930.00
2013-06-22,2002.00,6766.70,49.24,61.80,35.80,788740.88,4910.00
2013-06-23,1852.36,6766.46,53.69,71.90,33.60,782715.81,4890.00
2013-06-24,1718.87,6766.21,56.91,74.00,39.50,776445.81,4880.00
2013-06-25,2418.64,6766.01,56.26,64.90,49.70,771424.94,4950.00
2013-06-26,2664.63,6765.82,59.81,73.20,48.30,766693.63,5050.00
2013-06-27,2271.61,6765.60,64.87,83.30,45.60,761222.44,5030.00
2013-06-28,2506.79,6765.40,67.15,89.80,45.60,756237.56,5020.00
2013-06-29,1861.56,6765.15,67.19,89.40,46.50,750012.56,5000.00
2013-06-30,2227.94,6764.93,69.52,86.30,52.40,744553.94,4980.00
2013-07-01,1844.25,6764.68,69.17,87.20,50.40,738373.94,4960.00
2013-07-02,1955.97,6764.44,69.80,88.60,49.30,732435.38,4950.00
2013-07-03,1692.52,6764.18,70.73,86.50,52.70,726013.94,4930.00
2013-07-04,1809.89,6763.93,67.10,83.60,53.90,719845.13,4920.00
2013-07-05,1804.42,6763.68,64.97,79.90,53.40,713705.13,4900.00
2013-07-06,1677.46,6763.42,57.75,76.20,46.30,707313.31,4900.00
2013-07-07,1536.53,6763.15,60.83,81.00,43.20,700681.63,4880.00
2013-07-08,1537.42,6762.88,64.55,80.90,46.30,694071.56,4870.00
2013-07-09,1667.05,6762.62,66.52,83.30,46.40,687738.44,4860.00
2013-07-10,1274.97,6762.33,66.19,87.90,43.00,680667.31,4840.00
2013-07-11,1138.93,6762.03,62.33,79.50,46.70,673346.19,4830.00
2013-07-12,1421.91,6761.74,62.68,76.00,48.20,666328.50,4960.00
2013-07-13,1353.13,6761.44,59.59,75.70,43.80,659055.38,5020.00
2013-07-14,1448.35,6761.15,63.92,80.90,45.40,652030.63,4990.00
2013-07-15,1198.45,6760.84,65.65,84.40,44.90,644549.88,4970.00
2013-07-16,1182.03,6760.53,63.80,77.80,50.60,637096.06,4940.00
2013-07-17,1568.94,6760.25,68.80,88.10,55.70,630370.00,4960.00
2013-07-18,1098.60,6759.93,67.70,84.10,51.10,622691.19,4970.00
2013-07-19,992.69,6759.60,66.46,86.60,44.70,614802.31,4970.00
2013-07-20,1246.05,6759.29,65.84,85.50,44.20,607396.13,4980.00
2013-07-21,1101.88,6758.97,65.69,85.10,43.70,599763.50,4950.00
2013-07-22,900.02,6758.63,64.87,85.60,42.00,591690.81,4970.00
2013-07-23,1042.66,6758.30,65.90,87.30,41.60,583861.38,4990.00
2013-07-24,1020.88,6757.97,65.80,83.60,46.30,576048.25,4960.00
2013-07-25,877.49,6757.63,65.65,85.00,44.60,568030.06,4920.00
2013-07-26,969.26,6757.30,67.76,87.20,47.70,560253.38,4890.00
2013-07-27,957.47,6756.97,60.61,68.70,52.10,552493.00,4870.00
2013-07-28,1061.11,6756.65,57.66,76.30,44.10,544997.69,4840.00
2013-07-29,900.71,6756.31,55.58,75.80,42.40,537045.38,4910.00
2013-07-30,1177.66,6755.99,60.71,78.60,44.50,529563.06,4950.00
2013-07-31,453.24,6755.61,58.85,80.70,41.60,520723.22,4910.00
2013-08-01,1097.10,6755.30,67.13,84.70,48.40,513517.47,4730.00
2013-08-02,927.23,6755.00,63.17,76.00,46.10,506550.00,4440.00
2013-08-03,872.10,6754.69,60.92,81.10,39.20,499393.84,4480.00
2013-08-04,708.48,6754.37,63.03,84.10,40.30,492012.31,4430.00
2013-08-05,672.79,6754.05,64.38,84.10,40.50,484619.50,4400.00
2013-08-06,901.58,6753.75,64.21,80.90,43.90,477740.00,4370.00
2013-08-07,757.12,6753.44,63.57,83.10,42.40,470633.47,4340.00
2013-08-08,737.11,6753.13,60.99,85.40,41.50,463526.91,4320.00
2013-08-09,942.99,6752.84,63.57,79.90,49.80,456908.06,4280.00
2013-08-10,573.29,6752.52,65.01,83.20,47.80,449635.25,4240.00
2013-08-11,645.24,6752.21,63.82,81.70,45.20,442584.50,4200.00
2013-08-12,852.46,6751.92,60.06,77.10,44.80,436004.25,4170.00
2013-08-13,493.92,6751.60,58.26,80.30,41.50,428792.19,4130.00
2013-08-14,913.58,6751.32,61.55,83.10,41.10,422472.03,4100.00
2013-08-15,661.53,6751.02,62.62,87.20,41.30,415711.44,4070.00
2013-08-16,638.33,6750.72,63.86,88.30,39.50,409004.00,4020.00
2013-08-17,594.76,6750.42,65.13,87.30,41.70,402289.47,3980.00
2013-08-18,680.34,6750.13,66.54,86.10,49.30,395804.19,3950.00
2013-08-19,548.23,6749.83,64.87,87.30,42.20,389136.22,3910.00
2013-08-20,526.55,6749.53,68.14,86.90,53.40,382484.75,3880.00
2013-08-21,715.55,6749.25,62.02,79.90,48.80,376287.50,3840.00
2013-08-22,688.86,6748.97,64.46,80.40,50.50,370096.81,3810.00
2013-08-23,794.56,6748.70,60.20,77.80,49.90,364175.28,3780.00
2013-08-24,985.90,6748.45,59.90,77.40,49.60,358692.78,3750.00
2013-08-25,724.56,6748.18,62.59,79.40,49.20,352771.25,3710.00
2013-08-26,811.82,6747.92,61.51,77.80,51.50,347082.31,3680.00
2013-08-27,695.87,6747.65,58.05,75.80,47.60,341222.88,3650.00
2013-08-28,655.88,6747.38,57.55,77.90,47.80,335363.47,3610.00
2013-08-29,768.04,6747.12,59.28,78.00,44.50,329726.53,3610.00
2013-08-30,759.67,6746.86,62.78,83.00,43.90,324112.66,3590.00
2013-08-31,522.89,6746.58,61.36,83.30,41.60,318108.47,3550.00
2013-09-01,477.61,6746.30,60.98,85.30,39.10,312093.81,3510.00
2013-09-02,775.14,6746.05,56.92,63.20,50.00,306728.81,3480.00
2013-09-03,840.37,6745.80,65.22,83.10,55.20,301413.84,3520.00
2013-09-04,682.59,6745.53,63.28,80.90,50.90,295686.75,3570.00
2013-09-05,588.15,6745.25,64.28,84.10,49.50,289752.50,3580.00
2013-09-06,390.60,6744.95,60.95,82.20,48.90,283406.59,3590.00
2013-09-07,831.13,6744.69,59.90,72.50,50.80,277954.28,3580.00
2013-09-08,747.98,6744.42,57.32,71.70,47.80,272297.38,3600.00
2013-09-09,423.37,6744.12,54.06,69.30,43.40,266016.47,3590.00
2013-09-10,423.65,6743.82,57.65,76.80,39.70,259775.77,3570.00
2013-09-11,537.46,6743.53,58.88,75.90,42.70,253780.66,3560.00
2013-09-12,405.70,6743.23,56.75,67.90,49.10,247583.70,3530.00
2013-09-13,827.00,6742.97,56.64,73.30,43.60,242222.39,3530.00
2013-09-14,471.48,6742.67,56.96,65.00,48.00,236096.41,3560.00
2013-09-15,662.41,6742.39,54.05,66.60,47.70,230388.80,3540.00
2013-09-16,431.48,6742.09,56.60,74.80,44.30,224262.81,3520.00
2013-09-17,844.02,6741.83,54.39,69.20,47.50,219014.58,3490.00
2013-09-18,619.78,6741.55,45.99,54.70,37.00,213381.08,3460.00
2013-09-19,1089.43,6741.32,43.92,60.30,35.00,208758.47,3420.00
2013-09-20,524.72,6741.04,46.99,70.70,30.20,203134.78,3360.00
2013-09-21,567.32,6740.77,52.39,73.40,34.40,197774.09,3270.00
2013-09-22,405.63,6740.49,54.88,65.80,47.10,192231.55,3200.00
2013-09-23,453.16,6740.22,47.88,59.10,38.30,186882.45,3150.00
2013-09-24,103.73,6739.92,47.60,67.90,33.10,180959.28,3090.00
2013-09-25,1476.27,6739.76,39.17,47.50,32.70,177837.83,3050.00
2013-09-26,740.17,6739.53,36.72,43.60,31.80,173355.52,3000.00
2013-09-27,114.81,6739.24,36.53,41.90,33.50,167712.17,2960.00
2013-09-28,455.02,6738.99,41.98,50.10,36.20,162842.80,2910.00
2013-09-29,652.54,6738.76,47.51,52.70,42.60,158424.70,2880.00
2013-09-30,1473.80,6738.64,49.89,56.60,45.70,156131.42,2630.00
2013-10-01,1693.93,6738.59,47.90,58.90,30.20,155167.31,2180.00
2013-10-02,683.80,6738.47,43.78,55.10,34.20,152874.02,1840.00
2013-10-03,1183.03,6738.43,33.95,39.10,29.70,152106.47,1570.00
2013-10-04,352.56,6738.33,31.08,40.10,25.80,150187.59,1320.00
2013-10-05,639.55,6738.27,31.50,49.10,19.00,149036.28,1220.00
2013-10-06,718.64,6738.22,37.09,58.40,24.60,148081.52,1200.00
2013-10-07,583.93,6738.17,42.80,64.80,25.20,147117.41,1070.00
2013-10-08,642.51,6738.15,40.45,53.20,29.00,146733.63,836.00
2013-10-09,828.49,6738.17,38.47,53.20,24.50,147117.41,635.00
2013-10-10,480.00,6738.17,39.92,55.40,29.90,147117.41,480.00
2013-10-11,461.10,6738.18,38.92,46.70,27.30,147313.97,362.00
2013-10-12,690.97,6738.22,33.26,42.80,24.20,148081.52,304.00
2013-10-13,680.25,6738.26,37.09,44.70,31.00,148839.70,298.00
2013-10-14,685.97,6738.30,33.80,39.20,29.10,149607.25,299.00
2013-10-15,492.49,6738.32,31.61,44.30,22.70,149991.03,299.00
2013-10-16,492.49,6738.34,31.60,44.20,21.50,150374.81,299.00
2013-10-17,784.07,6738.39,34.88,42.90,30.60,151338.92,298.00
2013-10-18,200.90,6738.38,34.05,48.20,23.60,151142.36,300.00
2013-10-19,300.00,6738.38,34.56,52.20,21.60,151142.36,300.00
2013-10-20,686.97,6738.42,38.99,50.40,30.20,151909.91,300.00
2013-10-21,492.48,6738.44,36.78,58.20,22.50,152293.67,299.00
2013-10-22,487.49,6738.46,37.75,59.60,24.20,152677.45,294.00
2013-10-23,389.10,6738.47,38.05,61.00,24.00,152874.02,290.00
2013-10-24,383.38,6738.48,37.83,61.40,23.30,153061.22,289.00
2013-10-25,388.11,6738.49,38.23,62.60,22.00,153257.80,289.00
2013-10-26,575.87,6738.52,38.11,61.80,23.70,153828.78,288.00
2013-10-27,575.86,6738.55,37.08,58.30,23.10,154399.75,288.00
2013-10-28,293.00,6738.55,39.20,45.40,28.80,154399.75,293.00
2013-10-29,587.59,6738.58,31.48,35.40,27.20,154980.09,295.00
2013-10-30,487.49,6738.60,32.27,35.10,30.30,155363.88,294.00
2013-10-31,681.97,6738.64,33.45,37.10,30.30,156131.42,295.00
2013-11-01,582.87,6738.67,35.32,46.60,26.70,156702.41,295.00
2013-11-02,192.61,6738.66,35.71,50.80,22.30,156515.20,287.00
2013-11-03,767.35,6738.71,29.20,43.20,21.30,157469.95,286.00
2013-11-04,96.51,6738.69,21.27,28.70,13.40,157086.17,290.00
2013-11-05,676.97,6738.73,21.90,31.70,13.20,157853.72,290.00
2013-11-06,393.11,6738.74,28.71,36.40,22.60,158050.30,294.00
2013-11-07,775.35,6738.79,34.14,37.90,29.00,159005.05,294.00
2013-11-08,774.36,6738.84,37.99,43.70,33.20,159959.81,293.00
2013-11-09,585.58,6738.87,35.01,49.40,27.00,160540.14,293.00
2013-11-10,386.39,6738.88,33.93,52.50,21.70,160727.36,292.00
2013-11-11,198.61,6738.87,34.72,54.30,26.10,160540.14,293.00
2013-11-12,581.87,6738.90,31.56,48.20,20.30,161111.13,294.00
2013-11-13,1170.05,6738.99,32.53,38.80,27.50,162842.80,297.00
2013-11-14,-89.97,6738.95,30.99,38.20,25.10,162075.25,297.00
2013-11-15,392.38,6738.96,29.39,36.60,25.20,162262.45,298.00
2013-11-16,780.93,6739.01,26.41,29.00,21.70,163220.33,298.00
2013-11-17,691.43,6739.05,25.75,30.70,19.90,164000.69,298.00
2013-11-18,397.76,6739.06,27.31,43.10,13.50,164200.55,297.00
2013-11-19,889.14,6739.12,33.53,36.90,26.90,165371.08,299.00
2013-11-20,396.96,6739.13,33.58,40.60,24.70,165561.42,301.00
2013-11-21,598.47,6739.16,19.25,29.90,3.80,166151.45,301.00
2013-11-22,204.24,6739.15,9.47,31.90,-3.19,165951.59,305.00
2013-11-23,209.05,6739.14,13.41,33.30,1.00,165761.27,305.00
2013-11-24,500.72,6739.16,16.99,33.50,4.10,166151.45,304.00
2013-11-25,593.67,6739.19,25.66,42.00,15.70,166731.95,301.00
2013-11-26,303.00,6739.19,21.43,37.40,10.10,166731.95,303.00
2013-11-27,596.47,6739.22,20.04,33.60,12.80,167321.98,299.00
2013-11-28,491.72,6739.24,21.76,41.50,10.80,167712.17,295.00
2013-11-29,103.28,6739.22,21.09,39.50,10.60,167321.98,300.00
2013-11-30,1081.07,6739.30,27.41,42.00,16.10,168873.19,299.00
2013-12-01,492.72,6739.32,33.33,35.50,30.50,169263.38,296.00
2013-12-02,1818.76,6739.47,34.04,36.30,26.00,172194.48,341.00
2013-12-03,-60.43,6739.43,13.41,25.10,-0.59,171414.13,333.00
2013-12-04,491.72,6739.45,-1.35,16.50,-12.19,171804.31,295.00
2013-12-05,489.71,6739.47,-7.40,7.70,-16.89,172194.48,293.00
2013-12-06,193.25,6739.46,-7.46,4.00,-18.99,171994.64,294.00
2013-12-07,597.47,6739.49,2.28,10.80,-5.69,172584.67,300.00
2013-12-08,490.92,6739.51,-1.22,9.10,-11.79,172965.33,299.00
2013-12-09,473.72,6739.53,-4.70,4.50,-17.89,173355.52,277.00
2013-12-10,362.75,6739.54,9.88,17.40,3.50,173555.36,262.00
2013-12-11,359.96,6739.55,5.43,22.60,-1.49,173745.69,264.00
2013-12-12,659.44,6739.59,3.94,23.10,-5.99,174526.06,266.00
2013-12-13,857.14,6739.65,9.52,22.90,-4.59,175696.59,267.00
2013-12-14,-221.38,6739.60,20.82,28.10,12.10,174725.91,268.00
2013-12-15,953.11,6739.67,19.38,28.70,8.90,176086.78,267.00
2013-12-16,169.04,6739.66,13.37,30.20,3.20,175896.45,265.00
2013-12-17,366.96,6739.67,12.40,28.60,0.90,176086.78,271.00
2013-12-18,668.43,6739.71,23.30,39.60,8.40,176867.14,275.00
2013-12-19,276.00,6739.71,23.01,31.60,4.20,176867.14,276.00
2013-12-20,574.47,6739.74,10.16,21.20,0.00,177457.17,277.00
2013-12-21,372.96,6739.75,18.64,25.90,14.70,177647.50,277.00
2013-12-22,372.96,6739.76,20.77,28.10,11.60,177837.83,277.00
2013-12-23,772.19,6739.81,28.26,33.50,22.60,178818.05,278.00
2013-12-24,375.96,6739.82,21.07,33.40,5.90,179008.38,280.00
2013-12-25,775.18,6739.87,5.84,25.90,-4.89,179988.58,281.00
2013-12-26,367.96,6739.88,13.50,30.80,5.00,180178.92,272.00
2013-12-27,262.00,6739.88,9.29,28.00,-1.29,180178.92,262.00
2013-12-28,460.71,6739.90,17.38,32.00,3.20,180569.09,264.00
2013-12-29,855.15,6739.96,11.69,22.50,-4.29,181739.64,265.00
2013-12-30,264.00,6739.96,22.44,30.80,19.10,181739.64,264.00
2013-12-31,954.92,6740.03,27.67,34.60,22.20,183110.05,264.00
2014-01-01,65.05,6740.01,20.49,31.40,3.70,182713.45,265.00
2014-01-02,569.36,6740.04,12.72,28.90,0.00,183313.17,267.00
2014-01-03,563.48,6740.07,22.38,36.70,1.80,183903.22,266.00
2014-01-04,465.95,6740.09,16.04,21.40,10.50,184299.81,266.00
2014-01-05,370.41,6740.10,8.60,15.00,-5.69,184502.94,268.00
2014-01-06,270.00,6740.10,3.21,23.70,-11.19,184502.94,270.00
2014-01-07,569.48,6740.13,11.88,26.20,0.50,185092.98,272.00
2014-01-08,263.00,6740.13,20.77,29.40,11.80,185092.98,263.00
2014-01-09,955.25,6740.20,26.02,30.30,19.40,186485.88,253.00
2014-01-10,653.89,6740.24,25.60,33.80,17.20,187279.05,254.00
2014-01-11,54.05,6740.22,31.92,37.30,27.30,186882.45,254.00
2014-01-12,1449.81,6740.34,24.84,28.80,22.70,189252.31,255.00
2014-01-13,-42.48,6740.31,30.94,34.60,24.50,188662.27,255.00
2014-01-14,753.42,6740.36,29.41,37.60,16.10,189648.89,256.00
2014-01-15,459.95,6740.38,18.55,36.80,6.20,190045.48,260.00
2014-01-16,557.36,6740.41,12.63,33.60,-1.29,190645.20,255.00
2014-01-17,553.47,6740.44,11.08,30.70,-1.99,191235.23,256.00
2014-01-18,361.42,6740.45,11.53,34.70,-1.39,191438.38,259.00
2014-01-19,659.89,6740.49,10.31,31.40,-2.59,192231.55,260.00
2014-01-20,263.00,6740.49,14.94,36.50,1.90,192231.55,263.00
2014-01-21,459.06,6740.51,7.14,33.60,-7.59,192618.45,264.00
2014-01-22,368.42,6740.52,9.50,22.50,-2.89,192821.59,266.00
2014-01-23,467.94,6740.54,6.88,27.70,-6.89,193218.17,268.00
2014-01-24,271.00,6740.54,8.96,32.40,-2.99,193218.17,271.00
2014-01-25,371.54,6740.55,11.23,33.80,-2.79,193411.63,274.00
2014-01-26,674.90,6740.59,14.65,29.90,-3.79,194204.81,275.00
2014-01-27,551.11,6740.62,18.45,25.90,-1.09,194750.48,276.00
2014-01-28,936.26,6740.68,2.54,22.60,-15.49,196060.09,276.00
2014-01-29,943.26,6740.75,20.96,32.50,11.40,197369.70,283.00
2014-01-30,953.26,6740.82,27.62,32.80,23.70,198679.31,293.00
2014-01-31,1036.29,6740.89,19.70,29.90,7.30,200153.61,293.00
2014-02-01,392.53,6740.90,13.10,24.70,-4.79,200347.06,295.00
2014-02-02,500.95,6740.92,7.87,25.40,-5.59,200743.66,301.00
2014-02-03,806.30,6740.97,15.35,22.00,8.60,201739.95,304.00
2014-02-04,498.95,6740.99,6.29,17.90,-5.99,202136.55,299.00
2014-02-05,295.00,6740.99,-3.74,7.90,-14.69,202136.55,295.00
2014-02-06,598.40,6741.02,2.02,11.10,-6.49,202732.39,298.00
2014-02-07,704.74,6741.06,15.44,23.70,5.90,203537.17,299.00
2014-02-08,1416.34,6741.17,28.47,34.40,19.80,205745.44,303.00
2014-02-09,812.65,6741.22,32.58,38.00,28.70,206756.31,303.00
2014-02-10,296.00,6741.22,26.82,38.80,10.90,206756.31,296.00
2014-02-11,693.81,6741.26,22.92,33.00,7.30,207551.30,293.00
2014-02-12,901.62,6741.32,29.42,33.60,20.70,208758.47,293.00
2014-02-13,782.70,6741.37,34.28,38.70,26.40,209729.77,293.00
2014-02-14,616.79,6741.40,26.77,36.10,16.60,210368.03,295.00
2014-02-15,1611.21,6741.53,35.51,39.10,33.20,212978.69,295.00
2014-02-16,804.66,6741.58,32.44,39.30,22.00,213989.58,295.00
2014-02-17,494.87,6741.60,30.92,42.70,20.70,214391.97,292.00
2014-02-18,587.83,6741.63,31.60,36.70,25.60,214990.64,286.00
2014-02-19,488.87,6741.65,26.28,34.20,16.70,215393.03,286.00
2014-02-20,690.75,6741.69,19.24,27.60,7.30,216197.83,285.00
2014-02-21,795.66,6741.74,25.92,31.40,16.90,217208.72,286.00
2014-02-22,288.00,6741.74,23.24,28.80,19.60,217208.72,288.00
2014-02-23,485.93,6741.76,28.68,40.00,18.70,217601.30,288.00
2014-02-24,798.65,6741.81,36.53,41.60,30.00,218612.17,289.00
2014-02-25,794.71,6741.86,31.76,39.50,7.20,219613.25,290.00
2014-02-26,292.00,6741.86,13.61,40.50,-7.69,219613.25,292.00
2014-02-27,494.87,6741.88,22.63,38.80,6.00,220015.64,292.00
2014-02-28,1208.40,6741.97,34.08,39.40,31.40,221831.31,293.00
2014-03-01,1414.44,6742.08,27.16,32.70,23.30,224063.59,289.00
2014-03-02,1007.15,6742.15,30.25,39.80,20.20,225488.02,289.00
2014-03-03,1111.60,6742.23,35.21,39.60,32.80,227121.61,288.00
2014-03-04,1005.14,6742.30,34.88,48.00,28.10,228546.02,287.00
2014-03-05,392.46,6742.31,35.03,44.90,21.90,228755.20,287.00
2014-03-06,1110.61,6742.39,35.91,39.10,33.00,230388.80,287.00
2014-03-07,489.90,6742.41,33.91,45.80,26.10,230797.19,284.00
2014-03-08,484.90,6742.43,27.84,42.30,13.10,231205.59,279.00
2014-03-09,585.34,6742.46,31.68,47.90,15.00,231813.20,279.00
2014-03-10,995.15,6742.53,37.17,43.50,29.60,233237.63,277.00
2014-03-11,483.90,6742.55,29.64,39.50,19.30,233646.02,278.00
2014-03-12,480.90,6742.57,21.92,41.60,4.00,234054.42,275.00
2014-03-13,475.90,6742.59,23.62,45.40,3.20,234462.81,270.00
2014-03-14,886.71,6742.65,26.52,46.40,8.70,235688.02,269.00
2014-03-15,475.90,6742.67,30.53,43.00,21.00,236096.41,270.00
2014-03-16,677.80,6742.71,31.80,51.40,10.80,236913.20,266.00
2014-03-17,265.00,6742.71,34.59,44.20,25.30,236913.20,265.00
2014-03-18,675.80,6742.75,26.06,39.10,20.20,237730.00,264.00
2014-03-19,362.44,6742.76,23.07,39.70,1.10,237929.22,262.00
2014-03-20,463.91,6742.78,35.20,41.80,28.00,238337.63,258.00
2014-03-21,360.46,6742.79,25.46,36.70,10.30,238546.80,255.00
2014-03-22,460.90,6742.81,24.76,39.40,8.70,238955.20,255.00
2014-03-23,459.90,6742.83,26.51,42.20,5.90,239363.59,254.00
2014-03-24,255.00,6742.83,31.31,44.20,15.00,239363.59,255.00
2014-03-25,456.91,6742.85,33.85,54.50,12.60,239772.00,251.00
2014-03-26,671.80,6742.89,34.92,45.70,26.90,240588.80,260.00
2014-03-27,881.70,6742.95,29.93,36.70,24.50,241813.98,264.00
2014-03-28,468.91,6742.97,32.19,45.10,23.60,242222.39,263.00
2014-03-29,468.90,6742.99,37.71,42.90,34.80,242630.78,263.00
2014-03-30,1093.09,6743.07,34.02,37.50,29.80,244273.27,265.00
2014-03-31,471.63,6743.09,30.67,42.20,20.90,244687.08,263.00
2014-04-01,890.87,6743.15,28.46,47.00,10.70,245928.48,265.00
2014-04-02,473.62,6743.17,28.71,38.60,19.60,246342.28,265.00
2014-04-03,582.48,6743.20,28.42,46.30,15.80,246968.03,267.00
2014-04-04,367.77,6743.21,26.12,42.60,8.30,247169.89,266.00
2014-04-05,685.25,6743.25,34.59,51.40,27.00,247997.50,268.00
2014-04-06,471.62,6743.27,33.32,44.30,26.10,248411.30,263.00
2014-04-07,568.40,6743.30,33.36,49.70,16.40,249026.97,258.00
2014-04-08,259.00,6743.30,39.82,61.00,20.90,249026.97,259.00
2014-04-09,1202.36,6743.39,41.08,57.50,30.80,250894.13,261.00
2014-04-10,991.64,6743.46,39.50,54.10,27.70,252337.39,264.00
2014-04-11,372.86,6743.47,39.38,56.40,23.00,252549.34,266.00
2014-04-12,789.02,6743.52,39.40,54.40,25.40,253578.80,270.00
2014-04-13,1206.28,6743.61,29.81,37.20,21.50,255435.88,270.00
2014-04-14,792.11,6743.66,26.23,46.80,6.00,256475.44,268.00
2014-04-15,996.64,6743.73,32.16,47.50,20.20,257918.70,269.00
2014-04-16,578.40,6743.76,32.62,47.20,20.00,258534.36,268.00
2014-04-17,797.11,6743.81,36.18,53.70,18.10,259573.91,273.00
2014-04-18,1211.27,6743.90,39.07,48.80,31.00,261430.98,275.00
2014-04-19,1207.37,6743.99,41.08,59.40,25.70,263298.16,266.00
2014-04-20,1222.57,6744.08,41.99,58.40,28.10,265177.63,275.00
2014-04-21,1758.17,6744.22,40.93,61.20,25.30,268113.50,278.00
2014-04-22,2590.82,6744.44,45.44,61.60,36.70,272716.78,270.00
2014-04-23,1952.61,6744.60,33.01,39.60,29.10,276072.03,261.00
2014-04-24,1941.47,6744.76,36.28,42.50,29.30,279417.09,255.00
2014-04-25,2265.37,6744.95,38.44,49.00,33.30,283406.59,254.00
2014-04-26,2175.94,6745.13,37.16,48.20,33.70,287204.81,261.00
2014-04-27,2079.03,6745.30,35.11,41.80,29.50,290808.84,262.00
2014-04-28,1440.04,6745.41,30.74,41.40,23.80,293149.41,260.00
2014-04-29,1435.82,6745.52,32.71,43.80,19.60,295479.63,261.00
2014-04-30,1333.38,6745.62,38.47,51.30,23.40,297602.69,263.00
2014-05-01,1443.80,6745.73,40.85,60.40,23.30,299932.88,269.00
2014-05-02,2203.69,6745.91,45.17,65.50,27.90,303754.41,277.00
2014-05-03,3196.13,6746.18,47.33,66.40,29.70,309526.56,286.00
2014-05-04,3851.97,6746.51,46.49,58.40,33.20,316599.56,286.00
2014-05-05,4184.80,6746.87,43.44,54.70,35.40,324332.72,286.00
2014-05-06,4532.20,6747.26,40.68,54.20,34.20,332756.91,285.00
2014-05-07,4667.45,6747.66,35.90,44.10,33.80,341445.41,287.00
2014-05-08,3132.94,6747.92,38.54,51.60,28.00,347082.31,291.00
2014-05-09,3604.86,6748.22,38.25,45.90,34.10,353649.31,294.00
2014-05-10,3058.10,6748.47,36.37,45.00,29.70,359131.81,294.00
2014-05-11,2280.69,6748.65,34.47,42.90,25.20,363072.34,294.00
2014-05-12,2170.73,6748.82,34.37,45.70,22.50,366798.75,292.00
2014-05-13,1954.77,6748.97,37.69,53.30,21.50,370096.81,292.00
2014-05-14,2410.83,6749.16,42.51,58.50,26.20,374297.47,293.00
2014-05-15,2750.75,6749.38,47.46,65.50,33.60,379164.41,297.00
2014-05-16,4320.15,6749.74,46.63,64.50,36.10,387146.19,296.00
2014-05-17,5231.03,6750.18,47.77,65.90,37.40,396928.72,299.00
2014-05-18,7177.10,6750.79,48.48,60.40,36.90,410565.28,302.00
2014-05-19,6533.59,6751.34,43.74,58.30,30.50,422923.47,303.00
2014-05-20,5535.28,6751.80,43.85,60.70,31.40,433295.59,306.00
2014-05-21,7492.87,6752.43,49.91,67.80,34.10,447592.19,285.00
2014-05-22,8653.09,6753.15,52.10,72.50,34.10,463985.75,388.00
2014-05-23,9210.63,6753.90,54.62,71.30,38.30,481175.75,544.00
2014-05-24,9912.27,6754.70,52.39,71.40,38.80,499630.50,608.00
2014-05-25,10545.56,6755.55,52.97,71.70,38.10,519327.47,615.00
2014-05-26,11096.07,6756.44,56.44,73.30,37.40,540084.63,631.00
2014-05-27,11870.62,6757.38,57.66,74.70,38.20,562140.06,751.00
2014-05-28,12024.77,6758.31,59.33,76.90,39.70,584104.56,951.00
2014-05-29,11586.70,6759.17,55.55,67.30,44.90,604527.75,1290.00
2014-05-30,10324.95,6759.89,52.77,71.90,34.00,621734.25,1650.00
2014-05-31,9426.53,6760.52,54.23,69.00,42.10,636861.25,1800.00
2014-06-01,8978.98,6761.11,49.79,63.40,38.00,651060.88,1820.00
