date,mm,mx,id,fb,mn,af
1990-02-27,34.15,51.93,808.85,3155.23,21.98,136464.47
1990-02-28,34.53,50.44,827.33,3155.88,20.33,137764.30
1990-03-01,40.05,50.44,815.65,3156.52,33.85,139038.97
1990-03-02,35.25,38.96,839.23,3157.18,30.31,140358.44
1990-03-03,38.85,46.43,981.67,3157.98,33.61,141958.44
1990-03-04,37.74,45.33,1044.51,3158.84,31.25,143681.11
1990-03-05,41.20,49.65,890.00,3159.55,31.80,145095.33
1990-03-06,42.16,51.77,791.48,3160.15,32.20,146310.17
1990-03-07,41.95,55.55,923.24,3160.85,29.29,147784.36
1990-03-08,39.57,46.35,955.52,3161.58,28.97,149320.59
1990-03-09,37.50,55.31,901.09,3162.26,23.39,150746.88
1990-03-10,39.13,47.68,956.01,3162.99,32.04,152278.13
1990-03-11,32.42,36.05,969.87,3163.73,27.72,153834.89
1990-03-12,30.19,39.59,851.40,3164.36,20.64,155154.69
1990-03-13,33.00,41.24,821.15,3164.96,26.30,156412.50
1990-03-14,34.76,44.78,783.55,3165.52,27.64,157593.75
1990-03-15,38.05,50.28,736.82,3166.04,25.91,158680.34
1990-03-16,42.80,59.01,782.90,3166.60,28.74,159856.34
1990-03-17,45.55,59.32,816.05,3167.19,36.36,161098.09
1990-03-18,47.99,67.65,846.51,3167.81,33.61,162398.27
1990-03-19,50.48,64.35,985.59,3168.56,40.84,163972.34
1990-03-20,47.23,61.44,1120.60,3168.98,33.77,164856.17
1990-03-21,46.20,61.21,1272.66,3169.27,33.22,165462.44
1990-03-22,50.17,65.77,1340.94,3169.62,36.68,166200.17
1990-03-23,44.86,50.75,1583.94,3170.19,38.25,167413.94
1990-03-24,40.10,51.07,1353.74,3170.53,28.82,168165.16
1990-03-25,43.08,58.85,1020.51,3170.57,28.82,168249.48
1990-03-26,45.99,64.04,1702.69,3171.22,34.16,169682.92
1990-03-27,46.21,63.33,1192.63,3171.41,34.40,170100.70
1990-03-28,47.22,59.08,1227.40,3171.63,33.77,170587.45
1990-03-29,46.14,58.93,1184.04,3171.81,31.96,170982.23
1990-03-30,47.44,62.47,1410.19,3172.19,31.88,171821.61
1990-03-31,50.26,68.20,1587.09,3172.73,34.40,173005.92
1990-04-01,54.23,73.63,1724.43,3173.39,36.84,174454.70
1990-04-02,57.21,76.77,2010.58,3174.29,39.67,176455.19
1990-04-03,56.86,74.65,2233.37,3175.37,39.67,178883.70
1990-04-04,55.55,72.69,2846.17,3176.96,38.49,182507.84
1990-04-05,51.54,66.63,2434.11,3177.40,36.05,183521.61
1990-04-06,53.54,69.62,2438.75,3177.38,37.78,183473.52
1990-04-07,57.71,69.07,2406.44,3177.33,42.73,183361.33
1990-04-08,50.70,56.41,2463.00,3177.33,44.46,183361.33
1990-04-09,47.39,61.21,2428.65,3177.30,35.18,183293.20
1990-04-10,53.13,72.06,2298.93,3176.26,35.66,180897.03
1990-04-11,58.46,69.70,2302.13,3174.72,45.56,177424.23
1990-04-12,52.15,60.34,2383.40,3173.27,42.18,174197.91
1990-04-13,53.81,69.54,2369.95,3171.83,39.51,171028.22
1990-04-14,58.46,76.22,2344.27,3170.41,40.92,167896.86
1990-04-15,62.02,81.10,2541.48,3169.16,43.52,165236.00
1990-04-16,64.53,81.49,2785.45,3167.26,51.46,161244.17
1990-04-17,57.67,74.65,2919.55,3165.03,47.21,156558.33
1990-04-18,55.07,67.50,2945.40,3162.02,46.43,150243.75
1990-04-19,58.99,75.60,2745.39,3158.45,44.23,142897.75
1990-04-20,58.59,72.06,3416.62,3155.63,49.57,137258.00
1990-04-21,51.56,56.25,3240.50,3152.81,48.39,131618.00
1990-04-22,51.79,59.48,3042.52,3149.99,48.71,125984.00
1990-04-23,50.27,57.43,3256.99,3147.02,46.43,120341.00
1990-04-24,49.94,57.20,3574.68,3144.30,43.44,115252.77
1990-04-25,45.40,53.27,3269.60,3141.38,35.42,109985.86
1990-04-26,45.40,51.85,3118.23,3138.45,36.99,104865.00
1990-04-27,42.57,45.40,2899.05,3135.59,37.78,100003.62
1990-04-28,40.59,50.99,5008.98,3135.21,33.85,99356.97
1990-04-29,38.96,46.03,4434.15,3134.23,36.05,97689.16
1990-04-30,45.13,56.96,3741.34,3132.58,33.22,94885.21
1990-05-01,48.43,60.58,3375.16,3130.69,33.77,91672.31
1990-05-02,55.84,65.06,3194.68,3128.73,43.44,88468.38
1990-05-03,58.06,70.25,2983.74,3126.72,43.05,85252.66
1990-05-04,60.33,74.89,2873.88,3124.79,45.25,82225.64
1990-05-05,63.51,82.43,2900.28,3123.09,46.66,79637.77
1990-05-06,57.20,83.22,3108.10,3121.86,47.21,77789.38
1990-05-07,42.40,50.99,3397.41,3122.48,34.01,78718.45
1990-05-08,44.25,56.41,3169.76,3123.42,32.51,80132.19
1990-05-09,49.46,66.40,2804.50,3123.82,32.51,80732.19
1990-05-10,55.09,71.43,2725.31,3123.61,35.50,80415.45
1990-05-11,55.74,65.22,2619.56,3122.75,44.30,79125.32
1990-05-12,52.31,61.29,2548.94,3121.87,40.37,77802.23
1990-05-13,53.28,62.47,2475.46,3121.00,38.80,76500.00
1990-05-14,50.90,57.12,2374.40,3120.12,42.34,75179.80
1990-05-15,47.32,60.34,2323.86,3119.03,32.51,73644.31
1990-05-16,53.80,70.33,2393.59,3117.85,34.71,71991.26
1990-05-17,57.83,72.61,2269.16,3116.39,43.75,69944.64
1990-05-18,55.24,65.06,2276.68,3114.94,42.81,67970.45
1990-05-19,53.77,65.37,2266.05,3113.50,43.99,66050.55
1990-05-20,50.49,59.79,2375.77,3112.27,40.77,64451.41
1990-05-21,56.79,68.44,1683.10,3109.65,46.19,61046.00
1990-05-22,59.03,73.39,2887.87,3108.84,50.20,59990.54
1990-05-23,58.38,72.37,2542.60,3107.89,28.42,58758.02
1990-05-24,44.76,52.32,2974.84,3107.80,39.27,58642.66
1990-05-25,49.51,63.57,3265.20,3108.15,34.16,59097.27
1990-05-26,54.58,65.14,3661.50,3109.10,43.83,60330.00
1990-05-27,52.80,57.91,3677.13,3110.05,44.70,61562.00
1990-05-28,57.50,63.41,3481.76,3110.99,51.54,62783.35
1990-05-29,55.27,64.82,3302.23,3112.74,49.57,65060.82
1990-05-30,51.73,65.06,6051.31,3119.12,45.56,73768.86
1990-05-31,43.66,51.38,5105.56,3123.94,36.05,80912.45
1990-06-01,47.39,60.81,4911.33,3127.84,33.53,87042.02
1990-06-02,55.04,68.28,4145.26,3130.47,44.54,91307.00
1990-06-03,61.96,80.08,4172.25,3132.98,49.18,95566.00
1990-06-04,58.50,68.36,4347.31,3136.34,47.84,101279.00
1990-06-05,58.02,72.29,3906.58,3139.91,41.71,107347.59
1990-06-06,56.93,71.35,4049.85,3142.36,47.84,111748.62
1990-06-07,58.78,68.99,4043.52,3144.18,50.36,115032.30
1990-06-08,62.36,79.45,4165.49,3145.59,45.72,117639.55
1990-06-09,65.24,85.34,4268.27,3146.82,49.89,119956.78
1990-06-10,62.25,71.51,4612.16,3148.34,52.72,122847.02
1990-06-11,53.35,65.06,4942.28,3150.52,38.49,127040.63
1990-06-12,50.02,59.64,4231.29,3152.32,42.10,130637.23
1990-06-13,51.49,62.94,2921.51,3152.86,36.99,131721.22
1990-06-14,55.76,65.85,4253.86,3154.72,48.24,135441.94
1990-06-15,55.71,69.54,3430.81,3155.56,42.50,137119.58
1990-06-16,59.29,75.75,3352.37,3155.83,43.20,137663.78
1990-06-17,61.91,74.65,3194.10,3155.76,51.77,137525.13
1990-06-18,61.38,75.28,3182.71,3155.79,54.13,137584.06
1990-06-19,63.42,77.56,3272.25,3155.97,47.53,137937.61
1990-06-20,66.55,81.49,3444.99,3156.31,49.57,138619.91
1990-06-21,70.42,89.35,3576.45,3156.77,51.46,139541.13
1990-06-22,75.79,94.39,3713.90,3157.14,55.08,140278.78
1990-06-23,73.46,88.65,3718.97,3157.37,57.83,140742.86
1990-06-24,74.20,93.60,3723.47,3157.60,55.15,141200.00
1990-06-25,75.01,93.28,3511.83,3157.46,56.57,140916.02
1990-06-26,72.72,91.24,3368.05,3157.00,54.13,140001.73
1990-06-27,69.32,87.15,3288.19,3156.48,51.54,138962.77
1990-06-28,69.52,86.84,3156.07,3155.85,52.24,137705.38
1990-06-29,75.97,99.02,3030.53,3155.12,53.90,136242.64
1990-06-30,77.26,97.06,3307.88,3154.32,57.59,134637.78
1990-07-01,78.22,95.33,2862.65,3153.48,64.20,132961.05
1990-07-02,67.99,84.64,2845.58,3152.46,55.08,130921.21
1990-07-03,59.97,77.95,2860.17,3151.17,41.79,128337.08
1990-07-04,69.91,91.55,2642.22,3149.60,49.18,125241.31
1990-07-05,72.80,89.27,2621.97,3148.22,55.55,122617.11
1990-07-06,68.17,81.81,2598.34,3146.99,54.45,120285.22
1990-07-07,67.34,82.91,2515.23,3145.73,50.36,117901.55
1990-07-08,73.32,93.21,2495.10,3144.48,53.50,115585.06
1990-07-09,76.61,93.68,2441.61,3143.21,59.79,113275.52
1990-07-10,78.84,96.74,2402.47,3141.74,60.66,110634.48
1990-07-11,80.42,100.36,2320.65,3140.16,61.44,107785.52
1990-07-12,80.05,100.52,2370.60,3138.64,61.84,105190.34
1990-07-13,81.80,96.67,2467.98,3137.05,64.67,102484.85
1990-07-14,79.28,94.39,2297.44,3135.32,62.07,99544.23
1990-07-15,78.72,94.07,2257.17,3133.66,60.89,96724.08
1990-07-16,78.99,95.09,2194.86,3131.89,60.42,93712.90
1990-07-17,76.36,91.71,2149.96,3130.08,58.85,90634.48
1990-07-18,77.15,91.95,2192.99,3128.06,62.07,87393.47
1990-07-19,64.25,90.00,2187.93,3125.85,59.32,83868.70
1990-07-20,80.13,88.65,2153.64,3123.66,68.60,80490.13
1990-07-21,74.53,91.32,2212.57,3121.42,57.12,77129.28
1990-07-22,78.29,97.06,2200.34,3119.29,59.08,74005.98
1990-07-23,77.25,90.22,2278.63,3116.89,64.43,70645.24
1990-07-24,69.51,79.13,2241.38,3114.36,60.50,67188.81
1990-07-25,59.38,76.77,2871.54,3111.14,49.73,62980.96
1990-07-26,62.77,77.48,2306.09,3108.21,49.49,59174.85
1990-07-27,76.66,88.25,2335.60,3106.62,55.31,57105.29
1990-07-28,74.28,92.81,2138.25,3105.00,55.70,55048.93
1990-07-29,75.80,96.98,2148.52,3102.90,56.41,52479.39
1990-07-30,79.02,99.18,2125.10,3100.24,59.56,49286.20
1990-07-31,77.04,88.57,2198.60,3096.80,61.21,45481.12
1990-08-01,74.99,89.35,1999.09,3094.10,58.30,42605.27
1990-08-02,70.47,86.05,1714.74,3090.75,52.87,39248.73
1990-08-03,72.55,89.59,1808.44,3087.28,54.21,36052.24
1990-08-04,75.01,94.78,2303.54,3084.80,54.52,33879.43
1990-08-05,78.87,102.40,2223.98,3082.40,56.18,31919.73
1990-08-06,82.23,106.73,2086.51,3079.23,59.64,29401.73
1990-08-07,82.57,103.82,1923.42,3077.51,61.05,28083.56
1990-08-08,83.13,106.02,2135.57,3077.58,63.09,28134.28
1990-08-09,83.69,98.87,2060.41,3077.45,65.22,28037.91
1990-08-10,80.53,93.99,2058.73,3077.24,67.97,27880.69
1990-08-11,79.87,93.28,2045.50,3076.90,63.33,27625.82
1990-08-12,79.82,94.62,2032.16,3076.46,62.62,27294.89
1990-08-13,78.77,97.53,2058.86,3077.23,59.32,27871.81
1990-08-14,80.51,100.44,2084.85,3078.59,60.19,28906.88
1990-08-15,78.27,95.64,1707.42,3078.82,60.81,29086.23
1990-08-16,75.11,85.97,1269.93,3079.18,61.44,29363.77
1990-08-17,72.15,84.01,1109.34,3079.77,58.61,29820.65
1990-08-18,62.69,68.83,1028.97,3080.13,59.01,30104.23
1990-08-19,60.56,69.62,1055.58,3080.49,55.08,30391.00
1990-08-20,60.96,68.36,1179.06,3081.09,54.92,30873.10
1990-08-21,62.41,75.20,1124.47,3081.50,50.44,31199.32
1990-08-22,66.32,77.32,1092.61,3081.78,55.86,31422.67
1990-08-23,66.95,82.12,1065.93,3081.95,52.56,31559.39
1990-08-24,62.92,72.21,1060.48,3082.07,54.92,31655.55
1990-08-25,62.17,70.72,1116.47,3082.29,52.64,31833.02
1990-08-26,66.97,76.46,1076.52,3082.38,56.96,31903.47
1990-08-27,71.58,84.40,1051.78,3082.39,53.58,31912.96
1990-08-28,72.73,88.17,1030.31,3082.32,53.74,31856.05
1990-08-29,74.86,95.49,1003.60,3082.14,59.48,31712.45
1990-08-30,69.63,76.38,979.17,3081.88,59.08,31502.54
1990-08-31,66.32,100.99,971.39,3081.60,47.29,31279.19
1990-09-01,68.00,91.16,987.39,3081.32,50.59,31055.84
1990-09-02,73.44,89.59,981.43,3081.01,55.00,30806.77
1990-09-03,75.55,89.27,981.79,3080.70,58.77,30560.41
1990-09-04,84.89,93.83,986.61,3080.41,62.86,30327.58
1990-09-05,79.09,91.87,967.92,3080.08,64.35,30063.62
1990-09-06,72.36,86.21,983.42,3079.79,59.56,29836.36
1990-09-07,77.09,86.37,1046.94,3079.72,57.98,29782.69
1990-09-08,75.92,91.95,993.02,3079.46,54.76,29582.39
1990-09-09,72.86,89.90,974.52,3079.16,53.50,29349.37
1990-09-10,72.20,92.34,965.25,3078.84,51.30,29101.94
1990-09-11,72.01,93.21,954.34,3078.50,52.48,28838.81
1990-09-12,70.24,88.80,942.76,3078.14,53.97,28558.66
1990-09-13,67.51,86.68,940.75,3077.78,48.94,28286.43
1990-09-14,68.42,88.41,950.47,3078.00,49.57,28450.00
1990-09-15,66.91,82.36,971.49,3078.64,51.93,28944.85
1990-09-16,59.47,72.84,960.96,3079.24,45.17,29410.89
1990-09-17,59.15,74.10,841.52,3079.53,45.25,29636.06
1990-09-18,60.52,75.99,654.42,3079.34,44.23,29488.13
1990-09-19,63.21,76.77,654.08,3079.15,50.75,29341.51
1990-09-20,60.61,74.49,652.42,3078.96,45.72,29193.58
1990-09-21,60.41,78.35,640.65,3079.98,43.99,29984.29
1990-09-22,64.29,87.15,965.25,3081.00,45.48,30800.00
1990-09-23,67.34,85.89,411.40,3082.02,50.04,31616.00
1990-09-24,68.51,85.27,484.40,3083.22,54.05,32576.80
1990-09-25,67.21,82.51,610.29,3084.69,53.90,33787.30
1990-09-26,66.33,76.93,602.48,3086.09,57.59,34982.30
1990-09-27,64.77,77.32,626.26,3087.47,51.38,36224.47
1990-09-28,63.44,79.21,611.21,3088.82,47.13,37436.78
1990-09-29,62.97,78.90,580.55,3090.09,48.08,38588.29
1990-09-30,62.19,81.41,611.16,3091.30,46.19,39800.51
1990-10-01,64.67,83.85,590.12,3092.52,46.35,40971.00
1990-10-02,51.82,66.79,589.41,3093.64,46.03,42140.07
1990-10-03,45.38,54.45,635.72,3094.24,37.86,43401.00
1990-10-04,65.16,74.81,587.40,3095.97,42.50,44566.10
1990-10-05,57.18,67.97,633.92,3097.11,45.25,45823.47
1990-10-06,45.48,53.03,620.50,3098.23,36.05,47054.21
1990-10-07,42.49,53.66,553.17,3099.23,30.47,48151.40
1990-10-08,42.86,56.41,705.08,3100.46,28.74,49549.91
1990-10-09,47.12,65.61,648.29,3101.53,31.88,50835.77
1990-10-10,47.80,59.64,610.16,3102.54,38.49,52046.00
1990-10-11,42.60,55.23,623.55,3103.57,30.15,53282.79
1990-10-12,47.39,62.07,695.94,3104.69,37.46,54663.17
1990-10-13,52.03,56.33,636.12,3105.70,44.23,55924.89
1990-10-14,45.08,57.43,655.52,3106.71,34.24,57225.09
1990-10-15,51.09,62.62,582.72,3107.60,43.60,58380.89
1990-10-16,46.10,52.40,838.35,3108.88,33.93,60043.73
1990-10-17,40.13,56.96,720.79,3109.98,25.44,61473.40
1990-10-18,48.26,60.97,701.85,3111.05,40.22,62865.50
1990-10-19,42.21,47.21,694.16,3112.11,35.89,64242.34
1990-10-20,37.37,48.55,687.38,3113.16,25.83,65605.73
1990-10-21,41.25,52.72,669.11,3114.17,29.45,66932.88
1990-10-22,43.65,49.73,746.30,3115.27,34.87,68413.15
1990-10-23,41.98,57.04,731.00,3116.33,30.62,69863.07
1990-10-24,46.84,66.79,699.18,3117.32,32.59,71249.88
1990-10-25,53.96,75.36,712.08,3118.33,40.53,72662.27
1990-10-26,52.01,67.03,685.91,3119.30,40.84,74022.76
1990-10-27,53.80,76.46,688.23,3120.26,36.68,75387.84
1990-10-28,55.51,73.24,740.71,3121.24,42.10,76857.02
1990-10-29,52.44,66.24,643.77,3122.09,42.57,78133.91
1990-10-30,56.95,68.76,712.76,3123.03,45.72,79547.64
1990-10-31,48.58,57.91,719.25,3123.98,40.77,80974.25
1990-11-01,39.88,44.54,757.13,3124.95,36.05,82476.00
1990-11-02,37.39,43.75,695.45,3125.84,30.07,83855.41
1990-11-03,36.46,47.13,680.92,3126.69,24.18,85206.00
1990-11-04,41.13,42.89,788.68,3127.67,38.88,86770.33
1990-11-05,39.97,43.99,790.96,3128.65,35.11,88339.17
1990-11-06,38.11,47.61,717.96,3129.54,30.94,89763.23
1990-11-07,33.07,39.04,663.29,3130.34,25.67,91078.85
1990-11-08,40.80,49.34,744.33,3131.21,34.87,92555.20
1990-11-09,47.70,59.95,773.81,3132.11,40.06,94090.02
1990-11-10,43.50,55.94,719.27,3132.95,33.06,95516.68
1990-11-11,43.61,58.30,729.59,3133.80,32.67,96963.80
1990-11-12,43.46,58.22,727.12,3134.65,32.43,98406.02
1990-11-13,47.79,59.64,669.74,3135.43,37.23,99734.42
1990-11-14,44.71,50.44,702.19,3136.25,34.79,101127.20
1990-11-15,,,632.86,3136.97,,102382.45
1990-11-16,,,635.80,3137.70,,103643.55
1990-11-17,,,626.16,3138.43,,104885.52
1990-11-18,44.04,48.55,607.34,3139.17,40.37,106090.17
1990-11-19,36.94,43.20,875.08,3140.18,28.66,107825.86
1990-11-20,34.29,39.67,391.17,3140.98,30.86,108601.73
1990-11-21,33.49,36.44,1087.43,3141.81,30.94,110758.62
1990-11-22,38.89,45.80,697.84,3142.58,34.08,112142.76
1990-11-23,37.79,45.01,707.23,3143.36,31.33,113545.52
1990-11-24,39.69,48.24,656.15,3144.08,31.96,114846.98
1990-11-25,37.70,46.74,716.85,3144.85,34.63,116268.83
1990-11-26,32.44,36.84,710.40,3145.61,26.30,117677.89
1990-11-27,28.48,32.43,680.33,3146.33,25.59,119027.31
1990-11-28,31.96,37.23,650.75,3147.01,26.30,120318.06
1990-11-29,34.44,39.51,596.11,3147.63,28.50,121500.43
1990-11-30,36.64,45.56,698.78,3148.36,25.51,122886.43
1990-12-01,28.67,36.05,602.74,3148.99,21.27,124081.94
1990-12-02,31.84,36.36,650.75,3149.65,27.17,125372.69
1990-12-03,29.39,36.29,651.40,3150.31,21.19,126664.73
1990-12-04,35.09,38.96,651.41,3150.98,31.88,127956.78
1990-12-05,33.99,40.22,676.29,3151.65,27.48,129298.19
1990-12-06,28.47,35.50,636.69,3152.28,21.58,130561.04
1990-12-07,28.13,36.91,555.24,3152.83,20.33,131662.34
1990-12-08,31.89,43.12,663.49,3153.48,24.41,132978.36
1990-12-09,34.54,44.30,667.11,3154.13,26.46,134301.56
1990-12-10,36.14,41.95,643.10,3154.79,28.97,135577.13
1990-12-11,35.40,40.77,777.65,3155.56,26.54,137119.58
1990-12-12,26.94,33.14,494.52,3156.05,21.50,138100.44
1990-12-13,29.03,31.25,806.67,3156.85,25.91,139700.44
1990-12-14,21.44,25.91,635.56,3157.48,16.94,140961.05
1990-12-15,20.51,26.77,321.27,3157.80,15.84,141598.27
1990-12-16,20.60,26.77,754.77,3158.55,12.93,143095.33
1990-12-17,27.31,31.80,707.75,3159.25,21.11,144499.14
1990-12-18,33.91,42.02,733.97,3159.98,24.89,145954.94
1990-12-19,20.35,26.61,644.54,3160.59,10.58,147233.36
1990-12-20,2.58,10.26,594.22,3161.15,-4.52,148411.98
1990-12-21,-7.12,-0.04,522.48,3161.64,-14.27,149448.31
1990-12-22,-12.26,-7.51,443.31,3162.06,-16.63,150327.61
1990-12-23,-9.20,-2.47,444.82,3162.48,-15.05,151209.89
1990-12-24,-3.57,3.97,520.19,3162.97,-10.18,152241.67
1990-12-25,-3.37,5.15,634.15,3163.57,-12.77,153499.48
1990-12-26,9.99,16.32,696.64,3164.23,4.44,154881.25
1990-12-27,21.61,26.14,722.38,3164.91,16.47,156314.06
1990-12-28,22.92,29.05,749.95,3165.62,16.08,157801.56
1990-12-29,-2.22,14.51,612.45,3166.20,-13.17,159016.34
1990-12-30,-0.87,9.79,559.76,3166.73,-14.90,160126.61
1990-12-31,14.15,22.21,692.33,3167.38,9.48,161499.83
1991-01-01,13.99,18.67,696.01,3168.04,8.45,162880.34
1991-01-02,9.66,16.16,583.70,3168.59,3.89,164038.09
1991-01-03,8.43,15.69,635.25,3169.19,3.97,165298.09
1991-01-04,5.99,12.62,592.90,3169.75,0.91,166474.09
1991-01-05,4.98,11.60,651.62,3170.35,-0.59,167766.55
1991-01-06,12.86,19.07,666.65,3170.95,4.84,169088.84
1991-01-07,25.91,36.05,510.15,3171.41,18.75,170100.70
1991-01-08,25.49,34.48,467.62,3171.83,19.85,171028.22
1991-01-09,18.64,24.18,942.99,3172.68,11.36,172898.61
1991-01-10,27.55,32.43,597.09,3173.22,22.37,174082.92
1991-01-11,35.43,41.24,823.18,3173.96,31.96,175715.67
1991-01-12,35.16,38.17,703.17,3174.58,32.90,177110.38
1991-01-13,34.50,39.12,1874.76,3176.23,31.96,180828.92
1991-01-14,32.94,36.29,662.62,3176.80,30.07,182143.20
1991-01-15,37.77,41.87,959.59,3177.63,31.73,184046.52
1991-01-16,31.95,37.86,719.94,3178.25,25.12,185474.50
1991-01-17,35.74,42.89,706.89,3178.86,29.52,186876.59
1991-01-18,33.73,43.36,696.77,3179.46,26.85,188258.61
1991-01-19,32.22,36.29,524.60,3179.91,25.83,189299.13
1991-01-20,26.16,32.12,838.25,3180.61,19.77,190961.78
1991-01-21,21.12,29.76,595.29,3181.10,13.41,192142.52
1991-01-22,22.76,31.65,556.51,3181.56,14.59,193246.34
1991-01-23,24.09,35.18,626.58,3182.08,16.16,194489.14
1991-01-24,24.38,34.71,654.80,3182.62,16.08,195787.92
1991-01-25,22.53,31.49,639.65,3183.15,16.79,197056.64
1991-01-26,21.73,31.25,632.50,3183.67,12.38,198311.19
1991-01-27,22.91,33.38,638.42,3184.20,13.49,199577.48
1991-01-28,21.93,31.49,595.50,3184.69,13.17,200758.64
1991-01-29,17.92,26.14,623.21,3185.20,9.08,201994.75
1991-01-30,21.01,30.47,604.82,3185.68,11.60,203194.39
1991-01-31,25.99,37.07,670.58,3186.21,18.36,204524.47
1991-02-01,29.76,40.45,694.11,3186.76,18.12,205901.22
1991-02-02,36.79,44.30,655.07,3187.28,30.15,207200.53
1991-02-03,38.16,47.21,719.60,3187.85,32.75,208627.84
1991-02-04,39.23,51.54,690.03,3188.40,29.45,209996.50
1991-02-05,39.04,47.76,669.87,3188.93,33.14,211325.17
1991-02-06,33.88,45.96,694.03,3189.48,25.99,212701.75
1991-02-07,34.08,47.76,654.53,3190.00,23.78,214000.00
1991-02-08,32.70,43.91,709.36,3190.54,23.78,215407.00
1991-02-09,31.71,41.79,720.64,3191.09,24.96,216836.36
1991-02-10,30.20,42.02,744.80,3191.66,21.58,218313.64
1991-02-11,30.22,40.06,734.33,3192.22,21.74,219770.17
1991-02-12,34.43,44.93,722.11,3192.77,25.59,221202.45
1991-02-13,37.60,46.19,758.11,3193.35,31.17,222706.13
1991-02-14,42.57,54.05,787.42,3193.95,35.66,224267.95
1991-02-15,41.28,54.60,774.88,3194.54,30.39,225804.91
1991-02-16,39.99,44.38,942.88,3195.26,31.65,227675.09
1991-02-17,34.39,42.81,958.98,3195.99,29.52,229577.19
1991-02-18,32.49,40.84,862.39,3196.65,23.94,231287.72
1991-02-19,37.41,45.88,798.59,3197.26,31.96,232871.70
1991-02-20,38.86,54.05,760.24,3197.84,28.82,234379.61
1991-02-21,41.88,58.06,766.41,3198.22,30.00,235370.17
1991-02-22,43.14,56.02,781.37,3198.41,32.28,235862.81
1991-02-23,38.80,51.30,823.57,3198.57,27.72,236282.45
1991-02-24,39.00,47.84,808.48,3198.72,30.31,236670.17
1991-02-25,35.92,49.18,825.99,3198.79,24.02,236852.63
1991-02-26,36.60,50.67,842.39,3198.82,23.78,236934.73
1991-02-27,36.06,54.76,824.00,3198.84,22.84,236980.34
1991-02-28,37.20,53.03,840.10,3198.87,22.92,237057.89
1991-03-01,40.77,48.39,922.89,3198.96,36.91,237299.66
1991-03-02,41.43,47.37,984.14,3199.10,37.07,237660.92
1991-03-03,46.14,58.14,959.93,3199.22,36.13,237972.19
1991-03-04,43.32,49.96,1196.33,3199.52,37.07,238750.36
1991-03-05,33.42,42.18,1510.33,3200.05,26.69,240147.38
1991-03-06,28.93,36.60,1228.01,3200.35,24.33,240982.45
1991-03-07,31.34,38.64,1035.85,3200.51,22.53,241434.39
1991-03-08,35.45,45.40,1031.89,3200.67,26.22,241876.48
1991-03-09,43.75,53.50,953.65,3200.77,34.32,242161.41
1991-03-10,40.42,48.16,946.21,3200.87,33.45,242431.58
1991-03-11,34.18,40.37,897.00,3200.87,29.76,242431.58
1991-03-12,32.84,37.15,927.08,3200.41,28.19,241154.39
1991-03-13,37.46,44.23,945.90,3199.73,31.33,239299.64
1991-03-14,36.28,44.30,941.65,3199.02,28.66,237450.36
1991-03-15,33.47,44.38,924.03,3198.30,23.08,235580.00
1991-03-16,36.19,49.10,902.32,3197.57,25.36,233680.48
1991-03-17,39.59,57.12,907.82,3196.85,27.40,231807.72
1991-03-18,45.50,56.33,874.52,3196.11,33.30,229882.81
1991-03-19,41.79,52.09,948.01,3195.43,34.24,228117.55
1991-03-20,39.42,51.30,911.11,3194.73,30.78,226292.98
1991-03-21,39.12,50.59,894.92,3194.02,26.85,224450.17
1991-03-22,37.98,46.51,926.23,3193.34,27.01,222683.36
1991-03-23,40.73,48.31,916.20,3192.66,35.89,220910.53
1991-03-24,42.55,50.83,898.36,3191.97,35.42,219118.19
1991-03-25,35.08,42.57,931.04,3191.31,30.94,217404.55
1991-03-26,37.66,52.56,872.73,3190.61,31.10,215589.14
1991-03-27,36.46,46.11,855.98,3189.90,26.22,213754.39
1991-03-28,40.25,50.28,825.37,3189.15,28.27,211872.81
1991-03-29,40.21,49.41,887.14,3188.45,31.10,210127.63
1991-03-30,43.79,59.79,851.55,3187.73,29.13,208325.75
1991-03-31,51.51,69.38,919.81,3187.07,34.48,206675.13
1991-04-01,51.73,66.63,1190.55,3186.63,38.17,205573.42
1991-04-02,45.37,55.70,1522.95,3186.01,36.84,204026.22
1991-04-03,47.16,59.08,1461.22,3185.11,32.12,201771.45
1991-04-04,55.31,67.65,1542.23,3184.25,43.20,199703.14
1991-04-05,51.77,59.71,1685.19,3183.52,45.40,197946.16
1991-04-06,44.28,50.28,2016.34,3183.07,38.17,196867.83
1991-04-07,39.02,45.64,2055.17,3182.66,33.06,195880.39
1991-04-08,38.29,49.89,1721.81,3181.98,26.54,194245.64
1991-04-09,40.78,46.90,1766.41,3180.00,35.66,189500.00
1991-04-10,35.03,41.87,1638.74,3177.13,30.00,182896.52
1991-04-11,39.60,50.83,1492.06,3173.72,29.60,175182.92
1991-04-12,45.61,56.02,1546.37,3170.13,34.87,167287.45
1991-04-13,41.72,56.33,1555.84,3166.53,27.17,159710.27
1991-04-14,44.35,57.98,1456.58,3162.97,32.28,152241.67
1991-04-15,44.75,52.87,1444.97,3158.19,36.44,142377.81
1991-04-16,42.27,50.52,1465.07,3152.85,36.13,131696.97
1991-04-17,43.32,52.17,1429.35,3147.72,36.91,121671.22
1991-04-18,44.71,53.97,1384.60,3142.66,38.96,112288.62
1991-04-19,48.98,62.78,1319.95,3137.70,35.18,103591.00
1991-04-20,51.22,66.32,1701.69,3133.48,34.79,96414.19
