date,gain,qv,id,mm,mx,mn,fb,af
1982-01-01,408.56,,648.56,,24.81,12.07,4819.38,444678.97
1982-01-02,636.50,,871.50,,23.16,9.87,4819.44,445998.97
1982-01-03,871.61,,1096.61,,25.36,13.56,4819.52,447765.47
1982-01-04,885.14,,1100.14,,29.76,-1.30,4819.60,449538.97
1982-01-05,445.30,,650.30,,19.54,-7.27,4819.64,450428.16
1982-01-06,341.20,,536.20,,13.17,-9.47,4819.67,451091.03
1982-01-07,582.27,,767.27,,13.96,-13.64,4819.72,452212.22
1982-01-08,247.36,,427.36,,25.91,9.79,4819.74,452659.22
1982-01-09,369.63,,537.63,,25.91,2.01,4819.77,453324.94
1982-01-10,602.60,,764.60,,18.91,2.56,4819.82,454440.84
1982-01-11,271.48,,428.48,,28.11,2.01,4819.84,454890.06
1982-01-12,48.00,,202.00,,30.55,13.96,4819.84,454890.06
1982-01-13,168.17,,318.17,,31.17,17.89,4819.85,455120.47
1982-01-14,55.00,,202.00,,37.78,26.61,4819.85,455120.47
1982-01-15,56.00,,202.00,,36.21,27.24,4819.85,455120.47
1982-01-16,2413.52,,2564.52,,39.35,27.32,4820.06,459798.53
1982-01-17,815.09,,969.09,,38.09,27.01,4820.13,461312.09
1982-01-18,826.94,,976.94,,31.17,25.51,4820.20,462841.22
1982-01-19,603.86,,753.86,,26.46,16.47,4820.25,463927.88
1982-01-20,500.19,,647.19,,17.42,-3.81,4820.29,464802.97
1982-01-21,284.91,,426.91,,14.90,-5.86,4820.31,465241.13
1982-01-22,398.06,,535.06,,22.53,7.82,4820.34,465893.81
1982-01-23,935.94,,1096.94,,35.73,20.01,4820.42,467653.03
1982-01-24,383.39,,546.39,,41.00,17.97,4820.45,468320.25
1982-01-25,602.37,,760.37,,44.15,12.62,4820.49,469203.63
1982-01-26,621.58,,776.58,,46.03,27.40,4820.51,469635.19
1982-01-27,592.18,,742.18,,31.65,21.03,4820.50,469419.34
1982-01-28,216.96,,361.96,,31.65,13.17,4820.44,468094.31
1982-01-29,362.23,,502.23,,32.12,10.42,4820.36,466333.44
1982-01-30,172.71,,309.71,,34.01,15.77,4820.24,463714.69
1982-01-31,283.69,,418.69,,34.24,17.89,4820.13,461312.09
1982-02-01,403.86,,536.86,,31.49,17.10,4820.03,459143.88
1982-02-02,503.73,,633.73,,29.60,17.26,4819.92,456691.78
1982-02-03,156.92,,286.92,,25.28,2.71,4819.74,452659.22
1982-02-04,186.14,,312.14,,11.60,-9.86,4819.59,449311.41
1982-02-05,267.11,,388.11,,7.98,-21.42,4819.56,448651.13
1982-02-06,69.76,,186.76,,10.97,-21.34,4819.45,446224.88
1982-02-07,441.12,,556.12,,20.64,-3.58,4819.30,442924.63
1982-02-08,355.99,,466.99,,9.40,-20.48,4819.14,439447.59
1982-02-09,475.85,,586.85,,19.62,-4.91,4818.99,436208.28
1982-02-10,409.12,,518.12,,8.22,-20.64,4818.82,432554.97
1982-02-11,513.49,,618.49,,31.96,-14.50,4818.65,428942.06
1982-02-12,482.70,,583.70,,39.74,-3.34,4818.48,425359.31
1982-02-13,849.27,,952.27,,36.52,25.12,4818.36,422844.81
1982-02-14,1983.48,,2109.48,,38.80,33.77,4818.34,422427.25
1982-02-15,1662.68,,1799.68,,39.98,32.35,4818.28,421177.03
1982-02-16,2078.30,,2230.30,,43.91,34.79,4818.26,420761.09
1982-02-17,1748.10,,1909.10,,40.22,31.49,4818.21,419727.91
1982-02-18,1016.07,,1179.07,,39.27,30.31,4818.09,417246.72
1982-02-19,1651.20,,1817.20,,49.65,32.75,4818.03,416011.41
1982-02-20,2170.01,,2339.01,,52.24,35.81,4818.02,415811.09
1982-02-21,4088.75,,4275.75,,51.46,30.39,4818.19,419313.41
1982-02-22,2456.87,,2699.87,,35.58,14.11,4818.26,420761.09
1982-02-23,1922.93,,2204.93,,30.07,9.16,4818.44,424519.63
1982-02-24,1521.59,,1824.59,,29.29,-7.82,4818.59,427672.53
1982-02-25,1093.56,,1404.56,,30.55,-2.87,4818.70,430008.19
1982-02-26,1200.00,,1507.00,,44.78,8.06,4818.82,432554.97
1982-02-27,1211.83,,1514.83,,42.18,22.68,4818.94,435127.19
1982-02-28,899.01,,1193.01,,48.71,8.61,4819.03,437061.09
1982-03-01,1685.56,,1975.56,,44.23,34.40,4819.19,440529.31
1982-03-02,1448.11,,1747.11,,35.58,25.83,4819.28,442487.22
1982-03-03,1298.89,,1592.89,,35.81,24.26,4819.19,440529.31
1982-03-04,1007.07,,1297.07,,39.27,23.23,4819.07,437925.16
1982-03-05,941.36,,1219.36,,38.09,12.15,4818.94,435127.19
1982-03-06,746.69,,1012.69,,40.29,10.81,4818.79,431919.31
1982-03-07,753.84,,1004.84,,46.19,18.52,4818.64,428735.53
1982-03-08,667.82,,907.82,,38.49,15.14,4818.48,425359.31
1982-03-09,881.75,,1121.75,,46.82,33.93,4818.34,422427.25
1982-03-10,913.99,,1146.99,,49.49,28.82,4818.20,419525.41
1982-03-11,1751.01,,1984.01,,43.36,18.52,4818.14,418283.78
1982-03-12,963.35,,1196.35,,36.21,18.99,4818.00,415400.50
1982-03-13,894.32,,1120.32,,43.75,23.78,4817.86,412406.09
1982-03-14,1100.83,,1329.83,,39.59,32.43,4817.74,409866.91
1982-03-15,1017.96,,1243.96,,36.21,19.85,4817.61,407117.75
1982-03-16,726.10,,945.10,,35.97,7.27,4817.45,403775.81
1982-03-17,796.63,,1005.63,,39.74,13.72,4817.30,400653.09
1982-03-18,870.77,,1072.77,,38.88,26.85,4817.15,397564.38
1982-03-19,680.47,,879.47,,35.26,21.90,4816.98,394092.25
1982-03-20,701.56,,894.56,,37.31,20.17,4816.81,390650.06
1982-03-21,619.41,,806.41,,39.04,17.49,4816.63,387033.03
1982-03-22,745.01,,926.01,,41.79,20.95,4816.46,383653.22
1982-03-23,664.07,,839.07,,47.76,16.55,4816.28,380100.97
1982-03-24,787.35,,956.35,,50.36,20.48,4816.11,376781.34
1982-03-25,687.23,,850.23,,54.21,16.00,4815.93,373211.56
1982-03-26,834.27,,997.27,,45.64,30.86,4815.77,369933.41
1982-03-27,952.64,,1115.64,,45.25,34.79,4815.62,366890.06
1982-03-28,959.63,,1128.63,,42.26,28.19,4815.47,363872.47
1982-03-29,852.62,,1018.62,,36.76,20.80,4815.31,360676.34
1982-03-30,1187.33,,1353.33,,35.58,20.25,4815.18,358104.44
1982-03-31,959.26,,1140.26,,35.89,28.03,4815.03,355149.59
1982-04-01,874.66,,1061.66,,36.76,15.84,4814.87,352038.84
1982-04-02,719.84,,906.84,,36.05,10.42,4814.69,348561.50
1982-04-03,1091.39,,1278.39,,39.19,28.50,4814.55,345880.63
1982-04-04,818.20,,1005.20,,37.70,19.46,4814.38,342657.88
1982-04-05,767.12,,948.12,,34.95,14.74,4814.20,339282.25
1982-04-06,1057.41,,1238.41,,36.76,9.71,4814.05,336482.41
1982-04-07,543.34,,721.34,,39.51,8.93,4813.85,332637.13
1982-04-08,540.04,,712.04,,40.77,0.75,4813.65,328773.41
1982-04-09,669.65,,832.65,,45.64,18.12,4813.46,325148.91
1982-04-10,874.14,,1032.14,,51.14,12.54,4813.29,321939.94
1982-04-11,2129.21,,2301.21,,52.64,34.56,4813.25,321188.63
1982-04-12,3391.29,,3581.29,,43.12,33.22,4813.34,322877.13
1982-04-13,3164.37,,3379.37,,50.04,33.30,4813.41,324204.81
1982-04-14,3131.60,,3367.60,,42.10,27.17,4813.48,325528.97
1982-04-15,2326.43,,2566.43,,37.78,19.30,4813.47,325343.38
1982-04-16,1655.13,,1895.13,,44.62,12.78,4813.39,323826.28
1982-04-17,1458.97,,1698.97,,49.57,20.80,4813.29,321939.94
1982-04-18,1545.18,,1781.18,,33.85,22.05,4813.20,320256.34
1982-04-19,1268.88,,1501.88,,39.98,17.02,4813.08,318018.75
1982-04-20,1283.91,,1509.91,,45.96,15.21,4812.96,315797.09
1982-04-21,1483.54,,1702.54,,56.49,18.20,4812.86,313957.50
1982-04-22,1857.06,,2076.06,,64.20,23.47,4812.80,312858.78
1982-04-23,2318.23,,2540.23,,66.79,25.12,4812.79,312680.72
1982-04-24,2574.27,,2814.27,,58.69,27.56,4812.81,313046.22
1982-04-25,2638.49,,2904.49,,56.96,27.72,4812.84,313590.66
1982-04-26,2580.98,,2879.98,,59.08,29.45,4812.88,314324.50
1982-04-27,2633.65,,2971.65,,63.09,28.27,4812.95,315617.03
1982-04-28,2723.82,,3113.82,,51.46,33.61,4813.06,317647.75
1982-04-29,2417.90,,2851.90,,53.97,24.33,4813.15,319317.63
1982-04-30,2211.86,,2671.86,,64.04,23.55,4813.22,320630.41
1982-05-01,2362.96,,2849.96,,70.25,30.86,4813.31,322316.28
1982-05-02,2420.13,,2952.13,,69.38,32.43,4813.41,324204.81
1982-05-03,2495.40,,3120.40,,57.36,31.25,4813.57,327240.31
1982-05-04,2347.27,,3044.27,,47.61,21.98,4813.78,331275.22
1982-05-05,2054.65,,2775.65,,53.97,19.77,4813.96,334777.34
1982-05-06,1999.87,,2739.87,,62.23,26.54,4814.13,337970.47
1982-05-07,2064.70,,2830.70,,56.33,30.39,4814.27,340590.03
1982-05-08,2041.93,,2840.93,,48.31,31.57,4814.41,343229.88
1982-05-09,2226.95,,3038.95,,47.92,31.88,4814.57,346262.50
1982-05-10,2157.44,,2962.44,,51.38,32.35,4814.72,349143.38
1982-05-11,1734.56,,2513.56,,57.04,30.31,4814.80,350677.72
1982-05-12,1820.05,,2586.05,,57.98,28.74,4814.86,351840.13
1982-05-13,1732.28,,2492.28,,64.20,27.79,4814.91,352816.56
1982-05-14,2083.61,,2882.61,,68.05,36.36,4815.00,354567.19
1982-05-15,1978.99,,2866.99,,62.15,38.17,4815.09,356326.50
1982-05-16,2005.70,,3075.70,,67.65,34.24,4815.20,358499.78
1982-05-17,2389.62,,3659.62,,66.24,33.93,4815.40,362465.97
1982-05-18,2779.06,,4209.06,,50.99,38.33,4815.67,367898.81
1982-05-19,2254.10,,3734.10,,57.51,33.45,4815.89,372389.59
1982-05-20,2138.37,,3568.37,,66.63,26.93,4816.10,376591.31
1982-05-21,2297.74,,3717.74,,71.27,32.59,4816.33,381089.31
1982-05-22,2553.97,,4043.97,,68.52,38.41,4816.59,386234.38
1982-05-23,2677.81,,4287.81,,66.16,35.18,4816.87,391863.09
1982-05-24,2504.40,,4224.40,,71.98,39.27,4817.15,397564.38
1982-05-25,2760.68,,4630.68,,79.60,35.81,4817.50,404815.31
1982-05-26,4707.23,,6827.23,,59.08,42.18,4818.05,416423.03
1982-05-27,4054.63,,6634.63,,49.73,32.04,4818.59,427672.53
1982-05-28,3881.23,,6451.23,,49.41,35.66,4819.10,438580.09
1982-05-29,3431.93,,5691.93,,53.74,29.13,4819.53,447981.59
1982-05-30,2589.19,,4539.19,,58.14,29.37,4819.85,455120.47
1982-05-31,2655.21,,4405.21,,67.03,30.07,4820.16,461969.81
1982-06-01,2134.99,,3774.99,,67.58,37.86,4820.39,466997.88
1982-06-02,2273.70,,3933.70,,60.34,41.24,4820.59,471408.53
1982-06-03,2440.19,,4200.19,,59.01,36.76,4820.79,475871.72
1982-06-04,2421.51,,4221.51,,53.19,37.86,4820.99,480377.19
1982-06-05,2698.11,,4468.11,,54.37,33.85,4821.21,485371.78
1982-06-06,2052.58,,3712.58,,54.60,35.42,4821.36,488808.31
1982-06-07,2399.06,,3959.06,,51.93,36.13,4821.53,492733.72
1982-06-08,1813.58,,3273.58,,60.42,28.89,4821.64,495299.50
1982-06-09,1779.45,,3159.45,,67.81,31.80,4821.74,497638.91
1982-06-10,1735.87,,3125.87,,74.81,35.03,4821.81,499277.00
1982-06-11,1870.51,,3390.51,,80.55,37.07,4821.89,501162.31
1982-06-12,2655.25,,4445.25,,66.71,48.79,4822.06,505100.00
1982-06-13,3011.25,,5031.25,,71.11,45.25,4822.28,510200.00
1982-06-14,1923.05,,4073.05,,71.35,50.20,4822.42,513399.44
1982-06-15,3130.75,,5670.75,,79.13,46.66,4822.71,520164.56
1982-06-16,3633.15,,6573.15,,81.02,44.93,4823.16,530841.88
1982-06-17,3644.19,,6824.19,,79.29,47.92,4823.64,542467.38
1982-06-18,3774.09,,7134.09,,79.45,44.93,4824.14,554707.56
1982-06-19,3956.70,,7346.70,,82.20,45.01,4824.66,567345.63
1982-06-20,4296.90,,7756.90,,86.44,46.19,4825.20,580775.50
1982-06-21,3580.30,,7030.30,,82.67,44.62,4825.65,592200.88
1982-06-22,3955.35,,7425.35,,78.35,47.21,4826.11,603993.31
1982-06-23,3785.76,,7275.76,,77.01,47.29,4826.54,614854.31
1982-06-24,3375.24,,6785.24,,78.50,45.25,4826.88,623572.13
1982-06-25,3319.94,,6619.94,,70.48,53.58,4827.17,631109.19
1982-06-26,2982.82,,6132.82,,82.99,43.68,4827.42,637680.06
1982-06-27,3117.04,,6167.04,,78.19,52.24,4827.67,644318.81
1982-06-28,3092.39,,6132.39,,84.87,51.30,4827.81,650750.00
1982-06-29,2780.85,,5930.85,,70.48,46.43,4828.11,656047.56
1982-06-30,2535.14,,5585.14,,78.03,45.17,4828.26,659965.19
1982-07-01,3363.63,,6213.63,,67.10,48.00,4828.41,663919.50
1982-07-02,2119.95,,4809.95,,69.70,46.03,4828.42,664177.25
1982-07-03,1894.26,,4454.26,,65.85,45.17,4828.39,663392.31
1982-07-04,2992.15,,5382.15,,57.59,44.93,4828.43,664447.81
1982-07-05,1901.62,,3991.62,,59.71,40.14,4828.37,662864.25
1982-07-06,1803.91,,3503.91,,71.04,37.31,4828.27,660234.00
1982-07-07,2716.69,,4036.69,,60.26,44.93,4828.21,658660.50
1982-07-08,1280.05,,2092.05,,63.41,44.93,4828.00,653190.19
1982-07-09,1238.18,,1978.18,,71.82,46.43,4827.79,647533.69
1982-07-10,1480.87,,2060.87,,79.21,41.47,4827.63,643251.13
1982-07-11,1345.09,,1994.09,,80.47,46.90,4827.57,641652.63
1982-07-12,1341.01,,2081.01,,84.16,48.16,4827.54,640861.25
1982-07-13,944.06,,1845.06,,83.30,52.64,4827.51,640058.06
1982-07-14,1484.94,,2654.94,,71.27,49.34,4827.54,640861.25
1982-07-15,434.60,,1694.60,,68.83,39.12,4827.50,639799.31
1982-07-16,1330.45,,2380.45,,69.62,39.35,4827.51,640058.06
1982-07-17,542.56,,1167.56,,73.00,37.31,4827.43,637950.75
1982-07-18,679.74,,1200.74,,81.33,39.67,4827.37,636365.44
1982-07-19,578.45,,1012.45,,83.93,46.19,4827.32,635041.38
1982-07-20,418.92,,779.92,,86.76,45.72,4827.27,633732.13
1982-07-21,625.34,,1015.34,,85.27,47.29,4827.25,633207.19
1982-07-22,250.22,,710.22,,84.09,51.30,4827.23,632682.00
1982-07-23,215.06,,713.06,,81.57,46.66,4827.22,632426.25
1982-07-24,142.41,,613.41,,76.70,47.29,4827.21,632157.31
1982-07-25,725.25,,1159.25,,82.43,45.64,4827.24,632951.19
1982-07-26,349.28,,623.28,,89.90,48.94,4827.23,632682.00
1982-07-27,187.62,,365.62,,88.72,53.90,4827.20,631901.75
1982-07-28,448.82,,623.82,,71.90,57.28,4827.19,631633.63
1982-07-29,297.96,,463.96,,84.71,47.45,4827.18,631377.69
1982-07-30,157.48,,304.48,,88.49,48.00,4827.16,630855.00
1982-07-31,184.35,,321.35,,87.07,50.83,4827.14,630332.06
1982-08-01,306.85,,441.85,,79.21,49.96,4827.13,630064.00
1982-08-02,-75.70,,50.30,,74.18,37.15,4827.09,629019.31
1982-08-03,-38.50,,51.50,,74.81,44.46,4827.05,627977.00
1982-08-04,336.01,,449.01,,80.23,38.57,4827.04,627723.13
1982-08-05,-119.43,,52.57,,85.19,39.59,4827.00,626682.94
1982-08-06,130.96,,314.96,,89.75,44.07,4826.98,626163.19
1982-08-07,259.38,,449.38,,84.87,50.04,4826.97,625910.06
1982-08-08,-8.48,,181.52,,86.13,60.81,4826.94,625125.63
1982-08-09,129.03,,316.03,,85.66,54.68,4826.92,624608.00
1982-08-10,131.84,,315.84,,81.49,48.24,4826.90,624090.00
1982-08-11,131.91,,315.91,,68.20,43.60,4826.88,623572.13
1982-08-12,135.28,,316.28,,74.81,37.94,4826.86,623055.00
1982-08-13,21.90,,240.90,,81.81,40.53,4826.83,622287.19
1982-08-14,169.50,,412.50,,77.32,44.62,4826.81,621770.50
1982-08-15,37.13,,280.13,,81.10,41.40,4826.78,620991.25
1982-08-16,46.87,,286.87,,84.09,44.70,4826.75,620225.38
1982-08-17,306.86,,546.86,,87.31,44.15,4826.74,619975.19
1982-08-18,-213.66,,22.34,,84.40,48.86,4826.69,618684.63
1982-08-19,119.32,,355.32,,87.15,48.00,4826.66,617921.63
1982-08-20,222.01,,455.01,,87.78,54.37,4826.63,617279.00
1982-08-21,225.19,,454.19,,90.77,50.44,4826.61,616634.75
1982-08-22,-24.60,,201.40,,86.92,50.67,4826.56,615364.13
1982-08-23,405.97,,627.97,,81.65,42.18,4826.54,614854.31
1982-08-24,-391.67,,-176.67,,84.40,44.62,4826.45,612570.00
1982-08-25,62.02,,277.02,,88.25,40.37,4826.37,610540.94
1982-08-26,21.25,,220.25,,86.29,44.30,4826.28,608260.44
1982-08-27,-75.16,,136.84,,83.30,43.99,4826.18,605755.00
1982-08-28,270.54,,479.54,,83.14,50.04,4826.09,603492.94
1982-08-29,-110.29,,98.71,,74.49,49.26,4825.97,600475.50
1982-08-30,228.73,,437.73,,71.11,48.08,4825.88,598130.50
1982-08-31,-154.31,,54.69,,72.84,37.31,4825.76,595025.75
1982-09-01,123.23,,328.23,,79.53,35.11,4825.66,592463.56
1982-09-02,-9.33,,195.67,,81.73,41.08,4825.55,589638.44
1982-09-03,-258.14,,-53.14,,84.32,46.58,4825.41,586081.81
1982-09-04,511.06,,716.06,,72.21,46.90,4825.32,583793.00
1982-09-05,196.68,,398.68,,78.19,35.03,4825.20,580775.50
1982-09-06,-24.30,,177.70,,79.13,35.11,4825.06,577260.19
1982-09-07,52.47,,248.47,,82.99,41.16,4824.92,573766.25
1982-09-08,-78.31,,179.69,,85.03,39.98,4824.76,569798.69
1982-09-09,657.25,,943.25,,80.08,41.16,4824.66,567345.63
1982-09-10,-199.62,,82.38,,62.47,39.51,4824.49,563185.06
1982-09-11,-321.78,,-27.78,,55.70,26.30,4824.31,558806.00
1982-09-12,543.22,,842.22,,53.58,40.69,4824.20,556152.56
1982-09-13,158.14,,483.14,,52.72,37.86,4824.06,552786.88
1982-09-14,-131.31,,202.69,,49.96,33.69,4823.90,548864.94
1982-09-15,110.33,,435.33,,56.49,27.72,4823.76,545404.44
1982-09-16,5.70,,325.70,,66.79,25.67,4823.61,541726.50
1982-09-17,147.97,,463.97,,70.80,38.96,4823.47,538322.81
1982-09-18,221.97,,587.97,,75.91,39.35,4823.34,535165.06
1982-09-19,1035.46,,1449.46,,73.55,45.88,4823.28,533716.06
1982-09-20,687.06,,1091.06,,61.60,41.47,4823.19,531556.19
1982-09-21,345.96,,730.96,,68.83,35.97,4823.07,528682.06
1982-09-22,373.64,,744.64,,72.37,34.63,4822.95,525835.06
1982-09-23,267.63,,624.63,,76.62,32.98,4822.82,522750.03
1982-09-24,417.72,,760.72,,57.28,38.96,4822.70,519934.94
1982-09-25,548.80,,877.80,,68.44,44.62,4822.59,517352.06
1982-09-26,1278.35,,1594.35,,61.60,43.05,4822.54,516190.44
1982-09-27,106.29,,405.29,,50.28,41.79,4822.39,512710.03
1982-09-28,826.04,,1108.04,,44.62,32.51,4822.30,510623.50
1982-09-29,848.18,,1118.18,,51.93,33.22,4822.21,508557.09
1982-09-30,66.22,,313.22,,55.31,34.40,4822.05,504894.06
1982-10-01,185.58,,418.58,,53.82,34.71,4821.89,501162.31
1982-10-02,542.39,,754.39,,61.92,27.32,4821.76,498096.63
1982-10-03,461.60,,654.60,,55.39,34.24,4821.62,494833.03
1982-10-04,1054.60,,1241.60,,48.24,34.32,4821.53,492733.72
1982-10-05,258.89,,439.89,,52.95,26.46,4821.37,489044.25
1982-10-06,631.14,,797.14,,53.58,25.44,4821.24,486063.38
1982-10-07,745.50,,908.50,,46.98,32.98,4821.12,483323.22
1982-10-08,532.87,,687.87,,45.25,27.24,4820.98,480145.44
1982-10-09,556.63,,698.63,,52.24,25.51,4820.84,476989.00
1982-10-10,349.10,,479.10,,59.71,27.09,4820.68,473416.97
1982-10-11,586.94,,710.94,,63.80,29.05,4820.54,470304.78
1982-10-12,538.59,,653.59,,67.18,32.98,4820.50,469419.34
1982-10-13,241.88,,352.88,,68.60,28.42,4820.52,469861.41
1982-10-14,365.56,,472.56,,70.41,32.04,4820.55,470521.03
1982-10-15,153.50,,254.50,,64.82,33.45,4820.56,470748.13
1982-10-16,265.72,,362.72,,64.59,35.58,4820.58,471191.88
1982-10-17,377.27,,470.27,,56.41,29.05,4820.61,471852.91
1982-10-18,44.00,,135.00,,42.18,23.94,4820.61,471852.91
1982-10-19,165.06,,250.06,,50.83,16.00,4820.62,472081.13
1982-10-20,288.35,,369.35,,52.64,16.87,4820.64,472526.13
1982-10-21,-112.35,,-34.35,,60.58,32.98,4820.62,472081.13
1982-10-22,223.20,,299.20,,58.61,44.15,4820.63,472297.72
1982-10-23,1909.89,,1991.89,,56.33,37.70,4820.79,475871.72
1982-10-24,527.77,,626.77,,61.13,37.07,4820.83,476769.78
1982-10-25,330.23,,449.23,,52.48,39.51,4820.86,477438.66
1982-10-26,1433.51,,1591.51,,46.03,30.78,4820.99,480377.19
1982-10-27,622.23,,809.23,,41.87,27.40,4821.05,481726.41
1982-10-28,115.00,,305.00,,42.89,21.03,4821.06,481958.47
1982-10-29,1699.88,,1911.88,,36.29,32.20,4821.21,485371.78
1982-10-30,886.03,,1108.03,,44.85,33.06,4821.29,487204.56
1982-10-31,310.60,,529.60,,42.34,26.14,4821.32,487888.06
1982-11-01,782.35,,997.35,,43.68,24.81,4821.39,489505.28
1982-11-02,340.00,,545.00,,45.80,17.26,4821.39,489505.28
1982-11-03,361.61,,551.61,,42.18,19.77,4821.31,487663.84
1982-11-04,614.72,,798.72,,44.54,24.49,4821.26,486510.88
1982-11-05,128.00,,300.00,,46.74,31.57,4821.26,486510.88
1982-11-06,562.28,,725.28,,46.19,22.29,4821.31,487663.84
1982-11-07,332.92,,487.92,,39.19,16.39,4821.34,488347.97
1982-11-08,347.04,,494.04,,35.89,20.72,4821.37,489044.25
1982-11-09,468.08,,608.08,,38.01,25.75,4821.41,489966.72
1982-11-10,474.18,,609.18,,31.73,22.92,4821.45,490891.38
1982-11-11,246.30,,376.30,,35.50,17.81,4821.47,491354.13
1982-11-12,23.00,,144.00,,32.35,14.66,4821.47,491354.13
1982-11-13,373.53,,490.53,,34.24,13.17,4821.50,492043.44
1982-11-14,267.85,,376.85,,36.21,8.14,4821.52,492507.28
1982-11-15,151.16,,258.16,,40.22,10.58,4821.53,492733.72
1982-11-16,43.00,,146.00,,40.77,27.79,4821.53,492733.72
1982-11-17,634.71,,737.71,,37.46,31.33,4821.58,493901.41
1982-11-18,1450.89,,1567.89,,37.15,32.51,4821.68,496233.75
1982-11-19,857.98,,985.98,,32.67,25.51,4821.71,496929.91
1982-11-20,269.29,,395.29,,34.56,23.47,4821.69,496462.38
1982-11-21,860.63,,986.63,,29.84,5.39,4821.72,497169.75
1982-11-22,20.48,,139.48,,24.81,2.01,4821.66,495766.41
1982-11-23,298.05,,409.05,,23.23,2.79,4821.61,494594.28
1982-11-24,152.80,,257.80,,19.93,5.54,4821.52,492507.28
1982-11-25,233.71,,332.71,,26.06,4.21,4821.42,490192.00
1982-11-26,243.43,,338.43,,23.31,3.11,4821.32,487888.06
1982-11-27,370.83,,461.83,,32.75,10.73,4821.23,485828.88
1982-11-28,485.57,,578.57,,36.29,31.49,4821.15,484001.25
1982-11-29,881.20,,980.20,,35.42,30.78,4821.13,483545.44
1982-11-30,672.00,,775.00,,34.95,22.92,4821.13,483545.44
1982-12-01,243.67,,342.67,,34.40,22.13,4821.02,481051.56
1982-12-02,-26.50,,68.50,,29.45,18.99,4820.86,477438.66
1982-12-03,1019.00,,1120.00,,35.81,27.09,4820.79,475871.72
1982-12-04,779.28,,888.28,,39.00,22.00,4820.69,473865.00
1982-12-05,760.06,,869.06,,36.00,25.00,4820.60,471840.00
1982-12-06,387.46,,502.46,,35.03,23.08,4820.52,469861.41
1982-12-07,238.57,,351.57,,29.68,14.27,4820.46,468535.59
1982-12-08,245.99,,352.99,,26.93,4.05,4820.40,467212.59
1982-12-09,254.11,,355.11,,29.84,9.40,4820.34,465893.81
1982-12-10,142.34,,239.34,,26.69,8.37,4820.27,464365.22
1982-12-11,368.84,,461.84,,25.59,10.18,4820.22,463277.97
1982-12-12,367.78,,457.78,,28.34,9.95,4820.17,462182.66
1982-12-13,469.19,,564.19,,33.30,17.26,4820.12,461100.06
1982-12-14,330.76,,423.76,,29.68,13.41,4820.03,459143.88
1982-12-15,1086.71,,1185.71,,33.06,28.27,4820.00,458500.66
1982-12-16,944.46,,1053.46,,43.28,31.80,4819.96,457595.13
1982-12-17,814.71,,933.71,,37.70,27.32,4819.91,456471.91
1982-12-18,256.68,,375.68,,34.01,20.88,4819.81,454222.03
1982-12-19,601.08,,722.08,,34.95,27.17,4819.74,452659.22
1982-12-20,602.37,,719.37,,38.17,29.37,4819.67,451091.03
1982-12-21,1508.98,,1634.98,,39.82,32.28,4819.68,451319.09
1982-12-22,1148.30,,1285.30,,32.20,25.28,4819.66,450873.41
1982-12-23,809.40,,946.40,,27.64,19.30,4819.61,449755.53
1982-12-24,485.64,,615.64,,27.17,0.75,4819.53,447981.59
1982-12-25,278.16,,402.16,,10.50,-7.74,4819.43,445784.22
1982-12-26,514.33,,633.33,,29.37,9.08,4819.35,444025.53
1982-12-27,196.35,,309.35,,15.37,-13.72,4819.24,441624.25
1982-12-28,410.53,,519.53,,4.60,-13.48,4819.15,439659.69
1982-12-29,314.47,,417.47,,5.39,-19.93,4819.05,437492.69
1982-12-30,218.39,,317.39,,14.35,-15.29,4818.94,435127.19
1982-12-31,228.63,,323.63,,8.30,-14.74,4818.83,432774.06
1983-01-01,236.84,,329.84,,7.43,-14.35,4818.72,430433.25
1983-01-02,350.60,,440.60,,21.50,-12.38,4818.62,428312.13
1983-01-03,355.67,,445.67,,27.64,15.37,4818.52,426201.06
1983-01-04,889.36,,982.36,,36.44,25.51,4818.47,425154.50
1983-01-05,989.86,,1086.86,,45.88,35.34,4818.43,424315.22
1983-01-06,1723.63,,1824.63,,38.09,33.53,4818.46,424939.28
1983-01-07,1086.37,,1195.37,,38.88,32.51,4818.43,424315.22
1983-01-08,974.49,,1087.49,,43.44,27.56,4818.39,423477.19
1983-01-09,552.90,,667.90,,31.88,21.50,4818.31,421806.91
1983-01-10,665.31,,778.31,,41.08,23.78,4818.24,420355.63
1983-01-11,564.90,,673.90,,34.48,14.43,4818.16,418697.25
1983-01-12,157.13,,262.13,,31.25,6.41,4818.04,416222.13
1983-01-13,560.19,,663.19,,34.16,11.60,4817.96,414542.50
1983-01-14,333.89,,432.89,,30.78,7.20,4817.86,412406.09
1983-01-15,236.90,,333.90,,30.07,1.38,4817.75,410073.34
1983-01-16,351.51,,444.51,,27.95,10.89,4817.65,407959.97
1983-01-17,359.80,,449.80,,35.50,23.86,4817.55,405857.09
1983-01-18,264.97,,352.97,,39.59,26.22,4817.44,403562.16
1983-01-19,690.87,,777.87,,33.61,24.65,4817.37,402110.00
1983-01-20,270.28,,358.28,,37.31,26.38,4817.26,399825.59
1983-01-21,282.97,,369.97,,35.66,26.77,4817.15,397564.38
1983-01-22,400.01,,487.01,,32.98,24.18,4817.05,395515.47
1983-01-23,410.06,,497.06,,36.36,25.75,4816.95,393486.50
1983-01-24,400.59,,487.59,,36.84,27.95,4816.85,391458.59
