date,fb,id,af,qt
1988-08-10,10.89,8697.61,37118.52,8831.42
1988-08-11,10.80,8728.30,36928.70,8824.00
1988-08-12,10.91,9082.23,37248.98,8920.75
1988-08-13,10.90,8872.95,37289.24,8852.65
1988-08-14,11.02,9051.31,37592.63,8898.35
1988-08-15,10.96,8759.49,37517.09,8797.57
1988-08-16,11.01,9005.54,37482.10,9023.19
1988-08-17,10.96,8628.27,37284.66,8727.81
1988-08-18,10.92,8566.04,37267.51,8574.69
1988-08-19,10.99,8847.27,37467.47,8746.46
1988-08-20,11.00,8693.30,37509.21,8672.26
1988-08-21,11.05,8828.66,37614.66,8775.50
1988-08-22,11.00,8776.98,37383.37,8893.59
1988-08-23,10.97,8538.12,37190.02,8635.60
1988-08-24,10.93,8276.47,37056.48,8343.79
1988-08-25,10.93,7831.47,36636.36,8043.28
1988-08-26,10.81,7320.87,36137.91,7572.17
1988-08-27,10.81,7342.20,36068.08,7377.41
1988-08-28,10.86,7322.79,36208.86,7251.81
1988-08-29,10.87,7263.29,36223.30,7256.00
1988-08-30,10.85,7146.38,36079.03,7219.12
1988-08-31,10.73,6952.64,35675.51,7156.08
1988-09-01,10.64,6892.42,35356.04,7053.49
1988-09-02,10.69,6898.87,35471.63,6840.59
1988-09-03,10.77,6865.46,35716.00,6742.25
1988-09-04,10.88,6901.95,36024.43,6746.45
1988-09-05,10.92,6698.55,36057.77,6681.75
1988-09-06,10.93,6431.24,36048.27,6436.03
1988-09-07,10.82,6111.86,35643.15,6316.11
1988-09-08,10.81,6225.78,35517.47,6289.15
1988-09-09,10.74,5917.41,35276.16,6039.07
1988-09-10,10.18,5057.60,33534.57,5935.65
1988-09-11,10.56,6237.27,34658.29,5670.73
1988-09-12,10.47,5435.63,34375.85,5578.03
1988-09-13,10.46,5543.86,34332.36,5565.79
1988-09-14,10.50,5507.26,34428.51,5458.78
1988-09-15,10.42,5210.77,34150.91,5350.73
1988-09-16,10.30,5083.75,33751.33,5285.21
1988-09-17,10.01,4716.57,32892.62,5149.50
1988-09-18,10.27,5471.74,33602.34,5113.92
1988-09-19,10.30,5060.86,33670.89,5026.30
1988-09-20,10.34,4968.94,33680.04,4964.33
1988-09-21,10.32,4767.72,33563.15,4826.65
1988-09-22,10.26,4619.82,33312.86,4746.01
1988-09-23,10.18,4512.88,33033.98,4653.48
1988-09-24,10.13,4482.35,32869.60,4565.23
1988-09-25,10.11,4361.35,32741.99,4425.68
1988-09-26,10.09,4320.80,32660.91,4361.68
1988-09-27,9.93,4098.98,32199.13,4331.79
1988-09-28,10.02,4419.67,32436.79,4299.86
1988-09-29,10.00,4285.04,32366.58,4320.43
1988-09-30,10.00,4252.07,32358.03,
1988-10-01,10.01,4219.09,32380.40,4246.33
1988-10-02,10.00,4186.12,32281.11,4236.18
1988-10-03,9.97,4043.13,32221.81,4073.02
1988-10-04,9.97,4064.25,32148.66,4101.13
1988-10-05,9.95,4002.11,32151.48,4000.68
1988-10-06,10.03,4094.67,32399.91,3969.42
1988-10-07,10.00,3786.58,32005.98,3985.19
1988-10-08,9.85,4166.88,31440.97,4451.73
1988-10-09,9.80,3095.36,31323.46,3154.61
1988-10-10,9.84,3258.44,31501.22,3168.81
1988-10-11,9.89,3254.95,31653.66,3178.09
1988-10-12,9.90,3200.06,31670.56,3191.54
1988-10-13,9.93,3227.54,31766.79,3179.03
1988-10-14,10.05,3302.62,32029.79,3170.02
1988-10-15,9.23,1006.96,27990.25,3043.57
1988-10-16,7.90,877.44,23878.00,2950.70
1988-10-17,6.87,768.96,21065.48,2186.94
1988-10-18,6.35,1031.06,19767.65,1685.39
1988-10-19,5.62,548.08,18140.48,1368.45
1988-10-20,5.56,1163.04,18006.74,1230.47
1988-10-21,5.69,688.15,18296.51,542.05
1988-10-22,5.68,545.30,18274.22,556.54
1988-10-23,5.74,720.28,18407.96,652.86
1988-10-24,5.65,709.60,18207.35,810.74
1988-10-25,5.55,669.88,17984.45,782.26
1988-10-26,5.32,610.45,17534.96,837.07
1988-10-27,5.19,719.12,17290.82,842.21
1988-10-28,5.03,664.99,16990.34,816.48
1988-10-29,4.91,668.47,16764.98,782.09
1988-10-30,4.73,647.65,16426.94,818.07
1988-10-31,4.57,670.78,16126.46,822.27
1988-11-01,4.42,641.14,15865.80,772.56
1988-11-02,4.14,611.14,15413.60,839.12
1988-11-03,4.06,769.00,15284.40,834.14
1988-11-04,3.88,612.33,14993.70,758.89
1988-11-05,3.84,735.20,14929.10,767.77
1988-11-06,3.53,489.12,14428.45,741.53
1988-11-07,3.41,766.95,14248.69,857.58
1988-11-08,3.03,565.17,13694.27,844.69
1988-11-09,2.89,716.53,13490.01,819.51
1988-11-10,2.82,747.95,13387.88,799.44
1988-11-11,2.43,481.49,12802.07,776.83
1988-11-12,2.19,572.62,12394.31,778.20
1988-11-13,2.08,689.60,12207.42,783.82
1988-11-14,1.81,532.66,11748.69,763.94
1988-11-15,1.80,711.67,11731.70,720.23
1988-11-16,1.71,609.33,11578.79,686.43
1988-11-17,1.65,552.11,11476.85,603.50
1988-11-18,1.69,726.96,11544.81,692.69
1988-11-19,1.65,662.81,11476.85,697.08
1988-11-20,1.62,621.25,11425.88,646.95
1988-11-21,1.64,657.57,11459.86,640.44
1988-11-22,1.68,695.35,11527.82,661.09
1988-11-23,1.71,678.24,11578.79,652.54
1988-11-24,1.71,750.96,11578.79,750.96
1988-11-25,1.63,628.81,11442.87,697.34
1988-11-26,1.50,610.97,11449.00,607.88
1988-11-27,1.90,598.29,11454.00,595.77
1988-11-28,1.64,680.89,11459.86,677.94
1988-11-29,1.76,822.65,11663.74,719.86
1988-11-30,1.69,764.47,11728.82,731.66
1988-12-01,1.56,936.90,12299.62,649.12
1988-12-02,1.80,597.71,12280.15,607.53
1988-12-03,1.76,792.12,12132.23,866.70
1988-12-04,1.89,1057.59,12337.73,953.98
1988-12-05,1.85,733.68,11816.65,996.40
1988-12-06,1.77,907.31,11680.73,975.83
1988-12-07,1.68,725.89,11527.82,802.98
1988-12-08,1.62,653.68,11425.88,705.07
1988-12-09,1.61,669.60,11408.89,678.17
1988-12-10,1.63,698.49,11442.87,681.35
1988-12-11,1.63,674.45,11442.87,674.45
1988-12-12,1.63,683.53,11442.87,683.53
1988-12-13,1.59,614.43,11374.91,648.70
1988-12-14,1.75,806.42,11646.75,669.37
1988-12-15,1.50,356.64,11254.41,554.44
1988-12-16,1.55,487.36,11306.95,460.87
1988-12-17,1.67,796.77,11510.83,693.98
1988-12-18,1.63,669.47,11442.87,703.74
1988-12-19,1.60,640.89,11391.90,666.58
1988-12-20,1.63,692.20,11442.87,666.51
1988-12-21,1.62,654.79,11425.88,663.36
1988-12-22,1.61,640.94,11408.89,649.50
1988-12-23,1.58,561.23,11357.92,586.93
1988-12-24,1.65,709.18,11476.85,649.21
1988-12-25,1.59,641.08,11374.91,692.48
1988-12-26,1.50,355.74,11222.00,432.83
1988-12-27,1.59,639.02,11374.91,561.93
1988-12-28,1.60,675.81,11391.90,667.24
1988-12-29,1.63,705.02,11442.87,679.32
1988-12-30,1.64,693.69,11459.86,685.12
1988-12-31,1.63,692.27,11442.87,700.84
1989-01-01,1.63,687.21,11442.87,687.21
1989-01-02,1.62,668.22,11425.88,676.79
1989-01-03,1.62,681.30,11425.88,681.30
1989-01-04,1.59,647.79,11374.91,673.49
1989-01-05,1.62,672.43,11425.88,646.73
1989-01-06,1.56,574.81,11323.94,626.21
1989-01-07,1.49,491.21,11222.00,542.60
1989-01-08,1.67,802.90,11510.83,657.28
1989-01-09,1.67,731.62,11510.83,731.62
1989-01-10,1.64,687.94,11459.86,713.64
1989-01-11,1.63,666.64,11442.87,675.20
1989-01-12,1.67,737.05,11510.83,702.78
1989-01-13,1.61,651.30,11408.89,702.69
1989-01-14,1.62,652.48,11425.88,643.92
1989-01-15,1.61,622.92,11408.89,631.49
1989-01-16,1.64,711.16,11459.86,685.46
1989-01-17,1.64,689.87,11459.86,689.87
1989-01-18,1.63,672.30,11442.87,680.86
1989-01-19,1.65,1119.93,12296.84,689.39
1989-01-20,1.77,824.32,12461.72,741.19
1989-01-21,1.94,737.15,11969.56,985.28
1989-01-22,1.78,891.93,11697.72,1028.98
1989-01-23,1.64,595.34,11459.86,715.26
1989-01-24,1.56,524.46,11323.94,592.98
1989-01-25,1.61,684.98,11408.89,642.15
1989-01-26,1.53,553.01,11272.97,621.54
1989-01-27,1.53,518.62,11272.97,518.62
1989-01-28,1.63,706.69,11442.87,621.03
1989-01-29,1.60,640.58,11391.90,666.28
1989-01-30,1.59,634.58,11374.91,643.15
1989-01-31,1.60,647.46,11391.90,638.89
1989-02-01,1.61,668.35,11408.89,659.78
1989-02-02,1.59,606.01,11374.91,623.14
1989-02-03,1.39,417.33,11238.99,485.86
1989-02-04,1.76,811.11,11663.74,596.96
1989-02-05,1.74,950.29,11629.76,967.42
1989-02-06,1.78,971.73,11698.00,937.32
1989-02-07,1.62,662.08,11426.00,799.21
1989-02-08,1.54,557.90,11290.00,626.47
1989-02-09,1.52,551.65,11256.00,568.79
1989-02-10,1.58,636.66,11357.92,585.27
1989-02-11,1.61,685.06,11408.89,659.37
1989-02-12,1.60,649.98,11391.90,658.55
1989-02-13,1.58,616.91,11357.92,634.04
1989-02-14,1.57,615.51,11340.93,624.08
1989-02-15,1.58,636.89,11357.92,628.33
1989-02-16,1.55,596.41,11306.96,622.11
1989-02-17,1.63,682.45,11442.88,613.92
1989-02-18,1.66,710.17,11493.85,684.47
1989-02-19,1.69,766.04,11544.81,740.35
1989-02-20,1.69,721.52,11544.81,721.52
1989-02-21,1.71,786.56,11578.79,769.43
1989-02-22,1.74,1287.66,12564.84,790.53
1989-02-23,2.02,1266.56,13156.19,968.42
1989-02-24,2.03,1200.08,13114.01,1221.35
1989-02-25,2.02,1202.89,13077.29,1221.41
1989-02-26,1.92,1068.77,13011.08,1102.15
1989-02-27,2.06,1158.82,13086.21,1120.94
1989-02-28,2.02,1180.22,12999.00,1224.19
1989-03-01,1.99,1160.88,13026.57,1146.98
1989-03-02,1.78,1166.54,12855.91,1252.58
1989-03-03,2.12,1362.58,13325.36,1125.90
1989-03-04,2.23,1340.16,13373.46,1315.91
1989-03-05,2.00,1190.93,13023.85,1367.20
1989-03-06,2.24,821.06,12479.27,1095.62
1989-03-07,2.37,1103.55,12700.13,992.19
1989-03-08,2.79,1325.31,14194.94,571.68
1989-03-09,3.59,1113.92,15328.15,542.59
1989-03-10,3.94,1405.62,16668.84,729.69
1989-03-11,4.67,1500.09,17844.35,907.43
1989-03-12,5.22,1596.29,18817.06,1105.88
1989-03-13,5.46,902.26,18566.80,1028.43
1989-03-14,6.11,926.42,19232.69,590.70
1989-03-15,6.48,748.31,20057.43,332.50
1989-03-16,6.33,10.39,19723.07,178.96
1989-03-17,7.11,1135.21,21690.44,143.33
1989-03-18,7.40,529.31,22445.60,148.58
1989-03-19,7.60,429.17,22999.00,150.17
1989-03-20,7.97,703.72,24083.10,157.15
1989-03-21,8.15,428.03,24610.50,162.13
1989-03-22,8.57,944.44,25861.75,313.60
1989-03-23,8.73,581.95,26377.76,321.80
1989-03-24,8.91,615.99,26958.26,323.32
1989-03-25,9.06,570.06,27442.02,326.17
1989-03-26,9.22,591.12,27958.00,330.98
1989-03-27,9.39,732.39,28802.59,306.57
1989-03-28,9.62,815.66,29576.92,425.27
1989-03-29,9.73,629.03,29963.05,434.35
1989-03-30,10.26,1375.40,31750.20,474.38
1989-03-31,10.36,546.05,31897.66,471.71
1989-04-01,10.23,228.74,31438.64,460.16
1989-04-02,10.45,860.34,32215.47,468.69
1989-04-03,10.48,566.84,32321.39,513.44
1989-04-04,10.61,898.42,32803.18,655.51
1989-04-05,10.72,758.73,33214.36,551.43
1989-04-06,10.75,585.12,33328.66,527.50
1989-04-07,10.53,249.94,32548.84,643.10
1989-04-08,10.40,946.72,32078.34,1183.93
1989-04-09,10.59,1516.65,32750.58,1177.73
1989-04-10,10.51,1060.52,32441.88,1216.16
1989-04-11,10.34,1139.89,32160.30,1281.86
1989-04-12,10.45,1572.79,32586.51,1357.91
1989-04-13,10.48,1567.50,32647.29,1536.86
1989-04-14,10.50,1805.24,33045.29,1604.58
1989-04-15,10.48,1757.29,33003.24,1778.49
1989-04-16,10.68,2266.43,33909.22,1809.66
1989-04-17,10.80,2248.75,34340.32,2031.41
1989-04-18,10.96,2312.48,34895.91,2032.37
1989-04-19,10.93,2279.19,34880.68,2286.87
1989-04-20,10.90,2540.55,34853.13,2554.44
1989-04-21,10.10,1635.44,32375.88,2884.38
1989-04-22,10.62,4090.47,34150.69,3195.67
1989-04-23,10.97,3996.20,35377.05,3377.91
1989-04-24,10.68,3263.21,34533.44,3688.54
1989-04-25,10.88,4490.68,35275.06,4116.78
1989-04-26,10.70,4101.37,34811.98,4334.84
1989-04-27,10.80,4801.04,35245.28,4582.58
1989-04-28,10.91,4941.40,35597.51,4763.81
1989-04-29,10.89,5030.94,35611.56,5023.86
1989-04-30,10.72,5042.25,35150.71,5274.59
1989-05-01,10.53,5263.21,34587.59,5547.12
1989-05-02,10.62,6056.00,35042.67,5826.56
1989-05-03,10.88,6520.72,35992.49,6041.86
1989-05-04,11.07,6769.43,36610.75,6457.72
1989-05-05,11.05,6785.76,36536.18,6823.35
1989-05-06,10.98,6811.24,36428.45,6865.56
1989-05-07,11.04,7047.38,36728.61,6896.04
1989-05-08,11.12,7210.31,36949.13,7099.13
1989-05-09,11.05,7163.71,36651.50,7313.76
1989-05-10,10.76,5756.67,33363.89,7414.18
1989-05-11,10.63,7253.80,32877.96,7498.79
1989-05-12,10.92,8954.67,36587.98,7084.20
1989-05-13,11.02,7653.20,36748.91,7572.06
1989-05-14,11.01,7565.95,36767.92,7556.36
1989-05-15,11.00,7548.60,36719.10,7573.21
1989-05-16,10.83,7296.76,36218.32,7549.24
1989-05-17,10.81,7563.46,36172.66,7586.48
1989-05-18,10.45,6883.81,34964.29,7493.02
1989-05-19,10.57,7809.15,35436.99,7570.83
1989-05-20,10.59,7890.78,35925.57,7644.46
1989-05-21,10.83,8102.55,36662.32,7731.11
1989-05-22,10.97,7904.90,36865.09,7802.67
1989-05-23,10.85,7477.16,36688.15,7566.37
1989-05-24,10.91,8172.30,37029.46,8000.22
1989-05-25,11.05,8455.92,37467.98,8234.83
1989-05-26,11.03,8234.98,37206.73,8366.69
1989-05-27,10.45,7530.16,35603.65,8338.38
1989-05-28,10.82,8810.21,36674.17,8270.49
1989-05-29,10.92,8497.94,36969.39,8349.10
1989-05-30,11.00,8462.55,37214.55,8338.95
1989-05-31,11.07,8405.00,37416.82,8303.02
1989-06-01,11.04,8065.14,37065.57,8242.23
1989-06-02,10.93,8106.27,37033.73,8122.32
1989-06-03,11.04,8257.42,37185.96,8180.68
1989-06-04,11.01,8004.41,36886.39,8155.44
1989-06-05,10.88,8083.06,36762.11,8145.71
1989-06-06,10.92,8240.45,36969.39,8135.95
1989-06-07,11.01,8298.17,37232.82,8165.35
1989-06-08,11.01,8176.77,37197.61,8194.53
1989-06-09,10.90,8101.64,36859.59,8272.06
1989-06-10,10.83,8273.35,36716.49,8345.49
1989-06-11,10.94,8568.39,37075.84,8387.22
1989-06-12,10.96,8584.43,37204.95,8519.33
1989-06-13,11.00,8783.97,37497.82,8636.31
1989-06-14,11.04,9136.63,37618.74,9075.67
1989-06-15,10.74,8770.72,36795.54,9185.75
1989-06-16,10.81,9535.33,37283.91,9289.11
1989-06-17,10.82,9351.57,37313.60,9336.60
1989-06-18,10.88,9392.11,37491.88,9302.22
1989-06-19,10.94,9482.04,37670.14,9392.17
1989-06-20,10.84,9142.28,37373.04,9292.07
1989-06-21,10.90,9632.27,37503.35,9566.57
1989-06-22,10.82,9522.88,37532.71,9508.08
1989-06-23,10.93,9663.21,37783.62,9536.71
1989-06-24,10.93,9619.09,37879.90,9570.54
1989-06-25,10.95,9665.73,37962.43,9624.12
1989-06-26,10.98,9525.92,37694.22,9661.14
1989-06-27,10.98,9781.59,37883.74,9686.04
1989-06-28,10.97,9900.28,37925.34,9879.30
1989-06-29,10.95,10001.87,37914.84,10007.17
1989-06-30,10.88,10017.67,37952.82,9998.52
1989-07-01,10.98,10384.08,38409.73,10153.71
1989-07-02,11.12,10492.28,38813.03,10288.96
1989-07-03,11.01,10044.78,38209.93,10348.84
1989-07-04,11.03,10457.28,38643.11,10238.88
1989-07-05,11.12,10393.40,38744.11,10342.47
1989-07-06,11.07,10215.48,38552.07,10312.30
1989-07-07,11.01,10336.39,38540.93,10342.01
1989-07-08,11.03,10439.25,38672.89,10372.72
1989-07-09,11.13,10489.40,38772.77,10439.04
1989-07-10,11.16,10535.09,38928.26,10456.70
1989-07-11,11.09,10241.10,38756.20,10327.84
1989-07-12,11.03,10213.90,38568.65,10308.46
1989-07-13,11.03,10304.38,38643.11,10266.84
1989-07-14,11.14,10291.81,38727.42,10249.30
1989-07-15,11.15,10244.78,38800.00,10208.19
1989-07-16,11.02,10035.69,38500.00,10186.94
1989-07-17,10.97,10021.25,38335.23,10104.33
1989-07-18,11.00,10104.43,38397.36,10073.10
1989-07-19,10.98,9839.85,38194.99,9941.88
1989-07-20,10.79,9735.44,37616.71,10026.99
1989-07-21,10.74,10092.10,37902.71,9947.91
1989-07-22,10.97,10113.45,38237.87,9944.48
1989-07-23,10.93,9844.46,38121.86,9902.95
1989-07-24,10.90,9823.41,37962.11,9903.95
1989-07-25,10.91,9900.30,38015.16,9873.56
1989-07-26,10.96,10128.34,38382.12,9943.33
1989-07-27,10.97,10020.25,38365.93,10028.41
1989-07-28,10.99,10110.65,38468.46,10058.96
1989-07-29,11.02,10061.28,38524.96,10032.79
1989-07-30,11.01,9917.00,38330.30,10015.14
1989-07-31,10.99,9823.30,38199.63,9889.17
1989-08-01,10.82,9056.36,37802.83,9256.42
1989-08-02,10.87,9304.45,37997.66,9206.23
1989-08-03,10.92,9886.67,38206.76,9781.25
1989-08-04,10.91,9762.26,38193.00,9769.20
1989-08-05,10.94,9833.34,38309.54,9774.58
1989-08-06,11.06,9899.82,38547.34,9779.93
1989-08-07,11.04,9573.63,38297.57,9699.55
1989-08-08,10.99,9552.40,38224.10,9589.44
1989-08-09,11.05,9644.51,38303.35,9604.55
1989-08-10,11.06,9604.93,38284.98,9614.19
1989-08-11,11.07,9379.84,37847.60,9600.36
1989-08-12,10.83,9189.43,37198.85,9516.51
1989-08-13,10.65,9333.83,36957.63,9455.45
1989-08-14,10.76,9533.40,37233.20,9394.47
1989-08-15,10.66,9179.68,36887.88,9353.78
1989-08-16,10.65,9409.63,37082.73,9311.40
1989-08-17,10.81,9629.65,37551.91,9393.11
1989-08-18,10.79,9335.41,37346.26,9439.09
1989-08-19,10.77,9372.58,37287.20,9402.36
1989-08-20,10.84,9038.45,36621.13,9374.26
1989-08-21,10.89,9628.71,37665.62,9102.12
1989-08-22,10.74,8775.02,36616.78,9303.81
1989-08-23,10.73,9128.90,37095.36,8887.61
1989-08-24,10.99,9260.39,37607.43,9002.23
1989-08-25,11.19,9104.42,37916.72,8948.48
1989-08-26,11.12,8662.96,37604.31,8820.47
1989-08-27,10.89,8464.87,37072.23,8733.13
1989-08-28,10.92,8655.97,37059.98,8662.15
1989-08-29,10.86,8295.49,36754.41,8449.55
1989-08-30,10.56,7879.66,35985.70,8267.22
1989-08-31,10.67,8462.03,36344.47,8281.15
1989-09-01,10.72,8142.70,36080.29,8275.90
1989-09-02,10.65,6692.87,32952.71,8269.70
1989-09-03,10.87,10188.33,36692.60,8302.80
1989-09-04,11.09,8591.94,37246.46,8312.70
1989-09-05,10.99,8256.95,37206.33,8277.18
1989-09-06,10.95,8021.82,36837.86,8207.59
1989-09-07,10.98,7853.87,36878.82,7833.23
1989-09-08,11.01,7675.08,36733.98,7748.11
1989-09-09,10.95,7326.82,36343.60,7523.63
1989-09-10,10.85,7317.05,36125.84,7426.84
1989-09-11,10.81,7302.19,35998.96,7366.16
1989-09-12,10.86,7300.35,36078.17,7260.41
1989-09-13,10.91,7059.73,36183.83,7006.45
1989-09-14,10.94,6881.17,36237.31,6854.21
1989-09-15,10.89,6706.67,36014.06,6819.22
1989-09-16,10.79,6653.89,35694.14,6815.18
1989-09-17,10.78,6765.17,35694.08,6765.20
1989-09-18,10.87,6761.85,35876.79,6669.74
1989-09-19,10.85,6475.26,35729.18,6549.68
1989-09-20,10.90,6409.30,35879.57,6333.48
1989-09-21,10.91,6256.79,35855.18,6269.09
1989-09-22,10.87,6141.03,35713.57,6212.43
1989-09-23,10.76,5972.46,35353.60,6153.95
1989-09-24,10.68,6009.17,35106.06,6133.97
1989-09-25,10.65,6062.99,35022.66,6105.04
1989-09-26,10.62,6051.10,34937.21,6094.19
1989-09-27,10.74,6233.93,35304.78,6048.61
1989-09-28,10.76,6061.42,35356.16,6035.51
1989-09-29,10.70,5918.70,35154.86,6020.19
1989-09-30,10.54,5708.03,34630.57,5972.36
1989-10-01,10.53,5901.00,34574.33,5928.97
1989-10-02,10.45,5558.52,34253.51,5720.27
1989-10-03,10.41,5356.15,34063.30,
1989-10-04,10.33,5153.77,33717.11,5328.31
1989-10-05,10.34,5098.38,33668.98,5122.65
1989-10-06,10.31,4834.75,33455.09,4942.58
1989-10-07,10.15,4584.01,32865.07,4881.48
1989-10-08,9.90,4308.50,31791.59,4849.71
1989-10-09,9.56,3857.11,30312.52,4602.81
1989-10-10,9.16,2983.24,29097.81,3595.65
1989-10-11,8.82,2909.68,28322.76,3300.43
1989-10-12,8.66,3126.12,27859.97,3359.45
1989-10-13,8.52,3260.33,27586.49,3398.20
1989-10-14,8.61,3524.35,27862.53,3385.18
1989-10-15,8.86,3715.88,28570.10,3359.15
1989-10-16,9.03,3478.64,28830.15,3347.53
1989-10-17,8.93,2966.97,28305.71,3231.38
1989-10-18,8.86,2732.84,28068.96,2852.21
1989-10-19,8.76,2728.91,28012.01,2757.63
1989-10-20,8.76,2665.29,28034.95,2653.72
1989-10-21,8.78,2664.29,28093.31,2634.86
1989-10-22,8.76,2620.51,28042.60,2646.08
1989-10-23,8.44,2171.63,27119.97,2636.78
1989-10-24,8.65,2837.57,27503.13,2644.39
1989-10-25,8.34,1592.72,26022.91,2338.99
1989-10-26,8.31,1721.07,25794.55,1836.20
1989-10-27,7.82,1058.74,24450.33,1736.45
1989-10-28,7.75,1799.95,24271.03,1890.35
1989-10-29,7.33,1632.53,23121.46,2212.11
1989-10-30,6.71,1477.41,21607.53,2240.68
1989-10-31,6.22,1525.62,20483.88,2092.12
1989-11-01,5.28,1778.25,18552.81,2751.83
1989-11-02,4.33,1429.18,16887.37,2268.84
1989-11-03,3.74,1448.48,16027.09,1882.21
1989-11-04,3.29,1411.10,15373.38,1740.68
1989-11-05,3.03,1470.29,15003.28,1656.88
1989-11-06,2.93,1463.83,14869.03,1531.51
1989-11-07,2.79,1337.28,14703.15,1420.92
1989-11-08,2.69,1453.69,14526.15,1542.93
1989-11-09,2.44,1349.99,14192.09,1518.41
1989-11-10,2.11,1333.28,13600.14,1631.73
1989-11-11,2.05,1467.09,13522.23,1506.37
1989-11-12,2.01,1389.93,13455.70,1423.47
1989-11-13,2.02,1374.31,13450.26,1377.05
1989-11-14,2.03,1282.93,13556.82,1229.20
1989-11-15,2.09,1514.14,13524.67,1530.34
1989-11-16,2.00,1333.37,13374.40,1409.13
1989-11-17,2.03,1436.01,13444.85,1400.49
1989-11-18,2.02,1375.13,13385.73,1404.94
1989-11-19,2.02,1370.29,13407.80,1359.16
1989-11-20,1.99,1342.24,13357.72,1367.49
1989-11-21,2.02,1337.43,13428.18,1301.91
1989-11-22,2.01,1365.91,13391.10,1384.61
1989-11-23,1.99,1338.44,13357.72,1355.27
1989-11-24,2.02,1415.73,13450.26,1369.07
1989-11-25,2.04,1444.86,13461.53,1439.18
1989-11-26,1.98,1330.20,13629.13,1245.70
1989-11-27,2.10,1392.66,13541.36,1436.91
1989-11-28,2.16,1625.04,13619.76,1585.51
1989-11-29,2.09,1379.19,13502.75,1438.19
1989-11-30,2.09,1136.75,13524.67,1125.70
1989-12-01,2.16,1525.55,13619.76,1477.61
1989-12-02,2.05,1273.61,13435.88,1366.32
1989-12-03,2.08,1426.42,13486.02,1401.14
1989-12-04,2.17,1603.01,13636.48,1527.16
1989-12-05,2.14,1469.06,13586.32,1494.35
1989-12-06,2.13,1330.85,13591.46,1328.26
1989-12-07,2.13,1477.81,13547.77,1499.84
1989-12-08,2.09,1381.97,13524.67,1393.62
1989-12-09,2.07,1307.93,13511.55,1314.54
1989-12-10,2.14,1436.76,13608.14,1388.07
1989-12-11,2.06,1246.31,13494.89,1303.41
1989-12-12,2.07,1134.93,13511.55,1126.53
1989-12-13,2.17,1515.27,13614.73,1463.25
1989-12-14,2.12,1477.29,13594.94,1487.27
1989-12-15,2.15,1511.32,13581.25,1518.22
1989-12-16,2.10,1412.58,13541.36,1432.69
1989-12-17,2.12,1408.33,13574.76,1391.49
1989-12-18,2.07,1190.53,13491.27,1232.62
1989-12-19,2.04,1192.19,13461.53,1207.18
1989-12-20,2.11,1337.73,13578.26,1278.88
1989-12-21,2.14,1639.73,13628.28,1614.51
1989-12-22,2.07,1453.89,13491.27,1522.96
1989-12-23,2.02,1410.54,13428.18,1442.35
1989-12-24,1.99,1379.60,13357.72,1415.13
1989-12-25,1.99,1370.93,13378.16,1360.63
1989-12-26,2.03,1359.66,13424.49,1336.30
1989-12-27,2.02,1175.82,13200.62,1288.68
1989-12-28,1.98,1254.54,13173.95,1267.99
1989-12-29,2.01,1386.04,13224.52,1360.54
1989-12-30,2.03,1274.75,13217.51,1278.29
1989-12-31,2.01,1322.91,13204.12,1329.66
1990-01-01,1.98,1279.96,13153.49,1305.49
1990-01-02,1.87,1118.79,13029.87,1181.12
1990-01-03,1.82,714.13,12923.27,767.87
1990-01-04,2.12,1462.81,13450.31,1197.09
1990-01-05,2.11,1566.78,13393.09,1595.63
1990-01-06,2.04,1407.33,13275.09,1466.82
1990-01-07,2.01,1380.51,13243.22,1396.58
1990-01-08,2.04,1323.99,13275.09,1307.92
1990-01-09,1.97,812.22,12020.53,1444.72
1990-01-10,1.66,737.64,11493.85,1003.18
1990-01-11,1.63,717.74,11442.88,743.44
1990-01-12,1.57,671.28,11340.93,722.68
1990-01-13,1.61,724.38,11408.89,690.12
1990-01-14,1.64,760.62,11459.86,734.92
1990-01-15,1.63,728.85,11442.88,737.41
1990-01-16,1.62,737.59,11425.88,746.16
1990-01-17,1.59,692.04,11374.92,717.74
1990-01-18,1.59,701.53,11374.92,701.53
1990-01-19,1.56,649.13,11323.95,674.83
1990-01-20,1.58,688.22,11357.92,671.09
1990-01-21,1.61,714.95,11408.89,689.26
1990-01-22,1.61,713.62,11408.89,713.62
1990-01-23,1.52,587.92,11255.99,665.01
1990-01-24,1.61,593.32,11408.89,516.23
1990-01-25,1.72,868.38,11595.78,774.16
1990-01-26,1.61,652.49,11408.89,746.71
1990-01-27,1.62,593.15,11425.88,584.58
1990-01-28,1.66,752.43,11493.85,718.17
1990-01-29,1.69,769.27,11544.81,743.57
1990-01-30,1.69,810.14,11544.81,810.14
1990-01-31,1.65,709.38,11476.85,743.65
1990-02-01,1.62,699.47,11425.88,725.17
1990-02-02,1.59,622.98,11374.92,648.67
1990-02-03,1.67,816.37,11510.84,747.84
1990-02-04,1.60,664.95,11391.90,724.92
1990-02-05,1.59,642.18,11374.92,650.74
1990-02-06,1.70,846.08,11561.81,751.85
1990-02-07,1.60,584.68,11391.90,670.34
1990-02-08,1.51,372.97,11238.99,450.06
1990-02-09,1.85,1044.17,11816.65,752.93
1990-02-10,1.74,786.31,11629.77,880.53
1990-02-11,1.71,784.14,11578.79,809.85
1990-02-12,1.69,653.84,11544.81,670.97
