date,fb,id,af,qt
2006-03-29,10.42,2398.37,32755.50,1623.73
2006-03-30,10.61,3008.77,33375.27,1830.42
2006-03-31,10.64,2594.60,33474.83,1698.45
2006-04-01,10.82,2741.92,34130.74,1664.88
2006-04-02,10.82,2593.89,34123.62,1680.25
2006-04-03,10.81,2660.11,34080.88,1671.63
2006-04-04,10.76,2732.50,33924.25,1746.52
2006-04-05,10.66,2826.19,33898.63,1831.42
2006-04-06,10.60,3009.44,33622.44,1853.25
2006-04-07,10.51,3868.28,33275.31,1974.57
2006-04-08,10.48,3146.45,33439.64,1981.81
2006-04-09,10.80,3746.85,34613.03,1952.58
2006-04-10,10.75,5090.22,35257.85,1977.13
2006-04-11,10.98,6746.18,36055.25,1994.85
2006-04-12,10.77,7894.62,36506.72,2466.07
2006-04-13,10.68,10117.48,37375.31,4259.94
2006-04-14,10.67,11475.50,38119.66,5690.69
2006-04-15,10.89,13162.72,39046.73,7301.23
2006-04-16,10.67,13683.04,38413.05,8636.69
2006-04-17,10.38,13674.65,38133.61,8447.64
2006-04-18,10.73,15235.96,39812.87,9024.92
2006-04-19,10.43,17021.47,40341.07,11395.26
2006-04-20,10.76,20059.29,42458.24,13658.42
2006-04-21,10.76,21559.17,42364.45,16275.19
2006-04-22,10.72,21129.79,42236.04,15871.35
2006-04-23,10.63,20400.31,41764.70,15307.30
2006-04-24,10.40,19584.49,41033.25,14619.90
2006-04-25,10.48,19130.31,41176.08,13708.58
2006-04-26,10.60,19212.30,42001.33,13438.18
2006-04-27,10.56,19592.78,41948.70,14265.25
2006-04-28,10.69,21357.23,43314.52,15339.63
2006-04-29,10.52,21664.95,42782.85,16596.09
2006-04-30,10.34,21350.59,42670.10,16074.68
2006-05-01,10.60,21668.08,42909.97,16218.97
2006-05-02,10.60,21612.21,43203.04,16173.08
2006-05-03,10.76,21843.51,43638.24,16287.30
2006-05-04,10.71,21651.15,43441.30,16386.38
2006-05-05,10.60,21350.42,42805.89,16297.84
2006-05-06,10.46,20191.88,41511.64,15477.26
2006-05-07,10.27,18949.15,40862.29,13880.61
2006-05-08,10.61,17473.93,40450.83,12261.47
2006-05-09,10.98,15982.93,40314.19,10635.13
2006-05-10,10.85,15210.29,39079.15,10416.83
2006-05-11,10.94,14206.54,38710.97,8961.11
2006-05-12,10.86,12394.51,37671.38,7534.79
2006-05-13,10.87,12127.36,37766.50,7080.13
2006-05-14,10.98,12222.95,38120.88,7190.71
2006-05-15,10.89,11211.46,36563.32,7471.56
2006-05-16,10.60,8949.11,34862.07,7884.22
2006-05-17,10.34,7585.30,34553.83,7740.62
2006-05-18,10.57,8223.41,35723.18,7633.50
2006-05-19,11.01,8418.48,36959.99,7794.39
2006-05-20,11.26,7975.78,37327.46,7789.76
2006-05-21,11.03,7368.65,36435.09,7817.59
2006-05-22,10.72,7432.08,35629.48,7837.04
2006-05-23,10.72,7948.51,35800.25,7861.19
2006-05-24,10.83,8058.90,36236.85,7837.57
2006-05-25,11.04,8153.95,36896.79,7820.03
2006-05-26,10.98,7644.88,36535.07,7826.03
2006-05-27,10.91,7548.70,35850.45,7525.60
2006-05-28,10.54,6702.34,34641.48,7195.25
2006-05-29,10.48,6992.48,34601.30,7011.50
2006-05-30,10.64,7152.29,35088.75,6905.31
2006-05-31,10.76,7202.39,35592.18,6947.36
2006-06-01,10.97,7433.91,36349.60,7050.82
2006-06-02,10.88,7150.75,36051.55,7299.81
2006-06-03,11.06,7736.18,36658.16,7429.13
2006-06-04,10.99,7507.94,36489.02,7592.00
2006-06-05,10.95,7912.96,36474.46,7919.07
2006-06-06,10.91,8228.26,36505.94,8211.27
2006-06-07,10.96,8450.34,36786.48,8307.76
2006-06-08,11.10,8350.05,36828.46,8327.66
2006-06-09,10.92,7876.62,36157.70,8213.58
2006-06-10,10.67,7859.80,35425.59,8227.68
2006-06-11,10.73,8339.82,35868.04,8115.53
2006-06-12,10.87,8240.18,36309.29,8016.62
2006-06-13,10.79,7786.76,35922.49,7980.70
2006-06-14,10.62,7703.99,35449.23,7941.37
2006-06-15,10.49,7869.78,35316.45,7935.51
2006-06-16,10.67,8596.19,36226.93,8135.94
2006-06-17,10.93,8813.80,37014.44,8415.56
2006-06-18,11.15,8821.16,37522.66,8563.77
2006-06-19,11.00,8451.82,37110.89,8658.22
2006-06-20,10.91,8604.61,36926.50,8696.38
2006-06-21,10.92,8897.92,37111.83,8803.27
2006-06-22,10.87,8998.52,36933.67,9087.14
2006-06-23,11.13,9594.78,37659.86,9227.68
2006-06-24,10.99,9004.06,37206.58,9231.88
2006-06-25,10.87,9122.97,36933.67,9259.94
2006-06-26,10.88,9577.60,37313.26,9385.92
2006-06-27,10.95,10304.63,38114.06,9407.33
2006-06-28,10.90,10761.03,38270.52,9486.44
2006-06-29,11.00,10984.62,38735.36,9604.66
2006-06-30,10.92,11223.79,38769.56,9560.99
2006-07-01,10.77,11604.10,38391.53,9530.10
2006-07-02,10.89,12005.64,38837.98,9521.08
2006-07-03,10.92,12000.42,38969.78,9549.80
2006-07-04,10.97,11936.64,39015.28,9546.61
2006-07-05,11.00,11880.85,39102.93,9454.58
2006-07-06,10.96,11797.77,39044.65,9438.42
2006-07-07,11.01,11814.78,39207.35,9355.85
2006-07-08,11.10,11730.36,39363.80,9271.23
2006-07-09,11.05,11512.80,39172.82,9239.93
2006-07-10,10.96,11575.83,38971.47,9320.32
2006-07-11,10.84,11701.17,38690.36,9492.93
2006-07-12,10.94,12058.98,39043.89,9541.45
2006-07-13,11.12,11999.17,39501.13,9426.02
2006-07-14,11.10,11505.06,39239.43,9300.83
2006-07-15,11.01,11403.10,39027.74,9158.72
2006-07-16,10.98,11527.77,39000.31,9185.42
2006-07-17,11.03,11610.84,39130.19,9181.84
2006-07-18,10.98,11507.91,39000.31,9201.80
2006-07-19,11.01,11649.92,39132.15,9155.63
2006-07-20,11.03,11621.14,39175.46,9142.37
2006-07-21,11.05,11696.18,39218.48,9234.52
2006-07-22,11.05,11826.10,39249.02,9356.63
2006-07-23,11.03,11862.04,39297.08,9394.65
2006-07-24,11.13,11961.37,39498.68,9410.71
2006-07-25,11.10,11602.86,39285.91,9265.40
2006-07-26,10.93,11347.47,38670.33,9296.08
2006-07-27,10.81,11493.00,38480.71,9338.86
2006-07-28,10.98,11601.52,38883.36,9280.03
2006-07-29,11.09,11337.70,39161.55,9136.66
2006-07-30,11.06,11139.12,38983.27,9143.93
2006-07-31,11.03,10963.49,38741.84,9058.29
2006-08-01,10.99,11040.52,38548.54,9224.92
2006-08-02,10.98,11006.57,38480.56,9197.06
2006-08-03,11.07,10961.61,38719.74,9109.84
2006-08-04,11.15,10713.68,38788.39,9049.61
2006-08-05,11.13,10287.33,38332.62,9006.13
2006-08-06,11.10,10018.48,38213.57,8653.50
2006-08-07,11.06,9370.18,37445.82,8278.85
2006-08-08,10.55,9195.48,36259.94,8529.52
2006-08-09,10.68,10488.58,37361.29,8802.22
2006-08-10,10.84,9998.53,37475.32,8906.18
2006-08-11,11.22,10112.27,38273.98,8769.29
2006-08-12,11.25,9490.51,38173.92,8668.24
2006-08-13,11.08,9358.27,37515.28,8599.19
2006-08-14,10.89,9059.67,36960.24,8551.55
2006-08-15,10.89,8532.00,36934.55,7926.97
2006-08-16,10.74,8772.85,36415.19,8506.43
2006-08-17,10.67,8762.64,36190.51,8450.66
2006-08-18,10.76,8954.60,36572.13,8437.10
2006-08-19,11.02,8895.46,37250.74,8316.87
2006-08-20,11.19,8427.08,37459.88,8242.56
2006-08-21,11.05,7891.92,36896.65,8175.39
2006-08-22,10.89,8000.33,36600.36,8149.10
2006-08-23,10.81,8257.71,36619.83,8247.89
2006-08-24,11.10,8664.13,37431.98,8253.92
2006-08-25,11.29,8278.83,37760.39,8112.04
2006-08-26,11.18,7726.11,37184.68,8015.11
2006-08-27,10.97,7658.21,36632.14,7935.56
2006-08-28,10.88,7643.36,36182.93,7868.62
2006-08-29,10.66,7344.13,35549.33,7662.35
2006-08-30,10.47,7237.73,35057.66,7468.29
2006-08-31,10.66,7676.83,35721.05,7342.11
2006-09-01,10.90,7527.77,36263.83,7253.33
2006-09-02,11.03,7306.69,36676.71,7097.47
2006-09-03,11.15,7191.90,36955.77,7050.41
2006-09-04,11.21,7047.44,37105.00,6971.83
2006-09-05,11.20,6820.62,37010.49,6867.60
2006-09-06,11.09,6617.23,36544.29,6851.52
2006-09-07,10.94,6643.29,36136.32,6848.16
2006-09-08,10.98,6784.82,36253.91,6724.55
2006-09-09,11.02,6686.56,36382.08,6620.98
2006-09-10,11.03,6639.92,36403.66,6627.92
2006-09-11,11.11,6493.29,36502.56,6442.35
2006-09-12,11.07,6172.08,36358.75,6243.54
2006-09-13,11.02,6008.88,36180.15,6098.05
2006-09-14,10.89,5869.25,35763.03,6078.61
2006-09-15,10.73,5720.60,35218.29,5994.03
2006-09-16,10.79,5728.44,35379.90,5645.67
2006-09-17,10.90,5624.53,35740.94,5441.10
2006-09-18,11.03,5562.68,36150.06,5355.17
2006-09-19,11.02,5101.07,35941.96,5204.65
2006-09-20,10.98,4899.13,35772.15,4983.49
2006-09-21,10.97,4795.93,35664.09,4849.16
2006-09-22,10.97,4694.64,35581.36,4734.95
2006-09-23,10.99,4592.45,35639.64,4561.42
2006-09-24,11.02,4523.20,35731.79,4475.14
2006-09-25,11.03,4505.47,35774.39,4482.54
2006-09-26,10.98,4526.98,35660.62,4583.04
2006-09-27,10.93,4568.09,35474.49,4660.71
2006-09-28,10.87,4542.13,35244.78,4656.67
2006-09-29,10.90,4645.97,35355.08,
2006-09-30,10.90,4585.42,35355.08,
2006-10-01,10.92,4671.88,35450.25,4597.33
2006-10-02,11.00,4758.34,35709.45,4626.45
2006-10-03,11.20,4996.93,36397.69,4648.72
2006-10-04,10.95,4092.55,35437.67,4575.28
2006-10-05,10.92,4457.24,35329.28,4510.67
2006-10-06,10.85,4361.63,35065.02,4493.64
2006-10-07,10.87,4422.96,35126.11,4390.94
2006-10-08,10.91,4403.55,35281.89,4323.77
2006-10-09,11.01,4396.70,35509.54,4280.59
2006-10-10,11.04,4287.03,35393.86,4343.42
2006-10-11,11.06,3557.30,35401.44,3551.76
2006-10-12,10.99,3354.31,35011.71,3549.21
2006-10-13,10.72,2780.64,33489.64,3546.41
2006-10-14,10.43,2019.22,32492.67,2520.44
2006-10-15,10.24,1526.84,32011.82,1767.94
2006-10-16,10.25,1808.41,32159.45,1732.52
2006-10-17,10.46,1946.12,32851.76,1595.57
2006-10-18,10.51,1625.14,33091.36,1503.12
2006-10-19,10.46,1339.37,32775.17,1497.57
2006-10-20,10.58,1476.18,32720.68,1502.41
2006-10-21,10.26,855.56,31553.46,1442.51
2006-10-22,9.91,789.78,30315.99,1411.60
2006-10-23,9.57,785.06,29120.87,701.91
2006-10-24,9.20,834.42,27907.25,336.31
2006-10-25,8.83,618.17,26729.32,246.57
2006-10-26,8.70,916.33,26295.87,244.79
2006-10-27,8.52,732.61,25715.77,242.29
2006-10-28,8.46,713.47,25518.80,241.01
2006-10-29,8.31,369.52,25079.30,240.13
2006-10-30,8.54,748.82,25765.00,239.31
2006-10-31,8.52,648.78,25700.50,242.73
2006-11-01,8.49,693.83,25637.32,242.25
2006-11-02,8.50,672.22,25636.00,241.50
2006-11-03,8.46,513.40,25518.80,240.91
2006-11-04,8.58,700.69,25894.00,242.04
2006-11-05,8.64,609.55,26087.50,242.67
2006-11-06,8.72,591.88,26345.50,243.02
2006-11-07,8.77,511.36,26506.75,243.26
2006-11-08,8.93,674.25,27022.75,238.54
2006-11-09,8.88,346.59,26871.23,229.74
2006-11-10,9.09,776.09,27571.36,229.35
2006-11-11,9.03,325.84,27378.17,229.44
2006-11-12,9.28,831.48,28187.70,229.65
2006-11-13,9.23,335.31,28012.98,229.51
2006-11-14,9.61,1049.91,29253.48,230.84
2006-11-15,9.74,681.20,29763.66,230.60
2006-11-16,9.85,593.68,30100.49,230.72
2006-11-17,9.97,646.95,30541.50,230.74
2006-11-18,10.08,628.12,30945.49,230.84
2006-11-19,10.19,614.19,31319.03,232.49
2006-11-20,10.27,559.50,31585.82,232.03
2006-11-21,10.27,420.76,31579.87,230.84
2006-11-22,10.40,673.64,32038.90,230.42
2006-11-23,10.45,533.01,32215.45,230.77
2006-11-24,10.50,550.99,32392.00,231.11
2006-11-25,10.55,557.54,32578.90,231.42
2006-11-26,10.63,615.50,32882.78,230.74
2006-11-27,10.64,481.16,32915.32,232.61
2006-11-28,10.57,342.99,32661.03,241.92
2006-11-29,10.78,857.51,33445.39,232.29
2006-11-30,10.82,536.01,33594.79,231.72
2006-12-01,10.89,603.88,33856.24,242.28
2006-12-02,10.93,560.13,34007.72,237.59
2006-12-03,10.97,598.21,34159.13,232.76
2006-12-04,10.98,593.54,34196.46,232.24
2006-12-05,10.96,597.83,34121.80,241.46
2006-12-06,10.92,586.55,33968.29,231.86
2006-12-07,10.91,799.08,34062.49,231.33
2006-12-08,10.89,848.67,33974.42,230.72
2006-12-09,10.84,890.81,33786.07,230.42
2006-12-10,10.70,783.61,33287.19,231.26
2006-12-11,10.77,1310.96,33768.54,231.24
2006-12-12,10.92,1703.07,34510.40,231.49
2006-12-13,11.00,1678.90,34802.10,237.21
2006-12-14,10.92,1640.78,34524.89,232.85
2006-12-15,10.76,1854.93,34128.30,232.77
2006-12-16,10.86,2265.11,34448.64,232.75
2006-12-17,10.66,1728.59,33706.77,232.71
2006-12-18,10.60,2244.58,33841.87,232.27
2006-12-19,10.65,2831.18,34024.82,232.67
2006-12-20,10.75,2964.76,34416.76,232.77
2006-12-21,10.83,3044.76,34685.36,232.70
2006-12-22,10.93,3115.67,35032.96,232.85
2006-12-23,10.96,3050.83,35150.86,232.85
2006-12-24,10.93,3116.38,35032.96,232.90
2006-12-25,10.79,3080.78,34553.70,232.82
2006-12-26,10.74,3165.30,34377.11,232.42
2006-12-27,10.38,2661.13,33265.27,232.87
2006-12-28,10.71,3544.79,34279.83,232.82
2006-12-29,10.74,3075.77,34377.11,232.85
2006-12-30,10.75,3050.41,34411.36,232.85
2006-12-31,10.74,3021.21,34393.41,232.85
2007-01-01,10.79,3118.74,34559.04,232.93
2007-01-02,10.78,3080.91,34519.46,233.05
2007-01-03,10.76,3088.26,34451.00,232.98
2007-01-04,10.69,3027.18,34245.45,233.46
2007-01-05,10.66,3074.67,34125.43,232.80
2007-01-06,10.50,2812.34,33560.94,232.67
2007-01-07,10.63,3337.48,34017.23,232.72
2007-01-08,10.64,3094.61,33968.73,232.48
2007-01-09,10.53,2888.81,33589.74,232.37
2007-01-10,10.44,2648.96,33315.95,232.62
2007-01-11,10.73,3051.80,34278.81,232.82
2007-01-12,10.79,2681.70,34506.24,232.85
2007-01-13,10.94,2868.90,35031.97,232.85
2007-01-14,11.04,2857.83,35375.50,232.90
2007-01-15,11.06,2851.94,35439.43,232.90
2007-01-16,10.89,2850.40,34860.21,232.93
2007-01-17,10.79,2910.46,34527.18,232.85
2007-01-18,10.70,2918.41,34207.50,232.82
2007-01-19,10.57,2852.23,33755.32,232.93
2007-01-20,10.50,2841.79,33514.73,233.14
2007-01-21,10.49,2864.67,33465.48,232.98
2007-01-22,10.59,2923.89,33824.06,233.34
2007-01-23,10.72,2927.78,34276.21,232.47
2007-01-24,10.81,2939.83,34564.70,232.67
2007-01-25,10.83,2869.52,34628.43,233.28
2007-01-26,10.79,2857.38,34501.04,235.24
2007-01-27,10.74,2919.37,34344.91,234.01
2007-01-28,10.68,2884.92,34111.88,232.90
2007-01-29,10.65,2893.03,34008.57,232.19
2007-01-30,10.66,2703.87,33948.73,231.82
2007-01-31,10.71,2346.59,34011.14,232.93
2007-02-01,10.74,2097.81,34116.38,234.18
2007-02-02,10.75,1777.95,34151.46,234.25
2007-02-03,10.72,1689.87,34046.21,231.89
2007-02-04,10.84,1959.91,34467.19,232.58
2007-02-05,10.89,1765.27,34488.68,233.51
2007-02-06,10.91,1866.00,34574.80,232.85
2007-02-07,10.88,1832.24,34484.22,232.85
2007-02-08,10.90,1945.82,34554.89,234.79
2007-02-09,10.83,1822.23,34307.53,231.06
2007-02-10,10.78,1896.73,34146.79,228.00
2007-02-11,10.65,1763.44,33712.57,228.00
2007-02-12,10.80,2175.02,34217.40,227.97
2007-02-13,10.74,1749.51,33918.57,228.00
2007-02-14,10.62,1673.70,33500.78,227.97
2007-02-15,10.48,1579.20,33033.83,227.97
2007-02-16,10.68,1940.42,33721.43,227.59
2007-02-17,10.89,2022.32,34443.23,227.34
2007-02-18,10.68,1419.66,33745.26,229.04
2007-02-19,10.78,1911.94,34037.55,227.80
2007-02-20,10.70,1620.92,33792.33,226.20
2007-02-21,10.83,1959.49,34222.71,225.59
2007-02-22,10.75,1632.06,33993.07,225.75
2007-02-23,10.54,1363.16,33225.17,226.94
2007-02-24,10.79,2170.60,34080.67,225.79
2007-02-25,10.78,1736.24,34075.91,225.77
2007-02-26,10.90,1944.40,34478.73,225.62
2007-02-27,10.88,1711.44,34415.26,225.62
2007-02-28,10.71,1522.31,33843.54,226.80
2007-03-01,10.68,1795.51,33753.26,226.62
2007-03-02,10.81,2110.82,34189.96,226.47
2007-03-03,10.77,1840.15,34040.46,225.40
2007-03-04,10.82,1928.32,34194.78,225.40
2007-03-05,10.73,1692.73,33890.86,226.00
2007-03-06,10.72,1719.41,33786.34,225.03
2007-03-07,10.67,1570.22,33600.75,224.68
2007-03-08,10.76,1768.58,33936.23,225.27
2007-03-09,10.77,1612.13,33979.32,225.55
2007-03-10,10.86,1752.94,34292.06,225.53
2007-03-11,10.90,1673.27,34434.40,225.40
2007-03-12,10.92,1629.32,34505.56,224.81
2007-03-13,10.89,987.88,33962.06,224.89
2007-03-14,10.87,766.26,33913.27,224.56
2007-03-15,10.89,822.16,33971.80,225.45
2007-03-16,10.88,841.98,33944.97,237.25
2007-03-17,10.84,812.44,33803.22,224.75
2007-03-18,10.84,836.77,33808.25,224.41
2007-03-19,10.86,909.32,33923.45,223.86
2007-03-20,10.79,775.78,33684.14,382.11
2007-03-21,10.87,1069.17,33989.71,470.99
2007-03-22,10.94,935.69,34253.51,651.72
2007-03-23,10.92,972.49,34194.50,1001.91
2007-03-24,10.95,1066.87,34312.07,1007.35
2007-03-25,10.75,648.00,33601.74,1005.90
2007-03-26,10.92,1314.03,34203.38,1010.50
2007-03-27,10.87,916.21,34035.82,1000.15
2007-03-28,10.98,1212.60,34377.02,1039.63
2007-03-29,10.95,967.66,34252.21,1029.67
2007-03-30,10.89,919.84,34033.04,1029.50
2007-03-31,10.84,991.64,33954.44,1030.75
2007-04-01,10.76,1009.75,33695.27,1139.80
2007-04-02,10.75,1167.77,33659.21,1185.11
2007-04-03,10.82,1352.40,34041.72,1158.73
2007-04-04,10.96,1663.57,34721.45,1320.50
2007-04-05,11.07,1573.31,35039.32,1412.86
2007-04-06,10.97,1448.31,34533.77,1703.07
2007-04-07,10.41,953.22,32760.92,1846.95
2007-04-08,10.73,3421.80,34882.39,1954.37
2007-04-09,10.50,4091.78,34221.27,2147.91
2007-04-10,10.69,4319.86,34500.23,2620.43
2007-04-11,10.92,4237.97,35327.90,2796.29
2007-04-12,10.83,3648.10,34830.09,2915.81
2007-04-13,10.81,3675.20,34781.34,3044.50
2007-04-14,10.69,3625.27,34419.14,3279.36
2007-04-15,10.56,3605.49,33983.97,3367.40
2007-04-16,10.67,4130.08,34446.16,3785.14
2007-04-17,10.49,3955.72,33946.43,4207.59
2007-04-18,9.97,3646.87,32381.19,4435.67
2007-04-19,10.73,5294.87,34691.11,4129.78
2007-04-20,10.75,4275.91,34744.99,4248.24
2007-04-21,10.73,4489.08,34892.11,4414.60
2007-04-22,10.82,4794.02,35345.58,4565.03
2007-04-23,10.83,4613.51,34941.49,4816.79
2007-04-24,10.47,4767.97,34341.50,5070.02
2007-04-25,10.64,5671.52,34973.56,5352.54
2007-04-26,10.92,6203.83,35893.71,5695.51
2007-04-27,11.15,6365.67,36583.30,5983.50
2007-04-28,11.04,5951.73,36197.90,6145.99
2007-04-29,10.76,5740.18,35296.41,6194.68
2007-04-30,10.47,5975.25,34418.09,6418.06
2007-05-01,10.42,6714.11,34618.91,6612.86
2007-05-02,10.28,6561.59,34395.04,6672.93
2007-05-03,10.90,7632.88,36309.94,6667.45
2007-05-04,11.12,6910.98,36759.31,6684.40
2007-05-05,11.04,6497.39,36402.59,6677.20
2007-05-06,11.04,6787.62,36544.27,6716.13
2007-05-07,11.07,6754.45,36569.05,6741.95
2007-05-08,10.87,6997.46,35731.88,7419.53
2007-05-09,10.40,6761.81,34820.21,7221.44
2007-05-10,10.42,7420.72,35106.91,7276.18
2007-05-11,10.54,8009.96,35888.09,7616.12
2007-05-12,10.77,8193.96,36578.34,7845.96
2007-05-13,10.77,7917.59,36554.39,7929.67
2007-05-14,10.99,8244.72,37148.12,7945.38
2007-05-15,11.02,7773.50,36973.56,7861.51
2007-05-16,10.89,7514.34,36514.45,7745.81
2007-05-17,10.70,7576.39,36068.99,7800.97
2007-05-18,10.62,8044.08,35992.68,8082.55
2007-05-19,10.57,8196.95,35918.16,8234.51
2007-05-20,10.49,8177.42,35725.85,8274.38
2007-05-21,10.48,8343.11,35773.70,8318.98
2007-05-22,10.86,8825.84,36876.99,8269.59
2007-05-23,11.03,8298.22,37253.00,8108.65
2007-05-24,11.02,7943.35,37008.74,8066.50
2007-05-25,10.84,7689.00,36340.07,8026.13
2007-05-26,10.69,7825.01,35963.24,8014.99
2007-05-27,10.47,7727.21,35306.04,8058.55
2007-05-28,10.23,7751.95,34649.01,8083.21
2007-05-29,10.38,8523.03,35447.51,8120.45
2007-05-30,10.60,8553.96,36108.28,8220.82
2007-05-31,10.71,8643.44,36516.93,8437.42
2007-06-01,10.90,8753.92,36999.05,8510.85
2007-06-02,10.95,8629.76,37234.12,8511.25
2007-06-03,10.98,8681.63,37243.18,8677.06
2007-06-04,10.94,7757.16,37132.86,7812.77
2007-06-05,10.84,7886.28,36887.75,8009.86
2007-06-06,10.66,8283.87,36291.16,8584.65
2007-06-07,11.05,8882.04,37014.80,8517.20
2007-06-08,10.78,7945.45,36134.07,8389.49
2007-06-09,10.53,8273.42,35580.14,8552.69
2007-06-10,10.32,8070.88,35190.59,8267.28
2007-06-11,10.56,8666.98,35936.80,8290.77
2007-06-12,10.63,8415.09,36114.04,8325.73
2007-06-13,10.68,8596.37,36388.88,8457.80
2007-06-14,10.76,8966.59,36866.30,8725.89
2007-06-15,11.00,9171.45,37468.85,8867.66
2007-06-16,10.78,8589.25,36668.99,8992.51
2007-06-17,10.53,8674.59,35970.14,9026.93
2007-06-18,10.54,9163.79,36127.23,9084.59
2007-06-19,10.63,9295.65,36475.05,9120.29
2007-06-20,10.71,9538.53,36995.17,9129.19
2007-06-21,10.82,10204.37,37807.67,9229.29
2007-06-22,10.87,10461.81,38086.02,9265.26
2007-06-23,10.83,10569.53,38178.63,9279.75
2007-06-24,10.90,10610.85,38314.91,9307.39
2007-06-25,10.88,10554.57,38289.55,9332.91
2007-06-26,10.92,10663.88,38277.28,9413.04
2007-06-27,10.85,10301.40,37972.22,9289.77
2007-06-28,10.71,10302.77,37705.53,9191.65
2007-06-29,10.73,10518.24,37843.89,9203.04
2007-06-30,10.73,10537.92,37909.01,9261.22
2007-07-01,10.81,10708.50,38153.81,9333.83
2007-07-02,10.89,10726.74,38414.46,9352.81
2007-07-03,11.02,10622.63,38627.45,9268.29
2007-07-04,10.94,10223.27,38206.61,9191.13
2007-07-05,10.75,10210.76,37724.29,9201.20
2007-07-06,10.74,10450.39,37921.29,9117.92
2007-07-07,10.82,10408.87,37957.83,9164.70
2007-07-08,10.72,10278.73,37718.12,9175.61
2007-07-09,10.66,10317.39,37578.13,9139.91
2007-07-10,10.69,10500.67,37827.54,9129.74
2007-07-11,10.80,10525.57,38028.30,9174.84
2007-07-12,10.83,10468.12,38114.28,9175.70
2007-07-13,10.88,10414.07,38225.71,9116.06
2007-07-14,10.93,10380.41,38385.03,9033.92
2007-07-15,10.94,10288.34,38397.89,9016.61
2007-07-16,11.15,10469.49,38892.82,8961.89
2007-07-17,11.16,10110.32,38621.89,8981.38
2007-07-18,10.94,9913.24,38130.17,8900.17
2007-07-19,10.72,9909.56,37570.37,8920.39
2007-07-20,10.63,10232.53,37508.33,8991.35
2007-07-21,10.75,10487.34,38015.13,8964.30
2007-07-22,10.94,10409.61,38397.89,8949.49
2007-07-23,10.99,10183.09,38478.62,8870.86
2007-07-24,11.01,10100.97,38473.89,8833.96
2007-07-25,11.01,9874.38,38133.20,8773.48
2007-07-26,10.90,9560.59,37634.39,8543.73
2007-07-27,10.81,9707.17,37623.62,8439.99
2007-07-28,10.87,9733.21,37722.57,8413.77
2007-07-29,10.88,9773.49,37853.65,8438.07
2007-07-30,10.88,9741.41,37879.17,8455.91
2007-07-31,10.93,9841.76,38024.89,8496.32
2007-08-01,10.92,9751.91,37945.03,8519.46
2007-08-02,10.96,9821.15,38011.63,8513.61
2007-08-03,10.97,9586.18,37792.02,8481.52
2007-08-04,10.98,9510.68,37797.02,8401.10
2007-08-05,10.98,9351.25,37723.26,8393.50
2007-08-06,10.95,9069.66,37365.52,8362.24
2007-08-07,10.81,8984.38,36930.41,8371.26
2007-08-08,10.72,8958.86,36646.01,8364.23
2007-08-09,10.68,8931.37,36512.59,8360.03
2007-08-10,10.65,8832.15,36421.82,8356.90
2007-08-11,10.80,8904.58,36826.78,8280.68
2007-08-12,10.98,8681.75,37290.00,8124.74
2007-08-13,11.07,8349.55,37449.04,8053.41
2007-08-14,10.99,8022.25,37040.11,8075.44
2007-08-15,10.90,7968.47,36762.03,8065.49
2007-08-16,10.87,8019.77,36669.34,8066.50
2007-08-17,10.83,8016.94,36582.64,8060.65
2007-08-18,10.84,7979.25,36521.61,8010.03
2007-08-19,10.69,7734.60,36113.18,7940.52
2007-08-20,10.57,7791.99,35780.94,7959.49
2007-08-21,10.69,8156.76,36150.96,7970.21
2007-08-22,10.71,7999.87,36231.50,7957.89
2007-08-23,10.70,7853.99,36219.63,7859.97
2007-08-24,10.87,8149.70,36742.74,7885.97
2007-08-25,10.98,7871.01,36919.83,7781.73
2007-08-26,10.99,7677.47,36897.69,7688.63
2007-08-27,10.98,7585.34,36778.31,7645.53
2007-08-28,10.94,7595.69,36706.32,7631.98
2007-08-29,10.95,7564.35,36561.43,7637.40
2007-08-30,10.80,7337.98,36017.21,7612.35
2007-08-31,10.71,7462.89,35786.82,7579.05
2007-09-01,10.68,7488.10,35637.54,7563.36
2007-09-02,10.63,7487.13,35552.86,7529.82
2007-09-03,10.71,7742.87,35988.48,7523.24
2007-09-04,10.92,7628.65,36379.46,7431.53
2007-09-05,11.02,7294.62,36584.52,7191.23
2007-09-06,11.04,6833.45,36425.29,6913.73
2007-09-07,10.93,6486.95,35978.51,6712.20
2007-09-08,10.82,6478.68,35741.24,6598.30
2007-09-09,10.85,6629.67,35816.08,6591.94
2007-09-10,10.88,6498.12,35828.15,6492.04
2007-09-11,10.86,6298.60,35711.78,6357.26
2007-09-12,10.76,6193.93,35380.17,6361.12
2007-09-13,10.69,6274.03,35138.64,6395.80
2007-09-14,10.63,6023.46,34929.17,6129.07
2007-09-15,10.68,5948.54,35106.40,5859.19
2007-09-16,10.73,5828.41,35249.22,5756.41
2007-09-17,10.79,5797.70,35448.02,5697.47
2007-09-18,10.99,5928.56,36051.49,5624.31
2007-09-19,10.93,5283.76,35833.26,5393.79
2007-09-20,10.93,5339.11,35762.38,5374.85
2007-09-21,10.78,5192.81,35294.13,5428.88
2007-09-22,10.61,5111.08,34763.01,5378.85
2007-09-23,10.52,5207.21,34502.97,5338.32
2007-09-24,10.70,5477.52,35080.98,5186.11
2007-09-25,10.81,5197.18,35381.41,5045.71
