date,wz,wi,wk,qu,mm,mx,mn,fb,af,qd
2014-10-09,,,,12.49,52.68,73.90,34.20,3784.26,1727.00,1.40
2014-10-10,,,,12.29,51.26,71.80,31.40,3784.33,1749.00,1.20
2014-10-11,,,,14.31,51.91,64.00,40.60,3784.41,1775.00,1.20
2014-10-12,,,,12.29,50.51,60.40,41.30,3784.48,1797.00,1.20
2014-10-13,,,,12.29,48.38,64.70,31.30,3784.55,1819.00,1.20
2014-10-14,,,,9.87,49.10,57.20,40.10,3784.60,1836.00,1.30
2014-10-15,,,,19.43,48.07,54.90,35.10,3784.71,1870.58,2.00
2014-10-16,,,,21.56,40.70,57.90,29.50,3784.82,1907.00,3.20
2014-10-17,,,,20.34,45.60,60.60,29.50,3784.92,1940.00,3.70
2014-10-18,,,,18.93,50.43,69.00,34.00,3785.01,1970.00,3.80
2014-10-19,,,,20.44,46.60,67.40,28.60,3785.11,2003.00,3.80
2014-10-20,,,,23.47,48.91,72.50,28.40,3785.23,2044.00,2.80
2014-10-21,,,,24.67,47.34,56.90,32.50,3785.36,2088.00,2.49
2014-10-22,,,,29.00,43.30,55.90,28.40,3785.50,2136.00,4.80
2014-10-23,,,,20.24,51.98,56.00,44.20,3785.60,2170.00,3.10
2014-10-24,,,,17.43,45.46,54.20,39.70,3785.69,2201.00,1.80
2014-10-25,,,,19.35,48.64,64.60,38.50,3785.79,2236.00,1.70
2014-10-26,,,,17.23,43.53,48.80,36.70,3785.88,2267.00,1.60
2014-10-27,,,,17.73,39.11,49.00,32.50,3785.97,2299.00,1.60
2014-10-28,,,,26.91,40.95,52.80,29.20,3786.11,2349.00,1.70
2014-10-29,,,,30.44,44.12,55.40,33.80,3786.27,2406.00,1.70
2014-10-30,,,,30.44,48.11,57.90,39.80,3786.43,2463.00,1.70
2014-10-31,,,,27.01,48.24,61.20,38.70,3786.57,2514.00,1.30
2014-11-01,,,,26.91,41.54,46.60,38.60,3786.71,2565.00,1.20
2014-11-02,,,,27.32,39.98,46.80,35.40,3786.85,2617.00,1.10
2014-11-03,,,,40.43,41.05,48.30,32.40,3787.06,2695.00,1.10
2014-11-04,,,,45.16,43.86,48.50,39.70,3787.29,2782.00,1.30
2014-11-05,,,,47.58,44.44,52.10,41.20,3787.53,2874.00,1.20
2014-11-06,,,,47.38,49.39,63.10,38.70,3787.77,2966.00,1.00
2014-11-07,,,,28.73,44.54,59.10,27.30,3787.91,3021.00,1.00
2014-11-08,,,,18.75,35.71,54.10,22.90,3788.00,3056.00,1.10
2014-11-09,,,,19.25,38.64,53.10,28.00,3788.09,3092.00,1.10
2014-11-10,,,,19.25,35.25,42.80,19.60,3788.18,3128.00,1.10
2014-11-11,,,,19.25,23.27,38.60,13.00,3788.27,3164.00,1.10
2014-11-12,,,,24.85,15.28,26.30,6.50,3788.36,3200.00,6.70
2014-11-13,,,,29.15,17.65,21.00,8.70,3788.45,3236.00,11.00
2014-11-14,,,,29.15,21.21,33.70,0.40,3788.54,3272.00,11.00
2014-11-15,,,,29.65,2.76,29.30,-13.99,3788.63,3309.00,11.00
2014-11-16,,,,29.15,1.11,28.10,-13.49,3788.72,3345.00,11.00
2014-11-17,,,,29.65,2.43,24.20,-10.69,3788.81,3382.00,11.00
2014-11-18,,,,29.65,3.37,20.20,-13.19,3788.90,3419.00,11.00
2014-11-19,,,,29.65,15.29,27.40,2.90,3788.99,3456.00,11.00
2014-11-20,,,,30.16,25.50,34.10,17.40,3789.08,3494.00,11.00
2014-11-21,,,,29.65,29.26,37.80,15.60,3789.17,3531.00,11.00
2014-11-22,,,,30.16,37.35,41.50,34.80,3789.26,3569.00,11.00
2014-11-23,,,,30.16,35.73,40.00,27.50,3789.35,3607.00,11.00
2014-11-24,,,,30.16,33.57,43.60,21.10,3789.44,3645.00,11.00
2014-11-25,,,,49.82,43.33,52.50,32.80,3789.62,3722.00,11.00
2014-11-26,,,,43.27,39.01,50.50,32.50,3789.77,3786.00,11.00
2014-11-27,,,,39.23,39.56,46.10,34.20,3789.90,3842.00,11.00
2014-11-28,,,,37.22,43.30,51.20,38.00,3790.02,3894.00,11.00
2014-11-29,,,,39.74,35.69,47.30,23.90,3790.15,3951.00,11.00
2014-11-30,,,,38.22,19.80,31.90,13.30,3790.27,4003.00,12.00
2014-12-01,,,,40.74,23.90,28.70,13.90,3790.40,4060.00,12.00
2014-12-02,,,,39.23,31.55,34.50,28.20,3790.52,4114.00,12.00
2014-12-03,,,,40.74,33.75,35.40,32.60,3790.65,4171.00,12.00
2014-12-04,,,,39.23,35.17,39.00,33.40,3790.77,4225.00,12.00
2014-12-05,,,,41.24,36.28,38.90,34.20,3790.90,4283.00,12.00
2014-12-06,,,,39.23,39.24,52.40,29.00,3791.02,4337.00,12.00
2014-12-07,,,,41.75,31.26,36.90,24.80,3791.15,4396.00,12.00
2014-12-08,,,,41.75,38.65,43.00,35.20,3791.28,4455.00,12.00
2014-12-09,,,,46.79,40.26,44.50,35.40,3791.43,4524.00,12.00
2014-12-10,,,,51.33,42.21,53.10,35.30,3791.60,4602.00,12.00
2014-12-11,,,,46.79,47.38,50.90,43.10,3791.75,4671.00,12.00
2014-12-12,,,,61.41,38.92,45.90,35.20,3791.96,4769.00,12.00
2014-12-13,,,,56.87,34.66,37.80,26.80,3792.15,4858.00,12.00
2014-12-14,,,,42.75,26.60,37.60,19.80,3792.28,4919.00,12.00
2014-12-15,,,,35.70,27.61,33.00,19.60,3792.38,4966.00,12.00
2014-12-16,,,,47.80,33.46,34.90,31.60,3792.53,5037.00,12.00
2014-12-17,,,,46.78,34.42,36.80,32.60,3792.67,5104.00,13.00
2014-12-18,,,,46.78,35.30,38.50,32.40,3792.81,5171.00,13.00
2014-12-19,,,,44.76,37.14,44.00,32.80,3792.94,5234.00,13.00
2014-12-20,,,,66.95,36.03,38.50,33.50,3793.16,5341.00,13.00
2014-12-21,,,,153.66,39.00,46.70,35.00,3793.73,5620.00,13.00
2014-12-22,,,,243.91,36.52,40.80,29.50,3794.64,6078.00,13.00
2014-12-23,,,,132.49,30.26,35.80,24.40,3795.10,6315.00,13.00
2014-12-24,,,,104.76,30.69,33.60,28.10,3795.45,6497.00,13.00
2014-12-25,,,,77.03,31.44,35.40,29.20,3795.69,6624.00,13.00
2014-12-26,,,,67.44,27.89,34.80,13.80,3795.89,6730.00,14.00
2014-12-27,,,,49.29,19.98,25.00,12.40,3796.02,6800.00,14.00
2014-12-28,,,,57.36,22.82,34.30,10.30,3796.18,6886.00,14.00
2014-12-29,,,,65.93,18.38,27.30,11.30,3796.37,6989.00,14.00
2014-12-30,,,,46.77,10.67,18.70,-6.80,3796.49,7054.00,14.00
2014-12-31,,,,30.64,1.57,21.30,-10.10,3796.55,7087.00,14.00
2015-01-01,,,,30.64,4.20,19.20,-5.90,3796.61,7120.00,14.00
2015-01-02,,,,38.70,6.67,15.50,-1.90,3796.70,7169.00,14.00
2015-01-03,,,,50.30,16.73,28.80,8.20,3796.83,7241.00,14.00
2015-01-04,,,,58.87,22.19,28.60,16.30,3796.99,7330.00,14.00
2015-01-05,,,,61.90,31.08,36.30,24.30,3797.16,7425.00,14.00
2015-01-06,,,,61.90,30.07,38.80,19.80,3797.33,7520.00,14.00
2015-01-07,,,,59.38,24.69,34.50,19.40,3797.49,7610.00,14.00
2015-01-08,,,,54.33,24.33,29.50,18.60,3797.63,7690.00,14.00
2015-01-09,,,,54.33,27.63,32.90,19.50,3797.77,7770.00,14.00
2015-01-10,,,,51.31,29.87,33.00,28.80,3797.90,7844.00,14.00
2015-01-11,,,,57.86,31.37,36.00,28.60,3798.05,7931.00,14.00
2015-01-12,,,,54.33,33.23,39.80,22.90,3798.19,8011.00,14.00
2015-01-13,,,,52.32,22.85,45.10,11.00,3798.32,8087.00,14.00
2015-01-14,,,,49.29,24.55,29.40,10.60,3798.44,8157.00,14.00
2015-01-15,,,,52.32,27.61,29.00,26.60,3798.57,8233.00,14.00
2015-01-16,,,,58.87,27.98,41.60,12.70,3798.72,8322.00,14.00
2015-01-17,,,,64.42,27.13,33.20,13.60,3798.89,8422.00,14.00
2015-01-18,,,,56.35,34.55,49.00,19.90,3799.03,8506.00,14.00
2015-01-19,,,,61.90,26.92,41.80,17.00,3799.19,8601.00,14.00
2015-01-20,,,,63.93,20.04,42.30,8.60,3799.36,8704.00,12.00
2015-01-21,,,,52.25,16.45,34.00,2.90,3799.50,8788.00,9.90
2015-01-22,,,,55.78,24.28,28.30,20.20,3799.65,8879.00,9.90
2015-01-23,,,,59.41,31.15,52.10,22.90,3799.81,8977.00,10.00
2015-01-24,,,,59.41,32.50,43.60,24.80,3799.97,9075.00,10.00
2015-01-25,,,,62.94,31.31,34.80,29.30,3800.14,9180.00,10.00
2015-01-26,,,,63.44,33.89,37.30,31.40,3800.31,9286.00,10.00
2015-01-27,,,,66.47,32.89,37.40,30.20,3800.49,9398.00,10.00
2015-01-28,,,,66.97,34.65,50.30,23.10,3800.67,9511.00,10.00
2015-01-29,,,,67.48,28.36,38.10,18.30,3800.85,9625.00,10.00
2015-01-30,,,,67.48,30.83,44.50,21.90,3801.03,9739.00,10.00
2015-01-31,,,,61.43,29.33,51.00,14.40,3801.19,9841.00,10.00
2015-02-01,,,,74.53,31.15,35.60,24.40,3801.39,9969.00,10.00
2015-02-02,,,,71.51,33.57,37.60,30.80,3801.58,10091.00,10.00
2015-02-03,,,,82.10,34.24,41.00,30.60,3801.80,10234.00,10.00
2015-02-04,,,,79.07,36.10,38.80,33.60,3802.01,10371.00,10.00
2015-02-05,,,,109.32,41.96,54.40,35.30,3802.31,10568.00,10.00
2015-02-06,,,,144.11,47.63,55.40,38.30,3802.71,10834.00,10.00
2015-02-07,,,,362.91,48.21,57.30,39.80,3803.74,11532.00,11.00
2015-02-08,,,,455.17,43.10,53.00,31.10,3805.00,12413.00,11.00
2015-02-09,,,,538.35,46.92,52.00,41.70,3806.44,13457.00,12.00
2015-02-10,,,,440.02,42.16,53.30,32.00,3807.57,14302.00,14.00
2015-02-11,,,,350.28,36.04,46.40,29.20,3808.44,14969.00,14.00
2015-02-12,,,,285.75,36.82,51.00,29.10,3809.13,15508.00,14.00
2015-02-13,,,,253.98,36.64,51.40,27.10,3809.73,15984.00,14.00
2015-02-14,,,,244.40,42.58,55.90,31.90,3810.30,16441.00,14.00
2015-02-15,,,,243.40,38.69,54.60,27.30,3810.86,16896.00,14.00
2015-02-16,,,,206.34,33.47,51.00,23.00,3811.34,17290.00,7.70
2015-02-17,,,,182.98,33.15,50.00,20.90,3811.77,17646.00,3.50
2015-02-18,,,,163.02,36.38,56.50,22.50,3812.15,17962.00,3.70
2015-02-19,,,,152.13,38.69,51.90,24.90,3812.50,18256.00,3.90
2015-02-20,,,,140.23,40.47,46.40,33.50,3812.82,18527.00,3.60
2015-02-21,,,,136.10,36.33,42.00,28.90,3813.13,18790.00,3.50
2015-02-22,,,,115.23,29.74,42.60,17.80,3813.39,19012.00,3.30
2015-02-23,,,,98.49,30.97,50.80,14.70,3813.61,19201.00,3.20
2015-02-24,,,,102.73,39.02,57.20,21.30,3813.84,19399.00,2.90
2015-02-25,,,,107.37,40.90,47.40,35.00,3814.08,19607.00,2.50
2015-02-26,,,,98.60,38.32,43.40,31.70,3814.30,19798.00,2.30
2015-02-27,,,,103.13,35.09,41.50,28.70,3814.53,19998.00,2.30
2015-02-28,,,,112.61,34.77,40.30,28.20,3814.78,20217.00,2.20
2015-03-01,,,,81.86,30.71,45.60,17.90,3814.96,20375.00,2.20
2015-03-02,,,,86.90,32.36,44.60,22.40,3815.15,20543.00,2.20
2015-03-03,,,,77.73,32.25,39.60,25.30,3815.32,20693.00,2.10
2015-03-04,,,,56.15,30.58,48.70,15.50,3815.44,20800.00,2.20
2015-03-05,,,,51.10,33.79,56.20,18.60,3815.55,20897.00,2.20
2015-03-06,,,,51.61,39.57,63.30,23.60,3815.66,20995.00,2.20
2015-03-07,,,,42.53,40.98,62.20,25.60,3815.75,21075.00,2.20
2015-03-08,,,,42.94,40.31,60.90,23.30,3815.84,21156.00,2.10
2015-03-09,,,,42.53,40.98,65.10,20.80,3815.93,21236.00,2.20
2015-03-10,,,,47.07,42.93,64.50,23.50,3816.03,21325.00,2.20
2015-03-11,,,,51.61,46.39,55.00,39.00,3816.14,21423.00,2.20
2015-03-12,,,,56.55,47.44,62.30,35.00,3816.26,21531.00,2.10
2015-03-13,,,,56.65,44.55,61.80,27.40,3816.38,21639.00,2.20
2015-03-14,,,,88.41,50.02,60.70,41.50,3816.57,21810.00,2.20
2015-03-15,,,,170.49,52.38,65.80,44.90,3816.94,22144.00,2.10
2015-03-16,,,,171.50,45.61,54.00,37.50,3817.31,22480.00,2.10
2015-03-17,,,,162.83,45.51,51.10,40.60,3817.66,22799.00,2.00
2015-03-18,,,,168.38,43.69,54.20,34.70,3818.02,23129.00,2.00
2015-03-19,,,,145.89,42.60,63.10,25.60,3818.33,23414.00,2.20
2015-03-20,,,,132.88,45.21,62.70,28.70,3818.61,23673.00,2.30
2015-03-21,,,,114.23,47.85,57.90,33.60,3818.85,23895.00,2.30
2015-03-22,,,,115.43,40.21,54.50,28.80,3819.09,24119.00,2.50
2015-03-23,,,,157.79,39.36,45.00,35.90,3819.42,24427.00,2.51
2015-03-24,,,,106.15,39.36,44.50,30.80,3819.64,24633.00,2.29
2015-03-25,,,,73.29,39.10,49.70,29.90,3819.79,24774.00,2.20
2015-03-26,,,,89.51,45.28,64.00,30.60,3819.92,24896.00,28.00
2015-03-27,,,,79.62,51.38,71.60,32.20,3819.95,24925.00,65.00
2015-03-28,,,,96.08,47.08,54.50,36.80,3819.97,24943.00,87.00
2015-03-29,,,,96.58,45.95,65.00,28.70,3819.99,24962.00,87.00
2015-03-30,,,,83.46,48.80,68.80,29.50,3819.98,24953.00,88.00
2015-03-31,,,,77.42,42.79,52.40,34.50,3819.96,24934.00,87.00
2015-04-01,,,,68.46,36.78,44.30,28.10,3819.95,24925.00,73.00
2015-04-02,,,,62.08,36.05,47.90,26.60,3819.97,24943.00,53.00
2015-04-03,,,,57.62,39.05,54.60,21.30,3820.00,24972.00,43.00
2015-04-04,,,,61.58,42.51,51.00,34.30,3820.02,24991.00,52.00
2015-04-05,,,,76.65,36.82,42.60,32.40,3820.06,25028.00,58.00
2015-04-06,,,,65.30,39.44,48.40,32.60,3820.01,24981.00,89.00
2015-04-07,,,,56.88,40.31,51.90,27.10,3819.98,24953.00,71.00
2015-04-08,,,,48.54,43.53,50.30,38.30,3819.99,24962.00,44.00
2015-04-09,,,,44.04,41.77,55.20,26.40,3820.00,24972.00,39.00
2015-04-10,,,,36.00,46.47,63.30,28.20,3820.00,24972.00,36.00
2015-04-11,,,,43.00,45.33,53.40,38.10,3820.00,24972.00,43.00
2015-04-12,,,,26.38,41.98,57.20,27.80,3819.97,24943.00,41.00
2015-04-13,,,,28.00,47.11,64.90,27.70,3819.97,24943.00,28.00
2015-04-14,,,,33.04,37.15,47.10,32.90,3819.98,24953.00,28.00
2015-04-15,,,,11.42,40.74,51.30,31.60,3819.96,24934.00,21.00
2015-04-16,,,,25.58,46.29,66.00,23.30,3819.98,24953.00,16.00
2015-04-17,,,,21.54,51.31,70.30,29.20,3819.99,24962.00,17.00
2015-04-18,,,,17.00,54.43,65.40,41.00,3819.99,24962.00,17.00
2015-04-19,,,,12.46,49.20,67.80,28.60,3819.98,24953.00,17.00
2015-04-20,,,,17.00,51.85,72.90,31.50,3819.98,24953.00,17.00
2015-04-21,,,,16.00,54.84,74.00,33.70,3819.98,24953.00,16.00
2015-04-22,,,,16.00,49.95,57.20,38.50,3819.98,24953.00,16.00
2015-04-23,,,,10.96,44.74,62.00,27.30,3819.97,24943.00,16.00
2015-04-24,,,,16.00,45.33,51.60,40.20,3819.97,24943.00,16.00
2015-04-25,,,,16.00,40.63,49.50,30.40,3819.97,24943.00,16.00
2015-04-26,,,,6.92,44.24,56.10,31.00,3819.95,24925.00,16.00
2015-04-27,,,,22.42,49.94,69.40,28.40,3819.93,24906.00,32.00
2015-04-28,,,,11.26,54.65,73.40,31.20,3819.87,24849.00,40.00
2015-04-29,,,,16.30,51.75,58.40,44.80,3819.82,24802.00,40.00
2015-04-30,,,,15.19,51.91,69.00,36.60,3819.74,24727.00,53.00
2015-05-01,,,,19.15,53.80,74.70,31.20,3819.65,24642.00,62.00
2015-05-02,,,,19.65,55.80,70.10,37.20,3819.56,24558.00,62.00
2015-05-03,,,,13.91,54.33,71.10,33.60,3819.41,24417.00,85.00
2015-05-04,,,,21.22,56.32,76.90,35.70,3819.21,24231.00,115.00
2015-05-05,,,,23.65,51.04,58.80,43.60,3818.99,24026.00,127.00
2015-05-06,,,,28.22,43.49,52.30,35.30,3818.79,23840.00,122.00
2015-05-07,,,,18.34,48.43,61.20,36.00,3818.62,23682.00,98.00
2015-05-08,,,,27.92,53.39,65.60,35.60,3818.47,23543.00,98.00
2015-05-09,,,,17.85,53.59,66.20,33.50,3818.30,23386.00,97.00
2015-05-10,,,,22.89,53.54,69.20,31.50,3818.14,23239.00,97.00
2015-05-11,,,,19.77,53.32,66.60,43.30,3817.95,23064.00,108.00
2015-05-12,,,,40.39,48.88,62.80,40.20,3817.79,22918.00,114.00
2015-05-13,,,,30.81,46.41,54.70,38.00,3817.61,22753.00,114.00
2015-05-14,,,,25.78,49.41,64.90,34.40,3817.42,22580.00,113.00
2015-05-15,,,,36.47,49.10,50.60,47.40,3817.28,22452.00,101.00
2015-05-16,,,,25.43,51.12,59.70,45.40,3817.13,22316.00,94.00
2015-05-17,,,,40.66,50.98,63.40,40.70,3817.04,22234.00,82.00
2015-05-18,,,,35.16,52.49,64.30,42.90,3816.95,22153.00,76.00
2015-05-19,,,,50.31,53.39,62.80,44.70,3816.90,22108.00,73.00
2015-05-20,,,,50.39,55.14,63.80,50.00,3816.87,22081.00,64.00
2015-05-21,,,,45.35,56.19,67.50,50.60,3816.83,22044.00,64.00
2015-05-22,,,,45.85,55.07,68.40,43.70,3816.79,22008.00,64.00
2015-05-23,,,,45.85,58.48,66.90,50.90,3816.75,21972.00,64.00
2015-05-24,,,,31.24,61.59,72.50,51.60,3816.68,21909.00,63.00
2015-05-25,,,,26.70,57.62,67.70,45.40,3816.60,21837.00,63.00
2015-05-26,,,,26.70,57.38,70.60,40.20,3816.52,21765.00,63.00
2015-05-27,,,,21.16,56.68,66.00,45.00,3816.43,21684.00,62.00
2015-05-28,,,,21.16,60.24,78.20,41.80,3816.34,21603.00,62.00
2015-05-29,,,,16.62,63.81,79.10,45.80,3816.24,21513.00,62.00
2015-05-30,,,,30.24,62.68,74.00,56.40,3816.17,21450.00,62.00
2015-05-31,,,,20.67,65.00,82.90,53.50,3816.08,21370.00,61.00
2015-06-01,,,,20.16,64.09,79.40,55.30,3815.99,21289.00,61.00
2015-06-02,,,,20.67,55.18,62.50,48.30,3815.90,21209.00,61.00
2015-06-03,,,,28.74,55.85,64.50,48.80,3815.83,21147.00,60.00
2015-06-04,,,,19.16,58.70,73.10,42.90,3815.74,21066.00,60.00
2015-06-05,,,,19.67,63.67,75.10,48.50,3815.65,20986.00,60.00
2015-06-06,,,,16.48,67.34,82.10,48.20,3815.51,20862.00,79.00
2015-06-07,,,,19.41,70.07,86.60,50.70,3815.35,20720.00,91.00
2015-06-08,,,,22.76,72.51,92.70,52.30,3815.15,20543.00,112.00
2015-06-09,,,,16.65,71.89,87.50,54.70,3814.92,20340.00,119.00
2015-06-10,,,,5.70,71.61,80.60,57.70,3814.70,20147.00,103.00
2015-06-11,,,,2.70,69.47,81.50,53.40,3814.48,19954.00,100.00
2015-06-12,,,,10.60,67.27,75.30,55.90,3814.23,19737.00,120.00
2015-06-13,,,,5.06,61.77,73.30,48.90,3813.97,19511.00,119.00
2015-06-14,,,,10.10,60.53,77.90,38.70,3813.72,19295.00,119.00
2015-06-15,,,,10.60,64.59,83.80,42.30,3813.47,19080.00,119.00
2015-06-16,,,,15.65,68.10,83.40,46.90,3813.23,18875.00,119.00
2015-06-17,,,,7.58,68.32,80.60,50.50,3812.97,18654.00,119.00
2015-06-18,,,,11.12,68.15,81.90,49.10,3812.72,18442.00,118.00
2015-06-19,,,,3.05,66.25,73.30,58.30,3812.45,18214.00,118.00
2015-06-20,,,,12.12,65.52,80.10,50.10,3812.20,18004.00,118.00
2015-06-21,,,,11.63,64.21,80.10,52.00,3811.95,17795.00,117.00
2015-06-22,,,,15.67,65.05,80.90,43.10,3811.71,17596.00,116.00
2015-06-23,,,,3.67,69.38,81.80,52.40,3811.47,17397.00,104.00
2015-06-24,,,,4.78,68.80,83.80,49.10,3811.26,17224.00,92.00
2015-06-25,,,,4.28,72.26,91.70,48.90,3811.05,17052.00,91.00
2015-06-26,,,,4.28,76.57,97.90,51.10,3810.84,16880.00,91.00
2015-06-27,,,,0.75,80.15,98.10,60.70,3810.62,16701.00,91.00
2015-06-28,,,,-1.61,80.08,101.10,59.60,3810.44,16555.00,72.00
2015-06-29,,,,-4.54,81.58,94.80,68.70,3810.28,16425.00,61.00
2015-06-30,,,,-4.04,80.67,91.50,62.90,3810.12,16296.00,61.00
2015-07-01,,,,-11.60,78.99,94.50,57.70,3809.94,16152.00,61.00
2015-07-02,,,,-7.57,78.58,95.10,56.00,3809.77,16016.00,61.00
2015-07-03,,,,-11.60,78.46,94.00,56.70,3809.59,15872.00,61.00
2015-07-04,,,,-11.10,78.52,91.90,60.20,3809.41,15729.00,61.00
2015-07-05,,,,-6.56,74.59,88.50,57.50,3809.24,15595.00,61.00
2015-07-06,,,,-1.59,73.93,89.50,54.00,3809.06,15453.00,70.00
2015-07-07,,,,-1.15,74.73,88.90,59.30,3808.86,15296.00,78.00
2015-07-08,,,,23.05,67.28,87.00,50.30,3808.72,15187.00,78.00
2015-07-09,,,,3.38,67.33,82.30,54.90,3808.53,15039.00,78.00
2015-07-10,,,,-0.15,67.32,82.30,57.30,3808.33,14884.00,78.00
2015-07-11,,,,14.52,61.27,71.80,58.80,3808.18,14768.00,73.00
2015-07-12,,,,10.09,60.99,76.60,54.70,3808.05,14669.00,60.00
2015-07-13,,,,5.55,61.79,70.90,52.30,3807.91,14561.00,60.00
2015-07-14,,,,6.05,63.47,77.70,50.20,3807.77,14454.00,60.00
2015-07-15,,,,-1.00,67.58,79.40,51.50,3807.61,14333.00,60.00
2015-07-16,,,,-5.04,65.58,74.40,55.70,3807.44,14204.00,60.00
2015-07-17,,,,-4.53,65.52,76.50,51.80,3807.27,14076.00,60.00
2015-07-18,,,,3.03,66.66,81.30,48.40,3807.12,13963.00,60.00
2015-07-19,,,,1.94,70.15,89.00,49.10,3806.94,13828.00,70.00
2015-07-20,,,,1.88,73.02,87.60,53.20,3806.74,13679.00,77.00
2015-07-21,,,,1.35,72.55,86.90,51.70,3806.53,13523.00,80.00
2015-07-22,,,,4.23,68.39,81.40,59.60,3806.28,13339.00,97.00
2015-07-23,,,,9.83,66.66,82.90,49.30,3806.06,13178.00,91.00
2015-07-24,,,,-1.23,68.97,83.60,46.70,3805.82,13003.00,87.00
2015-07-25,,,,1.80,68.72,80.30,53.20,3805.59,12836.00,86.00
2015-07-26,,,,-2.22,62.97,71.20,54.10,3805.35,12663.00,85.00
2015-07-27,,,,2.32,58.66,67.70,51.00,3805.12,12499.00,85.00
2015-07-28,,,,2.32,60.74,78.30,40.70,3804.89,12335.00,85.00
2015-07-29,,,,6.35,66.95,87.50,43.70,3804.67,12179.00,85.00
2015-07-30,,,,7.77,72.14,94.90,47.00,3804.42,12004.00,96.00
2015-07-31,,,,7.65,74.00,96.60,48.90,3804.13,11801.00,110.00
2015-08-01,,,,8.17,77.00,98.40,52.00,3803.84,11601.00,109.00
2015-08-02,,,,7.67,77.56,99.20,53.10,3803.55,11402.00,108.00
2015-08-03,,,,4.65,75.17,82.30,60.60,3803.25,11197.00,108.00
2015-08-04,,,,5.16,73.20,86.80,56.70,3802.95,10995.00,107.00
2015-08-05,,,,5.05,69.70,79.30,57.50,3802.61,10767.00,120.00
2015-08-06,,,,7.03,65.89,79.30,50.00,3802.26,10535.00,124.00
2015-08-07,,,,7.04,65.95,84.70,44.40,3801.91,10305.00,123.00
2015-08-08,,,,7.55,68.32,84.90,46.30,3801.56,10078.00,122.00
2015-08-09,,,,7.56,72.59,89.00,54.20,3801.21,9853.00,121.00
2015-08-10,,,,11.10,67.23,80.80,51.80,3800.87,9637.00,120.00
2015-08-11,,,,8.08,73.35,94.50,51.40,3800.52,9417.00,119.00
2015-08-12,,,,11.12,77.49,95.70,60.40,3800.18,9205.00,118.00
2015-08-13,,,,5.07,73.49,98.10,51.40,3799.82,8983.00,117.00
2015-08-14,,,,5.59,70.32,87.80,56.10,3799.46,8764.00,116.00
2015-08-15,,,,8.12,65.40,80.90,47.20,3799.11,8554.00,114.00
2015-08-16,,,,5.60,67.10,83.00,46.60,3798.75,8339.00,114.00
2015-08-17,,,,5.62,65.66,81.80,41.70,3798.39,8128.00,112.00
2015-08-18,,,,5.63,67.26,86.10,43.80,3798.03,7919.00,111.00
2015-08-19,,,,8.71,66.59,86.50,45.60,3797.70,7730.00,104.00
2015-08-20,,,,5.72,69.28,87.40,45.60,3797.37,7543.00,100.00
2015-08-21,,,,-0.82,66.62,78.90,49.00,3797.02,7347.00,98.00
2015-08-22,,,,7.26,62.14,82.20,43.20,3796.70,7169.00,97.00
2015-08-23,,,,2.73,63.51,85.30,40.30,3796.36,6984.00,96.00
2015-08-24,,,,7.78,68.85,90.00,46.60,3796.04,6811.00,95.00
2015-08-25,,,,5.27,70.27,90.50,48.50,3795.71,6635.00,94.00
2015-08-26,,,,5.27,69.73,94.30,46.00,3795.38,6461.00,93.00
2015-08-27,,,,7.74,70.42,88.10,49.90,3795.03,6278.00,100.00
2015-08-28,,,,7.21,67.29,83.30,49.30,3794.66,6088.00,103.00
2015-08-29,,,,3.70,69.01,81.30,58.60,3794.28,5895.00,101.00
2015-08-30,,,,4.21,56.65,67.20,43.30,3793.90,5705.00,100.00
2015-08-31,,,,8.26,61.00,78.20,43.40,3793.54,5527.00,98.00
2015-09-01,,,,5.24,64.79,84.40,45.10,3793.17,5345.00,97.00
2015-09-02,,,,5.26,61.92,68.20,55.00,3792.80,5167.00,95.00
2015-09-03,,,,4.76,54.44,63.90,43.20,3792.43,4990.00,94.00
2015-09-04,,,,15.87,44.52,58.80,31.80,3792.11,4839.00,92.00
2015-09-05,,,,8.82,48.02,59.50,40.70,3791.76,4676.00,91.00
2015-09-06,,,,6.31,50.99,70.00,32.80,3791.40,4510.00,90.00
2015-09-07,,,,9.85,54.27,71.40,34.40,3791.06,4355.00,88.00
2015-09-08,,,,7.85,58.75,82.10,36.40,3790.71,4198.00,87.00
2015-09-09,,,,9.42,63.05,88.00,40.00,3790.40,4060.00,79.00
2015-09-10,,,,7.42,65.05,91.80,41.40,3790.08,3920.00,78.00
2015-09-11,,,,11.46,66.61,92.10,41.30,3789.78,3790.00,77.00
2015-09-12,,,,5.93,68.56,93.00,45.00,3789.46,3653.00,75.00
2015-09-13,,,,11.03,70.82,82.70,54.00,3789.19,3540.00,68.00
2015-09-14,,,,12.55,54.00,63.60,45.20,3788.93,3432.00,67.00
2015-09-15,,,,10.04,51.28,60.40,41.70,3788.66,3321.00,66.00
2015-09-16,,,,11.15,50.22,58.90,41.30,3788.45,3236.00,54.00
2015-09-17,,,,6.68,48.61,58.40,41.70,3788.26,3160.00,45.00
2015-09-18,,,,7.70,49.60,68.50,35.00,3788.08,3088.00,44.00
2015-09-19,,,,10.22,54.53,75.20,34.00,3787.91,3021.00,44.00
2015-09-20,,,,7.71,59.51,83.70,38.30,3787.73,2951.00,43.00
2015-09-21,,,,8.32,60.35,81.70,41.40,3787.62,2908.00,30.00
