date,af,wz,mn,mx,mm,qv
2008-12-23,225522.00,44.64,9.40,25.30,17.66,296.95
2008-12-24,225489.00,44.37,10.50,26.20,18.73,296.95
2008-12-25,225756.00,43.99,17.10,33.60,26.45,296.99
2008-12-26,225622.00,43.82,4.10,27.70,14.95,296.95
2008-12-27,225689.00,43.65,13.60,25.10,20.40,296.95
2008-12-28,225722.00,43.43,23.40,33.40,28.43,296.95
2008-12-29,225889.00,43.44,33.40,46.30,38.26,249.94
2008-12-30,225988.00,43.26,20.30,37.60,28.59,249.93
2008-12-31,225921.00,43.11,20.10,41.80,29.94,293.92
2009-01-01,226055.00,42.85,32.40,39.10,35.97,294.94
2009-01-02,226022.00,42.72,23.70,45.40,36.75,295.94
2009-01-03,226121.00,42.37,6.00,25.20,14.03,296.95
2009-01-04,225889.00,42.04,2.10,19.00,8.78,300.98
2009-01-05,225988.00,41.85,11.00,24.00,18.23,304.01
2009-01-06,225889.00,41.97,21.30,44.70,34.83,302.99
2009-01-07,225956.00,41.97,36.40,47.70,42.71,302.99
2009-01-08,226022.00,41.90,36.00,41.40,38.25,296.95
2009-01-09,226022.00,41.78,21.60,39.50,31.34,292.92
2009-01-10,226055.00,41.66,19.00,30.40,24.76,300.98
2009-01-11,225921.00,41.68,27.70,44.00,38.44,301.99
2009-01-12,226055.00,41.57,34.80,46.90,40.45,300.98
2009-01-13,226022.00,41.42,26.00,46.50,35.56,302.99
2009-01-14,225956.00,41.32,19.90,38.80,27.99,301.99
2009-01-15,225889.00,41.26,21.70,36.80,27.32,302.99
2009-01-16,225822.00,41.13,18.80,34.50,24.34,299.98
2009-01-17,225756.00,40.97,17.90,33.40,23.19,295.94
2009-01-18,225556.00,40.85,17.60,32.90,22.92,298.97
2009-01-19,225522.00,40.74,12.00,34.20,22.56,298.97
2009-01-20,225390.00,40.65,16.00,36.30,25.32,298.97
2009-01-21,225390.00,40.58,23.40,38.50,28.96,299.75
2009-01-22,225423.00,40.62,27.40,38.00,32.23,300.99
2009-01-23,225423.00,40.65,32.40,38.20,35.34,304.01
2009-01-24,225588.00,40.66,33.00,40.00,35.53,304.01
2009-01-25,225689.00,40.59,24.80,35.90,32.38,297.96
2009-01-26,225622.00,40.44,7.90,25.60,19.01,301.99
2009-01-27,225622.00,40.18,3.20,21.40,12.46,304.01
2009-01-28,225489.00,40.22,20.40,38.80,30.37,302.99
2009-01-29,225522.00,40.16,18.60,38.90,27.27,306.02
2009-01-30,225356.00,39.94,16.70,31.40,22.48,305.02
2009-01-31,225257.00,39.85,14.60,39.70,24.33,300.98
2009-02-01,225157.00,39.74,12.00,33.00,20.67,298.97
2009-02-02,225191.00,39.36,18.60,38.10,26.61,298.97
2009-02-03,225090.00,38.68,20.80,39.80,29.29,299.98
2009-02-04,225090.00,38.46,24.10,43.60,31.46,300.98
2009-02-05,225058.00,38.46,25.10,42.40,33.03,100.37
2009-02-06,225024.00,38.95,30.80,46.90,36.38,296.95
2009-02-07,225024.00,39.50,25.80,42.90,32.06,297.96
2009-02-08,225090.00,39.65,20.00,39.80,28.67,301.99
2009-02-09,225024.00,39.72,26.00,39.60,31.47,298.97
2009-02-10,225024.00,39.74,23.00,32.30,27.69,900.93
2009-02-11,225090.00,39.72,20.40,36.80,27.39,298.97
2009-02-12,224991.00,39.45,16.10,33.70,22.64,308.04
2009-02-13,224824.00,39.06,13.60,32.50,23.11,303.00
2009-02-14,224925.00,39.30,20.40,37.80,28.13,303.00
2009-02-15,224824.00,38.91,15.00,33.90,25.73,303.00
2009-02-16,224824.00,39.05,26.10,39.30,32.89,303.00
2009-02-17,224792.00,39.29,24.50,38.30,33.28,304.01
2009-02-18,224792.00,39.56,22.00,45.40,30.82,303.00
2009-02-19,224625.00,39.65,19.30,41.80,29.45,295.95
2009-02-20,224592.00,39.45,20.50,45.10,31.53,300.98
2009-02-21,224560.00,39.37,22.30,38.50,30.37,298.97
2009-02-22,224625.00,39.21,29.30,42.90,35.84,298.97
2009-02-23,224560.00,39.54,34.10,45.10,38.19,298.97
2009-02-24,224858.00,39.68,35.90,49.90,39.72,299.98
2009-02-25,224925.00,39.64,31.60,44.40,36.57,299.75
2009-02-26,224925.00,39.65,23.40,39.40,32.81,301.99
2009-02-27,224991.00,39.59,13.40,32.40,22.20,300.98
2009-02-28,224758.00,39.22,15.10,35.70,25.83,299.98
2009-03-01,224991.00,39.20,30.50,44.70,37.14,299.98
2009-03-02,224957.00,39.11,34.70,48.70,40.41,298.97
2009-03-03,225157.00,39.47,34.30,53.50,41.20,269.95
2009-03-04,225423.00,39.58,29.30,43.60,35.12,297.96
2009-03-05,225655.00,39.55,28.80,38.10,31.95,299.98
2009-03-06,225822.00,39.48,18.70,35.90,29.40,298.97
2009-03-07,225788.00,39.43,11.60,35.90,24.62,296.95
2009-03-08,225988.00,39.42,24.00,35.30,30.49,299.98
2009-03-09,225855.00,39.35,12.10,33.60,22.71,299.98
2009-03-10,225889.00,39.37,18.60,31.40,24.66,295.94
2009-03-11,225788.00,39.28,8.70,36.70,21.44,296.95
2009-03-12,225756.00,39.21,12.70,38.00,24.71,299.98
2009-03-13,225788.00,39.06,16.00,42.50,28.35,299.97
2009-03-14,225722.00,38.86,22.30,41.80,32.45,298.97
2009-03-15,225956.00,39.15,33.40,43.20,37.37,297.95
2009-03-16,226188.00,38.97,36.80,50.80,40.61,301.99
2009-03-17,226655.00,39.13,35.10,48.50,40.22,304.01
2009-03-18,226989.00,39.26,28.70,53.60,38.98,302.99
2009-03-19,227455.00,39.26,31.30,52.30,40.42,303.00
2009-03-20,227824.00,39.43,32.80,55.20,42.46,301.99
2009-03-21,228526.00,39.45,36.30,50.00,42.22,301.99
2009-03-22,229431.00,39.59,35.20,46.70,40.43,301.99
2009-03-23,230236.00,39.63,33.30,45.80,39.73,299.98
2009-03-24,230942.00,39.64,28.30,45.50,36.47,298.97
2009-03-25,231582.00,39.56,33.40,39.20,36.67,299.98
2009-03-26,232189.00,39.69,24.40,44.00,34.47,301.99
2009-03-27,232662.00,39.79,23.50,47.40,34.65,299.98
2009-03-28,233101.00,39.82,29.00,53.20,40.06,299.98
2009-03-29,233744.00,39.69,27.10,42.10,33.01,300.98
2009-03-30,234320.00,39.83,24.10,45.10,34.70,299.98
2009-03-31,234863.00,39.73,27.10,39.60,34.22,300.98
2009-04-01,234828.00,39.71,28.40,41.80,34.97,497.10
2009-04-02,234760.00,39.73,31.40,48.50,37.80,603.98
2009-04-03,234692.00,39.76,33.40,41.30,36.44,599.95
2009-04-04,234591.00,39.93,26.50,52.00,39.06,608.96
2009-04-05,234355.00,39.98,29.30,52.90,40.51,596.93
2009-04-06,234355.00,40.38,31.00,61.00,44.17,595.93
2009-04-07,234626.00,40.90,33.30,66.40,48.80,529.37
2009-04-08,235576.00,40.70,41.00,53.90,46.85,600.96
2009-04-09,236733.00,40.38,40.70,55.70,47.65,603.99
2009-04-10,238338.00,40.26,36.40,53.20,42.72,601.97
2009-04-11,239605.00,40.22,40.10,56.10,46.83,601.97
2009-04-12,241253.00,40.27,34.00,58.90,46.67,601.97
2009-04-13,243079.00,40.25,40.40,58.70,47.90,601.96
2009-04-14,244775.00,40.22,38.80,48.00,43.14,602.98
2009-04-15,246232.00,40.28,36.50,46.80,40.58,602.98
2009-04-16,247311.00,40.34,34.10,55.50,44.43,611.05
2009-04-17,248600.00,40.36,34.10,62.40,47.95,609.03
2009-04-18,250384.00,40.37,36.90,64.30,50.21,608.02
2009-04-19,252491.00,40.46,34.40,70.90,51.90,605.99
2009-04-20,255347.00,40.61,38.80,76.20,56.65,607.02
2009-04-21,259250.00,40.70,41.10,79.20,59.07,608.02
2009-04-22,264546.00,40.70,44.80,76.70,58.78,600.96
2009-04-23,269572.00,40.61,43.00,61.10,49.99,599.96
2009-04-24,273880.00,40.55,37.30,53.90,45.86,596.93
2009-04-25,277151.00,40.56,31.10,54.90,44.04,599.95
2009-04-26,279963.00,40.60,35.90,55.80,46.24,598.94
2009-04-27,282269.00,40.62,33.30,59.30,46.74,593.91
2009-04-28,284511.00,40.59,39.90,51.30,44.12,594.91
2009-04-29,286575.00,40.53,37.70,52.10,43.22,596.93
2009-04-30,288309.00,40.52,36.00,50.90,41.98,598.95
2009-05-01,289633.00,40.75,35.50,55.20,44.81,598.94
2009-05-02,291302.00,40.75,42.50,54.60,47.14,600.96
2009-05-03,293207.00,40.65,41.00,53.50,46.79,600.96
2009-05-04,295156.00,40.64,33.50,55.90,44.12,598.94
2009-05-05,297693.00,40.84,41.40,61.60,50.74,592.89
2009-05-06,300710.00,40.96,45.00,60.90,50.65,595.92
2009-05-07,303703.00,40.86,43.30,54.70,49.36,596.93
2009-05-08,306365.00,40.83,30.80,57.30,45.21,599.95
2009-05-09,308884.00,41.14,35.30,65.00,49.06,599.95
2009-05-10,311296.00,41.10,37.00,66.70,52.44,599.95
2009-05-11,313800.00,40.95,44.30,68.10,55.65,601.97
2009-05-12,316519.00,40.83,41.00,53.60,48.79,602.98
2009-05-13,319211.00,40.96,29.90,57.00,45.52,601.97
2009-05-14,321635.00,41.54,45.50,59.70,50.67,950.86
2009-05-15,324193.00,41.18,36.80,66.00,50.99,600.96
2009-05-16,326807.00,41.18,38.50,74.70,55.89,602.98
2009-05-17,329971.00,41.40,44.70,85.10,63.48,602.98
2009-05-18,334485.00,41.47,49.70,91.10,69.01,602.98
2009-05-19,340811.00,41.37,58.00,81.30,67.69,603.99
2009-05-20,347516.00,41.40,47.80,65.30,56.62,603.98
2009-05-21,353140.00,41.61,37.30,75.70,56.17,635.25
2009-05-22,357998.00,41.55,45.40,83.20,63.50,769.85
2009-05-23,363032.00,41.26,49.90,83.30,64.77,807.16
2009-05-24,368645.00,41.56,55.20,76.30,64.40,810.18
2009-05-25,374943.00,41.64,48.40,75.70,61.35,810.18
2009-05-26,380267.00,41.48,46.30,77.60,62.18,1014.89
2009-05-27,384038.00,41.60,47.30,79.80,63.42,1678.85
2009-05-28,387698.00,41.61,50.40,85.90,67.27,1811.98
2009-05-29,391513.00,41.76,53.70,87.80,68.51,1806.91
2009-05-30,395350.00,41.70,56.00,85.10,70.32,1831.11
2009-05-31,399531.00,42.01,57.20,84.10,65.52,1830.09
2009-06-01,403410.00,41.80,54.70,76.00,63.26,1532.67
2009-06-02,406461.00,42.09,53.90,66.10,59.08,2749.18
2009-06-03,407778.00,42.23,54.40,80.60,65.40,1830.09
2009-06-04,408298.00,42.46,56.10,80.50,66.99,1830.09
2009-06-05,409430.00,42.49,49.10,71.50,57.04,1830.09
2009-06-06,410752.00,42.79,48.40,63.60,52.48,1830.09
2009-06-07,411226.00,42.95,45.80,66.30,55.72,1830.09
2009-06-08,410990.00,43.05,48.60,66.80,56.75,1850.12
2009-06-09,410752.00,42.91,45.80,71.30,58.07,1830.09
2009-06-10,410800.00,43.10,49.20,65.90,57.90,1830.09
2009-06-11,410847.00,43.19,48.80,65.30,55.83,1835.17
2009-06-12,411036.00,43.18,48.80,72.90,58.01,1830.09
2009-06-13,410895.00,43.49,51.90,68.10,57.03,1830.09
2009-06-14,410990.00,43.62,50.70,57.70,54.40,1830.09
2009-06-15,410941.00,43.83,49.50,69.30,58.13,1830.13
2009-06-16,411036.00,43.85,51.40,75.60,60.89,1733.29
2009-06-17,411369.00,44.00,52.20,71.60,61.58,1830.09
2009-06-18,411464.00,44.18,48.80,73.00,60.11,1830.13
2009-06-19,411179.00,44.74,48.00,79.70,61.41,1830.09
2009-06-20,411464.00,44.20,52.80,68.80,58.94,1830.09
2009-06-21,411653.00,44.81,47.70,63.50,53.91,1830.98
2009-06-22,411510.00,44.66,39.40,63.50,52.00,1830.09
2009-06-23,410990.00,45.26,41.80,78.70,59.33,1830.09
2009-06-24,410327.00,44.92,51.10,89.60,69.29,1830.09
2009-06-25,410186.00,45.31,57.30,85.60,70.63,1830.09
2009-06-26,410233.00,45.53,56.20,79.40,68.29,1770.10
2009-06-27,410186.00,45.47,48.50,80.30,63.93,1770.10
2009-06-28,409903.00,45.74,50.00,90.70,68.66,1767.08
2009-06-29,409430.00,45.73,56.30,90.10,72.45,1771.11
2009-06-30,408817.00,46.04,57.50,88.30,71.99,1769.09
2009-07-01,408061.00,46.14,54.90,86.00,68.18,834.89
2009-07-02,407072.00,46.39,57.20,90.00,70.65,834.89
2009-07-03,406130.00,46.58,58.20,87.30,71.40,834.89
2009-07-04,405286.00,46.64,57.70,87.20,71.05,834.89
2009-07-05,404113.00,46.82,61.20,91.10,74.34,834.89
2009-07-06,402800.00,46.89,58.40,78.90,68.76,834.89
2009-07-07,401350.00,46.89,51.00,79.90,64.99,974.04
2009-07-08,399811.00,47.11,52.80,72.20,62.26,834.89
2009-07-09,398088.00,47.31,48.40,78.20,62.75,834.89
2009-07-10,396323.00,47.56,52.10,88.90,69.44,834.89
2009-07-11,394468.00,47.38,58.70,90.40,71.95,834.89
2009-07-12,392482.00,47.60,62.00,90.30,71.53,834.89
2009-07-13,390546.00,47.45,55.80,69.20,63.54,834.89
2009-07-14,388524.00,47.81,50.30,81.50,65.48,834.90
2009-07-15,386505.00,47.84,51.20,90.80,70.02,1784.22
2009-07-16,384450.00,47.90,55.40,95.60,73.85,1628.96
2009-07-17,382308.00,48.09,58.70,97.00,77.01,1787.25
2009-07-18,380176.00,48.17,59.60,101.40,78.59,1789.77
2009-07-19,377825.00,48.21,66.20,90.50,79.28,1789.77
2009-07-20,375483.00,48.34,54.60,89.90,72.07,1798.84
2009-07-21,373105.00,48.50,57.70,95.10,75.13,1804.89
2009-07-22,370738.00,48.53,59.40,98.50,77.42,1809.93
2009-07-23,368158.00,48.62,61.90,95.40,78.29,1807.92
2009-07-24,365811.00,48.73,63.30,92.60,78.13,1803.88
2009-07-25,363430.00,48.83,61.80,96.50,78.56,1804.89
2009-07-26,360883.00,48.86,63.60,91.00,77.80,1807.92
2009-07-27,358347.00,48.98,59.80,85.60,73.70,1815.98
2009-07-28,355782.00,49.08,64.20,88.50,76.94,1814.97
2009-07-29,353140.00,49.13,60.60,86.70,73.86,1825.06
2009-07-30,350599.00,49.21,59.40,87.00,73.13,1836.14
2009-07-31,347900.00,49.28,57.90,91.10,74.55,
2009-08-01,345300.00,49.36,59.20,95.10,76.15,1823.04
2009-08-02,342626.00,49.44,58.60,96.30,77.02,1817.99
2009-08-03,340011.00,49.54,65.30,95.80,80.17,1800.86
2009-08-04,337281.00,49.56,64.30,94.30,79.23,1804.89
2009-08-05,334652.00,49.69,61.10,92.00,75.60,1802.87
2009-08-06,331582.00,49.72,52.80,77.10,64.55,1807.92
2009-08-07,329394.00,49.76,47.70,59.40,54.28,1811.95
2009-08-08,326847.00,49.80,47.00,70.60,58.24,1815.98
2009-08-09,324316.00,49.93,49.90,79.60,64.07,1799.85
2009-08-10,321675.00,50.01,52.80,87.10,69.41,1792.82
2009-08-11,319050.00,50.07,56.40,92.30,72.93,1805.89
2009-08-12,316359.00,50.16,57.90,88.10,72.70,1802.87
2009-08-13,313960.00,50.18,55.30,84.80,69.31,1621.91
2009-08-14,311693.00,50.24,53.00,69.70,63.00,1599.19
2009-08-15,309239.00,50.27,43.70,70.50,58.16,1602.21
2009-08-16,306875.00,50.39,45.10,75.10,61.24,1604.23
2009-08-17,304525.00,50.44,50.20,79.10,64.33,1606.78
2009-08-18,302185.00,50.50,51.60,82.20,66.82,1604.24
2009-08-19,299817.00,50.61,55.60,88.40,71.58,1603.25
2009-08-20,297462.00,50.65,58.50,97.30,75.74,1594.18
2009-08-21,295080.00,50.70,60.60,97.10,77.46,1603.23
2009-08-22,292596.00,50.80,60.90,93.40,76.40,1604.23
2009-08-23,290164.00,50.80,60.00,73.90,70.72,1608.77
2009-08-24,288724.00,50.85,54.70,84.40,68.38,1070.85
2009-08-25,287329.00,50.86,56.90,87.10,70.43,1002.77
2009-08-26,285897.00,50.90,57.30,92.60,73.42,1007.80
2009-08-27,284436.00,50.94,58.30,97.20,75.48,1010.84
2009-08-28,282977.00,50.96,60.20,94.90,76.17,1007.82
2009-08-29,281711.00,51.02,64.40,88.10,74.38,1006.81
2009-08-30,280186.00,51.02,57.50,73.80,64.88,1010.84
2009-08-31,279111.00,51.05,53.50,83.80,66.22,889.84
2009-09-01,278370.00,51.07,57.50,88.60,70.76,663.98
2009-09-02,277706.00,50.95,56.90,91.00,72.43,594.91
2009-09-03,277041.00,51.01,59.20,89.90,72.88,596.93
2009-09-04,276303.00,50.99,56.30,90.90,71.33,604.99
2009-09-05,275568.00,51.08,59.10,88.00,72.87,598.94
2009-09-06,274833.00,51.06,56.50,76.70,68.19,595.16
2009-09-07,274136.00,50.99,45.50,69.70,57.51,597.93
2009-09-08,273404.00,51.08,41.80,74.10,57.23,600.96
2009-09-09,272634.00,51.11,45.80,85.50,63.68,603.98
2009-09-10,271940.00,51.20,54.10,87.20,69.33,602.98
2009-09-11,271174.00,51.15,52.70,87.20,68.48,603.98
2009-09-12,270446.00,51.22,54.20,88.60,69.32,595.92
2009-09-13,269755.00,51.24,54.00,86.20,69.41,601.97
2009-09-14,269028.00,51.30,59.00,79.00,67.55,0.00
2009-09-15,268302.00,51.27,54.60,79.90,65.95,597.93
2009-09-16,267578.00,51.37,55.10,85.70,69.21,602.98
2009-09-17,267288.00,51.13,56.40,87.30,69.05,382.16
2009-09-18,267144.00,50.91,53.90,87.10,68.89,298.97
2009-09-19,266999.00,50.93,57.20,84.10,68.52,299.98
2009-09-20,266747.00,50.96,55.50,69.00,62.63,302.99
2009-09-21,266565.00,50.89,43.60,68.30,55.80,301.99
2009-09-22,266420.00,50.92,46.80,80.00,61.04,304.01
2009-09-23,266276.00,50.99,50.20,85.50,65.67,300.98
2009-09-24,266096.00,51.00,51.10,87.60,66.93,299.98
2009-09-25,265951.00,51.05,52.50,88.70,68.35,301.99
2009-09-26,265735.00,51.06,50.60,84.60,66.06,302.99
2009-09-27,265591.00,51.04,49.10,80.00,63.26,304.01
2009-09-28,265411.00,51.04,48.10,87.30,65.15,300.99
2009-09-29,265159.00,50.99,48.00,69.60,61.71,302.99
2009-09-30,264978.00,50.91,40.00,50.10,45.60,298.97
2009-10-01,264871.00,50.97,28.80,54.30,41.96,2017.14
2009-10-02,264727.00,51.04,33.20,59.40,45.01,309.05
2009-10-03,264583.00,51.10,36.20,58.30,44.83,309.05
2009-10-04,265374.00,50.87,32.90,39.60,34.41,277.29
2009-10-05,265518.00,51.05,34.20,42.60,37.63,252.08
2009-10-06,265555.00,51.08,34.10,48.00,39.53,307.03
2009-10-07,265628.00,51.10,36.00,54.70,42.31,296.95
2009-10-08,265591.00,51.11,35.40,54.80,43.40,290.90
2009-10-09,265591.00,51.04,31.20,54.30,42.32,286.87
2009-10-10,265663.00,51.09,28.90,46.20,38.55,293.93
2009-10-11,265700.00,51.03,30.90,46.80,37.92,293.93
2009-10-12,265663.00,51.21,31.90,57.50,43.81,299.97
2009-10-13,265844.00,51.07,41.40,62.50,49.55,291.91
2009-10-14,266024.00,51.25,45.90,63.50,52.35,299.98
2009-10-15,266565.00,51.40,46.60,61.80,51.73,302.99
2009-10-16,266819.00,51.17,40.60,68.70,51.52,299.98
2009-10-17,266927.00,51.30,43.40,72.00,55.26,302.99
2009-10-18,267144.00,51.30,47.70,70.50,56.41,297.96
2009-10-19,267361.00,51.36,44.90,55.20,50.97,297.96
2009-10-20,267651.00,51.35,38.20,58.70,46.03,297.96
2009-10-21,267831.00,51.24,36.70,54.70,44.77,296.95
2009-10-22,267904.00,51.30,42.50,59.50,49.19,297.96
2009-10-23,267976.00,51.46,39.60,60.40,49.44,299.98
2009-10-24,268121.00,51.41,38.10,53.70,49.63,300.98
2009-10-25,268156.00,51.36,30.60,51.00,39.72,300.98
2009-10-26,268084.00,51.37,40.00,55.00,45.90,301.99
2009-10-27,268156.00,51.23,30.90,41.40,36.77,301.99
2009-10-28,268194.00,51.74,28.90,46.30,35.46,316.11
2009-10-29,268156.00,51.29,23.80,37.50,30.84,293.93
2009-10-30,268266.00,51.39,36.60,53.70,43.41,312.08
2009-10-31,268374.00,51.70,37.80,56.90,45.47,312.08
2009-11-01,268374.00,51.28,37.20,53.30,44.73,296.95
2009-11-02,268339.00,51.43,31.90,56.00,40.81,297.96
2009-11-03,268411.00,51.30,31.60,55.80,41.47,300.98
2009-11-04,268339.00,51.41,34.40,65.60,46.29,299.98
2009-11-05,268447.00,51.29,37.60,55.90,45.95,300.98
2009-11-06,268447.00,51.16,39.00,47.70,43.02,304.01
2009-11-07,268447.00,51.22,35.50,48.80,41.26,302.99
2009-11-08,268519.00,51.15,29.90,50.00,37.76,301.99
2009-11-09,268737.00,51.12,30.40,54.00,41.12,298.97
2009-11-10,268519.00,51.08,39.70,56.30,45.99,299.98
2009-11-11,268629.00,51.05,38.60,45.10,41.33,298.97
2009-11-12,268737.00,50.74,27.40,39.90,35.54,299.98
2009-11-13,268774.00,50.75,24.70,37.50,30.73,301.99
2009-11-14,268737.00,50.56,23.00,37.10,30.49,300.98
2009-11-15,268665.00,50.59,20.50,40.30,28.04,300.98
2009-11-16,268556.00,50.48,24.90,45.60,33.80,300.98
2009-11-17,268484.00,50.38,28.50,54.70,38.20,298.97
2009-11-18,268519.00,50.08,27.80,46.30,35.70,300.98
2009-11-19,268519.00,49.81,24.90,47.30,34.11,295.94
2009-11-20,268519.00,49.67,31.90,48.70,39.79,298.97
2009-11-21,268556.00,49.19,26.70,37.40,33.41,299.95
2009-11-22,268519.00,49.14,24.90,36.80,29.91,304.01
2009-11-23,268447.00,48.95,16.40,38.60,25.81,306.03
2009-11-24,268411.00,48.89,20.90,39.80,27.10,302.99
2009-11-25,268302.00,48.81,23.40,42.40,30.61,298.97
2009-11-26,268302.00,48.58,26.00,45.00,33.68,300.98
2009-11-27,268374.00,48.30,32.70,43.00,36.47,299.98
2009-11-28,268339.00,47.84,27.60,43.10,34.46,300.98
2009-11-29,268194.00,47.61,22.60,41.10,29.71,304.01
2009-11-30,268121.00,47.48,23.70,41.60,30.26,299.98
2009-12-01,268049.00,47.16,23.60,43.80,31.35,302.99
2009-12-02,267941.00,46.97,20.60,34.80,26.18,297.96
2009-12-03,267796.00,46.92,14.60,30.40,20.76,298.97
2009-12-04,267541.00,46.85,14.90,34.00,22.08,299.98
2009-12-05,267216.00,46.70,16.00,29.60,23.62,299.98
2009-12-06,266999.00,46.38,10.20,22.70,16.27,294.93
2009-12-07,266819.00,46.18,9.70,20.50,16.37,300.98
2009-12-08,266530.00,45.90,5.80,18.80,11.91,320.14
2009-12-09,266348.00,45.58,2.10,18.30,9.49,309.05
2009-12-10,266096.00,45.32,4.30,23.80,11.23,294.93
2009-12-11,265879.00,45.03,7.10,28.50,16.57,298.97
2009-12-12,265879.00,44.87,21.90,29.20,25.80,300.98
2009-12-13,265916.00,44.78,27.80,37.10,32.27,900.98
2009-12-14,265844.00,44.46,17.90,38.80,26.90,301.99
2009-12-15,266240.00,44.22,24.90,33.00,29.95,300.98
2009-12-16,266385.00,44.11,32.60,37.20,34.50,297.96
2009-12-17,266385.00,43.97,31.30,35.80,33.09,296.49
2009-12-18,266385.00,43.66,27.20,38.50,31.54,296.49
2009-12-19,266493.00,43.49,23.20,34.10,28.70,290.89
2009-12-20,266530.00,43.52,30.00,37.90,33.81,292.92
2009-12-21,266420.00,43.26,33.00,36.90,35.19,298.97
2009-12-22,266530.00,42.96,20.40,35.80,30.05,212.25
2009-12-23,266637.00,42.63,19.20,30.40,23.44,299.75
2009-12-24,266385.00,42.60,10.90,23.30,16.18,299.75
2009-12-25,266240.00,42.56,11.10,23.60,14.87,301.99
2009-12-26,266203.00,42.31,9.10,26.70,15.94,302.99
2009-12-27,265879.00,42.16,16.00,27.10,20.34,304.01
2009-12-28,265879.00,42.03,18.80,29.60,23.23,299.98
2009-12-29,265879.00,41.96,20.90,34.40,25.47,297.96
2009-12-30,265951.00,41.88,23.40,34.80,27.59,295.94
2009-12-31,266133.00,41.82,22.30,33.30,26.88,295.94
2010-01-01,266385.00,41.59,28.10,34.50,31.10,298.97
2010-01-02,266602.00,41.62,24.50,42.50,33.79,298.97
2010-01-03,266348.00,41.55,21.70,30.80,26.06,299.98
2010-01-04,266420.00,41.45,23.30,33.00,27.74,298.97
2010-01-05,266420.00,41.43,31.10,38.00,34.74,298.97
2010-01-06,266420.00,41.45,28.20,46.30,34.66,299.98
2010-01-07,266493.00,41.26,16.80,33.10,24.08,301.99
2010-01-08,266313.00,41.05,12.00,28.10,19.37,301.99
2010-01-09,266240.00,41.00,23.70,34.60,29.47,301.99
2010-01-10,266203.00,40.95,26.20,35.20,29.92,299.75
2010-01-11,266203.00,40.87,22.70,39.60,30.20,299.98
2010-01-12,266203.00,40.89,33.50,41.80,37.20,300.98
2010-01-13,266385.00,40.88,33.30,37.70,35.10,297.96
2010-01-14,266348.00,40.81,26.70,42.50,33.80,297.96
2010-01-15,266240.00,40.71,21.70,34.30,27.71,299.98
2010-01-16,266240.00,40.65,27.00,38.20,31.79,299.98
2010-01-17,266240.00,40.58,26.80,37.70,32.16,299.98
2010-01-18,266313.00,40.56,32.60,40.70,36.35,298.97
2010-01-19,266348.00,40.60,31.00,39.50,34.32,299.98
2010-01-20,266276.00,40.62,32.10,39.60,35.15,297.96
2010-01-21,266493.00,40.58,32.60,41.10,35.66,298.97
2010-01-22,266530.00,40.52,31.50,36.10,33.56,298.97
2010-01-23,266530.00,40.45,29.30,34.80,33.45,299.98
2010-01-24,266493.00,40.44,19.40,36.00,28.08,296.95
2010-01-25,266420.00,40.43,27.80,37.40,31.49,297.96
2010-01-26,266565.00,40.32,32.20,37.40,33.85,300.98
2010-01-27,266602.00,40.36,28.90,37.50,34.07,299.98
2010-01-28,266530.00,40.27,25.00,36.10,28.93,298.97
2010-01-29,266457.00,40.11,22.30,34.20,28.14,298.97
2010-01-30,266457.00,40.03,23.40,34.30,28.41,300.98
2010-01-31,266420.00,40.16,26.70,37.50,31.73,306.03
2010-02-01,266385.00,40.15,24.80,36.90,29.22,298.97
2010-02-02,266313.00,40.01,26.20,39.10,31.18,295.94
2010-02-03,266313.00,39.97,28.60,39.20,32.76,298.97
2010-02-04,266240.00,40.03,26.90,35.10,30.69,299.98
2010-02-05,266420.00,39.87,30.70,39.40,33.88,299.98
2010-02-06,266385.00,39.80,25.30,37.90,31.03,299.98
2010-02-07,266313.00,39.80,18.40,38.50,26.89,298.97
2010-02-08,266240.00,39.78,22.20,35.80,27.97,299.98
2010-02-09,266096.00,39.69,21.60,35.50,26.58,298.97
2010-02-10,266024.00,39.73,22.30,38.80,29.37,294.93
2010-02-11,265988.00,39.77,29.60,41.10,35.07,293.93
2010-02-12,266024.00,39.80,32.70,47.40,37.71,295.94
2010-02-13,266061.00,39.89,33.00,43.30,36.30,299.98
2010-02-14,265988.00,39.91,30.20,39.20,35.01,299.98
2010-02-15,266024.00,39.86,32.20,42.30,36.05,301.99
2010-02-16,266024.00,39.98,32.60,40.40,36.80,300.98
2010-02-17,265988.00,40.07,34.90,43.20,37.55,300.98
2010-02-18,265988.00,40.07,30.80,42.30,35.64,301.99
2010-02-19,265988.00,40.07,29.50,40.00,33.67,302.99
2010-02-20,266024.00,40.06,24.10,36.60,29.80,298.97
2010-02-21,265916.00,40.05,19.30,34.40,25.62,300.98
2010-02-22,265772.00,40.01,12.00,36.40,22.64,299.75
2010-02-23,265591.00,39.86,14.80,30.50,23.28,299.98
2010-02-24,265879.00,39.74,26.30,40.90,31.16,298.97
2010-02-25,266024.00,39.91,25.70,43.60,32.29,296.95
2010-02-26,265879.00,39.74,24.00,40.30,32.33,296.95
2010-02-27,265879.00,39.68,34.00,43.10,38.03,296.95
2010-02-28,265951.00,39.91,32.60,46.60,38.14,298.97
2010-03-01,265916.00,39.90,28.90,41.70,34.41,299.98
