date,qd,mm,mx,mn
1982-05-02,3870.00,,,
1982-05-03,4860.00,,,
1982-05-04,4780.00,,,
1982-05-05,4040.00,,,
1982-05-06,3640.00,,,
1982-05-07,3740.00,,,
1982-05-08,3640.00,,,
1982-05-09,3280.00,,,
1982-05-10,3060.00,,,
1982-05-11,2890.00,,,
1982-05-12,2810.00,,,
1982-05-13,2960.00,,,
1982-05-14,3330.00,,,
1982-05-15,3820.00,,,
1982-05-16,4180.00,,,
1982-05-17,4640.00,,,
1982-05-18,5260.00,,,
1982-05-19,5310.00,,,
1982-05-20,4990.00,,,
1982-05-21,4830.00,,,
1982-05-22,5000.00,,,
1982-05-23,5220.00,,,
1982-05-24,5370.00,,,
1982-05-25,5650.00,,,
1982-05-26,6080.00,,,
1982-05-27,5920.00,,,
1982-05-28,5130.00,,,
1982-05-29,4270.00,,,
1982-05-30,3700.00,,,
1982-05-31,3320.00,,,
1982-06-01,3260.00,,,
1982-06-02,3370.00,,,
1982-06-03,3490.00,,,
1982-06-04,3640.00,,58.22,44.62
1982-06-05,3530.00,,55.63,41.16
1982-06-06,3330.00,,59.79,33.53
1982-06-07,3140.00,,59.08,39.43
1982-06-08,3010.00,,64.90,35.26
1982-06-09,3020.00,,68.44,38.09
1982-06-10,3140.00,,74.97,40.77
1982-06-11,3550.00,,79.37,43.99
1982-06-12,4060.00,,72.69,52.72
1982-06-13,4780.00,,72.06,49.02
1982-06-14,4960.00,,72.14,44.46
1982-06-15,5100.00,,77.48,47.13
1982-06-16,5620.00,,80.15,49.10
1982-06-17,5890.00,,82.43,47.21
1982-06-18,5950.00,,79.37,46.98
1982-06-19,5930.00,,81.57,49.65
1982-06-20,5650.00,,84.24,52.64
1982-06-21,5590.00,,83.46,51.30
1982-06-22,5510.00,,76.22,54.68
1982-06-23,5380.00,,79.68,48.86
1982-06-24,5050.00,,79.29,48.94
1982-06-25,4860.00,,75.36,54.92
1982-06-26,4520.00,,83.61,48.55
1982-06-27,4460.00,,81.02,55.63
1982-06-28,4580.00,,76.46,53.42
1982-06-29,4490.00,,67.50,49.26
1982-06-30,3790.00,,80.63,46.58
1982-07-01,3640.00,,64.82,48.16
1982-07-02,3330.00,,73.00,45.88
1982-07-03,3320.00,,68.83,47.68
1982-07-04,3110.00,,57.83,46.43
1982-07-05,2680.00,,63.80,40.53
1982-07-06,2390.00,,74.89,40.53
1982-07-07,2300.00,,63.41,51.69
1982-07-08,2190.00,,68.60,45.64
1982-07-09,2050.00,,74.65,45.40
1982-07-10,1980.00,,82.36,47.53
1982-07-11,1960.00,,86.76,50.36
1982-07-12,1960.00,,88.49,52.64
1982-07-13,2000.00,,88.10,55.78
1982-07-14,2140.00,,74.97,52.32
1982-07-15,1880.00,,71.11,44.15
1982-07-16,1650.00,,75.60,40.29
1982-07-17,1500.00,,76.62,49.49
1982-07-18,1400.00,,84.24,46.58
1982-07-19,1330.00,,87.31,50.99
1982-07-20,1290.00,,90.85,53.82
1982-07-21,1220.00,,91.95,54.60
1982-07-22,1170.00,,88.17,56.18
1982-07-23,1090.00,,80.71,55.63
1982-07-24,1020.00,,81.49,57.36
1982-07-25,1010.00,,88.25,53.19
1982-07-26,917.00,,91.55,56.25
1982-07-27,884.00,,89.12,62.54
1982-07-28,909.00,,75.52,60.26
1982-07-29,876.00,,86.21,55.08
1982-07-30,836.00,,89.90,55.00
1982-07-31,751.00,,89.75,54.92
1982-08-01,700.00,,84.01,59.24
1982-08-02,652.00,,78.27,42.81
1982-08-03,599.00,,76.77,43.05
1982-08-04,569.00,,83.06,46.51
1982-08-05,540.00,,87.86,49.96
1982-08-06,512.00,,92.58,53.42
1982-08-07,485.00,,76.70,53.74
1982-08-08,475.00,,86.52,63.88
1982-08-09,475.00,,87.62,58.06
1982-08-10,456.00,,88.02,53.82
1982-08-11,432.00,,77.32,46.82
1982-08-12,423.00,,78.66,42.26
1982-08-13,400.00,,87.31,46.27
1982-08-14,387.00,,84.01,50.91
1982-08-15,374.00,,84.64,50.75
1982-08-16,456.00,,89.35,50.75
1982-08-17,446.00,,91.71,54.76
1982-08-18,437.00,,83.54,56.57
1982-08-19,427.00,,88.10,55.08
1982-08-20,417.00,,92.66,57.91
1982-08-21,408.00,,95.96,57.51
1982-08-22,398.00,,91.00,58.22
1982-08-23,388.00,,86.37,49.41
1982-08-24,379.00,,86.13,49.81
1982-08-25,369.00,,88.41,49.02
1982-08-26,359.00,,87.94,52.17
1982-08-27,350.00,,86.21,49.73
1982-08-28,330.00,,78.50,55.39
1982-08-29,333.00,,78.82,53.27
1982-08-30,341.00,,76.46,52.17
1982-08-31,333.00,,77.56,43.52
1982-09-01,326.00,,82.67,42.50
1982-09-02,322.00,,86.21,46.82
1982-09-03,318.00,,87.94,56.18
1982-09-04,311.00,,75.67,49.49
1982-09-05,311.00,,80.71,41.32
1982-09-06,308.00,,81.57,42.18
1982-09-07,300.00,,85.74,44.15
1982-09-08,293.00,,87.31,48.24
1982-09-09,297.00,,85.27,49.18
1982-09-10,286.00,,62.31,48.86
1982-09-11,287.00,,62.54,33.77
1982-09-12,295.00,,60.50,40.69
1982-09-13,312.00,,56.18,35.89
1982-09-14,330.00,,54.76,38.17
1982-09-15,332.00,,51.07,36.36
1982-09-16,324.00,,68.05,36.13
1982-09-17,317.00,,72.14,47.45
1982-09-18,309.00,,76.46,45.33
1982-09-19,319.00,,69.46,48.47
1982-09-20,423.00,,69.62,44.54
1982-09-21,342.00,,74.97,43.12
1982-09-22,318.00,,78.58,42.18
1982-09-23,307.00,,80.86,43.05
1982-09-24,298.00,,64.35,47.61
1982-09-25,310.00,,71.90,46.43
1982-09-26,330.00,,62.70,44.46
1982-09-27,320.00,,60.66,37.46
1982-09-28,310.00,,51.54,34.63
1982-09-29,318.00,,55.00,34.95
1982-09-30,317.00,,56.25,32.83
1982-10-01,313.00,,52.95,36.99
1982-10-02,313.00,,65.53,32.59
1982-10-03,308.00,,59.64,36.84
1982-10-04,308.00,,52.17,37.46
1982-10-05,310.00,,56.57,29.92
1982-10-06,305.00,,61.44,30.07
1982-10-07,305.00,,51.30,32.28
1982-10-08,308.00,,49.65,27.56
1982-10-09,305.00,,55.23,27.32
1982-10-10,302.00,,59.01,27.79
1982-10-11,302.00,,68.52,30.15
1982-10-12,302.00,,70.09,35.58
1982-10-13,299.00,,69.93,38.09
1982-10-14,296.00,,74.65,39.74
1982-10-15,293.00,,72.45,41.47
1982-10-16,293.00,,68.91,37.54
1982-10-17,291.00,,53.97,35.97
1982-10-18,288.00,,45.96,26.61
1982-10-19,286.00,,52.40,21.82
1982-10-20,288.00,,58.69,23.71
1982-10-21,291.00,,65.30,34.08
1982-10-22,310.00,,59.56,43.75
1982-10-23,349.00,,55.86,44.46
1982-10-24,360.00,,63.49,39.90
1982-10-25,342.00,,53.03,42.42
1982-10-26,463.00,,47.76,33.30
1982-10-27,450.00,,45.33,30.31
1982-10-28,375.00,,47.61,26.85
1982-10-29,375.00,,35.50,32.28
1982-10-30,378.00,,42.97,33.93
1982-10-31,367.00,,45.48,31.33
1982-11-01,346.00,,45.88,25.04
1982-11-02,325.00,,48.31,24.33
1982-11-03,319.00,,48.71,23.78
1982-11-04,328.00,,54.84,26.38
1982-11-05,319.00,,53.03,31.17
1982-11-06,316.00,,46.98,26.85
1982-11-07,305.00,,41.71,23.23
1982-11-08,313.00,,46.03,31.10
1982-11-09,316.00,,38.41,29.60
1982-11-10,302.00,,35.26,28.27
1982-11-11,296.00,,43.99,23.39
1982-11-12,275.00,,33.77,18.60
1982-11-13,305.00,,38.80,22.76
1982-11-14,261.00,,41.47,15.77
1982-11-15,254.00,,42.57,16.55
1982-11-16,270.00,,40.14,21.90
1982-11-17,325.00,,34.32,31.88
1982-11-18,346.00,,38.41,32.35
1982-11-19,332.00,,37.78,28.97
1982-11-20,310.00,,36.76,25.51
1982-11-21,313.00,,33.14,23.47
1982-11-22,286.00,,28.03,10.58
1982-11-23,241.00,,23.63,2.87
1982-11-24,265.00,,27.79,4.68
1982-11-25,268.00,,26.54,5.94
1982-11-26,275.00,,31.17,9.48
1982-11-27,286.00,,32.51,18.20
1982-11-28,310.00,,41.16,30.07
1982-11-29,319.00,,39.74,31.96
1982-11-30,308.00,,33.38,27.48
1982-12-01,299.00,,38.25,23.08
1982-12-02,283.00,,31.25,17.81
1982-12-03,293.00,,35.81,28.11
1982-12-04,299.00,,38.80,30.15
1982-12-05,296.00,,35.26,27.79
1982-12-06,302.00,,40.29,23.16
1982-12-07,286.00,,30.55,15.61
1982-12-08,254.00,,23.78,6.09
1982-12-09,239.00,,29.52,10.18
1982-12-10,268.00,,30.62,12.46
1982-12-11,270.00,,30.00,11.76
1982-12-12,263.00,,29.76,9.87
1982-12-13,280.00,,36.52,16.32
1982-12-14,288.00,,30.07,10.50
1982-12-15,293.00,,32.59,27.09
1982-12-16,296.00,,35.89,28.66
1982-12-17,308.00,,41.95,29.52
1982-12-18,296.00,,33.06,18.60
1982-12-19,288.00,,35.42,23.71
1982-12-20,291.00,,36.13,23.16
1982-12-21,299.00,,35.34,32.20
1982-12-22,288.00,,36.68,26.46
1982-12-23,299.00,,32.98,28.34
1982-12-24,273.00,,28.11,10.97
1982-12-25,239.00,,20.17,3.19
1982-12-26,258.00,,26.06,11.68
1982-12-27,293.00,,17.65,-1.45
1982-12-28,273.00,,11.91,-3.18
1982-12-29,265.00,,9.24,-6.33
1982-12-30,268.00,,12.23,-8.76
1982-12-31,270.00,,10.03,-7.03
1983-01-01,270.00,,13.09,-9.55
1983-01-02,273.00,,17.18,-6.48
1983-01-03,273.00,,28.58,16.71
1983-01-04,288.00,,32.67,22.92
1983-01-05,342.00,,37.70,32.90
1983-01-06,378.00,,37.07,33.14
1983-01-07,405.00,,40.69,32.67
1983-01-08,378.00,,41.47,32.04
1983-01-09,349.00,,37.15,25.28
1983-01-10,332.00,,45.80,23.00
1983-01-11,310.00,,32.75,15.14
1983-01-12,291.00,,30.31,10.10
1983-01-13,278.00,,29.05,12.70
1983-01-14,278.00,,30.07,8.69
1983-01-15,278.00,,32.20,15.77
1983-01-16,291.00,,34.63,14.27
1983-01-17,319.00,,35.81,29.13
1983-01-18,328.00,,37.78,29.68
1983-01-19,316.00,,39.19,28.34
1983-01-20,310.00,,37.31,31.80
1983-01-21,308.00,,38.41,22.76
1983-01-22,302.00,,32.90,23.00
1983-01-23,305.00,,35.66,24.26
1983-01-24,302.00,,34.08,25.99
1983-01-25,299.00,,34.01,26.69
1983-01-26,302.00,,38.17,28.82
1983-01-27,308.00,,40.37,31.49
1983-01-28,299.00,,34.63,21.27
1983-01-29,278.00,,32.90,20.40
1983-01-30,286.00,,36.21,13.49
1983-01-31,288.00,,25.44,6.65
1983-02-01,243.00,,26.30,3.19
1983-02-02,243.00,,29.68,9.63
1983-02-03,249.00,,27.56,5.78
1983-02-04,252.00,,26.38,3.97
1983-02-05,268.00,,23.39,-0.04
1983-02-06,275.00,,24.89,2.32
1983-02-07,296.00,,37.15,22.13
1983-02-08,313.00,,30.47,23.39
1983-02-09,313.00,,41.32,27.79
1983-02-10,310.00,,43.05,26.93
1983-02-11,302.00,,40.22,26.46
1983-02-12,305.00,,40.14,31.41
1983-02-13,313.00,,41.00,29.37
1983-02-14,308.00,,41.71,19.93
1983-02-15,302.00,,36.36,25.44
1983-02-16,302.00,,46.19,29.60
1983-02-17,299.00,,35.58,28.50
1983-02-18,302.00,,40.85,29.45
1983-02-19,310.00,,44.07,28.03
1983-02-20,302.00,,39.04,25.36
1983-02-21,302.00,,41.71,27.72
1983-02-22,305.00,,47.13,28.19
1983-02-23,308.00,,47.92,25.51
1983-02-24,313.00,,47.76,28.42
1983-02-25,328.00,,39.51,27.79
1983-02-26,342.00,,44.46,30.15
1983-02-27,339.00,,38.17,30.62
1983-02-28,339.00,,48.94,31.57
1983-03-01,349.00,,48.39,32.90
1983-03-02,491.00,,47.13,35.03
1983-03-03,569.00,,50.04,34.95
1983-03-04,601.00,,44.78,34.87
1983-03-05,614.00,,45.33,28.82
1983-03-06,582.00,,48.94,30.78
1983-03-07,538.00,,42.97,32.59
1983-03-08,501.00,,44.85,31.73
1983-03-09,496.00,,52.80,35.11
1983-03-10,582.00,,54.37,32.59
1983-03-11,800.00,,44.15,32.90
1983-03-12,910.00,,37.07,30.78
1983-03-13,892.00,,36.91,32.43
1983-03-14,910.00,,43.12,29.21
1983-03-15,738.00,,45.72,23.47
1983-03-16,661.00,,46.19,20.88
1983-03-17,634.00,,37.31,31.02
1983-03-18,601.00,,39.27,30.31
1983-03-19,557.00,,42.42,24.26
1983-03-20,512.00,,42.42,17.73
1983-03-21,506.00,,46.58,20.95
1983-03-22,517.00,,46.82,30.55
1983-03-23,506.00,,44.38,29.21
1983-03-24,501.00,,37.78,29.21
1983-03-25,486.00,,49.57,23.23
1983-03-26,477.00,,47.76,26.14
1983-03-27,486.00,,39.19,25.99
1983-03-28,472.00,,46.98,21.74
1983-03-29,477.00,,45.80,32.35
1983-03-30,532.00,,47.61,33.06
1983-03-31,614.00,,47.45,30.86
1983-04-01,601.00,,47.06,24.49
1983-04-02,621.00,,42.02,24.33
1983-04-03,575.00,,39.98,21.82
1983-04-04,551.00,,40.77,21.27
1983-04-05,517.00,,41.00,18.28
1983-04-06,506.00,,46.27,18.20
1983-04-07,527.00,,55.63,26.38
1983-04-08,563.00,,50.99,28.11
1983-04-09,627.00,,46.82,31.10
1983-04-10,627.00,,45.25,30.62
1983-04-11,627.00,,47.06,25.28
1983-04-12,634.00,,43.52,28.97
1983-04-13,621.00,,41.47,23.63
1983-04-14,621.00,,49.02,28.34
1983-04-15,641.00,,53.50,27.17
1983-04-16,723.00,,57.98,28.82
1983-04-17,929.00,,61.36,28.19
1983-04-18,1120.00,,58.85,36.91
1983-04-19,1250.00,,60.03,33.22
1983-04-20,1620.00,,61.05,38.96
1983-04-21,1910.00,,61.05,37.15
1983-04-22,2210.00,,64.12,32.75
1983-04-23,2890.00,,66.48,40.37
1983-04-24,3870.00,,46.11,35.81
1983-04-25,3270.00,,46.11,32.12
1983-04-26,2660.00,,50.67,29.76
1983-04-27,2340.00,,54.68,29.37
1983-04-28,2210.00,,56.18,32.12
1983-04-29,2240.00,,60.26,37.70
1983-04-30,2680.00,,52.40,38.41
1983-05-01,2900.00,,53.74,36.68
1983-05-02,3010.00,,56.25,35.34
1983-05-03,3210.00,,59.08,35.42
1983-05-04,3430.00,,65.06,32.20
1983-05-05,4060.00,,47.53,34.71
1983-05-06,3800.00,,51.85,33.93
1983-05-07,3540.00,,61.99,33.93
1983-05-08,3490.00,,53.82,32.43
1983-05-09,3150.00,,42.42,32.12
1983-05-10,2790.00,,46.58,29.52
1983-05-11,2490.00,,48.16,31.88
1983-05-12,2220.00,,51.46,33.69
1983-05-13,2080.00,,53.58,34.63
1983-05-14,2030.00,,57.91,33.22
1983-05-15,2150.00,,49.96,39.43
1983-05-16,2200.00,,56.18,33.61
1983-05-17,2360.00,,63.09,33.85
1983-05-18,2810.00,,59.08,43.60
1983-05-19,3240.00,,64.82,36.05
1983-05-20,3660.00,,69.93,39.67
1983-05-21,4350.00,,68.20,37.94
1983-05-22,4960.00,,72.84,39.35
1983-05-23,5240.00,,78.27,41.24
1983-05-24,5860.00,,81.02,43.91
1983-05-25,6810.00,,81.96,46.35
1983-05-26,7340.00,,83.54,46.35
1983-05-27,7480.00,,85.50,46.90
1983-05-28,7460.00,,87.78,47.76
1983-05-29,7640.00,,82.99,47.92
1983-05-30,7620.00,,76.62,46.90
1983-05-31,7360.00,,62.78,46.90
1983-06-01,6610.00,,62.78,47.84
1983-06-02,5990.00,,73.24,43.60
1983-06-03,5840.00,,73.24,45.64
1983-06-04,5930.00,,72.06,45.40
1983-06-05,5930.00,,70.25,41.63
1983-06-06,5750.00,,70.48,44.15
1983-06-07,5600.00,,76.54,45.96
1983-06-08,5760.00,,75.44,48.24
1983-06-09,5960.00,,74.89,49.57
1983-06-10,6140.00,,77.80,49.96
1983-06-11,6450.00,,59.08,42.89
1983-06-12,5860.00,,55.39,34.71
1983-06-13,4790.00,,68.60,35.50
1983-06-14,4170.00,,75.67,41.40
1983-06-15,4070.00,,68.99,52.01
1983-06-16,4200.00,,70.96,38.88
1983-06-17,4140.00,,83.06,45.48
1983-06-18,4400.00,,68.05,45.88
1983-06-19,4100.00,,60.26,34.40
1983-06-20,3590.00,,61.76,38.80
1983-06-21,3240.00,,67.34,39.74
1983-06-22,3010.00,,77.80,41.08
1983-06-23,3240.00,,84.16,47.84
1983-06-24,3900.00,,71.27,43.05
1983-06-25,3780.00,,78.19,38.88
1983-06-26,3500.00,,82.20,47.68
1983-06-27,3680.00,,70.41,50.28
1983-06-28,3610.00,,75.12,42.26
1983-06-29,3340.00,,70.80,50.44
1983-06-30,3170.00,,71.43,42.81
1983-07-01,3150.00,,58.53,49.57
1983-07-02,4030.00,,59.87,45.64
1983-07-03,3170.00,,67.26,36.76
1983-07-04,2760.00,,78.90,41.47
1983-07-05,2650.00,,84.48,49.81
1983-07-06,2760.00,,86.21,58.30
1983-07-07,2980.00,,87.15,53.42
1983-07-08,2870.00,,77.25,47.92
1983-07-09,2620.00,,69.70,44.15
1983-07-10,2530.00,,66.79,43.28
1983-07-11,2110.00,,78.19,43.28
1983-07-12,1950.00,,84.79,48.71
1983-07-13,1880.00,,87.55,52.17
1983-07-14,1920.00,,70.88,51.30
1983-07-15,1820.00,,64.90,39.51
1983-07-16,1610.00,,74.18,38.64
1983-07-17,1470.00,,79.84,50.91
1983-07-18,1390.00,,85.42,46.51
1983-07-19,1330.00,,76.07,49.10
1983-07-20,1270.00,,73.32,48.71
1983-07-21,1200.00,,85.27,43.60
1983-07-22,1140.00,,85.58,51.22
1983-07-23,1340.00,,85.19,53.58
1983-07-24,1210.00,,87.23,49.96
1983-07-25,1100.00,,81.26,50.20
1983-07-26,1020.00,,80.63,51.46
1983-07-27,957.00,,80.23,48.55
1983-07-28,882.00,,84.56,54.21
1983-07-29,846.00,,87.23,53.58
1983-07-30,800.00,,95.88,54.21
1983-07-31,765.00,,77.25,57.67
1983-08-01,765.00,,86.05,55.63
1983-08-02,715.00,,88.10,55.94
1983-08-03,684.00,,90.14,56.49
1983-08-04,654.00,,94.15,57.67
1983-08-05,627.00,,95.56,58.14
1983-08-06,601.00,,99.73,59.01
1983-08-07,575.00,,98.55,61.05
1983-08-08,557.00,,89.59,62.47
1983-08-09,544.00,,88.25,61.44
1983-08-10,661.00,,86.21,61.13
1983-08-11,738.00,,78.27,59.08
1983-08-12,627.00,,81.33,48.39
1983-08-13,557.00,,86.44,50.36
1983-08-14,522.00,,84.09,53.35
1983-08-15,506.00,,66.48,57.91
1983-08-16,532.00,,82.28,51.93
1983-08-17,501.00,,86.44,53.50
1983-08-18,496.00,,81.73,54.68
1983-08-19,501.00,,76.77,58.61
1983-08-20,563.00,,77.25,59.71
1983-08-21,517.00,,68.99,52.48
1983-08-22,551.00,,75.04,48.79
1983-08-23,527.00,,74.57,48.94
1983-08-24,500.00,,77.64,47.68
1983-08-25,485.00,,80.86,53.42
1983-08-26,480.00,,83.93,49.49
1983-08-27,450.00,,86.21,50.04
1983-08-28,420.00,,84.01,50.83
1983-08-29,400.00,,84.56,47.61
1983-08-30,400.00,,86.21,47.68
1983-08-31,390.00,,88.25,50.59
1983-09-01,401.00,,87.23,54.76
1983-09-02,401.00,,73.94,49.18
1983-09-03,390.00,,76.62,44.38
1983-09-04,382.00,,74.81,43.99
1983-09-05,375.00,,72.84,38.25
1983-09-06,371.00,,85.34,40.69
1983-09-07,367.00,,82.51,46.03
1983-09-08,360.00,,78.58,45.72
1983-09-09,353.00,,61.99,39.98
1983-09-10,353.00,,73.24,32.43
1983-09-11,353.00,,74.73,39.59
1983-09-12,349.00,,81.26,43.52
1983-09-13,342.00,,84.87,44.70
1983-09-14,339.00,,76.46,47.61
1983-09-15,335.00,,78.74,39.12
1983-09-16,332.00,,78.50,42.81
1983-09-17,332.00,,65.77,37.07
1983-09-18,332.00,,75.44,37.54
1983-09-19,328.00,,57.59,37.31
1983-09-20,332.00,,60.34,24.49
1983-09-21,339.00,,74.02,30.07
1983-09-22,335.00,,77.64,37.54
1983-09-23,332.00,,76.07,46.58
1983-09-24,328.00,,76.85,41.00
1983-09-25,325.00,,79.60,43.99
1983-09-26,322.00,,77.80,46.43
1983-09-27,328.00,,67.58,45.25
1983-09-28,332.00,,64.43,32.83
1983-09-29,332.00,,54.60,46.03
1983-09-30,409.00,,55.08,42.81
1983-10-01,455.00,,61.13,41.40
1983-10-02,394.00,,56.88,40.45
1983-10-03,379.00,,60.58,36.36
1983-10-04,364.00,,68.36,37.39
1983-10-05,353.00,,74.81,39.19
1983-10-06,350.00,,70.33,38.57
1983-10-07,343.00,,70.09,38.01
1983-10-08,339.00,,66.71,40.37
1983-10-09,446.00,,61.13,45.96
1983-10-10,464.00,,57.67,40.45
1983-10-11,402.00,,63.49,33.38
1983-10-12,383.00,,65.45,32.20
1983-10-13,375.00,,51.22,40.77
1983-10-14,383.00,,52.09,37.70
1983-10-15,372.00,,55.08,31.02
1983-10-16,364.00,,59.79,30.31
1983-10-17,361.00,,63.41,34.40
1983-10-18,354.00,,60.50,36.13
1983-10-19,350.00,,62.94,29.92
1983-10-20,346.00,,68.28,34.63
1983-10-21,346.00,,71.51,41.95
1983-10-22,339.00,,70.17,40.37
1983-10-23,343.00,,58.22,34.71
1983-10-24,343.00,,59.40,29.29
1983-10-25,336.00,,67.58,30.47
1983-10-26,336.00,,70.09,31.80
1983-10-27,333.00,,69.86,34.16
1983-10-28,333.00,,68.68,36.21
1983-10-29,339.00,,70.80,41.63
1983-10-30,350.00,,54.37,40.85
1983-10-31,379.00,,59.56,40.69
1983-11-01,386.00,,59.32,45.80
1983-11-02,434.00,,54.45,44.38
1983-11-03,414.00,,62.47,44.30
1983-11-04,390.00,,57.59,42.50
1983-11-05,390.00,,57.28,40.29
1983-11-06,414.00,,50.75,41.87
1983-11-07,589.00,,45.56,27.56
1983-11-08,504.00,,45.40,24.18
1983-11-09,446.00,,36.05,24.89
1983-11-10,434.00,,43.12,33.53
1983-11-11,563.00,,44.85,32.90
1983-11-12,546.00,,43.60,32.67
1983-11-13,519.00,,39.04,29.13
1983-11-14,474.00,,41.08,29.13
1983-11-15,446.00,,42.50,30.55
1983-11-16,442.00,,42.26,30.62
1983-11-17,469.00,,37.15,32.83
1983-11-18,451.00,,39.43,29.37
1983-11-19,430.00,,30.39,26.69
1983-11-20,430.00,,35.11,21.11
1983-11-21,379.00,,34.01,15.29
1983-11-22,346.00,,27.95,10.18
1983-11-23,383.00,,30.07,20.80
1983-11-24,430.00,,32.04,27.72
1983-11-25,414.00,,37.07,20.33
1983-11-26,379.00,,31.33,14.90
1983-11-27,375.00,,35.34,14.59
1983-11-28,394.00,,33.61,13.17
1983-11-29,379.00,,27.95,7.75
1983-11-30,339.00,,22.84,7.67
1983-12-01,383.00,,36.36,17.10
1983-12-02,390.00,,27.40,12.54
1983-12-03,383.00,,29.21,21.98
1983-12-04,383.00,,31.25,8.53
1983-12-05,339.00,,18.91,5.23
1983-12-06,354.00,,30.31,18.91
1983-12-07,394.00,,35.73,26.61
1983-12-08,422.00,,39.43,27.09
1983-12-09,394.00,,33.06,24.81
1983-12-10,402.00,,40.06,32.35
1983-12-11,402.00,,35.03,31.80
1983-12-12,394.00,,39.27,27.40
1983-12-13,361.00,,30.86,27.64
1983-12-14,386.00,,33.85,29.60
1983-12-15,379.00,,32.83,12.86
1983-12-16,333.00,,22.29,6.88
1983-12-17,309.00,,21.90,7.90
1983-12-18,312.00,,21.58,5.07
1983-12-19,310.00,,18.75,0.98
1983-12-20,290.00,,14.19,-4.68
1983-12-21,260.00,,8.06,-9.55
1983-12-22,230.00,,2.24,-14.74
1983-12-23,215.00,,-4.28,-22.76
1983-12-24,235.00,,17.10,-4.28
1983-12-25,260.00,,28.27,16.79
1983-12-26,281.00,,35.26,21.11
1983-12-27,330.00,,23.00,1.61
1983-12-28,320.00,,19.62,1.22
1983-12-29,325.00,,20.09,7.90
1983-12-30,330.00,,29.52,19.54
1983-12-31,325.00,,30.47,20.95
1984-01-01,320.00,,20.48,-0.67
1984-01-02,310.00,,18.99,-6.33
1984-01-03,325.00,,31.65,18.91
1984-01-04,340.00,,35.89,29.76
