date,qd,mm,mx,mn
1982-09-03,849.00,,,
1982-09-04,852.00,,,
1982-09-05,837.00,,,
1982-09-06,831.00,,,
1982-09-07,822.00,,,
1982-09-08,822.00,,,
1982-09-09,815.00,,,
1982-09-10,845.00,,,
1982-09-11,907.00,,,
1982-09-12,880.00,,,
1982-09-13,914.00,,,
1982-09-14,1010.00,,,
1982-09-15,983.00,,,
1982-09-16,953.00,,,
1982-09-17,932.00,,,
1982-09-18,924.00,,,
1982-09-19,911.00,,,
1982-09-20,914.00,,,
1982-09-21,899.00,,,
1982-09-22,886.00,,,
1982-09-23,879.00,,,
1982-09-24,872.00,,,
1982-09-25,892.00,,,
1982-09-26,1020.00,,,
1982-09-27,1200.00,,,
1982-09-28,1130.00,,,
1982-09-29,1140.00,,,
1982-09-30,1100.00,,,
1982-10-01,1160.00,,,
1982-10-02,1130.00,,,
1982-10-03,1080.00,,,
1982-10-04,1050.00,,,
1982-10-05,1030.00,,,
1982-10-06,1010.00,,,
1982-10-07,997.00,,,
1982-10-08,996.00,,,
1982-10-09,981.00,,,
1982-10-10,956.00,,,
1982-10-11,947.00,,,
1982-10-12,939.00,,,
1982-10-13,922.00,,,
1982-10-14,905.00,,,
1982-10-15,888.00,,,
1982-10-16,871.00,,,
1982-10-17,871.00,,,
1982-10-18,854.00,,,
1982-10-19,837.00,,,
1982-10-20,829.00,,,
1982-10-21,812.00,,,
1982-10-22,804.00,,,
1982-10-23,804.00,,,
1982-10-24,796.00,,,
1982-10-25,788.00,,,
1982-10-26,796.00,,,
1982-10-27,846.00,,,
1982-10-28,821.00,,,
1982-10-29,804.00,,,
1982-10-30,863.00,,,
1982-10-31,880.00,,,
1982-11-01,829.00,,,
1982-11-02,804.00,,,
1982-11-03,779.00,,,
1982-11-04,763.00,,,
1982-11-05,755.00,,,
1982-11-06,747.00,,,
1982-11-07,739.00,,,
1982-11-08,731.00,,,
1982-11-09,731.00,,,
1982-11-10,731.00,,,
1982-11-11,723.00,,,
1982-11-12,715.00,,,
1982-11-13,723.00,,,
1982-11-14,692.00,,,
1982-11-15,677.00,,,
1982-11-16,685.00,,,
1982-11-17,700.00,,,
1982-11-18,707.00,,,
1982-11-19,755.00,,,
1982-11-20,739.00,,,
1982-11-21,723.00,,,
1982-11-22,700.00,,,
1982-11-23,655.00,,,
1982-11-24,635.00,,,
1982-11-25,610.00,,,
1982-11-26,625.00,,,
1982-11-27,633.00,,,
1982-11-28,655.00,,,
1982-11-29,670.00,,,
1982-11-30,670.00,,,
1982-12-01,670.00,,,
1982-12-02,645.00,,,
1982-12-03,635.00,,,
1982-12-04,650.00,,,
1982-12-05,663.00,,,
1982-12-06,670.00,,,
1982-12-07,670.00,,,
1982-12-08,655.00,,,
1982-12-09,612.00,,,
1982-12-10,580.00,,,
1982-12-11,585.00,,,
1982-12-12,591.00,,,
1982-12-13,605.00,,,
1982-12-14,633.00,,,
1982-12-15,633.00,,,
1982-12-16,658.00,,,
1982-12-17,631.00,,,
1982-12-18,626.00,,,
1982-12-19,623.00,,,
1982-12-20,622.00,,,
1982-12-21,631.00,,,
1982-12-22,640.00,,,
1982-12-23,639.00,,,
1982-12-24,643.00,,,
1982-12-25,597.00,,,
1982-12-26,580.00,,,
1982-12-27,560.00,,,
1982-12-28,540.00,,,
1982-12-29,520.00,,,
1982-12-30,510.00,,,
1982-12-31,520.00,,,
1983-01-01,510.00,,,
1983-01-02,510.00,,,
1983-01-03,514.00,,,
1983-01-04,559.00,,,
1983-01-05,632.00,,,
1983-01-06,659.00,,,
1983-01-07,665.00,,,
1983-01-08,644.00,,,
1983-01-09,634.00,,,
1983-01-10,618.00,,,
1983-01-11,601.00,,,
1983-01-12,577.00,,,
1983-01-13,567.00,,,
1983-01-14,562.00,,,
1983-01-15,553.00,,,
1983-01-16,525.00,,,
1983-01-17,539.00,,,
1983-01-18,546.00,,,
1983-01-19,543.00,,,
1983-01-20,542.00,,,
1983-01-21,535.00,,,
1983-01-22,535.00,,,
1983-01-23,541.00,,,
1983-01-24,532.00,,,
1983-01-25,533.00,,,
1983-01-26,528.00,,,
1983-01-27,527.00,,,
1983-01-28,533.00,,,
1983-01-29,526.00,,,
1983-01-30,532.00,,,
1983-01-31,526.00,,,
1983-02-01,527.00,,,
1983-02-02,527.00,,,
1983-02-03,518.00,,,
1983-02-04,488.00,,,
1983-02-05,465.00,,,
1983-02-06,483.00,,,
1983-02-07,509.00,,,
1983-02-08,510.00,,,
1983-02-09,527.00,,,
1983-02-10,519.00,,,
1983-02-11,503.00,,,
1983-02-12,500.00,,,
1983-02-13,510.00,,,
1983-02-14,514.00,,,
1983-02-15,502.00,,,
1983-02-16,506.00,,,
1983-02-17,509.00,,,
1983-02-18,509.00,,,
1983-02-19,512.00,,,
1983-02-20,499.00,,,
1983-02-21,498.00,,,
1983-02-22,493.00,,,
1983-02-23,492.00,,,
1983-02-24,482.00,,,
1983-02-25,498.00,,,
1983-02-26,500.00,,,
1983-02-27,496.00,,,
1983-02-28,499.00,,,
1983-03-01,499.00,,,
1983-03-02,517.00,,,
1983-03-03,534.00,,,
1983-03-04,538.00,,,
1983-03-05,535.00,,,
1983-03-06,535.00,,,
1983-03-07,531.00,,,
1983-03-08,530.00,,,
1983-03-09,529.00,,,
1983-03-10,537.00,,,
1983-03-11,557.00,,,
1983-03-12,617.00,,,
1983-03-13,644.00,,,
1983-03-14,711.00,,,
1983-03-15,693.00,,,
1983-03-16,643.00,,,
1983-03-17,622.00,,,
1983-03-18,617.00,,,
1983-03-19,601.00,,,
1983-03-20,578.00,,,
1983-03-21,566.00,,,
1983-03-22,576.00,,,
1983-03-23,574.00,,,
1983-03-24,564.00,,,
1983-03-25,570.00,,,
1983-03-26,565.00,,,
1983-03-27,560.00,,,
1983-03-28,565.00,,,
1983-03-29,559.00,,,
1983-03-30,583.00,,,
1983-03-31,684.00,,,
1983-04-01,658.00,,,
1983-04-02,649.00,,,
1983-04-03,640.00,,,
1983-04-04,609.00,,,
1983-04-05,590.00,,,
1983-04-06,586.00,,,
1983-04-07,576.00,,,
1983-04-08,593.00,,,
1983-04-09,589.00,,,
1983-04-10,614.00,,,
1983-04-11,635.00,,,
1983-04-12,643.00,,,
1983-04-13,645.00,,,
1983-04-14,612.00,,,
1983-04-15,626.00,,,
1983-04-16,633.00,,,
1983-04-17,693.00,,,
1983-04-18,795.00,,,
1983-04-19,923.00,,,
1983-04-20,1110.00,,,
1983-04-21,1320.00,,,
1983-04-22,1690.00,,,
1983-04-23,1730.00,,,
1983-04-24,1860.00,,,
1983-04-25,1870.00,,,
1983-04-26,1680.00,,,
1983-04-27,1590.00,,,
1983-04-28,1550.00,,,
1983-04-29,1710.00,,,
1983-04-30,1890.00,,,
1983-05-01,2040.00,,,
1983-05-02,2160.00,,,
1983-05-03,2370.00,,,
1983-05-04,2310.00,,,
1983-05-05,2420.00,,,
1983-05-06,2430.00,,,
1983-05-07,2290.00,,,
1983-05-08,2440.00,,,
1983-05-09,2530.00,,,
1983-05-10,2330.00,,,
1983-05-11,2250.00,,,
1983-05-12,2180.00,,,
1983-05-13,2050.00,,,
1983-05-14,1930.00,,,
1983-05-15,1870.00,,,
1983-05-16,1890.00,,,
1983-05-17,1840.00,,,
1983-05-18,1870.00,,,
1983-05-19,2010.00,,,
1983-05-20,2080.00,,,
1983-05-21,2220.00,,,
1983-05-22,2410.00,,,
1983-05-23,2570.00,,,
1983-05-24,2940.00,,,
1983-05-25,3370.00,,,
1983-05-26,3660.00,,,
1983-05-27,3890.00,,,
1983-05-28,4500.00,,,
1983-05-29,4700.00,,,
1983-05-30,4900.00,,,
1983-05-31,4800.00,,,
1983-06-01,4600.00,,,
1983-06-02,4340.00,,,
1983-06-03,4200.00,,,
1983-06-04,4140.00,,,
1983-06-05,4160.00,,,
1983-06-06,4060.00,,,
1983-06-07,3950.00,,,
1983-06-08,3910.00,,,
1983-06-09,3860.00,,,
1983-06-10,3930.00,,,
1983-06-11,3660.00,,,
1983-06-12,3330.00,,,
1983-06-13,3250.00,,,
1983-06-14,3180.00,,,
1983-06-15,3100.00,,,
1983-06-16,3020.00,,,
1983-06-17,2960.00,,,
1983-06-18,2870.00,,,
1983-06-19,2830.00,,,
1983-06-20,2780.00,,,
1983-06-21,2660.00,,,
1983-06-22,2530.00,,,
1983-06-23,2410.00,,,
1983-06-24,2370.00,,,
1983-06-25,2440.00,,,
1983-06-26,2440.00,,,
1983-06-27,2420.00,,,
1983-06-28,2380.00,,,
1983-06-29,2350.00,,,
1983-06-30,2260.00,,,
1983-07-01,2250.00,,,
1983-07-02,2440.00,,,
1983-07-03,2490.00,,,
1983-07-04,2480.00,,,
1983-07-05,2300.00,,,
1983-07-06,2160.00,,,
1983-07-07,2140.00,,,
1983-07-08,2170.00,,,
1983-07-09,2200.00,,,
1983-07-10,2330.00,,,
1983-07-11,2340.00,,,
1983-07-12,2170.00,,,
1983-07-13,1970.00,,,
1983-07-14,1860.00,,,
1983-07-15,1800.00,,,
1983-07-16,1790.00,,,
1983-07-17,1700.00,,,
1983-07-18,1590.00,,,
1983-07-19,1420.00,,,
1983-07-20,1340.00,,,
1983-07-21,1290.00,,,
1983-07-22,1230.00,,,
1983-07-23,1170.00,,,
1983-07-24,1160.00,,,
1983-07-25,1200.00,,,
1983-07-26,1430.00,,,
1983-07-27,1260.00,,,
1983-07-28,1150.00,,,
1983-07-29,1080.00,,,
1983-07-30,1040.00,,,
1983-07-31,1030.00,,,
1983-08-01,1060.00,,,
1983-08-02,1010.00,,,
1983-08-03,975.00,,,
1983-08-04,961.00,,,
1983-08-05,938.00,,,
1983-08-06,925.00,,,
1983-08-07,902.00,,,
1983-08-08,901.00,,,
1983-08-09,926.00,,,
1983-08-10,935.00,,,
1983-08-11,947.00,,,
1983-08-12,988.00,,,
1983-08-13,926.00,,,
1983-08-14,917.00,,,
1983-08-15,901.00,,,
1983-08-16,957.00,,,
1983-08-17,1040.00,,,
1983-08-18,1140.00,,,
1983-08-19,1170.00,,,
1983-08-20,1150.00,,,
1983-08-21,1110.00,,,
1983-08-22,1110.00,,,
1983-08-23,1090.00,,,
1983-08-24,1050.00,,,
1983-08-25,1030.00,,,
1983-08-26,1010.00,,,
1983-08-27,986.00,,,
1983-08-28,987.00,,,
1983-08-29,977.00,,,
1983-08-30,960.00,,,
1983-08-31,926.00,,,
1983-09-01,939.00,,,
1983-09-02,926.00,,,
1983-09-03,966.00,,,
1983-09-04,958.00,,,
1983-09-05,935.00,,,
1983-09-06,912.00,,,
1983-09-07,915.00,,,
1983-09-08,944.00,,,
1983-09-09,1050.00,,,
1983-09-10,970.00,,,
1983-09-11,929.00,,,
1983-09-12,921.00,,,
1983-09-13,903.00,,,
1983-09-14,898.00,,,
1983-09-15,888.00,,,
1983-09-16,881.00,,,
1983-09-17,877.00,,,
1983-09-18,863.00,,,
1983-09-19,860.00,,,
1983-09-20,853.00,,,
1983-09-21,867.00,,,
1983-09-22,863.00,,,
1983-09-23,858.00,,,
1983-09-24,855.00,,,
1983-09-25,854.00,,,
1983-09-26,840.00,,,
1983-09-27,873.00,,,
1983-09-28,925.00,,,
1983-09-29,919.00,,,
1983-09-30,941.00,,,
1983-10-01,933.00,,,
1983-10-02,959.00,,,
1983-10-03,1000.00,,,
1983-10-04,937.00,,,
1983-10-05,907.00,,,
1983-10-06,891.00,,,
1983-10-07,872.00,,,
1983-10-08,870.00,,,
1983-10-09,963.00,,,
1983-10-10,906.00,,,
1983-10-11,900.00,,,
1983-10-12,890.00,,,
1983-10-13,880.00,,,
1983-10-14,885.00,,,
1983-10-15,890.00,,,
1983-10-16,895.00,,,
1983-10-17,900.00,,,
1983-10-18,895.00,,,
1983-10-19,888.00,,,
1983-10-20,888.00,,,
1983-10-21,879.00,,,
1983-10-22,854.00,,,
1983-10-23,854.00,,,
1983-10-24,905.00,,,
1983-10-25,879.00,,,
1983-10-26,862.00,,,
1983-10-27,837.00,,,
1983-10-28,804.00,,,
1983-10-29,788.00,,,
1983-10-30,796.00,,,
1983-10-31,837.00,,,
1983-11-01,862.00,,,
1983-11-02,854.00,,,
1983-11-03,846.00,,,
1983-11-04,821.00,,,
1983-11-05,829.00,,,
1983-11-06,913.00,,,
1983-11-07,905.00,,,
1983-11-08,981.00,,,
1983-11-09,871.00,,,
1983-11-10,854.00,,,
1983-11-11,862.00,,,
1983-11-12,879.00,,,
1983-11-13,871.00,,,
1983-11-14,854.00,,,
1983-11-15,837.00,,,
1983-11-16,829.00,,,
1983-11-17,871.00,,,
1983-11-18,913.00,,,
1983-11-19,854.00,,,
1983-11-20,829.00,,,
1983-11-21,829.00,,,
1983-11-22,804.00,,,
1983-11-23,780.00,,,
1983-11-24,804.00,,,
1983-11-25,821.00,,,
1983-11-26,780.00,,,
1983-11-27,739.00,,,
1983-11-28,780.00,,,
1983-11-29,788.00,,,
1983-11-30,693.00,,,
1983-12-01,731.00,,,
1983-12-02,739.00,,,
1983-12-03,739.00,,,
1983-12-04,755.00,,,
1983-12-05,731.00,,,
1983-12-06,731.00,,,
1983-12-07,739.00,,,
1983-12-08,731.00,,,
1983-12-09,747.00,,,
1983-12-10,771.00,,,
1983-12-11,755.00,,,
1983-12-12,780.00,,,
1983-12-13,763.00,,,
1983-12-14,731.00,,,
1983-12-15,747.00,,,
1983-12-16,747.00,,,
1983-12-17,747.00,,,
1983-12-18,731.00,,,
1983-12-19,723.00,,,
1983-12-20,723.00,,,
1983-12-21,715.00,,,
1983-12-22,685.00,,,
1983-12-23,655.00,,,
1983-12-24,626.00,,,
1983-12-25,626.00,,,
1983-12-26,640.00,,,
1983-12-27,647.00,,,
1983-12-28,640.00,,,
1983-12-29,647.00,,,
1983-12-30,662.00,,,
1983-12-31,662.00,,,
1984-01-01,662.00,,,
1984-01-02,655.00,,,
1984-01-03,655.00,,,
1984-01-04,655.00,,,
1984-01-05,655.00,,,
1984-01-06,662.00,,,
1984-01-07,662.00,,,
1984-01-08,662.00,,,
1984-01-09,662.00,,,
1984-01-10,655.00,,,
1984-01-11,655.00,,,
1984-01-12,662.00,,,
1984-01-13,655.00,,,
1984-01-14,647.00,,,
1984-01-15,640.00,,,
1984-01-16,626.00,,,
1984-01-17,530.00,,,
1984-01-18,440.00,,,
1984-01-19,402.00,,,
1984-01-20,383.00,,,
1984-01-21,370.00,,,
1984-01-22,370.00,,,
1984-01-23,376.00,,,
1984-01-24,383.00,,,
1984-01-25,396.00,,,
1984-01-26,455.00,,,
1984-01-27,521.00,,,
1984-01-28,563.00,,,
1984-01-29,570.00,,,
1984-01-30,570.00,,,
1984-01-31,570.00,,,
1984-02-01,570.00,,,
1984-02-02,570.00,,,
1984-02-03,577.00,,,
1984-02-04,570.00,,,
1984-02-05,570.00,,,
1984-02-06,563.00,,,
1984-02-07,570.00,,,
1984-02-08,570.00,,,
1984-02-09,563.00,,,
1984-02-10,570.00,,,
1984-02-11,570.00,,,
1984-02-12,577.00,,,
1984-02-13,577.00,,,
1984-02-14,577.00,,,
1984-02-15,577.00,,,
1984-02-16,577.00,,,
1984-02-17,577.00,,,
1984-02-18,577.00,,,
1984-02-19,573.00,,,
1984-02-20,564.00,,,
1984-02-21,562.00,,,
1984-02-22,577.00,,,
1984-02-23,577.00,,,
1984-02-24,584.00,,,
1984-02-25,584.00,,,
1984-02-26,577.00,,,
1984-02-27,573.00,,,
1984-02-28,569.00,,,
1984-02-29,572.00,,,
1984-03-01,577.00,,,
1984-03-02,572.00,,,
1984-03-03,570.00,,,
1984-03-04,569.00,,,
1984-03-05,561.00,,,
1984-03-06,563.00,,,
1984-03-07,563.00,,,
1984-03-08,563.00,,,
1984-03-09,563.00,,,
1984-03-10,563.00,,,
1984-03-11,577.00,,,
1984-03-12,586.00,,,
1984-03-13,591.00,,,
1984-03-14,596.00,,,
1984-03-15,605.00,,,
1984-03-16,612.00,,,
1984-03-17,612.00,,,
1984-03-18,616.00,,,
1984-03-19,612.00,,,
1984-03-20,612.00,,,
1984-03-21,612.00,,,
1984-03-22,612.00,,,
1984-03-23,612.00,,,
1984-03-24,612.00,,,
1984-03-25,612.00,,,
1984-03-26,612.00,,,
1984-03-27,619.00,,,
1984-03-28,616.00,,,
1984-03-29,619.00,,,
1984-03-30,619.00,,,
1984-03-31,625.00,,,
1984-04-01,633.00,,,
1984-04-02,645.00,,,
1984-04-03,659.00,,,
1984-04-04,677.00,,,
1984-04-05,699.00,,,
1984-04-06,737.00,,,
1984-04-07,796.00,,,
1984-04-08,838.00,,,
1984-04-09,868.00,,,
1984-04-10,879.00,,,
1984-04-11,879.00,,,
1984-04-12,884.00,,,
1984-04-13,867.00,,,
1984-04-14,864.00,,,
1984-04-15,890.00,,,
1984-04-16,1010.00,,,
1984-04-17,1300.00,,,
1984-04-18,1700.00,,,
1984-04-19,2090.00,,,
1984-04-20,2040.00,,,
1984-04-21,1810.00,,,
1984-04-22,1800.00,,,
1984-04-23,1820.00,,,
1984-04-24,1890.00,,,
1984-04-25,1810.00,,,
1984-04-26,1680.00,,,
1984-04-27,1550.00,,,
1984-04-28,1480.00,,,
1984-04-29,1480.00,,,
1984-04-30,1440.00,,,
1984-05-01,1420.00,,,
1984-05-02,1490.00,,,
1984-05-03,1630.00,,,
1984-05-04,1690.00,,,
1984-05-05,1790.00,,,
1984-05-06,1710.00,,,
1984-05-07,1610.00,,,
1984-05-08,1630.00,,,
1984-05-09,1850.00,,,
1984-05-10,2100.00,,,
1984-05-11,2180.00,,,
1984-05-12,2300.00,,,
1984-05-13,2650.00,,,
1984-05-14,3270.00,,,
1984-05-15,4130.00,,,
1984-05-16,4630.00,,,
1984-05-17,4400.00,,,
1984-05-18,4000.00,,,
1984-05-19,3810.00,,,
1984-05-20,4020.00,,,
1984-05-21,4220.00,,,
1984-05-22,4030.00,,,
1984-05-23,3910.00,,,
1984-05-24,4250.00,,,
1984-05-25,4350.00,,,
1984-05-26,4100.00,,,
1984-05-27,3920.00,,,
1984-05-28,3730.00,,,
1984-05-29,3690.00,,,
1984-05-30,3760.00,,,
1984-05-31,4110.00,,,
1984-06-01,4320.00,,,
1984-06-02,4140.00,,,
1984-06-03,4000.00,,,
1984-06-04,3820.00,,,
1984-06-05,3790.00,,,
1984-06-06,3680.00,,,
1984-06-07,3650.00,,,
1984-06-08,3550.00,,,
1984-06-09,3350.00,,,
1984-06-10,3080.00,,,
1984-06-11,2980.00,,,
1984-06-12,2830.00,,,
1984-06-13,2650.00,,,
1984-06-14,2520.00,,,
1984-06-15,2570.00,,,
1984-06-16,2680.00,,,
1984-06-17,2790.00,,,
1984-06-18,2810.00,,,
1984-06-19,2830.00,,,
1984-06-20,2730.00,,,
1984-06-21,2660.00,,,
1984-06-22,2630.00,,,
1984-06-23,2500.00,,,
1984-06-24,2380.00,,,
1984-06-25,2330.00,,,
1984-06-26,2310.00,,,
1984-06-27,2290.00,,,
1984-06-28,2240.00,,,
1984-06-29,2190.00,,,
1984-06-30,2170.00,,,
1984-07-01,2210.00,,,
1984-07-02,2100.00,,,
1984-07-03,1930.00,,,
1984-07-04,1880.00,,,
1984-07-05,1850.00,,,
1984-07-06,1820.00,,,
1984-07-07,1720.00,,,
1984-07-08,1730.00,,,
1984-07-09,1720.00,,,
1984-07-10,1670.00,,,
1984-07-11,1570.00,,,
1984-07-12,1490.00,,,
1984-07-13,1480.00,,,
1984-07-14,1430.00,,,
1984-07-15,1380.00,,,
1984-07-16,1330.00,,,
1984-07-17,1300.00,,,
1984-07-18,1220.00,,,
1984-07-19,1190.00,,,
1984-07-20,1170.00,,,
1984-07-21,1230.00,,,
1984-07-22,1340.00,,,
1984-07-23,1550.00,,,
1984-07-24,1400.00,,,
1984-07-25,1250.00,,,
1984-07-26,1250.00,,,
1984-07-27,1190.00,,,
1984-07-28,1190.00,,,
1984-07-29,1240.00,,,
1984-07-30,1340.00,,,
1984-07-31,1240.00,,,
1984-08-01,1210.00,,,
1984-08-02,1210.00,,,
1984-08-03,1180.00,,,
1984-08-04,1160.00,,,
1984-08-05,1120.00,,,
1984-08-06,1090.00,,,
1984-08-07,1050.00,,,
1984-08-08,1020.00,,,
1984-08-09,955.00,,,
1984-08-10,936.00,,,
1984-08-11,926.00,,,
1984-08-12,931.00,,,
1984-08-13,928.00,,,
1984-08-14,899.00,,,
1984-08-15,880.00,,,
1984-08-16,894.00,,,
1984-08-17,957.00,,,
1984-08-18,931.00,,,
1984-08-19,912.00,,,
1984-08-20,935.00,,,
1984-08-21,903.00,,,
1984-08-22,883.00,,,
1984-08-23,884.00,,,
1984-08-24,893.00,,,
1984-08-25,891.00,,,
1984-08-26,936.00,,,
1984-08-27,933.00,,,
1984-08-28,930.00,,,
1984-08-29,905.00,,,
1984-08-30,906.00,,,
