date,qu,qd
1987-10-17,763.43,214.00
1987-10-18,693.87,27.00
1987-10-19,729.09,24.00
1987-10-20,701.02,23.00
1987-10-21,706.88,23.00
1987-10-22,727.54,24.00
1987-10-23,672.17,22.00
1987-10-24,661.36,22.00
1987-10-25,693.57,23.00
1987-10-26,628.81,23.00
1987-10-27,679.83,23.00
1987-10-28,652.27,23.00
1987-10-29,667.00,23.00
1987-10-30,649.63,23.00
1987-10-31,639.03,23.00
1987-11-01,741.38,23.00
1987-11-02,628.76,24.00
1987-11-03,609.40,24.00
1987-11-04,637.90,23.00
1987-11-05,634.20,23.00
1987-11-06,658.55,23.00
1987-11-07,581.47,23.00
1987-11-08,629.48,24.00
1987-11-09,673.69,24.00
1987-11-10,586.18,24.00
1987-11-11,641.09,24.00
1987-11-12,550.58,24.00
1987-11-13,824.30,24.00
1987-11-14,600.65,24.00
1987-11-15,651.58,24.00
1987-11-16,633.10,24.00
1987-11-17,623.68,23.00
1987-11-18,592.34,21.00
1987-11-19,554.30,22.00
1987-11-20,615.09,22.00
1987-11-21,560.09,22.00
1987-11-22,568.36,21.00
1987-11-23,560.54,22.00
1987-11-24,643.40,23.00
1987-11-25,522.95,23.00
1987-11-26,531.44,24.00
1987-11-27,549.43,24.00
1987-11-28,566.56,24.00
1987-11-29,512.62,24.00
1987-11-30,457.33,24.00
1987-12-01,1361.26,23.00
1987-12-02,385.77,22.00
1987-12-03,456.70,22.00
1987-12-04,639.60,24.00
1987-12-05,375.27,26.00
1987-12-06,697.47,25.00
1987-12-07,436.98,24.00
1987-12-08,500.54,24.00
1987-12-09,1089.88,24.00
1987-12-10,857.00,25.00
1987-12-11,491.95,25.00
1987-12-12,453.33,24.00
1987-12-13,449.83,24.00
1987-12-14,555.66,24.00
1987-12-15,560.26,24.00
1987-12-16,510.61,24.00
1987-12-17,514.77,24.00
1987-12-18,480.83,24.00
1987-12-19,561.27,24.00
1987-12-20,508.90,24.00
1987-12-21,512.36,25.00
1987-12-22,556.55,26.00
1987-12-23,439.91,26.00
1987-12-24,454.03,25.00
1987-12-25,477.64,25.00
1987-12-26,407.61,24.00
1987-12-27,530.31,24.00
1987-12-28,533.06,24.00
1987-12-29,489.92,24.00
1987-12-30,684.85,24.00
1987-12-31,581.45,24.00
1988-01-01,431.43,24.00
1988-01-02,467.76,24.00
1988-01-03,507.57,25.00
1988-01-04,577.45,25.00
1988-01-05,443.00,25.00
1988-01-06,382.42,26.00
1988-01-07,578.28,26.00
1988-01-08,458.60,26.00
1988-01-09,835.17,27.00
1988-01-10,937.84,28.00
1988-01-11,440.78,27.00
1988-01-12,395.62,26.00
1988-01-13,507.88,25.00
1988-01-14,630.22,27.00
1988-01-15,548.12,27.00
1988-01-16,471.31,26.00
1988-01-17,453.37,26.00
1988-01-18,497.53,27.00
1988-01-19,420.57,26.00
1988-01-20,441.17,26.00
1988-01-21,384.53,26.00
1988-01-22,387.37,26.00
1988-01-23,411.47,27.00
1988-01-24,391.73,27.00
1988-01-25,437.43,27.00
1988-01-26,414.82,26.00
1988-01-27,420.27,26.00
1988-01-28,382.00,27.00
1988-01-29,527.40,27.00
1988-01-30,407.17,27.00
1988-01-31,448.65,27.00
1988-02-01,431.96,27.00
1988-02-02,390.99,27.00
1988-02-03,392.41,26.00
1988-02-04,395.04,26.00
1988-02-05,397.04,27.00
1988-02-06,336.12,27.00
1988-02-07,487.91,27.00
1988-02-08,532.73,28.00
1988-02-09,419.21,28.00
1988-02-10,428.16,28.00
1988-02-11,430.28,28.00
1988-02-12,433.61,27.00
1988-02-13,408.74,27.00
1988-02-14,436.43,28.00
1988-02-15,393.92,28.00
1988-02-16,329.02,28.00
1988-02-17,489.75,28.00
1988-02-18,285.93,28.00
1988-02-19,401.68,29.00
1988-02-20,381.79,29.00
1988-02-21,382.85,27.00
1988-02-22,340.43,28.00
1988-02-23,433.59,28.00
1988-02-24,281.65,28.00
1988-02-25,344.15,27.00
1988-02-26,389.62,25.00
1988-02-27,404.00,24.00
1988-02-28,359.85,25.00
1988-02-29,408.14,25.00
1988-03-01,477.98,26.00
1988-03-02,343.11,26.00
1988-03-03,434.56,26.00
1988-03-04,416.32,26.00
1988-03-05,437.22,26.00
1988-03-06,341.42,26.00
1988-03-07,370.57,26.00
1988-03-08,422.84,26.00
1988-03-09,465.18,27.00
1988-03-10,346.53,27.00
1988-03-11,306.61,27.00
1988-03-12,381.00,27.00
1988-03-13,359.81,27.00
1988-03-14,331.79,27.00
1988-03-15,364.47,28.00
1988-03-16,314.90,28.00
1988-03-17,388.94,28.00
1988-03-18,368.60,28.00
1988-03-19,369.20,28.00
1988-03-20,321.79,29.00
1988-03-21,465.85,29.00
1988-03-22,534.60,29.00
1988-03-23,555.63,30.00
1988-03-24,453.71,30.00
1988-03-25,277.78,31.00
1988-03-26,599.17,31.00
1988-03-27,330.83,31.00
1988-03-28,306.45,32.00
1988-03-29,458.25,32.00
1988-03-30,183.60,32.00
1988-03-31,403.65,32.00
1988-04-01,330.27,32.00
1988-04-02,514.82,143.00
1988-04-03,376.53,264.00
1988-04-04,366.30,292.00
1988-04-05,332.20,387.00
1988-04-06,401.00,401.00
1988-04-07,399.54,391.00
1988-04-08,250.10,397.00
1988-04-09,340.82,520.00
1988-04-10,379.24,592.00
1988-04-11,393.63,606.00
1988-04-12,412.00,678.00
1988-04-13,382.49,730.00
1988-04-14,723.79,729.00
1988-04-15,433.71,728.00
1988-04-16,421.26,726.00
1988-04-17,256.03,726.00
1988-04-18,382.57,698.00
1988-04-19,660.28,668.00
1988-04-20,763.28,557.00
1988-04-21,539.05,407.00
1988-04-22,475.35,361.00
1988-04-23,508.85,362.00
1988-04-24,434.73,362.00
1988-04-25,497.15,386.00
1988-04-26,761.96,433.00
1988-04-27,440.08,428.00
1988-04-28,464.83,393.00
1988-04-29,589.47,361.00
1988-04-30,628.69,399.00
1988-05-01,275.50,630.00
1988-05-02,442.29,683.00
1988-05-03,485.86,699.00
1988-05-04,395.41,713.00
1988-05-05,582.43,714.00
1988-05-06,399.15,715.00
1988-05-07,599.63,781.00
1988-05-08,464.26,822.00
1988-05-09,433.84,850.00
1988-05-10,453.45,878.00
1988-05-11,455.12,992.00
1988-05-12,477.19,1140.00
1988-05-13,440.46,1150.00
1988-05-14,356.68,1230.00
1988-05-15,526.36,1320.00
1988-05-16,461.05,1300.00
1988-05-17,439.18,1190.00
1988-05-18,452.24,1130.00
1988-05-19,469.38,1160.00
1988-05-20,506.03,1220.00
1988-05-21,488.46,1230.00
1988-05-22,347.30,1250.00
1988-05-23,540.51,1360.00
1988-05-24,469.29,1420.00
1988-05-25,492.00,1410.00
1988-05-26,446.06,1420.00
1988-05-27,561.16,1410.00
1988-05-28,753.98,1360.00
1988-05-29,526.72,1320.00
1988-05-30,479.13,1240.00
1988-05-31,617.87,1110.00
1988-06-01,705.56,1010.00
1988-06-02,676.40,978.00
1988-06-03,825.57,915.00
1988-06-04,670.36,696.00
1988-06-05,701.04,486.00
1988-06-06,762.70,549.00
1988-06-07,604.00,604.00
1988-06-08,658.98,706.00
1988-06-09,716.15,802.00
1988-06-10,622.84,862.00
1988-06-11,564.84,862.00
1988-06-12,588.99,885.00
1988-06-13,492.89,1020.00
1988-06-14,547.26,1300.00
1988-06-15,542.78,1450.00
1988-06-16,542.74,1460.00
1988-06-17,414.01,1480.00
1988-06-18,526.13,1320.00
1988-06-19,465.25,1270.00
1988-06-20,545.49,1340.00
1988-06-21,510.60,1370.00
1988-06-22,476.19,1430.00
1988-06-23,580.92,1500.00
1988-06-24,582.17,1510.00
1988-06-25,517.63,1590.00
1988-06-26,597.96,1620.00
1988-06-27,498.42,1560.00
1988-06-28,517.20,1530.00
1988-06-29,664.52,1430.00
1988-06-30,614.64,1350.00
1988-07-01,568.45,1380.00
1988-07-02,662.56,1380.00
1988-07-03,629.89,1370.00
1988-07-04,588.39,1370.00
1988-07-05,598.63,1370.00
1988-07-06,637.61,1370.00
1988-07-07,667.56,1370.00
1988-07-08,678.10,1370.00
1988-07-09,713.74,1370.00
1988-07-10,669.09,1390.00
1988-07-11,683.91,1520.00
1988-07-12,664.93,1540.00
1988-07-13,858.10,1630.00
1988-07-14,643.33,1670.00
1988-07-15,806.51,1670.00
1988-07-16,779.21,1670.00
1988-07-17,709.74,1670.00
1988-07-18,739.78,1620.00
1988-07-19,674.17,1600.00
1988-07-20,814.94,1600.00
1988-07-21,774.35,1600.00
1988-07-22,756.04,1600.00
1988-07-23,801.13,1600.00
1988-07-24,788.99,1600.00
1988-07-25,808.17,1600.00
1988-07-26,808.07,1600.00
1988-07-27,790.73,1600.00
1988-07-28,848.41,1600.00
1988-07-29,815.57,1560.00
1988-07-30,813.00,1530.00
1988-07-31,797.62,1530.00
1988-08-01,874.71,1490.00
1988-08-02,673.06,1470.00
1988-08-03,788.67,1450.00
1988-08-04,842.12,1440.00
1988-08-05,829.75,1410.00
1988-08-06,845.68,1370.00
1988-08-07,818.61,1370.00
1988-08-08,835.10,1360.00
1988-08-09,832.39,1330.00
1988-08-10,818.58,1310.00
1988-08-11,799.15,1290.00
1988-08-12,856.26,1290.00
1988-08-13,829.63,1290.00
1988-08-14,812.25,1280.00
1988-08-15,838.18,1280.00
1988-08-16,797.66,1270.00
1988-08-17,817.52,1260.00
1988-08-18,793.49,1260.00
1988-08-19,817.11,1250.00
1988-08-20,785.35,1250.00
1988-08-21,763.46,1240.00
1988-08-22,777.08,1240.00
1988-08-23,812.22,1270.00
1988-08-24,785.39,1300.00
1988-08-25,775.06,1340.00
1988-08-26,880.09,1330.00
1988-08-27,701.59,1330.00
1988-08-28,815.59,1380.00
1988-08-29,813.39,1400.00
1988-08-30,767.59,1390.00
1988-08-31,781.65,1390.00
1988-09-01,794.91,1400.00
1988-09-02,787.95,1400.00
1988-09-03,796.86,1390.00
1988-09-04,814.71,1390.00
1988-09-05,785.51,1370.00
1988-09-06,777.62,1350.00
1988-09-07,785.93,1340.00
1988-09-08,812.22,1340.00
1988-09-09,1384.76,1340.00
1988-09-10,1456.41,1320.00
1988-09-11,-218.00,1320.00
1988-09-12,434.27,1260.00
1988-09-13,814.02,1200.00
1988-09-14,827.70,1120.00
1988-09-15,801.79,1070.00
1988-09-16,820.02,1050.00
1988-09-17,763.08,1020.00
1988-09-18,764.64,1010.00
1988-09-19,833.16,991.00
1988-09-20,818.55,887.00
1988-09-21,792.73,797.00
1988-09-22,797.70,791.00
1988-09-23,775.37,760.00
1988-09-24,752.52,734.00
1988-09-25,754.95,736.00
1988-09-26,777.85,733.00
1988-09-27,807.59,716.00
1988-09-28,762.16,710.00
1988-09-29,788.28,710.00
1988-09-30,760.45,649.00
1988-10-01,749.26,497.00
1988-10-02,743.78,408.00
1988-10-03,730.04,410.00
1988-10-04,755.18,453.00
1988-10-05,746.10,496.00
1988-10-06,730.52,509.00
1988-10-07,739.01,511.00
1988-10-08,752.20,239.00
1988-10-09,724.99,155.00
1988-10-10,696.12,203.00
1988-10-11,699.33,270.00
1988-10-12,701.86,287.00
1988-10-13,665.35,287.00
1988-10-14,712.44,85.00
1988-10-15,699.61,28.00
1988-10-16,679.26,27.00
1988-10-17,677.66,26.00
1988-10-18,678.55,25.00
1988-10-19,629.11,27.00
1988-10-20,635.91,26.00
1988-10-21,623.47,26.00
1988-10-22,648.99,26.00
1988-10-23,608.99,25.00
1988-10-24,622.90,21.00
1988-10-25,646.88,21.00
1988-10-26,601.42,21.00
1988-10-27,449.66,21.00
1988-10-28,575.17,21.00
1988-10-29,469.42,21.00
1988-10-30,523.22,18.00
1988-10-31,388.67,18.00
1988-11-01,690.42,20.00
1988-11-02,796.00,20.00
1988-11-03,790.47,19.00
1988-11-04,677.06,19.00
1988-11-05,757.52,19.00
1988-11-06,658.24,19.00
1988-11-07,683.14,19.00
1988-11-08,666.74,19.00
1988-11-09,691.79,19.00
1988-11-10,692.27,24.00
1988-11-11,722.73,44.00
1988-11-12,652.35,24.00
1988-11-13,709.94,20.00
1988-11-14,662.09,25.00
1988-11-15,673.79,28.00
1988-11-16,739.23,19.00
1988-11-17,683.73,19.00
1988-11-18,629.71,19.00
1988-11-19,658.93,20.00
1988-11-20,631.32,19.00
1988-11-21,727.33,20.00
1988-11-22,809.08,20.00
1988-11-23,657.85,20.00
1988-11-24,567.02,20.00
1988-11-25,600.48,19.00
1988-11-26,506.24,19.00
1988-11-27,574.65,19.00
1988-11-28,489.47,20.00
1988-11-29,433.32,21.00
1988-11-30,502.74,21.00
1988-12-01,454.63,34.00
1988-12-02,428.54,40.00
1988-12-03,474.78,50.00
1988-12-04,453.61,31.00
1988-12-05,405.82,22.00
1988-12-06,454.41,22.00
1988-12-07,435.15,22.00
1988-12-08,415.24,22.00
1988-12-09,437.68,22.00
1988-12-10,505.11,22.00
1988-12-11,455.92,22.00
1988-12-12,523.45,24.00
1988-12-13,439.46,24.00
1988-12-14,770.58,24.00
1988-12-15,485.79,23.00
1988-12-16,491.43,23.00
1988-12-17,495.58,23.00
1988-12-18,498.41,23.00
1988-12-19,504.09,23.00
1988-12-20,509.47,24.00
1988-12-21,604.36,23.00
1988-12-22,682.05,21.00
1988-12-23,459.49,22.00
1988-12-24,644.00,23.00
1988-12-25,594.57,23.00
1988-12-26,350.00,23.00
1988-12-27,477.83,23.00
1988-12-28,464.69,23.00
1988-12-29,484.45,23.00
1988-12-30,456.66,23.00
1988-12-31,422.90,24.00
1989-01-01,425.03,24.00
1989-01-02,427.77,23.00
1989-01-03,449.62,23.00
1989-01-04,524.48,23.00
1989-01-05,454.36,23.00
1989-01-06,479.16,23.00
1989-01-07,443.19,23.00
1989-01-08,576.17,23.00
1989-01-09,1014.24,23.00
1989-01-10,784.56,23.00
1989-01-11,398.89,23.00
1989-01-12,423.61,23.00
1989-01-13,517.76,22.00
1989-01-14,406.44,22.00
1989-01-15,487.16,22.00
1989-01-16,412.56,22.00
1989-01-17,411.64,22.00
1989-01-18,412.23,22.00
1989-01-19,455.64,23.00
1989-01-20,380.47,23.00
1989-01-21,677.28,23.00
1989-01-22,443.81,23.00
1989-01-23,407.39,23.00
1989-01-24,325.03,22.00
1989-01-25,449.68,22.00
1989-01-26,428.30,23.00
1989-01-27,368.65,24.00
1989-01-28,390.75,24.00
1989-01-29,410.18,25.00
1989-01-30,395.06,25.00
1989-01-31,375.77,25.00
1989-02-01,557.15,24.00
1989-02-02,544.53,24.00
1989-02-03,171.38,24.00
1989-02-04,132.26,23.00
1989-02-05,636.63,23.00
1989-02-06,318.68,23.00
1989-02-07,403.31,23.00
1989-02-08,407.70,22.00
1989-02-09,363.10,22.00
1989-02-10,404.65,22.00
1989-02-11,344.22,23.00
1989-02-12,430.19,24.00
1989-02-13,348.88,25.00
1989-02-14,330.37,25.00
1989-02-15,225.84,25.00
1989-02-16,478.68,25.00
1989-02-17,444.07,26.00
1989-02-18,506.00,26.00
1989-02-19,380.04,27.00
1989-02-20,339.86,27.00
1989-02-21,404.07,27.00
1989-02-22,555.43,25.00
1989-02-23,328.88,24.00
1989-02-24,325.34,25.00
1989-02-25,331.16,25.00
1989-02-26,306.90,25.00
1989-02-27,378.53,26.00
1989-02-28,269.42,26.00
1989-03-01,557.37,25.00
1989-03-02,493.75,25.00
1989-03-03,245.77,25.00
1989-03-04,497.46,25.00
1989-03-05,870.67,25.00
1989-03-06,500.77,25.00
1989-03-07,253.28,25.00
1989-03-08,506.49,26.00
1989-03-09,711.64,26.00
1989-03-10,342.61,25.00
1989-03-11,395.30,25.00
1989-03-12,501.60,25.00
1989-03-13,420.32,26.00
1989-03-14,479.90,26.00
1989-03-15,376.42,27.00
1989-03-16,425.62,26.00
1989-03-17,505.59,27.00
1989-03-18,550.92,27.00
1989-03-19,311.62,27.00
1989-03-20,444.82,28.00
1989-03-21,475.29,29.00
1989-03-22,389.53,29.00
1989-03-23,389.36,30.00
1989-03-24,485.26,31.00
1989-03-25,432.76,30.00
1989-03-26,234.24,32.00
1989-03-27,531.35,32.00
1989-03-28,636.72,32.00
1989-03-29,260.17,29.00
1989-03-30,534.65,29.00
1989-03-31,345.72,29.00
1989-04-01,548.70,30.00
1989-04-02,323.82,30.00
1989-04-03,311.10,30.00
1989-04-04,480.61,31.00
1989-04-05,306.82,31.00
1989-04-06,425.70,32.00
1989-04-07,411.81,31.00
1989-04-08,391.36,32.00
1989-04-09,416.47,32.00
1989-04-10,322.44,32.00
1989-04-11,404.45,73.00
1989-04-12,329.88,146.00
1989-04-13,433.62,209.00
1989-04-14,378.59,405.00
1989-04-15,293.43,413.00
1989-04-16,334.73,415.00
1989-04-17,484.45,467.00
1989-04-18,314.85,519.00
1989-04-19,413.30,523.00
1989-04-20,470.65,527.00
1989-04-21,596.52,532.00
1989-04-22,462.63,536.00
1989-04-23,521.99,510.00
1989-04-24,813.19,288.00
1989-04-25,652.27,179.00
1989-04-26,458.86,114.00
1989-04-27,599.67,117.00
1989-04-28,403.67,119.00
1989-04-29,411.28,119.00
1989-04-30,576.72,119.00
1989-05-01,414.98,154.00
1989-05-02,457.78,273.00
1989-05-03,447.97,359.00
1989-05-04,544.11,461.00
1989-05-05,522.93,535.00
1989-05-06,431.84,610.00
1989-05-07,481.32,617.00
1989-05-08,501.33,710.00
1989-05-09,790.96,854.00
1989-05-10,462.13,908.00
1989-05-11,478.45,889.00
1989-05-12,474.95,818.00
1989-05-13,489.39,767.00
1989-05-14,592.30,814.00
1989-05-15,445.32,933.00
1989-05-16,495.28,1010.00
1989-05-17,760.74,1010.00
1989-05-18,177.85,1020.00
1989-05-19,478.44,1040.00
1989-05-20,544.43,1060.00
1989-05-21,506.04,1060.00
1989-05-22,624.58,1070.00
1989-05-23,761.56,1140.00
1989-05-24,610.02,1140.00
1989-05-25,458.74,1100.00
1989-05-26,519.75,1080.00
1989-05-27,619.42,1080.00
1989-05-28,573.57,1080.00
1989-05-29,554.29,1080.00
1989-05-30,545.98,1090.00
1989-05-31,498.90,1140.00
1989-06-01,557.05,1310.00
1989-06-02,481.25,1490.00
1989-06-03,553.11,1580.00
1989-06-04,482.54,1580.00
1989-06-05,575.76,1570.00
1989-06-06,450.61,1570.00
1989-06-07,599.57,1590.00
1989-06-08,508.41,1600.00
1989-06-09,476.79,1600.00
1989-06-10,517.18,1580.00
1989-06-11,697.54,1550.00
1989-06-12,575.57,1550.00
1989-06-13,576.08,1560.00
1989-06-14,672.63,1560.00
1989-06-15,619.74,1560.00
1989-06-16,561.35,1510.00
1989-06-17,615.56,1430.00
1989-06-18,652.95,1400.00
1989-06-19,546.96,1370.00
1989-06-20,650.65,1320.00
1989-06-21,615.48,1340.00
1989-06-22,613.44,1410.00
1989-06-23,616.90,1430.00
1989-06-24,718.93,1430.00
1989-06-25,676.79,1430.00
1989-06-26,605.28,1540.00
1989-06-27,721.79,1600.00
1989-06-28,665.45,1610.00
1989-06-29,776.82,1620.00
1989-06-30,719.24,1550.00
1989-07-01,712.95,1450.00
1989-07-02,709.93,1430.00
1989-07-03,701.46,1420.00
1989-07-04,737.75,1420.00
1989-07-05,682.58,1420.00
1989-07-06,732.53,1450.00
1989-07-07,681.22,1460.00
1989-07-08,712.66,1460.00
1989-07-09,735.74,1460.00
1989-07-10,661.49,1500.00
1989-07-11,728.42,1580.00
1989-07-12,865.17,1660.00
1989-07-13,786.66,1670.00
1989-07-14,851.41,1720.00
1989-07-15,740.76,1760.00
1989-07-16,985.09,1760.00
1989-07-17,1001.10,1740.00
1989-07-18,893.97,1670.00
1989-07-19,917.66,1630.00
1989-07-20,889.11,1590.00
1989-07-21,798.75,1530.00
1989-07-22,942.72,1500.00
1989-07-23,824.12,1500.00
1989-07-24,880.12,1530.00
1989-07-25,853.35,1560.00
1989-07-26,850.94,1570.00
1989-07-27,866.36,1590.00
1989-07-28,983.71,1600.00
1989-07-29,935.36,1600.00
1989-07-30,948.80,1590.00
1989-07-31,881.20,1590.00
1989-08-01,974.87,1580.00
1989-08-02,977.85,1550.00
1989-08-03,966.74,1550.00
1989-08-04,982.39,1540.00
1989-08-05,1015.55,1550.00
1989-08-06,989.84,1550.00
1989-08-07,1021.58,1530.00
1989-08-08,1434.21,1520.00
1989-08-09,1072.03,1520.00
1989-08-10,946.51,1510.00
1989-08-11,910.57,1490.00
1989-08-12,762.32,1470.00
1989-08-13,1012.73,1460.00
1989-08-14,989.42,1460.00
1989-08-15,979.77,1500.00
1989-08-16,983.33,1520.00
1989-08-17,1008.22,1510.00
1989-08-18,1040.45,1510.00
1989-08-19,1038.68,1510.00
1989-08-20,993.53,1510.00
1989-08-21,1029.97,1520.00
1989-08-22,1275.53,1490.00
1989-08-23,1166.41,1400.00
1989-08-24,969.73,1330.00
1989-08-25,1024.56,1310.00
1989-08-26,1019.52,1290.00
1989-08-27,1015.80,1290.00
1989-08-28,1062.04,1290.00
1989-08-29,1221.17,1330.00
1989-08-30,975.03,1350.00
1989-08-31,1018.52,1350.00
1989-09-01,1033.65,1350.00
1989-09-02,1017.89,1350.00
1989-09-03,1020.76,1350.00
1989-09-04,1002.40,1340.00
1989-09-05,1010.82,1380.00
1989-09-06,1022.12,1430.00
1989-09-07,1063.64,1440.00
1989-09-08,1008.91,1470.00
1989-09-09,1031.62,1550.00
1989-09-10,1079.90,1550.00
1989-09-11,1028.73,1550.00
1989-09-12,1026.04,1530.00
1989-09-13,1068.23,1510.00
1989-09-14,1016.47,1500.00
1989-09-15,1046.57,1460.00
1989-09-16,1065.73,1380.00
1989-09-17,1070.29,1380.00
1989-09-18,965.97,1380.00
1989-09-19,1024.42,1320.00
1989-09-20,970.19,1240.00
1989-09-21,974.89,1220.00
1989-09-22,1005.78,1220.00
1989-09-23,1005.78,1210.00
1989-09-24,980.49,1210.00
1989-09-25,1037.86,1230.00
1989-09-26,1004.31,1250.00
1989-09-27,977.44,1260.00
1989-09-28,997.42,1230.00
1989-09-29,990.39,1200.00
1989-09-30,989.13,1120.00
1989-10-01,927.98,914.00
1989-10-02,941.66,849.00
1989-10-03,903.42,775.00
1989-10-04,894.11,729.00
1989-10-05,904.53,718.00
1989-10-06,907.13,720.00
1989-10-07,881.76,722.00
1989-10-08,893.74,724.00
1989-10-09,889.11,749.00
1989-10-10,867.55,776.00
1989-10-11,911.37,892.00
1989-10-12,884.04,986.00
1989-10-13,900.09,961.00
1989-10-14,863.61,288.00
1989-10-15,834.47,49.00
1989-10-16,787.80,79.00
1989-10-17,775.94,152.00
1989-10-18,758.51,149.00
1989-10-19,793.16,65.00
1989-10-20,842.75,16.00
1989-10-21,884.69,16.00
1989-10-22,776.52,15.00
1989-10-23,815.46,15.00
1989-10-24,795.70,15.00
1989-10-25,730.95,15.00
1989-10-26,873.21,15.00
1989-10-27,790.97,16.00
1989-10-28,683.97,16.00
1989-10-29,757.64,15.00
1989-10-30,702.94,16.00
1989-10-31,737.33,16.00
1989-11-01,720.07,16.00
1989-11-02,710.34,16.00
1989-11-03,671.95,16.00
1989-11-04,744.68,16.00
1989-11-05,650.24,16.00
1989-11-06,690.31,16.00
1989-11-07,730.98,16.00
1989-11-08,672.82,16.00
1989-11-09,647.34,18.00
1989-11-10,651.57,18.00
1989-11-11,647.24,19.00
1989-11-12,788.09,19.00
1989-11-13,676.21,19.00
1989-11-14,534.25,19.00
1989-11-15,633.93,19.00
1989-11-16,660.25,19.00
1989-11-17,669.57,20.00
1989-11-18,636.59,20.00
1989-11-19,544.20,20.00
1989-11-20,486.90,20.00
1989-11-21,525.27,20.00
1989-11-22,498.18,20.00
1989-11-23,647.24,20.00
1989-11-24,575.46,20.00
1989-11-25,583.57,21.00
1989-11-26,608.71,21.00
1989-11-27,589.22,21.00
1989-11-28,577.88,21.00
1989-11-29,566.32,22.00
1989-11-30,519.11,22.00
1989-12-01,531.79,22.00
1989-12-02,512.10,22.00
1989-12-03,593.31,22.00
1989-12-04,774.84,22.00
1989-12-05,615.92,22.00
1989-12-06,525.00,22.00
1989-12-07,479.63,22.00
1989-12-08,681.22,22.00
1989-12-09,530.95,22.00
1989-12-10,462.92,22.00
1989-12-11,470.20,22.00
1989-12-12,544.24,23.00
1989-12-13,463.54,23.00
1989-12-14,526.08,22.00
1989-12-15,492.66,21.00
1989-12-16,501.15,22.00
1989-12-17,487.60,22.00
1989-12-18,475.15,21.00
1989-12-19,495.00,21.00
1989-12-20,465.86,21.00
1989-12-21,469.00,21.00
1989-12-22,436.84,21.00
1989-12-23,496.00,21.00
1989-12-24,463.73,22.00
1989-12-25,504.17,23.00
1989-12-26,434.90,23.00
1989-12-27,471.84,23.00
1989-12-28,425.11,23.00
1989-12-29,501.92,23.00
1989-12-30,412.77,24.00
1989-12-31,452.13,24.00
1990-01-01,568.81,24.00
1990-01-02,378.17,24.00
1990-01-03,458.69,24.00
1990-01-04,538.45,25.00
1990-01-05,505.28,25.00
1990-01-06,664.71,25.00
1990-01-07,1809.96,26.00
1990-01-08,464.13,25.00
1990-01-09,477.55,25.00
1990-01-10,480.47,26.00
1990-01-11,468.11,27.00
1990-01-12,466.40,26.00
1990-01-13,447.15,24.00
1990-01-14,469.32,25.00
1990-01-15,451.47,25.00
1990-01-16,335.13,26.00
1990-01-17,348.50,26.00
1990-01-18,417.43,26.00
1990-01-19,376.70,26.00
1990-01-20,375.68,26.00
1990-01-21,484.42,26.00
1990-01-22,439.47,26.00
1990-01-23,383.39,26.00
1990-01-24,382.91,26.00
1990-01-25,553.38,26.00
1990-01-26,550.51,26.00
1990-01-27,445.96,26.00
1990-01-28,780.20,27.00
1990-01-29,685.35,27.00
1990-01-30,405.02,27.00
1990-01-31,533.82,27.00
1990-02-01,587.73,27.00
1990-02-02,417.94,28.00
1990-02-03,488.00,28.00
1990-02-04,400.73,28.00
1990-02-05,537.44,27.00
1990-02-06,587.63,27.00
1990-02-07,486.59,28.00
1990-02-08,519.62,28.00
1990-02-09,513.39,29.00
1990-02-10,453.89,30.00
1990-02-11,429.71,28.00
1990-02-12,518.84,28.00
1990-02-13,477.68,28.00
1990-02-14,436.30,28.00
1990-02-15,537.14,28.00
1990-02-16,441.42,29.00
1990-02-17,392.15,29.00
1990-02-18,343.63,28.00
1990-02-19,393.78,28.00
1990-02-20,397.58,28.00
1990-02-21,397.64,29.00
1990-02-22,402.56,30.00
1990-02-23,350.10,31.00
1990-02-24,405.27,30.00
1990-02-25,404.10,30.00
1990-02-26,355.18,30.00
1990-02-27,407.91,31.00
1990-02-28,359.52,32.00
1990-03-01,361.71,33.00
1990-03-02,543.28,30.00
1990-03-03,483.49,31.00
1990-03-04,416.33,31.00
1990-03-05,363.72,31.00
1990-03-06,343.25,30.00
1990-03-07,452.79,32.00
1990-03-08,396.53,33.00
1990-03-09,344.57,33.00
1990-03-10,437.71,31.00
1990-03-11,398.95,32.00
1990-03-12,344.98,32.00
1990-03-13,442.30,34.00
1990-03-14,327.96,33.00
1990-03-15,328.99,33.00
1990-03-16,380.58,33.00
1990-03-17,300.21,33.00
1990-03-18,469.13,33.00
1990-03-19,385.15,33.00
1990-03-20,334.00,33.00
1990-03-21,389.97,33.00
1990-03-22,429.83,33.00
1990-03-23,373.65,33.00
1990-03-24,334.02,34.00
1990-03-25,601.71,34.00
1990-03-26,403.45,34.00
1990-03-27,337.74,34.00
1990-03-28,316.62,34.00
1990-03-29,339.40,34.00
1990-03-30,340.20,34.00
1990-03-31,298.96,35.00
1990-04-01,342.83,35.00
1990-04-02,323.56,36.00
1990-04-03,323.14,36.00
1990-04-04,300.02,37.00
1990-04-05,381.51,37.00
1990-04-06,347.35,37.00
1990-04-07,292.46,137.00
1990-04-08,210.45,870.00
1990-04-09,293.79,895.00
1990-04-10,252.89,892.00
1990-04-11,285.67,899.00
1990-04-12,371.26,903.00
1990-04-13,319.03,902.00
1990-04-14,377.48,900.00
1990-04-15,409.57,899.00
