date,qu,af,qd,fb,mm,mn,mx,mc,pp
2012-01-24,210.35,155390.00,50.00,2242.46,31.34,27.73,47.55,,1.34
2012-01-25,327.44,155940.00,51.00,2242.60,38.30,34.80,43.72,,0.45
2012-01-26,292.40,156420.00,51.00,2242.72,35.53,31.97,41.14,,0.59
2012-01-27,70.57,156460.00,51.00,2242.73,30.23,20.59,41.72,,0.00
2012-01-28,151.23,156660.00,51.00,2242.78,31.97,24.98,36.21,,0.00
2012-01-29,393.23,157340.00,51.00,2242.95,43.14,32.21,52.13,,0.59
2012-01-30,454.35,158139.52,52.00,2243.15,39.37,33.50,42.15,,0.30
2012-01-31,273.68,158580.00,52.00,2243.26,39.34,34.21,48.02,,0.00
2012-02-01,333.93,159140.00,52.00,2243.40,37.57,34.96,42.07,,0.30
2012-02-02,253.27,159540.00,52.00,2243.50,37.19,30.61,47.10,,0.00
2012-02-03,192.77,159820.00,52.00,2243.57,35.74,29.49,44.70,,0.00
2012-02-04,172.75,160060.30,52.00,2243.63,35.81,26.51,46.71,,0.00
2012-02-05,172.40,160299.91,52.00,2243.69,32.83,23.29,44.19,,0.00
2012-02-06,172.63,160540.00,52.00,2243.75,34.95,23.64,47.61,,0.00
2012-02-07,132.27,160700.00,52.00,2243.79,38.77,33.64,46.71,,0.00
2012-02-08,195.43,160986.59,51.00,2243.86,36.15,34.76,38.10,,0.15
2012-02-09,194.01,161270.00,53.00,2243.93,35.91,34.72,37.72,,0.00
2012-02-10,132.10,161430.00,53.00,2243.97,37.55,35.51,39.75,,0.00
2012-02-11,132.24,161590.00,53.00,2244.01,41.02,35.23,49.14,,0.00
2012-02-12,152.43,161790.00,53.00,2244.06,40.30,35.05,46.00,,0.00
2012-02-13,112.09,161910.00,53.00,2244.09,39.75,35.33,47.30,,0.15
2012-02-14,132.42,162070.30,53.00,2244.13,36.07,31.66,41.14,,0.15
2012-02-15,111.72,162189.61,53.00,2244.16,35.24,29.22,42.82,,0.00
2012-02-16,112.22,162309.91,53.00,2244.19,35.94,28.91,43.84,,0.00
2012-02-17,133.83,162473.00,53.00,2244.23,36.23,35.07,38.67,,0.15
2012-02-18,480.65,163324.00,53.00,2244.44,36.37,35.04,38.22,,0.89
2012-02-19,72.27,163365.00,53.00,2244.45,34.77,29.39,38.77,,0.15
2012-02-20,154.95,163570.00,53.00,2244.50,33.25,28.20,40.50,,0.15
2012-02-21,871.18,165190.00,56.00,2244.90,43.30,40.03,46.92,,1.93
2012-02-22,1494.17,168009.00,74.00,2245.59,39.88,35.80,44.23,,1.64
2012-02-23,622.87,169116.59,65.00,2245.86,37.29,35.70,39.95,,0.00
2012-02-24,555.01,170100.00,61.00,2246.10,35.59,33.70,40.54,,0.45
2012-02-25,532.66,171043.30,59.00,2246.33,35.20,32.65,40.97,,0.30
2012-02-26,282.63,171494.00,57.00,2246.44,32.26,25.46,40.03,,0.15
2012-02-27,240.37,171863.00,56.00,2246.53,29.67,18.53,43.21,,0.00
2012-02-28,198.70,172150.00,56.00,2246.60,28.40,20.58,35.13,,0.15
2012-02-29,348.43,172734.00,56.00,2246.74,31.30,29.38,33.32,,0.30
2012-03-01,202.83,173062.20,37.00,2246.82,34.54,31.11,40.14,,0.15
2012-03-02,194.00,173390.00,30.00,2246.90,38.04,33.39,41.99,,0.15
2012-03-03,177.44,173684.00,31.00,2246.97,44.73,41.64,46.92,,0.00
2012-03-04,237.87,174097.00,31.00,2247.07,45.48,40.46,51.34,,0.15
2012-03-05,324.63,174681.00,32.00,2247.21,38.06,31.38,45.41,,0.30
2012-03-06,194.96,175009.00,31.00,2247.29,31.64,26.74,36.29,,0.15
2012-03-07,197.66,175344.72,30.00,2247.37,35.30,27.81,44.51,,0.00
2012-03-08,111.53,175511.00,29.00,2247.41,37.68,26.37,52.25,,0.00
2012-03-09,234.71,175922.00,29.00,2247.51,41.48,29.10,57.55,,0.00
2012-03-10,238.81,176341.09,29.00,2247.61,40.28,36.73,44.33,,0.15
2012-03-11,192.97,176668.91,29.00,2247.69,35.82,30.12,38.89,,0.15
2012-03-12,259.83,177130.00,29.00,2247.80,34.19,28.51,37.94,,0.15
2012-03-13,217.07,177507.89,28.00,2247.89,34.20,29.61,37.51,,0.15
2012-03-14,232.97,177919.00,27.00,2247.99,31.44,26.43,34.60,,0.30
2012-03-15,341.75,178170.00,177.00,2248.05,37.73,34.37,44.99,,0.45
2012-03-16,276.08,178086.00,325.00,2248.03,39.53,35.44,45.84,,0.15
2012-03-17,217.16,177878.00,329.00,2247.98,37.06,31.22,43.29,,0.15
2012-03-18,216.96,177673.00,326.00,2247.93,33.88,27.57,44.47,,0.15
2012-03-19,128.09,177632.00,126.00,2247.92,36.16,27.65,43.84,,0.00
2012-03-20,420.99,178380.00,47.00,2248.10,34.18,32.21,37.24,,1.04
2012-03-21,170.05,178631.59,46.00,2248.16,33.54,30.05,36.57,,0.15
2012-03-22,170.45,178884.00,46.00,2248.22,35.93,30.87,43.64,,0.15
2012-03-23,127.73,179052.00,46.00,2248.26,35.65,29.38,46.39,,0.00
2012-03-24,127.51,179220.00,45.00,2248.30,39.37,29.85,54.03,,0.00
2012-03-25,125.90,179384.41,45.00,2248.34,36.88,29.59,46.23,,0.00
2012-03-26,105.15,179507.70,45.00,2248.37,42.96,33.62,48.37,,0.00
2012-03-27,168.38,179756.00,45.00,2248.43,40.03,32.84,45.25,,0.15
2012-03-28,170.25,180008.00,44.00,2248.49,42.19,36.96,50.12,,0.15
2012-03-29,404.07,180721.59,45.00,2248.66,38.43,36.41,40.62,,0.74
2012-03-30,344.34,181310.00,49.00,2248.80,40.67,35.43,46.25,,0.45
2012-03-31,322.08,181856.00,47.00,2248.93,37.02,34.13,41.99,,0.30
2012-04-01,300.02,182360.00,46.00,2249.05,38.12,35.23,42.38,,0.15
2012-04-02,215.16,182696.31,46.00,2249.13,42.79,33.58,51.44,,0.00
2012-04-03,257.19,183116.00,45.00,2249.23,42.58,38.45,50.48,,0.00
2012-04-04,193.83,183410.00,45.00,2249.30,40.24,37.20,45.33,,0.00
2012-04-05,172.45,183662.61,45.00,2249.36,39.33,32.91,46.53,,0.00
2012-04-06,171.14,183914.00,44.00,2249.42,38.99,32.13,44.54,,0.00
2012-04-07,192.84,184208.00,43.00,2249.49,40.11,25.92,50.99,,0.00
2012-04-08,130.03,184376.00,44.00,2249.53,47.07,37.79,57.73,,0.00
2012-04-09,193.83,184670.00,44.00,2249.60,48.46,32.44,65.90,,0.00
2012-04-10,197.20,184970.69,44.00,2249.67,46.84,35.74,65.45,,0.00
2012-04-11,365.59,185604.20,44.00,2249.82,44.45,38.18,51.19,,0.00
2012-04-12,364.54,186234.00,45.00,2249.97,43.10,35.94,52.52,,0.15
2012-04-13,348.58,186832.11,44.00,2250.11,43.95,30.96,59.52,,0.00
2012-04-14,322.02,187378.00,45.00,2250.24,46.57,36.45,54.58,,0.00
2012-04-15,368.91,188016.89,45.00,2250.39,49.05,42.50,57.55,,0.00
2012-04-16,604.28,189119.48,46.00,2250.65,43.19,40.34,49.69,,0.45
2012-04-17,434.79,189886.31,47.00,2250.83,42.06,36.80,47.82,,0.00
2012-04-18,454.77,190694.00,47.00,2251.02,42.66,36.88,49.89,,0.15
2012-04-19,542.02,191675.00,47.00,2251.25,42.23,33.19,53.88,,0.45
2012-04-20,586.39,192740.00,48.00,2251.50,45.79,41.22,50.42,,0.15
2012-04-21,630.30,193894.00,47.00,2251.77,49.64,35.35,68.89,,0.15
2012-04-22,892.18,195567.58,48.00,2252.16,50.63,39.44,70.36,,0.00
2012-04-23,1414.88,198277.00,49.00,2252.79,56.12,43.29,77.24,,0.00
2012-04-24,1588.45,201330.00,49.00,2253.50,51.93,45.92,57.63,,0.00
2012-04-25,1360.03,203930.00,50.00,2254.10,48.76,43.41,58.20,,0.15
2012-04-26,1299.88,206410.69,50.00,2254.67,44.49,40.34,48.12,,0.15
2012-04-27,861.30,208022.00,50.00,2255.04,43.76,38.30,49.28,,0.00
2012-04-28,795.60,209504.84,49.00,2255.38,48.81,41.09,57.04,,0.00
2012-04-29,729.66,210856.89,49.00,2255.69,50.21,42.83,57.33,,0.15
2012-04-30,1002.37,212748.22,51.00,2256.12,45.46,40.63,49.22,,0.59
2012-05-01,1048.27,214728.00,52.00,2256.57,42.00,39.10,47.26,,0.00
2012-05-02,737.26,216092.86,51.00,2256.88,44.56,38.51,52.76,,0.00
2012-05-03,668.48,217323.56,50.00,2257.16,44.59,41.65,48.63,,0.45
2012-05-04,735.90,218688.00,51.00,2257.47,42.27,39.20,46.71,,0.15
2012-05-05,541.02,219665.89,51.00,2257.69,42.96,38.02,47.53,,0.00
2012-05-06,529.73,220555.98,79.00,2257.89,49.20,34.09,63.98,,0.15
2012-05-07,552.41,221392.00,127.00,2258.08,53.26,35.94,71.15,,0.00
2012-05-08,698.17,222415.11,180.00,2258.31,54.06,39.99,66.47,,0.00
2012-05-09,904.97,223754.11,225.00,2258.61,44.60,38.90,51.54,,0.00
2012-05-10,618.96,224430.00,274.00,2258.78,43.62,36.86,50.60,,0.00
2012-05-11,704.25,225175.00,328.00,2258.93,48.92,31.46,65.72,,0.00
2012-05-12,607.27,225578.00,402.00,2259.02,53.67,33.27,73.88,,0.00
2012-05-13,746.23,226154.45,454.00,2259.15,57.48,37.35,81.40,,0.00
2012-05-14,1112.05,227360.00,504.00,2259.42,60.88,41.83,85.22,,0.00
2012-05-15,1440.71,229105.11,564.00,2259.81,62.16,48.12,74.21,,0.00
2012-05-16,1384.26,230634.45,614.00,2260.15,57.97,50.77,67.02,,0.00
2012-05-17,1137.75,231580.66,663.00,2260.36,52.59,47.77,58.06,,0.00
2012-05-18,977.10,232120.00,709.00,2260.48,50.30,43.80,58.53,,0.00
2012-05-19,842.78,232300.00,755.00,2260.52,52.92,37.37,64.35,,0.00
2012-05-20,820.16,232345.00,801.00,2260.53,52.86,42.34,60.48,,0.00
2012-05-21,994.37,232705.11,822.00,2260.61,53.03,49.18,59.42,,0.15
2012-05-22,1205.89,233425.00,850.00,2260.77,48.59,45.86,50.91,,0.00
2012-05-23,1279.22,234190.00,906.00,2260.94,46.68,43.29,51.30,,0.15
2012-05-24,950.55,234370.00,868.00,2260.98,49.30,44.31,57.43,,0.00
2012-05-25,815.46,234550.00,733.00,2261.02,53.24,42.97,65.25,,0.00
2012-05-26,731.70,234820.00,599.00,2261.08,56.22,42.54,68.12,,0.00
2012-05-27,779.94,235360.00,512.00,2261.20,54.54,51.50,58.79,,0.00
2012-05-28,832.70,236125.77,449.00,2261.37,52.61,48.67,57.08,,0.00
2012-05-29,748.70,236756.00,431.00,2261.51,50.93,45.33,58.18,,0.00
2012-05-30,685.21,237260.22,429.00,2261.62,57.12,47.53,67.53,,0.15
2012-05-31,922.07,238070.00,505.00,2261.80,59.03,54.05,65.25,,0.00
2012-06-01,1172.88,238575.00,906.00,2261.91,59.40,52.68,68.12,,0.15
2012-06-02,1227.65,238300.56,1350.00,2261.85,53.65,48.18,57.39,,0.00
2012-06-03,903.79,237574.89,1253.00,2261.69,51.29,45.84,58.43,,0.00
2012-06-04,740.86,237170.00,932.00,2261.60,51.13,46.39,56.41,,0.15
2012-06-05,1038.24,237574.89,821.00,2261.69,47.47,44.17,51.52,,0.15
2012-06-06,666.06,237394.45,739.00,2261.65,47.39,42.03,54.37,,0.00
2012-06-07,746.40,237620.00,614.00,2261.70,45.33,37.04,53.66,,0.15
2012-06-08,571.66,237620.00,554.00,2261.70,47.56,41.83,53.46,,0.15
2012-06-09,598.60,237845.00,465.00,2261.75,47.63,44.03,51.58,,0.15
2012-06-10,554.96,238025.00,444.00,2261.79,53.86,45.76,61.74,,0.15
2012-06-11,687.15,238254.45,544.00,2261.84,60.48,45.92,75.35,,0.30
2012-06-12,746.20,238208.34,737.00,2261.83,59.15,51.95,64.96,,0.00
2012-06-13,894.86,238162.22,885.00,2261.82,53.10,50.56,56.61,,0.00
2012-06-14,711.24,237890.00,813.00,2261.76,53.90,48.41,61.13,,0.00
2012-06-15,618.68,237890.00,586.00,2261.76,58.80,44.31,71.11,,0.00
2012-06-16,802.00,238346.67,539.00,2261.86,62.36,54.29,70.95,,0.00
2012-06-17,889.93,238438.91,797.00,2261.88,58.86,51.50,62.82,,0.15
2012-06-18,932.03,238346.67,934.00,2261.86,50.94,47.92,54.02,,0.00
2012-06-19,732.96,238300.56,708.00,2261.85,53.14,47.37,60.91,,0.00
2012-06-20,647.44,238438.91,536.00,2261.88,59.96,42.42,74.09,,0.00
2012-06-21,672.87,238438.91,625.00,2261.88,64.67,48.59,81.64,,0.29
2012-06-22,746.03,238300.56,767.00,2261.85,57.52,52.97,63.49,,0.30
2012-06-23,947.05,238392.78,847.00,2261.87,53.89,46.04,65.25,,0.45
2012-06-24,653.12,237980.00,808.00,2261.78,53.08,44.43,63.29,,0.00
2012-06-25,513.29,237845.00,523.00,2261.75,54.74,45.96,68.00,,0.15
2012-06-26,638.91,238254.45,386.00,2261.84,51.76,49.38,54.25,,0.00
2012-06-27,549.49,238485.02,389.00,2261.89,58.64,43.34,72.60,,0.00
2012-06-28,473.55,238620.00,407.00,2261.92,60.74,45.72,75.00,,0.00
2012-06-29,543.85,238530.00,581.00,2261.90,64.29,56.37,72.80,,0.29
2012-06-30,605.35,238438.91,652.00,2261.88,64.76,60.77,73.07,,0.15
2012-07-01,545.60,238300.56,619.00,2261.85,60.70,55.67,65.88,,0.00
2012-07-02,464.97,238208.34,512.00,2261.83,58.79,52.36,66.12,,0.00
2012-07-03,546.22,238438.91,435.00,2261.88,53.36,50.75,56.31,,0.00
2012-07-04,436.10,238438.91,440.00,2261.88,58.17,44.33,71.66,,0.00
2012-07-05,372.87,238346.67,424.00,2261.86,63.62,48.04,76.85,,0.00
2012-07-06,422.12,238392.78,405.00,2261.87,67.84,50.64,85.22,,0.00
2012-07-07,480.11,238392.78,486.00,2261.87,72.67,56.02,91.45,,0.00
2012-07-08,713.92,238710.00,562.00,2261.94,76.10,57.75,96.77,,0.15
2012-07-09,442.37,238438.91,590.00,2261.88,72.75,61.01,86.90,,0.00
2012-07-10,522.94,238346.67,582.00,2261.86,71.72,62.82,81.05,,0.00
2012-07-11,424.95,238208.34,502.00,2261.83,72.02,57.26,84.08,,0.00
2012-07-12,355.82,238208.34,363.00,2261.83,72.00,61.99,82.33,,0.00
2012-07-13,418.18,238438.91,312.00,2261.88,70.98,65.25,79.87,,0.00
2012-07-14,370.70,238575.00,312.00,2261.91,69.61,61.72,80.81,,0.00
2012-07-15,304.29,238575.00,316.00,2261.91,64.05,57.88,67.77,,0.00
2012-07-16,324.86,238620.00,313.00,2261.92,68.58,55.19,85.10,,0.00
2012-07-17,241.71,238530.00,300.00,2261.90,72.24,63.52,81.84,,0.00
2012-07-18,282.54,238620.00,248.00,2261.92,70.58,63.64,79.05,,0.00
2012-07-19,254.47,238665.00,231.00,2261.93,71.88,58.97,87.93,,0.00
2012-07-20,259.12,238665.00,259.00,2261.93,65.42,60.56,71.34,,0.45
2012-07-21,206.99,238575.00,254.00,2261.91,65.82,59.56,74.84,,0.00
2012-07-22,140.47,238485.02,187.00,2261.89,60.00,52.36,65.14,,0.00
2012-07-23,180.62,238530.00,161.00,2261.90,56.63,50.83,63.80,,0.00
2012-07-24,120.58,238485.02,147.00,2261.89,65.94,53.11,79.01,,0.00
2012-07-25,189.35,238575.00,148.00,2261.91,70.69,54.25,86.87,,0.00
2012-07-26,143.98,238575.00,148.00,2261.91,71.26,59.12,86.35,,0.15
2012-07-27,98.67,238485.02,149.00,2261.89,65.33,60.58,70.52,,0.00
2012-07-28,129.69,238485.02,136.00,2261.89,64.12,58.02,73.07,,0.00
2012-07-29,142.68,238530.00,126.00,2261.90,65.27,58.38,75.67,,0.00
2012-07-30,51.03,238392.78,127.00,2261.87,64.10,59.01,71.27,,0.00
2012-07-31,96.75,238346.67,128.00,2261.86,63.74,57.59,72.44,,0.00
2012-08-01,50.32,238208.34,128.00,2261.83,65.98,55.90,75.43,,0.00
2012-08-02,73.62,238116.11,129.00,2261.81,65.03,60.11,72.52,,0.00
2012-08-03,112.78,238116.11,121.00,2261.81,69.01,52.07,86.14,,0.00
2012-08-04,86.52,238070.00,116.00,2261.80,72.93,53.39,91.15,,0.00
2012-08-05,56.26,237980.00,101.00,2261.78,75.66,56.29,96.30,,0.00
2012-08-06,73.91,237935.00,96.00,2261.77,76.97,68.24,88.30,,0.00
2012-08-07,73.91,237890.00,97.00,2261.76,72.94,58.75,94.28,,0.00
2012-08-08,51.40,237800.00,97.00,2261.74,65.72,60.56,70.28,,0.00
2012-08-09,51.22,237710.00,96.00,2261.72,66.34,56.84,78.71,,0.00
2012-08-10,28.48,237574.89,96.00,2261.69,67.77,60.70,76.75,,0.00
2012-08-11,51.11,237484.67,96.00,2261.67,71.52,55.43,90.28,,0.00
2012-08-12,51.11,237394.45,96.00,2261.65,74.01,55.96,92.64,,0.00
2012-08-13,28.92,237260.22,96.00,2261.62,73.82,58.38,86.26,,0.00
2012-08-14,23.00,237170.00,96.00,2261.60,73.90,63.23,83.29,,0.00
2012-08-15,25.00,236986.00,96.00,2261.56,72.80,56.98,87.34,,0.00
2012-08-16,28.00,236894.00,96.00,2261.54,72.28,52.68,91.38,,0.00
2012-08-17,27.47,236756.00,96.00,2261.51,75.45,57.20,94.69,,0.00
2012-08-18,52.01,236665.00,97.00,2261.49,73.64,56.45,91.82,,0.00
2012-08-19,20.00,236440.00,97.00,2261.44,71.08,64.55,80.19,,0.00
2012-08-20,52.80,236350.00,97.00,2261.42,68.21,60.54,78.71,,0.00
2012-08-21,20.00,236125.77,97.00,2261.37,63.83,57.53,73.35,,0.00
2012-08-22,30.07,235990.44,97.00,2261.34,61.41,57.36,67.85,,0.00
2012-08-23,25.00,235720.00,97.00,2261.28,59.90,55.57,64.04,,0.00
2012-08-24,44.91,235585.00,110.00,2261.25,60.16,51.46,71.72,,0.00
2012-08-25,25.00,235180.00,190.00,2261.17,62.14,43.97,78.81,,0.00
2012-08-26,55.19,234685.00,298.00,2261.06,62.82,46.96,83.88,,0.00
2012-08-27,36.69,233965.00,395.00,2260.90,64.58,54.02,73.70,,0.00
2012-08-28,91.21,233110.00,518.00,2260.71,61.36,54.41,70.13,,0.00
2012-08-29,46.86,231940.00,636.00,2260.45,59.38,53.99,65.14,,0.00
2012-08-30,71.71,230544.00,782.00,2260.14,61.06,47.45,75.47,,0.00
2012-08-31,43.78,228790.00,944.00,2259.74,60.70,54.90,68.67,,0.00
2012-09-01,103.56,226918.00,1016.00,2259.32,61.42,53.62,69.26,,0.00
2012-09-02,115.77,225085.00,1012.00,2258.91,61.59,53.35,70.75,,0.00
2012-09-03,110.33,223260.00,1008.00,2258.50,62.00,49.22,72.13,,0.00
2012-09-04,110.61,221348.00,1064.00,2258.07,64.35,49.44,79.91,,0.00
2012-09-05,141.35,219358.00,1137.00,2257.62,64.99,49.57,79.91,,0.00
2012-09-06,129.98,217236.44,1198.00,2257.14,65.00,49.06,80.70,,0.00
2012-09-07,136.88,215079.47,1225.00,2256.65,65.36,45.86,84.47,,0.00
2012-09-08,71.07,212792.33,1225.00,2256.13,66.39,47.49,85.36,,0.00
2012-09-09,160.25,210684.47,1218.00,2255.65,59.65,55.86,66.26,,0.15
2012-09-10,73.73,208412.33,1218.00,2255.13,54.38,49.65,59.20,,0.00
2012-09-11,119.35,206239.31,1212.00,2254.63,53.34,40.81,66.18,,0.00
2012-09-12,91.98,203974.11,1227.00,2254.11,55.22,38.45,71.58,,0.00
2012-09-13,76.46,201638.00,1249.00,2253.57,58.46,40.47,77.16,,0.00
2012-09-14,52.26,199266.00,1242.00,2253.02,63.05,46.20,84.43,,0.00
2012-09-15,94.99,196987.00,1236.00,2252.49,64.64,52.09,76.65,,0.00
2012-09-16,135.06,194794.00,1236.00,2251.98,63.62,48.87,82.64,,0.00
2012-09-17,98.49,192525.00,1235.00,2251.45,63.55,48.10,82.23,,0.00
2012-09-18,65.81,190180.00,1240.00,2250.90,64.85,47.69,86.20,,0.00
2012-09-19,115.04,187931.73,1239.00,2250.37,67.44,50.71,87.61,,0.00
2012-09-20,94.65,185646.31,1238.00,2249.83,65.16,47.27,86.98,,0.00
2012-09-21,55.08,183284.00,1238.00,2249.27,60.01,50.32,71.84,,0.00
2012-09-22,124.06,181058.00,1237.00,2248.74,56.40,54.92,59.18,,0.00
2012-09-23,135.41,178842.00,1242.00,2248.21,59.34,49.77,73.11,,0.00
2012-09-24,54.72,176463.41,1241.00,2247.64,61.73,53.27,73.27,,0.00
2012-09-25,91.77,174220.00,1207.00,2247.10,59.95,52.99,66.79,,0.00
2012-09-26,103.37,172027.00,1196.00,2246.57,59.00,44.78,75.71,,0.00
2012-09-27,106.11,169813.00,1206.00,2246.03,60.35,45.45,77.53,,0.00
2012-09-28,106.91,167599.00,1205.00,2245.49,60.63,47.14,77.04,,0.00
2012-09-29,175.05,165518.00,1210.00,2244.98,62.04,54.37,67.18,,0.00
2012-09-30,51.63,163201.00,1204.00,2244.41,59.86,47.14,73.47,,0.00
2012-10-01,28.76,160863.30,1193.00,2243.83,62.92,48.08,77.85,,0.00
2012-10-02,148.76,158780.09,1182.00,2243.31,55.73,43.21,63.41,,0.00
2012-10-03,165.73,156780.09,1160.00,2242.81,46.85,32.40,60.11,,0.00
2012-10-04,49.58,154555.00,1154.00,2242.25,46.49,32.25,61.48,,0.00
2012-10-05,94.80,152420.00,1154.00,2241.71,45.97,31.34,61.44,,0.00
2012-10-06,91.30,150263.63,1160.00,2241.16,47.83,31.54,65.71,,0.00
2012-10-07,63.33,148080.00,1165.00,2240.60,50.18,32.25,70.48,,0.00
2012-10-08,203.36,146291.44,1105.00,2240.14,54.72,36.69,74.33,,0.00
2012-10-09,56.62,144351.44,1034.00,2239.64,57.27,43.17,74.31,,0.00
2012-10-10,96.11,142535.72,1012.00,2239.17,56.21,44.23,70.81,,0.00
2012-10-11,91.35,140700.91,1014.00,2238.69,53.72,37.94,72.37,,0.00
2012-10-12,66.10,138820.00,1010.00,2238.20,52.15,43.92,57.67,,0.00
2012-10-13,163.12,137138.00,1001.00,2237.76,55.99,53.90,58.46,,0.15
2012-10-14,252.42,135656.66,987.00,2237.37,55.33,53.03,59.52,,0.59
2012-10-15,345.67,135314.00,411.00,2237.28,56.12,53.43,61.68,,0.74
2012-10-16,229.55,135618.56,70.00,2237.36,48.84,43.23,60.85,,0.59
2012-10-17,210.82,135884.00,70.00,2237.43,47.86,40.67,56.18,,0.00
2012-10-18,57.84,135846.00,70.00,2237.42,47.81,38.18,58.83,,0.30
2012-10-19,481.74,136681.44,61.00,2237.64,53.28,44.21,58.81,,0.59
2012-10-20,265.38,137100.00,54.00,2237.75,40.03,35.52,45.98,,0.45
2012-10-21,130.68,137252.00,54.00,2237.79,37.58,34.13,43.92,,0.00
2012-10-22,202.61,137556.66,49.00,2237.87,37.04,34.56,40.40,,0.15
2012-10-23,161.73,137787.00,45.00,2237.93,38.57,35.59,44.23,,0.15
2012-10-24,45.60,137787.00,45.00,2237.93,38.55,35.62,41.42,,0.15
2012-10-25,84.93,137865.00,45.00,2237.95,41.16,36.80,47.96,,0.00
2012-10-26,124.25,138021.00,45.00,2237.99,38.67,37.16,40.42,,0.15
2012-10-27,410.73,138705.72,65.00,2238.17,40.63,37.83,45.78,,1.19
2012-10-28,480.03,139550.91,52.00,2238.39,54.37,42.42,59.04,,0.45
2012-10-29,1361.44,142156.00,47.00,2239.07,52.23,46.59,60.03,,0.74
2012-10-30,1039.23,144122.00,47.00,2239.58,50.02,47.89,52.15,,1.04
2012-10-31,574.09,145165.48,47.00,2239.85,52.75,47.43,57.20,,0.15
2012-11-01,558.52,146178.09,47.00,2240.11,50.02,47.37,53.98,,0.00
2012-11-02,437.16,146949.09,47.00,2240.31,48.78,44.90,53.46,,0.00
2012-11-03,403.08,147651.00,48.00,2240.49,51.24,47.89,57.98,,0.15
2012-11-04,422.69,148391.81,48.00,2240.68,52.88,50.32,56.00,,0.30
2012-11-05,344.37,148977.28,48.00,2240.83,52.27,40.54,60.03,,0.00
2012-11-06,324.33,149523.00,48.00,2240.97,46.69,36.33,59.04,,0.00
2012-11-07,222.76,149835.00,64.00,2241.05,42.18,33.42,48.32,,0.15
2012-11-08,213.23,150108.19,74.00,2241.12,36.21,32.72,44.07,,0.00
2012-11-09,194.40,150380.91,55.00,2241.19,37.09,32.17,42.93,,0.00
2012-11-10,168.42,150615.00,49.00,2241.25,33.19,27.92,42.23,,0.00
2012-11-11,266.98,151044.58,49.00,2241.36,31.47,27.26,35.92,,0.45
2012-11-12,189.26,151320.00,49.00,2241.43,35.32,33.11,39.08,,0.45
2012-11-13,151.23,151520.00,49.00,2241.48,36.78,35.04,40.04,,0.00
2012-11-14,248.03,151912.00,49.00,2241.58,40.54,34.92,50.32,,0.45
2012-11-15,148.85,152107.28,49.00,2241.63,37.00,34.60,38.73,,0.00
2012-11-16,109.06,152223.63,49.00,2241.66,38.31,36.78,39.89,,0.00
2012-11-17,189.74,152500.00,49.00,2241.73,40.35,38.49,42.89,,0.00
2012-11-18,250.70,152897.28,49.00,2241.83,38.86,34.33,43.37,,0.30
2012-11-19,708.00,154199.61,50.00,2242.16,41.57,36.88,45.45,,1.19
2012-11-20,389.80,154870.30,50.00,2242.33,41.42,37.12,48.00,,0.15
2012-11-21,492.60,155745.00,50.00,2242.55,38.76,36.76,41.40,,0.30
2012-11-22,331.37,156299.91,50.00,2242.69,38.30,34.15,42.54,,0.00
2012-11-23,576.71,157340.00,52.00,2242.95,37.74,36.33,38.94,,1.19
2012-11-24,558.04,158340.00,53.00,2243.20,41.18,34.72,46.59,,0.00
2012-11-25,416.19,159060.78,52.00,2243.38,37.50,31.08,46.94,,0.15
2012-11-26,334.74,159620.00,52.00,2243.52,33.60,29.18,39.63,,0.00
2012-11-27,375.36,160259.80,52.00,2243.68,33.69,31.55,36.65,,0.00
2012-11-28,214.24,160580.00,52.00,2243.76,35.52,33.64,38.02,,0.00
2012-11-29,154.18,160781.09,52.00,2243.81,35.82,34.07,37.31,,0.00
2012-11-30,319.46,161310.00,52.00,2243.94,39.95,36.45,43.99,,0.15
2012-12-01,133.47,161470.00,52.00,2243.98,45.26,40.85,52.44,,0.00
2012-12-02,456.03,162269.80,52.00,2244.18,41.21,38.22,43.60,,0.45
2012-12-03,279.27,162719.00,52.00,2244.29,41.77,38.89,44.82,,0.30
2012-12-04,583.80,163770.00,53.00,2244.55,40.54,36.53,44.66,,0.89
2012-12-05,442.22,164540.00,53.00,2244.74,37.30,34.84,42.46,,0.15
2012-12-06,526.92,165477.00,53.00,2244.97,36.80,34.70,39.00,,0.74
2012-12-07,589.55,166533.00,55.00,2245.23,36.63,33.42,41.52,,1.04
2012-12-08,242.71,166902.20,55.00,2245.32,34.51,31.89,37.13,,0.15
2012-12-09,303.35,167394.00,54.00,2245.44,34.25,31.20,42.70,,0.15
2012-12-10,220.66,167722.00,54.00,2245.52,43.38,39.18,48.32,,0.15
2012-12-11,303.15,168213.41,54.00,2245.64,38.23,34.21,43.25,,0.30
2012-12-12,241.02,168583.00,53.00,2245.73,37.32,33.74,41.09,,0.00
2012-12-13,178.03,168829.00,53.00,2245.79,32.26,30.24,36.96,,0.00
2012-12-14,157.56,169034.41,53.00,2245.84,32.62,26.51,38.69,,0.30
2012-12-15,301.85,169526.00,53.00,2245.96,27.33,22.38,31.66,,0.30
2012-12-16,343.39,170100.00,53.00,2246.10,33.14,31.20,34.37,,0.59
2012-12-17,198.55,170386.70,53.00,2246.17,34.90,30.79,39.40,,0.45
2012-12-18,198.85,170674.00,53.00,2246.24,30.80,24.58,35.35,,0.15
2012-12-19,157.35,170879.00,53.00,2246.29,27.97,22.42,33.19,,0.30
