date,qu,af,qd,fb,mm,mn,mx,mc,pp
1982-01-01,120.98,129629.00,2.00,2235.67,21.19,14.53,28.82,,0.00
1982-01-02,78.13,129780.00,2.00,2235.83,20.85,15.79,28.54,,0.30
1982-01-03,78.13,129931.00,2.00,2235.84,23.87,17.89,27.28,,0.44
1982-01-04,78.13,130082.00,2.00,2235.92,22.62,19.57,24.90,,0.15
1982-01-05,78.13,130233.00,2.00,2235.98,14.53,0.67,19.85,,0.00
1982-01-06,78.13,130384.00,2.00,2235.98,3.13,9.97,18.45,,0.00
1982-01-07,78.13,130535.00,2.00,2236.01,10.35,0.16,28.26,,0.00
1982-01-08,78.13,130686.00,2.00,2236.03,35.14,27.70,39.88,,0.30
1982-01-09,78.13,130837.00,2.00,2236.05,27.89,25.04,30.36,,0.00
1982-01-10,78.13,130988.00,2.00,2236.13,25.78,20.84,31.06,,0.15
1982-01-11,102.33,131187.00,2.00,2236.22,35.11,29.24,39.60,,0.44
1982-01-12,127.54,131436.00,2.00,2236.25,33.50,29.94,36.94,,0.00
1982-01-13,154.26,131738.00,2.00,2236.28,38.55,36.52,39.88,,0.15
1982-01-14,296.43,132322.00,2.00,2236.49,38.20,36.52,39.74,,0.60
1982-01-15,270.71,132853.00,3.00,2236.64,34.06,27.98,37.08,,0.59
1982-01-16,217.77,133277.00,4.00,2236.90,27.66,24.76,35.40,,1.94
1982-01-17,190.05,133648.00,3.00,2236.97,31.90,29.94,34.00,,0.30
1982-01-18,190.05,134019.00,3.00,2237.06,30.13,23.22,36.94,,0.14
1982-01-19,190.55,134391.00,3.00,2237.11,25.98,21.40,40.02,,0.15
1982-01-20,189.05,134762.00,2.00,2237.21,25.72,23.36,29.10,,0.00
1982-01-21,226.86,135208.00,2.00,2237.23,24.91,22.52,28.68,,0.00
1982-01-22,620.61,136435.00,2.00,2237.51,22.98,22.10,25.18,,0.00
1982-01-23,899.41,138213.00,3.00,2238.04,38.53,22.80,47.03,,3.42
1982-01-24,1293.58,140751.00,14.00,2238.78,34.29,27.98,38.20,,0.74
1982-01-25,998.62,142700.00,16.00,2239.21,31.07,28.40,34.70,,0.00
1982-01-26,671.97,144013.00,10.00,2239.55,33.80,31.06,37.64,,0.30
1982-01-27,318.58,144631.00,7.00,2239.67,32.07,30.50,34.84,,0.00
1982-01-28,335.23,145286.00,5.00,2239.88,33.04,29.80,36.94,,0.30
1982-01-29,531.86,146333.00,4.00,2240.15,35.51,33.02,37.92,,0.15
1982-01-30,436.57,147189.00,5.00,2240.37,37.00,32.74,42.82,,0.44
1982-01-31,398.24,147967.00,6.00,2240.57,33.08,31.34,35.40,,0.30
1982-02-01,269.69,148492.00,5.00,2240.65,34.12,31.48,36.80,,0.30
1982-02-02,268.69,149017.00,4.00,2240.84,36.29,31.48,38.90,,0.14
1982-02-03,220.29,149446.00,4.00,2240.87,27.54,15.09,35.12,,0.00
1982-02-04,220.29,149875.00,4.00,2241.06,15.89,8.93,24.62,,0.00
1982-02-05,181.48,150229.00,3.00,2241.15,13.30,2.77,24.20,,0.00
1982-02-06,201.14,150622.00,3.00,2241.25,17.98,11.31,25.32,,0.00
1982-02-07,201.14,151015.00,3.00,2241.35,15.17,1.65,33.58,,0.00
1982-02-08,120.98,151251.00,2.00,2241.41,16.92,6.83,27.70,,0.00
1982-02-09,150.23,151545.00,2.00,2241.46,13.81,4.31,26.30,,0.00
1982-02-10,150.73,151840.00,2.00,2241.56,15.37,3.61,25.88,,0.00
1982-02-11,180.48,152194.00,2.00,2241.65,19.77,14.39,24.20,,0.59
1982-02-12,181.99,152551.00,2.00,2241.71,27.04,19.01,33.72,,0.45
1982-02-13,384.16,153309.00,2.00,2241.80,32.42,30.92,45.49,,2.38
1982-02-14,919.04,155118.00,7.00,2242.39,41.03,34.84,46.05,,1.19
1982-02-15,2448.12,159946.00,14.00,2243.60,35.73,33.02,38.90,,0.59
1982-02-16,1541.12,162975.00,14.00,2244.32,39.25,34.00,42.96,,1.04
1982-02-17,1667.16,166254.00,14.00,2245.16,36.21,29.66,42.12,,0.44
1982-02-18,1024.35,168258.00,14.00,2245.65,30.30,27.56,31.34,,1.04
1982-02-19,1085.35,170383.00,14.00,2246.08,34.78,31.20,45.21,,0.45
1982-02-20,1449.88,173233.00,13.00,2246.86,36.45,32.32,48.01,,1.64
1982-02-21,1198.80,175585.00,13.00,2247.45,30.69,22.10,37.36,,0.00
1982-02-22,999.66,177544.00,12.00,2247.90,23.58,18.59,29.94,,0.00
1982-02-23,499.03,178512.00,11.00,2248.16,25.71,20.56,29.66,,0.15
1982-02-24,380.55,179245.00,11.00,2248.38,28.05,22.24,34.42,,0.00
1982-02-25,437.54,180095.00,9.00,2248.64,31.22,24.48,41.00,,0.00
1982-02-26,438.05,180946.00,9.00,2248.76,31.62,27.28,37.36,,0.00
1982-02-27,436.54,181796.00,8.00,2248.91,33.62,26.02,40.58,,0.15
1982-02-28,435.05,182647.00,6.00,2248.98,33.68,21.82,47.73,,0.00
1982-03-01,373.05,183379.00,4.00,2249.32,35.35,32.18,40.30,,0.29
1982-03-02,254.57,183876.00,4.00,2249.41,33.67,30.22,39.74,,0.00
1982-03-03,215.25,184297.00,3.00,2249.51,32.82,30.92,39.46,,0.30
1982-03-04,236.43,184760.00,3.00,2249.59,34.80,30.92,39.74,,0.00
1982-03-05,236.43,185223.00,3.00,2249.73,34.30,26.16,41.28,,0.00
1982-03-06,236.43,185686.00,3.00,2249.84,33.75,23.50,48.01,,0.00
1982-03-07,236.43,186149.00,3.00,2249.87,35.92,23.64,52.35,,0.00
1982-03-08,383.65,186904.00,3.00,2249.91,34.43,22.80,48.43,,0.00
1982-03-09,695.70,188272.00,6.00,2250.45,41.35,34.00,45.91,,1.19
1982-03-10,781.38,189802.00,10.00,2250.81,39.38,31.34,49.83,,0.15
1982-03-11,760.71,191293.00,9.00,2251.16,30.74,28.12,34.98,,0.45
1982-03-12,567.63,192403.00,8.00,2251.42,31.29,28.12,33.58,,0.44
1982-03-13,589.30,193556.00,8.00,2251.69,34.33,31.34,40.72,,0.60
1982-03-14,437.56,194410.00,7.00,2251.89,33.64,28.96,38.34,,0.00
1982-03-15,351.35,195095.00,6.00,2252.05,29.91,22.66,36.38,,0.00
1982-03-16,264.65,195610.00,5.00,2252.17,29.19,15.23,45.63,,0.00
1982-03-17,287.33,196170.00,5.00,2252.30,32.42,18.45,45.21,,0.00
1982-03-18,294.39,196744.00,5.00,2252.46,36.01,23.64,46.19,,0.00
1982-03-19,292.89,197317.00,4.00,2252.18,35.16,29.94,39.46,,0.00
1982-03-20,293.39,197891.00,4.00,2252.25,35.64,27.42,42.82,,0.00
1982-03-21,293.39,198465.00,4.00,2252.31,35.95,23.64,51.65,,0.00
1982-03-22,292.89,199038.00,4.00,2252.93,37.88,23.22,52.77,,0.00
1982-03-23,275.75,199577.00,4.00,2253.10,40.99,28.82,49.55,,0.00
1982-03-24,240.45,200044.00,5.00,2253.14,37.87,25.18,50.81,,0.00
1982-03-25,238.93,200508.00,5.00,2253.30,38.68,24.20,57.67,,0.00
1982-03-26,272.21,201038.00,5.00,2253.38,38.53,33.16,47.73,,0.00
1982-03-27,288.84,201599.00,6.00,2253.56,34.65,26.44,43.66,,0.00
1982-03-28,288.84,202160.00,6.00,2253.69,32.41,27.98,37.36,,0.15
1982-03-29,136.08,202420.00,5.00,2253.75,30.88,25.18,40.30,,0.00
1982-03-30,200.62,202808.00,5.00,2253.84,32.25,25.32,42.96,,0.15
1982-03-31,207.68,203210.00,5.00,2254.03,30.77,24.48,37.36,,0.00
1982-04-01,207.68,203612.00,5.00,2254.10,32.04,21.12,43.80,,0.14
1982-04-02,207.68,204014.00,5.00,2254.15,33.53,30.08,36.24,,0.00
1982-04-03,207.68,204416.00,5.00,2254.29,33.48,29.38,36.24,,0.00
1982-04-04,207.68,204818.00,5.00,2254.30,34.82,29.94,42.40,,0.00
1982-04-05,207.68,205220.00,5.00,2254.50,33.98,24.62,45.63,,0.15
1982-04-06,207.68,205622.00,5.00,2254.53,35.23,25.46,44.65,,0.00
1982-04-07,207.68,206024.00,5.00,2254.54,33.19,25.60,47.45,,0.00
1982-04-08,207.68,206426.00,5.00,2254.68,34.48,22.10,45.35,,0.00
1982-04-09,207.68,206828.00,5.00,2254.70,39.20,24.90,55.29,,0.00
1982-04-10,207.68,207230.00,5.00,2254.74,40.70,25.88,54.45,,0.15
1982-04-11,209.68,207632.00,7.00,2254.95,39.18,35.83,43.81,,0.75
1982-04-12,359.91,208330.00,8.00,2255.11,40.12,34.99,44.93,,0.00
1982-04-13,560.05,209423.00,9.00,2255.36,35.91,30.08,38.91,,0.14
1982-04-14,360.41,210122.00,8.00,2255.52,30.55,24.76,38.35,,0.15
1982-04-15,304.46,210712.00,7.00,2255.62,33.92,30.64,38.35,,0.15
1982-04-16,304.46,211302.00,7.00,2255.79,36.30,25.88,43.53,,0.00
1982-04-17,294.38,211872.00,7.00,2255.95,33.61,37.65,37.65,,0.00
1982-04-18,293.87,212441.00,7.00,2256.01,31.49,35.69,35.69,,0.15
1982-04-19,294.38,213011.00,7.00,2256.18,34.78,51.51,51.51,,0.15
1982-04-20,273.20,213539.00,7.00,2256.21,38.95,54.59,54.59,,0.00
1982-04-21,273.20,214067.00,7.00,2256.42,43.80,63.14,63.14,,0.00
1982-04-22,241.43,214530.00,8.00,2256.48,43.97,71.82,71.82,,0.00
1982-04-23,240.93,214992.00,8.00,2256.63,42.97,52.21,52.21,,0.00
1982-04-24,268.65,215509.00,8.00,2256.73,42.59,46.47,46.47,,0.00
1982-04-25,345.79,216179.00,8.00,2256.90,37.59,59.50,59.50,,0.00
1982-04-26,497.55,217150.00,8.00,2257.12,40.05,58.24,58.24,,0.15
1982-04-27,531.83,218189.00,8.00,2257.32,40.32,58.52,58.52,,0.00
1982-04-28,532.33,219227.00,9.00,2257.65,45.62,40.59,40.59,,0.29
1982-04-29,533.83,220266.00,10.00,2257.84,37.78,30.50,47.17,,0.00
1982-04-30,533.83,221305.00,10.00,2258.04,38.62,29.38,57.39,,0.00
1982-05-01,532.83,222344.00,9.00,2258.11,44.80,33.03,56.13,,0.00
1982-05-02,532.33,223382.00,9.00,2258.47,40.69,32.89,48.15,,0.15
1982-05-03,533.83,224421.00,10.00,2258.76,33.75,31.34,37.37,,0.75
1982-05-04,482.40,225356.00,11.00,2258.97,38.52,31.90,44.65,,0.15
1982-05-05,415.35,226160.00,10.00,2259.15,44.77,29.80,56.41,,0.00
1982-05-06,483.41,227099.00,10.00,2259.36,49.41,39.88,56.13,,0.00
1982-05-07,595.84,228261.00,10.00,2259.62,40.23,37.50,44.36,,0.15
1982-05-08,592.82,229417.00,10.00,2259.80,41.19,35.96,50.39,,0.00
1982-05-09,592.82,230573.00,10.00,2260.06,45.05,39.18,53.33,,0.00
1982-05-10,591.31,231728.00,9.00,2260.36,46.00,38.62,56.13,,0.00
1982-05-11,592.82,232884.00,10.00,2260.65,47.73,39.32,56.55,,0.15
1982-05-12,696.36,233811.00,229.00,2260.91,45.93,39.04,51.65,,0.00
1982-05-13,739.89,234505.00,390.00,2261.01,49.16,38.90,58.09,,0.00
1982-05-14,898.19,235511.00,391.00,2261.20,49.33,37.22,60.89,,0.00
1982-05-15,1045.91,236810.00,391.00,2261.52,50.57,38.48,63.27,,0.00
1982-05-16,1093.81,238204.00,391.00,2261.72,53.17,36.66,69.57,,0.00
1982-05-17,1093.35,239127.00,628.00,2261.95,44.28,40.72,48.85,,0.00
1982-05-18,1087.01,238889.00,1207.00,2261.98,42.43,35.40,48.57,,0.00
1982-05-19,888.03,237217.00,1731.00,2261.61,47.60,33.16,63.13,,0.00
1982-05-20,926.17,235458.00,1813.00,2261.15,50.70,33.58,68.73,,0.00
1982-05-21,896.17,233699.00,1783.00,2260.76,56.35,39.46,71.26,,0.00
1982-05-22,883.17,231940.00,1770.00,2260.44,47.91,44.36,50.81,,0.00
1982-05-23,977.43,230364.00,1772.00,2260.09,53.15,40.44,64.95,,0.00
1982-05-24,1115.64,229078.00,1764.00,2259.72,59.64,39.88,77.28,,0.15
1982-05-25,1111.46,228708.00,1298.00,2259.72,52.43,44.36,59.49,,0.00
1982-05-26,993.36,229155.00,768.00,2259.82,42.17,39.88,44.64,,0.00
1982-05-27,812.87,229244.00,768.00,2259.84,45.68,41.84,51.93,,0.00
1982-05-28,812.38,229334.00,767.00,2259.86,45.48,35.40,59.63,,0.15
1982-05-29,821.43,229438.00,769.00,2259.86,49.69,35.54,68.17,,0.00
1982-05-30,820.94,229543.00,768.00,2259.86,53.92,34.00,71.54,,0.00
1982-05-31,849.68,229707.00,767.00,2259.93,54.44,36.94,69.15,,0.15
1982-06-01,849.18,229870.00,767.00,2259.98,47.57,44.78,50.53,,0.00
1982-06-02,736.69,229915.00,714.00,2259.99,47.70,42.40,58.23,,0.00
1982-06-03,717.13,230185.00,581.00,2260.05,47.67,37.92,57.95,,0.00
1982-06-04,706.44,230410.00,593.00,2260.10,47.11,40.44,53.05,,0.00
1982-06-05,571.06,230545.00,503.00,2260.13,44.93,41.84,50.11,,0.00
1982-06-06,501.00,230545.00,501.00,2260.13,46.37,40.16,52.63,,0.00
1982-06-07,523.06,230680.00,455.00,2260.16,49.78,35.96,58.37,,0.15
1982-06-08,632.69,231205.00,368.00,2260.29,53.68,39.98,66.91,,0.00
1982-06-09,636.68,231849.00,312.00,2260.42,58.87,37.92,78.68,,0.00
1982-06-10,845.41,232907.00,312.00,2260.64,61.28,41.00,77.70,,0.00
1982-06-11,1008.97,234099.00,408.00,2260.92,65.28,41.84,86.10,,0.00
1982-06-12,1086.20,235228.00,517.00,2261.17,57.55,52.07,65.37,,0.00
1982-06-13,980.83,236148.00,517.00,2261.35,54.01,50.95,60.05,,0.00
1982-06-14,978.19,236674.00,713.00,2261.49,56.87,50.81,63.83,,0.00
1982-06-15,969.57,236810.00,901.00,2261.52,62.55,50.11,75.60,,0.00
1982-06-16,969.06,236945.00,901.00,2261.52,63.98,48.57,74.48,,0.00
1982-06-17,969.57,237081.00,901.00,2261.58,68.46,46.33,88.34,,0.00
1982-06-18,993.25,237262.00,902.00,2261.62,69.22,46.75,89.04,,0.00
1982-06-19,996.25,237443.00,905.00,2261.66,67.92,47.45,88.62,,0.00
1982-06-20,948.38,237533.00,903.00,2261.68,69.38,51.79,82.32,,0.00
1982-06-21,952.38,237623.00,907.00,2261.70,62.85,56.69,72.66,,0.00
1982-06-22,928.19,237669.00,905.00,2261.71,64.94,52.49,74.34,,0.00
1982-06-23,714.09,237451.00,824.00,2261.63,65.98,51.93,79.38,,0.00
1982-06-24,712.72,237623.00,626.00,2261.70,68.92,47.03,88.76,,0.00
1982-06-25,649.51,237985.00,467.00,2261.78,63.50,59.95,73.64,,0.14
1982-06-26,604.63,238256.00,468.00,2261.84,60.51,53.89,69.29,,0.00
1982-06-27,664.61,238642.00,470.00,2262.03,57.95,52.21,65.51,,0.00
1982-06-28,658.84,238844.00,557.00,2261.97,58.78,48.57,67.19,,0.00
1982-06-29,591.75,238663.00,683.00,2261.93,58.81,54.45,64.53,,0.14
1982-06-30,562.80,238256.00,768.00,2261.84,57.39,54.03,59.91,,0.00
1982-07-01,476.31,237850.00,681.00,2261.75,54.13,51.79,57.39,,0.00
1982-07-02,419.35,237454.00,619.00,2261.60,57.33,48.99,64.95,,0.14
1982-07-03,415.63,237126.00,581.00,2261.59,51.37,47.45,56.83,,0.15
1982-07-04,377.31,236720.00,582.00,2261.50,51.85,48.57,56.27,,0.00
1982-07-05,308.24,236177.00,582.00,2261.38,53.32,48.01,58.93,,0.15
1982-07-06,326.80,235770.00,532.00,2260.29,58.64,47.17,77.00,,0.15
1982-07-07,460.31,235725.00,483.00,2261.28,55.05,48.57,61.73,,0.00
1982-07-08,367.06,235499.00,481.00,2261.23,58.87,46.61,69.71,,0.00
1982-07-09,231.43,235002.00,482.00,2261.03,60.67,46.19,72.10,,0.00
1982-07-10,230.43,234505.00,481.00,2261.01,64.57,46.89,80.64,,0.00
1982-07-11,277.81,234100.00,482.00,2260.98,65.61,51.93,78.26,,0.00
1982-07-12,278.81,233695.00,483.00,2260.83,66.08,52.77,81.62,,0.00
1982-07-13,384.75,233514.00,476.00,2260.79,59.58,49.83,69.29,,0.00
1982-07-14,472.00,233514.00,472.00,2260.79,46.94,42.26,50.11,,0.00
1982-07-15,312.69,233200.00,471.00,2260.72,47.42,44.36,49.27,,0.00
1982-07-16,336.87,232930.00,473.00,2260.66,58.63,45.21,74.90,,0.15
1982-07-17,202.75,232390.00,475.00,2260.61,63.21,48.43,75.04,,0.00
1982-07-18,202.25,231849.00,475.00,2260.42,62.37,52.35,69.85,,0.00
1982-07-19,234.03,231377.00,472.00,2260.39,65.01,55.85,77.84,,0.00
1982-07-20,236.03,230905.00,474.00,2260.21,63.29,55.43,73.22,,0.00
1982-07-21,222.44,230410.00,472.00,2260.16,51.79,47.45,59.87,,0.00
1982-07-22,222.44,229915.00,472.00,2259.99,56.62,40.72,67.89,,0.00
1982-07-23,167.75,229135.00,561.00,2259.76,62.58,44.50,78.54,,0.00
1982-07-24,160.98,228050.00,708.00,2259.55,66.56,45.49,86.52,,0.00
1982-07-25,161.98,226965.00,709.00,2259.33,69.68,47.17,91.14,,0.00
1982-07-26,141.84,225846.00,706.00,2259.03,72.78,51.23,93.94,,0.00
1982-07-27,140.56,224421.00,859.00,2258.76,74.80,52.07,96.61,,0.00
1982-07-28,110.38,222593.00,1032.00,2258.45,73.43,60.61,91.14,,0.00
1982-07-29,105.37,220642.00,1089.00,2257.91,73.06,58.79,99.92,,0.15
1982-07-30,164.36,218808.00,1089.00,2257.50,62.00,55.99,77.14,,0.15
1982-07-31,160.85,216973.00,1086.00,2257.08,57.01,52.49,65.65,,0.00
1982-08-01,127.53,215300.00,971.00,2256.66,52.03,49.00,54.87,,0.00
1982-08-02,126.45,213847.00,859.00,2256.37,56.09,50.00,63.13,,0.00
1982-08-03,67.48,212283.00,856.00,2255.98,57.02,53.00,64.81,,0.00
1982-08-04,62.98,210718.00,852.00,2255.60,55.00,52.00,66.00,,0.00
1982-08-05,62.48,209154.00,851.00,2255.28,55.00,54.00,71.00,,0.14
1982-08-06,59.98,207589.00,849.00,2254.94,63.00,60.00,82.00,,0.00
1982-08-07,49.92,206010.00,846.00,2254.55,67.00,63.00,90.00,,0.15
1982-08-08,46.92,204431.00,843.00,2254.22,65.00,64.00,75.00,,0.00
1982-08-09,44.92,202852.00,841.00,2253.85,59.00,58.00,68.00,,0.00
1982-08-10,72.67,201332.00,839.00,2253.59,56.00,52.00,58.00,,0.00
1982-08-11,95.41,199871.00,832.00,2253.16,54.00,52.00,57.00,,0.00
1982-08-12,222.47,198664.00,831.00,2252.88,51.00,49.00,55.00,,0.00
1982-08-13,125.80,197416.00,755.00,2252.59,50.00,52.00,56.00,,0.00
1982-08-14,64.41,196195.00,680.00,2252.45,54.00,51.00,62.00,,0.00
1982-08-15,63.91,194973.00,680.00,2252.03,53.00,51.00,66.00,,0.14
1982-08-16,61.41,193752.00,677.00,2251.65,56.00,55.00,67.00,,0.00
1982-08-17,59.91,192530.00,676.00,2251.40,53.00,53.00,68.00,,0.00
1982-08-18,56.91,191308.00,673.00,2251.18,57.00,56.00,75.00,,0.00
1982-08-19,56.41,190087.00,672.00,2250.85,65.00,60.00,88.00,,0.15
1982-08-20,57.41,188866.00,673.00,2250.57,67.98,64.00,82.32,,0.15
1982-08-21,56.91,187644.00,673.00,2250.41,68.86,62.00,83.44,,0.00
1982-08-22,53.91,186422.00,670.00,2249.98,66.74,60.00,81.48,,0.15
1982-08-23,52.41,185201.00,668.00,2249.70,66.87,61.00,88.20,,0.00
1982-08-24,48.91,183979.00,665.00,2249.46,67.57,65.00,88.90,,0.00
1982-08-25,50.41,182758.00,666.00,2249.14,67.86,63.00,83.86,,0.00
1982-08-26,47.91,181536.00,664.00,2248.83,64.67,61.00,75.74,,0.00
1982-08-27,45.41,180315.00,661.00,2248.59,58.25,55.00,64.95,,0.00
1982-08-28,44.41,179094.00,660.00,2248.29,60.60,62.00,72.80,,0.00
1982-08-29,43.91,177872.00,660.00,2247.96,56.15,53.00,63.27,,0.15
1982-08-30,40.41,176651.00,656.00,2247.66,55.17,50.00,60.61,,0.00
1982-08-31,38.91,175429.00,655.00,2247.43,59.19,59.00,68.45,,0.00
1982-09-01,36.41,174208.00,652.00,2247.13,64.29,62.00,80.64,,0.15
1982-09-02,48.51,173011.00,652.00,2246.80,66.92,62.00,87.78,,0.15
1982-09-03,55.79,171880.00,626.00,2246.50,57.97,54.00,69.85,,0.15
1982-09-04,62.61,170826.00,594.00,2246.32,55.85,55.00,61.73,,0.00
1982-09-05,102.48,169861.00,589.00,2246.02,59.59,57.00,76.30,,0.00
1982-09-06,98.48,168896.00,585.00,2245.78,60.44,58.00,74.34,,0.00
1982-09-07,94.48,167931.00,581.00,2245.57,64.69,63.00,75.46,,0.00
1982-09-08,90.90,166828.00,647.00,2245.18,61.78,60.00,71.54,,0.00
1982-09-09,77.44,165613.00,690.00,2244.97,51.27,50.00,55.71,,0.30
1982-09-10,77.44,164398.00,690.00,2244.62,47.53,49.00,51.37,,0.00
1982-09-11,77.44,163183.00,690.00,2244.53,47.07,45.00,53.33,,0.15
1982-09-12,75.44,161968.00,688.00,2244.25,50.02,51.00,59.35,,1.04
1982-09-13,72.44,160753.00,685.00,2243.93,47.98,49.00,64.95,,0.14
1982-09-14,70.44,159538.00,683.00,2243.68,50.23,47.00,62.71,,0.00
1982-09-15,69.44,158323.00,682.00,2243.36,45.23,44.00,59.07,,0.00
1982-09-16,65.44,157108.00,678.00,2243.08,51.69,49.00,72.38,,0.00
1982-09-17,64.44,155893.00,677.00,2242.67,53.96,54.00,77.84,,0.14
1982-09-18,62.93,154677.00,676.00,2242.45,56.93,56.00,79.38,,0.00
1982-09-19,60.44,153462.00,673.00,2242.14,56.52,55.00,69.71,,0.15
1982-09-20,60.44,152247.00,673.00,2241.85,59.94,54.00,63.97,,0.15
1982-09-21,57.44,151032.00,670.00,2241.61,54.48,50.00,71.54,,0.00
1982-09-22,55.44,149817.00,668.00,2240.98,53.90,48.00,72.52,,0.00
1982-09-23,53.44,148602.00,666.00,2240.72,55.03,53.00,74.20,,0.00
1982-09-24,53.44,147387.00,666.00,2240.47,51.91,50.00,58.51,,0.30
1982-09-25,50.44,146172.00,663.00,2240.13,49.49,51.00,55.71,,0.15
1982-09-26,48.44,144957.00,661.00,2239.84,47.40,48.00,55.71,,0.00
1982-09-27,97.87,143846.00,658.00,2239.48,49.83,47.00,55.99,,0.00
1982-09-28,99.89,143219.00,416.00,2239.39,42.08,40.00,47.45,,0.45
1982-09-29,94.30,142932.00,239.00,2239.27,47.21,46.00,64.11,,0.00
1982-09-30,105.86,142779.00,183.00,2239.22,48.51,47.00,67.75,,0.15
1982-10-01,113.00,142497.00,255.00,2239.16,,38.00,61.00,,0.00
1982-10-02,179.91,142116.00,372.00,2239.09,,47.00,51.00,,0.15
1982-10-03,179.41,141734.00,372.00,2239.02,,39.00,52.00,,0.14
1982-10-04,186.91,141353.00,379.00,2238.86,,37.00,54.00,,0.00
1982-10-05,145.55,141124.00,261.00,2238.80,,30.00,55.00,,0.00
1982-10-06,135.05,141015.00,190.00,2238.73,,41.00,48.00,,0.14
1982-10-07,135.55,140907.00,190.00,2238.66,,39.00,41.00,,0.30
1982-10-08,135.05,140798.00,190.00,2238.65,,37.00,41.00,,0.30
1982-10-09,135.05,140689.00,190.00,2238.65,,38.00,49.00,,0.00
1982-10-10,135.55,140581.00,190.00,2238.64,,38.00,59.00,,0.00
1982-10-11,135.05,140472.00,190.00,2238.63,,36.00,39.00,,0.00
1982-10-12,293.86,140678.00,190.00,2238.59,,40.00,66.00,,0.00
1982-10-13,140.98,140914.00,22.00,2238.57,,38.00,67.00,,0.00
1982-10-14,120.98,141150.00,2.00,2238.55,,38.00,67.00,,0.00
1982-10-15,120.48,141385.00,2.00,2238.56,,38.00,62.00,,0.00
1982-10-16,120.98,141621.00,2.00,2238.66,,40.00,53.00,,0.00
1982-10-17,120.98,141857.00,2.00,2238.70,,29.00,38.00,,0.29
1982-10-18,120.98,142093.00,2.00,2238.71,,26.00,46.00,,0.00
1982-10-19,120.98,142329.00,2.00,2238.72,,24.00,49.00,,0.00
1982-10-20,120.48,142564.00,2.00,2238.74,,24.00,46.00,,0.00
1982-10-21,120.98,142800.00,2.00,2238.82,,32.00,43.00,,0.00
1982-10-22,120.98,143036.00,2.00,2238.88,,40.00,47.00,,0.14
1982-10-23,120.98,143272.00,2.00,2238.90,,42.00,56.00,,0.15
1982-10-24,120.98,143508.00,2.00,2238.98,,41.00,55.00,,0.00
1982-10-25,120.98,143744.00,2.00,2239.04,,41.00,53.00,,0.00
1982-10-26,120.48,143979.00,2.00,2239.23,,37.00,45.00,,0.30
1982-10-27,120.98,144215.00,2.00,2239.28,,38.00,45.00,,0.15
1982-10-28,120.98,144451.00,2.00,2239.54,,31.00,40.00,,1.49
1982-10-29,120.98,144687.00,2.00,2239.64,,31.00,42.00,,0.00
1982-10-30,120.98,144923.00,2.00,2239.70,,30.00,40.00,,0.00
1982-10-31,120.48,145158.00,2.00,2239.72,,37.00,44.00,,0.15
1982-11-01,120.98,145394.00,2.00,2239.76,,27.00,42.00,,0.14
1982-11-02,120.98,145630.00,2.00,2239.89,,26.00,45.00,,0.00
1982-11-03,120.98,145866.00,2.00,2240.03,,29.00,45.00,,0.00
1982-11-04,188.54,146236.00,2.00,2240.06,,32.00,41.00,,0.30
1982-11-05,443.15,147111.00,2.00,2240.35,,31.00,36.00,,1.19
1982-11-06,188.54,147481.00,2.00,2240.40,,32.00,39.00,,0.30
1982-11-07,188.04,147850.00,2.00,2240.54,,28.00,40.00,,0.00
1982-11-08,158.80,148161.00,2.00,2240.54,,27.00,41.00,,0.00
1982-11-09,158.80,148472.00,2.00,2240.70,,22.00,45.00,,0.00
1982-11-10,139.13,148744.00,2.00,2240.71,,22.00,42.00,,0.00
1982-11-11,139.64,149017.00,2.00,2240.76,,23.00,43.00,,0.00
1982-11-12,139.13,149289.00,2.00,2240.91,,22.00,38.00,,0.15
1982-11-13,148.21,149579.00,2.00,2240.94,,24.00,40.00,,0.15
1982-11-14,148.21,149869.00,2.00,2240.95,,19.00,36.00,,0.00
1982-11-15,148.71,150160.00,2.00,2240.96,,19.00,32.00,,0.15
1982-11-16,148.21,150450.00,2.00,2241.16,,26.00,30.00,,0.74
1982-11-17,135.60,150715.00,2.00,2241.28,,30.00,37.00,,0.74
1982-11-18,108.88,150927.00,2.00,2241.37,,31.00,36.00,,0.30
1982-11-19,109.39,151140.00,2.00,2241.40,,28.00,34.00,,0.45
1982-11-20,107.88,151352.00,1.00,2241.46,,28.00,36.00,,0.14
1982-11-21,107.88,151564.00,1.00,2241.47,,22.00,33.00,,0.15
1982-11-22,108.39,151777.00,1.00,2241.49,,16.00,31.00,,0.00
1982-11-23,107.88,151989.00,1.00,2241.52,,11.00,31.00,,0.00
1982-11-24,107.88,152201.00,1.00,2241.58,,11.00,24.00,,0.00
1982-11-25,108.39,152414.00,1.00,2241.59,,20.00,24.00,,0.00
1982-11-26,90.24,152591.00,1.00,2241.76,,21.00,26.00,,0.00
1982-11-27,79.65,152747.00,1.00,2241.79,,23.00,29.00,,0.15
1982-11-28,80.15,152904.00,1.00,2241.80,,28.00,36.00,,0.30
1982-11-29,79.65,153060.00,1.00,2241.81,,31.00,35.00,,0.15
1982-11-30,78.65,153216.00,0.00,2241.91,,32.00,35.00,,0.15
1982-12-01,154.28,153522.00,0.00,2241.94,,31.00,38.00,,0.15
1982-12-02,618.61,154749.00,0.00,2242.16,,30.00,31.00,,0.89
