date,qu,fb,qd
2002-11-26,52.40,5291.56,52.40
2002-11-27,52.40,5291.56,52.40
2002-11-28,52.40,5291.56,52.40
2002-11-29,52.40,5291.57,52.40
2002-11-30,62.92,5291.57,52.40
2002-12-01,41.88,5291.57,52.40
2002-12-02,52.40,5291.57,52.40
2002-12-03,52.40,5291.57,52.40
2002-12-04,62.92,5291.57,52.40
2002-12-05,52.40,5291.57,52.40
2002-12-06,41.88,5291.56,52.40
2002-12-07,33.99,5291.54,52.40
2002-12-08,26.10,5291.53,52.40
2002-12-09,52.40,5291.51,52.40
2002-12-10,70.81,5291.53,52.40
2002-12-11,70.81,5291.55,52.40
2002-12-12,60.29,5291.56,52.40
2002-12-13,107.64,5291.62,52.40
2002-12-14,126.15,5291.70,52.50
2002-12-15,105.10,5291.77,52.50
2002-12-16,126.05,5291.84,52.40
2002-12-17,52.40,5291.84,52.40
2002-12-18,41.88,5291.83,52.40
2002-12-19,44.51,5291.83,52.40
2002-12-20,78.70,5291.85,52.40
2002-12-21,78.70,5291.89,52.40
2002-12-22,52.40,5291.89,52.40
2002-12-23,52.40,5291.88,52.40
2002-12-24,52.40,5291.89,52.40
2002-12-25,52.40,5291.89,52.40
2002-12-26,107.64,5291.95,52.40
2002-12-27,161.37,5292.07,52.60
2002-12-28,130.97,5292.14,53.00
2002-12-29,91.59,5292.19,52.60
2002-12-30,127.69,5292.26,52.50
2002-12-31,130.76,,52.80
2003-01-01,52.60,,52.60
2003-01-02,80.55,5292.37,52.70
2003-01-03,72.39,5292.39,52.90
2003-01-04,81.05,5292.43,53.20
2003-01-05,64.34,5292.43,53.20
2003-01-06,53.20,5292.43,53.20
2003-01-07,53.10,5292.43,53.10
2003-01-08,52.90,5292.43,52.90
2003-01-09,61.15,5292.44,52.80
2003-01-10,63.84,5292.45,52.70
2003-01-11,61.05,5292.47,52.70
2003-01-12,83.33,5292.49,52.70
2003-01-13,69.91,5292.52,53.20
2003-01-14,131.16,5292.60,53.20
2003-01-15,72.70,5292.62,53.20
2003-01-16,72.69,5292.64,53.20
2003-01-17,61.55,5292.64,53.20
2003-01-18,53.20,5292.65,53.20
2003-01-19,61.55,5292.65,53.20
2003-01-20,64.34,5292.67,53.20
2003-01-21,72.70,5292.69,53.20
2003-01-22,100.54,5292.73,53.20
2003-01-23,72.70,5292.75,53.20
2003-01-24,61.55,5292.77,53.20
2003-01-25,83.83,5292.79,53.20
2003-01-26,120.03,5292.86,53.20
2003-01-27,225.85,5293.04,53.20
2003-01-28,167.37,5293.17,53.20
2003-01-29,167.37,5293.29,53.20
2003-01-30,170.15,5293.41,53.20
2003-01-31,215.11,5293.58,53.60
2003-02-01,265.63,5293.80,54.00
2003-02-02,187.66,5293.93,54.00
2003-02-03,159.81,5294.04,54.00
2003-02-04,120.83,5294.11,54.00
2003-02-05,100.94,5294.17,53.60
2003-02-06,92.49,5294.21,53.50
2003-02-07,112.18,5294.26,53.70
2003-02-08,100.94,5294.31,53.60
2003-02-09,100.84,5294.36,53.50
2003-02-10,92.38,5294.40,53.40
2003-02-11,81.35,5294.43,53.50
2003-02-12,92.48,5294.47,53.50
2003-02-13,128.79,5294.55,53.60
2003-02-14,103.92,5294.60,53.80
2003-02-15,81.85,5294.64,54.00
2003-02-16,148.68,5294.73,54.00
2003-02-17,84.63,5294.77,54.00
2003-02-18,90.20,5294.80,54.00
2003-02-19,73.49,5294.83,54.00
2003-02-20,92.99,5294.86,54.00
2003-02-21,92.98,5294.90,54.00
2003-02-22,73.50,5294.92,54.00
2003-02-23,54.00,5294.93,54.00
2003-02-24,62.35,5294.93,54.00
2003-02-25,62.35,5294.95,54.00
2003-02-26,73.39,5294.97,53.90
2003-02-27,73.49,5294.98,54.00
2003-02-28,73.50,5295.00,54.00
2003-03-01,54.00,5295.01,54.00
2003-03-02,84.63,5295.03,54.00
2003-03-03,62.35,5295.05,54.00
2003-03-04,62.79,5295.06,54.00
2003-03-05,74.52,5295.07,54.00
2003-03-06,103.83,5295.13,54.00
2003-03-07,115.55,5295.19,54.00
2003-03-08,74.52,5295.21,54.00
2003-03-09,103.83,5295.25,54.00
2003-03-10,65.72,5295.26,54.00
2003-03-11,92.10,5295.31,54.00
2003-03-12,86.24,5295.33,54.00
2003-03-13,83.32,5295.37,54.00
2003-03-14,103.83,5295.41,54.00
2003-03-15,144.97,5295.50,54.10
2003-03-16,104.53,5295.55,54.70
2003-03-17,116.26,5295.61,54.70
2003-03-18,104.63,5295.66,54.80
2003-03-19,104.63,5295.71,54.80
2003-03-20,107.56,5295.78,54.80
2003-03-21,125.15,5295.84,54.80
2003-03-22,257.16,5296.04,54.90
2003-03-23,246.02,5296.22,55.50
2003-03-24,187.41,5296.35,55.50
2003-03-25,204.90,5296.51,55.40
2003-03-26,175.28,5296.62,55.10
2003-03-27,136.87,5296.70,54.80
2003-03-28,116.35,5296.77,54.80
2003-03-29,125.15,5296.84,54.80
2003-03-30,133.94,5296.91,54.80
2003-03-31,157.39,5297.01,54.80
2003-04-01,204.99,5297.17,55.50
2003-04-02,216.72,5297.32,55.50
2003-04-03,175.68,5297.45,55.50
2003-04-04,158.09,5297.54,55.50
2003-04-05,155.16,5297.65,55.50
2003-04-06,137.58,5297.73,55.50
2003-04-07,146.37,5297.81,55.50
2003-04-08,143.44,5297.90,55.50
2003-04-09,158.09,5298.01,55.50
2003-04-10,244.70,5298.18,55.50
2003-04-11,299.35,5298.42,55.50
2003-04-12,364.88,5298.71,56.20
2003-04-13,383.49,5299.02,56.30
2003-04-14,351.86,5299.29,56.30
2003-04-15,290.21,5299.51,56.30
2003-04-16,277.90,5299.73,56.30
2003-04-17,277.70,5299.93,56.10
2003-04-18,250.34,5300.12,56.00
2003-04-19,265.38,5300.31,55.80
2003-04-20,314.24,5300.53,56.30
2003-04-21,352.94,5300.80,56.30
2003-04-22,378.89,5301.09,56.30
2003-04-23,434.65,5301.43,56.30
2003-04-24,457.68,5301.79,56.70
2003-04-25,467.39,5302.15,57.10
2003-04-26,421.45,5302.49,57.10
2003-04-27,356.96,5302.76,57.10
2003-04-28,356.86,5303.03,57.00
2003-04-29,343.89,5303.29,57.00
2003-04-30,418.83,5303.60,57.10
2003-05-01,347.84,5303.85,57.10
2003-05-02,347.67,5304.10,57.10
2003-05-03,448.12,5304.43,57.10
2003-05-04,475.79,5304.79,57.80
2003-05-05,383.07,5305.07,57.90
2003-05-06,385.48,5305.34,57.40
2003-05-07,346.37,5305.59,57.10
2003-05-08,371.06,5305.86,57.10
2003-05-09,350.00,5306.09,57.20
2003-05-10,395.86,5306.37,57.20
2003-05-11,431.84,5306.68,57.90
2003-05-12,470.64,5307.01,57.90
2003-05-13,494.27,5307.38,58.00
2003-05-14,575.66,5307.81,58.60
2003-05-15,615.42,5308.25,58.90
2003-05-16,728.39,5308.78,59.60
2003-05-17,662.15,5309.26,59.50
2003-05-18,602.75,5309.69,58.90
2003-05-19,591.38,5310.11,58.70
2003-05-20,582.27,5310.52,58.70
2003-05-21,662.53,5310.97,58.70
2003-05-22,765.91,5311.51,58.90
2003-05-23,992.19,5312.22,59.70
2003-05-24,1218.24,5313.15,54.40
2003-05-25,1124.29,5314.18,52.00
2003-05-26,1913.88,5315.26,52.00
2003-05-27,1643.73,5316.43,52.30
2003-05-28,1728.42,5317.64,52.80
2003-05-29,2042.84,5319.06,53.30
2003-05-30,2199.70,5320.58,53.30
2003-05-31,1902.46,5321.89,52.60
2003-06-01,1648.65,5323.01,51.90
2003-06-02,1542.03,5324.03,51.50
2003-06-03,1423.50,5324.97,51.20
2003-06-04,1307.78,5325.84,50.90
2003-06-05,1239.38,5326.64,50.90
2003-06-06,1235.10,5327.45,50.90
2003-06-07,1188.08,5328.25,50.90
2003-06-08,1222.28,5329.03,50.90
2003-06-09,1175.25,5329.80,50.90
2003-06-10,1089.75,5330.51,50.90
2003-06-11,1056.22,5331.20,50.90
2003-06-12,929.87,5331.81,50.90
2003-06-13,871.28,5332.35,50.90
2003-06-14,807.15,5332.85,50.90
2003-06-15,852.88,5333.38,50.90
2003-06-16,778.32,5333.86,50.90
2003-06-17,742.17,5334.32,60.30
2003-06-18,637.87,5334.59,231.00
2003-06-19,713.77,5334.78,444.00
2003-06-20,709.01,5334.90,510.00
2003-06-21,545.00,5334.90,545.00
2003-06-22,546.00,5334.90,546.00
2003-06-23,438.13,5334.84,531.00
2003-06-24,482.04,5334.82,513.00
2003-06-25,410.81,5334.77,486.00
2003-06-26,404.51,5334.73,462.00
2003-06-27,384.40,5334.67,464.00
2003-06-28,394.51,5334.63,452.00
2003-06-29,313.90,5334.54,451.00
2003-06-30,327.63,5334.45,478.00
2003-07-01,293.42,5334.31,488.00
2003-07-02,303.89,5334.09,640.00
2003-07-03,291.25,5333.86,637.00
2003-07-04,301.34,5333.65,634.00
2003-07-05,252.55,5333.39,634.00
2003-07-06,255.99,5333.15,633.00
2003-07-07,258.64,5332.90,635.00
2003-07-08,253.67,5332.65,634.00
2003-07-09,208.44,5332.37,633.00
2003-07-10,256.09,5332.12,632.00
2003-07-11,217.15,5331.84,632.00
2003-07-12,235.53,5331.57,630.00
2003-07-13,162.65,5331.26,630.00
2003-07-14,234.83,5330.97,629.00
2003-07-15,203.77,5330.69,627.00
2003-07-16,199.49,5330.39,627.00
2003-07-17,171.02,5330.07,637.00
2003-07-18,222.41,5329.69,791.00
2003-07-19,232.23,5329.30,788.00
2003-07-20,188.49,5328.89,787.00
2003-07-21,195.48,5328.49,794.00
2003-07-22,179.39,5328.06,795.00
2003-07-23,177.38,5327.65,793.00
2003-07-24,193.49,5327.23,792.00
2003-07-25,161.56,5326.81,790.00
2003-07-26,147.74,5326.37,789.00
2003-07-27,188.48,5325.96,787.00
2003-07-28,171.39,5325.53,787.00
2003-07-29,136.64,5325.08,795.00
2003-07-30,164.45,5324.59,810.00
2003-07-31,106.89,5324.11,808.00
2003-08-01,135.81,5323.65,807.00
2003-08-02,104.88,5323.18,806.00
2003-08-03,142.68,5322.72,804.00
2003-08-04,137.45,5322.25,802.00
2003-08-05,153.82,5321.79,801.00
2003-08-06,107.57,5321.30,799.00
2003-08-07,133.69,5320.82,797.00
2003-08-08,101.55,5320.34,795.00
2003-08-09,104.67,5319.85,794.00
2003-08-10,111.17,5319.34,817.00
2003-08-11,90.77,5318.69,1010.00
2003-08-12,69.86,5318.03,1000.00
2003-08-13,89.69,5317.38,1010.00
2003-08-14,80.02,5316.72,1010.00
2003-08-15,124.99,5316.06,1010.00
2003-08-16,59.43,5315.37,1000.00
2003-08-17,-57.24,5314.70,1000.00
2003-08-18,-263.68,5314.00,1010.00
2003-08-19,382.36,5313.31,1020.00
2003-08-20,216.57,5312.60,1010.00
2003-08-21,50.76,5311.87,1010.00
2003-08-22,157.77,5311.22,1010.00
2003-08-23,121.01,5310.54,1000.00
2003-08-24,37.98,5309.81,1010.00
2003-08-25,91.33,5309.06,1010.00
2003-08-26,61.93,5308.32,1010.00
2003-08-27,103.50,5307.58,1000.00
2003-08-28,81.74,5306.86,951.00
2003-08-29,49.82,5306.17,900.00
2003-08-30,50.35,5305.48,897.00
2003-08-31,83.33,5304.78,894.00
2003-09-01,81.82,5304.12,847.00
2003-09-02,48.69,5303.93,268.00
2003-09-03,14.72,5303.80,177.00
2003-09-04,58.68,5303.69,177.00
2003-09-05,47.72,5303.61,139.00
2003-09-06,28.07,5303.57,75.40
2003-09-07,68.32,5303.58,54.80
2003-09-08,54.70,5303.58,54.70
2003-09-09,64.14,5303.60,54.00
2003-09-10,54.00,5303.60,54.00
2003-09-11,54.00,5303.61,54.00
2003-09-12,54.00,5303.60,54.00
2003-09-13,53.60,5303.60,53.60
2003-09-14,53.20,5303.60,53.20
2003-09-15,52.20,5303.60,52.20
2003-09-16,50.20,5303.60,50.20
2003-09-17,40.06,5303.59,50.20
2003-09-18,59.54,5303.60,49.40
2003-09-19,49.40,5303.61,49.40
2003-09-20,83.21,5303.62,49.40
2003-09-21,49.40,5303.63,49.40
2003-09-22,62.62,5303.64,49.10
2003-09-23,48.70,5303.64,48.70
2003-09-24,58.84,5303.64,48.70
2003-09-25,61.92,5303.65,48.40
2003-09-26,58.14,5303.67,48.00
2003-09-27,60.82,5303.67,47.30
2003-09-28,47.30,5303.67,47.30
2003-09-29,55.04,5303.68,44.90
2003-09-30,55.34,5303.69,45.20
2003-10-01,69.57,5303.71,45.90
2003-10-02,35.46,5303.70,45.60
2003-10-03,55.14,5303.72,45.00
2003-10-04,45.00,5303.73,45.00
2003-10-05,84.79,5303.74,47.60
2003-10-06,51.50,5303.75,51.50
2003-10-07,51.50,5303.74,51.50
2003-10-08,200.25,5303.88,51.50
2003-10-09,41.36,5303.88,51.50
2003-10-10,27.84,5303.86,51.50
2003-10-11,51.50,5303.86,51.50
2003-10-12,51.50,5303.86,51.50
2003-10-13,51.50,5303.86,51.50
2003-10-14,37.98,5303.84,51.50
2003-10-15,88.68,5303.87,51.50
2003-10-16,61.64,5303.88,51.50
2003-10-17,65.03,5303.89,51.50
2003-10-18,52.00,5303.89,52.00
2003-10-19,62.64,5303.90,52.50
2003-10-20,52.50,5303.90,52.50
2003-10-21,52.30,5303.90,52.30
2003-10-22,52.10,5303.90,52.10
2003-10-23,28.23,5303.89,51.90
2003-10-24,40.96,5303.88,51.10
2003-10-25,26.94,5303.87,50.60
2003-10-26,74.26,5303.87,50.60
2003-10-27,60.74,5303.88,50.60
2003-10-28,16.80,5303.86,50.60
2003-10-29,84.40,5303.88,50.60
2003-10-30,16.80,5303.85,50.60
2003-10-31,37.08,5303.84,50.60
2003-11-01,6.65,5303.82,50.60
2003-11-02,50.60,5303.81,50.60
2003-11-03,50.60,5303.81,50.60
2003-11-04,26.94,5303.79,50.60
2003-11-05,37.08,5303.77,50.60
2003-11-06,30.31,5303.76,50.60
2003-11-07,50.60,5303.75,50.60
2003-11-08,50.60,5303.76,50.60
2003-11-09,60.84,5303.77,50.70
2003-11-10,60.84,5303.77,50.70
2003-11-11,74.46,5303.80,50.80
2003-11-12,64.32,5303.80,50.80
2003-11-13,37.28,5303.80,50.80
2003-11-14,50.80,5303.80,50.80
2003-11-15,88.19,5303.82,51.00
2003-11-16,108.77,5303.87,51.30
2003-11-17,85.31,5303.90,51.50
2003-11-18,51.50,5303.91,51.50
2003-11-19,65.02,5303.92,51.50
2003-11-20,51.50,5303.91,51.50
2003-11-21,37.98,5303.90,51.50
2003-11-22,27.73,5303.88,51.40
2003-11-23,51.40,5303.88,51.40
2003-11-24,65.03,5303.89,51.50
2003-11-25,61.64,5303.90,51.50
2003-11-26,65.02,5303.91,51.50
2003-11-27,37.98,5303.91,51.50
2003-11-28,65.02,5303.92,51.50
2003-11-29,108.97,5303.96,51.50
2003-11-30,61.64,5303.98,51.50
2003-12-01,85.30,5304.01,51.50
2003-12-02,75.10,5304.02,51.50
2003-12-03,75.10,5304.04,51.50
2003-12-04,64.99,5304.05,51.50
2003-12-05,108.80,5304.10,51.50
2003-12-06,247.51,5304.27,52.00
2003-12-07,85.41,5304.32,51.70
2003-12-08,88.58,5304.34,51.50
2003-12-09,61.61,5304.34,51.50
2003-12-10,64.98,5304.35,51.50
2003-12-11,51.50,5304.36,51.50
2003-12-12,108.80,5304.40,51.50
2003-12-13,156.10,5304.49,51.60
2003-12-14,109.10,5304.55,51.80
2003-12-15,51.50,5304.54,51.50
2003-12-16,61.61,5304.55,51.50
2003-12-17,51.50,5304.55,51.50
2003-12-18,51.50,5304.56,51.50
2003-12-19,75.10,5304.57,51.50
2003-12-20,64.98,5304.58,51.50
2003-12-21,51.50,5304.59,51.50
2003-12-22,51.50,5304.59,51.50
2003-12-23,51.50,5304.59,51.50
2003-12-24,166.11,5304.68,51.50
2003-12-25,61.61,5304.69,51.50
2003-12-26,51.50,5304.69,51.50
2003-12-27,41.39,5304.68,51.50
2003-12-28,122.30,5304.75,51.50
2003-12-29,142.51,5304.83,51.50
2003-12-30,51.50,5304.82,51.50
2003-12-31,108.80,5304.87,51.50
2004-01-01,156.10,5304.96,51.60
2004-01-02,51.50,5304.96,51.50
2004-01-03,51.50,5304.96,51.50
2004-01-04,64.98,5304.98,51.50
2004-01-05,51.60,5304.98,51.60
2004-01-06,71.83,5304.99,51.60
2004-01-07,100.26,,51.50
2004-01-08,76.29,,51.60
2004-01-09,51.60,5305.07,51.60
2004-01-10,76.19,5305.07,51.50
2004-01-11,51.60,5305.07,51.60
2004-01-12,51.50,5305.08,51.50
2004-01-13,51.60,5305.08,51.60
2004-01-14,62.18,5305.08,51.60
2004-01-15,65.81,5305.09,51.70
2004-01-16,51.70,5305.09,51.70
2004-01-17,51.70,5305.09,51.70
2004-01-18,62.28,5305.10,51.70
2004-01-19,51.70,5305.10,51.70
2004-01-20,51.60,5305.10,51.60
2004-01-21,41.12,5305.09,51.70
2004-01-22,51.60,5305.10,51.60
2004-01-23,136.36,5305.16,51.70
2004-01-24,87.08,5305.20,51.80
2004-01-25,76.49,5305.21,51.80
2004-01-26,65.28,5305.22,54.70
2004-01-27,58.00,5305.22,58.00
2004-01-28,82.79,5305.25,58.10
2004-01-29,132.28,5305.30,58.20
2004-01-30,82.89,5305.32,58.20
2004-01-31,44.09,5305.31,58.20
2004-02-01,47.62,5305.30,58.20
2004-02-02,82.89,5305.32,58.20
2004-02-03,58.20,5305.32,58.20
2004-02-04,44.09,5305.31,58.20
2004-02-05,33.51,5305.29,58.20
2004-02-06,82.89,5305.31,58.20
2004-02-07,58.20,5305.31,58.20
2004-02-08,47.62,5305.30,58.20
2004-02-09,44.09,5305.29,58.20
2004-02-10,58.20,5305.29,58.20
2004-02-11,22.92,5305.27,58.20
2004-02-12,47.62,5305.26,58.20
2004-02-13,58.20,5305.25,58.20
2004-02-14,58.20,5305.25,58.20
2004-02-15,82.89,5305.27,58.20
2004-02-16,93.48,5305.31,58.20
2004-02-17,118.17,5305.37,58.20
2004-02-18,118.17,5305.40,58.20
2004-02-19,58.20,5305.41,58.20
2004-02-20,58.40,5305.40,58.40
2004-02-21,58.30,5305.40,58.30
2004-02-22,58.40,5305.40,58.40
2004-02-23,58.40,5305.40,58.40
2004-02-24,72.41,5305.42,58.30
2004-02-25,93.68,5305.44,58.40
2004-02-26,83.09,5305.47,58.40
2004-02-27,69.08,5305.48,58.50
2004-02-28,48.12,5305.46,58.70
2004-02-29,58.70,5305.46,58.70
2004-03-01,59.00,5305.46,59.00
2004-03-02,44.89,5305.45,59.00
2004-03-03,59.10,5305.46,59.10
2004-03-04,73.21,5305.46,59.10
2004-03-05,104.96,5305.51,59.10
2004-03-06,23.82,5305.48,59.10
2004-03-07,59.10,5305.47,59.10
2004-03-08,48.52,5305.47,59.10
2004-03-09,69.68,5305.48,59.10
2004-03-10,59.10,5305.48,59.10
2004-03-11,59.10,5305.49,59.10
2004-03-12,83.79,5305.50,59.10
2004-03-13,83.79,5305.52,59.10
2004-03-14,83.79,5305.53,59.10
2004-03-15,69.68,5305.55,59.10
2004-03-16,73.21,5305.56,59.10
2004-03-17,104.96,5305.59,59.10
2004-03-18,97.91,5305.63,59.10
2004-03-19,129.65,5305.68,59.10
2004-03-20,108.49,5305.73,59.10
2004-03-21,143.76,5305.79,59.10
2004-03-22,168.46,5305.88,59.10
2004-03-23,168.56,5305.98,59.20
2004-03-24,218.25,5306.10,59.50
2004-03-25,203.94,5306.22,59.30
2004-03-26,204.64,5306.34,60.00
2004-03-27,193.95,5306.45,59.90
2004-03-28,144.16,5306.53,59.50
2004-03-29,154.75,5306.60,59.50
2004-03-30,183.47,5306.71,60.00
2004-03-31,204.74,5306.83,60.10
2004-04-01,215.32,5306.95,60.10
2004-04-02,204.49,5307.07,60.10
2004-04-03,243.00,5307.22,60.10
2004-04-04,288.73,5307.42,60.10
2004-04-05,373.45,5307.67,60.40
2004-04-06,482.11,5308.02,55.40
2004-04-07,500.49,5308.38,48.50
2004-04-08,514.49,5308.76,47.80
2004-04-09,488.66,5309.11,47.70
2004-04-10,462.94,5309.44,47.70
2004-04-11,451.92,5309.75,47.70
2004-04-12,493.66,5310.10,47.70
2004-04-13,533.05,5310.48,47.70
2004-04-14,494.84,5310.81,47.70
2004-04-15,426.05,5311.11,47.70
2004-04-16,402.61,5311.37,47.20
2004-04-17,375.47,5311.62,46.80
2004-04-18,333.42,5311.85,46.80
2004-04-19,360.18,5312.08,46.80
2004-04-20,360.18,5312.32,46.80
2004-04-21,321.96,5312.53,46.80
2004-04-22,283.74,5312.71,46.80
2004-04-23,295.21,5312.91,46.80
2004-04-24,289.03,5313.13,46.80
2004-04-25,274.34,5313.37,46.80
2004-04-26,308.73,5313.67,46.80
2004-04-27,388.20,5314.03,46.80
2004-04-28,556.28,5314.31,46.80
2004-04-29,630.57,5314.62,46.80
2004-04-30,683.64,5314.98,46.80
2004-05-01,564.21,5315.35,46.80
2004-05-02,641.90,5315.78,46.60
2004-05-03,701.43,5316.27,46.60
2004-05-04,820.39,5316.83,46.50
2004-05-05,916.41,5317.46,46.60
2004-05-06,920.98,5318.07,46.20
2004-05-07,877.36,5318.67,46.00
2004-05-08,865.90,5319.24,45.90
2004-05-09,780.63,5319.76,45.90
2004-05-10,780.63,5320.28,45.90
2004-05-11,739.35,5320.77,45.90
2004-05-12,623.03,5321.17,45.90
2004-05-13,539.77,5321.54,45.90
2004-05-14,510.97,5321.86,45.90
2004-05-15,453.97,5322.17,45.90
2004-05-16,693.94,5322.61,45.90
2004-05-17,528.84,5322.95,45.90
2004-05-18,714.58,5323.44,45.90
2004-05-19,691.45,5323.85,45.90
2004-05-20,601.66,5324.23,45.90
2004-05-21,734.19,5324.70,45.90
2004-05-22,687.17,5325.14,45.90
2004-05-23,571.74,5325.59,45.90
2004-05-24,734.19,5325.97,45.90
2004-05-25,413.56,5326.32,45.90
2004-05-26,601.66,5326.70,45.90
2004-05-27,700.00,5327.15,45.90
2004-05-28,952.62,5327.77,46.30
2004-05-29,721.67,5328.25,46.20
2004-05-30,862.44,5328.69,45.90
2004-05-31,456.31,5329.07,45.90
2004-06-01,644.42,5329.48,45.90
2004-06-02,601.66,5329.85,45.90
2004-06-03,631.60,5330.26,45.90
2004-06-04,729.91,5330.72,45.90
2004-06-05,687.45,5331.17,45.90
2004-06-06,706.20,5331.61,45.90
2004-06-07,620.45,5332.00,45.90
2004-06-08,554.86,5332.35,45.90
2004-06-09,678.32,5332.67,45.90
2004-06-10,421.82,5333.00,45.90
2004-06-11,608.84,5333.29,45.90
2004-06-12,289.85,5333.57,45.90
2004-06-13,602.43,5333.81,61.30
2004-06-14,259.45,5333.98,153.00
2004-06-15,505.91,5334.11,156.00
2004-06-16,192.96,5334.22,162.00
2004-06-17,354.33,5334.34,173.00
2004-06-18,298.14,5334.43,192.00
2004-06-19,374.37,5334.55,224.00
2004-06-20,320.18,5334.59,245.00
2004-06-21,313.49,5334.64,256.00
2004-06-22,281.70,5334.65,264.00
2004-06-23,297.96,5334.67,267.00
2004-06-24,249.31,5334.65,267.00
2004-06-25,265.00,5334.66,265.00
2004-06-26,228.04,5334.64,259.00
2004-06-27,273.70,5334.64,256.00
2004-06-28,216.04,5334.62,247.00
2004-06-29,195.77,5334.60,240.00
2004-06-30,206.04,5334.58,237.00
2004-07-01,198.04,5334.56,229.00
2004-07-02,44.68,,226.00
2004-07-03,152.72,,365.00
2004-07-04,199.74,,576.00
2004-07-05,220.58,,673.00
2004-07-06,184.09,,672.00
2004-07-07,178.36,5332.98,675.00
2004-07-08,199.53,5332.65,686.00
2004-07-09,171.98,5332.32,685.00
2004-07-10,172.33,5331.98,684.00
2004-07-11,215.65,5331.66,683.00
2004-07-12,185.63,5331.32,683.00
2004-07-13,179.48,5330.98,681.00
2004-07-14,201.19,5330.64,680.00
2004-07-15,168.98,5330.29,682.00
2004-07-16,170.00,5329.95,683.00
2004-07-17,232.83,5329.64,686.00
2004-07-18,289.87,5329.35,696.00
2004-07-19,303.67,5329.05,744.00
2004-07-20,258.33,5328.68,797.00
2004-07-21,217.31,5328.29,803.00
2004-07-22,173.57,5327.85,802.00
2004-07-23,231.41,5327.46,800.00
2004-07-24,153.46,5327.02,799.00
2004-07-25,169.56,5326.60,798.00
2004-07-26,154.74,5326.15,796.00
2004-07-27,76.78,5325.66,795.00
2004-07-28,134.63,5325.20,793.00
2004-07-29,133.63,5324.76,792.00
2004-07-30,139.81,5324.29,811.00
2004-07-31,130.71,5323.82,819.00
2004-08-01,115.89,5323.35,817.00
2004-08-02,92.47,5322.86,816.00
2004-08-03,163.45,5322.38,828.00
2004-08-04,121.23,5321.82,913.00
2004-08-05,116.79,5321.26,907.00
2004-08-06,95.62,5320.63,982.00
2004-08-07,86.42,5319.99,978.00
2004-08-08,128.83,5319.39,975.00
2004-08-09,93.72,5318.77,972.00
2004-08-10,41.05,5318.11,1000.00
2004-08-11,114.83,5317.32,1200.00
2004-08-12,79.37,5316.45,1280.00
2004-08-13,101.46,5315.58,1300.00
2004-08-14,-78.23,5314.67,1290.00
2004-08-15,-155.55,5313.80,1290.00
2004-08-16,409.54,5312.90,1280.00
2004-08-17,125.86,5312.03,1280.00
2004-08-18,177.89,5311.17,1290.00
2004-08-19,60.88,5310.24,1280.00
2004-08-20,77.19,5309.32,1260.00
2004-08-21,54.52,5308.42,1190.00
2004-08-22,72.12,5307.51,1190.00
2004-08-23,210.35,5306.68,1140.00
2004-08-24,39.88,5305.93,1010.00
2004-08-25,139.24,5305.23,1000.00
2004-08-26,122.49,5304.47,999.00
2004-08-27,158.08,5303.71,995.00
2004-08-28,78.58,5302.93,991.00
2004-08-29,70.55,5302.19,925.00
2004-08-30,68.23,5301.76,556.00
2004-08-31,75.40,5301.32,554.00
2004-09-01,64.20,5300.88,552.00
2004-09-02,53.45,5300.43,550.00
2004-09-03,50.73,5299.98,548.00
2004-09-04,69.95,5299.53,547.00
2004-09-05,37.17,5299.06,545.00
2004-09-06,62.79,5298.68,464.00
2004-09-07,76.11,5298.69,54.50
2004-09-08,54.50,5298.70,54.50
2004-09-09,42.15,5298.68,54.50
2004-09-10,66.85,5298.70,54.50
2004-09-11,54.50,5298.70,54.50
2004-09-12,116.23,5298.52,54.50
2004-09-13,88.46,5298.56,54.50
2004-09-14,85.67,5298.59,54.80
2004-09-15,116.74,5298.64,55.00
2004-09-16,76.81,5298.67,55.20
2004-09-17,88.75,5298.70,54.80
2004-09-18,76.41,5298.72,54.80
2004-09-19,73.22,5298.74,54.70
2004-09-20,71.61,5298.76,50.00
2004-09-21,68.50,5298.78,46.90
2004-09-22,77.67,5298.80,46.80
2004-09-23,89.89,5298.84,46.80
2004-09-24,59.11,5298.86,46.80
2004-09-25,77.08,5298.89,46.30
2004-09-26,77.08,5298.92,46.30
2004-09-27,68.34,5298.94,46.80
2004-09-28,68.35,5298.96,46.80
2004-09-29,68.34,5298.97,46.80
2004-09-30,56.04,5298.98,46.80
2004-10-01,59.11,5299.00,46.80
2004-10-02,56.03,5299.00,46.80
2004-10-03,59.11,5299.01,46.80
2004-10-04,46.80,5299.02,46.80
2004-10-05,56.03,5299.03,46.80
2004-10-06,68.35,5299.05,46.80
2004-10-07,56.13,5299.06,46.90
2004-10-08,59.11,5299.06,46.80
2004-10-09,46.80,5299.06,46.80
2004-10-10,46.80,5299.06,46.80
2004-10-11,56.03,5299.08,46.80
2004-10-12,59.11,5299.08,46.80
2004-10-13,56.04,5299.09,46.80
2004-10-14,59.11,5299.10,46.80
2004-10-15,46.80,5299.11,46.80
2004-10-16,56.04,5299.11,46.80
2004-10-17,111.53,5299.18,46.90
2004-10-18,99.22,5299.23,46.90
2004-10-19,99.12,5299.28,46.80
2004-10-20,99.12,5299.33,46.80
2004-10-21,77.68,5299.36,46.90
2004-10-22,80.75,5299.38,46.90
2004-10-23,99.42,5299.43,47.10
