date,qu,fb,qd
1982-01-01,71.68,,0.95
1982-01-02,154.30,,0.95
1982-01-03,154.93,,0.95
1982-01-04,143.87,,0.95
1982-01-05,72.60,,0.95
1982-01-06,48.79,,0.95
1982-01-07,108.49,,0.95
1982-01-08,108.82,,0.99
1982-01-09,85.53,,0.99
1982-01-10,72.79,,0.99
1982-01-11,110.14,,0.99
1982-01-12,85.41,,0.91
1982-01-13,96.73,,0.91
1982-01-14,92.91,,0.91
1982-01-15,81.28,,0.91
1982-01-16,116.47,,0.91
1982-01-17,104.81,,0.91
1982-01-18,82.46,,0.91
1982-01-19,105.35,,0.91
1982-01-20,58.88,,0.91
1982-01-21,82.90,,0.91
1982-01-22,94.55,,0.91
1982-01-23,164.59,,0.91
1982-01-24,71.52,,0.91
1982-01-25,83.73,,0.91
1982-01-26,142.18,,0.91
1982-01-27,60.41,,0.91
1982-01-28,59.93,,0.91
1982-01-29,83.87,,0.91
1982-01-30,96.14,,0.91
1982-01-31,60.87,,0.91
1982-02-01,72.60,,0.91
1982-02-02,96.06,,0.91
1982-02-03,37.19,,0.91
1982-02-04,60.65,,0.91
1982-02-05,48.99,,0.92
1982-02-06,97.23,,0.92
1982-02-07,49.15,,0.92
1982-02-08,85.14,,0.92
1982-02-09,85.89,,0.92
1982-02-10,37.00,,0.92
1982-02-11,109.84,,0.92
1982-02-12,86.34,,0.92
1982-02-13,183.66,,0.92
1982-02-14,221.53,,0.92
1982-02-15,148.06,,0.92
1982-02-16,223.33,,0.92
1982-02-17,124.99,,0.92
1982-02-18,125.33,,0.92
1982-02-19,125.07,,0.92
1982-02-20,138.88,,0.93
1982-02-21,201.22,,0.93
1982-02-22,139.91,,0.93
1982-02-23,139.73,,0.93
1982-02-24,178.52,,0.93
1982-02-25,153.12,,0.93
1982-02-26,154.28,,0.93
1982-02-27,103.39,,0.94
1982-02-28,155.10,,0.94
1982-03-01,271.67,,0.94
1982-03-02,182.45,,0.94
1982-03-03,117.74,,0.94
1982-03-04,170.24,,0.94
1982-03-05,105.68,,0.94
1982-03-06,144.89,,0.94
1982-03-07,106.24,,0.94
1982-03-08,165.72,,0.94
1982-03-09,88.78,,0.94
1982-03-10,163.76,,0.94
1982-03-11,189.42,,0.94
1982-03-12,89.03,,0.94
1982-03-13,127.51,,0.94
1982-03-14,153.23,,0.94
1982-03-15,102.69,,0.94
1982-03-16,115.40,,0.94
1982-03-17,103.19,,0.94
1982-03-18,141.65,,0.95
1982-03-19,91.12,,0.95
1982-03-20,116.47,,0.95
1982-03-21,104.14,,0.95
1982-03-22,104.35,,0.95
1982-03-23,104.58,,0.95
1982-03-24,104.18,,0.95
1982-03-25,131.04,,0.95
1982-03-26,118.01,,0.95
1982-03-27,118.91,,0.95
1982-03-28,132.04,,0.95
1982-03-29,79.11,,0.95
1982-03-30,172.41,,0.95
1982-03-31,251.83,,0.96
1982-04-01,107.16,,0.96
1982-04-02,200.19,,0.96
1982-04-03,147.60,,0.96
1982-04-04,121.09,,0.96
1982-04-05,122.10,,0.96
1982-04-06,121.70,,0.96
1982-04-07,68.65,,0.96
1982-04-08,135.33,,0.96
1982-04-09,82.18,,0.96
1982-04-10,163.67,,0.96
1982-04-11,286.74,,0.96
1982-04-12,247.35,,0.96
1982-04-13,234.45,,0.96
1982-04-14,276.74,,0.96
1982-04-15,181.78,,0.96
1982-04-16,153.77,,0.96
1982-04-17,168.51,,0.96
1982-04-18,154.80,,0.96
1982-04-19,98.83,,0.96
1982-04-20,212.60,,0.96
1982-04-21,156.04,,0.97
1982-04-22,184.90,,0.97
1982-04-23,215.31,,0.97
1982-04-24,277.33,,0.97
1982-04-25,291.74,,0.97
1982-04-26,333.62,,0.97
1982-04-27,376.35,,0.97
1982-04-28,446.30,,0.97
1982-04-29,408.55,,0.97
1982-04-30,453.13,,0.98
1982-05-01,512.27,,0.98
1982-05-02,642.80,,0.98
1982-05-03,720.71,,0.98
1982-05-04,686.72,,0.98
1982-05-05,665.66,,0.98
1982-05-06,658.73,,0.98
1982-05-07,679.19,,0.98
1982-05-08,644.56,,0.98
1982-05-09,594.98,,0.98
1982-05-10,573.34,,0.98
1982-05-11,662.81,,0.98
1982-05-12,641.73,,0.98
1982-05-13,706.09,,0.98
1982-05-14,830.20,,0.98
1982-05-15,959.54,,0.98
1982-05-16,1270.91,,0.98
1982-05-17,1235.25,,0.99
1982-05-18,1214.52,,0.99
1982-05-19,1132.80,,0.99
1982-05-20,1151.57,,0.99
1982-05-21,1199.45,,0.99
1982-05-22,1369.49,,0.99
1982-05-23,1308.32,,0.99
1982-05-24,1419.35,,1.00
1982-05-25,1610.90,,1.00
1982-05-26,1751.12,,1.00
1982-05-27,1319.42,,1.00
1982-05-28,669.23,,1.00
1982-05-29,489.94,,1.00
1982-05-30,169.56,,1.00
1982-05-31,124.07,,1.00
1982-06-01,1052.46,,975.00
1982-06-02,1096.72,,1020.00
1982-06-03,1136.80,,1060.00
1982-06-04,1130.82,,1100.00
1982-06-05,1134.95,,1150.00
1982-06-06,1098.22,,1160.00
1982-06-07,1042.51,,1120.00
1982-06-08,1034.15,,1080.00
1982-06-09,1025.00,,1040.00
1982-06-10,1110.86,,1050.00
1982-06-11,1229.26,,1090.00
1982-06-12,1431.57,,1200.00
1982-06-13,1562.20,,1330.00
1982-06-14,1812.35,,1470.00
1982-06-15,1889.01,,1640.00
1982-06-16,2030.47,,1780.00
1982-06-17,2125.14,,1890.00
1982-06-18,2163.54,,1990.00
1982-06-19,2106.89,,2060.00
1982-06-20,2188.47,,2110.00
1982-06-21,2011.53,,2090.00
1982-06-22,2023.11,,2070.00
1982-06-23,2225.36,,2100.00
1982-06-24,1934.64,,2060.00
1982-06-25,1869.33,,1980.00
1982-06-26,1686.18,,1890.00
1982-06-27,1845.30,,1830.00
1982-06-28,1773.30,,1820.00
1982-06-29,1452.81,,1750.00
1982-06-30,1514.93,,1640.00
1982-07-01,1334.01,,1490.00
1982-07-02,1301.32,,1410.00
1982-07-03,1210.44,,1350.00
1982-07-04,1057.78,,1260.00
1982-07-05,1000.03,,1170.00
1982-07-06,915.34,,1070.00
1982-07-07,872.55,,996.00
1982-07-08,860.28,,952.00
1982-07-09,772.78,,896.00
1982-07-10,738.71,,831.00
1982-07-11,668.21,,776.00
1982-07-12,668.33,,729.00
1982-07-13,588.43,,696.00
1982-07-14,609.72,,671.00
1982-07-15,544.18,,636.00
1982-07-16,542.52,,588.00
1982-07-17,466.08,,542.00
1982-07-18,380.90,,503.00
1982-07-19,397.21,,468.00
1982-07-20,412.37,,428.00
1982-07-21,383.39,,397.00
1982-07-22,435.63,,480.00
1982-07-23,425.73,,519.00
1982-07-24,306.22,,461.00
1982-07-25,267.74,,420.00
1982-07-26,280.62,,387.00
1982-07-27,246.25,,397.00
1982-07-28,440.50,,561.00
1982-07-29,349.01,,650.00
1982-07-30,335.03,,815.00
1982-07-31,288.16,,995.00
1982-08-01,45.16,,1040.00
1982-08-02,328.31,,1080.00
1982-08-03,169.22,,1180.00
1982-08-04,439.10,,1350.00
1982-08-05,488.51,,1360.00
1982-08-06,-68.00,,1450.00
1982-08-07,-52.19,,1440.00
1982-08-08,212.19,,1460.00
1982-08-09,176.06,,1560.00
1982-08-10,187.24,,1550.00
1982-08-11,162.62,,1540.00
1982-08-12,145.05,,1530.00
1982-08-13,-31.49,,1540.00
1982-08-14,237.74,,1540.00
1982-08-15,165.72,,1530.00
1982-08-16,94.05,,1600.00
1982-08-17,81.54,,1650.00
1982-08-18,45.91,,1630.00
1982-08-19,114.05,,1620.00
1982-08-20,-56.36,,1620.00
1982-08-21,123.72,,1610.00
1982-08-22,-49.13,,1600.00
1982-08-23,95.06,,1600.00
1982-08-24,88.08,,1530.00
1982-08-25,50.25,,1230.00
1982-08-26,48.74,,1230.00
1982-08-27,61.25,,1180.00
1982-08-28,79.66,,968.00
1982-08-29,133.63,,965.00
1982-08-30,40.89,,962.00
1982-08-31,515.70,,958.00
1982-09-01,338.42,,954.00
1982-09-02,172.20,,951.00
1982-09-03,17.70,,901.00
1982-09-04,-28.97,,693.00
1982-09-05,-28.46,,693.00
1982-09-06,43.13,,693.00
1982-09-07,-77.51,,650.00
1982-09-08,-304.34,,423.00
1982-09-09,40.60,,423.00
1982-09-10,-6.17,,422.00
1982-09-11,36.93,,422.00
1982-09-12,40.13,,421.00
1982-09-13,33.71,,421.00
1982-09-14,39.42,,412.00
1982-09-15,89.36,,174.00
1982-09-16,97.84,,119.00
1982-09-17,108.20,,2.40
1982-09-18,118.81,,2.30
1982-09-19,162.67,,2.60
1982-09-20,194.80,,2.50
1982-09-21,131.74,,2.60
1982-09-22,121.12,,2.60
1982-09-23,100.40,,2.60
1982-09-24,121.73,,2.50
1982-09-25,144.15,,2.60
1982-09-26,200.08,,2.80
1982-09-27,123.43,,2.60
1982-09-28,123.93,,2.70
1982-09-29,124.94,,2.70
1982-09-30,35.40,,2.40
1982-10-01,68.85,,2.30
1982-10-02,61.96,,2.30
1982-10-03,86.64,,2.30
1982-10-04,171.36,,2.50
1982-10-05,108.71,,2.50
1982-10-06,130.40,,2.50
1982-10-07,119.91,,2.50
1982-10-08,110.50,,3.30
1982-10-09,100.59,,4.00
1982-10-10,111.84,,4.00
1982-10-11,47.27,,4.00
1982-10-12,177.42,,4.00
1982-10-13,112.26,,4.00
1982-10-14,102.52,,4.00
1982-10-15,124.22,,4.10
1982-10-16,80.71,,4.20
1982-10-17,70.17,,4.20
1982-10-18,70.38,,4.30
1982-10-19,90.99,,2.70
1982-10-20,89.60,,1.10
1982-10-21,112.02,,1.10
1982-10-22,123.18,,1.10
1982-10-23,224.76,,1.20
1982-10-24,129.15,,1.10
1982-10-25,106.98,,1.10
1982-10-26,172.72,,1.30
1982-10-27,157.49,,1.20
1982-10-28,132.18,,1.10
1982-10-29,162.43,,1.10
1982-10-30,147.41,,1.20
1982-10-31,142.37,,1.20
1982-11-01,117.06,,1.10
1982-11-02,117.06,,1.10
1982-11-03,106.98,,1.10
1982-11-04,106.98,,1.10
1982-11-05,112.02,,1.10
1982-11-06,96.89,,1.10
1982-11-07,101.93,,1.10
1982-11-08,96.89,,1.10
1982-11-09,117.06,,1.10
1982-11-10,96.89,,1.10
1982-11-11,91.85,,1.10
1982-11-12,86.81,,1.10
1982-11-13,91.85,,1.10
1982-11-14,76.73,,1.10
1982-11-15,66.64,,1.10
1982-11-16,76.73,,1.10
1982-11-17,127.24,,1.20
1982-11-18,167.68,,1.30
1982-11-19,152.45,,1.20
1982-11-20,106.98,,1.10
1982-11-21,101.93,,1.10
1982-11-22,96.89,,1.10
1982-11-23,61.60,,1.10
1982-11-24,56.56,,1.10
1982-11-25,71.68,,1.10
1982-11-26,76.73,,1.10
1982-11-27,81.77,,1.10
1982-11-28,117.06,,1.10
1982-11-29,147.31,,1.10
1982-11-30,112.12,,1.20
1982-12-01,107.08,,1.20
1982-12-02,102.03,,1.20
1982-12-03,107.08,,1.20
1982-12-04,117.16,,1.20
1982-12-05,117.16,,1.20
1982-12-06,157.49,,1.20
1982-12-07,127.24,,1.20
1982-12-08,96.99,,1.20
1982-12-09,91.95,,1.20
1982-12-10,91.95,,1.20
1982-12-11,96.99,,1.20
1982-12-12,96.99,,1.20
1982-12-13,122.20,,1.20
1982-12-14,112.12,,1.20
1982-12-15,162.53,,1.20
1982-12-16,112.12,,1.20
1982-12-17,127.24,,1.20
1982-12-18,127.24,,1.20
1982-12-19,122.20,,1.20
1982-12-20,127.24,,1.20
1982-12-21,223.03,,1.20
1982-12-22,263.37,,1.20
1982-12-23,223.03,,1.20
1982-12-24,177.66,,1.20
1982-12-25,137.33,,1.20
1982-12-26,137.33,,1.20
1982-12-27,142.37,,1.20
1982-12-28,96.99,,1.20
1982-12-29,92.05,,1.30
1982-12-30,92.05,,1.30
1982-12-31,92.05,,1.30
1983-01-01,61.80,,1.30
1983-01-02,61.80,,1.30
1983-01-03,66.84,,1.30
1983-01-04,102.13,,1.30
1983-01-05,102.13,,1.30
1983-01-06,112.22,,1.30
1983-01-07,157.59,,1.30
1983-01-08,197.93,,1.30
1983-01-09,172.72,,1.30
1983-01-10,177.76,,1.30
1983-01-11,142.47,,1.30
1983-01-12,122.30,,1.30
1983-01-13,112.22,,1.30
1983-01-14,102.13,,1.30
1983-01-15,102.13,,1.30
1983-01-16,97.09,,1.30
1983-01-17,102.23,,1.40
1983-01-18,107.28,,1.40
1983-01-19,102.23,,1.40
1983-01-20,102.23,,1.40
1983-01-21,97.19,,1.40
1983-01-22,92.15,,1.40
1983-01-23,97.19,,1.40
1983-01-24,92.15,,1.40
1983-01-25,97.19,,1.40
1983-01-26,87.11,,1.40
1983-01-27,87.11,,1.40
1983-01-28,102.23,,1.40
1983-01-29,87.11,,1.40
1983-01-30,97.19,,1.40
1983-01-31,97.19,,1.40
1983-02-01,82.07,,1.40
1983-02-02,102.23,,1.40
1983-02-03,82.07,,1.40
1983-02-04,82.07,,1.40
1983-02-05,87.21,,1.50
1983-02-06,97.29,,1.50
1983-02-07,127.54,,1.50
1983-02-08,112.42,,1.50
1983-02-09,117.46,,1.50
1983-02-10,107.38,,1.50
1983-02-11,107.48,,1.50
1983-02-12,120.91,,1.50
1983-02-13,81.47,,1.50
1983-02-14,41.19,,1.50
1983-02-15,148.92,,1.50
1983-02-16,95.02,,1.50
1983-02-17,189.63,,1.50
1983-02-18,108.65,,1.50
1983-02-19,28.51,,1.50
1983-02-20,177.71,,1.60
1983-02-21,96.20,,1.60
1983-02-22,96.38,,1.60
1983-02-23,83.16,,1.60
1983-02-24,97.39,,1.60
1983-02-25,137.48,,1.60
1983-02-26,70.34,,1.60
1983-02-27,124.67,,1.60
1983-02-28,139.14,,1.60
1983-03-01,139.39,,1.60
1983-03-02,167.46,,1.60
1983-03-03,126.00,,1.60
1983-03-04,126.29,,1.60
1983-03-05,126.58,,1.60
1983-03-06,127.54,,1.60
1983-03-07,169.55,,1.60
1983-03-08,113.15,,1.60
1983-03-09,128.55,,1.60
1983-03-10,142.67,,1.70
1983-03-11,255.72,,1.70
1983-03-12,193.99,,1.70
1983-03-13,238.47,,1.70
1983-03-14,185.86,,1.70
1983-03-15,134.11,,1.70
1983-03-16,147.39,,1.70
1983-03-17,161.52,,1.70
1983-03-18,135.17,,1.70
1983-03-19,108.69,,1.70
1983-03-20,122.03,,1.70
1983-03-21,136.04,,1.70
1983-03-22,122.58,,1.70
1983-03-23,122.90,,1.80
1983-03-24,137.05,,1.80
1983-03-25,97.05,,1.80
1983-03-26,123.71,,1.80
1983-03-27,110.64,,1.80
1983-03-28,138.17,,1.80
1983-03-29,165.25,,1.80
1983-03-30,235.38,,1.80
1983-03-31,138.81,,1.80
1983-04-01,126.27,,1.80
1983-04-02,153.65,,1.80
1983-04-03,112.73,,1.80
1983-04-04,98.63,,1.80
1983-04-05,113.20,,1.80
1983-04-06,113.30,,1.80
1983-04-07,113.51,,1.80
1983-04-08,113.16,,1.90
1983-04-09,142.19,,1.90
1983-04-10,128.70,,1.90
1983-04-11,85.74,,1.90
1983-04-12,142.99,,1.90
1983-04-13,101.19,,1.90
1983-04-14,100.70,,1.90
1983-04-15,115.37,,1.90
1983-04-16,129.53,,1.90
1983-04-17,158.31,,1.90
1983-04-18,188.10,,1.90
1983-04-19,216.70,,1.90
1983-04-20,246.29,,1.90
1983-04-21,291.15,,2.00
1983-04-22,379.39,,2.00
1983-04-23,514.44,,2.00
1983-04-24,623.54,,2.00
1983-04-25,507.79,,2.00
1983-04-26,414.76,,2.00
1983-04-27,390.36,,2.00
1983-04-28,350.47,,2.00
1983-04-29,422.40,,2.00
1983-04-30,425.21,,2.00
1983-05-01,499.72,,2.00
1983-05-02,546.52,,2.00
1983-05-03,565.95,,2.00
1983-05-04,585.16,,2.00
1983-05-05,797.92,,2.10
1983-05-06,612.80,,2.10
1983-05-07,633.14,,2.10
1983-05-08,555.19,,2.10
1983-05-09,506.98,,2.10
1983-05-10,454.65,,2.10
1983-05-11,357.30,,2.10
1983-05-12,415.78,,2.10
1983-05-13,390.03,,2.10
1983-05-14,436.16,,2.10
1983-05-15,496.58,,2.20
1983-05-16,426.79,,2.20
1983-05-17,458.89,,2.20
1983-05-18,565.64,,2.20
1983-05-19,645.55,,2.20
1983-05-20,787.52,,2.20
1983-05-21,933.74,,2.20
1983-05-22,1065.00,,2.20
1983-05-23,1179.12,,2.20
1983-05-24,1406.50,,2.20
1983-05-25,1523.09,,2.20
1983-05-26,1671.43,,60.00
1983-05-27,1762.75,,485.00
1983-05-28,2243.73,,1110.00
1983-05-29,2436.19,,1630.00
1983-05-30,2479.10,,2010.00
1983-05-31,2344.75,,2220.00
1983-06-01,2184.70,,2200.00
1983-06-02,2034.46,,2160.00
1983-06-03,1992.03,,2070.00
1983-06-04,2014.01,,2030.00
1983-06-05,1896.06,,1990.00
1983-06-06,1789.78,,1930.00
1983-06-07,1880.00,,1880.00
1983-06-08,1875.10,,1890.00
1983-06-09,2096.04,,1970.00
1983-06-10,1974.96,,1980.00
1983-06-11,1944.79,,1970.00
1983-06-12,1694.23,,1900.00
1983-06-13,1532.78,,1750.00
1983-06-14,1315.65,,1580.00
1983-06-15,1330.92,,1470.00
1983-06-16,1363.95,,1410.00
1983-06-17,1318.19,,1380.00
1983-06-18,1364.13,,1380.00
1983-06-19,1257.35,,1350.00
1983-06-20,1131.41,,1270.00
1983-06-21,1026.09,,1180.00
1983-06-22,992.64,,1100.00
1983-06-23,988.61,,1050.00
1983-06-24,1044.24,,1060.00
1983-06-25,1090.80,,1060.00
1983-06-26,994.24,,1040.00
1983-06-27,1054.96,,1040.00
1983-06-28,1065.76,,1050.00
1983-06-29,887.19,,1010.00
1983-06-30,872.17,,964.00
1983-07-01,1058.57,,951.00
1983-07-02,1217.80,,1080.00
1983-07-03,992.87,,1070.00
1983-07-04,846.32,,984.00
1983-07-05,746.82,,909.00
1983-07-06,768.29,,854.00
1983-07-07,717.25,,808.00
1983-07-08,675.25,,766.00
1983-07-09,630.29,,716.00
1983-07-10,558.00,,679.00
1983-07-11,610.94,,630.00
1983-07-12,490.87,,582.00
1983-07-13,516.90,,608.00
1983-07-14,562.39,,623.00
1983-07-15,574.44,,590.00
1983-07-16,425.32,,531.00
1983-07-17,372.90,,482.00
1983-07-18,332.33,,442.00
1983-07-19,334.30,,412.00
1983-07-20,290.51,,384.00
1983-07-21,297.68,,360.00
1983-07-22,271.57,,380.00
1983-07-23,400.67,,525.00
1983-07-24,378.87,,472.00
1983-07-25,226.33,,474.00
1983-07-26,252.77,,638.00
1983-07-27,237.52,,697.00
1983-07-28,286.97,,729.00
1983-07-29,245.01,,911.00
1983-07-30,264.06,,910.00
1983-07-31,251.82,,907.00
1983-08-01,301.32,,1010.00
1983-08-02,261.96,,1110.00
1983-08-03,272.20,,1240.00
1983-08-04,294.05,,1320.00
1983-08-05,211.32,,1320.00
1983-08-06,232.85,,1310.00
1983-08-07,218.39,,1310.00
1983-08-08,213.00,,1360.00
1983-08-09,279.60,,1380.00
1983-08-10,270.02,,1520.00
1983-08-11,164.37,,1590.00
1983-08-12,154.95,,1580.00
1983-08-13,148.27,,1500.00
1983-08-14,165.32,,1070.00
1983-08-15,191.71,,332.00
1983-08-16,155.07,,127.00
1983-08-17,131.35,,173.00
1983-08-18,69.33,,167.00
1983-08-19,100.85,,227.00
1983-08-20,91.20,,230.00
1983-08-21,90.91,,230.00
1983-08-22,105.60,,231.00
1983-08-23,51.25,,231.00
1983-08-24,64.26,,230.00
1983-08-25,52.25,,231.00
1983-08-26,47.70,,240.00
1983-08-27,46.00,,251.00
1983-08-28,20.40,,252.00
1983-08-29,26.11,,284.00
1983-08-30,-63.70,,522.00
1983-08-31,-117.76,,769.00
1983-09-01,-118.65,,1250.00
1983-09-02,-113.05,,1540.00
1983-09-03,-32.91,,1600.00
1983-09-04,-14.69,,1590.00
1983-09-05,-223.57,,1580.00
1983-09-06,-81.32,,1570.00
1983-09-07,-78.81,,1570.00
1983-09-08,-28.11,,1560.00
1983-09-09,-228.99,,1550.00
1983-09-10,-87.52,,1540.00
1983-09-11,-50.02,,1530.00
1983-09-12,-151.08,,1520.00
1983-09-13,-68.20,,1500.00
1983-09-14,-81.98,,1490.00
1983-09-15,-23.09,,1480.00
1983-09-16,-176.44,,919.00
1983-09-17,-104.57,,404.00
1983-09-18,63.99,,85.00
1983-09-19,54.88,,2.50
1983-09-20,86.78,,2.40
1983-09-21,99.15,,2.50
1983-09-22,93.35,,2.60
1983-09-23,122.59,,2.60
1983-09-24,98.90,,2.60
1983-09-25,87.80,,2.60
1983-09-26,88.29,,2.50
1983-09-27,78.13,,2.60
1983-09-28,77.97,,2.80
1983-09-29,110.75,,2.90
1983-09-30,251.99,,2.30
1983-10-01,153.51,,1.10
1983-10-02,132.67,,1.10
1983-10-03,100.39,,1.10
1983-10-04,44.65,,1.10
1983-10-05,189.42,,1.10
1983-10-06,67.69,,1.10
1983-10-07,96.07,,1.10
1983-10-08,95.73,,1.20
1983-10-09,149.10,,1.10
1983-10-10,96.27,,1.10
1983-10-11,107.50,,1.10
1983-10-12,96.90,,1.20
1983-10-13,119.13,,1.20
1983-10-14,97.50,,1.20
1983-10-15,87.25,,1.20
1983-10-16,87.45,,1.20
1983-10-17,108.73,,1.20
1983-10-18,77.35,,1.20
1983-10-19,88.05,,1.20
1983-10-20,98.82,,1.10
1983-10-21,88.42,,1.10
1983-10-22,99.30,,1.10
1983-10-23,132.81,,1.10
1983-10-24,77.83,,1.10
1983-10-25,89.38,,1.10
1983-10-26,100.32,,1.10
1983-10-27,89.78,,1.10
1983-10-28,79.00,,1.00
1983-10-29,100.99,,1.00
1983-10-30,101.21,,1.00
1983-10-31,146.30,,1.00
1983-11-01,169.99,,1.00
1983-11-02,181.22,,1.00
1983-11-03,159.83,,1.00
1983-11-04,160.53,,1.00
1983-11-05,138.26,,1.00
1983-11-06,219.03,,1.00
1983-11-07,231.56,,1.00
1983-11-08,151.63,,1.00
1983-11-09,152.82,,1.00
1983-11-10,273.36,,1.00
1983-11-11,351.54,,1.00
1983-11-12,262.79,,1.00
1983-11-13,180.17,,1.00
1983-11-14,156.84,,1.00
1983-11-15,181.69,,1.00
1983-11-16,207.25,,1.00
1983-11-17,231.32,,1.00
1983-11-18,139.73,,1.00
1983-11-19,221.35,,1.00
1983-11-20,128.95,,1.00
1983-11-21,83.12,,1.00
1983-11-22,71.26,,1.00
1983-11-23,188.35,,1.00
1983-11-24,224.93,,1.00
1983-11-25,107.93,,1.00
1983-11-26,131.38,,1.00
1983-11-27,120.11,,1.00
1983-11-28,120.52,,1.00
1983-11-29,84.57,,1.00
1983-11-30,132.75,,1.00
1983-12-01,133.12,,1.00
1983-12-02,134.18,,1.00
1983-12-03,122.15,,1.00
1983-12-04,73.26,,1.00
1983-12-05,110.82,,1.00
1983-12-06,183.84,,1.00
1983-12-07,221.83,,1.10
1983-12-08,62.30,,1.10
1983-12-09,210.60,,1.10
1983-12-10,186.65,,1.10
1983-12-11,191.91,,1.10
1983-12-12,134.43,,1.10
1983-12-13,126.38,,1.10
1983-12-14,151.24,,1.10
1983-12-15,89.62,,1.10
1983-12-16,102.05,,1.10
1983-12-17,101.76,,1.10
1983-12-18,115.53,,1.10
1983-12-19,102.80,,1.10
1983-12-20,76.91,,1.10
1983-12-21,90.71,,1.10
1983-12-22,90.35,,1.10
1983-12-23,91.05,,1.10
1983-12-24,154.60,,1.10
1983-12-25,155.73,,1.10
1983-12-26,104.43,,1.10
1983-12-27,91.45,,1.10
1983-12-28,92.25,,1.10
1983-12-29,208.71,,1.10
1983-12-30,171.27,,1.10
1983-12-31,105.27,,1.10
1984-01-01,79.88,,1.10
1984-01-02,80.06,,1.10
1984-01-03,192.21,,1.10
1984-01-04,88.94,,1.10
1984-01-05,101.39,,1.10
1984-01-06,63.63,,1.10
1984-01-07,126.89,,1.10
1984-01-08,127.23,,1.10
1984-01-09,63.99,,1.10
1984-01-10,64.07,,1.10
1984-01-11,153.31,,1.10
1984-01-12,39.50,,1.10
1984-01-13,115.39,,1.10
1984-01-14,77.61,,1.10
1984-01-15,64.70,,1.10
1984-01-16,115.90,,1.10
1984-01-17,65.49,,1.10
1984-01-18,78.15,,1.10
1984-01-19,65.11,,1.10
1984-01-20,129.89,,1.10
1984-01-21,52.72,,1.10
1984-01-22,168.88,,1.10
1984-01-23,130.81,,1.10
1984-01-24,157.28,,1.10
1984-01-25,65.93,,1.10
1984-01-26,27.38,,1.20
1984-01-27,170.83,,1.20
1984-01-28,79.89,,1.20
1984-01-29,67.14,,1.20
1984-01-30,92.95,,1.20
1984-01-31,93.06,,1.20
1984-02-01,67.47,,1.20
1984-02-02,93.40,,1.20
1984-02-03,80.65,,1.20
1984-02-04,93.62,,1.20
1984-02-05,80.92,,1.20
1984-02-06,94.04,,1.20
1984-02-07,68.13,,1.20
1984-02-08,81.30,,1.20
1984-02-09,134.91,,1.20
1984-02-10,67.87,,1.20
1984-02-11,94.83,,1.20
1984-02-12,108.73,,1.20
1984-02-13,271.18,,1.20
1984-02-14,68.52,,1.20
1984-02-15,150.10,,1.20
1984-02-16,96.79,,1.20
1984-02-17,68.98,,1.20
1984-02-18,55.76,,1.20
1984-02-19,83.11,,1.20
1984-02-20,124.01,,1.20
1984-02-21,138.39,,1.20
1984-02-22,83.65,,1.20
1984-02-23,124.77,,1.20
1984-02-24,111.67,,1.20
1984-02-25,98.36,,1.20
1984-02-26,55.95,,1.20
1984-02-27,84.39,,1.20
1984-02-28,98.79,,1.20
1984-02-29,112.56,,1.20
1984-03-01,70.62,,1.30
1984-03-02,98.74,,1.30
1984-03-03,71.51,,1.20
1984-03-04,70.83,,1.20
1984-03-05,113.44,,1.20
1984-03-06,71.17,,1.20
1984-03-07,71.88,,1.20
1984-03-08,113.96,,1.20
1984-03-09,79.40,,1.20
1984-03-10,134.75,,1.20
1984-03-11,100.33,,1.50
1984-03-12,73.08,,1.70
1984-03-13,199.53,,1.90
1984-03-14,107.23,,1.90
1984-03-15,120.15,,1.80
1984-03-16,40.91,,1.60
1984-03-17,160.10,,1.30
1984-03-18,93.81,,1.30
1984-03-19,107.57,,1.30
1984-03-20,107.82,,1.30
1984-03-21,134.71,,1.30
1984-03-22,94.51,,1.20
1984-03-23,108.32,,1.20
1984-03-24,121.68,,1.20
1984-03-25,135.65,,1.20
1984-03-26,82.07,,1.20
1984-03-27,82.19,,1.20
1984-03-28,109.33,,1.20
1984-03-29,82.52,,1.20
1984-03-30,95.76,,1.20
1984-03-31,95.98,,1.20
1984-04-01,69.63,,1.20
1984-04-02,110.20,,1.20
1984-04-03,83.11,,1.20
1984-04-04,137.31,,1.20
1984-04-05,124.86,,1.20
1984-04-06,111.12,,1.20
1984-04-07,138.21,,1.20
1984-04-08,222.10,,1.20
1984-04-09,112.03,,1.20
1984-04-10,195.55,,1.10
1984-04-11,111.74,,1.10
1984-04-12,182.95,,1.10
1984-04-13,70.74,,1.10
1984-04-14,183.02,,1.10
1984-04-15,156.18,,1.20
1984-04-16,254.77,,1.50
1984-04-17,342.68,,2.30
1984-04-18,402.51,,3.60
1984-04-19,361.67,,3.00
1984-04-20,305.11,,2.20
1984-04-21,306.35,,1.90
1984-04-22,367.07,,2.50
1984-04-23,400.06,,3.80
1984-04-24,413.38,,3.40
1984-04-25,302.18,,2.30
1984-04-26,288.97,,1.70
1984-04-27,248.48,,1.50
1984-04-28,277.67,,1.40
1984-04-29,251.08,,1.30
1984-04-30,251.24,,1.30
1984-05-01,337.19,,1.30
1984-05-02,310.25,,1.60
1984-05-03,298.76,,1.60
1984-05-04,313.27,,1.60
1984-05-05,258.22,,1.50
1984-05-06,229.75,,1.40
1984-05-07,245.99,,1.40
1984-05-08,333.13,,1.50
