date,qu,fb,mm,mx,mn,qd,af
1999-10-27,33.20,4038.86,35.43,41.50,28.60,9.60,35857.51
1999-10-28,50.24,4038.93,42.81,48.60,36.30,9.60,35938.11
1999-10-29,-2.20,4038.91,39.69,50.70,29.30,9.60,35914.71
1999-10-30,9.60,4038.91,38.36,55.80,29.40,9.60,35914.71
1999-10-31,4.36,4038.90,38.13,50.60,24.90,9.60,35904.31
1999-11-01,21.40,4038.92,30.55,44.40,21.20,9.60,35927.71
1999-11-02,26.65,4038.95,35.95,51.70,25.30,9.60,35961.52
1999-11-03,27.95,4038.98,40.11,58.00,27.10,9.60,35997.92
1999-11-04,26.64,4039.01,40.11,53.20,34.90,9.60,36031.72
1999-11-05,21.40,4039.03,43.25,49.20,36.20,9.60,36055.12
1999-11-06,33.20,4039.07,45.89,58.30,37.30,9.60,36101.93
1999-11-07,21.40,4039.09,43.18,53.60,37.70,9.60,36125.33
1999-11-08,16.15,4039.10,42.89,52.80,32.20,9.60,36138.33
1999-11-09,3.05,4039.09,39.94,47.20,32.30,9.60,36125.33
1999-11-10,33.20,4039.13,42.77,48.60,35.90,9.60,36172.13
1999-11-11,16.15,4039.14,44.02,52.30,39.40,9.60,36185.13
1999-11-12,26.64,4039.17,44.11,59.20,34.60,9.60,36218.93
1999-11-13,16.15,4039.18,42.50,60.50,33.90,9.60,36231.93
1999-11-14,15.95,4039.19,38.03,57.10,30.20,9.40,36244.93
1999-11-15,14.45,4039.20,37.08,50.00,30.30,9.20,36255.34
1999-11-16,27.45,4039.23,40.41,52.70,32.50,9.10,36291.74
1999-11-17,9.10,4039.23,37.67,42.30,28.10,9.10,36291.74
1999-11-18,20.90,4039.25,31.84,41.80,24.50,9.10,36315.14
1999-11-19,9.10,4039.25,35.71,41.60,29.30,9.10,36315.14
1999-11-20,26.14,4039.28,33.34,41.20,25.20,9.10,36348.94
1999-11-21,15.66,4039.29,31.01,36.30,25.90,9.10,36361.95
1999-11-22,9.10,4039.29,28.88,38.10,21.10,9.10,36361.95
1999-11-23,20.89,4039.31,27.79,34.40,19.20,9.10,36385.34
1999-11-24,56.30,4039.39,31.67,35.50,27.00,9.10,36478.95
1999-11-25,37.94,4039.44,41.04,46.60,33.40,9.10,36536.16
1999-11-26,79.89,4039.56,39.64,45.10,30.40,9.10,36676.57
1999-11-27,62.84,4039.65,33.38,41.80,29.30,9.10,36783.17
1999-11-28,44.50,4039.71,36.43,46.20,30.50,9.10,36853.38
1999-11-29,44.49,4039.77,38.52,44.80,31.90,9.10,36923.58
1999-11-30,32.70,4039.81,39.72,45.40,33.30,9.10,36970.39
1999-12-01,32.70,4039.85,34.57,41.10,30.90,9.10,37017.19
1999-12-02,68.09,4039.95,32.21,35.50,30.00,9.10,37134.20
1999-12-03,15.65,4039.96,22.86,31.20,16.00,9.10,37147.20
1999-12-04,20.90,4039.98,20.72,30.70,14.50,9.10,37170.60
1999-12-05,26.93,4040.01,25.32,30.50,20.80,9.10,37205.96
1999-12-06,63.35,4040.09,30.22,34.10,24.50,9.10,37313.57
1999-12-07,30.20,4040.12,25.63,34.30,14.60,9.10,37355.43
1999-12-08,42.25,4040.17,24.88,32.60,13.90,9.10,37421.19
1999-12-09,49.79,4040.23,27.97,31.50,23.40,9.10,37501.90
1999-12-10,37.74,4040.27,26.53,34.10,16.80,9.10,37558.70
1999-12-11,49.79,4040.33,29.20,31.60,26.30,9.10,37639.41
1999-12-12,49.80,4040.39,31.07,36.30,24.90,9.10,37720.13
1999-12-13,36.22,4040.43,27.04,32.80,16.20,9.10,37773.93
1999-12-14,49.79,4040.49,26.61,30.40,20.10,9.10,37854.64
1999-12-15,55.83,4040.56,31.56,34.00,29.40,9.10,37947.32
1999-12-16,57.33,4040.63,33.28,37.40,30.40,9.10,38042.98
1999-12-17,96.51,4040.76,32.05,37.10,28.60,9.10,38216.36
1999-12-18,30.20,4040.79,37.53,41.20,29.80,9.10,38258.21
1999-12-19,49.79,4040.85,28.24,37.70,19.80,9.10,38338.92
1999-12-20,49.79,4040.91,26.67,35.20,22.60,9.10,38419.63
1999-12-21,36.23,4040.95,25.86,34.20,20.50,9.10,38473.44
1999-12-22,36.23,4040.99,21.44,30.90,16.40,9.10,38527.25
1999-12-23,22.66,4041.01,20.26,29.70,14.20,9.10,38554.15
1999-12-24,36.23,4041.05,19.70,28.10,13.60,9.10,38607.96
1999-12-25,36.23,4041.09,19.31,29.40,12.30,9.10,38661.77
1999-12-26,30.20,4041.12,17.51,28.50,11.20,9.10,38703.62
1999-12-27,28.59,4041.15,15.89,23.60,11.00,9.00,38742.48
1999-12-28,35.73,4041.19,14.32,22.80,7.50,8.60,38796.29
1999-12-29,21.97,4041.21,13.25,20.70,6.40,8.40,38823.20
1999-12-30,42.86,4041.26,13.11,17.50,6.90,8.20,38891.95
1999-12-31,27.59,4041.29,19.07,24.90,10.40,8.00,38930.81
2000-01-01,55.93,4041.36,20.15,28.30,10.00,7.70,39026.47
2000-01-02,48.39,4041.42,25.48,29.80,22.50,7.70,39107.18
2000-01-03,54.42,4041.49,24.91,31.00,19.20,7.70,39199.85
2000-01-04,56.23,4041.56,31.03,35.10,28.40,8.00,39295.51
2000-01-05,35.33,4041.60,23.66,33.20,1.60,8.20,39349.32
2000-01-06,35.33,4041.64,11.05,25.30,-5.29,8.20,39403.13
2000-01-07,35.33,4041.68,25.78,34.40,20.60,8.20,39456.94
2000-01-08,62.45,4041.76,29.87,37.40,21.90,8.20,39564.55
2000-01-09,48.90,4041.82,32.26,40.00,22.20,8.20,39645.27
2000-01-10,76.22,4041.92,29.38,32.50,27.10,8.40,39779.79
2000-01-11,49.29,4041.98,27.84,33.00,18.30,8.60,39860.50
2000-01-12,29.70,4042.01,19.70,30.80,9.60,8.60,39902.35
2000-01-13,55.32,4042.08,26.98,31.60,15.10,8.60,39995.02
2000-01-14,35.73,4042.12,32.82,40.30,26.90,8.60,40048.83
2000-01-15,56.82,4042.19,30.09,33.00,26.70,8.60,40144.48
2000-01-16,55.33,4042.26,35.45,43.10,28.20,8.60,40237.16
2000-01-17,37.23,4042.30,25.41,36.60,15.90,8.60,40293.95
2000-01-18,28.20,4042.33,22.63,32.20,14.20,8.60,40332.82
2000-01-19,49.29,4042.39,25.26,35.70,14.20,8.60,40413.53
2000-01-20,56.83,4042.46,32.62,38.50,28.90,8.60,40509.19
2000-01-21,22.16,4042.48,25.41,34.40,15.70,8.60,40536.09
2000-01-22,41.76,4042.53,23.87,33.20,17.60,8.60,40601.86
2000-01-23,56.83,4042.60,24.81,29.10,18.60,8.60,40697.52
2000-01-24,41.75,4042.65,30.22,35.60,23.10,8.60,40763.28
2000-01-25,49.29,4042.71,33.65,40.70,29.10,8.60,40843.99
2000-01-26,22.17,4042.73,27.43,33.80,11.60,8.60,40870.90
2000-01-27,43.26,4042.78,14.83,31.90,3.90,8.60,40939.65
2000-01-28,28.20,4042.81,9.96,30.80,-3.79,8.60,40978.52
2000-01-29,29.69,4042.84,8.97,29.60,-4.69,8.60,41020.36
2000-01-30,54.93,4042.91,18.70,30.80,1.30,8.20,41113.04
2000-01-31,62.45,4042.99,26.76,35.90,12.70,8.20,41220.65
2000-02-01,49.09,4043.05,33.67,38.10,29.30,8.40,41301.36
2000-02-02,29.70,4043.08,33.89,42.50,26.30,8.60,41343.21
2000-02-03,41.76,4043.13,30.42,39.10,25.20,8.60,41408.98
2000-02-04,50.80,4043.19,32.37,48.30,24.90,8.60,41492.68
2000-02-05,41.76,4043.24,32.36,40.30,28.00,8.60,41558.45
2000-02-06,56.83,4043.31,32.47,44.70,24.40,8.60,41654.11
2000-02-07,49.29,4043.37,31.39,42.00,23.80,8.60,41734.82
2000-02-08,62.86,4043.45,32.92,42.00,26.70,8.60,41842.44
2000-02-09,41.75,4043.50,31.27,45.20,23.40,8.60,41908.20
2000-02-10,56.83,4043.57,28.68,41.50,18.70,8.60,42003.86
2000-02-11,68.88,4043.66,34.67,40.30,31.40,8.60,42123.43
2000-02-12,63.06,4043.74,33.22,39.00,27.10,8.80,42231.05
2000-02-13,70.89,4043.83,27.60,33.70,20.90,9.10,42353.61
2000-02-14,90.49,4043.95,35.07,44.40,30.80,9.10,42515.04
2000-02-15,76.92,4044.05,33.03,40.90,24.30,9.10,42649.56
2000-02-16,63.36,4044.13,26.45,38.60,18.10,9.10,42757.18
2000-02-17,63.35,4044.21,22.97,39.80,11.30,9.10,42864.79
2000-02-18,49.79,4044.27,19.13,38.70,3.30,9.10,42945.50
2000-02-19,57.33,4044.34,21.26,40.90,5.30,9.10,43041.16
2000-02-20,63.56,4044.42,30.83,42.80,18.30,9.30,43148.78
2000-02-21,70.09,4044.51,35.89,47.20,28.90,9.80,43268.36
2000-02-22,63.55,4044.59,33.93,44.60,26.70,9.30,43375.97
2000-02-23,84.46,4044.70,31.68,33.80,24.90,9.10,43525.44
2000-02-24,63.35,4044.78,24.45,36.30,13.10,9.10,43633.05
2000-02-25,63.36,4044.86,23.94,40.30,6.10,9.10,43740.67
2000-02-26,90.59,4044.98,33.52,39.60,30.00,9.20,43902.10
2000-02-27,99.66,4045.10,34.82,40.70,31.80,9.60,44080.74
2000-02-28,77.30,4045.19,34.96,43.20,28.10,9.30,44215.62
2000-02-29,109.60,4045.32,32.68,42.30,27.50,9.30,44414.57
2000-03-01,85.80,4045.42,32.21,44.90,20.20,9.30,44566.31
2000-03-02,85.60,4045.52,33.63,39.20,28.10,9.10,44718.05
2000-03-03,101.10,4045.64,36.88,49.90,28.50,9.30,44900.14
2000-03-04,109.70,4045.77,36.88,51.70,24.90,9.40,45099.09
2000-03-05,154.10,4045.96,33.96,37.70,31.40,9.60,45385.70
2000-03-06,140.51,4046.13,32.36,38.50,29.50,9.60,45645.35
2000-03-07,116.71,4046.27,32.14,41.10,24.40,9.60,45857.79
2000-03-08,116.70,4046.41,33.83,39.20,30.50,9.60,46070.22
2000-03-09,101.40,4046.53,33.74,43.80,25.80,9.60,46252.31
2000-03-10,116.70,4046.67,31.33,43.20,18.10,9.60,46464.74
2000-03-11,101.40,4046.79,33.75,43.60,24.00,9.60,46646.83
2000-03-12,101.40,4046.91,30.34,45.20,16.40,9.60,46828.92
2000-03-13,123.70,4047.06,36.49,53.20,22.70,9.80,47054.84
2000-03-14,117.11,4047.20,37.70,48.10,30.00,10.00,47267.28
2000-03-15,147.70,4047.38,32.90,47.60,18.60,10.00,47540.41
2000-03-16,162.61,4047.53,33.34,38.10,30.00,47.00,47769.71
2000-03-17,112.80,4047.54,33.22,43.20,25.00,106.00,47783.20
2000-03-18,160.40,4047.61,31.85,41.80,22.20,106.00,47891.10
2000-03-19,136.60,4047.65,31.82,36.30,23.20,106.00,47951.80
2000-03-20,128.10,4047.68,30.05,43.90,17.60,106.00,47995.63
2000-03-21,145.10,4047.73,34.80,53.70,20.10,106.00,48073.19
2000-03-22,197.80,4047.85,39.79,55.00,27.50,106.00,48255.28
2000-03-23,250.50,4048.04,35.08,42.30,24.60,106.00,48541.89
2000-03-24,275.31,4048.26,33.26,48.60,19.80,107.00,48875.72
2000-03-25,275.31,4048.48,39.18,56.10,27.50,107.00,49209.55
2000-03-26,321.21,4048.76,40.13,60.10,26.70,107.00,49634.43
2000-03-27,401.41,4049.12,39.28,57.60,28.90,126.00,50180.69
2000-03-28,394.01,4049.43,35.08,41.50,28.70,156.00,50652.77
2000-03-29,339.61,4049.67,32.00,39.30,24.70,156.00,51016.95
2000-03-30,292.70,4049.85,33.35,49.80,19.40,155.00,51290.08
2000-03-31,295.10,4050.03,38.01,58.50,23.10,155.00,51567.96
2000-04-01,364.56,4050.28,43.08,62.90,28.20,155.00,51983.61
2000-04-02,474.95,4050.66,44.29,64.20,29.30,155.00,52618.22
2000-04-03,593.82,4051.18,44.36,64.20,29.10,156.00,53486.63
2000-04-04,660.31,4051.78,47.77,67.50,31.60,157.00,54484.94
2000-04-05,705.22,4052.43,40.89,56.50,26.90,157.00,55572.31
2000-04-06,518.11,4052.86,40.23,47.60,31.00,157.00,56288.57
2000-04-07,469.59,4053.23,39.55,57.40,24.90,159.00,56904.62
2000-04-08,404.11,4053.52,44.59,63.40,27.60,159.00,57390.78
2000-04-09,419.08,4053.83,48.39,62.60,35.10,159.00,57906.64
2000-04-10,462.11,4054.19,46.42,65.90,30.20,159.00,58507.84
2000-04-11,503.28,4054.60,50.74,72.00,32.60,159.00,59190.70
2000-04-12,596.58,4055.11,53.67,70.10,38.40,160.00,60056.65
2000-04-13,698.82,4055.70,46.61,54.90,37.30,160.00,61125.38
2000-04-14,707.96,4056.30,41.56,53.60,30.20,161.00,62210.25
2000-04-15,601.19,4056.78,41.43,51.10,33.80,162.00,63081.37
2000-04-16,491.39,4057.14,43.93,54.20,37.20,162.00,63734.71
2000-04-17,444.63,4057.45,46.66,63.20,34.10,162.00,64295.29
2000-04-18,472.06,4057.79,49.69,66.70,35.70,163.00,64908.30
2000-04-19,518.83,4058.18,48.04,61.90,32.90,163.00,65614.07
2000-04-20,511.69,4058.56,47.32,60.30,36.60,164.00,66303.70
2000-04-21,501.53,4058.93,51.64,69.00,38.00,164.00,66973.18
2000-04-22,512.69,4059.31,46.80,54.70,32.30,165.00,67662.81
2000-04-23,474.06,4059.65,37.48,48.30,27.10,165.00,68275.83
2000-04-24,393.59,4059.89,37.70,53.60,20.60,174.00,68711.38
2000-04-25,350.42,4060.04,43.38,52.40,34.60,211.00,68987.92
2000-04-26,339.21,4060.17,44.62,59.20,31.30,211.00,69242.22
2000-04-27,270.68,4060.23,53.27,71.60,36.30,211.00,69360.60
2000-04-28,350.26,4060.37,41.53,50.30,29.30,211.00,69636.82
2000-04-29,339.21,4060.50,40.71,58.50,24.50,211.00,69891.13
2000-04-30,310.47,4060.60,49.40,67.90,31.10,211.00,70088.42
2000-05-01,341.42,4060.73,56.47,75.80,38.00,211.00,70347.11
2000-05-02,390.10,4060.88,56.47,69.00,47.50,242.00,70640.87
2000-05-03,417.21,4061.01,51.38,65.80,43.40,289.00,70895.17
2000-05-04,473.00,4061.18,44.36,54.70,34.40,305.00,71228.39
2000-05-05,375.74,4061.25,44.10,57.30,32.90,305.00,71368.70
2000-05-06,364.68,4061.31,42.88,56.50,29.20,305.00,71487.07
2000-05-07,313.84,4061.32,45.27,58.40,32.00,305.00,71504.61
2000-05-08,296.16,4061.31,47.08,59.60,39.60,305.00,71487.07
2000-05-09,305.00,4061.31,46.84,59.00,34.50,305.00,71487.07
2000-05-10,333.74,4061.34,36.56,45.70,29.70,305.00,71544.07
2000-05-11,245.32,4061.28,37.36,45.70,31.50,305.00,71425.69
2000-05-12,225.42,4061.20,41.00,53.60,27.10,305.00,71267.85
2000-05-13,227.63,4061.12,49.51,61.10,38.10,305.00,71114.39
2000-05-14,194.48,4061.01,52.98,67.20,40.10,305.00,70895.17
2000-05-15,200.58,4060.92,54.03,69.40,38.10,289.00,70719.79
2000-05-16,223.05,4060.89,57.18,70.10,40.00,254.00,70658.41
2000-05-17,246.16,4060.88,54.63,66.70,40.10,255.00,70640.87
2000-05-18,303.63,4060.93,51.99,71.90,32.50,255.00,70737.33
2000-05-19,334.58,4061.01,55.25,70.00,41.10,255.00,70895.17
2000-05-20,306.85,4061.06,57.02,75.40,40.40,256.00,70996.02
2000-05-21,356.47,4061.16,61.99,81.90,44.00,257.00,71193.31
2000-05-22,406.10,4061.31,61.14,76.00,48.50,258.00,71487.07
2000-05-23,423.48,4061.41,55.87,65.70,45.40,324.00,71684.38
2000-05-24,357.84,4061.42,58.93,72.00,46.60,349.00,71701.91
2000-05-25,340.16,4061.41,52.51,67.30,34.60,349.00,71684.38
2000-05-26,310.21,4061.37,55.35,70.10,39.30,350.00,71605.45
2000-05-27,290.32,4061.31,52.74,62.60,41.20,350.00,71487.07
2000-05-28,290.32,4061.25,52.61,67.20,42.70,350.00,71368.70
2000-05-29,260.57,4061.16,48.20,60.80,33.30,349.00,71193.31
2000-05-30,250.32,4061.10,41.44,52.20,32.20,310.00,71074.93
2000-05-31,195.16,4061.05,42.71,53.50,33.70,246.00,70974.09
2000-06-01,207.11,4061.03,49.98,68.00,32.20,227.00,70934.63
2000-06-02,179.37,4060.98,60.27,80.20,40.10,228.00,70838.17
2000-06-03,158.27,4060.91,58.89,78.00,39.70,229.00,70697.87
2000-06-04,180.37,4060.86,64.03,85.70,42.10,229.00,70601.41
2000-06-05,166.58,4060.77,63.99,79.90,49.30,255.00,70426.03
2000-06-06,184.47,4060.66,60.91,79.50,41.40,295.00,70206.80
2000-06-07,167.80,4060.53,60.27,77.10,43.20,296.00,69952.51
2000-06-08,198.42,4060.45,51.82,55.80,47.60,278.00,69794.66
2000-06-09,173.32,4060.39,49.43,60.10,38.60,233.00,69676.28
2000-06-10,119.43,4060.31,45.88,54.60,36.70,199.00,69518.45
2000-06-11,160.10,4060.29,46.85,56.50,33.50,180.00,69478.98
2000-06-12,192.79,4060.33,52.52,61.50,44.40,153.00,69557.91
2000-06-13,155.78,4060.37,56.83,72.30,39.60,116.00,69636.82
2000-06-14,156.95,4060.40,64.30,80.10,45.10,126.00,69698.20
2000-06-15,95.32,4060.34,60.39,69.90,49.10,155.00,69579.83
2000-06-16,104.15,4060.29,55.85,71.10,39.70,155.00,69478.98
2000-06-17,106.37,4060.24,57.69,76.10,39.20,155.00,69382.52
2000-06-18,104.16,4060.19,60.60,76.60,44.00,155.00,69281.68
2000-06-19,56.84,4060.07,55.12,66.40,42.80,174.00,69049.30
2000-06-20,97.07,4059.92,57.88,79.90,37.30,241.00,68763.81
2000-06-21,88.44,4059.68,64.55,83.00,45.80,306.00,68332.29
2000-06-22,106.41,4059.44,61.82,78.40,44.60,326.00,67896.73
2000-06-23,66.97,4059.17,59.45,78.20,40.90,313.00,67408.74
2000-06-24,81.57,4058.94,61.38,79.60,41.10,291.00,66993.34
2000-06-25,60.24,4058.69,60.58,77.30,41.80,290.00,66537.62
2000-06-26,60.27,4058.44,60.42,79.20,41.70,288.00,66085.93
2000-06-27,50.10,4058.18,62.96,81.00,42.50,288.00,65614.07
2000-06-28,45.44,4057.94,65.74,83.90,46.60,263.00,65182.54
2000-06-29,37.84,4057.73,66.87,87.60,45.50,231.00,64799.41
2000-06-30,9.87,4057.52,65.54,85.30,48.40,201.00,64420.31
2000-07-01,17.01,4057.32,56.82,74.20,43.40,200.00,64057.35
2000-07-02,19.87,4057.11,56.54,74.50,36.50,211.00,63678.25
2000-07-03,0.97,4056.84,54.04,64.60,41.10,247.00,63190.26
2000-07-04,27.41,4056.60,52.65,68.20,35.20,247.00,62754.70
2000-07-05,11.41,4056.36,54.72,66.60,41.70,231.00,62319.14
2000-07-06,12.71,4056.14,56.23,67.20,46.30,214.00,61919.88
2000-07-07,19.03,4055.94,61.03,76.70,43.60,200.00,61560.94
2000-07-08,61.74,4055.79,57.63,74.90,46.00,200.00,61286.70
2000-07-09,-2.13,4055.58,60.29,78.00,45.80,189.00,60907.60
2000-07-10,18.30,4055.40,61.23,80.70,41.70,183.00,60580.93
2000-07-11,10.17,4055.21,64.54,84.10,44.60,183.00,60238.13
2000-07-12,0.00,4055.01,69.04,87.90,50.10,183.00,59875.16
2000-07-13,13.80,4054.81,69.75,90.90,49.10,183.00,59539.55
2000-07-14,10.76,4054.59,65.14,85.80,45.10,196.00,59172.14
2000-07-15,8.80,4054.35,58.81,76.40,43.70,209.00,58775.05
2000-07-16,23.76,4054.13,62.48,81.50,41.40,209.00,58407.64
2000-07-17,14.41,4053.90,65.19,78.10,54.00,209.00,58021.68
2000-07-18,16.28,4053.67,61.65,79.40,50.10,209.00,57639.43
2000-07-19,57.45,4053.49,65.47,82.80,48.50,209.00,57338.83
2000-07-20,6.92,4053.25,67.28,88.00,49.60,209.00,56938.02
2000-07-21,5.92,4053.01,68.78,92.00,49.60,208.00,56537.21
2000-07-22,-1.56,4052.76,69.59,88.50,53.10,208.00,56121.56
2000-07-23,4.93,4052.52,62.99,80.00,45.30,207.00,55720.76
2000-07-24,2.09,4052.26,64.38,85.50,43.20,221.00,55286.55
2000-07-25,16.24,4051.91,67.20,87.60,48.10,310.00,54703.89
2000-07-26,16.41,4051.54,65.96,84.20,47.00,327.00,54087.84
2000-07-27,12.02,4051.11,66.92,87.80,47.90,375.00,53367.88
2000-07-28,38.85,4050.63,69.96,94.00,49.10,443.00,52566.26
2000-07-29,29.05,4050.11,70.26,91.60,50.30,465.00,51701.56
2000-07-30,62.44,4049.60,72.55,93.80,52.90,462.00,50909.04
2000-07-31,64.19,4049.08,74.16,94.50,57.20,462.00,50119.99
2000-08-01,44.19,4048.56,69.92,89.90,51.70,442.00,49330.95
2000-08-02,37.59,4048.11,68.56,90.50,48.80,381.00,48649.80
2000-08-03,28.99,4047.71,68.46,94.70,50.80,335.00,48042.84
2000-08-04,-13.81,4047.28,70.77,88.70,55.60,316.00,47388.67
2000-08-05,2.19,4046.87,67.43,89.80,49.90,315.00,46768.22
2000-08-06,-7.31,4046.45,68.11,89.00,49.40,314.00,46130.92
2000-08-07,-0.51,4046.04,67.71,89.60,47.30,314.00,45507.10
2000-08-08,-13.21,4045.65,68.66,93.40,48.30,286.00,44913.63
2000-08-09,-28.41,4045.29,71.25,95.90,49.40,247.00,44367.36
2000-08-10,-40.24,4044.93,68.72,86.30,53.90,229.00,43833.34
2000-08-11,6.28,4044.55,65.32,82.00,48.40,264.00,43322.16
2000-08-12,4.18,4044.14,64.54,86.80,44.00,283.00,42769.13
2000-08-13,-2.84,4043.72,63.33,81.90,45.60,282.00,42204.15
2000-08-14,-4.85,4043.30,61.41,81.60,41.50,280.00,41639.16
2000-08-15,1.18,4042.89,61.13,79.30,44.20,280.00,41086.13
2000-08-16,-4.97,4042.43,60.49,82.00,41.50,307.00,40467.34
2000-08-17,-3.54,4041.95,62.46,84.80,42.00,322.00,39821.64
2000-08-18,-21.49,4041.49,61.71,81.60,44.50,292.00,39199.85
2000-08-19,-13.31,4041.08,56.70,72.30,41.40,264.00,38649.81
2000-08-20,-22.35,4040.66,54.71,70.60,37.40,264.00,38081.84
2000-08-21,-20.85,4040.24,56.01,75.70,37.80,264.00,37516.85
2000-08-22,-10.51,4039.81,62.78,87.70,42.40,265.00,36970.39
2000-08-23,11.68,4039.38,68.93,92.20,46.60,266.00,36465.95
2000-08-24,0.88,4038.93,69.79,87.70,55.60,267.00,35938.11
2000-08-25,20.24,4038.51,65.73,88.00,47.50,268.00,35446.68
2000-08-26,1.88,4038.06,61.73,79.90,45.90,268.00,34918.84
2000-08-27,-3.67,4037.60,58.08,77.70,40.40,269.00,34378.01
2000-08-28,-9.57,4037.16,55.28,76.20,36.10,250.00,33863.17
2000-08-29,-4.52,4036.75,59.79,80.60,42.00,238.00,33382.14
2000-08-30,-10.07,4036.33,57.84,75.40,39.50,239.00,32888.11
2000-08-31,-8.77,4035.91,59.00,75.50,42.00,239.00,32396.67
2000-09-01,-2.52,4035.50,50.59,56.10,47.40,240.00,31915.64
2000-09-02,-14.92,4035.13,47.94,56.70,37.60,204.00,31481.41
2000-09-03,13.26,4034.82,44.80,56.50,35.60,183.00,31144.74
2000-09-04,18.13,4034.54,49.03,61.20,39.20,163.00,30857.40
2000-09-05,15.77,4034.33,47.63,53.20,40.90,123.00,30644.72
2000-09-06,11.00,4034.19,48.77,63.60,37.60,84.00,30499.92
2000-09-07,2.67,4034.09,53.98,72.70,39.60,54.00,30398.11
2000-09-08,16.67,4033.99,54.24,69.60,42.40,68.00,30296.30
2000-09-09,-16.10,4033.80,48.54,63.60,34.90,82.00,30101.72
2000-09-10,4.43,4033.65,49.29,58.60,38.00,82.00,29947.87
2000-09-11,20.41,4033.53,59.94,74.80,50.60,82.00,29825.70
2000-09-12,4.43,4033.38,63.12,84.50,46.40,82.00,29671.85
2000-09-13,0.87,4033.22,63.80,83.80,48.00,83.00,29508.95
2000-09-14,1.07,4033.00,66.33,91.30,48.80,114.00,29284.96
2000-09-15,16.07,4032.78,63.44,79.80,51.00,129.00,29060.97
2000-09-16,0.10,4032.53,58.57,73.40,47.50,129.00,28805.31
2000-09-17,20.63,4032.32,61.77,80.80,47.00,129.00,28590.37
2000-09-18,-20.17,4032.05,61.12,81.10,46.20,119.00,28314.34
2000-09-19,6.70,4031.92,60.16,71.20,45.10,74.00,28180.86
2000-09-20,-4.50,4031.85,54.06,74.30,36.20,32.00,28108.46
2000-09-21,-3.36,4031.78,50.31,63.90,38.80,32.00,28038.32
2000-09-22,-7.50,4031.71,41.45,52.00,33.30,29.00,27965.92
2000-09-23,11.17,4031.68,39.23,59.00,24.90,26.00,27936.50
2000-09-24,4.33,4031.64,43.30,65.30,26.40,26.00,27893.52
2000-09-25,0.90,4031.59,47.71,69.60,30.20,26.00,27843.74
2000-09-26,1.47,4031.55,50.09,74.20,32.10,22.00,27803.02
2000-09-27,6.29,4031.54,52.15,77.10,33.30,12.00,27791.70
2000-09-28,-0.76,4031.52,54.35,76.00,39.00,9.50,27771.34
2000-09-29,-0.76,4031.50,54.95,68.90,41.80,9.50,27750.98
2000-09-30,5.04,4031.49,59.54,72.60,47.30,9.60,27741.93
2000-10-01,10.00,4031.49,54.73,60.60,41.10,10.00,27741.93
2000-10-02,4.30,4031.48,43.45,61.10,30.80,10.00,27730.62
2000-10-03,5.34,4031.47,41.65,58.30,30.30,9.90,27721.57
2000-10-04,3.99,4031.46,42.00,59.60,31.20,9.70,27710.25
2000-10-05,9.70,4031.46,39.77,58.90,27.80,9.70,27710.25
2000-10-06,9.70,4031.46,42.02,65.00,25.20,9.70,27710.25
2000-10-07,9.80,4031.46,45.06,69.50,28.70,9.80,27710.25
2000-10-08,9.80,4031.46,47.46,72.70,31.50,9.80,27710.25
2000-10-09,5.24,4031.45,48.07,64.80,33.20,9.80,27701.20
2000-10-10,24.73,4031.48,46.17,52.30,43.60,9.90,27730.62
2000-10-11,20.16,4031.50,45.24,51.90,39.80,9.90,27750.98
2000-10-12,24.26,4031.52,43.86,50.20,38.10,14.00,27771.34
2000-10-13,16.00,4031.52,46.22,53.60,40.70,16.00,27771.34
2000-10-14,16.00,4031.52,46.39,57.40,35.50,16.00,27771.34
2000-10-15,16.00,4031.52,44.05,61.20,33.30,16.00,27771.34
2000-10-16,16.00,4031.52,46.64,65.00,34.80,16.00,27771.34
2000-10-17,16.00,4031.52,47.22,66.40,35.10,16.00,27771.34
2000-10-18,11.44,4031.51,47.25,62.30,36.90,16.00,27762.29
2000-10-19,10.30,4031.50,48.34,62.60,38.50,16.00,27750.98
2000-10-20,21.70,4031.51,44.99,55.80,39.20,16.00,27762.29
2000-10-21,5.74,4031.49,38.96,47.00,27.80,16.00,27741.93
2000-10-22,16.00,4031.49,33.62,47.90,25.20,16.00,27741.93
2000-10-23,20.56,4031.50,37.32,57.20,26.00,16.00,27750.98
2000-10-24,21.70,4031.51,40.86,62.60,29.00,16.00,27762.29
2000-10-25,9.30,4031.50,41.15,58.50,31.90,15.00,27750.98
2000-10-26,51.50,4031.57,43.04,47.80,36.40,15.00,27823.38
2000-10-27,25.26,4031.59,41.81,50.60,37.40,15.00,27843.74
2000-10-28,30.97,4031.62,39.77,47.30,35.40,15.00,27875.42
2000-10-29,24.13,4031.64,36.77,48.40,32.60,15.00,27893.52
2000-10-30,15.00,4031.64,35.53,48.40,28.00,15.00,27893.52
2000-10-31,26.40,4031.66,36.01,47.80,25.60,15.00,27916.14
2000-11-01,19.56,4031.67,34.16,48.90,26.90,15.00,27925.19
2000-11-02,15.00,4031.67,34.74,47.40,27.80,15.00,27925.19
2000-11-03,10.44,4031.66,35.30,49.00,27.60,15.00,27916.14
2000-11-04,29.83,4031.69,37.03,46.20,29.10,15.00,27945.55
2000-11-05,0.17,4031.66,36.93,42.20,33.00,15.00,27916.14
