date,fb,mm,mx,mn,af
1988-03-08,6182.74,27.55,49.49,10.58,22487.42
1988-03-09,6182.83,28.29,44.38,21.43,22615.93
1988-03-10,6182.84,20.47,22.68,17.57,22635.70
1988-03-11,6182.87,20.07,27.32,11.68,22675.24
1988-03-12,6182.91,14.73,28.50,-6.25,22739.49
1988-03-13,6183.05,20.32,36.84,4.37,22967.35
1988-03-14,6183.20,28.54,46.35,11.99,23195.20
1988-03-15,6183.34,23.82,28.34,16.79,23423.06
1988-03-16,6183.49,26.85,34.95,20.56,23650.91
1988-03-17,6183.63,25.28,42.18,7.12,23878.77
1988-03-18,6183.78,28.67,47.92,11.36,24106.62
1988-03-19,6183.92,36.04,60.58,16.47,24334.48
1988-03-20,6184.07,40.68,58.77,23.55,24562.33
1988-03-21,6184.21,42.34,48.63,32.12,24790.19
1988-03-22,6184.36,38.25,48.71,30.78,25018.04
1988-03-23,6184.50,36.38,45.72,25.99,25245.90
1988-03-24,6184.65,31.23,42.73,10.89,25473.75
1988-03-25,6184.79,43.07,52.17,31.17,25701.61
1988-03-26,6184.94,44.52,61.05,25.51,25929.46
1988-03-27,6185.08,25.94,50.44,18.60,26157.32
1988-03-28,6185.23,21.86,32.51,16.00,26385.17
1988-03-29,6185.37,26.90,35.11,19.77,26613.03
1988-03-30,6185.52,24.94,31.02,21.58,26840.88
1988-03-31,6185.66,29.01,40.45,18.44,27068.74
1988-04-01,6185.81,36.69,56.80,19.77,27313.63
1988-04-02,6185.95,42.03,58.53,24.81,27558.52
1988-04-03,6186.10,42.54,49.41,37.39,27803.41
1988-04-04,6186.24,37.25,43.75,27.24,28048.30
1988-04-05,6186.39,38.62,58.06,22.21,28293.19
1988-04-06,6186.53,50.70,64.04,33.69,28538.08
1988-04-07,6186.78,41.79,56.80,25.51,28969.70
1988-04-08,6186.93,26.86,37.23,18.52,29226.35
1988-04-09,6187.05,33.77,50.83,18.36,29438.51
1988-04-10,6187.16,41.66,63.49,21.11,29623.57
1988-04-11,6187.28,47.66,69.70,27.01,29832.51
1988-04-12,6187.40,51.48,72.37,32.59,30053.38
1988-04-13,6187.50,53.63,66.40,37.70,30226.50
1988-04-14,6187.59,46.82,54.68,37.70,30381.71
1988-04-15,6187.68,46.24,57.67,32.20,30536.92
1988-04-16,6187.79,46.97,62.54,33.61,30733.92
1988-04-17,6187.87,44.83,54.45,37.86,30883.16
1988-04-18,6187.93,41.44,51.38,35.66,30984.64
1988-04-19,6188.05,41.18,52.87,30.39,31197.20
1988-04-20,6188.14,40.39,46.51,34.24,31359.15
1988-04-21,6188.24,36.97,44.70,31.57,31539.78
1988-04-22,6188.30,34.98,42.57,28.11,31651.89
1988-04-23,6188.38,36.54,45.80,30.47,31801.38
1988-04-24,6188.45,38.88,49.65,30.86,31932.18
1988-04-25,6188.53,32.48,40.06,27.09,32069.21
1988-04-26,6188.59,38.51,54.92,21.50,32181.33
1988-04-27,6188.65,46.69,63.17,29.84,32299.68
1988-04-28,6188.68,51.16,61.92,38.72,32355.73
1988-04-29,6188.73,49.33,60.26,34.71,32436.71
1988-04-30,6188.74,34.14,47.06,26.85,32461.62
1988-05-01,6188.76,27.62,36.36,20.88,32492.76
1988-05-02,6188.81,33.82,46.66,18.05,32592.42
1988-05-03,6188.83,41.70,54.92,27.48,32623.57
1988-05-04,6188.87,41.57,54.60,29.29,32698.31
1988-05-05,6188.84,43.24,58.22,29.84,32642.25
1988-05-06,6188.92,34.80,38.88,30.70,32785.51
1988-05-07,6188.94,37.15,45.56,29.84,32829.11
1988-05-08,6189.01,39.95,52.24,26.30,32960.62
1988-05-09,6189.03,44.37,55.63,31.17,32992.64
1988-05-10,6189.03,49.86,65.22,32.04,32992.64
1988-05-11,6189.00,56.30,72.37,37.94,32935.00
1988-05-12,6188.91,59.12,77.56,39.98,32773.05
1988-05-13,6188.87,52.14,62.54,40.37,32698.31
1988-05-14,6188.82,50.26,64.67,33.85,32604.88
1988-05-15,6188.76,58.48,78.82,36.13,32492.76
1988-05-16,6188.60,61.25,73.71,47.76,32200.02
1988-05-17,6188.55,43.08,51.93,35.42,32112.82
1988-05-18,6188.44,41.84,52.09,29.05,31907.27
1988-05-19,6188.33,44.10,57.28,29.37,31701.72
1988-05-20,6188.21,49.07,66.79,27.95,31489.95
1988-05-21,6188.12,54.73,72.21,36.29,31328.00
1988-05-22,6187.98,60.38,76.85,39.98,31068.21
1988-05-23,6187.85,60.39,73.55,48.00,30841.37
1988-05-24,6187.75,59.98,74.18,43.52,30662.28
1988-05-25,6187.60,61.13,76.30,43.44,30405.59
1988-05-26,6187.49,58.93,72.53,42.89,30208.59
1988-05-27,6187.36,55.25,64.43,46.82,29975.78
1988-05-28,6187.18,52.36,64.51,37.15,29665.36
1988-05-29,6187.06,32.53,35.66,31.17,29450.45
1988-05-30,6187.05,31.26,34.95,28.19,29438.51
1988-05-31,6186.96,40.19,52.72,28.11,29273.01
1988-06-01,6186.88,51.03,55.63,45.88,29144.69
1988-06-02,6186.82,56.64,71.74,39.98,29039.70
1988-06-03,6186.71,63.43,79.84,43.99,28847.21
1988-06-04,6186.56,60.90,81.88,43.20,28584.74
1988-06-05,6186.45,47.63,55.86,39.59,28403.93
1988-06-06,6186.29,49.27,64.04,33.61,28129.79
1988-06-07,6186.18,46.16,57.12,36.05,27937.30
1988-06-08,6186.07,45.54,56.96,37.07,27744.82
1988-06-09,6185.93,55.05,73.47,33.77,27516.47
1988-06-10,6185.76,56.34,70.72,43.05,27236.64
1988-06-11,6185.61,54.61,66.32,42.34,26984.79
1988-06-12,6185.47,54.43,64.51,46.58,26760.93
1988-06-13,6185.35,53.64,69.70,35.50,26553.85
1988-06-14,6185.21,58.82,77.17,39.19,26329.99
1988-06-15,6185.03,63.76,80.78,44.70,26027.77
1988-06-16,6184.86,66.25,82.59,46.43,25757.53
1988-06-17,6184.69,65.15,79.05,54.21,25489.12
1988-06-18,6184.52,64.12,81.33,44.46,25226.08
1988-06-19,6184.35,66.85,83.61,47.37,24952.30
1988-06-20,6184.18,70.25,82.28,57.04,24683.88
1988-06-21,6183.96,71.00,85.34,55.08,24341.92
1988-06-22,6183.79,70.26,85.42,57.67,24076.30
1988-06-23,6183.61,70.87,87.70,52.80,23800.27
1988-06-24,6183.42,72.05,91.16,54.92,23508.61
1988-06-25,6183.25,67.59,81.65,59.24,23248.20
1988-06-26,6183.08,64.18,76.77,51.38,22993.00
1988-06-27,6182.89,67.26,82.59,49.49,22704.89
1988-06-28,6182.70,67.71,81.10,52.40,22428.11
1988-06-29,6182.47,51.95,62.23,39.67,22092.02
1988-06-30,6182.27,56.78,79.45,33.85,21800.41
1988-07-01,6182.08,65.66,84.16,42.02,21528.56
1988-07-02,6181.88,68.79,85.19,47.37,21242.66
1988-07-03,6181.68,70.39,85.34,50.20,20960.95
1988-07-04,6181.47,68.35,82.28,55.23,20660.14
1988-07-05,6181.26,64.62,73.87,52.01,20368.88
1988-07-06,6181.16,57.86,70.48,47.53,20257.03
1988-07-07,6181.06,62.93,79.76,35.89,20145.18
1988-07-08,6180.97,66.96,82.28,48.86,20033.33
1988-07-09,6180.87,66.46,83.38,45.17,19921.48
1988-07-10,6180.77,68.91,85.58,47.45,19809.63
1988-07-11,6180.67,67.95,79.68,50.91,19697.78
1988-07-12,6180.58,66.07,79.92,49.81,19585.93
1988-07-13,6180.48,70.74,87.94,49.89,19474.07
1988-07-14,6180.38,71.05,84.40,53.97,19362.22
1988-07-15,6180.28,70.14,85.34,50.83,19250.37
1988-07-16,6180.19,70.02,84.79,52.64,19138.52
1988-07-17,6180.09,66.07,81.81,49.41,19026.67
1988-07-18,6179.99,64.64,81.96,46.58,18914.82
1988-07-19,6179.89,65.40,84.40,42.26,18802.97
1988-07-20,6179.80,70.00,90.69,45.80,18691.12
1988-07-21,6179.70,72.45,91.32,49.65,18579.27
1988-07-22,6179.60,71.61,88.72,51.07,18467.42
1988-07-23,6179.50,73.10,88.57,54.60,18355.57
1988-07-24,6179.41,72.35,89.12,51.38,18243.72
1988-07-25,6179.31,69.36,81.18,55.86,18131.87
1988-07-26,6179.21,68.77,84.32,56.88,18020.02
1988-07-27,6179.11,66.49,77.88,56.02,17908.16
1988-07-28,6179.01,67.88,84.24,49.65,17796.31
1988-07-29,6178.92,72.23,88.25,52.72,17684.46
1988-07-30,6178.82,73.63,90.69,52.48,17572.61
1988-07-31,6178.72,68.22,80.63,58.14,17460.76
1988-08-01,6178.62,65.93,82.99,47.68,17348.91
1988-08-02,6178.53,63.34,78.98,47.45,17237.06
1988-08-03,6178.43,64.76,75.67,55.94,17125.21
1988-08-04,6178.33,62.33,81.96,39.74,17013.36
1988-08-05,6178.23,59.69,79.68,44.62,16901.51
1988-08-06,6178.14,61.66,74.57,48.08,16789.66
1988-08-07,6178.04,57.88,72.29,49.26,16677.81
1988-08-08,6177.94,58.25,65.37,51.62,16565.96
1988-08-09,6177.84,72.33,81.18,57.36,16454.11
1988-08-10,6177.75,65.36,79.53,53.97,16342.25
1988-08-11,6177.65,68.67,82.43,57.75,16230.40
1988-08-12,6177.55,68.36,75.75,58.14,16118.55
1988-08-13,6177.45,57.81,73.47,42.10,16006.70
1988-08-14,6177.36,61.39,79.68,40.37,15894.85
1988-08-15,6177.26,55.95,73.08,45.80,15783.00
1988-08-16,6177.16,57.98,78.03,38.17,15671.15
1988-08-17,6177.06,65.02,84.16,42.73,15559.30
1988-08-18,6176.96,64.97,82.67,48.71,15447.45
1988-08-19,6176.87,66.79,85.03,46.82,15335.60
1988-08-20,6176.77,66.54,83.46,46.58,15223.75
1988-08-21,6176.67,59.96,74.73,44.23,15111.90
1988-08-22,6176.57,60.15,82.59,34.24,15000.05
1988-08-23,6176.48,66.79,86.99,42.57,14888.20
1988-08-24,6176.38,70.57,89.75,50.59,14776.34
1988-08-25,6176.28,71.86,89.59,51.69,14664.49
1988-08-26,6176.18,69.87,80.63,56.80,14552.64
1988-08-27,6176.09,61.54,78.90,42.50,14440.79
1988-08-28,6175.99,64.38,83.30,43.68,14328.94
1988-08-29,6175.89,65.37,84.48,45.64,14217.09
1988-08-30,6175.79,66.52,84.16,48.00,14105.24
1988-08-31,6175.70,65.65,81.33,47.61,13993.39
1988-09-01,6175.60,64.04,82.83,43.60,13881.54
1988-09-02,6175.50,65.30,87.62,43.68,13769.69
1988-09-03,6175.40,66.30,86.52,46.98,13657.84
1988-09-04,6175.31,64.83,86.21,45.48,13545.99
1988-09-05,6175.21,65.57,87.23,46.27,13434.14
1988-09-06,6175.11,66.59,84.24,45.01,13322.29
1988-09-07,6175.01,63.51,78.50,45.01,13210.43
1988-09-08,6174.91,60.75,81.57,39.51,13098.58
1988-09-09,6174.82,63.97,82.12,43.44,12986.73
1988-09-10,6174.72,56.52,70.33,38.17,12874.88
1988-09-11,6174.62,39.75,48.08,33.30,12763.03
1988-09-12,6174.52,43.02,55.47,30.31,12651.18
1988-09-13,6174.43,51.58,63.09,41.32,12539.33
1988-09-14,6174.33,52.28,69.07,34.87,12427.48
1988-09-15,6174.23,55.02,75.44,34.24,12315.63
1988-09-16,6174.13,56.26,70.72,43.36,12203.78
1988-09-17,6174.04,45.42,59.79,33.53,12091.93
1988-09-18,6173.94,39.61,55.00,26.77,11980.08
1988-09-19,6173.84,39.25,57.51,27.24,11868.23
1988-09-20,6173.74,41.75,46.51,39.82,11756.38
1988-09-21,6173.65,44.96,55.23,34.87,11644.52
1988-09-22,6173.55,47.79,63.41,32.28,11532.67
1988-09-23,6173.45,49.97,69.31,30.23,11420.82
1988-09-24,6173.35,52.92,71.90,34.08,11308.97
1988-09-25,6173.26,53.86,68.60,40.06,11197.12
1988-09-26,6173.16,52.74,70.09,34.87,11085.27
1988-09-27,6173.06,46.53,53.74,39.51,10973.42
1988-09-28,6173.06,45.44,62.23,28.19,10975.28
1988-09-29,6173.06,52.55,71.27,34.71,10977.14
1988-09-30,6173.06,54.96,75.44,36.21,10979.00
1988-10-01,6173.06,56.29,77.48,36.05,10980.45
1988-10-02,6173.06,56.12,77.95,36.68,10981.89
1988-10-03,6173.07,55.78,76.22,38.41,10983.34
1988-10-04,6173.07,55.71,73.71,37.39,10984.78
1988-10-05,6173.07,55.90,73.87,40.92,10986.23
1988-10-06,6173.02,51.76,68.44,34.16,10935.01
1988-10-07,6173.03,50.56,69.93,36.60,10944.61
1988-10-08,6173.02,52.87,71.98,35.50,10935.01
1988-10-09,6172.99,54.22,70.80,39.59,10907.08
1988-10-10,6173.00,53.27,66.95,38.25,10919.00
1988-10-11,6172.98,49.91,67.10,33.69,10898.14
1988-10-12,6172.95,48.46,62.31,37.39,10871.32
1988-10-13,6172.92,49.49,66.95,34.08,10844.51
1988-10-14,6172.91,51.35,58.69,43.20,10835.57
1988-10-15,6172.88,46.70,63.96,32.04,10808.75
1988-10-16,6172.86,50.14,67.10,34.32,10793.85
1988-10-17,6172.84,50.21,64.82,35.97,10772.99
1988-10-18,6172.81,52.96,70.72,33.85,10746.18
1988-10-19,6172.79,52.40,63.72,39.67,10731.28
1988-10-20,6172.76,46.82,67.26,31.17,10704.46
1988-10-21,6172.74,49.80,72.61,30.31,10689.56
1988-10-22,6172.71,51.52,61.29,38.17,10659.76
1988-10-23,6172.70,47.09,68.36,30.07,10653.80
1988-10-24,6172.67,47.43,66.95,30.15,10626.99
1988-10-25,6172.65,47.44,69.93,31.80,10606.13
1988-10-26,6172.63,46.09,63.49,28.34,10591.23
1988-10-27,6172.61,42.12,58.30,28.66,10570.37
1988-10-28,6172.59,44.43,61.99,27.17,10555.47
1988-10-29,6172.56,45.60,62.15,34.32,10528.66
1988-10-30,6172.57,43.10,62.39,26.06,10540.57
1988-10-31,6172.52,43.71,67.65,24.65,10492.90
1988-11-01,6172.52,48.21,62.62,33.22,10492.90
1988-11-02,6172.54,43.59,49.26,38.25,10513.76
1988-11-03,6172.53,45.52,50.28,41.24,10504.82
1988-11-04,6172.55,41.45,47.37,33.22,10519.72
1988-11-05,6172.55,42.76,57.36,28.03,10519.72
1988-11-06,6172.56,38.86,53.27,29.37,10528.66
1988-11-07,6172.53,31.90,39.51,22.37,10504.82
1988-11-08,6172.53,33.89,39.19,29.76,10504.82
1988-11-09,6172.54,30.48,37.23,19.46,10513.76
1988-11-10,6172.57,35.32,40.84,29.37,10540.57
1988-11-11,6172.59,32.50,37.54,28.19,10555.47
1988-11-12,6172.57,36.74,43.12,28.34,10540.57
1988-11-13,6172.65,34.70,41.87,29.76,10606.13
1988-11-14,6172.65,28.62,31.49,24.81,10606.13
1988-11-15,6172.66,24.91,32.35,14.27,10618.05
1988-11-16,6172.70,27.66,31.88,21.27,10653.80
1988-11-17,6172.71,26.96,31.02,22.45,10659.76
1988-11-18,6172.74,22.12,25.99,13.09,10689.56
1988-11-19,6172.73,14.94,27.56,8.30,10680.62
1988-11-20,6172.75,20.45,27.72,6.96,10695.52
1988-11-21,6172.76,21.29,34.48,6.72,10704.46
1988-11-22,6172.83,36.69,49.02,32.35,10767.03
1988-11-23,6172.98,32.54,48.47,22.61,10898.14
1988-11-24,6173.02,21.13,26.54,10.34,10935.01
1988-11-25,6173.08,21.90,27.40,12.78,10989.43
1988-11-26,6173.10,22.59,27.01,11.83,11011.84
1988-11-27,6173.12,9.41,24.73,-6.41,11027.85
1988-11-28,6173.18,26.90,42.42,17.57,11085.47
1988-11-29,6173.18,21.57,29.05,4.13,11085.47
1988-11-30,6173.19,6.53,22.13,-4.91,11095.08
1988-12-01,6173.20,6.41,24.65,-6.41,11107.88
1988-12-02,6173.21,8.93,23.71,-1.69,11111.08
1988-12-03,6173.23,10.85,24.81,2.87,11133.49
1988-12-04,6173.23,6.97,22.13,-2.63,11133.49
1988-12-05,6173.23,8.55,25.83,-3.89,11133.49
1988-12-06,6173.26,24.07,41.63,4.21,11162.30
1988-12-07,6173.26,30.43,32.20,27.48,11162.30
1988-12-08,6173.28,24.21,30.00,13.09,11178.31
1988-12-09,6173.30,26.67,35.81,10.97,11200.72
1988-12-10,6173.32,28.94,33.69,21.35,11216.73
1988-12-11,6173.32,19.67,26.46,11.44,11216.73
1988-12-12,6173.35,20.07,30.00,9.40,11245.54
1988-12-13,6173.36,33.28,48.24,20.48,11258.34
1988-12-14,6173.39,19.47,24.65,15.14,11283.96
1988-12-15,6173.39,14.18,24.10,-0.43,11283.96
1988-12-16,6173.39,4.26,19.46,-6.64,11283.96
1988-12-17,6173.42,16.59,41.63,-1.85,11312.77
1988-12-18,6173.41,12.72,24.81,4.05,11303.16
1988-12-19,6173.43,21.59,29.60,7.90,11322.37
1988-12-20,6173.44,23.68,30.55,10.73,11328.77
1988-12-21,6173.49,23.82,30.31,20.56,11380.00
1988-12-22,6173.52,22.97,25.91,20.17,11408.81
1988-12-23,6173.53,17.33,25.75,8.53,11418.41
1988-12-24,6173.56,18.47,24.89,12.15,11447.23
1988-12-25,6173.58,17.25,24.26,12.31,11463.23
1988-12-26,6173.58,5.60,12.31,-14.03,11463.23
1988-12-27,6173.60,-11.18,8.30,-27.63,11485.64
1988-12-28,6173.61,-4.24,9.48,-17.10,11492.04
1988-12-29,6173.63,-3.08,14.27,-25.75,11514.45
1988-12-30,6173.67,21.26,31.96,10.73,11546.47
1988-12-31,6173.67,23.80,28.89,19.46,11546.47
1989-01-01,6173.69,3.34,20.72,-14.66,11568.88
1989-01-02,6173.69,12.22,22.29,2.40,11568.88
1989-01-03,6173.70,14.60,21.98,2.09,11578.48
1989-01-04,6173.72,7.65,17.65,-0.12,11597.69
1989-01-05,6173.76,27.74,35.18,10.10,11636.11
1989-01-06,6173.77,15.16,19.85,8.93,11642.51
1989-01-07,6173.80,12.35,21.03,3.81,11668.12
1989-01-08,6173.82,11.93,22.05,-6.48,11690.53
1989-01-09,6173.88,31.89,35.81,22.68,11748.15
1989-01-10,6173.90,25.60,35.03,17.02,11764.16
1989-01-11,6173.90,17.71,19.77,15.29,11764.16
1989-01-12,6173.91,14.03,23.23,-5.93,11773.76
1989-01-13,6173.91,6.80,27.87,-8.37,11773.76
1989-01-14,6173.95,12.41,23.00,-6.48,11812.18
1989-01-15,6173.96,-3.05,14.35,-18.51,11824.99
1989-01-16,6173.97,17.44,25.91,2.32,11831.39
1989-01-17,6173.99,6.01,26.22,-8.21,11853.80
1989-01-18,6173.99,4.02,16.00,-5.15,11853.80
1989-01-19,6174.01,3.70,18.67,-5.46,11870.45
1989-01-20,6174.01,0.99,17.02,-8.61,11870.45
1989-01-21,6174.05,6.42,30.70,-10.10,11910.78
1989-01-22,6174.05,37.08,42.57,22.53,11910.78
1989-01-23,6174.09,11.27,22.13,-16.47,11951.12
1989-01-24,6174.07,-12.61,3.03,-22.13,11927.59
1989-01-25,6174.10,-0.52,19.77,-21.97,11957.84
1989-01-26,6174.10,-1.48,12.23,-12.93,11957.84
1989-01-27,6174.12,7.19,27.79,-9.16,11981.38
1989-01-28,6174.13,18.28,31.88,4.76,11991.46
1989-01-29,6174.16,27.17,36.21,13.88,12021.71
1989-01-30,6174.17,17.52,29.05,8.61,12028.44
1989-01-31,6174.22,29.62,48.55,3.81,12078.86
1989-02-01,6174.25,26.24,39.19,13.88,12109.11
1989-02-02,6174.28,14.21,19.85,9.08,12139.37
1989-02-03,6174.30,12.51,18.12,-1.53,12156.17
1989-02-04,6174.31,0.12,5.15,-6.01,12166.26
1989-02-05,6174.35,-7.58,1.93,-20.32,12206.59
1989-02-06,6174.35,-20.76,-3.73,-33.84,12206.59
1989-02-07,6174.36,-20.56,-0.59,-32.51,12220.04
1989-02-08,6174.40,-3.35,22.53,-27.16,12253.66
1989-02-09,6174.42,23.82,31.41,15.77,12277.19
1989-02-10,6174.43,27.34,35.97,21.27,12290.63
1989-02-11,6174.44,24.12,31.73,19.22,12297.35
1989-02-12,6174.47,20.54,23.47,18.99,12324.25
1989-02-13,6174.49,18.18,21.11,14.04,12347.78
1989-02-14,6174.50,9.56,19.38,-11.04,12354.50
1989-02-15,6174.53,-5.24,9.48,-19.77,12384.75
1989-02-16,6174.54,15.37,28.74,0.36,12394.84
1989-02-17,6174.57,27.94,37.31,16.87,12425.09
1989-02-18,6174.60,32.30,37.62,26.30,12451.98
1989-02-19,6174.65,30.98,34.79,27.95,12505.77
1989-02-20,6174.66,28.48,33.69,10.26,12519.21
1989-02-21,6174.68,13.93,32.35,-2.16,12536.02
1989-02-22,6174.73,36.53,46.90,29.92,12583.08
1989-02-23,6174.74,35.53,41.71,24.33,12593.17
1989-02-24,6174.75,29.03,45.25,12.78,12606.61
1989-02-25,6174.79,36.43,48.08,25.28,12646.95
1989-02-26,6174.83,36.45,43.52,25.28,12680.56
1989-02-27,6174.86,24.64,37.23,12.38,12717.54
1989-02-28,6174.91,26.39,35.73,18.91,12764.60
1989-03-01,6174.99,27.87,42.02,13.88,12845.28
1989-03-02,6175.06,31.92,40.45,15.69,12919.69
1989-03-03,6175.10,11.10,16.00,1.61,12955.32
1989-03-04,6175.15,9.15,25.20,-10.02,13012.32
1989-03-05,6175.26,28.97,35.89,21.03,13122.77
1989-03-06,6175.33,40.31,47.13,34.24,13197.58
1989-03-07,6175.44,36.62,41.32,31.25,13315.15
1989-03-08,6175.65,41.34,46.35,31.17,13536.04
1989-03-09,6176.10,47.82,57.04,40.22,14011.82
1989-03-10,6176.91,41.86,52.80,31.80,14912.43
1989-03-11,6177.72,45.71,53.97,33.61,15843.68
1989-03-12,6178.48,37.32,52.95,24.18,16756.94
1989-03-13,6179.08,32.17,40.92,25.36,17497.81
1989-03-14,6179.46,26.55,34.95,20.72,17982.26
1989-03-15,6179.80,35.09,46.58,21.82,18414.80
1989-03-16,6180.13,30.91,47.45,24.18,18846.03
1989-03-17,6180.39,30.75,37.23,25.59,19189.05
1989-03-18,6180.70,35.45,40.29,32.04,19604.30
1989-03-19,6180.97,31.12,38.01,25.44,19965.38
1989-03-20,6181.18,20.91,35.34,3.34,20254.29
1989-03-21,6181.42,28.30,41.63,9.24,20593.29
1989-03-22,6181.77,41.25,49.49,32.04,21085.09
1989-03-23,6182.18,38.05,50.83,26.61,21671.90
1989-03-24,6182.60,37.26,45.56,31.33,22284.78
1989-03-25,6183.06,34.78,41.71,31.57,22956.54
1989-03-26,6183.57,33.83,37.62,31.41,23742.98
1989-03-27,6184.06,37.64,44.70,31.02,24496.00
1989-03-28,6184.71,42.13,49.41,33.14,25521.33
1989-03-29,6185.45,34.21,42.57,28.74,26721.75
1989-03-30,6186.01,36.73,50.44,26.61,27645.67
1989-03-31,6186.57,37.30,45.48,30.00,28608.07
1989-04-01,6187.09,36.28,44.54,30.31,29504.18
1989-04-02,6187.55,34.68,37.39,29.29,30310.07
1989-04-03,6187.99,31.65,37.70,28.19,31086.12
1989-04-04,6188.37,34.97,48.86,20.33,31782.70
1989-04-05,6188.84,44.56,63.02,28.19,32642.25
1989-04-06,6189.48,47.09,65.92,30.00,33838.07
1989-04-07,6190.20,47.87,63.49,31.80,35207.20
1989-04-08,6191.06,46.65,58.85,35.11,36887.30
1989-04-09,6191.94,40.68,52.87,30.55,38654.70
1989-04-10,6192.58,43.99,64.59,30.39,39985.99
1989-04-11,6193.23,42.49,53.97,31.57,41353.92
1989-04-12,6193.79,45.22,59.64,30.62,42552.40
1989-04-13,6194.27,46.79,66.24,29.05,43600.46
1989-04-14,6194.73,51.57,68.83,35.34,44622.40
1989-04-15,6195.16,49.41,56.10,40.53,45593.77
1989-04-16,6195.58,48.21,60.11,35.81,46558.78
1989-04-17,6195.95,48.87,61.84,33.61,47407.05
1989-04-18,6196.31,52.82,71.27,35.42,48252.00
1989-04-19,6196.64,56.25,70.88,42.65,49028.00
1989-04-20,6196.94,56.44,70.56,39.43,49724.00
1989-04-21,6197.22,54.61,69.15,41.16,50413.69
1989-04-22,6197.45,40.82,48.39,34.87,50967.92
1989-04-23,6197.62,37.24,45.64,29.21,51373.25
1989-04-24,6197.81,38.86,52.48,30.07,51844.76
1989-04-25,6197.94,33.52,43.28,23.63,52159.10
1989-04-26,6198.09,33.87,44.78,24.26,52530.20
1989-04-27,6198.21,35.08,45.17,25.36,52829.31
1989-04-28,6198.33,36.62,44.62,28.34,53136.97
1989-04-29,6198.46,40.39,55.47,24.57,53461.72
1989-04-30,6198.59,45.15,60.03,24.65,53777.93
1989-05-01,6198.69,51.58,61.99,42.57,54025.76
1989-05-02,6198.78,46.77,57.20,31.02,54265.05
1989-05-03,6198.86,47.62,58.53,37.94,54461.61
1989-05-04,6199.05,45.59,50.04,43.68,54564.16
1989-05-05,6199.09,,,,54814.96
1989-05-06,6199.19,,,,54984.97
1989-05-07,6199.24,,,,55239.98
1989-05-08,6199.29,,,,55494.99
1989-05-09,6199.34,,,,55835.00
1989-05-10,6199.53,50.78,54.60,41.24,56170.09
1989-05-11,6199.63,41.56,51.38,34.63,56432.95
1989-05-12,6199.69,39.85,49.89,30.55,56599.43
1989-05-13,6199.78,41.63,54.29,29.29,56827.24
1989-05-14,6199.84,42.67,53.27,29.84,56976.19
1989-05-15,6199.89,41.97,50.12,33.69,57098.86
1989-05-16,6199.98,45.55,56.02,30.94,57344.19
1989-05-17,6200.03,51.14,67.65,31.49,57469.25
1989-05-18,6200.06,46.01,58.38,32.75,57541.46
1989-05-19,6200.06,39.71,57.36,22.61,57541.46
1989-05-20,6200.14,48.81,66.00,25.59,57767.14
1989-05-21,6200.16,52.18,68.28,34.01,57812.28
1989-05-22,6200.23,56.34,71.74,36.13,58001.85
1989-05-23,6200.19,47.94,57.04,41.32,57893.52
1989-05-24,6200.22,38.56,44.46,32.98,57965.74
1989-05-25,6200.22,36.09,45.33,28.42,57965.74
1989-05-26,6200.28,43.81,63.02,24.65,58128.23
1989-05-27,6200.31,52.10,66.95,36.84,58200.45
1989-05-28,6200.30,43.63,53.58,36.84,58191.42
1989-05-29,6200.30,37.48,47.06,26.54,58191.42
1989-05-30,6200.32,44.04,56.02,33.14,58236.56
1989-05-31,6200.25,47.90,63.17,29.21,58046.99
1989-06-01,6200.20,52.88,68.83,34.71,57920.61
1989-06-02,6200.14,56.22,70.88,38.41,57767.14
1989-06-03,6200.04,49.70,58.14,38.25,57496.33
1989-06-04,6200.00,51.54,60.97,38.64,57388.00
1989-06-05,6199.94,52.86,66.71,39.43,57239.05
1989-06-06,6199.93,53.13,71.82,37.78,57204.00
1989-06-07,6199.87,57.63,73.87,39.67,57055.05
1989-06-08,6199.80,61.70,75.44,43.52,56871.05
1989-06-09,6199.71,56.30,63.88,48.39,56643.24
1989-06-10,6199.64,57.08,71.27,42.89,56459.24
1989-06-11,6199.56,59.02,73.32,40.22,56257.71
1989-06-12,6199.49,61.21,75.75,42.42,56082.48
1989-06-13,6199.38,63.65,76.46,47.13,55793.33
1989-06-14,6199.31,66.73,83.85,46.66,55609.33
1989-06-15,6199.18,66.27,82.51,49.18,55276.38
1989-06-16,6199.03,56.82,66.79,48.55,54890.86
1989-06-17,6198.88,58.84,75.28,38.25,54521.43
1989-06-18,6198.75,63.68,80.86,43.20,54188.14
1989-06-19,6198.57,62.48,77.40,44.23,53735.20
1989-06-20,6198.36,46.81,53.97,39.82,53213.88
1989-06-21,6198.26,47.84,64.12,31.02,52957.50
1989-06-22,6198.07,48.83,62.39,34.01,52487.47
1989-06-23,6197.91,49.40,60.58,38.25,52076.38
1989-06-24,6197.78,53.86,65.22,39.51,51762.04
1989-06-25,6197.64,55.54,72.14,35.73,51431.16
1989-06-26,6197.50,60.22,75.52,42.26,51083.73
1989-06-27,6197.35,61.08,71.43,54.05,50728.03
1989-06-28,6197.19,60.95,75.28,44.23,50339.24
1989-06-29,6197.05,64.79,82.43,42.50,49991.81
1989-06-30,6196.88,62.16,72.37,45.80,49588.00
1989-07-01,6196.72,59.86,75.67,40.92,49212.00
