date,wz,wi,wk,qu,qd
1983-01-10,,,,420.29,221.00
1983-01-11,,,,327.60,256.00
1983-01-12,,,,251.21,256.00
1983-01-13,,,,213.05,256.00
1983-01-14,,,,184.54,256.00
1983-01-15,,,,146.87,256.00
1983-01-16,,,,142.63,256.00
1983-01-17,,,,129.06,256.00
1983-01-18,,,,115.78,256.00
1983-01-19,,,,122.64,225.00
1983-01-20,,,,160.20,188.00
1983-01-21,,,,189.26,115.00
1983-01-22,,,,165.20,100.00
1983-01-23,,,,158.03,102.00
1983-01-24,,,,118.71,100.00
1983-01-25,,,,134.79,102.00
1983-01-26,,,,238.20,102.00
1983-01-27,,,,205.82,102.00
1983-01-28,,,,249.08,102.00
1983-01-29,,,,183.05,102.00
1983-01-30,,,,178.49,102.00
1983-01-31,,,,145.17,102.00
1983-02-01,,,,188.46,102.00
1983-02-02,,,,122.02,69.00
1983-02-03,,,,104.33,53.00
1983-02-04,,,,100.48,53.00
1983-02-05,,,,84.12,53.00
1983-02-06,,,,117.86,53.00
1983-02-07,,,,78.25,55.00
1983-02-08,,,,96.80,55.00
1983-02-09,,,,106.23,55.00
1983-02-10,,,,125.05,55.00
1983-02-11,,,,172.14,55.00
1983-02-12,,,,224.58,55.00
1983-02-13,,,,263.82,55.00
1983-02-14,,,,280.01,55.00
1983-02-15,,,,296.43,55.00
1983-02-16,,,,460.69,55.00
1983-02-17,,,,471.90,55.00
1983-02-18,,,,614.62,69.00
1983-02-19,,,,678.31,179.00
1983-02-20,,,,529.03,179.00
1983-02-21,,,,437.84,179.00
1983-02-22,,,,474.16,197.00
1983-02-23,,,,508.48,207.00
1983-02-24,,,,467.89,207.00
1983-02-25,,,,409.67,207.00
1983-02-26,,,,343.19,211.00
1983-02-27,,,,293.69,211.00
1983-02-28,,,,248.74,164.00
1983-03-01,,,,222.56,111.00
1983-03-02,,,,235.42,102.00
1983-03-03,,,,275.53,104.00
1983-03-04,,,,1150.16,542.00
1983-03-05,,,,1222.32,775.00
1983-03-06,,,,903.17,775.00
1983-03-07,,,,808.55,775.00
1983-03-08,,,,787.63,782.00
1983-03-09,,,,798.71,782.00
1983-03-10,,,,726.11,782.00
1983-03-11,,,,759.67,782.00
1983-03-12,,,,842.08,775.00
1983-03-13,,,,892.66,775.00
1983-03-14,,,,798.84,782.00
1983-03-15,,,,624.41,602.00
1983-03-16,,,,484.51,355.00
1983-03-17,,,,390.17,158.00
1983-03-18,,,,326.08,75.00
1983-03-19,,,,251.55,39.00
1983-03-20,,,,226.38,24.00
1983-03-21,,,,208.06,22.00
1983-03-22,,,,122.44,29.00
1983-03-23,,,,155.17,38.00
1983-03-24,,,,161.52,38.00
1983-03-25,,,,207.10,95.00
1983-03-26,,,,188.26,135.00
1983-03-27,,,,286.66,263.00
1983-03-28,,,,396.34,420.00
1983-03-29,,,,402.73,385.00
1983-03-30,,,,461.79,355.00
1983-03-31,,,,466.66,282.00
1983-04-01,,,,436.91,395.00
1983-04-02,,,,343.03,361.00
1983-04-03,,,,114.08,144.00
1983-04-04,,,,239.66,144.00
1983-04-05,,,,161.84,144.00
1983-04-06,,,,114.23,144.00
1983-04-07,,,,12.54,144.00
1983-04-08,,,,19.00,144.00
1983-04-09,,,,31.26,144.00
1983-04-10,,,,108.52,144.00
1983-04-11,,,,155.86,144.00
1983-04-12,,,,144.00,144.00
1983-04-13,,,,148.90,143.00
1983-04-14,,,,131.18,143.00
1983-04-15,,,,103.15,115.00
1983-04-16,,,,75.15,87.00
1983-04-17,,,,73.00,73.00
1983-04-18,,,,80.70,57.00
1983-04-19,,,,83.62,60.00
1983-04-20,,,,119.33,60.00
1983-04-21,,,,123.73,106.00
1983-04-22,,,,157.84,140.00
1983-04-23,,,,134.90,123.00
1983-04-24,,,,104.00,104.00
1983-04-25,,,,73.19,91.00
1983-04-26,,,,59.22,83.00
1983-04-27,,,,57.18,69.00
1983-04-28,,,,53.09,59.00
1983-04-29,,,,127.06,133.00
1983-04-30,,,,179.19,197.00
1983-05-01,,,,232.33,179.00
1983-05-02,,,,223.66,188.00
1983-05-03,,,,530.13,542.00
1983-05-04,,,,524.05,530.00
1983-05-05,,,,520.71,485.00
1983-05-06,,,,378.38,420.00
1983-05-07,,,,256.46,375.00
1983-05-08,,,,315.92,375.00
1983-05-09,,,,425.01,360.00
1983-05-10,,,,380.95,298.00
1983-05-11,,,,274.58,239.00
1983-05-12,,,,101.83,173.00
1983-05-13,,,,131.58,173.00
1983-05-14,,,,125.90,120.00
1983-05-15,,,,122.59,93.00
1983-05-16,,,,146.32,93.00
1983-05-17,,,,140.55,93.00
1983-05-18,,,,153.48,94.00
1983-05-19,,,,135.70,94.00
1983-05-20,,,,130.80,95.00
1983-05-21,,,,98.92,87.00
1983-05-22,,,,90.82,55.00
1983-05-23,,,,43.94,32.00
1983-05-24,,,,100.65,23.00
1983-05-25,,,,55.70,20.00
1983-05-26,,,,43.71,20.00
1983-05-27,,,,39.51,18.00
1983-05-28,,,,38.17,18.00
1983-05-29,,,,12.04,18.00
1983-05-30,,,,0.15,18.00
1983-05-31,,,,11.23,41.00
1983-06-01,,,,1.73,85.00
1983-06-02,,,,-53.26,102.00
1983-06-03,,,,18.70,102.00
1983-06-04,,,,49.90,133.00
1983-06-05,,,,111.18,200.00
1983-06-06,,,,204.67,246.00
1983-06-07,,,,133.94,246.00
1983-06-08,,,,13.26,242.00
1983-06-09,,,,-1.56,243.00
1983-06-10,,,,11.71,243.00
1983-06-11,,,,41.96,243.00
1983-06-12,,,,26.06,243.00
1983-06-13,,,,21.90,243.00
1983-06-14,,,,34.62,243.00
1983-06-15,,,,36.00,243.00
1983-06-16,,,,37.27,243.00
1983-06-17,,,,11.10,243.00
1983-06-18,,,,18.24,243.00
1983-06-19,,,,14.54,243.00
1983-06-20,,,,5.32,243.00
1983-06-21,,,,7.23,243.00
1983-06-22,,,,-2.60,242.00
1983-06-23,,,,-4.41,242.00
1983-06-24,,,,-1.88,239.00
1983-06-25,,,,-5.40,239.00
1983-06-26,,,,-3.34,239.00
1983-06-27,,,,51.88,239.00
1983-06-28,,,,3.31,221.00
1983-06-29,,,,10.70,211.00
1983-06-30,,,,-18.02,207.00
1983-07-01,,,,27.49,173.00
1983-07-02,,,,-9.12,146.00
1983-07-03,,,,37.46,125.00
1983-07-04,,,,-3.22,125.00
1983-07-05,,,,-12.81,125.00
1983-07-06,,,,10.56,173.00
1983-07-07,,,,-19.82,197.00
1983-07-08,,,,22.90,218.00
1983-07-09,,,,-10.35,228.00
1983-07-10,,,,-25.91,225.00
1983-07-11,,,,16.17,225.00
1983-07-12,,,,-1.98,207.00
1983-07-13,,,,-50.66,194.00
1983-07-14,,,,-29.45,194.00
1983-07-15,,,,-4.04,194.00
1983-07-16,,,,-28.89,191.00
1983-07-17,,,,-22.34,191.00
1983-07-18,,,,-42.12,191.00
1983-07-19,,,,7.96,218.00
1983-07-20,,,,-25.71,239.00
1983-07-21,,,,-18.26,239.00
1983-07-22,,,,-47.30,267.00
1983-07-23,,,,-11.75,294.00
1983-07-24,,,,-5.19,310.00
1983-07-25,,,,3.79,306.00
1983-07-26,,,,-27.12,306.00
1983-07-27,,,,-12.49,290.00
1983-07-28,,,,0.44,282.00
1983-07-29,,,,0.01,278.00
1983-07-30,,,,-4.74,278.00
1983-07-31,,,,2.98,278.00
1983-08-01,,,,14.53,278.00
1983-08-02,,,,-26.09,278.00
1983-08-03,,,,-23.28,278.00
1983-08-04,,,,-10.71,278.00
1983-08-05,,,,17.35,302.00
1983-08-06,,,,-26.25,306.00
1983-08-07,,,,-12.90,306.00
1983-08-08,,,,15.27,302.00
1983-08-09,,,,-3.56,294.00
1983-08-10,,,,-14.65,282.00
1983-08-11,,,,1.10,282.00
1983-08-12,,,,-23.41,282.00
1983-08-13,,,,52.34,278.00
1983-08-14,,,,23.65,278.00
1983-08-15,,,,10.05,278.00
1983-08-16,,,,8.51,278.00
1983-08-17,,,,-8.62,298.00
1983-08-18,,,,-9.60,314.00
1983-08-19,,,,14.19,314.00
1983-08-20,,,,2.29,310.00
1983-08-21,,,,-2.23,306.00
1983-08-22,,,,3.51,286.00
1983-08-23,,,,46.70,274.00
1983-08-24,,,,-27.42,200.00
1983-08-25,,,,-5.55,173.00
1983-08-26,,,,12.15,170.00
1983-08-27,,,,10.69,188.00
1983-08-28,,,,4.42,214.00
1983-08-29,,,,-17.99,200.00
1983-08-30,,,,-6.81,188.00
1983-08-31,,,,-10.38,188.00
1983-09-01,,,,-4.01,185.00
1983-09-02,,,,-6.56,164.00
1983-09-03,,,,-0.77,152.00
1983-09-04,,,,-8.08,152.00
1983-09-05,,,,-2.98,152.00
1983-09-06,,,,5.16,179.00
1983-09-07,,,,-3.85,188.00
1983-09-08,,,,-7.74,204.00
1983-09-09,,,,-2.55,211.00
1983-09-10,,,,-4.81,211.00
1983-09-11,,,,14.33,211.00
1983-09-12,,,,5.48,194.00
1983-09-13,,,,-12.30,179.00
1983-09-14,,,,-19.21,179.00
1983-09-15,,,,-24.28,176.00
1983-09-16,,,,-28.90,176.00
1983-09-17,,,,-16.31,176.00
1983-09-18,,,,-12.59,176.00
1983-09-19,,,,-15.80,161.00
1983-09-20,,,,-9.28,143.00
1983-09-21,,,,-7.88,108.00
1983-09-22,,,,-0.31,83.00
1983-09-23,,,,0.13,75.00
1983-09-24,,,,3.32,75.00
1983-09-25,,,,-5.66,73.00
1983-09-26,,,,1.53,87.00
1983-09-27,,,,-11.17,113.00
1983-09-28,,,,-6.95,113.00
1983-09-29,,,,-4.45,85.00
1983-09-30,,,,-8.40,30.00
1983-10-01,,,,-2.39,0.00
1983-10-02,,,,0.00,0.00
1983-10-03,,,,0.00,0.00
1983-10-04,,,,0.00,0.00
1983-10-05,,,,0.00,0.00
1983-10-06,,,,4.79,0.00
1983-10-07,,,,0.00,0.00
1983-10-08,,,,0.00,0.00
1983-10-09,,,,9.56,0.00
1983-10-10,,,,4.81,0.00
1983-10-11,,,,7.20,0.00
1983-10-12,,,,4.81,0.00
1983-10-13,,,,2.40,0.00
1983-10-14,,,,0.00,0.00
1983-10-15,,,,2.40,0.00
1983-10-16,,,,2.41,0.00
1983-10-17,,,,4.78,0.00
1983-10-18,,,,7.23,0.00
1983-10-19,,,,2.41,0.00
1983-10-20,,,,9.65,0.00
1983-10-21,,,,12.05,0.00
1983-10-22,,,,7.25,0.00
1983-10-23,,,,7.26,0.00
1983-10-24,,,,4.84,0.00
1983-10-25,,,,9.67,0.00
1983-10-26,,,,9.70,0.00
1983-10-27,,,,9.72,0.00
1983-10-28,,,,2.43,0.00
1983-10-29,,,,7.27,0.00
1983-10-30,,,,9.74,0.00
1983-10-31,,,,7.31,0.00
1983-11-01,,,,17.06,0.00
1983-11-02,,,,7.34,0.00
1983-11-03,,,,14.69,0.00
1983-11-04,,,,9.77,0.00
1983-11-05,,,,22.11,0.00
1983-11-06,,,,14.74,0.00
1983-11-07,,,,14.80,0.00
1983-11-08,,,,0.00,0.00
1983-11-09,,,,22.20,0.00
1983-11-10,,,,24.76,0.00
1983-11-11,,,,14.90,0.00
1983-11-12,,,,22.37,0.00
1983-11-13,,,,19.94,0.00
1983-11-14,,,,20.01,0.00
1983-11-15,,,,30.07,0.00
1983-11-16,,,,40.24,0.00
1983-11-17,,,,45.52,0.00
1983-11-18,,,,43.22,0.00
1983-11-19,,,,43.40,0.00
1983-11-20,,,,33.35,0.00
1983-11-21,,,,41.23,0.00
1983-11-22,,,,49.18,0.00
1983-11-23,,,,39.03,0.00
1983-11-24,,,,49.71,0.00
1983-11-25,,,,63.15,0.00
1983-11-26,,,,60.93,0.00
1983-11-27,,,,58.66,0.00
1983-11-28,,,,64.43,0.00
1983-11-29,,,,64.89,0.00
1983-11-30,,,,65.34,0.00
1983-12-01,,,,63.07,0.00
1983-12-02,,,,69.01,0.00
1983-12-03,,,,54.52,0.00
1983-12-04,,,,54.12,0.00
1983-12-05,,,,56.22,0.00
1983-12-06,,,,62.20,0.00
1983-12-07,,,,62.58,0.00
1983-12-08,,,,63.04,0.00
1983-12-09,,,,141.80,0.00
1983-12-10,,,,380.04,0.00
1983-12-11,,,,285.18,0.00
1983-12-12,,,,219.89,0.00
1983-12-13,,,,229.98,0.00
1983-12-14,,,,338.24,0.00
1983-12-15,,,,585.69,0.00
1983-12-16,,,,369.40,0.00
1983-12-17,,,,246.18,0.00
1983-12-18,,,,192.67,0.00
1983-12-19,,,,156.23,0.00
1983-12-20,,,,121.75,0.00
1983-12-21,,,,92.88,0.00
1983-12-22,,,,50.03,0.00
1983-12-23,,,,43.51,0.00
1983-12-24,,,,43.66,0.00
1983-12-25,,,,70.80,0.00
1983-12-26,,,,74.59,0.00
1983-12-27,,,,56.22,0.00
1983-12-28,,,,51.47,0.00
1983-12-29,,,,57.70,0.00
1983-12-30,,,,76.33,0.00
1983-12-31,,,,209.80,0.00
1984-01-01,,,,187.74,0.00
1984-01-02,,,,183.87,0.00
1984-01-03,,,,857.48,0.00
1984-01-04,,,,1271.15,0.00
1984-01-05,,,,832.49,0.00
1984-01-06,,,,544.98,0.00
1984-01-07,,,,405.04,0.00
1984-01-08,,,,326.86,0.00
1984-01-09,,,,267.23,0.00
1984-01-10,,,,232.15,0.00
1984-01-11,,,,219.21,0.00
1984-01-12,,,,209.81,0.00
1984-01-13,,,,191.96,0.00
1984-01-14,,,,165.47,0.00
1984-01-15,,,,146.43,0.00
1984-01-16,,,,122.89,0.00
1984-01-17,,,,107.04,0.00
1984-01-18,,,,82.80,0.00
1984-01-19,,,,78.91,0.00
1984-01-20,,,,79.44,0.00
1984-01-21,,,,80.77,0.10
1984-01-22,,,,363.30,0.30
1984-01-23,,,,454.25,0.50
1984-01-24,,,,499.63,0.50
1984-01-25,,,,625.67,0.50
1984-01-26,,,,790.71,0.50
1984-01-27,,,,525.36,0.50
1984-01-28,,,,411.26,0.50
1984-01-29,,,,399.33,0.50
1984-01-30,,,,319.67,0.60
1984-01-31,,,,252.59,0.80
1984-02-01,,,,195.68,0.90
1984-02-02,,,,169.35,1.10
1984-02-03,,,,29.33,1.20
1984-02-04,,,,151.87,1.30
1984-02-05,,,,119.59,1.30
1984-02-06,,,,124.86,1.30
