date,qj,fb,mm,mx,mn,qd,af
1998-06-19,,1799.42,55.86,63.72,50.20,,1828.42
1998-06-20,,1799.56,61.85,73.71,52.32,,1844.01
1998-06-21,,1799.59,66.33,79.45,53.50,,1847.34
1998-06-22,,1799.56,64.48,73.55,56.10,,1844.01
1998-06-23,,1799.62,65.68,75.28,56.41,,1850.69
1998-06-24,,1799.65,60.09,64.67,55.86,,1854.03
1998-06-25,,1799.78,57.12,62.54,53.74,,1868.51
1998-06-26,,1800.00,56.01,61.84,51.07,,1893.00
1998-06-27,,1799.75,60.57,70.33,50.99,,1865.16
1998-06-28,,1799.41,64.40,77.95,51.07,,1827.31
1998-06-29,,1799.03,69.08,83.61,53.03,,1784.99
1998-06-30,,1798.89,73.87,86.68,60.81,,1769.40
1998-07-01,,1798.80,73.16,85.34,61.36,,1759.39
1998-07-02,,1798.78,72.75,86.92,60.26,,1757.16
1998-07-03,,1798.93,68.57,77.64,60.19,,1773.86
1998-07-04,,1799.09,69.83,78.11,60.66,,1791.67
1998-07-05,,1799.11,68.81,78.50,59.95,,1793.90
1998-07-06,,1799.13,72.17,84.01,59.71,,1796.13
1998-07-07,,1799.02,74.82,88.72,60.50,,1783.88
1998-07-08,,1798.99,75.55,88.41,62.54,,1780.54
1998-07-09,,1798.83,76.33,92.66,65.22,,1762.72
1998-07-10,,1798.89,72.40,85.19,63.80,,1769.40
1998-07-11,,1799.07,69.39,80.08,59.87,,1789.44
1998-07-12,,1799.06,68.68,79.37,57.98,,1788.34
1998-07-13,,1798.97,68.28,78.50,58.77,,1778.31
1998-07-14,,1799.01,71.19,83.14,57.28,,1782.76
1998-07-15,,1798.97,76.32,89.90,62.07,,1778.31
1998-07-16,,1798.84,77.67,91.48,63.96,,1763.83
1998-07-17,,1798.75,80.96,95.72,64.98,,1753.81
1998-07-18,,1798.62,78.52,89.12,66.40,,1739.34
1998-07-19,,1798.54,76.22,88.17,64.12,,1730.43
1998-07-20,,1798.43,73.60,87.55,58.93,,1718.19
1998-07-21,,1798.37,75.69,90.77,59.32,,1711.50
1998-07-22,,1798.17,80.24,91.87,62.78,,1688.83
1998-07-23,,1797.96,76.72,89.98,64.90,,1666.16
1998-07-24,,1797.88,79.66,91.79,68.99,,1657.88
1998-07-25,,1797.79,81.39,95.17,66.32,,1648.57
1998-07-26,,1797.65,83.95,100.05,67.89,,1634.08
1998-07-27,,1797.47,84.87,98.63,69.38,,1615.44
1998-07-28,,1797.26,84.25,98.08,72.37,,1593.71
1998-07-29,,1797.04,80.18,95.88,68.99,,1570.94
1998-07-30,,1796.96,75.24,87.62,64.43,,1562.66
1998-07-31,,1796.78,69.77,79.53,62.15,,1544.03
1998-08-01,,1796.78,69.61,80.63,61.13,,1544.03
1998-08-02,,1796.69,75.65,89.67,62.31,,1534.71
1998-08-03,,1796.57,80.81,96.35,66.16,,1522.29
1998-08-04,,1796.36,82.98,100.05,65.92,,1500.56
1998-08-05,,1796.26,84.24,103.35,67.73,,1490.21
1998-08-06,,1796.03,77.96,87.78,68.05,,1466.41
1998-08-07,,1795.87,72.14,83.30,60.89,,1450.84
1998-08-08,,1795.75,72.35,88.17,56.10,,1439.34
1998-08-09,,1795.66,77.29,94.86,59.71,,1430.71
1998-08-10,,1795.51,79.35,92.66,65.85,,1416.33
1998-08-11,,1795.40,78.47,91.71,63.64,,1405.79
1998-08-12,,1795.21,79.28,93.52,64.59,,1387.57
1998-08-13,,1795.00,80.42,96.90,64.98,,1367.45
1998-08-14,,1794.87,81.26,96.82,65.45,,1354.99
1998-08-15,,1794.77,77.24,86.76,66.63,,1345.41
1998-08-16,,1794.66,65.90,74.26,56.33,,1334.86
1998-08-17,,1794.64,63.38,73.87,52.09,,1332.95
1998-08-18,,1794.56,63.75,75.60,50.75,,1325.28
1998-08-19,,1794.51,67.76,84.71,52.40,,1320.48
1998-08-20,,1794.17,73.58,89.75,56.25,,1287.90
1998-08-21,,1793.74,74.04,85.66,61.92,,1248.46
1998-08-22,,1793.34,71.87,84.87,59.48,,1212.86
1998-08-23,,1793.12,62.96,68.28,56.41,,1193.28
1998-08-24,,1792.89,64.83,76.62,54.21,,1172.81
1998-08-25,,1792.63,68.68,83.22,55.00,,1149.67
1998-08-26,,1792.28,68.21,79.37,56.41,,1118.52
1998-08-27,,1791.93,69.80,86.84,54.37,,1087.84
1998-08-28,,1791.51,75.95,95.88,57.36,,1053.25
1998-08-29,,1791.06,78.06,93.76,63.17,,1016.20
1998-08-30,,1790.60,75.61,92.58,58.14,,978.31
1998-08-31,,1790.13,77.33,95.80,61.29,,939.61
1998-09-01,,1789.65,77.98,98.24,61.05,,902.49
1998-09-02,,1789.15,77.84,95.64,61.92,,864.77
1998-09-03,,1788.70,78.67,98.79,61.29,,830.81
1998-09-04,,1788.27,78.64,94.94,63.25,,798.37
1998-09-05,,1788.23,77.84,94.46,62.70,,795.35
1998-09-06,,1788.20,78.55,95.01,62.07,,793.09
1998-09-07,,1788.13,73.28,85.34,64.12,,787.81
1998-09-08,,1788.13,68.80,83.22,61.21,,787.81
1998-09-09,,1788.13,58.18,63.09,54.37,,787.81
1998-09-10,,1788.13,60.66,69.31,55.94,,787.81
1998-09-11,,1788.13,64.13,77.48,52.64,,787.81
1998-09-12,,1788.13,67.11,81.73,53.50,,787.81
1998-09-13,,1788.37,68.01,83.14,53.74,,805.92
1998-09-14,,1788.49,70.96,88.57,55.47,,814.97
1998-09-15,,1788.37,75.37,95.88,58.77,,805.92
1998-09-16,,1788.25,76.23,91.24,65.06,,796.86
1998-09-17,,1788.13,70.79,84.09,60.97,,787.81
1998-09-18,,1788.13,61.10,68.05,54.45,,787.81
1998-09-19,,1788.13,55.16,63.02,48.39,,787.81
1998-09-20,,1788.13,55.70,65.61,48.55,,787.81
1998-09-21,,1788.13,57.88,69.62,46.74,,787.81
1998-09-22,,1788.13,59.85,74.10,47.68,,787.81
1998-09-23,,1788.13,63.23,77.01,52.24,,787.81
1998-09-24,,1788.13,62.28,76.38,49.73,,787.81
1998-09-25,,1788.13,57.03,63.64,51.30,,787.81
1998-09-26,,1788.13,56.50,67.18,49.02,,787.81
1998-09-27,,1788.13,58.40,72.21,46.82,,787.81
1998-09-28,,1788.13,60.52,75.83,48.55,,787.81
1998-09-29,,1788.13,61.35,77.80,47.92,,787.81
1998-09-30,,1788.13,61.91,76.77,48.71,,787.81
1998-10-01,,1788.13,61.28,74.10,50.44,,787.81
1998-10-02,,1788.13,53.94,60.34,48.31,,787.81
1998-10-03,,1788.13,49.29,57.67,42.34,,787.81
1998-10-04,,1788.13,48.12,55.23,43.60,,787.81
1998-10-05,,1788.13,48.30,59.32,38.72,,787.81
1998-10-06,,1788.13,53.37,69.23,40.92,,787.81
1998-10-07,,1788.13,57.17,72.21,48.08,,787.81
1998-10-08,,1788.13,53.81,62.23,49.02,,787.81
1998-10-09,,1788.13,49.51,56.49,44.07,,787.81
1998-10-10,,1788.13,45.29,50.52,41.87,,787.81
1998-10-11,,1788.13,46.17,55.23,36.76,,787.81
1998-10-12,,1788.13,50.39,58.93,42.81,,787.81
1998-10-13,,1788.13,51.09,58.77,45.88,,787.81
1998-10-14,,1788.13,50.09,58.22,45.09,,787.81
1998-10-15,,1788.13,43.46,50.20,38.80,,787.81
1998-10-16,,1788.13,39.44,49.10,33.61,,787.81
1998-10-17,,1788.13,40.79,48.71,32.67,,787.81
1998-10-18,,1788.13,46.76,55.39,39.35,,787.81
1998-10-19,,1788.13,43.57,56.25,35.03,,787.81
1998-10-20,,1788.13,44.77,58.22,34.63,,787.81
1998-10-21,,1788.13,46.93,59.64,36.91,,787.81
1998-10-22,,1788.13,45.17,56.25,38.49,,787.81
1998-10-23,,1788.13,48.59,64.59,38.88,,787.81
1998-10-24,,1788.13,49.98,60.66,40.84,,787.81
1998-10-25,,1788.13,51.14,59.71,45.09,,787.81
1998-10-26,,1788.13,51.04,62.07,42.50,,787.81
1998-10-27,,1788.13,50.86,63.80,39.51,,787.81
1998-10-28,,1788.13,47.75,55.78,42.50,,787.81
1998-10-29,,1788.13,41.18,49.96,35.18,,787.81
1998-10-30,,1788.13,37.78,46.74,30.23,,787.81
1998-10-31,,1788.13,44.66,53.19,35.81,,787.81
1998-11-01,,1788.13,43.25,45.88,41.32,,787.81
1998-11-02,,1788.13,42.65,52.95,36.05,,787.81
1998-11-03,,1788.13,39.12,46.82,32.98,,787.81
1998-11-04,,1788.13,41.67,46.74,37.07,,787.81
1998-11-05,,1788.13,41.70,43.75,39.59,,787.81
1998-11-06,,1788.13,41.05,45.80,36.13,,787.81
1998-11-07,,1788.13,40.83,47.92,33.69,,787.81
1998-11-08,,1788.13,38.08,40.92,33.77,,787.81
1998-11-09,,1788.13,35.82,41.32,31.80,,787.81
1998-11-10,,1788.13,36.16,43.05,31.57,,787.81
1998-11-11,,1788.13,35.91,37.78,33.69,,787.81
1998-11-12,,1788.13,43.62,49.18,36.84,,787.81
1998-11-13,,1788.13,48.46,51.38,44.93,,787.81
1998-11-14,,1788.13,45.79,48.55,44.15,,787.81
1998-11-15,,1788.13,49.70,56.80,42.81,,787.81
1998-11-16,,1788.13,43.93,48.47,40.53,,787.81
1998-11-17,,1788.13,39.79,42.26,37.39,,787.81
1998-11-18,,1788.13,41.61,47.13,36.60,,787.81
1998-11-19,,1788.13,42.37,48.71,36.52,,787.81
1998-11-20,,1788.13,41.21,44.85,38.64,,787.81
1998-11-21,,1788.13,46.84,50.59,41.87,,787.81
1998-11-22,,1788.13,42.46,46.90,37.70,,787.81
1998-11-23,,1788.13,40.48,45.96,35.50,,787.81
1998-11-24,,1788.13,44.30,49.89,39.51,,787.81
1998-11-25,,1788.13,42.80,47.84,38.80,,787.81
1998-11-26,,1788.13,46.85,56.96,40.92,,787.81
1998-11-27,,1788.13,39.82,41.71,37.86,,787.81
1998-11-28,,1788.13,36.93,39.82,33.77,,787.81
1998-11-29,,1788.13,38.28,44.23,32.83,,787.81
1998-11-30,,1788.13,39.35,43.28,35.73,,787.81
1998-12-01,,1788.13,44.72,49.18,40.37,,787.81
1998-12-02,,1788.13,42.54,45.48,39.98,,787.81
1998-12-03,,1788.13,36.40,41.79,30.70,,787.81
1998-12-04,,1788.13,31.14,33.53,28.58,,787.81
1998-12-05,,1788.13,33.41,36.60,29.84,,787.81
1998-12-06,,1788.13,32.35,34.79,29.52,,787.81
1998-12-07,,1788.13,33.40,36.13,29.60,,787.81
1998-12-08,,1788.13,34.18,36.99,31.88,,787.81
1998-12-09,,1788.13,29.18,32.59,24.89,,787.81
1998-12-10,,1788.13,33.47,39.04,26.77,,787.81
1998-12-11,,1788.13,34.41,37.31,32.28,,787.81
1998-12-12,,1788.13,37.69,40.29,35.50,,787.81
1998-12-13,,1788.13,40.72,45.48,36.84,,787.81
1998-12-14,,1788.13,38.41,44.38,30.47,,787.81
1998-12-15,,1788.13,32.68,35.89,29.68,,787.81
1998-12-16,,1788.13,39.77,46.82,33.53,,787.81
1998-12-17,,1788.13,42.12,51.22,31.33,,787.81
1998-12-18,,1788.13,26.15,31.33,17.02,,787.81
1998-12-19,,1788.13,13.85,18.05,9.48,,787.81
1998-12-20,,1788.13,7.18,11.76,4.13,,787.81
1998-12-21,,1788.13,7.57,12.86,0.20,,787.81
1998-12-22,,1788.13,13.44,19.93,10.50,,787.81
1998-12-23,,1788.13,15.54,21.27,9.00,,787.81
1998-12-24,,1788.13,23.25,31.10,17.73,,787.81
1998-12-25,,1788.13,33.55,39.59,29.84,,787.81
1998-12-26,,1788.13,41.86,46.51,36.05,,787.81
1998-12-27,,1788.13,36.93,45.96,30.94,,787.81
1998-12-28,,1788.13,47.05,50.36,43.44,,787.81
1998-12-29,,1788.13,46.71,52.64,38.33,,787.81
1998-12-30,,1788.13,42.59,49.96,35.26,,787.81
1998-12-31,,1788.13,36.47,41.63,33.93,,787.81
1999-01-01,,1788.13,34.59,38.57,30.62,,787.81
1999-01-02,,1788.13,29.14,36.76,22.84,,787.81
1999-01-03,,1788.13,26.70,27.72,24.49,,787.81
1999-01-04,,1788.13,28.88,31.65,24.96,,787.81
1999-01-05,,1788.13,33.30,36.52,30.55,,787.81
1999-01-06,,1788.13,35.26,41.16,32.35,,787.81
1999-01-07,,1788.13,37.75,41.95,34.08,,787.81
1999-01-08,,1788.13,38.92,43.36,32.83,,787.81
1999-01-09,,1788.13,36.45,38.09,34.56,,787.81
1999-01-10,,1788.13,42.66,51.30,36.29,,787.81
1999-01-11,,1788.13,41.53,45.96,35.97,,787.81
1999-01-12,,1788.13,34.72,42.10,30.39,,787.81
1999-01-13,,1788.13,38.35,44.38,33.06,,787.81
1999-01-14,,1788.13,43.90,48.79,38.80,,787.81
1999-01-15,,1788.13,40.45,46.19,35.42,,787.81
1999-01-16,,1788.13,39.16,43.28,34.79,,787.81
1999-01-17,,1788.13,36.75,40.29,32.59,,787.81
1999-01-18,,1788.13,42.71,49.26,35.11,,787.81
1999-01-19,,1788.13,39.07,45.17,34.71,,787.81
1999-01-20,,1788.13,39.04,44.07,35.81,,787.81
1999-01-21,,1788.13,37.82,41.63,34.79,,787.81
1999-01-22,,1788.13,36.63,40.53,32.43,,787.81
1999-01-23,,1788.13,33.75,39.82,25.51,,787.81
1999-01-24,,1788.13,25.90,29.52,21.43,,787.81
1999-01-25,,1788.13,27.47,33.30,22.45,,787.81
1999-01-26,,1788.13,27.51,31.41,22.45,,787.81
1999-01-27,,1788.13,32.29,38.09,27.87,,787.81
1999-01-28,,1788.13,39.68,44.78,35.66,,787.81
1999-01-29,,1788.13,39.07,44.85,33.53,,787.81
1999-01-30,,1788.13,38.73,44.62,35.42,,787.81
1999-01-31,,1788.13,37.55,42.34,33.85,,787.81
1999-02-01,,1788.13,37.77,43.12,31.80,,787.81
1999-02-02,,1788.13,39.95,49.81,34.24,,787.81
1999-02-03,,1788.13,37.38,40.84,33.69,,787.81
1999-02-04,,1788.13,41.75,48.31,37.62,,787.81
1999-02-05,,1788.13,38.45,44.54,28.97,,787.81
1999-02-06,,1788.13,42.23,48.39,35.97,,787.81
1999-02-07,,1788.13,40.75,48.55,35.26,,787.81
1999-02-08,,1788.13,35.73,38.72,32.90,,787.81
1999-02-09,,1788.13,29.46,34.48,24.65,,787.81
1999-02-10,,1788.13,29.36,35.58,23.23,,787.81
1999-02-11,,1788.13,27.71,35.81,20.48,,787.81
1999-02-12,,1788.13,31.06,36.05,26.22,,787.81
1999-02-13,,1788.13,36.88,45.56,31.41,,787.81
1999-02-14,,1788.13,34.21,39.98,30.86,,787.81
1999-02-15,,1788.13,36.90,44.93,32.90,,787.81
1999-02-16,,1788.13,41.24,48.31,33.45,,787.81
1999-02-17,,1788.13,39.84,45.17,34.24,,787.81
1999-02-18,,1788.13,35.27,41.95,31.33,,787.81
1999-02-19,,1788.13,40.47,46.11,32.90,,787.81
1999-02-20,,1788.13,36.80,44.78,28.58,,787.81
1999-02-21,,1788.13,38.46,43.91,32.90,,787.81
1999-02-22,,1788.13,35.82,41.16,31.17,,787.81
1999-02-23,,1788.13,42.81,48.31,37.86,,787.81
1999-02-24,,1788.13,42.58,47.84,39.82,,787.81
1999-02-25,,1788.13,40.04,43.20,37.70,,787.81
1999-02-26,,1788.13,38.45,45.48,32.12,,787.81
1999-02-27,,1788.13,34.74,38.96,30.62,,787.81
1999-02-28,,1788.13,43.39,52.64,37.07,,787.81
1999-03-01,,1788.13,41.06,48.31,34.16,,787.81
1999-03-02,,1788.13,37.83,45.09,30.15,,787.81
1999-03-03,,1788.13,41.41,47.76,34.48,,787.81
1999-03-04,,1788.13,33.65,36.91,31.41,,787.81
1999-03-05,,1788.13,34.93,41.63,29.05,,787.81
1999-03-06,,1788.13,34.30,45.72,25.51,,787.81
1999-03-07,,1788.13,34.88,44.07,27.87,,787.81
1999-03-08,,1788.13,37.20,48.31,27.95,,787.81
1999-03-09,,1788.13,36.17,40.84,32.35,,787.81
1999-03-10,,1788.13,36.05,44.38,28.74,,787.81
1999-03-11,,1788.13,38.12,47.29,29.68,,787.81
1999-03-12,,1788.13,38.90,47.84,29.37,,787.81
1999-03-13,,1788.13,46.63,53.27,39.19,,787.81
1999-03-14,,1788.13,50.73,61.99,43.44,,787.81
1999-03-15,,1788.13,44.77,54.84,35.97,,787.81
1999-03-16,,1788.13,38.96,44.30,33.22,,787.81
1999-03-17,,1788.13,40.50,50.44,31.49,,787.81
1999-03-18,,1788.13,46.18,59.16,36.76,,787.81
1999-03-19,,1788.13,50.70,67.34,36.84,,787.81
1999-03-20,,1788.13,54.54,71.90,40.14,,787.81
1999-03-21,,1788.13,47.68,60.34,41.24,,787.81
1999-03-22,,1788.13,47.67,61.05,36.21,,787.81
1999-03-23,,1788.13,50.18,61.21,37.78,,787.81
1999-03-24,,1788.13,50.07,60.03,39.35,,787.81
1999-03-25,,1788.13,49.40,62.23,40.92,,787.81
1999-03-26,,1788.13,41.25,45.72,36.68,,787.81
1999-03-27,,1788.13,37.01,41.71,33.45,,787.81
1999-03-28,,1788.13,36.60,43.44,-49.01,,787.81
1999-03-29,,1788.13,36.35,40.22,32.04,,787.81
1999-03-30,,1788.13,35.83,39.59,31.96,,787.81
1999-03-31,,1788.13,42.15,46.82,36.68,,787.81
1999-04-01,,1788.13,42.82,51.07,35.89,,787.81
1999-04-02,,1788.13,41.62,52.09,32.20,,787.81
1999-04-03,,1788.13,38.97,43.44,34.24,,787.81
1999-04-04,,1788.13,38.25,41.40,35.11,,787.81
1999-04-05,,1788.13,40.24,50.12,33.61,,787.81
1999-04-06,,1788.13,43.17,52.01,33.53,,787.81
1999-04-07,,1788.13,44.64,55.08,32.35,,787.81
1999-04-08,,1788.75,40.72,46.82,34.95,,834.59
1999-04-09,,1789.20,38.44,44.46,33.45,,868.54
1999-04-10,,1789.66,39.79,49.81,29.45,,903.25
1999-04-11,,1790.13,45.36,59.95,32.20,,939.61
1999-04-12,,1790.56,49.00,59.32,37.15,,975.02
1999-04-13,,1790.96,48.21,58.93,41.79,,1007.95
1999-04-14,,1791.38,42.88,47.53,34.40,,1042.54
1999-04-15,,1791.74,47.66,56.88,33.06,,1072.08
1999-04-16,,1792.09,51.32,70.09,35.18,,1101.61
1999-04-17,,1792.47,57.26,73.79,42.02,,1135.43
1999-04-18,,1792.81,56.54,70.17,46.35,,1165.70
1999-04-19,,1793.23,52.02,59.79,48.31,,1203.07
1999-04-20,,1793.60,47.07,49.02,44.85,,1236.46
1999-04-21,,1793.96,,,,,1269.84
1999-04-22,,1794.33,51.37,60.34,42.97,,1303.23
1999-04-23,,1794.64,55.40,69.38,41.08,,1332.95
1999-04-24,,1794.88,58.12,72.06,43.91,,1355.95
1999-04-25,,1795.22,56.06,68.99,47.45,,1388.53
1999-04-26,,1795.58,48.55,54.05,42.02,,1423.04
1999-04-27,,1795.90,45.31,52.40,38.88,,1453.72
1999-04-28,,1796.23,41.70,46.90,38.96,,1487.10
1999-04-29,,1796.55,47.86,52.24,39.74,,1520.22
1999-04-30,,1796.87,50.95,63.64,38.57,,1553.34
1999-05-01,,1797.17,48.68,53.58,45.09,,1584.40
1999-05-02,,1797.61,44.50,51.62,40.45,,1629.93
1999-05-03,,1798.00,44.52,50.59,39.51,,1670.30
1999-05-04,,1798.28,42.39,48.47,37.31,,1701.48
1999-05-05,,1798.60,45.22,54.05,35.66,,1737.11
1999-05-06,,1798.92,54.67,74.65,37.39,,1772.75
1999-05-07,,1799.17,44.77,50.83,36.99,,1800.58
1999-05-08,,1799.47,40.63,46.98,35.11,,1833.98
1999-05-09,,1799.73,40.42,48.94,32.67,,1862.93
1999-05-10,,1799.63,44.89,55.15,34.87,,1851.80
1999-05-11,,1799.47,48.70,63.41,35.66,,1833.98
1999-05-12,,1799.39,50.67,59.01,44.78,,1825.08
1999-05-13,,1799.28,47.01,51.38,42.26,,1812.83
1999-05-14,,1799.10,46.90,54.37,40.45,,1792.78
1999-05-15,,1798.99,49.20,57.91,41.95,,1780.54
1999-05-16,,1798.78,52.03,63.17,40.14,,1757.16
1999-05-17,,1798.63,53.32,58.85,50.04,,1740.45
1999-05-18,,1798.62,53.79,62.23,48.24,,1739.34
1999-05-19,,1798.52,57.10,63.88,49.73,,1728.20
1999-05-20,,1798.39,56.70,63.41,52.64,,1713.73
1999-05-21,,1798.24,56.95,63.33,51.30,,1697.02
1999-05-22,,1798.03,58.56,70.80,44.85,,1673.64
1999-05-23,,1797.78,64.72,82.04,49.26,,1647.53
1999-05-24,,1797.48,70.02,85.19,56.18,,1616.48
1999-05-25,,1797.20,66.44,74.26,56.57,,1587.49
1999-05-26,,1797.31,58.55,71.11,46.82,,1598.89
1999-05-27,,1797.40,62.82,79.37,47.21,,1608.20
1999-05-28,,1797.52,64.44,73.32,54.76,,1620.62
1999-05-29,,1797.64,62.06,70.80,53.82,,1633.04
1999-05-30,,1797.79,57.49,65.69,51.14,,1648.57
1999-05-31,,1798.11,56.55,66.08,47.21,,1682.55
1999-06-01,,1798.39,57.12,63.17,49.89,,1713.73
1999-06-02,,1798.75,46.60,50.36,43.60,,1753.81
1999-06-03,,1799.07,49.39,55.39,45.33,,1789.44
1999-06-04,,1799.20,57.82,69.46,46.19,,1803.91
1999-06-05,,1799.38,59.10,68.05,51.14,,1823.96
1999-06-06,,1799.48,50.14,57.04,43.44,,1835.10
1999-06-07,,1799.49,50.14,61.13,40.06,,1836.21
1999-06-08,,1799.73,45.98,54.60,42.02,,1862.93
1999-06-09,,1799.87,50.58,62.15,38.96,,1878.52
1999-06-10,,1799.91,56.66,69.15,43.68,,1882.98
1999-06-11,,1799.97,60.22,70.56,48.00,,1889.66
1999-06-12,,1799.90,64.11,80.08,48.71,,1881.87
1999-06-13,,1799.78,67.43,78.35,58.69,,1868.51
1999-06-14,,1799.72,70.00,82.12,56.88,,1861.82
1999-06-15,,1799.61,75.96,90.61,60.97,,1849.57
1999-06-16,,1799.49,70.60,79.92,60.97,,1836.21
1999-06-17,,1799.49,69.62,79.37,59.40,,1836.21
1999-06-18,,1799.54,67.78,78.03,58.30,,1841.78
1999-06-19,,1799.57,62.91,70.80,52.32,,1845.11
1999-06-20,,1799.54,62.69,72.37,53.03,,1841.78
1999-06-21,,1799.73,60.39,69.38,54.13,,1862.93
1999-06-22,,1799.83,63.61,72.84,56.80,,1874.07
1999-06-23,,1799.76,64.80,74.73,53.27,,1866.28
1999-06-24,,1799.71,62.28,74.57,55.86,,1860.70
1999-06-25,,1799.82,56.42,64.75,48.00,,1872.95
1999-06-26,,1799.67,56.61,63.96,47.68,,1856.26
1999-06-27,,1799.43,57.78,67.73,46.98,,1829.54
1999-06-28,,1799.17,59.37,68.68,48.63,,1800.58
1999-06-29,,1799.05,65.62,76.38,56.73,,1787.22
1999-06-30,,1799.00,65.93,71.90,61.76,,1781.65
1999-07-01,,1799.03,64.10,71.82,56.41,,1784.99
1999-07-02,,1799.15,55.90,62.31,50.28,,1798.36
1999-07-03,,1799.25,55.42,65.06,43.68,,1809.49
1999-07-04,,1799.31,57.26,64.35,52.56,,1816.18
1999-07-05,,1799.32,61.43,75.99,46.66,,1817.28
1999-07-06,,1799.25,71.22,92.11,52.56,,1809.49
1999-07-07,,1799.18,67.48,74.34,56.73,,1801.70
1999-07-08,,1799.07,62.45,74.10,48.71,,1789.44
1999-07-09,,1798.95,67.92,83.61,52.40,,1776.08
1999-07-10,,1798.82,72.22,89.98,55.39,,1761.60
1999-07-11,,1798.63,75.54,90.93,59.56,,1740.45
1999-07-12,,1798.45,76.07,91.95,60.34,,1720.40
1999-07-13,,1798.24,74.16,89.27,59.40,,1697.02
1999-07-14,,1798.07,66.71,73.87,59.32,,1678.09
1999-07-15,,1797.93,63.08,71.11,53.42,,1663.06
1999-07-16,,1797.78,66.22,77.80,54.45,,1647.53
1999-07-17,,1797.65,63.66,72.69,55.00,,1634.08
1999-07-18,,1797.55,63.17,75.60,49.73,,1623.73
1999-07-19,,1797.32,69.72,84.71,53.42,,1599.91
1999-07-20,,1797.19,73.52,86.76,61.21,,1586.46
1999-07-21,,1797.17,65.83,78.98,56.65,,1584.40
1999-07-22,,1797.12,71.51,87.39,56.88,,1579.22
1999-07-23,,1796.98,73.91,88.02,58.93,,1564.73
1999-07-24,,1796.93,67.29,73.94,61.13,,1559.56
1999-07-25,,1796.81,65.87,76.93,54.68,,1547.14
1999-07-26,,1796.65,71.48,89.27,53.42,,1530.58
1999-07-27,,1796.48,79.72,98.00,60.89,,1512.98
1999-07-28,,1796.21,81.01,96.59,64.51,,1485.03
1999-07-29,,1795.90,32.58,88.88,-37.92,,1453.72
1999-07-30,,1795.58,74.75,84.60,61.40,,1423.04
1999-07-31,,1795.48,73.90,88.00,59.20,,1413.46
1999-08-01,,1795.29,76.14,90.90,59.50,,1395.25
1999-08-02,,1795.12,82.37,97.00,66.90,,1378.95
1999-08-03,,1794.95,80.60,90.90,70.00,,1362.65
1999-08-04,,1794.72,80.44,93.60,68.30,,1340.61
1999-08-05,,1794.59,79.86,92.50,66.80,,1328.15
1999-08-06,,1794.40,78.42,90.90,68.40,,1309.94
1999-08-07,,1794.58,66.22,72.90,60.10,,1327.19
1999-08-08,,1794.71,67.90,82.60,54.40,,1339.65
1999-08-09,,1794.70,73.74,88.80,59.20,,1338.69
1999-08-10,,1794.62,76.76,90.70,61.30,,1331.03
1999-08-11,,1794.77,69.01,76.70,63.30,,1345.41
1999-08-12,,1794.94,69.67,80.40,59.00,,1361.69
1999-08-13,,1795.20,60.63,67.20,57.20,,1386.62
1999-08-14,,1795.26,59.81,68.90,55.10,,1392.37
1999-08-15,,1795.30,64.58,74.10,56.00,,1396.21
1999-08-16,,1795.17,70.13,86.40,57.30,,1383.75
1999-08-17,,1794.79,75.28,91.50,59.40,,1347.33
1999-08-18,,1794.44,79.65,95.10,64.90,,1313.77
1999-08-19,,1793.94,80.03,91.40,67.50,,1266.25
1999-08-20,,1793.42,78.98,94.90,64.40,,1219.98
1999-08-21,,1793.33,75.62,82.30,66.90,,1211.97
1999-08-22,,1793.31,72.63,87.40,58.10,,1210.20
1999-08-23,,1793.22,76.96,94.70,60.70,,1202.18
1999-08-24,,1793.24,77.09,93.80,66.60,,1203.96
1999-08-25,,1793.24,75.81,90.70,61.80,,1203.96
1999-08-26,,1793.10,77.21,91.60,62.20,,1191.50
1999-08-27,,1793.00,79.50,95.60,64.50,,1182.60
1999-08-28,,1792.79,80.32,94.50,67.00,,1163.91
1999-08-29,,1792.65,77.70,92.20,67.10,,1151.45
1999-08-30,,1792.61,59.03,69.40,48.20,,1147.89
1999-08-31,,1792.70,54.66,64.30,47.50,,1155.90
1999-09-01,,1792.89,56.61,68.40,44.70,,1172.81
1999-09-02,,1792.92,58.27,70.80,44.70,,1175.48
1999-09-03,,1792.87,61.23,72.90,47.30,,1171.03
1999-09-04,,1792.90,63.08,76.50,48.40,,1173.70
1999-09-05,,1792.94,70.34,83.80,54.00,,1176.96
1999-09-06,,1792.97,,,,,1180.23
1999-09-07,,1793.01,58.41,70.60,45.70,,1183.49
1999-09-08,,1792.95,63.17,80.80,47.50,,1178.15
1999-09-09,,1792.92,66.50,81.00,52.60,,1175.48
1999-09-10,,1792.81,65.54,74.90,54.10,,1165.70
1999-09-11,,1792.82,62.11,73.60,50.10,,1166.58
1999-09-12,,1792.75,62.81,79.70,48.20,,1160.35
1999-09-13,,1792.65,66.05,83.10,50.10,,1151.45
1999-09-14,,1792.64,68.58,86.90,53.10,,1150.56
1999-09-15,,1792.56,69.61,87.10,54.20,,1143.45
1999-09-16,,1792.48,67.99,83.50,54.20,,1136.32
1999-09-17,,1792.36,67.85,82.30,53.10,,1125.64
1999-09-18,,1792.32,67.82,82.80,54.10,,1122.08
1999-09-19,,1792.26,68.15,81.60,57.70,,1116.74
