date,af,fb,qd,qu,mm,mn,mx,pc,pp
2004-03-29,209203.47,,204.00,1073.55,,,,,
2004-03-30,211115.64,,203.00,1167.05,,,,,
2004-03-31,212887.45,,202.00,1095.29,,,,,
2004-04-01,214330.00,,204.00,932.00,,,,,
2004-04-02,216070.00,,207.00,1084.00,,,,,
2004-04-03,218190.00,,205.00,1273.00,,,,,
2004-04-04,220320.00,,204.00,1278.00,,,,,
2004-04-05,222486.00,,203.00,1295.03,,,,,
2004-04-06,225002.91,,209.00,1477.94,,,,,
2004-04-07,227907.63,,216.00,1680.46,,,,,
2004-04-08,231090.00,,220.00,1824.45,,,,,
2004-04-09,234206.19,,220.00,1791.08,,,,,
2004-04-10,237369.53,,223.00,1817.85,,,,,
2004-04-11,240868.00,,227.00,1990.81,,,,,
2004-04-12,244938.09,,227.00,2279.01,,,,,
2004-04-13,249765.48,,230.00,2663.81,,,,,
2004-04-14,254080.00,,230.00,2405.24,,,,,
2004-04-15,257508.19,,230.00,1958.38,,,,,
2004-04-16,260360.00,,230.00,1667.79,,,,,
2004-04-17,262779.50,,234.00,1453.83,,,,,
2004-04-18,264970.00,,234.00,1338.38,,,,,
2004-04-19,267000.00,,234.00,1257.46,,,,,
2004-04-20,268970.00,,234.00,1227.21,,,,,
2004-04-21,270849.72,,234.00,1181.69,,,,,
2004-04-22,272620.09,,234.00,1126.56,,,,,
2004-04-23,274600.00,,234.00,1232.20,,,,,
2004-04-24,276579.00,,230.00,1227.75,,,,,
2004-04-25,278560.00,,230.00,1228.75,,,,,
2004-04-26,280956.69,,230.00,1438.33,,,,,
2004-04-27,284371.00,,230.00,1951.38,,,,,
2004-04-28,287928.81,,230.00,2023.73,,,,,
2004-04-29,291115.59,,234.00,1840.67,,,,,
2004-04-30,294273.00,,234.00,1825.86,,,,,
2004-05-01,298096.59,,234.00,2161.73,,,,,
2004-05-02,303066.00,,234.00,2739.41,,,,,
2004-05-03,308272.09,,234.00,2858.74,,,,,
2004-05-04,313050.00,,237.00,2645.86,,,,,
2004-05-05,317250.00,,237.00,2354.50,,,,,
2004-05-06,320678.00,,237.00,1965.28,,,,,
2004-05-07,323820.00,,237.00,1821.09,,,,,
2004-05-08,327220.00,,237.00,1951.17,,,,,
2004-05-09,330430.00,,237.00,1855.38,,,,,
2004-05-10,333220.00,,237.00,1643.63,,,,,
2004-05-11,335800.00,,237.00,1537.75,,,,,
2004-05-12,338122.41,,227.00,1399.88,,,,,
2004-05-13,340496.91,,223.00,1424.14,,,,,
2004-05-14,342753.00,,223.00,1366.45,,,,,
2004-05-15,345188.00,,223.00,1459.65,,,,,
2004-05-16,347632.00,,223.00,1466.18,,,,,
2004-05-17,350259.31,,227.00,1563.60,,,,,
2004-05-18,353024.00,,227.00,1634.86,,,,,
2004-05-19,356324.00,,227.00,1907.75,,,,,
2004-05-20,360304.00,,227.00,2252.58,,,,,
2004-05-21,364162.00,,227.00,2193.08,,,,,
2004-05-22,367855.13,,227.00,2111.95,,,,,
2004-05-23,371255.78,,230.00,1970.50,,,,,
2004-05-24,374080.00,,230.00,1681.88,,,,,
2004-05-25,376645.00,,230.00,1553.19,,,,,
2004-05-26,379756.00,,230.00,1830.46,,,,,
2004-05-27,383929.78,,234.00,2372.28,,,,,
2004-05-28,387578.00,,234.00,2109.31,,,,,
2004-05-29,390420.00,,234.00,1704.84,,,,,
2004-05-30,393318.00,,237.00,1738.08,,,,,
2004-05-31,396272.78,,237.00,1769.70,,,,,
2004-06-01,398673.88,,241.00,1495.55,,,,,
2004-06-02,400853.00,,389.00,1516.64,,,,,
2004-06-03,402937.00,,687.00,1693.92,,,,,
2004-06-04,403636.00,,742.00,1094.41,,,,,
2004-06-05,407320.00,,600.00,2457.35,,,,,
2004-06-06,410160.00,,545.00,1976.83,,,,,
2004-06-07,411800.00,,515.00,1341.83,,,,,
2004-06-08,413490.00,,497.00,1349.04,,,,,
2004-06-09,415040.00,,497.00,1278.46,,,,,
2004-06-10,416497.00,,497.00,1231.57,,,,,
2004-06-11,418105.00,,497.00,1307.70,,,,,
2004-06-12,419233.00,,530.00,1098.70,,,,,
2004-06-13,420136.00,,595.00,1050.26,,,,,
2004-06-14,421509.00,,585.00,1277.22,,,,,
2004-06-15,422318.00,,650.00,1057.87,,,,,
2004-06-16,422600.00,,896.00,1038.18,,,,,
2004-06-17,422224.00,,1108.00,918.43,,,,,
2004-06-18,421746.25,,1284.00,1049.13,,,,,
2004-06-19,420987.53,,1467.00,1089.48,,,,,
2004-06-20,419854.00,,1660.00,1096.51,,,,,
2004-06-21,418574.44,,1838.00,1204.89,,,,,
2004-06-22,416873.00,,2146.00,1302.19,,,,,
2004-06-23,414852.69,,2420.00,1421.43,,,,,
2004-06-24,412831.00,,2489.00,1486.73,,,,,
2004-06-25,410538.00,,2567.00,1424.95,,,,,
2004-06-26,408158.00,,2556.00,1367.08,,,,,
2004-06-27,405358.34,,2604.00,1201.51,,,,,
2004-06-28,402101.34,,2743.00,1106.93,,,,,
2004-06-29,398260.00,,2921.00,987.32,,,,,
2004-06-30,394146.00,,3000.00,925.86,,,,,
2004-07-01,389960.00,,3020.00,909.56,,,,,
2004-07-02,385525.00,,3060.00,824.02,,,,,
2004-07-03,381116.00,,3040.00,817.13,,,,,
2004-07-04,376690.00,,3040.00,808.56,,,,,
2004-07-05,372020.00,,3070.00,719.29,,,,,
2004-07-06,367280.00,,3101.00,708.97,,,,,
2004-07-07,362515.00,,3123.00,718.18,,,,,
2004-07-08,357690.22,,3112.00,683.34,,,,,
2004-07-09,352800.00,,3101.00,630.82,,,,,
2004-07-10,347764.00,,3112.00,573.80,,,,,
2004-07-11,342624.84,,3112.00,524.33,,,,,
2004-07-12,337347.59,,3211.00,545.11,,,,,
2004-07-13,331840.00,,3310.00,534.74,,,,,
2004-07-14,326200.00,,3398.00,555.36,,,,,
2004-07-15,320260.00,,3464.00,471.20,,,,,
2004-07-16,314310.00,,3552.00,554.33,,,,,
2004-07-17,308230.00,,3596.00,528.43,,,,,
2004-07-18,302150.00,,3585.00,519.67,,,,,
2004-07-19,296200.00,,3563.00,558.68,,,,,
2004-07-20,290340.00,,3464.00,507.40,,,,,
2004-07-21,284658.00,,3343.00,480.79,,,,,
2004-07-22,278967.81,,3321.00,450.42,,,,,
2004-07-23,273062.00,,3420.00,439.85,,,,,
2004-07-24,266920.00,,3497.00,396.05,,,,,
2004-07-25,260680.00,,3519.00,370.76,,,,,
2004-07-26,254510.00,,3530.00,416.77,,,,,
2004-07-27,248205.00,,3585.00,411.59,,,,,
2004-07-28,241990.47,,3629.00,490.58,,,,,
2004-07-29,235650.00,,3587.00,384.91,,,,,
2004-07-30,229304.00,,3579.00,386.42,,,,,
2004-07-31,222975.45,,3604.00,435.11,,,,,
2004-08-01,216705.72,,3573.00,439.53,,,,,
2004-08-02,210493.00,,3532.00,420.21,,,,,
2004-08-03,204290.00,,3490.00,379.16,,,,,
2004-08-04,198192.17,,3449.00,390.59,,,,,
2004-08-05,192144.00,,3418.00,383.43,,,,,
2004-08-06,186300.00,,3387.00,454.51,,,,,
2004-08-07,180589.83,,3346.00,471.00,,,,,
2004-08-08,174940.00,,3293.00,455.70,,,,,
2004-08-09,169000.34,,3252.00,260.19,,,,,
2004-08-10,163355.92,,3210.00,360.11,,,,,
2004-08-11,157597.00,,3158.00,253.92,,,,,
2004-08-12,152246.92,,3128.00,422.40,,,,,
2004-08-13,146693.00,,3076.00,271.54,,,,,
2004-08-14,141693.84,,3029.00,503.91,,,,,
2004-08-15,136548.00,,2991.00,384.18,,,,,
2004-08-16,131406.00,,2943.00,337.42,,,,,
2004-08-17,126388.92,,2905.00,358.32,,,,,
2004-08-18,121430.00,,2858.00,343.78,,,,,
2004-08-19,116552.00,,2810.00,331.61,,,,,
2004-08-20,111784.62,,2766.00,341.86,,,,,
2004-08-21,107090.00,,2712.00,328.13,,,,,
2004-08-22,102630.00,,2647.00,392.14,,,,,
2004-08-23,98205.00,,2583.00,351.41,,,,,
2004-08-24,94707.21,,2479.00,719.27,,,,,
2004-08-25,92434.00,,2304.00,1161.61,,,,,
2004-08-26,90996.00,,2201.00,1485.90,,,,,
2004-08-27,88615.80,,2171.00,984.11,,,,,
2004-08-28,85828.80,,2149.00,760.31,,,,,
2004-08-29,82600.00,,2091.00,485.16,,,,,
2004-08-30,79200.00,,2042.00,354.41,,,,,
2004-08-31,75850.00,,1976.00,316.06,,,,,
2004-09-01,73640.00,,1846.00,764.62,,,,,
2004-09-02,70570.00,,1713.00,201.24,,,,,
2004-09-03,68369.68,,1581.00,505.92,,,,,
2004-09-04,66413.94,,1450.00,498.81,,,,,
2004-09-05,64650.00,,1317.00,466.44,,,,,
2004-09-06,63020.00,,1202.00,418.95,,,,,
2004-09-07,61690.00,,1017.00,350.64,,,,,
2004-09-08,60770.00,,771.00,341.85,,,,,
2004-09-09,59930.00,,533.00,201.81,,,,,
2004-09-10,59780.00,,352.00,288.72,,,,,
2004-09-11,60048.41,,268.00,402.02,,,,,
2004-09-12,60470.00,,244.00,450.96,,,,,
2004-09-13,60995.00,,247.00,501.69,,,,,
2004-09-14,62245.00,,242.00,870.01,,,,,
2004-09-15,64442.13,,233.00,1339.03,,,,,
2004-09-16,67002.13,,230.00,1518.55,,,,,
2004-09-17,69192.00,,232.00,1329.61,,,,,
2004-09-18,71021.81,,229.00,1145.53,,,,,
2004-09-19,72462.00,,231.00,949.31,,,,,
2004-09-20,73621.73,,232.00,807.70,,,,,
2004-09-21,74412.00,,233.00,621.95,,,,,
2004-09-22,75158.00,,234.00,600.04,,,,,
2004-09-23,75742.00,,236.00,517.43,,,,,
2004-09-24,76223.62,,237.00,469.75,,,,,
2004-09-25,76623.00,,230.00,428.04,,,,,
2004-09-26,76998.00,,226.00,413.32,,,,,
2004-09-27,77261.00,,223.00,356.82,,,,,
2004-09-28,77504.13,,223.00,346.42,,,,,
2004-09-29,77692.94,,223.00,318.19,,,,,
2004-09-30,77828.00,,223.00,291.09,,,,,
2004-10-01,77963.00,,223.00,291.00,,,,,
2004-10-02,78017.06,,220.00,250.26,,,,,
2004-10-03,78044.13,,218.00,236.65,,,,,
2004-10-04,78071.20,,215.00,236.64,,,,,
2004-10-05,78098.27,,213.00,236.61,,,,,
2004-10-06,78125.33,,213.00,236.10,,,,,
2004-10-07,78152.40,,213.00,233.11,,,,,
2004-10-08,78232.94,,213.00,256.61,,,,,
2004-10-09,78368.00,,216.00,283.98,,,,,
2004-10-10,78530.00,,220.00,297.68,,,,,
2004-10-11,78719.00,,220.00,311.29,,,,,
2004-10-12,78881.20,,220.00,297.77,,,,,
2004-10-13,78988.80,,220.00,270.25,,,,,
2004-10-14,79070.00,,220.00,256.94,,,,,
2004-10-15,79070.00,,220.00,216.00,,,,,
2004-10-16,79205.00,,220.00,284.06,,,,,
2004-10-17,79556.53,,248.00,420.61,,,,,
2004-10-18,80311.73,,241.00,617.99,,,,,
2004-10-19,81078.00,,223.00,604.09,,,,,
2004-10-20,81780.00,,220.00,580.43,,,,,
2004-10-21,82465.00,,220.00,571.85,,,,,
2004-10-22,83290.00,,216.00,640.30,,,,,
2004-10-23,83980.00,,216.00,570.88,,,,,
2004-10-24,84782.00,,216.00,627.47,,,,,
2004-10-25,85388.00,,220.00,532.03,,,,,
2004-10-26,85994.00,,216.00,529.38,,,,,
2004-10-27,86441.93,,216.00,448.83,,,,,
2004-10-28,86858.00,,216.00,432.81,,,,,
2004-10-29,87243.86,,216.00,417.88,,,,,
2004-10-30,87831.93,,216.00,520.05,,,,,
2004-10-31,88336.00,,216.00,478.54,,,,,
2004-11-01,89036.14,,220.00,579.49,,,,,
2004-11-02,91443.86,,220.00,1440.39,,,,,
2004-11-03,94649.07,,223.00,1845.47,,,,,
2004-11-04,96794.00,,223.00,1309.91,,,,,
2004-11-05,98437.21,,223.00,1058.45,,,,,
2004-11-06,99742.00,,220.00,883.20,,,,,
2004-11-07,100873.00,,220.00,796.44,,,,,
2004-11-08,102014.42,,216.00,798.87,,,,,
2004-11-09,103097.00,,213.00,765.30,,,,,
2004-11-10,104100.00,,216.00,728.41,,,,,
2004-11-11,104983.50,,216.00,668.43,,,,,
2004-11-12,105750.22,,223.00,609.59,,,,,
2004-11-13,106492.57,,230.00,597.67,,,,,
2004-11-14,107090.00,,234.00,526.99,,,,,
2004-11-15,107680.00,,230.00,524.10,,,,,
2004-11-16,108280.00,,205.00,511.34,,,,,
2004-11-17,108849.78,,198.00,489.34,,,,,
2004-11-18,109470.59,,198.00,515.17,,,,,
2004-11-19,109980.00,,198.00,458.90,,,,,
2004-11-20,110399.93,,202.00,417.05,,,,,
2004-11-21,110790.15,,202.00,402.24,,,,,
2004-11-22,111150.00,,198.00,384.39,,,,,
2004-11-23,111600.00,,198.00,428.88,,,,,
2004-11-24,112660.00,,195.00,734.48,,,,,
2004-11-25,117503.00,,198.00,2644.06,,,,,
2004-11-26,120903.23,,198.00,1917.39,,,,,
2004-11-27,123135.38,,198.00,1328.60,,,,,
2004-11-28,124764.55,,198.00,1023.84,,,,,
2004-11-29,126048.00,,198.00,849.18,,,,,
2004-11-30,127143.23,,198.00,755.80,,,,,
2004-12-01,128086.00,,189.00,667.37,,,,,
2004-12-02,128907.92,,183.00,597.39,,,,,
2004-12-03,129698.00,,183.00,581.33,,,,,
2004-12-04,130359.61,,183.00,516.56,,,,,
2004-12-05,130995.38,,183.00,503.54,,,,,
2004-12-06,131566.00,,183.00,470.94,,,,,
2004-12-07,132172.00,,183.00,489.09,,,,,
2004-12-08,133028.00,,183.00,614.57,,,,,
2004-12-09,133828.00,,183.00,586.54,,,,,
2004-12-10,137390.39,,183.00,1980.38,,,,,
2004-12-11,148442.00,,186.00,5757.93,,,,,
2004-12-12,154650.00,,189.00,3318.87,,,,,
2004-12-13,158207.75,,186.00,1981.00,,,,,
2004-12-14,161078.00,,186.00,1633.09,,,,,
2004-12-15,163424.00,,186.00,1368.78,,,,,
2004-12-16,165372.00,,186.00,1169.32,,,,,
2004-12-17,166940.00,,186.00,977.77,,,,,
2004-12-18,168383.67,,183.00,911.80,,,,,
2004-12-19,169900.00,,183.00,947.45,,,,,
2004-12-20,171305.00,,183.00,891.35,,,,,
2004-12-21,172555.59,,183.00,813.51,,,,,
2004-12-22,173690.00,,183.00,754.93,,,,,
2004-12-23,174696.00,,183.00,690.52,,,,,
2004-12-24,175675.00,,186.00,679.52,,,,,
2004-12-25,176505.00,,186.00,604.46,,,,,
2004-12-26,177310.00,,186.00,591.85,,,,,
2004-12-27,178105.00,,186.00,586.81,,,,,
2004-12-28,178769.66,,183.00,519.14,,,,,
2004-12-29,179574.92,,183.00,588.99,,,,,
2004-12-30,180170.00,,183.00,483.02,,,,,
2004-12-31,180660.00,,183.00,430.04,,,,,
2005-01-01,181150.34,,183.00,430.22,,,,,
2005-01-02,181570.00,,183.00,394.58,,,,,
2005-01-03,181955.00,,183.00,377.10,,,,,
2005-01-04,182275.64,,183.00,345.03,,,,,
2005-01-05,182560.00,,186.00,329.01,,,,,
2005-01-06,182840.17,,186.00,326.97,,,,,
2005-01-07,183155.00,,186.00,344.73,,,,,
2005-01-08,183400.00,,186.00,309.52,,,,,
2005-01-09,183645.00,,186.00,309.52,,,,,
2005-01-10,183820.00,,186.00,274.23,,,,,
2005-01-11,183963.47,,186.00,258.14,,,,,
2005-01-12,184460.00,,183.00,434.21,,,,,
2005-01-13,184495.00,,186.00,203.35,,,,,
2005-01-14,184600.17,,186.00,239.02,,,,,
2005-01-15,184775.59,,186.00,274.44,,,,,
2005-01-16,184952.00,,186.00,274.94,,,,,
2005-01-17,186156.00,,186.00,793.02,,,,,
2005-01-18,195842.00,,186.00,5070.50,,,,,
2005-01-19,209420.00,,189.00,7033.89,,,,,
2005-01-20,217449.64,,189.00,4235.90,,,,,
2005-01-21,224328.00,,189.00,3655.33,,,,,
2005-01-22,229380.00,,192.00,2735.88,,,,,
2005-01-23,234320.47,,192.00,2680.46,,,,,
2005-01-24,238905.00,,192.00,2499.96,,,,,
2005-01-25,242609.00,,186.00,2053.50,,,,,
2005-01-26,245709.09,,183.00,1746.92,,,,,
2005-01-27,248283.00,,183.00,1481.91,,,,,
2005-01-28,250510.00,,183.00,1306.06,,,,,
2005-01-29,252390.00,,180.00,1127.83,,,,,
2005-01-30,254040.00,,180.00,1012.80,,,,,
2005-01-31,255616.38,,183.00,977.57,,,,,
2005-02-01,256959.80,,183.00,860.31,,,,,
2005-02-02,258220.00,,183.00,818.35,,,,,
2005-02-03,259370.00,,183.00,762.79,,,,,
2005-02-04,260755.42,,183.00,881.48,,,,,
2005-02-05,262102.00,,183.00,861.90,,,,,
2005-02-06,263380.00,,183.00,827.33,,,,,
2005-02-07,264370.00,,183.00,682.13,,,,,
2005-02-08,265290.00,,183.00,646.83,,,,,
2005-02-09,266090.00,,183.00,585.52,,,,,
2005-02-10,266842.72,,186.00,562.50,,,,,
2005-02-11,267520.41,,186.00,524.67,,,,,
2005-02-12,268120.00,,186.00,484.78,,,,,
2005-02-13,268849.72,,186.00,549.45,,,,,
2005-02-14,269450.19,,186.00,485.14,,,,,
2005-02-15,269850.00,,186.00,384.57,,,,,
2005-02-16,270290.00,,186.00,404.83,,,,,
2005-02-17,270690.28,,186.00,384.81,,,,,
2005-02-18,271010.00,,186.00,344.19,,,,,
2005-02-19,271411.09,,186.00,385.22,,,,,
2005-02-20,271657.69,,186.00,307.32,,,,,
2005-02-21,272020.00,,186.00,365.67,,,,,
2005-02-22,272220.00,,186.00,283.83,,,,,
2005-02-23,272500.00,,186.00,324.17,,,,,
2005-02-24,272660.19,,186.00,262.56,,,,,
2005-02-25,273185.00,,183.00,444.59,,,,,
2005-02-26,273430.09,,183.00,303.32,,,,,
2005-02-27,273670.69,,183.00,301.17,,,,,
2005-02-28,274030.00,,183.00,361.15,,,,,
2005-03-01,274231.00,,183.00,281.34,,,,,
2005-03-02,274477.00,,183.00,303.74,,,,,
2005-03-03,274720.28,,183.00,302.65,,,,,
2005-03-04,274959.91,,183.00,300.75,,,,,
2005-03-05,275240.00,,183.00,321.21,,,,,
2005-03-06,275441.09,,183.00,281.29,,,,,
2005-03-07,275810.00,,183.00,365.90,,,,,
2005-03-08,276170.00,,183.00,361.50,,,,,
2005-03-09,276700.19,,183.00,447.30,,,,,
2005-03-10,277340.00,,183.00,502.57,,,,,
2005-03-11,278076.00,,183.00,551.07,,,,,
2005-03-12,278967.81,,183.00,629.62,,,,,
2005-03-13,279818.91,,183.00,609.09,,,,,
2005-03-14,280629.00,,183.00,588.42,,,,,
2005-03-15,281400.00,,183.00,568.71,,,,,
2005-03-16,282340.00,,183.00,654.14,,,,,
2005-03-17,282986.69,,183.00,506.04,,,,,
2005-03-18,283643.31,,183.00,511.05,,,,,
2005-03-19,284250.00,,183.00,485.87,,,,,
2005-03-20,284822.19,,183.00,468.48,,,,,
2005-03-21,285437.00,,183.00,489.97,,,,,
2005-03-22,286001.00,,183.00,464.35,,,,,
2005-03-23,286452.00,,183.00,407.38,,,,,
2005-03-24,286862.19,,183.00,386.80,,,,,
2005-03-25,287272.00,,183.00,386.61,,,,,
2005-03-26,288210.00,,183.00,653.74,,,,,
2005-03-27,289065.59,,180.00,608.75,,,,,
2005-03-28,289886.59,,174.00,594.87,,,,,
2005-03-29,291074.50,,174.00,778.90,,,,,
2005-03-30,291854.41,,174.00,573.20,,,,,
2005-03-31,292542.00,,177.00,529.46,,,,,
2005-04-01,293288.91,,202.00,586.83,,,,,
2005-04-02,293986.59,,240.00,597.88,,,,,
2005-04-03,294560.00,,282.00,577.08,,,,,
2005-04-04,295052.19,,282.00,536.81,,,,,
2005-04-05,295421.00,,308.00,502.31,,,,,
2005-04-06,295790.00,,344.00,539.85,,,,,
2005-04-07,296494.00,,316.00,680.82,,,,,
2005-04-08,297440.00,,251.00,733.54,,,,,
2005-04-09,298344.00,,219.00,682.27,,,,,
2005-04-10,299172.19,,222.00,647.96,,,,,
2005-04-11,300207.69,,250.00,778.67,,,,,
2005-04-12,300824.00,,326.00,646.12,,,,,
2005-04-13,301076.00,,409.00,548.37,,,,,
2005-04-14,301201.09,,472.00,548.45,,,,,
2005-04-15,301283.31,,490.00,542.23,,,,,
2005-04-16,301364.50,,489.00,542.43,,,,,
2005-04-17,301528.91,,489.00,584.39,,,,,
2005-04-18,301654.00,,484.00,561.17,,,,,
2005-04-19,301822.00,,484.00,581.70,,,,,
2005-04-20,302072.19,,483.00,623.14,,,,,
2005-04-21,302568.00,,483.00,746.97,,,,,
2005-04-22,303650.00,,483.00,1044.01,,,,,
2005-04-23,305394.22,,487.00,1379.21,,,,,
2005-04-24,308062.00,,428.00,1785.97,,,,,
2005-04-25,311538.00,,330.00,2099.31,,,,,
2005-04-26,315528.00,,295.00,2321.06,,,,,
2005-04-27,319790.00,,263.00,2423.86,,,,,
2005-04-28,323519.00,,235.00,2127.28,,,,,
2005-04-29,326541.38,,220.00,1757.28,,,,,
2005-04-30,328671.38,,305.00,1396.03,,,,,
2005-05-01,330177.00,,434.00,1210.34,,,,,
2005-05-02,331590.00,,429.00,1136.60,,,,,
2005-05-03,332919.31,,425.00,1090.57,,,,,
2005-05-04,334290.00,,483.00,1170.02,,,,,
2005-05-05,335628.00,,515.00,1184.88,,,,,
2005-05-06,337090.00,,483.00,1215.04,,,,,
2005-05-07,338820.00,,470.00,1339.54,,,,,
2005-05-08,339895.00,,506.00,1041.25,,,,,
2005-05-09,341496.22,,488.00,1291.34,,,,,
2005-05-10,343837.59,,402.00,1581.24,,,,,
2005-05-11,346103.78,,332.00,1469.87,,,,,
2005-05-12,348247.69,,275.00,1352.76,,,,,
2005-05-13,350259.31,,244.00,1254.69,,,,,
2005-05-14,352364.09,,244.00,1301.66,,,,,
2005-05-15,354739.47,,244.00,1438.30,,,,,
2005-05-16,357160.00,,240.00,1456.64,,,,,
2005-05-17,359193.56,,233.00,1256.48,,,,,
2005-05-18,360964.00,,237.00,1125.48,,,,,
2005-05-19,362830.00,,237.00,1173.53,,,,,
2005-05-20,364520.66,,237.00,1085.87,,,,,
2005-05-21,366165.00,,237.00,1062.52,,,,,
2005-05-22,367590.00,,237.00,951.94,,,,,
2005-05-23,368930.53,,237.00,909.35,,,,,
2005-05-24,369870.00,,298.00,770.50,,,,,
2005-05-25,370454.88,,434.00,721.27,,,,,
2005-05-26,370500.00,,702.00,713.45,,,,,
2005-05-27,370140.22,,933.00,731.55,,,,,
2005-05-28,369690.00,,1057.00,808.07,,,,,
2005-05-29,369330.00,,1103.00,893.36,,,,,
2005-05-30,369062.88,,1156.00,985.47,,,,,
2005-05-31,368842.31,,1286.00,1137.02,,,,,
2005-06-01,368124.66,,1408.00,1026.52,,,,,
2005-06-02,367100.00,,1445.00,917.36,,,,,
2005-06-03,365804.44,,1449.00,771.36,,,,,
2005-06-04,364206.00,,1526.00,684.79,,,,,
2005-06-05,362382.88,,1650.00,680.38,,,,,
2005-06-06,360348.00,,1695.00,604.08,,,,,
2005-06-07,356764.09,,2394.00,512.63,,,,,
2005-06-08,352671.78,,2670.00,572.62,,,,,
2005-06-09,349162.88,,2344.00,586.02,,,,,
2005-06-10,346060.69,,2083.00,517.45,,,,,
2005-06-11,343272.00,,1947.00,540.27,,,,,
2005-06-12,340540.00,,1874.00,502.29,,,,,
2005-06-13,337864.00,,1910.00,559.58,,,,,
2005-06-14,334983.09,,1990.00,540.46,,,,,
2005-06-15,331973.00,,2043.00,533.93,,,,,
2005-06-16,328800.69,,2088.00,492.08,,,,,
2005-06-17,325730.00,,2078.00,538.72,,,,,
2005-06-18,322669.00,,2050.00,513.18,,,,,
2005-06-19,319538.00,,2041.00,472.83,,,,,
2005-06-20,316494.00,,2040.00,513.08,,,,,
2005-06-21,313176.00,,2147.00,485.24,,,,,
2005-06-22,309689.50,,2255.00,504.25,,,,,
2005-06-23,306058.00,,2335.00,511.77,,,,,
2005-06-24,302318.81,,2361.00,486.50,,,,,
2005-06-25,298554.00,,2361.00,476.34,,,,,
2005-06-26,294724.00,,2369.00,449.76,,,,,
2005-06-27,290952.19,,2359.00,471.69,,,,,
2005-06-28,287066.69,,2385.00,442.68,,,,,
2005-06-29,282904.50,,2544.00,457.81,,,,,
2005-06-30,278400.00,,2714.00,455.49,,,,,
2005-07-01,273790.00,,2763.00,459.07,,,,,
2005-07-02,269090.00,,2772.00,421.82,,,,,
2005-07-03,264410.00,,2741.00,402.37,,,,,
2005-07-04,259800.00,,2721.00,412.46,,,,,
2005-07-05,255060.00,,2710.00,344.99,,,,,
2005-07-06,250550.00,,2706.00,448.19,,,,,
2005-07-07,245943.67,,2702.00,389.52,,,,,
2005-07-08,241566.00,,2659.00,449.75,,,,,
2005-07-09,237445.72,,2565.00,484.51,,,,,
2005-07-10,233436.19,,2531.00,495.71,,,,,
2005-07-11,229266.00,,2588.00,468.21,,,,,
2005-07-12,224744.19,,2694.00,393.06,,,,,
2005-07-13,219985.00,,2790.00,362.29,,,,,
2005-07-14,215182.00,,2826.00,372.44,,,,,
2005-07-15,210271.00,,2852.00,332.37,,,,,
2005-07-16,205316.00,,2889.00,341.02,,,,,
2005-07-17,200401.00,,2890.00,348.43,,,,,
2005-07-18,195482.61,,2861.00,315.47,,,,,
2005-07-19,190430.00,,2918.00,304.67,,,,,
2005-07-20,185204.00,,3024.00,312.62,,,,,
2005-07-21,179960.00,,3040.00,311.51,,,,,
2005-07-22,174870.00,,3000.00,351.50,,,,,
2005-07-23,169690.00,,2960.00,273.31,,,,,
2005-07-24,164614.00,,2930.00,294.49,,,,,
2005-07-25,159558.00,,2900.00,265.98,,,,,
2005-07-26,154586.00,,2860.00,270.78,,,,,
2005-07-27,149597.00,,2860.00,264.29,,,,,
2005-07-28,144601.00,,2870.00,266.34,,,,,
2005-07-29,139457.00,,2880.00,205.73,,,,,
2005-07-30,134436.00,,2850.00,240.50,,,,,
2005-07-31,129477.53,,2800.00,223.28,,,,,
2005-08-01,124510.00,,2790.00,210.53,,,,,
2005-08-02,119420.00,,2770.00,124.79,,,,,
2005-08-03,114570.00,,2720.00,192.79,,,,,
2005-08-04,109800.00,,2660.00,174.12,,,,,
2005-08-05,105010.00,,2620.00,122.04,,,,,
2005-08-06,100380.00,,2559.00,148.71,,,,,
2005-08-07,95910.00,,2498.00,245.37,,,,,
2005-08-08,91530.00,,2437.00,230.75,,,,,
2005-08-09,87300.00,,2377.00,244.37,,,,,
2005-08-10,83120.00,,2313.00,211.58,,,,,
2005-08-11,79100.00,,2259.00,237.25,,,,,
2005-08-12,75400.00,,2105.00,246.58,,,,,
2005-08-13,72010.00,,1951.00,244.89,,,,,
2005-08-14,68812.00,,1869.00,265.94,,,,,
2005-08-15,65745.18,,1778.00,242.02,,,,,
2005-08-16,62845.00,,1702.00,246.20,,,,,
2005-08-17,60048.41,,1651.00,256.34,,,,,
2005-08-18,57310.00,,1617.00,251.97,,,,,
2005-08-19,54669.71,,1575.00,262.68,,,,,
2005-08-20,52105.00,,1540.00,266.58,,,,,
2005-08-21,49600.00,,1506.00,263.48,,,,,
2005-08-22,47150.27,,1472.00,263.55,,,,,
2005-08-23,44745.00,,1445.00,260.09,,,,,
2005-08-24,42406.85,,1411.00,257.26,,,,,
2005-08-25,40131.05,,1360.00,243.49,,,,,
2005-08-26,37936.00,,1323.00,243.51,,,,,
2005-08-27,35724.00,,1279.00,196.33,,,,,
2005-08-28,33656.00,,1221.00,215.66,,,,,
2005-08-29,31719.71,,1170.00,226.87,,,,,
2005-08-30,29855.00,,1105.00,200.07,,,,,
2005-08-31,28039.90,,1040.00,166.27,,,,,
2005-09-01,26340.00,,980.00,162.38,,,,,
2005-09-02,24730.00,,903.00,104.78,,,,,
2005-09-03,23330.00,,826.00,144.34,,,,,
