date,id,fb,qd,af
1992-10-24,107.59,3099.55,2.30,868.06
1992-10-25,80.12,3100.22,3.90,1020.50
1992-10-26,48.58,3100.52,13.00,1092.94
1992-10-27,-312.65,3096.55,82.00,309.51
1992-10-28,160.00,3098.27,13.00,602.94
1992-10-29,167.17,3099.85,0.48,934.02
1992-10-30,130.36,3100.93,0.39,1192.13
1992-10-31,98.85,3101.68,0.30,1387.77
1992-11-01,91.12,3102.34,0.28,1568.08
1992-11-02,92.50,3102.99,0.32,1751.12
1992-11-03,91.08,3103.59,0.32,1931.34
1992-11-04,78.12,3104.10,0.33,2085.86
1992-11-05,77.01,3104.58,0.35,2238.15
1992-11-06,77.22,3105.06,0.36,2390.86
1992-11-07,79.16,3105.53,0.34,2547.43
1992-11-08,80.67,3106.01,0.37,2706.98
1992-11-09,74.40,3106.43,0.37,2854.08
1992-11-10,72.29,3106.84,0.34,2997.02
1992-11-11,61.33,3107.18,0.31,3118.22
1992-11-12,66.30,3107.54,0.29,3249.29
1992-11-13,64.74,3107.89,0.32,3377.25
1992-11-14,64.29,3108.23,0.32,3504.31
1992-11-15,55.66,3108.52,0.32,3614.26
1992-11-16,51.74,3108.79,0.32,3716.45
1992-11-17,50.14,3109.05,0.32,3815.45
1992-11-18,63.79,3109.37,0.32,3941.53
1992-11-19,59.73,3109.67,0.32,4059.56
1992-11-20,55.68,3109.95,0.32,4169.55
1992-11-21,47.03,3110.18,0.29,4262.41
1992-11-22,58.01,3110.46,0.23,4377.07
1992-11-23,64.36,3110.77,0.25,4504.31
1992-11-24,41.46,3110.97,0.29,4586.11
1992-11-25,29.93,3111.11,0.32,4645.03
1992-11-26,51.29,3111.35,0.00,4746.33
1992-11-27,2.40,3111.36,0.00,4750.67
1992-11-28,40.95,3111.55,0.00,4831.45
1992-11-29,40.95,3111.74,0.00,4912.22
1992-11-30,40.95,3111.93,0.00,4993.00
1992-12-01,53.10,3112.17,0.00,5097.91
1992-12-02,53.10,3112.41,0.00,5202.83
1992-12-03,53.10,3112.65,0.00,5307.74
1992-12-04,53.11,3112.89,0.00,5412.66
1992-12-05,53.10,3113.12,0.00,5517.57
1992-12-06,53.11,3113.35,0.00,5622.49
1992-12-07,53.10,3113.59,0.00,5727.40
1992-12-08,53.10,3113.82,0.00,5832.31
1992-12-09,53.11,3114.05,0.00,5937.23
1992-12-10,53.10,3114.27,0.00,6042.14
1992-12-11,,3114.49,0.00,6147.06
1992-12-12,,3114.71,0.00,6251.97
1992-12-13,,3114.94,0.00,6356.88
1992-12-14,53.55,3115.16,0.00,6461.80
1992-12-15,53.55,3115.37,0.00,6566.71
1992-12-16,53.53,3115.59,0.00,6671.63
1992-12-17,53.49,3115.80,0.00,6776.54
1992-12-18,53.49,3116.02,0.00,6881.46
1992-12-19,59.08,3116.25,0.00,6997.50
1992-12-20,43.44,3116.42,0.00,7082.60
1992-12-21,36.12,3116.56,0.00,7153.09
1992-12-22,46.10,3116.74,0.00,7243.34
1992-12-23,56.50,3116.96,0.00,7354.23
1992-12-24,52.36,3117.16,0.00,7456.91
1992-12-25,47.29,3117.34,0.00,7549.53
1992-12-26,55.29,3117.55,0.00,7658.02
1992-12-27,62.85,3117.79,0.00,7781.51
1992-12-28,47.29,3117.97,0.00,7874.12
1992-12-29,54.07,3118.17,0.00,7980.19
1992-12-30,48.82,3118.35,0.00,8075.84
1992-12-31,59.86,3118.57,0.00,8193.35
1993-01-01,37.74,3118.71,0.00,8267.14
1993-01-02,43.74,3118.87,0.00,8352.77
1993-01-03,49.17,3119.05,0.00,8449.06
1993-01-04,41.53,3119.20,0.00,8530.25
1993-01-05,44.82,3119.36,0.00,8617.98
1993-01-06,22.71,3119.44,0.00,8661.84
1993-01-07,77.29,3119.72,0.00,8813.95
1993-01-08,55.57,3119.92,0.00,8923.14
1993-01-09,50.66,3120.10,0.00,9022.61
1993-01-10,54.21,3120.29,0.00,9129.04
1993-01-11,54.21,3120.48,0.00,9235.47
1993-01-12,48.39,3120.65,0.00,9330.40
1993-01-13,65.23,3120.88,0.00,9458.88
1993-01-14,51.51,3121.06,0.00,9560.22
1993-01-15,46.80,3121.22,0.00,9652.13
1993-01-16,67.37,3121.32,33.00,9708.84
1993-01-17,58.13,3121.31,47.00,9702.97
1993-01-18,66.33,3121.33,46.00,9714.70
1993-01-19,68.86,3121.36,46.00,9731.33
1993-01-20,58.26,3121.35,46.00,9726.44
1993-01-21,56.91,3121.34,46.00,9720.57
1993-01-22,47.56,3121.30,45.00,9697.10
1993-01-23,41.99,3121.24,45.00,9662.88
1993-01-24,65.17,3121.26,45.00,9674.62
1993-01-25,62.21,3121.27,45.00,9680.48
1993-01-26,59.25,3121.27,45.00,9680.48
1993-01-27,67.61,3121.30,45.00,9697.10
1993-01-28,59.25,3121.30,45.00,9697.10
1993-01-29,65.17,3121.32,45.00,9708.84
1993-01-30,65.17,3121.34,45.00,9720.57
1993-01-31,62.21,3121.35,45.00,9726.44
1993-02-01,64.67,3121.37,45.00,9737.19
1993-02-02,58.95,3121.37,45.00,9737.19
1993-02-03,72.44,3121.49,27.00,9805.63
1993-02-04,58.59,3121.66,6.00,9902.43
1993-02-05,67.83,3121.86,5.80,10016.83
1993-02-06,62.20,3122.04,5.80,10120.08
1993-02-07,69.29,3122.24,5.80,10237.48
1993-02-08,72.00,3122.45,5.90,10359.90
1993-02-09,78.51,3122.68,5.80,10495.36
1993-02-10,79.08,3122.92,4.50,10635.84
1993-02-11,97.78,3123.22,4.30,10814.10
1993-02-12,97.67,3123.52,4.00,10993.30
1993-02-13,103.33,3123.84,3.90,11183.77
1993-02-14,105.84,3124.16,4.00,11379.13
1993-02-15,93.26,3124.44,4.70,11546.36
1993-02-16,79.05,3124.66,6.60,11682.70
1993-02-17,79.54,3124.89,4.10,11825.44
1993-02-18,105.00,3125.20,4.20,12018.24
1993-02-19,86.44,3125.45,4.40,12173.75
1993-02-20,95.20,3125.72,4.10,12347.38
1993-02-21,105.46,3126.03,4.10,12541.41
1993-02-22,110.63,3126.35,4.00,12745.51
1993-02-23,98.33,3126.62,4.10,12924.67
1993-02-24,97.84,3126.89,4.20,13102.69
1993-02-25,81.09,3127.11,4.10,13247.83
1993-02-26,74.92,3127.31,4.20,13380.50
1993-02-27,81.09,3127.53,4.10,13525.64
1993-02-28,74.23,3127.72,4.10,13657.17
1993-03-01,67.94,3127.90,4.10,13776.23
1993-03-02,86.16,3128.13,3.90,13931.95
1993-03-03,86.18,3128.36,4.00,14087.66
1993-03-04,86.16,3128.58,4.00,14243.37
1993-03-05,86.13,3128.81,3.90,14399.09
1993-03-06,86.09,3129.03,4.00,14554.80
1993-03-07,117.37,3129.34,4.10,14772.00
1993-03-08,110.16,3129.62,4.10,14974.80
1993-03-09,123.47,3129.95,4.10,15204.00
1993-03-10,139.39,3130.31,4.20,15464.42
1993-03-11,172.18,3130.77,4.30,15791.08
1993-03-12,178.62,3131.23,4.30,16131.44
1993-03-13,189.99,3131.73,4.40,16494.26
1993-03-14,211.01,3132.28,4.50,16898.41
1993-03-15,239.43,3132.90,4.60,17358.70
1993-03-16,359.07,3133.50,120.00,17804.93
1993-03-17,497.89,3133.75,362.00,17991.61
1993-03-18,702.18,3133.99,576.00,18169.33
1993-03-19,1003.45,3134.24,880.00,18358.35
1993-03-20,1474.43,3134.53,1330.00,18578.83
1993-03-21,1452.36,3134.45,1420.00,18517.51
1993-03-22,1223.87,3134.28,1230.00,18389.66
1993-03-23,1088.35,3134.21,1070.00,18336.17
1993-03-24,1101.70,3134.19,1060.00,18320.51
1993-03-25,855.91,3134.01,873.00,18184.83
1993-03-26,686.97,3133.90,682.00,18102.84
1993-03-27,594.88,3133.84,568.00,18058.09
1993-03-28,536.37,3133.80,500.00,18028.68
1993-03-29,471.20,3133.74,442.00,17983.93
1993-03-30,416.12,3133.69,382.00,17946.85
1993-03-31,379.17,3133.66,339.00,17923.84
1993-04-01,433.76,3133.73,358.00,17976.26
1993-04-02,442.56,3133.73,392.00,17976.26
1993-04-03,413.07,3133.69,377.00,17946.85
1993-04-04,505.05,3133.78,426.00,18013.34
1993-04-05,515.13,3133.78,463.00,18013.34
1993-04-06,449.76,3133.73,415.00,17976.26
1993-04-07,411.93,3133.70,369.00,17954.53
1993-04-08,368.05,3133.66,331.00,17923.84
1993-04-09,355.86,3133.64,312.00,17909.78
1993-04-10,383.96,3133.67,325.00,17931.51
1993-04-11,378.40,3133.64,338.00,17909.78
1993-04-12,342.39,3133.60,304.00,17880.37
1993-04-13,309.26,3133.58,264.00,17865.02
1993-04-14,297.29,3133.57,249.00,17857.35
1993-04-15,278.41,3133.54,238.00,17835.62
1993-04-16,285.58,3133.56,232.00,17849.68
1993-04-17,280.44,3133.55,234.00,17842.01
1993-04-18,288.48,3133.54,241.00,17835.62
1993-04-19,286.97,3133.56,232.00,17849.68
1993-04-20,270.77,3133.55,227.00,17842.01
1993-04-21,259.41,3133.55,214.00,17842.01
1993-04-22,242.76,3133.51,212.00,17812.60
1993-04-23,253.89,3133.53,203.00,17827.95
1993-04-24,275.12,3133.56,219.00,17849.68
1993-04-25,261.15,3133.54,224.00,17835.62
1993-04-26,306.20,3133.59,237.00,17872.70
1993-04-27,315.24,3133.62,254.00,17894.43
1993-04-28,343.08,3133.66,278.00,17923.84
1993-04-29,343.64,3133.67,290.00,17931.51
1993-04-30,371.81,3133.67,321.00,17931.51
1993-05-01,375.03,3133.70,313.00,17954.53
1993-05-02,376.11,3133.70,324.00,17954.53
1993-05-03,417.30,3133.75,352.00,17991.61
1993-05-04,464.47,3133.75,414.00,17991.61
1993-05-05,447.94,3133.76,391.00,17998.00
1993-05-06,481.03,3133.81,416.00,18036.36
1993-05-07,559.51,3133.88,487.00,18087.50
1993-05-08,533.88,3133.85,494.00,18065.76
1993-05-09,482.29,3133.81,444.00,18036.36
1993-05-10,418.56,3133.81,397.00,18036.36
1993-05-11,462.60,3133.90,428.00,18102.84
1993-05-12,661.80,3134.11,593.00,18260.50
1993-05-13,864.38,3134.20,843.00,18328.34
1993-05-14,1063.37,3134.32,1020.00,18419.66
1993-05-15,1012.70,3134.23,1040.00,18351.82
1993-05-16,891.69,3134.16,915.00,18298.33
1993-05-17,860.47,3134.14,868.00,18282.68
1993-05-18,789.21,3134.08,813.00,18238.32
1993-05-19,786.04,3134.10,784.00,18252.67
1993-05-20,811.20,3134.10,817.00,18252.67
1993-05-21,754.71,3134.00,792.00,18177.00
1993-05-22,595.49,3133.88,636.00,18087.50
1993-05-23,476.13,3133.78,506.00,18013.34
1993-05-24,396.42,3133.72,410.00,17968.59
1993-05-25,355.63,3133.70,355.00,17954.53
1993-05-26,418.69,3133.76,393.00,17998.00
1993-05-27,363.44,3133.69,381.00,17946.85
1993-05-28,334.49,3133.66,339.00,17923.84
1993-05-29,362.61,3133.69,344.00,17946.85
1993-05-30,306.82,3133.65,312.00,17916.17
1993-05-31,307.21,3133.65,301.00,17916.17
1993-06-01,435.35,3133.77,390.00,18005.67
1993-06-02,477.25,3133.78,471.00,18013.34
1993-06-03,514.30,3133.83,496.00,18050.42
1993-06-04,578.82,3133.89,558.00,18095.17
1993-06-05,644.98,3133.94,632.00,18132.25
1993-06-06,687.71,3133.98,679.00,18161.66
1993-06-07,715.18,3133.99,718.00,18169.33
1993-06-08,659.85,3133.95,674.00,18139.92
1993-06-09,580.78,3133.90,597.00,18102.84
1993-06-10,511.42,3133.83,534.00,18050.42
1993-06-11,534.12,3133.83,534.00,18050.42
1993-06-12,572.03,3133.89,551.00,18095.17
1993-06-13,601.70,3133.93,589.00,18124.58
1993-06-14,597.10,3133.93,600.00,18124.58
1993-06-15,605.08,3133.91,614.00,18110.51
1993-06-16,607.01,3133.89,615.00,18095.17
1993-06-17,550.96,3133.84,566.00,18058.09
1993-06-18,521.34,3133.85,513.00,18065.76
1993-06-19,456.39,3133.81,466.00,18036.36
1993-06-20,520.42,3133.88,495.00,18087.50
1993-06-21,547.61,3133.85,560.00,18065.76
1993-06-22,552.47,3133.82,562.00,18042.75
1993-06-23,472.67,3133.74,496.00,17983.93
1993-06-24,382.13,3133.68,395.00,17939.18
1993-06-25,284.24,3133.62,295.00,17894.43
1993-06-26,200.48,3133.52,229.00,17820.27
1993-06-27,126.82,3133.39,169.00,17723.10
1993-06-28,124.19,3133.35,136.00,17693.69
1993-06-29,116.24,3133.35,114.00,17693.69
1993-06-30,94.35,3133.23,139.00,17604.19
1993-07-01,77.95,3133.13,116.00,17523.64
1993-07-02,58.01,3133.00,106.00,17426.47
1993-07-03,96.40,3132.99,100.00,17418.80
1993-07-04,74.54,3132.92,101.00,17366.38
1993-07-05,69.40,3132.84,99.00,17307.56
1993-07-06,64.14,3132.74,98.00,17239.79
1993-07-07,30.22,3132.61,78.00,17143.90
1993-07-08,43.40,3132.56,63.00,17106.82
1993-07-09,12.65,3132.43,63.00,17009.65
1993-07-10,14.07,3132.26,80.00,16883.07
1993-07-11,6.23,3132.03,92.00,16713.01
1993-07-12,40.13,3131.89,92.00,16610.21
1993-07-13,44.82,3131.76,92.00,16516.70
1993-07-14,22.19,3131.57,92.00,16378.31
1993-07-15,22.19,3131.38,91.00,16239.91
1993-07-16,29.69,3131.22,90.00,16117.73
1993-07-17,42.57,3131.08,93.00,16015.49
1993-07-18,52.54,3130.93,106.00,15907.03
1993-07-19,38.65,3130.72,113.00,15754.92
1993-07-20,34.35,3130.49,111.00,15595.33
1993-07-21,40.02,3130.29,110.00,15449.46
1993-07-22,69.56,3130.17,110.00,15362.18
1993-07-23,66.42,3130.04,110.00,15268.68
1993-07-24,89.46,3130.01,94.00,15246.23
1993-07-25,91.11,3130.08,63.00,15297.35
1993-07-26,80.42,3130.12,63.00,15327.27
1993-07-27,72.25,3130.14,63.00,15340.99
1993-07-28,35.87,3130.06,62.00,15283.64
1993-07-29,24.65,3129.95,62.00,15204.00
1993-07-30,22.34,3129.83,62.00,15121.20
1993-07-31,10.85,3129.68,62.00,15015.60
1993-08-01,4.19,3129.51,62.00,14896.80
1993-08-02,19.92,3129.35,77.00,14779.20
1993-08-03,25.35,3129.11,105.00,14611.20
1993-08-04,7.20,3128.82,104.00,14408.40
1993-08-05,-0.08,3128.50,108.00,14185.20
1993-08-06,7.74,3128.16,119.00,13953.60
1993-08-07,8.77,3127.82,119.00,13724.07
1993-08-08,27.20,3127.54,118.00,13532.44
1993-08-09,19.96,3127.23,118.00,13327.21
1993-08-10,16.31,3126.92,117.00,13116.30
1993-08-11,32.31,3126.64,115.00,12937.14
1993-08-12,58.77,3126.45,114.00,12812.41
1993-08-13,57.33,3126.25,114.00,12686.55
1993-08-14,47.77,3126.03,114.00,12541.41
1993-08-15,51.75,3125.81,113.00,12403.83
1993-08-16,58.30,3125.62,112.00,12279.20
1993-08-17,161.60,3125.74,112.00,12360.16
1993-08-18,183.46,3125.94,112.00,12483.72
1993-08-19,155.15,3126.04,114.00,12548.21
1993-08-20,115.78,3126.02,114.00,12534.61
1993-08-21,83.10,3125.92,104.00,12472.00
1993-08-22,76.76,3125.89,79.00,12452.83
1993-08-23,50.06,3125.77,80.00,12378.27
1993-08-24,41.24,3125.63,81.00,12285.60
1993-08-25,47.66,3125.50,81.00,12204.64
1993-08-26,64.04,3125.38,95.00,12130.08
1993-08-27,44.63,3125.14,111.00,11980.95
1993-08-28,19.53,3124.82,110.00,11782.83
1993-08-29,34.50,3124.55,110.00,11614.53
1993-08-30,40.69,3124.30,110.00,11460.08
1993-08-31,32.58,3124.02,109.00,11291.78
1993-09-01,23.08,3123.71,108.00,11105.94
1993-09-02,26.24,3123.42,107.00,10932.88
1993-09-03,9.20,3123.09,107.00,10736.27
1993-09-04,5.74,3122.75,105.00,10535.50
1993-09-05,6.57,3122.41,105.00,10336.82
1993-09-06,3.41,3122.06,103.00,10132.12
1993-09-07,13.66,3121.73,106.00,9942.52
1993-09-08,24.34,3121.42,110.00,9765.55
1993-09-09,12.88,3121.07,110.00,9566.09
1993-09-10,4.84,3120.69,109.00,9352.45
1993-09-11,5.42,3120.31,109.00,9140.55
1993-09-12,-8.11,3119.89,106.00,8906.34
1993-09-13,20.81,3119.57,105.00,8732.76
1993-09-14,13.69,3119.23,104.00,8547.05
1993-09-15,13.43,3118.89,103.00,8362.79
1993-09-16,11.22,3118.54,102.00,8176.95
1993-09-17,2.56,3118.16,101.00,7974.72
1993-09-18,12.85,3117.82,99.00,7796.50
1993-09-19,8.19,3117.46,98.00,7611.27
1993-09-20,15.21,3117.13,98.00,7441.04
1993-09-21,30.60,3116.86,97.00,7303.51
1993-09-22,34.31,3116.60,97.00,7173.72
1993-09-23,35.21,3116.35,96.00,7047.36
1993-09-24,42.83,3116.13,95.00,6937.33
1993-09-25,39.92,3115.90,94.00,6822.98
1993-09-26,55.23,3115.73,93.00,6740.74
1993-09-27,59.84,3115.58,92.00,6667.63
1993-09-28,55.23,3115.41,92.00,6585.38
1993-09-29,57.09,3115.25,92.00,6507.29
1993-09-30,47.04,3115.05,91.00,6410.09
1993-10-01,42.85,3114.36,90.00,3183.14
1993-10-02,48.45,3114.10,90.00,3090.60
1993-10-03,48.68,3113.84,90.00,2998.75
1993-10-04,48.04,3113.58,90.00,2906.21
1993-10-05,44.72,3113.30,89.00,2809.41
1993-10-06,44.92,3113.63,89.00,2713.02
1993-10-07,41.09,3113.36,89.00,2612.81
1993-10-08,40.90,3113.27,54.00,2579.20
1993-10-09,49.26,3113.38,31.00,2619.79
1993-10-10,54.25,3113.56,22.00,2687.01
1993-10-11,38.00,3113.73,8.30,2749.80
1993-10-12,58.70,3114.01,7.90,2854.11
1993-10-13,54.18,3114.25,7.60,2950.08
1993-10-14,54.11,3114.49,7.10,3046.73
1993-10-15,67.93,3114.80,7.10,3170.80
1993-10-16,75.97,3115.14,7.20,3310.71
1993-10-17,65.66,3115.42,7.20,3430.14
1993-10-18,59.18,3115.67,7.30,3536.46
1993-10-19,59.12,3115.92,7.30,3642.77
1993-10-20,65.14,3116.19,7.30,3761.20
1993-10-21,61.44,3116.44,7.30,3871.95
1993-10-22,72.73,3116.74,7.60,4004.70
1993-10-23,61.64,3116.99,7.60,4115.45
1993-10-24,64.13,3117.22,12.00,4222.10
1993-10-25,50.31,3117.36,21.00,4287.00
1993-10-26,57.23,3117.53,21.00,4365.35
1993-10-27,52.22,3117.70,14.00,4443.70
1993-10-28,65.98,3117.97,3.90,4568.75
1993-10-29,60.56,3118.21,3.80,4683.27
1993-10-30,53.80,3118.42,3.80,4784.37
1993-10-31,60.74,3118.66,3.60,4899.44
1993-11-01,60.71,3118.90,3.60,5014.51
1993-11-02,67.32,3119.16,3.60,5142.62
1993-11-03,60.54,3119.39,3.60,5257.35
1993-11-04,48.33,3119.57,3.40,5348.10
1993-11-05,55.22,3119.78,3.40,5452.55
1993-11-06,68.35,3120.04,3.30,5583.32
1993-11-07,57.23,3120.25,3.30,5691.97
1993-11-08,67.14,3120.50,3.40,5820.06
1993-11-09,59.99,3120.72,3.40,5934.01
1993-11-10,59.30,3120.94,3.10,6047.08
1993-11-11,63.54,3121.17,3.10,6168.58
1993-11-12,76.74,3121.45,3.10,6316.23
1993-11-13,74.08,3121.72,3.30,6458.45
1993-11-14,48.10,3121.89,3.30,6549.03
1993-11-15,58.90,3122.10,3.30,6661.02
1993-11-16,32.48,3122.38,3.30,6720.63
1993-11-17,79.49,3122.49,3.30,6873.38
1993-11-18,98.36,3122.84,3.40,7063.38
1993-11-19,71.76,3123.09,3.40,7200.64
1993-11-20,58.44,3123.29,3.40,7311.46
1993-11-21,61.79,3123.50,3.40,7428.98
1993-11-22,83.91,3123.79,3.40,7590.44
1993-11-23,41.55,3123.93,2.80,7668.78
1993-11-24,18.78,3123.99,2.70,7702.22
1993-11-25,48.10,3124.15,2.40,7794.17
1993-11-26,65.42,3124.37,2.20,7920.96
1993-11-27,68.41,3124.60,2.20,8053.70
1993-11-28,80.48,3124.87,2.30,8210.21
1993-11-29,59.56,3125.07,2.30,8325.11
1993-11-30,82.61,3125.35,1.70,8486.58
1993-12-01,94.62,3125.67,1.70,8671.81
1993-12-02,76.50,3125.93,1.60,8821.39
1993-12-03,94.39,3126.24,1.40,9006.69
1993-12-04,89.01,3126.53,1.30,9181.34
1993-12-05,76.88,3126.78,1.20,9332.23
1993-12-06,79.51,3127.04,1.30,9488.29
1993-12-07,106.93,3127.39,0.99,9699.12
1993-12-08,97.57,3127.71,1.10,9891.34
1993-12-09,129.70,3128.13,0.80,10147.81
1993-12-10,152.63,3128.61,0.80,10449.20
1993-12-11,205.87,3129.26,0.73,10856.07
1993-12-12,148.88,3129.73,0.73,11149.93
1993-12-13,125.64,3130.12,0.66,11397.66
1993-12-14,109.72,3130.45,0.66,11613.77
1993-12-15,129.33,3130.84,0.53,11869.26
1993-12-16,93.33,3131.12,0.80,12052.72
1993-12-17,116.29,3131.47,0.53,12282.33
1993-12-18,106.06,3131.79,0.53,12491.68
1993-12-19,80.37,3132.03,0.42,12650.23
1993-12-20,83.15,3132.27,0.48,12814.21
1993-12-21,97.42,3132.55,0.48,13006.51
1993-12-22,90.38,3132.81,0.59,13184.64
1993-12-23,81.56,3133.04,1.10,13342.72
1993-12-24,84.06,3133.13,51.00,13404.07
1993-12-25,74.52,3133.17,60.00,13431.20
1993-12-26,73.79,3133.19,67.00,13445.36
1993-12-27,86.35,3133.21,79.00,13459.51
1993-12-28,68.42,3133.19,76.00,13445.36
1993-12-29,79.53,3133.20,76.00,13452.44
1993-12-30,81.22,3133.20,81.00,13452.44
1993-12-31,87.28,3133.22,80.00,13466.59
1994-01-01,94.52,3133.23,92.00,13472.49
1994-01-02,91.27,3133.23,90.00,13472.49
1994-01-03,109.27,3133.27,95.00,13500.80
1994-01-04,147.87,3133.33,126.00,13542.09
1994-01-05,150.08,3133.33,150.00,13542.09
1994-01-06,123.51,3133.29,138.00,13513.78
1994-01-07,100.67,3133.25,114.00,13486.65
1994-01-08,110.86,3133.26,107.00,13493.73
1994-01-09,112.87,3133.27,110.00,13500.80
1994-01-10,105.76,3133.26,110.00,13493.73
1994-01-11,109.53,3133.27,107.00,13500.80
1994-01-12,107.05,3133.27,107.00,13500.80
1994-01-13,112.39,3133.28,110.00,13506.70
1994-01-14,128.03,3133.31,118.00,13527.94
1994-01-15,140.92,3133.33,134.00,13542.09
1994-01-16,123.52,3133.31,130.00,13527.94
1994-01-17,103.80,3133.27,117.00,13500.80
1994-01-18,105.83,3133.26,109.00,13493.73
1994-01-19,100.75,3133.25,104.00,13486.65
1994-01-20,102.23,3133.25,104.00,13486.65
1994-01-21,92.34,3133.25,94.00,13486.65
1994-01-22,113.26,3133.28,106.00,13506.70
1994-01-23,99.79,3133.27,104.00,13500.80
1994-01-24,99.86,3133.28,98.00,13506.70
1994-01-25,99.58,3133.28,101.00,13506.70
1994-01-26,106.47,3133.28,108.00,13506.70
1994-01-27,100.72,3133.26,107.00,13493.73
1994-01-28,88.90,3133.24,96.00,13479.57
1994-01-29,91.68,3133.24,91.00,13479.57
1994-01-30,96.39,3133.24,97.00,13479.57
1994-01-31,72.02,3133.20,85.00,13452.44
1994-02-01,67.85,3133.18,75.00,13438.28
1994-02-02,72.51,3133.18,73.00,13438.28
1994-02-03,76.37,3133.18,76.00,13438.28
1994-02-04,75.02,3133.18,75.00,13438.28
1994-02-05,75.75,3133.18,75.00,13438.28
1994-02-06,72.88,3133.18,73.00,13438.28
1994-02-07,93.91,3133.20,87.00,13452.44
1994-02-08,36.52,3133.11,66.00,13391.09
1994-02-09,69.17,3133.16,52.00,13425.30
1994-02-10,84.04,3133.21,68.00,13459.51
1994-02-11,81.56,3133.22,78.00,13466.59
1994-02-12,69.22,3133.19,80.00,13445.36
1994-02-13,69.20,3133.18,72.00,13438.28
1994-02-14,76.86,3133.21,68.00,13459.51
1994-02-15,96.54,3133.24,86.00,13479.57
1994-02-16,92.69,3133.25,89.00,13486.65
1994-02-17,110.17,3133.29,97.00,13513.78
1994-02-18,111.50,3133.30,108.00,13520.86
1994-02-19,99.48,3133.28,106.00,13506.70
1994-02-20,86.19,3133.26,92.00,13493.73
1994-02-21,86.79,3133.25,91.00,13486.65
1994-02-22,90.73,3133.25,91.00,13486.65
1994-02-23,100.85,3133.26,98.00,13493.73
1994-02-24,122.89,3133.29,113.00,13513.78
1994-02-25,112.57,3133.29,113.00,13513.78
1994-02-26,134.93,3133.32,126.00,13535.02
1994-02-27,275.92,3133.53,216.00,13678.94
1994-02-28,339.62,3133.56,335.00,13699.00
1994-03-01,261.99,3133.52,278.00,13671.86
1994-03-02,249.11,3133.52,254.00,13671.86
1994-03-03,237.74,3133.51,246.00,13664.78
1994-03-04,267.86,3133.54,263.00,13686.02
1994-03-05,236.30,3133.47,264.00,13637.65
1994-03-06,206.02,3133.43,222.00,13610.52
1994-03-07,169.60,3133.39,185.00,13582.20
1994-03-08,160.97,3133.38,166.00,13576.31
1994-03-09,156.49,3133.39,155.00,13582.20
1994-03-10,149.49,3133.38,155.00,13576.31
1994-03-11,141.21,3133.36,149.00,13562.15
1994-03-12,143.09,3133.38,136.00,13576.31
1994-03-13,132.00,3133.37,135.00,13569.23
1994-03-14,138.67,3133.39,132.00,13582.20
1994-03-15,130.08,3133.39,130.00,13582.20
1994-03-16,115.85,3133.35,130.00,13555.07
1994-03-17,126.82,3133.35,127.00,13555.07
1994-03-18,120.94,3133.33,128.00,13542.09
1994-03-19,121.19,3133.33,121.00,13542.09
1994-03-20,115.59,3133.33,116.00,13542.09
1994-03-21,108.69,3133.31,116.00,13527.94
1994-03-22,105.41,3133.29,113.00,13513.78
1994-03-23,97.72,3133.29,98.00,13513.78
1994-03-24,102.10,3133.30,98.00,13520.86
1994-03-25,97.10,3133.29,100.00,13513.78
1994-03-26,98.08,3133.30,94.00,13520.86
1994-03-27,95.09,3133.32,88.00,13535.02
1994-03-28,88.01,3133.32,88.00,13535.02
1994-03-29,85.77,3133.32,86.00,13535.02
1994-03-30,99.26,3133.36,86.00,13562.15
1994-03-31,80.17,3133.33,90.00,13542.09
1994-04-01,95.53,3133.33,95.00,13542.09
1994-04-02,84.49,3133.32,88.00,13535.02
1994-04-03,82.03,3133.30,90.00,13520.86
1994-04-04,71.40,3133.27,80.00,13500.80
1994-04-05,73.28,3133.29,67.00,13513.78
1994-04-06,75.90,3133.29,77.00,13513.78
1994-04-07,77.34,3133.28,81.00,13506.70
1994-04-08,75.38,3133.28,75.00,13506.70
1994-04-09,91.38,3133.29,89.00,13513.78
1994-04-10,76.68,3133.26,85.00,13493.73
1994-04-11,74.88,3133.29,65.00,13513.78
1994-04-12,62.31,3133.27,69.00,13500.80
1994-04-13,52.94,3133.23,67.00,13472.49
1994-04-14,60.21,3133.23,60.00,13472.49
1994-04-15,56.29,3133.25,49.00,13486.65
1994-04-16,43.19,3133.25,43.00,13486.65
1994-04-17,31.16,3133.24,34.00,13479.57
1994-04-18,28.14,3133.24,28.00,13479.57
1994-04-19,22.42,3133.21,32.00,13459.51
1994-04-20,37.44,3133.24,27.00,13479.57
1994-04-21,27.91,3133.20,42.00,13452.44
1994-04-22,41.26,3133.21,37.00,13459.51
1994-04-23,30.93,3133.20,35.00,13452.44
1994-04-24,45.30,3133.21,42.00,13459.51
1994-04-25,79.38,3133.26,63.00,13493.73
1994-04-26,78.52,3133.25,82.00,13486.65
1994-04-27,82.24,3133.25,82.00,13486.65
1994-04-28,45.56,3133.21,58.00,13459.51
1994-04-29,48.37,3133.22,39.00,13466.59
1994-04-30,41.93,3133.19,44.00,13445.36
1994-05-01,52.69,3133.21,38.00,13459.51
1994-05-02,51.48,3133.21,43.00,13459.51
1994-05-03,49.62,3133.23,36.00,13472.49
1994-05-04,52.04,3133.24,41.00,13479.57
1994-05-05,61.53,3133.24,53.00,13479.57
