date,gain,id,qu,fb,qd,qt,qsd,af
2000-08-11,,4105.55,728.43,3054.88,4020.00,4022.83,35.20,264042.25
2000-08-12,,3908.62,668.73,3054.80,4020.00,4018.59,14.84,263823.72
2000-08-13,,3789.52,674.42,3054.63,4020.00,4024.16,15.11,263358.00
2000-08-14,,3927.58,601.40,3054.56,4020.00,4023.80,12.13,263166.88
2000-08-15,,4002.85,526.30,3054.45,4150.00,4154.61,111.76,262865.53
2000-08-16,,4268.24,497.02,3054.48,4230.00,4226.64,161.17,262947.72
2000-08-17,,4194.75,534.26,3054.46,4220.00,4222.27,156.52,262892.91
2000-08-18,,3909.78,493.46,3054.23,4230.00,4226.91,160.83,262263.47
2000-08-19,,3667.90,536.18,3053.83,4220.00,4218.33,152.66,261171.30
2000-08-20,,3493.98,560.69,3053.30,4220.00,4221.52,121.16,259728.03
2000-08-21,,3268.06,626.15,3052.61,4210.00,4212.08,100.39,257855.17
2000-08-22,,3597.20,686.21,3052.15,4230.00,4225.39,111.31,256608.94
2000-08-23,,4067.83,558.19,3052.04,4220.00,4217.69,105.34,256311.42
2000-08-24,,3633.75,657.79,3051.61,4220.00,4217.70,104.40,255153.02
2000-08-25,,2641.92,600.72,3050.52,4120.00,4118.41,53.10,252224.13
2000-08-26,,3061.63,406.44,3049.77,4070.00,4072.70,14.09,250218.33
2000-08-27,,1939.93,588.24,3048.18,4070.00,4069.64,29.58,245993.81
2000-08-28,,1718.80,607.89,3046.43,4040.00,4041.92,4.60,241385.70
2000-08-29,,2298.55,531.81,3045.15,3990.00,3985.08,,238040.09
2000-08-30,,2322.60,458.12,3043.91,3850.00,3945.73,,234820.39
2000-08-31,,1944.57,656.79,3042.41,3890.00,3892.81,,230955.66
2000-09-01,,1629.05,703.94,3040.71,3820.00,3819.45,,226610.72
2000-09-02,,1840.76,1101.86,3039.18,3800.00,3795.64,28.15,222732.88
2000-09-03,,1722.21,866.67,3037.54,3800.00,3798.80,31.80,218613.64
2000-09-04,,1777.75,1002.12,3035.93,3800.00,3800.22,35.45,214601.66
2000-09-05,,1275.05,932.51,3033.97,3710.00,3712.08,62.84,209767.52
2000-09-06,,1041.79,704.89,3031.86,3640.00,3636.03,37.19,204621.45
2000-09-07,,1068.04,771.29,3029.77,3610.00,3607.66,21.44,199583.66
2000-09-08,,1038.81,648.97,3027.72,3500.00,3501.00,29.00,194699.73
2000-09-09,,1121.65,797.63,3025.76,3450.00,3448.63,,190083.91
2000-09-10,,1063.07,740.87,3023.73,3450.00,3445.16,73.33,185358.72
2000-09-11,,1148.98,780.56,3021.78,3410.00,3412.28,40.29,180869.14
2000-09-12,,1080.22,783.56,3019.78,3380.00,3376.17,28.80,176314.64
2000-09-13,,1032.81,761.71,3017.72,3370.00,3370.86,22.89,171676.86
2000-09-14,,437.48,862.39,3015.11,3360.00,3361.28,13.87,165877.34
2000-09-15,,112.40,800.21,3012.17,3350.00,3353.69,34.93,159448.08
2000-09-16,,156.03,865.92,3009.23,3340.00,3341.28,28.92,153129.78
2000-09-17,,135.46,854.82,3006.21,3350.00,3348.50,34.18,146756.66
2000-09-18,,153.50,765.10,3003.15,3350.00,3348.50,32.08,140419.20
2000-09-19,,148.57,793.61,3000.04,3330.00,3332.42,38.17,134103.72
2000-09-20,,129.33,734.95,2996.85,3330.00,3330.83,81.64,127753.29
2000-09-21,,398.07,709.60,2993.88,3320.00,3321.55,84.65,121954.30
2000-09-22,,801.93,762.57,2991.27,3320.00,3323.91,85.34,116951.12
2000-09-23,,1657.55,856.51,2989.52,3330.00,3325.03,87.59,111876.00
2000-09-24,,3322.32,813.73,2989.52,3320.00,3321.98,94.96,106802.00
2000-09-25,,-2706.60,898.41,2983.04,3300.00,3300.77,58.50,101727.23
2000-09-26,,823.23,766.13,2980.28,3300.00,3300.41,541.73,96813.53
2000-09-27,,819.79,768.45,2977.52,3250.00,3248.58,984.01,91995.59
2000-09-28,,805.91,736.57,2974.72,3220.00,3220.53,,87205.75
2000-09-29,,825.55,712.37,2971.88,3220.00,3224.30,11.08,82447.45
2000-09-30,,,807.52,2968.97,3230.00,3227.45,21.21,77674.45
2000-10-01,,,752.00,2966.00,3230.00,3225.67,10.11,72908.00
2000-10-02,,816.31,789.44,2963.02,3170.00,3173.39,26.02,68232.17
2000-10-03,,806.70,760.22,2960.00,3140.00,3140.34,,63603.00
2000-10-04,,793.22,702.26,2957.01,3050.00,3048.09,,59129.86
2000-10-05,,791.34,726.59,2954.40,2710.00,2712.66,0.55,55318.26
2000-10-06,,785.74,682.53,2951.88,2600.00,2601.53,12.90,51715.88
2000-10-07,,984.98,954.02,2949.66,2550.00,2550.45,58.42,48609.98
2000-10-08,,611.10,529.38,2946.88,2530.00,2528.22,21.34,44806.56
2000-10-09,,736.24,678.55,2944.22,2520.00,2521.94,22.52,41263.92
2000-10-10,,819.59,809.02,2941.64,2510.00,2505.72,13.02,37918.78
2000-10-11,,825.69,1021.69,2939.09,2450.00,2448.31,49.63,34699.61
2000-10-12,,952.19,1169.82,2937.20,2120.00,2124.69,25.11,32372.54
2000-10-13,,1103.04,968.78,2938.02,597.00,596.44,,33375.75
2000-10-14,,1314.49,1001.58,2939.56,351.00,350.47,,35287.07
2000-10-15,,1285.27,951.64,2941.03,351.00,350.92,,37139.38
2000-10-16,,1010.10,920.75,2942.10,320.00,319.53,11.58,38508.23
2000-10-17,,823.08,875.94,2942.90,303.00,302.20,12.08,39540.77
2000-10-18,,911.10,812.41,2943.89,261.00,260.52,13.26,40830.42
2000-10-19,,898.83,862.04,2944.88,242.00,241.59,5.72,42133.69
2000-10-20,,825.45,837.73,2945.75,242.00,241.59,4.98,43291.00
2000-10-21,,856.27,1070.35,2946.66,241.00,240.67,4.66,44510.92
2000-10-22,,856.75,1037.02,2947.56,243.00,242.20,6.43,45728.56
2000-10-23,,820.90,890.20,2948.40,243.00,242.77,7.59,46873.87
2000-10-24,,824.42,842.64,2949.24,242.00,241.91,6.32,48028.39
2000-10-25,,761.05,789.39,2949.98,244.00,243.88,8.26,49053.27
2000-10-26,,832.95,1026.24,2950.82,242.00,241.45,4.68,50225.82
2000-10-27,,844.48,897.88,2951.67,242.00,241.72,5.00,51420.25
2000-10-28,,836.40,990.58,2952.50,244.00,243.22,6.08,52595.50
2000-10-29,,940.40,1490.84,2953.47,242.00,241.81,5.42,53979.94
2000-10-30,,868.33,1149.76,2954.33,244.00,243.61,6.76,55217.29
2000-10-31,,988.46,1065.60,2955.35,243.00,241.92,5.42,56696.44
2000-11-01,,1055.22,987.88,2956.45,244.00,243.02,5.97,58305.88
2000-11-02,,1040.67,909.61,2957.52,244.00,242.80,6.64,59886.71
2000-11-03,,1025.55,878.29,2958.56,244.00,242.98,6.58,61436.85
2000-11-04,,1016.13,835.08,2959.58,243.00,242.53,5.56,62969.76
2000-11-05,,1014.89,951.12,2960.59,243.00,242.41,5.35,64499.93
2000-11-06,,943.31,831.97,2961.50,243.00,241.94,6.13,65889.50
2000-11-07,,879.35,735.42,2962.34,228.00,152.48,76.12,67181.44
2000-11-08,,911.99,883.10,2963.20,241.00,244.34,138.61,68512.32
2000-11-09,,911.56,868.47,2964.05,244.00,243.52,12.46,69836.52
2000-11-10,,892.05,838.45,2964.87,243.00,243.02,11.95,71123.21
2000-11-11,,896.88,820.48,2965.69,244.00,243.95,11.93,72417.80
2000-11-12,,884.48,973.73,2966.49,244.00,243.45,11.67,73688.55
2000-11-13,,316.60,669.22,2966.58,244.00,243.72,11.30,73832.06
2000-11-14,,91.65,778.56,2966.39,244.00,243.88,12.50,73529.10
2000-11-15,,91.64,814.27,2966.20,244.00,243.44,13.16,73226.52
2000-11-16,,85.01,590.63,2966.00,246.00,244.61,13.58,72908.00
2000-11-17,,61.54,794.36,2965.77,245.00,244.20,11.28,72544.40
2000-11-18,,61.84,332.34,2965.54,245.00,244.47,9.41,72180.80
2000-11-19,,92.81,889.94,2965.35,244.00,243.38,13.39,71880.51
2000-11-20,,92.94,700.20,2965.16,245.00,243.53,12.53,71579.82
2000-11-21,,84.26,701.05,2964.96,243.00,242.73,11.96,71264.18
2000-11-22,,217.08,951.97,2964.93,241.00,240.31,21.91,71217.06
2000-11-23,,275.31,700.36,2964.97,244.00,242.94,4.57,71279.88
2000-11-24,,300.84,723.00,2965.04,245.00,244.59,4.22,71390.30
2000-11-25,,250.66,833.80,2965.05,243.00,242.17,4.09,71406.13
2000-11-26,,299.82,812.02,2965.12,244.00,243.31,4.67,71516.91
2000-11-27,,258.05,1069.28,2965.14,242.00,241.75,4.90,71548.17
2000-11-28,,283.26,733.68,2965.19,243.00,242.66,8.68,71627.30
2000-11-29,,285.08,940.09,2965.24,245.00,244.56,11.18,71706.42
2000-11-30,,307.06,908.30,2965.32,243.00,242.64,9.83,71833.03
2000-12-01,,292.16,779.80,2965.38,244.00,243.83,11.60,71927.59
2000-12-02,,276.48,718.58,2965.42,245.00,244.05,10.83,71990.90
2000-12-03,,268.13,818.98,2965.45,244.00,243.63,10.32,72038.38
2000-12-04,,269.14,574.05,2965.48,245.00,244.66,9.30,72085.85
2000-12-05,,315.27,776.74,2965.57,243.00,243.06,6.68,72228.28
2000-12-06,,236.50,900.04,2965.56,244.00,244.00,13.30,72212.45
2000-12-07,,268.02,638.71,2965.59,244.00,243.53,14.30,72259.93
2000-12-08,,291.18,970.85,2965.65,244.00,242.95,12.47,72354.49
2000-12-09,,282.87,807.59,2965.70,243.00,242.59,6.37,72433.63
2000-12-10,,283.40,895.38,2965.75,244.00,243.03,5.28,72512.75
2000-12-11,,283.41,713.42,2965.80,244.00,243.09,5.33,72591.88
2000-12-12,,267.92,696.38,2965.83,244.00,243.28,4.07,72639.35
2000-12-13,,298.57,593.59,2965.90,243.00,242.59,7.25,72749.74
2000-12-14,,299.25,1149.70,2965.97,243.00,242.92,15.81,72860.52
2000-12-15,,339.46,901.27,2966.09,243.00,242.78,10.00,73051.51
2000-12-16,,283.40,758.09,2966.14,243.00,242.97,10.07,73130.85
2000-12-17,,235.88,682.65,2966.13,244.00,243.48,7.12,73114.91
2000-12-18,,283.88,912.53,2966.18,244.00,243.20,5.39,73194.63
2000-12-19,,236.00,456.83,2966.17,244.00,243.56,7.45,73178.69
2000-12-20,,315.67,851.42,2966.26,243.00,243.06,6.65,73322.20
2000-12-21,,316.66,958.27,2966.35,244.00,243.50,3.16,73465.70
2000-12-22,,341.59,1095.67,2966.47,245.00,244.52,3.72,73656.66
2000-12-23,,333.61,863.31,2966.58,245.00,244.61,2.60,73832.06
2000-12-24,,348.40,966.89,2966.71,244.00,243.56,2.48,74038.97
2000-12-25,,356.34,629.70,2966.85,244.00,243.22,3.02,74262.20
2000-12-26,,293.45,469.63,2966.91,245.00,244.73,3.16,74357.49
2000-12-27,,285.63,838.93,2966.96,245.00,244.86,10.10,74437.22
2000-12-28,,292.39,831.20,2967.02,244.00,243.50,10.25,74533.13
2000-12-29,,302.33,615.05,2967.09,246.00,245.02,12.46,74645.59
2000-12-30,,317.52,638.24,2967.18,245.00,244.08,11.70,74789.79
2000-12-31,,333.34,1023.64,2967.29,244.00,243.47,10.98,74966.52
2001-01-01,,310.47,650.13,2967.37,246.00,244.94,12.05,75095.04
2001-01-02,,349.90,676.17,2967.50,245.00,244.16,7.80,75303.50
2001-01-03,,301.69,688.50,2967.57,245.00,244.30,6.53,75415.96
2001-01-04,,334.62,865.71,2967.68,246.00,245.00,11.20,75592.29
2001-01-05,,293.74,685.36,2967.74,245.00,244.39,11.40,75688.69
2001-01-06,,349.83,758.20,2967.87,245.00,243.86,11.35,75897.54
2001-01-07,,292.69,591.70,2967.93,244.00,243.81,10.84,75993.54
2001-01-08,,310.05,887.49,2968.01,245.00,244.59,11.62,76122.19
2001-01-09,,351.76,708.75,2968.14,246.00,245.06,11.50,76332.20
2001-01-10,,375.90,1184.64,2968.30,245.00,244.67,11.37,76591.18
2001-01-11,,302.96,538.69,2968.37,246.00,245.16,12.00,76704.48
2001-01-12,,325.56,1340.12,2968.47,244.00,243.47,10.62,76865.95
2001-01-13,,310.34,528.15,2968.55,245.00,244.30,11.99,76995.43
2001-01-14,,301.15,1157.93,2968.62,244.00,243.58,11.14,77108.73
2001-01-15,,301.64,691.80,2968.69,245.00,244.16,12.12,77221.63
2001-01-16,,269.23,658.82,2968.72,245.00,244.03,11.82,77270.20
2001-01-17,,245.53,487.48,2968.72,246.00,244.83,12.04,77270.20
2001-01-18,,293.81,342.94,2968.78,245.00,243.98,11.35,77367.30
2001-01-19,,320.35,1180.35,2968.87,247.00,245.22,13.06,77512.98
2001-01-20,,328.17,1163.64,2968.97,247.00,245.48,13.24,77674.45
2001-01-21,,313.05,729.09,2969.05,247.00,245.83,13.58,77804.53
2001-01-22,,305.50,731.68,2969.12,248.00,246.50,14.45,77918.67
2001-01-23,,270.86,970.23,2969.15,246.00,244.75,12.59,77967.19
2001-01-24,,255.98,732.85,2969.16,248.00,246.20,14.12,77983.50
2001-01-25,,279.85,947.41,2969.20,247.00,245.41,19.24,78048.72
2001-01-26,,229.92,790.28,2969.18,246.00,245.00,21.05,78016.11
2001-01-27,,255.75,834.53,2969.19,248.00,246.16,18.01,78032.41
2001-01-28,,230.91,590.96,2969.17,247.00,245.94,16.12,77999.80
2001-01-29,,228.46,558.71,2969.15,245.00,244.00,14.79,77967.19
2001-01-30,,261.01,906.45,2969.17,245.00,243.55,15.03,77999.80
2001-01-31,,244.98,747.27,2969.17,245.00,243.94,11.63,77999.80
2001-02-01,,270.07,849.53,2969.20,245.00,244.58,11.81,78048.72
2001-02-02,,245.90,871.57,2969.20,246.00,245.19,13.92,78048.72
2001-02-03,,286.08,762.99,2969.25,245.00,244.30,9.23,78130.25
2001-02-04,,286.84,863.89,2969.30,246.00,245.11,7.37,78211.78
2001-02-05,,269.61,802.83,2969.33,245.00,244.27,7.18,78260.70
2001-02-06,,245.47,817.75,2969.33,245.00,244.67,6.77,78260.70
2001-02-07,,262.44,702.18,2969.35,246.00,245.33,10.38,78293.31
2001-02-08,,269.57,648.35,2969.38,245.00,244.39,19.30,78341.83
2001-02-09,,252.26,685.08,2969.39,244.00,243.55,18.92,78358.13
2001-02-10,,286.24,837.48,2969.44,245.00,244.55,19.91,78439.66
2001-02-11,,286.76,777.91,2969.49,246.00,245.02,11.17,78521.20
2001-02-12,,278.52,811.38,2969.53,246.00,245.03,7.38,78586.41
2001-02-13,,278.13,761.79,2969.57,245.00,244.53,7.39,78651.64
2001-02-14,,285.34,740.98,2969.62,244.00,243.58,6.06,78733.17
2001-02-15,,277.66,740.48,2969.66,245.00,244.34,6.45,78798.00
2001-02-16,,286.14,802.33,2969.71,245.00,244.17,6.67,78879.52
2001-02-17,,294.66,745.65,2969.77,245.00,244.59,7.06,78977.36
2001-02-18,,270.12,763.68,2969.80,245.00,244.56,6.96,79026.28
2001-02-19,,293.79,856.46,2969.86,244.00,243.72,6.70,79124.12
2001-02-20,,351.02,944.94,2969.99,244.00,243.77,6.20,79335.70
2001-02-21,,336.73,893.15,2970.10,246.00,245.06,7.15,79516.26
2001-02-22,,302.32,909.26,2970.17,245.00,243.98,6.90,79630.84
2001-02-23,,320.18,908.69,2970.26,246.00,245.00,7.33,79778.68
2001-02-24,,327.82,803.51,2970.36,245.00,244.30,7.33,79942.94
2001-02-25,,303.34,819.20,2970.43,246.00,244.86,6.85,80057.52
2001-02-26,,293.79,746.11,2970.49,244.00,243.30,5.72,80156.07
2001-02-27,,311.98,835.17,2970.57,246.00,244.95,6.66,80287.48
2001-02-28,,518.86,658.39,2970.90,246.00,245.03,7.58,80828.74
2001-03-01,,686.82,737.51,2971.43,246.00,244.84,11.39,81703.68
2001-03-02,,685.79,851.15,2971.96,244.00,243.56,9.96,82579.81
2001-03-03,,689.37,943.22,2972.49,245.00,244.02,9.27,83461.84
2001-03-04,,681.69,811.77,2973.01,245.00,244.50,9.44,84327.80
2001-03-05,,692.92,903.91,2973.54,245.00,243.78,9.18,85217.19
2001-03-06,,710.13,961.93,2974.09,244.00,243.69,11.01,86141.25
2001-03-07,,720.41,1044.66,2974.65,243.00,243.02,11.63,87087.34
2001-03-08,,739.79,1186.19,2975.23,244.00,243.61,12.25,88070.43
2001-03-09,,827.38,1542.62,2975.91,244.00,243.48,12.68,89227.67
2001-03-10,,831.86,1441.79,2976.59,244.00,243.30,11.89,90393.59
2001-03-11,,816.92,1464.29,2977.25,244.00,243.69,12.42,91529.00
2001-03-12,,801.73,1316.05,2977.89,244.00,243.53,12.40,92634.73
2001-03-13,,892.27,1283.73,2978.63,244.00,243.14,11.66,93921.00
2001-03-14,,993.56,1408.75,2979.48,244.00,243.86,12.02,95406.88
2001-03-15,,962.62,1292.49,2980.29,245.00,243.80,12.56,96831.21
2001-03-16,,966.65,1323.10,2981.10,245.00,244.11,14.53,98262.98
2001-03-17,,953.20,1294.83,2981.89,245.00,244.56,13.58,99667.23
2001-03-18,,966.28,1159.23,2982.69,244.00,243.58,12.03,101099.38
2001-03-19,,978.09,1299.24,2983.50,243.00,242.72,10.83,102557.00
2001-03-20,,1027.95,1719.00,2984.36,243.00,243.11,10.82,104112.95
2001-03-21,,1300.56,1950.67,2985.51,244.00,243.89,10.60,106207.80
2001-03-22,,1466.95,2000.63,2986.83,244.00,243.84,9.01,108633.01
2001-03-23,,1475.44,2034.84,2988.15,242.00,241.69,7.73,111079.72
2001-03-24,,1071.33,2187.86,2989.03,243.00,242.83,8.35,112722.42
2001-03-25,,1631.30,2603.44,2990.49,245.00,244.78,9.64,115472.06
2001-03-26,,1545.54,2360.84,2991.85,243.00,242.55,9.08,118055.59
2001-03-27,,1567.27,2159.59,2993.22,243.00,242.97,9.57,120681.32
2001-03-28,,1472.85,2121.44,2994.48,244.00,243.81,11.08,123118.13
2001-03-29,,1492.41,1917.35,2995.75,244.00,243.64,4.66,125593.50
2001-03-30,,1437.79,1892.97,2996.96,240.00,179.63,6.98,127969.28
2001-03-31,,1356.86,1765.79,2998.08,239.00,48.42,0.89,130186.52
2001-04-01,,1517.69,2036.47,2999.30,291.00,290.11,51.30,132620.30
2001-04-02,,1487.81,1952.41,3000.39,384.00,383.78,83.88,134809.03
2001-04-03,,1420.57,1720.53,3001.01,790.00,789.41,21.08,136059.31
2001-04-04,,1622.05,1742.27,3002.17,434.00,433.25,9.69,138415.98
2001-04-05,,1707.46,1568.28,3003.38,459.00,458.31,17.19,140892.05
2001-04-06,,1674.82,1539.31,3004.55,459.00,457.78,16.21,143304.50
2001-04-07,,1728.67,1700.66,3005.76,462.00,461.00,5.31,145817.34
2001-04-08,,1706.34,1556.51,3006.94,462.00,461.34,7.60,148285.23
2001-04-09,,1686.46,1420.86,3008.00,560.00,559.63,15.31,150519.00
2001-04-10,,1665.72,1269.61,3008.96,640.00,639.00,11.07,152554.13
2001-04-11,,1601.26,1452.66,3009.84,655.00,654.02,59.20,154431.75
2001-04-12,,1572.53,1453.41,3010.69,654.00,653.44,,156253.61
2001-04-13,,1525.34,1209.68,3011.49,656.00,655.19,,157977.38
2001-04-14,,1554.11,1370.36,3012.31,659.00,658.47,22.75,159752.45
2001-04-15,,1531.52,1253.13,3013.11,655.00,654.03,7.89,161491.58
2001-04-16,,1577.65,1390.74,3013.41,1250.00,1247.00,467.51,162146.66
2001-04-17,,1609.42,1527.18,3013.40,1620.00,1620.31,777.00,162124.78
2001-04-18,,1708.47,1727.46,3013.45,1650.00,1653.02,810.33,162234.14
2001-04-19,,1884.74,2106.04,3013.66,1650.00,1653.08,486.08,162692.91
2001-04-20,,1873.35,2290.70,3013.86,1650.00,1652.45,31.02,163130.33
2001-04-21,,1895.76,2087.42,3014.08,1650.00,1652.36,24.97,163612.02
2001-04-22,,1874.19,2113.49,3014.28,1650.00,1652.08,17.01,164051.50
2001-04-23,,1859.68,2087.14,3014.36,1770.00,1770.58,23.31,164227.52
2001-04-24,,2017.69,2025.64,3014.45,1920.00,1917.91,36.20,164425.00
2001-04-25,,2238.67,2233.11,3014.65,2020.00,2017.00,35.22,164864.48
2001-04-26,,4483.59,2745.80,3016.62,2290.00,2286.16,63.45,169222.52
2001-04-27,,4928.86,3359.75,3018.75,2530.00,2525.66,63.46,173989.00
2001-04-28,,5093.14,3935.96,3020.92,2620.00,2614.92,142.18,178903.91
2001-04-29,,5123.82,3730.39,3023.08,2630.00,2626.72,155.44,183856.14
2001-04-30,,5779.32,3244.05,3025.73,2680.00,2674.58,123.35,190013.69
2001-05-01,,6348.02,3471.46,3028.74,2760.00,2763.53,119.25,197122.44
2001-05-02,,6229.89,3054.57,3031.56,2820.00,2814.92,24.81,203895.34
2001-05-03,,6610.15,2805.21,3034.62,2840.00,2843.48,27.91,211365.89
2001-05-04,,6761.21,2642.16,3037.74,2860.00,2854.72,219.73,219113.72
2001-05-05,,6620.22,2647.08,3040.70,2850.00,2853.13,22.32,226585.28
2001-05-06,,6521.17,2771.13,3043.54,2850.00,2850.44,22.76,233865.38
2001-05-07,,6415.65,2794.61,3046.17,2970.00,2967.70,22.40,240703.70
2001-05-08,,6455.02,2922.50,3048.75,3030.00,3025.94,36.33,247504.50
2001-05-09,,4299.99,3196.32,3049.65,3090.00,3092.92,50.22,249898.34
2001-05-10,,2706.92,3393.60,3049.34,3120.00,3122.83,47.08,249073.00
2001-05-11,,4891.89,3489.68,3050.64,3140.00,3141.02,53.34,252545.27
2001-05-12,,5780.01,3653.79,3052.55,3180.00,3184.81,51.20,257692.53
2001-05-13,,5751.06,4293.15,3054.41,3200.00,3198.11,53.53,262755.94
2001-05-14,,4155.49,4567.71,3055.09,3220.00,3216.09,46.76,264618.94
2001-05-15,,3172.55,5957.80,3055.05,3230.00,3227.86,48.09,264508.75
2001-05-16,,3042.20,6209.30,3054.92,3220.00,3221.98,49.54,264151.81
2001-05-17,,3070.35,5344.55,3054.81,3220.00,3221.63,45.96,263851.13
2001-05-18,,3113.29,4581.54,3054.73,3220.00,3223.58,49.91,263631.97
2001-05-19,,3173.55,4283.35,3054.69,3230.00,3228.58,50.88,263522.38
2001-05-20,,3171.12,3896.35,3054.65,3230.00,3226.11,49.42,263412.78
2001-05-21,,3166.98,3728.62,3054.62,3210.00,3208.22,47.80,263330.59
2001-05-22,,3265.52,3522.15,3054.67,3200.00,3196.17,42.12,263467.56
2001-05-23,,3334.92,3573.05,3054.76,3210.00,3210.44,64.13,263714.16
2001-05-24,,3339.67,3052.32,3054.86,3200.00,3201.44,46.36,263988.13
2001-05-25,,3211.05,3842.86,3054.87,3200.00,3197.44,44.42,264014.84
2001-05-26,,3215.63,3910.27,3054.88,3200.00,3201.63,49.43,264042.25
2001-05-27,,3186.77,3764.55,3054.87,3200.00,3200.48,41.80,264014.84
2001-05-28,,3231.67,3491.93,3054.89,3200.00,3203.81,58.79,264069.63
2001-05-29,,3216.30,3086.91,3054.90,3200.00,3202.42,48.61,264097.03
2001-05-30,,3215.69,2786.37,3054.94,3160.00,3160.17,44.65,264206.63
2001-05-31,,3213.67,2544.45,3054.95,3200.00,3199.73,44.34,264234.03
2001-06-01,,3160.91,2371.98,3054.92,3200.00,3202.33,51.54,264151.81
2001-06-02,,3172.67,2231.73,3054.90,3200.00,3200.09,51.49,264097.03
2001-06-03,,3173.84,2285.54,3054.88,3200.00,3201.17,46.36,264042.25
2001-06-04,,3267.16,2369.51,3054.93,3200.00,3197.97,51.54,264179.22
2001-06-05,,3157.94,2081.69,3054.90,3200.00,3199.16,55.83,264097.03
2001-06-06,,3218.91,1996.82,3054.91,3200.00,3204.91,42.58,264124.44
2001-06-07,,3176.94,1842.95,3054.89,3200.00,3204.39,46.44,264069.63
2001-06-08,,3174.17,1776.92,3054.87,3200.00,3201.56,43.89,264014.84
2001-06-09,,3136.77,1650.18,3054.82,3210.00,3205.36,50.61,263878.53
2001-06-10,,3109.99,1600.04,3054.75,3210.00,3206.55,53.89,263686.75
2001-06-11,,3147.15,1712.47,3054.64,3300.00,3298.94,48.01,263385.38
2001-06-12,,3304.81,1792.29,3054.62,3330.00,3332.14,51.56,263330.59
2001-06-13,,3530.04,1718.79,3054.78,3310.00,3308.81,52.48,263768.94
2001-06-14,,3452.15,1562.70,3054.89,3300.00,3300.27,41.07,264069.63
2001-06-15,,3345.05,1488.89,3054.92,3300.00,3303.47,42.74,264151.81
2001-06-16,,3222.58,1364.52,3054.86,3300.00,3305.00,41.04,263988.13
2001-06-17,,3174.53,1304.64,3054.77,3300.00,3298.66,46.43,263741.53
2001-06-18,,3248.65,1320.96,3054.74,3290.00,3289.95,48.51,263659.34
2001-06-19,,3207.52,1260.41,3054.69,3280.00,3276.38,45.15,263522.38
2001-06-20,,3386.81,1225.65,3054.78,3260.00,3262.34,48.77,263768.94
2001-06-21,,3491.01,1191.59,3054.95,3260.00,3256.38,44.91,264234.03
2001-06-22,,3248.19,1157.66,3054.90,3320.00,3317.19,52.79,264097.03
2001-06-23,,3057.71,1092.77,3054.65,3400.00,3402.55,42.97,263412.78
2001-06-24,,3094.09,1039.87,3054.41,3420.00,3425.03,51.55,262755.94
2001-06-25,,3407.52,1000.77,3054.42,3390.00,3393.52,47.48,262783.31
2001-06-26,,3686.32,1128.50,3054.66,3360.00,3354.92,47.31,263440.19
2001-06-27,,3696.19,813.22,3054.91,3350.00,3351.14,53.89,264124.44
2001-06-28,,3513.47,1122.70,3055.04,3330.00,3333.55,34.64,264481.19
2001-06-29,,3386.66,1058.55,3055.08,3330.00,3331.00,50.46,264591.38
2001-06-30,,3276.45,956.88,3055.14,3190.00,3193.27,50.60,264756.00
2001-07-01,,3056.93,936.93,3055.09,3130.00,3125.91,42.89,264618.94
2001-07-02,,2792.65,856.03,3054.85,3120.00,3124.41,39.97,263960.72
2001-07-03,,3070.60,838.34,3054.83,3100.00,3098.11,46.89,263905.94
2001-07-04,,3257.15,872.54,3054.92,3130.00,3132.98,43.15,264151.81
2001-07-05,,3186.56,934.54,3054.96,3130.00,3131.25,45.49,264261.41
2001-07-06,,3109.61,538.48,3054.96,3110.00,3109.44,45.11,264261.41
2001-07-07,,3061.92,886.78,3054.93,3100.00,3103.17,47.87,264179.22
2001-07-08,,3034.61,867.63,3054.88,3100.00,3103.47,39.66,264042.25
2001-07-09,,2978.78,919.31,3054.79,3100.00,3102.55,37.11,263796.34
2001-07-10,,3031.15,959.56,3054.74,3100.00,3100.16,17.07,263659.34
2001-07-11,,3104.86,1107.23,3054.74,3100.00,3104.73,17.31,263659.34
2001-07-12,,3211.61,830.29,3054.82,3100.00,3100.97,20.14,263878.53
2001-07-13,,3250.53,874.85,3054.93,3100.00,3098.70,15.44,264179.22
2001-07-14,,3201.07,948.76,3055.00,3100.00,3104.16,19.64,264371.00
2001-07-15,,3084.16,736.68,3054.99,3100.00,3097.84,18.43,264343.59
2001-07-16,,2963.05,650.97,3054.89,3100.00,3100.97,17.54,264069.63
2001-07-17,,3169.53,817.79,3054.95,3090.00,3086.39,18.21,264234.03
2001-07-18,,3172.69,793.01,3055.02,3080.00,3075.69,18.10,264426.09
2001-07-19,,3029.48,661.46,3055.00,3060.00,3057.06,17.97,264371.00
2001-07-20,,2772.63,798.27,3054.81,3040.00,3034.67,20.94,263851.13
2001-07-21,,2655.29,571.37,3054.54,3030.00,3027.77,16.50,263112.09
2001-07-22,,2513.03,692.18,3054.17,3020.00,3023.64,19.78,262099.08
2001-07-23,,2973.68,794.27,3054.13,3030.00,3028.80,15.00,261989.48
2001-07-24,,3478.52,542.53,3054.46,3020.00,3022.91,22.91,262892.91
2001-07-25,,3394.97,823.85,3054.72,3040.00,3036.00,30.74,263604.56
2001-07-26,,2785.94,537.90,3054.55,3020.00,3020.34,33.17,263139.47
2001-07-27,,3131.47,328.01,3054.63,3020.00,3021.09,20.89,263358.00
