date,gain,id,fb,af
1988-10-08,2126.92,2334.92,5522.75,144811.42
1988-10-09,2229.60,2434.60,5522.31,141885.02
1988-10-10,2174.26,2379.26,5521.85,138888.52
1988-10-11,2221.47,2426.47,5521.47,136461.69
1988-10-12,2149.18,2354.18,5521.14,134387.34
1988-10-13,2175.35,2380.35,5520.82,132404.56
1988-10-14,2214.67,2415.67,5520.65,131364.58
1988-10-15,2225.12,2421.12,5520.49,130394.90
1988-10-16,2195.13,2392.13,5520.32,129367.73
1988-10-17,2183.35,2378.35,5520.21,128709.91
1988-10-18,2144.75,2339.75,5520.19,128590.41
1988-10-19,2158.51,2351.51,5520.24,128890.92
1988-10-20,2112.33,2309.33,5520.28,129127.62
1988-10-21,2173.67,2371.67,5520.34,129487.95
1988-10-22,2049.24,2245.24,5520.45,130152.88
1988-10-23,2078.66,2276.66,5520.58,130939.64
1988-10-24,2064.71,2270.71,5520.72,131793.94
1988-10-25,2120.60,2318.60,5520.92,133020.92
1988-10-26,2022.94,2220.94,5521.09,134074.02
1988-10-27,2070.53,2267.53,5521.27,135199.70
1988-10-28,2013.48,2208.48,5521.43,136208.25
1988-10-29,2048.66,2243.66,5521.60,137286.58
1988-10-30,2074.60,2269.60,5521.78,138436.20
1988-10-31,2012.98,2207.98,5522.04,140118.14
1988-11-01,2006.81,2203.81,5522.35,142148.84
1988-11-02,2161.29,2359.29,5522.74,144745.78
1988-11-03,2460.17,2658.17,5523.21,147935.55
1988-11-04,2433.60,2634.60,5523.66,151058.72
1988-11-05,2337.63,2538.63,5524.08,154031.20
1988-11-06,2312.09,2513.09,5524.56,157500.47
1988-11-07,2201.23,2402.23,5525.02,160876.78
1988-11-08,2016.48,2218.48,5525.48,163843.02
1988-11-09,1934.32,2135.32,5525.90,166598.69
1988-11-10,2232.87,2434.87,5526.40,169940.58
1988-11-11,1916.80,2122.80,5526.80,172661.50
1988-11-12,2429.47,2638.47,5527.34,176405.23
1988-11-13,2540.65,2751.65,5527.90,180373.47
1988-11-14,2324.13,2536.13,5528.39,183920.17
1988-11-15,1978.27,2193.27,5528.78,186788.81
1988-11-16,2254.08,2449.08,5529.23,190158.89
1988-11-17,2311.46,2540.46,5529.70,193743.94
1988-11-18,2159.55,2391.55,5530.14,197023.70
1988-11-19,1992.62,2202.62,5530.56,199924.77
1988-11-20,1921.09,2116.09,5530.95,202658.17
1988-11-21,2048.45,2243.45,5531.37,205642.20
1988-11-22,2394.09,2589.09,5531.88,209323.70
1988-11-23,2767.65,2962.65,5532.48,213742.19
1988-11-24,2581.88,2781.88,5533.02,217798.14
1988-11-25,2268.23,2473.23,5533.47,221237.94
1988-11-26,2178.38,2386.38,5533.89,224495.55
1988-11-27,2077.57,2285.57,5534.28,227561.14
1988-11-28,2183.71,2391.71,5534.69,230833.28
1988-11-29,2080.27,2290.27,5535.08,233918.11
1988-11-30,1996.53,2207.53,5535.48,236836.84
1988-12-01,1981.25,2192.25,5535.87,239719.33
1988-12-02,1588.00,1799.00,5536.15,241807.92
1988-12-03,1473.68,1684.68,5536.40,243689.61
1988-12-04,1857.97,2068.97,5536.75,246349.39
1988-12-05,1641.02,1852.02,5537.04,248574.89
1988-12-06,1726.77,1937.77,5537.35,250976.42
1988-12-07,1784.06,1995.06,5537.67,253477.69
1988-12-08,1942.99,2161.99,5538.03,256321.97
1988-12-09,1837.33,2058.33,5538.36,258958.66
1988-12-10,1974.02,2188.02,5538.72,261868.45
1988-12-11,1946.96,2160.96,5539.07,264722.59
1988-12-12,1951.71,2165.71,5539.42,267611.94
1988-12-13,1957.62,2171.62,5539.77,270532.84
1988-12-14,2004.23,2216.23,5540.14,273540.25
1988-12-15,1533.93,1746.93,5540.41,275616.81
1988-12-16,1423.10,1639.10,5540.65,277473.53
1988-12-17,1431.42,1648.42,5540.89,279346.75
1988-12-18,1397.01,1611.01,5541.12,281151.72
1988-12-19,1402.90,1617.90,5541.35,282968.38
1988-12-20,1810.00,2027.00,5541.68,285596.47
1988-12-21,1900.65,2117.65,5542.03,288406.34
1988-12-22,1876.54,2093.54,5542.37,291168.41
1988-12-23,1932.39,2149.39,5542.72,294037.28
1988-12-24,1742.91,1959.91,5543.02,296516.44
1988-12-25,1747.45,1964.45,5543.32,299016.50
1988-12-26,1713.68,1932.68,5543.61,301455.53
1988-12-27,1509.87,1730.87,5543.85,303490.31
1988-12-28,1298.12,1519.12,5544.04,305109.06
1988-12-29,1515.27,1736.27,5544.28,307164.47
1988-12-30,1702.34,1923.34,5544.56,309584.97
1988-12-31,2016.88,2237.88,5544.91,312635.31
1989-01-01,1606.00,1827.00,5545.18,314870.69
1989-01-02,1618.97,1841.97,5545.46,317131.78
1989-01-03,1420.38,1644.38,5545.69,319002.94
1989-01-04,2092.83,2316.83,5546.08,322201.94
1989-01-05,1603.57,1827.57,5546.35,324434.47
1989-01-06,2117.31,2343.31,5546.74,327687.97
1989-01-07,1619.90,1846.90,5547.01,329954.88
1989-01-08,1585.90,1812.90,5547.27,332158.31
1989-01-09,1765.08,1992.08,5547.57,334715.16
1989-01-10,1858.07,2088.07,5547.89,337468.34
1989-01-11,1430.96,1662.96,5548.11,339370.41
1989-01-12,1366.30,1623.30,5548.32,341197.78
1989-01-13,1512.32,1806.32,5548.57,343386.19
1989-01-14,1624.76,1901.76,5548.84,345765.88
1989-01-15,1588.33,1865.33,5549.10,348075.28
1989-01-16,1774.65,2051.65,5549.40,350754.25
1989-01-17,1649.50,1926.50,5549.67,353185.00
1989-01-18,1725.04,1973.04,5549.95,355725.91
1989-01-19,1762.62,1952.62,5550.24,358206.47
1989-01-20,1583.54,1772.54,5550.49,360327.88
1989-01-21,1506.62,1695.62,5550.72,362290.75
1989-01-22,1723.29,1912.29,5551.00,364693.31
1989-01-23,1775.04,1964.04,5551.29,367200.50
1989-01-24,1340.41,1533.41,5551.48,368851.56
1989-01-25,1392.68,1587.68,5551.68,370600.34
1989-01-26,1526.83,1721.83,5551.91,372619.19
1989-01-27,1082.19,1277.19,5552.04,373764.03
1989-01-28,1399.23,1594.23,5552.24,375535.72
1989-01-29,1401.37,1596.37,5552.44,377311.66
1989-01-30,1588.46,1783.46,5552.68,379458.69
1989-01-31,1592.73,1787.73,5552.92,381614.19
1989-02-01,2010.90,2205.90,5553.25,384601.09
1989-02-02,1565.29,1757.29,5553.48,386696.22
1989-02-03,1254.03,1446.03,5553.64,388162.06
1989-02-04,1347.46,1539.46,5553.82,389813.22
1989-02-05,1628.34,1821.34,5554.06,392031.41
1989-02-06,1164.37,1359.37,5554.20,393331.31
1989-02-07,1120.49,1315.49,5554.33,394540.22
1989-02-08,1498.95,1693.95,5554.54,396501.78
1989-02-09,1223.10,1418.10,5554.69,397908.25
1989-02-10,1501.40,1696.40,5554.90,399886.56
1989-02-11,1690.31,1885.31,5555.16,402249.50
1989-02-12,1621.31,1816.31,5555.41,404469.63
1989-02-13,1576.11,1771.11,5555.65,406610.00
1989-02-14,1586.31,1783.31,5555.89,408766.66
1989-02-15,1455.83,1653.83,5556.10,410660.53
1989-02-16,1274.93,1472.93,5556.27,412199.56
1989-02-17,1546.02,1744.02,5556.50,414292.16
1989-02-18,1741.31,1939.31,5556.77,416762.19
1989-02-19,1789.45,1987.45,5557.05,419337.63
1989-02-20,1656.86,1857.86,5557.30,421652.06
1989-02-21,1612.20,1813.20,5557.53,423792.63
1989-02-22,1692.02,1893.02,5557.77,426039.94
1989-02-23,1789.99,1990.99,5558.03,428483.56
1989-02-24,1705.56,1906.56,5558.27,430755.75
1989-02-25,1756.88,1957.88,5558.52,433133.69
1989-02-26,1810.49,2010.49,5558.78,435617.97
1989-02-27,1769.16,1970.16,5559.03,438022.25
1989-02-28,1681.86,1882.86,5559.26,440245.44
1989-03-01,1691.26,1891.26,5559.49,442485.28
1989-03-02,2085.76,2286.77,5559.80,445511.59
1989-03-03,1676.61,1890.61,5560.03,447754.13
1989-03-04,1535.66,1739.66,5560.24,449701.22
1989-03-05,1444.68,1645.68,5560.43,451465.88
1989-03-06,1684.88,1885.88,5560.67,453703.00
1989-03-07,1926.85,2127.85,5560.96,456424.03
1989-03-08,2076.47,2277.47,5561.28,459443.81
1989-03-09,2376.54,2577.54,5561.66,463060.75
1989-03-10,2538.28,2739.29,5562.07,466988.59
1989-03-11,2520.74,2721.74,5562.47,470859.81
1989-03-12,2582.38,2783.38,5562.88,474853.28
1989-03-13,2696.80,2897.80,5563.31,479083.63
1989-03-14,2376.88,2577.88,5563.67,482651.66
1989-03-15,2289.83,2490.83,5564.01,486045.03
1989-03-16,2491.40,2707.40,5564.39,489871.94
1989-03-17,2112.41,2309.41,5564.69,492909.44
1989-03-18,2214.87,2415.87,5565.01,496164.06
1989-03-19,2132.00,2333.00,5565.33,499254.31
1989-03-20,1992.25,2193.25,5565.62,502069.34
1989-03-21,1996.96,2198.97,5565.91,504899.69
1989-03-22,1953.43,2154.43,5566.19,507645.66
1989-03-23,2016.83,2214.83,5566.48,510507.47
1989-03-24,2024.23,2225.23,5566.77,513385.94
1989-03-25,2340.54,2538.54,5567.12,516881.88
1989-03-26,2550.69,2748.69,5567.51,520800.59
1989-03-27,2818.34,3016.34,5567.95,525266.06
1989-03-28,2568.75,2763.75,5568.34,529248.38
1989-03-29,2746.62,2941.62,5568.76,533573.56
1989-03-30,2769.13,2967.13,5569.18,537939.44
1989-03-31,3049.75,3244.75,5569.65,542859.94
1989-04-01,2385.69,2580.69,5569.99,546453.38
1989-04-02,2746.35,2941.35,5570.42,550774.06
1989-04-03,2558.36,2750.36,5570.81,554721.88
1989-04-04,2317.27,2512.27,5571.15,558183.56
1989-04-05,2274.50,2469.50,5571.48,561566.38
1989-04-06,2767.00,2959.00,5571.90,565900.25
1989-04-07,3737.42,3929.42,5572.50,572151.00
1989-04-08,4940.86,5135.86,5573.32,580802.63
1989-04-09,4958.59,5150.59,5574.13,589479.50
1989-04-10,4409.84,4604.84,5574.83,597083.81
1989-04-11,3780.47,3975.47,5575.43,603435.81
1989-04-12,4467.64,4656.64,5576.16,611134.94
1989-04-13,4622.80,4805.80,5576.91,619147.75
1989-04-14,5281.47,5467.47,5577.77,628463.06
1989-04-15,5915.96,6101.96,5578.73,639028.94
1989-04-16,7070.83,7259.83,5579.84,651466.94
1989-04-17,7847.09,8039.09,5581.06,664913.06
1989-04-18,8570.68,8753.68,5582.33,679122.00
1989-04-19,9447.78,9626.78,5583.65,694209.81
1989-04-20,9074.01,9256.01,5584.81,707749.00
1989-04-21,10231.98,10415.98,5586.11,722795.56
1989-04-22,11020.59,11201.59,5587.45,738567.31
1989-04-23,11384.45,11567.45,5588.75,754192.00
1989-04-24,10639.87,10822.87,5589.84,767546.44
1989-04-25,10043.25,10224.25,5590.77,778900.31
1989-04-26,9353.24,9547.24,5591.52,788137.81
1989-04-27,8433.39,8641.39,5592.04,794606.69
1989-04-28,7246.88,7452.88,5592.28,797607.44
1989-04-29,6719.75,6926.75,5592.36,798612.56
1989-04-30,6408.45,6614.45,5592.31,797986.69
1989-05-01,6125.41,6332.41,5592.13,795730.31
1989-05-02,6755.51,6963.51,5592.04,794606.69
1989-05-03,7368.35,7582.35,5591.98,793857.63
1989-05-04,7324.62,7537.62,5591.83,791988.44
1989-05-05,7870.20,8079.20,5591.76,791114.13
1989-05-06,9005.50,9212.50,5591.87,792487.69
1989-05-07,10655.39,10861.39,5592.24,797111.94
1989-05-08,12423.52,12628.52,5592.79,804031.31
1989-05-09,14232.08,14438.08,5593.61,814460.56
1989-05-10,16373.64,16582.64,5594.71,828667.44
1989-05-11,17821.13,18214.13,5596.01,845535.13
1989-05-12,16910.03,17425.03,5597.17,860817.81
1989-05-13,15795.72,16316.72,5598.15,873941.88
1989-05-14,13733.31,14244.31,5598.81,882895.88
1989-05-15,12525.21,13031.21,5599.29,889463.56
1989-05-16,12642.85,13151.85,5599.60,893731.69
1989-05-17,12392.81,12902.81,5599.83,896910.81
1989-05-18,12942.91,13447.91,5600.14,901171.13
1989-05-19,12992.25,13497.25,5600.46,905529.31
1989-05-20,12245.22,12752.22,5600.54,906624.63
1989-05-21,12005.95,12509.95,5600.44,905255.94
1989-05-22,12459.36,12957.36,5600.39,904576.31
1989-05-23,13754.92,14261.92,5600.53,906484.25
1989-05-24,14248.98,14752.98,5600.74,909366.19
1989-05-25,13108.47,13512.47,5600.80,910184.31
1989-05-26,11144.61,11410.61,5600.57,907031.81
1989-05-27,10281.30,10494.30,5600.22,902260.19
1989-05-28,9917.52,10131.52,5599.82,896769.00
1989-05-29,11008.70,11229.70,5599.58,893456.00
1989-05-30,11425.50,11648.50,5599.40,890973.69
1989-05-31,11291.20,11517.20,5599.20,888230.94
1989-06-01,10456.46,10690.46,5598.88,883848.38
1989-06-02,11255.49,11482.49,5598.79,882623.56
1989-06-03,13433.82,13649.82,5599.16,887681.06
1989-06-04,15085.49,15301.49,5599.88,897601.38
1989-06-05,13933.18,14159.18,5600.44,905255.94
1989-06-06,14242.90,14450.90,5601.04,913489.13
1989-06-07,14998.09,15203.09,5601.85,924721.69
1989-06-08,15891.06,16108.06,5602.79,937927.75
1989-06-09,16801.52,17019.52,5603.84,952902.00
1989-06-10,16267.14,16488.14,5604.80,966802.44
1989-06-11,15924.95,16146.95,5605.72,980026.13
1989-06-12,15727.35,15951.35,5606.67,993774.25
1989-06-13,14965.96,15190.96,5607.51,1006093.50
1989-06-14,14500.16,14722.16,5608.28,1017522.56
1989-06-15,14625.35,14830.35,5609.02,1028630.69
1989-06-16,16272.31,16477.31,5609.90,1041993.94
1989-06-17,16054.52,16259.52,5610.73,1054409.50
1989-06-18,14567.64,14770.64,5611.36,1063891.75
1989-06-19,14312.05,14510.05,5611.95,1072857.13
1989-06-20,14897.62,15095.62,5612.61,1082964.13
1989-06-21,14229.55,14434.55,5613.18,1091779.75
1989-06-22,12086.04,12274.04,5613.47,1096290.25
1989-06-23,11056.82,11245.82,5613.63,1098781.13
1989-06-24,9894.92,10080.92,5613.64,1098941.63
1989-06-25,9567.59,9751.59,5613.61,1098468.75
1989-06-26,9029.49,9212.49,5613.51,1096906.75
1989-06-27,8395.47,8589.47,5613.33,1094109.00
1989-06-28,9379.86,9601.86,5613.19,1091930.88
1989-06-29,9421.49,9647.49,5612.94,1088058.13
1989-06-30,9506.03,9743.03,5612.65,1083581.50
1989-07-01,9936.33,10141.33,5612.41,1079894.88
1989-07-02,10087.19,10289.19,5612.15,1075906.50
1989-07-03,9841.92,10039.92,5611.83,1071027.00
1989-07-04,9848.98,10046.98,5611.51,1066161.50
1989-07-05,9759.33,9957.33,5611.15,1060721.50
1989-07-06,9667.94,9865.94,5610.71,1054108.50
1989-07-07,9788.45,9986.45,5610.23,1046941.13
1989-07-08,8956.13,9154.13,5609.62,1037726.19
1989-07-09,8029.38,8227.38,5608.89,1026673.06
1989-07-10,9364.25,9565.25,5608.33,1018273.56
1989-07-11,9249.11,9450.11,5607.75,1009645.69
1989-07-12,8796.02,9118.02,5607.12,1000359.13
1989-07-13,8299.24,8721.24,5606.43,990285.56
1989-07-14,8420.63,9369.63,5605.85,981894.75
1989-07-15,7903.93,9393.93,5605.31,974147.19
1989-07-16,7532.41,9012.41,5604.72,965642.88
1989-07-17,7147.81,8757.81,5604.14,957228.63
1989-07-18,6760.73,8220.73,5603.55,948740.81
1989-07-19,6439.47,7749.47,5602.93,939913.31
1989-07-20,6392.88,7672.88,5602.28,930735.56
1989-07-21,6092.78,7372.78,5601.58,920962.56
1989-07-22,6291.63,7491.63,5600.89,911425.31
1989-07-23,6366.18,7746.18,5600.23,902392.94
1989-07-24,5974.29,7494.29,5599.58,893456.00
1989-07-25,5656.61,7026.61,5598.89,883988.13
1989-07-26,5207.66,6777.66,5598.20,874621.50
1989-07-27,5283.64,6893.64,5597.55,865881.63
1989-07-28,5266.44,6876.44,5596.89,857107.63
1989-07-29,5017.53,6617.53,5596.23,848415.13
1989-07-30,5092.01,6722.01,5595.64,840723.25
1989-07-31,4254.95,5934.95,5594.97,832065.31
1989-08-01,4414.63,6124.63,5594.38,824378.63
1989-08-02,4553.81,6263.81,5593.81,817027.50
1989-08-03,4391.00,6091.00,5593.23,809611.31
1989-08-04,4147.48,5837.48,5592.63,802009.63
1989-08-05,3993.47,5683.47,5592.03,794479.31
1989-08-06,3772.92,5452.92,5591.48,787642.13
1989-08-07,3960.33,5640.33,5590.97,781355.19
1989-08-08,3564.22,5264.22,5590.40,774381.75
1989-08-09,3893.33,5593.33,5589.88,768041.25
1989-08-10,3664.15,5624.15,5589.37,761761.88
1989-08-11,4457.54,6497.54,5589.00,757234.69
1989-08-12,3048.47,5048.47,5588.39,749833.31
1989-08-13,4602.26,6602.26,5588.03,745494.00
1989-08-14,3855.99,5855.99,5587.55,739753.81
1989-08-15,3925.65,5925.65,5587.15,735004.69
1989-08-16,3988.36,6128.36,5586.79,730756.81
1989-08-17,3609.00,6249.00,5586.45,726768.06
1989-08-18,3545.60,6815.60,5586.28,724775.88
1989-08-19,3802.10,7322.10,5586.20,723847.81
1989-08-20,3682.27,7202.27,5586.10,722682.06
1989-08-21,3692.80,7192.80,5586.00,721517.38
1989-08-22,3460.16,6950.16,5585.86,719891.25
1989-08-23,3241.32,6801.32,5585.74,718505.44
1989-08-24,3580.18,7070.18,5585.67,717692.56
1989-08-25,3400.15,6840.15,5585.56,716423.44
1989-08-26,3291.66,6781.66,5585.45,715157.31
1989-08-27,3339.65,6829.65,5585.34,713887.19
1989-08-28,3257.15,6767.15,5585.22,712512.94
1989-08-29,3090.07,6630.07,5585.03,710331.25
1989-08-30,2949.30,6459.30,5584.76,707156.31
1989-08-31,3014.92,6494.92,5584.46,703635.50
1989-09-01,2916.34,6376.34,5584.14,699899.31
1989-09-02,2816.11,6296.11,5583.80,695944.50
1989-09-03,2869.82,6359.82,5583.47,692135.88
1989-09-04,2842.24,6232.24,5583.12,688113.88
1989-09-05,3048.83,6118.83,5582.71,683430.56
1989-09-06,2790.36,5540.36,5582.16,677203.19
1989-09-07,3143.96,5623.96,5581.62,671141.63
1989-09-08,3059.76,5539.76,5581.06,664913.06
1989-09-09,3112.89,5622.89,5580.51,658849.38
1989-09-10,3258.13,5758.13,5579.98,653053.94
1989-09-11,3060.98,5550.98,5579.43,646847.63
1989-09-12,2920.32,5410.32,5578.93,641254.88
1989-09-13,2966.26,5496.26,5578.45,635931.75
1989-09-14,3042.32,5572.32,5577.98,630759.50
1989-09-15,2900.12,5420.12,5577.48,625305.19
1989-09-16,2881.38,5401.38,5576.97,619793.88
1989-09-17,2976.07,5486.07,5576.52,614966.25
1989-09-18,3133.58,5633.58,5576.15,611026.25
1989-09-19,3048.79,5548.79,5575.82,607532.94
1989-09-20,3131.23,5621.23,5575.56,604798.19
1989-09-21,2950.44,5440.44,5575.32,602280.06
1989-09-22,2983.99,5463.99,5575.14,600403.69
1989-09-23,2989.16,5469.16,5575.02,599152.44
1989-09-24,2873.20,5353.20,5574.94,598286.06
1989-09-25,2798.83,5278.83,5574.90,597847.38
1989-09-26,2887.19,5367.19,5574.93,598179.00
1989-09-27,3055.66,5545.66,5575.00,598943.94
1989-09-28,2951.38,5431.38,5575.05,599462.38
1989-09-29,3103.93,5423.93,5575.10,599985.88
1989-09-30,3075.07,5055.07,5575.08,599777.75
1989-10-01,3329.57,4969.57,5575.04,599360.38
1989-10-02,3193.82,4453.82,5574.91,597959.69
1989-10-03,3427.70,4233.70,5574.74,596102.56
1989-10-04,3441.17,4130.17,5574.60,594575.63
1989-10-05,3188.30,3758.30,5574.45,592945.81
1989-10-06,3101.16,3842.16,5574.37,592077.38
1989-10-07,2964.48,3703.48,5574.27,590993.38
1989-10-08,2954.70,3662.70,5574.21,590344.19
1989-10-09,2888.88,3590.88,5574.19,590127.75
1989-10-10,2927.75,3606.75,5574.18,590022.13
1989-10-11,2791.00,3410.00,5574.18,590022.13
1989-10-12,2696.53,3371.53,5574.23,590560.69
1989-10-13,2746.42,3387.42,5574.29,591210.13
1989-10-14,2693.75,3341.75,5574.34,591749.13
1989-10-15,2752.40,3388.40,5574.40,592400.50
1989-10-16,2703.93,3334.93,5574.45,592945.81
1989-10-17,2723.88,3352.88,5574.50,593487.06
1989-10-18,2650.22,3279.22,5574.54,593921.88
1989-10-19,2660.69,3279.69,5574.58,594357.63
1989-10-20,2736.20,3243.20,5574.63,594899.50
1989-10-21,2741.44,3246.44,5574.68,595447.81
1989-10-22,2795.10,3300.10,5574.74,596102.56
1989-10-23,2629.04,3134.04,5574.77,596427.94
1989-10-24,2619.82,3123.82,5574.80,596752.88
1989-10-25,2851.30,3351.30,5574.88,597628.19
1989-10-26,2858.30,3358.30,5574.95,598398.38
1989-10-27,2712.01,3211.01,5574.99,598836.75
1989-10-28,2699.42,3194.42,5575.08,599777.75
1989-10-29,2732.04,3226.04,5575.18,600821.13
1989-10-30,2661.97,3152.97,5575.27,601759.25
1989-10-31,2400.25,2891.25,5575.31,602178.25
1989-11-01,2717.15,3208.15,5575.41,603225.81
1989-11-02,2333.86,2824.86,5575.50,604167.69
1989-11-03,2473.00,2964.00,5575.65,605742.56
1989-11-04,2768.02,3259.02,5575.90,608378.63
1989-11-05,2668.64,3159.64,5576.16,611134.94
1989-11-06,2649.25,3138.25,5576.43,614007.50
1989-11-07,2541.99,3027.99,5576.71,616998.56
1989-11-08,2642.31,3128.31,5577.04,620545.63
1989-11-09,2556.15,3042.15,5577.38,624219.31
1989-11-10,2523.23,3009.23,5577.71,627807.88
1989-11-11,2597.83,3083.83,5578.05,631524.56
1989-11-12,2601.73,3087.73,5578.39,635268.81
1989-11-13,2510.96,2993.96,5578.71,638807.25
1989-11-14,2519.92,3003.92,5579.03,642365.44
1989-11-15,2535.78,3026.78,5579.35,645949.13
1989-11-16,2419.99,2909.99,5579.65,649321.00
1989-11-17,2420.77,2911.77,5579.95,652716.25
1989-11-18,2521.44,3012.44,5580.28,656331.00
1989-11-19,2468.72,2959.72,5580.60,659841.19
1989-11-20,2353.60,2844.60,5580.90,663142.88
1989-11-21,2307.34,2798.34,5581.19,666352.81
1989-11-22,2373.63,2863.63,5581.49,669692.25
1989-11-23,2306.74,2791.74,5581.78,672928.75
1989-11-24,2434.67,2915.67,5582.09,676411.06
1989-11-25,2626.89,3107.89,5582.43,680254.81
1989-11-26,2970.09,3451.09,5582.83,684799.13
1989-11-27,2280.76,2761.76,5583.11,687996.00
1989-11-28,2212.08,2693.08,5583.38,691096.31
1989-11-29,1918.70,2399.70,5583.60,693634.56
1989-11-30,1979.46,2461.46,5583.83,696295.31
1989-12-01,1979.60,2466.60,5584.06,698966.25
1989-12-02,1910.55,2401.55,5584.28,701528.00
1989-12-03,2026.53,2517.53,5584.52,704339.63
1989-12-04,2208.82,2699.82,5584.79,707512.81
1989-12-05,2492.28,2983.28,5585.11,711248.25
1989-12-06,2337.12,2828.12,5585.41,714695.75
1989-12-07,2286.32,2777.32,5585.70,718042.50
1989-12-08,2106.54,2597.54,5585.96,721052.50
1989-12-09,2282.32,2772.32,5586.25,724429.00
1989-12-10,1934.14,2425.14,5586.48,727116.88
1989-12-11,2057.94,2548.94,5586.73,730050.31
1989-12-12,1864.62,2357.62,5586.95,732643.94
1989-12-13,1874.42,2369.42,5587.17,735241.13
1989-12-14,2231.95,2726.95,5587.45,738567.31
1989-12-15,1995.66,2490.66,5587.69,741424.81
1989-12-16,2063.06,2558.06,5587.94,744416.00
1989-12-17,2131.59,2626.59,5588.20,747543.13
1989-12-18,1941.34,2438.34,5588.43,750316.69
1989-12-19,1921.43,2421.43,5588.64,752858.38
1989-12-20,2108.30,2608.30,5588.87,755651.69
1989-12-21,1990.51,2490.51,5589.08,758211.38
1989-12-22,2004.92,2504.92,5589.29,760779.81
1989-12-23,2193.98,2693.98,5589.53,763723.25
1989-12-24,2017.27,2517.27,5589.74,766316.19
1989-12-25,1829.38,2329.38,5589.92,768536.44
1989-12-26,1753.38,2258.38,5590.09,770615.88
1989-12-27,1744.25,2249.25,5590.26,772677.19
1989-12-28,1787.10,2295.10,5590.44,774869.13
1989-12-29,1921.24,2431.24,5590.64,777311.25
1989-12-30,1922.56,2432.56,5590.84,779756.00
1989-12-31,1989.65,2499.65,5591.05,782333.81
1990-01-01,1872.30,2382.30,5591.24,784678.88
1990-01-02,2122.94,2632.94,5591.47,787521.06
1990-01-03,1885.06,2397.06,5591.66,789875.56
1990-01-04,1937.48,2452.48,5591.86,792359.81
1990-01-05,1990.06,2459.06,5592.06,794857.13
1990-01-06,1574.21,2009.21,5592.19,796482.00
1990-01-07,2035.62,2465.62,5592.39,798992.31
1990-01-08,2418.22,2848.22,5592.65,802261.50
1990-01-09,2113.15,2537.15,5592.86,804913.69
1990-01-10,2057.45,2479.45,5593.06,807451.44
1990-01-11,1934.35,2354.35,5593.24,809741.06
1990-01-12,2011.03,2431.03,5593.43,812162.94
1990-01-13,1994.24,2414.24,5593.62,814591.19
1990-01-14,2257.54,2677.54,5593.85,817541.69
1990-01-15,2002.78,2422.78,5594.04,819986.88
1990-01-16,2016.03,2436.03,5594.23,822438.50
1990-01-17,1825.23,2245.23,5594.39,824511.69
1990-01-18,1760.60,2180.60,5594.54,826456.69
1990-01-19,1679.22,2099.22,5594.68,828279.94
1990-01-20,1404.31,1824.31,5594.78,829577.75
1990-01-21,1476.19,1896.19,5594.89,831018.13
1990-01-22,1873.80,2293.80,5595.06,833227.31
1990-01-23,1873.34,2293.34,5595.23,835415.75
1990-01-24,1876.71,2296.71,5595.40,837610.88
1990-01-25,1825.45,2245.45,5595.56,839684.50
1990-01-26,2077.21,2497.21,5595.76,842277.31
1990-01-27,1635.95,2055.95,5595.89,843975.06
1990-01-28,1820.12,2240.12,5596.05,846057.94
1990-01-29,2090.89,2510.89,5596.25,848677.88
1990-01-30,1893.82,2313.82,5596.42,850906.94
1990-01-31,1907.22,2327.22,5596.59,853142.75
1990-02-01,1844.83,2264.83,5596.75,855254.81
1990-02-02,1902.52,2322.52,5596.92,857501.13
1990-02-03,1984.49,2404.49,5597.10,859890.19
1990-02-04,1640.51,2060.51,5597.23,861616.81
1990-02-05,1845.45,2265.45,5597.39,863749.94
1990-02-06,1845.73,2264.73,5597.55,865881.63
1990-02-07,2059.47,2475.47,5597.74,868431.31
1990-02-08,1593.82,2009.82,5597.86,870037.56
1990-02-09,1926.08,2342.08,5598.03,872322.69
1990-02-10,1932.99,2348.99,5598.20,874621.50
1990-02-11,1942.13,2358.13,5598.37,876918.63
1990-02-12,1955.70,2371.70,5598.54,879222.81
1990-02-13,1754.31,2170.31,5598.68,881127.56
1990-02-14,1754.48,2168.48,5598.82,883028.69
1990-02-15,1557.28,1969.28,5598.93,884534.69
1990-02-16,1831.35,2243.35,5599.08,886584.31
1990-02-17,1905.09,2317.09,5599.24,888780.19
1990-02-18,1707.28,2119.28,5599.37,890563.88
1990-02-19,1431.56,1843.56,5599.46,891800.69
1990-02-20,1446.91,1853.91,5599.55,893038.19
1990-02-21,1859.78,2266.78,5599.70,895114.44
1990-02-22,1868.71,2275.71,5599.85,897188.56
1990-02-23,1998.04,2405.04,5600.02,899539.06
1990-02-24,1793.06,2200.06,5600.16,901443.31
1990-02-25,1801.58,2208.58,5600.30,903344.63
1990-02-26,1867.27,2274.27,5600.45,905396.06
1990-02-27,1795.80,2202.80,5600.59,907305.75
1990-02-28,1743.41,2150.41,5600.72,909091.69
1990-03-01,1799.71,2206.71,5600.86,911009.13
1990-03-02,1816.29,2222.29,5601.00,912937.63
1990-03-03,2018.55,2421.55,5601.17,915281.19
1990-03-04,1891.38,2294.38,5601.32,917352.69
1990-03-05,1907.81,2310.81,5601.47,919436.94
1990-03-06,1844.74,2247.74,5601.61,921376.25
1990-03-07,1908.85,2311.85,5601.76,923462.56
