date,qu,qt,fb,mm,mx,mn,qd,af
1999-03-19,2445.00,2445.00,2655.96,48.32,69.46,33.53,2310.00,546655.94
1999-03-20,4434.83,2444.00,2656.31,51.73,69.86,35.66,2310.00,550604.69
1999-03-21,6313.01,2444.00,2656.99,50.24,58.06,38.09,2310.00,558278.75
1999-03-22,7104.79,2445.00,2657.80,50.35,63.17,34.87,2310.00,567521.31
1999-03-23,6502.10,2456.00,2658.50,51.38,62.39,41.32,2320.00,575546.63
1999-03-24,6733.99,2186.00,2659.28,45.32,60.50,35.18,2050.00,584567.44
1999-03-25,6029.79,1287.00,2660.09,55.78,69.46,42.34,1150.00,593974.63
1999-03-26,7337.21,873.00,2661.18,50.00,54.68,42.65,735.00,606796.19
1999-03-27,7788.30,614.00,2662.38,42.05,50.28,33.69,475.00,621026.19
1999-03-28,7580.04,626.00,2663.53,43.80,56.02,28.42,486.00,634819.31
1999-03-29,4643.62,629.00,2664.19,54.82,67.18,41.79,487.00,642782.19
1999-03-30,3661.34,660.00,2664.68,44.43,52.24,37.46,361.00,648735.25
1999-03-31,3187.52,610.00,2665.10,40.17,44.93,34.56,263.00,653847.69
1999-04-01,2441.03,649.00,2665.39,45.81,54.68,37.54,250.00,657402.13
1999-04-02,2207.67,660.00,2665.64,45.36,56.41,32.59,263.00,660471.88
1999-04-03,1955.26,661.00,2665.85,42.97,50.52,36.68,264.00,663039.00
1999-04-04,1723.01,663.00,2666.02,41.99,51.54,33.14,264.00,665141.50
1999-04-05,1810.75,688.00,2666.20,42.88,51.07,36.76,265.00,667368.44
1999-04-06,1620.07,689.00,2666.35,45.99,59.79,35.50,266.00,669215.19
1999-04-07,1565.30,689.00,2666.49,48.14,64.12,33.14,266.00,670953.31
1999-04-08,1375.73,755.00,2666.59,49.97,58.61,41.63,266.00,672184.50
1999-04-09,2026.56,776.00,2666.79,40.68,47.92,31.96,266.00,674664.94
1999-04-10,2303.70,805.00,2667.03,41.48,54.37,26.77,266.00,677637.56
1999-04-11,2056.39,804.00,2667.23,51.06,61.68,39.59,266.00,680121.63
1999-04-12,1830.73,827.00,2667.39,53.03,70.17,35.34,266.00,682112.50
1999-04-13,1534.38,899.00,2667.49,55.45,67.97,43.91,266.00,683372.75
1999-04-14,3204.35,939.00,2667.85,49.49,62.31,34.16,266.00,687866.00
1999-04-15,4418.93,1074.00,2668.38,47.41,63.33,29.45,267.00,694500.56
1999-04-16,3945.80,1150.00,2668.82,52.74,71.43,32.90,268.00,700045.94
1999-04-17,3245.61,1334.00,2669.12,56.71,75.83,37.31,411.00,703837.56
1999-04-18,3539.16,1879.00,2669.38,64.58,81.49,47.06,956.00,707130.44
1999-04-19,4266.27,2728.00,2669.62,60.66,69.70,52.09,1760.00,710181.56
1999-04-20,4028.55,3644.00,2669.68,56.29,64.98,46.58,2560.00,710944.31
1999-04-21,4096.47,3393.00,2669.79,49.36,57.98,38.64,2250.00,712339.63
1999-04-22,3882.89,3564.00,2669.84,51.89,61.92,41.00,2360.00,712972.13
1999-04-23,3021.39,3284.00,2669.80,59.76,72.53,44.38,2080.00,712451.25
1999-04-24,2583.75,2837.00,2669.76,58.37,72.92,41.16,1620.00,711948.94
1999-04-25,2499.42,2687.00,2669.73,62.70,80.47,43.75,1470.00,711576.88
1999-04-26,2316.55,1932.00,2669.79,57.17,65.69,47.92,683.00,712339.63
1999-04-27,2809.97,1600.00,2669.98,46.92,56.10,39.74,266.00,714739.56
1999-04-28,2144.42,1625.00,2670.06,46.74,55.94,34.63,266.00,715769.81
1999-04-29,2403.23,1627.00,2670.18,50.32,55.23,44.15,268.00,717309.44
1999-04-30,2154.16,1643.00,2670.26,55.73,73.00,38.80,283.00,718323.31
1999-05-01,2040.12,1652.00,2670.32,59.40,68.91,46.19,303.00,719093.13
1999-05-02,1995.81,1674.00,2670.37,51.06,57.36,46.27,325.00,719731.44
1999-05-03,1823.53,1691.00,2670.39,50.12,56.96,43.75,342.00,719994.31
1999-05-04,3204.19,1718.00,2670.62,48.64,56.65,39.04,395.00,722942.13
1999-05-05,3386.42,1834.00,2670.86,48.39,63.17,32.43,511.00,726021.31
1999-05-06,3698.69,2023.00,2671.12,56.95,74.89,35.50,700.00,729345.00
1999-05-07,3164.23,2653.00,2671.20,55.73,68.60,45.56,1320.00,730359.00
1999-05-08,2791.77,3303.00,2671.12,48.22,58.61,35.26,1970.00,729345.00
1999-05-09,2662.20,3183.00,2671.04,44.64,54.37,35.50,1850.00,728312.00
1999-05-10,2441.27,3085.00,2670.94,46.58,60.50,31.02,1710.00,727035.19
1999-05-11,2340.89,2729.00,2670.88,54.31,69.31,34.87,1380.00,726265.38
1999-05-12,2008.42,2264.00,2670.84,60.33,70.17,50.91,915.00,725758.44
1999-05-13,2151.53,2019.00,2670.86,51.92,61.44,43.20,666.00,726021.31
1999-05-14,2105.78,2049.00,2670.87,49.49,57.04,39.59,662.00,726133.94
1999-05-15,1982.22,2039.00,2670.86,51.42,60.19,41.95,652.00,726021.31
1999-05-16,1965.74,2032.00,2670.85,55.73,69.86,39.19,644.00,725889.88
1999-05-17,1690.15,2012.00,2670.80,62.51,76.15,46.11,625.00,725251.50
1999-05-18,1928.73,1995.00,2670.79,63.65,79.92,48.39,609.00,725120.06
1999-05-19,1910.74,1977.00,2670.78,62.70,77.17,44.46,591.00,724988.63
1999-05-20,1845.49,1978.00,2670.76,64.88,80.71,46.11,563.00,724725.81
1999-05-21,1382.57,1960.00,2670.67,66.36,79.84,48.86,531.00,723580.50
1999-05-22,1687.42,1943.00,2670.63,64.70,81.10,43.91,498.00,723073.56
1999-05-23,1646.93,1912.00,2670.59,69.49,88.33,47.76,464.00,722547.81
1999-05-24,1500.89,1889.00,2670.53,76.96,94.07,62.23,441.00,721778.00
1999-05-25,1348.57,1926.00,2670.44,76.35,90.45,60.03,399.00,720632.69
1999-05-26,1840.73,1907.00,2670.43,69.41,83.69,45.88,365.00,720501.25
1999-05-27,1501.89,1890.00,2670.37,69.80,89.67,46.58,345.00,719731.44
1999-05-28,1621.42,1877.00,2670.33,72.64,90.38,52.24,332.00,719224.50
1999-05-29,1681.69,1871.00,2670.30,69.62,80.00,59.08,320.00,718849.00
1999-05-30,1655.23,1854.00,2670.27,63.48,72.61,54.21,306.00,718454.75
1999-05-31,1654.66,1844.00,2670.24,68.31,84.79,50.67,297.00,718079.19
1999-06-01,1448.92,1837.00,2670.18,64.04,69.54,58.22,290.00,717309.44
1999-06-02,1883.78,1827.00,2670.19,55.25,60.74,49.41,280.00,717422.06
1999-06-03,1773.00,1773.00,2670.19,54.21,59.79,47.53,277.00,717422.06
1999-06-04,1699.00,1699.00,2670.19,62.97,77.01,51.38,280.00,717422.06
1999-06-05,1805.04,1540.00,2670.23,64.07,76.54,51.38,283.00,717947.75
1999-06-06,2135.46,1558.00,2670.32,59.66,70.41,49.96,301.00,719093.13
1999-06-07,1709.77,1511.00,2670.35,55.25,68.76,40.29,327.00,719487.38
1999-06-08,1782.58,1527.00,2670.39,56.19,65.85,44.30,343.00,719994.31
1999-06-09,1522.00,1522.00,2670.39,58.91,72.06,44.70,339.00,719994.31
1999-06-10,1473.74,1540.00,2670.38,61.83,79.53,40.53,337.00,719862.88
1999-06-11,1130.65,1585.00,2670.31,67.52,83.93,46.35,316.00,718961.69
1999-06-12,1294.89,1683.00,2670.25,72.34,90.85,49.65,286.00,718191.88
1999-06-13,1154.84,1666.00,2670.17,74.82,90.77,59.40,269.00,717178.00
1999-06-14,1045.04,1755.00,2670.06,76.16,94.70,53.03,257.00,715769.81
1999-06-15,972.67,1811.00,2669.93,80.39,99.34,57.20,251.00,714107.00
1999-06-16,1432.45,1817.00,2669.87,78.57,90.69,64.90,253.00,713344.25
1999-06-17,666.31,1820.00,2669.69,79.31,93.83,65.22,254.00,711055.94
1999-06-18,928.95,1820.00,2669.55,80.01,96.27,60.34,253.00,709288.56
1999-06-19,616.64,1836.00,2669.36,76.25,90.06,57.67,253.00,706870.00
1999-06-20,1002.23,1837.00,2669.23,76.10,93.21,53.19,254.00,705214.25
1999-06-21,758.33,1837.00,2669.06,71.86,78.27,62.47,255.00,703074.75
1999-06-22,892.56,1853.00,2668.91,70.88,85.58,55.55,256.00,701169.75
1999-06-23,590.81,1854.00,2668.71,71.29,86.92,52.01,257.00,698664.25
1999-06-24,827.28,1849.00,2668.55,75.69,93.13,57.67,255.00,696637.69
1999-06-25,396.73,1855.00,2668.32,66.07,77.80,54.37,255.00,693745.25
1999-06-26,520.77,1849.00,2668.11,64.78,82.20,44.70,255.00,691110.75
1999-06-27,707.34,1846.00,2667.93,67.68,82.67,52.40,255.00,688852.25
1999-06-28,652.89,1850.00,2667.74,71.03,87.86,49.10,258.00,686477.81
1999-06-29,556.65,1809.00,2667.54,77.90,91.55,62.62,219.00,683993.81
1999-06-30,586.42,1848.00,2667.34,75.15,89.27,57.51,258.00,681491.50
1999-07-01,401.24,1847.00,2667.11,72.63,88.88,53.90,257.00,678623.88
1999-07-02,502.63,1814.00,2666.90,66.11,78.66,50.83,260.00,676022.81
1999-07-03,152.29,1841.00,2666.63,66.32,76.22,55.86,261.00,672673.31
1999-07-04,546.68,1852.00,2666.42,65.12,74.65,55.31,261.00,670084.25
1999-07-05,416.88,1850.00,2666.19,64.62,85.19,41.87,261.00,667241.69
1999-07-06,471.28,1848.00,2665.97,73.81,97.61,47.53,259.00,664511.00
1999-07-07,367.70,1852.00,2665.73,79.14,86.52,65.14,258.00,661566.94
1999-07-08,309.38,1848.00,2665.48,69.00,85.82,47.21,258.00,658515.13
1999-07-09,418.02,1848.00,2665.25,75.27,94.46,52.40,258.00,655678.81
1999-07-10,426.04,1847.00,2665.02,79.01,99.73,53.11,258.00,652860.38
1999-07-11,315.76,1849.00,2664.77,82.83,102.48,57.98,260.00,649819.25
1999-07-12,316.96,1849.00,2664.52,84.76,103.58,60.89,260.00,646780.50
1999-07-13,341.94,1865.00,2664.27,84.39,102.56,59.40,258.00,643759.56
1999-07-14,270.23,1865.00,2664.01,79.22,93.05,63.17,258.00,640596.38
1999-07-15,282.12,1863.00,2663.75,70.40,83.22,52.48,258.00,637460.75
1999-07-16,405.97,1862.00,2663.51,74.17,94.39,53.27,257.00,634572.75
1999-07-17,221.55,1864.00,2663.24,79.91,93.52,63.80,256.00,631315.00
1999-07-18,400.97,1857.00,2663.00,70.75,87.55,49.34,256.00,628427.00
1999-07-19,-65.21,1862.00,2662.68,75.95,96.27,51.46,253.00,624604.44
1999-07-20,418.79,1862.00,2662.44,77.54,96.11,62.23,253.00,621741.88
1999-07-21,235.98,1864.00,2662.17,75.97,93.05,57.20,253.00,618512.75
1999-07-22,546.06,1863.00,2661.95,78.40,97.37,54.45,253.00,615900.63
1999-07-23,-7.21,1848.00,2661.64,79.37,99.65,56.49,253.00,612220.88
1999-07-24,536.48,1843.00,2661.42,77.90,85.97,64.98,253.00,609629.44
1999-07-25,-7.48,1839.00,2661.11,72.81,91.00,52.48,250.00,605967.00
1999-07-26,353.99,1837.00,2660.86,76.58,98.16,52.80,248.00,603025.50
1999-07-27,366.16,1844.00,2660.61,82.20,103.66,57.12,248.00,600094.25
1999-07-28,247.19,1846.00,2660.34,87.70,106.18,65.14,248.00,596923.06
1999-07-29,60.66,1841.00,2660.04,89.52,104.68,65.92,246.00,593391.81
1999-07-30,319.46,1844.00,2659.78,83.45,99.10,62.78,246.00,590367.94
1999-07-31,325.92,1848.00,2659.52,82.64,96.74,58.61,248.00,587348.94
1999-08-01,143.37,1845.00,2659.23,79.11,97.29,59.95,248.00,583973.81
1999-08-02,268.26,1848.00,2658.96,84.50,101.23,66.16,248.00,580840.44
1999-08-03,169.35,1847.00,2658.67,79.32,88.57,65.37,247.00,577512.88
1999-08-04,509.28,1848.00,2658.44,79.29,96.04,61.60,246.00,574857.56
1999-08-05,111.05,1848.00,2658.14,79.39,93.13,65.45,245.00,571412.38
1999-08-06,573.59,1848.00,2657.92,80.02,95.72,63.02,245.00,568884.63
1999-08-07,136.99,1805.00,2657.63,74.13,84.79,63.88,245.00,565576.19
1999-08-08,195.63,1805.00,2657.35,72.60,91.32,54.37,245.00,562384.06
1999-08-09,311.01,1803.00,2657.09,80.24,94.46,65.30,244.00,559424.75
1999-08-10,446.27,1763.00,2656.86,75.85,92.03,58.61,243.00,556813.06
1999-08-11,504.33,1758.00,2656.64,70.69,77.25,65.30,242.00,554326.44
1999-08-12,-4.14,1756.00,2656.33,72.89,89.20,62.62,242.00,550835.25
1999-08-13,508.29,1762.00,2656.11,70.31,87.55,53.74,242.00,548348.56
1999-08-14,315.60,1729.00,2655.86,66.16,76.70,53.90,242.00,545545.13
1999-08-15,541.42,1678.00,2655.66,66.12,82.04,46.74,242.00,543290.75
1999-08-16,208.01,1674.00,2655.40,70.07,89.90,48.24,243.00,540383.00
1999-08-17,540.67,1669.00,2655.20,74.38,96.74,51.14,242.00,538145.00
1999-08-18,261.95,1675.00,2654.95,77.87,100.67,53.90,241.00,535342.25
1999-08-19,387.69,1673.00,2654.72,80.32,96.11,60.66,240.00,532792.88
1999-08-20,444.63,1673.00,2654.50,79.19,99.81,57.91,240.00,530356.44
1999-08-21,168.03,1673.00,2654.23,80.82,95.72,61.13,240.00,527371.38
1999-08-22,444.63,1673.00,2654.01,77.63,94.54,56.57,240.00,524934.94
1999-08-23,181.19,1674.00,2653.74,75.75,93.21,56.88,240.00,521974.00
1999-08-24,483.93,1702.00,2653.52,82.28,97.22,63.64,240.00,519558.00
1999-08-25,315.53,1703.00,2653.27,82.84,100.44,63.09,241.00,516806.00
1999-08-26,373.00,1704.00,2653.03,82.39,99.50,61.99,242.00,514166.00
1999-08-27,227.95,1706.00,2652.76,82.05,100.44,60.34,242.00,511234.34
1999-08-28,389.29,1706.00,2652.52,80.46,91.08,67.81,242.00,508622.69
1999-08-29,284.54,1705.00,2652.26,78.25,99.50,56.65,242.00,505805.25
1999-08-30,165.97,1705.00,2651.98,70.48,90.06,54.52,242.00,502752.63
1999-08-31,216.48,1678.00,2651.71,59.05,70.25,45.17,242.00,499853.75
1999-09-01,202.59,1672.00,2651.44,59.54,75.99,40.69,242.00,496939.22
1999-09-02,262.08,1613.00,2651.19,61.57,76.93,43.91,242.00,494259.72
1999-09-03,399.73,1599.00,2650.97,63.81,77.48,49.02,242.00,491881.00
1999-09-04,181.85,1575.00,2650.71,65.67,81.88,48.39,242.00,489117.72
1999-09-05,334.39,1571.00,2650.48,68.33,91.71,44.62,242.00,486664.94
1999-09-06,217.79,1564.00,2650.23,69.46,83.06,54.05,242.00,483994.78
1999-09-07,441.97,1569.00,2650.02,60.73,78.58,45.72,242.00,481759.34
1999-09-08,-150.43,1554.00,2649.70,61.49,83.14,41.16,242.00,478378.66
1999-09-09,470.59,1539.00,2649.50,67.35,89.51,44.78,242.00,476259.50
1999-09-10,314.76,1538.00,2649.27,73.47,89.20,60.81,242.00,473833.25
1999-09-11,374.95,1544.00,2649.05,65.76,82.83,44.46,242.00,471514.47
1999-09-12,382.75,1544.00,2648.83,64.77,81.18,44.78,242.00,469211.16
1999-09-13,99.50,1527.00,2648.56,62.43,84.95,42.18,242.00,466379.75
1999-09-14,364.11,1523.00,2648.34,70.90,89.35,55.08,242.00,464081.13
1999-09-15,249.99,1524.00,2648.10,71.38,91.16,51.69,243.00,461554.16
1999-09-16,202.94,1514.00,2647.85,71.31,91.95,50.52,245.00,458953.72
1999-09-17,371.18,1517.00,2647.63,70.54,89.90,52.95,245.00,456681.03
1999-09-18,293.08,1492.00,2647.40,70.33,90.53,53.03,246.00,454303.00
1999-09-19,134.71,1493.00,2647.14,68.97,85.89,51.77,247.00,451608.88
1999-09-20,316.32,1465.00,2646.92,69.25,85.66,52.32,245.00,449330.50
1999-09-21,351.43,1432.00,2646.71,67.31,90.85,48.00,245.00,447187.22
1999-09-22,224.37,1410.00,2646.48,70.81,91.63,53.82,245.00,444835.56
1999-09-23,-62.26,1386.00,2646.20,75.98,95.25,54.52,244.00,441962.97
1999-09-24,643.63,1364.00,2646.06,70.06,81.96,54.52,245.00,440534.13
1999-09-25,57.98,1348.00,2645.81,68.43,75.83,52.72,245.00,437975.41
1999-09-26,226.32,1350.00,2645.59,53.78,64.75,43.52,245.00,435746.63
1999-09-27,64.05,1344.00,2645.34,50.56,64.51,37.07,245.00,433207.88
1999-09-28,601.17,1323.00,2645.20,48.65,65.69,31.96,245.00,431776.16
1999-09-29,110.98,1285.00,2644.97,51.62,74.10,32.12,245.00,429447.53
1999-09-30,85.50,1248.00,2644.74,59.68,82.28,38.09,244.00,427141.75
1999-10-01,449.80,1215.00,2644.59,59.75,75.28,44.30,242.00,425624.00
1999-10-02,238.16,1202.00,2644.40,54.73,75.20,37.54,242.00,423712.25
1999-10-03,285.65,1198.00,2644.22,54.19,74.49,36.76,243.00,421902.63
1999-10-04,173.01,1181.00,2644.02,55.71,78.35,36.29,243.00,419903.31
1999-10-05,289.70,1143.00,2643.85,64.20,79.92,45.64,242.00,418210.81
1999-10-06,330.43,1139.00,2643.69,63.00,70.17,50.91,242.00,416607.03
1999-10-07,226.72,1130.00,2643.51,57.92,75.91,43.12,242.00,414815.41
1999-10-08,420.71,1120.00,2643.37,62.44,84.40,40.45,242.00,413428.38
1999-10-09,46.75,1103.00,2643.16,62.17,72.14,48.63,242.00,411333.34
1999-10-10,352.69,1103.00,2643.01,54.55,72.45,38.64,242.00,409845.13
1999-10-11,344.54,1094.00,2642.86,62.23,82.36,47.29,242.00,408358.59
1999-10-12,352.31,1094.00,2642.71,67.39,84.56,52.17,242.00,406887.47
1999-10-13,620.56,1067.00,2642.62,61.99,84.79,45.64,242.00,406001.97
1999-10-14,-171.55,1067.00,2642.37,59.23,75.67,47.37,242.00,403545.34
1999-10-15,205.31,1055.00,2642.20,48.84,57.51,39.12,242.00,401860.00
1999-10-16,268.91,1061.00,2642.04,44.26,57.67,30.62,242.00,400288.91
1999-10-17,224.41,1061.00,2641.87,43.22,61.76,27.40,242.00,398629.56
1999-10-18,318.03,1060.00,2641.72,50.48,71.43,33.14,241.00,397157.88
1999-10-19,343.09,1028.00,2641.58,46.90,68.52,31.73,240.00,395799.38
1999-10-20,383.89,1026.00,2641.45,48.94,70.25,33.85,240.00,394525.78
1999-10-21,398.56,741.00,2641.38,48.40,69.54,33.77,240.00,393846.56
1999-10-22,249.72,742.00,2641.28,48.36,68.28,32.35,240.00,392870.13
1999-10-23,430.49,723.00,2641.22,51.33,72.84,36.60,240.00,392289.94
1999-10-24,229.73,722.00,2641.12,53.28,72.92,38.72,240.00,391313.53
1999-10-25,442.30,692.00,2641.07,50.16,72.29,34.48,240.00,390818.25
1999-10-26,179.48,670.00,2640.97,54.77,71.35,40.92,240.00,389845.31
1999-10-27,592.64,642.00,2640.96,44.35,53.82,35.03,240.00,389747.41
1999-10-28,426.63,617.00,2640.92,53.87,61.52,45.88,240.00,389369.81
1999-10-29,370.21,617.00,2640.87,50.21,60.19,39.51,240.00,388880.31
1999-10-30,388.07,240.00,2640.90,44.35,65.30,30.70,240.00,389174.00
1999-10-31,141.29,240.00,2640.88,50.30,64.67,35.58,240.00,388978.22
1999-11-01,261.07,113.00,2640.91,42.86,52.40,33.85,113.00,389271.91
1999-11-02,298.09,9.00,2640.97,40.41,58.30,29.13,9.00,389845.31
1999-11-03,258.96,11.00,2641.02,44.22,58.06,32.43,11.00,390337.13
1999-11-04,354.44,12.00,2641.09,50.10,58.77,37.94,12.00,391016.34
1999-11-05,254.58,12.00,2641.14,48.41,53.66,39.98,12.00,391497.50
1999-11-06,461.46,12.00,2641.23,49.76,67.03,38.01,12.00,392389.00
1999-11-07,251.27,8.70,2641.28,52.80,67.89,41.79,8.70,392870.13
1999-11-08,258.80,9.10,2641.33,56.22,67.18,41.79,9.10,393365.41
1999-11-09,351.66,9.20,2641.40,49.00,53.97,43.75,9.20,394044.66
1999-11-10,301.91,9.40,2641.46,51.29,61.05,43.60,9.40,394624.84
1999-11-11,352.06,9.60,2641.53,53.32,67.03,46.27,9.60,395304.09
1999-11-12,259.51,9.80,2641.58,50.21,70.80,36.68,9.80,395799.38
1999-11-13,302.21,9.70,2641.64,50.98,68.60,36.99,9.70,396379.56
1999-11-14,209.76,10.00,2641.68,42.74,62.07,31.25,10.00,396775.78
1999-11-15,253.58,11.00,2641.73,40.02,57.20,28.42,11.00,397256.94
1999-11-16,503.27,11.00,2641.83,41.40,54.68,29.45,11.00,398233.34
1999-11-17,260.71,11.00,2641.88,49.27,54.13,38.96,11.00,398728.63
1999-11-18,204.62,12.00,2641.92,41.11,52.72,31.41,12.00,399110.69
1999-11-19,261.70,12.00,2641.97,39.82,47.29,30.78,12.00,399605.97
1999-11-20,458.13,13.00,2642.06,47.62,56.18,34.24,13.00,400488.88
1999-11-21,257.82,13.00,2642.11,41.00,48.39,31.25,13.00,400974.47
1999-11-22,315.43,13.00,2642.17,36.42,48.39,26.06,13.00,401574.34
1999-11-23,308.24,13.00,2642.23,33.44,47.29,20.09,13.00,402159.94
1999-11-24,266.02,14.00,2642.28,39.54,49.26,30.70,14.00,402659.81
1999-11-25,950.11,14.00,2642.47,58.74,64.67,41.32,14.00,404516.56
1999-11-26,-281.24,14.00,2642.41,57.45,63.33,43.28,14.00,403930.97
1999-11-27,359.64,14.00,2642.48,44.12,58.61,33.45,14.00,404616.53
1999-11-28,215.64,14.00,2642.52,37.90,49.18,27.48,14.00,405016.47
1999-11-29,510.86,14.00,2642.62,44.51,48.55,39.04,14.00,406001.97
1999-11-30,208.42,14.00,2642.66,51.99,61.52,44.46,14.00,406387.59
1999-12-01,466.66,13.00,2642.75,43.96,52.09,33.85,13.00,407287.41
1999-12-02,459.44,13.00,2642.84,40.41,47.61,33.69,13.00,408172.91
1999-12-03,207.42,13.00,2642.88,35.39,46.66,25.36,13.00,408558.53
1999-12-04,113.82,13.00,2642.90,27.06,39.12,18.12,13.00,408758.50
1999-12-05,307.24,12.00,2642.96,29.18,35.73,21.11,12.00,409344.09
1999-12-06,264.61,12.00,2643.01,31.70,42.97,23.16,12.00,409845.13
1999-12-07,660.32,12.00,2643.14,35.68,40.29,30.39,12.00,411131.06
1999-12-08,164.97,12.00,2643.17,33.38,42.18,28.42,12.00,411434.47
1999-12-09,310.65,12.00,2643.23,37.59,45.01,31.57,12.00,412026.84
1999-12-10,617.62,13.00,2643.35,37.99,44.78,29.52,13.00,413226.09
1999-12-11,165.97,13.00,2643.38,39.58,49.10,35.18,13.00,413529.50
1999-12-12,463.64,12.00,2643.47,37.91,51.30,34.08,12.00,414425.31
1999-12-13,158.69,13.00,2643.50,40.63,52.32,34.48,13.00,414714.28
1999-12-14,420.94,13.00,2643.58,39.49,41.63,36.91,13.00,415523.41
1999-12-15,311.65,13.00,2643.64,38.69,43.99,35.26,13.00,416115.78
1999-12-16,311.66,13.00,2643.70,38.68,42.42,35.89,13.00,416708.16
1999-12-17,318.95,13.00,2643.76,35.68,39.98,32.98,13.00,417315.00
1999-12-18,260.67,13.00,2643.81,48.03,54.52,38.64,13.00,417806.25
1999-12-19,515.62,13.00,2643.91,40.94,50.04,31.17,13.00,418803.19
1999-12-20,516.14,13.00,2644.01,37.26,50.99,27.95,13.00,419801.16
1999-12-21,366.17,13.00,2644.08,39.37,53.11,30.00,13.00,420501.66
1999-12-22,219.01,13.00,2644.12,37.11,48.08,26.30,13.00,420910.28
1999-12-23,366.15,13.00,2644.19,28.46,42.73,20.64,13.00,421610.75
1999-12-24,263.16,13.00,2644.24,26.09,36.13,18.75,13.00,422106.94
1999-12-25,219.01,13.00,2644.28,28.53,33.14,22.61,13.00,422515.56
1999-12-26,13.00,13.00,2644.28,25.56,27.17,24.33,13.00,422515.56
1999-12-27,13.00,13.00,2644.28,24.88,26.30,24.02,13.00,422515.56
1999-12-28,873.85,13.00,2644.45,24.65,26.06,23.86,13.00,424223.03
1999-12-29,263.16,13.00,2644.50,24.17,25.99,22.76,13.00,424719.22
1999-12-30,373.51,13.00,2644.57,24.94,26.85,22.61,13.00,425434.28
1999-12-31,461.82,13.00,2644.66,27.64,29.05,26.30,13.00,426324.50
2000-01-01,64.51,13.00,2644.67,26.55,35.11,22.61,13.00,426426.66
2000-01-02,425.03,13.00,2644.75,36.29,41.24,29.92,13.00,427243.91
2000-01-03,262.16,12.00,2644.80,32.14,36.36,28.74,12.00,427740.09
2000-01-04,520.67,13.00,2644.90,38.65,51.30,31.33,13.00,428747.03
2000-01-05,262.16,12.00,2644.95,40.07,46.19,28.19,12.00,429243.22
2000-01-06,366.26,12.00,2645.02,32.54,39.59,23.63,12.00,429945.88
2000-01-07,219.36,11.00,2645.06,32.53,36.52,29.84,11.00,430359.16
2000-01-08,317.11,12.00,2645.12,34.66,48.39,27.95,12.00,430964.34
2000-01-09,421.29,12.00,2645.20,46.74,53.97,33.38,12.00,431776.16
2000-01-10,986.84,12.00,2645.39,41.66,55.00,34.87,12.00,433709.72
2000-01-11,12.00,12.00,2645.39,44.66,55.08,36.05,12.00,433709.72
2000-01-12,63.10,11.00,2645.40,35.56,44.54,26.77,11.00,433813.06
2000-01-13,316.10,11.00,2645.46,34.03,40.92,29.13,11.00,434418.22
2000-01-14,472.37,11.00,2645.55,37.20,44.46,29.84,11.00,435333.34
2000-01-15,271.45,11.00,2645.60,41.58,44.07,40.06,11.00,435849.94
2000-01-16,621.21,11.00,2645.72,46.03,58.53,36.99,11.00,437060.28
2000-01-17,375.64,11.00,2645.79,38.62,44.93,30.86,11.00,437783.53
2000-01-18,315.10,10.00,2645.85,34.22,40.14,28.97,10.00,438388.69
2000-01-19,263.03,10.00,2645.90,37.44,41.08,31.96,10.00,438890.56
2000-01-20,523.46,10.00,2646.00,39.37,41.71,37.07,10.00,439909.00
2000-01-21,167.58,10.00,2646.03,39.38,43.75,36.52,10.00,440221.56
2000-01-22,475.06,9.80,2646.12,39.34,46.74,33.61,9.80,441144.38
2000-01-23,317.15,9.50,2646.18,35.91,37.46,34.01,9.50,441754.59
2000-01-24,474.66,9.40,2646.27,36.56,38.64,34.32,9.40,442677.41
2000-01-25,369.59,9.40,2646.34,43.14,52.80,37.39,9.40,443391.84
2000-01-26,527.16,9.40,2646.44,39.39,47.53,28.27,9.40,444418.81
2000-01-27,369.60,9.40,2646.51,30.84,41.16,24.49,9.40,445133.25
2000-01-28,324.47,9.30,2646.57,31.80,42.57,23.47,9.30,445758.38
2000-01-29,316.95,9.30,2646.63,25.39,35.26,18.36,9.30,446368.59
2000-01-30,474.26,9.00,2646.72,27.71,41.00,16.94,9.00,447291.41
2000-01-31,369.19,9.00,2646.79,35.25,43.36,28.50,9.00,448005.84
2000-02-01,437.71,25.00,2646.87,38.62,46.98,33.93,25.00,448824.44
2000-02-02,327.67,20.00,2646.93,38.51,49.96,30.70,20.00,449434.69
2000-02-03,581.88,9.30,2647.04,35.52,47.37,27.64,9.30,450570.38
2000-02-04,373.23,9.00,2647.11,43.09,56.80,32.35,9.00,451292.81
2000-02-05,373.43,9.20,2647.18,42.25,50.52,36.76,9.20,452015.25
2000-02-06,328.11,9.40,2647.24,42.14,54.52,32.98,9.40,452647.41
2000-02-07,479.96,9.50,2647.33,38.72,50.20,30.78,9.50,453580.56
2000-02-08,267.59,9.60,2647.38,43.05,50.59,36.05,9.60,454092.28
2000-02-09,374.03,9.80,2647.45,46.60,60.34,35.97,9.80,454814.72
2000-02-10,692.94,10.00,2647.58,42.18,53.03,30.70,10.00,456169.31
2000-02-11,428.34,11.00,2647.66,46.55,53.35,39.82,11.00,456997.09
2000-02-12,527.00,11.00,2647.76,43.83,51.62,38.96,11.00,458020.56
2000-02-13,639.82,10.00,2647.88,38.64,42.57,34.32,10.00,459269.78
2000-02-14,480.47,10.00,2647.97,47.93,60.03,37.70,10.00,460202.94
