date,qu,af,fb,aqd,mm,mn,mx
1983-02-26,688.60,134436.00,2897.82,,,24.00,41.00
1983-02-27,667.93,134779.00,2897.99,,,24.00,34.00
1983-02-28,627.60,135044.00,2898.12,,,27.00,41.00
1983-03-01,515.67,135085.00,2898.14,,,30.00,35.00
1983-03-02,587.77,135269.00,2898.23,,,30.00,43.00
1983-03-03,463.74,135207.00,2898.20,,,32.00,43.00
1983-03-04,402.74,135024.00,2898.08,,,28.00,43.00
1983-03-05,464.25,134963.00,2898.08,,,25.00,38.00
1983-03-06,539.84,135044.00,2898.12,,,27.00,40.00
1983-03-07,613.44,135269.00,2898.23,,,30.00,42.00
1983-03-08,582.18,135432.00,2898.31,,,31.00,38.00
1983-03-09,917.95,136259.00,2898.61,,,33.00,43.00
1983-03-10,1142.74,137516.00,2899.33,,,33.00,46.00
1983-03-11,1169.39,138810.00,2900.01,,,25.00,48.00
1983-03-12,1022.71,139821.00,2900.45,,,24.00,44.00
1983-03-13,1088.25,140960.00,2901.00,,,29.00,45.00
1983-03-14,917.89,141773.00,2901.29,,,26.00,40.00
1983-03-15,905.46,142603.00,2901.79,,,23.00,46.00
1983-03-16,582.69,142769.00,2901.87,,,23.00,42.00
1983-03-17,651.71,143060.00,2902.01,,,21.00,43.00
1983-03-18,581.62,143208.00,2902.08,,,21.00,43.00
1983-03-19,573.02,143333.00,2902.14,,,23.00,44.00
1983-03-20,595.20,143502.00,2902.22,,,25.00,45.00
1983-03-21,636.55,143753.00,2902.34,,,26.00,47.00
1983-03-22,499.92,143733.00,2902.33,,,30.00,41.00
1983-03-23,658.23,144027.00,2902.47,,,26.00,44.00
1983-03-24,859.39,144720.00,2902.80,,,25.00,44.00
1983-03-25,520.08,144740.00,2902.81,,,23.00,43.00
1983-03-26,441.43,144604.00,2902.70,,,21.00,41.00
1983-03-27,440.93,144467.00,2902.68,,,22.00,40.00
1983-03-28,543.28,144533.00,2902.60,,,22.00,38.00
1983-03-29,593.19,144698.00,2902.79,,,29.00,35.00
1983-03-30,722.25,145119.00,2902.99,,,30.00,42.00
1983-03-31,605.29,145308.00,2903.08,,,26.00,39.00
1983-04-01,623.97,145540.00,2903.19,,,24.00,34.00
1983-04-02,501.59,145561.00,2903.20,,,28.00,38.00
1983-04-03,532.85,145646.00,2903.24,,,27.00,43.00
1983-04-04,511.18,145688.00,2903.26,,,25.00,48.00
1983-04-05,532.85,145773.00,2903.30,,,22.00,54.00
1983-04-06,442.15,145688.00,2903.26,,,26.00,56.00
1983-04-07,420.97,145561.00,2903.20,,,32.00,43.00
1983-04-08,432.06,145456.00,2903.15,,,28.00,44.00
1983-04-09,420.97,145329.00,2903.09,,,27.00,39.00
1983-04-10,420.89,145182.00,2903.02,,,24.00,43.00
1983-04-11,453.62,144971.00,2902.92,,,23.00,37.00
1983-04-12,484.45,144720.00,2902.80,,,18.00,46.00
1983-04-13,498.54,144489.00,2902.69,,,20.00,50.00
1983-04-14,414.84,144090.00,2902.50,,,18.00,53.00
1983-04-15,446.10,143753.00,2902.34,,,21.00,57.00
1983-04-16,467.77,143459.00,2902.20,,,24.00,62.00
1983-04-17,547.43,143323.00,2902.08,,,24.00,61.00
1983-04-18,601.39,143417.00,2902.18,,,29.00,66.00
1983-04-19,570.79,143607.00,2902.27,,,36.00,65.00
1983-04-20,676.16,144006.00,2902.46,,,36.00,54.00
1983-04-21,757.51,144489.00,2902.69,,,30.00,53.00
1983-04-22,820.93,144951.00,2902.91,,,28.00,49.00
1983-04-23,846.60,145456.00,2903.15,,,34.00,50.00
1983-04-24,895.49,146054.00,2903.59,,,29.00,42.00
1983-04-25,843.58,146553.00,2903.67,,,29.00,43.00
1983-04-26,807.76,146975.00,2903.87,,,29.00,44.00
1983-04-27,841.53,147462.00,2904.10,,,27.00,54.00
1983-04-28,703.38,147673.00,2904.20,,,25.00,53.00
1983-04-29,780.00,148034.00,2904.37,,,35.00,62.00
1983-04-30,712.47,148267.00,2904.48,,,28.00,59.00
1983-05-01,839.03,148755.00,2904.64,,,36.00,51.00
1983-05-02,992.28,149541.00,2905.08,,,36.00,45.00
1983-05-03,932.26,150204.00,2905.39,,,27.00,55.00
1983-05-04,969.03,150932.00,2905.73,,,25.00,60.00
1983-05-05,1048.67,151812.00,2906.14,,,34.00,41.00
1983-05-06,1225.63,153043.00,2906.71,,,39.00,51.00
1983-05-07,1020.43,153865.00,2907.09,,,33.00,47.00
1983-05-08,904.44,154451.00,2907.36,,,24.00,41.00
1983-05-09,956.89,155145.00,2907.68,,,34.00,45.00
1983-05-10,807.13,155536.00,2907.86,,,25.00,51.00
1983-05-11,719.40,155753.00,2907.96,,,26.00,59.00
1983-05-12,855.87,156562.00,2908.33,,,30.00,61.00
1983-05-13,938.52,157767.00,2908.88,,,25.00,60.00
1983-05-14,547.92,158227.00,2909.09,,,31.00,46.00
1983-05-15,599.34,158789.00,2909.25,,,29.00,36.00
1983-05-16,807.08,159767.00,2909.79,,,40.00,49.00
1983-05-17,827.65,160762.00,2910.24,,,37.00,52.00
1983-05-18,909.45,161951.00,2910.70,,,34.00,50.00
1983-05-19,1105.35,163475.00,2911.46,,,27.00,65.00
1983-05-20,1169.90,165131.00,2912.20,,,33.00,70.00
1983-05-21,1384.17,167212.00,2913.12,,,36.00,68.00
1983-05-22,1519.25,169553.00,2914.15,,,36.00,76.00
1983-05-23,1448.67,171754.00,2915.11,,,41.00,77.00
1983-05-24,2055.22,174807.00,2916.43,,,39.00,85.00
1983-05-25,2210.35,177892.00,2917.75,,,46.00,74.00
1983-05-26,2329.22,180945.00,2919.04,,,45.00,74.00
1983-05-27,2215.65,183261.00,2919.95,,,36.00,82.00
1983-05-28,2360.32,185858.00,2921.09,,,46.00,86.00
1983-05-29,2575.10,188881.00,2922.22,,,51.00,88.00
1983-05-30,2851.36,192446.00,2923.78,,,46.00,79.00
1983-05-31,2542.96,194957.00,2924.79,,,41.00,60.00
1983-06-01,2195.51,196160.00,2925.27,,,44.00,57.00
1983-06-02,1957.83,196840.00,2925.54,,,44.00,53.00
1983-06-03,1767.76,197143.00,2925.66,,,37.00,59.00
1983-06-04,1477.35,196866.00,2925.55,,,31.00,62.00
1983-06-05,1499.55,196639.00,2925.46,,,40.00,63.00
1983-06-06,1629.60,196664.00,2925.47,,,35.00,74.00
1983-06-07,1719.84,196866.00,2925.55,,,38.00,80.00
1983-06-08,1681.53,196992.00,2925.60,,,43.00,76.00
1983-06-09,1807.58,197370.00,2925.75,,,50.00,63.00
1983-06-10,1623.00,197370.00,2925.75,,,41.00,53.00
1983-06-11,1516.55,197143.00,2925.66,,,38.00,46.00
1983-06-12,1153.61,196210.00,2925.29,,,40.00,57.00
1983-06-13,1136.56,195505.00,2925.01,,,31.00,73.00
1983-06-14,1204.77,195330.00,2924.94,,,40.00,71.00
1983-06-15,1209.57,195706.00,2925.09,,,46.00,53.00
1983-06-16,1124.50,196185.00,2925.28,,,34.00,67.00
1983-06-17,1188.02,196790.00,2925.52,,,42.00,57.00
1983-06-18,1076.58,197168.00,2925.67,,,40.00,52.00
1983-06-19,917.21,197218.00,2925.69,,,40.00,52.00
1983-06-20,926.32,197294.00,2925.72,,,40.00,54.00
1983-06-21,973.73,197470.00,2926.02,,,35.00,63.00
1983-06-22,897.11,197496.00,2925.80,,,42.00,59.00
1983-06-23,633.90,196992.00,2925.60,,,34.00,59.00
1983-06-24,870.89,196966.00,2925.59,,,38.00,43.00
1983-06-25,756.95,196714.00,2925.49,,,35.00,66.00
1983-06-26,982.82,196910.00,2925.46,,,46.00,63.00
1983-06-27,1091.57,197647.00,2925.86,,,40.00,66.00
1983-06-28,1046.58,198505.00,2926.20,,,38.00,69.00
1983-06-29,779.19,198430.00,2926.17,,,47.00,60.00
1983-06-30,819.65,198227.00,2926.09,,,43.00,59.00
1983-07-01,837.47,198101.00,2926.04,,,42.00,57.00
1983-07-02,881.29,198050.00,2926.02,,,42.00,52.00
1983-07-03,807.87,197899.00,2925.96,,,42.00,66.00
1983-07-04,853.89,197873.00,2925.95,,,36.00,74.00
1983-07-05,795.87,197722.00,2925.89,,,46.00,71.00
1983-07-06,823.58,197622.00,2925.85,,,45.00,59.00
1983-07-07,780.76,197445.00,2925.78,,,41.00,59.00
1983-07-08,499.96,196715.00,2925.42,,,45.00,54.00
1983-07-09,675.92,196336.00,2925.34,,,37.00,60.00
1983-07-10,789.87,196185.00,2925.28,,,48.00,71.00
1983-07-11,908.48,196299.00,2925.28,,,41.00,75.00
1983-07-12,956.42,196639.00,2925.46,,,53.00,65.00
1983-07-13,1183.96,197470.00,2925.79,,,45.00,60.00
1983-07-14,1018.31,197905.00,2926.20,,,42.00,53.00
1983-07-15,967.03,198151.00,2926.06,,,39.00,56.00
1983-07-16,713.87,198000.00,2926.00,,,33.00,67.00
1983-07-17,600.71,197571.00,2925.83,,,39.00,53.00
1983-07-18,707.27,197395.00,2925.76,,,41.00,75.00
1983-07-19,711.29,197344.00,2925.74,,,47.00,66.00
1983-07-20,702.19,197269.00,2925.71,,,49.00,60.00
1983-07-21,815.53,197395.00,2925.76,,,36.00,76.00
1983-07-22,537.71,196966.00,2925.59,,,42.00,81.00
1983-07-23,665.27,196790.00,2925.39,,,52.00,82.00
1983-07-24,663.76,196613.00,2925.45,,,47.00,67.00
1983-07-25,640.00,196613.00,2925.45,,,49.00,58.00
1983-07-26,738.97,196966.00,2925.59,,,47.00,65.00
1983-07-27,586.71,197017.00,2925.61,,,45.00,64.00
1983-07-28,569.42,197117.00,2925.65,,,39.00,69.00
1983-07-29,642.76,197420.00,2925.77,,,37.00,80.00
1983-07-30,566.13,197571.00,2925.83,,,41.00,85.00
1983-07-31,452.19,197496.00,2925.70,,,55.00,89.00
1983-08-01,451.68,197420.00,2925.77,,,53.00,81.00
1983-08-02,497.40,197395.00,2925.76,,,51.00,72.00
1983-08-03,427.40,197370.00,2925.75,,,41.00,74.00
1983-08-04,573.73,197546.00,2925.82,,,46.00,80.00
1983-08-05,483.00,197546.00,2925.82,,,45.00,83.00
1983-08-06,518.32,197622.00,2925.85,,,43.00,88.00
1983-08-07,504.21,197672.00,2925.87,,,52.00,79.00
1983-08-08,542.53,197798.00,2925.92,,,56.00,73.00
1983-08-09,451.29,197747.00,2925.90,,,47.00,86.00
1983-08-10,403.77,197572.00,2925.80,,,54.00,67.00
1983-08-11,476.89,197546.00,2925.82,,,51.00,55.00
1983-08-12,668.58,197924.00,2925.97,,,37.00,75.00
1983-08-13,347.95,197672.00,2925.78,,,38.00,76.00
1983-08-14,373.95,197420.00,2925.77,,,57.00,82.00
1983-08-15,359.63,197092.00,2925.64,,,44.00,80.00
1983-08-16,381.53,196740.00,2925.50,,,39.00,77.00
1983-08-17,433.03,196387.00,2925.36,,,43.00,80.00
1983-08-18,376.90,195883.00,2925.20,,,51.00,81.00
1983-08-19,327.99,195280.00,2924.92,,,41.00,77.00
1983-08-20,392.53,194807.00,2924.68,,,41.00,74.00
1983-08-21,393.53,194334.00,2924.54,,,40.00,78.00
1983-08-22,356.01,193737.00,2924.30,,,43.00,76.00
1983-08-23,339.26,193079.00,2923.96,,,49.00,65.00
1983-08-24,355.38,192451.00,2923.77,,,47.00,72.00
1983-08-25,419.42,191952.00,2923.58,,,45.00,74.00
1983-08-26,435.55,191483.00,2923.30,,,44.00,69.00
1983-08-27,433.04,191013.00,2923.20,,,46.00,65.00
1983-08-28,423.45,190520.00,2923.00,,,43.00,63.00
1983-08-29,431.52,190045.00,2922.69,,,48.00,62.00
1983-08-30,528.31,189760.00,2922.69,,,47.00,67.00
1983-08-31,559.08,189540.00,2922.60,,,44.00,76.00
1983-09-01,353.90,188915.00,2922.29,,,48.00,59.00
1983-09-02,353.90,188290.00,2922.09,,,51.00,60.00
1983-09-03,347.36,187656.00,2921.83,,,47.00,67.00
1983-09-04,338.27,187000.00,2921.56,,,45.00,56.00
1983-09-05,337.27,186344.00,2921.29,,,41.00,68.00
1983-09-06,363.97,185737.00,2921.04,,,34.00,67.00
1983-09-07,316.60,185040.00,2920.75,,,38.00,63.00
1983-09-08,291.90,184296.00,2920.44,,,31.00,52.00
1983-09-09,218.30,183408.00,2920.07,,,38.00,56.00
1983-09-10,371.56,182822.00,2919.69,,,42.00,53.00
1983-09-11,370.56,182236.00,2919.58,,,41.00,63.00
1983-09-12,355.42,181017.00,2919.07,,,37.00,69.00
1983-09-13,430.52,178503.00,2918.01,,,38.00,71.00
1983-09-14,427.03,175990.00,2916.94,,,41.00,69.00
1983-09-15,373.37,173440.00,2915.84,,,37.00,70.00
1983-09-16,246.57,170698.00,2914.65,,,43.00,56.00
1983-09-17,332.85,168143.00,2913.53,,,40.00,49.00
1983-09-18,345.93,165606.00,2912.41,,,29.00,44.00
1983-09-19,469.79,163275.00,2911.37,,,27.00,51.00
1983-09-20,347.99,160873.00,2910.29,,,26.00,54.00
1983-09-21,455.11,159340.00,2909.48,,,25.00,62.00
1983-09-22,373.32,158216.00,2909.13,,,30.00,68.00
1983-09-23,278.05,157028.00,2908.52,,,37.00,66.00
1983-09-24,251.68,155391.00,2907.74,,,34.00,70.00
1983-09-25,270.70,153518.00,2906.93,,,43.00,75.00
1983-09-26,232.24,151295.00,2905.90,,,39.00,66.00
1983-09-27,227.74,149073.00,2904.86,,,28.00,48.00
1983-09-28,331.15,146828.00,2903.80,,,22.00,54.00
1983-09-29,295.55,145161.00,2903.01,,,21.00,38.00
1983-09-30,336.18,144245.00,2902.71,,,23.00,55.00
1983-10-01,188.00,143318.00,2902.19,,,22.00,57.00
1983-10-02,148.27,142303.00,2901.66,,,39.00,55.00
1983-10-03,179.03,141230.00,2901.13,,,44.00,57.00
1983-10-04,108.73,139845.00,2900.41,,,31.00,53.00
1983-10-05,136.73,138460.00,2899.79,,,28.00,59.00
1983-10-06,199.20,137189.00,2899.19,,,27.00,49.00
1983-10-07,197.14,135902.00,2898.54,,,21.00,52.00
1983-10-08,132.67,134382.00,2897.75,,,27.00,52.00
1983-10-09,197.16,132861.00,2897.04,,,33.00,54.00
1983-10-10,233.37,131390.00,2896.36,,,28.00,57.00
1983-10-11,194.19,129996.00,2895.53,,,22.00,59.00
1983-10-12,199.19,128602.00,2894.91,,,24.00,55.00
1983-10-13,154.49,126919.00,2894.06,,,30.00,49.00
1983-10-14,206.68,125883.00,2893.67,,,41.00,45.00
1983-10-15,209.45,125511.00,2893.36,,,22.00,53.00
1983-10-16,155.00,125031.00,2893.00,,,23.00,49.00
1983-10-17,217.20,124480.00,2892.82,,,35.00,47.00
1983-10-18,205.38,123612.00,2892.37,,,24.00,51.00
1983-10-19,160.53,123260.00,2892.19,,,31.00,47.00
1983-10-20,221.42,123241.00,2892.18,,,29.00,56.00
1983-10-21,243.58,123260.00,2892.19,,,31.00,55.00
1983-10-22,243.08,123280.00,2892.20,,,38.00,46.00
1983-10-23,248.60,123305.00,2892.36,,,23.00,50.00
1983-10-24,250.60,123330.00,2892.23,,,21.00,41.00
1983-10-25,248.08,123350.00,2892.24,,,25.00,56.00
1983-10-26,271.25,123410.00,2892.27,,,29.00,55.00
1983-10-27,165.37,123260.00,2892.19,,,31.00,58.00
1983-10-28,196.62,123170.00,2892.05,,,26.00,54.00
1983-10-29,196.62,123080.00,2892.10,,,29.00,54.00
1983-10-30,181.50,122960.00,2892.04,,,41.00,51.00
1983-10-31,255.61,122987.00,2892.17,,,37.00,57.00
1983-11-01,265.72,123040.00,2892.08,,,31.00,43.00
1983-11-02,371.17,123320.00,2892.00,,,34.00,44.00
1983-11-03,808.75,124460.00,2892.81,,,39.00,46.00
1983-11-04,975.13,125930.00,2893.56,,,26.00,42.00
1983-11-05,522.94,126515.00,2893.83,,,24.00,33.00
1983-11-06,578.40,127210.00,2894.21,,,31.00,38.00
1983-11-07,467.50,127691.00,2894.45,,,30.00,38.00
1983-11-08,481.62,128200.00,2894.71,,,23.00,39.00
1983-11-09,410.00,128559.00,2894.84,,,29.00,35.00
1983-11-10,408.00,128920.00,2895.07,,,30.00,32.00
1983-11-11,436.24,129337.00,2895.31,,,29.00,41.00
1983-11-12,408.53,129705.00,2895.36,,,28.00,43.00
1983-11-13,408.53,130073.00,2895.65,,,27.00,35.00
1983-11-14,366.69,130358.00,2895.73,,,29.00,36.00
1983-11-15,355.59,130619.00,2895.80,,,31.00,38.00
1983-11-16,734.14,131373.00,2896.30,,,34.00,40.00
1983-11-17,529.90,131468.00,2896.32,,,32.00,38.00
1983-11-18,583.84,131670.00,2896.45,,,27.00,38.00
1983-11-19,436.62,131580.00,2896.31,,,27.00,30.00
1983-11-20,436.62,131490.00,2896.36,,,25.00,34.00
1983-11-21,398.76,131313.00,2896.27,,,25.00,34.00
1983-11-22,360.99,131071.00,2896.15,,,23.00,30.00
1983-11-23,336.33,130790.00,2896.01,,,26.00,28.00
1983-11-24,433.58,130690.00,2895.96,,,26.00,37.00
1983-11-25,394.26,130512.00,2895.87,,,27.00,34.00
1983-11-26,362.50,130271.00,2895.66,,,28.00,35.00
1983-11-27,362.50,130030.00,2895.63,,,23.00,41.00
1983-11-28,255.14,129584.00,2895.27,,,20.00,28.00
1983-11-29,255.14,129138.00,2895.18,,,15.00,26.00
1983-11-30,175.48,128534.00,2894.84,,,7.00,23.00
1983-12-01,174.98,127929.00,2894.57,,,5.00,26.00
1983-12-02,280.35,127533.00,2894.37,,,15.00,23.00
1983-12-03,230.44,127038.00,2894.12,,,9.00,21.00
1983-12-04,295.52,126682.00,2893.94,,,9.00,29.00
1983-12-05,374.08,126702.00,2893.95,,,14.00,23.00
1983-12-06,210.32,126540.00,2893.87,,,11.00,20.00
1983-12-07,194.70,126347.00,2893.68,,,14.00,18.00
1983-12-08,191.19,126153.00,2893.67,,,15.00,36.00
1983-12-09,247.66,126071.00,2893.72,,,26.00,29.00
1983-12-10,280.43,126054.00,2893.67,,,24.00,36.00
1983-12-11,267.82,126012.00,2893.56,,,22.00,31.00
1983-12-12,267.82,125970.00,2893.58,,,23.00,26.00
1983-12-13,329.33,126050.00,2893.62,,,23.00,36.00
1983-12-14,238.58,125950.00,2893.57,,,24.00,35.00
1983-12-15,213.37,125800.00,2893.49,,,12.00,33.00
1983-12-16,172.54,125569.00,2893.34,,,7.00,28.00
1983-12-17,179.55,125340.00,2893.26,,,5.00,18.00
1983-12-18,366.42,125440.00,2893.31,,,9.00,15.00
1983-12-19,349.25,125500.00,2893.34,,,7.00,14.00
1983-12-20,152.62,125170.00,2893.17,,,-2.00,8.00
1983-12-21,168.71,124860.00,2893.01,,,-14.00,2.00
1983-12-22,160.58,124520.00,2892.84,,,-8.00,1.00
1983-12-23,185.79,124230.00,2892.69,,,-23.00,-13.00
1983-12-24,205.96,123980.00,2892.56,,,-8.00,-2.00
1983-12-25,241.25,123800.00,2892.47,,,9.00,10.00
1983-12-26,261.42,123660.00,2892.40,,,9.00,23.00
1983-12-27,286.62,123570.00,2892.35,,,8.00,23.00
1983-12-28,332.00,123570.00,2892.35,,,-4.00,15.00
1983-12-29,248.08,123590.00,2892.36,,,10.00,14.00
1983-12-30,203.93,123693.00,2892.40,,,6.00,24.00
1983-12-31,232.20,123860.00,2892.50,,,19.00,34.00
1984-01-01,437.42,124440.00,2892.80,,,15.00,19.00
1984-01-02,857.92,125860.00,2893.52,,,27.00,30.00
1984-01-03,939.63,127450.00,2894.33,,,28.00,50.00
1984-01-04,1082.04,129140.00,2895.18,,,36.00,54.00
1984-01-05,1429.88,131270.00,2896.25,,,29.00,40.00
1984-01-06,1650.83,133870.00,2897.54,,,26.00,37.00
1984-01-07,1385.71,135960.00,2898.57,,,24.00,27.00
1984-01-08,1049.10,137424.00,2899.41,,,23.00,33.00
1984-01-09,880.82,138580.00,2899.85,,,22.00,31.00
1984-01-10,591.13,138850.00,2899.98,,,26.00,36.00
1984-01-11,671.08,138870.00,2899.99,,,23.00,36.00
1984-01-12,710.46,138980.00,2900.04,,,19.00,33.00
1984-01-13,599.54,138870.00,2899.99,,,17.00,28.00
1984-01-14,665.08,138890.00,2900.00,,,3.00,20.00
1984-01-15,781.04,139140.00,2900.12,,,-1.00,22.00
1984-01-16,705.42,139240.00,2900.17,,,4.00,24.00
1984-01-17,495.54,139370.00,2900.23,,,-2.00,20.00
1984-01-18,320.42,139470.00,2900.28,,,-6.00,16.00
1984-01-19,319.42,139570.00,2900.33,,,2.00,18.00
1984-01-20,326.46,139680.00,2900.38,,,6.00,15.00
1984-01-21,334.50,139800.00,2900.44,,,16.00,25.00
1984-01-22,346.58,139940.00,2900.51,,,17.00,35.00
1984-01-23,665.73,140715.00,2900.75,,,30.00,39.00
1984-01-24,946.02,142040.00,2901.52,,,38.00,46.00
1984-01-25,1472.83,144400.00,2902.65,,,31.00,38.00
1984-01-26,1137.55,146091.00,2903.64,,,31.00,39.00
1984-01-27,1035.62,147560.00,2904.15,,,35.00,48.00
1984-01-28,977.13,148911.00,2904.83,,,29.00,43.00
1984-01-29,801.66,149910.00,2905.25,,,22.00,45.00
1984-01-30,720.95,150739.00,2905.64,,,20.00,41.00
1984-01-31,722.92,151560.00,2906.02,,,16.00,39.00
1984-02-01,568.10,152064.00,2906.11,,,24.00,42.00
1984-02-02,567.10,152568.00,2906.49,,,22.00,45.00
1984-02-03,419.88,152780.00,2906.59,,,25.00,42.00
1984-02-04,474.37,153108.00,2906.74,,,22.00,44.00
1984-02-05,548.97,153580.00,2906.96,,,20.00,42.00
1984-02-06,501.05,153951.00,2907.22,,,23.00,48.00
1984-02-07,499.54,154321.00,2907.30,,,22.00,29.00
1984-02-08,496.04,154690.00,2907.47,,,26.00,32.00
1984-02-09,471.33,155010.00,2907.62,,,24.00,34.00
1984-02-10,326.61,155037.00,2907.63,,,24.00,35.00
1984-02-11,327.94,154783.00,2907.48,,,25.00,33.00
1984-02-12,483.02,154668.00,2907.46,,,25.00,39.00
1984-02-13,552.09,154690.00,2907.47,,,28.00,37.00
1984-02-14,582.33,154770.00,2907.51,,,26.00,34.00
1984-02-15,518.35,154733.00,2907.49,,,19.00,37.00
1984-02-16,414.49,154490.00,2907.38,,,20.00,38.00
1984-02-17,350.46,154120.00,2907.21,,,16.00,35.00
1984-02-18,431.62,153909.00,2907.11,,,23.00,36.00
1984-02-19,460.36,153755.00,2906.98,,,22.00,34.00
1984-02-20,454.85,153600.00,2906.97,,,27.00,32.00
1984-02-21,492.67,153520.00,2906.93,,,26.00,33.00
1984-02-22,373.18,153203.00,2906.83,,,25.00,33.00
1984-02-23,330.82,152800.00,2906.60,,,27.00,36.00
1984-02-24,373.67,152482.00,2906.45,,,26.00,31.00
1984-02-25,437.20,152290.00,2906.36,,,26.00,32.00
1984-02-26,429.68,152093.00,2906.27,,,16.00,32.00
1984-02-27,412.53,151860.00,2906.16,,,22.00,35.00
1984-02-28,277.92,151360.00,2905.93,,,24.00,37.00
1984-02-29,293.04,150890.00,2905.66,,,24.00,38.00
1984-03-01,400.43,150633.00,2905.59,,,23.00,40.00
1984-03-02,468.99,150510.00,2905.53,,,24.00,38.00
1984-03-03,359.62,150180.00,2905.38,,,19.00,45.00
1984-03-04,365.67,149862.00,2905.23,,,19.00,43.00
1984-03-05,267.87,149350.00,2904.99,,,21.00,32.00
1984-03-06,269.87,148840.00,2904.75,,,27.00,54.00
1984-03-07,366.67,148522.00,2904.60,,,25.00,59.00
1984-03-08,410.57,148420.00,2904.55,,,31.00,54.00
1984-03-09,381.45,148649.00,2904.66,,,31.00,47.00
1984-03-10,496.62,149158.00,2904.90,,,28.00,43.00
1984-03-11,444.69,149564.00,2904.91,,,23.00,43.00
1984-03-12,391.19,149969.00,2905.28,,,26.00,37.00
1984-03-13,454.78,150635.00,2905.44,,,26.00,35.00
1984-03-14,452.27,151300.00,2905.90,,,30.00,46.00
1984-03-15,435.64,151934.00,2906.01,,,27.00,46.00
1984-03-16,435.64,152568.00,2906.49,,,25.00,42.00
1984-03-17,344.89,153022.00,2906.70,,,32.00,41.00
1984-03-18,331.78,153450.00,2906.90,,,28.00,41.00
1984-03-19,555.13,154321.00,2907.30,,,33.00,41.00
1984-03-20,674.11,155428.00,2907.81,,,34.00,42.00
1984-03-21,762.34,156710.00,2908.40,,,31.00,38.00
1984-03-22,637.29,157740.00,2908.87,,,33.00,51.00
1984-03-23,863.13,159210.00,2909.54,,,31.00,41.00
1984-03-24,682.12,160319.00,2910.04,,,27.00,45.00
1984-03-25,643.30,161351.00,2910.45,,,28.00,36.00
1984-03-26,641.30,162383.00,2910.97,,,28.00,43.00
1984-03-27,590.90,163319.00,2911.39,,,22.00,52.00
1984-03-28,510.75,164100.00,2911.74,,,29.00,40.00
1984-03-29,525.38,164910.00,2912.10,,,21.00,47.00
1984-03-30,464.88,165600.00,2912.41,,,20.00,47.00
1984-03-31,450.76,166262.00,2912.70,,,22.00,50.00
1984-04-01,488.08,167000.00,2913.03,,,23.00,41.00
1984-04-02,509.25,167780.00,2913.37,,,23.00,47.00
1984-04-03,373.63,168291.00,2913.49,,,26.00,45.00
1984-04-04,373.63,168802.00,2913.82,,,27.00,41.00
1984-04-05,437.66,169440.00,2914.10,,,30.00,41.00
1984-04-06,436.67,170080.00,2914.38,,,28.00,42.00
1984-04-07,436.67,170720.00,2914.66,,,28.00,39.00
1984-04-08,437.68,171362.00,2914.94,,,30.00,41.00
1984-04-09,438.68,172006.00,2915.15,,,23.00,36.00
1984-04-10,440.68,172650.00,2915.50,,,26.00,35.00
1984-04-11,446.72,173302.00,2915.78,,,28.00,41.00
1984-04-12,374.12,173810.00,2916.00,,,28.00,39.00
1984-04-13,340.34,174251.00,2916.19,,,23.00,42.00
1984-04-14,492.09,174993.00,2916.51,,,28.00,60.00
1984-04-15,416.47,175585.00,2916.59,,,32.00,59.00
1984-04-16,418.47,176177.00,2917.02,,,34.00,45.00
1984-04-17,524.85,176980.00,2917.36,,,22.00,52.00
1984-04-18,452.73,177636.00,2917.59,,,30.00,47.00
1984-04-19,452.73,178292.00,2917.92,,,25.00,44.00
1984-04-20,431.58,178910.00,2918.18,,,28.00,46.00
1984-04-21,516.75,179689.00,2918.51,,,30.00,52.00
1984-04-22,411.88,180260.00,2918.75,,,32.00,55.00
1984-04-23,406.33,180820.00,2918.99,,,31.00,40.00
1984-04-24,379.79,181250.00,2919.17,,,26.00,39.00
1984-04-25,430.50,181850.00,2919.42,,,22.00,43.00
1984-04-26,392.70,182379.00,2919.64,,,20.00,45.00
1984-04-27,542.96,183210.00,2919.99,,,22.00,50.00
1984-04-28,305.50,183570.00,2920.14,,,26.00,41.00
1984-04-29,364.00,184050.00,2920.34,,,23.00,44.00
1984-04-30,490.04,184780.00,2920.64,,,30.00,46.00
1984-05-01,434.58,185400.00,2920.90,,,32.00,40.00
1984-05-02,434.58,186020.00,2921.09,,,32.00,41.00
1984-05-03,432.58,186640.00,2921.41,,,29.00,40.00
1984-05-04,379.83,187080.00,2921.59,,,23.00,42.00
1984-05-05,477.81,187514.00,2921.63,,,32.00,39.00
1984-05-06,477.81,187948.00,2921.95,,,31.00,50.00
1984-05-07,407.51,188070.00,2922.00,,,25.00,54.00
1984-05-08,341.36,187317.00,2921.66,,,35.00,54.00
1984-05-09,408.86,186563.00,2921.38,,,32.00,44.00
1984-05-10,644.29,186272.00,2921.26,,,33.00,49.00
1984-05-11,595.41,185890.00,2921.10,,,35.00,53.00
1984-05-12,991.72,186302.00,2921.26,,,39.00,59.00
1984-05-13,995.83,186740.00,2921.45,,,46.00,62.00
1984-05-14,965.10,187123.00,2921.61,,,36.00,43.00
1984-05-15,797.99,187000.00,2921.56,,,35.00,48.00
1984-05-16,896.80,186831.00,2921.49,,,34.00,52.00
1984-05-17,843.34,186552.00,2921.26,,,33.00,55.00
1984-05-18,844.83,186272.00,2921.26,,,31.00,59.00
