date,fb,mm,mx,mn,af
1988-05-29,5319.51,36.57,40.61,33.53,120032.75
1988-05-30,5319.86,37.83,44.23,31.96,121015.20
1988-05-31,5320.20,44.52,56.02,33.77,121973.10
1988-06-01,5320.66,44.45,46.19,42.57,123250.29
1988-06-02,5321.10,51.57,67.18,41.55,124485.71
1988-06-03,5321.49,57.49,75.28,42.10,125579.59
1988-06-04,5321.87,59.36,79.29,42.26,126640.82
1988-06-05,5322.22,50.36,58.22,45.17,127622.22
1988-06-06,5322.55,51.59,67.42,34.63,128547.37
1988-06-07,5322.83,49.37,60.34,36.99,129325.15
1988-06-08,5323.10,45.54,56.49,35.26,130096.78
1988-06-09,5323.37,52.40,75.91,29.21,130876.90
1988-06-10,5323.61,51.70,66.40,35.42,131563.75
1988-06-11,5323.83,50.08,68.20,29.60,132216.67
1988-06-12,5324.06,54.93,68.76,40.53,132878.06
1988-06-13,5324.27,54.59,73.55,33.53,133480.11
1988-06-14,5324.45,57.00,77.88,34.08,134014.33
1988-06-15,5324.54,56.93,83.06,37.78,134277.19
1988-06-16,5324.63,64.51,86.21,45.88,134523.09
1988-06-17,5324.66,63.31,86.21,42.34,134616.38
1988-06-18,5324.72,64.39,82.04,45.88,134794.44
1988-06-19,5324.76,65.74,90.14,42.81,134913.16
1988-06-20,5324.74,62.51,79.92,47.45,134853.80
1988-06-21,5324.68,70.15,90.45,50.36,134675.73
1988-06-22,5324.45,71.42,90.22,55.08,134014.33
1988-06-23,5323.98,69.94,89.35,48.71,132640.64
1988-06-24,5323.41,71.62,93.05,50.59,130987.13
1988-06-25,5322.88,68.92,89.98,53.35,129472.52
1988-06-26,5322.38,65.66,77.56,57.98,128064.33
1988-06-27,5321.86,66.09,83.69,50.04,126616.33
1988-06-28,5321.34,61.98,79.68,44.54,125155.10
1988-06-29,5320.67,50.67,61.13,38.80,123274.85
1988-06-30,5320.06,52.85,76.30,28.74,121571.93
1988-07-01,5319.47,60.65,84.71,37.54,119918.13
1988-07-02,5318.86,63.47,84.95,40.06,118198.83
1988-07-03,5318.23,65.54,84.87,44.38,116438.59
1988-07-04,5317.59,62.92,78.58,46.11,114648.98
1988-07-05,5316.94,55.12,66.00,47.13,112843.02
1988-07-06,5316.30,52.91,67.73,36.29,111124.13
1988-07-07,5315.67,62.33,77.80,30.62,109415.79
1988-07-08,5315.03,60.57,85.82,33.14,107686.84
1988-07-09,5314.37,64.03,86.37,40.29,105336.84
1988-07-10,5313.73,66.44,89.12,42.81,103515.79
1988-07-11,5313.04,63.05,78.50,45.64,102263.16
1988-07-12,5312.34,61.14,75.99,48.39,100476.74
1988-07-13,5311.68,64.51,85.58,42.10,98763.74
1988-07-14,5311.00,63.49,79.37,47.37,97000.00
1988-07-15,5310.32,65.26,84.71,47.06,95223.84
1988-07-16,5309.62,63.52,81.81,43.83,93445.19
1988-07-17,5308.91,60.46,79.53,38.41,91674.71
1988-07-18,5308.18,61.67,81.41,39.04,89857.85
1988-07-19,5307.57,63.22,84.56,40.06,88368.42
1988-07-20,5307.00,65.22,88.41,40.14,87000.00
1988-07-21,5306.42,67.65,93.36,41.55,85604.65
1988-07-22,5305.84,68.04,90.06,45.25,84214.04
1988-07-23,5305.23,66.77,90.45,43.83,82747.37
1988-07-24,5304.63,66.61,91.00,42.02,81337.50
1988-07-25,5304.05,69.42,92.34,45.09,80013.66
1988-07-26,5303.47,70.00,92.89,48.08,78683.14
1988-07-27,5302.85,69.14,89.20,49.65,77267.45
1988-07-28,5302.19,67.49,86.29,47.84,75822.09
1988-07-29,5301.56,67.12,89.20,43.99,74428.66
1988-07-30,5300.91,68.40,91.79,43.91,73001.74
1988-07-31,5300.22,63.25,78.03,45.88,71479.65
1988-08-01,5299.52,60.76,79.68,42.57,69992.73
1988-08-02,5298.85,54.32,77.88,29.92,68582.55
1988-08-03,5298.14,57.63,78.11,35.58,67099.13
1988-08-04,5297.48,60.55,82.83,36.99,65759.30
1988-08-05,5296.78,63.64,88.65,36.76,64358.14
1988-08-06,5296.07,60.97,71.59,49.96,62939.54
1988-08-07,5295.36,56.90,76.30,39.04,61520.93
1988-08-08,5294.66,58.60,83.54,35.50,60159.30
1988-08-09,5293.92,61.46,85.50,37.78,58745.35
1988-08-10,5293.16,64.35,91.32,39.98,57309.30
1988-08-11,5292.40,66.07,91.95,43.20,55862.21
1988-08-12,5291.66,61.31,80.47,45.25,54482.56
1988-08-13,5290.91,60.18,78.27,45.01,53147.25
1988-08-14,5290.12,59.91,80.94,39.82,51802.03
1988-08-15,5289.32,58.45,79.37,38.57,50516.28
1988-08-16,5288.50,59.30,79.05,39.90,49200.00
1988-08-17,5287.68,61.28,89.04,37.46,47920.35
1988-08-18,5286.87,61.18,83.46,41.08,46704.91
1988-08-19,5286.01,59.16,86.21,33.69,45417.34
1988-08-20,5285.16,57.79,80.78,36.99,44144.19
1988-08-21,5284.39,55.61,80.15,33.06,42989.59
1988-08-22,5283.86,57.25,84.09,31.17,42195.06
1988-08-23,5283.51,60.53,88.88,33.45,41667.44
1988-08-24,5283.48,64.35,94.23,37.07,41619.48
1988-08-25,5283.53,66.85,93.28,44.07,41697.96
1988-08-26,5283.59,60.35,82.83,38.01,41789.54
1988-08-27,5283.64,61.05,83.30,40.45,41863.66
1988-08-28,5283.70,61.47,84.71,40.29,41955.23
1988-08-29,5283.76,61.59,87.23,38.01,42046.80
1988-08-30,5283.80,60.78,87.15,39.51,42107.85
1988-08-31,5283.86,58.20,84.79,34.40,42195.06
1988-09-01,5283.89,60.44,89.20,36.44,42243.02
1988-09-02,5283.96,63.60,94.23,38.09,42347.68
1988-09-03,5284.00,64.73,93.99,40.22,42400.00
1988-09-04,5284.06,63.76,90.45,41.95,42491.04
1988-09-05,5284.10,62.66,88.49,42.18,42551.73
1988-09-06,5284.14,60.90,86.60,40.29,42612.43
1988-09-07,5284.17,55.76,77.95,36.91,42655.78
1988-09-08,5284.22,53.09,80.63,29.05,42733.82
1988-09-09,5284.28,55.01,83.46,31.73,42824.86
1988-09-10,5284.27,46.34,57.91,34.32,42807.52
1988-09-11,5284.31,39.53,54.45,27.95,42868.21
1988-09-12,5284.36,45.14,67.34,26.38,42941.91
1988-09-13,5284.42,52.31,75.12,34.01,43032.95
1988-09-14,5284.48,51.10,75.67,29.05,43123.99
1988-09-15,5284.53,53.32,79.29,31.33,43202.02
1988-09-16,5284.55,51.58,68.20,36.76,43228.04
1988-09-17,5284.58,39.40,57.28,26.30,43275.72
1988-09-18,5284.63,39.80,59.16,24.10,43345.09
1988-09-19,5284.69,37.17,49.81,31.17,43431.79
1988-09-20,5284.74,42.70,53.42,35.81,43509.83
1988-09-21,5284.83,44.31,65.22,29.68,43644.22
1988-09-22,5284.88,44.76,67.73,27.87,43717.92
1988-09-23,5284.94,46.41,72.21,26.30,43808.96
1988-09-24,5284.99,49.41,72.21,30.47,43887.00
1988-09-25,5285.04,47.49,68.60,29.68,43961.05
1988-09-26,5285.08,47.32,70.41,31.02,44022.09
1988-09-27,5285.14,43.12,54.60,32.51,44113.66
1988-09-28,5285.22,43.50,66.79,27.87,44235.75
1988-09-29,5285.28,50.82,79.13,30.86,44318.61
1988-09-30,5285.35,53.86,82.12,32.67,44423.25
1988-10-01,5285.41,53.97,79.05,33.61,44514.82
1988-10-02,5285.47,53.22,79.92,33.22,44606.39
1988-10-03,5285.51,52.91,83.54,32.67,44667.44
1988-10-04,5285.58,52.21,80.47,31.41,44772.09
1988-10-05,5285.63,51.64,79.84,31.33,44846.22
1988-10-06,5285.68,52.18,79.45,32.04,44924.71
1988-10-07,5285.73,49.09,79.05,31.10,44998.84
1988-10-08,5285.77,51.01,79.37,30.07,45059.88
1988-10-09,5285.83,52.72,79.53,30.94,45151.45
1988-10-10,5285.88,51.61,77.40,33.30,45216.86
1988-10-11,5285.93,47.09,75.04,27.32,45295.35
1988-10-12,5285.98,47.37,72.61,27.79,45369.48
1988-10-13,5286.02,48.94,68.36,32.83,45430.35
1988-10-14,5286.06,49.33,61.92,39.59,45491.04
1988-10-15,5286.11,50.63,61.29,45.33,45564.74
1988-10-16,5286.19,52.41,62.23,43.20,45686.13
1988-10-17,5286.22,53.05,62.39,33.93,45729.48
1988-10-18,5286.26,42.03,57.59,28.34,45790.17
1988-10-19,5286.33,47.18,61.92,34.71,45898.55
1988-10-20,5286.38,43.11,66.87,29.52,45972.25
1988-10-21,5286.43,44.04,70.25,27.24,46045.95
1988-10-22,5286.47,44.71,59.56,32.59,46106.65
1988-10-23,5286.52,41.72,68.52,25.59,46176.01
1988-10-24,5286.57,43.11,66.71,28.58,46249.71
1988-10-25,5286.62,45.16,68.99,28.74,46327.75
1988-10-26,5286.66,40.20,62.31,27.48,46388.44
1988-10-27,5286.69,34.70,56.57,19.30,46431.79
1988-10-28,5286.75,40.86,60.11,28.74,46522.83
1988-10-29,5286.79,38.75,57.91,24.41,46583.53
1988-10-30,5286.84,39.53,63.72,25.75,46657.23
1988-10-31,5286.88,39.15,67.03,23.39,46717.92
1988-11-01,5286.95,38.83,56.96,25.12,46821.96
1988-11-02,5287.09,40.31,42.73,36.76,47026.45
1988-11-03,5287.26,39.87,46.11,34.87,47283.72
1988-11-04,5287.36,37.81,43.44,32.51,47436.34
1988-11-05,5287.44,37.82,43.52,34.08,47558.43
1988-11-06,5287.57,36.36,42.65,26.22,47754.65
1988-11-07,5287.85,28.33,33.77,22.92,48173.25
1988-11-08,5287.93,30.81,34.56,27.64,48298.79
1988-11-09,5288.02,30.12,36.36,26.38,48424.32
1988-11-10,5288.01,32.49,36.29,29.84,48549.85
1988-11-11,5288.17,31.45,34.79,24.96,48675.39
1988-11-12,5288.25,31.12,35.34,24.89,48800.92
1988-11-13,5288.33,32.40,35.89,29.13,48926.45
1988-11-14,5288.41,27.49,33.85,11.13,49051.98
1988-11-15,5288.49,17.75,24.41,9.00,49177.52
1988-11-16,5288.56,28.07,33.93,23.39,49303.05
1988-11-17,5288.64,29.05,35.50,19.70,49428.59
1988-11-18,5288.62,24.55,37.78,18.05,49554.12
1988-11-19,5288.70,24.08,35.34,17.57,49679.65
1988-11-20,5288.88,28.04,31.65,23.47,49805.18
1988-11-21,5288.96,28.96,32.83,20.88,49930.71
1988-11-22,5289.04,34.93,38.80,32.28,50056.25
1988-11-23,5289.14,32.82,39.59,26.38,50181.78
1988-11-24,5289.20,24.38,26.38,22.29,50307.32
1988-11-25,5289.25,23.24,27.64,14.35,50432.85
1988-11-26,5289.30,19.64,27.24,8.22,50558.38
1988-11-27,5289.40,14.33,21.03,5.23,50683.91
1988-11-28,5289.50,25.55,31.96,21.03,50809.45
1988-11-29,5289.60,23.85,31.33,14.59,50934.98
1988-11-30,5289.66,17.59,33.53,8.93,51060.52
1988-12-01,5289.74,15.30,30.78,4.76,51186.05
1988-12-02,5289.81,15.35,30.39,1.77,51297.68
1988-12-03,5289.87,23.35,40.69,15.21,51395.35
1988-12-04,5289.94,18.93,35.26,6.80,51511.63
1988-12-05,5290.01,18.14,31.41,5.54,51614.78
1988-12-06,5290.10,25.18,32.51,15.92,51767.54
1988-12-07,5290.16,27.62,35.73,14.11,51871.02
1988-12-08,5290.23,14.83,26.30,-1.37,51994.20
1988-12-09,5290.31,29.55,36.44,25.99,52127.25
1988-12-10,5290.37,27.84,34.56,19.38,52230.73
1988-12-11,5290.44,24.10,33.38,19.38,52353.91
1988-12-12,5290.51,30.62,42.18,24.33,52462.32
1988-12-13,5290.57,31.41,40.77,20.01,52565.80
1988-12-14,5290.63,20.24,29.45,12.23,52669.28
1988-12-15,5290.66,12.06,33.22,-3.02,52718.55
1988-12-16,5290.72,11.17,34.95,-2.55,52822.03
1988-12-17,5290.78,12.25,35.34,-1.22,52925.51
1988-12-18,5290.85,11.40,33.61,-1.45,53043.77
1988-12-19,5290.92,16.93,25.51,7.27,53166.96
1988-12-20,5291.01,22.80,28.82,15.53,53320.93
1988-12-21,5291.11,25.30,28.27,22.13,53493.61
1988-12-22,5291.21,24.17,27.79,20.56,53676.75
1988-12-23,5291.27,19.94,24.41,15.37,53781.39
1988-12-24,5291.33,13.49,19.15,4.52,53891.28
1988-12-25,5291.38,15.51,25.36,-0.90,53985.46
1988-12-26,5291.42,-3.00,19.22,-16.86,54058.72
1988-12-27,5291.48,-3.27,10.34,-16.78,54163.37
1988-12-28,5291.52,-2.19,16.47,-13.48,54236.63
1988-12-29,5291.62,2.11,12.15,-11.20,54419.77
1988-12-30,5291.74,21.17,28.89,13.41,54629.07
1988-12-31,5291.79,24.26,29.60,19.70,54718.02
1989-01-01,5291.85,19.75,25.59,14.19,54827.91
1989-01-02,5291.94,21.11,27.01,14.66,54990.12
1989-01-03,5291.99,28.90,36.60,24.81,55084.30
1989-01-04,5292.07,27.53,38.01,22.92,55238.08
1989-01-05,5292.16,29.91,33.38,26.06,55409.30
1989-01-06,5292.20,17.68,26.22,6.57,55475.58
1989-01-07,5292.26,7.92,19.70,-0.35,55591.57
1989-01-08,5292.35,8.17,17.57,-4.13,55762.79
1989-01-09,5292.48,24.83,34.79,16.55,56011.34
1989-01-10,5292.57,25.24,34.01,14.11,56188.08
1989-01-11,5292.61,17.72,25.99,13.17,56259.88
1989-01-12,5292.66,12.60,22.45,3.26,56359.30
1989-01-13,5292.75,12.97,23.47,4.05,56519.48
1989-01-14,5292.81,17.86,22.13,12.86,56635.46
1989-01-15,5292.89,21.16,23.71,18.05,56790.12
1989-01-16,5292.97,27.86,32.51,22.21,56944.77
1989-01-17,5293.02,29.83,37.54,20.88,57038.66
1989-01-18,5293.07,29.22,39.35,22.68,57138.08
1989-01-19,5293.12,26.38,38.64,19.15,57231.98
1989-01-20,5293.18,19.75,36.21,7.67,57347.96
1989-01-21,5293.27,22.63,33.38,12.70,57508.14
1989-01-22,5293.35,30.90,33.53,20.72,57662.79
1989-01-23,5293.39,9.25,25.36,-3.02,57740.12
1989-01-24,5293.43,3.87,21.19,-6.01,57817.44
1989-01-25,5293.48,9.58,30.47,-4.68,57911.34
1989-01-26,5293.54,8.51,30.23,-7.03,58027.32
1989-01-27,5293.60,12.24,34.32,-0.59,58143.31
1989-01-28,5293.65,13.82,35.18,-1.45,58237.21
1989-01-29,5293.72,22.06,35.03,6.65,58375.29
1989-01-30,5293.78,31.25,44.38,23.00,58480.23
1989-01-31,5293.85,35.92,40.69,28.19,58612.79
1989-02-01,5293.89,22.24,34.01,11.52,58690.12
1989-02-02,5293.94,8.80,17.73,-1.30,58784.01
1989-02-03,5293.98,3.82,19.30,-7.35,58861.34
1989-02-04,5294.03,-4.58,12.07,-15.53,58960.75
1989-02-05,5294.07,-0.40,19.70,-16.08,59038.08
1989-02-06,5294.13,-2.95,24.10,-21.66,59148.55
1989-02-07,5294.17,-3.97,28.97,-22.76,59225.87
1989-02-08,5294.24,3.99,32.67,-12.38,59363.95
1989-02-09,5294.29,11.34,35.73,-13.87,59446.80
1989-02-10,5294.35,26.59,39.59,16.08,59562.79
1989-02-11,5294.40,19.46,44.78,1.69,59656.69
1989-02-12,5294.45,19.58,31.10,11.44,59756.11
1989-02-13,5294.48,10.98,25.44,-2.24,59811.34
1989-02-14,5294.54,4.75,28.50,-13.72,59927.32
1989-02-15,5294.58,6.62,30.31,-14.82,60004.65
1989-02-16,5294.66,18.51,31.25,5.15,60159.30
1989-02-17,5294.75,31.42,38.17,26.69,60330.52
1989-02-18,5294.84,34.59,37.46,32.75,60496.22
1989-02-19,5294.91,33.94,37.94,30.00,60628.78
1989-02-20,5294.96,31.47,41.95,23.39,60722.68
1989-02-21,5295.02,30.47,37.15,24.02,60840.70
1989-02-22,5295.14,33.56,38.41,30.55,61084.88
1989-02-23,5295.18,32.16,42.65,24.65,61166.28
1989-02-24,5295.25,31.13,49.65,15.92,61305.81
1989-02-25,5295.29,31.33,46.66,20.88,61375.58
1989-02-26,5295.34,26.67,39.67,15.14,61480.23
1989-02-27,5295.39,21.46,37.23,9.79,61579.07
1989-02-28,5295.43,19.00,38.17,1.69,61660.46
1989-03-01,5295.51,25.47,39.67,12.31,61823.25
1989-03-02,5295.61,30.00,35.34,13.88,62020.93
1989-03-03,5295.63,10.60,29.52,-7.66,62061.63
1989-03-04,5295.68,12.26,32.90,-11.99,62166.28
1989-03-05,5295.80,28.03,33.14,22.84,62398.84
1989-03-06,5295.87,37.65,49.26,33.14,62538.37
1989-03-07,5295.95,36.93,44.85,31.88,62701.16
1989-03-08,5296.03,36.96,45.33,31.88,62863.95
1989-03-09,5296.12,37.91,41.71,35.81,63044.19
1989-03-10,5296.20,40.50,57.36,31.96,63206.98
1989-03-11,5296.28,38.16,53.90,28.97,63358.14
1989-03-12,5296.39,35.26,53.82,20.95,63579.07
1989-03-13,5296.53,30.74,36.99,27.01,63863.95
1989-03-14,5296.62,25.62,35.97,20.64,64044.19
1989-03-15,5296.72,25.33,34.95,12.54,64247.68
1989-03-16,5296.83,34.49,40.84,28.66,64456.98
1989-03-17,5296.89,28.66,34.24,23.78,64579.07
1989-03-18,5297.00,31.88,39.43,24.33,64800.00
1989-03-19,5297.07,33.23,38.01,20.40,64939.54
1989-03-20,5297.14,26.01,46.03,6.72,65084.88
1989-03-21,5297.25,30.26,37.70,21.03,65305.81
1989-03-22,5297.33,37.13,45.01,28.19,65456.98
1989-03-23,5297.40,33.29,45.17,25.36,65596.51
1989-03-24,5297.48,31.90,40.84,22.53,65759.30
1989-03-25,5297.64,35.63,41.16,33.69,66084.88
1989-03-26,5297.72,33.84,48.24,31.02,66247.67
1989-03-27,5297.82,36.08,41.55,31.41,66439.53
1989-03-28,5297.96,35.64,40.84,31.73,66718.60
1989-03-29,5298.06,28.88,36.68,21.66,66928.20
1989-03-30,5298.16,27.51,41.55,9.63,67141.86
1989-03-31,5298.30,34.10,42.57,28.03,67428.78
1989-04-01,5298.42,30.48,36.68,22.84,67679.07
1989-04-02,5298.49,33.00,38.33,23.78,67831.69
1989-04-03,5298.57,29.42,39.43,20.01,67996.51
1989-04-04,5298.65,29.11,41.40,16.08,68167.45
1989-04-05,5298.73,40.57,58.22,32.51,68326.16
1989-04-06,5298.83,42.93,62.54,28.11,68539.83
1989-04-07,5298.95,39.92,56.88,26.61,68796.22
1989-04-08,5299.11,36.83,51.22,24.65,69131.98
1989-04-09,5299.27,35.27,54.84,17.65,69461.63
1989-04-10,5299.43,35.69,56.41,23.08,69803.49
1989-04-11,5299.60,36.75,53.42,20.17,70163.66
1989-04-12,5299.79,39.96,58.77,22.92,70554.36
1989-04-13,5300.03,42.22,61.84,25.59,71063.95
1989-04-14,5300.30,42.81,65.37,26.77,71652.33
1989-04-15,5300.62,41.79,55.86,32.59,72355.81
1989-04-16,5301.00,40.86,52.09,31.49,73200.00
1989-04-17,5301.39,39.37,56.02,27.72,74061.99
1989-04-18,5301.82,44.44,67.18,28.34,75007.60
1989-04-19,5302.35,44.53,67.89,28.34,76180.23
1989-04-20,5302.95,43.99,67.73,27.17,77491.28
1989-04-21,5303.61,44.59,62.62,30.47,79004.07
1989-04-22,5304.26,37.43,43.52,33.53,80495.05
1989-04-23,5304.79,37.38,47.21,28.74,81711.92
1989-04-24,5305.28,36.13,54.92,24.18,82873.69
1989-04-25,5305.70,36.63,46.11,28.74,83884.21
1989-04-26,5306.09,34.48,47.45,24.26,84823.26
1989-04-27,5306.46,35.25,47.61,25.99,85702.33
1989-04-28,5306.81,36.63,49.57,26.06,86539.53
1989-04-29,5307.14,41.59,59.32,28.66,87329.83
1989-04-30,5307.53,42.84,63.96,24.89,88270.17
1989-05-01,5307.95,44.88,61.44,32.04,89280.70
1989-05-02,5308.37,40.27,52.32,29.45,90322.97
1989-05-03,5308.81,42.33,56.88,30.70,91420.35
1989-05-04,5309.30,45.66,64.82,28.74,92650.73
1989-05-05,5309.83,47.81,69.93,28.34,93977.26
1989-05-06,5310.44,53.37,79.68,31.57,95541.28
1989-05-07,5311.25,56.73,73.39,43.75,97646.20
1989-05-08,5312.16,54.16,69.62,41.24,100015.70
1989-05-09,5313.09,50.48,74.42,32.98,102352.63
1989-05-10,5314.10,48.43,55.23,44.46,104368.42
1989-05-11,5315.02,44.54,53.74,35.26,107655.27
1989-05-12,5315.81,43.24,59.48,30.31,109794.73
1989-05-13,5316.50,45.55,56.96,36.21,111650.00
1989-05-14,5317.09,45.85,58.85,37.62,113244.90
1989-05-15,5317.68,44.95,62.70,32.20,114902.04
1989-05-16,5318.28,47.56,60.81,36.36,116577.78
1989-05-17,5318.84,48.02,66.32,29.52,118141.52
1989-05-18,5319.48,38.25,51.07,28.97,119950.88
1989-05-19,5320.03,37.26,51.46,24.41,121490.05
1989-05-20,5320.53,43.44,64.75,24.41,122898.24
1989-05-21,5320.99,47.12,66.16,28.66,124175.44
1989-05-22,5321.48,51.63,71.19,33.85,125546.94
1989-05-23,5321.99,42.73,49.49,34.24,126967.34
1989-05-24,5322.43,34.77,43.75,30.23,128203.51
1989-05-25,5322.87,38.91,52.48,30.62,129439.77
1989-05-26,5323.26,42.98,58.69,27.95,130546.20
1989-05-27,5323.66,50.13,67.03,37.94,131716.38
1989-05-28,5324.06,44.07,53.58,35.58,132878.06
1989-05-29,5324.45,42.52,53.50,34.32,134014.33
1989-05-30,5324.82,46.97,63.02,28.42,135082.75
1989-05-31,5325.22,49.30,66.08,29.92,136252.92
1989-06-01,5325.64,53.73,74.57,32.59,137457.02
1989-06-02,5326.09,54.02,74.18,36.29,138770.55
1989-06-03,5326.57,54.31,64.82,44.15,140148.69
1989-06-04,5327.12,55.25,69.93,38.09,141747.66
1989-06-05,5327.47,51.59,74.89,38.33,142765.20
1989-06-06,5328.19,,,,144844.47
1989-06-07,5328.91,,,,146923.73
1989-06-08,5329.62,75.06,78.82,50.20,149003.00
1989-06-09,5330.18,58.42,77.48,40.77,150625.73
1989-06-10,5330.69,55.20,70.72,37.78,152101.17
1989-06-11,5331.17,55.41,74.73,33.61,153483.33
1989-06-12,5331.61,62.30,79.84,38.96,154763.75
1989-06-13,5332.02,57.17,68.91,42.89,155961.58
1989-06-14,5332.45,64.04,82.43,47.84,157246.05
1989-06-15,5332.82,60.34,78.98,51.46,158363.34
1989-06-16,5333.23,54.11,64.35,40.22,159592.98
1989-06-17,5333.57,52.42,72.76,30.94,160601.75
1989-06-18,5333.88,60.17,78.27,42.65,161531.58
1989-06-19,5334.13,54.89,69.86,38.96,162294.73
1989-06-20,5334.31,44.09,52.72,34.56,162829.83
1989-06-21,5334.50,47.77,68.44,27.64,163391.23
1989-06-22,5334.61,46.49,50.12,41.95,163724.56
1989-06-23,5334.65,50.94,65.69,35.03,163847.38
1989-06-24,5334.66,52.97,73.39,35.18,163882.45
1989-06-25,5334.67,54.97,75.28,34.24,163908.77
1989-06-26,5334.68,59.34,78.58,38.88,163943.86
1989-06-27,5334.67,57.92,71.66,42.02,163908.77
1989-06-28,5334.50,57.55,74.42,40.92,163391.23
1989-06-29,5334.20,62.37,83.22,41.47,162496.48
1989-06-30,5333.74,59.80,74.42,44.07,161119.30
1989-07-01,5333.30,55.44,72.61,36.05,159794.73
1989-07-02,5332.87,58.16,80.71,34.63,158512.91
1989-07-03,5332.43,62.19,87.70,36.29,157184.45
1989-07-04,5331.98,62.77,85.82,39.51,155840.64
1989-07-05,5331.51,60.91,83.61,38.33,154475.44
1989-07-06,5331.05,63.18,88.17,37.23,153144.16
1989-07-07,5330.56,66.78,91.87,39.74,151728.06
1989-07-08,5330.08,67.47,82.83,51.54,150328.95
1989-07-09,5329.61,60.80,81.88,41.47,148977.42
1989-07-10,5329.10,59.57,79.60,41.08,147480.64
1989-07-11,5328.62,61.93,88.25,35.50,146097.66
1989-07-12,5328.10,58.39,65.14,53.42,144596.78
1989-07-13,5327.64,64.35,82.28,52.24,143257.02
1989-07-14,5327.15,65.94,90.61,41.87,141823.98
1989-07-15,5326.63,62.69,76.46,46.03,140326.23
1989-07-16,5326.11,56.24,66.55,45.96,138829.73
1989-07-17,5325.62,59.45,75.04,47.06,137397.66
1989-07-18,5325.10,63.44,87.39,39.67,135896.78
1989-07-19,5324.58,69.49,96.19,46.82,134395.91
1989-07-20,5324.07,71.13,91.71,49.57,132903.52
1989-07-21,5323.54,69.01,88.49,52.56,131377.19
1989-07-22,5323.01,65.89,89.98,44.70,129825.44
1989-07-23,5322.45,67.24,88.80,48.39,128260.82
1989-07-24,5321.91,65.04,89.35,40.22,126755.10
1989-07-25,5321.38,66.81,92.03,42.26,125269.39
1989-07-26,5320.83,62.27,92.50,44.30,123733.34
1989-07-27,5320.30,67.79,88.57,53.03,122243.27
1989-07-28,5319.73,64.12,90.38,40.53,120646.78
1989-07-29,5319.17,65.30,90.22,42.73,119083.04
1989-07-30,5318.61,65.58,90.69,43.36,117502.92
1989-07-31,5318.02,65.88,89.04,44.23,115857.31
1989-08-01,5317.42,60.67,78.43,45.25,114183.67
1989-08-02,5316.82,53.64,72.06,36.52,112513.38
1989-08-03,5316.24,55.97,76.54,35.58,110959.30
1989-08-04,5315.66,58.28,80.55,35.50,109384.21
1989-08-05,5315.08,61.12,84.79,37.23,107821.05
1989-08-06,5314.47,63.32,87.70,40.92,105705.27
1989-08-07,5313.89,66.08,89.90,42.73,103800.00
1989-08-08,5313.27,65.23,81.73,52.01,102684.21
1989-08-09,5312.69,64.83,83.06,52.80,101383.72
1989-08-10,5312.11,62.39,85.89,42.10,99887.21
1989-08-11,5311.55,65.49,87.78,45.72,98421.64
1989-08-12,5310.86,70.10,75.91,54.21,96629.65
1989-08-13,5310.26,64.24,85.97,45.56,95080.23
1989-08-14,5309.62,63.39,85.42,42.65,93445.19
1989-08-15,5308.97,60.08,81.73,46.03,91827.33
1989-08-16,5308.32,53.82,77.56,31.49,90199.42
1989-08-17,5307.70,58.58,85.34,33.69,88684.21
1989-08-18,5307.03,60.18,80.94,41.00,87077.20
1989-08-19,5306.38,60.24,81.10,38.09,85513.95
1989-08-20,5305.71,57.76,73.47,41.24,83905.27
1989-08-21,5305.05,55.97,73.55,39.98,82312.28
1989-08-22,5304.53,58.43,76.62,46.51,81116.86
1989-08-23,5304.03,50.09,56.65,42.50,79973.55
1989-08-24,5303.55,43.95,48.94,39.59,78863.66
1989-08-25,5303.07,46.85,56.18,39.12,77760.47
1989-08-26,5302.59,50.10,70.56,36.60,76698.26
1989-08-27,5302.09,51.87,67.73,42.34,75598.26
1989-08-28,5301.61,51.63,72.14,34.63,74538.02
1989-08-29,5301.26,56.35,81.88,34.24,73772.52
1989-08-30,5300.89,55.68,69.62,42.10,72956.98
1989-08-31,5300.55,52.81,71.90,38.96,72208.72
1989-09-01,5300.20,54.02,80.00,31.33,71434.88
1989-09-02,5299.82,55.06,67.81,40.61,70615.41
1989-09-03,5299.45,49.71,71.43,30.31,69846.22
1989-09-04,5299.11,51.50,79.13,28.89,69131.98
1989-09-05,5298.82,50.44,70.09,33.14,68515.41
1989-09-06,5298.54,50.20,64.90,37.46,67935.47
1989-09-07,5298.42,53.89,78.90,33.85,67679.07
1989-09-08,5298.40,54.01,74.49,35.26,67636.34
1989-09-09,5298.44,53.00,71.43,40.14,67721.80
1989-09-10,5298.49,47.34,69.78,26.77,67831.69
1989-09-11,5298.54,48.26,68.83,29.29,67935.47
1989-09-12,5298.59,48.94,72.69,27.95,68039.24
1989-09-13,5298.63,49.94,77.56,26.77,68124.71
1989-09-14,5298.70,51.29,79.92,28.27,68277.33
1989-09-15,5298.74,51.84,80.23,28.89,68350.58
1989-09-16,5298.81,54.70,80.39,31.02,68497.09
1989-09-17,5298.85,50.07,57.36,43.20,68582.55
1989-09-18,5298.97,45.95,60.11,36.60,68838.95
1989-09-19,5299.04,46.81,67.65,32.04,68985.47
1989-09-20,5299.10,49.05,73.24,29.76,69113.66
1989-09-21,5299.17,50.03,76.07,29.29,69260.17
