date,id,fb,qd,mm,mx,mn,af
1990-09-09,496.57,6290.27,260.27,63.15,79.21,49.89,55926.02
1990-09-10,408.84,6290.33,240.32,62.20,81.57,45.48,56179.58
1990-09-11,387.45,6290.39,227.64,63.19,85.82,43.44,56434.35
1990-09-12,365.91,6290.44,227.78,64.64,82.83,45.33,56646.41
1990-09-13,454.94,6290.53,227.88,62.11,81.41,43.52,57031.08
1990-09-14,394.39,6290.59,228.01,63.63,85.50,42.57,57289.71
1990-09-15,373.62,6290.64,228.14,64.68,82.51,45.88,57507.14
1990-09-16,439.42,6290.72,228.25,58.90,72.69,44.46,57855.08
1990-09-17,398.18,6290.78,228.37,53.43,71.11,36.21,58115.28
1990-09-18,402.84,6290.84,228.48,55.48,78.50,40.84,58378.77
1990-09-19,582.33,6290.98,228.62,49.86,54.84,45.96,58998.26
1990-09-20,404.86,6291.04,228.80,50.84,63.09,41.55,59265.75
1990-09-21,409.50,6291.10,228.92,49.89,63.57,36.21,59534.52
1990-09-22,433.27,6291.17,229.03,54.47,72.06,41.55,59848.45
1990-09-23,411.80,6291.23,229.15,55.32,76.46,39.12,60119.79
1990-09-24,388.93,6291.28,229.26,55.79,74.89,40.22,60345.77
1990-09-25,440.57,6291.35,229.38,55.31,70.80,42.02,60666.24
1990-09-26,367.39,6291.39,229.47,53.02,68.68,42.65,60849.49
1990-09-27,436.77,6291.46,229.58,55.12,68.68,43.83,61170.35
1990-09-28,391.92,6291.51,229.69,54.93,66.79,46.35,61400.28
1990-09-29,445.39,6291.58,229.78,53.83,71.35,41.40,61726.35
1990-09-30,397.98,6291.63,229.89,52.93,70.96,36.52,61958.37
1990-10-01,399.55,6291.68,230.00,54.27,70.96,37.54,62193.51
1990-10-02,365.71,6291.72,230.10,46.69,57.83,31.57,62381.37
1990-10-03,345.66,6291.75,230.16,39.61,52.72,28.74,62521.53
1990-10-04,465.68,6291.83,230.26,51.96,65.22,41.55,62899.74
1990-10-05,202.80,6291.80,230.40,54.37,64.51,40.61,62756.53
1990-10-06,661.99,6291.96,230.47,33.25,41.79,25.51,63518.16
1990-10-07,420.77,6292.02,230.57,28.44,38.88,20.01,63805.30
1990-10-08,394.85,6292.07,229.43,29.11,40.92,20.56,64043.02
1990-10-09,423.94,6292.14,212.34,33.90,47.53,22.13,64380.09
1990-10-10,375.25,6292.17,254.95,38.93,46.82,30.47,64523.39
1990-10-11,415.29,6292.16,381.68,35.61,47.21,25.12,64476.37
1990-10-12,336.00,6292.16,277.14,36.65,48.39,26.22,64476.37
1990-10-13,471.92,6292.24,222.05,38.64,49.89,30.31,64862.98
1990-10-14,351.83,6292.27,222.09,31.19,35.11,26.22,65007.43
1990-10-15,422.29,6292.33,223.29,37.21,44.23,32.04,65299.58
1990-10-16,437.57,6292.42,325.98,36.58,42.02,29.52,65739.05
1990-10-17,416.44,6292.49,233.59,28.39,36.44,17.10,66085.04
1990-10-18,424.14,6292.56,245.62,36.56,47.37,24.26,66430.45
1990-10-19,428.05,6292.63,253.38,34.58,39.43,27.09,66777.66
1990-10-20,379.66,6292.68,253.49,27.95,39.90,20.56,67028.88
1990-10-21,329.22,6292.71,253.59,29.21,37.62,20.48,67178.08
1990-10-22,513.04,6292.81,253.73,33.44,38.01,30.47,67681.96
1990-10-23,461.65,6292.89,253.91,34.93,43.68,28.89,68087.88
1990-10-24,380.86,6292.94,253.95,36.33,50.44,25.44,68341.48
1990-10-25,407.85,6293.00,254.15,41.62,59.40,29.13,68648.62
1990-10-26,408.54,6293.06,254.26,42.89,59.40,31.65,68957.13
1990-10-27,330.38,6293.09,254.36,41.75,60.11,29.37,69110.62
1990-10-28,384.08,6293.14,254.46,44.45,61.05,28.97,69370.62
1990-10-29,383.30,6293.19,254.56,42.32,55.00,31.73,69629.07
1990-10-30,358.07,6293.23,254.65,42.61,58.06,30.47,69837.48
1990-10-31,437.03,6293.30,254.74,42.20,56.49,30.00,70202.50
1990-11-01,465.23,6293.38,254.88,31.19,39.98,25.59,70623.45
1990-11-02,359.61,6293.42,255.00,25.04,32.90,18.20,70834.91
1990-11-03,357.89,6293.46,255.08,24.94,38.25,13.80,71046.93
1990-11-04,435.22,6293.53,255.19,27.45,32.51,24.41,71418.27
1990-11-05,491.68,6293.62,255.39,28.12,39.51,19.38,71901.60
1990-11-06,410.91,6293.68,255.49,20.50,29.45,10.58,72224.73
1990-11-07,329.05,6293.71,255.58,15.02,24.73,5.47,72385.50
1990-11-08,412.01,6293.77,255.68,25.13,29.52,19.46,72710.80
1990-11-09,439.60,6293.84,255.81,31.10,33.69,26.77,73090.84
1990-11-10,329.36,6293.87,255.92,31.73,45.33,23.31,73256.19
1990-11-11,435.04,6293.94,255.90,33.26,53.03,21.19,73639.08
1990-11-12,292.52,6293.96,256.09,33.70,56.73,21.11,73749.20
1990-11-13,429.28,6294.03,256.22,34.26,52.40,22.13,74130.59
1990-11-14,483.61,6294.12,256.32,38.77,51.93,26.06,74619.74
1990-11-15,254.78,6294.13,,24.10,24.41,20.88,74672.85
1990-11-16,390.96,6294.19,,28.38,44.54,17.26,75000.04
1990-11-17,336.43,6294.23,,32.60,43.12,24.33,75219.08
1990-11-18,281.29,6294.25,,35.21,38.33,33.38,75328.75
1990-11-19,530.99,6294.36,,32.84,38.80,30.39,75933.69
1990-11-20,366.44,6294.43,,26.39,31.73,13.17,76212.25
1990-11-21,477.96,6294.50,,20.39,27.24,13.88,76712.00
1990-11-22,366.66,6294.55,,27.42,30.31,23.94,76991.00
1990-11-23,368.47,6294.60,,29.24,38.88,22.84,77273.58
1990-11-24,310.57,6294.63,,30.10,42.65,20.95,77441.32
1990-11-25,312.17,6294.66,,33.97,46.74,22.13,77612.24
1990-11-26,397.45,6294.72,,24.40,33.61,7.43,77952.31
1990-11-27,311.32,6294.75,,9.02,17.26,0.28,78121.53
1990-11-28,345.55,6294.78,,12.69,19.46,0.28,78291.21
1990-11-29,367.43,6294.79,,20.92,30.39,9.48,78349.59
1990-11-30,352.12,6294.80,,20.96,34.79,0.99,78405.36
1990-12-01,378.68,6294.82,,17.11,20.88,12.31,78519.77
1990-12-02,378.72,6294.84,,15.50,25.59,4.92,78634.25
1990-12-03,416.50,6294.87,,15.67,26.69,4.68,78807.81
1990-12-04,332.00,6294.87,,14.96,35.58,-0.27,78807.81
1990-12-05,360.23,6294.88,,10.60,26.06,-1.92,78863.81
1990-12-06,361.70,6294.89,,3.32,25.36,-10.34,78922.71
1990-12-07,360.32,6294.90,111.29,-1.55,0.99,-10.02,78978.88
1990-12-08,367.75,6294.91,293.89,0.99,0.99,0.99,79037.88
1990-12-09,338.00,6294.91,293.90,0.99,0.99,0.99,79037.88
1990-12-10,424.50,6294.94,293.92,21.78,50.20,0.99,79209.45
1990-12-11,485.50,6294.99,294.00,29.68,36.99,21.50,79500.02
1990-12-12,366.53,6295.00,294.09,17.57,32.04,5.47,79556.61
1990-12-13,425.07,6295.03,294.12,17.22,26.54,6.72,79729.31
1990-12-14,426.68,6295.06,294.18,14.56,19.70,10.34,79905.20
1990-12-15,366.67,6295.07,294.24,3.44,24.73,-15.92,79962.06
1990-12-16,396.79,6295.09,294.26,3.28,22.45,-18.28,80078.66
1990-12-17,386.91,6295.11,289.99,6.05,12.15,-6.96,80195.50
1990-12-18,393.19,6295.14,268.80,14.11,32.20,-8.45,80372.41
1990-12-19,273.76,6295.13,218.00,-12.49,-8.69,-16.78,80312.43
1990-12-20,304.00,6295.13,271.66,-19.81,-14.98,-22.37,80312.43
1990-12-21,363.08,6295.15,271.69,-22.38,-19.46,-26.85,80429.62
1990-12-22,334.44,6295.16,,,,,80490.00
1990-12-23,332.68,6295.17,262.79,-19.71,-19.30,-22.76,80546.89
1990-12-24,334.33,6295.18,260.53,-4.85,5.70,-10.42,80607.05
1990-12-25,392.20,6295.21,,,,,80782.00
1990-12-26,393.74,6295.24,,,,,80960.00
1990-12-27,392.73,6295.27,,,,,81136.00
1990-12-28,363.73,6295.29,272.02,-7.35,-4.36,-14.90,81254.47
1990-12-29,363.73,6295.31,272.04,-17.18,-7.51,-29.68,81372.95
1990-12-30,363.86,6295.33,272.08,-7.63,1.61,-28.26,81491.68
1990-12-31,333.20,6295.34,272.12,10.41,18.12,1.61,81549.59
1991-01-01,424.03,6295.38,272.17,11.24,31.49,-4.68,81787.66
1991-01-02,364.17,6295.40,272.21,2.01,34.24,-14.35,81907.00
1991-01-03,334.84,6295.41,272.25,0.88,22.21,-14.58,81968.17
1991-01-04,364.30,6295.43,272.28,-1.74,29.13,-16.94,82087.78
1991-01-05,364.34,6295.45,272.32,5.73,33.38,-18.67,82207.47
1991-01-06,333.50,6295.46,272.36,16.41,33.85,7.59,82265.98
1991-01-07,395.50,6295.49,272.41,18.49,24.96,8.30,82447.46
1991-01-08,423.88,6295.53,272.50,21.42,24.57,19.46,82685.24
1991-01-09,335.14,6295.54,272.47,16.28,33.77,3.97,82747.00
1991-01-10,425.79,6295.58,272.59,20.62,26.14,16.08,82988.57
1991-01-11,365.00,6295.60,272.64,23.60,26.54,20.40,83109.57
1991-01-12,365.14,6295.62,272.70,27.83,30.62,25.67,83230.84
1991-01-13,395.09,6295.65,272.75,27.59,31.02,23.55,83411.52
1991-01-14,365.36,6295.67,272.79,24.33,27.56,19.70,83533.23
1991-01-15,432.95,6295.71,272.87,27.07,34.87,23.00,83777.09
1991-01-16,310.00,6295.71,272.90,17.95,23.47,8.45,83777.09
1991-01-17,403.18,6295.74,270.08,22.22,24.57,0.00,83961.91
1991-01-18,431.08,6295.78,273.00,27.29,31.80,24.18,84204.05
1991-01-19,459.74,6295.83,273.09,16.58,27.24,-8.76,84512.95
1991-01-20,272.20,6295.82,273.12,0.07,28.89,-20.71,84449.88
1991-01-21,366.12,6295.84,273.15,0.81,24.26,-19.30,84573.10
1991-01-22,368.17,6295.86,273.19,10.46,21.19,1.69,84696.41
1991-01-23,351.89,6295.87,273.23,10.23,28.89,-5.93,84759.67
1991-01-24,383.36,6295.89,273.29,13.74,27.40,-4.83,84883.35
1991-01-25,351.41,6295.90,273.33,-1.93,21.66,-25.27,84943.67
1991-01-26,415.53,6295.93,227.36,0.52,17.73,-19.22,85131.16
1991-01-27,375.58,6295.95,273.40,9.63,17.26,-2.87,85255.28
1991-01-28,334.59,6295.96,273.44,4.27,13.09,-13.40,85315.96
1991-01-29,366.71,6295.98,273.45,-9.83,6.88,-33.69,85440.35
1991-01-30,366.85,6296.00,232.97,1.72,24.49,-16.15,85565.02
1991-01-31,333.33,6296.01,273.52,15.70,41.55,0.67,85623.20
1991-02-01,364.14,6296.03,273.55,13.93,43.44,-7.43,85742.48
1991-02-02,364.27,6296.05,273.58,17.34,44.62,-6.25,85862.03
1991-02-03,334.91,6296.06,273.61,28.40,33.22,21.11,85923.34
1991-02-04,304.00,6296.06,273.64,30.85,40.29,20.72,85923.34
1991-02-05,364.39,6296.08,273.66,24.47,42.34,8.14,86043.13
1991-02-06,333.45,6296.09,273.56,21.80,47.45,2.64,86101.54
1991-02-07,364.53,6296.11,273.58,19.38,54.05,-0.19,86221.59
1991-02-08,335.03,6296.12,273.67,18.38,52.32,-2.55,86283.14
1991-02-09,333.57,6296.13,273.69,20.22,48.00,1.38,86341.80
1991-02-10,375.65,6296.15,273.70,17.31,50.59,-5.46,86462.09
1991-02-11,346.12,6296.16,273.77,17.55,45.01,-6.09,86523.82
1991-02-12,344.66,6296.17,273.87,25.35,33.22,9.95,86582.65
1991-02-13,375.81,6296.19,274.67,27.62,32.43,22.21,86703.27
1991-02-14,368.95,6296.21,268.12,29.74,37.07,24.73,86824.16
1991-02-15,356.33,6296.24,228.20,34.89,41.55,31.49,87007.29
1991-02-16,477.60,6296.31,228.29,33.77,35.73,32.43,87430.95
1991-02-17,346.47,6296.34,228.40,27.20,39.74,12.78,87612.38
1991-02-18,350.11,6296.37,228.45,16.66,26.93,-0.67,87797.07
1991-02-19,382.47,6296.41,228.50,25.23,29.21,21.90,88041.97
1991-02-20,289.18,6296.42,228.56,30.88,39.43,17.02,88101.83
1991-02-21,382.90,6296.46,228.61,26.06,41.63,11.13,88347.58
1991-02-22,352.95,6296.49,228.66,29.02,47.68,16.39,88533.92
1991-02-23,351.58,6296.52,228.71,28.60,45.25,10.50,88717.54
1991-02-24,321.36,6296.54,228.75,21.83,40.06,7.75,88841.23
1991-02-25,323.46,6296.56,228.79,21.48,43.91,3.74,88965.11
1991-02-26,363.02,6296.59,228.84,20.55,45.96,5.86,89149.62
1991-02-27,395.38,6296.63,228.89,18.13,40.22,3.50,89398.30
1991-02-28,325.84,6296.65,212.09,21.53,48.00,-2.24,89522.94
1991-03-01,532.33,6296.76,189.00,32.15,36.36,29.13,90209.88
1991-03-02,409.05,6296.83,189.00,32.96,35.03,31.02,90652.30
1991-03-03,377.39,6296.89,189.00,31.24,35.26,22.61,91031.92
1991-03-04,473.77,6296.98,189.00,33.73,35.50,32.28,91602.71
1991-03-05,410.92,6297.05,189.00,29.08,40.06,13.56,92048.84
1991-03-06,348.68,6297.10,189.00,11.29,26.85,-7.35,92371.51
1991-03-07,347.65,6297.15,189.00,15.33,24.89,-3.89,92692.14
1991-03-08,349.81,6297.20,189.05,25.11,42.34,7.90,93017.06
1991-03-09,316.81,6297.24,189.11,18.08,40.61,-5.23,93276.52
1991-03-10,283.59,6297.27,189.16,25.46,42.65,5.94,93470.08
1991-03-11,449.27,6297.35,189.24,28.64,38.64,14.98,93992.26
1991-03-12,284.28,6297.38,189.31,22.91,29.37,18.52,94187.20
1991-03-13,384.85,6297.44,189.37,27.12,38.72,17.73,94581.61
1991-03-14,319.06,6297.48,189.44,26.36,49.65,4.68,94845.54
1991-03-15,351.99,6297.53,189.51,28.90,43.75,19.07,95174.77
1991-03-16,319.85,6297.57,189.57,28.16,33.77,23.78,95440.25
1991-03-17,354.67,6297.62,189.63,27.38,38.01,14.35,95774.80
1991-03-18,320.69,6297.66,189.70,28.43,45.01,7.59,96041.95
1991-03-19,388.77,6297.72,189.77,37.32,53.66,22.84,96444.13
1991-03-20,319.98,6297.76,189.83,30.36,37.39,17.02,96709.87
1991-03-21,326.05,6297.80,189.89,27.44,53.03,7.27,96979.73
1991-03-22,299.08,6297.83,189.94,27.25,43.68,13.72,97184.18
1991-03-23,469.78,6297.91,190.01,30.32,37.39,26.22,97727.21
1991-03-24,402.33,6297.97,190.12,31.00,38.33,15.69,98136.45
1991-03-25,364.26,6298.02,190.20,30.52,42.02,18.67,98470.18
1991-03-26,393.50,6298.08,190.28,28.30,34.48,24.33,98861.91
1991-03-27,360.39,6298.13,190.35,28.08,40.53,16.08,99187.97
1991-03-28,196.00,6298.13,190.40,25.19,41.32,8.06,99187.97
1991-03-29,394.93,6298.19,190.45,29.07,45.72,12.38,99582.55
1991-03-30,336.03,6298.23,190.50,27.10,46.19,9.16,99846.41
1991-03-31,304.25,6298.26,190.55,34.19,60.34,11.68,100043.27
1991-04-01,439.97,6298.33,190.61,35.00,56.33,16.63,100509.32
1991-04-02,272.08,6298.35,191.35,35.24,53.42,19.22,100642.38
1991-04-03,406.85,6298.41,191.02,37.77,49.41,25.51,101042.75
1991-04-04,373.02,6298.46,191.49,41.03,56.65,25.59,101376.01
1991-04-05,373.52,6298.51,190.89,46.86,57.20,32.20,101710.26
1991-04-06,482.20,6298.59,190.97,42.88,49.89,35.97,102250.17
1991-04-07,450.15,6298.66,192.08,31.92,39.19,24.41,102726.51
1991-04-08,380.82,6298.71,192.16,27.14,40.92,15.14,103065.32
1991-04-09,588.72,6298.82,191.27,26.68,32.67,14.90,103816.49
1991-04-10,455.83,6298.89,191.40,27.90,40.45,22.45,104300.12
1991-04-11,395.43,6298.94,191.47,28.97,36.84,22.29,104644.12
1991-04-12,274.85,6298.96,185.58,28.77,34.40,20.40,104782.66
1991-04-13,310.84,6298.99,191.57,26.41,38.64,14.74,104992.60
1991-04-14,413.88,6299.05,191.63,35.25,50.12,24.81,105406.91
1991-04-15,416.41,6299.11,191.71,33.79,39.51,27.72,105826.23
1991-04-16,703.54,6299.25,191.87,33.74,45.33,29.13,106811.11
1991-04-17,281.29,6299.27,191.94,36.09,46.35,29.52,106952.52
1991-04-18,424.50,6299.33,192.02,35.49,43.52,29.60,107377.98
1991-04-19,388.56,6299.38,192.10,36.94,48.55,26.14,107732.14
1991-04-20,463.03,6299.45,192.19,38.14,56.88,17.65,108234.01
1991-04-21,497.86,6299.53,192.29,41.43,50.83,28.42,108804.98
1991-04-22,465.54,6299.60,192.39,40.05,55.31,22.84,109311.84
1991-04-23,538.27,6299.69,192.50,38.50,58.85,25.75,109962.96
1991-04-24,651.97,6299.81,192.63,38.12,48.00,30.07,110839.59
1991-04-25,617.35,6299.92,192.80,33.67,37.15,28.89,111647.55
1991-04-26,510.74,6300.00,192.94,32.73,43.05,24.89,112240.09
1991-04-27,463.76,6300.07,193.04,27.87,41.00,17.02,112733.49
1991-04-28,429.83,6300.13,193.16,35.99,49.57,26.22,113159.59
1991-04-29,500.68,6300.21,193.60,33.60,40.84,26.14,113730.20
1991-04-30,416.72,6300.27,194.46,34.79,46.11,26.61,114160.06
1991-05-01,453.02,6300.34,194.46,35.87,48.94,23.16,114661.91
1991-05-02,491.49,6300.42,193.64,34.80,40.37,30.55,115240.08
1991-05-03,675.97,6300.55,193.80,32.41,39.74,27.72,116184.16
1991-05-04,421.40,6300.61,193.92,35.04,50.04,26.38,116623.30
1991-05-05,493.55,6300.69,194.04,38.47,51.46,27.09,117211.49
1991-05-06,532.44,6300.78,194.18,38.25,44.46,33.69,117874.85
1991-05-07,839.54,6300.95,194.39,41.68,50.52,35.11,119143.36
1991-05-08,1034.83,6301.17,192.59,42.98,56.88,33.22,120799.23
1991-05-09,1083.24,6301.40,195.04,34.84,41.40,32.43,122557.07
1991-05-10,623.86,6301.51,195.38,37.17,45.09,32.28,123405.72
1991-05-11,1421.66,6301.82,195.73,42.53,56.57,33.06,125832.81
1991-05-12,1228.80,6302.08,196.13,35.11,40.37,31.17,127883.32
1991-05-13,914.01,6302.26,196.32,45.23,56.88,36.60,129281.68
1991-05-14,1570.79,6302.58,196.46,44.00,62.07,35.66,131812.17
1991-05-15,1217.36,6302.77,196.61,45.34,54.05,35.58,133336.19
1991-05-16,1086.47,6302.89,196.70,48.76,63.96,33.53,134309.02
1991-05-17,635.10,6302.86,225.78,49.72,62.39,40.29,134063.27
1991-05-18,1240.18,6302.93,239.80,42.75,59.16,34.71,134634.86
1991-05-19,1244.69,6302.97,271.25,47.54,63.49,32.67,134961.52
1991-05-20,1057.80,6302.96,287.93,50.84,63.25,37.62,134877.81
1991-05-21,947.51,6302.93,287.88,53.58,69.15,36.84,134634.86
1991-05-22,1030.00,6302.93,287.82,54.24,70.09,40.14,134634.86
1991-05-23,841.91,6302.92,195.26,53.30,64.90,40.06,134551.38
1991-05-24,815.27,6302.94,58.33,55.52,66.71,43.36,134714.56
1991-05-25,933.03,6302.99,0.00,53.94,64.35,42.81,135125.20
1991-05-26,768.26,6303.00,0.00,43.51,51.22,37.86,135205.05
1991-05-27,761.00,6303.00,0.00,41.29,50.99,32.35,135205.05
1991-05-28,860.65,6303.02,0.00,44.47,56.10,31.25,135365.02
1991-05-29,805.35,6303.03,0.00,45.90,57.51,34.87,135443.06
1991-05-30,592.75,6302.99,0.00,45.08,54.05,38.01,135125.20
1991-05-31,574.27,6302.96,0.00,50.77,58.69,42.50,134877.81
1991-06-01,688.00,6302.96,0.00,56.85,70.41,45.01,134877.81
1991-06-02,630.84,6302.95,0.00,57.08,74.18,48.31,134798.16
1991-06-03,574.58,6302.92,0.00,52.30,61.29,47.37,134551.38
1991-06-04,1042.56,6303.00,0.00,52.71,67.65,43.68,135205.05
1991-06-05,1010.80,6303.05,0.00,49.54,58.61,42.50,135603.33
1991-06-06,723.20,6303.03,0.00,53.77,68.91,40.29,135443.06
1991-06-07,672.00,6303.00,0.00,52.62,63.25,42.89,135205.05
1991-06-08,629.22,6302.97,0.00,51.31,63.33,38.49,134961.52
1991-06-09,678.80,6302.96,0.00,56.55,70.17,43.36,134877.81
1991-06-10,564.51,6302.93,0.00,60.25,76.15,44.54,134634.86
1991-06-11,466.73,6302.88,0.00,62.66,77.40,44.85,134225.72
1991-06-12,625.00,6302.88,0.00,60.32,71.19,43.20,134225.72
1991-06-13,480.11,6302.85,0.00,57.05,64.75,48.39,133983.95
1991-06-14,398.51,6302.81,0.00,48.12,55.47,42.34,133659.67
1991-06-15,494.21,6302.80,0.00,50.13,63.41,32.67,133576.78
1991-06-16,564.79,6302.81,0.00,57.69,70.56,41.40,133659.67
1991-06-17,292.22,6302.76,0.00,55.57,63.88,45.56,133253.50
1991-06-18,478.00,6302.76,0.00,58.67,73.39,40.69,133253.50
1991-06-19,403.60,6302.74,0.00,65.50,76.62,54.60,133096.02
1991-06-20,438.39,6302.73,0.00,59.01,70.64,45.64,133013.48
1991-06-21,551.34,6302.75,0.00,59.40,76.46,42.65,133174.81
1991-06-22,398.66,6302.73,0.00,60.99,72.92,50.59,133013.48
1991-06-23,467.00,6302.73,0.00,60.66,75.67,46.03,133013.48
1991-06-24,383.83,6302.71,0.00,60.35,70.88,51.77,132852.48
1991-06-25,708.56,6302.72,158.67,50.27,62.54,44.93,132934.92
1991-06-26,590.79,6302.68,239.41,51.08,60.11,39.90,132613.19
1991-06-27,479.82,6302.63,236.78,52.49,68.91,38.88,132210.19
1991-06-28,582.67,6302.59,319.90,53.41,64.59,44.15,131890.20
1991-06-29,559.59,6302.52,478.64,54.86,66.24,46.11,131334.02
1991-06-30,508.76,6302.45,478.47,47.91,55.47,44.78,130780.16
1991-07-01,629.36,6302.42,478.33,55.10,70.56,40.77,130540.87
1991-07-02,497.87,6302.37,478.18,61.67,77.40,44.93,130147.88
1991-07-03,467.77,6302.29,645.38,65.19,82.43,47.61,129518.66
1991-07-04,388.03,6302.17,807.46,67.28,82.12,51.07,128580.53
1991-07-05,376.53,6302.02,1003.91,66.51,81.18,50.99,127419.27
1991-07-06,450.88,6301.87,1171.04,65.10,80.00,48.08,126230.93
1991-07-07,395.17,6301.68,1289.35,63.73,81.41,48.86,124733.75
1991-07-08,418.15,6301.44,1480.18,66.22,82.91,49.26,122865.61
1991-07-09,979.46,6301.29,1632.07,64.14,76.70,50.91,121714.13
1991-07-10,502.16,6301.00,1673.59,57.39,71.82,50.20,119516.77
1991-07-11,560.24,6300.72,1670.38,61.91,75.52,47.92,117434.60
1991-07-12,430.60,6300.40,1666.78,66.13,82.04,49.41,115095.30
1991-07-13,552.34,6300.11,1663.16,70.18,85.34,53.11,113017.30
1991-07-14,502.07,6299.81,1659.40,70.46,81.33,58.38,110839.59
1991-07-15,466.33,6299.50,1655.66,68.61,83.85,52.87,108590.98
1991-07-16,454.66,6299.18,1651.78,69.18,82.99,53.58,106319.23
1991-07-17,407.50,6298.84,1647.70,66.02,78.58,52.09,103953.94
1991-07-18,536.75,6298.53,1643.83,62.35,74.18,48.08,101845.02
1991-07-19,559.87,6298.22,1639.91,62.27,77.25,46.43,99781.96
1991-07-20,460.36,6297.88,1635.82,63.58,79.45,49.73,97521.52
1991-07-21,416.85,6297.53,1631.68,63.39,80.15,48.16,95174.77
1991-07-22,609.42,6297.23,1627.60,64.10,79.68,51.22,93209.98
1991-07-23,533.05,6296.90,1623.41,65.01,77.88,55.55,91093.71
1991-07-24,547.27,6296.57,1619.33,63.14,77.64,56.18,89025.49
1991-07-25,542.27,6296.25,1567.12,61.32,77.56,53.50,87066.35
1991-07-26,537.51,6295.96,1480.88,63.41,79.29,51.46,85315.96
1991-07-27,491.25,6295.66,1477.54,64.48,78.11,49.89,83473.82
1991-07-28,449.87,6295.34,1474.01,67.38,86.44,51.14,81549.59
1991-07-29,483.68,6295.02,1470.50,66.49,85.34,50.99,79672.60
1991-07-30,630.03,6294.74,1467.08,65.92,82.59,48.55,78066.05
1991-07-31,505.38,6294.41,1463.19,67.38,85.74,49.89,76212.25
1991-08-01,429.61,6294.07,1400.13,64.37,76.07,54.13,74347.01
1991-08-02,471.82,6293.78,1319.31,63.26,77.56,50.20,72763.84
1991-08-03,475.46,6293.49,1299.64,67.19,82.51,55.94,71207.73
1991-08-04,448.51,6293.18,1296.56,60.58,81.10,52.01,69578.33
1991-08-05,696.05,6292.99,1206.81,60.81,76.93,47.06,68598.59
1991-08-06,480.01,6292.76,1089.68,61.98,80.08,53.11,67428.37
1991-08-07,526.87,6292.54,1087.60,65.64,80.94,50.36,66331.26
1991-08-08,495.52,6292.30,1085.55,68.13,88.10,49.96,65152.13
1991-08-09,540.82,6292.07,1083.47,69.75,85.97,50.99,64043.02
1991-08-10,533.60,6291.83,1081.42,71.01,87.07,55.78,62899.74
1991-08-11,551.31,6291.59,1079.20,65.62,81.10,47.13,61771.77
1991-08-12,519.03,6291.34,1077.02,65.11,80.71,49.34,60619.43
1991-08-13,563.02,6291.10,1074.80,66.75,82.51,48.39,59534.52
1991-08-14,492.94,6290.82,1072.35,68.96,81.02,59.16,58290.76
1991-08-15,668.88,6290.61,1070.23,60.70,68.05,55.63,57376.14
1991-08-16,669.07,6290.42,1000.46,58.28,76.93,49.49,56561.08
1991-08-17,582.53,6290.21,930.61,60.35,74.18,50.12,55673.54
1991-08-18,599.58,6290.00,929.05,65.53,79.68,52.64,54799.99
1991-08-19,665.44,6289.82,927.36,59.75,76.38,49.96,54057.07
1991-08-20,560.73,6289.62,848.68,62.05,78.11,46.35,53245.29
1991-08-21,638.52,6289.48,791.19,64.72,83.14,49.96,52683.02
1991-08-22,486.52,6289.26,790.01,66.41,84.24,49.41,51811.32
1991-08-23,701.81,6289.17,731.44,70.01,81.57,59.24,51459.87
1991-08-24,584.00,6289.03,699.96,69.79,82.67,53.11,50916.40
1991-08-25,570.13,6288.88,699.07,66.72,81.33,52.48,50341.45
1991-08-26,553.82,6288.72,698.23,63.68,75.36,50.28,49736.13
1991-08-27,649.24,6288.61,697.42,62.02,76.15,51.46,49322.07
1991-08-28,678.12,6288.55,640.04,56.66,66.63,48.55,49098.17
1991-08-29,605.76,6288.50,551.73,59.23,75.99,43.44,48913.24
1991-08-30,575.11,6288.45,510.85,64.09,84.32,45.64,48729.00
1991-08-31,568.58,6288.40,516.08,66.97,86.60,48.71,48543.70
1991-09-01,530.88,6288.33,515.85,65.08,74.89,54.84,48287.59
1991-09-02,620.12,6288.31,515.64,62.77,76.93,46.11,48214.43
1991-09-03,522.14,6288.29,433.57,62.21,77.80,47.68,48141.32
1991-09-04,539.86,6288.31,385.76,62.87,82.91,45.72,48214.43
1991-09-05,534.88,6288.33,385.82,63.89,83.14,47.76,48287.59
1991-09-06,535.94,6288.35,385.87,64.42,84.16,45.80,48360.86
1991-09-07,501.00,6288.35,385.94,58.95,68.60,52.32,48360.86
1991-09-08,632.32,6288.42,386.04,52.40,58.30,46.58,48617.37
1991-09-09,557.28,6288.45,386.13,51.89,61.13,47.61,48729.00
1991-09-10,533.64,6288.49,338.58,52.09,67.34,44.15,48877.05
1991-09-11,563.32,6288.58,276.05,47.15,59.01,41.95,49210.91
1991-09-12,535.84,6288.68,232.00,50.87,67.34,38.17,49585.47
1991-09-13,501.76,6288.77,215.47,50.71,63.96,39.35,49924.17
1991-09-14,576.89,6288.90,215.72,43.54,49.02,38.01,50417.84
1991-09-15,481.70,6288.98,215.90,44.79,57.59,33.30,50724.68
1991-09-16,521.67,6289.08,216.08,47.84,63.49,34.16,51110.81
1991-09-17,445.51,6289.14,216.24,47.89,55.39,42.50,51343.89
1991-09-18,544.36,6289.25,216.40,46.76,62.54,33.61,51773.04
1991-09-19,485.83,6289.33,216.55,53.79,73.71,36.91,52088.07
1991-09-20,484.82,6289.41,216.74,54.28,72.76,37.86,52405.06
