date,id,qu,fb,af,qv,qd
2005-05-31,7578.80,8638.57,2497.78,30754.61,1519.06,6630.00
2005-06-01,7727.13,9235.03,2497.80,30776.87,1526.11,6740.00
2005-06-02,7770.53,8381.68,2497.72,30687.96,1526.11,6840.00
2005-06-03,7266.16,6999.01,2497.71,30676.84,1526.11,6290.00
2005-06-04,6775.50,6711.52,2497.76,30732.37,1532.67,5780.00
2005-06-05,6158.68,6945.16,2497.77,30743.47,1539.22,5090.00
2005-06-06,5566.36,5939.56,2497.83,30810.28,1546.28,4470.00
2005-06-07,5102.14,5482.23,2497.76,30732.37,1559.39,4040.00
2005-06-08,5016.03,5408.57,2497.80,30776.87,1546.28,3870.00
2005-06-09,4783.72,5007.71,2497.83,30810.28,1559.39,3670.00
2005-06-10,4414.81,4718.25,2497.80,30776.87,1566.45,3240.00
2005-06-11,4180.35,4448.68,2497.78,30754.61,1579.56,2940.00
2005-06-12,4139.76,4103.68,2497.74,30710.14,1573.00,2880.00
2005-06-13,4040.97,3765.89,2497.83,30810.28,1586.61,2810.00
2005-06-14,3965.27,3612.99,2497.71,30676.84,1566.45,2930.00
2005-06-15,4365.21,3564.93,2497.82,30799.12,1579.56,3160.00
2005-06-16,4476.02,3563.91,2497.80,30776.87,1559.39,3190.00
2005-06-17,4870.58,5780.66,2497.84,30821.41,1566.45,3380.00
2005-06-18,5159.73,5454.48,2497.72,30687.96,1552.80,3740.00
2005-06-19,4702.98,4491.47,2497.76,30732.37,1566.45,3210.00
2005-06-20,4394.68,3638.22,2497.78,30754.61,1573.00,2900.00
2005-06-21,4253.27,3628.36,2497.77,30743.47,1566.45,2730.00
2005-06-22,4432.65,3681.01,2497.82,30799.12,1566.45,2850.00
2005-06-23,4346.06,3626.16,2497.76,30732.37,1573.00,2830.00
2005-06-24,4181.37,3144.69,2497.74,30710.14,1579.53,2650.00
2005-06-25,4015.26,3081.46,2497.77,30743.47,1573.00,2480.00
2005-06-26,3894.60,2783.37,2497.82,30799.12,1586.61,2390.00
2005-06-27,4023.25,4196.69,2497.79,30765.72,1579.56,2500.00
2005-06-28,4393.95,4452.95,2497.73,30699.05,1478.72,2880.00
2005-06-29,4174.58,3628.65,2497.72,30687.96,1579.56,2720.00
2005-06-30,3865.98,3143.34,2497.72,30687.96,1559.39,2400.00
2005-07-01,3749.86,2796.16,2497.73,30699.05,1573.00,2240.00
2005-07-02,3701.34,2327.06,2497.80,30776.87,1573.00,2190.00
2005-07-03,3682.46,2109.45,2497.76,30732.37,1573.00,2240.00
2005-07-04,3542.18,2215.85,2497.78,30754.61,1593.17,2100.00
2005-07-05,3452.33,1878.59,2497.82,30799.12,1586.61,1940.00
2005-07-06,3492.48,2035.55,2497.82,30799.12,1593.17,1970.00
2005-07-07,3473.44,1146.51,2497.85,30832.54,1599.72,1980.00
2005-07-08,3568.36,2203.78,2497.78,30754.61,1593.17,2100.00
2005-07-09,3529.46,1499.61,2497.76,30732.37,1599.72,2040.00
2005-07-10,3584.31,1838.62,2497.83,30810.28,1593.17,2070.00
2005-07-11,3628.17,1796.06,2497.82,30799.12,1586.61,2150.00
2005-07-12,3472.99,1842.70,2497.74,30710.14,1599.72,2010.00
2005-07-13,3429.97,1374.86,2497.74,30710.14,1593.17,1870.00
2005-07-14,3360.13,1088.48,2497.86,30843.72,1539.22,1740.00
2005-07-15,3322.58,1485.75,2497.78,30754.61,1573.00,1810.00
2005-07-16,3241.12,1941.51,2497.69,30654.69,1552.83,1730.00
2005-07-17,3189.32,238.25,2497.76,30732.37,1431.83,1590.00
2005-07-18,3173.38,1020.99,2497.79,30765.72,1425.28,1580.00
2005-07-19,3178.26,1013.12,2497.88,30865.77,1384.95,1550.00
2005-07-20,3294.79,1159.33,2497.73,30699.05,1552.83,1800.00
2005-07-21,3239.65,1045.60,2497.72,30687.96,1492.34,1670.00
2005-07-22,3227.96,1144.02,2497.78,30754.61,1458.56,1610.00
2005-07-23,3201.45,708.41,2497.74,30710.14,1482.89,1640.00
2005-07-24,3150.74,1041.14,2497.69,30654.69,1452.00,1610.00
2005-07-25,3154.02,721.68,2497.77,30743.47,1384.95,1530.00
2005-07-26,3111.05,435.18,2497.75,30721.27,1405.11,1540.00
2005-07-27,3110.72,880.22,2497.78,30754.61,1371.33,1510.00
2005-07-28,3124.90,835.16,2497.84,30821.41,1357.72,1500.00
2005-07-29,3169.06,896.93,2497.75,30721.27,1465.61,1630.00
2005-07-30,3158.72,810.92,2497.76,30732.37,1425.28,1570.00
2005-07-31,3150.05,1026.18,2497.77,30743.47,1418.22,1560.00
2005-08-01,3110.85,949.33,2497.76,30732.37,1391.50,1530.00
2005-08-02,3139.47,1049.43,2497.78,30754.61,1425.28,1560.00
2005-08-03,3081.94,880.87,2497.74,30710.14,1411.67,1550.00
2005-08-04,3092.48,605.76,2497.80,30776.87,1364.78,1500.00
2005-08-05,3104.83,842.52,2497.77,30743.47,1431.83,1560.00
2005-08-06,3099.63,572.88,2497.75,30721.27,1411.67,1550.00
2005-08-07,3089.70,743.99,2497.75,30721.27,1411.67,1530.00
2005-08-08,3078.59,503.81,2497.75,30721.27,1391.50,1520.00
2005-08-09,3082.64,999.93,2497.77,30743.47,1384.95,1510.00
2005-08-10,3037.86,443.24,2497.70,30665.77,1384.95,1520.00
2005-08-11,3054.24,430.32,2497.74,30710.14,1351.17,1480.00
2005-08-12,3028.73,519.34,2497.80,30776.87,1290.66,1430.00
2005-08-13,3004.87,549.54,2497.80,30776.87,1310.83,1440.00
2005-08-14,3005.41,203.47,2497.77,30743.47,1331.00,1460.00
2005-08-15,3014.63,348.87,2497.79,30765.72,1297.22,1440.00
2005-08-16,2996.59,680.97,2497.78,30754.61,1304.28,1440.00
2005-08-17,3002.70,632.94,2497.80,30776.87,1284.11,1430.00
2005-08-18,3070.47,446.62,2497.82,30799.12,1371.33,1500.00
2005-08-19,3237.11,536.22,2497.81,30787.99,1512.50,1680.00
2005-08-20,3351.43,561.42,2497.83,30810.28,1579.56,1780.00
2005-08-21,3321.69,585.39,2497.78,30754.61,1586.61,1790.00
2005-08-22,3355.63,644.94,2497.81,30787.99,1573.00,1770.00
2005-08-23,3324.11,318.23,2497.78,30754.61,1573.00,1770.00
2005-08-24,3259.67,347.09,2497.83,30810.28,1505.95,1670.00
2005-08-25,3383.15,280.01,2497.76,30732.37,1579.56,1850.00
2005-08-26,3335.89,483.64,2497.77,30743.47,1559.39,1780.00
2005-08-27,3330.48,371.86,2497.78,30754.61,1573.00,1770.00
2005-08-28,3305.52,458.87,2497.75,30721.27,1566.45,1770.00
2005-08-29,3295.41,868.85,2497.77,30743.47,1546.28,1730.00
2005-08-30,3294.71,268.49,2497.78,30754.61,1559.39,1740.00
2005-08-31,2860.35,556.32,2497.81,30787.99,1129.33,1330.00
2005-09-01,2740.67,466.31,2497.80,30776.87,1109.17,1270.00
2005-09-02,2713.41,389.02,2497.82,30799.12,1102.61,1270.00
2005-09-03,2664.97,526.02,2497.78,30754.61,1163.11,1320.00
2005-09-04,2669.65,359.90,2497.82,30799.12,1122.78,1280.00
2005-09-05,2665.45,569.04,2497.84,30821.41,1135.89,1290.00
2005-09-06,2593.12,786.37,2497.86,30843.72,1068.83,1250.00
2005-09-07,2189.45,793.58,2497.73,30699.05,772.89,1000.00
2005-09-08,2017.67,439.82,2497.74,30710.14,584.83,768.00
2005-09-09,1955.12,359.33,2497.76,30732.37,558.11,741.00
2005-09-10,1875.64,548.29,2497.75,30721.27,497.61,686.00
2005-09-11,1843.80,592.53,2497.74,30710.14,457.28,657.00
2005-09-12,1812.43,309.02,2497.82,30799.12,343.39,592.00
2005-09-13,1799.83,560.18,2497.89,30876.92,450.22,645.00
2005-09-14,1744.88,464.99,2497.85,30832.54,571.22,716.00
2005-09-15,1631.46,739.59,2497.75,30721.27,497.61,652.00
2005-09-16,1633.48,290.56,2497.78,30754.61,396.78,583.00
2005-09-17,1694.37,782.49,2497.83,30810.28,484.00,638.00
2005-09-18,1735.65,634.33,2497.86,30843.72,578.28,693.00
2005-09-19,1664.33,681.15,2497.83,30810.28,578.28,687.00
2005-09-20,1569.66,652.29,2497.82,30799.12,524.33,642.00
2005-09-21,1483.28,501.32,2497.85,30832.54,383.17,544.00
2005-09-22,1434.98,650.61,2497.80,30776.87,416.95,554.00
2005-09-23,1495.74,766.71,2497.80,30776.87,450.22,574.00
2005-09-24,1514.57,473.41,2497.84,30821.41,430.05,561.00
2005-09-25,1553.75,508.59,2497.86,30843.72,510.72,610.00
2005-09-26,1545.82,803.84,2497.84,30821.41,578.28,659.00
2005-09-27,1476.63,743.54,2497.77,30743.47,618.61,681.00
2005-09-28,1393.34,343.38,2497.73,30699.05,490.55,582.00
2005-09-29,1370.47,801.06,2497.77,30743.47,389.72,516.00
2005-09-30,1384.97,753.34,2497.83,30810.28,383.17,515.00
2005-10-01,1387.35,1682.28,2497.83,30810.28,443.67,548.00
2005-10-02,1433.33,603.97,2497.86,30843.72,477.45,576.00
2005-10-03,1450.62,1375.63,2497.79,30765.72,591.39,660.00
2005-10-04,1430.21,770.63,2497.79,30765.72,530.89,607.00
2005-10-05,1348.27,728.94,2497.74,30710.14,490.56,565.00
2005-10-06,1321.22,700.09,2497.74,30710.14,403.33,520.00
2005-10-07,1324.51,825.40,2497.76,30732.37,396.78,535.00
2005-10-08,1269.50,732.94,2497.76,30732.37,463.83,517.00
2005-10-09,1304.11,846.50,2497.73,30699.05,443.67,568.00
2005-10-10,1324.57,709.53,2497.72,30687.96,403.33,578.00
2005-10-11,1291.11,1835.38,2497.66,30621.42,409.89,568.00
2005-10-12,1128.13,886.79,2497.55,30500.12,564.67,570.00
2005-10-13,784.74,982.46,2497.38,30313.20,685.67,573.00
2005-10-14,704.98,644.27,2497.24,30160.38,705.83,623.00
2005-10-15,695.80,767.17,2497.01,29910.81,719.45,662.00
2005-10-16,592.48,761.34,2496.52,29366.88,766.33,708.00
2005-10-17,567.91,900.93,2496.02,28821.61,262.17,683.00
2005-10-18,486.50,550.03,2495.50,28295.59,6.55,592.00
2005-10-19,587.38,790.90,2495.02,27819.65,6.55,668.00
2005-10-20,766.10,975.44,2494.50,27295.43,13.61,874.00
2005-10-21,715.13,833.91,2494.01,26809.84,6.55,908.00
2005-10-22,679.07,913.80,2493.50,26295.26,6.55,932.00
2005-10-23,683.57,827.48,2493.01,25809.83,13.60,922.00
2005-10-24,695.77,808.12,2492.49,25337.00,6.55,928.00
2005-10-25,710.00,896.91,2491.99,24890.81,94.28,929.00
2005-10-26,702.46,876.08,2491.52,24463.89,470.39,912.00
2005-10-27,718.79,1191.83,2491.00,24000.01,860.61,947.00
2005-10-28,833.00,1184.45,2490.58,23617.88,941.28,1020.00
2005-10-29,806.14,1079.70,2489.98,23083.71,988.17,1070.00
2005-10-30,804.90,974.92,2489.50,22696.48,947.83,995.00
2005-10-31,782.90,1017.81,2489.00,22299.99,759.78,978.00
2005-11-01,742.71,1364.01,2488.49,21836.35,692.22,972.00
2005-11-02,774.64,935.90,2488.01,21408.84,685.67,986.00
2005-11-03,886.03,1696.72,2487.57,21052.32,672.06,1060.00
2005-11-04,951.27,1830.52,2487.01,20607.84,672.06,1170.00
2005-11-05,934.80,962.89,2486.52,20212.06,658.95,1130.00
2005-11-06,992.50,2401.94,2486.04,19831.42,658.95,1180.00
2005-11-07,1207.31,3310.56,2485.49,19439.85,645.33,1400.00
2005-11-08,1230.43,1412.84,2485.02,19113.77,645.33,1390.00
2005-11-09,1222.59,1398.32,2484.48,18732.73,631.72,1410.00
2005-11-10,1007.10,1110.44,2484.03,18420.63,625.17,1160.00
2005-11-11,986.53,1139.95,2483.55,18127.56,631.72,1130.00
2005-11-12,1064.63,1313.88,2483.42,18049.53,618.61,1100.00
2005-11-13,1051.76,1209.90,2483.38,18025.59,611.56,1060.00
2005-11-14,979.15,1287.02,2482.84,17719.08,591.39,1130.00
2005-11-15,936.67,980.27,2481.86,17229.60,598.45,1180.00
2005-11-16,787.37,1220.09,2481.39,16966.17,551.06,917.00
2005-11-17,1059.70,521.75,2482.86,17729.20,564.67,672.00
2005-11-18,952.23,802.47,2483.16,17894.61,598.45,866.00
2005-11-19,886.65,958.02,2483.15,17888.68,584.83,887.00
2005-11-20,886.46,943.11,2483.15,17888.68,584.83,884.00
2005-11-21,757.07,1071.83,2481.73,17164.37,578.28,1120.00
2005-11-22,-808.41,1310.55,2480.17,13309.48,544.50,1130.00
2005-11-23,568.57,872.44,2479.91,12638.40,598.45,905.00
2005-11-24,840.04,980.77,2479.90,12613.27,651.89,851.00
2005-11-25,914.67,1293.28,2479.93,12688.86,672.06,875.00
2005-11-26,689.43,1097.10,2479.62,11930.27,860.61,1070.00
2005-11-27,996.58,831.61,2479.63,11953.47,779.95,983.00
2005-11-28,409.75,132.35,2479.23,11039.18,488.00,869.00
2005-11-29,690.44,1423.53,2479.16,10886.34,288.89,766.00
2005-11-30,996.45,807.43,2479.33,11261.25,329.22,806.00
2005-12-01,1041.87,1931.87,2479.42,11464.37,437.11,938.00
2005-12-02,1106.47,1184.04,2479.51,11671.73,463.83,1000.00
2005-12-03,1032.03,1350.41,2479.45,11533.08,463.83,1100.00
2005-12-04,707.70,858.09,2479.18,10929.79,430.05,1010.00
2005-12-05,,,2479.36,11328.74,356.45,785.00
2005-12-06,,,2479.34,11283.70,369.55,843.00
2005-12-07,,,2479.22,11017.21,369.55,847.00
2005-12-08,,,2479.21,10995.29,356.45,836.00
2005-12-09,,,2477.30,7519.05,208.22,549.00
2005-12-10,,,2479.08,10714.77,295.95,423.00
2005-12-11,,,2479.57,11812.05,490.55,666.00
2005-12-12,,,2479.33,11261.25,463.83,825.00
2005-12-13,,,2479.21,10995.29,430.05,855.00
2005-12-14,,,2479.65,12001.18,396.78,767.00
2005-12-15,,,2479.83,12439.22,497.61,738.00
2005-12-16,,,2480.14,13230.18,551.06,689.00
2005-12-17,,,2481.17,16239.59,524.33,628.00
2005-12-18,,,2481.86,17229.60,504.17,550.00
2005-12-19,,,2482.85,17724.14,504.17,602.00
2005-12-20,,,2484.13,18489.45,591.39,737.00
2005-12-21,1300.48,1779.66,2485.25,19272.66,739.61,904.00
2005-12-22,1691.42,4077.17,2486.61,20284.32,1055.22,1180.00
2005-12-23,5640.54,2248.30,2495.50,28295.59,1425.28,1600.00
2005-12-24,3551.86,2848.01,2497.71,30676.84,1579.56,2350.00
2005-12-25,2027.86,2706.28,2497.74,30710.14,1599.72,2010.00
2005-12-26,2414.35,3721.34,2497.78,30754.61,1593.18,2390.00
2005-12-27,3314.04,4330.73,2497.80,30776.87,1566.45,3300.00
2005-12-28,3577.61,6751.77,2497.57,30522.20,1559.39,3700.00
2005-12-29,6691.12,8518.46,2497.07,29975.81,1532.67,6960.00
2005-12-30,4633.54,7101.32,2497.21,30127.69,1539.22,4550.00
2005-12-31,5068.48,7472.61,2497.14,30051.50,1539.22,5100.00
2006-01-01,7154.50,8895.71,2497.05,29954.13,1526.11,7170.00
2006-01-02,,6440.06,,,1539.22,5080.00
2006-01-03,,4655.03,,,1539.22,3770.00
2006-01-04,,3801.62,2497.03,29932.46,1559.39,2980.00
2006-01-05,,2868.46,,,1579.56,2490.00
2006-01-06,,2617.68,2497.11,30019.18,1579.56,2240.00
2006-01-07,,2800.70,,,1586.61,2120.00
2006-01-08,,2685.20,2497.07,29975.81,1579.56,2150.00
2006-01-09,,2011.04,,,1586.61,1850.00
2006-01-10,,3340.49,,,1593.17,1670.00
2006-01-11,,4468.21,2496.80,29676.75,1586.61,2700.00
2006-01-12,3269.15,3008.57,2497.76,30732.37,,2730.00
2006-01-13,2414.92,2925.70,2497.81,30787.99,1593.17,2380.00
2006-01-14,2286.36,3747.09,2497.72,30687.96,1593.17,2330.00
2006-01-15,2548.79,2992.99,2497.83,30810.28,1586.61,2480.00
2006-01-16,2137.71,2450.64,2497.76,30732.37,1593.17,2170.00
2006-01-17,,,2497.84,30821.41,1579.56,2080.00
2006-01-18,2913.52,3902.33,2497.69,30654.69,1586.61,2990.00
2006-01-19,2520.65,2622.95,2497.75,30721.27,1593.17,2480.00
2006-01-20,2225.69,3114.99,2497.73,30699.05,1586.61,2230.00
2006-01-21,2072.42,2552.17,2497.74,30710.14,1599.72,2060.00
2006-01-22,1819.21,2005.14,2497.78,30754.61,1606.78,1790.00
2006-01-23,1670.35,2080.91,2497.84,30821.41,1593.17,1630.00
2006-01-24,1731.04,2024.35,2497.83,30810.28,1573.00,1730.00
2006-01-25,1584.81,1787.60,2497.72,30687.96,1579.56,1640.00
2006-01-26,1564.32,1874.70,2497.77,30743.47,1546.28,1530.00
2006-01-27,1625.03,2201.29,2497.75,30721.27,1579.56,1630.00
2006-01-28,1702.81,2513.58,2497.84,30821.41,1552.83,1540.00
2006-01-29,1512.52,2128.79,2497.78,30754.61,1546.28,1540.00
2006-01-30,2243.08,3752.58,2497.88,30865.77,1593.17,2180.00
2006-01-31,2940.00,3348.91,2497.76,30732.37,1593.17,3000.00
2006-02-01,2841.23,3722.16,2497.82,30799.12,1579.55,2800.00
2006-02-02,2458.47,2871.81,2497.84,30821.41,1606.78,2440.00
2006-02-03,2245.79,2688.42,2497.82,30799.12,1593.17,2250.00
2006-02-04,2282.46,2959.66,2497.83,30810.28,1599.72,2270.00
2006-02-05,2237.46,2531.84,2497.76,30732.37,1599.72,2270.00
2006-02-06,1957.88,2245.46,2497.78,30754.61,1599.72,1940.00
2006-02-07,1756.50,2047.02,2497.78,30754.61,1599.72,1750.00
2006-02-08,1701.94,1751.75,2497.79,30765.72,1606.78,1690.00
2006-02-09,1767.30,2080.58,2497.81,30787.99,1606.78,1750.00
2006-02-10,1656.55,1893.94,2497.74,30710.14,1586.61,1690.00
2006-02-11,1500.50,1612.56,2497.82,30799.12,1498.89,1450.00
2006-02-12,1459.03,1607.55,2497.88,30865.77,1478.72,1420.00
2006-02-13,1506.68,1729.61,2497.74,30710.14,1573.00,1580.00
2006-02-14,1725.35,1624.45,2497.83,30810.28,1606.78,1670.00
2006-02-15,1835.16,1626.39,2497.76,30732.37,1599.72,1870.00
2006-02-16,1850.21,1223.48,2497.86,30843.72,1606.78,1790.00
2006-02-17,1871.41,1314.61,2497.82,30799.12,1606.78,1890.00
2006-02-18,,,2497.78,30754.61,1539.22,1900.00
2006-02-19,2037.11,1420.10,2497.84,30821.41,1586.61,2000.00
2006-02-20,1998.72,1325.03,2497.85,30832.54,1514.07,1990.00
2006-02-21,,,2497.81,30787.99,1606.78,2150.00
2006-02-22,2231.25,1601.13,2497.79,30765.72,1593.17,2240.00
2006-02-23,2239.93,1599.86,2497.75,30721.27,1593.17,2260.00
2006-02-24,2246.55,1898.74,2497.74,30710.14,1593.17,2250.00
2006-02-25,2185.63,1478.75,2497.80,30776.87,1599.72,2150.00
2006-02-26,2164.26,1504.48,2497.84,30821.41,1593.17,2140.00
2006-02-27,2333.86,2899.86,2497.88,30865.77,1599.72,2310.00
2006-02-28,4061.22,4803.01,2497.79,30765.72,1559.39,4110.00
2006-03-01,4774.71,4766.79,2497.76,30732.37,1552.83,4790.00
2006-03-02,4206.87,4120.58,2497.77,30743.47,1552.83,4200.00
2006-03-03,3948.01,4460.82,2497.80,30776.87,1559.39,3930.00
2006-03-04,3891.32,3794.40,2497.80,30776.87,1566.45,3890.00
2006-03-05,3530.11,3139.99,2497.78,30754.61,1566.45,3540.00
2006-03-06,3502.49,3957.89,2497.80,30776.87,1573.00,3490.00
2006-03-07,3935.71,3508.74,2497.79,30765.72,1552.83,3940.00
2006-03-08,3983.84,2976.79,2497.83,30810.28,1566.45,3960.00
2006-03-09,4494.41,2971.64,2497.78,30754.61,1552.83,4520.00
2006-03-10,4815.17,3275.79,2497.82,30799.12,1552.83,4790.00
2006-03-11,4593.59,3300.21,2497.75,30721.27,1552.83,4630.00
2006-03-12,4299.58,2623.34,2497.78,30754.61,1546.28,4280.00
2006-03-13,4192.60,2536.00,2497.78,30754.61,1546.28,4190.00
2006-03-14,4256.12,3284.53,2497.84,30821.41,1546.28,4220.00
2006-03-15,4280.04,2555.35,2497.80,30776.87,1539.22,4300.00
2006-03-16,4172.50,2684.68,2497.80,30776.87,1539.22,4170.00
2006-03-17,4161.15,2577.57,2497.78,30754.61,1546.28,4170.00
2006-03-18,4249.02,2525.37,2497.81,30787.99,1532.67,4230.00
2006-03-19,4160.73,2527.05,2497.79,30765.72,1546.28,4170.00
2006-03-20,4181.63,2193.58,2497.79,30765.72,1546.28,4180.00
2006-03-21,4591.67,2737.61,2497.79,30765.72,1532.67,4590.00
2006-03-22,4665.05,2631.81,2497.76,30732.37,1539.22,4680.00
2006-03-23,4588.45,2612.84,2497.79,30765.72,1539.22,4570.00
2006-03-24,4643.85,2300.68,2497.83,30810.28,1539.22,4620.00
2006-03-25,5096.96,4611.61,2497.84,30821.41,1532.67,5090.00
2006-03-26,6721.69,5062.04,2497.78,30754.61,1526.11,6750.00
2006-03-27,6205.06,4488.51,2497.83,30810.28,1526.11,6170.00
2006-03-28,6055.63,4167.44,2497.81,30787.99,1532.67,6060.00
2006-03-29,6508.98,5176.68,2497.83,30810.28,1526.11,6490.00
2006-03-30,7099.47,5675.98,2497.78,30754.61,1526.11,7120.00
2006-03-31,7460.50,6389.32,2497.75,30721.27,1526.11,7470.00
2006-04-01,8420.11,7487.11,2497.79,30765.72,1526.11,8390.00
2006-04-02,8062.90,6592.11,2497.80,30776.87,1465.61,8050.00
2006-04-03,7314.68,6189.10,2497.76,30732.37,1526.11,7330.00
2006-04-04,8351.32,8249.63,2497.82,30799.12,1526.11,8310.00
2006-04-05,11986.09,13087.35,2497.78,30754.61,1492.33,12000.00
2006-04-06,12896.23,13782.60,2497.76,30732.37,1505.95,12900.00
2006-04-07,11418.48,11449.59,2497.78,30754.61,1512.50,11400.00
2006-04-08,11507.17,11970.40,2497.78,30754.61,1519.06,11500.00
2006-04-09,11401.54,11659.69,2497.77,30743.47,1512.50,11400.00
2006-04-10,10623.86,10965.96,2497.80,30776.87,1512.50,10600.00
2006-04-11,10084.39,10359.35,2497.76,30732.37,1526.11,10100.00
2006-04-12,9716.84,9989.59,2497.76,30732.37,1532.67,9710.00
2006-04-13,10018.17,10582.36,2497.78,30754.61,1526.11,10000.00
2006-04-14,11667.57,13048.89,2497.71,30676.84,1512.50,11700.00
2006-04-15,12829.07,15875.35,2497.75,30721.27,1505.95,12800.00
2006-04-16,14216.89,16597.09,2497.80,30776.87,1492.33,14000.00
2006-04-17,12808.93,13576.51,2497.82,30799.12,1492.33,12400.00
2006-04-18,10856.62,10576.63,2497.75,30721.27,1512.50,10500.00
2006-04-19,9861.47,9497.82,2497.76,30732.37,1526.11,9460.00
2006-04-20,9501.43,9123.42,2497.80,30776.87,1505.95,9080.00
2006-04-21,10264.10,9619.29,2497.85,30832.54,1498.89,9830.00
2006-04-22,11190.69,11384.50,2497.80,30776.87,1512.50,10800.00
2006-04-23,12686.02,13471.11,2497.71,30676.84,1498.89,12300.00
2006-04-24,14001.00,14524.55,2497.73,30699.05,1498.89,13500.00
2006-04-25,13126.84,12868.99,2497.73,30699.05,1492.33,12600.00
2006-04-26,12231.89,12009.12,2497.78,30754.61,1498.89,11600.00
2006-04-27,12114.54,12066.39,2497.77,30743.47,1498.89,11500.00
2006-04-28,12680.65,13088.18,2497.77,30743.47,1498.89,12000.00
2006-04-29,13530.08,14917.05,2497.74,30710.14,1485.78,12800.00
2006-04-30,15831.51,19376.81,2497.80,30776.87,1485.78,15000.00
2006-05-01,14296.47,19110.66,2497.74,30710.14,1498.89,13500.00
2006-05-02,12292.53,15343.78,2497.75,30721.27,1512.50,11400.00
2006-05-03,11631.90,13391.09,2497.71,30676.84,1512.50,10700.00
2006-05-04,12184.94,13630.81,2497.73,30699.05,1512.50,11200.00
2006-05-05,11898.96,13451.85,2497.73,30699.05,1512.50,10900.00
2006-05-06,11820.45,13483.06,2497.74,30710.14,1512.50,10800.00
2006-05-07,11771.08,13599.87,2497.75,30721.27,1519.06,10700.00
2006-05-08,11616.43,13673.36,2497.74,30710.14,1526.11,10500.00
2006-05-09,11477.19,12429.41,2497.83,30810.28,1519.06,10300.00
2006-05-10,11035.41,12369.53,2497.76,30732.37,1519.06,9950.00
2006-05-11,10471.21,12287.21,2497.74,30710.14,1532.67,9360.00
2006-05-12,10872.88,12980.56,2497.80,30776.87,1526.11,9700.00
2006-05-13,11435.79,14174.71,2497.79,30765.72,1526.11,10300.00
2006-05-14,11941.22,15066.02,2497.79,30765.72,1526.11,10800.00
2006-05-15,12733.33,17393.24,2497.72,30687.96,1505.95,11600.00
2006-05-16,13668.25,20578.88,2497.73,30699.05,1498.89,12400.00
2006-05-17,14003.88,22990.37,2497.74,30710.14,1498.89,12700.00
2006-05-18,14460.66,25038.00,2497.73,30699.05,1498.89,13100.00
2006-05-19,15526.18,27511.11,2497.75,30721.27,1492.33,14100.00
2006-05-20,16852.42,29911.11,2497.81,30787.99,1492.33,15400.00
2006-05-21,17339.61,28211.21,2497.68,30643.58,1478.72,16000.00
2006-05-22,15202.44,25996.48,2497.69,30654.69,1478.72,13800.00
2006-05-23,14607.04,23974.87,2497.72,30687.96,1492.33,13200.00
2006-05-24,13543.29,20499.88,2497.72,30687.96,1485.78,12200.00
2006-05-25,13219.94,19018.24,2497.77,30743.47,1485.78,11900.00
2006-05-26,13301.90,17629.99,2497.77,30743.47,1492.33,12000.00
2006-05-27,12695.86,15779.30,2497.75,30721.27,1185.78,11400.00
2006-05-28,12025.48,13855.28,2497.78,30754.61,1492.33,10700.00
2006-05-29,11232.09,12575.43,2497.82,30799.12,1505.95,9900.00
2006-05-30,10372.32,11516.37,2497.76,30732.37,1532.67,9110.00
2006-05-31,9130.07,10641.08,2497.72,30687.96,1532.67,7860.00
2006-06-01,8245.80,11051.56,2497.71,30676.84,1526.11,6950.00
2006-06-02,8439.04,11779.43,2497.78,30754.61,1526.11,7040.00
2006-06-03,10095.90,14167.37,2497.78,30754.61,1526.11,8720.00
2006-06-04,10898.85,14970.41,2497.79,30765.72,1526.11,9520.00
2006-06-05,11041.22,13952.53,2497.74,30710.14,1532.67,9690.00
2006-06-06,11271.38,14462.96,2497.79,30765.72,1526.11,9850.00
2006-06-07,11387.81,13660.53,2497.78,30754.61,1512.50,9950.00
2006-06-08,11797.94,15021.75,2497.83,30810.28,1519.06,10300.00
2006-06-09,12049.02,14180.99,2497.78,30754.61,1526.11,10600.00
2006-06-10,11770.21,13251.16,2497.77,30743.47,1512.50,10300.00
2006-06-11,10832.95,12001.14,2497.75,30721.27,1026.99,9370.00
2006-06-12,10230.82,10954.52,2497.74,30710.14,1532.67,8760.00
2006-06-13,10165.39,13026.55,2497.72,30687.96,1532.67,8700.00
2006-06-14,10595.19,13714.55,2497.70,30665.77,1519.05,9140.00
2006-06-15,10918.85,12544.21,2497.72,30687.96,1526.11,9450.00
2006-06-16,10734.45,10898.75,2497.76,30732.37,1532.67,9250.00
2006-06-17,9962.11,9717.10,2497.77,30743.47,1526.11,8500.00
2006-06-18,9406.30,9530.51,,30782.44,1532.67,7930.00
2006-06-19,8477.80,8532.60,2497.84,30821.41,1519.05,6980.00
2006-06-20,7969.81,7692.02,2497.77,30743.47,1526.11,6470.00
2006-06-21,7633.72,7152.42,2497.77,30743.47,1526.11,6070.00
2006-06-22,7262.43,7342.47,2497.74,30710.14,1519.06,5740.00
2006-06-23,6400.50,6157.77,2497.73,30699.05,1539.22,4860.00
2006-06-24,6119.77,5460.16,2497.76,30732.37,1532.67,4540.00
2006-06-25,6173.69,5526.29,2497.77,30743.47,1539.22,4610.00
2006-06-26,6035.00,5396.96,2497.81,30787.99,1546.28,4460.00
2006-06-27,5974.55,4578.04,2497.82,30799.12,1539.22,4410.00
