date,qu,fb,mm,mx,mn,qd,af
1982-09-18,,,,,,,351.00
1982-09-19,,,,,,,351.00
1982-09-20,,,,,,,211.00
1982-09-21,,,,,,,211.00
1982-09-22,,,,,,,182.00
1982-09-23,,,,,,,182.00
1982-09-24,,,,,,,90.00
1982-09-25,,,,,,,90.00
1982-09-26,,,,,,,90.00
1982-09-27,,,,,,,60.00
1982-09-28,,,,,,,50.00
1982-09-29,,,,,,,50.00
1982-09-30,,,,,,,50.00
1982-10-01,,,,,,,49.78
1982-10-02,,,,,,,49.56
1982-10-03,,,,,,,49.34
1982-10-04,,,,,,,49.13
1982-10-05,,,,,,,48.91
1982-10-06,,,,,,,48.69
1982-10-07,,,,,,,48.47
1982-10-08,,,,,,,48.25
1982-10-09,,,,,,,48.03
1982-10-10,,,,,,,47.81
1982-10-11,,,,,,,47.59
1982-10-12,,,,,,,47.38
1982-10-13,,,,,,,47.16
1982-10-14,,,,,,,46.94
1982-10-15,,,,,,,46.72
1982-10-16,,,,,,,46.50
1982-10-17,,,,,,,46.28
1982-10-18,,,,,,,46.06
1982-10-19,,,,,,,45.84
1982-10-20,,,,,,,45.63
1982-10-21,,,,,,,45.41
1982-10-22,,,,,,,45.19
1982-10-23,,,,,,,44.97
1982-10-24,,,,,,,44.75
1982-10-25,,,,,,,44.53
1982-10-26,,,,,,,44.31
1982-10-27,,,,,,,44.09
1982-10-28,,,,,,,43.88
1982-10-29,,,,,,,43.66
1982-10-30,,,,,,,43.44
1982-10-31,,,,,,,43.22
1982-11-01,,,,,,,43.00
1982-11-02,,,,,,,43.00
1982-11-03,,,,,,,43.00
1982-11-04,,,,,,,43.00
1982-11-05,,,,,,,51.00
1982-11-06,,,,,,,51.00
1982-11-07,,,,,,,51.00
1982-11-08,,,,,,,51.00
1982-11-09,,,,,,,55.00
1982-11-10,,,,,,,55.00
1982-11-11,,,,,,,55.00
1982-11-12,,,,,,,55.00
1982-11-13,,,,,,,55.00
1982-11-14,,,,,,,55.00
1982-11-15,,,,,,,55.00
1982-11-16,,,,,,,55.00
1982-11-17,,,,,,,55.00
1982-11-18,,,,,,,55.00
1982-11-19,,,,,,,55.00
1982-11-20,,,,,,,55.00
1982-11-21,,,,,,,55.00
1982-11-22,,,,,,,58.00
1982-11-23,,,,,,,58.00
1982-11-24,,,,,,,58.00
1982-11-25,,,,,,,58.00
1982-11-26,,,,,,,58.00
1982-11-27,,,,,,,58.00
1982-11-28,,,,,,,58.00
1982-11-29,,,,,,,64.00
1982-11-30,,,,,,,64.00
1982-12-01,,,,,,,64.00
1982-12-02,,,,,,,64.00
1982-12-03,,,,,,,64.00
1982-12-04,,,,,,,64.00
1982-12-05,,,,,,,64.00
1982-12-06,,,,,,,64.00
1982-12-07,,,,,,,64.00
1982-12-08,,,,,,,64.00
1982-12-09,,,,,,,68.00
1982-12-10,,,,,,,68.00
1982-12-11,,,,,,,68.00
1982-12-12,,,,,,,68.00
1982-12-13,,,,,,,68.00
1982-12-14,,,,,,,70.00
1982-12-15,,,,,,,70.00
1982-12-16,,,,,,,70.00
1982-12-17,,,,,,,70.00
1982-12-18,,,,,,,70.00
1982-12-19,,,,,,,70.00
1982-12-20,,,,,,,70.00
1982-12-21,,,,,,,73.00
1982-12-22,,,,,,,73.00
1982-12-23,,,,,,,73.00
1982-12-24,,,,,,,73.00
1982-12-25,,,,,,,73.00
1982-12-26,,,,,,,75.00
1982-12-27,,,,,,,75.00
1982-12-28,,,,,,,75.00
1982-12-29,,,,,,,75.00
1982-12-30,,,,,,,75.00
1982-12-31,,,,,,,75.00
1983-01-01,,,,,,,75.00
1983-01-02,,,,,,,75.00
1983-01-03,,,,,,,75.00
1983-01-04,,,,,,,105.00
1983-01-05,,,,,,,105.00
1983-01-06,,,,,,,105.00
1983-01-07,,,,,,,105.00
1983-01-08,,,,,,,105.00
1983-01-09,,,,,,,105.00
1983-01-10,,,,,,,105.00
1983-01-11,,,,,,,105.00
1983-01-12,,,,,,,105.00
1983-01-13,,,,,,,105.00
1983-01-14,,,,,,,105.00
1983-01-15,,,,,,,105.00
1983-01-16,,,,,,,105.00
1983-01-17,,,,,,,105.00
1983-01-18,,,,,,,105.00
1983-01-19,,,,,,,105.00
1983-01-20,,,,,,,105.00
1983-01-21,,,,,,,105.00
1983-01-22,,,,,,,105.00
1983-01-23,,,,,,,105.00
1983-01-24,,,,,,,105.00
1983-01-25,,,,,,,105.00
1983-01-26,,,,,,,105.00
1983-01-27,,,,,,,105.00
1983-01-28,,,,,,,105.00
1983-01-29,,,,,,,105.00
1983-01-30,,,,,,,105.00
1983-01-31,,,,,,,211.00
1983-02-01,,,,,,,211.00
1983-02-02,,,,,,,211.00
1983-02-03,,,,,,,211.00
1983-02-04,,,,,,,211.00
1983-02-05,,,,,,,211.00
1983-02-06,,,,,,,211.00
1983-02-07,,,,,,,211.00
1983-02-08,,,,,,,211.00
1983-02-09,,,,,,,211.00
1983-02-10,,,,,,,217.00
1983-02-11,,,,,,,217.00
1983-02-12,,,,,,,217.00
1983-02-13,,,,,,,217.00
1983-02-14,,,,,,,217.00
1983-02-15,,,,,,,217.00
1983-02-16,,,,,,,217.00
1983-02-17,,,,,,,217.00
1983-02-18,,,,,,,241.00
1983-02-19,,,,,,,241.00
1983-02-20,,,,,,,241.00
1983-02-21,,,,,,,241.00
1983-02-22,,,,,,,241.00
1983-02-23,,,,,,,272.00
1983-02-24,,,,,,,272.00
1983-02-25,,,,,,,272.00
1983-02-26,,,,,,,272.00
1983-02-27,,,,,,,272.00
1983-02-28,,,,,,,304.00
1983-03-01,,,,,,,304.00
1983-03-02,,,,,,,304.00
1983-03-03,,,,,,,304.00
1983-03-04,,,,,,,304.00
1983-03-05,,,,,,,304.00
1983-03-06,,,,,,,304.00
1983-03-07,,,,,,,304.00
1983-03-08,,,,,,,534.00
1983-03-09,,,,,,,534.00
1983-03-10,,,,,,,534.00
1983-03-11,,,,,,,534.00
1983-03-12,,,,,,,534.00
1983-03-13,,,,,,,534.00
1983-03-14,,,,,,,534.00
1983-03-15,,,,,,,534.00
1983-03-16,,,,,,,534.00
1983-03-17,,,,,,,822.00
1983-03-18,,,,,,,822.00
1983-03-19,,,,,,,822.00
1983-03-20,,,,,,,822.00
1983-03-21,,,,,,,822.00
1983-03-22,,,,,,,822.00
1983-03-23,,,,,,,939.00
1983-03-24,,,,,,,939.00
1983-03-25,,,,,,,939.00
1983-03-26,,,,,,,939.00
1983-03-27,,,,,,,939.00
1983-03-28,,,,,,,1008.00
1983-03-29,,,,,,,1008.00
1983-03-30,,,,,,,1008.00
1983-03-31,,,,,,,1050.00
1983-04-01,,,,,,,1050.00
1983-04-02,,,,,,,1050.00
1983-04-03,,,,,,,1050.00
1983-04-04,,,,,,,1050.00
1983-04-05,,,,,,,1050.00
1983-04-06,,,,,,,1155.00
1983-04-07,,,,,,,1155.00
1983-04-08,,,,,,,1155.00
1983-04-09,,,,,,,1155.00
1983-04-10,,,,,,,1155.00
1983-04-11,,,,,,,1155.00
1983-04-12,,,,,,,1155.00
1983-04-13,,,,,,,1242.00
1983-04-14,,,,,,,1242.00
1983-04-15,,,,,,,1242.00
1983-04-16,,,,,,,1242.00
1983-04-17,,,,,,,1242.00
1983-04-18,,,,,,,1242.00
1983-04-19,,,,,,,1410.00
1983-04-20,,,,,,,1410.00
1983-04-21,,,,,,,1410.00
1983-04-22,,,,,,,1410.00
1983-04-23,,,,,,,1410.00
1983-04-24,,,,,,,1410.00
1983-04-25,,,,,,,1410.00
1983-04-26,,,,,,,1500.00
1983-04-27,,,,,,,1500.00
1983-04-28,,,,,,,1500.00
1983-04-29,,,,,,,1500.00
1983-04-30,,,,,,,1500.00
1983-05-01,,,,,,,1500.00
1983-05-02,,,,,,,1631.00
1983-05-03,,,,,,,1631.00
1983-05-04,,,,,,,1631.00
1983-05-05,,,,,,,1631.00
1983-05-06,,,,,,,1631.00
1983-05-07,,,,,,,1631.00
1983-05-08,,,,,,,1631.00
1983-05-09,,,,,,,1760.00
1983-05-10,,,,,,,1760.00
1983-05-11,,,,,,,1760.00
1983-05-12,,,,,,,1760.00
1983-05-13,,,,,,,1760.00
1983-05-14,,,,,,,1760.00
1983-05-15,,,,,,,1760.00
1983-05-16,,,,,,,1852.00
1983-05-17,,,,,,,1852.00
1983-05-18,,,,,,,1852.00
1983-05-19,,,,,,,1852.00
1983-05-20,,,,,,,1852.00
1983-05-21,,,,,,,1852.00
1983-05-22,,,,,,,1852.00
1983-05-23,,,,,,,1915.00
1983-05-24,,,,,,,1915.00
1983-05-25,,,,,,,1915.00
1983-05-26,,,,,,,1915.00
1983-05-27,,,,,,,1915.00
1983-05-28,,,,,,,1915.00
1983-05-29,,,,,,,1915.00
1983-05-30,,,,,,,1915.00
1983-05-31,,,,,,,1926.00
1983-06-01,,,,,,,1926.00
1983-06-02,,,,,,,1926.00
1983-06-03,,,,,,,1926.00
1983-06-04,,,,,,,1926.00
1983-06-05,,,,,,,1926.00
1983-06-06,,,,,,,1926.00
1983-06-07,,,,,,,1926.00
1983-06-08,,,,,,,1926.00
1983-06-09,,,,,,,1926.00
1983-06-10,,,,,,,1926.00
1983-06-11,,,,,,,1926.00
1983-06-12,,,,,,,1926.00
1983-06-13,,,,,,,1926.00
1983-06-14,,,,,,,1926.00
1983-06-15,,,,,,,1926.00
1983-06-16,,,,,,,1926.00
1983-06-17,,,,,,,1926.00
1983-06-18,,,,,,,1926.00
1983-06-19,,,,,,,1926.00
1983-06-20,,,,,,,1926.00
1983-06-21,,,,,,,1926.00
1983-06-22,,,,,,,1926.00
1983-06-23,,,,,,,1926.00
1983-06-24,,,,,,,1926.00
1983-06-25,,,,,,,1926.00
1983-06-26,,,,,,,1926.00
1983-06-27,,,,,,,1926.00
1983-06-28,,,,,,,1926.00
1983-06-29,,,,,,,1926.00
1983-06-30,,,,,,,1926.00
1983-07-01,,,,,,,1925.34
1983-07-02,,,,,,,1924.69
1983-07-03,,,,,,,1924.03
1983-07-04,,,,,,,1923.38
1983-07-05,,,,,,,1922.72
1983-07-06,,,,,,,1922.06
1983-07-07,,,,,,,1921.41
1983-07-08,,,,,,,1920.75
1983-07-09,,,,,,,1920.09
1983-07-10,,,,,,,1919.44
1983-07-11,,,,,,,1918.78
1983-07-12,,,,,,,1918.13
1983-07-13,,,,,,,1917.47
1983-07-14,,,,,,,1916.81
1983-07-15,,,,,,,1916.16
1983-07-16,,,,,,,1915.50
1983-07-17,,,,,,,1914.84
1983-07-18,,,,,,,1914.19
1983-07-19,,,,,,,1913.53
1983-07-20,,,,,,,1912.88
1983-07-21,,,,,,,1912.22
1983-07-22,,,,,,,1911.56
1983-07-23,,,,,,,1910.91
1983-07-24,,,,,,,1910.25
1983-07-25,,,,,,,1909.59
1983-07-26,,,,,,,1908.94
1983-07-27,,,,,,,1908.28
1983-07-28,,,,,,,1907.63
1983-07-29,,,,,,,1906.97
1983-07-30,,,,,,,1906.31
1983-07-31,,,,,,,1905.66
1983-08-01,,,,,,,1905.00
1983-08-02,,,,,,,1905.00
1983-08-03,,,,,,,1905.00
1983-08-04,,,,,,,1905.00
1983-08-05,,,,,,,1905.00
1983-08-06,,,,,,,1905.00
1983-08-07,,,,,,,1905.00
1983-08-08,,,,,,,1905.00
1983-08-09,,,,,,,1884.00
1983-08-10,,,,,,,1884.00
1983-08-11,,,,,,,1884.00
1983-08-12,,,,,,,1884.00
1983-08-13,,,,,,,1884.00
1983-08-14,,,,,,,1884.00
1983-08-15,,,,,,,1811.00
1983-08-16,,,,,,,1811.00
1983-08-17,,,,,,,1811.00
1983-08-18,,,,,,,1811.00
1983-08-19,,,,,,,1811.00
1983-08-20,,,,,,,1811.00
1983-08-21,,,,,,,1811.00
1983-08-22,,,,,,,1811.00
1983-08-23,,,,,,,1790.00
1983-08-24,,,,,,,1790.00
1983-08-25,,,,,,,1790.00
1983-08-26,,,,,,,1790.00
1983-08-27,,,,,,,1790.00
1983-08-28,,,,,,,1790.00
1983-08-29,,,,,,,1790.00
1983-08-30,,,,,,,1790.00
1983-08-31,,,,,,,1790.00
1983-09-01,,,,,,,1790.00
1983-09-02,,,,,,,1651.00
1983-09-03,,,,,,,1651.00
1983-09-04,,,,,,,1651.00
1983-09-05,,,,,,,1651.00
1983-09-06,,,,,,,1651.00
1983-09-07,,,,,,,1651.00
1983-09-08,,,,,,,1593.00
1983-09-09,,,,,,,1593.00
1983-09-10,,,,,,,1593.00
1983-09-11,,,,,,,1593.00
1983-09-12,,,,,,,1509.00
1983-09-13,,,,,,,1509.00
1983-09-14,,,,,,,1509.00
1983-09-15,,,,,,,1509.00
1983-09-16,,,,,,,1509.00
1983-09-17,,,,,,,1509.00
1983-09-18,,,,,,,1509.00
1983-09-19,,,,,,,1367.00
1983-09-20,,,,,,,1367.00
1983-09-21,,,,,,,1367.00
1983-09-22,,,,,,,1367.00
1983-09-23,,,,,,,1367.00
1983-09-24,,,,,,,1367.00
1983-09-25,,,,,,,1367.00
1983-09-26,,,,,,,1218.00
1983-09-27,,,,,,,1218.00
1983-09-28,,,,,,,1218.00
1983-09-29,,,,,,,1218.00
1983-09-30,,,,,,,1218.00
1983-10-01,,,,,,,1218.00
1983-10-02,,,,,,,1218.00
1983-10-03,,,,,,,1218.00
1983-10-04,,,,,,,1186.00
1983-10-05,,,,,,,1186.00
1983-10-06,,,,,,,1186.00
1983-10-07,,,,,,,1186.00
1983-10-08,,,,,,,1186.00
1983-10-09,,,,,,,1186.00
1983-10-10,,,,,,,1186.00
1983-10-11,,,,,,,1186.00
1983-10-12,,,,,,,1186.00
1983-10-13,,,,,,,1186.00
1983-10-14,,,,,,,1186.00
1983-10-15,,,,,,,1186.00
1983-10-16,,,,,,,1186.00
1983-10-17,,,,,,,1186.00
1983-10-18,,,,,,,1186.00
1983-10-19,,,,,,,1186.00
1983-10-20,,,,,,,1186.00
1983-10-21,,,,,,,1186.00
1983-10-22,,,,,,,1186.00
1983-10-23,,,,,,,1186.00
1983-10-24,,,,,,,1186.00
1983-10-25,,,,,,,1186.00
1983-10-26,,,,,,,1186.00
1983-10-27,,,,,,,1186.00
1983-10-28,,,,,,,1186.00
1983-10-29,,,,,,,1186.00
1983-10-30,,,,,,,1186.00
1983-10-31,,,,,,,1266.00
1983-11-01,,,,,,,1266.00
1983-11-02,,,,,,,1266.00
1983-11-03,,,,,,,1266.00
1983-11-04,,,,,,,1266.00
1983-11-05,,,,,,,1266.00
1983-11-06,,,,,,,1266.00
1983-11-07,,,,,,,1266.00
1983-11-08,,,,,,,1186.00
1983-11-09,,,,,,,1186.00
1983-11-10,,,,,,,1186.00
1983-11-11,,,,,,,1186.00
1983-11-12,,,,,,,1186.00
1983-11-13,,,,,,,1186.00
1983-11-14,,,,,,,1186.00
1983-11-15,,,,,,,1186.00
1983-11-16,,,,,,,1186.00
1983-11-17,,,,,,,1186.00
1983-11-18,,,,,,,1186.00
1983-11-19,,,,,,,1186.00
1983-11-20,,,,,,,1186.00
1983-11-21,,,,,,,1186.00
1983-11-22,,,,,,,1186.00
1983-11-23,,,,,,,1186.00
1983-11-24,,,,,,,1186.00
1983-11-25,,,,,,,1186.00
1983-11-26,,,,,,,1186.00
1983-11-27,,,,,,,1186.00
1983-11-28,,,,,,,1186.00
1983-11-29,,,,,,,1186.00
1983-11-30,,,,,,,1186.00
1983-12-01,,,,,,,1186.00
1983-12-02,,,,,,,1186.00
1983-12-03,,,,,,,1186.00
1983-12-04,,,,,,,1186.00
1983-12-05,,,,,,,1186.00
1983-12-06,,,,,,,1186.00
1983-12-07,,,,,,,1186.00
1983-12-08,,,,,,,1186.00
1983-12-09,,,,,,,1186.00
1983-12-10,,,,,,,1186.00
1983-12-11,,,,,,,1186.00
1983-12-12,,,,,,,1186.00
1983-12-13,,,,,,,1186.00
1983-12-14,,,,,,,1186.00
1983-12-15,,,,,,,1186.00
1983-12-16,,,,,,,1186.00
1983-12-17,,,,,,,1186.00
1983-12-18,,,,,,,1186.00
1983-12-19,,,,,,,1186.00
1983-12-20,,,,,,,1186.00
1983-12-21,,,,,,,1186.00
1983-12-22,,,,,,,1186.00
1983-12-23,,,,,,,1186.00
1983-12-24,,,,,,,1186.00
1983-12-25,,,,,,,1186.00
1983-12-26,,,,,,,1186.00
1983-12-27,,,,,,,1186.00
1983-12-28,,,,,,,1186.00
1983-12-29,,,,,,,1186.00
1983-12-30,,,,,,,1186.00
1983-12-31,,,,,,,1186.00
1984-01-01,,,,,,,1188.50
1984-01-02,,,,,,,1191.00
1984-01-03,,,,,,,1193.50
1984-01-04,,,,,,,1196.00
1984-01-05,,,,,,,1198.50
1984-01-06,,,,,,,1201.00
1984-01-07,,,,,,,1203.50
1984-01-08,,,,,,,1206.00
1984-01-09,,,,,,,1208.50
1984-01-10,,,,,,,1211.00
1984-01-11,,,,,,,1213.50
1984-01-12,,,,,,,1216.00
1984-01-13,,,,,,,1218.50
1984-01-14,,,,,,,1221.00
1984-01-15,,,,,,,1223.50
1984-01-16,,,,,,,1226.00
1984-01-17,,,,,,,1228.50
1984-01-18,,,,,,,1231.00
1984-01-19,,,,,,,1233.50
1984-01-20,,,,,,,1236.00
1984-01-21,,,,,,,1238.50
1984-01-22,,,,,,,1241.00
1984-01-23,,,,,,,1243.50
1984-01-24,,,,,,,1246.00
1984-01-25,,,,,,,1248.50
1984-01-26,,,,,,,1251.00
1984-01-27,,,,,,,1253.50
1984-01-28,,,,,,,1256.00
1984-01-29,,,,,,,1258.50
1984-01-30,,,,,,,1261.00
1984-01-31,,,,,,,1263.50
1984-02-01,,,,,,,1266.00
1984-02-02,,,,,,,1266.00
1984-02-03,,,,,,,1266.00
1984-02-04,,,,,,,1266.00
1984-02-05,,,,,,,1266.00
1984-02-06,,,,,,,1299.00
1984-02-07,,,,,,,1299.00
1984-02-08,,,,,,,1299.00
1984-02-09,,,,,,,1299.00
1984-02-10,,,,,,,1299.00
1984-02-11,,,,,,,1299.00
1984-02-12,,,,,,,1299.00
1984-02-13,,,,,,,1299.00
1984-02-14,,,,,,,1299.00
1984-02-15,,,,,,,1341.00
1984-02-16,,,,,,,1341.00
1984-02-17,,,,,,,1341.00
1984-02-18,,,,,,,1341.00
1984-02-19,,,,,,,1341.00
1984-02-20,,,,,,,1341.00
1984-02-21,,,,,,,1341.00
1984-02-22,,,,,,,1341.00
1984-02-23,,,,,,,1341.00
1984-02-24,,,,,,,1341.00
1984-02-25,,,,,,,1341.00
1984-02-26,,,,,,,1341.00
1984-02-27,,,,,,,1341.00
1984-02-28,,,,,,,1341.00
1984-02-29,,,,,,,1341.00
