date,qu,gain,qd
2015-09-15,4321.29,660.00,9650.00
2015-09-16,6634.37,1100.00,10100.00
2015-09-17,6441.39,790.00,9790.00
2015-09-18,5273.50,720.00,9700.00
2015-09-19,5012.94,780.00,9310.00
2015-09-20,4265.87,690.00,8750.00
2015-09-21,4075.60,530.00,8110.00
2015-09-22,3911.31,420.00,7950.00
2015-09-23,3698.17,390.00,7910.00
2015-09-24,3761.35,390.00,7890.00
2015-09-25,3808.26,500.00,7970.00
2015-09-26,3534.57,370.00,7830.00
2015-09-27,3509.40,100.00,7560.00
2015-09-28,3131.36,110.00,7540.00
2015-09-29,3243.66,120.00,7520.00
2015-09-30,3108.81,110.00,7500.00
2015-10-01,3129.52,120.00,7500.00
2015-10-02,3712.39,220.00,7580.00
2015-10-03,4975.87,220.00,7560.00
2015-10-04,4285.75,210.00,7540.00
2015-10-05,3716.97,150.00,7580.00
2015-10-06,3776.20,500.00,7330.00
2015-10-07,3765.30,470.00,6740.00
2015-10-08,3633.80,480.00,6240.00
2015-10-09,3528.91,460.00,5900.00
2015-10-10,3348.06,400.00,5640.00
2015-10-11,3161.66,440.00,5660.00
2015-10-12,3239.62,430.00,5630.00
2015-10-13,3273.15,430.00,5620.00
2015-10-14,3429.81,700.00,5330.00
2015-10-15,3561.11,700.00,4270.00
2015-10-16,3099.87,210.00,3720.00
2015-10-17,2905.72,170.00,3690.00
2015-10-18,3313.65,180.00,3690.00
2015-10-19,3522.00,450.00,3600.00
2015-10-20,3663.85,430.00,2830.00
2015-10-21,3624.31,230.00,2630.00
2015-10-22,3560.40,610.00,2240.00
2015-10-23,3189.45,280.00,1950.00
2015-10-24,3041.28,280.00,1950.00
2015-10-25,2986.91,240.00,1920.00
2015-10-26,3233.05,450.00,1920.00
2015-10-27,3229.72,420.00,1540.00
2015-10-28,3044.21,360.00,1490.00
2015-10-29,3158.93,370.00,1510.00
2015-10-30,3344.06,360.00,1510.00
2015-10-31,3166.73,360.00,1510.00
2015-11-01,4112.17,340.00,1480.00
2015-11-02,1989.15,470.00,1530.00
2015-11-03,4148.31,505.00,1410.00
2015-11-04,3663.83,437.00,1340.00
2015-11-05,3673.94,420.00,1320.00
2015-11-06,3269.47,454.00,1370.00
2015-11-07,3542.96,464.00,1390.00
2015-11-08,3000.96,447.00,1350.00
2015-11-09,3187.06,413.00,1310.00
2015-11-10,3377.69,436.00,1330.00
2015-11-11,3203.62,414.00,1310.00
2015-11-12,3140.56,423.00,1320.00
2015-11-13,3294.51,404.00,1300.00
2015-11-14,3083.00,416.00,1310.00
2015-11-15,3122.55,403.00,1300.00
2015-11-16,2908.20,395.00,1300.00
2015-11-17,2910.09,409.00,1310.00
2015-11-18,2863.53,413.00,1340.00
2015-11-19,3363.91,460.00,1380.00
2015-11-20,4272.49,479.00,1400.00
2015-11-21,2224.10,445.00,1340.00
2015-11-22,2756.85,423.00,1320.00
2015-11-23,2553.66,441.00,1340.00
2015-11-24,3054.93,461.00,1360.00
2015-11-25,6424.64,467.00,1370.00
2015-11-26,3013.73,437.00,1340.00
2015-11-27,2662.12,409.00,1320.00
2015-11-28,2626.31,413.00,1330.00
2015-11-29,2533.05,434.00,1330.00
2015-11-30,2830.39,437.00,1320.00
2015-12-01,2589.52,413.00,1310.00
2015-12-02,2465.11,423.00,1340.00
2015-12-03,2971.41,428.00,1330.00
2015-12-04,2307.02,427.00,1330.00
2015-12-05,3085.05,430.00,1330.00
2015-12-06,2738.41,422.00,1320.00
2015-12-07,3224.37,454.00,1340.00
2015-12-08,3860.55,486.00,1380.00
2015-12-09,3563.29,491.01,1390.00
2015-12-10,3879.61,467.00,1380.00
2015-12-11,3536.42,470.00,1380.00
2015-12-12,2842.80,424.00,1330.00
2015-12-13,3079.08,407.00,1320.00
2015-12-14,3454.63,420.00,1330.00
2015-12-15,3249.08,380.00,1280.00
2015-12-16,2660.65,369.00,1270.00
2015-12-17,3018.95,366.00,1260.00
2015-12-18,2852.31,355.00,1250.00
2015-12-19,3065.85,347.00,1250.00
2015-12-20,3092.76,347.00,1250.00
2015-12-21,3585.24,347.00,1250.00
2015-12-22,3315.04,336.00,1240.00
2015-12-23,3227.98,329.00,1230.00
2015-12-24,3126.60,321.00,1220.00
2015-12-25,2783.53,324.00,1220.00
2015-12-26,2759.29,321.01,1210.00
2015-12-27,2254.20,311.00,1230.00
2015-12-28,2123.06,305.00,1200.00
2015-12-29,2136.20,297.00,1210.00
2015-12-30,2366.38,283.00,1190.00
2015-12-31,2212.77,278.00,1180.00
2016-01-01,2021.73,284.00,1200.00
2016-01-02,2092.86,288.00,1200.00
2016-01-03,2392.97,309.00,1200.00
2016-01-04,2459.91,317.00,1210.00
2016-01-05,3016.32,331.00,1220.00
2016-01-06,3075.13,337.00,1220.00
2016-01-07,2899.72,327.00,1220.00
2016-01-08,2817.78,335.00,1230.00
2016-01-09,2837.36,343.00,1240.00
2016-01-10,2793.69,339.00,1240.00
2016-01-11,2763.03,339.00,1240.00
2016-01-12,2434.45,328.00,1230.00
2016-01-13,2387.64,331.00,1240.00
2016-01-14,3057.38,364.00,1250.00
2016-01-15,3472.51,333.00,1240.00
2016-01-16,2883.39,351.00,1260.00
2016-01-17,3196.54,355.00,1260.00
2016-01-18,2962.22,355.00,1260.00
2016-01-19,3333.51,346.00,1250.00
2016-01-20,2985.25,350.00,1260.00
2016-01-21,3058.76,341.00,1250.00
2016-01-22,2651.16,330.00,1240.00
2016-01-23,2552.72,335.00,1240.00
2016-01-24,2902.44,342.00,1250.00
2016-01-25,2682.27,345.00,1250.00
2016-01-26,2636.42,332.00,1240.00
2016-01-27,2472.22,339.00,1250.00
2016-01-28,2574.33,324.00,1230.00
2016-01-29,2999.10,371.00,1270.00
2016-01-30,3751.70,394.00,1290.00
2016-01-31,2960.82,353.00,1250.00
2016-02-01,2505.39,341.00,1240.00
2016-02-02,2561.83,339.00,1240.00
2016-02-03,2453.78,341.00,1240.00
2016-02-04,2462.99,354.00,1250.00
2016-02-05,2812.04,348.00,1250.00
2016-02-06,2411.73,355.00,1250.00
2016-02-07,2637.65,352.00,1250.00
2016-02-08,2169.28,347.00,1240.00
2016-02-09,2891.15,338.00,1240.00
2016-02-10,2549.99,345.00,1250.00
2016-02-11,2499.36,347.00,1250.00
2016-02-12,2545.30,346.00,1250.00
2016-02-13,2589.70,322.00,1220.00
2016-02-14,2726.22,330.00,1240.00
2016-02-15,3144.09,341.00,1250.00
2016-02-16,2917.91,356.00,1250.00
2016-02-17,2682.45,364.00,1240.00
2016-02-18,3202.78,370.00,1290.00
2016-02-19,3167.07,352.00,1290.00
2016-02-20,3041.20,314.00,1270.00
2016-02-21,2580.40,332.00,1270.00
2016-02-22,2649.97,320.00,1270.00
2016-02-23,2527.04,300.00,1270.00
2016-02-24,2476.62,334.00,1260.00
2016-02-25,2594.94,364.00,1260.00
2016-02-26,2588.06,353.00,1250.00
2016-02-27,2612.22,370.00,1270.00
2016-02-28,3268.45,375.00,1270.00
2016-02-29,2386.70,377.00,1270.00
2016-03-01,2744.74,354.00,1260.00
2016-03-02,2714.08,385.00,1290.00
2016-03-03,2585.15,382.00,1270.00
2016-03-04,2771.67,389.00,1280.00
2016-03-05,2953.20,389.00,1280.00
2016-03-06,2884.68,426.00,1320.00
2016-03-07,3027.82,429.00,1340.00
2016-03-08,2978.07,439.00,1340.00
2016-03-09,2797.04,433.00,1330.00
2016-03-10,3083.00,405.00,1310.00
2016-03-11,3045.80,420.00,1330.00
2016-03-12,2991.84,431.00,1340.00
2016-03-13,3101.75,462.00,1370.00
2016-03-14,4165.13,518.00,1420.00
2016-03-15,4002.37,463.00,1360.00
2016-03-16,3660.11,456.00,1360.00
2016-03-17,3125.62,449.00,1350.00
2016-03-18,2989.80,418.00,1320.00
2016-03-19,2813.72,405.00,1320.00
2016-03-20,2707.54,415.00,1330.00
2016-03-21,2855.35,446.00,1350.00
2016-03-22,3567.97,502.00,1390.00
2016-03-23,3949.17,469.00,1350.00
2016-03-24,3228.42,434.00,1340.00
2016-03-25,3563.34,464.00,1370.00
2016-03-26,2952.52,442.00,1340.00
2016-03-27,2939.33,437.00,1330.00
2016-03-28,3424.04,481.00,1370.00
2016-03-29,3476.56,454.00,1340.00
2016-03-30,3118.98,446.00,1340.00
2016-03-31,3020.68,439.00,1350.00
2016-04-01,3529.60,475.00,1370.00
2016-04-02,3424.26,471.00,1370.00
2016-04-03,3984.64,524.00,1420.00
2016-04-04,4412.87,563.00,1460.00
2016-04-05,4857.17,617.00,1510.00
2016-04-06,4551.04,615.00,1480.00
2016-04-07,5278.95,689.00,1500.00
2016-04-08,5554.19,460.00,1470.00
2016-04-09,6146.90,560.00,2280.00
2016-04-10,7569.03,950.00,2680.00
2016-04-11,9433.64,1070.00,2800.00
2016-04-12,8986.96,890.00,3070.00
2016-04-13,10556.22,1180.00,3390.00
2016-04-14,12010.68,1310.00,3490.00
2016-04-15,10763.58,1120.00,3320.00
2016-04-16,8406.78,760.00,3560.00
2016-04-17,7918.78,690.00,4010.00
2016-04-18,7693.36,620.00,4470.00
2016-04-19,7516.12,590.00,5090.00
2016-04-20,8545.00,750.00,5740.00
2016-04-21,10009.18,890.00,6380.00
2016-04-22,12086.74,970.00,6950.00
2016-04-23,13846.01,1060.00,7550.00
2016-04-24,14174.02,1120.00,8080.00
2016-04-25,12284.34,1060.00,8130.00
2016-04-26,11637.08,910.00,8350.00
2016-04-27,10349.95,870.00,9120.00
2016-04-28,9724.13,690.00,9860.00
2016-04-29,9353.97,860.00,10400.00
2016-04-30,9563.03,890.00,10400.00
2016-05-01,9167.97,950.00,10400.00
2016-05-02,9350.65,1000.00,10500.00
2016-05-03,10373.92,1080.00,10600.00
2016-05-04,11401.55,900.00,11400.00
2016-05-05,13429.33,1200.00,12300.00
2016-05-06,15899.19,1500.00,12500.00
2016-05-07,18295.95,1500.00,12600.00
2016-05-08,18746.99,1500.00,12600.00
2016-05-09,19781.22,1600.00,12700.00
2016-05-10,21477.64,1500.00,12500.00
2016-05-11,18511.27,1300.00,12300.00
2016-05-12,14968.03,1200.00,12200.00
2016-05-13,13828.77,1000.00,12000.00
2016-05-14,14328.18,1000.00,12000.00
2016-05-15,16187.91,1100.00,12100.00
2016-05-16,17014.05,1000.00,12100.00
2016-05-17,15954.27,1100.00,12100.00
2016-05-18,15439.74,1000.00,12000.00
2016-05-19,16017.71,1100.00,12000.00
2016-05-20,17666.37,1200.00,12200.00
2016-05-21,19326.38,1300.00,12300.00
2016-05-22,19347.25,1200.00,12300.00
2016-05-23,16585.73,1100.00,12100.00
2016-05-24,14574.76,1000.00,11900.00
2016-05-25,14248.64,1000.00,11900.00
2016-05-26,13938.94,1000.00,11900.00
2016-05-27,13511.33,900.00,11800.00
2016-05-28,12986.18,1000.00,11800.00
2016-05-29,13209.40,1000.00,11800.00
2016-05-30,13390.44,900.00,11700.00
2016-05-31,14312.42,1000.00,11800.00
2016-06-01,14134.11,700.00,12400.00
2016-06-02,14652.11,700.00,13300.00
2016-06-03,15561.17,600.00,14100.00
2016-06-04,16868.19,500.00,14800.00
2016-06-05,17959.31,300.00,15600.00
2016-06-06,19895.08,500.00,15900.00
2016-06-07,20464.28,200.00,16600.00
2016-06-08,20469.81,100.00,17200.00
2016-06-09,20626.45,500.00,16700.00
2016-06-10,20931.70,600.00,15800.00
2016-06-11,19675.12,600.00,15100.00
2016-06-12,18187.96,700.00,14400.00
2016-06-13,16286.57,600.00,14100.00
2016-06-14,14588.77,600.00,14000.00
2016-06-15,14854.30,500.00,14100.00
2016-06-16,14057.29,500.00,14000.00
2016-06-17,13343.36,400.00,13900.00
2016-06-18,12487.10,600.00,13900.00
2016-06-19,12469.24,600.00,13900.00
2016-06-20,12042.64,600.00,13900.00
2016-06-21,11055.40,500.00,13900.00
2016-06-22,11064.22,500.00,13900.00
2016-06-23,10588.42,400.00,13800.00
2016-06-24,9820.14,300.00,13800.00
2016-06-25,9529.33,400.00,14000.00
2016-06-26,8906.31,400.00,14000.00
2016-06-27,8371.23,500.00,14000.00
2016-06-28,7937.06,300.00,13900.00
2016-06-29,7681.64,300.00,13900.00
2016-06-30,7966.43,300.00,13900.00
2016-07-01,7913.93,300.00,13900.00
2016-07-02,7712.50,200.00,13800.00
2016-07-03,6951.87,100.00,13800.00
2016-07-04,6862.76,100.00,13800.00
2016-07-05,6640.62,100.00,13700.00
2016-07-06,6542.65,200.00,13700.00
2016-07-07,6150.07,100.00,13700.00
2016-07-08,6024.72,100.00,13700.00
2016-07-09,5695.00,200.00,13700.00
2016-07-10,6111.47,200.00,13700.00
2016-07-11,6706.05,300.00,13800.00
2016-07-12,5973.85,300.00,13800.00
2016-07-13,5749.53,500.00,13500.00
2016-07-14,5323.72,300.00,13400.00
2016-07-15,5163.27,400.00,13400.00
2016-07-16,4907.07,400.00,13300.00
2016-07-17,4641.91,400.00,13300.00
2016-07-18,4898.72,400.00,13300.00
2016-07-19,4987.39,1000.00,12600.00
2016-07-20,4302.01,300.00,12000.00
2016-07-21,4495.83,500.00,12400.00
2016-07-22,4573.08,600.00,12500.00
2016-07-23,4086.52,600.00,12500.00
2016-07-24,4138.87,600.00,12700.00
2016-07-25,4038.96,500.00,12600.00
2016-07-26,3950.92,400.00,12600.00
2016-07-27,4073.28,500.00,12600.00
2016-07-28,4047.53,500.00,12600.00
2016-07-29,3655.59,500.00,12700.00
2016-07-30,3885.35,600.00,12600.00
2016-07-31,4034.34,500.00,12500.00
2016-08-01,3228.15,400.00,12500.00
2016-08-02,3681.50,400.00,12600.00
2016-08-03,3896.72,600.00,12400.00
2016-08-04,3380.11,500.00,12200.00
2016-08-05,3486.48,500.00,12200.00
2016-08-06,3230.10,400.00,12100.00
2016-08-07,3821.62,400.00,12200.00
2016-08-08,4090.43,500.00,12200.00
2016-08-09,3608.86,500.00,11800.00
2016-08-10,3427.55,400.00,11700.00
2016-08-11,3319.03,400.00,11700.00
2016-08-12,3512.13,400.00,11700.00
2016-08-13,3307.13,300.00,11600.00
2016-08-14,3030.16,200.00,11500.00
2016-08-15,3024.36,300.00,11500.00
2016-08-16,3684.47,200.00,11600.00
2016-08-17,3127.98,300.00,11700.00
2016-08-18,3146.43,400.00,11800.00
2016-08-19,3710.12,300.00,11700.00
2016-08-20,2995.94,300.00,11700.00
2016-08-21,3338.08,400.00,12000.00
2016-08-22,3176.67,400.00,11900.00
2016-08-23,2881.99,500.00,11600.00
2016-08-24,2990.14,500.00,11100.00
2016-08-25,3387.00,300.00,10900.00
2016-08-26,3258.39,300.00,10900.00
2016-08-27,2780.79,300.00,10900.00
2016-08-28,3094.36,400.00,10900.00
2016-08-29,3328.37,300.00,10800.00
2016-08-30,3199.32,470.00,10100.00
2016-08-31,2911.32,270.00,9790.00
2016-09-01,3071.42,280.00,9770.00
2016-09-02,3250.19,270.00,9840.00
2016-09-03,3079.37,300.00,9810.00
2016-09-04,2863.50,280.00,9700.00
2016-09-05,3311.63,320.00,9700.00
2016-09-06,3208.47,160.00,9660.00
2016-09-07,3144.16,570.00,9230.00
2016-09-08,2867.72,390.00,8570.00
2016-09-09,2917.52,430.00,8080.00
2016-09-10,2896.19,260.00,7860.00
2016-09-11,2974.40,260.00,7900.00
2016-09-12,2755.31,170.00,7880.00
2016-09-13,2977.70,380.00,8050.00
2016-09-14,4066.74,1050.00,6740.00
2016-09-15,3118.15,450.00,6070.00
2016-09-16,3168.17,400.00,6060.00
2016-09-17,3121.28,400.00,6020.00
2016-09-18,2895.51,370.00,5960.00
2016-09-19,3282.51,390.00,5950.00
2016-09-20,2980.47,430.00,5970.00
2016-09-21,3177.30,380.00,5890.00
2016-09-22,3691.44,440.00,6000.00
2016-09-23,4845.61,790.00,5820.00
2016-09-24,4532.74,590.00,5620.00
2016-09-25,4336.06,530.00,5540.00
2016-09-26,3854.32,480.00,5510.00
2016-09-27,3849.89,490.00,5500.00
2016-09-28,3551.18,690.00,5210.00
2016-09-29,3794.85,540.00,5060.00
2016-09-30,3723.34,540.00,5060.00
2016-10-01,3692.49,540.00,5060.00
2016-10-02,3461.33,570.00,5090.00
2016-10-03,4830.74,660.00,5190.00
2016-10-04,5391.73,610.00,5180.00
2016-10-05,5396.42,640.00,5200.00
2016-10-06,4409.52,760.00,4870.00
2016-10-07,4117.90,610.00,4640.00
2016-10-08,3991.62,560.00,4610.00
2016-10-09,3976.76,550.00,4600.00
2016-10-10,3838.91,550.00,4590.00
2016-10-11,3663.07,530.00,4580.00
2016-10-12,3888.06,540.00,4590.00
2016-10-13,3899.69,580.00,4580.00
2016-10-14,3676.32,730.00,4220.00
2016-10-15,4144.94,580.00,4090.00
2016-10-16,5945.36,640.00,4160.00
2016-10-17,5998.69,970.00,3890.00
2016-10-18,4879.57,570.00,3620.00
2016-10-19,6061.60,660.00,3700.00
2016-10-20,5362.16,640.00,3670.00
2016-10-21,4438.29,670.00,3600.00
2016-10-22,4138.87,590.00,3400.00
2016-10-23,4178.84,560.00,3410.00
2016-10-24,4385.87,580.00,3440.00
2016-10-25,5005.79,770.00,3480.00
2016-10-26,5251.93,760.00,3070.00
2016-10-27,4883.49,630.00,2910.00
2016-10-28,5355.14,630.00,2900.00
2016-10-29,6206.78,890.00,2880.00
2016-10-30,10636.07,770.00,2730.00
2016-10-31,7319.27,890.00,2840.00
2016-11-01,9379.87,1010.00,2560.00
2016-11-02,6951.75,900.00,2090.00
2016-11-03,6070.96,630.00,1780.00
2016-11-04,5472.28,580.00,1650.00
2016-11-05,5323.35,510.00,1590.00
2016-11-06,5286.31,500.00,1590.00
2016-11-07,4958.66,490.00,1580.00
2016-11-08,4518.94,480.00,1560.00
2016-11-09,4482.69,450.00,1550.00
2016-11-10,4319.62,440.00,1550.00
2016-11-11,4309.91,440.00,1550.00
2016-11-12,4294.53,440.00,1550.00
2016-11-13,4182.92,440.00,1540.00
2016-11-14,4310.36,440.00,1530.00
2016-11-15,3831.09,420.00,1520.00
2016-11-16,3815.33,430.00,1530.00
2016-11-17,3968.41,410.00,1530.00
2016-11-18,3772.92,420.00,1520.00
2016-11-19,3375.84,420.00,1510.00
2016-11-20,3602.16,420.00,1510.00
2016-11-21,4319.87,440.00,1530.00
2016-11-22,4195.23,430.00,1520.00
2016-11-23,3757.34,430.00,1510.00
2016-11-24,3869.29,430.00,1510.00
2016-11-25,3236.23,410.00,1490.00
2016-11-26,3337.97,410.00,1490.00
2016-11-27,3574.32,430.00,1510.00
2016-11-28,3998.75,430.00,1520.00
2016-11-29,3581.57,420.00,1500.00
2016-11-30,3251.25,420.00,1500.00
2016-12-01,3450.22,440.00,1520.00
2016-12-02,3418.20,420.00,1510.00
2016-12-03,3228.27,410.00,1500.00
2016-12-04,3631.22,420.00,1510.00
2016-12-05,4219.99,410.00,1510.00
2016-12-06,2995.60,380.00,1480.00
2016-12-07,2592.97,360.00,1460.00
2016-12-08,2729.17,380.00,1470.00
2016-12-09,2798.22,410.00,1490.00
2016-12-10,3970.99,420.00,1500.00
2016-12-11,4279.36,450.00,1520.00
2016-12-12,3508.70,430.00,1510.00
2016-12-13,3419.23,440.00,1520.00
2016-12-14,3356.97,450.00,1520.00
2016-12-15,4724.66,430.00,1510.00
2016-12-16,5531.86,410.00,1490.00
2016-12-17,3967.17,270.00,1360.00
2016-12-18,2628.76,320.00,1410.00
2016-12-19,2605.98,360.00,1430.00
2016-12-20,3135.16,420.00,1490.00
2016-12-21,4035.94,410.00,1470.00
2016-12-22,3117.21,390.00,1460.00
2016-12-23,2527.91,380.00,1470.00
2016-12-24,3279.06,430.00,1510.00
2016-12-25,3668.35,380.00,1480.00
2016-12-26,3057.38,350.00,1450.00
2016-12-27,2860.21,400.00,1500.00
2016-12-28,3824.78,380.00,1490.00
2016-12-29,3797.50,380.00,1490.00
2016-12-30,2722.41,400.00,1510.00
2016-12-31,3246.39,400.00,1480.00
2017-01-01,2911.38,360.00,1450.00
2017-01-02,3025.70,390.00,1480.00
2017-01-03,2844.16,380.00,1470.00
2017-01-04,4453.59,370.00,1480.00
2017-01-05,3048.80,300.00,1400.00
2017-01-06,2212.20,280.00,1380.00
2017-01-07,2182.73,280.00,1390.00
2017-01-08,2694.57,390.00,1500.00
2017-01-09,4926.75,460.00,1560.00
2017-01-10,4730.78,430.00,1540.00
2017-01-11,4332.42,430.00,1540.00
2017-01-12,4305.65,390.00,1490.00
2017-01-13,2776.58,370.00,1480.00
2017-01-14,2643.65,370.00,1480.00
2017-01-15,2562.51,360.00,1440.00
2017-01-16,2587.40,320.00,1410.00
2017-01-17,2588.00,360.00,1450.00
2017-01-18,3803.17,360.00,1450.00
2017-01-19,2976.35,380.00,1470.00
2017-01-20,3292.13,400.00,1480.00
2017-01-21,3456.99,420.00,1490.00
2017-01-22,3402.78,450.00,1520.00
2017-01-23,3611.29,440.00,1510.00
2017-01-24,3455.30,450.00,1520.00
2017-01-25,3407.08,430.00,1510.00
2017-01-26,3106.78,430.00,1530.00
2017-01-27,2891.85,400.00,1490.00
2017-01-28,2788.03,410.00,1480.00
2017-01-29,2609.49,360.00,1460.00
2017-01-30,2912.78,360.00,1470.00
2017-01-31,3098.09,410.00,1520.00
2017-02-01,2973.52,410.00,1510.00
2017-02-02,3448.08,420.00,1520.00
2017-02-03,3816.34,430.00,1520.00
2017-02-04,3488.22,430.00,1520.00
2017-02-05,3863.88,440.00,1530.00
2017-02-06,3631.71,460.00,1550.00
2017-02-07,3906.72,480.00,1570.00
2017-02-08,3741.45,460.00,1560.00
2017-02-09,7081.41,540.00,1640.00
2017-02-10,6119.62,750.00,1840.00
2017-02-11,6107.55,890.00,1980.00
2017-02-12,4919.30,700.00,1800.00
2017-02-13,4478.27,630.00,1720.00
2017-02-14,4363.57,590.00,1680.00
2017-02-15,4113.77,570.00,1660.00
2017-02-16,4009.72,570.00,1680.00
2017-02-17,4044.34,560.00,1670.00
2017-02-18,4661.21,570.00,1680.00
2017-02-19,4666.05,600.00,1710.00
2017-02-20,6375.77,610.00,1720.00
2017-02-21,5516.88,70.00,2000.00
2017-02-22,4819.37,80.00,3130.00
2017-02-23,4706.91,490.00,3860.00
2017-02-24,4197.21,410.00,3790.00
2017-02-25,3941.43,410.00,3840.00
2017-02-26,3986.77,410.00,3840.00
2017-02-27,3130.58,-630.00,4040.00
2017-02-28,3790.17,100.00,6790.00
2017-03-01,2802.07,230.00,7010.00
2017-03-02,3948.61,320.00,7070.00
2017-03-03,3863.22,310.00,7090.00
2017-03-04,3966.69,290.00,7050.00
2017-03-05,3932.22,310.00,7080.00
2017-03-06,4194.97,320.00,7040.00
2017-03-07,3758.16,310.00,7110.00
2017-03-08,4151.65,320.00,7130.00
2017-03-09,4747.67,340.00,7130.00
2017-03-10,5261.78,450.00,7230.00
2017-03-11,6081.76,540.00,7340.00
2017-03-12,5203.90,490.00,7280.00
2017-03-13,4372.75,-680.00,7880.00
2017-03-14,4623.19,-500.00,11700.00
2017-03-15,6413.82,700.00,13800.00
2017-03-16,7206.72,800.00,14100.00
2017-03-17,7586.27,100.00,14700.00
2017-03-18,8518.30,1000.00,17100.00
2017-03-19,10547.41,1400.00,17500.00
2017-03-20,12994.48,1700.00,17800.00
2017-03-21,12926.06,1600.00,17900.00
2017-03-22,13616.69,1900.00,18200.00
2017-03-23,14929.50,1700.00,18000.00
2017-03-24,12615.06,800.00,18400.00
2017-03-25,12965.24,1300.00,19400.00
2017-03-26,12132.51,1200.00,19300.00
2017-03-27,11183.86,1100.00,19200.00
2017-03-28,11054.93,1200.00,19300.00
2017-03-29,10987.78,1000.00,19200.00
2017-03-30,11977.59,1200.00,19400.00
2017-03-31,13069.80,2000.00,19100.00
2017-04-01,12334.82,1200.00,17500.00
2017-04-02,13021.59,1300.00,17600.00
2017-04-03,10438.54,1300.00,17300.00
2017-04-04,12060.76,1000.00,17000.00
2017-04-05,12777.96,1000.00,16900.00
2017-04-06,11293.33,1500.00,16500.00
2017-04-07,11701.38,900.00,15100.00
2017-04-08,13891.93,1100.00,15300.00
2017-04-09,12985.93,1100.00,15400.00
2017-04-10,11580.80,600.00,15400.00
2017-04-11,11048.35,500.00,18000.00
2017-04-12,11739.15,1400.00,19400.00
2017-04-13,12336.39,1400.00,19400.00
2017-04-14,14592.57,1300.00,19500.00
2017-04-15,14763.11,1300.00,19400.00
2017-04-16,14094.68,1200.00,19300.00
2017-04-17,14501.32,1800.00,19300.00
2017-04-18,14827.73,1900.00,16700.00
2017-04-19,14816.16,1400.00,15600.00
2017-04-20,15692.23,1500.00,15700.00
2017-04-21,15044.45,1300.00,15600.00
2017-04-22,14467.98,1300.00,15500.00
2017-04-23,14666.01,1200.00,15500.00
2017-04-24,15451.43,1300.00,15600.00
2017-04-25,16060.53,1000.00,15900.00
2017-04-26,15806.53,1300.00,16400.00
2017-04-27,16278.26,1300.00,16600.00
2017-04-28,14455.40,700.00,17200.00
2017-04-29,13223.80,1200.00,18500.00
2017-04-30,12879.50,1200.00,18300.00
2017-05-01,12535.71,1100.00,18200.00
2017-05-02,10807.35,1300.00,18200.00
2017-05-03,12160.50,1200.00,18200.00
2017-05-04,14923.19,1400.00,18300.00
2017-05-05,16887.92,900.00,18500.00
2017-05-06,22031.25,1600.00,19700.00
2017-05-07,26543.87,1900.00,20100.00
2017-05-08,29748.51,2100.00,20400.00
2017-05-09,32342.31,2100.00,20500.00
2017-05-10,32311.80,2100.00,20600.00
2017-05-11,38533.82,2800.00,20500.00
2017-05-12,36020.14,2100.00,18500.00
2017-05-13,40165.77,2400.00,18700.00
2017-05-14,38778.64,1900.00,18300.00
2017-05-15,33138.17,2200.00,17700.00
2017-05-16,30278.29,2100.00,15000.00
2017-05-17,29344.50,2000.00,13000.00
2017-05-18,26213.00,1300.00,11600.00
2017-05-19,22621.87,1300.00,11500.00
2017-05-20,20559.70,1000.00,11300.00
2017-05-21,19344.34,1000.00,11300.00
2017-05-22,20216.92,1000.00,11400.00
2017-05-23,21898.16,1100.00,11500.00
2017-05-24,25495.86,1600.00,11700.00
2017-05-25,31078.83,1600.00,10700.00
2017-05-26,32227.55,1350.00,10600.00
2017-05-27,27970.72,1260.00,10600.00
2017-05-28,24760.87,1150.00,10500.00
2017-05-29,25203.48,1180.00,10400.00
2017-05-30,28487.79,1310.00,10500.00
2017-05-31,31326.76,1330.00,10500.00
2017-06-01,33915.88,500.00,10700.00
2017-06-02,36662.46,300.00,14000.00
2017-06-03,39779.59,200.00,17000.00
2017-06-04,41069.39,1200.00,19500.00
2017-06-05,41630.08,700.00,20700.00
2017-06-06,44305.14,1200.00,21500.00
2017-06-07,43889.65,600.00,21900.00
2017-06-08,43679.52,1100.00,23400.00
2017-06-09,44489.10,1100.00,23300.00
2017-06-10,42590.61,800.00,23000.00
2017-06-11,37165.14,800.00,23000.00
2017-06-12,32454.29,900.00,23000.00
2017-06-13,32165.17,300.00,23800.00
2017-06-14,31782.40,1100.00,25200.00
2017-06-15,27247.78,1000.00,25100.00
2017-06-16,26803.36,2200.00,24400.00
2017-06-17,31956.64,1300.00,21500.00
2017-06-18,37986.70,1200.00,21500.00
2017-06-19,35426.75,1200.00,21400.00
2017-06-20,33755.11,1000.00,21200.00
2017-06-21,35231.86,700.00,21400.00
2017-06-22,35970.77,400.00,22300.00
2017-06-23,34619.53,500.00,23500.00
2017-06-24,29901.72,600.00,24000.00
2017-06-25,27259.87,600.00,23900.00
2017-06-26,26213.05,600.00,23900.00
2017-06-27,25744.10,800.00,24000.00
2017-06-28,27748.00,1400.00,23600.00
2017-06-29,26075.13,1300.00,21300.00
2017-06-30,23769.41,1200.00,19700.00
2017-07-01,21031.43,900.00,18900.00
2017-07-02,20668.08,800.00,18900.00
2017-07-03,20548.67,800.00,19000.00
2017-07-04,20475.16,800.00,19000.00
2017-07-05,20827.43,600.00,19100.00
