date,qu,gain,qd
1990-04-13,6331.10,560.00,1930.00
1990-04-14,5952.51,560.00,1920.00
1990-04-15,6065.53,230.00,2020.00
1990-04-16,7013.27,260.00,2590.00
1990-04-17,8524.69,540.00,2970.00
1990-04-18,8454.85,290.00,3150.00
1990-04-19,8496.33,200.00,3530.00
1990-04-20,9146.34,120.00,4020.00
1990-04-21,9932.33,380.00,4360.00
1990-04-22,10992.25,200.00,4610.00
1990-04-23,11032.64,250.00,5140.00
1990-04-24,11037.15,430.00,5400.00
1990-04-25,10279.73,410.00,5390.00
1990-04-26,10440.24,410.00,5390.00
1990-04-27,9899.37,350.00,5340.00
1990-04-28,11408.42,500.00,5490.00
1990-04-29,12027.60,520.00,5520.00
1990-04-30,8796.68,400.00,5380.00
1990-05-01,7709.54,340.00,5300.00
1990-05-02,7443.02,330.00,5270.00
1990-05-03,6668.04,860.00,5800.00
1990-05-04,6773.57,3290.00,8270.00
1990-05-05,7884.08,5450.00,10600.00
1990-05-06,8865.15,3850.00,10900.00
1990-05-07,10859.88,3480.00,11200.00
1990-05-08,11667.73,1700.00,11700.00
1990-05-09,10821.17,1910.00,11900.00
1990-05-10,9352.68,1800.00,11800.00
1990-05-11,9184.73,1500.00,11800.00
1990-05-12,9733.97,900.00,11700.00
1990-05-13,10707.48,900.00,11900.00
1990-05-14,10076.77,1200.00,12200.00
1990-05-15,8837.52,1200.00,12200.00
1990-05-16,8602.80,1200.00,12200.00
1990-05-17,8171.04,1000.00,12000.00
1990-05-18,8102.72,700.00,11400.00
1990-05-19,8331.56,800.00,11300.00
1990-05-20,9311.22,800.00,11300.00
1990-05-21,8626.90,700.00,11400.00
1990-05-22,8702.67,700.00,12100.00
1990-05-23,9481.14,800.00,12500.00
1990-05-24,12962.77,900.00,12900.00
1990-05-25,12976.07,900.00,12900.00
1990-05-26,11458.41,800.00,12800.00
1990-05-27,10576.87,800.00,12800.00
1990-05-28,10686.98,800.00,12800.00
1990-05-29,12408.09,900.00,12900.00
1990-05-30,13796.11,1000.00,13000.00
1990-05-31,14501.75,1000.00,13000.00
1990-06-01,14918.11,700.00,12300.00
1990-06-02,13018.24,600.00,11200.00
1990-06-03,11325.92,710.00,10700.00
1990-06-04,11368.34,730.00,10700.00
1990-06-05,13030.46,810.00,10800.00
1990-06-06,15522.75,1600.00,11900.00
1990-06-07,14594.69,900.00,12300.00
1990-06-08,15448.30,800.00,12300.00
1990-06-09,15176.38,700.00,12200.00
1990-06-10,16724.57,800.00,12300.00
1990-06-11,20678.58,900.00,12400.00
1990-06-12,21246.95,800.00,12300.00
1990-06-13,17711.16,800.00,12300.00
1990-06-14,14285.60,800.00,12300.00
1990-06-15,12947.61,800.00,12300.00
1990-06-16,12473.49,800.00,12300.00
1990-06-17,12551.48,800.00,12300.00
1990-06-18,12020.03,800.00,12300.00
1990-06-19,12627.24,800.00,12300.00
1990-06-20,13527.55,800.00,12300.00
1990-06-21,14005.68,800.00,12600.00
1990-06-22,15078.58,800.00,12800.00
1990-06-23,15381.04,800.00,13100.00
1990-06-24,15645.07,800.00,13300.00
1990-06-25,16473.74,800.00,13300.00
1990-06-26,16266.83,800.00,13300.00
1990-06-27,15157.87,800.00,13200.00
1990-06-28,14993.54,700.00,13200.00
1990-06-29,13151.44,700.00,13200.00
1990-06-30,12502.44,800.00,13500.00
1990-07-01,11834.45,800.00,14000.00
1990-07-02,12005.01,700.00,14200.00
1990-07-03,12546.54,600.00,14100.00
1990-07-04,11612.00,600.00,14100.00
1990-07-05,10442.46,600.00,14100.00
1990-07-06,9776.14,600.00,14100.00
1990-07-07,9410.60,500.00,14000.00
1990-07-08,8754.90,500.00,14000.00
1990-07-09,9137.72,500.00,14000.00
1990-07-10,8659.70,500.00,14000.00
1990-07-11,8344.45,500.00,14000.00
1990-07-12,7697.71,400.00,13900.00
1990-07-13,7353.10,400.00,13900.00
1990-07-14,6870.32,300.00,13800.00
1990-07-15,7070.54,300.00,13800.00
1990-07-16,6403.51,200.00,13700.00
1990-07-17,5997.35,100.00,13600.00
1990-07-18,6221.80,100.00,13600.00
1990-07-19,5709.72,100.00,13600.00
1990-07-20,5283.90,100.00,13600.00
1990-07-21,5789.31,100.00,13600.00
1990-07-22,5723.56,200.00,13600.00
1990-07-23,4899.78,200.00,13600.00
1990-07-24,5016.59,100.00,13600.00
1990-07-25,5578.04,100.00,13600.00
1990-07-26,5170.65,100.00,13600.00
1990-07-27,4953.02,200.00,13200.00
1990-07-28,4695.08,100.00,13000.00
1990-07-29,4689.67,200.00,12700.00
1990-07-30,4294.57,100.00,12600.00
1990-07-31,4424.92,100.00,12500.00
1990-08-01,3788.37,100.00,12500.00
1990-08-02,4357.02,0.00,12400.00
1990-08-03,3630.65,0.00,12400.00
1990-08-04,3720.50,-100.00,12300.00
1990-08-05,3357.56,-100.00,12300.00
1990-08-06,3674.63,0.00,12400.00
1990-08-07,3533.86,100.00,12500.00
1990-08-08,3577.13,100.00,12500.00
1990-08-09,3249.10,100.00,12500.00
1990-08-10,3584.55,100.00,12500.00
1990-08-11,3779.49,200.00,12600.00
1990-08-12,3600.26,200.00,12600.00
1990-08-13,3561.86,300.00,12700.00
1990-08-14,3782.99,300.00,12700.00
1990-08-15,3535.90,400.00,12800.00
1990-08-16,3575.79,500.00,12900.00
1990-08-17,4372.34,500.00,12500.00
1990-08-18,3136.59,400.00,12300.00
1990-08-19,4204.14,400.00,12300.00
1990-08-20,4127.49,600.00,12100.00
1990-08-21,4163.63,600.00,11600.00
1990-08-22,4155.84,500.00,11000.00
1990-08-23,3868.42,800.00,10800.00
1990-08-24,3793.38,520.00,10500.00
1990-08-25,4389.07,530.00,10500.00
1990-08-26,3629.01,530.00,10500.00
1990-08-27,3362.16,440.00,10400.00
1990-08-28,3625.00,710.00,9730.00
1990-08-29,3733.52,600.00,8610.00
1990-08-30,3260.63,240.00,8200.00
1990-08-31,3012.48,210.00,8180.00
1990-09-01,3042.11,190.00,8150.00
1990-09-02,2896.09,230.00,8150.00
1990-09-03,3062.38,70.00,8040.00
1990-09-04,3588.45,200.00,8170.00
1990-09-05,3318.29,250.00,8220.00
1990-09-06,3676.45,230.00,8170.00
1990-09-07,3387.92,200.00,8150.00
1990-09-08,3146.06,200.00,8180.00
1990-09-09,2823.67,70.00,8350.00
1990-09-10,2989.68,40.00,9260.00
1990-09-11,3155.88,200.00,10400.00
1990-09-12,3230.90,500.00,11000.00
1990-09-13,2649.40,200.00,11500.00
1990-09-14,3393.70,600.00,12800.00
1990-09-15,3432.03,700.00,13200.00
1990-09-16,3265.39,800.00,13300.00
1990-09-17,3614.01,800.00,13300.00
1990-09-18,3357.42,800.00,13300.00
1990-09-19,4314.15,900.00,13400.00
1990-09-20,4844.03,1100.00,13200.00
1990-09-21,4590.06,1000.00,12600.00
1990-09-22,3218.83,1000.00,12000.00
1990-09-23,4002.04,900.00,11400.00
1990-09-24,4420.56,870.00,10600.00
1990-09-25,3222.09,750.00,9340.00
1990-09-26,3491.56,390.00,8890.00
1990-09-27,3945.69,390.00,8880.00
1990-09-28,3219.78,470.00,8490.00
1990-09-29,3612.97,470.00,7910.00
1990-09-30,3601.17,690.00,6420.00
1990-10-01,3084.46,250.00,5270.00
1990-10-02,3125.74,40.00,5030.00
1990-10-03,2835.91,30.00,5020.00
1990-10-04,3076.91,220.00,4760.00
1990-10-05,2776.61,40.00,4550.00
1990-10-06,3812.80,300.00,4340.00
1990-10-07,3802.88,120.00,4130.00
1990-10-08,3240.11,110.00,4110.00
1990-10-09,3310.07,120.00,4110.00
1990-10-10,3452.18,230.00,4040.00
1990-10-11,3276.66,130.00,3820.00
1990-10-12,3285.23,230.00,3730.00
1990-10-13,3127.73,150.00,3640.00
1990-10-14,3193.27,140.00,3640.00
1990-10-15,4267.58,190.00,3680.00
1990-10-16,3890.56,180.00,3680.00
1990-10-17,4693.17,180.00,3660.00
1990-10-18,3036.82,150.00,3640.00
1990-10-19,3620.93,180.00,3650.00
1990-10-20,3850.52,150.00,3640.00
1990-10-21,2944.18,130.00,3630.00
1990-10-22,3183.15,150.00,3650.00
1990-10-23,3547.44,130.00,3630.00
1990-10-24,3341.02,130.00,3630.00
1990-10-25,3269.93,400.00,3410.00
1990-10-26,3219.03,420.00,3090.00
1990-10-27,3272.65,410.00,2890.00
1990-10-28,3576.36,480.00,2750.00
1990-10-29,3418.63,500.00,2570.00
1990-10-30,3122.87,520.00,2390.00
1990-10-31,3348.83,520.00,2180.00
1990-11-01,3534.87,520.00,2040.00
1990-11-02,4032.88,530.00,1790.00
1990-11-03,2765.11,450.00,1600.00
1990-11-04,2953.03,400.00,1540.00
1990-11-05,3839.84,430.00,1570.00
1990-11-06,4324.32,390.00,1530.00
1990-11-07,2505.05,380.00,1530.00
1990-11-08,2824.50,390.00,1520.00
1990-11-09,3022.71,380.00,1520.00
1990-11-10,3031.36,380.00,1520.00
1990-11-11,3127.47,380.00,1510.00
1990-11-12,3299.69,380.00,1510.00
1990-11-13,3275.06,370.00,1510.00
1990-11-14,3160.40,370.00,1500.00
1990-11-15,3290.26,370.00,1500.00
1990-11-16,2762.36,360.00,1500.00
1990-11-17,2935.20,360.00,1500.00
1990-11-18,2633.61,360.00,1500.00
1990-11-19,3818.81,360.00,1500.00
1990-11-20,2784.70,410.00,1550.00
1990-11-21,4415.31,380.00,1520.00
1990-11-22,3409.98,370.00,1510.00
1990-11-23,3417.04,370.00,1510.00
1990-11-24,3044.27,370.00,1500.00
1990-11-25,2925.95,360.00,1500.00
1990-11-26,3005.69,370.00,1510.00
1990-11-27,3027.89,360.00,1490.00
1990-11-28,2828.11,360.00,1490.00
1990-11-29,2432.73,350.00,1490.00
1990-11-30,2714.42,350.00,1490.00
1990-12-01,2922.53,350.00,1490.00
1990-12-02,2731.92,360.00,1500.00
1990-12-03,2911.93,350.00,1480.00
1990-12-04,2837.98,340.00,1480.00
1990-12-05,3101.29,360.00,1490.00
1990-12-06,2214.24,330.00,1470.00
1990-12-07,2533.78,310.00,1450.00
1990-12-08,2592.46,320.00,1460.00
1990-12-09,2687.83,340.00,1470.00
1990-12-10,2763.72,320.00,1460.00
1990-12-11,2820.82,330.00,1460.00
1990-12-12,1677.84,320.00,1460.00
1990-12-13,3406.17,300.00,1440.00
1990-12-14,2844.86,260.00,1400.00
1990-12-15,2328.12,250.00,1380.00
1990-12-16,2455.66,280.00,1400.00
1990-12-17,2628.15,330.00,1450.00
1990-12-18,2946.08,350.00,1470.00
1990-12-19,2724.02,340.00,1470.00
1990-12-20,2513.73,310.00,1440.00
1990-12-21,2158.42,240.00,1370.00
1990-12-22,2021.68,180.00,1300.00
1990-12-23,1989.74,240.00,1360.00
1990-12-24,2099.11,280.00,1400.00
1990-12-25,2333.60,330.00,1450.00
1990-12-26,2451.32,340.00,1460.00
1990-12-27,2637.29,330.00,1450.00
1990-12-28,2844.32,310.00,1430.00
1990-12-29,2591.24,240.00,1370.00
1990-12-30,2245.93,230.00,1350.00
1990-12-31,2511.88,310.00,1450.00
1991-01-01,2793.98,330.00,1500.00
1991-01-02,2751.82,320.00,1510.00
1991-01-03,2690.09,300.00,1480.00
1991-01-04,2518.82,270.00,1460.00
1991-01-05,2376.03,260.00,1440.00
1991-01-06,2308.56,290.00,1470.00
1991-01-07,2489.13,320.00,1500.00
1991-01-08,2722.45,330.00,1510.00
1991-01-09,2566.27,340.00,1520.00
1991-01-10,2340.57,330.00,1520.00
1991-01-11,2603.55,330.00,1500.00
1991-01-12,3013.12,330.00,1510.00
1991-01-13,3063.33,330.00,1510.00
1991-01-14,2758.28,330.00,1500.00
1991-01-15,2772.81,330.00,1500.00
1991-01-16,2719.10,340.00,1510.00
1991-01-17,2652.87,340.00,1510.00
1991-01-18,2703.58,340.00,1510.00
1991-01-19,3632.36,310.00,1480.00
1991-01-20,2813.53,260.00,1440.00
1991-01-21,1891.49,250.00,1430.00
1991-01-22,2214.15,310.00,1480.00
1991-01-23,2580.39,340.00,1500.00
1991-01-24,2458.86,320.00,1490.00
1991-01-25,2342.81,320.00,1480.00
1991-01-26,2311.93,320.00,1480.00
1991-01-27,2506.04,310.00,1480.00
1991-01-28,2411.68,320.00,1490.00
1991-01-29,2213.42,280.00,1440.00
1991-01-30,2110.24,300.00,1450.00
1991-01-31,2369.13,320.00,1470.00
1991-02-01,2454.05,360.00,1510.00
1991-02-02,2473.21,370.00,1520.00
1991-02-03,2438.21,330.00,1480.00
1991-02-04,2648.91,330.00,1480.00
1991-02-05,2485.96,320.00,1470.00
1991-02-06,2618.56,320.00,1470.00
1991-02-07,2492.82,310.00,1460.00
1991-02-08,2500.84,310.00,1460.00
1991-02-09,2434.71,310.00,1470.00
1991-02-10,2462.90,300.00,1450.00
1991-02-11,2431.27,300.00,1450.00
1991-02-12,2397.68,320.00,1470.00
1991-02-13,2454.75,340.00,1480.00
1991-02-14,2451.28,320.00,1470.00
1991-02-15,2608.25,360.00,1500.00
1991-02-16,2906.64,370.00,1510.00
1991-02-17,3455.42,390.00,1540.00
1991-02-18,2524.24,360.00,1510.00
1991-02-19,2449.26,360.00,1510.00
1991-02-20,2643.21,360.00,1500.00
1991-02-21,2419.96,360.00,1500.00
1991-02-22,2501.62,330.00,1500.00
1991-02-23,2350.91,340.00,1550.00
1991-02-24,2489.74,350.00,1560.00
1991-02-25,2483.50,340.00,1550.00
1991-02-26,2361.55,340.00,1550.00
1991-02-27,2462.04,340.00,1560.00
1991-02-28,2352.30,340.00,1560.00
1991-03-01,2924.86,370.00,1590.00
1991-03-02,3086.20,370.00,1590.00
1991-03-03,2986.14,370.00,1590.00
1991-03-04,3381.46,450.00,1670.00
1991-03-05,3517.64,570.00,1790.00
1991-03-06,4847.25,450.00,1670.00
1991-03-07,2759.77,400.00,1630.00
1991-03-08,2704.25,390.00,1610.00
1991-03-09,2749.58,350.00,1580.00
1991-03-10,2516.49,350.00,1580.00
1991-03-11,2792.85,370.00,1600.00
1991-03-12,2645.22,350.00,1580.00
1991-03-13,2611.72,350.00,1580.00
1991-03-14,2374.69,360.00,1580.00
1991-03-15,2709.54,360.00,1580.00
1991-03-16,2621.26,350.00,1580.00
1991-03-17,2879.68,350.00,1580.00
1991-03-18,2572.45,360.00,1590.00
1991-03-19,3022.23,360.00,1590.00
1991-03-20,2783.37,380.00,1610.00
1991-03-21,2645.33,360.00,1600.00
1991-03-22,2688.55,350.00,1590.00
1991-03-23,2669.76,350.00,1590.00
1991-03-24,3070.19,360.00,1600.00
1991-03-25,2947.20,350.00,1590.00
1991-03-26,3112.70,340.00,1590.00
1991-03-27,2562.67,350.00,1590.00
1991-03-28,2703.30,340.00,1580.00
1991-03-29,2803.06,340.00,1580.00
1991-03-30,2758.17,340.00,1580.00
1991-03-31,2825.87,350.00,1590.00
1991-04-01,2964.63,370.00,1620.00
1991-04-02,3288.90,410.00,1660.00
1991-04-03,3684.73,440.00,1700.00
1991-04-04,3877.41,450.00,1710.00
1991-04-05,4332.69,480.00,1740.00
1991-04-06,4780.56,550.00,1800.00
1991-04-07,4391.37,520.00,1770.00
1991-04-08,4299.12,460.00,1720.00
1991-04-09,5080.80,440.00,1700.00
1991-04-10,4458.20,460.00,1710.00
1991-04-11,3782.37,400.00,1650.00
1991-04-12,3487.73,380.00,1630.00
1991-04-13,3438.84,350.00,1610.00
1991-04-14,3141.10,340.00,1610.00
1991-04-15,3672.51,360.00,1630.00
1991-04-16,3480.69,270.00,1690.00
1991-04-17,4281.61,280.00,2100.00
1991-04-18,3629.37,280.00,2410.00
1991-04-19,3737.27,430.00,2610.00
1991-04-20,3816.03,450.00,2620.00
1991-04-21,4015.27,360.00,2750.00
1991-04-22,4349.54,520.00,2940.00
1991-04-23,4847.69,570.00,2980.00
1991-04-24,5186.46,570.00,3000.00
1991-04-25,6260.91,640.00,3060.00
1991-04-26,5887.68,590.00,3010.00
1991-04-27,5332.89,550.00,2970.00
1991-04-28,4302.91,530.00,2940.00
1991-04-29,4556.31,540.00,2950.00
1991-04-30,4136.28,510.00,2910.00
1991-05-01,3980.13,500.00,2900.00
1991-05-02,4691.34,520.00,2920.00
1991-05-03,4759.17,570.00,2980.00
1991-05-04,4726.98,570.00,2960.00
1991-05-05,4479.15,560.00,2940.00
1991-05-06,4960.81,610.00,2990.00
1991-05-07,6225.56,720.00,3110.00
1991-05-08,6314.37,710.00,3280.00
1991-05-09,7630.97,960.00,3540.00
1991-05-10,8617.38,920.00,3520.00
1991-05-11,11093.48,920.00,3510.00
1991-05-12,11101.60,960.00,3550.00
1991-05-13,10599.74,880.00,3470.00
1991-05-14,9703.72,950.00,3530.00
1991-05-15,10747.42,1090.00,3660.00
1991-05-16,11358.41,1070.00,3640.00
1991-05-17,14116.35,1240.00,3820.00
1991-05-18,19311.79,1630.00,4210.00
1991-05-19,20799.62,1510.00,4080.00
1991-05-20,20369.52,1460.00,4030.00
1991-05-21,22051.71,1470.00,4040.00
1991-05-22,24395.23,1540.00,4090.00
1991-05-23,24858.60,1070.00,4070.00
1991-05-24,23984.37,1410.00,4940.00
1991-05-25,26403.51,1440.00,4980.00
1991-05-26,27202.06,1370.00,4910.00
1991-05-27,22733.88,1190.00,4720.00
1991-05-28,18411.20,820.00,4840.00
1991-05-29,16319.91,760.00,5260.00
1991-05-30,16983.20,770.00,5790.00
1991-05-31,16104.19,570.00,6190.00
1991-06-01,15631.86,700.00,7690.00
1991-06-02,18877.87,950.00,8530.00
1991-06-03,23502.12,1010.00,9340.00
1991-06-04,28063.54,1390.00,10300.00
1991-06-05,28806.62,1560.00,10700.00
1991-06-06,31898.49,1570.00,10700.00
1991-06-07,29241.97,1390.00,10500.00
1991-06-08,28421.13,800.00,11500.00
1991-06-09,27804.15,900.00,13600.00
1991-06-10,27213.55,1500.00,14700.00
1991-06-11,27453.34,1500.00,14700.00
1991-06-12,27045.12,500.00,15000.00
1991-06-13,28217.02,-100.00,19000.00
1991-06-14,28431.41,300.00,22400.00
1991-06-15,24949.26,700.00,23500.00
1991-06-16,20748.30,600.00,23400.00
1991-06-17,19641.24,800.00,23400.00
1991-06-18,20489.73,1800.00,21600.00
1991-06-19,18522.48,1000.00,19100.00
1991-06-20,18108.69,1100.00,18400.00
1991-06-21,18219.85,1400.00,17300.00
1991-06-22,16722.24,1500.00,15400.00
1991-06-23,15673.00,800.00,13900.00
1991-06-24,14583.10,500.00,14000.00
1991-06-25,14542.74,700.00,14400.00
1991-06-26,13359.72,700.00,14400.00
1991-06-27,12685.97,1000.00,14100.00
1991-06-28,11827.25,700.00,13400.00
1991-06-29,10978.94,600.00,13300.00
1991-06-30,11159.12,600.00,13300.00
1991-07-01,10749.32,600.00,13300.00
1991-07-02,10699.85,600.00,13300.00
1991-07-03,10347.18,600.00,13300.00
1991-07-04,10484.71,600.00,13300.00
1991-07-05,9830.10,500.00,13300.00
1991-07-06,10559.18,400.00,13400.00
1991-07-07,9715.12,500.00,13500.00
1991-07-08,9532.87,400.00,13500.00
1991-07-09,8307.77,-100.00,13700.00
1991-07-10,9364.70,500.00,14800.00
1991-07-11,8543.77,400.00,14700.00
1991-07-12,7793.77,400.00,14700.00
1991-07-13,7868.35,400.00,14700.00
1991-07-14,7312.48,300.00,14700.00
1991-07-15,7468.99,400.00,14700.00
1991-07-16,7959.95,400.00,14700.00
1991-07-17,6839.97,400.00,14700.00
1991-07-18,6287.20,300.00,14600.00
1991-07-19,6844.75,500.00,14600.00
1991-07-20,6496.39,200.00,14000.00
1991-07-21,6976.69,600.00,13600.00
1991-07-22,6126.58,200.00,12900.00
1991-07-23,6293.99,300.00,12700.00
1991-07-24,6207.91,200.00,12400.00
1991-07-25,6054.84,200.00,12400.00
1991-07-26,6377.80,400.00,12300.00
1991-07-27,5893.42,200.00,11900.00
1991-07-28,5587.92,300.00,11700.00
1991-07-29,5253.30,400.00,11300.00
1991-07-30,5707.78,200.00,10900.00
1991-07-31,4827.34,200.00,10900.00
1991-08-01,5102.71,200.00,10900.00
1991-08-02,5583.91,300.00,10900.00
1991-08-03,4896.20,100.00,10600.00
1991-08-04,4540.51,100.00,10600.00
1991-08-05,5105.91,400.00,10600.00
1991-08-06,5037.76,270.00,10100.00
1991-08-07,4693.15,140.00,9790.00
1991-08-08,4662.42,210.00,9720.00
1991-08-09,4053.87,120.00,9510.00
1991-08-10,4301.78,80.00,9470.00
1991-08-11,4139.47,90.00,9470.00
1991-08-12,4162.70,90.00,9470.00
1991-08-13,3814.37,80.00,9460.00
1991-08-14,4062.19,90.00,9480.00
1991-08-15,4299.52,160.00,9560.00
1991-08-16,4448.21,160.00,9550.00
1991-08-17,4364.71,160.00,9550.00
1991-08-18,4539.97,340.00,9440.00
1991-08-19,3776.86,190.00,9080.00
1991-08-20,4270.12,200.00,9080.00
1991-08-21,4353.27,290.00,9020.00
1991-08-22,4142.62,200.00,8680.00
1991-08-23,3432.49,200.00,8670.00
1991-08-24,4020.68,170.00,8650.00
1991-08-25,3522.71,160.00,8650.00
1991-08-26,3933.77,160.00,8650.00
1991-08-27,4146.79,-30.00,8680.00
1991-08-28,5253.59,150.00,9250.00
1991-08-29,3602.48,130.00,9220.00
1991-08-30,3891.05,140.00,9220.00
1991-08-31,3605.28,160.00,9220.00
1991-09-01,4007.23,450.00,9080.00
1991-09-02,3855.83,470.00,8750.00
1991-09-03,3229.86,70.00,8480.00
1991-09-04,3731.08,190.00,8780.00
1991-09-05,3408.06,200.00,8800.00
1991-09-06,3476.50,180.00,8800.00
1991-09-07,3525.43,200.00,8820.00
1991-09-08,5103.22,220.00,8850.00
1991-09-09,4298.25,320.00,8850.00
1991-09-10,5806.17,370.00,8660.00
1991-09-11,5120.67,430.00,8560.00
1991-09-12,4894.99,420.00,8190.00
1991-09-13,4581.38,400.00,8010.00
1991-09-14,4277.02,430.00,7700.00
1991-09-15,5668.90,350.00,7530.00
1991-09-16,4413.01,510.00,7410.00
1991-09-17,4462.69,510.00,7090.00
1991-09-18,4417.93,440.00,6900.00
1991-09-19,3925.12,410.00,6860.00
1991-09-20,4277.45,530.00,6700.00
1991-09-21,3954.98,520.00,6490.00
1991-09-22,4041.96,530.00,6410.00
1991-09-23,3714.83,520.00,6170.00
1991-09-24,3967.63,470.00,6130.00
1991-09-25,3843.24,470.00,6120.00
1991-09-26,3931.79,440.00,6120.00
1991-09-27,3831.89,450.00,6140.00
1991-09-28,3910.44,490.00,6170.00
1991-09-29,4037.10,490.00,6160.00
1991-09-30,3969.90,470.00,6140.00
1991-10-01,3929.82,510.00,6130.00
1991-10-02,4013.68,490.00,6110.00
1991-10-03,3564.17,490.00,6110.00
1991-10-04,3825.36,580.00,6020.00
1991-10-05,3473.85,520.00,5700.00
1991-10-06,3536.45,510.00,5410.00
1991-10-07,3483.16,360.00,5150.00
1991-10-08,3410.85,400.00,5070.00
1991-10-09,3407.86,270.00,4850.00
1991-10-10,3045.67,270.00,4850.00
1991-10-11,3320.06,280.00,4870.00
1991-10-12,3053.29,280.00,4870.00
1991-10-13,3233.13,280.00,4870.00
1991-10-14,2830.37,270.00,4870.00
1991-10-15,3084.76,350.00,4840.00
1991-10-16,3099.02,290.00,4660.00
1991-10-17,3265.28,410.00,4320.00
1991-10-18,3056.85,200.00,4090.00
1991-10-19,3100.03,410.00,3830.00
1991-10-20,2625.84,230.00,3600.00
1991-10-21,3112.15,180.00,3550.00
1991-10-22,2652.32,190.00,3550.00
1991-10-23,3288.34,200.00,3580.00
1991-10-24,3699.54,200.00,3580.00
1991-10-25,2957.76,200.00,3560.00
1991-10-26,3219.61,200.00,3560.00
1991-10-27,4020.34,250.00,3610.00
1991-10-28,3989.61,210.00,3530.00
1991-10-29,3140.81,690.00,3190.00
1991-10-30,3013.60,420.00,2820.00
1991-10-31,3224.96,410.00,2810.00
1991-11-01,2869.72,370.00,2800.00
1991-11-02,3310.17,370.00,2800.00
1991-11-03,2725.62,370.00,2800.00
1991-11-04,2954.58,400.00,2810.00
1991-11-05,4079.23,670.00,2690.00
1991-11-06,3889.78,560.00,2550.00
1991-11-07,3745.60,550.00,2540.00
1991-11-08,3456.18,510.00,2500.00
1991-11-09,3811.52,750.00,2350.00
1991-11-10,4127.29,580.00,2130.00
1991-11-11,3638.40,560.00,2110.00
1991-11-12,3550.17,560.00,2100.00
1991-11-13,3447.34,540.00,2080.00
1991-11-14,4058.33,540.00,2080.00
1991-11-15,3395.47,500.00,2050.00
1991-11-16,3349.88,640.00,1920.00
1991-11-17,3023.48,470.00,1710.00
1991-11-18,3429.14,480.00,1720.00
1991-11-19,3524.18,440.00,1680.00
1991-11-20,3115.30,440.00,1680.00
1991-11-21,3447.51,420.00,1670.00
1991-11-22,3182.08,370.00,1790.00
1991-11-23,2883.92,540.00,1660.00
1991-11-24,2840.12,400.00,1530.00
1991-11-25,3440.52,420.00,1540.00
1991-11-26,4421.38,430.00,1560.00
1991-11-27,3871.68,450.00,1570.00
1991-11-28,4061.71,430.00,1560.00
1991-11-29,2797.84,430.00,1550.00
1991-11-30,2698.73,380.00,1510.00
1991-12-01,2794.26,380.00,1500.00
1991-12-02,2692.87,380.00,1480.00
1991-12-03,3499.10,541.00,1370.00
1991-12-04,2633.73,345.00,1180.00
1991-12-05,2909.80,170.00,1300.00
1991-12-06,2846.13,330.00,1450.00
1991-12-07,3253.80,350.00,1460.00
1991-12-08,3327.48,350.00,1470.00
1991-12-09,2920.03,350.00,1460.00
1991-12-10,2623.05,320.00,1430.00
1991-12-11,2618.07,280.00,1400.00
1991-12-12,2468.73,270.00,1390.00
1991-12-13,3434.74,280.00,1390.00
1991-12-14,2488.06,290.00,1400.00
1991-12-15,2502.38,270.00,1390.00
1991-12-16,2224.76,230.00,1350.00
1991-12-17,2435.81,250.00,1370.00
1991-12-18,2640.30,270.00,1390.00
1991-12-19,2982.37,290.00,1410.00
1991-12-20,2731.08,270.00,1390.00
1991-12-21,2381.62,220.00,1350.00
1991-12-22,2246.64,270.00,1390.00
1991-12-23,2392.63,300.00,1420.00
1991-12-24,2568.83,360.00,1470.00
1991-12-25,2300.23,320.00,1440.00
1991-12-26,2563.02,370.00,1490.00
1991-12-27,2351.13,350.00,1470.00
1991-12-28,2465.84,330.00,1460.00
1991-12-29,2498.16,310.00,1440.00
1991-12-30,2526.35,290.00,1410.00
1991-12-31,2513.37,280.00,1410.00
1992-01-01,2687.52,280.00,1400.00
1992-01-02,2454.44,260.00,1380.00
1992-01-03,2208.30,250.00,1370.00
1992-01-04,2408.75,260.00,1380.00
1992-01-05,2145.14,260.00,1380.00
1992-01-06,2878.10,250.00,1380.00
1992-01-07,2588.34,260.00,1390.00
1992-01-08,2631.97,260.00,1380.00
1992-01-09,2502.87,230.00,1350.00
1992-01-10,2343.73,230.00,1360.00
1992-01-11,2053.19,240.00,1350.00
1992-01-12,2451.34,220.00,1340.00
1992-01-13,2329.75,190.00,1320.00
1992-01-14,2479.23,180.00,1310.00
1992-01-15,2609.95,180.00,1300.00
1992-01-16,2058.95,230.00,1350.00
1992-01-17,2270.95,200.00,1320.00
1992-01-18,2389.96,190.00,1310.00
1992-01-19,2261.62,200.00,1320.00
1992-01-20,2211.48,210.00,1330.00
1992-01-21,1928.80,170.00,1280.00
1992-01-22,2424.73,230.00,1320.00
1992-01-23,2387.22,250.00,1340.00
1992-01-24,2631.18,260.00,1350.00
1992-01-25,2834.09,270.00,1360.00
1992-01-26,2424.21,270.00,1370.00
1992-01-27,2424.20,270.00,1360.00
1992-01-28,2298.97,250.00,1350.00
1992-01-29,2550.53,260.00,1360.00
1992-01-30,2251.93,260.00,1360.00
1992-01-31,2372.24,270.00,1360.00
1992-02-01,2575.29,260.00,1360.00
1992-02-02,2258.70,260.00,1350.00
1992-02-03,2560.88,260.00,1350.00
1992-02-04,2255.54,250.00,1340.00
