date,qt,qu,fb,mm,mx,mn,af,qj,qd
2007-05-28,116.79,36.29,2239.00,56.06,75.45,35.02,37450.00,90.76,26.03
2007-05-29,132.31,52.78,2238.79,69.88,88.89,43.69,37292.25,101.65,30.66
2007-05-30,139.16,63.81,2238.59,71.44,88.00,53.84,37142.80,107.35,31.81
2007-05-31,133.12,68.47,2238.42,71.52,86.44,54.68,37014.57,102.34,30.78
2007-06-01,131.21,67.03,2238.25,70.90,85.08,55.06,36887.27,100.43,30.78
2007-06-02,131.26,36.84,2238.00,71.79,85.60,55.84,36700.00,100.48,30.78
2007-06-03,131.32,25.68,2237.72,71.97,86.05,56.25,36490.46,100.54,30.78
2007-06-04,133.40,76.87,2237.57,63.05,77.07,55.08,36378.34,101.92,31.48
2007-06-05,132.51,83.40,2237.44,49.82,56.68,42.36,36280.93,102.68,29.83
2007-06-06,116.17,81.89,2237.35,48.98,57.68,41.77,36212.92,100.90,15.27
2007-06-07,106.66,76.54,2237.27,54.22,65.65,43.27,36153.18,95.58,11.08
2007-06-08,105.05,86.52,2237.22,59.84,76.18,41.97,36116.42,93.97,11.08
2007-06-09,111.68,32.45,2237.01,59.72,69.45,49.37,35959.27,94.17,17.51
2007-06-10,112.05,33.63,2236.80,61.01,68.60,53.65,35803.73,91.83,20.22
2007-06-11,105.66,38.28,2236.62,57.53,70.17,44.11,35670.09,87.58,18.08
2007-06-12,123.47,45.10,2236.41,62.60,78.58,43.33,35514.64,97.83,25.64
2007-06-13,133.74,70.03,2236.24,67.46,79.86,52.26,35388.27,101.30,32.44
2007-06-14,141.60,52.23,2236.00,65.31,79.41,47.44,35211.00,104.12,37.48
2007-06-15,154.41,61.15,2235.75,67.91,81.47,49.57,35026.02,114.05,40.36
2007-06-16,155.59,21.65,2235.39,63.53,72.19,49.98,34760.35,115.23,40.36
2007-06-17,155.47,28.84,2235.05,58.24,74.19,39.65,34509.18,115.11,40.36
2007-06-18,157.07,57.48,2234.78,63.57,79.07,45.16,34311.67,115.14,41.93
2007-06-19,161.07,58.11,2234.50,69.08,85.43,50.27,34107.45,115.03,46.04
2007-06-20,168.05,53.80,2234.19,71.26,85.46,55.76,33880.84,116.87,51.18
2007-06-21,172.08,61.88,2233.89,66.09,78.94,50.42,33662.26,117.97,54.11
2007-06-22,167.10,46.94,2233.56,62.51,72.53,55.22,33423.91,115.55,51.55
2007-06-23,164.06,29.15,2233.19,58.36,70.86,41.81,33156.34,114.05,50.01
2007-06-24,163.60,15.28,2232.78,58.03,69.06,46.49,32862.16,113.97,49.63
2007-06-25,157.41,63.76,2232.52,60.18,77.44,40.10,32676.40,107.78,49.63
2007-06-26,166.05,46.77,2232.19,67.76,84.55,48.22,32439.81,109.53,56.52
2007-06-27,175.64,60.92,2231.87,67.83,82.25,50.26,32212.29,111.38,64.26
2007-06-28,182.02,57.70,2231.52,65.58,78.90,50.15,31965.71,111.33,70.69
2007-06-29,181.68,49.95,2231.15,62.18,71.14,57.07,31704.42,110.99,70.69
2007-06-30,181.95,27.68,2230.71,64.55,79.59,45.93,31398.42,111.26,70.69
2007-07-01,184.98,25.76,2230.25,65.56,79.56,49.07,31082.63,114.52,70.46
2007-07-02,184.40,56.55,2229.88,66.97,81.76,49.33,30829.03,114.30,70.10
2007-07-03,188.70,56.24,2229.49,72.62,88.39,52.55,30566.30,116.75,71.95
2007-07-04,196.33,22.73,2228.98,76.81,92.90,58.53,30221.98,123.29,73.04
2007-07-05,198.05,60.58,2228.57,78.06,92.56,61.57,29949.30,125.01,73.04
2007-07-06,195.38,54.63,2228.15,76.67,88.70,62.39,29670.12,122.34,73.04
2007-07-07,192.43,23.45,2227.64,73.11,86.39,58.14,29334.94,119.39,73.04
2007-07-08,192.33,24.25,2227.13,73.26,89.66,52.70,29001.55,119.29,73.04
2007-07-09,193.33,56.28,2226.71,75.83,92.70,56.93,28729.70,120.29,73.04
2007-07-10,197.91,52.07,2226.26,80.87,97.09,62.81,28440.43,123.49,74.42
2007-07-11,201.04,49.53,2225.79,75.15,89.56,63.93,28139.90,124.39,76.65
2007-07-12,189.78,55.96,2225.37,72.75,90.38,57.03,27874.47,120.83,68.95
2007-07-13,179.79,58.13,2224.99,72.66,85.96,55.42,27633.15,115.68,64.11
2007-07-14,177.98,21.12,2224.49,76.07,90.69,62.24,27322.04,114.05,63.93
2007-07-15,177.85,33.27,2224.03,72.00,85.97,54.69,27035.26,114.02,63.83
2007-07-16,176.19,68.12,2223.68,70.36,82.02,60.16,26820.90,112.36,63.83
2007-07-17,173.55,65.25,2223.33,62.87,68.76,56.64,26606.09,109.72,63.83
2007-07-18,161.18,93.26,2223.11,61.72,70.02,56.63,26471.36,102.46,58.72
2007-07-19,137.03,69.28,2222.89,64.47,74.88,54.70,26336.97,93.12,43.91
2007-07-20,131.60,64.75,2222.67,64.55,76.64,52.25,26204.38,88.75,42.85
2007-07-21,133.00,29.76,2222.33,70.43,83.94,55.00,25999.62,86.80,46.20
2007-07-22,129.89,26.32,2221.99,73.03,88.31,57.11,25794.20,86.73,43.16
2007-07-23,150.05,57.13,2221.68,74.28,86.45,60.15,25609.89,95.63,54.42
2007-07-24,165.79,57.50,2221.32,72.66,83.99,64.48,25395.11,105.25,60.54
2007-07-25,171.20,57.72,2220.94,73.08,88.48,56.53,25170.04,110.68,60.52
2007-07-26,177.03,52.94,2220.52,74.75,89.04,60.13,24923.91,116.58,60.45
2007-07-27,177.15,44.42,2220.07,74.20,89.18,56.82,24660.66,118.32,58.83
2007-07-28,176.19,16.81,2219.52,73.29,87.44,58.10,24344.54,118.92,57.27
2007-07-29,178.51,13.73,2218.95,68.94,82.65,54.69,24017.68,121.24,57.27
2007-07-30,167.24,53.03,2218.55,66.60,81.83,52.37,23791.16,115.06,52.18
2007-07-31,170.13,47.22,2218.12,72.37,90.35,53.22,23547.37,115.39,54.74
2007-08-01,176.65,49.43,2217.67,75.44,91.63,57.94,23295.04,117.22,59.43
2007-08-02,173.64,47.01,2217.22,77.07,90.62,64.20,23043.87,114.21,59.43
2007-08-03,184.07,44.44,2216.72,72.72,88.89,54.61,22766.92,116.14,67.93
2007-08-04,192.97,15.31,2216.08,68.35,82.88,52.17,22414.54,120.58,72.39
2007-08-05,193.42,10.11,2215.41,66.13,79.11,49.90,22050.94,121.51,71.91
2007-08-06,188.03,46.66,2214.89,65.48,78.91,50.73,21770.53,119.37,68.66
2007-08-07,181.95,47.33,2214.39,64.23,79.18,48.88,21503.53,119.71,62.24
2007-08-08,177.38,48.40,2213.91,69.24,84.67,51.98,21247.71,117.95,59.43
2007-08-09,173.64,112.74,2213.68,68.60,81.41,54.21,21126.91,114.21,59.43
2007-08-10,165.70,46.16,2213.23,66.51,81.40,48.92,20889.79,108.36,57.34
2007-08-11,161.70,17.03,2212.68,68.51,84.13,51.52,20602.84,105.49,56.21
2007-08-12,163.66,9.76,2212.09,65.84,79.05,50.35,20297.58,107.45,56.21
2007-08-13,173.88,45.13,2211.59,68.65,85.57,49.46,20042.21,114.73,59.15
2007-08-14,181.99,45.90,2211.06,72.44,89.30,55.47,19772.27,119.25,62.74
2007-08-15,183.06,43.71,2210.51,71.37,87.03,55.30,19495.87,119.23,63.83
2007-08-16,184.32,40.28,2209.94,65.30,76.80,51.82,19210.18,119.13,65.19
2007-08-17,184.60,43.59,2209.37,61.81,75.31,44.67,18930.49,116.51,68.09
2007-08-18,180.50,15.96,2208.70,64.69,77.02,52.72,18604.12,112.57,67.93
2007-08-19,170.18,24.80,2208.10,63.40,73.75,52.07,18315.77,107.52,62.66
2007-08-20,158.05,44.76,2207.63,68.31,82.70,52.74,18091.08,100.50,57.55
2007-08-21,154.16,41.06,2207.16,69.74,80.46,62.71,17866.74,98.49,55.67
2007-08-22,155.08,48.05,2206.71,65.96,80.17,53.41,17654.44,96.15,58.93
2007-08-23,163.84,52.53,2206.24,68.66,86.45,50.96,17433.66,103.16,60.68
2007-08-24,177.12,52.79,2205.71,73.04,90.98,54.97,17187.05,112.80,64.32
2007-08-25,182.33,22.22,2205.02,71.92,87.29,55.83,16869.49,116.24,66.09
2007-08-26,182.23,24.88,2204.33,64.43,76.87,54.37,16557.39,116.14,66.09
2007-08-27,170.94,53.02,2203.81,64.02,80.30,47.79,16323.52,109.61,61.33
2007-08-28,166.28,47.45,2203.28,69.99,89.38,51.98,16087.84,106.85,59.43
2007-08-29,172.27,56.71,2202.76,76.25,94.90,60.28,15858.61,111.97,60.30
2007-08-30,169.51,55.22,2202.24,73.86,92.90,61.71,15631.91,107.90,61.61
2007-08-31,157.67,5.86,2201.54,72.04,85.81,60.70,15330.80,96.06,61.61
2007-09-01,160.30,24.76,2200.91,69.28,85.22,53.11,15061.96,98.69,61.61
2007-09-02,156.79,23.55,2200.28,68.82,84.67,52.77,14797.68,95.18,61.61
2007-09-03,145.69,22.83,2199.69,70.29,85.72,56.30,14553.98,89.18,56.51
2007-09-04,139.42,43.25,2199.22,61.55,68.21,55.35,14363.24,87.38,52.04
2007-09-05,141.09,53.88,2198.79,63.42,77.74,50.99,14190.25,89.09,52.00
2007-09-06,137.60,53.15,2198.37,66.76,82.69,51.74,14022.76,88.75,48.85
2007-09-07,133.36,43.09,2197.92,65.22,79.18,51.31,13843.71,88.18,45.18
2007-09-08,135.07,26.08,2197.37,65.95,84.25,47.61,13627.54,88.07,47.00
2007-09-09,139.05,20.95,2196.77,73.82,92.15,53.54,13393.30,92.25,46.80
2007-09-10,139.26,32.49,2196.22,80.30,94.48,66.53,13181.52,94.92,44.34
2007-09-11,139.15,21.95,2195.61,73.62,91.62,58.04,12949.05,92.81,46.34
2007-09-12,145.50,15.94,2194.93,70.83,85.76,55.85,12692.08,95.49,50.01
2007-09-13,147.28,35.05,2194.33,62.44,70.88,50.14,12469.47,97.50,49.78
2007-09-14,141.76,46.97,2193.82,61.78,70.14,54.43,12281.48,95.11,46.65
2007-09-15,138.64,17.15,2193.16,61.02,75.54,47.49,12040.49,93.85,44.79
2007-09-16,135.96,18.32,2192.51,59.56,71.40,47.70,11807.15,91.49,44.47
2007-09-17,127.16,40.74,2192.03,59.28,69.07,51.47,11635.74,85.94,41.22
2007-09-18,123.77,37.01,2191.54,54.28,64.43,44.85,11463.65,84.33,39.44
2007-09-19,126.40,44.84,2191.08,47.82,53.57,40.50,11301.88,87.48,38.92
2007-09-20,116.28,50.11,2190.70,54.94,70.75,40.17,11170.63,85.84,30.44
2007-09-21,110.43,49.77,2190.35,61.11,78.60,46.81,11050.32,84.40,26.03
2007-09-22,108.52,19.57,2189.83,59.48,72.31,48.63,10873.91,82.49,26.03
2007-09-23,106.10,19.25,2189.31,53.14,61.75,45.29,10701.64,80.07,26.03
2007-09-24,105.82,45.99,2188.95,52.22,69.26,38.01,10582.98,79.79,26.03
2007-09-25,105.53,54.52,2188.64,56.55,72.09,41.78,10481.81,79.65,25.88
2007-09-26,105.44,53.05,2188.32,60.94,78.39,45.29,10377.91,79.62,25.82
2007-09-27,96.98,54.44,2188.06,63.47,79.66,45.94,10293.53,71.60,25.38
2007-09-28,88.46,48.11,2187.81,47.85,57.41,41.45,10213.49,67.04,21.42
2007-09-29,85.26,22.51,2187.42,48.76,59.82,36.79,10089.03,67.05,18.21
2007-09-30,84.98,28.60,2187.07,49.71,56.56,42.38,9977.21,67.04,17.94
2007-10-01,73.39,47.94,2186.91,51.06,60.16,44.09,9926.73,57.50,15.89
2007-10-02,64.10,48.32,2186.81,51.48,65.68,37.85,9895.44,50.63,13.47
2007-10-03,59.83,66.10,2186.85,51.45,57.63,42.32,9907.88,48.64,11.19
2007-10-04,54.73,59.49,2186.88,44.00,50.74,39.52,9917.30,45.50,9.23
2007-10-05,52.22,61.72,2186.94,44.24,50.03,39.88,9936.15,43.67,8.55
2007-10-06,52.24,34.95,2186.83,46.95,57.97,37.57,9901.85,43.69,8.55
2007-10-07,52.23,31.52,2186.70,51.80,66.36,38.60,9860.76,43.68,8.55
2007-10-08,17.45,42.91,2186.86,59.29,77.30,43.90,9911.27,11.61,5.84
2007-10-09,4.36,39.35,2187.08,64.28,71.21,53.58,9980.66,0.00,4.36
2007-10-10,4.35,42.97,2187.32,50.76,59.79,44.69,10057.25,0.00,4.35
2007-10-11,4.02,40.89,2187.55,46.49,54.11,40.33,10130.39,0.00,4.02
2007-10-12,4.02,32.98,2187.73,51.40,58.45,45.73,10187.84,0.00,4.02
2007-10-13,4.02,7.30,2187.75,51.61,64.94,41.24,10194.35,0.00,4.02
2007-10-14,4.02,2.28,2187.74,54.03,70.09,40.16,10190.90,0.00,4.02
2007-10-15,4.03,8.86,2187.77,50.28,56.59,46.02,10200.47,0.00,4.03
2007-10-16,4.02,8.84,2187.80,49.07,55.86,41.91,10210.05,0.00,4.02
2007-10-17,4.02,4.02,2187.80,46.75,53.67,39.87,10210.05,0.00,4.02
2007-10-18,4.02,12.13,2187.85,53.91,63.55,46.18,10226.13,0.00,4.02
2007-10-19,4.13,93.84,2188.40,52.40,56.80,43.42,10404.08,0.00,4.13
2007-10-20,4.02,17.01,2188.48,44.26,51.56,37.31,10429.86,0.00,4.02
2007-10-21,4.02,12.29,2188.53,44.67,59.90,31.68,10446.27,0.00,4.02
2007-10-22,4.02,7.36,2188.55,53.82,71.66,36.96,10452.91,0.00,4.02
2007-10-23,3.59,6.74,2188.57,67.41,79.66,53.74,10459.16,0.00,3.59
2007-10-24,7.51,4.36,2188.55,55.57,68.13,46.27,10452.91,0.00,7.51
2007-10-25,14.78,3.16,2188.48,46.30,50.92,37.48,10429.86,0.00,14.78
2007-10-26,3.19,6.54,2188.50,50.82,61.80,35.27,10436.50,0.00,3.19
2007-10-27,3.35,1.77,2188.49,57.95,71.76,48.84,10433.38,0.00,3.35
2007-10-28,3.35,4.93,2188.50,52.05,65.23,39.83,10436.50,0.00,3.35
2007-10-29,3.35,6.70,2188.52,53.01,63.03,41.63,10443.14,0.00,3.35
2007-10-30,3.35,6.50,2188.54,53.74,59.66,49.30,10449.39,0.00,3.35
2007-10-31,3.44,5.21,2188.55,49.68,60.06,40.29,10452.91,0.00,3.44
2007-11-01,3.52,3.52,2188.55,48.46,58.07,39.17,10452.91,0.00,3.52
2007-11-02,3.68,6.83,2188.57,43.84,56.79,33.62,10459.16,0.00,3.68
2007-11-03,3.68,3.68,2188.57,45.14,60.08,33.68,10459.16,0.00,3.68
2007-11-04,3.68,5.45,2188.58,47.47,64.41,34.19,10462.67,0.00,3.68
2007-11-05,3.68,3.68,2188.58,47.99,61.76,35.34,10462.67,0.00,3.68
2007-11-06,2.86,1.08,2188.57,47.98,63.11,36.13,10459.16,0.00,2.86
2007-11-07,1.92,1.92,2188.57,47.21,62.92,35.74,10459.16,0.00,1.92
2007-11-08,1.92,8.61,2188.61,47.55,63.03,34.48,10472.44,0.00,1.92
2007-11-09,1.92,9.99,2188.66,50.48,60.58,39.37,10488.45,0.00,1.92
2007-11-10,2.40,5.75,2188.68,54.49,61.28,48.62,10495.09,0.00,2.40
2007-11-11,2.67,4.24,2188.69,47.13,56.96,39.83,10498.22,0.00,2.67
2007-11-12,2.81,6.16,2188.71,52.89,58.55,47.83,10504.86,0.00,2.81
2007-11-13,3.11,37.57,2188.92,44.86,50.84,35.97,10573.22,0.00,3.11
2007-11-14,2.76,30.80,2189.09,52.80,60.09,45.92,10628.84,0.00,2.76
2007-11-15,2.61,55.97,2189.41,50.11,58.20,41.25,10734.66,0.00,2.61
2007-11-16,3.03,59.80,2189.75,51.50,57.79,47.43,10847.25,0.00,3.03
2007-11-17,3.14,62.16,2190.10,56.34,65.21,50.88,10964.32,0.00,3.14
2007-11-18,3.22,70.97,2190.49,58.99,68.76,43.74,11098.69,0.00,3.22
2007-11-19,3.13,75.88,2190.91,40.13,47.39,34.46,11242.99,0.00,3.13
2007-11-20,2.83,14.92,2190.98,38.14,47.12,28.81,11266.97,0.00,2.83
2007-11-21,2.94,4.60,2190.99,44.83,52.66,32.01,11270.28,0.00,2.94
2007-11-22,3.03,6.61,2191.01,43.23,53.39,27.78,11277.38,0.00,3.03
2007-11-23,3.04,6.66,2191.03,47.75,57.53,32.56,11284.56,0.00,3.04
2007-11-24,3.04,6.44,2191.05,37.29,48.23,28.98,11291.32,0.00,3.04
2007-11-25,3.04,6.66,2191.07,39.55,50.22,30.40,11298.50,0.00,3.04
2007-11-26,3.06,13.70,2191.13,42.54,56.00,30.43,11319.62,0.00,3.06
2007-11-27,3.18,50.88,2191.40,36.36,42.71,31.03,11414.23,0.00,3.18
2007-11-28,3.04,52.65,2191.68,33.97,47.55,25.61,11512.65,0.00,3.04
2007-11-29,3.04,59.68,2192.00,36.81,45.14,31.57,11625.00,0.00,3.04
2007-11-30,3.04,60.65,2192.32,32.90,38.83,25.35,11739.27,0.00,3.04
2007-12-01,3.04,6.50,2192.34,34.85,41.69,24.11,11746.15,0.00,3.04
2007-12-02,3.04,37.26,2192.53,44.46,49.19,40.38,11814.03,0.00,3.04
2007-12-03,2.97,107.83,2193.11,49.82,56.19,46.79,12022.02,0.00,2.97
2007-12-04,2.45,112.86,2193.71,51.77,62.21,42.22,12241.02,0.00,2.45
2007-12-05,2.45,87.66,2194.17,44.82,50.10,40.79,12410.03,0.00,2.45
2007-12-06,2.60,131.73,2194.86,42.33,46.17,39.52,12666.15,0.00,2.60
2007-12-07,2.45,145.08,2195.61,38.76,40.76,35.48,12949.05,0.00,2.45
2007-12-08,2.45,23.63,2195.72,33.98,39.65,28.02,12991.06,0.00,2.45
2007-12-09,2.45,46.19,2195.95,29.74,37.55,20.92,13077.82,0.00,2.45
2007-12-10,2.45,80.02,2196.35,27.94,41.32,22.24,13231.68,0.00,2.45
2007-12-11,2.45,74.33,2196.72,40.28,46.36,36.39,13374.26,0.00,2.45
2007-12-12,2.45,76.61,2197.10,36.46,45.80,25.98,13521.35,0.00,2.45
2007-12-13,2.45,73.67,2197.46,32.53,42.93,24.95,13662.62,0.00,2.45
2007-12-14,2.47,75.85,2197.83,35.59,46.85,24.85,13808.16,0.00,2.47
2007-12-15,2.62,14.58,2197.89,37.10,40.59,31.04,13831.86,0.00,2.62
2007-12-16,2.56,44.45,2198.10,43.15,49.49,31.91,13914.95,0.00,2.56
2007-12-17,2.71,111.17,2198.64,42.51,46.47,33.20,14130.09,0.00,2.71
2007-12-18,2.67,97.72,2199.11,44.72,49.94,38.24,14318.62,0.00,2.67
2007-12-19,2.69,94.90,2199.56,42.28,45.27,38.56,14501.52,0.00,2.69
2007-12-20,3.04,131.13,2200.18,35.73,41.18,31.73,14755.58,0.00,3.04
2007-12-21,2.88,53.52,2200.42,33.21,38.03,24.84,14856.01,0.00,2.88
2007-12-22,2.72,23.94,2200.52,35.35,41.79,27.44,14898.12,0.00,2.72
2007-12-23,2.76,28.34,2200.64,40.04,53.20,33.86,14948.84,0.00,2.76
2007-12-24,3.06,92.03,2201.06,34.76,40.63,26.64,15125.30,0.00,3.06
2007-12-25,3.01,46.22,2201.26,33.79,39.72,29.28,15211.01,0.00,3.01
2007-12-26,3.04,35.32,2201.41,31.57,34.16,29.58,15275.03,0.00,3.04
2007-12-27,2.82,60.87,2201.68,33.08,37.95,27.25,15390.17,0.00,2.82
2007-12-28,2.99,48.28,2201.89,36.42,40.64,32.59,15480.01,0.00,2.99
2007-12-29,3.00,26.69,2202.00,37.45,46.40,33.44,15527.00,0.00,3.00
2007-12-30,3.03,31.47,2202.13,35.31,39.58,29.86,15583.41,0.00,3.03
2007-12-31,2.75,66.54,2202.42,36.18,41.62,27.06,15709.94,0.00,2.75
2008-01-01,2.47,20.27,2202.50,44.15,50.52,37.40,15745.26,0.00,2.47
2008-01-02,2.45,75.01,2202.83,50.73,57.11,44.47,15889.19,0.00,2.45
2008-01-03,2.54,107.03,2203.30,45.17,50.08,39.19,16096.45,0.00,2.54
2008-01-04,13.63,614.69,2205.93,41.75,45.99,37.04,17288.63,8.18,5.45
2008-01-05,5.03,217.86,2206.83,36.39,40.28,30.12,17710.77,0.36,4.67
2008-01-06,3.83,89.75,2207.19,34.97,40.66,27.18,17881.20,0.00,3.83
2008-01-07,3.68,102.49,2207.60,34.17,38.50,27.46,18077.20,0.00,3.68
2008-01-08,3.90,104.80,2208.02,38.99,41.03,34.64,18277.32,0.00,3.90
2008-01-09,3.89,115.49,2208.48,37.79,42.08,33.58,18498.68,0.00,3.89
2008-01-10,4.04,144.77,2209.06,46.33,54.82,40.44,18777.82,0.00,4.04
2008-01-11,4.02,103.24,2209.46,43.21,49.50,38.50,18974.62,0.00,4.02
2008-01-12,4.02,115.56,2209.91,43.96,47.42,38.71,19195.87,0.00,4.02
2008-01-13,4.02,89.54,2210.25,43.53,49.13,32.78,19365.50,0.00,4.02
2008-01-14,3.87,107.69,2210.66,40.97,48.45,33.76,19571.42,0.00,3.87
2008-01-15,3.72,97.50,2211.03,32.48,38.89,24.22,19757.44,0.00,3.72
2008-01-16,3.68,103.65,2211.42,28.42,38.59,21.47,19955.73,0.00,3.68
2008-01-17,3.79,93.49,2211.77,31.86,44.39,21.82,20133.63,0.00,3.79
2008-01-18,3.86,86.51,2212.09,32.68,45.12,23.17,20297.58,0.00,3.86
2008-01-19,4.01,35.43,2212.21,34.67,45.89,24.67,20359.89,0.00,4.01
2008-01-20,4.02,69.07,2212.46,34.67,40.46,31.15,20488.91,0.00,4.02
2008-01-21,3.97,77.27,2212.74,32.67,35.58,30.47,20634.31,0.00,3.97
2008-01-22,4.01,90.60,2213.07,34.75,40.88,29.82,20806.07,0.00,4.01
2008-01-23,4.01,54.28,2213.26,39.37,45.81,33.13,20905.77,0.00,4.01
2008-01-24,4.02,91.66,2213.59,35.87,39.58,32.06,21079.62,0.00,4.02
2008-01-25,4.02,86.18,2213.90,40.93,45.85,35.59,21242.59,0.00,4.02
2008-01-26,4.02,22.38,2213.97,47.86,56.31,43.81,21279.02,0.00,4.02
2008-01-27,4.01,41.55,2214.11,37.80,47.77,22.83,21353.47,0.00,4.01
2008-01-28,3.91,90.38,2214.43,30.73,43.94,25.00,21524.97,0.00,3.91
2008-01-29,3.77,87.29,2214.74,34.02,38.40,29.27,21690.63,0.00,3.77
2008-01-30,3.68,79.08,2215.02,34.85,41.02,26.85,21840.20,0.00,3.68
2008-01-31,6.81,134.97,2215.49,36.91,40.77,31.83,22094.40,1.52,5.29
2008-02-01,4.20,116.10,2215.90,33.63,38.09,29.45,22316.34,0.01,4.19
2008-02-02,4.19,59.44,2216.10,36.68,40.43,33.85,22425.93,0.07,4.12
2008-02-03,4.68,68.51,2216.33,35.71,40.13,33.30,22552.55,0.12,4.56
2008-02-04,4.01,115.13,2216.73,34.11,40.04,26.61,22772.95,0.00,4.01
2008-02-05,4.02,95.77,2217.06,34.59,42.43,24.73,22954.94,0.00,4.02
2008-02-06,4.02,110.80,2217.44,38.42,45.75,31.70,23166.74,0.00,4.02
2008-02-07,4.02,124.83,2217.87,40.50,48.27,32.42,23406.37,0.00,4.02
2008-02-08,4.02,106.44,2218.23,35.72,45.39,26.75,23609.53,0.00,4.02
2008-02-09,4.02,75.40,2218.48,38.22,53.20,26.99,23751.11,0.00,4.02
2008-02-10,4.02,78.53,2218.74,40.30,46.78,29.92,23898.90,0.00,4.02
2008-02-11,4.02,159.25,2219.28,41.89,53.95,31.40,24206.80,0.00,4.02
2008-02-12,4.02,186.25,2219.91,43.67,56.62,30.87,24568.26,0.00,4.02
2008-02-13,4.00,195.18,2220.56,38.77,45.55,29.02,24947.46,0.00,4.00
2008-02-14,3.84,145.76,2221.04,34.65,48.66,22.23,25228.95,0.00,3.84
2008-02-15,4.02,106.08,2221.38,41.39,63.38,27.37,25431.39,0.00,4.02
2008-02-16,4.02,72.79,2221.61,43.07,57.94,31.94,25567.80,0.00,4.02
2008-02-17,4.02,73.16,2221.84,47.65,63.66,30.43,25704.95,0.00,4.02
2008-02-18,4.02,112.84,2222.20,54.99,64.72,48.08,25920.80,0.00,4.02
2008-02-19,4.02,159.25,2222.71,49.01,56.78,37.90,26228.69,0.00,4.02
2008-02-20,4.02,144.85,2223.17,46.51,55.59,42.22,26508.04,0.00,4.02
2008-02-21,4.02,152.32,2223.65,45.12,51.48,42.11,26802.19,0.00,4.02
2008-02-22,4.02,137.25,2224.08,39.91,44.29,36.21,27066.45,0.00,4.02
2008-02-23,4.02,101.43,2224.39,40.57,47.26,30.55,27259.66,0.00,4.02
2008-02-24,4.02,85.70,2224.65,46.05,54.11,41.05,27421.68,0.00,4.02
2008-02-25,4.02,130.08,2225.05,45.59,53.97,39.84,27671.73,0.00,4.02
2008-02-26,4.19,131.77,2225.45,47.36,59.97,33.30,27924.77,0.00,4.19
2008-02-27,4.37,128.82,2225.84,46.06,58.76,35.51,28171.63,0.00,4.37
2008-02-28,4.37,156.14,2226.31,51.46,67.94,31.88,28472.66,0.00,4.37
2008-02-29,4.37,160.12,2226.79,55.42,66.65,43.01,28781.58,0.00,4.37
2008-03-01,4.37,138.24,2227.20,39.36,43.83,35.98,29047.12,0.00,4.37
2008-03-02,4.37,83.37,2227.44,41.12,50.69,31.65,29203.82,0.00,4.37
2008-03-03,4.37,129.73,2227.82,40.91,51.09,31.20,29452.47,0.00,4.37
2008-03-04,4.37,127.23,2228.19,39.07,48.30,29.61,29696.16,0.00,4.37
2008-03-05,4.37,118.45,2228.53,47.59,59.60,29.23,29922.44,0.00,4.37
2008-03-06,4.37,118.45,2228.87,45.79,58.46,32.13,30148.72,0.00,4.37
2008-03-07,4.04,119.19,2229.21,43.12,55.86,30.42,30377.11,0.00,4.04
2008-03-08,4.02,71.91,2229.41,44.88,58.78,32.34,30511.78,0.00,4.02
2008-03-09,4.02,58.58,2229.57,49.56,65.93,36.42,30620.01,0.00,4.02
2008-03-10,4.02,126.48,2229.93,55.52,68.02,41.18,30862.91,0.00,4.02
2008-03-11,4.02,156.40,2230.37,48.81,58.75,42.21,31165.16,0.00,4.02
2008-03-12,4.02,156.43,2230.81,47.10,57.82,35.70,31467.47,0.00,4.02
2008-03-13,4.02,183.67,2231.32,44.32,50.58,39.41,31823.82,0.00,4.02
2008-03-14,4.02,175.01,2231.80,40.52,48.46,33.22,32162.97,0.00,4.02
2008-03-15,4.02,140.06,2232.18,37.52,42.96,34.10,32432.80,0.00,4.02
2008-03-16,4.02,123.29,2232.51,38.71,47.09,32.19,32669.39,0.00,4.02
2008-03-17,4.02,148.03,2232.91,39.01,45.51,31.96,32955.04,0.00,4.02
2008-03-18,4.02,204.23,2233.46,47.80,57.42,41.76,33352.15,0.00,4.02
2008-03-19,4.04,244.85,2234.12,43.44,47.13,35.19,33829.78,0.00,4.04
2008-03-20,4.02,228.46,2234.73,40.89,49.30,31.01,34274.95,0.00,4.02
2008-03-21,4.02,196.62,2235.25,41.15,50.37,33.48,34656.98,0.00,4.02
2008-03-22,4.14,97.39,2235.50,46.65,67.57,27.14,34841.95,0.00,4.14
2008-03-23,4.10,122.96,2235.82,47.83,58.19,36.34,35077.71,0.00,4.10
2008-03-24,4.02,212.84,2236.38,45.64,49.50,42.37,35491.91,0.00,4.02
2008-03-25,4.02,202.02,2236.91,44.23,51.81,38.29,35884.64,0.00,4.02
2008-03-26,4.02,203.81,2237.44,38.89,48.74,32.84,36280.93,0.00,4.02
2008-03-27,4.02,181.01,2237.91,37.61,46.76,29.09,36631.99,0.00,4.02
2008-03-28,4.02,170.39,2238.35,36.04,44.81,28.89,36961.99,0.00,4.02
2008-03-29,4.02,83.55,2238.56,32.93,42.42,22.66,37119.74,0.00,4.02
2008-03-30,4.02,79.83,2238.76,35.57,44.05,27.82,37270.11,0.00,4.02
2008-03-31,4.19,121.72,2239.07,34.87,49.19,20.62,37503.22,0.00,4.19
2008-04-01,15.41,111.44,2239.32,39.95,57.35,24.86,37693.68,0.00,15.41
