date,qd,mm,mx,mn
1982-08-08,909.00,,,
1982-08-09,963.00,,,
1982-08-10,898.00,,,
1982-08-11,846.00,,77.25,43.05
1982-08-12,835.00,,78.66,46.35
1982-08-13,784.00,,87.31,41.79
1982-08-14,743.00,,83.69,43.36
1982-08-15,723.00,,85.42,43.52
1982-08-16,694.00,,89.59,45.01
1982-08-17,684.00,,91.79,43.75
1982-08-18,665.00,,85.11,47.37
1982-08-19,674.00,,91.16,49.10
1982-08-20,655.00,,93.36,53.58
1982-08-21,645.00,,94.62,48.24
1982-08-22,626.00,,91.48,49.89
1982-08-23,607.00,,85.97,40.84
1982-08-24,589.00,,86.76,40.29
1982-08-25,579.00,,91.32,39.43
1982-08-26,562.00,,89.27,42.97
1982-08-27,546.00,,84.87,42.50
1982-08-28,538.00,,84.64,46.98
1982-08-29,530.00,,78.66,50.83
1982-08-30,636.00,,75.44,45.72
1982-08-31,570.00,,76.93,37.31
1982-09-01,538.00,,83.30,35.81
1982-09-02,522.00,,87.78,40.45
1982-09-03,514.00,,87.47,47.45
1982-09-04,514.00,,75.52,46.82
1982-09-05,498.00,,82.51,35.26
1982-09-06,483.00,,85.34,34.40
1982-09-07,477.00,,87.31,38.17
1982-09-08,463.00,,88.33,38.49
1982-09-09,456.00,,86.21,38.72
1982-09-10,450.00,,62.70,40.14
1982-09-11,443.00,,61.05,27.48
1982-09-12,463.00,,58.46,40.77
1982-09-13,490.00,,58.69,37.46
1982-09-14,477.00,,52.95,37.54
1982-09-15,477.00,,54.76,34.79
1982-09-16,470.00,,68.13,32.04
1982-09-17,463.00,,73.55,39.82
1982-09-18,456.00,,80.23,44.78
1982-09-19,450.00,,78.50,46.58
1982-09-20,579.00,,68.28,45.48
1982-09-21,490.00,,73.55,43.28
1982-09-22,463.00,,78.98,40.77
1982-09-23,443.00,,82.67,34.95
1982-09-24,436.00,,58.46,38.64
1982-09-25,456.00,,75.91,49.34
1982-09-26,546.00,,63.41,43.28
1982-09-27,477.00,,57.28,39.67
1982-09-28,463.00,,47.84,40.29
1982-09-29,514.00,,58.61,33.77
1982-09-30,506.00,,61.76,29.37
1982-10-01,450.00,,54.37,34.32
1982-10-02,436.00,,66.63,31.33
1982-10-03,436.00,,57.12,35.18
1982-10-04,506.00,,49.73,35.58
1982-10-05,506.00,,56.49,30.70
1982-10-06,471.00,,57.04,28.50
1982-10-07,499.00,,53.74,35.66
1982-10-08,478.00,,50.99,33.69
1982-10-09,464.00,,57.28,27.64
1982-10-10,450.00,,61.36,25.12
1982-10-11,450.00,,70.48,28.11
1982-10-12,443.00,,71.19,30.07
1982-10-13,436.00,,70.96,31.25
1982-10-14,430.00,,74.26,31.57
1982-10-15,430.00,,72.21,33.38
1982-10-16,423.00,,70.25,32.51
1982-10-17,417.00,,52.40,27.64
1982-10-18,410.00,,48.47,25.36
1982-10-19,406.00,,54.29,17.18
1982-10-20,402.00,,60.03,17.49
1982-10-21,402.00,,68.13,34.71
1982-10-22,410.00,,64.51,40.84
1982-10-23,528.00,,59.32,42.42
1982-10-24,565.00,,61.99,43.05
1982-10-25,528.00,,51.69,41.79
1982-10-26,701.00,,48.79,36.36
1982-10-27,676.00,,44.30,29.92
1982-10-28,573.00,,48.79,27.64
1982-10-29,565.00,,39.98,33.22
1982-10-30,573.00,,47.21,36.68
1982-10-31,550.00,,48.08,30.31
1982-11-01,520.00,,46.19,27.40
1982-11-02,478.00,,48.31,23.63
1982-11-03,471.00,,48.71,20.80
1982-11-04,464.00,,50.59,23.78
1982-11-05,457.00,,52.64,32.98
1982-11-06,443.00,,43.75,28.11
1982-11-07,430.00,,41.71,22.05
1982-11-08,436.00,,41.00,27.17
1982-11-09,440.00,,39.59,32.59
1982-11-10,410.00,,35.97,26.30
1982-11-11,406.00,,42.73,25.20
1982-11-12,380.00,,34.48,18.44
1982-11-13,406.00,,40.45,19.30
1982-11-14,358.00,,40.84,11.44
1982-11-15,340.00,,42.65,11.68
1982-11-16,360.00,,40.45,21.11
1982-11-17,440.00,,35.18,30.62
1982-11-18,480.00,,38.17,33.14
1982-11-19,460.00,,38.01,32.67
1982-11-20,425.00,,38.64,29.68
1982-11-21,425.00,,35.97,20.88
1982-11-22,400.00,,23.08,6.25
1982-11-23,305.00,,24.89,-1.30
1982-11-24,350.00,,27.72,-0.35
1982-11-25,350.00,,29.60,4.52
1982-11-26,370.00,,33.53,4.37
1982-11-27,390.00,,32.20,13.41
1982-11-28,430.00,,39.12,29.13
1982-11-29,440.00,,38.64,32.83
1982-11-30,430.00,,37.07,30.62
1982-12-01,410.00,,39.04,24.81
1982-12-02,380.00,,31.17,21.27
1982-12-03,395.00,,35.89,28.66
1982-12-04,405.00,,38.09,33.06
1982-12-05,400.00,,36.52,32.43
1982-12-06,405.00,,40.22,28.97
1982-12-07,389.00,,36.84,14.82
1982-12-08,330.00,,27.40,5.86
1982-12-09,320.00,,29.60,7.12
1982-12-10,350.00,,31.57,8.53
1982-12-11,345.00,,31.80,8.85
1982-12-12,330.00,,32.75,10.73
1982-12-13,360.00,,36.21,21.35
1982-12-14,370.00,,33.69,18.20
1982-12-15,380.00,,33.77,29.52
1982-12-16,389.00,,36.84,32.75
1982-12-17,397.00,,38.96,31.96
1982-12-18,381.00,,37.39,25.12
1982-12-19,381.00,,35.97,30.55
1982-12-20,376.00,,34.40,25.83
1982-12-21,450.00,,37.15,32.98
1982-12-22,506.00,,38.17,30.39
1982-12-23,457.00,,33.93,16.47
1982-12-24,397.00,,29.05,5.07
1982-12-25,300.00,,23.55,-0.90
1982-12-26,320.00,,29.84,17.57
1982-12-27,370.00,,26.61,1.30
1982-12-28,324.00,,17.89,-4.44
1982-12-29,333.00,,14.11,-5.38
1982-12-30,340.00,,19.15,-5.93
1982-12-31,361.00,,18.36,-4.99
1983-01-01,372.00,,22.29,-5.15
1983-01-02,391.00,,24.89,-1.37
1983-01-03,492.00,,33.61,20.64
1983-01-04,542.00,,33.22,26.93
1983-01-05,676.00,,33.77,32.83
1983-01-06,964.00,,35.73,32.98
1983-01-07,860.00,,37.39,32.98
1983-01-08,611.00,,46.11,27.64
1983-01-09,550.00,,37.86,24.89
1983-01-10,499.00,,34.95,19.30
1983-01-11,465.00,,35.11,11.44
1983-01-12,425.00,,33.38,8.93
1983-01-13,375.00,,36.76,9.08
1983-01-14,350.00,,33.93,9.00
1983-01-15,350.00,,35.18,5.47
1983-01-16,355.00,,36.05,11.36
1983-01-17,360.00,,36.76,27.79
1983-01-18,370.00,,43.36,29.37
1983-01-19,360.00,,38.01,28.74
1983-01-20,350.00,,39.19,31.96
1983-01-21,364.00,,39.67,-49.73
1983-01-22,361.00,,38.01,-44.93
1983-01-23,361.00,,38.25,30.00
1983-01-24,357.00,,36.84,-54.84
1983-01-25,354.00,,38.72,32.04
1983-01-26,350.00,,40.37,32.67
1983-01-27,357.00,,42.02,33.77
1983-01-28,357.00,,45.01,24.73
1983-01-29,347.00,,34.32,21.35
1983-01-30,350.00,,41.71,24.96
1983-01-31,340.00,,39.35,18.60
1983-02-01,310.00,,36.99,9.32
1983-02-02,315.00,,36.60,14.11
1983-02-03,275.00,,36.13,4.52
1983-02-04,265.00,,35.89,1.46
1983-02-05,275.00,,34.95,1.06
1983-02-06,310.00,,35.26,5.54
1983-02-07,376.00,,35.26,22.53
1983-02-08,361.00,,31.41,22.76
1983-02-09,361.00,,37.07,30.07
1983-02-10,350.00,,33.45,26.14
1983-02-11,343.00,,46.74,28.34
1983-02-12,343.00,,46.03,30.70
1983-02-13,361.00,,41.40,30.78
1983-02-14,347.00,,46.03,29.60
1983-02-15,340.00,,44.07,25.59
1983-02-16,350.00,,44.70,28.66
1983-02-17,347.00,,36.05,28.66
1983-02-18,368.00,,41.95,33.14
1983-02-19,376.00,,46.51,27.87
1983-02-20,364.00,,39.59,25.75
1983-02-21,364.00,,45.72,30.86
1983-02-22,364.00,,47.61,31.10
1983-02-23,364.00,,53.90,32.04
1983-02-24,372.00,,55.70,27.95
1983-02-25,393.00,,46.35,28.74
1983-02-26,423.00,,49.18,30.86
1983-02-27,423.00,,37.15,29.45
1983-02-28,423.00,,45.33,32.90
1983-03-01,423.00,,48.16,34.16
1983-03-02,513.00,,50.91,33.38
1983-03-03,588.00,,51.07,32.28
1983-03-04,588.00,,46.90,34.01
1983-03-05,596.00,,49.34,33.93
1983-03-06,627.00,,49.26,32.67
1983-03-07,611.00,,46.11,33.30
1983-03-08,588.00,,50.36,34.56
1983-03-09,588.00,,62.15,33.69
1983-03-10,692.00,,65.92,29.76
1983-03-11,925.00,,41.63,34.32
1983-03-12,1040.00,,40.06,32.35
1983-03-13,984.00,,46.74,34.16
1983-03-14,1020.00,,44.07,32.20
1983-03-15,906.00,,48.31,24.89
1983-03-16,823.00,,52.40,21.74
1983-03-17,769.00,,44.62,26.54
1983-03-18,726.00,,43.68,29.84
1983-03-19,676.00,,45.17,24.18
1983-03-20,643.00,,49.49,18.12
1983-03-21,619.00,,53.42,21.35
1983-03-22,603.00,,50.04,31.65
1983-03-23,588.00,,46.98,28.03
1983-03-24,565.00,,41.79,27.17
1983-03-25,535.00,,46.19,29.68
1983-03-26,520.00,,51.77,28.50
1983-03-27,513.00,,42.10,29.76
1983-03-28,499.00,,46.74,27.24
1983-03-29,471.00,,48.71,31.88
1983-03-30,588.00,,44.07,35.81
1983-03-31,635.00,,46.98,28.66
1983-04-01,596.00,,51.62,23.71
1983-04-02,588.00,,41.87,28.50
1983-04-03,550.00,,44.85,23.00
1983-04-04,528.00,,48.63,23.55
1983-04-05,528.00,,51.38,19.38
1983-04-06,520.00,,51.93,19.93
1983-04-07,520.00,,56.02,25.91
1983-04-08,535.00,,51.93,25.67
1983-04-09,565.00,,45.80,30.07
1983-04-10,565.00,,43.75,26.77
1983-04-11,535.00,,47.06,19.77
1983-04-12,528.00,,45.25,25.36
1983-04-13,513.00,,49.96,21.90
1983-04-14,506.00,,52.95,25.59
1983-04-15,506.00,,54.37,22.84
1983-04-16,550.00,,61.13,24.33
1983-04-17,643.00,,67.18,24.57
1983-04-18,743.00,,63.33,30.78
1983-04-19,814.00,,64.59,34.71
1983-04-20,1000.00,,63.41,35.89
1983-04-21,1160.00,,61.29,36.52
1983-04-22,1320.00,,66.55,31.88
1983-04-23,1620.00,,68.05,40.14
1983-04-24,2470.00,,49.57,34.48
1983-04-25,1980.00,,49.02,30.78
1983-04-26,1600.00,,50.44,28.89
1983-04-27,1380.00,,56.49,26.14
1983-04-28,1270.00,,61.52,26.93
1983-04-29,1280.00,,61.92,39.82
1983-04-30,1440.00,,59.48,34.71
1983-05-01,1670.00,,54.37,40.14
1983-05-02,1680.00,,57.12,39.35
1983-05-03,1710.00,,61.36,37.78
1983-05-04,1830.00,,69.54,29.45
1983-05-05,2050.00,,48.63,39.59
1983-05-06,1910.00,,51.85,36.36
1983-05-07,1740.00,,62.39,31.57
1983-05-08,1680.00,,53.19,30.78
1983-05-09,1560.00,,44.23,32.83
1983-05-10,1420.00,,51.54,31.65
1983-05-11,1300.00,,49.89,33.61
1983-05-12,1210.00,,56.49,25.99
1983-05-13,1160.00,,58.30,27.17
1983-05-14,1160.00,,59.64,28.42
1983-05-15,1200.00,,49.26,34.56
1983-05-16,1160.00,,57.20,33.77
1983-05-17,1130.00,,64.90,28.50
1983-05-18,1290.00,,58.53,42.34
1983-05-19,1450.00,,66.63,29.68
1983-05-20,1710.00,,70.80,37.07
1983-05-21,2200.00,,69.70,35.58
1983-05-22,2620.00,,75.04,32.20
1983-05-23,2930.00,,81.41,33.93
1983-05-24,3520.00,,82.99,36.29
1983-05-25,4320.00,,84.48,38.01
1983-05-26,5060.00,,84.95,39.12
1983-05-27,5630.00,,89.43,37.23
1983-05-28,5860.00,,91.08,37.70
1983-05-29,6310.00,,89.83,39.19
1983-05-30,6570.00,,82.36,40.69
1983-05-31,6330.00,,60.97,46.90
1983-06-01,5750.00,,69.54,47.76
1983-06-02,5460.00,,73.24,45.09
1983-06-03,5170.00,,74.57,41.08
1983-06-04,5170.00,,72.69,40.77
1983-06-05,5130.00,,72.76,36.99
1983-06-06,4980.00,,74.10,37.54
1983-06-07,4920.00,,79.68,39.19
1983-06-08,4940.00,,75.52,41.95
1983-06-09,5400.00,,76.30,49.10
1983-06-10,5700.00,,77.95,43.05
1983-06-11,6010.00,,59.40,44.38
1983-06-12,5210.00,,54.76,34.40
1983-06-13,4340.00,,70.48,36.84
1983-06-14,3810.00,,80.71,35.50
1983-06-15,3720.00,,69.07,44.15
1983-06-16,3910.00,,71.82,34.95
1983-06-17,3910.00,,84.40,38.88
1983-06-18,4160.00,,64.20,40.77
1983-06-19,3950.00,,60.81,31.73
1983-06-20,3580.00,,63.57,32.51
1983-06-21,3100.00,,69.31,42.89
1983-06-22,2890.00,,83.85,34.79
1983-06-23,3020.00,,86.84,42.34
1983-06-24,3660.00,,72.29,42.02
1983-06-25,3770.00,,80.00,32.12
1983-06-26,3530.00,,82.99,37.78
1983-06-27,3960.00,,68.83,50.44
1983-06-28,4100.00,,75.83,46.51
1983-06-29,3630.00,,71.04,48.31
1983-06-30,3410.00,,71.66,40.53
1983-07-01,3480.00,,57.98,50.52
1983-07-02,4550.00,,61.05,43.20
1983-07-03,3610.00,,66.79,36.36
1983-07-04,2930.00,,81.88,38.49
1983-07-05,2920.00,,83.30,42.81
1983-07-06,2890.00,,87.78,55.39
1983-07-07,3250.00,,89.12,46.43
1983-07-08,2950.00,,75.12,48.24
1983-07-09,2700.00,,68.36,41.63
1983-07-10,2700.00,,68.76,46.03
1983-07-11,2270.00,,79.76,40.14
1983-07-12,2330.00,,85.03,42.73
1983-07-13,2070.00,,90.53,46.74
1983-07-14,2250.00,,65.37,45.88
1983-07-15,2190.00,,65.92,40.53
1983-07-16,1870.00,,74.26,35.34
1983-07-17,1650.00,,80.08,43.83
1983-07-18,1560.00,,85.66,40.06
1983-07-19,1500.00,,77.25,43.36
1983-07-20,1470.00,,74.49,47.53
1983-07-21,1420.00,,85.58,37.94
1983-07-22,1350.00,,90.69,41.79
1983-07-23,1400.00,,87.70,49.96
1983-07-24,1450.00,,89.98,48.00
1983-07-25,1350.00,,81.96,47.13
1983-07-26,1260.00,,79.76,51.46
1983-07-27,1170.00,,79.68,41.79
1983-07-28,1110.00,,86.05,49.26
1983-07-29,1040.00,,90.77,48.00
1983-07-30,1000.00,,98.39,47.45
1983-07-31,964.00,,79.21,53.74
1983-08-01,954.00,,90.45,51.46
1983-08-02,916.00,,93.05,50.67
1983-08-03,888.00,,92.73,50.04
1983-08-04,860.00,,93.28,50.67
1983-08-05,823.00,,98.55,52.09
1983-08-06,796.00,,101.62,49.89
1983-08-07,761.00,,101.15,52.87
1983-08-08,743.00,,92.58,62.39
1983-08-09,761.00,,88.25,63.41
1983-08-10,832.00,,89.51,59.87
1983-08-11,1040.00,,79.84,53.97
1983-08-12,869.00,,84.24,46.27
1983-08-13,769.00,,89.12,45.64
1983-08-14,709.00,,86.21,52.40
1983-08-15,743.00,,64.20,53.27
1983-08-16,805.00,,84.87,51.14
1983-08-17,735.00,,88.02,48.55
1983-08-18,668.00,,86.37,51.38
1983-08-19,651.00,,79.37,55.00
1983-08-20,750.00,,76.93,59.56
1983-08-21,710.00,,69.07,53.58
1983-08-22,690.00,,77.25,51.46
1983-08-23,740.00,,75.99,49.65
1983-08-24,720.00,,72.53,46.66
1983-08-25,700.00,,77.80,51.62
1983-08-26,680.00,,84.95,47.53
1983-08-27,670.00,,89.27,42.42
1983-08-28,665.00,,85.27,47.68
1983-08-29,660.00,,85.42,38.80
1983-08-30,651.00,,90.38,39.82
1983-08-31,635.00,,89.75,43.28
1983-09-01,635.00,,79.60,54.60
1983-09-02,635.00,,74.89,47.84
1983-09-03,627.00,,77.64,39.51
1983-09-04,603.00,,75.91,39.90
1983-09-05,596.00,,72.84,35.81
1983-09-06,580.00,,86.21,33.61
1983-09-07,557.00,,82.59,40.45
1983-09-08,542.00,,75.20,40.69
1983-09-09,528.00,,63.25,35.58
1983-09-10,528.00,,71.82,27.64
1983-09-11,520.00,,75.28,44.85
1983-09-12,513.00,,80.23,35.11
1983-09-13,506.00,,84.87,36.60
1983-09-14,499.00,,77.09,42.50
1983-09-15,485.00,,81.18,33.06
1983-09-16,478.00,,80.31,33.38
1983-09-17,471.00,,68.83,33.45
1983-09-18,471.00,,69.31,34.71
1983-09-19,478.00,,60.03,31.65
1983-09-20,478.00,,63.09,23.00
1983-09-21,471.00,,75.04,24.81
1983-09-22,464.00,,78.11,27.95
1983-09-23,457.00,,74.18,35.50
1983-09-24,450.00,,78.82,36.36
1983-09-25,443.00,,81.73,34.24
1983-09-26,430.00,,78.03,36.68
1983-09-27,430.00,,66.63,39.04
1983-09-28,430.00,,66.71,28.11
1983-09-29,423.00,,60.58,37.15
1983-09-30,478.00,,49.41,44.23
1983-10-01,533.00,,63.72,44.30
1983-10-02,483.00,,56.02,39.59
1983-10-03,476.00,,62.31,36.60
1983-10-04,455.00,,70.96,36.60
1983-10-05,442.00,,75.04,34.08
1983-10-06,429.00,,66.79,33.93
1983-10-07,422.00,,70.01,34.32
1983-10-08,409.00,,73.08,29.52
1983-10-09,476.00,,59.56,45.72
1983-10-10,518.00,,55.55,40.53
1983-10-11,476.00,,63.88,34.32
1983-10-12,455.00,,60.89,29.37
1983-10-13,449.00,,49.02,37.78
1983-10-14,469.00,,49.49,40.69
1983-10-15,449.00,,56.41,31.65
1983-10-16,435.00,,60.42,29.05
1983-10-17,429.00,,62.78,29.52
1983-10-18,422.00,,60.42,31.17
1983-10-19,409.00,,63.88,25.75
1983-10-20,409.00,,66.95,32.90
1983-10-21,403.00,,72.37,38.80
1983-10-22,396.00,,67.58,36.52
1983-10-23,435.00,,55.47,32.20
1983-10-24,429.00,,59.48,27.87
1983-10-25,409.00,,64.20,25.04
1983-10-26,396.00,,68.44,24.49
1983-10-27,396.00,,59.24,25.99
1983-10-28,390.00,,63.49,28.50
1983-10-29,409.00,,67.73,33.69
1983-10-30,422.00,,56.10,31.49
1983-10-31,429.00,,60.03,43.05
1983-11-01,455.00,,62.07,45.72
1983-11-02,526.00,,49.96,43.83
1983-11-03,526.00,,63.09,44.23
1983-11-04,511.00,,50.52,42.89
1983-11-05,562.00,,56.18,42.65
1983-11-06,570.00,,50.20,43.28
1983-11-07,957.00,,45.56,29.21
1983-11-08,747.00,,47.06,26.69
1983-11-09,648.00,,40.06,22.61
1983-11-10,632.00,,46.98,34.48
1983-11-11,900.00,,45.25,38.01
1983-11-12,818.00,,45.33,36.36
1983-11-13,747.00,,40.61,32.75
1983-11-14,688.00,,41.16,33.30
1983-11-15,648.00,,47.45,33.14
1983-11-16,632.00,,45.09,35.03
1983-11-17,656.00,,36.91,33.06
1983-11-18,640.00,,39.27,32.83
1983-11-19,600.00,,33.22,31.02
