date,qd,qu,mm,mx,mn
2018-08-28,467.00,-5.40,61.42,79.70,42.50
2018-08-29,455.00,-8.33,68.40,90.50,46.90
2018-08-30,427.00,-2.05,72.88,86.80,56.30
2018-08-31,410.00,-17.03,68.71,81.90,57.90
2018-09-01,398.00,-1.30,66.01,84.70,45.10
2018-09-02,389.00,-12.82,68.17,87.10,46.60
2018-09-03,384.00,-1.69,69.82,91.40,45.90
2018-09-04,368.00,-2.06,71.97,88.70,50.40
2018-09-05,347.00,-44.23,75.27,96.30,54.90
2018-09-06,335.00,25.44,77.31,95.20,60.00
2018-09-07,310.00,0.44,71.52,87.90,52.60
2018-09-08,294.00,-5.98,70.79,85.30,54.10
2018-09-09,287.00,6.18,66.62,86.70,49.30
2018-09-10,269.00,-12.83,65.56,82.70,50.00
2018-09-11,255.00,-11.20,60.05,69.50,49.20
2018-09-12,234.00,-12.03,57.46,70.90,44.20
2018-09-13,194.00,-29.35,59.81,73.30,46.10
2018-09-14,159.00,-39.14,58.27,78.90,40.80
2018-09-15,135.00,-39.44,61.08,76.10,47.10
2018-09-16,120.00,-42.85,59.85,75.60,44.10
2018-09-17,108.00,-39.72,59.13,80.20,37.80
2018-09-18,95.40,-31.65,60.54,80.70,40.00
2018-09-19,79.50,-41.00,58.71,76.20,40.10
2018-09-20,65.20,-43.20,56.52,75.70,38.10
2018-09-21,51.60,-44.19,59.39,83.50,37.50
2018-09-22,36.50,-42.65,60.63,80.80,45.80
2018-09-23,21.80,-42.23,59.74,71.10,49.70
2018-09-24,7.43,-33.41,52.29,71.20,32.10
2018-09-25,1.82,-11.79,54.26,74.10,34.00
2018-09-26,0.63,-6.43,56.97,82.80,34.60
2018-09-27,0.29,-4.25,62.24,89.40,37.80
2018-09-28,0.08,5.12,61.97,86.70,39.60
2018-09-29,0.00,13.11,60.64,83.40,42.50
2018-09-30,0.00,13.61,60.81,71.90,48.20
2018-10-01,0.00,13.11,53.40,69.40,38.60
2018-10-02,0.00,20.17,63.41,74.20,53.70
2018-10-03,0.00,18.65,60.87,70.40,51.90
2018-10-04,0.00,20.17,52.46,57.80,45.70
2018-10-05,0.00,21.18,46.42,58.20,35.80
2018-10-06,0.00,29.75,48.67,58.30,42.80
2018-10-07,0.00,21.18,46.98,62.20,29.90
2018-10-08,0.00,18.15,48.00,62.30,34.30
2018-10-09,0.00,31.76,52.06,58.40,44.80
2018-10-10,0.00,26.22,46.11,55.90,34.60
2018-10-11,0.00,28.74,46.98,63.40,34.30
2018-10-12,0.00,43.36,47.43,70.50,28.90
2018-10-13,0.00,37.31,46.92,62.70,31.90
2018-10-14,0.00,27.23,41.40,55.50,25.90
2018-10-15,0.00,40.33,40.04,66.60,20.40
2018-10-16,0.00,29.75,44.41,68.20,24.90
2018-10-17,0.00,27.73,47.66,69.90,28.90
2018-10-18,0.00,28.74,48.42,76.50,27.90
2018-10-19,0.00,28.23,49.51,79.40,29.50
2018-10-20,0.00,39.83,49.50,72.10,30.60
2018-10-21,0.00,28.23,49.53,78.10,30.80
2018-10-22,0.00,29.24,47.46,65.50,30.00
2018-10-23,0.00,38.32,52.34,73.70,34.30
2018-10-24,0.00,40.33,53.09,67.50,42.70
2018-10-25,0.00,52.43,46.95,62.30,32.00
2018-10-26,0.00,50.92,52.11,65.90,37.70
2018-10-27,0.00,51.93,52.46,68.50,40.90
2018-10-28,0.00,52.43,51.84,67.20,42.90
2018-10-29,0.00,50.92,45.54,55.40,36.60
2018-10-30,0.00,59.49,37.21,53.90,24.40
2018-10-31,0.00,62.01,43.84,56.20,31.90
2018-11-01,0.00,62.52,56.62,65.50,49.30
2018-11-02,0.00,57.98,53.72,67.60,42.70
2018-11-03,0.00,70.08,50.36,58.70,40.20
2018-11-04,0.00,62.01,54.07,64.00,41.70
2018-11-05,0.00,58.48,40.85,55.50,27.80
2018-11-06,0.00,57.48,36.82,53.30,25.00
2018-11-07,0.00,58.99,34.28,50.10,22.30
2018-11-08,0.00,61.00,28.57,48.20,14.40
2018-11-09,0.00,58.99,28.24,46.80,10.20
2018-11-10,0.00,45.38,33.30,51.70,15.60
2018-11-11,0.00,51.93,27.15,48.00,10.80
2018-11-12,0.00,50.42,29.79,47.60,15.30
2018-11-13,0.00,53.95,31.10,46.80,20.30
2018-11-14,0.00,51.93,31.97,53.80,17.80
2018-11-15,0.00,56.47,34.14,55.40,18.50
2018-11-16,0.00,60.50,35.76,57.00,20.60
2018-11-17,0.00,62.01,42.75,54.90,25.90
2018-11-18,0.00,63.02,29.72,53.90,15.90
2018-11-19,0.00,53.44,29.82,48.30,17.30
2018-11-20,0.00,39.83,28.52,46.50,15.60
2018-11-21,0.00,29.24,26.52,35.80,18.10
2018-11-22,0.00,74.11,40.04,54.80,28.40
2018-11-23,0.00,71.59,40.25,47.30,36.10
2018-11-24,0.00,80.67,37.42,45.80,27.00
2018-11-25,0.00,67.05,31.30,45.50,22.10
2018-11-26,0.00,63.53,30.59,39.50,22.10
2018-11-27,0.00,56.47,35.53,40.00,32.40
2018-11-28,0.00,69.58,37.26,44.50,31.70
2018-11-29,0.00,75.12,35.37,39.70,29.90
2018-11-30,0.00,71.59,37.88,47.20,34.60
2018-12-01,0.00,81.68,34.88,40.50,31.80
2018-12-02,0.00,74.11,31.48,40.80,26.80
2018-12-03,0.00,62.01,25.32,31.80,19.40
2018-12-04,0.00,44.37,25.36,34.30,17.50
2018-12-05,0.00,9.08,21.30,33.10,13.10
2018-12-06,0.00,22.69,21.41,25.20,15.40
2018-12-07,0.00,45.38,25.93,27.70,24.40
2018-12-08,0.00,49.91,29.05,34.00,25.50
2018-12-09,0.00,50.92,30.08,35.80,23.60
2018-12-10,0.00,55.46,28.23,37.70,22.90
2018-12-11,0.00,94.28,30.33,34.00,26.10
2018-12-12,0.00,81.17,36.56,43.90,25.30
2018-12-13,0.00,43.36,26.46,33.70,21.50
2018-12-14,0.00,48.90,27.26,36.60,20.90
2018-12-15,0.00,53.95,30.56,39.80,24.10
2018-12-16,0.00,64.03,31.67,37.90,26.00
2018-12-17,0.00,95.29,38.48,51.60,34.30
2018-12-18,0.00,106.38,44.61,55.20,37.60
2018-12-19,0.00,92.77,40.39,49.00,32.00
2018-12-20,0.00,88.23,34.79,45.10,27.20
2018-12-21,0.00,68.57,33.41,41.20,21.00
2018-12-22,0.00,52.43,24.84,32.60,16.90
2018-12-23,0.00,74.62,31.73,37.20,28.80
2018-12-24,0.00,58.99,39.27,42.80,34.70
2018-12-25,0.00,75.63,35.76,45.00,25.00
2018-12-26,0.00,87.22,26.95,36.20,20.60
2018-12-27,0.00,32.77,27.35,38.40,19.40
2018-12-28,0.00,27.73,24.65,37.50,11.40
2018-12-29,0.00,99.32,35.34,44.90,29.80
2018-12-30,0.00,72.60,37.98,44.10,29.90
2018-12-31,0.00,33.78,28.35,38.40,20.50
2019-01-01,0.00,22.69,22.17,36.60,11.90
2019-01-02,0.00,44.87,24.25,36.50,15.70
2019-01-03,0.00,0.00,23.08,30.10,15.70
2019-01-04,0.00,22.69,25.07,31.90,20.00
2019-01-05,0.00,137.13,27.02,33.80,21.90
2019-01-06,0.00,86.72,37.48,42.00,29.30
2019-01-07,0.00,46.38,32.16,41.40,24.80
2019-01-08,0.00,81.68,30.46,35.10,25.10
2019-01-09,0.00,76.63,34.95,39.50,32.00
2019-01-10,0.00,58.99,36.86,53.70,28.50
2019-01-11,0.00,41.85,30.01,38.50,22.20
2019-01-12,0.00,47.39,31.84,34.60,25.80
2019-01-13,0.00,18.15,30.19,32.30,26.30
2019-01-14,0.00,35.80,27.70,33.20,23.60
2019-01-15,0.00,24.20,26.98,33.60,20.00
2019-01-16,0.00,175.95,32.64,37.30,29.30
2019-01-17,0.00,67.56,41.96,51.00,34.90
2019-01-18,0.00,105.37,39.00,48.10,33.30
2019-01-19,0.00,80.67,38.44,45.70,33.30
2019-01-20,0.00,169.90,39.73,49.70,34.70
2019-01-21,0.00,184.53,34.47,42.30,26.50
2019-01-22,0.00,122.51,30.19,40.40,20.90
2019-01-23,0.00,91.25,42.38,55.00,32.40
2019-01-24,0.00,91.76,36.54,51.60,28.20
2019-01-25,0.00,85.20,36.53,56.00,24.80
2019-01-26,0.00,86.21,34.92,53.80,24.50
2019-01-27,0.00,86.72,37.32,54.10,27.00
2019-01-28,0.00,80.67,32.47,45.20,24.20
2019-01-29,0.00,80.67,30.50,45.00,19.70
2019-01-30,0.00,74.62,29.56,45.80,20.60
2019-01-31,0.00,61.51,31.77,48.00,21.00
2019-02-01,0.00,82.18,31.60,38.80,23.20
2019-02-02,0.00,103.35,37.00,42.00,33.90
2019-02-03,0.00,215.28,43.21,51.90,37.70
2019-02-04,0.00,317.63,37.39,45.90,32.80
2019-02-05,0.00,179.48,28.74,33.50,21.60
2019-02-06,0.00,100.83,26.57,33.10,20.80
2019-02-07,0.00,29.24,21.10,31.20,9.30
2019-02-08,0.00,65.54,23.79,30.10,14.60
2019-02-09,0.00,94.78,32.53,39.70,27.60
2019-02-10,0.00,44.37,26.50,32.90,20.20
2019-02-11,0.00,102.85,34.05,40.00,27.70
2019-02-12,0.00,81.68,32.21,40.90,24.00
2019-02-13,0.00,111.42,36.58,40.00,32.50
2019-02-14,0.00,278.30,38.77,43.80,35.40
2019-02-15,0.00,474.93,37.65,45.10,31.40
2019-02-16,0.00,297.46,35.64,40.70,32.00
2019-02-17,0.00,189.57,32.86,41.50,25.30
2019-02-18,0.00,111.93,28.93,36.90,23.50
2019-02-19,0.00,95.79,30.25,37.40,19.50
2019-02-20,0.00,80.16,33.04,39.80,27.70
2019-02-21,0.00,105.37,27.87,36.60,22.10
2019-02-22,0.00,8.07,26.24,35.90,14.60
2019-02-23,0.00,146.21,37.74,44.00,33.40
2019-02-24,0.00,97.81,41.63,48.40,36.20
2019-02-25,0.00,139.65,45.04,50.60,37.60
2019-02-26,0.00,389.72,31.03,38.50,27.10
2019-02-27,0.00,243.51,33.08,48.00,27.80
2019-02-28,0.00,135.12,35.19,45.60,22.70
2019-03-01,0.00,153.27,31.05,40.70,23.90
2019-03-02,0.00,119.49,29.69,43.10,20.30
2019-03-03,0.00,128.56,31.11,44.10,20.60
2019-03-04,0.00,129.57,31.94,44.40,20.90
2019-03-05,0.00,129.57,35.88,43.70,29.40
2019-03-06,0.00,200.66,37.01,43.90,32.90
2019-03-07,0.00,298.97,39.61,47.10,27.20
2019-03-08,0.00,266.20,32.81,42.80,26.70
2019-03-09,0.00,178.48,29.79,37.20,23.80
2019-03-10,0.00,143.69,34.37,42.40,30.00
2019-03-11,0.00,126.55,33.39,52.20,20.30
2019-03-12,0.00,127.05,32.96,43.00,27.00
2019-03-13,0.00,117.98,35.66,45.90,28.70
2019-03-14,0.00,100.83,32.79,50.00,16.70
2019-03-15,0.00,109.91,37.32,57.60,21.60
2019-03-16,0.00,119.49,40.26,55.90,27.20
2019-03-17,0.00,175.45,42.11,58.80,28.90
2019-03-18,0.00,260.65,42.36,60.80,24.80
2019-03-19,0.00,366.03,46.23,64.20,29.50
2019-03-20,0.00,532.90,49.40,64.90,33.40
2019-03-21,0.00,541.98,48.79,59.40,37.40
2019-03-22,0.00,619.62,49.96,62.50,35.40
2019-03-23,0.00,1077.40,44.44,48.10,38.50
2019-03-24,0.00,1426.29,43.80,55.80,37.10
2019-03-25,0.00,1356.71,46.24,64.30,30.10
2019-03-26,0.00,1207.98,46.23,54.10,40.80
2019-03-27,0.00,1401.58,46.92,58.40,41.40
2019-03-28,0.00,1739.38,43.85,53.70,35.30
2019-03-29,0.00,1501.91,40.76,55.00,30.90
2019-03-30,0.00,1152.53,42.24,58.60,26.10
2019-03-31,0.00,997.24,45.94,63.60,29.10
2019-04-01,0.00,974.55,47.78,57.40,40.60
2019-04-02,0.00,1015.90,47.51,51.60,44.20
2019-04-03,0.00,1311.84,51.95,62.10,43.60
2019-04-04,0.00,1473.68,51.86,62.00,40.50
2019-04-05,0.00,1391.50,49.58,60.20,42.20
2019-04-06,0.00,1289.15,48.44,62.00,35.90
2019-04-07,0.00,1294.20,56.12,64.80,47.00
2019-04-08,0.00,1650.14,52.91,59.70,49.30
2019-04-09,0.00,3269.02,45.46,50.80,42.00
2019-04-10,0.00,2892.91,45.09,54.50,38.10
2019-04-11,0.00,1972.30,45.64,52.60,41.60
2019-04-12,0.00,1638.54,46.62,57.80,37.70
2019-04-13,0.00,1433.85,46.93,65.60,30.00
2019-04-14,0.00,1386.46,45.49,51.20,40.00
2019-04-15,0.00,1534.18,43.41,53.10,36.30
2019-04-16,0.00,1368.81,47.03,59.40,35.40
2019-04-17,0.00,1231.18,51.36,65.70,39.10
2019-04-18,0.00,1174.71,55.47,75.90,36.60
2019-04-19,0.00,1324.95,61.63,81.20,43.80
2019-04-20,0.00,1514.01,52.34,61.70,47.70
2019-04-21,0.00,1940.03,52.71,65.00,43.10
2019-04-22,0.00,1699.04,54.44,73.50,33.20
2019-04-23,0.00,1429.82,59.74,73.00,45.30
2019-04-24,0.00,1262.43,58.51,71.20,46.90
2019-04-25,0.00,1199.92,56.02,74.90,39.10
2019-04-26,0.00,1192.86,55.07,65.60,40.80
2019-04-27,0.00,1034.05,51.93,69.60,33.90
2019-04-28,0.00,928.17,44.84,56.90,33.80
2019-04-29,0.00,838.43,44.01,54.30,29.10
2019-04-30,0.00,728.52,45.76,56.80,35.30
2019-05-01,0.00,635.75,45.25,62.70,23.70
2019-05-02,0.00,541.48,52.29,67.80,36.00
2019-05-03,0.00,485.51,53.60,74.00,31.40
2019-05-04,0.00,429.05,58.65,76.00,36.80
2019-05-05,0.00,429.55,61.69,79.00,43.50
2019-05-06,26.80,399.38,62.28,74.50,44.70
2019-05-07,114.00,428.10,60.88,74.30,43.90
2019-05-08,160.00,416.12,59.53,71.70,39.90
2019-05-09,165.00,362.13,61.06,69.00,50.50
2019-05-10,165.00,402.46,57.86,74.30,35.90
2019-05-11,165.00,382.30,62.06,84.40,37.70
2019-05-12,164.00,382.30,66.80,86.30,44.30
2019-05-13,132.00,370.47,67.96,83.30,45.00
2019-05-14,119.00,357.47,67.00,75.10,55.80
2019-05-15,119.00,357.98,57.36,65.70,51.60
2019-05-16,101.00,600.63,50.51,53.40,47.40
2019-05-17,80.10,641.24,49.77,57.20,43.40
2019-05-18,58.70,481.70,51.40,65.80,36.30
2019-05-19,56.00,640.83,47.56,50.60,45.50
2019-05-20,47.20,818.58,49.75,58.70,44.00
2019-05-21,43.60,797.83,50.40,58.50,44.50
2019-05-22,43.30,617.04,53.64,61.00,46.30
2019-05-23,41.90,576.82,55.66,67.70,47.60
2019-05-24,43.20,538.29,53.29,65.50,45.20
2019-05-25,46.50,564.28,53.58,66.90,42.60
2019-05-26,49.10,505.88,57.30,66.60,48.50
2019-05-27,51.00,468.45,59.16,70.10,47.20
2019-05-28,38.40,372.16,62.81,75.50,54.50
2019-05-29,34.60,600.28,58.51,74.00,46.50
2019-05-30,148.00,526.13,59.22,69.60,52.60
2019-05-31,293.00,503.74,63.55,78.70,49.10
2019-06-01,322.00,427.37,65.92,82.20,51.70
2019-06-02,271.00,375.87,67.57,84.50,49.90
2019-06-03,181.00,328.72,70.09,85.80,54.10
2019-06-04,154.00,281.05,69.79,85.20,50.60
2019-06-05,177.00,261.70,67.98,88.00,45.30
2019-06-06,212.00,212.00,57.20,68.80,49.80
2019-06-07,223.00,201.82,50.87,58.90,43.90
2019-06-08,224.00,224.00,50.29,66.10,35.00
2019-06-09,229.00,165.47,57.94,78.10,36.10
2019-06-10,247.00,183.47,64.56,85.20,43.70
2019-06-11,278.00,172.12,68.98,88.00,47.60
2019-06-12,303.00,176.45,69.92,91.80,51.70
2019-06-13,309.00,98.76,70.71,85.90,54.10
2019-06-14,335.00,166.10,71.85,86.70,55.10
2019-06-15,374.00,101.25,68.50,85.20,47.60
2019-06-16,385.00,111.74,71.47,89.10,49.00
2019-06-17,394.00,101.08,73.24,86.70,55.60
2019-06-18,397.00,41.56,70.73,84.70,51.50
2019-06-19,397.00,42.57,66.01,77.00,48.10
2019-06-20,409.00,13.73,56.12,63.60,48.30
2019-06-21,437.00,43.25,55.91,64.30,46.10
2019-06-22,464.00,90.92,59.76,77.50,39.20
2019-06-23,472.00,59.59,66.34,79.60,51.00
2019-06-24,472.00,60.10,64.39,77.50,45.40
2019-06-25,493.00,62.44,66.70,78.90,55.00
2019-06-26,504.00,33.11,66.04,81.90,48.70
2019-06-27,507.00,58.29,62.89,75.40,46.80
2019-06-28,509.00,21.47,63.25,77.80,51.80
2019-06-29,507.00,101.15,66.21,85.60,42.90
2019-06-30,503.00,58.32,70.31,86.00,50.60
2019-07-01,501.00,78.00,72.95,90.40,51.60
2019-07-02,499.00,-3.15,68.53,79.30,54.70
2019-07-03,497.00,36.70,64.01,76.40,47.90
2019-07-04,495.00,-3.62,67.02,81.10,47.40
2019-07-05,503.00,46.22,71.77,89.30,48.60
2019-07-06,506.00,30.57,75.08,89.10,55.00
2019-07-07,504.00,10.42,72.59,84.40,62.00
2019-07-08,496.00,-15.23,69.98,84.20,55.70
2019-07-09,491.00,-18.71,69.90,87.70,48.00
2019-07-10,490.00,21.63,78.10,93.10,61.10
2019-07-11,495.00,8.98,77.89,93.90,57.50
2019-07-12,495.00,-9.17,81.13,97.30,61.00
2019-07-13,494.00,11.01,81.07,95.90,62.60
2019-07-14,492.00,-46.95,75.76,93.10,60.00
2019-07-15,476.00,-2.96,71.34,88.50,55.50
2019-07-16,466.00,-49.76,72.43,86.10,60.10
2019-07-17,463.00,-12.93,73.82,88.80,55.00
2019-07-18,461.00,-51.23,73.99,88.30,57.40
2019-07-19,472.00,-38.22,69.24,81.30,55.10
2019-07-20,499.00,-46.51,71.59,87.90,51.10
2019-07-21,506.00,-18.84,77.12,95.00,55.90
2019-07-22,502.00,183.87,82.03,98.80,63.10
2019-07-23,495.00,-267.30,79.87,96.20,59.90
2019-07-24,491.00,-9.13,76.47,88.30,63.60
2019-07-25,488.00,211.21,76.69,96.10,53.90
2019-07-26,487.00,-340.34,78.78,90.50,67.60
2019-07-27,484.00,-27.73,78.66,95.40,59.90
2019-07-28,482.00,-9.56,78.13,96.00,55.80
2019-07-29,479.00,-155.75,79.75,94.40,66.10
2019-07-30,482.00,-41.83,79.91,95.20,61.60
2019-07-31,483.00,-56.46,80.12,95.70,58.70
2019-08-01,493.00,-97.38,80.71,98.40,60.30
2019-08-02,500.00,0.87,78.95,95.60,60.60
2019-08-03,500.00,-50.55,79.95,97.00,63.40
2019-08-04,501.00,-47.53,81.95,99.80,59.70
2019-08-05,528.00,-35.15,80.68,97.80,58.60
2019-08-06,540.00,-21.14,80.76,98.00,69.10
2019-08-07,522.00,-71.40,79.99,97.50,62.80
2019-08-08,502.00,-1.66,78.42,88.70,70.40
2019-08-09,499.00,-19.79,70.84,89.90,58.00
2019-08-10,496.00,30.15,62.94,78.10,50.00
2019-08-11,494.00,-55.04,64.19,77.40,53.50
2019-08-12,484.00,-28.74,67.81,84.30,46.80
2019-08-13,465.00,5.20,73.64,92.70,51.60
2019-08-14,447.00,-10.78,75.68,95.50,53.60
2019-08-15,442.00,-14.27,74.57,91.40,53.90
2019-08-16,443.00,-11.25,73.04,89.70,54.70
2019-08-17,444.00,-25.38,71.26,88.00,50.40
2019-08-18,447.00,12.41,74.44,95.90,50.60
2019-08-19,450.00,-32.99,77.14,95.20,57.30
2019-08-20,451.00,19.43,77.09,98.30,55.70
2019-08-21,452.00,-10.83,76.09,96.70,59.10
2019-08-22,454.00,-23.95,69.61,82.00,55.80
2019-08-23,457.00,13.84,69.95,87.70,47.90
2019-08-24,458.00,0.22,74.18,94.50,51.60
2019-08-25,458.00,1.73,71.16,84.70,53.10
2019-08-26,442.00,4.38,67.00,86.50,45.50
2019-08-27,399.00,10.29,70.77,92.40,46.60
2019-08-28,370.00,15.57,75.77,99.50,51.90
2019-08-29,366.00,12.58,80.05,96.30,69.10
2019-08-30,347.00,-5.92,74.50,89.00,56.50
2019-08-31,338.00,18.86,75.99,96.80,54.80
2019-09-01,340.00,5.23,76.08,93.80,57.60
2019-09-02,341.00,7.24,73.59,93.40,51.90
2019-09-03,343.00,10.25,75.79,96.20,53.90
2019-09-04,346.00,14.26,76.55,98.40,53.70
2019-09-05,331.00,47.66,74.68,97.10,63.20
2019-09-06,308.00,9.53,71.28,86.10,61.60
2019-09-07,288.00,-9.96,69.63,86.60,54.30
2019-09-08,282.00,31.43,65.06,73.20,57.60
2019-09-09,270.00,-10.32,63.12,75.60,53.80
2019-09-10,249.00,-0.06,57.94,67.30,49.50
2019-09-11,215.00,-17.93,59.81,72.30,44.50
2019-09-12,193.00,-8.16,62.63,82.50,42.30
2019-09-13,186.00,-0.04,67.42,86.80,46.70
2019-09-14,188.00,2.97,68.14,91.50,46.90
2019-09-15,190.00,4.97,73.15,90.10,52.00
2019-09-16,191.00,-24.28,58.52,67.40,51.00
2019-09-17,167.00,28.35,53.58,66.10,43.80
2019-09-18,135.00,58.37,53.15,59.00,46.60
2019-09-19,109.00,16.74,52.99,66.70,43.70
2019-09-20,89.70,29.20,53.07,63.40,40.00
2019-09-21,83.90,22.39,55.17,68.90,40.00
2019-09-22,84.30,-434.99,55.93,75.00,42.20
2019-09-23,75.10,-1.03,59.81,73.60,47.70
2019-09-24,69.70,8.70,63.47,79.60,50.00
2019-09-25,68.60,23.22,61.90,76.10,46.10
2019-09-26,61.80,15.92,62.44,84.90,45.40
2019-09-27,58.50,-2.00,59.87,72.10,48.50
2019-09-28,57.70,-3.30,48.34,55.80,41.80
2019-09-29,55.70,-20.43,43.98,50.70,36.50
2019-09-30,47.60,-12.90,43.41,52.40,34.40
2019-10-01,38.30,-7.08,45.00,55.80,40.20
2019-10-02,34.50,4.25,44.97,62.80,27.20
2019-10-03,33.60,18.47,49.87,60.60,40.50
2019-10-04,32.80,17.67,48.44,58.00,38.60
2019-10-05,32.80,17.67,45.12,63.80,28.70
2019-10-06,32.80,2.55,46.97,66.70,30.60
2019-10-07,31.30,31.30,48.99,73.70,31.50
2019-10-08,22.10,6.97,53.40,70.40,39.20
2019-10-09,16.40,-13.85,39.72,47.70,32.30
2019-10-10,16.40,0.77,33.83,52.80,16.70
2019-10-11,6.94,37.69,38.20,57.50,22.70
2019-10-12,0.01,45.39,42.90,62.40,26.90
2019-10-13,0.01,30.26,44.26,66.30,25.40
2019-10-14,0.00,45.38,45.67,65.30,28.40
2019-10-15,0.00,45.38,48.08,69.10,28.30
2019-10-16,0.00,45.38,51.69,75.80,30.30
2019-10-17,0.00,61.00,50.86,59.60,40.80
2019-10-18,0.00,45.38,48.78,58.20,40.70
2019-10-19,0.01,76.14,45.06,52.60,39.40
2019-10-20,0.00,15.13,42.74,49.90,35.40
2019-10-21,0.00,45.38,51.39,61.60,34.50
2019-10-22,0.00,76.13,53.81,68.60,42.60
2019-10-23,0.00,45.38,48.53,64.90,32.40
2019-10-24,0.00,61.00,42.29,66.60,26.10
2019-10-25,0.00,45.88,47.57,70.10,27.00
2019-10-26,0.00,61.00,44.35,58.70,35.60
2019-10-27,0.00,30.75,34.93,45.10,22.60
2019-10-28,0.00,76.13,31.63,49.00,15.10
2019-10-29,0.00,-15.13,29.91,38.40,15.60
2019-10-30,0.00,76.13,23.51,45.30,5.70
2019-10-31,0.00,45.38,29.71,53.00,12.80
2019-11-01,0.00,46.38,33.52,59.30,14.10
2019-11-02,0.00,61.00,36.39,59.30,21.30
2019-11-03,0.00,61.00,36.84,58.40,20.00
2019-11-04,0.00,76.63,39.60,62.70,22.00
2019-11-05,0.00,76.63,40.50,63.80,21.20
2019-11-06,0.00,61.00,41.57,65.80,25.50
2019-11-07,0.00,61.51,36.33,57.10,18.50
2019-11-08,0.00,76.63,37.30,60.50,20.10
2019-11-09,0.00,46.38,38.61,60.50,22.70
2019-11-10,0.00,76.63,47.14,66.70,32.60
2019-11-11,0.00,62.01,39.94,58.40,25.20
2019-11-12,0.00,61.00,38.14,47.40,29.30
2019-11-13,0.00,61.51,41.16,57.80,24.90
2019-11-14,0.00,77.14,41.82,54.20,32.60
2019-11-15,0.00,61.51,45.29,62.10,32.30
2019-11-16,0.00,62.01,41.28,56.00,29.30
2019-11-17,0.00,76.63,39.61,56.20,27.20
2019-11-18,0.00,46.38,41.83,54.80,29.90
2019-11-19,0.00,77.64,47.24,58.50,38.90
2019-11-20,0.00,46.38,40.13,51.70,29.10
2019-11-21,0.00,61.51,31.39,50.20,17.60
2019-11-22,0.00,62.01,29.46,50.10,15.40
2019-11-23,0.00,62.01,31.47,51.20,17.00
2019-11-24,0.00,62.01,37.49,53.30,23.30
2019-11-25,0.00,480.98,35.03,43.00,25.70
2019-11-26,0.00,140.66,28.72,35.80,20.40
2019-11-27,0.00,31.26,33.57,41.00,24.20
2019-11-28,0.00,77.64,27.95,33.30,23.20
2019-11-29,0.00,31.26,29.91,33.60,19.30
2019-11-30,0.00,0.00,19.65,31.10,9.50
2019-12-01,0.00,187.55,26.07,29.20,23.00
2019-12-02,0.00,46.89,30.86,35.20,26.50
2019-12-03,0.00,78.15,34.67,40.50,32.30
2019-12-04,0.00,77.64,34.57,36.90,33.20
2019-12-05,0.00,78.65,34.57,37.40,32.80
2019-12-06,0.00,94.28,36.09,40.00,31.70
2019-12-07,0.00,94.28,36.70,42.30,32.70
2019-12-08,0.00,94.28,41.21,51.40,31.30
2019-12-09,0.00,93.78,35.86,51.80,26.30
2019-12-10,0.00,94.28,31.81,42.80,23.30
2019-12-11,0.00,94.78,36.83,43.90,31.40
2019-12-12,0.00,63.02,44.94,48.30,41.30
2019-12-13,0.00,141.67,36.13,42.30,33.20
2019-12-14,0.00,47.39,32.44,42.30,24.50
2019-12-15,0.00,78.65,25.03,37.70,18.40
2019-12-16,0.00,95.29,21.80,26.20,16.90
2019-12-17,0.00,31.26,23.08,32.10,15.70
2019-12-18,0.00,47.90,24.83,32.20,18.80
2019-12-19,0.00,46.89,30.86,37.70,25.70
2019-12-20,0.00,79.15,39.63,45.80,33.10
2019-12-21,0.00,110.92,38.78,52.10,31.20
2019-12-22,0.00,63.53,35.28,46.30,27.60
2019-12-23,0.00,95.29,35.10,44.90,23.70
2019-12-24,0.00,79.15,25.33,40.80,15.30
2019-12-25,0.00,63.53,25.56,32.50,19.00
2019-12-26,0.00,63.53,30.26,33.50,28.20
2019-12-27,0.00,47.90,28.24,36.40,21.50
2019-12-28,0.00,64.03,30.28,43.70,21.50
2019-12-29,0.00,94.78,32.56,37.00,28.30
2019-12-30,0.00,64.03,34.03,38.10,31.40
2019-12-31,0.00,79.66,37.46,49.10,31.60
2020-01-01,0.00,111.93,44.66,50.90,35.10
2020-01-02,0.00,79.66,39.87,44.70,33.30
2020-01-03,0.00,95.79,36.13,46.30,31.60
2020-01-04,0.00,80.16,37.86,47.60,29.10
2020-01-05,0.00,111.93,34.29,43.40,26.10
2020-01-06,0.00,80.16,38.22,45.70,30.70
2020-01-07,0.00,16.13,33.40,42.90,27.20
2020-01-08,0.00,144.19,37.55,44.20,29.60
2020-01-09,0.00,47.90,34.36,39.50,29.10
2020-01-10,0.00,64.53,32.39,39.70,25.40
2020-01-11,0.00,80.16,38.00,44.00,32.10
2020-01-12,0.00,80.67,35.11,41.10,31.20
2020-01-13,0.00,80.16,31.62,38.80,26.70
2020-01-14,0.00,48.40,29.77,35.80,19.30
2020-01-15,0.00,64.53,26.37,35.90,16.80
2020-01-16,0.00,48.40,28.37,34.90,18.10
2020-01-17,0.00,48.40,29.21,40.90,14.20
2020-01-18,0.00,64.53,29.35,36.90,21.50
2020-01-19,0.00,64.53,27.66,38.90,19.80
2020-01-20,0.00,112.93,32.58,37.90,26.00
2020-01-21,0.00,32.27,30.64,41.60,21.30
2020-01-22,0.00,112.93,33.23,39.60,26.70
