date,bull_trout,lamprey,chinook,avg_temp(C),steelhead,coho,sockeye,shad
2006-06-25,,7.0,936.0,15.9,2.0,,403.0,
2006-06-26,,18.0,1927.0,16.2,2.0,,734.0,4.0
2006-06-27,,14.0,1879.0,16.1,8.0,,907.0,4.0
2006-06-28,,25.0,1951.0,16.2,5.0,,1223.0,2.0
2006-06-29,,14.0,1852.0,16.0,13.0,,1137.0,
2006-06-30,,9.0,1919.0,16.6,1.0,,653.0,1.0
2006-07-01,,20.0,1720.0,17.0,12.0,,730.0,
2006-07-02,,39.0,2796.0,17.0,19.0,,1515.0,3.0
2006-07-03,,25.0,2766.0,17.9,8.0,,2206.0,16.0
2006-07-04,,43.0,2552.0,17.9,5.0,,2018.0,15.0
2006-07-05,,34.0,2992.0,18.3,8.0,,2146.0,32.0
2006-07-06,,11.0,2611.0,17.4,16.0,,1518.0,30.0
2006-07-07,,10.0,1556.0,17.9,9.0,,1021.0,13.0
2006-07-08,,1.0,1755.0,18.7,15.0,,1047.0,27.0
2006-07-09,,32.0,1439.0,17.9,12.0,,1202.0,22.0
2006-07-10,,13.0,1306.0,17.5,9.0,,951.0,16.0
2006-07-11,,8.0,1517.0,17.5,12.0,,1004.0,14.0
2006-07-12,,17.0,2104.0,17.6,28.0,,916.0,19.0
2006-07-13,,19.0,1145.0,17.7,26.0,,557.0,2.0
2006-07-14,,15.0,1222.0,18.0,32.0,,481.0,6.0
2006-07-15,,40.0,804.0,18.0,16.0,,605.0,6.0
2006-07-16,,23.0,461.0,18.6,18.0,,410.0,8.0
2006-07-17,,22.0,938.0,17.9,23.0,,537.0,1.0
2006-07-18,,17.0,1167.0,18.1,36.0,,420.0,3.0
2006-07-19,,8.0,257.0,18.7,30.0,,254.0,
2006-07-20,,21.0,768.0,19.0,24.0,,165.0,
2006-07-21,,24.0,720.0,19.5,60.0,,117.0,
2006-07-22,,29.0,522.0,19.3,39.0,,63.0,1.0
2006-07-23,,38.0,544.0,19.5,56.0,,106.0,2.0
2006-07-24,,54.0,564.0,18.8,88.0,,104.0,
2006-07-25,,45.0,423.0,18.7,50.0,,49.0,
2006-07-26,,21.0,192.0,19.1,37.0,,51.0,3.0
2006-07-27,,14.0,550.0,19.5,80.0,,106.0,4.0
2006-07-28,,38.0,531.0,19.6,52.0,,64.0,2.0
2006-07-29,,36.0,386.0,19.3,66.0,,45.0,2.0
2006-07-30,,19.0,558.0,19.2,47.0,,12.0,1.0
2006-07-31,,16.0,195.0,19.7,50.0,,10.0,
2006-08-01,,34.0,529.0,19.3,69.0,,7.0,1.0
2006-08-02,,36.0,224.0,19.2,41.0,,15.0,1.0
2006-08-03,,32.0,422.0,19.6,82.0,,10.0,
2006-08-04,,22.0,457.0,19.3,95.0,,16.0,-1.0
2006-08-05,,59.0,244.0,20.2,63.0,,6.0,2.0
2006-08-06,,37.0,268.0,20.1,64.0,,25.0,-1.0
2006-08-07,,55.0,444.0,20.3,70.0,,5.0,1.0
2006-08-08,,29.0,379.0,19.6,85.0,,2.0,
2006-08-09,,35.0,495.0,19.5,67.0,,3.0,
2006-08-10,,58.0,479.0,19.7,74.0,,,
2006-08-11,,32.0,257.0,19.7,40.0,,,-1.0
2006-08-12,,16.0,47.0,20.0,17.0,,,
2006-08-13,,43.0,172.0,20.1,44.0,,,
2006-08-14,,64.0,383.0,20.7,88.0,,,
2006-08-15,,94.0,424.0,20.0,102.0,,,
2006-08-16,,103.0,157.0,19.9,85.0,,,
2006-08-17,,79.0,192.0,20.4,64.0,,,
2006-08-18,,57.0,122.0,21.0,90.0,,,
2006-08-19,,67.0,180.0,20.6,109.0,,,
2006-08-20,,49.0,141.0,21.6,92.0,1.0,,
2006-08-21,,78.0,172.0,21.4,106.0,9.0,2.0,
2006-08-22,,71.0,251.0,20.2,93.0,,,
2006-08-23,,71.0,169.0,19.9,101.0,7.0,,1.0
2006-08-24,,86.0,177.0,20.0,137.0,5.0,,22.0
2006-08-25,,71.0,238.0,20.3,93.0,5.0,,1.0
2006-08-26,,92.0,203.0,20.3,128.0,2.0,,1.0
2006-08-27,,80.0,161.0,20.7,148.0,1.0,,-2.0
2006-08-28,,97.0,229.0,21.2,174.0,6.0,,
2006-08-29,,64.0,290.0,20.3,216.0,3.0,-1.0,1.0
2006-08-30,,53.0,179.0,19.7,156.0,2.0,,
2006-08-31,,48.0,149.0,20.2,141.0,32.0,,
2006-09-01,,78.0,164.0,20.3,160.0,23.0,,
2006-09-02,,54.0,264.0,20.3,176.0,51.0,,
2006-09-03,,53.0,133.0,20.5,178.0,19.0,,
2006-09-04,,45.0,210.0,20.6,159.0,9.0,,
2006-09-05,,55.0,338.0,20.9,212.0,31.0,,
2006-09-06,,84.0,267.0,20.3,233.0,34.0,,
2006-09-07,,44.0,471.0,20.4,267.0,26.0,,-1.0
2006-09-08,,45.0,561.0,20.6,228.0,34.0,1.0,
2006-09-09,,28.0,655.0,20.0,240.0,36.0,,
2006-09-10,,31.0,424.0,20.1,286.0,36.0,,1.0
2006-09-11,,57.0,359.0,20.7,294.0,20.0,,
2006-09-12,,66.0,496.0,20.3,371.0,59.0,1.0,-1.0
2006-09-13,,52.0,653.0,19.8,366.0,37.0,,
2006-09-14,,61.0,406.0,19.3,386.0,47.0,,
2006-09-15,,54.0,274.0,19.4,203.0,63.0,1.0,
2006-09-16,,59.0,212.0,19.1,274.0,69.0,,
2006-09-17,,78.0,295.0,19.0,159.0,60.0,,
2006-09-18,,69.0,777.0,19.1,231.0,142.0,,
2006-09-19,,30.0,297.0,18.9,137.0,38.0,,
2006-09-20,,51.0,339.0,18.4,151.0,91.0,,-1.0
2006-09-21,,36.0,300.0,18.2,75.0,42.0,,-4.0
2006-09-22,,47.0,262.0,18.1,121.0,16.0,1.0,
2006-09-23,,30.0,245.0,18.2,85.0,21.0,,
2006-09-24,,34.0,343.0,18.2,75.0,38.0,,
2006-09-25,,43.0,355.0,18.3,78.0,55.0,,
2006-09-26,,42.0,299.0,18.7,103.0,82.0,,1.0
2006-09-27,,27.0,614.0,18.8,83.0,66.0,,
2006-09-28,,19.0,291.0,18.7,89.0,51.0,1.0,
2006-09-29,,39.0,428.0,18.6,77.0,61.0,,
2006-09-30,,43.0,383.0,18.5,86.0,63.0,,
2006-10-01,,31.0,798.0,18.3,76.0,111.0,,
2006-10-02,,25.0,341.0,18.3,58.0,82.0,,
2006-10-03,,26.0,345.0,18.3,62.0,95.0,,
2006-10-04,,33.0,225.0,18.3,33.0,42.0,,
2006-10-05,,13.0,216.0,18.1,63.0,49.0,,
2006-10-06,,8.0,157.0,17.8,26.0,39.0,,
2006-10-07,,6.0,135.0,17.6,37.0,83.0,,
2006-10-08,,9.0,289.0,17.6,35.0,81.0,,
2006-10-09,,6.0,220.0,17.4,27.0,84.0,,
2006-10-10,,8.0,153.0,17.4,34.0,92.0,,
2006-10-11,,8.0,95.0,17.3,10.0,63.0,,
2006-10-12,,10.0,117.0,17.2,32.0,166.0,1.0,
2006-10-13,,2.0,93.0,17.3,14.0,86.0,,
2006-10-14,,4.0,51.0,17.1,16.0,69.0,,
2006-10-15,,11.0,110.0,16.9,21.0,106.0,,
2006-10-16,,1.0,111.0,16.6,28.0,94.0,,
2006-10-17,,3.0,210.0,16.5,17.0,65.0,,
2006-10-18,,12.0,88.0,16.2,16.0,46.0,,
2006-10-19,,2.0,76.0,16.2,13.0,49.0,,
2006-10-20,,1.0,64.0,16.0,15.0,50.0,,
2006-10-21,,,32.0,16.1,8.0,53.0,,
2006-10-22,,2.0,31.0,15.9,14.0,61.0,,
2006-10-23,,3.0,72.0,15.8,3.0,94.0,,
2006-10-24,,2.0,168.0,15.5,14.0,93.0,,
2006-10-25,,,96.0,15.0,7.0,71.0,,
2006-10-26,,1.0,82.0,14.8,7.0,62.0,,
2006-10-27,,1.0,42.0,14.9,10.0,42.0,,
2006-10-28,,,61.0,14.9,4.0,41.0,,
2006-10-29,,,69.0,14.6,7.0,25.0,,
2006-10-30,,,113.0,14.2,10.0,30.0,,
2006-10-31,,,134.0,14.0,6.0,20.0,,
2006-11-01,,,121.0,13.8,3.0,18.0,,
2006-11-02,,,72.0,13.5,3.0,12.0,,
2006-11-03,,,99.0,13.2,2.0,35.0,,
2006-11-04,,,102.0,12.9,4.0,7.0,,
2006-11-05,,,56.0,12.8,9.0,13.0,,
2006-11-06,,,36.0,12.8,3.0,6.0,,
2006-11-07,,,125.0,13.0,6.0,13.0,,
2006-11-08,,,130.0,12.9,1.0,36.0,,
2006-11-09,,,64.0,12.8,5.0,,,
2006-11-10,,,15.0,12.5,2.0,6.0,,
2006-11-11,,,33.0,11.9,,5.0,,
2006-11-12,,,18.0,11.4,2.0,10.0,,
2006-11-13,,,38.0,11.4,4.0,-1.0,,
2006-11-14,,,11.0,11.5,5.0,8.0,,
2006-11-15,,,32.0,11.5,5.0,8.0,,
2006-11-16,,,,11.2,,,,
2006-11-17,,,,11.1,,,,
2006-11-18,,,,11.1,,,,
2006-11-19,,,,11.1,,,,
2006-11-20,,,,11.1,,,,
2006-11-21,,,,10.9,,,,
2006-11-22,,,,10.7,,,,
2006-11-23,,,,10.5,,,,
2006-11-24,,,,10.3,,,,
2006-11-25,,,,10.1,,,,
2006-11-26,,,,9.9,,,,
2006-11-27,,,,9.7,,,,
2006-11-28,,,,9.4,,,,
2006-11-29,,,,8.9,,,,
2006-11-30,,,,8.7,,,,
2006-12-01,,,,8.3,,,,
2006-12-02,,,,8.0,,,,
2006-12-03,,,,7.9,,,,
2006-12-04,,,,7.6,,,,
2006-12-05,,,,7.5,,,,
2006-12-06,,,,7.7,,,,
2006-12-07,,,,7.8,,,,
2006-12-08,,,,8.0,,,,
2006-12-09,,,,8.1,,,,
2006-12-10,,,,8.2,,,,
2006-12-11,,,,8.3,,,,
2006-12-12,,,,8.3,,,,
2006-12-13,,,,8.3,,,,
2006-12-14,,,,8.3,,,,
2006-12-15,,,,8.2,,,,
2006-12-16,,,,7.8,,,,
2006-12-17,,,,7.7,,,,
2006-12-18,,,,7.3,,,,
2006-12-19,,,,6.9,,,,
2006-12-20,,,,6.7,,,,
2006-12-21,,,,6.5,,,,
2006-12-22,,,,6.3,,,,
2006-12-23,,,,6.3,,,,
2006-12-24,,,,6.2,,,,
2006-12-25,,,,6.2,,,,
2006-12-26,,,,6.0,,,,
2006-12-27,,,,5.9,,,,
2007-01-08,,,,4.8,,,,
2007-01-09,,,,4.8,,,,
2007-01-10,,,,4.7,,,,
2007-01-11,,,,4.4,,,,
2007-01-12,,,,4.1,,,,
2007-01-13,,,,4.0,,,,
2007-01-14,,,,3.6,,,,
2007-01-15,,,,3.3,,,,
2007-01-16,,,,3.1,,,,
2007-01-17,,,,2.9,,,,
2007-01-18,,,,2.7,,,,
2007-01-19,,,,2.6,,,,
2007-01-20,,,,2.5,,,,
2007-01-21,,,,2.4,,,,
2007-01-22,,,,2.4,,,,
2007-01-23,,,,2.4,,,,
2007-01-24,,,,2.5,,,,
2007-01-25,,,,2.5,,,,
2007-01-26,,,,2.6,,,,
2007-01-27,,,,2.7,,,,
2007-01-28,,,,2.6,,,,
2007-01-29,,,,2.5,,,,
2007-01-30,,,,2.3,,,,
2007-01-31,,,,2.3,,,,
2007-02-01,,,,2.2,,,,
2007-02-02,,,,1.9,,,,
2007-02-03,,,,1.9,,,,
2007-02-04,,,,1.8,,,,
2007-02-05,,,,1.9,,,,
2007-02-06,,,,2.0,,,,
2007-02-07,,,,2.0,,,,
2007-02-08,,,,2.1,,,,
2007-02-09,,,,2.2,,,,
2007-02-10,,,,2.3,,,,
2007-02-11,,,,2.4,,,,
2007-02-12,,,,2.6,,,,
2007-02-13,,,,2.6,,,,
2007-02-14,,,,2.6,,,,
2007-02-15,,,,2.6,,,,
2007-02-16,,,,2.8,,,,
2007-02-17,,,,2.8,,,,
2007-02-18,,,,2.9,,,,
2007-02-19,,,,2.9,,,,
2007-02-20,,,,2.9,,,,
2007-02-21,,,,2.9,,,,
2007-02-22,,,,3.0,,,,
2007-02-23,,,,3.0,,,,
2007-02-24,,,,2.9,,,,
2007-02-25,,,,2.8,,,,
2007-02-26,,,,2.8,,,,
2007-02-27,,,,2.8,,,,
2007-02-28,,,,2.8,,,,
2007-03-01,,,,2.7,,,,
2007-03-02,,,,2.6,,,,
2007-03-03,,,,2.5,,,,
2007-03-04,,,,2.5,,,,
2007-03-05,,,,2.6,,,,
2007-03-06,,,,2.8,,,,
2007-03-07,,,,2.9,,,,
2007-03-08,,,,3.1,,,,
2007-03-09,,,,3.2,,,,
2007-03-10,,,,3.3,,,,
2007-03-11,,,,3.5,,,,
2007-03-12,,,,3.9,,,,
2007-03-13,,,,3.9,,,,
2007-03-14,,,,4.0,,,,
2007-03-15,,,,4.1,,,,
2007-03-16,,,,4.0,,,,
2007-03-17,,,,4.2,,,,
2007-03-18,,,,4.4,,,,
2007-03-19,,,,4.5,,,,
2007-03-20,,,,4.7,,,,
2007-03-21,,,,4.5,,,,
2007-03-22,,,,4.4,,,,
2007-03-23,,,,4.4,,,,
2007-03-24,,,,4.5,,,,
2007-03-25,,,,4.7,,,,
2007-03-26,,,,4.6,,,,
2007-03-27,,,,4.7,,,,
2007-03-28,,,,4.8,,,,
2007-03-29,,,,5.1,,,,
2007-03-30,,,,5.1,,,,
2007-03-31,,,,5.2,,,,
2007-04-01,,,,5.2,,,,
2007-04-02,,,,5.1,,,,
2007-04-03,,,,5.4,,,,
2007-04-04,,,,5.4,,,,
2007-04-05,,,,5.5,,,,
2007-04-06,,,,5.5,,,,
2007-04-07,,,,5.7,,,,
2007-04-08,,,,6.2,,,,
2007-04-09,,,,6.2,,,,
2007-04-10,,,,6.3,,,,
2007-04-11,,,,6.7,,,,
2007-04-12,,,,6.8,,,,
2007-04-13,,,,6.8,,,,
2007-04-14,,,,6.7,,,,
2007-04-15,,,4.0,6.9,,,,
2007-04-16,,,,6.9,,,,
2007-04-17,,,1.0,6.9,2.0,,,
2007-04-18,,,1.0,6.9,2.0,,,
2007-04-19,,,2.0,7.1,,,,
2007-04-20,,,,7.2,,,,
2007-04-21,,,1.0,7.3,,,,
2007-04-22,,,2.0,7.7,,,,
2007-04-23,,,,7.8,,,,
2007-04-24,,,,8.0,,,,
2007-04-25,,,3.0,8.1,2.0,,,
2007-04-26,,,13.0,8.2,4.0,,,
2007-04-27,,,7.0,8.5,,,,
2007-04-28,,,27.0,8.7,1.0,,,
2007-04-29,,,1.0,8.7,,,,
2007-04-30,,,42.0,9.2,-1.0,,,
2007-05-01,,,65.0,8.9,,,,
2007-05-02,,,102.0,8.8,2.0,,,
2007-05-03,,,101.0,8.7,1.0,,,
2007-05-04,,,156.0,8.8,8.0,,,
2007-05-05,,1.0,72.0,8.9,,,,
2007-05-06,,,192.0,9.1,,,,
2007-05-07,,,149.0,9.6,,,,
2007-05-08,,,156.0,9.6,,,,
2007-05-09,,,85.0,10.4,1.0,,,
2007-05-10,,,83.0,10.4,1.0,,,
2007-05-11,,,258.0,10.8,2.0,,,
2007-05-12,,,188.0,10.6,,,,
2007-05-13,,,638.0,10.5,1.0,,,
2007-05-14,,,108.0,11.1,,,,
2007-05-15,,,281.0,11.6,,,,
2007-05-16,,,217.0,10.8,1.0,,,
2007-05-17,,,279.0,10.8,,,,
2007-05-18,,,179.0,11.1,,,,
2007-05-19,,,414.0,11.1,,,,
2007-05-20,,,295.0,11.0,,,,
2007-05-21,,,271.0,11.1,5.0,,,
2007-05-22,,,104.0,11.8,,,,1.0
2007-05-23,,,168.0,11.5,,,,
2007-05-24,,,156.0,11.7,,,,
2007-05-25,,,203.0,12.2,1.0,,,
2007-05-26,,,117.0,12.0,2.0,,,
2007-05-27,,,245.0,11.8,1.0,,,
2007-05-28,,,252.0,12.4,2.0,,,
2007-05-29,,,130.0,12.9,,,,
2007-05-30,,,202.0,13.4,1.0,,,
2007-05-31,,,150.0,13.1,6.0,,,
2007-06-01,,,184.0,13.5,1.0,,,
2007-06-02,,,96.0,14.3,1.0,,,
2007-06-03,,,117.0,14.6,1.0,,,
2007-06-04,,,258.0,13.9,,,,
2007-06-05,,,174.0,13.5,,,,
2007-06-06,,,147.0,13.3,2.0,,,
2007-06-07,,,46.0,13.5,,,,
2007-06-08,,,73.0,13.3,,,,
2007-06-09,,,108.0,13.3,1.0,,,
2007-06-10,1.0,,119.0,13.3,2.0,,,1.0
2007-06-11,,,68.0,13.2,,,4.0,
2007-06-12,,,108.0,13.0,2.0,,5.0,
2007-06-13,,,116.0,13.2,,,11.0,
2007-06-14,,,74.0,13.7,,,10.0,
2007-06-15,,,116.0,14.0,,,12.0,
2007-06-16,,1.0,325.0,14.1,,,21.0,
2007-06-17,,,291.0,13.9,1.0,,43.0,1.0
2007-06-18,,2.0,257.0,14.2,2.0,,33.0,3.0
2007-06-19,,,409.0,15.1,3.0,,40.0,2.0
2007-06-20,,1.0,377.0,15.0,,,79.0,19.0
2007-06-21,,,483.0,14.9,2.0,2.0,123.0,5.0
2007-06-22,,1.0,440.0,15.1,,,182.0,
2007-06-23,,,910.0,15.2,1.0,,210.0,5.0
2007-06-24,,,523.0,15.0,4.0,,260.0,1.0
2007-06-25,,1.0,937.0,15.0,5.0,,527.0,1.0
2007-06-26,,,672.0,15.5,9.0,,304.0,2.0
2007-06-27,,,757.0,15.9,5.0,,545.0,
2007-06-28,,1.0,1278.0,15.8,25.0,,611.0,4.0
2007-06-29,,,762.0,15.8,7.0,,774.0,
2007-06-30,,,1448.0,15.8,20.0,,1184.0,2.0
2007-07-01,,2.0,1164.0,16.4,14.0,,1288.0,128.0
2007-07-02,,1.0,1390.0,15.9,17.0,,1464.0,
2007-07-03,,,1254.0,16.5,12.0,,1396.0,135.0
2007-07-04,,1.0,789.0,17.8,5.0,,1464.0,1.0
2007-07-05,,3.0,1376.0,18.0,7.0,,1423.0,71.0
2007-07-06,,8.0,1635.0,17.0,13.0,,1561.0,65.0
2007-07-07,,8.0,931.0,17.5,16.0,,1029.0,20.0
2007-07-08,,5.0,916.0,17.5,22.0,,1001.0,
2007-07-09,,3.0,982.0,18.5,33.0,,922.0,1.0
2007-07-10,,5.0,794.0,18.3,25.0,,952.0,99.0
2007-07-11,,3.0,705.0,18.8,22.0,,793.0,6.0
2007-07-12,,4.0,860.0,18.5,44.0,,621.0,137.0
2007-07-13,,9.0,860.0,18.3,29.0,,852.0,33.0
2007-07-14,,7.0,654.0,17.8,22.0,,485.0,1.0
2007-07-15,,11.0,890.0,17.5,20.0,,292.0,14.0
2007-07-16,,5.0,382.0,17.8,28.0,,357.0,20.0
2007-07-17,,2.0,605.0,17.9,46.0,,307.0,3.0
2007-07-18,,3.0,565.0,17.8,69.0,,329.0,4.0
2007-07-19,,7.0,823.0,17.7,39.0,,378.0,
2007-07-20,,10.0,691.0,18.1,37.0,,336.0,
2007-07-21,,8.0,541.0,17.9,61.0,,270.0,4.0
2007-07-22,,8.0,462.0,18.0,43.0,,253.0,
2007-07-23,,10.0,314.0,18.7,50.0,,189.0,
2007-07-24,,13.0,376.0,18.5,40.0,,234.0,
2007-07-25,,18.0,447.0,19.3,62.0,,161.0,7.0
2007-07-26,,19.0,331.0,18.7,101.0,,117.0,
2007-07-27,,23.0,356.0,18.8,51.0,,95.0,9.0
2007-07-28,,18.0,369.0,18.9,80.0,,84.0,29.0
2007-07-29,,26.0,572.0,18.8,98.0,,99.0,4.0
2007-07-30,,13.0,566.0,18.9,107.0,,36.0,17.0
2007-07-31,,19.0,390.0,19.5,101.0,,65.0,
2007-08-01,,20.0,413.0,19.8,111.0,,67.0,1.0
2007-08-02,,34.0,495.0,19.2,104.0,,51.0,
2007-08-03,,22.0,455.0,,116.0,,34.0,7.0
2007-08-04,,50.0,210.0,,93.0,,38.0,24.0
2007-08-05,,61.0,428.0,,164.0,,12.0,
2007-08-06,,91.0,292.0,19.9,145.0,,8.0,7.0
2007-08-07,,128.0,384.0,19.3,184.0,,11.0,17.0
2007-08-08,,88.0,239.0,19.4,130.0,,5.0,5.0
2007-08-09,,84.0,261.0,19.6,156.0,,1.0,2.0
2007-08-10,,89.0,214.0,19.5,130.0,,7.0,12.0
2007-08-11,,114.0,157.0,19.8,106.0,,1.0,
2007-08-12,,93.0,275.0,19.2,194.0,,5.0,
2007-08-13,,96.0,154.0,19.7,147.0,,,
2007-08-14,,101.0,125.0,20.1,120.0,,1.0,
2007-08-15,,113.0,167.0,20.4,144.0,,2.0,
2007-08-16,,169.0,175.0,19.9,191.0,,5.0,1.0
2007-08-17,,142.0,147.0,19.7,184.0,7.0,2.0,6.0
2007-08-18,,193.0,127.0,19.6,167.0,,5.0,
2007-08-19,,68.0,176.0,19.6,182.0,,,
2007-08-20,,78.0,94.0,19.3,166.0,,1.0,1.0
2007-08-21,,131.0,95.0,19.5,229.0,,,
2007-08-22,,109.0,208.0,20.3,205.0,2.0,,13.0
2007-08-23,,84.0,167.0,20.1,202.0,1.0,,7.0
2007-08-24,,59.0,96.0,19.9,203.0,,,
2007-08-25,,98.0,230.0,19.7,260.0,2.0,,
2007-08-26,,159.0,172.0,19.5,274.0,1.0,,
2007-08-27,,122.0,87.0,19.9,248.0,,,
2007-08-28,,73.0,122.0,19.8,256.0,,,
2007-08-29,,23.0,122.0,20.4,233.0,,,
2007-08-30,,62.0,177.0,20.1,232.0,,,
2007-08-31,,77.0,179.0,20.3,190.0,3.0,,6.0
2007-09-01,,94.0,236.0,20.5,307.0,4.0,,2.0
2007-09-02,,103.0,232.0,20.6,306.0,7.0,9.0,
2007-09-03,,116.0,200.0,20.3,401.0,,,
2007-09-04,,120.0,270.0,20.4,397.0,,,
2007-09-05,,147.0,254.0,20.3,265.0,8.0,,35.0
2007-09-06,,119.0,190.0,20.1,345.0,2.0,,1.0
2007-09-07,,146.0,180.0,20.1,269.0,8.0,,3.0
2007-09-08,,50.0,326.0,20.3,252.0,16.0,,4.0
2007-09-09,,46.0,430.0,20.4,357.0,7.0,,
2007-09-10,,57.0,208.0,20.5,272.0,8.0,,
2007-09-11,,52.0,288.0,20.2,329.0,18.0,,
