date,bull_trout,lamprey,chinook,avg_temp(C),steelhead,coho,sockeye,shad
2007-09-12,,55.0,298.0,20.2,319.0,2.0,,
2007-09-13,,60.0,355.0,20.4,325.0,27.0,,
2007-09-14,,51.0,278.0,20.3,268.0,11.0,1.0,1.0
2007-09-15,,75.0,405.0,20.0,272.0,14.0,,
2007-09-16,,47.0,539.0,19.8,230.0,12.0,,
2007-09-17,,36.0,613.0,19.4,272.0,6.0,,
2007-09-18,,26.0,541.0,19.3,199.0,114.0,,
2007-09-19,,14.0,238.0,18.9,75.0,4.0,,
2007-09-20,,,,18.8,,,,
2007-09-21,,36.0,324.0,18.5,236.0,27.0,,1.0
2007-09-22,,40.0,580.0,18.4,243.0,71.0,,
2007-09-23,,21.0,577.0,17.8,257.0,17.0,,
2007-09-24,,12.0,435.0,17.8,253.0,60.0,,
2007-09-25,,14.0,502.0,17.9,206.0,93.0,,
2007-09-26,,7.0,366.0,17.9,159.0,180.0,,
2007-09-27,,14.0,531.0,17.1,188.0,140.0,,1.0
2007-09-28,,28.0,376.0,17.5,192.0,276.0,,
2007-09-29,,6.0,374.0,17.0,197.0,178.0,,
2007-09-30,,4.0,343.0,16.9,100.0,96.0,,
2007-10-01,,7.0,587.0,17.0,322.0,142.0,,
2007-10-02,,14.0,294.0,16.9,122.0,230.0,,
2007-10-03,,5.0,407.0,16.7,177.0,287.0,,1.0
2007-10-04,,3.0,394.0,16.4,158.0,371.0,,
2007-10-05,,3.0,219.0,16.3,94.0,319.0,,
2007-10-06,,2.0,232.0,15.9,89.0,342.0,,
2007-10-07,,6.0,150.0,15.9,75.0,201.0,,
2007-10-08,,11.0,519.0,16.1,161.0,253.0,,1.0
2007-10-09,,,446.0,16.0,102.0,251.0,,
2007-10-10,,5.0,569.0,15.8,171.0,191.0,,
2007-10-11,,1.0,512.0,15.7,142.0,389.0,,
2007-10-12,,1.0,389.0,15.7,54.0,549.0,,
2007-10-13,,,592.0,15.9,145.0,647.0,,
2007-10-14,,2.0,698.0,15.9,148.0,409.0,,
2007-10-15,,,255.0,15.7,104.0,445.0,,
2007-10-16,,,500.0,15.6,73.0,299.0,,
2007-10-17,,,525.0,15.5,87.0,207.0,,
2007-10-18,,,263.0,14.6,44.0,90.0,,
2007-10-19,,,341.0,15.5,58.0,178.0,,
2007-10-20,,,277.0,15.4,54.0,406.0,,
2007-10-21,,,382.0,15.1,57.0,112.0,,
2007-10-22,,,207.0,15.1,46.0,172.0,,
2007-10-23,,1.0,69.0,15.4,35.0,143.0,,
2007-10-24,,,125.0,15.1,49.0,176.0,,
2007-10-25,,,198.0,14.7,36.0,224.0,,
2007-10-26,,,65.0,14.6,40.0,172.0,,1.0
2007-10-27,,2.0,81.0,14.5,28.0,183.0,,
2007-10-28,,1.0,70.0,14.3,13.0,274.0,,
2007-10-29,,,80.0,14.0,12.0,230.0,,
2007-10-30,,1.0,121.0,13.8,24.0,268.0,,
2007-10-31,,,139.0,13.8,22.0,156.0,,
2007-11-01,,,59.0,13.6,27.0,123.0,,
2007-11-02,,,57.0,13.5,18.0,37.0,,
2007-11-03,,,60.0,13.4,11.0,52.0,,
2007-11-04,,,22.0,13.3,11.0,45.0,,
2007-11-05,,,14.0,13.2,11.0,36.0,,
2007-11-06,,,20.0,13.1,9.0,21.0,,
2007-11-07,,,34.0,13.0,15.0,20.0,,
2007-11-08,,,19.0,12.9,13.0,23.0,,
2007-11-09,,,15.0,12.7,19.0,6.0,,
2007-11-10,,,10.0,12.6,5.0,9.0,,
2007-11-11,,,6.0,12.5,10.0,13.0,,
2007-11-12,,,11.0,12.3,4.0,17.0,,
2007-11-13,,-1.0,3.0,12.0,13.0,14.0,,
2007-11-14,,,39.0,12.0,17.0,14.0,,
2007-11-15,,,5.0,11.9,13.0,5.0,,
2007-11-16,,,,11.9,,,,
2007-11-17,,,,11.7,,,,
2007-11-18,,,,11.5,,,,
2007-11-19,,,,11.4,,,,
2007-11-20,,,,11.3,,,,
2007-11-21,,,,11.2,,,,
2007-11-22,,,,10.9,,,,
2007-11-23,,,,10.6,,,,
2007-11-24,,,,10.3,,,,
2007-11-25,,,,10.1,,,,
2007-11-26,,,,9.8,,,,
2007-11-27,,,,9.6,,,,
2007-11-28,,,,9.4,,,,
2007-11-29,,,,9.2,,,,
2007-11-30,,,,9.0,,,,
2007-12-01,,,,9.0,,,,
2007-12-02,,,,8.8,,,,
2007-12-03,,,,8.8,,,,
2007-12-04,,,,,,,,
2007-12-05,,,,8.8,,,,
2007-12-06,,,,8.7,,,,
2007-12-07,,,,8.6,,,,
2007-12-08,,,,8.2,,,,
2007-12-09,,,,7.7,,,,
2007-12-10,,,,7.6,,,,
2007-12-11,,,,7.6,,,,
2007-12-12,,,,7.5,,,,
2007-12-13,,,,7.5,,,,
2007-12-14,,,,,,,,
2007-12-15,,,,7.2,,,,
2007-12-16,,,,7.2,,,,
2007-12-17,,,,7.1,,,,
2007-12-18,,,,7.1,,,,
2007-12-19,,,,7.1,,,,
2007-12-20,,,,7.0,,,,
2007-12-21,,,,6.9,,,,
2007-12-22,,,,6.8,,,,
2007-12-23,,,,6.8,,,,
2007-12-24,,,,6.6,,,,
2007-12-25,,,,6.4,,,,
2007-12-26,,,,6.2,,,,
2007-12-27,,,,5.9,,,,
2007-12-28,,,,5.8,,,,
2007-12-29,,,,5.6,,,,
2007-12-30,,,,,,,,
2008-02-01,,,,1.7,,,,
2008-02-02,,,,1.7,,,,
2008-02-03,,,,1.7,,,,
2008-02-10,,,,2.3,,,,
2008-02-11,,,,2.4,,,,
2008-02-12,,,,2.4,,,,
2008-02-13,,,,2.4,,,,
2008-02-14,,,,2.5,,,,
2008-02-15,,,,2.5,,,,
2008-02-16,,,,2.4,,,,
2008-02-17,,,,2.4,,,,
2008-02-18,,,,2.4,,,,
2008-02-19,,,,2.5,,,,
2008-02-20,,,,2.4,,,,
2008-02-21,,,,2.4,,,,
2008-02-22,,,,2.5,,,,
2008-02-23,,,,2.6,,,,
2008-02-24,,,,2.7,,,,
2008-02-25,,,,2.5,,,,
2008-02-26,,,,,,,,
2008-02-27,,,,,,,,
2008-02-28,,,,,,,,
2008-02-29,,,,,,,,
2008-03-01,,,,,,,,
2008-03-02,,,,,,,,
2008-03-03,,,,,,,,
2008-03-04,,,,,,,,
2008-03-05,,,,,,,,
2008-03-06,,,,,,,,
2008-03-07,,,,,,,,
2008-03-08,,,,,,,,
2008-03-09,,,,,,,,
2008-03-10,,,,,,,,
2008-03-11,,,,,,,,
2008-03-12,,,,,,,,
2008-03-13,,,,,,,,
2008-03-14,,,,,,,,
2008-03-15,,,,,,,,
2008-03-16,,,,,,,,
2008-03-17,,,,,,,,
2008-03-18,,,,,,,,
2008-03-19,,,,,,,,
2008-03-20,,,,,,,,
2008-03-21,,,,,,,,
2008-03-22,,,,,,,,
2008-03-23,,,,,,,,
2008-03-24,,,,,,,,
2008-03-25,,,,,,,,
2008-03-26,,,,,,,,
2008-03-27,,,,,,,,
2008-03-28,,,,,,,,
2008-03-29,,,,,,,,
2008-03-30,,,,,,,,
2008-03-31,,,,,,,,
2008-04-01,,,,,,,,
2008-04-02,,,,,,,,
2008-04-03,,,,,,,,
2008-04-04,,,,,,,,
2008-04-05,,,,,,,,
2008-04-06,,,,,,,,
2008-04-07,,,,,,,,
2008-04-08,,,,,,,,
2008-04-09,,,,,,,,
2008-04-10,,,,,,,,
2008-04-11,,,,,,,,
2008-04-12,,,,,,,,
2008-04-13,,,,,,,,
2008-04-14,,,,,,,,
2008-04-15,,,,,25.0,,,
2008-04-16,,,7.0,,17.0,,,
2008-04-17,,,,6.9,11.0,,,
2008-04-18,,,8.0,7.0,24.0,,,
2008-04-19,,,2.0,7.0,14.0,,,
2008-04-20,,,11.0,7.1,8.0,,,
2008-04-21,,,2.0,7.3,9.0,,,
2008-04-22,,,2.0,7.2,5.0,,,
2008-04-23,,,10.0,7.2,11.0,,,
2008-04-24,,,26.0,7.2,9.0,,,
2008-04-25,,,38.0,7.2,2.0,,,
2008-04-26,,,11.0,7.3,4.0,,,
2008-04-27,,,107.0,7.8,9.0,,,
2008-04-28,,,78.0,7.5,8.0,,,
2008-04-29,,,10.0,7.3,2.0,,,
2008-04-30,,,38.0,7.4,6.0,,,
2008-05-01,,,287.0,7.8,5.0,,,
2008-05-02,,,127.0,8.5,8.0,,,
2008-05-03,,,378.0,8.3,7.0,,,
2008-05-04,,,286.0,8.8,7.0,,,
2008-05-05,,,199.0,9.1,4.0,,,
2008-05-06,,,24.0,9.0,2.0,,,
2008-05-07,,,357.0,8.9,5.0,,,
2008-05-08,,,330.0,9.1,2.0,,,
2008-05-09,,,77.0,9.4,5.0,,,
2008-05-10,,,739.0,9.4,2.0,,,
2008-05-11,,,321.0,9.3,8.0,,,
2008-05-12,,,163.0,9.6,3.0,,,
2008-05-13,,,415.0,9.5,1.0,,,
2008-05-14,,,347.0,9.4,4.0,,,
2008-05-15,,,446.0,10.3,14.0,,,
2008-05-16,,,376.0,11.1,8.0,,,
2008-05-17,,,577.0,10.8,3.0,,,
2008-05-18,,,728.0,10.8,4.0,,,
2008-05-19,,,392.0,11.1,4.0,,,
2008-05-20,,1.0,476.0,10.8,5.0,,,
2008-05-21,,,538.0,10.6,6.0,,,
2008-05-22,,1.0,342.0,10.7,4.0,,,
2008-05-23,,,251.0,10.5,1.0,,,
2008-05-24,,-1.0,229.0,10.9,5.0,,,
2008-05-25,,,137.0,10.8,1.0,,,
2008-05-26,,,408.0,10.9,2.0,,,
2008-05-27,,,281.0,11.2,10.0,,,
2008-05-28,,,339.0,11.6,5.0,,,
2008-05-29,,,354.0,11.7,3.0,,,
2008-05-30,,,574.0,12.1,16.0,,,
2008-05-31,,-1.0,531.0,12.4,9.0,,,
2008-06-01,,,478.0,12.2,9.0,,,
2008-06-02,,1.0,572.0,12.6,6.0,,,
2008-06-03,,,264.0,12.3,4.0,,,
2008-06-04,,,167.0,12.4,7.0,,,
2008-06-05,,,135.0,12.2,6.0,,,
2008-06-06,,,191.0,11.9,9.0,,,
2008-06-07,,,206.0,11.8,7.0,,,
2008-06-08,,,235.0,12.2,4.0,,,
2008-06-09,,,232.0,12.5,7.0,,,
2008-06-10,,,188.0,12.4,11.0,,,
2008-06-11,,,137.0,12.4,8.0,,,
2008-06-12,,1.0,154.0,12.6,9.0,,2.0,
2008-06-13,,,246.0,12.8,13.0,,2.0,
2008-06-14,,,421.0,13.4,10.0,,12.0,
2008-06-15,,,417.0,13.7,8.0,,11.0,
2008-06-16,,,408.0,13.9,12.0,,24.0,
2008-06-17,,,256.0,13.8,16.0,,50.0,
2008-06-18,,1.0,301.0,14.0,16.0,,110.0,
2008-06-19,,1.0,164.0,14.0,5.0,,167.0,
2008-06-20,,,192.0,14.3,10.0,,153.0,
2008-06-21,,1.0,278.0,14.3,14.0,,204.0,
2008-06-22,,,410.0,14.1,28.0,,441.0,
2008-06-23,,,460.0,14.1,8.0,,735.0,
2008-06-24,,,273.0,13.7,17.0,,1605.0,
2008-06-25,,,633.0,14.1,16.0,,2782.0,
2008-06-26,,,766.0,14.0,28.0,,5530.0,
2008-06-27,,,525.0,14.6,38.0,,5297.0,
2008-06-28,,,842.0,15.1,48.0,,5635.0,
2008-06-29,,,1318.0,15.1,46.0,,8602.0,
2008-06-30,,,1023.0,15.1,83.0,,10250.0,
2008-07-01,,1.0,989.0,15.2,60.0,,10750.0,
2008-07-02,,,1377.0,15.5,93.0,,16171.0,
2008-07-03,,,1629.0,15.4,96.0,,17461.0,
2008-07-04,,1.0,1140.0,15.3,53.0,,11526.0,
2008-07-05,,,1309.0,15.7,67.0,,13857.0,
2008-07-06,,,1468.0,15.7,66.0,,14395.0,
2008-07-07,,,1666.0,16.0,98.0,,14680.0,1.0
2008-07-08,,,1259.0,16.1,66.0,,11465.0,
2008-07-09,,,1386.0,16.4,96.0,,9176.0,14.0
2008-07-10,,,1494.0,15.9,114.0,,8566.0,
2008-07-11,,1.0,722.0,16.6,75.0,,5093.0,
2008-07-12,,,776.0,16.7,81.0,,3508.0,
2008-07-13,,1.0,705.0,16.6,69.0,,3121.0,1.0
2008-07-14,,1.0,857.0,17.0,63.0,,2958.0,
2008-07-15,,1.0,857.0,17.3,92.0,,1957.0,
2008-07-16,,,1156.0,17.3,119.0,,2472.0,
2008-07-17,,2.0,642.0,17.2,126.0,,1278.0,3.0
2008-07-18,,1.0,690.0,17.1,94.0,,1254.0,6.0
2008-07-19,,1.0,502.0,17.6,71.0,,533.0,
2008-07-20,,,427.0,17.7,121.0,,866.0,1.0
2008-07-21,,1.0,879.0,18.1,117.0,,890.0,
2008-07-22,,3.0,609.0,17.9,108.0,,883.0,
2008-07-23,,1.0,613.0,18.2,113.0,,592.0,
2008-07-24,,,796.0,18.9,160.0,,414.0,
2008-07-25,,2.0,818.0,18.9,146.0,,626.0,
2008-07-26,,1.0,586.0,18.3,135.0,,366.0,
2008-07-27,,2.0,337.0,18.3,212.0,,228.0,1.0
2008-07-28,,9.0,681.0,18.5,261.0,1.0,242.0,
2008-07-29,,8.0,452.0,18.5,196.0,,192.0,
2008-07-30,,12.0,185.0,18.3,85.0,,94.0,
2008-07-31,,8.0,451.0,18.5,263.0,,73.0,
2008-08-01,,13.0,326.0,18.7,172.0,,90.0,2.0
2008-08-02,,12.0,391.0,18.9,237.0,,47.0,
2008-08-03,,11.0,287.0,19.3,225.0,,62.0,1.0
2008-08-04,,14.0,281.0,19.8,278.0,1.0,89.0,
2008-08-05,,11.0,173.0,19.4,213.0,,41.0,1.0
2008-08-06,,16.0,368.0,19.6,219.0,,24.0,
2008-08-07,,15.0,364.0,19.6,247.0,,29.0,
2008-08-08,,19.0,320.0,20.0,184.0,,10.0,
2008-08-09,,10.0,442.0,19.4,198.0,,6.0,
2008-08-10,,31.0,644.0,19.3,412.0,1.0,6.0,1.0
2008-08-11,,16.0,487.0,19.3,277.0,,,
2008-08-12,,13.0,370.0,19.7,176.0,,,
2008-08-13,,23.0,444.0,19.7,264.0,,1.0,
2008-08-14,,40.0,562.0,20.1,223.0,,,
2008-08-15,,28.0,555.0,20.3,164.0,,5.0,
2008-08-16,,12.0,724.0,20.7,265.0,,,
2008-08-17,,10.0,637.0,20.7,263.0,,,
2008-08-18,,51.0,394.0,20.2,209.0,,,
2008-08-19,,24.0,527.0,20.0,153.0,,,1.0
2008-08-20,,36.0,481.0,20.1,158.0,1.0,,2.0
2008-08-21,,36.0,346.0,20.0,162.0,1.0,1.0,3.0
2008-08-22,,25.0,215.0,20.2,68.0,,,-1.0
2008-08-23,,18.0,230.0,20.7,102.0,,,1.0
2008-08-24,,33.0,275.0,20.3,140.0,,,
2008-08-25,,49.0,243.0,19.9,99.0,,,
2008-08-26,,47.0,595.0,19.5,92.0,1.0,,
2008-08-27,,35.0,498.0,19.1,99.0,,,
2008-08-28,,36.0,768.0,19.1,177.0,,,
2008-08-29,,18.0,53.0,19.2,9.0,,,
2008-08-30,,18.0,253.0,19.1,72.0,,,
2008-08-31,,24.0,238.0,18.8,80.0,,,
2008-09-01,,32.0,195.0,18.5,73.0,2.0,,
2008-09-02,,26.0,162.0,18.7,68.0,,,
2008-09-03,,22.0,258.0,18.7,72.0,1.0,,
2008-09-04,,20.0,285.0,18.8,76.0,3.0,,
2008-09-05,,44.0,552.0,18.8,132.0,2.0,,
2008-09-06,,13.0,404.0,19.4,122.0,5.0,,
2008-09-07,,29.0,435.0,19.8,212.0,7.0,,
2008-09-08,,50.0,586.0,19.9,335.0,4.0,,
2008-09-09,,41.0,555.0,19.5,328.0,18.0,,1.0
2008-09-10,,14.0,539.0,19.4,292.0,4.0,,
2008-09-11,,29.0,475.0,19.3,311.0,11.0,,
2008-09-12,,19.0,553.0,19.3,263.0,35.0,,
2008-09-13,,14.0,734.0,19.7,247.0,16.0,,
2008-09-14,,8.0,972.0,19.5,300.0,43.0,,
2008-09-15,,12.0,810.0,19.7,242.0,52.0,,
2008-09-16,,11.0,595.0,20.0,256.0,44.0,,
2008-09-17,,11.0,566.0,20.0,236.0,80.0,,
2008-09-18,,14.0,1075.0,19.9,210.0,56.0,,
2008-09-19,,37.0,933.0,20.0,241.0,59.0,,
2008-09-20,,33.0,928.0,19.1,175.0,35.0,,
2008-09-21,,15.0,984.0,18.6,153.0,46.0,,
2008-09-22,,10.0,1070.0,18.1,144.0,97.0,,
2008-09-23,,22.0,583.0,18.3,113.0,81.0,,1.0
2008-09-24,,14.0,338.0,18.5,105.0,80.0,,
2008-09-25,,22.0,385.0,18.4,92.0,58.0,,
2008-09-26,,11.0,457.0,18.3,101.0,135.0,,
2008-09-27,,3.0,390.0,18.2,131.0,120.0,,
2008-09-28,,11.0,549.0,18.3,108.0,55.0,,
2008-09-29,,11.0,374.0,18.2,113.0,73.0,,
2008-09-30,,11.0,417.0,18.6,136.0,89.0,,
2008-10-01,,12.0,395.0,18.5,103.0,179.0,,
2008-10-02,,12.0,310.0,18.2,62.0,83.0,,
2008-10-03,,25.0,330.0,18.0,43.0,82.0,,
2008-10-04,,1.0,421.0,17.9,83.0,127.0,,
2008-10-05,,7.0,191.0,17.6,66.0,108.0,,
2008-10-06,,12.0,112.0,17.5,39.0,98.0,,
2008-10-07,,8.0,181.0,17.4,77.0,96.0,,
2008-10-08,,6.0,136.0,17.1,33.0,142.0,,
2008-10-09,,2.0,135.0,16.9,41.0,113.0,,
2008-10-10,,3.0,127.0,16.6,35.0,68.0,,
2008-10-11,,,95.0,16.3,26.0,40.0,,
2008-10-12,,,123.0,16.1,18.0,63.0,,
2008-10-13,,2.0,235.0,15.9,50.0,138.0,1.0,
2008-10-14,,1.0,178.0,15.5,36.0,141.0,,
2008-10-15,,1.0,315.0,15.4,64.0,84.0,,
2008-10-16,,1.0,187.0,15.6,24.0,170.0,,
2008-10-17,,3.0,132.0,15.7,31.0,120.0,,
2008-10-18,,,149.0,15.6,7.0,86.0,,
2008-10-19,,,124.0,15.5,18.0,94.0,,
2008-10-20,,1.0,123.0,15.3,23.0,111.0,,
2008-10-21,,1.0,93.0,15.1,10.0,255.0,,
2008-10-22,,,125.0,14.9,6.0,147.0,,
2008-10-23,,,172.0,14.7,10.0,150.0,,
2008-10-24,,2.0,304.0,14.7,26.0,90.0,,
2008-10-25,,,323.0,14.6,15.0,111.0,,
2008-10-26,,,254.0,14.6,15.0,67.0,,
2008-10-27,,,144.0,14.5,6.0,20.0,,
2008-10-28,,1.0,216.0,14.5,10.0,27.0,,
2008-10-29,,,230.0,14.2,18.0,7.0,,
2008-10-30,,,102.0,14.1,2.0,32.0,,
2008-10-31,,,93.0,14.2,1.0,55.0,,
2008-11-01,,,90.0,14.2,3.0,38.0,,
2008-11-02,,1.0,104.0,14.2,4.0,47.0,,
2008-11-03,,,98.0,13.9,5.0,12.0,,
2008-11-04,,,42.0,13.6,7.0,23.0,,
2008-11-05,,,44.0,13.5,6.0,7.0,,
2008-11-06,,,31.0,13.5,2.0,1.0,,
2008-11-07,,,35.0,13.4,2.0,22.0,,
2008-11-08,,1.0,28.0,13.3,8.0,9.0,,
2008-11-09,,,41.0,13.2,4.0,20.0,,
2008-11-10,,1.0,25.0,13.1,2.0,4.0,,
2008-11-11,,,22.0,13.0,2.0,3.0,,
2008-11-12,,,20.0,12.8,3.0,1.0,,
2008-11-13,,,15.0,12.8,4.0,,,
2008-11-14,,,26.0,12.6,9.0,2.0,,
2008-11-15,,,16.0,12.6,5.0,6.0,,
2008-11-16,,,,12.5,,,,
2008-11-17,,,,12.2,,,,
2008-11-18,,,,11.7,,,,
2008-11-19,,,,11.2,,,,
2008-11-20,,,,11.0,,,,
2008-11-21,,,,11.2,,,,
2008-11-22,,,,11.1,,,,
2008-11-23,,,,10.9,,,,
2008-11-24,,,,10.9,,,,
2008-11-25,,,,10.8,,,,
2008-11-26,,,,10.5,,,,
2008-11-27,,,,10.3,,,,
2008-11-28,,,,10.2,,,,
2008-11-29,,,,10.1,,,,
2008-11-30,,,,9.9,,,,
2008-12-01,,,,9.9,,,,
2008-12-02,,,,9.9,,,,
2008-12-03,,,,9.9,,,,
2008-12-04,,,,9.8,,,,
2008-12-05,,,,9.6,,,,
2008-12-06,,,,9.6,,,,
2008-12-07,,,,9.5,,,,
2008-12-08,,,,9.3,,,,
2008-12-09,,,,9.2,,,,
2008-12-10,,,,9.1,,,,
2008-12-11,,,,8.9,,,,
2008-12-12,,,,8.8,,,,
2008-12-13,,,,8.6,,,,
2008-12-14,,,,8.2,,,,
2008-12-15,,,,7.6,,,,
2008-12-16,,,,7.2,,,,
2008-12-17,,,,6.8,,,,
2008-12-18,,,,6.5,,,,
2008-12-19,,,,6.2,,,,
2008-12-20,,,,5.7,,,,
2008-12-21,,,,5.3,,,,
2008-12-22,,,,5.1,,,,
2008-12-23,,,,5.0,,,,
2008-12-24,,,,5.1,,,,
2008-12-25,,,,5.1,,,,
2008-12-26,,,,4.8,,,,
2008-12-27,,,,4.8,,,,
2008-12-28,,,,4.8,,,,
2008-12-29,,,,4.7,,,,
2008-12-30,,,,5.0,,,,
2009-01-09,,,,4.4,,,,
2009-01-10,,,,4.4,,,,
2009-01-11,,,,4.3,,,,
2009-01-12,,,,4.2,,,,
2009-01-25,,,,2.3,,,,
2009-01-26,,,,1.9,,,,
2009-01-27,,,,1.8,,,,
2009-01-28,,,,1.7,,,,
2009-01-29,,,,1.7,,,,
2009-01-30,,,,1.5,,,,
2009-01-31,,,,1.5,,,,
2009-02-01,,,,1.5,,,,
2009-02-02,,,,1.4,,,,
2009-02-03,,,,1.4,,,,
2009-02-04,,,,1.5,,,,
2009-02-05,,,,1.6,,,,
2009-02-06,,,,1.7,,,,
2009-02-07,,,,1.6,,,,
2009-02-08,,,,1.6,,,,
2009-02-09,,,,1.6,,,,
2009-02-10,,,,1.6,,,,
2009-02-11,,,,1.7,,,,
2009-02-12,,,,1.8,,,,
2009-02-13,,,,1.8,,,,
2009-02-14,,,,1.8,,,,
2009-02-15,,,,1.9,,,,
2009-02-16,,,,1.9,,,,
2009-02-17,,,,2.0,,,,
2009-02-18,,,,2.0,,,,
2009-02-19,,,,2.1,,,,
2009-02-20,,,,2.1,,,,
2009-02-21,,,,2.3,,,,
2009-02-22,,,,2.3,,,,
2009-02-23,,,,2.4,,,,
2009-02-24,,,,2.4,,,,
2009-02-25,,,,2.5,,,,
2009-02-26,,,,2.6,,,,
2009-02-27,,,,2.5,,,,
2009-02-28,,,,2.6,,,,
2009-03-01,,,,2.6,,,,
2009-03-02,,,,2.7,,,,
2009-03-03,,,,2.8,,,,
2009-03-04,,,,3.0,,,,
2009-03-05,,,,3.0,,,,
2009-03-06,,,,3.0,,,,
2009-03-07,,,,3.0,,,,
2009-03-08,,,,3.1,,,,
2009-03-09,,,,3.0,,,,
2009-03-10,,,,2.9,,,,
2009-03-11,,,,2.9,,,,
2009-03-12,,,,2.8,,,,
2009-03-13,,,,2.7,,,,
2009-03-14,,,,2.8,,,,
2009-03-15,,,,2.8,,,,
2009-03-16,,,,2.9,,,,
2009-03-17,,,,2.9,,,,
2009-03-18,,,,3.0,,,,
2009-03-19,,,,3.1,,,,
2009-03-20,,,,3.2,,,,
2009-03-21,,,,3.5,,,,
2009-03-22,,,,3.6,,,,
2009-03-23,,,,3.8,,,,
2009-03-24,,,,3.9,,,,
2009-03-25,,,,4.0,,,,
2009-03-26,,,,4.3,,,,
2009-03-27,,,,4.5,,,,
2009-03-28,,,,4.5,,,,
2009-03-29,,,,4.5,,,,
2009-03-30,,,,4.4,,,,
2009-03-31,,,,4.5,,,,
2009-04-01,,,,4.5,,,,
2009-04-02,,,,4.5,,,,
2009-04-03,,,,4.6,,,,
2009-04-04,,,,5.4,,,,
2009-04-05,,,,5.7,,,,
2009-04-06,,,,6.0,,,,
2009-04-07,,,,5.8,,,,
2009-04-08,,,,5.7,,,,
2009-04-09,,,,5.9,,,,
2009-04-10,,,,6.4,,,,
2009-04-11,,,,5.9,,,,
2009-04-12,,,,6.1,,,,
2009-04-13,,,,5.9,,,,
2009-04-14,,,,5.8,,,,
2009-04-15,,,,5.7,4.0,,,
2009-04-16,,,1.0,6.0,7.0,,,
2009-04-17,,,,5.8,6.0,,,
2009-04-18,,,,6.0,10.0,,,
2009-04-19,,,-1.0,5.9,4.0,,,
2009-04-20,,,2.0,6.4,3.0,,,
2009-04-21,,,3.0,6.4,3.0,,,
2009-04-22,,,1.0,6.5,8.0,,,
2009-04-23,,,1.0,6.5,2.0,,,
2009-04-24,,,2.0,6.5,2.0,,,
2009-04-25,,,,6.5,,,,
2009-04-26,,,,7.0,,,,
2009-04-27,,,1.0,6.8,1.0,,,
2009-04-28,,,1.0,6.6,3.0,,,
2009-04-29,,,,6.6,2.0,,,
2009-04-30,,,,7.1,,,,
2009-05-01,,,,6.9,2.0,,,
2009-05-02,,,2.0,7.0,,,,
2009-05-03,,,6.0,7.0,,,,
2009-05-04,,,12.0,7.4,1.0,,,
2009-05-05,,,9.0,7.5,2.0,,,
2009-05-06,,,52.0,7.7,1.0,,,
2009-05-07,,,96.0,7.9,3.0,,,
2009-05-08,,,160.0,8.3,3.0,,,
2009-05-09,,,309.0,9.4,2.0,,,
2009-05-10,,,295.0,9.5,3.0,,,
2009-05-11,,,347.0,9.3,,,,
2009-05-12,,,574.0,9.1,1.0,,,
2009-05-13,,,421.0,9.2,1.0,,,
2009-05-14,,,764.0,9.3,3.0,,,
2009-05-15,,,521.0,10.1,2.0,,,
2009-05-16,,,588.0,9.8,1.0,,,
2009-05-17,,,824.0,10.5,4.0,,,
2009-05-18,,,898.0,10.7,1.0,,,
2009-05-19,,,957.0,10.3,2.0,,,
2009-05-20,,,544.0,10.6,1.0,,,
2009-05-21,,,950.0,11.4,,,,
2009-05-22,,,776.0,11.8,1.0,,,
2009-05-23,,,629.0,12.1,4.0,,,
2009-05-24,,1.0,688.0,11.6,3.0,,,
2009-05-25,,,721.0,11.9,,,,
2009-05-26,,,651.0,11.9,1.0,,,
2009-05-27,,,620.0,12.2,,,,
2009-05-28,,,481.0,12.3,,,,
2009-05-29,,,390.0,12.5,3.0,,,
2009-05-30,,,578.0,12.6,1.0,,,1.0
2009-05-31,,1.0,423.0,13.0,3.0,,,
2009-06-01,,,389.0,12.8,,,,
2009-06-02,,,235.0,12.7,1.0,,,
2009-06-03,,,344.0,12.9,,,,
2009-06-04,,,253.0,13.1,,,,
2009-06-05,,,286.0,13.3,1.0,,,
2009-06-06,,,324.0,12.9,1.0,,,-1.0
2009-06-07,,,247.0,13.1,,,1.0,
2009-06-08,,,148.0,13.3,,,1.0,
2009-06-09,,,223.0,13.9,,,3.0,
2009-06-10,,,269.0,14.6,,,8.0,
2009-06-11,,,314.0,14.7,1.0,,8.0,
2009-06-12,,,489.0,14.4,4.0,,24.0,
2009-06-13,,1.0,492.0,14.8,1.0,,55.0,
2009-06-14,,2.0,728.0,14.7,1.0,,58.0,
2009-06-15,,,519.0,14.9,1.0,,101.0,
2009-06-16,,,667.0,15.4,,,111.0,
2009-06-17,,,956.0,15.2,3.0,,239.0,
2009-06-18,,2.0,700.0,15.4,1.0,,547.0,
2009-06-19,,1.0,1223.0,15.5,2.0,,999.0,
2009-06-20,,,899.0,15.7,1.0,,846.0,
2009-06-21,,,959.0,15.1,3.0,,851.0,3.0
2009-06-22,,1.0,1285.0,14.7,2.0,,1031.0,
2009-06-23,,2.0,697.0,15.1,4.0,,1509.0,
2009-06-24,,1.0,1156.0,15.1,5.0,,1866.0,
2009-06-25,,1.0,1331.0,14.9,2.0,,2159.0,1.0
2009-06-26,,1.0,1462.0,15.1,1.0,,2974.0,
2009-06-27,,2.0,1503.0,15.4,8.0,,2904.0,
2009-06-28,,,2736.0,15.6,12.0,,5604.0,
