date,avg gain (m3/d),outflow(m3/d)
1988-05-17,13798663.3728,15242140.5696
1988-05-18,15777939.732479999,17884437.8112
1988-05-19,13823129.088,17126000.64
1988-05-20,11474420.4288,16025043.456
1988-05-21,11131900.416,16245234.8928
1988-05-22,11523351.859199999,16661152.0512
1988-05-23,11645680.4352,18642874.9824
1988-05-24,12330720.4608,22973306.5728
1988-05-25,14654963.4048,27156943.872
1988-05-26,16098440.6016,28624886.783999998
1988-05-27,16489892.0448,29114201.088
1988-05-28,17395123.5072,29603515.392
1988-05-29,17395123.5072,29848172.544
1988-05-30,16098440.6016,29358858.24
1988-05-31,14875154.841599999,28380229.632
1988-06-01,12991294.7712,24955029.504
1988-06-02,12991294.7712,22386129.408
1988-06-03,12697706.1888,20428872.191999998
1988-06-04,13554006.2208,20844789.3504
1988-06-05,16000577.740799999,24465715.2
1988-06-06,15706989.1584,29603515.392
1988-06-07,18789669.2736,31560772.608
1988-06-08,18447149.2608,29848172.544
1988-06-09,17297260.6464,26667629.568
1988-06-10,15706989.1584,23413689.446399998
1988-06-11,14165649.1008,21872349.3888
1988-06-12,12917897.625599999,21529829.376
1988-06-13,12404117.6064,21016049.3568
1988-06-14,11547817.5744,20135283.6096
1988-06-15,12183926.1696,19205586.432
1988-06-16,10985106.1248,17003672.064
1988-06-17,10985106.1248,17003672.064
1988-06-18,11229763.2768,17248329.216
1988-06-19,11963734.7328,17957834.9568
1988-06-20,12208391.8848,17492986.368
1988-06-21,11572283.2896,16367563.468799999
1988-06-22,11498886.144,16759014.912
1988-06-23,11596749.0048,16710083.4816
1988-06-24,10887243.264,15706989.1584
1988-06-25,10251134.6688,15070880.5632
1988-06-26,10373463.2448,15193209.1392
1988-06-27,9835217.5104,14654963.4048
1988-06-28,9443766.0672,13676334.7968
1988-06-29,8220480.3072,12037131.8784
1988-06-30,7290783.1296,11107434.7008
1988-07-01,6703605.9648,10520257.536
1988-07-02,6263223.0912,10055408.9472
1988-07-03,5896237.3632,9688423.2192
1988-07-04,5700511.6416,9492697.4976
1988-07-05,5406923.0592,9199108.9152
1988-07-06,4917608.7552,8709794.6112
1988-07-07,4770814.464,8514068.8896
1988-07-08,4599554.4576,8342808.8832
1988-07-09,4403828.736,8147083.1616
1988-07-10,4257034.4448,8000288.870399999
1988-07-11,4183637.2992,7877960.2944
1988-07-12,3938980.1472,7633303.1424
1988-07-13,3792185.856,7462043.136
1988-07-14,3571994.4192,7315248.8448
1988-07-15,3474131.5584,7413111.7056
1988-07-16,3400734.4128,7510974.5664
1988-07-17,3425200.128,7535440.2816
1988-07-18,3351802.9824,7462043.136
1988-07-19,3278405.8368,7364180.2752
1988-07-20,3205008.6912,7266317.4144
1988-07-21,2886954.3936,7143988.8384
1988-07-22,2911420.1088,7290783.1296
1988-07-23,2960351.5392,7315248.8448
1988-07-24,2911420.1088,7241851.6992
1988-07-25,2886954.3936,7192920.2688
1988-07-26,2911420.1088,7143988.8384
1988-07-27,2960351.5392,7168454.5536
1988-07-28,3156077.2608,7339714.56
1988-07-29,2862488.6784,7241851.6992
1988-07-30,2471037.2352,7584371.712
1988-07-31,3474131.5584,7975823.1552
1988-08-01,2911420.1088,7143988.8384
1988-08-02,2715694.3871999998,6874865.9712
1988-08-03,2789091.5328,6997194.5472
1988-08-04,2838022.9632,7168454.5536
1988-08-05,2862488.6784,7168454.5536
1988-08-06,2715694.3871999998,6972728.8319999995
1988-08-07,2691228.672,6923797.4015999995
1988-08-08,2715694.3871999998,6923797.4015999995
1988-08-09,2593365.8112,6752537.3952
1988-08-10,2544434.3808,6654674.5344
1988-08-11,2422105.8048,6532345.9584
1988-08-12,2422105.8048,6703605.9648
1988-08-13,2642297.2416,6874865.9712
1988-08-14,2519968.6656,6703605.9648
1988-08-15,2397640.0896,6581277.3888
1988-08-16,2324242.944,6532345.9584
1988-08-17,2250845.7983999997,6483414.528
1988-08-18,2275311.5136,6458948.8127999995
1988-08-19,2250845.7983999997,6410017.3824
1988-08-20,2177448.6528,6336620.2368
1988-08-21,2226380.0831999998,6287688.8064
1988-08-22,2177448.6528,6165360.2304
1988-08-23,2128517.2224,6067497.3696
1988-08-24,2079585.792,5969634.5088
1988-08-25,2079585.792,5896237.3632
1988-08-26,1908325.7856,5773908.7872
1988-08-27,1932791.5008,5798374.5024
1988-08-28,2030654.3616,5822840.2176
1988-08-29,1932791.5008,5749443.072
1988-08-30,1908325.7856,5773908.7872
1988-08-31,1908325.7856,5871771.648
1988-09-01,1957257.216,5847305.9328
1988-09-02,2006188.6464,5798374.5024
1988-09-03,2128517.2224,5871771.648
1988-09-04,2275311.5136,5969634.5088
1988-09-05,2324242.944,5945168.7935999995
1988-09-06,2397640.0896,5920703.0784
1988-09-07,2226380.0831999998,5700511.6416
1988-09-08,2177448.6528,5578183.0656
1988-09-09,2152982.9376,5529251.6352
1988-09-10,2201914.368,5480320.2047999995
1988-09-11,2275311.5136,5480320.2047999995
1988-09-12,2397640.0896,5529251.6352
1988-09-13,2373174.3744,5431388.7743999995
1988-09-14,2348708.6592,5309060.1984
1988-09-15,2275311.5136,5211197.3376
1988-09-16,2201914.368,5137800.192
1988-09-17,2152982.9376,5088868.7616
1988-09-18,2128517.2224,5015471.616
1988-09-19,2177448.6528,5015471.616
1988-09-20,2104051.5072,5015471.616
1988-09-21,2201914.368,5137800.192
1988-09-22,2152982.9376,5137800.192
1988-09-23,2055120.0768,5186731.6224
1988-09-24,2104051.5072,5235663.0528
1988-09-25,2152982.9376,5211197.3376
1988-09-26,2201914.368,5162265.9072
1988-09-27,2079585.792,5039937.3312
1988-09-28,2226380.0831999998,5088868.7616
1988-09-29,3530402.70336,4795280.1792
1988-09-30,2967691.2537599998,3571994.4192
1988-10-01,2394214.889472,2886954.3936
1988-10-02,2125092.022272,2617831.5264
1988-10-03,2027229.161472,2519968.6656
1988-10-04,2002763.446272,2495502.9504
1988-10-05,1953832.015872,2446571.52
1988-10-06,1931812.872192,2424552.37632
1988-10-07,1897340.6794752,2397640.0896
1988-10-08,1882881.441792,2375620.94592
1988-10-09,1851076.012032,2343815.51616
1988-10-10,1809484.296192,2302223.80032
1988-10-11,1814377.439232,2307116.94336
1988-10-12,1832482.06848,2324242.944
1988-10-13,1878966.92736,2370727.80288
1988-10-14,1913218.92864,2404979.80416
1988-10-15,1905879.21408,2397640.0896
1988-10-16,1905879.21408,2397640.0896
1988-10-17,1893646.35648,2385407.232
1988-10-18,1891199.78496,2382960.66048
1988-10-19,1905879.21408,2397640.0896
1988-10-20,1930344.92928,2422105.8048
1988-10-21,1932791.5008,2424552.37632
1988-10-22,1898539.49952,2390300.37504
1988-10-23,1876520.3558399999,2368281.23136
1988-10-24,1844714.92608,2336475.8016
1988-10-25,1805569.78176,2297330.65728
1988-10-26,1781104.06656,2272864.94208
1988-10-27,1766424.63744,2258185.51296
1988-10-28,1766424.63744,2258185.51296
1988-10-29,1771317.78048,2263078.656
1988-10-30,1810462.9248,2302223.80032
1988-10-31,1805569.78176,2297330.65728
1988-11-01,1795783.49568,2287544.3712
1988-11-02,1788443.78112,2280204.65664
1988-11-03,2052673.50528,2544434.3808
1988-11-04,2272864.94208,2764625.8176
1988-11-05,2101604.93568,2593365.8112
1988-11-06,2028207.79008,2519968.6656
1988-11-07,2028207.79008,2519968.6656
1988-11-08,2028207.79008,2519968.6656
1988-11-09,2020868.07552,2519968.6656
1988-11-10,1996402.36032,2495502.9504
1988-11-11,1971936.64512,2471037.2352
1988-11-12,1971936.64512,2471037.2352
1988-11-13,2011081.78944,2519968.6656
1988-11-14,1930344.92928,2446571.52
1988-11-15,1856947.7836799999,2373174.3744
1988-11-16,1844714.92608,2409872.9472
1988-11-17,1996402.36032,2568900.096
1988-11-18,2165215.7952,2642297.2416
1988-11-19,2116284.3648,2593365.8112
1988-11-20,1923005.21472,2400086.66112
1988-11-21,1945024.3584,2422105.8048
1988-11-22,1957257.216,2434338.6624
1988-11-23,2011081.78944,2495502.9504
1988-11-24,2011081.78944,2519968.6656
1988-11-25,1888753.21344,2397640.0896
1988-11-26,1766424.63744,2275311.5136
1988-11-27,1849608.06912,2358494.94528
1988-11-28,1900986.07104,2409872.9472
1988-11-29,1888753.21344,2404979.80416
1988-11-30,1852054.6406399999,2368281.23136
1988-12-01,1820249.21088,2336475.8016
1988-12-02,1741958.92224,2258185.51296
1988-12-03,1722386.35008,2238612.9408
1988-12-04,1685687.77728,2201914.368
1988-12-05,1661222.06208,2177448.6528
1988-12-06,1722386.35008,2238612.9408
1988-12-07,1666873.6422911999,2201914.368
1988-12-08,1599813.116928,2140750.08
1988-12-09,1665625.8908159998,2189681.5104
1988-12-10,1702324.4636159998,2226380.0831999998
1988-12-11,1736576.4648959998,2260632.08448
1988-12-12,1800187.324416,2324242.944
1988-12-13,1792554.0212736,2312010.0864
1988-12-14,1654958.8389888,2177448.6528
1988-12-15,1551566.7265535998,2079585.792
1988-12-16,1596705.9710976,2128517.2224
1988-12-17,1579995.887616,2104051.5072
1988-12-18,1553377.1894784,2079585.792
1988-12-19,1596632.5739520001,2128517.2224
1988-12-20,1645564.004352,2177448.6528
1988-12-21,1736087.150592,2267971.79904
1988-12-22,1679816.005632,2211700.65408
1988-12-23,1660243.433472,2192128.08192
1988-12-24,1670029.719552,2201914.368
1988-12-25,1667901.2023296,2204360.93952
1988-12-26,1632597.175296,2172555.50976
1988-12-27,1478463.169536,2018421.504
1988-12-28,1515161.7423359999,2055120.0768
1988-12-29,1576326.0303359998,2116284.3648
1988-12-30,1613024.6031359998,2152982.9376
1988-12-31,1674188.891136,2214147.2256
1989-01-01,1624376.6949888002,2170108.93824
1989-01-02,1592718.05952,2140750.08
1989-01-03,1653882.34752,2201914.368
1989-01-04,1644096.06144,2192128.08192
1989-01-05,1652732.4589056,2204360.93952
1989-01-06,1721652.3786240001,2277758.08512
1989-01-07,1743671.522304,2299777.2288
1989-01-08,1743671.522304,2299777.2288
1989-01-09,1750130.4711168,2312010.0864
1989-01-10,1756418.1599231998,2324242.944
1989-01-11,1739805.9393024,2373174.3744
1989-01-12,1727157.164544,2446571.52
1989-01-13,1964841.5877120001,2642297.2416
1989-01-14,1793581.581312,2471037.2352
1989-01-15,1866978.726912,2544434.3808
1989-01-16,1891444.442112,2568900.096
1989-01-17,1745212.8623616002,2351155.23072
1989-01-18,1850121.8491392,2314456.65792
1989-01-19,1702813.77792,2165215.7952
1989-01-20,1617183.7747199999,2079585.792
1989-01-21,1604950.9171199999,2067352.9344
1989-01-22,1617183.7747199999,2079585.792
1989-01-23,1569964.944384,2042887.2192
1989-01-24,1467453.5976959998,1945024.3584
1989-01-25,1345125.021696,1822695.7824
1989-01-26,1418522.1672959998,1896092.928
1989-01-27,1479686.4552959998,1957257.216
1989-01-28,1467453.5976959998,1945024.3584
1989-01-29,1491919.3128959998,1969490.0736
1989-01-30,1540850.743296,2018421.504
1989-01-31,1639839.0269952,2116284.3648
1989-02-01,1609599.403008,2079585.792
1989-02-02,1585133.687808,2055120.0768
1989-02-03,1572900.830208,2042887.2192
1989-02-04,1509730.3535616,1981722.9312
1989-02-05,1455220.7400959998,1932791.5008
1989-02-06,1418522.1672959998,1896092.928
1989-02-07,1394056.4520959998,1871627.2127999999
1989-02-08,1418522.1672959998,1896092.928
1989-02-09,1406289.3096959998,1883860.0704
1989-02-10,1504152.170496,1981722.9312
1989-02-11,1636267.0325759999,2113837.79328
1989-02-12,1570209.601536,2047780.36224
1989-02-13,1500653.5732224,1981722.9312
1989-02-14,1459869.2259840001,1945024.3584
1989-02-15,1423170.6531840002,1908325.7856
1989-02-16,1472102.0835840001,1957257.216
1989-02-17,1508800.656384,1993955.7888
1989-02-18,1530819.800064,2015974.93248
1989-02-19,1539040.2803711998,2030654.3616
1989-02-20,1535468.285952,2028207.79008
1989-02-21,1525681.999872,2018421.504
1989-02-22,1518342.285312,2011081.78944
1989-02-23,1569720.2872320001,2062459.79136
1989-02-24,1562380.572672,2055120.0768
1989-02-25,1618676.1833472,2108944.65024
1989-02-26,1748320.008192,2241059.5123199997
1989-02-27,1758106.294272,2250845.7983999997
1989-02-28,1653955.7446656,2143196.65152
1989-03-01,1619605.8805248,2111391.22176
1989-03-02,1629098.5780224,2152982.9376
1989-03-03,1665748.219392,2165215.7952
1989-03-04,1577060.0017920001,2069799.50592
1989-03-05,1501216.284672,1993955.7888
1989-03-06,1552594.286592,2045333.79072
1989-03-07,1665136.576512,2157876.08064
1989-03-08,1821717.1537920001,2314456.65792
1989-03-09,2272840.4763648,2764625.8176
1989-03-10,2785666.332672,3278405.8368
1989-03-11,2614406.3262719996,3107145.8304
1989-03-12,2687803.4718719996,3180542.976
1989-03-13,2638872.0414719996,3131611.5456
1989-03-14,2492077.750272,2984817.2544
1989-03-15,1947764.5185024,2715694.3871999998
1989-03-16,2160958.7607552,2642297.2416
1989-03-17,2125092.022272,2617831.5264
1989-03-18,2051694.876672,2544434.3808
1989-03-19,2027229.161472,2519968.6656
1989-03-20,1940106.7496448,2434338.6624
1989-03-21,1866049.0297344,2363388.08832
1989-03-22,1845253.1718144,2341368.94464
1989-03-23,1872605.8414079999,2373174.3744
1989-03-24,1933770.1294079998,2434338.6624
1989-03-25,2141728.708608,2642297.2416
1989-03-26,2606577.297408,3107145.8304
1989-03-27,2777837.3038080004,3278405.8368
1989-03-28,2774387.6379648,3278405.8368
1989-03-29,2746937.1055104,3253940.1215999997
1989-03-30,2598748.268544,3107145.8304
1989-03-31,2476419.692544,2984817.2544
1989-04-01,2378556.831744,2886954.3936
1989-04-02,2351448.8193024,2862488.6784
1989-04-03,2272864.94208,2789091.5328
1989-04-04,2028207.79008,2544434.3808
1989-04-05,2003742.07488,2519968.6656
1989-04-06,2417848.7703552,2935885.824
1989-04-07,2950075.938816,3474131.5584
1989-04-08,3609157.8405888,4134705.8688
1989-04-09,3360047.9284224,3890048.7168
1989-04-10,3040109.7707519997,3571994.4192
1989-04-11,2853362.9666303997,3376268.6976
1989-04-12,2840445.0690048,3351802.9824
1989-04-13,2858402.9039616,3376268.6976
1989-04-14,2972657.7939456,3498597.2736
1989-04-15,3257756.7731712,3792185.856
1989-04-16,4081321.6782336,4624020.1728
1989-04-17,4448772.2548223995,4966540.1855999995
1989-04-18,4632534.2416896,5137800.192
1989-04-19,5162461.6329216,5676045.9264
1989-04-20,5475231.3360384,5994100.223999999
1989-04-21,6143145.3609984005,6654674.5344
1989-04-22,6970380.1233407995,7486508.851199999
1989-04-23,7703250.622156801,8220480.3072
1989-04-24,7953363.6286464,8465137.4592
1989-04-25,7899392.2609152,8440671.743999999
1989-04-26,7701758.2135296,8220480.3072
1989-04-27,7136844.8495616,7633303.1424
1989-04-28,6278660.9574911995,6777003.1104
1989-04-29,5572188.965376,6067497.3696
1989-04-30,5128601.083084799,5627114.496
1989-05-01,4930722.3785472,5431388.7743999995
1989-05-02,5160969.2242944,5676045.9264
1989-05-03,5701270.0787712,6214291.6608
1989-05-04,5833972.118016,6336620.2368
1989-05-05,5886695.734271999,6385551.6672
1989-05-06,6818790.5519616,7315248.8448
1989-05-07,8753808.432844799,9248040.3456
1989-05-08,11100461.971967999,11596749.0048
1989-05-09,13028971.972607998,13529540.5056
1989-05-10,15377142.3860736,16318632.0384
1989-05-11,19510796.22912,20746926.4896
1989-05-12,19032173.4426624,20282077.9008
1989-05-13,17955143.728127997,19181120.7168
1989-05-14,15325666.5212928,16538823.4752
1989-05-15,14044984.193433601,15266606.2848
1989-05-16,13946852.2097664,15168743.424
1989-05-17,13907780.462592,15119811.9936
1989-05-18,14494957.627392001,15706989.1584
1989-05-19,15401167.7184,16636686.336
1989-05-20,14312443.391999999,15560194.8672
1989-05-21,13957690.5216,15168743.424
1989-05-22,15193209.1392,16416494.8992
1989-05-23,16868988.301824,18104629.248
1989-05-24,18558223.607807998,19523640.7296
1989-05-25,16180547.5418112,16783480.6272
1989-05-26,13478089.106534401,13945457.663999999
1989-05-27,11884563.6784128,12355186.175999999
1989-05-28,11967893.904384,12453049.036799999
1989-05-29,13039443.2987136,13529540.5056
1989-05-30,14109010.970112002,14606031.9744
1989-05-31,13573896.8472576,14092251.9552
1989-06-01,13028971.972607998,13529540.5056
1989-06-02,13886715.4818048,14361374.8224
1989-06-03,17631046.3988736,18104629.248
1989-06-04,20200802.794905603,20697995.0592
1989-06-05,18428530.851532802,18887532.1344
1989-06-06,18464275.26144,18911997.8496
1989-06-07,19707133.5936,20184215.04
1989-06-08,21395267.9424,21872349.3888
1989-06-09,22488151.440384,22973306.5728
1989-06-10,22215750.1673472,22704183.7056
1989-06-11,22260375.631872002,22753115.136
1989-06-12,21939850.2970368,22435060.8384
1989-06-13,20820494.8952064,21309637.9392
1989-06-14,19932462.830592,20379940.7616
1989-06-15,20103722.836992,20551200.768
1989-06-16,22036514.337792,22483992.268799998
1989-06-17,22922001.968025602,23364758.016
1989-06-18,20558785.139712002,20991583.641599998
1989-06-19,20167333.696512,20600132.1984
1989-06-20,21001223.133388802,21480897.9456
1989-06-21,20311852.6761984,20771392.2048
1989-06-22,17054316.094464,17517452.0832
1989-06-23,14688114.448896,15144277.7088
1989-06-24,13372764.2025984,13823129.088
1989-06-25,12568282.555392,13015760.486399999
1989-06-26,11586742.5272832,12061597.5936
1989-06-27,10979160.956006398,11523351.859199999
1989-06-28,11338660.1751552,11890337.587199999
1989-06-29,11749194.8762112,12330720.4608
1989-06-30,12368397.662207998,12868966.1952
1989-07-01,13034648.0185344,13529540.5056
1989-07-02,13289042.525184,13774197.6576
1989-07-03,13117782.518784,13602937.6512
1989-07-04,13191179.664384,13676334.7968
1989-07-05,13191179.664384,13676334.7968
1989-07-06,12995453.942784,13480609.075199999
1989-07-07,12506139.638783999,12991294.7712
1989-07-08,11894496.758784,12379651.8912
1989-07-09,11717560.7064576,12208391.8848
1989-07-10,11886594.3327744,12379651.8912
1989-07-11,11782663.974604798,12575377.6128
1989-07-12,11132194.0045824,12159460.4544
1989-07-13,9984384.9759744,12306254.7456
1989-07-14,10356141.5184384,13994389.0944
1989-07-15,10159804.1539584,13774197.6576
1989-07-16,9398015.179776,13333814.784
1989-07-17,9532772.3390976,13113623.3472
1989-07-18,8723250.75456,11939269.0176
1989-07-19,7988007.0813696,11131900.416
1989-07-20,7617498.2903808,10740448.9728
1989-07-21,7578328.6803456005,10520257.536
1989-07-22,7083925.507583999,10471326.1056
1989-07-23,7151891.2644096,10862777.548799999
1989-07-24,7186534.717132799,10887243.264
1989-07-25,6762641.7355776,10593654.6816
1989-07-26,6540150.5215488,10471326.1056
1989-07-27,6582549.6059904,10520257.536
1989-07-28,6527036.8982016,10446860.3904
1989-07-29,6088953.8018304,10079874.6624
1989-07-30,5772685.50144,9884148.9408
1989-07-31,5554695.979008,9737354.6496
1989-08-01,5416929.5367168,9590560.3584
1989-08-02,5716096.3021824,9884148.9408
1989-08-03,5545863.8558208,9688423.2192
1989-08-04,5196958.291353599,9321437.4912
1989-08-05,4895589.61152,9003383.193599999
1989-08-06,4669844.4573696,8783191.7568
1989-08-07,4508346.2713344,8660863.1808
1989-08-08,4386702.73536,8538534.6048
1989-08-09,3666725.6684544,8465137.4592
1989-08-10,4170694.9358592,9150177.4848
1989-08-11,4381173.4837248,9272506.0608
1989-08-12,4306626.4495104,9199108.9152
1989-08-13,4788943.5589632,9688423.2192
1989-08-14,4561461.3390336,9419300.352
1989-08-15,4558867.9732224,9786286.08
1989-08-16,3849362.2324224,10300066.0992
1989-08-17,3231505.0607616,11229763.2768
1989-08-18,4164431.712768,12771103.3344
1989-08-19,4500517.2424703995,13089157.632
1989-08-20,4524738.3005184,13089157.632
1989-08-21,4376916.44928,12917897.625599999
1989-08-22,4019692.5416448,12746637.6192
1989-08-23,4228140.4351488,12746637.6192
1989-08-24,3938025.9843071997,12477514.752
1989-08-25,4103707.8076416,12526446.1824
1989-08-26,3854646.8269056,12404117.6064
1989-08-27,3874537.4533632,12404117.6064
1989-08-28,3524261.8088448,12134994.7392
1989-08-29,3525582.9574655998,12183926.1696
1989-08-30,3585352.6996992,12159460.4544
1989-08-31,3367412.1086976,11865871.872
1989-09-01,3306101.0264064,11768009.0112
1989-09-02,3157838.7922944,11694611.8656
1989-09-03,3115170.5849856,11645680.4352
1989-09-04,3393835.0811136,11547817.5744
1989-09-05,3555577.9243008,10936174.6944
1989-09-06,3559272.247296,10177737.5232
1989-09-07,3281684.2426368,9370368.9216
1989-09-08,2905548.3371519996,9052314.624
1989-09-09,3324474.7785215997,9517163.2128
1989-09-10,3524628.7945728004,9688423.2192
1989-09-11,3355521.7711104,9492697.4976
1989-09-12,3237425.76384,9419300.352
1989-09-13,3186194.5562111996,9443766.0672
1989-09-14,3242710.3583232,9468231.782399999
1989-09-15,3207528.6598656,9394834.6368
1989-09-16,3143085.9660288002,9296971.776
1989-09-17,3168310.1184,9296971.776
1989-09-18,3292620.4173311996,9419300.352
1989-09-19,3276081.593856,9394834.6368
1989-09-20,3244153.8355199997,9345903.2064
1989-09-21,3255750.5845248,9345903.2064
1989-09-22,3246600.40704,9321437.4912
1989-09-23,3222134.69184,9296971.776
1989-09-24,3222134.69184,9296971.776
1989-09-25,3197668.97664,9272506.0608
1989-09-26,3205155.4854912,9296971.776
1989-09-27,3360145.7912832,9443766.0672
1989-09-28,3667141.5856128,9639491.7888
1989-09-29,4156162.3010303997,9223574.6304
1989-09-30,3955225.3820928,8342808.8832
1989-10-01,4195087.2539136,7633303.1424
1989-10-02,4359521.3257728005,6752537.3952
1989-10-03,4439524.2144768,6140894.5152
1989-10-04,4013331.4556928,5529251.6352
1989-10-05,3495490.1277696,5162265.9072
1989-10-06,3284204.2113023996,5113334.4768
1989-10-07,3352390.1595648,5088868.7616
1989-10-08,3245915.3670144,4966540.1855999995
1989-10-09,3161215.0609919997,4868677.3248
1989-10-10,3252790.2329856,4770814.464
1989-10-11,2975030.96832,4599554.4576
1989-10-12,2999692.4092416,4599554.4576
1989-10-13,2978480.6341632,4550623.0272
1989-10-14,2952179.9903232004,4501691.5967999995
1989-10-15,2887566.03648,4428294.4512
1989-10-16,2863785.3613056,4403828.736
1989-10-17,2817227.10528,4354897.3056
1989-10-18,2817912.1453056,4354897.3056
1989-10-19,3013319.8126080004,4257034.4448
1989-10-20,2800835.0760959997,4036843.008
1989-10-21,2727437.9304959998,3963445.8624
1989-10-22,2751903.6456959997,3987911.5776
1989-10-23,2755818.160128,3987911.5776
1989-10-24,2739426.130944,3963445.8624
1989-10-25,2739426.130944,3963445.8624
1989-10-26,2741823.7710336,3963445.8624
1989-10-27,2751414.331392,3963445.8624
1989-10-28,2751414.331392,3963445.8624
1989-10-29,2751414.331392,3963445.8624
1989-10-30,2728098.5048064,3938980.1472
1989-10-31,2653551.4705919996,3865583.0016
1989-11-01,2629085.7553919996,3841117.2864
1989-11-02,2458902.2404608,3669857.28
1989-11-03,2413885.3244928,3620925.8496
1989-11-04,2636547.7985280002,3841117.2864
1989-11-05,2861020.7354880003,4061308.7232
1989-11-06,2763157.874688,3963445.8624
1989-11-07,2763671.6547072,3963445.8624
1989-11-08,2738985.7480703997,3938980.1472
1989-11-09,2617758.1292544,3816651.5712
1989-11-10,2691766.9177344,3890048.7168
1989-11-11,2716232.6329344,3914514.432
1989-11-12,2723768.0732159996,3914514.432
1989-11-13,2722446.9245952,3914514.432
1989-11-14,2696342.0064768,3914514.432
1989-11-15,2646358.5503232,3865583.0016
1989-11-16,2545168.352256,3767720.1408
1989-11-17,2551602.8353536003,3767720.1408
1989-11-18,2555150.3640576,3767720.1408
1989-11-19,2580154.3249919997,3792185.856
1989-11-20,2580154.3249919997,3792185.856
1989-11-21,2482291.464192,3694322.9952
1989-11-22,2433360.033792,3645391.5648
1989-11-23,2385407.232,3596460.1344
1989-11-24,2335497.172992,3547528.704
1989-11-25,2408894.318592,3620925.8496
1989-11-26,2457703.420416,3669857.28
1989-11-27,2359326.7795968,3571994.4192
1989-11-28,2305355.4118656,3523062.9888
1989-11-29,2132456.2025472,3351802.9824
1989-11-30,2002690.0491264001,3229474.4063999997
1989-12-01,2042397.904896,3278405.8368
1989-12-02,2115795.050496,3351802.9824
1989-12-03,2189192.196096,3425200.128
1989-12-04,2262589.3416959997,3498597.2736
1989-12-05,2384917.917696,3620925.8496
1989-12-06,2433849.348096,3669857.28
1989-12-07,2262589.3416959997,3498597.2736
1989-12-08,2383034.0576255997,3620925.8496
1989-12-09,2350470.1906944,3596460.1344
1989-12-10,2275066.856448,3523062.9888
1989-12-11,2318199.9123456,3571994.4192
1989-12-12,2154940.194816,3376268.6976
1989-12-13,2257696.1986559997,3376268.6976
1989-12-14,2282161.9138559997,3400734.4128
1989-12-15,2331093.3442559997,3449665.8432
1989-12-16,2331093.3442559997,3449665.8432
1989-12-17,2229242.5718783997,3351802.9824
1989-12-18,2197265.882112,3327337.2672
1989-12-19,2269562.070528,3400734.4128
1989-12-20,2292657.7056768,3425200.128
1989-12-21,2309220.9948672,3449665.8432
1989-12-22,2307850.914816,3449665.8432
1989-12-23,2307850.914816,3449665.8432
1989-12-24,2283385.199616,3425200.128
1989-12-25,2175491.3955840003,3327337.2672
1989-12-26,2198489.167872,3351802.9824
1989-12-27,2174023.452672,3327337.2672
1989-12-28,2149557.737472,3302871.552
1989-12-29,2174023.452672,3327337.2672
1989-12-30,2174023.452672,3327337.2672
1989-12-31,2198489.167872,3351802.9824
1990-01-01,2222954.883072,3376268.6976
1990-01-02,2191810.0276224,3351802.9824
1990-01-03,2039951.333376,3205008.6912
1990-01-04,2158854.709248,3229474.4063999997
1990-01-05,2280571.642368,3278405.8368
1990-01-06,2268950.427648,3253940.1215999997
1990-01-07,2293416.142848,3278405.8368
1990-01-08,2300217.6116736,3278405.8368
1990-01-09,2254564.5871103997,3229474.4063999997
1990-01-10,2211871.9140864,3180542.976
1990-01-11,2182659.8501375997,3156077.2608
1990-01-12,2206318.196736,3180542.976
1990-01-13,2206318.196736,3180542.976
1990-01-14,2206318.196736,3180542.976
1990-01-15,2230783.911936,3205008.6912
1990-01-16,2230783.911936,3205008.6912
1990-01-17,2230783.911936,3205008.6912
1990-01-18,2155356.1119744,3131611.5456
1990-01-19,1863113.1439103999,2838022.9632
1990-01-20,1935042.3465983998,2911420.1088
1990-01-21,2083989.620736,3058214.4
1990-01-22,2230783.911936,3205008.6912
1990-01-23,2156824.0548864002,3131611.5456
1990-01-24,2132921.051136,3107145.8304
1990-01-25,2157386.766336,3131611.5456
1990-01-26,2230783.911936,3205008.6912
1990-01-27,2083989.620736,3058214.4
1990-01-28,2132921.051136,3107145.8304
1990-01-29,2157386.766336,3131611.5456
1990-01-30,2255249.627136,3229474.4063999997
1990-01-31,2108455.3359359996,3082680.1152
1990-02-01,2059523.905536,3033748.6848
1990-02-02,2086949.9722751998,3058214.4
1990-02-03,2069823.9716351999,3033748.6848
1990-02-04,2094632.206848,3058214.4
1990-02-05,2119220.250624,3082680.1152
1990-02-06,2094754.5354240001,3058214.4
1990-02-07,2045823.1050240002,3009282.9696
1990-02-08,2070288.8202240001,3033748.6848
1990-02-09,2070288.8202240001,3033748.6848
1990-02-10,2143685.965824,3107145.8304
1990-02-11,2143685.965824,3107145.8304
1990-02-12,2143685.965824,3107145.8304
1990-02-13,2122987.9707648,3082680.1152
1990-02-14,2056343.36256,3009282.9696
1990-02-15,1958480.50176,2911420.1088
1990-02-16,2031877.64736,2984817.2544
1990-02-17,2080809.07776,3033748.6848
1990-02-18,1934014.78656,2886954.3936
1990-02-19,1909549.07136,2862488.6784
1990-02-20,1934014.78656,2886954.3936
1990-02-21,1957819.9274496,2911420.1088
1990-02-22,1996891.674624,2960351.5392
1990-02-23,1972425.959424,2935885.824
1990-02-24,1996891.674624,2960351.5392
1990-02-25,1996891.674624,2960351.5392
