date,max_temp(C),min_temp(C),avg_temp(C)
2018-07-09 00:00:00+00:00,21.8,15.3,
2018-07-10 00:00:00+00:00,21.1,12.8,16.5
2018-07-11 00:00:00+00:00,21.5,12.7,16.7
2018-07-12 00:00:00+00:00,22.1,12.6,17.0
2018-07-13 00:00:00+00:00,21.7,13.4,17.2
2018-07-14 00:00:00+00:00,21.9,13.3,17.3
2018-07-15 00:00:00+00:00,21.4,14.0,17.6
2018-07-16 00:00:00+00:00,22.7,14.8,18.4
2018-07-17 00:00:00+00:00,22.8,14.4,18.1
2018-07-18 00:00:00+00:00,22.0,13.5,17.3
2018-07-19 00:00:00+00:00,21.8,13.1,17.1
2018-07-20 00:00:00+00:00,20.3,12.3,16.0
2018-07-21 00:00:00+00:00,20.4,11.8,15.9
2018-07-22 00:00:00+00:00,20.5,12.2,16.2
2018-07-23 00:00:00+00:00,21.0,13.3,16.8
2018-07-24 00:00:00+00:00,21.8,14.0,17.6
2018-07-25 00:00:00+00:00,22.3,14.1,17.9
2018-07-26 00:00:00+00:00,22.1,13.7,17.5
2018-07-27 00:00:00+00:00,22.2,13.9,17.7
2018-07-28 00:00:00+00:00,22.1,14.0,17.5
2018-07-29 00:00:00+00:00,22.3,14.2,17.8
2018-07-30 00:00:00+00:00,20.8,14.5,17.1
2018-07-31 00:00:00+00:00,21.1,14.2,16.8
2018-08-01 00:00:00+00:00,21.7,12.9,16.7
2018-08-02 00:00:00+00:00,21.0,13.4,16.5
2018-08-03 00:00:00+00:00,20.4,12.7,16.5
2018-08-04 00:00:00+00:00,20.3,13.4,16.7
2018-08-05 00:00:00+00:00,20.7,13.8,17.1
2018-08-06 00:00:00+00:00,20.7,13.9,17.2
2018-08-07 00:00:00+00:00,21.0,14.2,17.4
2018-08-08 00:00:00+00:00,21.2,14.4,17.7
2018-08-09 00:00:00+00:00,21.9,15.1,18.3
2018-08-10 00:00:00+00:00,21.5,15.4,18.2
2018-08-11 00:00:00+00:00,20.7,15.1,17.6
2018-08-12 00:00:00+00:00,20.2,13.5,16.6
2018-08-13 00:00:00+00:00,19.9,13.4,16.4
2018-08-14 00:00:00+00:00,20.2,13.2,16.6
2018-08-15 00:00:00+00:00,17.7,13.6,15.8
2018-08-16 00:00:00+00:00,20.3,14.1,16.9
2018-08-17 00:00:00+00:00,20.3,14.1,16.8
2018-08-18 00:00:00+00:00,20.3,12.6,16.2
2018-08-19 00:00:00+00:00,19.3,13.1,16.2
2018-08-20 00:00:00+00:00,17.8,13.9,15.7
2018-08-21 00:00:00+00:00,18.7,12.8,15.5
2018-08-22 00:00:00+00:00,19.2,12.4,15.6
2018-08-23 00:00:00+00:00,18.3,12.8,15.4
2018-08-24 00:00:00+00:00,18.3,12.2,15.1
2018-08-25 00:00:00+00:00,16.2,11.5,14.0
2018-08-26 00:00:00+00:00,17.2,12.5,14.6
2018-08-27 00:00:00+00:00,17.9,13.2,15.1
2018-08-28 00:00:00+00:00,18.7,11.5,14.8
2018-08-29 00:00:00+00:00,18.7,11.8,15.1
2018-08-30 00:00:00+00:00,15.9,12.5,14.3
2018-08-31 00:00:00+00:00,18.2,12.0,14.8
2018-09-01 00:00:00+00:00,18.0,11.9,14.8
2018-09-02 00:00:00+00:00,17.9,11.5,14.5
2018-09-03 00:00:00+00:00,17.9,11.8,14.7
2018-09-04 00:00:00+00:00,17.8,11.9,14.7
2018-09-05 00:00:00+00:00,17.7,11.8,14.6
2018-09-06 00:00:00+00:00,17.0,12.0,14.5
2018-09-07 00:00:00+00:00,16.9,12.2,14.5
2018-09-08 00:00:00+00:00,17.4,12.1,14.6
2018-09-09 00:00:00+00:00,17.0,12.4,14.7
2018-09-10 00:00:00+00:00,16.6,12.5,14.4
2018-09-11 00:00:00+00:00,15.6,11.6,13.5
2018-09-12 00:00:00+00:00,15.5,11.3,13.2
2018-09-13 00:00:00+00:00,15.6,10.5,13.0
2018-09-14 00:00:00+00:00,15.5,10.8,13.2
2018-09-15 00:00:00+00:00,14.8,10.8,13.0
2018-09-16 00:00:00+00:00,14.6,11.0,12.8
2018-09-17 00:00:00+00:00,15.3,11.1,13.1
2018-09-18 00:00:00+00:00,15.6,11.7,13.6
2018-09-19 00:00:00+00:00,15.4,11.0,13.1
2018-09-20 00:00:00+00:00,15.2,10.7,13.0
2018-09-21 00:00:00+00:00,15.3,11.0,13.3
2018-09-22 00:00:00+00:00,14.4,12.6,13.4
2018-09-23 00:00:00+00:00,14.7,11.2,12.8
2018-09-24 00:00:00+00:00,14.5,10.1,12.3
2018-09-25 00:00:00+00:00,14.5,10.1,12.3
2018-09-26 00:00:00+00:00,14.9,10.9,12.8
2018-09-27 00:00:00+00:00,15.7,11.6,13.6
2018-09-28 00:00:00+00:00,15.5,11.8,13.6
2018-09-29 00:00:00+00:00,15.4,12.0,13.5
2018-09-30 00:00:00+00:00,15.4,12.3,13.6
2018-10-01 00:00:00+00:00,13.8,11.2,12.6
2018-10-02 00:00:00+00:00,15.2,11.9,13.4
2018-10-03 00:00:00+00:00,14.3,10.3,12.3
2018-10-04 00:00:00+00:00,14.2,10.6,12.2
2018-10-05 00:00:00+00:00,10.8,8.5,9.9
