date,outflow(m3/d),inflow(m3/d),avg air temperature (C),max air temperature (C),min air temperature (C)
1982-01-01,195.7257216,431917.7361408,,-1.6832268,-13.0388732
1982-01-02,195.7257216,407256.2952192,,-1.3776687999999986,-12.3388676
1982-01-03,195.7257216,431917.7361408,,2.339027600000005,-6.572154799999996
1982-01-04,195.7257216,518257.24508160003,,3.0334776000000048,-5.6999255999999985
1982-01-05,195.7257216,542918.6860032,,-2.599900799999997,-15.6611164
1982-01-06,195.7257216,518257.24508160003,,-8.711060799999998,-25.3111936
1982-01-07,195.7257216,394901.1090432,,-14.216660399999999,-25.266748800000002
1982-01-08,195.7257216,283900.1591808,,-8.233279199999998,-15.877784799999999
1982-01-09,195.7257216,259238.7182592,,-8.099944799999998,-17.233351199999998
1982-01-10,195.7257216,271569.43872,,-8.9332848,-19.1500332
1982-01-11,195.7257216,271569.43872,,-5.261033199999998,-18.0611356
1982-01-12,195.7257216,308561.6001024,,0.5890136000000048,-14.127770799999999
1982-01-13,195.7257216,333247.50673920003,,5.611276000000004,-8.8443952
1982-01-14,195.7257216,357908.94766079995,,7.055732000000006,-6.094373199999998
1982-01-15,195.7257216,382570.3885824,,6.3112816000000045,-1.8998951999999978
1982-01-16,195.7257216,407256.2952192,,10.2446464,1.9890248000000028
1982-01-17,195.7257216,431917.7361408,,7.794626800000003,0.9390163999999999
1982-01-18,195.7257216,453398.6340864,,4.344599200000005,-2.422121599999997
1982-01-19,195.7257216,509376.190464,,1.683466800000005,-10.372185199999999
1982-01-20,195.7257216,390032.4317184,,-0.8498867999999966,-11.288859199999997
1982-01-21,195.7257216,434682.36195839994,,0.3279004000000043,-9.411066399999998
1982-01-22,195.7257216,517352.01361920004,,1.811245600000003,-7.749941999999997
1982-01-23,195.7257216,388050.70878720004,,8.583522000000006,1.811245600000003
1982-01-24,195.7257216,606235.9569408,,8.366853600000006,1.2001296000000004
1982-01-25,195.7257216,606235.9569408,,6.094613200000001,-0.0665471999999987
1982-01-26,195.7257216,872887.7869055999,,6.3112816000000045,-0.4165499999999973
1982-01-27,195.7257216,864814.1008896,,4.261265200000004,-1.110999999999997
1982-01-28,195.7257216,805019.8929408,,5.483497200000002,-4.261025199999999
1982-01-29,195.7257216,759489.1969536,,3.733483200000002,-5.6999255999999985
1982-01-30,195.7257216,610908.908544,,8.189074400000006,-3.644353599999997
1982-01-31,195.7257216,619178.3202816,,6.3112816000000045,-0.8054419999999958
1982-02-01,195.7257216,577904.6587392,,5.483497200000002,-2.5554559999999977
1982-02-02,195.7257216,544900.4089344,,9.022414400000006,0.4612348000000033
1982-02-03,195.7257216,610933.3742592001,,4.739046800000004,-6.572154799999996
1982-02-04,195.7257216,410608.0982016,,-3.033237599999998,-12.383312399999998
1982-02-05,195.7257216,176813.72375039998,,-3.644353599999997,-15.438892399999999
1982-02-06,195.7257216,277759.26466559997,,-7.405494799999998,-14.433328799999998
1982-02-07,195.7257216,303007.882752,,-1.9443399999999968,-10.327740399999998
1982-02-08,195.7257216,319815.8290944,,-2.599900799999997,-14.433328799999998
1982-02-09,195.7257216,328232.0351232,,-1.1998895999999988,-11.466638399999999
1982-02-10,195.7257216,260951.3183232,,-4.083245999999999,-15.744450399999998
1982-02-11,195.7257216,319815.8290944,,-2.6443455999999994,-11.244414399999998
1982-02-12,195.7257216,218894.7538944,,1.155684800000003,-11.244414399999998
1982-02-13,195.7257216,538514.8572672,,1.811245600000003,-5.8332599999999974
1982-02-14,195.7257216,1727548.6159872,,12.383552400000003,2.0334696
1982-02-15,195.7257216,5509116.3515904,,13.516894800000003,4.605712400000002
1982-02-16,1908.3257856,11683993.745203199,,14.044676800000005,5.700165600000002
1982-02-17,17370.657791999998,11162482.56,,10.9002072,-0.11099199999999598
1982-02-18,1333381.4784,9029928.494592,,4.039041200000003,-3.733243199999997
1982-02-19,4501691.5967999995,6014455.6990464,,17.316925200000007,1.4223536000000045
1982-02-20,4526157.312,10439349.4158336,,19.283607600000003,5.044604800000002
1982-02-21,4575088.7424,13599365.6567808,,13.166892000000004,0.7667928000000046
1982-02-22,5504785.92,12892967.061811201,,4.827936400000002,-4.872141199999998
1982-02-23,6507880.243199999,5812882.671513599,,3.2112568000000046,-4.299914399999997
1982-02-24,5749443.072,3713577.5130624,,5.527942000000003,-7.055491999999997
1982-02-25,4917608.7552,3032182.8790272,,6.833508000000002,-5.566591199999998
1982-02-26,4624020.1728,2547737.2523519997,,6.833508000000002,-2.511011199999997
1982-02-27,4550623.0272,2096173.5469056,,10.633538400000003,-0.7665527999999959
1982-02-28,4526157.312,1935017.8808831999,,11.422433600000005,-2.1610083999999983
1982-03-01,4526157.312,2060869.519872,,14.611348,1.683466800000005
1982-03-02,4501691.5967999995,2965782.9279744,,10.505759600000001,-0.8054419999999958
1982-03-03,4501691.5967999995,2685161.1746304,,8.233519200000003,1.2445744000000047
1982-03-04,4477225.8816,2200006.0422144,,8.800190400000005,0.9390163999999999
1982-03-05,4477225.8816,1841999.2316927998,,9.455751200000005,-2.1610083999999983
1982-03-06,4452760.1663999995,1646077.7843711998,,11.989104800000003,-5.305477999999999
1982-03-07,4452760.1663999995,1560447.7811711999,,15.966914400000007,-3.5165747999999972
1982-03-08,2568900.096,1769311.5918335998,,13.344671200000004,2.339027600000005
1982-03-09,1504641.4848,1692782.834688,,14.961350800000005,2.511251200000004
1982-03-10,1149888.6144,1827173.0082816,,13.866897600000005,0.5445688000000004
1982-03-11,1308915.7632,2155527.3719808,,13.300226400000003,-0.8943315999999975
1982-03-12,1871627.2127999999,2624168.1466368,,8.450187600000003,-4.299914399999997
1982-03-13,2292437.51424,2141924.4343296,,11.205765200000005,-0.8054419999999958
1982-03-14,2292437.51424,2198366.839296,,9.366861600000004,3.6890384000000047
1982-03-15,1516874.3424,2484517.8442752,,5.089049600000003,-2.8610139999999973
1982-03-16,1088724.3264,2049639.7565952,,7.405734800000001,-3.733243199999997
1982-03-17,557818.3065599999,1832726.725632,,6.705729200000004,-3.2554615999999967
1982-03-18,530906.01984,1919971.4660352,,4.344599200000005,-0.5443287999999988
1982-03-19,844067.1744,1653637.690368,,4.955715200000004,-0.14988119999999583
1982-03-20,702166.02624,1574295.3759744,,4.739046800000004,-3.077682399999997
1982-03-21,503993.73312,1502097.0504192,,8.100184800000001,-7.2277156
1982-03-22,149240.86272,1496200.8130559998,,10.372425200000006,-6.049928399999999
1982-03-23,856.300032,1512543.9108096,,14.216900400000007,-5.1776991999999975
1982-03-24,1174.3543296,1679938.334208,,14.872461200000004,-2.249897999999998
1982-03-25,1908.3257856,1841069.5345152,,15.178019200000001,-1.1998895999999988
1982-03-26,418363.72992,1876006.5758208,,14.828016400000003,4.261265200000004
1982-03-27,807368.6015999999,2128125.7709568,,12.294662800000005,5.133494400000004
1982-03-28,1064258.6112,2008268.2321920001,,11.072430800000003,-0.14988119999999583
1982-03-29,1198820.0448,1914270.9543935999,,7.183510800000004,-1.244334399999996
1982-03-30,1198820.0448,1884496.1789952,,6.222392000000006,-0.14988119999999583
1982-03-31,1198820.0448,1834781.8457088,,6.922397600000004,1.5945771999999998
1982-04-01,1198820.0448,1894404.7936512,,7.839071600000004,-0.19432599999999667
1982-04-02,880765.7472,1775109.9663359998,,9.500196000000003,-1.855450399999997
1982-04-03,724185.16992,1695963.377664,,7.711292800000006,1.3334640000000029
1982-04-04,770670.0288,1633159.8867455998,,6.572394800000001,-1.5054475999999966
1982-04-05,807368.6015999999,1499356.8903168,,8.539077200000001,-5.044364799999997
1982-04-06,819601.4592,1521620.6911488,,6.400171200000006,-0.6776631999999978
1982-04-07,770670.0288,1462682.783232,,6.527950000000004,-2.0721187999999984
1982-04-08,724185.16992,1426204.4018688002,,10.200201600000003,-4.477693599999997
1982-04-09,724185.16992,1416173.4586368,,13.128002800000004,-4.477693599999997
1982-04-10,724185.16992,1706238.978048,,11.816881200000005,-3.2110167999999977
1982-04-11,1480175.7696,3549657.2212223997,,19.0224944,5.089049600000003
1982-04-12,3302871.552,4865129.796096,,13.866897600000005,6.572394800000001
1982-04-13,3938980.1472,4172309.6730623995,,15.355798400000005,7.972406000000003
1982-04-14,3938980.1472,4040415.0024192003,,10.372425200000006,1.155684800000003
1982-04-15,4428294.4512,4042812.6425088,,7.055732000000006,-2.377676799999998
1982-04-16,4208103.0144,3345808.8821759997,,11.816881200000005,-5.655480799999998
1982-04-17,2886954.3936,3039106.6764288,,15.355798400000005,-2.0721187999999984
1982-04-18,2960351.5392,2858892.2182656,,8.100184800000001,-0.8054419999999958
1982-04-19,2984817.2544,2670334.9512192,,9.672419600000001,-5.394367599999999
1982-04-20,2050226.93376,2466168.5578751997,,12.427997200000004,-4.955475199999999
1982-04-21,1480175.7696,2423622.6791424,,18.194710000000008,-3.2554615999999967
1982-04-22,1480175.7696,2659643.4336767998,,21.90585080000001,-0.0665471999999987
1982-04-23,1480175.7696,3135428.1971711996,,24.222536000000005,1.2445744000000047
1982-04-24,2050226.93376,3674823.8201856,,21.205845200000006,5.133494400000004
1982-04-25,3058214.4,4539760.2496512,,19.766944800000005,0.8501268000000017
1982-04-26,3816651.5712,4700646.7928064,,20.594729200000003,2.8612540000000024
1982-04-27,4501691.5967999995,4615188.049612801,,22.211408800000008,2.294582800000004
