date,max_temp(C),min_temp(C)
1984-07-11 00:00:00+00:00,18.5,11.5
1984-07-12 00:00:00+00:00,19.0,11.0
1984-07-13 00:00:00+00:00,18.5,10.0
1984-07-14 00:00:00+00:00,19.0,10.0
1984-07-15 00:00:00+00:00,19.5,10.0
1984-07-16 00:00:00+00:00,20.0,10.5
1984-07-17 00:00:00+00:00,20.5,11.0
1984-07-18 00:00:00+00:00,17.0,12.5
1984-07-19 00:00:00+00:00,19.5,11.5
1984-07-20 00:00:00+00:00,17.0,11.5
1984-07-21 00:00:00+00:00,18.0,10.0
1984-07-22 00:00:00+00:00,19.0,11.0
1984-07-23 00:00:00+00:00,17.5,13.5
1984-07-24 00:00:00+00:00,20.0,12.5
1984-07-25 00:00:00+00:00,19.0,12.5
1984-07-26 00:00:00+00:00,19.5,13.5
1984-07-27 00:00:00+00:00,21.0,14.5
1984-07-28 00:00:00+00:00,19.5,15.0
1984-07-29 00:00:00+00:00,18.0,14.5
1984-07-30 00:00:00+00:00,20.5,12.0
1984-07-31 00:00:00+00:00,21.0,12.0
1984-08-01 00:00:00+00:00,18.0,14.0
1984-08-02 00:00:00+00:00,19.0,13.0
1984-08-03 00:00:00+00:00,19.0,12.0
1984-08-04 00:00:00+00:00,20.0,13.5
1984-08-05 00:00:00+00:00,19.0,13.5
1984-08-06 00:00:00+00:00,19.0,12.5
1984-08-07 00:00:00+00:00,20.0,11.5
1984-08-08 00:00:00+00:00,20.5,11.5
1984-08-09 00:00:00+00:00,20.0,12.0
1984-08-10 00:00:00+00:00,18.0,12.5
1984-08-11 00:00:00+00:00,19.0,13.5
1984-08-12 00:00:00+00:00,20.5,12.5
1984-08-13 00:00:00+00:00,20.5,12.5
1984-08-14 00:00:00+00:00,19.5,11.5
1984-08-15 00:00:00+00:00,20.0,12.5
1984-08-16 00:00:00+00:00,18.0,13.5
1984-08-17 00:00:00+00:00,19.0,12.5
1984-08-18 00:00:00+00:00,20.5,13.0
1984-08-19 00:00:00+00:00,20.0,13.0
1984-08-20 00:00:00+00:00,18.0,9.5
1984-08-21 00:00:00+00:00,18.5,9.0
1984-08-22 00:00:00+00:00,15.5,10.0
1984-08-23 00:00:00+00:00,18.0,14.0
1984-08-24 00:00:00+00:00,19.0,11.0
1984-08-25 00:00:00+00:00,17.5,10.5
1984-08-26 00:00:00+00:00,18.0,11.0
1984-08-27 00:00:00+00:00,18.5,11.0
1984-08-28 00:00:00+00:00,18.5,12.5
1984-08-29 00:00:00+00:00,18.5,10.0
1984-08-30 00:00:00+00:00,13.5,11.0
1984-08-31 00:00:00+00:00,12.5,10.5
1984-09-01 00:00:00+00:00,16.0,9.5
1984-09-02 00:00:00+00:00,16.0,8.0
1984-09-03 00:00:00+00:00,15.5,9.0
1984-09-04 00:00:00+00:00,17.0,9.0
1984-09-05 00:00:00+00:00,16.5,10.5
1984-09-06 00:00:00+00:00,13.5,9.5
1984-09-07 00:00:00+00:00,12.5,8.0
1984-09-08 00:00:00+00:00,12.5,9.0
1984-09-09 00:00:00+00:00,14.5,9.0
1984-09-10 00:00:00+00:00,14.0,7.5
1984-09-11 00:00:00+00:00,12.0,8.5
1984-09-12 00:00:00+00:00,12.5,6.5
1984-09-13 00:00:00+00:00,12.0,5.5
1984-09-14 00:00:00+00:00,12.0,4.5
1984-09-15 00:00:00+00:00,14.0,7.0
1984-09-16 00:00:00+00:00,14.5,7.0
1984-09-17 00:00:00+00:00,15.5,8.0
1984-09-18 00:00:00+00:00,15.0,8.5
1984-09-19 00:00:00+00:00,15.5,9.0
1984-09-20 00:00:00+00:00,13.5,10.5
1984-09-21 00:00:00+00:00,10.5,7.5
