date,inflow(m3/d),avg air temperature (C),max air temperature (C),min air temperature (C),outflow(m3/d)
1982-03-24,349761.8644992,,11.422433600000005,-5.394367599999999,386558.30016
1982-03-25,354655.0075392,,11.072430800000003,-4.999919999999998,391451.4432
1982-03-26,410926.1524992,,10.505759600000001,-0.499883999999998,447722.58816
1982-03-27,401139.8664192,,10.461314800000004,-1.4610027999999957,437936.30208
1982-03-28,425605.5816192,,5.483497200000002,-0.3721052,462402.01728
1982-03-29,425605.5816192,,0.37234520000000515,-6.222151999999998,462402.01728
1982-03-30,489510.0297216,,1.811245600000003,-6.572154799999996,467295.16031999997
1982-03-31,489510.0297216,,4.389044000000002,-2.8610139999999973,467295.16031999997
1982-04-01,528655.1740416,,1.7279116000000023,-3.2554615999999967,506440.30464
1982-04-02,538710.5829888,,1.683466800000005,-8.8443952,555371.7350399999
1982-04-03,636573.4437888,,3.777928000000003,-1.3776687999999986,653234.59584
1982-04-04,970310.264832,,0.8056820000000045,-8.583281999999999,792689.17248
1982-04-05,1229646.845952,,1.683466800000005,-12.555535999999998,1052025.7536
1982-04-06,576926.0301312,,1.3334640000000029,-7.272160399999999,1225732.33152
1982-04-07,562246.6010112,,2.0334696,-13.344431199999999,1211052.9024
1982-04-08,77972.2343424,,2.511251200000004,-7.6221631999999975,1201266.61632
1982-04-09,95122.70069760001,,6.877952800000006,-5.6999255999999985,1218392.61696
1982-04-10,356881.3876224,,8.889080000000003,-7.099936799999998,1480175.7696
1982-04-11,649002.0271103999,,10.594649200000003,1.3779088000000002,1900986.07104
1982-04-12,822708.6050304,,9.327972400000004,2.6890304000000036,2074692.64896
1982-04-13,2533106.7546623996,,11.594657200000004,1.5056876000000017,2275311.5136
1982-04-14,1874709.8929152,,6.750174000000001,-0.14988119999999583,1798230.0672
1982-04-15,3000548.7092736,,3.4279252000000042,-5.566591199999998,1096064.04096
1982-04-16,1290982.3939583998,,5.872389200000004,-7.794386799999998,2275311.5136
1982-04-17,1233463.4975232,,10.811317600000002,-5.872149199999997,2221486.9401599998
1982-04-18,1230013.83168,,5.044604800000002,-5.305477999999999,2192128.08192
1982-04-19,1168849.54368,,3.5612595999999996,-8.016610799999999,2130963.79392
1982-04-20,1324133.4380544,,6.922397600000004,-8.233279199999998,2072246.07744
1982-04-21,1314347.1519744,,13.344671200000004,-5.8332599999999974,2062459.79136
1982-04-22,2029895.9244288001,,17.272480400000006,-2.249897999999998,2121177.50784
1982-04-23,2098350.9955583997,,19.805834000000004,-0.2387707999999975,2194574.65344
1982-04-24,3382849.9749888,,17.578038400000004,2.7279196,3474131.5584
1982-04-25,4254049.6275456,,15.878024800000006,0.1945660000000018,2691228.672
1982-04-26,3549314.7012096,,14.350234800000003,1.9890248000000028,2446571.52
1982-04-27,1975068.2566656,,16.883588400000008,1.2001296000000004,707059.16928
1982-04-28,4698714.0013056,,18.933604800000005,1.811245600000003,2764625.8176
1982-04-29,3255775.05024,,14.000232000000004,-2.5554559999999977,3033748.6848
1982-04-30,3060881.1629568,,17.972486000000004,-1.8110055999999979,2886954.3936
1982-05-01,3018115.0927871997,,22.994748400000006,2.5556960000000046,2838022.9632
1982-05-02,3092735.5241472,,23.522530400000008,7.055732000000006,2911420.1088
1982-05-03,3795831.2475648,,17.84470720000001,5.044604800000002,2911420.1088
1982-05-04,4223443.0178304,,11.072430800000003,-2.422121599999997,2960351.5392
1982-05-05,3690579.7407744,,11.861326000000005,-4.872141199999998,2960351.5392
1982-05-06,3068905.9175424,,17.316925200000007,-1.855450399999997,2960351.5392
1982-05-07,2654848.1534976,,16.661364400000004,2.0334696,2911420.1088
1982-05-08,2585169.796608,,9.977977600000003,1.2001296000000004,2838022.9632
1982-05-09,2433849.348096,,10.939096400000004,1.027906000000005,2789091.5328
1982-05-10,1939397.2439040001,,9.455751200000005,-1.155444799999998,2471037.2352
1982-05-11,1270504.5903359998,,9.633530400000005,0.3279004000000043,1626970.0607999999
1982-05-12,1952266.2100992,,14.566903200000006,0.6779032000000029,1223285.76
1982-05-13,1640426.20416,,18.105820400000006,1.5056876000000017,1196373.47328
1982-05-14,1732931.0733311998,,20.422505600000008,2.8168092000000016,1196373.47328
1982-05-15,1732931.0733311998,,19.805834000000004,3.5612595999999996,1196373.47328
1982-05-16,1993050.5573376,,17.450259600000003,2.511251200000004,1213499.47392
1982-05-17,2155747.5634176,,21.3391796,3.0334776000000048,1230625.47456
1982-05-18,2525351.122944,,11.244654400000005,6.177947200000002,1431244.3392
1982-05-19,3099977.3758464,,11.861326000000005,2.6445856000000028,1746852.06528
1982-05-20,2794669.7158656,,16.272472400000005,0.7223480000000002,1825142.35392
1982-05-21,2452981.5373824,,22.25585360000001,3.4279252000000042,1825142.35392
1982-05-22,2818743.9796224,,20.4613948,8.233519200000003,1896092.928
1982-05-23,2386263.532032,,19.894723600000006,4.389044000000002,2135856.93696
1982-05-24,2578686.38208,,21.8169612,4.083486000000004,2135856.93696
1982-05-25,2165411.5209216,,25.79477080000001,5.483497200000002,1847161.4976
1982-05-26,2962602.3849984,,20.94473200000001,6.139058000000002,1803123.21024
1982-05-27,2861510.0497919996,,12.555776000000005,4.916826000000004,1945024.3584
1982-05-28,2244215.5895808,,12.427997200000004,-2.511011199999997,1715046.63552
1982-05-29,2004476.0463359999,,13.561339600000004,0.06678720000000027,1470389.48352
1982-05-30,1612070.4402432,,13.650229200000005,1.9001352000000047,1343167.76448
1982-05-31,1600963.0055424,,19.32805240000001,1.0723508000000024,1196373.47328
1982-06-01,1478756.7581184,,13.039113200000003,7.405734800000001,1206159.75936
1982-06-02,1328219.2124927999,,17.189146400000006,2.994588400000005,1213499.47392
1982-06-03,1314714.1377024,,18.32248880000001,3.6890384000000047,1206159.75936
1982-06-04,1322102.7836928,,14.522458400000005,5.566831200000006,1206159.75936
1982-06-05,1317111.777792,,12.644665600000003,3.5612595999999996,1213499.47392
1982-06-06,1315888.492032,,14.305790000000002,-0.46099479999999815,1213499.47392
1982-06-07,1111110.455808,,16.444696000000008,2.7723644000000043,1213499.47392
1982-06-08,1146487.8799872,,16.311361600000005,-1.4610027999999957,1113190.0415999999
1982-06-09,1116199.3245696,,18.805826000000003,2.8612540000000024,1047132.61056
1982-06-10,1105850.32704,,23.1280828,4.300154400000004,1105850.32704
1982-06-11,1103770.741248,,25.400323200000003,5.044604800000002,1206159.75936
1982-06-12,1206159.75936,,25.1780992,10.505759600000001,1206159.75936
1982-06-13,1521865.3483008,,24.000312000000008,11.816881200000005,1213499.47392
1982-06-14,1662494.2792703998,,21.466958400000003,8.494632400000004,1213499.47392
1982-06-15,1777116.1549824,,23.739198800000004,7.711292800000006,1223285.76
1982-06-16,2168640.995328,,27.0614476,8.755745600000001,1607397.4886399999
1982-06-17,2279788.7394816,,24.8725412,9.455751200000005,2033100.93312
1982-06-18,2320230.5667072,,24.700317599999998,7.316845200000003,2214147.2256
1982-06-19,2238490.612224,,27.5392292,7.711292800000006,2253292.36992
1982-06-20,2205412.9652736,,28.672571600000005,9.5890856,2226380.0831999998
1982-06-21,1641184.6413311998,,28.194790000000005,9.500196000000003,1993955.7888
1982-06-22,1818316.4193792,,26.79477880000001,12.077994400000005,1607397.4886399999
1982-06-23,1918650.3174144,,27.233671200000003,9.283527600000003,1705260.34944
1982-06-24,1840115.3716224,,26.361442000000004,9.150193200000004,1805569.78176
1982-06-25,1840286.6316288002,,21.161400400000005,11.944660000000002,1783550.63808
1982-06-26,1735084.0562688,,28.06145560000001,7.755737600000003,1678348.06272
1982-06-27,1531088.9229312,,28.500348000000002,10.722428,1587824.91648
1982-06-28,1550661.4950911999,,28.194790000000005,12.250218000000004,1607397.4886399999
1982-06-29,1514280.9765888,,24.3947596,7.011287200000002,1675901.4912
1982-06-30,1802487.1016448,,28.3281244,8.100184800000001,1624523.4892799999
1982-07-01,1271948.0675328,,18.061375600000005,8.583522000000006,1538893.48608
1982-07-02,1505057.4019584,,23.172527600000002,6.005723600000003,1480175.7696
1982-07-03,1309380.6117888002,,20.378060800000007,11.244654400000005,1401885.48096
1982-07-04,1269721.6874496,,13.694674000000003,6.922397600000004,1127869.47072
1982-07-05,1323546.2608896,,18.500268000000005,4.261265200000004,1181694.04416
1982-07-06,1077421.1659776,,22.6058564,4.650157200000002,1113190.0415999999
1982-07-07,991791.1627776,,23.172527600000002,9.4113064,1027560.0384
1982-07-08,949269.74976,,20.989176800000003,7.227955600000001,949269.74976
1982-07-09,939483.46368,,22.866969600000004,7.183510800000004,939483.46368
1982-07-10,892998.6048,,26.883668400000005,7.055732000000006,892998.6048
1982-07-11,868532.8896,,29.811469600000002,9.5890856,868532.8896
1982-07-12,851529.2175360001,,31.644817600000003,11.116875600000004,836727.45984
1982-07-13,938431.4379264,,30.1170276,13.955787200000003,917464.32
1982-07-14,1000598.8202496,,24.655872800000004,10.594649200000003,1007987.46624
1982-07-15,950370.706944,,22.994748400000006,6.222392000000006,963949.17888
1982-07-16,902662.5623039999,,23.828088400000006,5.305718000000002,917464.32
1982-07-17,723940.5127679999,,24.789207200000007,8.233519200000003,900338.31936
1982-07-18,723940.5127679999,,28.239234800000006,7.666848000000002,900338.31936
1982-07-19,1216141.7711616,,30.772588400000004,10.022422400000004,897891.74784
1982-07-20,213341.036544,,33.3948316,12.122439200000002,895445.17632
1982-07-21,714007.4323967999,,33.522610400000005,12.294662800000005,910124.60544
1982-07-22,657883.081728,,30.900367200000005,14.433568800000003,983521.75104
1982-07-23,664048.4419584001,,30.422585600000005,16.839143600000007,983521.75104
1982-07-24,673908.125184,,28.672571600000005,15.394687600000005,983521.75104
1982-07-25,659130.8332032,,29.41702200000001,12.294662800000005,981075.17952
1982-07-26,601196.0196096,,31.555928,13.739118800000004,976182.03648
1982-07-27,602443.7710848,,30.639254000000008,14.655792800000008,976182.03648
1982-07-28,597575.09376,,22.561411600000007,15.0891296,968842.32192
1982-07-29,662286.910464,,24.833652000000008,12.689110400000004,897891.74784
1982-07-30,626836.0891391999,,28.850350800000008,12.511331200000004,861193.17504
1982-07-31,569341.6584192,,31.167036000000003,12.555776000000005,802475.4585599999
1982-08-01,595275.3165312,,29.505911600000005,16.839143600000007,800028.88704
1982-08-02,590382.1734912,,24.52809400000001,5.089049600000003,795135.744
1982-08-03,587935.6019712,,24.611428000000004,8.672411600000004,792689.17248
1982-08-04,583042.4589312,,29.022574400000003,9.977977600000003,787796.02944
1982-08-05,521878.1709312,,30.333696000000003,10.855762400000003,726631.74144
1982-08-06,187285.049856,,32.255933600000006,11.466878400000002,763330.31424
1982-08-07,187285.049856,,31.033701600000008,18.01693080000001,763330.31424
1982-08-08,209304.19353599998,,29.633690400000006,15.878024800000006,785349.45792
1982-08-09,263128.766976,,29.633690400000006,13.211336800000005,839174.03136
1982-08-10,260682.195456,,30.2448064,12.994668400000005,836727.45984
1982-08-11,255789.052416,,27.0170028,10.633538400000003,831834.3168
1982-08-12,253342.480896,,25.311433600000008,3.3390356000000025,829387.74528
1982-08-13,248449.337856,,30.2448064,7.405734800000001,824494.60224
1982-08-14,291680.2566144,,28.717016400000006,10.983541200000005,819601.4592
1982-08-15,291680.2566144,,29.32813240000001,11.555768,819601.4592
1982-08-16,289233.6850944,,31.0781464,10.633538400000003,817154.88768
1982-08-17,285563.8278144,,32.255933600000006,12.294662800000005,812261.7446399999
1982-08-18,279447.39901439997,,29.811469600000002,15.222464000000002,807368.6015999999
1982-08-19,277000.8274944,,30.467030400000006,13.739118800000004,804922.0300799999
1982-08-20,220729.6825344,,32.9559392,14.700237600000001,748650.88512
1982-08-21,249550.29504,,33.00038400000001,13.344671200000004,694826.31168
1982-08-22,245855.97204479997,,32.4337128,14.655792800000008,692379.74016
1982-08-23,234870.86592,,31.250370000000004,10.594649200000003,680146.8825599999
1982-08-24,173339.59219199998,,28.3281244,9.850198800000001,663020.88192
1982-08-25,167223.163392,,30.900367200000005,9.716864400000006,655681.16736
1982-08-26,161106.734592,,30.2448064,11.727991600000003,650788.02432
1982-08-27,153767.020032,,29.41702200000001,10.0668672,643448.30976
1982-08-28,152543.734272,,23.172527600000002,13.739118800000004,641001.73824
1982-08-29,121961.590272,,24.833652000000008,9.5890856,611642.88
1982-08-30,242748.8262144,,24.96143080000001,8.277964000000004,472188.30336
1982-08-31,117386.50152959999,,24.52809400000001,6.4446160000000035,418363.72992
1982-09-01,108994.76121599998,,27.322560800000012,6.489060800000004,415917.1584
1982-09-02,118756.58158079999,,26.839223600000004,7.883516400000001,425703.44448
1982-09-03,148139.90553599998,,30.467030400000006,10.461314800000004,455062.30272
1982-09-04,145693.33401599998,,25.444768000000003,9.977977600000003,452615.7312
1982-09-05,145668.8683008,,25.00587560000001,3.9557072000000026,452615.7312
1982-09-06,143246.76249599998,,29.633690400000006,5.6557208000000045,450169.15968
1982-09-07,324048.397824,,27.672563600000004,8.583522000000006,442829.44512
1982-09-08,280034.57617919997,,29.2836876,8.494632400000004,398791.15776
1982-09-09,277563.538944,,29.41702200000001,9.327972400000004,396344.58624
1982-09-10,277588.00465919997,,18.7169364,7.883516400000001,396344.58624
1982-09-11,277563.538944,,16.228027600000004,-1.3332239999999977,396344.58624
1982-09-12,277588.00465919997,,16.7946988,2.994588400000005,396344.58624
1982-09-13,277563.538944,,12.294662800000005,2.3834724000000023,396344.58624
1982-09-14,67036.059648,,12.822444800000003,3.3390356000000025,393898.01472
1982-09-15,64589.488128,,13.128002800000004,3.605704400000004,391451.4432
1982-09-16,40123.772928,,19.766944800000005,2.3834724000000023,366985.728
1982-09-17,208765.9478016,,21.205845200000006,6.922397600000004,288695.43936
1982-09-18,206319.37628159998,,23.433640800000006,5.833500000000004,286248.86784
1982-09-19,203872.80476159998,,21.42251360000001,9.977977600000003,283802.29632
1982-09-20,206319.37628159998,,20.855842400000007,6.222392000000006,286248.86784
1982-09-21,203872.80476159998,,23.300306400000004,6.266836800000004,283802.29632
1982-09-22,203872.80476159998,,24.833652000000008,6.050168400000004,283802.29632
1982-09-23,203872.80476159998,,26.055884000000006,6.050168400000004,283802.29632
1982-09-24,201426.23324159998,,21.666960000000003,7.777960000000004,281355.72479999997
1982-09-25,201426.23324159998,,21.033621600000004,5.6557208000000045,281355.72479999997
1982-09-26,201426.23324159998,,17.494704400000003,7.711292800000006,281355.72479999997
1982-09-27,171578.06069759998,,14.522458400000005,2.511251200000004,134561.4336
1982-09-28,166684.9176576,,12.122439200000002,3.077922400000002,129668.29056
1982-09-29,164238.3461376,,11.027986000000006,-1.5498923999999974,127221.71904
1982-09-30,164238.3461376,,8.494632400000004,2.5556960000000046,127221.71904
1982-10-01,316072.5746688,,8.450187600000003,2.0334696,66057.43104
1982-10-02,255642.2581248,,15.222464000000002,-1.027666,5627.114495999999
1982-10-03,255642.2581248,,16.272472400000005,2.8612540000000024,5627.114495999999
1982-10-04,255886.9152768,,12.339107600000006,1.6390220000000042,5871.771648
1982-10-05,255886.9152768,,10.200201600000003,-0.32766039999999563,5871.771648
1982-10-06,256131.5724288,,14.350234800000003,-2.6832347999999975,6116.4288
1982-10-07,256131.5724288,,11.161320400000005,-2.949903599999997,6116.4288
1982-10-08,256131.5724288,,10.505759600000001,-5.044364799999997,6116.4288
1982-10-09,256376.22958080002,,11.072430800000003,-5.961038799999999,6361.085952
1982-10-10,256376.22958080002,,13.561339600000004,-4.261025199999999,6361.085952
1982-10-11,224937.7855488,,17.889152000000003,-1.4610027999999957,6361.085952
1982-10-12,225182.44270080002,,19.111384000000008,1.4223536000000045,6605.743104
1982-10-13,225182.44270080002,,,,6605.743104
1982-10-14,225182.44270080002,,,,6605.743104
1982-10-15,225427.0998528,,,,6850.400256
1982-10-16,192618.5757696,,,,6850.400256
1982-10-17,192863.2329216,,,,7095.057408
1982-10-18,192863.2329216,,,,7095.057408
1982-10-19,193107.89007360002,,,,7339.71456
1982-10-20,193107.89007360002,,,,7339.71456
1982-10-21,193107.89007360002,,,,7339.71456
1982-10-22,193352.5472256,,,,7584.371712
1982-10-23,193352.5472256,,,,7584.371712
1982-10-24,193597.2043776,,,,7829.028864
1982-10-25,193597.2043776,,,,7829.028864
1982-10-26,365322.0593664,,,,7829.028864
1982-10-27,365591.1822336,,,,8073.686016
1982-10-28,365566.71651839995,,1.2445744000000047,-1.8110055999999979,8073.686016
1982-10-29,365811.3736704,,4.477933600000004,-0.0665471999999987,8318.343168
1982-10-30,365835.8393856,,6.661284400000003,2.422361600000002,8318.343168
1982-10-31,366056.0308224,,4.039041200000003,-1.855450399999997,8563.00032
1982-11-01,210184.95928319998,,6.005723600000003,-5.438812399999998,8563.00032
1982-11-02,210429.6164352,,4.344599200000005,-6.177707199999999,8807.657472
1982-11-03,210429.6164352,,6.833508000000002,-5.261033199999998,8807.657472
1982-11-04,210674.2735872,,10.0668672,-4.172135599999999,9052.314624
1982-11-05,210674.2735872,,12.250218000000004,-0.8943315999999975,9052.314624
1982-11-06,210918.93073919998,,8.144629600000002,-5.305477999999999,9296.971776
1982-11-07,210918.93073919998,,4.5223784000000045,-8.5388372,9296.971776
1982-11-08,211163.5878912,,8.322408800000002,-0.633218399999997,9541.628928
1982-11-09,211408.24504319998,,5.439052400000001,-4.649917199999999,9786.28608
1982-11-10,211408.24504319998,,3.077922400000002,-6.794378799999999,9786.28608
1982-11-11,211408.24504319998,,6.616839600000002,-10.677743199999998,9786.28608
1982-11-12,176153.14944,,0.5890136000000048,-8.977729599999998,10030.943232
1982-11-13,176373.3408768,,4.477933600000004,-7.4888287999999985,10275.600384
1982-11-14,176397.80659199998,,2.466806400000003,-10.244406399999999,10275.600384
1982-11-15,176642.463744,,4.566823200000002,-10.811077599999999,10520.257536
1982-11-16,176617.99802879998,,5.305718000000002,-7.533273599999998,10520.257536
1982-11-17,176887.12089599998,,3.122367200000003,0.15567680000000195,10764.914688
1982-11-18,299338.025472,,1.5056876000000017,0.41679000000000244,11009.57184
1982-11-19,299338.025472,,1.683466800000005,-10.372185199999999,11009.57184
1982-11-20,299338.025472,,0.3279004000000043,-12.688870399999999,11009.57184
1982-11-21,299582.682624,,0.11123200000000466,-10.244406399999999,11254.228991999998
1982-11-22,189291.2385024,,-8.5388372,-16.6611244,11254.228991999998
1982-11-23,164874.4547328,,-9.588845599999999,-19.8944836,11498.886144
1982-11-24,214441.993728,,-6.3999311999999975,-16.7055692,11743.543296
1982-11-25,190759.1814144,,-7.3166052,-17.5389092,12722.171904
1982-11-26,191737.81002240002,,-5.611035999999999,-15.527781999999998,13700.800512
1982-11-27,190759.1814144,,-0.8498867999999966,-10.549964399999999,12722.171904
1982-11-28,188801.9241984,,1.1167956000000032,-4.344359199999998,10764.914688
1982-11-29,189046.5813504,,3.777928000000003,-2.511011199999997,11009.57184
1982-11-30,188801.9241984,,1.9890248000000028,-6.177707199999999,10764.914688
1982-12-01,129178.976256,,1.289019200000002,-7.927721199999999,10764.914688
1982-12-02,150219.491328,,-4.955475199999999,-16.138897999999998,31805.42976
1982-12-03,198343.5531264,,0.1945660000000018,-6.2665967999999985,102756.00384
1982-12-04,156751.83728639997,,4.827936400000002,-8.711060799999998,61164.288
1982-12-05,232571.0886912,,-0.46099479999999815,-11.988864799999998,66057.43104
1982-12-06,179284.7609856,,3.605704400000004,-4.477693599999997,166366.86336
1982-12-07,184153.4383104,,-3.605464399999997,-15.83334,171260.00639999998
1982-12-08,213536.7622656,,-10.983301199999998,-19.416702,200618.86463999999
1982-12-09,230662.7629056,,-5.394367599999999,-15.222223999999999,217744.86528
1982-12-10,179260.29527039998,,-3.733243199999997,-12.383312399999998,166366.86336
1982-12-11,179284.7609856,,-4.955475199999999,-13.255541599999997,166366.86336
1982-12-12,179284.7609856,,-4.388803999999997,-14.305549999999998,166366.86336
1982-12-13,186600.0098304,,-3.9110223999999967,-12.905538799999999,173706.57792
1982-12-14,186624.4755456,,-3.733243199999997,-14.394439599999998,173706.57792
1982-12-15,186624.4755456,,-0.3721052,-4.566583199999997,173706.57792
1982-12-16,186600.0098304,,2.2056932000000025,-4.477693599999997,173706.57792
1982-12-17,186624.4755456,,5.6557208000000045,-3.338795599999999,173706.57792
1982-12-18,196410.7616256,,-1.1998895999999988,-13.083317999999998,183492.864
1982-12-19,245317.72631039997,,1.289019200000002,-6.9666023999999975,232424.29439999998
1982-12-20,247788.7635456,,3.6501492000000013,-9.016618799999998,234870.86592
1982-12-21,185327.79264,,1.9001352000000047,-0.8943315999999975,244657.152
1982-12-22,187774.36416,,2.600140800000002,-6.9666023999999975,247103.72352
1982-12-23,190220.93568,,0.6779032000000029,-7.2277156,249550.29504
1982-12-24,185327.79264,,-5.7443703999999975,-15.5722268,244657.152
1982-12-25,195114.07872,,-11.772196399999999,-20.155596799999998,254443.43808
1982-12-26,182881.22112,,-5.872149199999997,-14.7388868,242210.58048
1982-12-27,182881.22112,,-7.4888287999999985,-20.2444864,242210.58048
1982-12-28,226919.50848,,-9.8499588,-23.388956,286248.86784
1982-12-29,214686.65088,,-15.088889599999998,-23.255621599999998,274016.01024
1982-12-30,229366.08,,-14.6999976,-24.8723012,288695.43936
1982-12-31,214686.65088,,-14.566663199999999,-24.8723012,274016.01024
1983-01-01,262027.809792,,-11.988864799999998,-20.7667128,281355.72479999997
1983-01-02,242455.23763199997,,-8.888839999999998,-19.416702,261783.15264
1983-01-03,229635.2028672,,-5.916593999999996,-10.633298399999997,249550.29504
