date,max_temp(C),min_temp(C),avg discharge (cfs),outflow(m3/d)
1982-08-01 00:00:00+00:00,19.5,14.9,142.0,347413.15584
1982-08-02 00:00:00+00:00,17.8,13.7,140.0,342520.01279999997
1982-08-03 00:00:00+00:00,17.0,13.1,139.0,340073.44128
1982-08-04 00:00:00+00:00,19.6,13.8,136.0,332733.72672
1982-08-05 00:00:00+00:00,20.6,14.5,135.0,330287.1552
1982-08-06 00:00:00+00:00,21.4,15.4,133.0,325394.01216
1982-08-07 00:00:00+00:00,21.7,16.3,133.0,325394.01216
1982-08-08 00:00:00+00:00,21.9,18.6,137.0,335180.29824
1982-08-09 00:00:00+00:00,20.7,17.0,140.0,342520.01279999997
1982-08-10 00:00:00+00:00,18.6,15.8,139.0,340073.44128
1982-08-11 00:00:00+00:00,19.5,14.9,141.0,344966.58432
1982-08-12 00:00:00+00:00,20.2,14.5,142.0,347413.15584
1982-08-13 00:00:00+00:00,20.3,14.9,139.0,340073.44128
1982-08-14 00:00:00+00:00,17.9,15.3,142.0,347413.15584
1982-08-15 00:00:00+00:00,19.3,14.0,138.0,337626.86976
1982-08-16 00:00:00+00:00,19.8,14.2,133.0,325394.01216
1982-08-17 00:00:00+00:00,20.1,14.4,130.0,318054.2976
1982-08-18 00:00:00+00:00,20.0,14.6,128.0,313161.15456
1982-08-19 00:00:00+00:00,20.7,15.3,130.0,318054.2976
1982-08-20 00:00:00+00:00,22.1,17.1,129.0,315607.72608
1982-08-21 00:00:00+00:00,22.1,17.4,129.0,315607.72608
1982-08-22 00:00:00+00:00,21.3,15.9,131.0,320500.86912
1982-08-23 00:00:00+00:00,20.6,15.4,129.0,315607.72608
1982-08-24 00:00:00+00:00,20.3,15.0,124.0,303374.86848
1982-08-25 00:00:00+00:00,20.6,15.0,120.0,293588.5824
1982-08-26 00:00:00+00:00,20.7,15.3,119.0,291142.01088
1982-08-27 00:00:00+00:00,19.9,14.9,121.0,296035.15392
1982-08-28 00:00:00+00:00,18.8,13.8,123.0,300928.29696
1982-08-29 00:00:00+00:00,19.2,15.9,131.0,320500.86912
1982-08-30 00:00:00+00:00,18.1,14.7,148.0,362092.58496
1982-08-31 00:00:00+00:00,18.5,13.3,134.0,327840.58368000004
1982-09-01 00:00:00+00:00,19.1,13.5,130.0,318054.2976
1982-09-02 00:00:00+00:00,19.9,14.8,126.0,308268.01152
1982-09-03 00:00:00+00:00,17.7,15.4,126.0,308268.01152
1982-09-04 00:00:00+00:00,18.5,13.8,130.0,318054.2976
1982-09-05 00:00:00+00:00,18.3,13.3,127.0,310714.58304
1982-09-06 00:00:00+00:00,18.4,13.4,125.0,305821.44
1982-09-07 00:00:00+00:00,18.8,13.6,128.0,313161.15456
1982-09-08 00:00:00+00:00,19.2,14.2,127.0,310714.58304
1982-09-09 00:00:00+00:00,16.4,13.8,124.0,303374.86848
1982-09-10 00:00:00+00:00,15.5,12.3,147.0,359646.01344
1982-09-11 00:00:00+00:00,13.8,11.2,143.0,349859.72736
1982-09-12 00:00:00+00:00,15.6,12.6,164.0,401237.72927999997
1982-09-13 00:00:00+00:00,15.1,11.3,148.0,362092.58496
1982-09-14 00:00:00+00:00,14.3,11.1,132.0,322947.44064
1982-09-15 00:00:00+00:00,14.0,9.4,124.0,303374.86848
1982-09-16 00:00:00+00:00,14.1,9.2,118.0,288695.43936
1982-09-17 00:00:00+00:00,14.9,10.2,116.0,283802.29632
1982-09-18 00:00:00+00:00,16.0,11.8,116.0,283802.29632
1982-09-19 00:00:00+00:00,14.4,13.5,127.0,310714.58304
1982-09-20 00:00:00+00:00,13.6,12.6,218.0,533352.59136
1982-09-21 00:00:00+00:00,15.2,11.6,208.0,508886.87616000004
1982-09-22 00:00:00+00:00,15.9,11.5,162.0,396344.58624000003
1982-09-23 00:00:00+00:00,15.9,11.6,149.0,364539.15648
1982-09-24 00:00:00+00:00,16.7,13.3,147.0,359646.01344
1982-09-25 00:00:00+00:00,15.3,13.0,153.0,374325.44256
1982-09-26 00:00:00+00:00,14.3,11.4,147.0,359646.01344
1982-09-27 00:00:00+00:00,14.1,10.4,144.0,352306.29888
1982-09-28 00:00:00+00:00,13.9,10.6,143.0,349859.72736
1982-09-29 00:00:00+00:00,12.0,9.3,171.0,418363.72992
1982-09-30 00:00:00+00:00,12.5,8.5,155.0,379218.5856
1982-10-01 00:00:00+00:00,12.4,8.3,147.0,359646.01344
1982-10-02 00:00:00+00:00,12.8,10.3,142.0,347413.15584
1982-10-03 00:00:00+00:00,12.5,9.5,143.0,349859.72736
1982-10-04 00:00:00+00:00,12.1,9.6,139.0,340073.44128
1982-10-05 00:00:00+00:00,11.9,8.2,137.0,335180.29824
1982-10-06 00:00:00+00:00,10.0,9.4,135.0,330287.1552
1982-10-07 00:00:00+00:00,,,153.0,374325.44256
1982-10-08 00:00:00+00:00,,,186.0,455062.30272
1982-10-09 00:00:00+00:00,,,197.0,481974.58943999995
1982-10-10 00:00:00+00:00,,,169.0,413470.58687999996
1982-10-11 00:00:00+00:00,,,158.0,386558.30016
1982-10-12 00:00:00+00:00,,,152.0,371878.87104
1982-10-13 00:00:00+00:00,,,152.0,371878.87104
1982-10-14 00:00:00+00:00,,,159.0,389004.87168
1982-10-15 00:00:00+00:00,,,148.0,362092.58496
1982-10-16 00:00:00+00:00,,,138.0,337626.86976
1982-10-17 00:00:00+00:00,,,143.0,349859.72736
1982-10-18 00:00:00+00:00,,,150.0,366985.728
1982-10-19 00:00:00+00:00,,,143.0,349859.72736
1982-10-20 00:00:00+00:00,,,141.0,344966.58432
1982-10-21 00:00:00+00:00,,,144.0,352306.29888
1982-10-22 00:00:00+00:00,,,170.0,415917.1584
1982-10-23 00:00:00+00:00,,,207.0,506440.30463999993
1982-10-24 00:00:00+00:00,,,185.0,452615.73120000004
1982-10-25 00:00:00+00:00,,,167.0,408577.44384
1982-10-26 00:00:00+00:00,,,177.0,433043.15904
1982-10-27 00:00:00+00:00,,,193.0,472188.30335999996
1982-10-28 00:00:00+00:00,,,191.0,467295.16031999997
1982-10-29 00:00:00+00:00,,,587.0,1436137.4822399998
1982-10-30 00:00:00+00:00,,,530.0,1296682.9056
1982-10-31 00:00:00+00:00,,,361.0,883212.31872
1982-11-01 00:00:00+00:00,,,314.0,768223.45728
1982-11-02 00:00:00+00:00,,,283.0,692379.74016
1982-11-03 00:00:00+00:00,,,261.0,638555.16672
1982-11-04 00:00:00+00:00,,,243.0,594516.87936
1982-11-05 00:00:00+00:00,,,241.0,589623.73632
1982-11-06 00:00:00+00:00,,,301.0,736418.02752
1982-11-07 00:00:00+00:00,,,276.0,675253.73952
1982-11-08 00:00:00+00:00,,,255.0,623875.7376
1982-11-09 00:00:00+00:00,,,242.0,592070.30784
1982-11-10 00:00:00+00:00,,,231.0,565158.02112
1982-11-11 00:00:00+00:00,,,222.0,543138.8774400001
1982-11-12 00:00:00+00:00,,,216.0,528459.44832
1982-11-13 00:00:00+00:00,,,212.0,518673.16224000003
1982-11-14 00:00:00+00:00,,,205.0,501547.1616
1982-11-15 00:00:00+00:00,,,198.0,484421.16096
1982-11-16 00:00:00+00:00,,,198.0,484421.16096
1982-11-17 00:00:00+00:00,,,238.0,582284.02176
1982-11-18 00:00:00+00:00,,,361.0,883212.31872
1982-11-19 00:00:00+00:00,,,360.0,880765.7472
1982-11-20 00:00:00+00:00,,,318.0,778009.74336
1982-11-21 00:00:00+00:00,,,295.0,721738.5984
1982-11-22 00:00:00+00:00,,,276.0,675253.73952
1982-11-23 00:00:00+00:00,,,259.0,633662.02368
1982-11-24 00:00:00+00:00,,,242.0,592070.30784
1982-11-25 00:00:00+00:00,,,247.0,604303.16544
1982-11-26 00:00:00+00:00,,,241.0,589623.73632
1982-11-27 00:00:00+00:00,,,242.0,592070.30784
1982-11-28 00:00:00+00:00,,,267.0,653234.59584
1982-11-29 00:00:00+00:00,,,304.0,743757.74208
1982-11-30 00:00:00+00:00,,,306.0,748650.88512
1982-12-01 00:00:00+00:00,,,292.0,714398.8838399999
1982-12-02 00:00:00+00:00,,,287.0,702166.0262399999
1982-12-03 00:00:00+00:00,,,681.0,1666115.20512
1982-12-04 00:00:00+00:00,,,1040.0,2544434.3808
1982-12-05 00:00:00+00:00,,,829.0,2028207.79008
1982-12-06 00:00:00+00:00,,,1010.0,2471037.2352
1982-12-07 00:00:00+00:00,,,808.0,1976829.7881599998
1982-12-08 00:00:00+00:00,,,671.0,1641649.48992
1982-12-09 00:00:00+00:00,,,592.0,1448370.33984
1982-12-10 00:00:00+00:00,,,528.0,1291789.76256
1982-12-11 00:00:00+00:00,,,478.0,1169461.1865599998
1982-12-12 00:00:00+00:00,,,450.0,1100957.184
1982-12-13 00:00:00+00:00,,,432.0,1056918.89664
1982-12-14 00:00:00+00:00,,,429.0,1049579.18208
1982-12-15 00:00:00+00:00,,,536.0,1311362.3347200002
1982-12-16 00:00:00+00:00,,,1140.0,2789091.5327999997
1982-12-17 00:00:00+00:00,,,1010.0,2471037.2352
1982-12-18 00:00:00+00:00,,,802.0,1962150.35904
1982-12-19 00:00:00+00:00,,,699.0,1710153.4924799998
1982-12-20 00:00:00+00:00,,,685.0,1675901.4912
1982-12-21 00:00:00+00:00,,,699.0,1710153.4924799998
1982-12-22 00:00:00+00:00,,,706.0,1727279.4931199998
1982-12-23 00:00:00+00:00,,,596.0,1458156.62592
1982-12-24 00:00:00+00:00,,,521.0,1274663.76192
1982-12-25 00:00:00+00:00,,,483.0,1181694.0441599998
1982-12-26 00:00:00+00:00,,,463.0,1132762.6137599999
1982-12-27 00:00:00+00:00,,,422.0,1032453.18144
1982-12-28 00:00:00+00:00,,,378.0,924804.0345600001
1982-12-29 00:00:00+00:00,,,383.0,937036.89216
1982-12-30 00:00:00+00:00,,,357.0,873426.03264
1982-12-31 00:00:00+00:00,,,351.0,858746.60352
1983-01-01 00:00:00+00:00,,,340.0,831834.3168
1983-01-02 00:00:00+00:00,,,337.0,824494.60224
1983-01-03 00:00:00+00:00,,,346.0,846513.74592
1983-01-04 00:00:00+00:00,,,635.0,1553572.9152
1983-01-05 00:00:00+00:00,,,1440.0,3523062.9888
1983-01-06 00:00:00+00:00,,,2830.0,6923797.4016
1983-01-07 00:00:00+00:00,,,3730.0,9125711.7696
1983-01-08 00:00:00+00:00,,,3460.0,8465137.4592
1983-01-09 00:00:00+00:00,,,2590.0,6336620.2368
1983-01-10 00:00:00+00:00,,,2010.0,4917608.7552
1983-01-11 00:00:00+00:00,,,1660.0,4061308.7232
1983-01-12 00:00:00+00:00,,,1420.0,3474131.5584
1983-01-13 00:00:00+00:00,,,1250.0,3058214.4
1983-01-14 00:00:00+00:00,,,1110.0,2715694.3871999998
1983-01-15 00:00:00+00:00,,,1000.0,2446571.52
1983-01-16 00:00:00+00:00,,,933.0,2282651.22816
1983-01-17 00:00:00+00:00,,,895.0,2189681.5104
1983-01-18 00:00:00+00:00,,,847.0,2072246.07744
1983-01-19 00:00:00+00:00,,,848.0,2074692.6489600001
1983-01-20 00:00:00+00:00,,,787.0,1925451.78624
1983-01-21 00:00:00+00:00,,,718.0,1756638.35136
1983-01-22 00:00:00+00:00,,,675.0,1651435.776
1983-01-23 00:00:00+00:00,,,658.0,1609844.06016
1983-01-24 00:00:00+00:00,,,682.0,1668561.7766399998
1983-01-25 00:00:00+00:00,,,651.0,1592718.0595200001
1983-01-26 00:00:00+00:00,,,791.0,1935238.0723199998
1983-01-27 00:00:00+00:00,,,837.0,2047780.36224
1983-01-28 00:00:00+00:00,,,765.0,1871627.2127999999
1983-01-29 00:00:00+00:00,,,723.0,1768871.2089600002
