date,inflow(m3/d),storage(m3),max air temperature (C),min air temperature (C),avg air temperature (C),outflow(m3/d),wse(m)
1986-04-23,1084198.169088,17716386.8964,6.339059600000002,-3.933244799999997,,584730.59328,1038.962616
1986-04-24,1007889.6033792,18139556.88,3.927929200000005,-6.7332671999999985,,584730.59328,1039.075392
1986-04-25,930162.0261888,18477653.748,2.7612532000000023,-2.144341599999997,,592070.30784,1039.166832
1986-04-26,850990.9718016,18736561.2,5.327940400000006,-2.6887903999999985,,592070.30784,1039.233888
1986-04-27,860997.4493184,19007926.8,5.327940400000006,0.2667888000000005,,589623.73632,1039.3070400000001
1986-04-28,768468.1144320001,19186781.4,3.3057020000000037,-1.3665575999999966,,589623.73632,1039.35276
1986-04-29,719145.2325888,19316296.8,3.3834804000000034,-2.4554551999999994,,589623.73632,1039.386288
1986-04-30,680758.52544,19409880.9276,9.533529600000001,-6.111039999999997,,587177.1648,1039.410672
1986-05-01,666274.8220415999,19488984.0,9.611308000000001,-0.8998871999999984,,587177.1648,1039.432008
1986-05-02,646408.6612991999,19550658.0,8.444632000000006,2.294582800000004,,584730.59328,1039.4472480000002
1986-05-03,667449.1763712,19633387.5036,10.466870400000005,-0.12210319999999797,,584730.59328,1039.468584
1986-05-04,687021.7485312,19735680.0,8.205741200000006,-1.522114399999996,,584730.59328,1039.496016
1986-05-05,725359.5242496,19878763.68,5.561275600000002,-0.044324799999994724,,582284.02176,1039.532592
1986-05-06,821583.1821312,20118058.8,11.400211200000005,-0.5887735999999961,,582284.02176,1039.593552
1986-05-07,713102.2009344001,20241530.148,7.583514000000001,-1.2110007999999972,,589623.73632,1039.6240320000002
1986-05-08,707915.4693120001,20359820.88,12.255773600000005,-0.9776655999999981,,589623.73632,1039.654512
1986-05-09,752467.5366912,20525107.2,6.883508400000004,-0.43321679999999674,,587177.1648,1039.697184
1986-05-10,759856.1826816,20697794.4,2.5279179999999997,-0.43321679999999674,,587177.1648,1039.739856
1986-05-11,722961.88416,20833563.5436,5.327940400000006,-1.677671199999999,,587177.1648,1039.773384
1986-05-12,854783.1576576,21103609.32,7.583514000000001,1.8279124000000024,,584730.59328,1039.80996
1986-05-13,1102743.1812096,21614270.04,5.016826800000004,0.18901040000000435,,592070.30784,1039.968456
1986-05-14,1009015.0262784,22031223.284399997,8.127962800000006,-1.2110007999999972,,592070.30784,1040.0720880000001
1986-05-15,911519.1512064,22350657.6,11.011319200000003,-2.9999039999999972,,592070.30784,1040.148288
1986-05-16,848666.7288576,22609688.4,14.978017600000001,-3.233239199999998,,589623.73632,1040.2122960000002
1986-05-17,897989.6107008001,22918058.4,18.328044400000003,1.439020400000004,,589623.73632,1040.285448
1986-05-18,1176703.0382591998,23497794.0,16.461362800000003,8.444632000000006,,596963.45088,1040.425656
1986-05-19,1544814.1891583998,24638923.3524,19.105828400000007,3.694594000000002,,403684.30079999997,1040.69388
1986-05-20,1783746.3638016002,26163344.28,9.922421600000003,3.5390372000000028,,259336.58112,1041.047448
1986-05-21,1640744.2584576,27534974.04,5.639054000000002,0.6612364,,269122.8672,1041.3583440000002
1986-05-22,1344709.1045376,28605671.6844,9.455751200000005,-1.5998927999999957,,274016.01024,1041.596088
1986-05-23,1195394.844672,29527044.240000002,16.616919600000003,-2.2998983999999982,,274016.01024,1041.800304
1986-05-24,1244693.2608,30500161.2816,23.69475400000001,4.550156400000002,,271569.43872,1042.010616
1986-05-25,1792505.0898431998,32016206.88,27.200337600000005,5.483497200000002,,276462.58176,1042.3337040000001
1986-05-26,2220190.2572544,33930567.84,20.6613964,6.961286800000003,,305821.44,1042.732992
1986-05-27,3470706.3582719998,37058747.128800005,24.40031520000001,9.066859200000003,,342520.01279999997,1043.366976
1986-05-28,3112895.273472,39540434.88,27.200337600000005,4.550156400000002,,631215.45216,1043.854656
1986-05-29,3471782.8497408,41179729.8,32.494824400000006,6.183502800000003,,1832482.06848,1044.1686
1986-05-30,3908691.5917823995,42093812.4888,30.544808800000006,8.205741200000006,,2994603.54048,1044.3423360000002
1986-05-31,3689527.7150208,42590559.5544,32.883716400000004,8.444632000000006,,3192775.8336,1044.4368240000001
1986-06-01,3743229.9598848,42703077.6,28.911462400000012,11.789103200000003,,3630712.13568,1044.45816
1986-06-02,2943054.2785536,42238055.64,29.922581600000008,5.250162000000003,,3408074.12736,1044.369768
1986-06-03,2518476.2569728,41612681.28,23.461418800000004,7.039065200000003,,3143844.4032,1044.250896
1986-06-04,1917549.3602304,41692857.480000004,19.416942000000006,10.000200000000003,,1837375.21152,1044.2661360000002
1986-06-05,2060013.21984,41692857.480000004,18.405822800000003,6.727951600000004,,2060013.21984,1044.2661360000002
1986-06-06,1766742.6917376,41436293.64,16.383584400000004,8.833524000000004,,2023314.64704,1044.217368
1986-06-07,1463539.083264,41050214.4,10.000200000000003,6.666840000000004,,1849608.06912,1044.1442160000001
1986-06-08,1295826.6055679999,40650566.88,6.105724400000003,3.772372400000002,,1695474.06336,1044.0680160000002
1986-06-09,1226686.4944128,40201345.7988,24.789207200000007,-0.044324799999994724,,1675901.4912,1043.982672
1986-06-10,1150280.0658432,39925280.64,26.733667200000006,4.783491600000001,,1426351.19616,1043.9278080000001
1986-06-11,1174623.4524672,39957351.12,12.722444000000003,8.366853600000006,,1142548.89984,1043.933904
1986-06-12,1631520.6838272,41099553.6,26.26699680000001,11.400211200000005,,489314.304,1044.15336
1986-06-13,1112235.8787072,41724927.96,29.144797600000004,5.483497200000002,,486867.73248,1044.272232
1986-06-14,1098388.283904,42302196.6,16.694698000000002,5.639054000000002,,521119.73376,1044.38196
1986-06-15,936205.0578432,42350302.32,16.850254800000002,2.2168044000000044,,888105.46176,1044.391104
1986-06-16,888154.3931904,42174186.045600004,11.244654400000005,6.727951600000004,,1064258.6112,1044.357576
1986-06-17,820188.6363648,41981491.8,15.055796000000008,7.194622000000006,,1012880.60928,1044.3210000000001
1986-06-18,738326.3533055999,41917350.84,8.366853600000006,3.8501508000000015,,802475.4585599999,1044.308808
1986-06-19,710851.355136,41933386.08,13.889120000000005,1.3612420000000043,,694826.31168,1044.311856
1986-06-20,692379.74016,41933386.08,11.866881600000003,5.7946108000000045,,692379.74016,1044.311856
1986-06-21,650518.9014527999,41901315.6,22.4502996,2.9168100000000017,,682593.4540799999,1044.30576
1986-06-22,615850.9830144,41837014.2876,25.955883200000002,5.327940400000006,,680146.8825599999,1044.293568
1986-06-23,638212.6467072,41804869.7988,27.511451200000003,8.283519600000002,,670360.59648,1044.287472
1986-06-24,574993.2386304,41773107.6888,22.2947428,10.077978400000003,,606749.73696,1044.281376
1986-06-25,578393.9730432,41788797.5544,24.089201600000003,5.950167600000004,,562711.4495999999,1044.2844240000002
1986-06-26,514880.976384,41740963.2,25.255877599999998,6.261281200000006,,562711.4495999999,1044.27528
1986-06-27,464041.22019839997,41644751.76,25.800326400000003,8.522410400000005,,560264.8780799999,1044.256992
1986-06-28,486329.4867456,41580610.8,17.939152400000005,11.4779896,,550478.592,1044.2448
1986-06-29,422204.84720639995,41452328.88,11.866881600000003,8.444632000000006,,550478.592,1044.2204160000001
1986-06-30,346850.4443904,41356351.8012,21.90585080000001,2.839031600000002,,442829.44512,1044.2021280000001
1986-07-01,373273.4168064,41372424.045600004,21.439180400000005,9.377972800000006,,357199.44192,1044.205176
1986-07-02,372881.9653632,41388113.9112,17.0058116,8.127962800000006,,357199.44192,1044.208224
1986-07-03,339070.34695680003,41372424.045600004,11.711324800000003,5.094605200000004,,354752.8704,1044.205176
1986-07-04,354752.8704,41372424.045600004,10.311313600000005,2.7612532000000023,,354752.8704,1044.205176
1986-07-05,306530.9457408,41324207.3124,17.628038800000006,6.572394800000001,,354752.8704,1044.196032
1986-07-06,310372.0630272,41292050.4888,24.244758400000002,3.3057020000000037,,342520.01279999997,1044.1899360000002
1986-07-07,288083.79648,41227835.52,22.994748400000006,4.627934800000002,,352306.29888,1044.177744
1986-07-08,327571.4608128,41195765.04,20.194726000000003,9.455751200000005,,359646.01344,1044.1716480000002
1986-07-09,272132.15016960003,41115588.84,15.911358400000005,9.222416000000003,,352306.29888,1044.156408
1986-07-10,271960.8901632,41035252.2876,13.966898400000005,10.311313600000005,,352306.29888,1044.141168
1986-07-11,269881.3043712,40955273.4444,15.211352800000007,9.6890864,,349859.72736,1044.1259280000002
1986-07-12,253611.6037632,40859025.0,15.833580000000005,5.950167600000004,,349859.72736,1044.1076400000002
1986-07-13,253636.0694784,40762813.56,21.205845200000006,2.605696400000003,,349859.72736,1044.089352
1986-07-14,246247.423488,40659201.24,14.666904000000002,2.5279179999999997,,349859.72736,1044.064968
1986-07-15,212949.5851008,40522284.96,9.222416000000003,5.561275600000002,,349859.72736,1044.0436320000001
1986-07-16,285710.6221056,40458144.0,7.816849200000004,4.316821200000003,,349859.72736,1044.0314400000002
1986-07-17,264792.4356096,40377967.8,15.989136800000004,3.927929200000005,,344966.58432,1044.0162
1986-07-18,232644.4858368,40265647.1112,23.150305200000005,1.7501340000000027,,344966.58432,1043.994864
1986-07-19,201964.47897599998,40122637.44,27.200337600000005,6.494616400000002,,344966.58432,1043.9674320000001
1986-07-20,241354.280448,40019025.12,28.98924080000001,7.739070800000004,,344966.58432,1043.9460960000001
1986-07-21,219139.41104639997,39893210.160000004,25.878104800000003,7.972406000000003,,344966.58432,1043.921712
1986-07-22,219359.6024832,39765162.6012,24.40031520000001,9.144637600000003,,347413.15584,1043.897328
1986-07-23,170795.1578112,39588540.6,21.205845200000006,7.661292400000004,,347413.15584,1043.8638
1986-07-24,179529.41813759998,39427990.8432,24.478093600000008,3.6168156000000025,,340073.44127999997,1043.8333200000002
1986-07-25,203334.55902719998,39288804.96,21.050288400000007,7.894627600000003,,342520.01279999997,1043.805888
1986-07-26,157485.8087424,39103782.96,15.678023200000005,5.950167600000004,,342520.01279999997,1043.7693120000001
1986-07-27,182318.50967039997,38943590.9124,20.583618,2.605696400000003,,342520.01279999997,1043.738832
1986-07-28,159810.0516864,38760875.52,17.628038800000006,5.561275600000002,,342520.01279999997,1043.702256
1986-07-29,152568.1999872,38570919.6,19.650277200000005,5.872389200000004,,342520.01279999997,1043.66568
1986-07-30,169816.52920319999,38395765.44,24.166980000000002,1.9834692000000018,,344966.58432,1043.632152
1986-07-31,172263.10072319998,38230405.1112,26.344775200000008,5.250162000000003,,337626.86976,1043.598624
1986-08-01,165021.24902400002,38057791.92,30.622587200000005,7.116843600000003,,337626.86976,1043.565096
1986-08-02,188239.2127488,37905950.532000005,32.883716400000004,8.677967200000001,,340073.44127999997,1043.5346160000001
1986-08-03,139136.52234239999,37705016.64,27.9781216,9.066859200000003,,340073.44127999997,1043.4949920000001
1986-08-04,136543.15653120002,37501492.44,26.422553600000008,6.961286800000003,,340073.44127999997,1043.455368
1986-08-05,159981.3116928,37321404.36,27.355894400000004,6.416838000000002,,340073.44127999997,1043.418792
1986-08-06,146353.9083264,37132570.9068,30.233695200000007,5.639054000000002,,335180.29824,1043.382216
1986-08-07,157657.0687488,36955060.8,31.79481880000001,7.894627600000003,,335180.29824,1043.34564
1986-08-08,132897.7649664,36752770.08,30.77814400000001,10.077978400000003,,335180.29824,1043.306016
1986-08-09,157534.7401728,36572682.0,31.950375600000008,8.989080800000004,,337626.86976,1043.26944
1986-08-10,117924.747264,36352974.5424,26.578110400000007,12.955779200000006,,337626.86976,1043.226768
1986-08-11,123209.3417472,36145897.92,19.572498800000005,12.100216800000005,,330287.1552,1043.184096
1986-08-12,122964.6845952,35936132.3112,24.40031520000001,11.011319200000003,,332733.72672,1043.1414240000001
1986-08-13,130524.59059200001,35733915.6,29.067019200000004,7.739070800000004,,332733.72672,1043.1018000000001
1986-08-14,140384.2738176,35541566.7288,28.98924080000001,8.127962800000006,,332733.72672,1043.062176
1986-08-15,122964.6845952,35331801.12,25.100320800000006,9.766864800000004,,332733.72672,1043.019504
1986-08-16,115796.23004159999,35114856.6576,28.911462400000012,2.605696400000003,,332733.72672,1042.976832
1986-08-17,127808.8962048,34907484.0,27.200337600000005,5.872389200000004,,335180.29824,1042.93416
1986-08-18,127955.690496,34700259.36,29.922581600000008,6.727951600000004,,335180.29824,1042.891488
1986-08-19,91012.460544,34463431.2,27.355894400000004,7.972406000000003,,327840.58368,1042.84272
1986-08-20,123062.54745599999,34256206.56,30.389252000000006,6.883508400000004,,330287.1552,1042.800048
1986-08-21,108285.2554752,34034217.1644,27.744786400000002,7.350178800000002,,330287.1552,1042.754328
1986-08-22,123038.0817408,33826955.52,29.922581600000008,6.650173200000001,,330287.1552,1042.711656
1986-08-23,123160.4103168,33619841.8932,24.244758400000002,10.700205600000004,,330287.1552,1042.6689840000001
1986-08-24,93238.8406272,33382791.7068,24.244758400000002,11.400211200000005,,330287.1552,1042.620216
1986-08-25,125606.98183680001,33175678.080000002,29.455911200000003,7.039065200000003,,332733.72672,1042.5775440000002
1986-08-26,119368.22446079999,32969649.9156,32.2614892,8.050184400000003,,325394.01216,1042.534872
1986-08-27,129301.304832,32773563.6,32.728159600000005,12.411330400000004,,325394.01216,1042.4922000000001
1986-08-28,135491.13077760002,32581214.728800002,20.972510000000007,13.344671200000004,,327840.58368,1042.452576
1986-08-29,123013.6160256,32376383.04,14.433568800000003,10.855762400000003,,327840.58368,1042.409904
1986-08-30,130622.4534528,32179174.2576,13.811341600000002,11.011319200000003,,327840.58368,1042.367232
1986-08-31,105642.9582336,31956962.835600004,23.150305200000005,7.194622000000006,,327840.58368,1042.321512
1986-09-01,126830.26759680001,31755942.6,21.439180400000005,6.572394800000001,,327840.58368,1042.2788400000002
1986-09-02,129227.9076864,31554885.36,22.683634800000007,10.077978400000003,,330287.1552,1042.236168
1986-09-03,128053.55335680001,31359995.52,27.433672800000004,7.505735600000001,,322947.44064,1042.193496
1986-09-04,103441.0438656,31138043.1288,28.678127200000006,5.483497200000002,,325394.01216,1042.147776
1986-09-05,115624.97003519999,30928277.52,27.589229600000003,5.250162000000003,,325394.01216,1042.102056
1986-09-06,113300.72709120001,30716180.634,21.439180400000005,9.066859200000003,,325394.01216,1042.056336
1986-09-07,99771.18658560001,30216559.56,22.2947428,3.3057020000000037,,599410.0224,1041.949656
1986-09-08,166978.50624,29253211.68,13.344671200000004,7.350178800000002,,1130316.04224,1041.739344
1986-09-09,159663.25739520002,28294797.72,18.405822800000003,6.027946000000004,,1118083.1846399999,1041.5290320000001
1986-09-10,157412.4115968,27358586.400000002,12.255773600000005,5.250162000000003,,1093617.46944,1041.31872
1986-09-11,146476.23690239998,26433476.400000002,18.8724932,-0.8221087999999988,,1071598.32576,1041.108408
1986-09-12,124481.5589376,25510833.36,17.394703600000007,2.7612532000000023,,1047132.61056,1040.8980960000001
1986-09-13,190196.4699648,24666133.9212,9.766864800000004,-0.27765999999999735,,1034899.75296,1040.699976
1986-09-14,139209.91948799998,23780223.9156,15.055796000000008,2.5279179999999997,,1025113.46688,1040.492712
1986-09-15,187725.4327296,22955062.8,11.4779896,3.8501508000000015,,1012880.60928,1040.294592
1986-09-16,175492.5751296,22139695.515600003,12.333552000000005,2.2168044000000044,,990861.4656,1040.096472
1986-09-17,215127.0337536,21376208.4,7.194622000000006,2.372361200000004,,978628.608,1039.907496
1986-09-18,201475.16467199998,20611302.7824,14.044676800000005,4.161264400000004,,966395.7504,1039.7185200000001
1986-09-19,167443.3548288,19834358.4,10.544648800000001,3.772372400000002,,944376.60672,1039.5204
1986-09-20,182342.9753856,19082120.622,12.644665600000003,1.7501340000000027,,934590.3206399999,1039.3253280000001
1986-09-21,170966.41781759998,18328279.32,15.211352800000007,3.3057020000000037,,924804.03456,1039.127208
1986-09-22,179969.8010112,17605460.04,17.239146800000007,0.18901040000000435,,902784.89088,1038.9321360000001
1986-09-23,271324.78156800003,16983786.12,8.989080800000004,5.016826800000004,,892998.6048,1038.7614480000002
1986-09-24,280034.57617919997,16380614.4,7.972406000000003,0.7390148000000032,,883212.31872,1038.593808
1986-09-25,205120.5562368,15724551.0576,8.833524000000004,-0.6665519999999958,,861193.17504,1038.410928
1986-09-26,206148.1162752,15079293.0,7.816849200000004,2.2168044000000044,,851406.88896,1038.2250000000001
1986-09-27,189022.1156352,14436477.232800001,6.727951600000004,1.7501340000000027,,831834.3168,1038.036024
1986-09-28,195774.6530304,13829777.76,8.050184400000003,3.4612587999999995,,802475.4585599999,1037.856192
1986-09-29,190734.7156992,13225372.56,10.700205600000004,6.183502800000003,,795135.744,1037.6733120000001
1986-09-30,161351.391744,12611173.5288,9.922421600000003,3.3834804000000034,,775563.17184,1037.487384
1986-10-01,178599.72096,12021496.08,11.866881600000003,-1.988784799999996,,765776.88576,1037.301456
1986-10-02,166513.65765120002,11441809.819200002,12.955779200000006,-1.7554495999999986,,746204.3136,1037.118576
1986-10-03,159173.9430912,10874359.68,19.105828400000007,-0.43321679999999674,,726631.74144,1036.935696
1986-10-04,182758.892544,10342729.8,19.728055600000005,2.9168100000000017,,714398.88384,1036.76196
1986-10-05,163186.320384,9813529.8756,25.333656000000005,1.205685200000005,,692379.74016,1036.588224
1986-10-06,144934.8968448,9288104.4,25.800326400000003,0.5001240000000031,,670360.59648,1036.41144
1986-10-07,154941.3743616,8794712.4,22.761413200000007,-0.19988159999999766,,648341.4528,1036.2438
1986-10-08,140359.80810239998,8313655.2,18.483601200000003,1.050128400000002,,621429.16608,1036.07616
1986-10-09,120787.23594239999,7832598.0,19.88361240000001,0.2667888000000005,,601856.59392,1035.9085200000002
1986-10-10,108750.104064,7368846.5243999995,14.744682400000002,-2.2998983999999982,,572497.73568,1035.7469760000001
1986-10-11,122304.1102848,6945577.8624,14.355790400000004,-1.7554495999999986,,545585.44896,1035.597624
1986-10-12,122866.8217344,6549778.8,16.666920000000005,1.1112400000000022,,518673.16224,1035.454368
1986-10-13,106939.6411392,6167400.0,18.639158000000002,3.772372400000002,,489314.304,1035.31416
1986-10-14,82522.8573696,5792422.08,19.650277200000005,-2.4554551999999994,,457508.87424,1035.1800480000002
1986-10-15,95342.8921344,5488986.0,19.650277200000005,-2.9221255999999993,,398791.15776,1035.07032
1986-10-16,112150.83847680001,5302668.846,18.483601200000003,-2.844347199999998,,298481.72544,1035.0002160000001
1986-10-17,102927.2638464,5168281.2,11.111320000000003,2.222360000000002,6.677951200000006,237317.43744,1034.9484
1986-10-18,93043.1149056,5021558.754000001,19.105828400000007,-1.911006399999998,,239764.00896,1034.896584
1986-10-19,92969.71776,4886998.4208,18.250266000000003,-2.766568799999998,,227531.15136,1034.847816
1986-10-20,110438.2384128,4774801.08,18.328044400000003,-3.544352799999997,,222638.00832,1034.8051440000002
1986-10-21,41371.5244032,4600880.4,18.094709200000004,-1.288779199999997,,215298.29376,1034.741136
1986-10-22,32832.9897984,4428193.2,18.328044400000003,-3.077682399999997,,205512.00768,1034.67408
1986-10-23,15584.6605824,4243171.2,16.850254800000002,-3.466574399999997,,200618.86463999999,1034.6070240000001
1986-10-24,20600.1321984,4070484.0,16.694698000000002,0.5834580000000003,,193279.15008,1034.539968
1986-10-25,8244.9460224,3885462.0,9.922421600000003,7.272400400000006,,193279.15008,1034.4729120000002
1986-10-26,531224.0741376,4218501.6,10.466870400000005,7.350178800000002,,198172.29312,1034.594832
1986-10-27,501547.1616,4514536.8,7.894627600000003,3.927929200000005,,205512.00768,1034.7076080000002
1986-10-28,318983.9947776,4625550.0,2.4501396,-0.35543839999999705,,207958.5792,1034.7472320000002
1986-10-29,269636.6472192,4687224.0,7.816849200000004,3.3057020000000037,,207958.5792,1034.771616
1986-10-30,267116.67855360004,4741497.12,4.2390428000000036,2.6834748000000026,,212851.72224,1034.792952
1986-10-31,276951.89606400003,4800704.16,10.700205600000004,3.3057020000000037,,217744.86528,1034.814288
1986-11-01,246100.6291968,4826607.24,6.494616400000002,2.2168044000000044,,220191.4368,1034.8234320000001
1986-11-02,231274.40578559999,4835241.6,8.833524000000004,1.7501340000000027,,222638.00832,1034.82648
1986-11-03,222638.00832,4835241.6,8.600188800000002,-1.3665575999999966,,222638.00832,1034.82648
1986-11-04,214001.6108544,4826607.24,13.4224496,-0.43321679999999674,,222638.00832,1034.8234320000001
1986-11-05,236167.5488256,4835241.6,2.294582800000004,1.1279068000000017,,227531.15136,1034.82648
1986-11-06,242357.3747712,4850080.3644,2.9168100000000017,0.3445672000000002,,227531.15136,1034.832576
1986-11-07,242186.11476479998,4864734.1068,0.03345360000000497,-2.611011999999997,,227531.15136,1034.838672
1986-11-08,227531.15136,4864734.1068,-0.044324799999994724,-3.6221311999999983,,227531.15136,1034.838672
1986-11-09,193132.3557888,4835241.6,-1.1332223999999975,-6.188818399999999,,222638.00832,1034.82648
1986-11-10,216448.1823744,4826607.24,1.205685200000005,-11.249969999999998,,225084.57984,1034.8234320000001
1986-11-11,173266.19504639998,4774801.08,5.561275600000002,0.8167932000000029,,225084.57984,1034.8051440000002
1986-11-12,202918.64186879998,4757532.36,0.2667888000000005,-3.077682399999997,,220191.4368,1034.799048
1986-11-13,199273.25030400002,4741497.12,0.3445672000000002,-5.255477599999999,,215298.29376,1034.792952
1986-11-14,207885.1820544,4734096.24,4.161264400000004,-2.611011999999997,,215298.29376,1034.789904
1986-11-15,217744.86528,4734096.24,3.1501452000000043,2.0612476000000015,,217744.86528,1034.789904
1986-11-16,212851.72224,4734096.24,2.5279179999999997,0.03345360000000497,,212851.72224,1034.789904
1986-11-17,205438.61053439998,4726695.36,2.372361200000004,-3.233239199999998,,212851.72224,1034.786856
1986-11-18,237439.76601599998,4741497.12,3.5390372000000028,-1.2110007999999972,,222638.00832,1034.792952
1986-11-19,422351.6414976,4926519.12,4.550156400000002,-0.43321679999999674,,237317.43744,1034.863056
1986-11-20,449288.3939328,5116475.04,6.961286800000003,2.9168100000000017,,259336.58112,1034.930112
1986-11-21,1724221.27872,6517745.324399999,0.8167932000000029,0.03345360000000497,,322947.44064,1035.442176
1986-11-22,723720.3213312,6911188.44,2.2168044000000044,0.18901040000000435,,330287.1552,1035.585432
1986-11-23,2161497.0064896,8698352.942400001,7.272400400000006,2.605696400000003,,374325.44256,1036.210272
1986-11-24,6523758.4923648,14745019.92,6.572394800000001,-2.766568799999998,,477081.4464,1038.127464
1986-11-25,2486108.1157632,16717354.44,0.8167932000000029,-4.011023199999997,,513780.0192,1038.688296
1986-11-26,1586846.2878720001,17783081.16,0.3445672000000002,-1.522114399999996,,521119.73376,1038.980904
1986-11-27,1343779.40736,18595944.48,1.1279068000000017,-0.044324799999994724,,530906.01984,1039.197312
1986-11-28,646849.0441727999,18711891.6,1.1112400000000022,-0.044324799999994724,,530906.01984,1039.2277920000001
1986-11-29,1264730.6815488,19443258.8964,1.5167988000000001,-5.411034399999997,,533352.59136,1039.419816
1986-11-30,734607.5645952,19644513.4932,1.8279124000000024,-4.399915199999999,,533352.59136,1039.471632
1986-12-01,661528.4732927999,19772684.4,1.2834636000000046,-4.944363999999997,,533352.59136,1039.50516
1986-12-02,570369.2184576,19809688.8,0.8167932000000029,-8.216612399999997,,533352.59136,1039.514304
1986-12-03,535799.16288,19809688.8,-9.616623599999999,-11.327748399999999,,535799.16288,1039.514304
1986-12-04,511137.7219584,19785019.2,-3.1554607999999984,-6.577710399999997,,535799.16288,1039.508208
1986-12-05,503798.0073984,19760349.6,-2.2998983999999982,-5.099920799999998,,528459.44832,1039.5021120000001
1986-12-06,434878.08768,19666765.4724,2.4501396,-9.772180399999998,,528459.44832,1039.477728
1986-12-07,424675.8844416,19562992.8,0.03345360000000497,-6.7332671999999985,,528459.44832,1039.450296
1986-12-08,386484.9030144,19421006.9172,0.9723500000000023,-9.9277372,,528459.44832,1039.41372
1986-12-09,473093.5348224,19365636.0,-6.811045599999998,-12.5722028,,528459.44832,1039.39848
1986-12-10,225231.3741312,19069748.8176,0.8167932000000029,-13.972214,,521119.73376,1039.32228
1986-12-11,337162.0211712,18885787.6104,-6.188818399999999,-12.027753999999998,,521119.73376,1039.273512
1986-12-12,364563.62219519995,18736561.2,-0.27765999999999735,-6.499931999999998,,513780.0192,1039.233888
1986-12-13,350960.68454399996,18573741.84,-4.555471999999998,-6.422153599999998,,513780.0192,1039.1912160000002
1986-12-14,359572.6162944,18417089.88,-2.9999039999999972,-5.955483199999998,,516226.59072,1039.151592
1986-12-15,316439.5603968,18217290.7896,2.1390260000000048,-6.033261599999998,,516226.59072,1039.096728
1986-12-16,300390.0512256,18008808.0,-3.6221311999999983,-12.4944244,,508886.87616,1039.041864
1986-12-17,316464.026112,17816385.12,-3.077682399999997,-6.111039999999997,,508886.87616,1038.9900480000001
1986-12-18,275753.0760192,17583257.4,-3.1554607999999984,-5.722147999999999,,508886.87616,1038.92604
1986-12-19,279667.5904512,17361366.682800002,-2.5332335999999973,-6.188818399999999,,501547.1616,1038.86508
1986-12-20,268119.7728768,17127942.9276,-2.9999039999999972,-6.188818399999999,,501547.1616,1038.801072
1986-12-21,335180.29824,16961583.48,-1.3665575999999966,-4.011023199999997,,501547.1616,1038.755352
1986-12-22,404075.75224319997,16861671.6,0.18901040000000435,-2.6887903999999985,,503993.73312,1038.72792
1986-12-23,327693.7893888,16695151.8,1.7501340000000027,-1.3665575999999966,,494207.44704,1038.6822
1986-12-24,371927.8024704,16572876.927600002,0.3445672000000002,-1.522114399999996,,494207.44704,1038.648672
1986-12-25,289600.6708224,16368279.6,1.1112400000000022,-3.333239999999998,,494207.44704,1038.59076
1986-12-26,282114.1619712,16163521.92,1.7501340000000027,-5.255477599999999,,486867.73248,1038.532848
1986-12-27,389322.9259776,16063523.6964,-0.9776655999999981,-10.238850799999998,,489314.304,1038.505416
1986-12-28,200765.6589312,15774975.72,-1.677671199999999,-3.855466399999999,,489314.304,1038.426168
1986-12-29,391989.6889344,15684981.0192,0.5001240000000031,-2.611011999999997,,481974.58944,1038.398736
1986-12-30,284413.9392,15487414.527600002,-0.35543839999999705,-8.838839599999998,,481974.58944,1038.343872
1986-12-31,287300.8935936,15300085.92,-2.4554551999999994,-9.772180399999998,,474634.87488,1038.289008
1987-01-01,358814.1791232,15184262.148,0.18901040000000435,-4.711028799999998,,474634.87488,1038.25548
1987-01-02,314164.2488832,15023786.4,0.7390148000000032,-0.9776655999999981,,474634.87488,1038.20976
1987-01-03,320451.9376896,14869601.4,2.2168044000000044,-1.522114399999996,,474634.87488,1038.16404
1987-01-04,271324.78156800003,14671171.472399998,1.7501340000000027,-2.144341599999997,,469741.73184,1038.1061280000001
1987-01-05,274627.65312,14476047.271200001,-1.0554439999999978,-6.2665967999999985,,469741.73184,1038.0482160000001
1987-01-06,252779.76944639997,14266429.68,-2.5332335999999973,-6.499931999999998,,462402.01728,1037.987256
1987-01-07,242846.6890752,14046870.24,-3.3887959999999993,-7.983277199999998,,462402.01728,1037.923248
1987-01-08,218968.15104,13918415.632800002,-2.9221255999999993,-8.838839599999998,,347413.15584,1037.883624
1987-01-09,227555.61707520002,13898877.309600001,-5.255477599999999,-9.072174799999999,,247103.72352,1037.877528
1987-01-10,210136.0278528,13869249.120000001,-1.522114399999996,-7.044380799999997,,239764.00896,1037.868384
1987-01-11,229904.3257344,13859381.28,-0.044324799999994724,-6.422153599999998,,239764.00896,1037.865336
1987-01-12,318592.5433344,13938200.651999999,1.050128400000002,-2.6887903999999985,,239764.00896,1037.8897200000001
1987-01-13,323730.3435264,14017266.72,-2.144341599999997,-4.011023199999997,,244657.152,1037.914104
1987-01-14,271814.095872,14046870.24,-2.144341599999997,-16.000007999999998,,242210.58048,1037.923248
1987-01-15,242210.58048,14046870.24,-7.205493199999998,-23.7056252,,242210.58048,1037.923248
1987-01-16,242210.58048,14046870.24,-2.9999039999999972,-19.2667008,,242210.58048,1037.923248
1987-01-17,261954.4126464,14066605.92,-0.43321679999999674,-15.1444456,,242210.58048,1037.9293440000001
