date,inflow(m3/d),storage(m3),max air temperature (C),min air temperature (C),avg air temperature (C),outflow(m3/d),wse(m)
1982-02-23,2261635.1788032,22477706.04,-3.888799999999998,-6.666599999999999,-4.999919999999998,1695474.06336,1040.178768
1982-02-24,1681797.7285632,22451802.96,0.5556800000000024,-6.666599999999999,-3.333239999999998,1707706.92096,1040.172672
1982-02-25,1390631.2519679999,22124930.76,3.3334800000000016,-6.111039999999997,-1.110999999999997,1717493.20704,1040.0934240000001
1982-02-26,1286921.0852352,21684578.4,0.0001200000000025625,-4.999919999999998,-2.2221199999999968,1727279.49312,1039.986744
1982-02-27,1122902.9305344,21085107.12,2.7779200000000017,-9.444399999999998,-3.333239999999998,1722386.35008,1039.8373920000001
1982-02-28,1026801.6012288,20401759.2,2.222360000000002,-4.444359999999998,-1.110999999999997,1710153.49248,1039.666704
1982-03-01,1039303.5816960001,19750481.76,2.7779200000000017,-2.2221199999999968,0.5556800000000024,1690580.92032,1039.499064
1982-03-02,909953.3454336,18989424.6,2.222360000000002,-1.666559999999997,0.0001200000000025625,1671008.34816,1039.300944
1982-03-03,896521.6677888,18232067.88,2.222360000000002,-1.110999999999997,0.5556800000000024,1653882.34752,1039.099776
1982-03-04,817790.9962751999,17420438.04,2.7779200000000017,-2.2221199999999968,0.5556800000000024,1629416.63232,1038.88032
1982-03-05,778547.9890944001,16598940.36,5.555720000000004,-8.888839999999998,-1.666559999999997,1600057.77408,1038.654768
1982-03-06,744222.5906687999,15767574.84,8.889080000000003,-7.777719999999999,0.5556800000000024,1575592.05888,1038.4231200000002
1982-03-07,718753.7811455999,14962112.4,10.555760000000003,-7.777719999999999,1.666800000000002,1524214.05696,1038.191472
1982-03-08,727830.5614848001,14219557.44,4.444600000000001,-7.777719999999999,-1.666559999999997,1470389.48352,1037.9720160000002
1982-03-09,888692.6389248,13699028.88,4.444600000000001,1.1112400000000022,2.7779200000000017,1409225.19552,1037.816568
1982-03-10,1002286.9545984,13304315.28,6.111280000000004,-0.5554399999999973,2.7779200000000017,1396992.33792,1037.697696
1982-03-11,1088748.7921152,13010747.040000001,2.7779200000000017,-4.444359999999998,-1.110999999999997,1382312.9088,1037.609304
1982-03-12,1086473.4806016,12739381.44,0.5556800000000024,-3.888799999999998,-1.666559999999997,1357847.1935999999,1037.527008
1982-03-13,814194.5361408,12232421.16,3.605704400000004,-1.533225599999998,0.7390148000000032,1321148.6208,1037.368512
1982-03-14,817130.4219648,11784667.92,2.050136400000003,-4.7999183999999975,-0.7109967999999967,1264877.47584,1037.228304
1982-03-15,765679.0228992,11329513.8,-0.2109927999999961,-9.777735999999997,-4.4721379999999975,1220839.18848,1037.082
1982-03-16,675009.082368,10854624.0,5.083494000000002,-12.655536799999998,-4.788807199999999,1149888.6144,1036.9296000000002
1982-03-17,652989.938688,10382201.16,4.305710000000001,-11.5666392,-2.9999039999999972,1125422.8991999999,1036.774152
1982-03-18,665834.4391679999,9983787.120000001,5.861278000000002,-7.833276,-0.8054419999999958,1064258.6112,1036.643088
1982-03-19,596156.0822784,9591540.48,3.7612612000000034,-4.877696799999999,-1.3165571999999983,988414.89408,1036.512024
1982-03-20,547469.3090304,9226430.4,5.472386000000004,-5.266588799999997,-0.6887743999999962,912571.17696,1036.390104
1982-03-21,524765.1253248,8926694.76,9.050192400000004,-8.611059999999998,-0.8054419999999958,824494.60224,1036.28952
1982-03-22,500495.1358464,8651628.72,10.372425200000006,-7.599940799999999,0.2667888000000005,775563.17184,1036.195032
1982-03-23,492225.7241088,8412333.6,12.083550000000002,-4.488804799999997,1.7501340000000027,731524.88448,1036.112736
1982-03-24,490072.7411712,8207575.92,10.372425200000006,-5.733259199999997,0.3001224000000029,694826.31168,1036.0426320000001
1982-03-25,478084.54072319996,8032421.76,13.405782800000004,-6.744378399999999,2.2112488,653234.59584,1035.9816720000001
1982-03-26,506684.961792,7912774.2,5.083494000000002,-1.3776687999999986,1.9168020000000041,626322.30912,1035.939
1982-03-27,508079.5075584,7816562.76,2.361250000000002,-3.322128799999998,-0.638773999999998,604303.16544,1035.905472
1982-03-28,458903.4200064,7688280.84,0.5723468000000018,-5.0332535999999966,-1.7943387999999985,587177.1648,1035.859752
1982-03-29,439306.3821312,7557531.96,3.2945908000000017,-7.444383999999998,-2.5832339999999974,570051.16416,1035.814032
1982-03-30,429593.4931968,7436650.92,4.927937200000002,-7.911054399999998,-2.005451599999997,550478.592,1035.77136
1982-03-31,412467.4925568,7315769.88,-0.05543599999999671,-5.655480799999998,-2.977681599999997,533352.59136,1035.7286880000001
1982-04-01,385506.2744064,7187487.96,3.8390395999999996,-6.044372799999998,-1.627670799999997,513780.0192,1035.682968
1982-04-02,406595.72090879997,7094976.96,1.3501308000000023,-2.9332367999999978,-0.9721099999999971,499100.59008,1035.6494400000001
1982-04-03,348807.70160639996,6966695.04,-0.05543599999999671,-2.0776743999999976,-1.0721107999999973,477081.4464,1035.60372
1982-04-04,337847.06119680003,6844580.5200000005,3.216812400000002,-2.855458399999998,-0.8387755999999982,459955.44576,1035.5915280000002
1982-04-05,301124.0226816,6719999.04,4.694602000000003,-7.522162399999997,-0.43877239999999773,425703.44448,1035.5153280000002
1982-04-06,324464.3149824,6608985.84,5.627942800000003,-6.5888215999999975,-0.2998823999999978,435489.73056,1035.475704
1982-04-07,308586.0658176,6499206.12,5.705721200000006,-8.222167999999998,-2.2943427999999972,418363.72992,1035.43608
1982-04-08,325981.18932480004,6421496.88,6.405726800000004,-10.0888496,-1.6832268,403684.30079999997,1035.408648
1982-04-09,293980.0338432,6321585.0,11.383544400000005,-6.8999352,1.2001296000000004,393898.01472,1035.3720720000001
1982-04-10,365591.1822336,6300615.84,10.527982000000005,-4.644361599999998,2.8279204000000036,386558.30016,1035.341592
1982-04-11,484054.17523199995,6405461.64,5.7834996000000025,0.49456840000000213,3.261257200000003,379218.5856,1035.402552
1982-04-12,686263.3113599999,6702730.32,3.3723692000000014,-0.36654959999999903,1.194574000000003,389004.87168,1035.509232
1982-04-13,647925.5356415999,6949426.32,1.2723524000000026,-3.8665775999999976,-0.6832187999999988,401237.72927999997,1035.597624
1982-04-14,577293.0158592,7086342.600000001,1.7390228000000043,-5.655480799999998,-2.605456399999998,440382.8736,1035.646392
1982-04-15,516862.6993152,7162818.36,1.194574000000003,-4.644361599999998,-1.5110031999999975,440382.8736,1035.6738240000002
1982-04-16,484763.68097279995,7204756.68,4.694602000000003,-8.2999464,-0.22210399999999808,442829.44512,1035.689064
1982-04-17,482268.1780224,7239294.12,0.0001200000000025625,-0.5554399999999973,-0.5109952,447722.58816,1035.701256
1982-04-18,447722.58816,7239294.12,0.0001200000000025625,-4.444359999999998,-2.511011199999997,447722.58816,1035.701256
1982-04-19,387292.27161600004,7178853.600000001,7.222400000000004,-8.333279999999998,-2.088785599999998,447722.58816,1035.558
1982-04-20,453056.11407360004,7230659.76,11.111320000000003,-7.222159999999999,1.1167956000000032,401237.72927999997,1035.698208
1982-04-21,413813.10689279996,7272598.08,16.111360000000005,-7.222159999999999,2.711252800000004,371878.87104,1035.7134480000002
1982-04-22,442046.5422336,7325637.72,16.666920000000005,-3.333239999999998,4.300154400000004,389004.87168,1035.7317360000002
1982-04-23,530808.1569792,7462554.0,10.555760000000003,0.0001200000000025625,4.7446024000000016,393898.01472,1035.780504
1982-04-24,610859.9771136,7662377.76,8.889080000000003,-3.888799999999998,1.9334688,411024.01536,1035.850608
1982-04-25,616878.5430528,7851100.2,13.333560000000006,-5.5554799999999975,2.4056948000000027,428150.016,1035.917664
1982-04-26,670996.7050752,8076827.04,13.333560000000006,-4.999919999999998,3.5501484000000048,445276.01664,1035.996912
1982-04-27,759684.9226751999,8376562.68,12.778000000000002,-2.7776799999999984,5.200161600000001,459955.44576,1036.1005440000001
1982-04-28,866795.8238208,8758941.48,3.8890400000000014,-0.5554399999999973,1.2612412000000042,484421.16096,1036.231608
1982-04-29,783954.9121536,9034007.52,8.889080000000003,-2.7776799999999984,2.194582000000004,508886.87616,1036.326096
1982-04-30,791221.229568,9299205.72,13.889120000000005,-2.7776799999999984,4.7723804000000065,526012.8768,1036.4144880000001
1982-05-01,752858.9881344001,9511364.28,7.222400000000004,1.1112400000000022,5.505719600000003,540692.30592,1036.4541120000001
1982-05-02,957465.7643520001,9911011.8,7.777960000000004,2.222360000000002,3.8501508000000015,557818.3065599999,1036.618704
1982-05-03,904301.7652224,10242817.92,4.444600000000001,-0.5554399999999973,1.5890216000000024,572497.73568,1036.728432
1982-05-04,862269.6665088,10520350.92,8.889080000000003,-3.888799999999998,1.9223576000000016,584730.59328,1036.819872
1982-05-05,853559.8718976,10779381.72,14.444680000000005,-4.999919999999998,4.794602800000003,594516.87936,1036.905216
1982-05-06,987876.6483455999,11158060.08,15.000240000000005,1.1112400000000022,7.427957200000002,609196.30848,1037.0271360000002
1982-05-07,1150524.7229952,11679822.120000001,6.666840000000004,1.1112400000000022,4.033485600000002,628768.88064,1037.194776
1982-05-08,1030765.0470912,12067134.84,7.777960000000004,0.5556800000000024,4.444600000000001,643448.30976,1037.29536
1982-05-09,1188495.5129856,12592597.32,10.555760000000003,2.7779200000000017,4.872381200000003,663020.88192,1037.481288
1982-05-10,1103183.5640832,13010747.040000001,15.000240000000005,-1.110999999999997,5.739054800000002,685040.0255999999,1037.609304
1982-05-11,1195590.5703936,13506606.0,15.000240000000005,-2.7776799999999984,7.150177200000002,699719.45472,1037.758656
1982-05-12,1339742.5643520001,14127046.44,11.111320000000003,1.1112400000000022,6.027946000000004,719292.02688,1037.944584
1982-05-13,1449324.5027327999,14835063.96,15.555800000000005,1.666800000000002,8.244630400000005,741311.17056,1038.154896
1982-05-14,1547823.4721279999,15619557.24,15.000240000000005,-0.5554399999999973,7.027954000000001,763330.31424,1038.3804480000001
1982-05-15,1798034.3414784,16632244.32,17.778040000000004,0.0001200000000025625,7.822404800000001,785349.45792,1038.663912
1982-05-16,2058007.0311935998,17870658.240000002,17.778040000000004,1.1112400000000022,8.822412800000006,819601.4592,1039.00224
1982-05-17,2287128.4540416,19301495.04,6.666840000000004,-0.5554399999999973,4.3723772000000025,856300.032,1039.3832400000001
1982-05-18,2153692.4433408,20571979.44,8.889080000000003,-0.5554399999999973,3.916818000000003,883212.31872,1039.709376
1982-05-19,1887138.4762368,21561230.4,16.666920000000005,-2.7776799999999984,5.305718000000002,897891.74784,1039.956264
1982-05-20,1916619.6630527999,22565283.12,20.000280000000004,-0.5554399999999973,8.266852800000006,912571.17696,1040.200104
1982-05-21,2256913.2957696,23890040.64,20.555840000000003,0.5556800000000024,8.211296800000003,932143.7491199999,1040.489664
1982-05-22,2532911.0289407996,25456560.240000002,13.333560000000006,1.666800000000002,8.105740400000006,966395.7504,1040.885904
1982-05-23,2668230.8997119996,27114357.36,19.444720000000004,0.5556800000000024,9.089081600000004,1010434.03776,1041.263856
1982-05-24,2873963.0988288,28946075.16,25.555880000000002,1.666800000000002,14.416902000000007,1042239.46752,1041.672288
1982-05-25,3813373.1653632,31658497.68,15.555800000000005,3.3334800000000016,4.916826000000004,1100957.184,1042.2575040000002
1982-05-26,3571211.5163136,34079818.92,6.111280000000004,0.5556800000000024,5.816833200000001,1149888.6144,1042.763472
1982-05-27,2649710.3533056,35273827.56,10.555760000000003,2.222360000000002,6.639062000000006,1455710.0544,1043.007312
1982-05-28,2271005.5477248,35788188.72,12.778000000000002,0.5556800000000024,5.939056400000002,1756638.35136,1043.110944
1982-05-29,2100699.7042176,36122461.8,15.000240000000005,0.5556800000000024,7.2001776000000035,1766424.63744,1043.178
1982-05-30,2008194.8350464,36364223.88,18.333600000000004,0.0001200000000025625,9.116859600000002,1766424.63744,1043.226768
1982-05-31,2130303.2196096,36728100.480000004,16.666920000000005,0.5556800000000024,8.089073600000006,1766424.63744,1043.2999200000002
1982-06-01,2194452.324864,37156118.04,11.111320000000003,3.3334800000000016,7.3279564000000015,1766424.63744,1043.385264
1982-06-02,2101922.9899776,37491624.6,12.222440000000002,3.3334800000000016,7.244622400000004,1766424.63744,1043.45232
1982-06-03,2133997.5426048,37859201.64,12.222440000000002,1.1112400000000022,6.244614400000003,1766424.63744,1043.525472
1982-06-04,2072319.4745856,38165104.68,10.555760000000003,0.5556800000000024,6.150169200000004,1766424.63744,1043.586432
1982-06-05,1873731.2643072,38272417.44,7.222400000000004,2.7779200000000017,5.4168300000000045,1766424.63744,1043.607768
1982-06-06,1781226.395136,38287219.2,11.666880000000003,1.666800000000002,6.200169600000002,1766424.63744,1043.610816
1982-06-07,1752723.836928,38256382.2,14.444680000000005,-1.110999999999997,8.111296000000003,1783550.63808,1043.60472
1982-06-08,1795783.49568,38256382.2,19.444720000000004,-1.110999999999997,11.422433600000005,1795783.49568,1043.60472
1982-06-09,2210330.5740288002,38683166.28,22.222520000000003,1.666800000000002,12.4502196,1783550.63808,1043.6565360000002
1982-06-10,2413640.6673407997,39435589.08,24.444760000000002,2.7779200000000017,13.983565200000005,1661222.06208,1043.8333200000002
1982-06-11,3050018.385408,40958936.88,25.555880000000002,3.3334800000000016,12.8668896,1526660.62848,1044.1259280000002
1982-06-12,3349160.6851584003,42710478.480000004,17.778040000000004,7.777960000000004,11.027986000000006,1597611.20256,1044.45816
1982-06-13,3249413.964288,43493738.28,15.555800000000005,7.222400000000004,11.694658,2466144.09216,1044.604464
1982-06-14,3545473.5839232,43393826.4,21.111400000000003,3.3334800000000016,12.394663600000005,3645391.5648,1044.586176
1982-06-15,3665110.9312512,43115059.92,26.11144,1.666800000000002,14.505791600000002,3943873.29024,1044.53436
1982-06-16,3679105.3203455997,43050918.96,23.889200000000002,4.444600000000001,14.911350400000003,3743254.4255999997,1044.522168
1982-06-17,3770435.8351871995,43082989.44,27.22256000000001,4.444600000000001,16.900255200000004,3738361.2825599997,1044.528264
1982-06-18,4038726.8680704,43163165.64,27.22256000000001,8.333520000000004,16.350250800000005,3958552.71936,1044.543504
1982-06-19,3951090.676224,43001579.76,28.333680000000008,5.555720000000004,15.639134000000006,4112686.72512,1044.513024
1982-06-20,3977856.1686528004,42969509.28,27.22256000000001,6.666840000000004,15.344687200000003,4009930.72128,1044.506928
1982-06-21,3739339.911168,42791888.160000004,24.444760000000002,9.444640000000003,15.122463200000006,3916961.00352,1044.4734
1982-06-22,3279262.1368319998,42452681.160000004,23.889200000000002,6.666840000000004,14.500236000000008,3618479.27808,1044.409392
1982-06-23,3044929.5166463996,42177615.12,25.555880000000002,4.444600000000001,16.750254000000005,3319997.55264,1044.357576
1982-06-24,2864030.0184576004,41919817.8,27.77812000000001,6.111280000000004,15.222464000000002,3121825.25952,1044.308808
1982-06-25,2805923.9448576,42032064.480000004,22.222520000000003,10.555760000000003,14.133566400000003,2693675.24352,1044.330144
1982-06-26,2746398.859776,42048099.72,21.111400000000003,9.444640000000003,12.4502196,2730373.8163199998,1044.333192
1982-06-27,2598552.5428223996,41935853.04,17.222480000000004,10.000200000000003,11.072430800000003,2710801.24416,1044.311856
1982-06-28,2169644.0896512,41436293.64,16.111360000000005,6.666840000000004,12.411330400000004,2669209.52832,1044.217368
1982-06-29,1961758.9075968,40944135.12,15.555800000000005,9.444640000000003,12.455775200000005,2453911.23456,1044.1228800000001
1982-06-30,2055413.6653824,40831888.44,15.000240000000005,10.555760000000003,11.161320400000005,2167662.36672,1044.101544
1982-07-01,1817606.9136384,40513650.6,14.444680000000005,8.889080000000003,11.344655200000005,2135856.93696,1044.040584
1982-07-02,1678690.5827328,40259553.72,16.111360000000005,7.222400000000004,9.0335256,1932791.5008,1043.991816
1982-07-03,1681626.4685568002,40211448.0,11.111320000000003,5.555720000000004,8.322408800000002,1729726.06464,1043.982672
1982-07-04,1409298.5926656,39925280.64,11.666880000000003,6.111280000000004,9.8279764,1695474.06336,1043.9278080000001
1982-07-05,1280095.1506944,39546602.28,12.778000000000002,7.777960000000004,11.966882400000003,1658775.49056,1043.854656
1982-07-06,1179736.786944,39309774.12,20.000280000000004,6.111280000000004,11.955771200000004,1416564.91008,1043.8089360000001
1982-07-07,1207896.8251391998,39372681.6,15.555800000000005,6.666840000000004,11.639102000000005,1144995.47136,1043.821128
1982-07-08,1103232.4955136,39499730.04,20.555840000000003,4.444600000000001,13.416894000000003,976182.03648,1043.845512
1982-07-09,1098412.7496192,39783430.44,20.555840000000003,6.111280000000004,14.794682800000004,814708.31616,1043.900376
1982-07-10,1067561.482752,40036293.84,26.11144,5.000160000000005,17.300258400000004,814708.31616,1043.9491440000002
1982-07-11,1084834.2776832,40306425.96,24.444760000000002,10.000200000000003,17.194702000000007,814708.31616,1044.00096
1982-07-12,1054007.4765311999,40545721.08,26.11144,8.889080000000003,16.2113608,814708.31616,1044.04668
1982-07-13,1054007.4765311999,40785016.2,20.000280000000004,11.111320000000003,9.939088400000003,814708.31616,1044.0924
1982-07-14,973833.3278208,40944135.12,10.555760000000003,6.111280000000004,7.233511200000006,814708.31616,1044.1228800000001
1982-07-15,861584.6264832,40991007.36,8.889080000000003,5.000160000000005,10.039089200000003,814708.31616,1044.132024
1982-07-16,798683.272704,40974972.12,22.778080000000003,2.7779200000000017,14.133566400000003,814708.31616,1044.128976
1982-07-17,798683.272704,40958936.88,20.555840000000003,6.666840000000004,16.1724716,814708.31616,1044.1259280000002
1982-07-18,744467.2478208,40896029.4,21.666960000000003,12.778000000000002,15.694690000000001,807368.6015999999,1044.113736
1982-07-19,708698.3721984,40799817.96,23.333640000000003,8.333520000000004,15.783579600000003,804922.0300799999,1044.095448
1982-07-20,676232.368128,40768980.96,21.111400000000003,11.111320000000003,16.111360000000005,707059.16928,1044.089352
1982-07-21,625612.8033792,40831888.44,14.444680000000005,3.8890400000000014,9.444640000000003,562711.4495999999,1044.101544
1982-07-22,592339.4307072001,40863958.92,22.222520000000003,0.0001200000000025625,11.111320000000003,560264.8780799999,1044.1076400000002
1982-07-23,512189.747712,40820787.12,25.555880000000002,2.222360000000002,12.222440000000002,555371.7350399999,1044.1076400000002
1982-07-24,582504.2131968,40847923.68,28.333680000000008,5.000160000000005,16.666920000000005,555371.7350399999,1044.1045920000001
1982-07-25,504825.5674368,40799817.96,28.889240000000008,6.666840000000004,17.778040000000004,552925.16352,1044.095448
1982-07-26,466634.58600959997,40720875.24,30.555920000000008,8.889080000000003,17.222480000000004,545585.44896,1044.080208
1982-07-27,481436.3437056,40656734.28,32.77816000000001,10.000200000000003,21.111400000000003,545585.44896,1044.0680160000002
1982-07-28,498709.1386368,40609862.04,31.111480000000007,13.333560000000006,22.222520000000003,545585.44896,1044.055824
1982-07-29,545585.44896,40609862.04,31.111480000000007,15.000240000000005,23.333640000000003,545585.44896,1044.058872
1982-07-30,576412.2501119999,40640699.04,26.667,12.778000000000002,19.444720000000004,545585.44896,1044.064968
1982-07-31,432113.4618624,40529685.84,20.555840000000003,8.889080000000003,15.000240000000005,543138.87744,1044.0436320000001
1982-08-01,411195.27536639996,40402637.4,11.111320000000003,7.222400000000004,8.889080000000003,538245.7344,1044.019248
1982-08-02,411195.27536639996,40275588.96,15.555800000000005,7.777960000000004,12.222440000000002,538245.7344,1043.994864
1982-08-03,425997.0330624,40163342.28,16.666920000000005,9.444640000000003,13.333560000000006,538245.7344,1043.973528
1982-08-04,361872.3935232,39989421.6,20.000280000000004,7.777960000000004,13.889120000000005,535799.16288,1043.94
1982-08-05,369334.4366592,39830302.68,22.778080000000003,3.8890400000000014,13.333560000000006,528459.44832,1043.9095200000002
1982-08-06,332391.20670720004,39641580.24,30.000360000000008,6.666840000000004,18.333600000000004,521119.73376,1043.8729440000002
1982-08-07,321381.63486720005,39451624.32,31.667040000000007,8.333520000000004,20.000280000000004,511333.44768,1043.836368
1982-08-08,336207.8582784,39278937.12,26.11144,13.889120000000005,20.000280000000004,508886.87616,1043.80284
1982-08-09,300438.982656,39072945.96,22.778080000000003,10.000200000000003,16.666920000000005,506440.30464,1043.763216
1982-08-10,283190.65344,38852153.04,15.555800000000005,7.777960000000004,11.666880000000003,503993.73312,1043.720544
1982-08-11,295545.839616,38646161.88,13.889120000000005,7.777960000000004,10.555760000000003,501547.1616,1043.68092
1982-08-12,247470.709248,38394531.96,12.222440000000002,8.333520000000004,10.000200000000003,499100.59008,1043.632152
1982-08-13,283264.0505856,38181139.92,12.222440000000002,8.333520000000004,10.000200000000003,496654.01856,1043.58948
1982-08-14,272181.0816,37959113.52,7.777960000000004,5.000160000000005,6.666840000000004,494207.44704,1043.577288
1982-08-15,269734.51008,37737087.12,20.000280000000004,11.666880000000003,15.555800000000005,491760.87552,1043.501088
1982-08-16,243849.7833984,37491624.6,18.889160000000004,6.111280000000004,12.778000000000002,489314.304,1043.45232
1982-08-17,242626.4976384,37247395.56,21.666960000000003,4.444600000000001,12.778000000000002,486867.73248,1043.403552
1982-08-18,242626.4976384,37003166.52,26.667,4.444600000000001,15.555800000000005,486867.73248,1043.354784
1982-08-19,237733.3545984,36756470.52,28.333680000000008,6.666840000000004,17.778040000000004,484421.16096,1043.302968
1982-08-20,241452.1433088,36515941.92,29.444800000000008,12.778000000000002,21.111400000000003,481974.58944,1043.2572480000001
1982-08-21,227898.13708800002,36264312.0,28.333680000000008,9.444640000000003,19.444720000000004,479528.01792,1043.232864
1982-08-22,227922.6028032,36015149.04,27.77812000000001,6.666840000000004,17.222480000000004,477081.4464,1043.156664
